TEMP	PAHs	O3	C2H3NO5	NOx	CO	CFCs	PM10	PM2.5	CH4	PRES	Pb	NH3	SO2	warning	H2CO	latitude	longitude
10.86864	7.02344	7.19486	0.31486	8.06490	9.34825	36.89972	9.22192	6.75074	9.63422	1124.14798	56.83847	9.66312	12.94166	1.00000	53.51583	28.90054	-81.26367
13.91254	4.70667	9.11505	0.05043	9.97717	6.56277	38.43648	6.27537	8.14021	13.49747	1154.37858	43.42883	10.31280	11.03051	1.00000	34.92366	-17.83333	48.41667
10.64694	6.21529	6.62842	0.05522	5.58360	10.57873	32.17690	4.64848	8.54128	10.47051	1079.88478	52.41353	8.75152	6.23248	0.00000	46.80939	50.82882	-0.32247
21.24107	5.29320	7.44450	0.16180	8.07079	7.50457	39.51542	8.39321	8.16322	10.73678	1159.23866	49.20387	8.71417	13.52065	1.00000	69.96668	15.58552	102.42587
16.63715	5.26614	8.25491	0.05111	6.78789	9.75074	48.02385	6.73466	8.15042	8.91909	1194.15772	62.14704	8.31694	7.02778	0.00000	78.32114	41.20485	-8.33147
15.95468	6.80163	8.45003	0.18673	11.00487	6.10344	32.86752	8.58623	8.76337	9.17170	1181.32181	44.05848	8.41372	6.98021	1.00000	52.39026	48.90472	2.2469
19.77150	7.90329	8.23831	0.15477	7.74527	8.57675	59.49050	8.36722	8.52223	11.27782	1166.90419	55.70198	7.18833	11.64703	1.00000	17.49404	41.50343	-74.01042
14.43741	8.37745	8.54724	0.22239	10.76733	5.63068	50.30827	8.73307	7.42169	6.26488	1063.87111	36.87555	8.77273	5.49630	0.00000	57.05878	37.49073	-2.77259
8.27075	7.86288	6.90728	0.08431	5.77050	9.23135	61.92830	6.89992	8.23840	8.70744	1062.24255	45.50428	6.45428	7.21201	0.00000	57.82971	51.21187	4.25633
8.51920	6.54345	6.63527	0.28467	10.20233	6.90151	66.57928	9.26622	8.29024	10.33386	1118.37007	64.77177	9.91093	8.64145	1.00000	69.98558	43.78956	7.60872
18.41522	8.74618	8.16991	0.24440	6.99988	8.85470	52.76709	9.11576	9.15176	9.98617	1075.52852	70.11810	8.47532	10.49926	1.00000	59.54191	15.58552	102.42587
13.46943	7.68105	8.09485	0.07298	5.15331	10.81258	53.99411	6.11302	8.99145	10.74930	1100.69635	50.13246	7.66534	6.24821	0.00000	60.88040	-17.83333	48.41667
0.40903	7.91319	8.44335	0.07992	8.59381	5.79140	73.36234	6.66331	8.54188	8.29906	1170.90289	50.48350	7.80861	4.75099	0.00000	67.11207	36.21544	65.93249
20.26502	5.84543	10.85007	0.37519	8.10300	6.51357	54.76620	9.59341	7.99029	10.85973	1177.04919	19.58171	6.08021	9.75846	1.00000	39.42695	35.50056	117.63083
-4.92427	9.03342	8.51306	0.14192	8.34135	5.17679	56.66320	8.31728	7.30524	7.53017	1159.78291	65.25054	6.56326	4.66504	0.00000	59.24421	37.60876	-77.37331
30.68037	5.29277	8.65332	0.08747	10.71345	5.33506	40.06133	7.07437	7.34882	11.13094	1131.80797	72.20742	7.58030	8.63856	1.00000	57.20531	43.2907	5.4384
19.61752	9.53239	7.95361	0.07437	8.85881	6.61313	39.76585	6.80522	8.65180	7.47865	1128.81279	71.27208	7.46397	7.58163	0.00000	37.84967	52.31333	6.92917
13.00880	8.37281	7.53013	0.12681	8.22791	7.44431	50.49748	8.15574	7.91101	8.26191	1155.52201	27.30095	9.96500	7.14453	0.00000	37.22189	41.27621	-72.86843
1.18665	5.54009	8.53915	0.09281	11.83085	5.25725	42.61048	7.05913	10.32253	11.28859	1109.85999	49.73450	7.03960	6.33580	1.00000	37.81206	42.64685	-5.55835
3.12686	4.47221	7.73183	0.05590	7.00385	10.34795	19.59821	5.99341	8.15233	12.48009	1176.19613	38.35202	8.77048	6.27235	0.00000	31.53749	54.48147	53.47103
18.24022	8.51039	8.14008	3.68878	3.68111	3.78473	60.12085	11.96152	8.24665	11.23212	1189.79763	41.04209	8.60887	9.29721	1.00000	36.97857	38.06084	-97.92977
36.01940	7.91577	7.73298	0.11131	9.34385	6.22604	52.26477	7.80015	8.89159	9.64512	1112.15830	43.52086	5.17280	8.37097	1.00000	45.91672	32.87533	71.57118
28.40905	8.36652	8.93005	2.06135	8.28664	7.79893	22.88184	11.36528	9.03754	6.84259	1162.00857	79.94215	9.13187	13.03761	1.00000	62.73398	28.90054	-81.26367
41.21727	8.99500	8.43098	0.07885	9.22548	6.42097	53.46814	6.72076	7.56370	5.94097	1050.73883	87.86038	9.77756	6.83488	0.00000	71.03225	-5.85746	144.23058
29.21062	5.47011	5.61870	0.15736	7.98470	6.09043	65.36873	8.45432	7.55233	8.38358	1153.14588	57.26512	6.90444	8.58250	1.00000	54.47260	5.6561	-75.87877
26.64013	6.06258	9.68360	0.36402	6.87172	6.34030	53.05461	9.46614	8.22360	9.26458	1090.59420	28.74877	7.49634	9.47123	1.00000	48.25098	48.28259	9.72749
14.74150	6.93861	9.31595	0.99517	6.94730	7.31620	57.59531	10.60427	6.63140	9.37286	1144.47409	47.09589	8.52861	12.22500	1.00000	48.84914	-14.66463	-52.35558
4.55960	8.37789	8.51801	0.56510	7.36385	5.89976	46.51014	10.00138	7.44627	10.50683	1143.94715	43.93829	8.90480	9.80045	1.00000	34.92711	60.02427	30.28491
36.00923	7.98800	10.74770	0.08439	10.48340	7.31966	52.73423	7.27040	7.65551	4.86940	1145.96665	60.59930	6.59642	7.25305	0.00000	61.33567	51.20219	7.36027
17.72502	9.65228	6.38476	0.06773	7.21527	9.44604	42.87942	3.93322	6.16988	8.36737	1136.87153	64.79823	7.38369	4.92709	0.00000	55.76353	35.6803	51.0193
18.21802	8.89193	7.69944	0.07939	9.89989	5.09651	66.60018	5.80674	8.41093	7.96817	1193.34582	69.66358	7.78747	5.21136	0.00000	31.98772	2.2139	102.3278
12.20204	9.56057	8.09170	0.12281	9.63606	7.45099	42.25527	8.08596	8.63896	6.23023	1075.11276	51.20170	8.55519	7.21168	0.00000	30.35522	48.98994	2.1699
14.13541	7.05617	8.17577	0.13428	8.67923	8.36555	61.90526	8.04461	6.75815	8.82121	1121.24434	50.67036	7.66963	10.24546	1.00000	57.67999	22.19303	88.18466
15.49694	6.34404	7.08350	0.19950	10.77259	7.16959	49.83558	8.72288	8.56361	10.45077	1168.11093	53.64080	9.96489	7.93012	1.00000	77.48740	37.30553	120.82747
6.42280	6.22916	8.95041	0.09061	10.90275	5.95631	60.89939	6.79415	6.76507	12.32697	1161.64357	65.20391	6.59393	8.90578	1.00000	39.39779	53.30972	83.62389
2.47237	6.03024	7.44660	0.08967	9.71317	6.93831	69.30756	7.20487	7.59104	11.23861	1108.76446	66.28088	10.25891	9.47796	1.00000	48.09354	41.09822	120.74792
25.98718	6.65197	7.88653	0.16301	9.46920	9.07215	21.68980	8.41658	7.65838	8.40056	1074.25368	41.26229	8.37205	10.54351	1.00000	71.18133	-38.65333	178.00417
13.66333	6.67369	10.44338	0.14814	10.58784	8.16119		8.12691	9.43357	9.38159	1052.05659	43.90051	7.79722	7.62361	1.00000	54.71479	26.91756	-82.07842
12.14729	7.06995	8.97917	0.23153	8.40442	6.60994	57.51901	8.88781	10.03581	9.63775	1088.06851	59.74348	7.90639	9.59929	1.00000	57.71222	-21.44236	27.46153
13.39729	7.65666	10.52873	0.19968	8.19312	8.04626	44.79373	8.80179	8.14867	9.63388	1131.90465	41.42025	7.10846	9.47340	1.00000	70.56456	-26.22861	-52.67056
24.43404	6.31092	5.85109	1.35431	9.93562	6.09270	47.40462	10.95971	7.13785	8.54504	1148.19904	39.66504	8.02514	8.26333	1.00000	70.05916	-25.54073	152.70493
15.69392	9.56111	6.77556	0.05613	7.52970	7.25189	54.62672	5.48306	8.79650	7.76813	1061.64850	70.47703	8.44581	6.71824	0.00000	41.02352	59.80917	30.38167
14.42276	6.31305	9.37482	0.16307	10.42002	4.50355	31.59927	8.52958	8.81681	9.82522	1093.13372	36.19194	9.59630	8.89550	1.00000	64.77818	45.53069	9.40531
16.11234	8.74065		0.04567	7.21633	7.36243	57.68850	3.90167	8.42227	8.53401	1118.71422	78.28733	6.54235	7.34729	0.00000	61.36448	43.96222	43.63417
-17.71044	9.69992	8.07132	0.48426	10.51404	3.86743	60.89726	9.80706	7.49184	7.15702	1058.98302	44.73759	9.29548	3.50235	0.00000	41.85209	48.8449	17.22635
16.04749	8.34456	7.93770	0.12444	6.78025	7.92835	49.50194	7.99288	7.59973	8.41971	1187.57932	45.60993	8.93351	7.55962	0.00000	73.54816	13.44581	101.18445
12.75707	8.67944	7.62347	0.10968	7.80969	6.41511	48.03811	7.30244	9.61674	6.48121	1141.28391	55.32814	7.90047	7.85322	1.00000	51.54020	56.11281	69.49015
11.26288	7.16480	7.98117	0.15968	7.35099	7.15010	59.42371	8.35824	7.89095	8.75042	1156.02008	41.47675	7.87028	7.89643	1.00000	43.94900	47.64995	-117.23991
16.38846	8.70796	7.06286	0.28754	7.30048	5.82441	46.05124	9.28841	7.99064	7.86138	1054.86742	72.13331	9.09871	8.02230	1.00000	75.65644	50.64336	7.2278
4.07984	6.86163	8.09168	0.51535	5.51012	6.36564	54.29169	9.91614	7.21766	7.78587	1102.23977	43.73842	7.27547	10.27841	1.00000	48.66926	36.24624	139.07204
14.83842	7.35916	9.07502	3.44135	9.09560	5.71669	57.99251	11.90035	8.02309	7.97620	1139.93080	52.09853	7.60670	10.16593	1.00000	51.13886	46.65581	32.6178
1.73531	5.37137	6.02151	0.10364	9.31397	9.08664	53.45353	7.77181	8.79106	11.52757	1165.63247	16.16201	8.89222	11.31226	1.00000	60.95762	42.93369	-72.27814
2.27822	7.29804	6.72360	0.35095	6.96877	8.02839	23.95110	9.41335	8.36418	10.48524	1162.11381	40.20207	9.78395	8.88528	1.00000	33.54930	-1.26753	116.82887
1.93502	7.43111	6.88817	0.09460	9.26112	9.60150	64.80184	7.63330	8.69313	8.81405	1137.38197	58.61359	6.71678	8.24087	1.00000	45.45392	31.78336	35.23388
12.39921	6.26044	8.25028	0.09949	7.68485	9.04173	63.75444	7.48485	7.98514	7.10923	1133.07893	63.07481	7.62631	10.32537	1.00000	45.69193	-0.35817	42.54536
4.62723	6.26964	7.77469	0.37197	8.60914	9.47514	61.50562	9.45440	6.69518	9.75802	1067.98547	61.90442	9.87526	11.84704	0.00000	26.61469	40.78206	72.34424
2.84136	9.20260	8.33059	0.08132	9.81039	7.20198	54.20154	6.96378	6.32723	6.31123	1096.85918	59.88339	8.76437	7.60653	0.00000	54.58513	53.78333	-1.06667
10.55432	3.78400	9.62854	0.33045	6.03191	5.94218	44.98386	9.27366	5.82659	9.41826	1157.15262	51.12512	9.12418	9.28807	1.00000	57.18313	-34.64167	-60.47389
20.92017	9.82218	6.50630	0.07767	9.56130	6.98540	52.79924	6.48514	8.69306	6.45815	1058.27313	62.20265	8.20339	6.65950	0.00000	72.73696	38.96667	-0.18333
29.62118	6.46894	7.43156	0.10823	7.95414	9.72499	32.36109	7.52905	7.68590	8.16745	1093.45072	60.44547	10.97182	6.23701	0.00000	32.24108	34.15429	3.50309
-1.71484	5.60278	7.07916	0.30470	10.15279	5.94688	58.49403	9.32358	7.66686	10.51612	1152.75101	51.27465	6.96597	7.41542	0.00000	43.86090	41.50343	-74.01042
19.25092	6.05587	8.38051	3.86683	10.67124	6.19963	56.13117	12.01604	6.99690	7.33920	1146.29768	41.89009	8.48696	10.02368	1.00000	44.67771	35.88264	-80.08199
31.28767	7.77553	9.23446	0.07474	9.09107	5.46080	58.14871	6.30226	9.14382	7.67692	1151.43926	53.16048	8.01658	4.78330	0.00000		25.92493	73.66633
9.92821	8.50300	7.89686	0.10681	7.76277	10.91791	60.78882	7.69534	8.02103	8.91416	1088.54503	63.72042	8.08456	9.37123	1.00000	25.32765	-11.94306	-76.70944
18.00744	4.41594	9.06629	0.19932	5.83527	5.66925	42.07880	8.77147	7.80614	7.06212	1089.99834	39.43349	7.78654	8.03903	1.00000	38.78097	-17.83333	48.41667
26.27845	7.13612	8.06675	0.14496	8.64932	7.98417	40.22974	8.30350	7.36608	8.46819	1102.12141	49.89555	9.30861	8.23065	1.00000	48.17805	3.11988	35.59642
18.50484	7.27099	8.23946	0.25958	8.99605	6.68678	49.33977	9.07720	10.16487	8.87362	1095.96888	45.18493	6.65033	9.35280	1.00000	44.39804	51.42708	-0.91979
-2.84546	6.25478	7.04300	0.12335	8.30517	8.30439	43.62679	7.86492	7.36015	7.39952	1139.04958	95.79783	8.49294	11.62544	1.00000	46.97026	43.1009	-75.23266
38.10615	9.90378	7.31790	0.07239	10.20075	7.06794	70.00552	5.23768	7.49452	6.94300	1167.36604	56.86327	8.58070	8.57370	0.00000	48.69161	53.30972	83.62389
30.87552	8.93354	8.67719	0.07828	9.40212	6.29926	52.77349	6.98394	8.72085	7.64578	1113.61856	26.84479	7.52990	6.09145	0.00000	48.76737	-12.91667	-39.25
4.04759	5.93340	7.26359	0.07241	6.17492	8.12120	34.72146	6.64145	7.60804	10.33540	1051.00534	59.28509	7.75968	8.00877	0.00000	26.44159	40.68066	-73.47429
6.00800	6.08599	8.28819	0.14236	11.29021	4.06948	28.66762	8.22186	9.94588	8.88635	1101.55012	41.64447	8.15984	8.22023	1.00000	76.66716	13.65805	102.56365
22.77417	10.57022	9.09810	0.38107	10.93316	6.00420	65.06172	9.55301	8.49122	5.38407	1070.75121	69.08067	9.99691	5.93851	0.00000	35.05863	12.35275	121.06761
15.77467	7.58509	7.37375	2.16967	9.47268	9.42201	56.57592	11.42037	8.69746	6.11629	1093.13161	27.14373	7.63475	9.91233	1.00000	72.99370	3.27833	32.88667
4.75966	10.98529	9.70790	0.04289	10.33541	9.75393	27.87948	5.97895	8.76214	5.39085	1051.07290	59.47088	9.84060	9.99903	0.00000	57.90983	15.72892	120.57224
11.65114	4.88407	9.55201	0.07747	9.48863	4.84874	37.39952	7.14526	6.17893	12.85936	1198.55461	45.29989	7.75444	10.45664	1.00000	39.18048	31.20176	29.91582
5.18722	7.38789	9.19482	0.13013	6.13042	8.10939	29.60342	7.97491	8.03281	8.66294	1097.16649	58.75328	6.24636	8.11491	0.00000	41.55545	35.6803	51.0193
4.07271	7.25308	7.55073	0.13533	7.46111	9.40190	38.03596	8.16042	8.37982	8.35219	1191.02402	38.09781	6.55250	10.92089	1.00000	62.24511	19.30157	72.85107
28.46741	6.26573	8.46270	0.11065	9.14889	7.91385	52.08916	7.86916	8.05528	8.13875	1181.47570	70.14509	8.89748	9.52193	1.00000	66.09438	19.64745	-102.04897
20.90399	4.97731	6.37368	0.22585	6.35689	6.00570	63.92256	8.77809	8.55657	7.11797	1072.97575	41.45002	7.25339	10.15769	1.00000	27.93845	49.68369	8.61839
14.47077	6.56484	7.48593	0.20544	7.42495	7.18591	36.61263	8.70570	8.58011	8.59011	1109.57486	47.31348	6.92349	9.24428	1.00000	41.24153	-8.76194	-63.90389
20.90535	8.00896	8.45293	1.06385	5.91985	5.95630	55.17309	10.69852	8.28278	10.33821	1083.89608	55.94997	7.30336	10.38704	1.00000	38.94043	29.22254	79.5286
25.94234	7.11377	8.42053	0.08726	8.97613	5.92792	37.19645	7.43479	9.80637	10.46434	1143.70113	65.22944	8.01418	8.14740	1.00000	47.44236	35.30889	139.55028
9.05152	7.48982	8.85640	0.20613	8.29157	8.54557	27.11283	8.75397	6.83004	10.63056	1053.50238	53.14885	8.11671	10.10366	1.00000	58.40621	51.21187	4.25633
8.67538	7.73978	7.50532	0.65806	8.18163	9.71698	35.93184	10.16463	8.46855	8.47898	1127.10070	63.59529	8.31540	11.32157	1.00000	50.94152	35.72917	10.58082
7.12040	7.56208	6.05383	0.94645	8.16688	5.76655	48.32550	10.57786	8.33817	8.34804	1051.39402	53.95696	8.32446	9.93236	1.00000	60.29761	53.69786	-2.68758
-1.41572	9.81503	8.24879	0.07722	8.85337	8.24326	58.90487	6.93587	9.46323	6.31120	1068.79138	59.25952	9.11619	7.96180	0.00000	63.61537	51.168	7.973
7.32540	8.06475	8.39694	0.08062	7.72005	8.83905	47.39539	6.68457		10.71510	1109.03961	55.52515	6.30536	6.02400	0.00000	37.41643	33.43443	-5.22126
22.36545	7.45114	8.97423	1.53378	4.42111	3.25302	50.85748	11.07181	7.98492	9.66556	1165.91098	38.51006	7.55279	8.11954	1.00000	50.01786	36.81667	117.81667
21.23786	4.81318	9.11141	0.52723	9.18906	7.64466	68.81026	9.92364	8.57468	10.69582	1085.89179	44.64646	8.57828	11.07336	1.00000	64.75165	48.73218	11.18709
13.14415	5.57514	8.22536	0.42120	8.97521	6.73294	48.57690	9.67394	8.53733	11.28197	1050.73868	31.19127	8.63867	9.02694	1.00000	54.18522	45.16024	-93.08883
-0.78762	6.35752	7.92448	0.11109	9.60858	7.78790	47.68430	7.97218	9.04287	10.24944	1104.10078	53.76460	8.02209	9.58037	1.00000	47.03509	35.72917	10.58082
15.52980	5.80407	9.33242	0.06327	11.51330	6.23826	37.78829	5.95829	8.37447	11.89556	1128.99976	55.83381	6.96867	9.59394	1.00000	44.63964	39.12074	27.18052
0.59514	6.52053	8.03355	0.94078	5.77494	5.36030	49.06337	10.56529	9.38967	10.21022	1144.92436	52.41349	8.87681	9.29777	1.00000	48.13569	12.97389	123.99333
6.46266	5.10990	6.67679	0.16219	7.90783	8.37763	53.16907	8.25729	9.57389	8.42532	1136.04702	73.56752	8.46352	10.78510	1.00000	37.11582	42.06166	-1.60452
26.20897	7.30068	7.82668	0.07844	8.82854	6.91755	48.13828	7.23897	6.89504	10.31040	1073.54179	48.31584	9.73795	7.14742	1.00000	39.30279	4.73245	-74.26419
9.43138	11.32372	7.52940	0.07296	8.60282	6.80055	49.31104	6.19264	7.85071	7.12561	1117.16620	56.12190	8.04897	6.96009	0.00000	54.00610	34.25	135.31667
6.17304	10.74412	6.92241	0.06343	4.25180	8.88308	27.06821	6.61646	7.94243	8.27265	1075.67309	28.66999	9.35624	7.26752	0.00000	51.69106	-17.73648	168.31366
16.88583	9.90562	9.09817	0.05341	8.98323	8.13024	62.61335	4.95681	8.94746	7.37737	1171.87436	39.01965	6.82879	9.07142	0.00000	34.42896	-15.675	-38.94722
28.47405	9.71773	8.86906	0.15033	10.94272	5.60952	23.66813	8.27029	8.33571	6.05560	1138.82032	27.89814	7.39083	5.25916	0.00000	38.40323	51.168	7.973
12.78946	4.09382	8.35971	0.24646	6.99917	8.07164	59.21070	8.91380	9.32382	9.19450	1192.49455	15.79765	10.02020	10.95962	1.00000	51.26131	59.80917	30.38167
7.41219	4.35633	9.24674	0.48542	5.56782	3.64020	52.22600	9.80583	6.39699	6.78525	1199.17922	35.92278	8.06677	8.74247	1.00000	52.15354	34.14251	-118.25508
21.95432	7.79999	9.02573	0.17428	7.71370	8.73623	40.50919	8.57050	8.68362	9.26360	1090.33160	43.25236	8.08982	9.77911	1.00000	62.97730	10.63504	-85.43772
-0.79737	7.34148	6.44887	0.14450	8.91941	8.12509	64.79594	8.22483	7.49652	9.22968	1090.06513	55.67200	7.74372	10.91565	1.00000	29.56178	48.73218	11.18709
9.36717	6.86565	7.25000	0.29785	9.93927	5.32867	24.52968	9.32797		9.00605	1089.38145	33.23769	8.00929	7.72240	1.00000	47.15211	50.20528	19.27498
-0.55718	5.33797	8.00826	0.10087	4.98814	8.53361	82.25564	7.26526	8.36801	11.08721	1108.82567	47.54468	8.12617	8.72019	0.00000	60.66077	15.72892	120.57224
13.24783	5.58445	9.43523	0.71962	6.88394	4.24953	36.22599	10.25547	8.22346	10.52591	1130.09479	71.46113	8.80303	8.99951	1.00000	50.05896	41.27194	123.17306
5.20734	6.98701	8.58201	0.08222	7.62858	9.73278	46.57038	6.81322	9.33588	8.56807	1092.96435	36.67213	6.69811	6.04719	0.00000	72.97166	13.44581	101.18445
20.45512	8.59964	8.36055	0.23620	8.39572	6.64675	59.60533	8.94246	7.85210	9.21440	1084.90072	48.77355	7.33045	8.52985	1.00000	40.99255	33.92866	-6.90656
15.03916	9.06452	8.06312	0.18416	10.13382	6.23294	52.07147	8.68968	7.92154	5.55756	1064.85188	46.21596	7.86769	5.68123	0.00000	100.00000	-17.83333	48.41667
10.70012	8.48491	8.25224	0.69984	10.09452	7.73989	61.87895	10.24170	6.84221	8.00789	1098.21046	49.58499	9.80641	9.91329	1.00000	56.17181	45.4473	-73.75335
19.21747	11.14913	7.77064	0.06428	12.53004	8.63971	64.17562	6.05254	7.30757	4.94825	1176.96125	61.49320	8.35379	8.69572	0.00000	46.74947	30.16688	-96.39774
8.43078	10.46568	8.10120	0.20771	9.80303	7.18602	39.25953	8.75683	6.78481	6.43954	1188.50576	39.87496	8.89260	6.64550	0.00000	44.14473	36.27462	4.85668
23.57614	6.45688	8.31150	0.12977	11.71608	7.04320	80.28852	8.16971	9.09213	10.20323	1080.49638	49.29051	6.76528	8.96733	1.00000	41.91582	7.06273	-1.4001
14.08156	6.56514	8.45609	0.73686	11.50071	5.61489	52.95907	10.31454	9.11161	6.64663	1078.17187	44.42778	7.56305	7.61978	1.00000	58.14396	42.67164	14.01481
30.20763	5.88823	7.80931	0.17392	9.42593	6.99999	39.72600	8.45085	7.76549	10.00436	1082.65545	37.46142	7.58598	10.07174	1.00000	65.48380	41.50343	-74.01042
1.93771	7.16792	8.63517	0.06154	6.63267	6.23611	53.40128	5.12427	8.62521	9.78422	1142.48938	81.90784	6.71551	7.08375	0.00000	55.29199	50.80904	8.77069
12.79564	6.64576	7.83737	0.07159	9.07971	7.08819	57.03976	5.96638	7.86360	12.02185	1061.91611	56.85969	8.62096	8.67555	1.00000	65.97769	36.82167	128.63083
11.03511	5.60206	7.78184	0.22007	7.75939	6.71134	67.61656	8.91934	9.03337	8.98576	1132.78249	49.31397	6.70644	11.01947	1.00000	52.16728	15.72892	120.57224
28.94664	6.73671	7.65082	0.09049	5.93650	8.89457	31.51812	7.23460	7.15380	11.10522	1119.19406	50.84699	6.47903	7.50219	0.00000	63.35435	50.20528	19.27498
10.84249	9.06536	6.21119	0.40216	10.65636	5.28206	41.39107	9.62237	6.91107	6.58273	1139.81887	27.76086	7.85770	5.43985	0.00000	36.63962	61.72744	17.10558
14.15012	9.42617	7.09392	0.06686	10.08492	8.72525	49.86658	5.17114	7.44908	6.14693	1116.37028	53.46429	9.55673	9.68100	0.00000	72.55384	12.35275	121.06761
20.87063	8.39238	6.18048	0.28326	9.61631	8.22980	55.70040	9.07745	8.04711	7.70302	1165.77946	66.17962	7.81735	7.38279	1.00000	48.00402	41.77583	140.73667
10.37261	10.04482	8.03488	0.07261	5.05295	6.81014	39.64621	6.76625	8.37854	8.40669	1071.65150	23.78993	8.69610	8.45874	0.00000	40.29830	40.65995	-111.99633
23.94096	4.42904	7.38504	0.10691	9.38736	6.70731	56.73788	7.47172	7.98841	10.97543	1134.96350	58.40448	8.03637	8.51531	1.00000	33.42831	37.49073	-2.77259
9.82858	5.69727	8.06696	1.73130	6.33449	5.23893	22.22558	11.18384	9.42695	12.55336	1092.04480	54.36161	6.56688	9.24878	1.00000	47.36655	59.80917	30.38167
30.41962	6.25687	9.11032	0.81022	10.23194	5.69038	39.42601	10.40097	9.16170	8.52882	1164.06420	55.03037	7.93379	7.21450	1.00000	60.33185	31.64615	120.74221
24.25204	9.00460	9.96228	0.15381	9.66595	7.44183	38.17857	8.13928	9.77912	6.37785	1101.93741	51.92308	7.04760	6.62054	0.00000	45.15855	15.58552	102.42587
7.56001	11.37895	10.70264	0.06485	4.31233	6.92272	51.07889	6.90832	7.41949	8.32243	1147.74725	21.99276	9.54033	8.41970	0.00000	27.06032	33.92866	-6.90656
5.77258	5.69696	8.21957	0.07078	11.35348	6.55153	45.45393	5.22134	9.00839	11.93888	1165.33539	57.11487	6.45421	7.64565	1.00000	42.39365	27.55898	68.21204
16.62333	4.80846	8.97500	0.18920	9.14847	4.15721	45.49569	8.66530	6.68068	12.86547	1064.11515	51.10408	7.30841	7.03728	1.00000	56.44815	48.35693	10.98461
3.32872	7.68816	7.78268	0.16844	7.82607	9.17151	52.35080	8.63050	7.86114	9.90679	1051.45412	56.45960	9.22693	10.10944	1.00000	65.40545	27.92333	118.53333
7.54450	6.70094	6.93635	4.64467	7.83489	7.70591	47.02262	12.20219	9.72972	8.18407	1072.02050	37.61667	7.25872	13.49133	1.00000	49.27419	-19.72806	-50.19556
3.11297	10.16353	8.43186	0.06189	9.07615	6.24756	88.68095	4.77794	7.16852	7.39592	1197.05508	41.56532	8.72814	5.67380	0.00000	52.73388	23.29549	113.82465
7.47948	6.03389	7.41794	0.12026	9.49653	9.79999	51.88811	7.84385	7.83689	10.10064	1069.04301	38.94982	9.10425	11.60110	1.00000	31.95278	-17.83333	48.41667
18.24255	8.61006	7.72934	0.30703	6.35614	6.82911	56.66220	9.35468	8.07781	10.71336	1066.22673	47.90548	8.20823	8.72372	1.00000	45.49499	-10.90889	-37.03861
14.27506	5.07315	5.97907	0.09045	7.95285	6.43786	54.16633	7.50436	7.71633	12.66565	1181.63893	35.90272	7.98017	11.10856	1.00000	25.15669	42.7	27.25
28.45398	7.27219	6.35927	0.22373	6.73937	7.86438	39.31972	8.83561	8.35708	8.38498	1193.42161	34.43036	8.08465	8.17727	0.00000	53.52134	41.15612	1.10687
15.41334	5.67930	9.03680	0.13261	9.87091	5.97569	52.84375	8.16383	7.26090	11.09435	1191.18250	29.66796	9.91355	9.73246	1.00000	50.13004	50.64336	7.2278
-4.33197	7.15190	7.12570	1.42325	5.43765	4.16692	44.90721	10.98093	7.32870	8.80381	1162.89452	39.55156	8.47816	9.95239	1.00000	57.01919	21.46527	83.97573
27.93337	8.16700	8.25610	1.29432	8.00497	6.84121	58.77740	10.88213	9.20625	8.31626	1171.92505	66.08023	8.74872	7.72138	1.00000	46.05112	35.88264	-80.08199
15.41514	6.33085	7.63463	0.15219	7.19315	8.37241	31.75104	8.22570	9.33899	8.16572	1077.08627	49.04756	9.18383	9.56242	1.00000	39.22689	15.73628	75.96976
15.61177	9.16178	6.25067	1.35800	7.89463	8.29729	67.67338	10.94408	7.08260	7.32335	1162.36342	65.84819	5.63204	9.47864	1.00000	63.36495	27.85	112.9
19.73960	6.62355	7.46666	0.19853	11.90254	4.89949	59.62601	8.83713	8.10089	9.87667	1120.86335	50.66588	8.38065	7.04122	1.00000	59.61064	45.39402	9.29109
11.01662	5.45916	9.85948	0.30888	7.99202	7.38397	61.13823	9.22205	8.90141	11.64857	1183.07574	60.07020	9.23305	11.71397	1.00000	32.94296	42.93369	-72.27814
2.41281	7.17928	7.98173	0.35966	7.84375	6.62524	63.93701	9.47746	6.39906	10.58581	1189.22260	28.01734	9.05964	9.14897	1.00000	59.70826	50.71229	4.52529
11.43406	7.51838	8.76339	0.22487	10.85555	7.43869	60.81122	8.93421	5.31814	8.30172	1103.59128	57.88967	7.23577	10.80536	1.00000	56.13479	24.81757	84.63445
-1.15311	5.16118	8.05456	0.34651	6.61918	7.19594	22.49249	9.47494	8.13928	10.54022	1122.88297	59.62757	6.46299	10.32802	1.00000	52.81113	33.35283	-111.78903
17.88774	8.42848	9.07455	0.72183	8.46461	7.21683	56.26615	10.25536	8.06405	7.14693	1082.13983	29.45295	6.69554	10.07427	1.00000	55.77753	-22.57306	-47.1725
-0.25095	6.39798	7.26990	0.12092	9.98929	8.21655	38.32028	7.57259	7.57286	9.34942	1101.84839	44.99053	8.03712	12.33208	1.00000	53.62315	41.9001	-71.08977
-5.90283	5.87684	7.83549	2.86966	9.13607	6.10248	54.95562	11.71554	8.03355	9.68796	1132.56738	52.58790	8.10934	10.96861	1.00000	31.14836	40.2737	-76.88442
18.29203	7.47245	8.61568	0.20550	9.61139	4.24433	51.44186	8.87616	8.12468	8.14958	1190.40762	54.83748	6.55841	5.74093	1.00000	50.90456	34.5624	38.28402
