longitude	code	latitude	revision	station	QoS
-88.27205	US	44.27804	2012-09-29	Kaukauna	maintenance
68.88871	PK	25.95533	02 Jan 2013	Jhol	building
116.10146	MY	5.90702	19 Jul 2020	Donggongon	average
-58.70072	AR	-34.74785	01/19/2019, 00:00:00	Pontevedra	good
38.28402	SY	34.5624	04 Feb 2016	Tadmur	accep
-122.24064	US	47.80527	29 Oct 2019	Bothell West	accep
74.83554	IN	14.62072	09 Aug 2015	Sirsi	excellent
-71.23106	CL	-32.45242	2018/10/16	La Ligua	excellent
8.2926	NG	9.58126	30 Aug 2013	Kafanchan	average
120.97844	PH	14.8361	2013/04/02	Guyong	good
68.49143	PK	25.80565	2020-07-19	Bhit Shah	good
30.79165	ZA	-27.76952	10/13/2021, 00:00:00	Vryheid	excellent
0.93333	GB	52.68333	09/28/2017, 00:00:00	East Dereham	accep
120.03308	CN	28.88162	2021/03/04	Guli	average
-3.05	GB	53.81667	09/22/2020, 00:00:00	Blackpool	average
72.54566	PK	29.69221	2021/08/13	Hasilpur	accep
77.5609	IN	11.00599	10/11/2016, 00:00:00	Kangayam	maintenance
-116.97725	US	33.92946	2013/02/20	Beaumont	average
84.13864	IN	22.88783	04/26/2019, 00:00:00	Jashpurnagar	accep
35.96944	RU	56.03361	29 May 2022	Volokolamsk	accep
-84.67837	US	34.06635	16 Jan 2014	Acworth	good
-97.90308	US	31.12406	2015/02/16	Copperas Cove	accep
5.16108	FR	48.77275	2018/07/07	Bar-le-Duc	average
38.2739	RU	46.7055	11 Nov 2014	Yeysk	accep
-61.4867	AR	-31.25033	2015-04-25	Rafaela	accep
72.68533	IN	22.75218	08/26/2018, 00:00:00	Kheda	average
9.20427	DE	48.49144	10/23/2015, 00:00:00	Reutlingen	accep
137.02166	JP	35.48199	01 Apr 2018	Minokamo	average
-81.23621	US	33.98154	2013-01-03	Lexington	acceptable
91.84128	BD	22.83957	2020/11/05	Manikchari	excellent
14.43865	IT	40.87329	06/04/2016, 00:00:00	Somma Vesuviana	accep
17.22635	SK	48.8449	2013/12/08	Skalica	excellent
-78.19444	US	38.91817	08/28/2017, 00:00:00	Front Royal	average
114.10479	HK	22.37066	02 Sep 2014	Tsuen Wan	excellent
-8.2503	PT	37.08819	11/07/2017, 00:00:00	Albufeira	good
-118.25508	US	34.14251	02/01/2022, 00:00:00	Glendale	maintenance
137.4	JP	34.81667	11/26/2017, 00:00:00	Toyokawa	good
122.05228	CN	37.19723	10 Nov 2020	Tianfu	average
14.43865	IT	40.87329	2020/03/28	Somma Vesuviana	excellent
42.54536	SO	-0.35817	2022/09/17	Kismayo	excellent
-35.71667	BR	-8.66667	2018/08/25	Catende	acceptable
27.06365	UA	50.18545	2013-05-30	Shepetivka	average
65.50917	KZ	44.85278	01/08/2016, 00:00:00	Kyzylorda	good
69.01354	TJ	38.55632	2020/09/29	Vahdat	maintenance
-98.11889	MX	19.04222	11 Dec 2017	Casa Blanca	building
-78.04471	US	34.25628	21 Aug 2017	Leland	average
-122.86705	US	45.49428	2021/12/29	Aloha	average
123.89071	PH	10.31672	22 Sep 2020	Cebu City	accep
145.18333	AU	-37.9	08/13/2014, 00:00:00	Wheelers Hill	average
57.3552	RU	51.4781	13 May 2021	Kuvandyk	maintenance
-0.76667	GB	53.38333	2013/03/29	Gainsborough	average
4.08282	DZ	36.61954	11/28/2015, 00:00:00	Beni Douala	building
-1.98956	GH	5.30383	2018/12/19	Tarkwa	average
86.79271	IN	25.92127	2018/02/05	Madhipura	excellent
122.22833	CN	40.66482	2019/12/11	Yingkou	average
-79.62098	PA	9.15093	12/19/2017, 00:00:00	Chilibre	accep
-53.13722	BR	-22.92306	2020-10-18	Loanda	excellent
75.16878	IN	30.81383	2014/05/10	Moga	average
-75.87877	CO	5.6561	04/30/2015, 00:00:00	Andes	building
111.4834	RU	65.93381	10/02/2018, 00:00:00	Aykhal	excellent
85.37752	IN	22.10194	24 Jan 2016	Barbil	good
6.10237	CH	46.18396	17 Dec 2016	Onex	maintenance
-76.51552	US	39.32011	2021-10-18	Rosedale	excellent
-72.47417	CO	7.83389	2014/03/14	Villa del Rosario	accep
38.01667	ET	11.85	2016/03/27	Debre Tabor	good
43.91385	RU	54.03876	17 Apr 2016	Kovylkino	accep
4.47124	NL	51.95838	06 Jan 2021	Schiebroek	good
74.4818	IN	30.21121	2013/06/22	Malaut	accep
-3.52751	GB	50.7236	2013/06/14	Exeter	excellent
120.14278	CN	32.50611	2015/06/02	Jiangyan	good
75.06583	PK	32.17629	2018-05-06	Fazilpur	good
41.00817	TR	38.13708	05/08/2019, 00:00:00	Silvan	accep
-62.64102	VE	8.35122	2019-11-19	Ciudad Guayana	excellent
-1.5443	GB	50.75767	09/20/2015, 00:00:00	Lymington	good
43.2379	RU	50.06	2017/03/29	Mikhaylovka	good
-73.25383	PE	-3.74912	2022/09/05	Iquitos	good
-72.09391	HT	18.65297	2016-02-03	Thomazeau	maintenance
-156.47432	US	20.88953	2019-02-04	Kahului	average
30.4347	RW	-1.9487	29 Mar 2014	Rwamagana	excellent
43.63417	RU	43.96222	24 Aug 2018	Novopavlovsk	average
-5.55835	ES	42.64685	2015/02/22	Villaquilambre	excellent
73.85535	IN	18.51957	2014-01-07	Pune	excellent
-1.99421	GB	51.35084	05/07/2022, 00:00:00	Devizes	maintenance
13.28702	DE	52.4581	2013/01/20	Dahlem	accep
78.27539	IN	12.95629	12/21/2021, 00:00:00	Robertsonpet	average
-117.29198	US	33.03699	05/02/2019, 00:00:00	Encinitas	maintenance
68.75915	PK	27.52948	2016-11-12	Khairpur Mir’s	accep
-117.71978	US	34.09668	02 Mar 2019	Claremont	good
-94.41551	US	39.09112	06/20/2014, 00:00:00	Independence	maintenance
71.30633	IN	21.34222	2021/08/10	Kundla	excellent
9.02596	DE	48.21644	2012/10/17	Albstadt	good
105.89333	CN	34.56861	2013/11/03	Beidao	good
5.03586	FR	43.83125	03/26/2022, 00:00:00	Cavaillon	accep
-1.29772	GB	50.76306	2020/09/25	Cowes	accep
5.58472	NL	52.14	06/19/2017, 00:00:00	Barneveld	building
-102.36764	US	31.84568	2016/08/14	Odessa	accep
38.16694	RU	54.84444	2017-01-03	Kashira	good
141.95	JP	39.46667	2018-03-26	Yamada	good
124.95278	PH	6.33444	2014-05-27	Tupi	excellent
117.33333	CN	34.85	05/27/2015, 00:00:00	Taozhuang	average
73.85535	IN	18.51957	21 Feb 2016	Pune	good
32.88667	UG	3.27833	2014-12-10	Kitgum	accep
-81.38758	US	30.17746	30 Aug 2014	Palm Valley	good
-117.70755	US	33.52253	2014-05-09	Laguna Niguel	accep
35.59642	KE	3.11988	2020-04-19	Lodwar	building
16.43915	HR	43.50891	10/07/2018, 00:00:00	Split	good
123.89071	PH	10.31672	2019/08/13	Cebu City	excellent
114.33333	ID	-8.43333	2015/12/26	Muncar	accep
77.9129	IN	25.6439	26 Apr 2018	Narwar	accep
-74.73584	CO	5.20856	2018/08/13	Honda	excellent
36.73307	RU	55.38752	08 Oct 2014	Naro-Fominsk	good
-121.75689	US	36.91023	07 Jun 2021	Watsonville	good
126.835	KR	37.65639	09 Jan 2015	Goyang-si	maintenance
2.29026	FR	48.77644	06 Jan 2013	Sceaux	excellent
-83.55521	US	41.66394	16 Feb 2017	Toledo	good
8.86704	DE	50.23805	22 May 2022	Nidderau	accep
-119.27337	CA	50.26729	05/31/2014, 00:00:00	Vernon	maintenance
77.5609	IN	11.00599	03/24/2015, 00:00:00	Kangayam	accep
49.62251	SA	27.0174	09/16/2016, 00:00:00	Al Jubayl	average
7.973	DE	51.168	11/25/2020, 00:00:00	Finnentrop	accep
88.28637	IN	23.07492	2021/05/09	Pandua	average
31.4976	EG	26.67319	12/12/2019, 00:00:00	Juhaynah	building
34.3869	SD	11.8659	2016-07-29	Ar Ruseris	excellent
38.12408	RU	53.77166	05 May 2017	Bogoroditsk	good
2.2469	FR	48.90472	2020/05/09	La Garenne-Colombes	good
4.18333	NG	7.6	2019/11/11	Olupona	average
104.1451	TH	15.79408	2020/09/29	Yasothon	average
118.53333	CN	27.92333	05/08/2016, 00:00:00	Pucheng	accep
48.26258	IR	33.86419	03/09/2015, 00:00:00	Aleshtar	good
112.19028	CN	30.35028	02/05/2017, 00:00:00	Jingzhou	accep
73.7553	IN	15.5439	2015-02-02	Calangute	excellent
-103.42897	MX	20.28527	2018-11-05	Jocotepec	excellent
-0.29825	GB	51.39148	2015/06/29	Surbiton	average
4.07601	BE	50.88506	22 Feb 2016	Denderleeuw	accep
-72.86843	US	41.27621	06/15/2017, 00:00:00	East Haven	excellent
-38.79084	BR	-10.95817	10/18/2014, 00:00:00	Tucano	good
11.18709	DE	48.73218	2022/09/11	Neuburg an der Donau	building
4.69889	BE	50.56149	2012-11-10	Gembloux	good
107.60389	ID	-7.01833	02/13/2019, 00:00:00	Pameungpeuk	building
-1.08593	GB	50.79205	08/02/2020, 00:00:00	Southsea	maintenance
76.0586	IN	16.06213	2015/01/24	Hungund	excellent
-7.32097	PT	41.1053	2018-12-26	Custoias	average
-81.56929	US	41.55838	04 Sep 2018	Collinwood	good
112.01667	ID	-7.81667	2015/04/20	Kediri	accep
