PRES	latitude	longitude	PAHs	warning	TEMP	C2H3NO5	CH4	PM10	Pb	CO	PM2.5	O3	NH3	SO2	NOx	H2CO	CFCs
1139.20953	7.83389	-72.47417	10.28097	1.00000	11.44697	3.84365	6.06455	6.94096	40.85091	5.16476	9.53024	8.01474	6.12205	3.47862	5.30842	54.78100	64.33930
1116.13739	11.8659	34.3869	9.07494	0.00000	4.86732	2.00824	5.48747	4.56906	48.70365	3.82675	4.50302	5.63492	7.69790	8.81625	7.90404	64.91653	36.50627
1126.04146	10.20898	123.758	4.91722	0.00000	-3.97616	2.68759	7.17760	6.47207	35.46686	7.63766	9.62823	4.43752	6.57710	6.63426	7.07448	74.40475	84.37927
1093.04951	53.63333	9.85	9.20168	1.00000	19.18561	2.55693	6.65783	6.01175	60.92008	6.44123	8.05762	8.30920	6.37181	4.65985	6.45102	47.89471	67.24796
1113.46292	17.54907	82.85749	4.90218	1.00000	27.91159	1.72881	8.67259	2.75796	51.48198	4.69696	7.31334	6.88126	5.76796	8.66327	4.60410	54.41228	68.89303
1198.58210	41.94175	123.50266	4.60373	0.00000	12.81608	2.24154	8.00639	4.58406	64.59093	6.74692	7.34311	6.25375	5.02790	8.70653	6.14506	50.88106	69.58327
1131.97777	41.24255	-82.61573	3.41924	1.00000	22.04341	1.78246	7.58566	4.98297	45.96798	6.61707	6.61966	7.12448	6.07976	7.46769	6.28659	55.33030	39.77872
1117.92914	55.54028	89.20083	7.66522	1.00000	34.36405	1.98727	7.52690	5.03078	65.85671	8.50484	9.44815	5.82439	7.13430	5.57859	6.09193	82.03527	47.80973
1124.13638	36.06386	4.62744	7.62356	1.00000	27.08387	2.57251	7.92524	5.01794	56.28402	8.52110	6.25608	6.79219	7.26489	5.41327	7.87668	53.66030	59.23918
1131.01240	22.98212	-80.58556	7.00538	1.00000	17.03164	2.82922	10.68626	5.90914	34.28794	6.54906	6.34661	7.56482	5.37913	2.58317	6.57967	70.19677	61.44195
1170.29202	-10.95817	-38.79084	1.68342	1.00000	33.28594	2.35250	6.93435	1.70572	42.74508	4.47469	5.76278	7.48277	6.91840	11.98914	6.74941	69.68699	47.38023
1104.56464	34.75856	136.13108	10.09131	0.00000	37.88572	3.84024	3.31673	7.27341	37.17839	6.48510	5.33749	6.40553	7.06416	8.57595	4.89146	45.43522	37.06995
1058.03445	-25.42944	-50.00639	10.13174	1.00000	12.51475	2.90662	5.61950	5.65606	41.48717	6.71171	9.12825	6.20889	7.54860	5.37888	7.40935	42.69283	44.78130
1084.92436	52.09	5.23333	3.82882	0.00000	2.24715	1.51410	7.82004	5.37617	16.28010	6.46313	6.94994	5.99060	6.35739	6.29151	7.28959	73.73662	46.89564
1199.92532	30.24706	115.04814	5.03227	0.00000	22.17144	2.18126	4.41741	6.48149	50.05751	9.00417	4.78027	7.37269	9.15714	5.95446	7.06202	52.71630	52.33881
1106.44712	-21.42917	-45.94722	5.31679	1.00000	24.18489	1.87420	10.21963	2.90976	35.10775	10.02994	8.19913	6.67310	5.09100	7.69636	5.80641	58.32047	50.74482
1135.98685	40.64621	-73.97069	3.67929	1.00000	18.58088	3.09119	7.11151	5.09098	40.46330	5.09078	8.62329	7.25251	6.44242	11.03070	6.21001	31.31301	59.12637
1148.10691	51.95838	4.47124	7.66652	1.00000	13.80881	2.67809	8.53642	5.85034	39.95025	8.37805	7.66211	5.88896	8.33089	5.20425	6.30075	57.25382	47.04470
1187.72746	45.47885	133.42825	8.31986	1.00000	13.20933	3.01117	6.52943	3.98169	52.33298	7.97625	9.13623	6.28009	7.64845	6.56336	6.29152	57.06110	47.66505
1193.66935	48.21644	9.02596	3.83824	0.00000	0.90033	2.36286	7.37371	5.46424	26.72823	6.86703	8.08814	7.24186	7.76031	7.44107	7.47942	46.82001	53.29566
1179.59115	50.64336	7.2278	6.25112	1.00000	15.01424	2.63554	9.06752	4.52539	11.55280	9.90413	6.79046	7.52095	7.80117	5.52112	5.68888	78.05825	54.92892
1115.30249	40.68066	-73.47429	2.18803	0.00000	28.84790	2.31201	7.09591	1.97798	41.99933	4.30680	6.28020	6.18622	5.32331	8.01341	7.93371	68.61220	65.42518
1131.60642	42.7	27.25	9.30366	1.00000	27.58224	3.23821	7.91497	7.15097	56.86939	7.25091	9.36628	5.25386	5.01870	5.44239	6.58503	47.32063	56.35739
1184.03000	-17.83333	48.41667	10.58217	1.00000	24.67312	2.59672	5.28079	5.84733	55.76536	6.37972	8.05960	6.16525	6.01748	5.21256	6.13127	46.08969	63.53643
1148.13190	3.31332	117.59152	6.70801	1.00000	25.92462	2.08437	7.79241	2.58784	60.69450	8.93072	6.82869	6.91433	7.11557	6.86153	8.21213	63.81721	48.25719
1138.49583	44.22639	22.53083	6.27103	1.00000	27.50262	2.88155	8.60157	5.05154	55.82395	5.21716	6.25841	6.85373	6.77639	5.46601	7.39680	72.44380	54.03923
1112.16385	37.16911	10.03478	7.61639	1.00000	1.38965	2.42552	7.85006	5.23196	57.41252	9.58115	7.30028	7.32567	5.97093	6.62449	7.49582	54.12764	78.46736
1158.36484	28.90054	-81.26367	8.29529	1.00000	33.58170	1.95957	8.19865	4.89103	36.68143	7.63198	8.37605	6.79132	5.74422	6.79846	7.73747	49.28899	61.06191
1182.46262	34.14251	-118.25508	5.31126	1.00000	26.23836	2.50200	6.35479	6.72349	38.50693	4.34559	8.89247	6.17728	7.13426	10.02616	7.28136	70.62042	54.05808
1087.69525	39.71734	-74.96933	9.98021	0.00000	3.70555	2.21659	6.46777	5.93126	38.41998	9.98287	4.52705	7.61507	5.56729	9.18691	5.52052	36.58946	58.04655
1111.69817	10.58806	77.24779	6.12373	1.00000	3.83355	2.51421	8.11122	5.79108	42.42693	5.46952	9.16267	7.88497	5.99362	7.59641	7.08295	70.59562	57.73107
1138.88852	22.49396	-105.36369	5.25014	1.00000	8.79042	2.67198	8.70100	6.97352	66.33046	8.07714	9.70332	6.29767	6.82631	5.64972	6.20388	59.15820	72.43833
1087.03705	34.06635	-84.67837	4.94948	0.00000	27.96547	2.77661	7.95333	3.56386	56.57908	8.07460	6.49852	6.12123	5.93067	9.41587	6.62199	65.76850	58.81909
1051.07520	-4.42472	-41.45861	4.72310	0.00000	15.46755	2.92467	7.62526	5.43205	59.83407	8.69984	8.59521	7.33992	8.17349	8.95039	7.01888	55.37659	62.50241
1187.25860	32.54278	111.50861	6.60587	1.00000	16.99414	1.98543	8.26865	6.13194	50.57234	5.44800	8.78625	6.37814	7.83110	6.71939	6.13476	44.83367	56.41165
1103.59145	-37.32167	-59.13316	7.28853	0.00000	32.17831	2.23074	5.67396	4.03414	52.24890	5.85670	5.01719	4.46359	5.98032	8.38662	5.30309	50.73139	84.97306
1142.22817	35.74788	-95.36969	7.69911	1.00000	11.92193	3.14974	8.94081	5.25100	61.36906	9.24738	7.07253	6.05959	6.36373	6.58815	5.70223	58.30804	65.37757
1160.39380	14.14989	121.3152	11.09175	0.00000	0.06043	2.55864	6.97697	6.61103	61.72214	7.65598	3.12324	7.18525	4.05704	9.32051	7.00022	41.90140	50.37527
1094.70811	52.66277	-2.01111	8.26505	1.00000	-3.70357	2.87418	7.14344	4.75534	36.12690	7.79992	6.32735	6.88527	6.80543	4.94079	8.61014	36.25037	63.36099
1109.55583	-4.24444	-42.29444	5.61241	1.00000	18.52586	2.47359	9.28048	4.02900	34.63446	4.32610	5.66239	7.29745	6.13679	7.45292	7.27408	49.68224	76.80863
1143.47192	-4.26613	15.28318	8.06997	1.00000	-0.54546	3.01089	8.38914	3.28707	41.50624	2.48749	10.11192	3.71697	7.50726	9.90125	6.86686	66.35768	57.23612
1060.90876	41.50343	-74.01042	7.76699	1.00000	10.64544	2.15576	7.48460	4.83171	67.68939	9.10130	8.07855	8.25816	5.90201	6.29774	6.74636	43.63322	50.85818
1123.19109	21.28306	-89.66123	5.47438	1.00000	5.84212	1.99547	6.49990	4.97025	58.93835	5.08779	8.43701	3.96773	5.96993	8.33068	8.24097	47.17601	46.30874
1120.98997	20.88197	85.83334	6.06186	0.00000	13.31735	2.47673	7.67232	4.13702	62.62401	7.45849	6.97097	5.12072	6.50016	8.64882	7.67383	45.64496	67.49220
1192.89117	53.77166	38.12408	7.52134	1.00000	6.82372	2.26147	9.17225	1.42261	39.38510	2.20346	7.61356	7.95611	5.27735	8.82798	5.10790	52.17222	56.75732
1152.04747	39.22493	42.85693	5.75834	1.00000	6.57112	2.27475	7.50866	5.95176	48.94256	3.96260	6.87756	7.70051	4.85887	8.10841	6.90344	57.30137	55.72498
1142.87258	17.54907	82.85749	8.29483	1.00000	26.33528	3.21676	6.51418	6.43972	54.03028	6.02227	9.28089	5.36468	8.30584	2.81056	6.49811	65.78005	61.31210
1107.99292	47.80527	-122.24064	9.45262	1.00000	25.91656	2.93973	7.59961	5.80200	29.56397	7.57351	8.24804	6.19593	7.03954	6.39183	5.67619	57.93832	35.99945
1144.96410	31.84568	-102.36764	7.84984	0.00000	22.89969	2.16392	5.75816	5.53904	13.44736	7.36500	5.37265	5.44720	9.12970	7.80315	7.42179	79.36838	56.98186
1066.85373	-28.24	-48.67028	8.70183	0.00000	16.41760	2.75141	5.76756	5.05445	62.47570	6.73372	4.48562	6.42620	7.71565	8.62784	6.45210	29.45892	52.83563
1053.36725	37.31309	40.74357	8.57127	1.00000	26.51470	3.02215	8.56467	6.28501	28.24017	8.86987	8.77083	7.58807	6.01946	6.63944	7.03221	65.21252	53.58884
1183.82204	-5.85746	144.23058	7.93478	0.00000	17.14547	3.68708	4.59850	7.57305	60.24669	10.91032	5.13213	7.86742	6.43991	8.09548	7.50677	54.54509	65.44016
1179.31272	-10.95817	-38.79084	6.39923	1.00000		2.57000	10.93710	5.96525	23.53024	10.65422	5.92841	7.47801	8.10592	6.38856	8.47160	77.80845	51.54507
1070.68172	37.19723	122.05228	6.55234	0.00000	24.16683	5.45644	7.29102	7.93262	32.87898	9.89918	10.27114	6.71822	7.14490	6.82347	7.05656	54.89914	66.59782
1141.21108	21.34222	71.30633	7.10493	1.00000	10.20823	2.76080	10.57563	6.12234	65.71954	6.00067	8.87277	6.59163	5.90567	5.25368	5.38806	55.93012	58.50148
1128.49323	32.54044	-82.90375	4.50043	0.00000	7.28332	2.14059	4.89091	3.84770	39.61321	13.04207	8.02354	5.93040	7.93569	5.23435	6.23146	52.74382	62.03875
1071.46160	51.168	7.973	8.95064	1.00000	8.00657	2.74153	5.34535	6.18218	52.21140	5.61751	10.34097	7.06091	6.81300	3.11383	6.72075	62.77691	49.43302
1056.91932	38.96372	-76.99081	5.71724	1.00000	22.06319	1.69508	8.72877	5.46707	24.83027	10.05260	5.44437	5.37054	6.99206	4.02598	7.23956	58.17880	50.45757
1064.24534	-0.71667	-48.52333	5.10266	1.00000	14.04050	1.85898	8.69832	3.50864	49.79273	3.81589	7.75925	5.95949	6.66719	10.00946	6.95449	66.51490	57.53795
1105.20787	15.58552	102.42587	6.05015	1.00000	1.81931	3.65231	8.17466	7.09111	48.98138	8.88772	8.56612	6.39729	4.19836	6.41956	6.28938	55.58019	53.43253
1158.46140	53.37596	51.3452	6.12340	1.00000	18.07702	2.57258	9.07205	4.24474	61.69004	4.40697	7.90556	8.52568	6.01524	7.58168	4.80994	71.85223	58.86752
1081.13537	33.54428	-84.23381	6.25432	1.00000	17.87719	2.64522	8.38266	5.67721	44.37720	4.31636	8.09617	5.70695	6.15167	7.86501	5.99250	55.59394	53.52845
1125.29741	-4.42472	-41.45861	8.40357	1.00000	18.89974	1.91846	7.85635	5.86888	35.74933	4.23341	8.78085	7.55535	7.25510	5.92411	6.79639	73.20433	48.11708
1140.66213	55.67938	12.53463	3.66136	0.00000	20.16844	2.64585	7.32070	4.40463	77.85849	4.94369	6.89566	6.82251	5.91904	6.38116	7.64951	60.03851	65.48441
1164.28535	-54.8	-68.3	9.99455	1.00000	12.60675	3.22629	6.12646	5.55348	22.90768	6.28680	8.25155	6.33787	8.49963	5.44446	7.63304	57.03166	70.94264
1050.72223	3.27833	32.88667	6.01452	0.00000	21.13852	2.84831	7.24798	6.09752	51.51941	8.33953	9.00200	6.93471	8.21073	7.66861	7.42923	47.84476	44.90608
1117.78342	-14.66463	-52.35558	6.15700	1.00000	11.42224	1.68859	7.43192	5.19751	55.08625	4.31617	9.27597	6.25251	5.53195	9.16932	7.29362	67.64938	68.09950
1157.95258	51.40944	46.04833	8.52790	0.00000	15.05359	3.05423	3.21200	5.54876	44.17941	6.73560	7.60930	7.94305	7.21734	8.41248	6.96978	49.41201	72.48252
1165.24183	-31.25033	-61.4867	7.22023	1.00000	34.34673	3.10539	2.41268	5.50084		8.84072	8.58842	4.07431	5.94995	5.95205	9.13746	48.61450	50.28777
1145.98542	34.86472	117.55417	8.46897	0.00000	7.78119	1.58197	6.62551	3.97007	43.70787	6.58849	4.35923	5.26142	6.32945	8.68754	7.19742	40.25204	53.32087
1199.83559	40.53123	17.58522	8.53121	0.00000	33.41874	2.87665	5.19363	3.18099	50.76191	7.60372	8.06483	5.39154	5.95081	5.74484	6.99230	61.25393	69.52480
1142.13708	14.66	120.56528	7.02585	1.00000	22.99190	3.08795	9.09981	6.88631	60.59669	9.06715	6.59116	8.05274	5.91097	3.98289	6.78834	67.73543	65.99402
1141.99199	43.67681	4.63031	6.11019	1.00000	16.69536	2.18658	8.95483	5.54885	28.05309	8.61907	7.58337	7.19997	6.29772	4.28343	5.38414	78.82659	47.38305
1051.33705	-31.25033	-61.4867	8.02367	0.00000	21.85419	2.05155	6.30442	3.56517	50.28550	6.40731	4.23915	6.43222	7.21841	8.12119	6.80298	68.66266	49.26908
1167.37198	5.30383	-1.98956	6.38892	0.00000	20.39806	2.72323	8.47320	5.26200	51.36456	12.27560	4.58521	7.21942	7.25068	9.08528	7.07736	57.34602	63.44310
1075.41301	46.32374	-120.00865	8.19873	1.00000	37.88911	1.73175	6.82380	2.80301	37.08180	6.59770	8.51583	5.69814	7.64851	6.53463	7.66340	56.72323	65.27146
1146.53293	3.11988	35.59642	5.61009	1.00000	26.46407	4.30259	7.35327	7.48371	62.45919	6.33813	8.32601	7.03241	6.34366	6.67925	4.83315	45.46741	62.20816
1104.09575	3.8801	-77.03116	4.71504	0.00000	12.10585	4.67431	4.94452	7.50644	46.94097	12.13459	5.06037	6.27524	7.62220	6.10183	5.95847	55.56691	65.28082
1198.23354	-32.05251	115.88782	5.16520	0.00000	15.06767	2.78692	8.51989	4.37527	67.61037	5.94027	5.49952	6.10150	5.94323	8.34914	5.56894	71.67550	47.96632
1196.95707	14.46693	75.92694	3.02388	1.00000	2.19471	2.54330	6.33216	3.35544	33.80020	4.79504	6.54966	4.48828	6.48486	10.93076	6.95656	51.19946	51.87578
1125.44353	42.06166	-1.60452	4.90816	0.00000	4.56503	2.10180	7.52979	4.80876	69.92053	6.93524	7.60792	5.21061	5.06285	8.66981	7.51831	57.12529	66.02008
1194.73625	53.43333	-7.95	6.88506	1.00000	16.32468	2.35824	7.12150	3.74365	49.42136	2.21711	8.05612	5.73002	6.04155	9.94610	6.90871	62.28508	68.86910
1074.30847	41.82143	41.77921	8.24914	0.00000	14.75653	3.17897	4.15044	6.33107	31.53447	7.85774	5.11837	6.56945	6.87551	7.45568	7.19123	50.54834	61.91880
1122.74078	-4.26613	15.28318	7.16438	1.00000	13.14302	2.26788	8.73519	4.29352	42.99941	9.64247	6.70399	7.34512	6.59290	6.61356	6.91090	47.29807	51.26855
1145.78590	12.95629	78.27539	6.92227	0.00000	9.63856	2.22768	7.84809	5.77695	63.51059	6.25272	8.62449	5.13560	8.03074	5.27640	4.93854	61.26338	46.54808
1161.07454	22.19303	88.18466	3.92734	1.00000	13.74227	3.94641	6.41764	7.43443	28.11934	7.71809	9.41365	6.09035	5.60489	7.67857	6.65348	47.01332	61.41062
1136.30716	19.04222	-98.11889	11.11347	0.00000	14.48445	2.27645	7.08618	3.45472	36.39052	4.44761	2.90855	5.79934	6.77615	10.02301	7.04210	66.78152	58.69988
1181.06644	46.18396	6.10237	5.53753	1.00000	-9.46831	2.05678	8.67601	5.36022	28.52188	5.77328	8.27330	6.37139	5.71395	7.49543	7.67462	54.65844	55.04381
1073.39777	45.73333	4.91667	4.90797	0.00000	7.00221	1.57939	8.04255	4.00305	42.42707	8.89465	8.07416	4.74000	5.26622	9.88938	7.45587	52.30226	49.55996
1103.53384	40.87329	14.43865	9.07453	0.00000	4.30624	2.32696	5.62592	5.67165	58.65133	6.76183	4.92788	4.71560	6.67239	7.40084	9.71417	51.53475	62.45431
1114.12988	53.63333	9.85	6.53584	1.00000	15.26273	2.75525	7.70048	4.08094	54.23599	8.30687	9.11919	7.21188	6.87452	5.00424	5.78135	41.93967	49.32491
1099.14239	50.9803	11.32903	6.30039	0.00000	19.54466	1.97745	6.30480	3.89813	49.54171	7.35976	3.43123	7.12907	7.37713	8.04155	6.52197	57.45864	59.25757
1142.80679	53.59337	9.47629	3.96435	0.00000	8.70366	1.89026	6.76592	4.75658	47.53559	5.17112	7.94363	6.55284	7.78386	6.90358	6.84768	73.09034	69.69424
1163.58241	51.168	7.973	10.79537	0.00000	3.27880	5.09048	4.39682	7.44585	33.67275	7.67587	6.52205	7.53397	6.39231	9.09732	5.61585	52.76210	60.61830
1161.61067	39.12074	27.18052	6.00726	1.00000	27.34897	2.17164	8.60941	4.49230	28.26901	5.90924	7.51317	6.63046	7.04964	5.93381	7.43881	61.12469	62.52486
1155.02268	44.73941	-93.12577	6.02899	1.00000	-4.66103	2.21107	7.47684	3.21528	47.38143	8.09806	5.89841	5.49243	5.56227	4.04158	6.25912	41.17117	73.81143
1059.46244	55.85	37.56667	7.54987	1.00000	14.00949	3.03161	8.33796	5.36841	50.63118	8.30627	7.33275	7.18947	6.54949	5.25171	4.30092	56.83654	75.54621
1111.83005	46.18396	6.10237	6.72295	1.00000	13.89105	3.29144	11.13619	6.40628	46.81586	10.01635	5.94681	5.48572	6.44445	5.86012	3.80146	31.31970	58.26634
1060.94813	52.53048	13.29371	6.03966	0.00000	10.70717	3.51335	7.00684	7.33577	56.03189	6.79309	9.65214	5.41105	7.17305	6.50849	6.85277	59.31739	55.11797
1116.50905	6.95194	121.96361	5.83374	1.00000	10.72146	3.79573	7.00063	7.80405	38.38418	6.77355	9.17046	7.92255	5.35364	6.40693	7.05461	75.77602	41.56486
1151.49350	59.80917	30.38167	3.96827	0.00000	12.78877	3.44624	8.35072	3.06820	16.39597	5.30849	4.41536	8.50592	6.51422	7.06129	6.11476	45.44076	55.77077
1099.82587	50.76306	-1.29772	6.89053	0.00000	9.78330	3.10392	7.53761	6.65914	40.99687	7.88046	8.67746	8.07916	6.21047	7.80308	6.96927	40.41170	62.96842
1069.10333	41.20485	-8.33147	6.33434	0.00000	22.34752	3.29855	5.53434	6.38194	62.17901	9.68996	5.37726	8.49267	7.33996	8.71119	7.69047	58.01072	60.79614
1169.54039	17.30858	97.01124	5.39720	1.00000	36.89682	3.67074	7.69078	6.67901	50.14956	4.51803	8.98015	6.86720	6.48258	9.27644	9.08913	43.59373	42.99044
1179.00178	40.56754	-89.64066	9.50140	0.00000	11.76411	2.39521	6.43904	5.11423	61.43563	8.91733	6.03321	7.51617	6.15125	9.56470	7.73380	64.49289	55.03203
1097.02866	-21.98333	16.91667	5.93784	0.00000	32.25441	1.92142	5.53568	5.82979	72.98836	7.74726	4.19280	6.91408	7.38730	7.54443	7.99370	61.53781	47.73908
1081.12697	-8.76194	-63.90389	6.63886	1.00000	32.87880	2.87649	10.18318	4.59576	54.31855	9.50531	7.98652	8.56196	9.10266	7.07248	5.34017	48.08730	70.83842
1178.71714	-8.66667	-35.71667	4.02669	1.00000	8.52383	3.12163	6.67798	6.07860	51.62612	4.68290	8.00645	7.18342	6.55970	10.44283	6.37216	60.68109	47.32293
1135.42973	58.7002	59.4839	10.73777	0.00000	11.82382	1.11872	7.66728	4.00098	41.93279	6.48976	4.42160	7.52955	8.31441	7.99348	6.72614	38.66306	60.15070
1136.86728	29.84576	-90.10674	3.90793	1.00000	25.09175	2.81238	7.38283	6.34848	45.71680	7.64883	6.92634	6.76837	7.75631	5.74340	6.74090	31.19887	70.85937
1117.92112	3.3285	99.1625	4.81869	1.00000	8.74067	2.55979	6.11612	5.19107	53.76745	4.54813	8.02313	5.01648	7.89250	9.43224	6.25403	48.85414	42.54217
1095.23639	48.77644	2.29026	5.55034	0.00000	15.52467	3.48352	7.62821	6.36415	48.58945	6.13354	10.30308	5.68270	7.90002	7.33849	6.98523	53.08795	50.82022
1185.76319	36.06386	4.62744	8.03279	1.00000	21.40589	2.70386	6.93950	4.51286	48.41674	7.56455	7.58201	5.88281	8.01158	4.86486	6.16191	47.37543	48.94355
1154.39999	18.87813	72.93924	8.97812	1.00000	10.04625	2.35491	8.06582	5.36652	65.44736	7.35456	6.39082	6.31978	6.48427	5.94783	6.10090	65.51540	51.91235
1132.44743	35.72917	10.58082	7.49394	0.00000	17.27704	3.85245	8.07812	6.80280	49.80260	9.40971	8.31781	7.25485	5.42063	8.19773	5.62081	50.77119	49.98901
1071.99878	14.62578	121.12251	0.95654	1.00000	16.04544	2.16198	7.11335	5.70793	73.01571	6.71758	8.15987	8.48196	7.81680	11.57854	6.65462	67.23115	58.94166
1062.12394	37.19723	122.05228	7.00878	1.00000	10.23787	2.79836	9.05629	4.71303	44.12584	9.23768	8.04709	5.51926	7.94568	6.90379	7.12893	50.26825	52.09266
1098.24990	60.97944	76.92421	8.04342	0.00000	16.20081	1.89566	4.58568	5.91131	68.04829	5.80609	3.19903	7.60528	5.38924	8.71645	6.37466	70.53473	49.73389
1107.26124	44.85278	65.50917	2.60690	1.00000	6.95144	3.27020	5.97809	4.95014	57.11946	5.35744	7.80566	7.39147	7.49827	11.13648	6.59041	68.69397	47.35165
1166.91340	39.08367	-84.50855	1.87364	1.00000	22.02051	3.59638	5.59646	7.16607	21.79748	6.95017	6.75043	8.88741	5.73816	9.37117	6.08310	72.76795	50.99204
1114.85050	51.40944	46.04833	6.33359	1.00000	22.10463	2.30716	8.69398	5.05831	24.11634	9.44527	6.09687	5.64787	6.46985	4.73849	6.73995	61.66989	52.77370
1153.41493	-16.25	-69.08333	8.99226	1.00000	30.67014	2.43908	7.18493	5.97486	38.01913	7.50917	8.90361	4.21089	6.75277	5.35967	6.96071	44.44082	34.32561
1103.88208	13.70727	9.15013	4.01687	0.00000	17.08281	2.65660	8.53656	3.56446	59.31005	8.13725	5.86516	6.02484	5.31813	8.81135	8.52887	66.61315	63.14930
1172.57847	54.03876	43.91385	9.42410	1.00000	11.51359	2.87718	5.38632	5.81539	41.96919	5.41302	9.69234	7.03381	7.47219	3.40529	7.11292	65.55340	55.03962
1086.75854	17.94979	-94.91386	6.03051	0.00000	12.89626	2.64611	7.32280	5.98308	45.51957	8.76912	9.88033	6.46554	6.07225	7.51355	7.17642	48.54914	43.39765
1133.60479	46.23899	-63.13414	7.43010	1.00000	40.90116	2.86069	9.63508		45.45409	9.54603	5.76650	6.61421	5.64556	6.63785	6.16936	62.44024	67.76408
1121.37786	59.33333	18.28333	11.59734	0.00000	21.20147	2.34020	7.07569	4.10079	39.03095	1.99893	2.33202	6.07535	6.21325	9.59098	7.97695	48.61274	53.64062
1077.86618	42.52787	-70.92866	4.02044	1.00000	11.58318	3.06807	6.83592	6.64594	38.17993	5.39394	7.34632	7.23416	6.82309	9.00931	6.68343	59.77217	55.54246
1085.54894	34.75856	136.13108	8.44702	0.00000	39.83626	3.11337	5.59476	3.44553	43.25733	8.55900	7.51276	7.52057	5.81550	7.24933	6.67485	58.96611	52.68440
1052.10896	-17.83333	48.41667	8.19526	1.00000	16.10960	2.87457	6.76569	5.96097	37.86384	7.86624	7.96352	5.08334	6.60552	4.32097	6.43743	52.90659	57.36857
1173.73042	60.2052	24.6522	9.53502	0.00000	18.51820	2.74315	5.99725	4.24742	54.48691	8.24435	6.45025	7.31245	5.54788	7.51343	6.53318	51.62353	87.33100
1145.04563	54.03876	43.91385	9.56624	1.00000	15.94405	3.75104	7.36164	7.23612	27.39845	6.37060	9.20407	6.49179	6.52263	4.09753	7.78753	60.82261	41.27559
1111.10371	6.25947	102.05461	4.25141	0.00000	19.89401	2.38940	8.35229	3.35229	39.36817	8.87325	5.75812	6.74108	5.15270	9.76366	6.16844	49.17398	44.51055
1186.87647	43.50891	16.43915	4.75636	1.00000	9.92863	5.49714	7.18759	7.82057	43.23608	6.95079	9.70342	5.61355	8.23186	7.58089	5.95830	52.58441	55.71153
1113.83757	49.68369	8.61839	5.75264	0.00000	1.11756	2.83426	8.37816	5.35535	34.22570	7.98008	7.56476	7.11070	6.02935	7.78143	7.13029	62.91973	56.01376
1142.82750	36.27462	4.85668	2.42702	0.00000	8.65959	2.54209	3.51849	5.37966	42.93511	8.28600	4.86831	5.36339	5.15102	6.00139	6.85062	55.65524	57.03689
1165.13469	11.00599	77.5609	8.12096	1.00000	17.66338	1.98810	8.17808	2.98731	62.99183	6.74670	2.92264	6.03093	7.26316	7.17120	6.80627	56.88422	57.95664
1158.21511	-32.05251	115.88782	9.58961	0.00000	12.51463	1.96475	9.12897	4.30954	41.03823	8.54148	1.66344	5.97010	6.04325	7.39804	5.84439	41.40029	50.00856
1085.67129	33.44872	-86.78777	6.26419	0.00000	0.32975	1.59669	5.65188	2.82107	76.87757	6.03531	5.85751	6.23547	5.53387	7.54582	7.30088	44.67285	69.42583
1098.96378	50.26729	-119.27337	8.09938	0.00000	5.09739	2.74430	6.05433	5.67583	53.34374	6.86512	3.57763	6.13183	6.55787	7.99238	7.12631	53.57210	48.97962
1061.00844	59.33333	18.28333	5.67240	1.00000	11.65955	4.57363	7.53965	7.28002	42.51214	11.38983	9.44043	7.64335	6.51222	7.77848	6.80726	57.69790	39.58384
1195.43203	47.80527	-122.24064	6.83788	1.00000	12.25123	2.85010	7.48707	5.79818	38.87620	4.81497	10.12936	6.96739	7.82560	8.13292	6.37486	45.48053	49.73836
1072.84420	11.12018	76.11996	8.46646	0.00000	34.92694	1.66648	6.14796	5.05779	24.43270	9.66880	5.84183	5.81586		9.11789	5.00638	58.43974	63.75853
1094.67175	43.32393	5.4584	5.10832	0.00000	5.09135	3.62327	4.46968	6.63344	26.66488	7.28975	2.63758	7.85689	7.78260	7.28351	7.56124	62.22729	42.44361
1195.63517	40.49748	44.7662	2.83404	0.00000	10.68878	2.69128	8.26034	3.82619	27.97519	7.01385	5.70698	5.46883	7.34873	6.96805	6.96333	65.23773	53.58455
1157.26569	50.75767	-1.5443	10.72916	1.00000	23.50055	3.54405	5.76553	6.61128	24.32151	6.29971	10.32727	7.36401	6.44093	5.50170	6.57652	57.15642	54.39302
1190.21045	47.80527	-122.24064	3.67469	1.00000	21.92487	2.10927	5.79357	4.91001	50.43879	3.55038	8.67000	6.23312	6.10631	12.48295	6.83793	62.02437	63.92859
1089.65458	41.24255	-82.61573	7.59443	0.00000	10.95881	2.28892	5.44413	6.19225	56.38860	8.68856	3.37460	8.51526	8.02217	8.44553	6.70045	55.05333	81.47784
1090.41475	19.04222	-98.11889	8.69646	0.00000	27.43989	2.85460	8.13612	3.42167	27.12348	9.07844	4.61682	7.25713	7.01795	8.55963	8.07586	46.33872	40.59619
1159.70931	39.43534	-84.20299	7.85239	1.00000	13.40574	3.33480	10.17395	4.17945	35.78675	5.22573	7.95335	7.58468	7.82008	4.82612	8.03641	60.65522	35.23227
1085.12800	48.46458	9.22796	6.88623	0.00000	22.06686	1.89951	5.58698	4.27561	22.56740	7.49353	4.88456	6.73310	7.14007	7.49792	7.68737	57.79590	57.93966
1108.39911	32.54044	-82.90375	5.09930	1.00000	-1.18521	1.94319	7.73681	4.57422	45.61246	4.49532	7.77549	5.64309	5.83892	9.29393	7.02709	50.97276	38.25743
