code	revision	latitude	station	longitude	QoS
AR	2016/07/19	-31.25033	Rafaela	-61.4867	average
TN	2017-11-06	37.16911	El Alia	10.03478	building
US	2013/04/26	33.52253	Laguna Niguel	-117.70755	average
BA	2016-11-11	44.75874	Bijeljina	19.21437	good
US	02/01/2016, 00:00:00	36.06523	Porterville	-119.01677	accep
DE	05/07/2015, 00:00:00	52.21099	Gronau	7.02238	average
NL	2017/03/07	51.95838	Schiebroek	4.47124	excellent
IN	11/28/2015, 00:00:00	26.32293	Barpeta	91.00632	maintenance
FR	2022-01-11	48.8222	Le Chesnay	2.12213	excellent
MX	07/27/2013, 00:00:00	20.21322	Salvatierra	-100.88023	maintenance
CO	2022/07/08	4.73245	Madrid	-74.26419	good
BR	03/28/2019, 00:00:00	-8.05389	Recife	-34.88111	good
TZ	2022-09-27	-10.33333	Nyangao	39.28333	accep
BR	2022-09-10	-19.72806	Iturama	-50.19556	building
US	2021/06/02	43.54072	Nampa	-116.56346	maintenance
US	2014-10-03	39.57582	Ken Caryl	-105.11221	excellent
RU	2015/11/29	53.77166	Bogoroditsk	38.12408	maintenance
IN	2014-10-25	20.88098	Parola	75.11937	average
DZ	05 Mar 2022	36.76639	Boumerdas	3.47717	acceptable
US	2016-05-23	41.27621	East Haven	-72.86843	average
PL	2014/11/22	51.14942	Zgorzelec	15.00835	average
NG	10/01/2020, 00:00:00	10.61285	Biu	12.19458	excellent
CU	2014-10-28	23.0072	Boyeros	-82.4017	building
TN	21 Sep 2016	35.72917	Msaken	10.58082	excellent
HT	13 May 2017	18.65297	Thomazeau	-72.09391	excellent
IN	2018-05-10	34.08565	Srinagar	74.80555	average
DE	2018/01/17	48.06919	Gauting	11.37703	excellent
BW	2021/01/18	-21.44236	Tonota	27.46153	maintenance
NI	11 Dec 2014	13.48082	Somoto	-86.58208	accep
IE	10/15/2015, 00:00:00	53.43333	Athlone	-7.95	accep
BR	27 Jul 2016	-10.90889	Barra dos Coqueiros	-37.03861	building
US	07 Jun 2018	42.4251	Malden	-71.06616	building
CO	2021-02-11	5.20856	Honda	-74.73584	excellent
MG	02/12/2014, 00:00:00	-22.9	Sakaraha	44.53333	building
US	2016/12/04	31.84568	Odessa	-102.36764	maintenance
RU	07/04/2019, 00:00:00	43.96222	Novopavlovsk	43.63417	average
BR	30 Dec 2018	-20.25333	Itabirito	-43.80139	maintenance
CD	2017/05/24	0.76755	Yangambi	24.43973	maintenance
US	2021-12-19	34.06635	Acworth	-84.67837	average
PL	18 Sep 2022	54.58048	Ustka	16.86194	good
AU	12 Feb 2021	-32.05251	Willetton	115.88782	building
US	2016-03-01	47.64995	Opportunity	-117.23991	average
AU	2013-03-12	-38.16604	Frankston South	145.13643	good
IN	2012/12/27	28.98002	Meerut	77.70636	average
US	07/27/2013, 00:00:00	41.0051	Scarsdale	-73.78458	maintenance
CN	07/14/2016, 00:00:00	28.88162	Guli	120.03308	good
DE	03/17/2019, 00:00:00	52.61131	Hermsdorf	13.31783	excellent
AU	2019/12/12	-27.50578	Carindale	153.10236	accep
NL	26 Jun 2020	52.71083	Emmeloord	5.74861	building
LR	12 Feb 2022	7.57944	New Yekepa	-8.53778	average
CD	25 Sep 2022	0.49113	Beni	29.47306	accep
IN	2020-12-10	19.21667	Dombivli	73.08333	good
BR	02/06/2022, 00:00:00	-22.92306	Loanda	-53.13722	maintenance
GB	01/09/2019, 00:00:00	50.76306	Cowes	-1.29772	average
US	02/09/2018, 00:00:00	42.4251	Malden	-71.06616	average
PT	2016/09/08	38.72706	Carnaxide	-9.24671	accep
LK	07/18/2014, 00:00:00	6.84019	Dehiwala-Mount Lavinia	79.87116	building
AU	2016/09/03	-34.88422	Nowra	150.60036	average
TT	07/25/2018, 00:00:00	10.66668	Port of Spain	-61.51889	accep
DE	10 Sep 2013	48.46458	Pfullingen	9.22796	accep
RU	05 Sep 2022	54.48147	Oktyabr’skiy	53.47103	building
US	05/29/2018, 00:00:00	43.16547	Gates-North Gates	-77.70066	good
MX	2017-10-31	16.75973	Tuxtla	-93.11308	good
AR	2016/12/02	-37.32167	Tandil	-59.13316	building
GH	07/19/2014, 00:00:00	6.46346	Bibiani	-2.31938	good
IN	2015-10-30	32.55531	Chamba	76.12647	good
ME	2015/09/19	42.28639	Budva	18.84	excellent
US	09 Sep 2020	36.02506	Brentwood Estates	-86.77917	good
IT	2014/04/16	40.87329	Somma Vesuviana	14.43865	good
IN	2016-05-16	22.10194	Barbil	85.37752	excellent
CN	2017-12-26	37.19723	Tianfu	122.05228	excellent
NG	04/29/2020, 00:00:00	6.8485	Shagamu	3.64633	accep
US	11/26/2020, 00:00:00	36.06523	Porterville	-119.01677	excellent
US	26 Jun 2022	35.05266	Fayetteville	-78.87836	excellent
GB	2020/07/10	50.75767	Lymington	-1.5443	maintenance
FR	25 Sep 2017	44.92801	Valence	4.8951	average
MX	2021/01/02	19.32889	San Lorenzo Acopilco	-99.32556	average
CF	2021-11-05	4.94273	Carnot	15.87735	accep
US	28 Jun 2018	41.57721	West Des Moines	-93.71133	excellent
AO	2013-10-01	-11.78333	Luena	19.91667	accep
KZ	2020/07/18	43.41949	Otegen Batyra	77.0202	average
TR	2021-08-01	40.98894	Yakuplu	28.67582	good
ET	2017/08/13	6.03333	Arba Minch	37.55	average
CN	05/26/2015, 00:00:00	27.92333	Pucheng	118.53333	average
US	2014/08/09	42.4251	Malden	-71.06616	building
PH	02/20/2018, 00:00:00	9.3337	Santa Catalina	122.8637	accep
RS	2015-03-11	44.22639	Negotin	22.53083	maintenance
RU	04/02/2016, 00:00:00	55.62047	Tyoply Stan	37.49338	building
GB	2016-11-16	51.42708	Lower Earley	-0.91979	excellent
IN	13 Aug 2020	26.2649	Jais	81.54855	excellent
DE	01/29/2018, 00:00:00	49.5099	Losheim	6.74549	accep
RU	05/12/2022, 00:00:00	55.62047	Tyoply Stan	37.49338	average
CA	11/06/2012, 00:00:00	45.40008	Sainte-Catherine	-73.58248	excellent
ES	10/26/2016, 00:00:00	37.35813	San Juan de Aznalfarache	-6.03731	good
TH	2016-01-17	15.79408	Yasothon	104.1451	building
ID	2018/02/15	-7.73379	Besuki	113.69785	accep
DE	2015/04/26	51.168	Finnentrop	7.973	excellent
CN	03/29/2018, 00:00:00	41.94175	Hushitai	123.50266	average
CO	15 Jul 2019	10.98778	Puerto Colombia	-74.95472	excellent
PH	2014-10-16	16.0438	Manaoag	120.4861	excellent
RU	2017-08-12	55.75556	Ozersk	60.70278	accep
PK	2014-06-12	25.80565	Bhit Shah	68.49143	good
US	2018-08-02	40.93121	Yonkers	-73.89875	accep
NG	2014/06/30	7.65649	Efon-Alaaye	4.92235	building
DE	06/16/2013, 00:00:00	53.94313	Bad Segeberg	10.30215	good
IN	2014/01/24	25.92493	Sojat	73.66633	excellent
AR	09/25/2015, 00:00:00	-34.64966	Barracas	-58.38341	average
DE	2020/11/10	54.52156	Schleswig	9.5586	building
FR	2021/05/16	46.67535	Lons-le-Saunier	5.55575	excellent
UA	11 Nov 2017	46.75451	Nova Kakhovka	33.34864	maintenance
DE	2021-06-11	50.82709	Wesseling	6.9747	excellent
NL	10/24/2013, 00:00:00	51.955	Culemborg	5.22778	good
DZ	03/05/2015, 00:00:00	36.06386	El Achir	4.62744	maintenance
AR	03/23/2019, 00:00:00	-54.8	Ushuaia	-68.3	accep
ID	04/22/2015, 00:00:00	-7.73379	Besuki	113.69785	accep
JP	2017/03/16	39.46667	Yamada	141.95	accep
MG	03/27/2020, 00:00:00	-17.83333	Ambatondrazaka	48.41667	excellent
BR	01/01/2016, 00:00:00	-22.97056	Valinhos	-46.99583	excellent
US	06 Jul 2018	40.64621	Kensington	-73.97069	accep
US	01 Jul 2019	32.35126	Tyler	-95.30106	maintenance
US	05/15/2016, 00:00:00	32.35126	Tyler	-95.30106	average
DZ	12 Sep 2017	35.21222	Ksar Chellala	2.31889	maintenance
DE	2021/07/12	52.61131	Hermsdorf	13.31783	excellent
BR	2022-08-01	-25.42778	Curitiba	-49.27306	accep
US	10/26/2016, 00:00:00	29.84576	Estelle	-90.10674	good
TT	01 Jan 2016	10.66668	Port of Spain	-61.51889	excellent
US	19 Nov 2019	34.06635	Acworth	-84.67837	excellent
US	2019-11-02	31.12406	Copperas Cove	-97.90308	good
CN	03/27/2014, 00:00:00	34.85	Taozhuang	117.33333	accep
TR	2021/06/23	39.12074	Bergama	27.18052	building
JP	08/27/2019, 00:00:00	35.06667	Sasayama	135.21667	excellent
IN	07/19/2016, 00:00:00	11.50526	Sathyamangalam	77.23826	excellent
US	05 Apr 2013	40.67705	Cypress Hills	-73.89125	excellent
GB	02/03/2017, 00:00:00	50.75767	Lymington	-1.5443	excellent
FR	28 Apr 2021	43.11667	Pamiers	1.6	maintenance
US	2016-10-15	40.57788	Brighton Beach	-73.95958	excellent
MT	07/21/2016, 00:00:00	35.89972	Valletta	14.51472	building
AU	2019/04/13	-33.75881	Baulkham Hills	150.99292	excellent
BR	06/12/2015, 00:00:00	-10.91722	Lagarto	-37.65	good
AU	2017-02-24	-37.9	Wheelers Hill	145.18333	good
FR	10/15/2020, 00:00:00	43.11667	Pamiers	1.6	average
RS	2014-02-06	44.22639	Negotin	22.53083	accep
BR	2015-12-19	-8.05389	Recife	-34.88111	good
JP	2014-11-23	37.56667	Inawashiro	140.11667	accep
MG	2021-01-31	-22.9	Sakaraha	44.53333	good
AR	2020/10/07	-37.32167	Tandil	-59.13316	good
CN	12/31/2020, 00:00:00	46.51872	Hoxtolgay	86.00214	good
CO	11/20/2015, 00:00:00	6.46838	Socorro	-73.26022	good
DE	05/04/2021, 00:00:00	50.80019	Siegburg	7.20769	accep
BJ	16 Apr 2016	8.88649	Tchaourou	2.59753	building
DE	05/30/2021, 00:00:00	50.82709	Wesseling	6.9747	excellent
PT	02 Aug 2018	37.08819	Albufeira	-8.2503	accep
IT	26 Mar 2018	40.53123	Francavilla Fontana	17.58522	maintenance
ML	08/30/2022, 00:00:00	12.74409	Kati	-8.07257	excellent
AD	2021-12-03	42.50729	les Escaldes	1.53414	maintenance
GB	06/25/2021, 00:00:00	55.82737	Viewpark	-4.0573	maintenance
NG	2019/03/20	10.61285	Biu	12.19458	average
ES	05/14/2021, 00:00:00	38.68712	Puertollano	-4.10734	maintenance
US	2013/02/26	41.48199	Lakewood	-81.79819	accep
US	09 Jul 2015	26.18924	San Juan	-98.15529	excellent
GB	17 Jan 2020	56.56317	Arbroath	-2.58736	building
GB	2019-02-25	53.46506	Chapletown	-1.47217	accep
BR	22 May 2021	-23.7975	Buri	-48.59278	good
SO	04/02/2022, 00:00:00	-0.35817	Kismayo	42.54536	average
LY	01/14/2022, 00:00:00	30.75545	Ajdabiya	20.22625	good
BJ	08/30/2019, 00:00:00	8.88649	Tchaourou	2.59753	accep
BG	30 Mar 2018	43.4125	Montana	23.225	accep
AD	24 May 2019	42.50729	les Escaldes	1.53414	average
PK	2021/10/16	32.87533	Daud Khel	71.57118	excellent
CN	2017-07-08	30.24706	Huangshi	115.04814	excellent
RU	02/03/2015, 00:00:00	55.85	Likhobory	37.56667	maintenance
PH	2021/01/19	14.66	Pilar	120.56528	average
US	2021-11-13	39.43534	Lebanon	-84.20299	excellent
NL	10 Aug 2018	51.65333	Vught	5.2875	excellent
DE	2016/07/13	48.49144	Reutlingen	9.20427	good
MY	24 Nov 2020	1.6	Ulu Tiram	103.81667	accep
IN	15 Jan 2022	24.05979	Leteri	77.40858	average
FR	2017-08-05	48.90982	Bobigny	2.45012	excellent
NL	2019-07-08	52.31333	Oldenzaal	6.92917	maintenance
IT	2018-12-15	43.78956	Ventimiglia	7.60872	average
TZ	09/28/2017, 00:00:00	-4.06667	Same	37.73333	accep
ID	2020-02-09	-1.26424	Simpang	104.09701	building
PK	2020-01-01	26.9423	Tharu Shah	68.11759	accep
BG	2020/05/01	42.7	Aytos	27.25	good
IN	06 Mar 2017	25.49043	Teghra	85.94001	good
IR	2013/12/20	36.64852	Nowshahr	51.49621	average
RU	2014/07/06	55.85	Likhobory	37.56667	good
