TEMP	H2CO	PM10	Pb	latitude	PM2.5	O3	PRES	longitude	PAHs	CFCs	NH3	warning	C2H3NO5	CO	NOx	CH4	SO2
31.32072	45.16890	10.52236	51.94110	-1.26424	11.61156	9.41537	1078.71202	104.09701	9.34770	50.14274	10.97384	1.00000	1.12902	7.25870	9.19309	10.38680	8.70364
-6.29151	40.66195	7.67778	29.98898	10.31672	6.08465	8.44111	1182.48314	123.89071	5.64550	53.96614	11.34743	0.00000	0.13139	8.71734	9.11786	9.77386	10.37349
19.88310	58.61575	7.99902	36.96245	-33.79176	11.48880	9.21046	1164.29816	151.08057	10.36537	28.05310	7.48518	1.00000	0.15963	8.72420	8.81022	9.25638	9.43603
33.48333	71.13535	8.06701	48.27624	46.1351	11.61925	10.73515	1110.32943	-60.1831	9.98801	50.98846	8.20913	1.00000	0.14522	7.92545	10.30590	7.77735	9.59362
19.56234	54.04312	10.74570	31.38099	3.11988	6.39967	8.16222	1130.84816	35.59642	8.83111	48.52571	8.22089	0.00000	1.45047	7.67253	8.32183	14.80579	9.09525
20.88290	71.40865	9.61748	70.58770	46.67535	12.53875	10.06931	1105.39490	5.55575	13.09406	81.25615	13.12560	1.00000	0.47642	9.84379	8.92684	8.81872	8.87238
25.90504	59.59829	9.59950	44.75637	36.46917	10.91322	8.36948	1072.91970	10.78222	10.62118	62.15267	11.91494	1.00000	0.47348	8.53848	8.04079	12.55250	8.44167
24.06170	53.71970	11.78698	74.87122	6.15038	10.57597	10.59771	1119.14662	6.83042	12.53887	70.46912	10.28024	1.00000	3.94315	10.84761	9.65124	7.92436	9.20431
27.04058	46.76843	9.74436	10.93999	43.61058	10.38926	9.04454	1080.08372	1.33467	9.06105	53.61219	12.94726	0.00000	0.56538	7.66254	7.37605	7.74186	8.90466
23.97489	56.62213	7.73531	53.60941	44.75874	9.59949	9.49152	1102.63966	19.21437	8.10762	39.97408	11.33012	1.00000	0.10203	9.76250	11.09550	14.08437	10.41469
14.61359	49.45141	10.04883	68.01764	51.40148	11.17260	9.49753	1105.73590	-1.32471	11.64228	44.70216	11.00646	1.00000	0.75308	8.80740	11.35650	9.73704	10.01871
-4.79655	42.31246	9.20543	37.64092	41.57439	12.06972	8.57546	1197.11090	24.71204	11.27053	55.23325	12.24505	1.00000	0.33843	8.83588	9.51030	11.04967	9.38731
19.84590	47.69808	11.06565	45.73029	34.77453	7.07466	7.67062	1167.08162	-96.67834	7.06926	51.37698	8.11176	0.00000	1.93557	9.02982	6.52053	9.69355	8.09132
18.74577	37.58658	8.66933	50.93199	37.73604	11.62428	9.18715	1102.26698	-120.93549	9.89288	43.39997	8.56870	1.00000	0.25008	10.30758	9.46098	9.33380	8.60813
19.91597	49.09773	10.11900	48.12037	11.00599	10.12946	11.13371	1137.43060	77.5609	12.28097	45.05793	10.99243	1.00000	0.79363	9.68590	9.71777	5.89202	9.37457
22.67733	54.71316	10.16153	58.95186	10.12268	8.14510	8.14798	1088.33580	77.54372	6.09381	43.87172	8.24506	0.00000	0.80864	10.59846	12.03936	8.59934	8.32016
13.76935	41.96461	10.27887	40.01987	53.43333	10.22620	9.67315	1162.32079	-7.95	7.67634	67.63554	11.47059	0.00000	0.90963	11.11008	6.40942	5.90533	8.36577
18.63522	62.72219	6.75287	41.94774	8.62261	9.62843	8.78461	1163.05412	-70.20749	6.41434	22.09363	9.40741	0.00000	0.09099	9.03292	8.88793	8.92153	10.08122
31.42386	59.87860	8.42612	42.48197	42.35843	7.31374	8.56783	1159.89210	-71.05977	6.66382	68.12300	10.38477	0.00000	0.18362	9.85279	6.69752	10.68129	9.18259
6.47291	68.35816	8.70139	42.42651	42.97086	8.61878		1178.89194	-82.42491	7.20958	42.89875	10.70977	0.00000	0.20503	8.31452	6.36155	5.97575	9.03889
35.54590	62.80673	7.48405	31.50946	0.49113	10.67926	10.30551	1198.84035	29.47306	6.51585	14.08622	9.97552	0.00000	0.12181	8.38344	9.00816	8.57566	8.66489
9.92648	60.88370	9.63961	39.04576	51.95838	11.19265	8.85984	1176.97256	4.47124	12.47140	28.43376	12.19184	1.00000	0.48667	8.98699	9.60359	6.64390	9.14459
23.10186	51.48476	10.70998	57.54784	18.03496	7.84754	9.71897	1097.20140	-66.8499	8.92614	30.55909	7.00043	0.00000	1.38750	7.59577	9.47140	10.57792	8.81886
28.42082	41.44402	6.80857	40.25799	51.08468	8.51791	10.89139	1144.91738	7.11393	12.64119	51.84651	7.80652	1.00000	0.06500	10.01715	13.48900	4.51614	11.23168
6.20988	38.56541	8.20275	59.16744	37.31309	9.06581	7.59243	1129.23371	40.74357	10.67263	64.26399	8.14971	1.00000	0.19775	8.99619	13.24237	6.26973	10.41653
4.92884	67.31072	10.11706	40.89035	35.8	13.79850	10.19443	1094.38662	137.23333	11.95112	55.27341	12.12456	1.00000	0.78992	9.87700	9.70934	10.51287	9.07819
9.55879	61.56794	6.98956	27.32111	-6.25	9.69699	8.63005	1133.80060	38.66667	7.78625	37.92685	10.38469	0.00000	0.08673	8.20789	9.78742	9.99799	9.11081
8.09375	37.47086	9.28106	38.98162	-26.22861	8.33501	8.33712	1190.96608	-52.67056	7.94979	27.20176	8.47725	0.00000	0.34020	10.96404	10.15075	8.98651	7.80101
10.98254	49.70293	11.36961	36.17579	-10.91722	9.17989	9.45412	1105.91772	-37.65	9.00805	43.61992	8.70770	1.00000	2.60630	8.66505	11.69721	14.60166	10.47952
11.90039	32.83550	10.29604	48.12478	31.78336	8.14824	9.06997	1106.71398	35.23388	8.01199	34.96105	8.26025	0.00000	0.94175	7.89637	6.45577	11.04959	9.12280
9.80560	35.66359	10.75460	52.26955	50.23271	12.72233	8.64208	1122.47214	12.87117	9.48042	60.85137	8.70611	1.00000	1.43644	9.41402	8.92409	11.62376	11.03169
20.20028	59.73897	11.42376	34.54650	53.5942	9.65340	9.29481	1157.24546	25.8191	10.55107	51.37534	9.33635	1.00000	2.77636	7.49542	12.35796	10.54923	
19.06727	70.44674	7.31161	26.32231	-34.88422	9.19239	8.14169	1114.87199	150.60036	13.00033	50.07092	8.89816	1.00000	0.06571	8.48498	10.15179	8.61467	7.43124
19.64649	67.65994	9.30997	52.11022	52.14	12.77327	8.38533	1182.35221	5.58472	12.05285		11.97952	1.00000	0.36662	10.55437	12.86074	9.69819	10.59043
11.16947	50.88720	5.89868	38.90119	36.82167	6.35083	9.05420	1148.96939	128.63083	8.43423	56.34390	9.64576	0.00000	0.05230	10.18307	9.55675	11.30055	10.07471
12.05950	38.43419	8.46087	46.90381	37.05944	10.16978	8.22152	1068.04538	37.3825	10.90739	52.87119	7.18577	1.00000	0.16216	10.03342	9.00345	10.19187	7.75657
-5.86820	64.46431	8.01384	42.33514	34.95303	10.30588	10.60969	1188.20449	-120.43572	11.52630	71.28154	7.29726	1.00000	0.11421	10.53547	9.10341	9.42586	9.04532
2.58832	53.57385	5.30968	44.17037	19.21667	7.86973	8.62187	1086.83564	73.08333	13.47987	44.69803	7.73464	1.00000	0.07148	7.66049	11.57021	5.43193	10.55127
19.24859	53.48843	10.55693	20.92709	13.51825	9.92337	10.39993	1130.52682	99.95469	14.18565	41.69879	8.95988	1.00000	1.16449	10.60626	10.40473	11.33331	8.83269
13.17836	50.95486	10.08046	48.40354	51.40944	9.76883	9.82838	1131.50201	46.04833	8.44725	63.08864	11.93251	0.00000	0.76040	8.82503	7.09906	7.29636	10.35798
-9.11452	38.41488	10.03412		23.29549	8.01967	9.75606	1093.26246	113.82465	8.69558	79.07956	8.27534	0.00000	0.73739	7.72811	9.93387	11.05797	7.72608
15.32137	53.31786	9.78544	30.44828	42.16808	9.98822	9.22650	1156.56087	-88.42814	10.14746	48.92769	10.65372	1.00000	0.57526	8.34712	10.08207	11.51593	9.39704
20.83619	81.69972	10.90498	53.12844	-10.90889	7.27887	9.84702	1094.29417	-37.03861	8.35980	63.04070	7.10817	0.00000	1.64070	8.11155	9.32677	11.67776	10.79515
16.90532	54.52849	9.42284	35.46187	37.71715	10.43620	7.44249	1132.47386	-122.40433	10.11738	58.56794	8.70833	1.00000	0.40061	9.77958	10.65349	9.60718	10.23337
9.00162	26.16079	8.02622	65.35706	20.21322	12.13292	8.23694	1119.76786	-100.88023	8.83894	41.26725	7.30661	1.00000	0.16988	9.24370	9.07219	8.58844	9.51270
9.54133	33.08756	9.89079	63.39562	16.0438	10.59152	10.20138	1168.16982	120.4861	10.74833	33.99330	7.82899	1.00000	0.62771	8.71221	11.67376	8.63331	8.81692
3.64243	52.46045	11.24404	47.02579	40.58654	8.69675	11.31680	1082.03208	-122.39168	7.72799	27.95571	7.10004	0.00000	2.30556	10.39057	6.56497	8.98521	8.65694
9.25191	29.19947	8.98026	39.04779	45.53069	10.54727	9.40911	1121.23692	9.40531	10.27868	69.05384	11.62794	1.00000	0.28346	9.93464	10.61357	12.09131	9.45561
7.09142	65.36987	10.86171	41.22016	40.55851	10.35802	6.96236	1123.24477	17.80774	10.85958	62.96055	9.81915	1.00000	1.61377	8.73413	12.14207	6.22544	9.16146
0.05430	58.44916	10.82056	47.95495	14.46693	11.11548	9.25678	1182.86738	75.92694	11.54044	30.86859	10.84296	1.00000	1.52213	7.87753	10.16241	8.53076	7.00890
18.05779	32.13828	4.86053	52.03927	43.83125	10.01407	8.83991	1067.58726	5.03586	8.59571	47.26278	8.04932	0.00000	0.05680	8.76615	9.12091	9.72918	8.94068
23.97760	65.25453	11.02295	39.50744	46.67535	9.47320	9.01378	1122.84581	5.55575	10.81955	57.38672	9.78396	1.00000	1.84977	8.64121	10.81465	10.55867	9.61659
29.05295	56.76381	8.72398	56.74142	-8.05389	10.78564	9.51685	1166.54473	-34.88111	7.46587	41.19780	9.54182	0.00000	0.24015	9.52313	6.07120	5.87686	8.78398
16.75144	48.22804	11.32110	21.12851	23.0072	7.97126	10.22712	1119.31948	-82.4017	9.61650	69.38413	8.28744	1.00000	2.50390	8.60589	12.25814	13.62326	7.51859
9.36994	32.69598	7.44883	59.44383	0.49113	9.25483	8.94300	1198.77240	29.47306	7.75964	51.62297	10.53430	0.00000	0.13086	9.52573	8.80965	9.84591	10.15802
18.87696	47.16228	11.77939	54.50532	49.28669	13.91986	8.20830	1062.09506	1.00288	11.60435	49.93805	13.76995	1.00000	3.91310	9.68928	4.45621	8.28974	7.75381
29.10855	39.58366	12.05134	20.88914	32.65246	8.09961	8.57702	1130.97560	51.67462	6.60365	43.97606	7.54511	0.00000	5.10924	10.01207	6.43918	7.97408	9.32220
24.98935	49.05109	10.57957	39.24223	13.44581	10.21435	8.54268	1067.15989	101.18445	8.55343	58.80396	10.20539	1.00000	1.21408	6.74810	10.28052	12.41519	8.17698
9.50612	46.90649	10.87158	63.50208	36.46917	7.92327	8.39848	1099.73425	10.78222	8.84611	34.35764	8.22704	1.00000	1.60100	10.29262	14.55738	11.57452	8.94636
17.63802	46.27318	9.20480	50.48397	56.9083	8.80257	9.28619	1192.45787	60.8019	8.91187	50.68282	9.11758	0.00000	0.34841	9.85756	14.96342	12.56009	7.63061
14.11836	53.74814	10.03899	51.36278	48.15659	11.77327	8.05146	1182.32745	28.28489	8.93599	79.36897	8.63375	1.00000	0.76814	11.93394	11.49492	8.64993	9.45712
3.19835	66.63192	9.15688	41.97046	42.62833	10.72901	8.26777	1194.97495	20.89389	9.04942	35.33765	7.40645	1.00000	0.34138	8.53893	11.15806	8.46055	7.61135
30.99586	53.32928	10.25548	36.20078	12.74482	10.06094	8.57054	1123.79899	4.52514	10.75041	41.49758	10.03939	1.00000	0.89397	9.46029	11.65076	10.49357	9.07885
21.08790	27.82290	8.56017	56.62074	37.95143	10.92574	8.44947	1156.92249	-91.77127	8.95288	23.72275	7.44307	1.00000	0.20348	10.60778	10.35977	8.39857	7.75546
16.16844	55.40983	9.08072	54.87518	32.35126	9.59348	9.12574	1128.14204	-95.30106	9.41241	36.35264	10.75767	1.00000	0.29905	7.42712	11.88036	10.78663	8.79715
20.07368	53.09051	6.59028	63.95983	45.9836	11.20907	7.78638	1185.75853	12.70038	8.84665	67.96691	8.06537	1.00000	0.08830	8.79725	9.69904	7.22260	8.99693
27.58526	64.24606	6.16880	51.20511	40.81	9.59638		1147.02352	-73.9625	12.08109	52.45112	8.96433	1.00000	0.05526	10.14845	11.03919	6.32360	10.67166
15.67592	38.88745	8.26826	62.91314	48.07667	10.53756	9.48309	1117.99549	8.64409	10.50426	53.40219	6.84409	1.00000	0.15137	8.71657	10.79401	7.61235	9.23726
24.77934	35.99518	8.17699	47.24629	52.31333	12.65494	9.20243	1140.06774	6.92917	8.90883	66.24440	10.65624	0.00000	0.17508	9.73327	6.26841	6.48449	8.96819
4.50841	44.41732	7.86748	45.81694	41.48199	6.92309	9.82219	1077.56730	-81.79819	6.25794	29.42095		0.00000	0.14150	11.69833	10.92317	11.37881	9.80008
4.74410	62.44711	5.56014	50.49856	53.43333	9.09815	8.48992	1119.20549	-7.95	12.35155	42.32343	7.97044	1.00000	0.04533	10.08363	11.46009	5.12830	10.22706
23.64688	55.94334	7.42494	43.13462	52.2	10.03834	10.58715	1097.54868	8.63333	10.10137	31.82252	7.79581	1.00000	0.07866	8.21423	10.12496	8.16528	7.99160
28.17080	67.39925	10.03779	55.82231	42.819	9.68874	10.40430	1194.93448	47.1192	11.50618	34.63160	10.57842	1.00000	0.70817	8.69367	10.07780	9.31389	9.44464
15.69758	64.45781	7.84005	46.22056	26.2649	9.57258	9.99862	1121.58032	81.54855	6.88488	74.76229	10.67918	0.00000	0.13036	8.59005	8.00180	8.00964	9.20510
27.09953	46.16713	7.00948	58.42776	48.8222	12.70307	8.71286	1146.72345	2.12213	9.41586	26.06148	9.23235	0.00000	0.10042	7.90512	7.59259	7.76097	10.00795
14.77803	45.93842	7.76617	38.90104	43.91452	10.10169	6.88274	1163.04012	-69.96533	11.23435	31.94476	7.99962	1.00000	0.12772	9.06563	12.35297	6.10174	9.75830
10.29078	51.19836	7.43889	39.70641	51.26	10.53810	9.48439	1054.86744	-2.1875	10.58005	45.09011	6.62248	1.00000	0.12042	9.47933	10.04087	7.50696	8.36643
9.94475	74.72564	11.66566		40.64621	9.11038	9.07860	1111.24948	-73.97069	10.31009	50.17564	5.68858	0.00000	3.49353	9.06777	6.64726	10.17803	8.22000
29.30894	47.72588	10.39210	25.23608	29.65163	10.89019	10.22808	1103.04518	-82.32483	10.38153	18.84250	10.36254	1.00000	1.02179	8.65506	11.35846	11.54192	10.24382
26.62363	51.43468	10.43224	37.63815	34.25	7.65486	9.87111	1085.69873	135.31667	7.21710	64.80035	8.78102	0.00000	1.06803	10.13307	7.30214	10.21886	9.95674
6.29300	51.01978	6.73952	58.11658	-25.42778	7.71852	10.67108	1172.32879	-49.27306	6.19112	40.11953	9.96868	0.00000	0.08094	9.73094	8.78049	9.12174	10.06216
-3.69836	64.27728	6.62329	31.07346	39.96348	10.17500	9.12256	1164.50824	-4.83076	12.02926	51.91626	7.71035	1.00000	0.08310	7.34446	9.29359	8.05977	11.22223
3.68119	46.02707	10.73297	53.89948	48.79325	7.89801	10.05494	1166.31711	2.29275	7.67532	46.99427	7.87853	0.00000	1.40589	9.30796	7.14088	9.41916	10.50508
6.00205	64.56713	8.71201	41.90485	34.81667	11.79432	10.32116	1088.37700	137.4	9.27006	56.33044	7.63308	1.00000	0.21363	8.28295	9.65587	8.86727	8.93447
9.98471	49.78383	8.69675	56.85396	42.24113	11.72902	9.74804	1127.74784	-88.3162	9.02031	48.74808	11.21747	0.00000	0.25027	8.44547	8.27511	7.75664	8.87996
24.89560	52.22923	7.98921	42.90059	38.45598	10.44382	9.25686	1085.74998	48.87498	11.79548	41.18478	8.01360	1.00000	0.13668	10.30549	10.13797	8.32844	7.66973
23.25981	38.36059	9.02215	43.53681	33.44872	10.88908	7.22214	1056.65644	-86.78777	11.62881	63.98805	8.14910	1.00000	0.28008	8.43842	10.92383	8.47552	9.31244
22.05433	65.49816	12.20545	67.04589	13.48082	7.47577	9.56883	1112.70831	-86.58208	11.29800	36.69253	5.58878	0.00000	5.98458	9.71792	9.15236	13.34415	9.14468
16.43411	54.13294	10.05939	28.49058	36.19278	12.34538	8.87441	1095.26228	117.65694	6.16387	50.09289	8.65734	1.00000	0.75731	10.37104	11.90779	7.98752	10.73200
15.43712	56.91621	8.05858	30.83536	25.80565	10.17678	8.14232	1190.53450	68.49143	6.75497	31.45927	10.67581	0.00000	0.14434	7.92289	7.80909	7.18471	10.55475
12.25429	76.80633	8.96652	32.78464	19.32889	11.62365	8.80797	1167.58176	-99.32556	10.22811	56.00230	7.08285	1.00000	0.28281	9.76066	8.27937	10.57527	8.90591
14.82919	34.03275	12.96993	43.90299	35.89972	8.62524	9.63483	1145.20633	14.51472	9.02801	30.08139	5.59791	0.00000	12.73940	10.07945	6.77133	8.51147	8.49660
18.54146	39.86532	10.72913	62.65822	53.83333	9.11653	10.18043	1198.48868	-2.98333	11.04682	65.43654	8.93484	1.00000	1.39907	6.66070	12.89341	7.14672	8.99571
19.11120	47.22828	6.70502	37.44686	48.79325	10.82115	9.10820	1133.52699	2.29275	7.61561	49.16277	9.95894	0.00000	0.08485	9.03971	9.81821	8.93786	9.38740
8.61685	43.02599	8.48828	62.44936	40.64621	12.06347	7.16661	1168.93284	-73.97069	10.30553	67.88902	9.23078	1.00000	0.18516	10.12761	8.89999	9.65310	8.36150
26.85324	63.18020	8.21547	48.89057	32.05971	9.97005	8.73925	1109.42662	34.8732	7.37915	57.58198	9.86091	0.00000	0.16627	7.91683	7.93392	7.53564	9.25670
36.39407	39.87968	11.00692	47.37281	-8.99167	10.96103	8.85952	1199.57212	125.21972	10.09762	54.26610	10.24447	1.00000	1.81299	8.37916	9.41211	13.15600	9.90963
7.58656	48.35363	10.18267	55.76400	-10.91722	6.75645	8.85885	1095.99447	-37.65	5.29595	67.69370	8.61233	0.00000	0.82912	7.70228	10.37626	8.71841	7.57331
21.22418	83.63235	12.11576	65.36830	43.91452	10.70460	9.20228	1097.04759	-69.96533	9.65455	47.60290	9.16028	1.00000	5.42517	10.50866	10.91446	12.29860	8.92056
18.23280	67.20413	11.86593	71.24448	52.71083	9.09920	8.21268	1195.53018	5.74861	8.01866	36.89306	8.82982	1.00000	4.25176	11.53343	10.08766	10.59001	7.95010
-15.41579	66.37072	7.18842	42.38245	13.65805	10.58397	9.05749	1172.23762	102.56365	10.44881	59.61659	7.71314	1.00000	0.08461	9.45989	9.16641	8.49514	8.35844
0.82987	49.12262	11.22512	33.45720	33.52253	7.63524	9.75557	1056.64073	-117.70755	7.05100	45.57652	7.57858	0.00000	2.23562	9.10162	10.34721	8.75910	7.27817
50.53615	48.09552	8.64440	57.12335	45.79377	8.18809	9.95280	1133.19748	8.88104	5.75825	45.56176	10.55605	0.00000	0.22418	8.95787	6.53171	9.51514	9.15699
11.61222	78.30715	11.75050	46.45964	41.24255	9.39918	7.86757	1170.59644	-82.61573	8.89222	23.52137	6.17432	0.00000	3.78867	8.31390	7.77648	9.00689	9.89804
7.10641	39.17903	9.73887	58.11938	58.1908	8.69927	10.63553	1182.24850	40.17171	5.64248	35.06400	8.82065	0.00000	0.53768	8.99953	7.64697	7.49919	9.25592
26.75708	54.07066	8.76949	50.54845	9.82564	10.76887	8.99494	1156.14810	78.25795	11.79252	39.38758	8.55544	1.00000	0.24989	8.64917	10.00759	9.35193	9.91058
10.44237	31.56595	6.77424	39.57138	10.29085	9.90852	7.96178	1168.73582	105.75635	10.73247	46.94281	6.99323	1.00000	0.09093	10.48171	9.32727	8.16243	8.25134
25.77101	54.89045	12.07385	32.20366	51.88333	8.51430	9.99663	1154.16267	8.51667	8.11761	46.14126	6.72258	1.00000	5.23394	8.75196	5.21430	9.94286	10.24357
16.09020	56.03788	9.97035	54.39647	25.49043	8.91079	8.54139	1072.09753	85.94001	7.57175	66.73544	10.16833	0.00000	0.67951	8.44176	5.51326	6.18982	9.59142
21.96353	45.59653	6.35389	39.11922	40.66482	9.59999	11.79226	1114.04304	122.22833	9.49463	60.24666	7.38164	1.00000	0.09178	9.59472	11.44081	5.72554	7.05290
18.79138	27.89400	8.58619	49.11892	51.39148	11.63999	10.12628	1153.30254	-0.29825	7.41612	44.75042	9.35224	0.00000	0.21753	8.48309	5.68156	4.60415	8.58054
4.87491	84.17068	9.25020	47.70968	50.80019	8.44574	8.05490	1125.58205	7.20769	6.62119	70.26658	9.48749	0.00000	0.34614	8.44318	7.87524	9.31973	8.74014
17.07155	54.86396	12.10597	50.66093	52.09	9.96623	8.92703	1074.33007	5.23333	9.15192	53.22561	9.29330	1.00000	5.40307	7.79963	10.45805	10.93373	9.95503
-1.61965	45.03479	11.89601	51.33357	14.93333	12.33927	10.56843	1146.83219	-91.11667	12.41780	58.18623	10.67001	1.00000	4.39805	8.57072	11.33015	7.74047	8.65061
5.75951	59.43305	9.22972	56.30667	43.4125	11.19255	8.97557	1062.83110	23.225	12.44857	41.87100	9.45262	1.00000	0.34319	7.73643	10.59040	9.20294	9.36812
21.28128	47.67002	7.60148	56.95371	42.35843	10.89908	9.50226	1152.23649	-71.05977	9.57423	49.36465	8.02697	1.00000	0.12815	7.93960	11.10968	6.79326	10.42125
4.83394	52.48563	9.44174	72.16659	56.03361	11.20288	8.96531	1116.06141	35.96944	10.71170	28.99362	8.83292	1.00000	0.44641	8.49144	10.31967	9.53201	7.29053
-0.27322	42.48294	10.08881	43.94818	-22.97056	8.68965	9.00272	1110.43169	-46.99583	7.89225	32.52268	9.02614	1.00000	0.76920	10.87861	11.97455	13.10470	9.65770
-15.03341	25.22302	9.91117	35.63601	36.21544	6.38515	10.66010	1184.87464	65.93249	7.90272	54.55289	8.72598	0.00000	0.65044	8.97772	8.58740	13.26171	10.14009
30.53432	59.83700	10.12361	51.08363	1.6	7.87214	9.40409	1152.09520	103.81667	5.99806	54.65746	8.97085	0.00000	0.79235	9.76487	7.60118	9.10769	10.35469
11.34554	50.00317	8.30875	56.27627	22.10194	11.80734	10.00790	1073.25208	85.37752	8.37749	7.89095	9.71830	0.00000	0.15451	11.89167	8.01302	7.53191	9.66394
19.91869	62.15092	7.13176	46.78833	52.61131	9.72753	9.62186	1162.13230	13.31783	11.59675	56.58502	7.21595	1.00000	0.10070	8.24641	9.41829	8.60358	7.43752
-9.77567	61.73164	10.33933	34.22857	44.85278	8.46362	8.43061	1182.62976	65.50917	9.54255	51.14882	9.32555	1.00000	0.95379	7.37146	12.67933	8.48436	8.40550
-2.01838	51.22047	6.53704	31.98157	48.79325	9.61838	8.02521	1050.84093	2.29275	12.01043	70.67671	7.27111	1.00000	0.07372	9.50081	10.35063	6.85698	9.84621
1.86861	48.03666	6.34096	44.31522	32.55531	9.25498	10.57407	1057.80721	76.12647	8.14584	72.42075	10.76235	0.00000	0.08911	10.08906	8.23887	8.21476	9.69339
28.08489	66.68922	9.23178	60.83944	40.34912	11.82637	9.56783	1089.24878	-111.90466	9.05168	53.31982	8.34068	1.00000	0.33057	8.38945	9.54104	9.65858	10.06626
25.77986	83.01149	10.42320	64.00079	10.29085	12.30966	8.35168	1158.56767	105.75635	13.25477	33.32062	11.27205	1.00000	1.03443	9.38700	11.12881	10.03932	8.63159
2.39709	55.06805	5.74984	60.75795	37.30553	13.24115	9.53389	1168.48761	120.82747	10.22765	74.41579	9.06419	0.00000	0.09129	10.54254	8.41701	8.15549	9.02123
7.62436	54.03584	10.55724	36.70053	53.83333	12.32868	9.95203	1187.29281	-2.98333	11.44436	41.12386	11.94916	1.00000	1.20470	9.20763	8.94041	11.98866	8.64135
27.16296	46.34114	9.60137	45.53287	41.48199		9.95300	1140.41464	-81.79819	6.66155	55.31734	8.54344	0.00000	0.46902	6.29458	10.03403	8.25600	9.59894
5.48581	68.00663	8.39908	41.49345	-21.44236	8.42417	10.77767	1108.00944	27.46153	6.80132	49.49533	9.24585	1.00000	0.17111	10.52671	13.16626	15.89483	8.56298
22.29074	37.23614	6.92118	37.18924	51.168	9.61687	9.91254	1155.14025	7.973	11.44167	57.29019	8.96343	1.00000	0.10159	8.88613	11.69876	6.46907	11.33389
29.07822	49.86827	8.59196	36.07011	54.90083	12.60329	8.34611	1092.07891	38.07083	12.01499	50.77566	13.16935	1.00000	0.21514	8.12099	9.45994	13.47573	10.69819
-1.54275	56.98766	11.16375	45.79553	51.955	7.90512	8.60820	1157.77525	5.22778	8.24511	38.23859	6.96410	0.00000	2.12694	8.47764	7.92993	11.41478	8.81318
9.37624	67.84012	9.62951	33.56669	3.7278	11.57379	7.90558	1133.95448	98.6738	7.29487	34.06379	13.19466	0.00000	0.51500	9.14143	7.22437	6.65802	8.70465
15.31092	50.67215	11.00027	57.28253	37.19723	10.50032	8.01765	1056.40406	122.05228	10.77420	62.20722	10.13954	1.00000	1.82761	10.69017	12.53957	11.86424	9.14208
29.96061	54.99222	6.03979	27.58505	-5.41667	9.40953	9.47460	1078.36289	38.01667	7.62311	43.18306	9.18014	0.00000	0.07875	8.09809	8.58120	9.67725	10.65045
13.69992	54.73779	5.93587	32.47309	44.75874	9.32633	9.81714	1110.87657	19.21437	10.76311	48.57824	6.55595	1.00000	0.03715	10.75569	10.02191	6.61717	10.29520
23.47130	77.17449	9.69873	41.78859	47.80527	6.96844	10.51430	1167.94757	-122.24064	6.29864	70.83158	9.52633	0.00000	0.52494	8.90325	9.86186	11.24981	10.59608
41.16810	51.56672	6.04482	31.38670	-10.90889	9.76000	8.94788	1125.70822	-37.03861	11.19247	65.09059	7.02915	1.00000	0.06586	10.06507	8.64931	8.01747	7.74969
9.65806	44.01090	6.26919	45.35968	36.76639	12.16697	8.52612	1198.57131	3.47717	8.81864	81.30439	9.46932	0.00000	0.08803	11.64009	8.49696	8.59979	9.74212
26.76101	66.58677	10.61235	32.56786	53.37596	8.07311	10.27118	1109.51072	51.3452	9.20187	46.27138	7.22817	0.00000	1.27178	9.20379	7.14639	12.48809	7.45003
-4.29764	53.92785	7.48991	26.87921	36.65	9.10051	6.18972	1092.68153	138.31667	13.27184	10.25868	8.20095	1.00000	0.12913	7.48281	11.81297	6.82455	8.13111
24.58283	75.89755	10.58558	62.44534	-8.66667	12.95130	9.01243	1058.18870	-35.71667	9.98386	46.54289	7.19135	1.00000	1.23114	9.75363	9.52812	10.05948	8.35168
-3.15614	72.97567	9.15480	41.80752	40.64621	6.14317	10.33399	1083.03887	-73.97069	9.80698	44.71244	8.37008	1.00000	0.34524	10.01260	14.29742	7.07052	9.21734
15.17723	63.56216	13.14306	37.53097	50.80019	10.18388	8.46635	1057.87167	7.20769	8.66897	70.73690	8.77570	1.00000	15.14469	10.18304	9.14329	13.74584	8.66457
7.72142	51.98863	9.55803	63.17570	4.73245	7.07107	8.06628	1118.32330	-74.26419	7.00975	54.68857	8.41840	0.00000	0.47565	9.97369	9.53563	10.26574	10.13659
12.28780	53.54998	6.31880	47.88574	40.5576	9.78839	11.13321	1110.92678	-74.28459	10.62489	33.48937	7.84609	1.00000	0.09196	8.72927	10.40795	6.73663	8.65205
23.91439	43.43647	5.76839	40.19476	6.95194	13.14556	8.77077	1062.03139	121.96361	9.49740	35.50893	9.03745	0.00000	0.06312	8.54350	9.49496	8.28090	7.79658
28.58209	32.22012	11.74761	33.34444	25.49043	11.47907	8.74974	1086.03096	85.94001	10.11920	26.71109	10.48311	1.00000	3.76347	8.89773	8.60913	11.26985	9.35382
12.83768	52.17762	6.10411	48.29133	51.14942	9.80519	9.61085	1180.45267	15.00835	11.11338	31.37042	7.55045	1.00000	0.07491	10.91403	8.95203	8.01682	9.61246
24.35142	68.86870	10.53106	43.87847	42.97086	8.53179	11.09896	1178.22736	-82.42491	6.78436	63.61155	8.30741	0.00000	1.15306	8.25293	6.28585	8.41525	9.09005
