CO	warning	CH4	H2CO	C2H3NO5	PM10	CFCs	O3	Pb	NH3	longitude	SO2	PRES	PM2.5	PAHs	latitude	TEMP	NOx
5.83861	1.00000	4.50351	68.61183	0.31507	5.65897	51.72053	6.20127	74.82205	5.97585	-1.08593	9.88352	1123.33464	6.94551	4.88223	50.79205	-3.34172	6.40435
5.74061	1.00000	4.55915	44.77028	0.70560	5.26832	51.74859	6.83168	43.81230	3.98194	-1.99421	8.06437	1184.26623	5.98876	6.46097	51.35084	12.45820	8.59458
7.68287	1.00000	7.87314	48.28842	1.06763	7.22370	59.00436	6.86907	31.76700	10.17117	152.70493	6.58642	1177.51463	7.47307	7.44855	-25.54073	10.16666	8.01264
6.43213	1.00000	10.22036	53.33237	2.97235	9.24174	64.63483	9.96996	56.24925	9.38767	18.69303	6.74846	1117.53360	7.02040	7.07457	12.18441	23.05587	5.47102
7.64830	0.00000	9.61390	53.51022	0.68856	6.00695	51.55994	9.97698	45.57495	5.54779	130.94098	8.30933	1062.07951	5.57324		33.3213	11.73921	7.91548
7.18655	1.00000	8.56544	54.77756	0.80531	7.72923	57.10021	5.51797	57.09344	8.73198	109.3243	3.83656	1063.84450	7.16918	8.15396	-7.0981	-5.83062	7.15760
7.68367	0.00000	9.99849	44.50883	2.76165	9.18442	36.95537	8.27594	25.21694	8.75243	-13.68778	5.19143	1141.54050	7.24540	4.11851	9.535	9.51410	7.48357
7.66347	0.00000	5.13033	47.80975	0.82782	6.62878	23.94243	9.42998	25.35272	8.76189	76.0586	8.22775	1130.66068	7.59126	7.66541	16.06213	13.37726	6.01509
7.06291	0.00000	9.72937	47.59557	2.12762	8.71042	33.90945	8.32063	67.95099	7.97318	8.88104	4.99945	1132.44562	5.90490	5.29350	45.79377	12.69947	7.98100
6.88925	0.00000	9.19306	58.03022	4.89799	9.79097	44.04880	7.92016	52.68908	8.70102	76.32756	6.51974	1194.92267	6.69032	6.25146	9.57046	14.08407	5.07378
6.19943	1.00000	6.50505	39.13360	0.50870	6.30562	31.76449	5.85905	47.62904	6.20214	9.17702	7.94711	1176.70503	5.41031	9.19068	48.78232	22.00348	7.34224
6.34583	1.00000	8.84076	52.27676	1.44955	8.48922	39.74885	8.92908	56.63285	9.95549	-86.57415	6.17738	1145.44392	7.87729	7.44126	15.48131	19.36744	5.25150
7.13232	1.00000	4.30903	53.78746	0.50020	6.34004	44.42208	6.56587	65.20375	3.86046	-48.29694	9.15380	1187.34824	7.23563	4.81321	-20.87306	9.44814	6.17805
7.28199	1.00000	10.62292	33.31271	2.99690	9.18301	38.21938	9.39250	27.04174	10.02332	-38.79084	5.91081	1155.83924	5.82121	6.62368	-10.95817	14.39634	6.25622
8.59475	1.00000	8.00565	64.99084	0.93739	5.83683	46.19062	4.61711	52.88362	6.75365	27.02444	9.60015	1102.26526	6.32555	9.24147	39.59611	12.96886	6.88601
7.69509	1.00000	6.20963	61.11292	0.62352	6.50827	40.38927	5.42370	40.20838	5.71946	67.84222	7.63486	1162.71943	6.64186	9.18500	40.11583	24.63134	10.06142
7.44267	1.00000	6.78522	36.00848	1.93885	8.74093	45.44996	6.54030	51.79856	8.00878	-0.76667	6.67725	1159.90248	7.46874	7.55304	53.38333	12.44192	7.64984
6.38896	1.00000	6.02864	61.14092	0.84846	5.87976	71.21663	3.69015	47.60749	5.54956	-122.39168	9.37345	1181.12129	6.74367	7.76723	40.58654	1.88066	7.72639
7.48547	1.00000	7.22711	60.32035	0.68474	6.88481	37.91044	6.10267	35.71086	9.39799	-82.90375	7.13531	1185.32977	9.72271	8.95977	32.54044	22.59460	7.18536
8.82628	1.00000	4.97298	23.69047	0.47805	6.13944	47.10892	5.02876	53.43203	5.72171	-76.78319	8.82523	1188.55739	8.01483	6.76192	18.00747	23.17270	6.80464
6.02464	0.00000	6.23129	34.92892	0.59898	5.99148	54.61423	8.54797	58.10135	8.07052	10.5511	8.57182	1099.50542	5.85188	8.55163	52.47774	26.85374	7.83006
7.72793	1.00000	9.65626	49.56130	1.28495	8.09103	28.43611	8.67503	53.85890	8.94983	-15.58602	8.06671	1175.91040	6.13405	7.72546	27.76056	15.17153	7.67034
5.56204	0.00000	6.20933	23.31872	0.84983	7.24672		8.22643	31.01099	9.48740	-42.29444	9.78550	1060.95875	8.90418	5.95108	-4.24444	24.98292	5.46060
	1.00000	8.42438	50.74048	1.68072	8.45926	49.29000	7.48238	80.73396	8.87325	-49.27306	6.71880	1170.43851	8.06011	8.12743	-25.42778	17.93182	6.18050
6.55555	1.00000	5.74899	58.14800	0.73544	6.79307	41.78734	4.96103	75.85936	5.92184	-48.67028	7.80089	1132.93168	7.68347	9.26659	-28.24	29.87468	9.29137
7.25667	1.00000	9.14845	31.32359	1.72004	8.55942	40.03952	8.55649	74.31877	7.64261	-6.00137	8.53710	1185.57318	7.23596	8.85879	33.42585	4.51237	6.96476
7.30273	1.00000	7.30261	43.06718	1.17484	7.93647	28.89657	8.53319	74.12217	6.69489	-82.90375	10.17210	1096.11993	5.74881	9.53729	32.54044	12.97558	8.48066
6.25480	1.00000	4.16558	44.44563	0.64393	5.70127	50.56507	8.05159	75.14873	4.75449	24.04142	6.93500	1084.80614	5.31654	7.76834	54.39635	23.39541	6.92865
5.18247	0.00000	5.03981	47.50651	0.56077	5.80753	36.10964	9.21061	78.29350	8.96659	-73.89875	7.53931	1194.12059	7.05379	10.26471	40.93121	38.65130	7.32687
6.73891	0.00000	10.29232	29.75701	1.11876	7.89898	56.51324	8.96109	35.20785	7.32439	-2.31938	8.03658	1070.28873	5.61227	6.68622	6.46346	20.24553	7.66114
6.37900	0.00000	4.96290	51.51048	0.39004	4.34951	33.68303	8.16462	44.58103	8.89806	-0.74934	6.14091	1153.58789	7.04779	7.46313	51.62907	0.70741	5.93086
7.24067	0.00000	7.06700	49.95382	1.85380	8.52759	49.45911	6.89307	65.51073	9.29401	85.83334	3.14787	1156.53575	6.90376	5.55216	20.88197	7.36211	5.86571
7.24531	1.00000	10.42967	50.31849	1.44301	8.31510	43.83418	9.60370	46.91863	10.13114	5.16108	4.54349	1053.23173	6.05976	7.41041	48.77275	17.78355	5.34247
6.62754	0.00000	7.46915	58.23157	0.46232	4.88582	73.68261	4.29669	46.94712	7.25401	3.55665	9.18631	1055.02885	7.85050	10.38858	36.72544	14.20178	7.83151
8.37337	1.00000	5.06583	50.98999	0.67135	3.96336	40.18317	5.30976	43.67169	4.71784	-77.37331	8.65685	1070.69385	6.78469	7.26047	37.60876	7.48536	7.41813
7.69232	1.00000	9.26746	52.11574	1.43067	8.32011	85.89652	10.80798	71.94727	8.85858	-5.53715	7.16764	1186.30391	8.77389	8.22253	50.11861	12.00865	6.90032
7.01067	1.00000	6.01592	29.91092	0.48412	5.96655	32.30593	7.36823	51.83637	3.24813	128.62667	8.55021	1130.14535	7.23396	5.83433	34.8825	26.02359	5.55897
7.80652	0.00000	9.30075	52.77806	2.45071	9.05017	45.08949	8.54347	52.02142	8.26765	10.03478	6.74493	1072.50652	5.98004	6.34400	37.16911	22.31510	6.78748
8.46569	1.00000	7.07243	41.22424	1.21140	8.10316	48.22720	6.07398	48.77721	9.23580	-41.45861	8.46858	1193.40195	8.83034	7.83997	-4.42472	11.56060	7.65348
6.79461	1.00000	6.86452	50.61288	0.79241	6.60154	59.97291	7.30367	58.34844	7.68088	-40.7475	8.78135	1090.47522	6.52945	8.88002	-4.16694	4.81641	7.20112
6.58528	0.00000	6.07662	24.47679	0.74748	6.63616	50.96741	8.74853	72.19780	8.68499	35.34722	9.07546	1118.15567	7.07610	9.29329	-23.85972	18.80814	7.46147
6.57440	0.00000	7.36235	32.87550	1.81093	8.64971	43.35492	10.41970	52.75792	9.74157	123.33471	5.66250	1150.78407	6.89271	7.64663	8.56697	14.50937	5.87507
6.95715	0.00000	8.96893	64.17833	2.56771	9.11776	49.04412	7.56789	83.45187	7.86611	-121.75689	5.97556	1126.71940	8.39328	6.47559	36.91023	-1.38559	5.57660
6.46715	0.00000	10.09252	48.89169	4.39230	9.61572	52.89613	9.05372	65.91107	8.88001	9.02596	7.37735	1109.27899	5.95087	5.90956	48.21644	18.68512	5.89205
6.28113	0.00000	6.25863	53.51160	0.76511	6.20473	31.42985	7.33195	60.85919	9.09418	112.23109	9.28232	1082.02745	8.13576	7.13162	-7.57897	18.27012	5.59635
6.00332	0.00000	9.82276	44.97222	0.30864	6.51551	68.02399	8.74733	30.75069	5.75620	-1.47217	8.10030	1061.86745	7.35460	3.89455	53.46506	5.58107	8.07560
6.66003	0.00000	5.46265	53.02385	0.87904	7.14181	41.77298	7.34159	44.07682	7.98921	-48.67028	9.70788	1147.96281	7.16746	7.02680	-28.24	14.76989	8.26156
7.45968	0.00000	5.67197	48.23996	0.75015	7.16424	31.67245	9.32965	63.89416	8.32708	135.31667	9.75741	1109.60313	6.20802	8.66935	34.25	-1.08101	4.80601
7.42739	1.00000	3.38197	42.18831	0.68796	6.56094	56.74791	7.25658	58.86788	5.06240	38.01667	7.91189	1079.71224	7.57232	5.78012	-5.41667	25.44957	6.01157
7.76402	0.00000	5.38950	41.91271	0.62762	6.60522	54.83159	7.26273	53.06957	9.30314	150.60036	8.60123	1092.57885	6.29625	7.27243	-34.88422	16.97476	6.41466
7.26809	0.00000	9.14398	49.51560	1.44403	8.32389	44.29708	9.43085	64.46538	6.52660	38.02486	8.62584	1060.02952	5.34702	6.41027	55.64776	23.40699	8.39332
7.27838	0.00000	5.30605	45.87852	0.62967	2.73401	40.85746	6.60001	50.76878	7.42951	-71.8023	6.01591	1144.68522	7.82965	7.05554	42.58342	28.47291	8.54631
7.56876	0.00000	6.67769	32.89806	0.51350	6.73851	36.92618	7.49913	70.78365	7.78579	-89.71472	5.29618	1142.96059	5.78439	4.25815	13.73417	-3.44065	7.47049
6.62267	0.00000	6.25328	50.93738	1.47115	8.37439	48.72655	7.34602	37.60271	7.83052	91.00632	5.97537	1148.91429	7.25755	6.14019	26.32293	15.12194	6.69872
6.24447	0.00000	10.03232	60.05085	3.65447	9.49383	41.60596	7.64600	68.52386	9.69886	76.92421	3.51313	1132.36128	6.00604	4.90447	60.97944	14.64243	7.73000
7.67672	1.00000	4.99311	41.62481	0.59688	6.68696	32.18310	7.38005	63.86404	4.88779	137.36215	8.34296	1190.04221	5.58173	6.87896	36.75965	5.37064	5.63605
6.34512	1.00000	2.06282	48.10567	0.41341	6.18372	34.14159	6.59139	61.96248	5.16002	16.86194	6.30536	1164.57189	6.66436	6.87783	54.58048	14.57737	6.34092
6.11841	1.00000	4.80994	43.04783	1.00057	7.26442	61.77657		57.11451	5.45285	72.85107	6.89753	1168.66956	6.33554	8.00069	19.30157	9.18929	6.37389
6.15357	1.00000	2.28072	40.39810	0.50859	5.01614	66.74988	4.48466	49.73354	6.41671	-0.76667	7.75142	1125.08638	7.62584	7.21649	53.38333	16.10540	6.04562
7.38633	1.00000	7.23525	62.38432	0.89133	7.31282	54.61914	6.04414	46.91624	4.81831	-105.36369	8.98451	1188.72732	8.00101	7.28447	22.49396	16.08848	6.30241
8.13670	0.00000	5.08897	49.07015	0.77187	7.13396	44.30006	7.10890	75.15252	7.14655	76.32756	10.13710	1132.63431	7.08077	10.90849	9.57046	21.03154	5.71903
8.21027	1.00000	9.17100	67.26638	4.31451	9.71185	28.83547	8.71501	49.53550	9.73503	30.98551	8.55777	1112.41210	7.90801	6.49626	2.41669	5.90681	8.32885
5.76642	1.00000	8.51612	45.06718	2.06481	8.80506	57.12417	10.93378	68.35537	9.88319	-84.50855	8.13755	1067.07732	7.77472	6.87376	39.08367	15.91840	5.19180
7.52354	0.00000	5.45481	53.75871	0.57772	6.07519	53.47157	8.37398	51.62633	9.33147	38.07083	8.18332	1147.83870	7.50184	8.08416	54.90083	1.23908	7.54835
7.86902	1.00000	8.93128	42.84522	0.69470	7.19569	83.76461	6.58156	51.04647	9.49674	120.14278	6.22775	1136.50030	7.68602	7.40219	32.50611	20.11348	7.41678
5.68763	0.00000	8.01447	81.83785	1.75955	8.58744	42.24489	8.18152	41.15515	8.68049	-82.42491	5.01573	1066.48532	6.88605	5.41155	42.97086	12.49898	7.68724
5.39929	1.00000	5.95745	27.78709	0.54991	5.75439	48.89242	6.38884	9.58457	5.18137	76.0586	8.24878	1123.64960	6.80144	7.79887	16.06213	21.84454	7.29417
7.27958	1.00000	5.68186	41.28505	0.59893	6.21283	45.57159	6.52728	65.05425	5.68112	9.37082	8.15658	1195.76969	5.71725	7.49133	36.08497	9.51199	6.17817
8.42415	1.00000	7.97168	54.24937	1.58208	8.37066	67.11630	6.66696	28.42129	6.06873	12.16179	8.30654	1103.29914	6.84149	10.37391	48.52961	22.54611	6.06665
8.03652	1.00000	9.74408	39.60141	4.20175	9.61002	21.23356	7.65509	47.66928	9.51867	139.55722	5.51840	1179.86495	7.22508	7.02116	36	5.94386	6.64578
7.63526	0.00000	4.95236	28.71831	0.58791	5.19818	47.24649	10.06891	50.77735	8.29614	5.16108	6.91244	1073.07732	8.34559	9.64298	48.77275	32.88006	8.48546
4.42338	1.00000	7.91772	64.30951	0.97647	7.06260	52.91386	5.58490	45.20745	5.21446	-2.77259	9.55421	1109.04387	7.34732	7.63356	37.49073	31.24369	6.05019
7.04359	1.00000	9.39757	40.75003	1.58314	8.27916	51.12130	7.41967	57.80904	9.35946	-4.22398	7.58155	1169.97987	5.69635	6.05210	57.47908	22.54189	6.76482
5.65005	1.00000	5.56364	47.04879	0.50402	4.55220	62.58271	3.06165	67.98835	5.56033	-1.60452	9.16894	1109.80310	8.36878	8.25461	42.06166	11.06360	7.00769
7.88500	0.00000	9.24491	61.43740	0.77198	6.64220	38.69910	10.42316	37.55869	5.70800	-94.74049	7.31458	1196.29382	6.56743	5.18914	32.5007	25.77416	6.97508
6.84588	1.00000	6.55242	30.64522	1.02981	7.26866	42.96289	7.66791	73.48299	7.63725	121.3152	8.53747	1060.86990	4.60242	9.66914	14.14989	1.02711	7.74701
5.57516	0.00000	4.75374	35.36143	0.56046	5.93756	27.23969	10.01400	50.14436	9.26597	70.96699	7.21911	1170.50567	8.04344	9.29061	30.46907	37.88998	6.13448
7.68990	1.00000	9.40931	42.37479	2.48902	9.02979	51.45884	9.71242	66.44258	8.36040	30.96755	7.00143	1109.27186	5.13427	7.37510	49.07866	7.53345	7.93230
8.54960	1.00000	8.31746	44.30643	1.13858	7.90935	32.59657	10.02206	45.51842	7.44152	13.32127	8.60381	1146.09466	8.21644	10.52162	52.59319	8.99403	6.18831
7.63785	0.00000	9.44529	62.89740	1.35908	7.99728	57.49711	8.19838	41.58600	7.59517	11.18709	7.51434	1111.03579	8.05182	3.83832	48.73218	19.78021	8.13255
6.73005	0.00000	9.08005	45.01454	2.16737	8.78835	44.33453	8.49370	76.96970	8.30418	98.19151	6.88306	1128.11571	7.59959	6.08731	14.0823	15.64772	8.18869
6.78653	1.00000	8.01659	48.66630	1.64651	8.47946	57.63013	6.60680	56.53887	9.87146	9.37082	6.94930	1157.02483	7.23014	5.77710	36.08497	3.95790	7.63600
6.57529	1.00000	6.58883	51.78550	0.68575	3.77164	46.30823	4.24589	46.56877	5.28664	2.18967	9.57670	1187.62416	6.37805	8.42287	48.8765	15.65234	6.26132
7.22550		7.88815	43.07691	3.58860	9.42148	57.79896	7.34852	53.44053	9.47765	11.34046	5.73572	1085.36689	6.76126	7.35318	50.72043	20.26111	6.37609
8.46656	1.00000	5.87195	32.47599	0.78461	6.69831	66.83183	7.31739	75.90540	5.99522	-0.45877	8.09346	1095.92168	7.69073	7.73969	46.32313	25.50878	6.61349
9.50326	0.00000	6.26142	58.71208	0.54996	5.16083	33.94146	8.27858	59.68197	8.70770	122.20488	8.27603	1197.74598	6.81414	8.10998	29.98869	16.11009	7.60696
8.44364	0.00000	6.15613	55.34773	0.58894	6.21454	55.25449	8.19265	49.58548	8.44471	3.55665	9.15320	1112.60685	7.65896	8.32712	36.72544	29.41872	8.59811
7.08655	1.00000	8.50425	79.94542	0.63845	4.24665	39.11911	4.94545	61.08548	7.99344	99.95469	10.37875	1163.04788	8.33727	9.88699	13.51825	44.43601	7.84526
7.75353	1.00000	5.90008	49.94039	0.66549	7.10409	50.25631	5.24980	23.12906	9.06437	-71.10077	7.98720	1199.14822	6.76589	8.65088	18.20854	12.17598	7.04092
6.89025	1.00000	6.50705	53.98355	0.70189	4.04843	41.87465	4.08356	48.22899	6.53873	114.33333	8.69574	1152.50443	5.50320	9.92940	-8.43333	13.96571	7.45597
8.08472	0.00000	6.50453	52.46608	3.15801	9.24235	73.36258	7.77078	64.55583	5.12885	8.77155	8.58767	1138.13864	7.84607	6.94243	50.23019	12.42494	9.12064
6.73948	0.00000	10.85364	52.80853	0.81984	7.43466	52.59018	8.03400	60.20673	6.85503	-72.47417	6.30323	1194.49078	8.44325	3.16161	7.83389	28.74815	8.12580
5.71550	1.00000	9.38501	62.33910	0.93884	7.97983	22.99187	9.19495	64.09919	9.56227	10.58082	7.27843	1175.13578	5.69104	8.19333	35.72917	19.87713	7.28601
7.49848	1.00000	4.99861	47.92219	0.50149	5.83484	65.03508	6.67855	53.39338	5.53478	-73.78458	7.89247	1154.20425	8.23168	7.62621	41.0051	9.77980	8.71226
8.68255	0.00000	9.70244	55.88104	3.48908	9.38775	70.12173	7.69162	56.49886	8.93272	-6.03731	4.49990	1103.23182	6.02058	6.77248	37.35813	18.34175	7.24985
6.84892	0.00000	8.43803	46.10954	8.79518	10.41399	60.74850	6.87530	51.29718	10.06131	28.19028	4.24879	1179.41062	8.11122	5.92550	59.37722	26.83456	6.50591
5.45680	1.00000	5.49695	40.33055	0.50469	5.50491	67.17622	5.44546	50.74169	7.05387	144.09638	6.90422	1167.71523	4.49776	10.78906	43.82634	3.93670	6.06650
6.23794	1.00000	9.28781	65.77732	13.02082	10.81043	51.68210	9.23347	57.58552	9.73977	124.95278	4.70776	1128.18868	5.70301	7.66599	6.33444	10.36440	6.79005
8.01231	0.00000	5.32570	44.02358	0.53901	6.39412	60.79055	8.34453	64.77894	8.08305	28.67582	8.49619	1170.63916	5.88254	9.45532	40.98894	29.50994	7.66779
7.17309	1.00000	4.80794	64.81726	1.00196	7.04413	36.14402	7.39180	45.98914	3.45391	31.3237	8.40076	1057.91876	8.39286	5.58518	52.4089	26.07735	7.70245
8.93937	0.00000	6.06457	44.29292	0.72509	5.36445	47.22092	8.80310	45.15719	8.38494	44.53333	8.17536	1198.56979	7.72595	8.89890	-22.9	-10.53284	6.66821
6.77383	0.00000	6.70511	44.66321	0.28458	5.61333	46.19587	7.63870	34.19059	8.37782	-73.81669	9.12826	1178.22442	7.13380	8.48177	45.44868	10.76838	7.47336
6.15304	1.00000	4.28191	44.95596	0.82237	5.97938	38.28969	7.24248	62.60768	4.01882	15.00835	7.19648	1193.44786	6.34982	6.90642	51.14942	19.81408	5.69483
7.29560	1.00000	7.44833	62.49836	2.03816	8.65929	39.66156	6.51857	59.56512	9.42452	12.16179	6.70134	1149.71110	8.08188	7.70295	48.52961	4.48272	8.55227
5.16743	1.00000	7.53555	58.73846	0.67821	5.47295	47.81495	5.87227	53.11762	5.03815	21.32778	9.88026	1102.76821	7.42134	8.08412	42	7.12356	6.84131
5.60469	0.00000	4.40856	52.61400	0.65154	5.41750	55.55064	6.85108	74.16853	9.50087	24.04142	6.89987	1159.37591	7.65085	6.92592	54.39635	20.41611	6.69211
7.51846	1.00000	5.13853	47.67322	0.70318	5.24545	39.24678	4.91999	56.52446	3.84376	10.5511	8.01130	1096.68497	8.96965	7.65492	52.47774	18.18865	6.71919
7.11086	0.00000	7.04534	60.58729	1.68127	8.54268	68.46222	8.95217	56.51412	9.77584	130.94098	5.62281	1189.30936	8.60952	7.21579	33.3213	6.56492	7.72235
8.17972	1.00000	8.58361	56.60339	0.74975		58.03546	11.05597	32.38189	8.36863	-74.73584	8.28834	1106.62986	6.34331	8.91248	5.20856	31.33893	5.31353
9.00081	1.00000	9.45160	80.88104	1.54346	8.14391	53.61984	9.05323	60.44675	8.82464	-74.15987	10.31737	1151.98558	7.57338	7.16787	40.82232	25.53472	5.93667
7.45460	0.00000	6.23326	34.85513	0.83864	5.89950	34.45369	10.04666	57.08849	7.69873	12.87117	8.99517	1122.51074	6.15973	9.50577	50.23271	11.83988	9.25303
6.57197	0.00000	7.79961	44.88362	1.14077	7.72313	33.60082	8.39074	68.52002	8.38606	-77.37331	5.41360	1070.83374	7.50269	6.36036	37.60876	8.39907	6.45988
7.47058	1.00000	5.87372	69.92973	1.37512	8.33454	55.39744	7.14162	48.66404	9.65183	76.92421	9.26551	1123.90422	7.31252	8.30714	60.97944	2.20138	7.52189
5.72129	0.00000	5.82117	63.33479	0.89307	4.75986	63.63906	7.09318	65.93079	7.68045	74.83554	7.68515	1195.59129	6.39548	6.52309	14.62072	13.63117	5.18295
6.06937	1.00000	8.13964	31.84797	3.95332	9.48187	50.79542	9.66657	45.47202	6.58007	-67.15407	9.58000	1198.54008	8.95263	9.69165	18.42745	12.71270	7.34527
7.96023	0.00000	8.18464	51.88210	0.98071		100.00000	8.25415	58.58099	8.62709	8.62118	4.50875	1183.15173	7.83929	4.45847	45.44694	21.98573	6.77411
6.87518	1.00000	9.13110	55.75889	6.04221	10.05071	56.31405	10.91015	42.57164	9.15515	113.82465	9.47460	1060.98105	7.68975	6.54328	23.29549	12.75785	7.53545
6.98663	0.00000	7.69495	63.39624	2.44381	9.01982	48.96004	6.65087	33.66164	8.72501	76.35484	8.66483	1064.24138	5.72291	8.30735	10.10649	13.03560	5.62575
7.83803	0.00000	5.70193	59.33359	0.77848	7.17179	25.40524	6.33836	71.93833	9.03802	99.95469	10.07773	1172.31643	5.38093	6.80700	13.51825	25.28998	8.03436
7.74986	1.00000	10.09509	54.37755	2.45521	8.98980	38.40622	9.64162	41.12771	8.91091	43.91385	6.87924	1189.69414	7.07362	7.37865	54.03876	13.76799	7.41865
6.24485	0.00000	6.25713	35.06909	0.38208	5.04470	53.06271	8.37887	49.71865	6.94633	-86.78777	8.61882	1054.63224	6.66470	8.09492	33.44872	9.93325	7.52830
7.36006	1.00000	8.53772	31.47253	0.47895	4.75631	44.23613	3.80660	59.79738	5.40060	89.20083	10.28013	1171.36577	7.91507	9.31290	55.54028	8.20585	9.48047
5.57227	1.00000	5.38711	37.49439	0.59000	5.08789	80.19630	6.94326	62.14743	5.09094	13.32127	8.18930	1139.64786	5.37550	7.71852	52.59319	35.16184	7.11974
5.66128	1.00000	8.37035	37.60369	3.22301	9.28516	52.48586	8.63495	67.88577	7.72384	-80.38297	9.85396	1130.71364	5.88479	8.73652	42.8334	14.32579	7.91976
5.78202	1.00000	7.19644	42.85268	0.30967	6.08748	46.88515	5.44242	38.10706	8.23275	-6.90656	9.00796	1085.22465	6.28690	9.77172	33.92866	23.16712	6.20615
8.93683	0.00000	6.31158	68.78280	0.55604	4.75531	52.72373	9.12633	34.57523	7.89028	39.85331	7.88247	1180.61266	4.38565	9.67327	57.30185	4.40033	7.45610
7.32913	1.00000	3.09457	56.61745	0.54153	5.17907	56.30210	7.07656	42.26008	5.95553	-2.68333	7.55243	1167.37703	4.49787	7.16433	43.31667	5.99894	7.92575
7.68085	1.00000	8.07843	61.01253	1.30933	8.16390	24.39450	8.26810	46.68910	7.20389	140.72287	9.51711	1172.65902	5.66199	9.31662	53.14657	8.45718	6.44447
6.23438	1.00000	5.10008	51.12825	0.60837	6.70524	33.21661	5.70751	43.81520	6.55679	105.89333	8.38608	1083.94802	6.98960	8.22738	34.56861	7.75608	6.38946
8.36345	1.00000	6.92211	53.53429	0.43624	4.41182	56.34487	4.60905	67.64568	6.80561	30.91105	8.76819	1079.44379	6.39576	10.01899	3.02013	14.25640	6.15763
5.53221	1.00000	7.92280	60.19282	5.99687	10.00215	49.86845	9.85803	54.04209	8.84101	8.86374	9.58816	1136.13578	7.21274	7.48437	44.89784	-2.83933	6.68489
6.25061	1.00000	6.48952	23.94862	0.76668	6.63546	31.40253	6.74075	53.62358	6.29874	-15.58602	8.94151	1078.69548	5.61168	7.27122	27.76056	11.31158	8.16458
6.56128	0.00000	9.01448	43.86445	1.58388	8.48227	49.63042	8.47878	63.04432	7.56782	104.09701	6.05766	1104.18748	8.59893	5.26400	-1.26424	3.57223	7.31333
6.23031	0.00000	5.89333	75.61913	0.53711	2.96995	45.81536	7.13537	53.99626	7.01143	168.31366	6.72975	1084.90241	6.13022	8.69500	-17.73648	26.58223	7.59674
6.33782	0.00000	4.95475	62.68441	0.59206	4.72159	47.93110	8.54982	62.56320	7.24544	8.77069	6.74603	1133.50936	8.73071	9.21015	50.80904	10.43231	7.46167
7.55558	0.00000	6.46861	69.28523	0.50782	4.34990	53.18470	3.63794	83.38448	7.49518	116.82887	7.23058	1190.79884	6.51227	12.92373	-1.26753	19.37400	6.74222
8.16547	1.00000	6.29491	38.70246	0.68138	6.30537	31.32196	8.17928	30.02700	3.80250	137.36215	8.28339	1104.58100	6.50165	6.50729	36.75965	13.76646	7.33847
7.49629	0.00000	6.01600	56.02123	0.59318	2.84391	41.21787	8.43983	59.59226	6.60053	13.44275	6.67613	1191.93099	6.70158	9.17765	38.07789	-14.21236	6.63673
8.30624	1.00000	9.22430	59.38418	1.10205	7.75891	31.02094		55.40392	11.93248	1.04945	5.90144	1063.25622	6.96022	6.23491	35.06544	17.53890	6.49913
7.00355	1.00000	4.82110	68.01455	0.64684	6.05655	54.59312	8.25874	60.77485	4.80921	-84.50855	7.10332	1182.21616	6.45390	7.32715	39.08367	16.68763	7.86772
7.17312	0.00000	5.07356	61.16642	1.34597	8.03617	45.53041	12.25861	77.06868	9.61072	-13.2356	8.93231	1125.86075	6.32121	11.83646	8.48714	15.23105	7.52212
7.03875	1.00000	6.09515	60.29352	0.55651	6.14346	31.87517	4.81449	64.37894	6.73221	-0.76667	9.02451	1083.63927	6.29319	8.40620	53.38333	6.53069	6.65360
7.22479	0.00000	6.76795	39.46201	0.56836	6.58702	50.78043	8.12248	60.65956	7.22874	112.23109	6.84784	1187.30989	7.35154	4.22278	-7.57897	8.00270	6.44397
8.47367	0.00000	9.09714	30.28514	2.52490	9.00063	50.42852	8.43752	55.25603	6.60242	-71.05977	8.37493	1050.04131	7.77351	6.27371	42.35843	-0.02257	6.25133
6.77222	1.00000	10.87725	68.59659	2.82973	9.18509	45.95339	11.58652	52.37375	8.97242	67.84222	9.44471	1155.57539	7.42182	7.37016	40.11583	26.81467	7.49378
6.10706	1.00000	5.22866	58.34360	0.86201	6.88442	49.76419	6.06119	47.46146	5.53535	-8.07257	8.76302	1056.66081	5.51006	6.37329	12.74409	29.38696	6.76623
7.89370	1.00000	6.34207	42.09507	0.67206	6.58688	90.59146	6.38871	68.45029	5.57909	-87.93341	9.24932	1063.86150	6.48035	6.67446	42.55308	-3.76916	8.41988
8.23929	1.00000	2.38095	54.48961	0.78358	6.92032	32.17297	8.52308	51.94927	5.01719	-122.86705	6.18257	1183.71941	9.19115	6.87652	45.49428	25.69835	8.16605
8.03084	1.00000	5.47380	75.48834	0.57180	5.32324	39.28911	6.36634	30.72789	7.17344	86.51499	8.41029	1149.94516	7.91116	8.79026	23.1959	12.56955	7.46288
6.86064	1.00000	8.38808	30.24433	0.68907	6.86065	49.51002	8.80867	65.57004	8.48642	51.49621	9.13061	1143.67946	6.88987	9.24202	36.64852	-3.66853	7.06800
7.49209	1.00000	6.95274	56.11811	0.68532	4.58564	66.67010	4.15214	49.44784	7.60772	11.37703	10.48061	1092.49456	5.76028	8.40893	48.06919	4.02642	6.06475
7.28430	1.00000	6.65550	68.79214	0.60731	6.52788	49.97928	6.02580	30.09959	5.04711	-2.77259	10.04481	1074.31590	7.16951	6.13335	37.49073	21.37932	6.08237
