NH3	SO2	C2H3NO5	Pb	TEMP	latitude	CH4	O3	PRES	CO	PM10	longitude	H2CO	CFCs	warning	NOx	PAHs	PM2.5
6.27929	7.43601	0.10785	52.98144	29.62219	61.72744	5.98412	9.37626	1095.59613	8.21403	6.92579	17.10558	36.88386	50.51135	1.00000	10.30278	10.56724	6.76222
7.58945	9.55364	0.17356	66.57645	15.29996	14.62072	9.86998	8.65822	1091.50893	5.60027	8.30344	74.83554	59.77495	51.24523	0.00000	7.67368	8.98595	8.42082
7.39046	9.37999	0.03156	49.02050	12.59737	51.14942	8.60582	9.10452	1093.07591	6.85739	5.10674	15.00835	54.32770	51.79238	0.00000	6.12131	6.17071	7.34970
7.23643	7.90318	0.05083	40.16193	25.00828	-29.2975	6.63526	3.55413	1118.27486	3.47414	6.89129	-51.50361	54.90836	39.26634	1.00000	10.30844	10.44663	6.62460
7.35306	7.68282	0.05195	47.40995	25.40039	42.50729	6.49365	8.20691	1080.16459	5.23106	5.17082	1.53414	41.04963	50.20501	1.00000	10.35071	8.96063	6.26325
6.40275	6.56465	0.08023	35.04499	22.18923	18.42745	5.27505	7.84056	1068.51298	5.31656	5.76918	-67.15407	89.53837	61.81976	1.00000	7.84806	8.65525	6.93240
	7.85289	0.22381	51.21719	16.13175	53.93361	8.04781	5.74059	1153.45741	5.46020	8.58023	37.92792	81.84204	55.87166	1.00000	7.39191	11.85414	6.23276
7.47023	7.77243	0.04866	44.97981	11.80652	35.48199	5.11916	7.35590	1104.31304	5.06883	5.77041	137.02166	50.91184	30.23598	1.00000	8.45041	8.70312	9.41446
7.41145	8.32874	0.15609	39.50382	16.67823	10.12268	7.92759	5.90140	1102.47800	6.71445	8.16546	77.54372	62.52228	42.04447	1.00000	9.15852	6.51066	6.55816
7.33776	6.67083	0.05121	59.23377	12.19579	40.60538	6.24196	8.65000	1057.34839	5.55235	5.41909	-73.75513	53.74065	58.75742	1.00000	10.01862	8.63856	7.62814
8.21101	7.65878	0.04436	67.14036	-2.07113	0.51667	4.76729	8.30251	1094.05012	3.60868	3.99291	101.44167	83.09058	49.20260	0.00000	8.69547	3.44613	6.90952
7.95503	7.04375	0.56415	66.80692	14.00193	35.95664	6.46295	7.92933	1054.70306	10.20931	9.73874	36.7138	50.70448	55.06775	0.00000	7.83593	7.39766	7.14267
6.90299	8.13631	0.06725	58.65848	3.77734	52.41667	8.90351	9.50675	1106.99420	6.42534	7.24301	0.75	54.46335	57.67268	0.00000	10.36778	6.59878	6.80214
10.51794	7.23455	0.05795	48.18910	14.23086	54.90083	3.62549	7.42895	1186.32003	5.36315	5.72621	38.07083	83.50655	42.17360	1.00000	8.70077	10.09043	5.87067
6.05228	6.88606	0.05718	44.06497	37.10921	36.02506	5.85427	7.66999	1098.15103	5.15330	4.96020	-86.77917	87.45478	67.20912	1.00000	8.00118	9.82111	8.48364
7.07053	7.28750	0.21473	41.31024		41.72059	7.43522	5.01997	1051.27755	3.85853	8.62919	-87.70172	53.94368	55.65284	1.00000		10.09755	8.12431
7.56154	7.38776	0.30895	32.52592	10.75347	41.77583	8.94911	5.49912	1092.28121	5.97673	8.90614	140.73667	46.04824	52.72284	1.00000	9.59227	8.27735	7.02048
7.63514	6.42932	0.19298	28.56107	-1.89906	35.20889	9.10124	9.66866	1164.12407	6.31015		111.73861	40.46774	55.37979	0.00000	8.01255	7.34335	6.63370
8.30109	6.31859	0.09568	68.68961	22.93277	44.43579	8.48621	6.68942	1191.17308	7.79271	7.12099	26.01649	41.07123	41.72193	1.00000	6.80957	8.60689	6.28269
6.42979	6.72608	0.03738	50.58110	11.40373	4.2475	4.89849	7.55010	1187.79275	4.11347	4.40276	9.00472	59.95941	59.96991	1.00000	7.18866	9.38040	7.20139
7.18008	6.06155	0.07899	60.75157	1.28094	36.64852	7.25708	10.15141	1053.73199	5.94573	6.18859	51.49621	56.11481	63.10950	1.00000	7.07772	6.08184	6.15208
6.38708	8.33345	0.15977	62.70132	8.29449	47.4943	9.71620	7.00861	1144.92314	7.00407	7.94183	-122.24092	40.32186	61.00550	1.00000	7.06198	8.80380	5.55510
6.51100	7.06774	0.07183	33.85840	7.11157	19.30157	8.97124	8.82724	1079.14116	7.67559	6.79758	72.85107	54.16938	47.54445	0.00000	10.09014	6.07595	6.21570
7.41318	6.62451	0.16202	40.40011	16.94525	20.74122	9.27463	6.01825	1052.83344	6.23940	8.17301	-100.44843	62.10243	52.89023	1.00000	8.22091	9.68349	6.71611
5.52134	7.23899	0.28382	59.26714	13.88390	35.61452	7.86381	6.16585	1090.29155	5.14004	8.95819	-88.81395	56.15715	53.26564	1.00000	8.15528	8.64736	5.18341
6.93017	9.15726	0.70861	53.24799	14.29984	0.46005	10.07858	6.76649	1146.49036	7.22564	9.98846	34.11169	60.65789	12.78680	1.00000	9.11671	6.72421	8.54267
6.54470	7.81301	0.02922	45.72399	8.33500	23.07492	7.98342	7.82802	1183.78165	4.46402	3.68477	88.28637	56.90667	51.02077	1.00000	6.55940	9.63963	8.02052
8.15269	7.99151	0.16740	76.67170	14.14500	22.83957	8.95176	10.18626	1104.82027	7.97120	8.35696	91.84128	41.96591	47.67970	0.00000	8.52678	5.09123	7.77366
7.22202	5.53490	0.04339	66.94802	19.65651	15.48131	10.19977	8.60901	1150.06000	7.28830	5.22805	-86.57415	43.30496	40.36031	0.00000	7.98554	6.00733	7.45440
7.53060	7.27161	0.05828	30.76006	4.97777	36.81667	7.40373	9.25392	1069.01572	4.49951	4.28361	117.81667	59.72206	51.74763	1.00000	8.57668	7.80478	4.79409
7.38382	7.41161	0.03728	38.17565	18.94068	36.06386	5.68578	5.96906	1063.79595	5.58085	5.22637	4.62744	46.99997	45.17713	1.00000	9.36163	11.98061	7.57532
8.17953	7.51800	0.09991	45.50273	30.08857	-0.71667	7.99248	5.89174	1177.69331	6.34204	8.03030	-48.52333	36.87408	50.65050	1.00000	7.84049	9.29350	7.99957
6.60227	7.80703	0.36274	23.63542	21.23008	16.06213	9.40496	8.50722	1158.10630	7.36795	9.27041	76.0586	57.96180	48.64159	0.00000	10.24738	5.40909	7.53279
8.11173	8.05645	0.32603	54.56071	9.14325	-21.44345	9.99807	10.74222	1092.87726	5.29568	9.06581	-65.71875	78.91559	47.53164	1.00000	10.27647	4.35304	6.47600
9.27098	7.90293	0.05288	25.35637	4.28130	39.09112	8.88362	8.70694	1073.17929	5.64474	4.28050	-94.41551	62.37632	44.91664	1.00000	8.61840	3.68877	9.79498
6.56732	7.74105	0.05332	64.41917	17.47725	51.67822	6.13792	9.08924	1190.43399	5.38008	5.65694	33.9162	39.19891	71.72896	1.00000	7.07641	7.32861	8.01996
7.85807	7.04939	0.65569	68.52086	15.84153	51.03427	9.12196	6.83008	1179.75563	5.56086	9.90493	5.37429	61.03591	64.88283	1.00000	8.09647	8.15450	8.02066
7.00018	7.69045	0.12826	42.50144	19.75342	45.39402	8.90267	9.51209	1086.69513	8.89329	7.66499	9.29109	44.75655	58.32228	0.00000	8.01431	5.86445	6.88382
7.49430	5.58157	0.04269	45.17697	40.39054	48.90982	6.30657	8.12611	1172.26242	4.23274	5.00068	2.45012	61.35954	53.15690	0.00000	8.56848	5.29345	6.86154
4.74676	6.30221	0.07929	40.19131	-2.39512	36.20829	10.16757	9.78522	1053.29961	7.15667	7.31616	-115.98391	58.32791	52.80689	0.00000	9.50832	5.34453	6.41220
6.62535	8.02496	0.07578	45.67030	34.04102	41.91886	7.27792	8.61625	1138.73961	5.18895	4.88057	8.73812	55.36550	31.03101	1.00000	8.80081	8.67445	9.26636
8.51112	8.40138	0.07791	35.03368	-4.92639	-25.42778	7.39039	9.89911	1163.18272	7.42581	6.87983	-49.27306	32.49867	37.55738	1.00000	8.85956	7.88226	6.78089
8.73062	7.19613	0.14016	49.71795	23.28894	53.00974	11.42106	9.23054	1173.38805	9.30644	8.18293	-3.05814	51.93289	63.32952	0.00000	10.17606	5.19955	6.33618
8.81457	7.87949	0.29747	66.41794	16.26134	-34.88422	10.88104	8.14415	1131.44687	8.13152	9.08400	150.60036	72.08914	28.23400	1.00000	6.25911	8.50981	9.43339
8.08786	6.92168	1.54415	39.00641	-9.31828	41.16704	10.29235	7.65908	1199.86478	7.88360	10.82078	-73.20483	72.06205	52.96646	1.00000	7.51211	8.27632	7.21918
6.57734	6.23560	0.06160	43.42055	25.15275	55.63711	7.11080	7.71086	1164.03198	3.33224	3.86019	37.38115	54.92946	62.41682	1.00000	10.39674	8.40601	8.16818
7.52074	8.25356	0.04304	41.24193	20.04450	-14.66463	6.96636	7.81967	1085.10865	4.93296	3.76101	-52.35558	63.98893	45.76432	1.00000	8.34327	10.87124	5.24566
7.92777	7.27915	0.09601	55.49703	12.67367	46.1351	5.05785	8.70089	1055.79674	7.59479	7.63407	-60.1831	62.97486	65.22264	1.00000	9.49412	9.24005	6.10847
5.89939	7.65841	0.06153	39.58160	11.02045	5.90702	7.54970	9.31597	1051.42333	5.97996	5.89820	116.10146	71.59314	38.30856	0.00000	7.99449	5.11066	7.26582
7.89391	6.78164	0.04473	62.08052	24.87264	38.06084	8.01473	8.10171	1055.88762	6.33964	5.42624	-97.92977	55.03435	62.35502	0.00000	10.11402	5.73591	8.10228
6.96388	6.92088	0.61146	33.35788	-2.14478	54.48147	7.68345	7.01321	1093.45117	6.35249	9.82436	53.47103	58.91230	47.31371	1.00000	7.43813	6.50923	7.24526
6.43205	7.93775	0.09791	40.57722	7.49064	-20.25333	5.04245	8.92152	1053.24419	7.68792	7.46428	-43.80139	42.97545	42.59564	1.00000	10.03102	9.57988	7.77778
7.51895	8.03775	0.77176	58.82786	25.06572	32.5007	5.83543	8.75858	1127.90087	8.24670	10.09336	-94.74049	69.19922	45.28593	0.00000	8.76438	7.07244	7.39172
6.95737	7.17455	0.09745	58.16896	21.99655	40.66482	5.34021	9.55066	1069.48366	8.32156	7.78328	122.22833	59.28365	58.62136	1.00000	6.95680	8.85556	7.33879
7.85537	8.72434	0.07257	64.53995	7.79749	36.81667	10.10181	7.77197	1069.85451	7.26573	5.25912	117.81667	33.10414	45.04732	0.00000	10.74068	5.90030	5.09468
7.31086	8.72774	0.27686	29.24134	26.16139	45.78071	9.56247	6.01292	1154.75671	6.44617	9.05051	12.84052	44.49864	42.99741	1.00000	8.63770	9.02858	5.80034
7.41387	8.50363	0.06831	40.21566	12.53058	26.91756	6.27457	8.71218	1160.42232	6.32993		-82.07842	79.90994	66.07972	1.00000	9.32190	8.91778	7.83926
5.10167	7.82675	0.31164	40.19031	18.93833	38.47917	6.46392	8.25177	1159.88971	7.23468	9.19921	-1.325	67.83019	55.12858	0.00000	8.52965	6.77400	5.54852
9.22837	6.61778	0.35588	41.96199	4.42745	49.68369	8.05270	5.85111	1179.39850	4.98239	9.14920	8.61839	43.02991	21.39475	1.00000	9.07594	7.38229	6.85510
6.68696	9.54925	0.07308	49.18725	18.55605	60.02427	5.56035	7.97647	1073.80169	6.13533	6.14045	30.28491	50.10809	49.87721	1.00000	6.16506	8.84140	7.82308
9.32965	6.86218	0.35880	53.57327	12.51920	-3.5403	8.04370	6.63366	1078.25996	6.95932	9.20726	118.9707	46.92660	59.70738	1.00000	7.31824	8.18190	6.25450
7.84641	7.64385	1.05761	70.28324	36.45798	-29.2975	7.15200	6.46182	1052.44965	5.49717	10.43317	-51.50361	58.16526	34.66115	1.00000	8.44511	6.80207	6.42254
7.37971	7.23882	0.08948	56.48396	30.21690	51.26	10.56036	7.74727	1191.80913	8.40551	7.45209	-2.1875	56.38329	46.24487	1.00000	7.08475	6.62169	6.11231
6.88419	7.31535	0.03908	49.30441	26.54785	5.4709	5.82701	9.24022	1153.85542	6.80761	6.18421	100.24529	53.80247	62.57551	1.00000	8.72695	9.34752	6.33902
7.71556	7.80915	0.08146	42.27663	36.61788	-28.24	10.61170	7.52443	1123.21002	5.96292	6.84181	-48.67028	56.47160	63.94174	0.00000	10.54088	6.94103	6.60466
6.59676	6.05706	0.07846	55.17566	20.29784	49.41029	8.00958	6.60914	1083.45502	10.73182	6.09851	38.15035	67.74952	45.03537	0.00000	7.25960	8.06202	6.43371
6.18732	7.95901	0.07360	63.21277	29.33104	55.82885	4.46057	7.84256	1068.48508	6.80944	6.73206	-4.21376	66.99803	61.70178	1.00000	9.59277	10.29756	5.64558
8.13445	6.23288	0.22341	50.53705	18.34224	-8.05389	8.27182	5.75919	1095.10725	4.75333	8.59028	-34.88111	64.29289	51.01092	1.00000	9.33872	8.09246	6.49076
6.19924	6.82031	0.13626	41.88747	-7.16346	32.52515	7.73274	5.75252	1182.79203	4.90543	8.16088	-93.75018	64.61239	64.80873	1.00000	8.70564	8.79099	5.13817
5.70369	6.82943	0.03957	65.64523	17.38951	44.43579	10.35477	8.84499	1086.75671	7.70706	4.62515	26.01649	43.20638	31.18150	0.00000	7.55550	5.34285	6.83567
7.39555	7.01080	0.37911	59.60178	18.37198	58.63667	9.01792	7.68597	1138.22072	6.95997	9.31498	59.80222	60.88498	54.12244	1.00000	7.01131	6.24406	6.88009
7.91300	7.40438	0.56656	54.44990	29.12422	31.76212	7.19506	6.39920	1169.81171	4.94431	9.72920	-95.63079	49.38792	69.92972	1.00000	8.19917	7.02342	7.88030
7.14425	7.67837	0.12434	62.72593	20.97798	38.45598	10.95060	9.23394	1051.35837	10.38742	7.96190	48.87498	73.76117	52.72716	0.00000	8.95568	5.62078	8.67036
8.41335	8.20021	0.07532	57.48096	19.89487	51.95838	8.42850	8.56213	1104.20886	6.24975	6.77433	4.47124	56.41756	48.40569	0.00000	9.84107	6.37012	5.90546
6.40024	7.56795	0.37293	41.62535	24.15835	-5.41667	6.02287	4.84935	1148.30850	2.21610	9.18045	38.01667	62.98306	69.24611	1.00000	9.94265	8.30369	6.94028
7.20676	6.90934	0.53253	49.66891	12.75475	54.39635	6.64359	9.25762	1198.49148	7.83705	9.68139	24.04142	30.40963	45.69438	0.00000	6.35111	4.54553	7.49429
7.24269	6.57016	0.28191	48.56752	21.74967	49.88307	8.64578	5.70709	1088.77875	6.12355	8.97341	-119.48568	70.64106	29.29168	1.00000	9.65112	7.45794	6.53776
6.26714	7.40158	1.13910	48.31920	15.20521	4.94273	9.18914	4.87909	1094.02005	5.45871	10.51390	15.87735	56.91545	35.55200	1.00000	11.42685	8.50382	6.53227
7.59055	7.40827	0.30328	70.74696	12.01496	-4.26613	8.16704	5.98554	1169.78183	6.13831	9.09550	15.28318	60.58108	37.08440	1.00000	8.18200	9.58919	8.17410
7.03826	8.02652	0.04718	54.65877	1.88906	38.55632	8.84839	4.97459	1096.14978	10.52306	5.42445	69.01354	59.95205	31.14865	0.00000	9.05560	9.38830	8.20291
7.47240	6.37156	0.04826	42.60372	16.51503	32.42067	6.07813	7.84671	1139.04517	5.97617	5.54964	-104.22884	28.69029	56.74484	1.00000	9.87673	10.22638	6.49444
7.68409	6.48831	0.31458	47.82873	4.64627	29.38242	8.91967	10.18237	1079.03666	7.63087	9.02726	70.91106	52.22527	30.10486	0.00000	7.72401	7.91415	6.80650
8.13919	6.15283	0.04562	43.19908	27.83937	38.37255	9.03429	8.28023	1075.12296	6.15422	5.45938	34.02537	54.79223	56.90024	0.00000	8.61753	5.83984	6.45378
7.51661	6.22299	0.05634	54.20585	24.43499	7.83389	6.16585	8.83128	1127.46435	5.04639	3.48867	-72.47417	45.59107	49.41283	0.00000	7.92727	3.42782	9.05133
9.58293	7.40093	0.10082	46.33995	24.26676	53.19146		9.31612	1120.85608	7.08443	7.48551	-2.52398	29.66009	36.46714	1.00000	7.98705	6.86596	6.95697
7.97379	7.28869	0.17010	40.44539	12.23041	36.91023	4.90723	10.05210	1173.72351	6.81202	8.36799	-121.75689	72.41673	55.41159	1.00000	8.65523	5.37791	7.51841
6.39525	7.14647	1.06327	58.69781	32.75193	48.77275	7.34561	7.75261	1057.65637	10.05335	10.42092	5.16108	66.70977	60.50997	0.00000	8.55583	7.11268	5.38874
7.40918	7.58838	0.03297	59.11298	24.80508	4.92675	7.68984	9.19982	1069.35999	5.33930	4.43775	6.26764	46.76369	66.43195	0.00000	7.39613	3.85289	5.41342
7.25371	8.86477	0.08043	45.93244	4.16744	34.95303	4.45029	8.80962	1117.75459	6.86363	6.97387	-120.43572	66.04405	58.49801	1.00000	9.82881	9.12317	6.87641
8.27783	6.03658	0.12300	56.28761	13.76416	38.72706	5.54152	9.31112	1141.54322	7.23173	7.82228	-9.24671	63.90334	56.21800	1.00000	8.27416	7.26591	6.76700
8.79356	5.05740	0.04141	79.45948	2.98959	53.38333	8.43590	8.66517	1106.39851	6.85944	4.27619	-0.76667	71.32957	45.34674	0.00000	6.87327	5.97681	7.19133
6.86438	5.73243	0.06167	37.39247	10.42098	18.42745	8.61513	9.39058	1077.86018	8.12971	4.97421	-67.15407	47.39058	33.02851	0.00000	7.19929	5.83967	5.47308
7.23430	6.66796	0.27598	60.31167	31.53754	-32.45242	9.50018	4.11953	1081.87036	4.65865	8.97170	-71.23106	55.41156	39.26301	1.00000	12.11208	8.22063	6.64086
9.12377	6.65544	0.08247	49.73529	31.84802	36.72544	6.82203	9.92910	1125.74612	6.16649	6.42701	3.55665	40.24258	73.56608	1.00000	8.69717	6.51278	8.68339
7.83307	5.53522	0.07729	60.58398	8.63150	-19.7625	3.60840	6.33447	1147.41324	5.57467	6.20844	-44.31389	67.56396	50.01244	1.00000	8.00246	10.47427	8.24034
7.06876	7.52570	0.18118	53.88432	10.89700	55.54028	8.21066	4.89471	1195.51626	10.22463	8.24729	89.20083	64.09836	49.68992	0.00000	9.37717	8.66827	6.39628
7.90315	6.28454	0.34410	25.69131	0.14455	8.88649	5.22729	10.77410	1098.34215	10.62282	9.21456	2.59753	46.18755	63.99292	1.00000	8.38435	9.20120	8.07307
7.06235	7.10258	0.08461	58.92048	19.28604	17.34769	4.70113	9.37505	1071.67362	6.42883	6.66130	78.55757	64.66410	64.34328	1.00000	8.20666	7.98361	6.78470
7.12745	8.43234	0.06406	65.97367	12.57946	35.815	7.09874	8.56432	1186.63575	4.98827	4.23720	139.6853	32.41712			6.78514	9.20989	7.45267
7.96524	7.49951	0.06260	69.29545	-1.88552	58.63667	9.02592	9.29515	1078.54398	6.88418	6.30325	59.80222	61.32712	20.04434	1.00000	7.18785	6.38412	8.75543
6.74261	6.60857	0.06046	61.70152	17.03477	55.82885	8.41561	8.51201	1114.13421	4.79613	4.91338	-4.21376	71.14939	45.86399	1.00000	9.09177	7.41054	9.13769
7.68620	7.37923	0.22188	61.51400	19.56727	51.84819	9.17275	7.19890	1055.01730	6.32595	8.71104	1.26738	48.49149	61.67371	1.00000	7.49374	7.28962	7.94821
7.26083	6.67591	0.82318	57.13197	16.78411	45.50369	9.46184	7.30598	1187.53704	7.27618	10.17203	11.412	39.84613	61.84056	1.00000	7.33738	8.45455	7.63125
8.92380	7.40624	0.24521	50.13910	3.24457	22.98212	8.83988	4.61859	1089.97077	4.41833	8.87507	-80.58556	62.49358	69.44400	1.00000	11.11627	9.18489	6.89869
7.15486	6.86989	0.09345	42.26084	7.04082	0.49113	9.48302	4.43324	1192.14981	4.92748	7.56963	29.47306	52.04891	57.05646	1.00000	11.02050	9.77599	8.95209
6.75379	7.38849	0.10340	23.43218	15.80398	53.19146	5.72675	9.86011	1118.96372	7.30096	7.25250	-2.52398	40.45410	24.23790	1.00000	8.77359	7.84060	8.22601
6.34019	9.34528	0.04995	48.95174	19.72508	35.815	7.14959	8.99693	1129.08090	6.24420	6.18489	139.6853	48.49861	57.18653	1.00000	8.70124	7.87330	8.07624
6.41859	6.67707	0.08242	47.15918	-1.61343	49.41029	8.23106	8.12249	1095.45599	5.01000	7.06171	38.15035	64.14426	80.02542	1.00000	8.54899	7.56050	8.00909
7.04321	6.32772	0.05523	55.29798	29.45064	12.74409	7.38295	6.23328	1058.83736	6.12992	6.67575	-8.07257	42.87629	58.94473	1.00000	6.85473	9.01069	8.29484
6.23740	7.20352	0.05845		4.75217	52.61131	7.15884	8.43786	1064.76765	5.24250	3.92738	13.31783	32.53009	48.48164	0.00000	8.70570	3.67455	6.46657
7.60343	8.78404	0.06224	67.48645	5.17568	5.27247	8.28550	8.69333	1156.22772	2.46860	3.08072	-3.59625	63.00036	78.77913	1.00000	10.05436	6.56322	8.12260
6.30935	7.56408	0.08748	78.91782	32.36430	49.5099	5.64302	6.78812	1060.24313	10.26355	7.04332	6.74549	50.64963	56.24591	0.00000	6.37469	7.87440	6.49142
7.07528	6.65151	0.05668	23.37515	12.33285	50.71229	7.75896	8.89958	1189.24757	6.67829	4.76652	4.52529	68.68769	47.50747	0.00000	8.09823	5.10013	8.74862
7.01765	8.10590	0.05696	73.74008	9.58472	44.31771	6.85407	7.34311	1163.39386	1.81890	3.29690	9.32241	40.13226	19.23681	1.00000	7.60843	6.77144	5.84962
7.38479	6.21479	0.27027	45.56171	18.54110	50.79205	10.34228	7.77923	1055.33592	8.23906	8.91947	-1.08593	61.22525	47.40829	1.00000	6.01519	9.58894	6.23062
7.19337	6.53287	0.11687	34.99411	14.40011	41.24264	4.59656	9.90358	1064.55706	7.17529	7.44978	16.50104	68.58138	48.89946	1.00000	7.35174	7.39048	7.13850
7.58898	8.06920	0.08487	54.24556	17.29638	35	8.57973	8.51392	1104.64646	5.61193	6.89321	136.51667	38.21288	51.02835	0.00000	9.93321	5.92562	8.38585
6.38273	8.11555	0.06216	51.85362	21.00230	36.72544	9.21103	9.05244	1198.59070	6.50103	5.45984	3.55665	15.02057	31.42662	0.00000	11.08016	7.87554	5.53813
8.27933	6.25433	0.16482	67.78155	12.53684	38.45598	9.20287	7.05408	1113.63132	6.14298	8.29788	48.87498	60.09110	49.82716	1.00000	6.85993	9.07395	7.36039
9.60996	4.63640	0.93642	63.37075	-0.87443	43.32393	8.90559	6.03752	1082.68782	5.84991	10.28462	5.4584	67.87184	31.71151	1.00000	9.43661	8.28255	7.14025
8.24187	6.86232	0.03567	81.30524	22.28590	3.27833	7.65331	7.66810	1179.90448	1.39818	1.94332	32.88667	40.37168	47.34009	1.00000	9.89069	7.97718	7.01541
7.13637	7.46606	0.10021	75.01000	8.02801	17.06542	5.13563	7.98510	1151.48021	5.86519	5.76927	-96.72365	56.91709	32.32744	1.00000	5.73689	9.26499	7.49007
8.36220	7.02074	0.07443	59.73579	22.31080	18.65297	7.03776	4.20988	1180.78672	3.99471	6.56190	-72.09391	75.93959	76.73492	1.00000	9.74159	10.05769	7.87906
8.41992	6.30042	0.32992	53.63321	13.61805	22.98212	5.74800	4.02140	1180.95220	3.79086	9.15506	-80.58556	50.50480	45.03608	1.00000	10.36658	8.86711	6.33683
7.93968	7.87180	0.08645	49.49769	29.94530	10.66668	6.75699	9.45169	1188.13455	5.09033	7.57633	-61.51889	51.90930	44.21329	0.00000	7.96078	6.48457	8.09158
9.08361	8.17709	0.10228	63.22484	23.54799	52.61131	10.11859	5.96298	1147.27721	7.73658	7.68184	13.31783	64.87226	42.90353	1.00000	8.20443	10.40869	5.01867
6.75323	5.80288	0.06813		24.62167	37.51803	4.48693	7.80886	1189.22112	5.42982	6.32825	15.00913	61.03492	61.72945	1.00000	7.69369	8.23099	8.28921
7.49092	8.50555	0.08831	50.28800	20.84985	2.2139	9.30739	8.19841	1097.69090	11.10684	6.85758	102.3278	66.08451	35.13200	0.00000	7.40738	6.61989	8.25092
8.12057	6.99063	0.09400	50.48590	7.63306	10.22677	5.23936	9.52546	1095.19648	7.75101	7.04350	-67.33122	59.04146	42.99763	1.00000	7.79902	9.07965	8.18795
7.83310	7.91536	0.14612	46.11835	4.86796	22.37066	10.68306	7.48555	1129.94154	7.27701	7.93204	114.10479	51.49874	45.20520	1.00000	7.65369	7.36961	7.05082
7.81722	6.41541	0.42950	35.89666	13.79153	26.32293	7.61673	5.51847	1072.34637	5.51187	9.38541	91.00632	36.01284	45.14546	1.00000	9.51536	7.61840	6.14992
7.76242	8.10521	0.03902	59.06203	28.03926	13.8196	5.85846	6.87404	1109.50475	2.86900	5.16361	100.04427	42.49096	52.00359	1.00000	10.33526	6.37801	5.84402
5.77135	8.31002	0.05598	47.54237	12.52741	42.35843	9.58930	5.42599	1097.40257	8.34235	5.50189	-71.05977	63.77321	55.74634	1.00000	7.97390	10.94659	6.79591
	8.47138	0.39430	41.36301	9.32960	8.35122	7.29687	8.59539	1145.92794	7.70657	9.27430	-62.64102	44.11634	85.23326	0.00000	4.85799	3.88589	7.84591
8.53525	5.87371	0.03239	66.65734	4.63115	48.98333	5.28286	7.51264	1092.71681	5.35073	5.44803	2.61667	55.23624	37.35901	1.00000	6.88805	9.45311	8.06491
7.75847	6.56210	1.20185	47.75947	12.68225	33.50921	5.32562	6.56600	1094.13284	9.80459	10.55884	-111.89903	54.20274	28.55435	0.00000	5.35974	6.41518	6.96153
6.25975	6.23572	0.08792	55.96422	0.92185	6.95194	4.81401	9.21183	1055.67522	7.33293	7.35938	121.96361	39.69853	38.54919	1.00000	7.64520	8.40594	5.96895
8.46329	8.80657	0.03065	50.63466	20.37165	-7.76667	7.85549	8.92435	1110.92114	5.53698	6.37467	35.7	57.54645	39.19605	0.00000	7.07284	6.81465	8.07143
7.00969	5.92151	0.41469	31.32233	22.56923	3.51667	9.95103	8.73967	1087.18769	6.72452	9.36409	11.5	52.25265	54.65681	0.00000	10.30839	8.33005	9.58319
5.74190	4.88873	0.07344	48.22355	1.72606	48.98333	6.16923	9.83965	1176.92109	8.02191	6.69611	2.61667	45.93105	30.46243	1.00000	9.15173	9.77108	7.65765
7.59567	7.79617	0.13972	36.57022	14.85584	-21.44345	7.17846	6.72667	1103.26860	3.82994	7.79000	-65.71875	47.73441	35.65078	1.00000	7.47629	6.81287	8.49927
6.52535	8.26601	0.06386	41.73704	7.86693	-29.2975	7.60930	9.05294	1108.06263	4.51995	4.40197	-51.50361	24.38130	56.41386	1.00000	10.29822	8.10258	6.95638
8.03018	7.06334	0.34351	69.37742	16.25461	16.68911	7.96176	7.49409	1125.80264	8.11250	9.13283	98.50893	50.49236	49.58961	0.00000	10.66372	7.92959	6.22611
6.51826	7.29585	1.32878	57.55028	30.12934	43.1009	8.13390	7.49936	1061.32419	4.65663	10.64274	-75.23266	55.28395	81.92923	0.00000	7.19714	7.16371	8.21113
7.49245	8.86014	0.25558	67.36448	13.13539	37.19723	10.97058	7.44828	1157.84045	7.97087	8.89060	122.05228	57.64478	42.31231	1.00000	7.28840	9.03639	7.82675
6.49491	7.20650	0.59892	56.63099	16.00358	13.65805	9.69805	10.37225	1176.11568	9.53473	9.80667	102.56365	68.99538	48.02000	0.00000	7.50150	3.99370	7.30381
7.11019	6.11344	0.06302	39.55122	12.98216	48.21644	7.41793	5.28144	1071.77493	6.52954	7.06295	9.02596	61.03084	38.95475	1.00000	7.53247	11.10276	5.87139
7.05600	7.98696	0.04584	25.31100	16.66968	33.72255	6.03215	8.37078	1069.92646	5.80146	5.53859	-116.37697	45.56168	64.05448	1.00000	8.17910	9.60737	7.59558
7.60316	6.49633	0.05480	36.19341	16.20562	33.52253	5.73347	9.01696	1164.09990	3.93309	4.91509	-117.70755	59.76097	60.66277	1.00000	9.11998	6.69374	7.14422
7.71884	7.36842	0.07487	46.63020	7.11754	44.59445	6.05134	8.58716	1078.69135	7.24275	6.83453	11.04979	24.51979	43.38891	1.00000	7.85462	9.33071	7.44980
7.66430	8.87605	0.09671	48.74245	15.20738	19.30157	4.94315	9.70011	1145.24452	7.11683	7.33296	72.85107	44.38680	14.83648	1.00000	8.29145	7.68514	6.89528
6.97673	6.14291	0.04581	44.81938	12.25275	12.74409	5.99491	9.23588	1164.17634	4.43442	4.77232	-8.07257	54.56777	59.58458	1.00000	7.33168	7.34532	8.87022
