longitude	latitude	station	revision	code	QoS
109.22921	34.65918	Yanliang	21 Nov 2012	CN	maintenance
-119.48568	49.88307	Kelowna	10/20/2017, 00:00:00	CA	maintenance
-122.24092	47.4943	Bryn Mawr-Skyway	15 Oct 2021	US	average
67.84222	40.11583	Jizzax	2014/08/28	UZ	excellent
-93.11308	16.75973	Tuxtla	2015/07/26	MX	average
9.32241	44.31771	Chiavari	2017-04-21	IT	good
-2.12139	52.48173	Brierley Hill	07 Oct 2020	GB	average
15.28318	-4.26613	Brazzaville	2014-11-28	CG	good
9.02596	48.21644	Albstadt	09/05/2015, 00:00:00	DE	acceptable
27.06365	50.18545	Shepetivka	2013-10-24	UA	maintenance
14.01481	42.67164	Roseto degli Abruzzi	03/24/2021, 00:00:00	IT	accep
-39.25	-12.91667	Muritiba	03/15/2019, 00:00:00	BR	building
7.60872	43.78956	Ventimiglia	06 Nov 2016	IT	accep
3.39467	6.45407	Lagos	2018/12/24	NG	maintenance
7.2278	50.64336	Bad Honnef	2014-01-06	DE	average
-89.10944	13.70167	Ilopango	11/07/2016, 00:00:00	SV	excellent
78.25795	9.82564	Tiruppuvanam	2013/03/19	IN	good
122.08333	46.08333	Ulanhot	01 Mar 2015	CN	accep
12.53463	55.67938	Frederiksberg	09/27/2014, 00:00:00	DK	good
59.80222	58.63667	Lesnoy	2013-03-17	RU	good
5.74861	52.71083	Emmeloord	09/26/2013, 00:00:00	NL	excellent
-35.71667	-8.66667	Catende	2017-11-16	BR	maintenance
2.29026	48.77644	Sceaux	06/29/2015, 00:00:00	FR	excellent
-1.325	38.47917	Jumilla	2017/09/19	ES	excellent
72.93924	18.87813	Uran	01/17/2019, 00:00:00	IN	maintenance
-75.69947	8.79577	San Carlos	06/02/2014, 00:00:00	CO	maintenance
-73.9614	10.15031	El Copey	08/04/2022, 00:00:00	CO	excellent
136.51667	35	Komono	04/15/2016, 00:00:00	JP	good
8.62118	45.44694	Novara	07/04/2017, 00:00:00	IT	excellent
4.21372	51.12794	Temse	07 Jan 2022	BE	average
-35.03333	-8.28333	Cabo	07 Apr 2021	BR	excellent
7.02238	52.21099	Gronau	03 Mar 2014	DE	maintenance
88.28637	23.07492	Pandua	2020-02-19	IN	excellent
-100.88023	20.21322	Salvatierra	2021-09-12	MX	excellent
-72.09391	18.65297	Thomazeau	2019-06-08	HT	excellent
111.4834	65.93381	Aykhal	2021/08/09	RU	average
-122.40433	37.71715	Visitacion Valley	2014/01/27	US	excellent
77.656	28.71271	Pilkhua	2013-07-10	IN	good
15.28318	-4.26613	Brazzaville	2020/08/30	CG	building
-111.78903	33.35283	Gilbert	2019/04/05	US	good
-1.98956	5.30383	Tarkwa	2014-07-09	GH	good
-1.08593	50.79205	Southsea	25 Jul 2019	GB	accep
76.11996	11.12018	Manjeri	09/09/2016, 00:00:00	IN	average
38.15035	49.41029	Svatove	2014-12-01	UA	accep
-121.75689	36.91023	Watsonville	22 Oct 2017	US	good
-89.99038	38.58894	Fairview Heights	2015/07/27	US	accep
16.43915	43.50891	Split	2015-08-04	HR	building
-6.03731	37.35813	San Juan de Aznalfarache	2015-07-09	ES	accep
74.83554	14.62072	Sirsi	2013-06-13	IN	excellent
-122.23484	47.38093	Kent	12/27/2013, 00:00:00	US	building
-116.37697	33.72255	Palm Desert	09 Mar 2013	US	maintenance
-103.42897	20.28527	Jocotepec	2015-08-21	MX	excellent
-75.69947	8.79577	San Carlos	2017-06-24	CO	average
-122.2054	47.76232	Bothell	10/26/2014, 00:00:00	US	maintenance
81.54855	26.2649	Jais	2014/10/02	IN	excellent
-122.23484	47.38093	Kent	13 Nov 2020	US	accep
30.4347	-1.9487	Rwamagana	07/18/2020, 00:00:00	RW	accep
168.31366	-17.73648	Port-Vila	2016/02/02	VU	excellent
140.72287	53.14657	Nikolayevsk-on-Amure	2016-04-14	RU	good
35.34722	-23.85972	Maxixe	08/05/2022, 00:00:00	MZ	maintenance
86.79271	25.92127	Madhipura	2014-08-02	IN	average
14.30935	40.92298	Afragola	2017-04-30	IT	good
22.53083	44.22639	Negotin	08 Dec 2021	RS	building
5.58472	52.14	Barneveld	2017/05/25	NL	good
11.32903	50.9803	Weimar	10/23/2021, 00:00:00	DE	maintenance
12.38878	43.1122	Perugia	01/02/2016, 00:00:00	IT	accep
100.04427	13.8196	Nakhon Pathom	2018/09/12	TH	average
-58.44417	-3.14306	Itacoatiara	2020-04-02	BR	good
-122.40433	37.71715	Visitacion Valley	2018/12/13	US	good
2.45012	48.90982	Bobigny	09/17/2021, 00:00:00	FR	excellent
137.23333	35.8	Gero	2013/07/03	JP	good
47.1192	42.819	Buynaksk	06/18/2014, 00:00:00	RU	accep
-117.54866	33.93113	Norco	2021-08-19	US	accep
27.18052	39.12074	Bergama	15 Sep 2017	TR	excellent
73.7553	15.5439	Calangute	2019-07-24	IN	good
28.67582	40.98894	Yakuplu	27 Feb 2020	TR	good
37.56667	55.85	Likhobory	04/01/2014, 00:00:00	RU	good
-98.11889	19.04222	Casa Blanca	21 May 2019	MX	excellent
99.1625	3.3285	Tebingtinggi	12 Aug 2018	ID	maintenance
124.95278	6.33444	Tupi	2021-05-10	PH	average
47.31667	-19.65	Antanifotsy	2017/03/20	MG	building
37.00438	-7.60361	Kidodi	2015-06-06	TZ	accep
-94.74049	32.5007	Longview	2016-09-26	US	average
8.73812	41.91886	Ajaccio	09/07/2016, 00:00:00	FR	accep
41.00817	38.13708	Silvan	13 Oct 2018	TR	average
-81.79819	41.48199	Lakewood	2021-08-23	US	excellent
139.55722	36	Okegawa	12 Jun 2013	JP	excellent
75.96976	15.73628	Gajendragarh	2015-05-02	IN	accep
38.07083	54.90083	Stupino	07 Sep 2021	RU	accep
-43.80139	-20.25333	Itabirito	15 Jun 2017	BR	good
-94.74049	32.5007	Longview	2016-04-12	US	maintenance
68.88871	25.95533	Jhol	25 Jun 2016	PK	average
-81.23621	33.98154	Lexington	28 Jul 2014	US	accep
-68.30472	9.91861	Tinaquillo	2016-12-27	VE	good
-48.67028	-28.24	Imbituba	2022-09-02	BR	accep
-5.22126	33.43443	Azrou	15 Feb 2022	MA	excellent
-117.54866	33.93113	Norco	2013-04-12	US	excellent
-49.27306	-25.42778	Curitiba	03/24/2013, 00:00:00	BR	accep
120.74221	31.64615	Changshu City	22 Dec 2012	CN	accep
48.26258	33.86419	Aleshtar	2014/01/21	IR	building
85.83636	25.66795	Dalsingh Sarai	09/24/2022, 00:00:00	IN	accep
-120.43572	34.95303	Santa Maria	2018/01/14	US	average
1.15597	51.78967	Clacton-on-Sea	01/26/2017, 00:00:00	GB	average
78.40102	27.9247	Chharra	30 May 2015	IN	average
38.66667	-6.25	Mvomero	11/03/2021, 00:00:00	TZ	excellent
-73.20483	41.16704	Bridgeport	18 Oct 2016	US	maintenance
140.11667	37.56667	Inawashiro	2018/01/03	JP	excellent
-74.28459	40.5576	Woodbridge	08/03/2018, 00:00:00	US	average
10.78222	36.46917	Beni Khiar	16 Sep 2020	TN	excellent
6.26667	51.21667	Schwalmtal	15 Jun 2020	DE	average
51.0193	35.6803	Shahre Jadide Andisheh	2014/07/19	IR	accep
126.665	36.6009	Hongseong	2017-12-16	KR	average
12.87117	50.23271	Karlovy Vary	2016/05/01	CZ	average
-82.46148	28.15112	Lutz	31 Mar 2022	US	average
8.96317	48.35149	Hechingen	2022-09-17	DE	good
99.1625	3.3285	Tebingtinggi	10/27/2015, 00:00:00	ID	maintenance
102.3278	2.2139	Kampung Ayer Molek	05/05/2016, 00:00:00	MY	excellent
6.26667	51.21667	Schwalmtal	28 Jan 2017	DE	accep
137.02166	35.48199	Minokamo	2021-02-04	JP	good
-66.8499	18.03496	Yauco	2017-10-06	PR	accep
34.34691	61.78491	Petrozavodsk	2022-02-06	RU	building
38.16694	54.84444	Kashira	2021-11-21	RU	maintenance
-74.73584	5.20856	Honda	2021/05/14	CO	accep
117.81667	36.81667	Zhoucun	2019-08-18	CN	good
8.64409	48.07667	Trossingen	2019/07/02	DE	accep
1.6	43.11667	Pamiers	2019/08/18	FR	excellent
112.19028	30.35028	Jingzhou	2013-03-06	CN	accep
38.01667	-5.41667	Chanika	02 Mar 2018	TZ	accep
77.0202	43.41949	Otegen Batyra	2018/08/05	KZ	accep
25.34244	50.75932	Lutsk	2015-02-26	UA	average
-1.48119	53.0233	Belper	04/24/2016, 00:00:00	GB	acceptable
4.91667	45.73333	Bron	04/18/2017, 00:00:00	FR	excellent
34.33825	53.59782	Dyat’kovo	09/12/2018, 00:00:00	RU	average
13.29371	52.53048	Charlottenburg-Nord	2018/02/22	DE	accep
