PM2.5	CH4	SO2	latitude	longitude	O3	TEMP	PM10	PRES	NH3	CFCs	warning	NOx	H2CO	PAHs	CO	C2H3NO5	Pb
7.61394	10.32018	8.62700	-20.88231	55.4504	8.41279	13.56791	7.60858	1162.44962	7.51843	41.98371	1.00000	3.35793	55.11930	7.89204	8.24159	1.97280	32.86042
7.48985	10.07907	8.32790	53.6052	10.03988	8.88070	21.13815	8.85225	1146.79333	7.80035	54.97769	1.00000	3.84369	67.58955	5.04737	8.13855	5.48819	71.06293
8.39089	9.89208	4.28954	51.64316	-0.36053	5.66329	22.13576	6.67386	1175.89389	8.64651	59.72356	1.00000	7.80310	42.47116	5.98459	10.06313	1.32170	66.83857
8.40054	10.35871	5.37993	23.1959	86.51499	6.63756	9.17624	8.21951	1087.62860	8.04435	52.59262	0.00000	5.05935	28.27229	8.51796	9.09727	4.05316	42.57360
9.94750	8.84902	7.08840	-27.50578	153.10236	9.27938	-1.32657	6.11892	1059.97177	7.78339	50.20526	1.00000	5.69006	46.05259	5.14050	9.01823	1.50346	63.47296
8.33925	8.40204	9.68728	30.16688	-96.39774	4.33291	23.68556	6.82225	1051.73864	7.16468	59.76300	0.00000	9.08090	43.25114	8.09831	8.62180	1.91196	70.19590
8.86812	8.75587	9.83870	9.58126	8.2926	6.72251	9.54026	6.32063	1072.90777	8.62370	57.00642	0.00000	9.76111	32.05872	10.72812	7.68021	1.18066	43.30406
8.37043	7.76460	6.10868	48.35693	10.98461	7.08319	6.47057	7.80563	1120.98241	8.62044	63.25775	1.00000	10.24997	50.66960	6.63686	9.60073	2.83227	37.29872
9.60659	7.22786	6.34143	-54.8	-68.3	7.64391	19.29567	8.10261	1097.15687	6.15065	58.03896	1.00000	9.54686	60.52313	6.66887	8.98206	3.41953	55.97933
7.19041	5.81878	6.70006	50.71229	4.52529	7.61297	12.36900		1174.05608	6.02138	49.06442	1.00000	9.46177	68.55034	6.63007	7.80899	2.33920	37.14302
7.11834	7.29331	6.94057	29.53885	-95.44744	6.42339	14.37133	9.16837	1086.00640	7.45223	45.70832	1.00000	10.07807	39.07422	7.22370	10.46815	8.13846	64.60384
7.35286	9.13420	7.48953	31.64615	120.74221	9.02851	17.28227	8.95674	1157.80085	7.13532	37.66644	1.00000	5.55430	46.06653	6.37451	8.70127	6.48950	41.39058
8.21824	11.00801	8.14514	40.66482	122.22833	5.88980	10.23287	8.66801	1077.27173	7.00760	47.04771	0.00000	6.81381	33.20661	9.27563	9.89098	4.05561	35.54515
8.63744	11.40494	6.38373	7.50251	5.06258	5.19774	30.13210	8.28123	1067.97044	8.40053	45.65872	0.00000	6.92689	49.44906	6.72166	10.45554	3.49648	21.40216
8.08102	9.36352	6.89391	18.57677	-72.22625	7.94292	5.60838	6.82401	1176.47689	8.32849	39.18539	1.00000	5.56195	36.96146	3.34553	9.46607	1.57669	39.68017
10.21530	8.79869	6.45521	-5.41667	38.01667	5.73635	12.80570	7.48239	1135.16252	9.15310	57.44412	0.00000	6.74262	56.46847	5.75491	10.18480	2.34247	33.87965
8.71598	10.89546	5.41883	-6.25	38.66667	8.89219	-6.97177	8.41559	1059.05025	9.39790	46.32233	1.00000	6.71626	55.35021	6.54971	9.17088	3.39402	64.23437
8.88734	6.99591	6.15205	41.91738	3.1631	4.85133	18.55954	9.68015	1098.30071	8.15794	52.26721	1.00000	8.21593	60.83298	7.21019	9.42711	11.66411	33.94863
9.24981	10.01172	9.79968	53.37596	51.3452	7.45933	25.19795	8.29365	1097.98158	7.22536	44.15321	1.00000	2.71270	41.23959	7.38681	8.65285	3.38637	42.12900
6.69852	9.40563	8.62542	35.64889	117.27583	7.80108	8.94176	8.34882	1068.52931	6.30836	57.28224	1.00000	4.03520	32.38381	6.43728	8.41836	3.73009	47.94096
7.99152	10.33959	5.69372	12.25282	79.41727	9.78145	8.34007	6.78492	1154.53703	9.55499	46.32823	1.00000	10.86774	45.70021		9.85938	1.42449	30.16795
7.38812	3.99920	6.90778	41.66394	-83.55521	2.79166	16.98278	8.14259	1101.54154	7.08926	59.72780	1.00000	7.46998	37.98755	5.26564	9.53639	3.20419	43.95780
7.93678	8.72651	6.16804	48.28259	9.72749	5.98331	14.14499	8.67306	1105.09387	10.31631	36.11279	0.00000	7.08474	25.42353	7.65809	8.11324	5.12123	51.87914
7.80913	7.04000	8.41244	43.61058	1.33467	3.33318	16.10655	7.59519	1159.89879	6.06007	57.86669	0.00000	9.83132	29.65980	9.38826	9.64166	2.40352	56.80052
8.85269	8.48249	7.79629	40.63316	-74.13653	9.07369	16.56118	7.50484	1144.08104	7.09807	48.85512	1.00000	4.96973	69.41944	7.05087	8.91605	2.33419	52.41852
7.98415	9.84815	5.74771	32.5007	-94.74049	7.27775	12.23003	8.56277	1131.48861	9.48572	29.58844	1.00000	6.77532	44.06695	3.18503	9.99977	4.42259	59.31861
7.14358	10.26484	6.00015	18.65297	-72.09391	6.84739	22.90468	6.56447	1101.45114	8.07001	62.13152	0.00000	5.88023	40.32917	8.10777	8.91416	0.63627	19.00662
6.64420	7.39628	6.29021	35.25064	-91.73625	10.56136	20.44925	5.17628	1159.73994	6.20931	58.05260	1.00000	7.43133	37.70405	5.24189	8.23322	0.14645	51.82871
8.40550	9.09698	6.90015	42.50729	1.53414	5.78529	15.08334	7.72192	1140.67007	7.03579	54.00403	0.00000	6.00711	47.82885	6.76720	8.11318	2.68011	32.89885
6.78913	6.28847	5.99062	41.29444	69.67639	4.94600	-4.67038	8.30806	1127.22430	7.02629	37.22612	1.00000	8.49066	36.94389	4.89152	10.11491	3.71056	50.98323
7.59225	5.96847	6.60546	43.83125	5.03586	3.49061	28.69920	8.01685	1175.27865	8.36216	50.66669	1.00000	8.01545	43.90801	5.30012	10.83748	2.99308	46.02094
7.73865	9.47891	6.07684	42.93369	-72.27814	7.22791	16.04935	8.25429	1050.62640		64.20851	0.00000	5.84744	32.02164	5.70960	10.42317	3.33919	56.33902
8.54964	8.84165	5.37973	51.168	7.973	7.73362	14.90616	8.47211	1161.36365	7.51150	40.47383	0.00000	7.35283	51.73695	6.23053	11.19237	4.29256	42.58307
7.48048	8.97193	5.60719	10.31672	123.89071	8.55641	15.48704	8.22949	1130.36445	8.94627	58.43893	1.00000	8.83518	65.60545	7.01299	8.85890	4.11036	63.19305
8.11319	9.52905	5.49708	49.5099	6.74549	7.48046	20.41328	7.99385	1190.69829	7.10342	63.12491	1.00000	7.45199	44.72443	4.28905	9.93061	3.03793	67.90566
7.72416	7.13021	8.69450	34.15429	3.50309	3.87639	17.32668	6.68115	1062.51012	8.75826	37.80958	0.00000	9.99931	31.90344	7.41192	10.26330	0.69460	61.90087
6.41353	7.60526	5.96241	35.50056	117.63083	10.68575	15.20081	7.17542	1061.13554	7.66020	60.40039	1.00000	8.00034	40.30471	5.64810	8.26118	1.94666	58.06272
6.29817	8.80983	5.42152	37.31309	40.74357	6.73418	12.64061	7.52730	1081.25679	6.30591	39.52333	0.00000	7.11988	44.87105	6.21501	12.08091	2.39065	40.73491
8.42756	4.81526	7.78319	22.37066	114.10479	5.86829	6.60655	9.36580	1182.93917	9.00656	32.67750	1.00000	9.46360	42.08217	6.80465	9.49515	8.82185	43.17160
9.70764	8.70364	9.98148	26.18924	-98.15529	8.98963	29.50395	8.17693	1108.79745	6.83193	65.19107	1.00000	2.76424	72.85458	6.87218	7.63332	3.03919	58.61742
6.96634	9.02852	7.70062	45.69558	4.7934	6.68821	17.27964	7.69872	1158.34277	7.35811	63.52525	0.00000	5.89586	47.58025	3.98541	9.15716	2.53483	52.47418
6.04942	8.05440	7.41498	48.90982	2.45012	9.77438	12.78009	6.83968	1132.24463	7.40321	56.03564	1.00000	5.82613	54.46472	5.94124	8.11923	1.47050	40.08556
7.85907	9.15562	6.26762	48.73218	11.18709	8.43782	12.86937	8.11981	1196.13007	8.78700	66.42311	1.00000	10.87634	35.80686	6.83532	10.38007	3.47778	65.34309
6.87597	7.00347	7.24701	44.22639	22.53083	9.85463	13.35799	6.65721	1189.14953	8.03182	46.87440	1.00000	5.99037	54.68281	6.91199	8.57492	1.37020	66.65483
8.48387	11.08578	3.00593	-4.26613	15.28318	10.84425	16.18835	9.82100	1184.94804	6.44077	59.20350	1.00000	9.40771	37.43246	8.13679	9.32443	14.37778	23.28361
8.78864	4.46510	7.63619	19.04222	-98.11889	7.90407	25.08682	8.01975	1085.21368	6.52362	55.82898	1.00000	8.95157	22.12238	8.64004	6.45718	2.38344	49.56745
6.81644	8.49139	5.98897	33.14447	47.3799	7.91739	15.15203	8.44516	1093.11956	7.98729	57.46893	1.00000	8.71210	39.85889	7.73386	8.84950	4.03006	47.14099
7.46851	10.31000	4.30825	42.52787	-70.92866	7.77046	-3.44086	8.48260	1102.13438	8.39905	54.21237	1.00000	7.78275	57.75571	5.29153	10.89802	4.13600	57.38043
7.61748	11.06479	5.46891	34.09611	-118.10583	8.73903	25.65146	8.84208	1179.13009	6.96171	29.52122	1.00000	5.99957	51.32487	7.00600	9.67293	6.09230	31.67094
7.80891	8.62597	8.62359	36.06523	-119.01677	4.12907	11.38798	8.31407	1070.08224	8.89800	44.97649	0.00000	8.85666	40.35399	8.18026	9.44539	3.51533	38.64288
8.82662	8.18520	4.76105	51.47805	6.8625	9.73371	6.47925	6.77849	1141.33272	8.96633	61.94706	1.00000	9.16665	54.33373	5.47774	9.27152	0.86419	57.72583
8.90693	9.63441	4.84003	26.9423	68.11759	8.58917	27.82408	7.61182	1129.94055	7.14591	63.09624	1.00000	8.02714	40.22658	6.56193	10.08187	1.79942	69.41533
8.03521	7.45594	6.90740	41.24255	-82.61573	12.01302	20.37901	7.36463	1188.19577	6.34445	64.20128	1.00000	6.84303	50.27103	10.39903	8.48655	2.49248	52.15916
8.66538	5.45449	6.85863	27.76056	-15.58602	6.75677	15.58743	8.39716	1155.75591	8.02052	61.47177	1.00000	9.57993	60.04040	5.73389	8.90299	4.16729	28.48571
9.08213	6.79447	6.82976	42.52787	-70.92866	6.39226	21.57051	8.62518	1105.19946	6.25098	46.70464	1.00000	9.82886	56.05855	5.17060	10.69289	5.16906	20.43274
5.65060	10.08247	8.02087	54.48147	53.47103	9.21836	-8.47937	6.95207	1106.19960	8.84701	52.73969	0.00000	8.71070	50.66387	9.62004	9.43870	1.75725	50.09028
8.12405	9.59068	6.53259	26.2173	-80.22588	7.78420	23.15259	9.06879	1065.05550	9.76860	53.34232	1.00000	6.36896	9.04153	4.57677	9.77052	6.82784	27.08725
5.75402	7.98473	6.17467	-7.76667	35.7	10.65841	12.86350	7.73842	1055.84016	8.54469	50.10393	1.00000	7.15704	62.99150	6.06110	8.12884	2.46908	56.91067
7.22034	9.26754	5.41541	46.51872	86.00214	9.17888	22.22806	6.91064	1106.17887	6.64590	61.92204	1.00000	7.96168	52.37093	4.90256	8.21293	2.08001	45.09363
8.22789	5.94784	7.46243	51.67822	33.9162	11.35229	17.01473	10.16119	1133.69622	6.47244	46.51735	1.00000	6.98427	63.94995	7.23190	7.73506	18.86208	61.03615
9.28351	6.74386	5.58829	43.48961	-8.2194	5.94959	5.94577	8.26413	1122.34937	7.87666	58.48229	1.00000	7.09346	50.20373	6.94570	7.54663	3.65472	41.32443
7.05831	9.22839	6.99277	50.74497	3.20639	10.00419	30.45925	6.87792	1066.47826	6.52209	55.55073	1.00000	5.59383	48.33807	8.32229	8.10143	1.55850	56.05572
6.53958	8.98422	5.85543	47.56494	31.33078	8.99969	10.46237	7.69174	1179.42009	7.59537	59.06318	1.00000	6.53385	55.45168	5.13909	9.79343	2.69398	68.18051
8.43449	9.53990	9.28295	-36.9256	-73.02841	9.16856	4.15627	7.86940	1054.69562	7.18357	56.36138	0.00000	9.01631	36.49580	11.29643	8.64376	2.88858	53.94419
8.26423	9.97009	8.01731	6.25947	102.05461	8.19431	29.67284	9.15472	1162.50126	8.05942	46.83337	0.00000	8.09443	41.48066	8.45646	10.40410	8.05488	77.69858
7.69399	12.36087	5.26822	19.04222	-98.11889	7.13669	3.97659	7.83622	1120.50900	8.33180	49.69630	1.00000	6.15555	31.37079	5.36720	10.47633	2.99066	61.95552
7.08950	6.38445	6.30963	44.43579	26.01649	6.15120	12.40819	7.85600	1123.72481	7.18443	61.81271	1.00000	8.90596	62.81929	5.65716	9.52801	2.20501	54.73548
7.14115	7.52203	5.97336	36.24624	139.07204	8.44308	12.46155	7.96649	1065.69846	8.82030	34.61958	1.00000	9.53995	49.45578	7.07751	8.27408	2.75310	51.53076
5.32050	8.13548	8.53838	13.65805	102.56365	3.14707	24.59570	4.76038	1118.98047	7.79546	47.42958	0.00000	9.40184	56.01971	7.16832	9.41600	0.82702	55.25402
9.76771	7.36468	8.02936	14.53767	46.83187	11.16459	-2.43734	8.59578	1054.37506	9.61382	51.43743	1.00000	5.95577	57.19802	7.84795	7.26074	5.23339	58.62579
8.81891	5.54158	7.70995	14.37395	100.48528	8.11613	11.48440	7.79190	1070.90453	8.51777	39.04898		11.37876	42.74843	6.75477	9.17364	2.79013	50.74810
8.80087	8.91158	4.97321	51.14942	15.00835	7.31537	19.65881	6.69839	1091.76526	7.50716	39.61259	1.00000	8.37666	36.35365	7.30138	8.33388	1.56707	31.94436
9.38487	8.85731	7.01390	31.71667	73.38333	5.94439	15.62778	9.55549	1165.92487	8.11157	39.65573	0.00000	6.16700	30.93683	6.77898	6.96286	11.09545	40.29726
6.06971	8.91285	9.99289	-17.83333	48.41667	7.55523	-5.12814	8.12098	1169.34603	6.75525	69.94595	0.00000	9.25569	49.97573	11.11355	8.12600	2.98341	61.16401
10.19153	7.60687	6.35862	55.8736	85.4265	4.66626	8.88108	9.06874	1141.83131	7.62048	43.12705	1.00000	10.46838	48.21913	4.58644	12.35718	6.71498	67.31638
8.30308	1.79632	9.12845	3.27833	32.88667	5.00260	25.49112	5.81691	1139.80910	8.88159	50.73198	1.00000	9.77121	36.63618	6.38121	8.79423	1.44188	73.61179
7.97884	5.14312	6.87674	35.25064	-91.73625	7.49863	21.28977	7.40581	1085.46668	7.69372	50.49447	1.00000	8.23667	23.90339	7.35621	7.00739	1.36536	62.31001
7.98343	8.09603	3.66558	31.12406	-97.90308	13.67009	21.36943	9.20165	1081.96238	6.34014	55.01781	1.00000	9.75151	63.29093	10.57447	8.40689	7.82960	74.61083
8.74217	7.59899	9.18652	37.49073	-2.77259	3.74024	11.53852	8.76005	1178.87729	8.68494		0.00000	8.51079	29.67839	9.99220	10.40661	4.64305	36.31723
6.81765	8.88225	7.95273	40.72816	-74.07764	6.48636	4.98997	6.31134	1101.07381	7.55585	64.87837	0.00000		33.96345	8.60508	9.37597	0.78443	8.01839
7.09435	8.05925	5.77405	7.06273	-1.4001	6.66269	8.00252	6.28369	1115.96862	6.28217	43.10301	1.00000	9.91019	38.11612	4.86959	10.99366	0.54724	53.07793
8.61877	9.17175	4.91833	22.88783	84.13864	4.49679	4.96444	8.81621	1186.04669	9.36926	39.95921	1.00000	9.10203	53.93499	4.51289	12.11112	5.61584	54.24954
7.32987	8.87848	7.18720	22.75218	72.68533	6.37063	14.32057	7.84110	1070.49292	6.26788	55.20600	0.00000	7.50589	61.35152	5.96738	8.44514	2.38491	30.59871
8.37264	9.25931	3.78136	39.71734	-74.96933	4.74827	21.49555	7.55198	1197.89221	9.96174	46.88544	1.00000	6.09119	39.93473	5.90863	9.02116	1.91195	42.66007
6.12991	10.38889	9.04238	36.27462	4.85668	7.58723	24.69092	7.26983	1151.87575	6.84221	59.73804	0.00000	7.93785	45.87285	8.09158	9.29305	2.31372	62.00959
8.40296	8.15880	5.03173	37.95143	-91.77127	7.29552	31.64113	6.67197	1158.66703	7.72067	75.53981	0.00000	4.36969	60.56206	7.60628	7.01424	1.25218	41.22725
10.56584	5.08182	7.42052	41.9001	-71.08977	7.34028	31.99097	8.33830	1168.01450	8.44007	65.18385	1.00000	9.37401	46.73721	6.56073	8.17008	4.21040	48.89843
8.40455	7.09505	6.26722	-19.65	47.31667	5.91164	4.42105	7.19465	1067.85417	7.66572	75.31479	1.00000	9.03819	76.99306	5.99484	10.01868	2.10857	35.50885
8.40644	8.88439	7.10452	10.63504	-85.43772	5.34868	32.06886	8.00838	1152.95023	7.26588	43.02631	0.00000	7.49934	46.00637	6.18973	9.28893	3.00606	56.22415
6.05707	9.26056	4.86585	34.8825	128.62667	10.65612	19.73769	8.27045	1167.02989	6.54273	46.97028	1.00000	7.43880	57.34471	6.44641	9.09829	3.80870	56.71670
8.55963	8.73865	8.67386	51.39148	-0.29825	6.88714	18.77717	7.02590	1086.00390	6.70754	42.41293	0.00000	11.19106	29.08802	8.63403	7.03519	1.37879	28.32705
9.30602	8.99523	7.46987	40.66482	122.22833	9.51074	19.91351	6.81537	1195.55670	8.32178	52.71654	1.00000	4.90006	61.12020	8.44758	8.71326	1.75813	41.98393
6.82499	7.87300	4.21018	42.93369	-72.27814	11.09765	3.37615	6.47628	1137.96785	5.74687	70.65362	1.00000	9.70694	48.37865	7.08860	8.84718	1.71292	30.10545
8.51362	8.02695	4.57283	6.25947	102.05461	7.64099	8.30180	7.72315	1160.63342	9.74028	71.54258	0.00000	5.02554	20.33168	6.86559	8.66520	2.26545	42.32377
7.63288	7.88738	9.71372	37.60876	-77.37331	5.09187	25.07181	6.68209	1090.54778	7.85029	35.59408	0.00000	9.29226	45.80999	7.84742	10.07636	1.14619	54.67360
9.03114	7.11111	10.97164	33.7207	-116.21677	5.07261	2.71024	8.29496	1108.30829	8.11841	61.10750	0.00000	9.66222	55.02242	10.95592	8.65414	4.50851	34.38359
8.25941	9.21414	7.90605	21.46527	83.97573	5.21178	17.46747	6.51508	1140.61701	8.12141	45.11527	0.00000	7.80681	46.48609	7.92539	11.29354	1.75793	25.72833
7.51563	6.49581	6.39939	58.04254	65.27258	11.53722	16.77260	7.23844	1110.17306	8.53622	58.32850	1.00000	8.12217	71.24478	8.84549	8.50234	1.74241	54.75305
9.03361	9.88342	5.07163	24.05979	77.40858	7.77351	24.31408	7.84272	1121.92398	6.74927	65.82121	1.00000	8.98723	50.28693	6.61884	9.88018	2.38023	41.62547
7.44508	6.61462	9.87796	-23.85972	35.34722	6.05137	14.48424	7.18499	1085.56620	6.79131	35.13145	0.00000	10.56673	59.47615	9.77171	9.23437	2.24473	44.64015
7.62913	10.01547	3.80931	-15.675	-38.94722	10.53083	19.31971	8.10668	1153.79316	5.45272	73.57603	1.00000	8.77660	34.00094	5.30918	9.07701	3.18469	55.12029
7.32472	10.45964	6.70747	41.9001	-71.08977	8.24138	23.10576	8.97448	1076.83704	6.77502	55.70199	1.00000	5.51248	50.40681	9.44695	9.62227	6.59943	49.17930
6.31297	7.88039	4.94105	50.20528	19.27498	8.42176	14.56729	7.47511	1094.78263	6.97500	70.58029	0.00000	7.53668	57.28689	5.56276	10.87808	1.82301	67.74765
8.84544	11.21979	8.99678	44.27804	-88.27205	5.59971	0.12536	6.96425	1121.83846	6.14624	35.26218	0.00000	4.41104	40.35727	5.67943	6.36929	1.49107	62.14931
6.26829	8.08906	5.83704	45.53929	-122.38731	7.23091	19.06790	6.57489	1168.95603	7.79013	60.80161	1.00000	8.80279	47.88489	7.38724	9.04667	1.23703	29.73613
8.11844	7.51603	7.92417	39.57582	-105.11221	9.52345	-0.13483	6.18821	1154.16340	7.73857	33.51558	1.00000	5.66458	58.06941	8.59920	8.93729	1.43912	64.79219
7.61085	7.50936	6.09807	40.66482	122.22833	8.98001	14.78437	5.84612	1143.45859	7.52478	34.03527	1.00000	9.57400	41.82200	8.14679	7.33371	1.18971	44.41538
6.61228	10.21150	8.76883	53.93361	37.92792	6.65988	10.91880	6.72083	1140.41623	6.52540	57.06107	0.00000	6.23632	39.07750	4.43098	8.46757	1.20382	47.61948
8.13411	10.14185	10.06794	50.06	43.2379	9.14310	7.32143	7.59917	1164.46453	6.95037	28.91581	0.00000	7.79489	31.90730	12.57536	8.75795	2.08761	41.81148
8.64933	6.44099	6.66157	51.168	7.973	6.05286	27.31080	7.41732	1167.37008	8.39570	54.18777	1.00000	8.70524	48.70969	5.81219	9.83638	1.84499	57.39410
9.09672	5.88257	7.37789	10.66668	-61.51889	7.59470	7.72136	8.43445	1182.00419	5.83821	54.61091	1.00000	10.30933	32.64370	7.07121	9.16008	3.74705	42.14743
7.36446	7.25180	6.80921	50.5107	18.30056	7.74544	4.48082	7.33911	1106.49416	8.29038	40.83923	1.00000	10.23417	58.04828	6.82462	9.86152	2.09106	49.10445
10.47507	6.76025	6.03444	13.65805	102.56365	7.01393	18.48964	8.47516	1075.32984	7.81693	57.86613	1.00000	8.75841	54.85479	6.10483	8.53909	4.29457	44.94758
8.27682	10.12929	7.23598	50.23019	8.77155	8.43645	5.95499	7.54985	1124.13463	9.05134	36.61998	1.00000	4.01962	42.54901	4.94332	9.71311	2.04663	51.10629
7.70289	9.15208	7.00402	51.168	7.973	8.02284	-2.26412	7.90658	1089.98790	8.19228	50.30074	1.00000	5.75970	50.34079	6.73174	9.23515	3.65624	38.28552
7.92897	11.12196	5.41556	40.66482	122.22833	8.09115	-6.58324	5.88345	1149.75865	7.95665	65.03447	1.00000	6.53737	52.69866	5.88027	9.71384	0.51497	40.86120
8.72506	4.84350	6.03845	60.2052	24.6522	3.68108	12.14674	10.03929	1179.01424	7.37502	66.83820	1.00000	7.72196	42.80033	5.33025	8.99672	16.94672	53.26516
8.53307	10.63948	8.40932	44.43579	26.01649	9.79025	-0.68482		1125.44824	9.25640	49.81754	0.00000	9.51515	63.82046	9.50996	7.92636	1.88366	45.91013
7.73614	10.92385	7.45805	33.93113	-117.54866	7.58917	26.34532	7.37566	1059.45743	8.24273	49.87350	0.00000	7.03833	45.85281	5.79735	10.53518	2.16622	49.65342
8.03399	4.87488	7.17689	22.75218	72.68533	6.59506	15.55617	8.40297	1175.10173	6.82695	65.14285	1.00000	8.78524	47.16431	7.07867	7.93032	4.26102	53.01558
7.48284	9.24039	9.41270	23.0072	-82.4017	6.92214	0.45560	9.05600	1092.51817	6.90667	46.98123	0.00000	9.46198	53.46947	9.91481	8.04772	7.18424	34.07500
8.23072	11.63812	6.14834	53.93361	37.92792	6.72571	19.18042	8.52157	1173.46872	8.39160	40.08128	1.00000	5.70136	47.06731	7.30059	10.30206	4.30694	48.90252
9.65611	7.35595	6.23833	41.85059	-87.882	6.60730	28.34904	7.52438	1156.52017	7.37739	40.17092	1.00000	10.13394	40.47702	6.07322	10.08172	1.69927	43.42149
8.70664	9.22332	8.00635	60.97944	76.92421	8.25786	25.20341	7.34712	1177.20428	8.17712	46.15543	1.00000	4.52294	55.15012	7.24990	9.04496	1.84091	58.12345
7.42276	10.46840	6.16510	33.78333	114.51667		24.56912	10.57613	1077.02465	8.35238	51.73680	0.00000	5.40600	43.47536	7.11485	8.34419	28.41448	35.53553
8.87918	9.82601	6.69211	37.30553	120.82747	8.28058	37.98353	8.98833	1083.56100	6.89179	72.56007	1.00000	5.53436	46.14178	7.10818	9.37279	6.52974	52.75964
6.93823	5.77894	6.76494	54.52156	9.5586	6.63643	7.90583		1180.49225	6.98847	52.02600	1.00000	10.66490	48.37141	5.52850	9.69487	6.59112	33.18937
8.25716	8.68832	5.17162	51.78967	1.15597	8.66432	17.02979	8.21619	1077.68847	7.92004	59.01368	1.00000	7.91239	29.04347	6.26043	9.74785	3.76153	43.28488
5.90660	8.29902	5.64437	37.19723	122.05228	5.02396	29.22438	8.95976	1142.26365	5.69355	55.96683	1.00000	8.88038	77.79054	6.02850	11.18037	6.65681	67.44537
8.41207	9.14671	6.88366	34.86472	117.55417	5.25742	25.88698	8.08858	1198.72110	8.43145	55.15921	0.00000	7.55706	45.63461	7.24923	8.61282	2.88223	43.15476
7.06089	8.24395	5.23849	32.5007	-94.74049	7.48367	23.24889	7.10672	1102.97916	6.91161	59.98813	0.00000	6.37242	44.58071	5.68802	10.44237	1.50918	35.29196
7.52754	8.58810	3.96810	32.52515	-93.75018	7.36646	7.16287	7.06841	1126.24488	8.59929	53.07121	0.00000	5.66694	52.91326	8.58203	8.75972	1.66263	66.78583
9.41602	11.01161	8.35121	10.15031	-73.9614	7.15680	35.71553	8.36269	1130.11208	8.18924	46.33891	0.00000	7.23321	31.60976	9.57452	9.44939	4.25407	51.38161
8.55888	9.60546	10.45632	50.06	43.2379	5.53551	3.46392	7.52220	1171.91674	8.60700	50.54784	0.00000	7.29307	21.83818	10.51240	9.25449	2.10481	50.64475
8.77226	7.39492	9.15975	23.18	88.58	4.41045	29.15197	7.55883	1193.62810	10.02905	62.76761	0.00000	10.68265	48.70759	10.61868	7.47985	2.37074	56.13294
7.16228	6.94912	5.84071	54.58048	16.86194	7.52630	23.06297	6.59111	1064.70614	9.37665	45.74350	1.00000	7.91495	34.39893		7.30881	1.22337	53.86610
6.68159	9.77373	4.72256	-33.79176	151.08057	10.62700	25.11673	8.57262	1094.76451	9.56800	52.98596	1.00000	7.85634	40.73314	9.23655	9.66189	4.10761	37.17805
8.78561	9.01221	5.72772	50.06	43.2379	6.19010	16.62431	7.59985	1110.28477	7.15729	53.41563	0.00000	5.69937	67.97710	7.97853	8.50784	2.58323	67.15088
8.56432	6.98153	8.42909	44.43579	26.01649	10.78043	2.32764	6.95066	1054.10114	8.82792	51.99578	1.00000	5.50066	60.60381	7.40907	7.15812	1.36447	57.78811
7.60273	6.08518	5.79336	43.61058	1.33467	6.82765	19.49450	7.68667	1121.51804	7.68827	49.85252	1.00000	7.19836	41.07150	8.07155	6.29037	2.15890	44.11198
9.20192	9.40769	8.98242	50.86079	17.4674	5.49140	6.37554	9.13893	1190.59115	7.80630	40.50289	0.00000	8.26035	42.06734	7.60100	10.17375	6.98055	39.83207
7.57219	9.96911	3.42275	21.34222	71.30633	8.62232	15.56928	7.25117	1092.64491	9.42768	61.02984	1.00000	9.65656	35.18698	9.10019	10.50771	2.24156	42.90728
7.16921	10.09146	6.96191	-37.32167	-59.13316	5.40753	27.28819	9.18177	1060.13593	7.67579	68.84373	0.00000	5.30833	43.80224	8.18190	6.91829	7.65885	70.56887
9.14068	9.77050	5.68137	51.168	7.973	9.70888	9.02013	7.55642	1115.98144	8.21395	44.96513	1.00000	6.25265	58.12111	4.39777	9.72692	2.09767	50.05627
7.92194	8.80004	10.60826	22.4711	88.1453	5.76452	10.83084	7.46403	1147.85552	6.81326	58.16080	0.00000	9.42400	55.75942	8.30102	8.40017	2.23085	62.02308
9.16043	11.29153	6.23827	41.57721	-93.71133	7.39324	19.47282	7.44960	1180.11573	8.00908	45.10851	1.00000	5.41018	40.22101	5.82372	9.82117	1.57860	44.22909
8.77741	10.95139	7.97639	48.8222	2.12213	9.51146	7.93213	8.96532	1108.00713	7.00660	57.84120	0.00000	9.31009	61.27207	7.76263	8.38319	6.30571	35.58803
7.48533	7.40389	6.06981	-3.5403	118.9707	11.76811	3.56044	7.97440	1071.50830	7.65115	51.31631	1.00000	7.66908	34.54435	7.01780	7.67558	2.88384	60.72572
6.82480	10.55198	7.92493	43.91452	-69.96533	8.57951	8.92983	9.15734	1188.87182	8.29445	48.47401	0.00000	9.85963	36.34692	8.15798	7.66642	8.10785	30.76581
10.26833	7.78229	10.62548	51.14942	15.00835	5.13539	31.05492	8.48973	1171.83609	7.92534	41.00842	0.00000	8.68829	40.54115	13.13452	8.51599	4.84442	29.76628
8.58007	6.43212	6.85313	43.83125	5.03586	7.41094	-0.63193	7.98131	1175.92061	8.55005	40.48864	1.00000	10.97181	42.22574	6.56797	9.49288	2.20009	32.73322
7.37942	8.02597	5.88312	60.2052	24.6522	10.56493	11.79866	8.40961	1190.69821	5.29435	48.94832	1.00000	8.02577	52.50261	6.54064	7.75801	3.99901	49.74883
