location	longitude	latitude	code	QoS	revision
Asia/Shanghai	123.50266	41.94175	CN	excellent	08/26/2017, 00:00:00
America/Chicago	-93.71133	41.57721	US	excellent	2013/02/14
Asia/Kolkata	91.00632	26.32293	IN	average	10/08/2018, 00:00:00
Asia/Hong_Kong	114.10479	22.37066	HK	excellent	2020/04/08
Asia/Shanghai	122.22833	40.66482	CN	accep	08/08/2016, 00:00:00
Asia/Kolkata	78.15794	12.1277	IN	maintenance	2019/03/03
Asia/Shanghai	122.22833	40.66482	CN	good	12/21/2016, 00:00:00
Europe/Moscow	38.2739	46.7055	RU	excellent	25 Dec 2013
Asia/Kolkata	79.41727	12.25282	IN	accep	08/31/2015, 00:00:00
America/Santiago	-71.23106	-32.45242	CL	average	2022-09-19
Europe/Amsterdam	6.61944	52.57583	NL	good	2014-07-08
Africa/Lagos	4.52514	12.74482	NG	good	11/04/2018, 00:00:00
America/Chicago	-88.42814	42.16808	US	average	2022-07-07
Europe/Madrid	-4.10734	38.68712	ES	excellent	2021/09/02
Europe/Berlin	8.91229	49.13645	DE	accep	2013-12-15
Asia/Almaty	77.0202	43.41949	KZ	good	2021/05/21
America/New_York	-81.56929	41.55838	US	average	2020-04-03
Europe/Belgrade	22.53083	44.22639	RS	building	01/17/2019, 00:00:00
Europe/Rome	12.70038	45.9836	IT	good	2017/03/28
Asia/Tokyo	136.13108	34.75856	JP	good	02/02/2020, 00:00:00
Asia/Tokyo	137.02166	35.48199	JP	accep	04/27/2016, 00:00:00
America/New_York	-82.35176	27.71809	US	excellent	04/16/2013, 00:00:00
America/New_York	-77.37331	37.60876	US	building	2019/04/02
America/New_York	-76.51552	39.32011	US	excellent	2016/03/04
Europe/Moscow	34.34691	61.78491	RU	accep	2013-10-30
America/Bahia	-37.93278	-11.48472	BR	maintenance	11/20/2020, 00:00:00
Asia/Kolkata	79.5286	29.22254	IN	good	2019-02-02
Asia/Aden	46.83187	14.53767	YE	accep	2018/03/14
America/Los_Angeles	-122.40433	37.71715	US	building	10/20/2014, 00:00:00
Europe/Berlin	9.5586	54.52156	DE	maintenance	16 Feb 2015
Asia/Colombo	79.87116	6.84019	LK	accep	2019/10/20
Africa/Libreville	13.58357	-1.63333	GA	building	2014/04/29
Asia/Shanghai	112.9	27.85	CN	good	2015/02/13
Africa/Monrovia	-8.53778	7.57944	LR	accep	2018/10/12
Europe/Madrid	-8.2194	43.48961	ES	building	30 Mar 2016
Europe/Istanbul	37.3825	37.05944	TR	accep	2022/03/12
Asia/Colombo	79.883	6.9909	LK	accep	30 May 2015
Europe/London	-3.05	53.81667	GB	excellent	2012-10-22
Europe/Warsaw	19.27498	50.20528	PL	excellent	04 Dec 2020
Asia/Makassar	118.9707	-3.5403	ID	average	2017/06/05
America/Los_Angeles	-117.29198	33.03699	US	excellent	15 Feb 2022
Europe/Moscow	38.2739	46.7055	RU	building	06/20/2022, 00:00:00
Asia/Tehran	51.67462	32.65246	IR	good	07/18/2022, 00:00:00
Asia/Jerusalem	34.86563	31.92923	IL	good	2017-07-19
Asia/Tashkent	69.67639	41.29444	UZ	maintenance	2018/06/27
Asia/Karachi	71.57118	32.87533	PK	accep	24 Apr 2013
America/Puerto_Rico	-67.15407	18.42745	PR	maintenance	2014-12-29
Africa/Luanda	19.91667	-11.78333	AO	excellent	2017-01-12
America/New_York	-73.49484	41.14676	US	building	02/13/2018, 00:00:00
America/New_York	-69.96533	43.91452	US	accep	2022/02/14
Asia/Karachi	75.06583	32.17629	PK	excellent	08 Apr 2022
Europe/Minsk	30.2049	55.1904	BY	average	11/07/2018, 00:00:00
Europe/London	-0.76667	53.38333	GB	average	2020-02-05
Asia/Tokyo	137.95378	35.82756	JP	maintenance	25 Sep 2015
America/Argentina/Ushuaia	-68.3	-54.8	AR	building	2019-11-20
America/Mexico_City	-97.35992	19.8173	MX	excellent	2017/11/02
Asia/Kolkata	74.83554	14.62072	IN	excellent	2016/11/15
Asia/Dhaka	91.84128	22.83957	BD	average	15 Jan 2015
America/Mexico_City	-100.88023	20.21322	MX	building	26 Mar 2020
Asia/Krasnoyarsk	92.48278	58.23583	RU	building	05 Feb 2014
Europe/Berlin	8.63333	52.2	DE	average	2015-11-16
Africa/Dar_es_Salaam	37.00438	-7.60361	TZ	excellent	2016-09-23
Asia/Kolkata	76.03889	18.18158	IN	accep	08/08/2016, 00:00:00
Asia/Kolkata	86.51499	23.1959	IN	excellent	2014/10/16
America/Detroit	-83.48216	42.30865	US	excellent	05/18/2015, 00:00:00
Europe/Moscow	38.2739	46.7055	RU	accep	2020/08/09
Europe/Istanbul	28.67582	40.98894	TR	good	2018-05-19
America/New_York	-76.43941	39.33427	US	excellent	2022/01/22
Europe/Berlin	8.96317	48.35149	DE	building	2017/09/28
Europe/Kiev	29.41824	45.99194	UA	maintenance	10 Oct 2013
Europe/Berlin	9.5586	54.52156	DE	good	11/18/2015, 00:00:00
America/Sao_Paulo	-48.67028	-28.24	BR	accep	2013/10/12
Asia/Kolkata	75.11937	20.88098	IN	average	13 Oct 2017
Africa/Kigali	30.4347	-1.9487	RW	good	07 Mar 2017
Europe/Berlin	10.5511	52.47774	DE	good	24 Jun 2015
America/Havana	-77.43532	20.14298	CU	excellent	03 May 2014
Europe/Andorra	1.53414	42.50729	AD	building	2022/08/20
Europe/Paris	1.00288	49.28669	FR	average	2016-10-17
Asia/Karachi	68.21204	27.55898	PK	accep	2022-02-25
Europe/Rome	14.43865	40.87329	IT	accep	2017/12/28
Asia/Vladivostok	140.72287	53.14657	RU	accep	06/01/2022, 00:00:00
America/Vancouver	-119.27337	50.26729	CA	excellent	21 Nov 2020
Africa/Johannesburg	29.00974	-24.19436	ZA	accep	11 Apr 2015
Asia/Shanghai	117.4831	27.34089	CN	excellent	2014-01-31
Europe/London	0.47713	51.39323	GB	building	2016/10/08
America/Mexico_City	-100.44843	20.74122	MX	accep	14 Mar 2013
Europe/Madrid	1.10687	41.15612	ES	average	2019/01/28
Europe/Paris	4.91667	45.73333	FR	maintenance	16 Mar 2022
Asia/Kolkata	85.94001	25.49043	IN	accep	2012/12/14
Asia/Seoul	128.63083	36.82167	KR	average	08 Aug 2016
America/Bogota	-77.03116	3.8801	CO	building	03/24/2017, 00:00:00
America/New_York	-76.51552	39.32011	US	accep	30 Aug 2022
Europe/Paris	1.00288	49.28669	FR	accep	07/24/2022, 00:00:00
Asia/Karachi	68.75915	27.52948	PK	average	30 Nov 2012
America/Chicago	-102.36764	31.84568	US	excellent	14 Mar 2018
America/Chicago	-88.70464	34.25807	US	average	2020-10-30
Europe/Kiev	31.33078	47.56494	UA	excellent	2017/04/13
Europe/Berlin	6.9747	50.82709	DE	accep	27 Sep 2020
Asia/Tokyo	136.13108	34.75856	JP	accep	11/16/2018, 00:00:00
Asia/Yangon	98.50893	16.68911	MM	accep	2020/01/17
America/New_York	-73.95097	40.72371	US	average	12/07/2015, 00:00:00
Asia/Colombo	79.87116	6.84019	LK	excellent	2022-07-04
Europe/Madrid	-1.325	38.47917	ES	maintenance	15 Jun 2015
America/Costa_Rica	-85.43772	10.63504	CR	good	17 Aug 2015
America/Sao_Paulo	-51.87389	-23.44361	BR	good	17 Nov 2016
Asia/Shanghai	115.04814	30.24706	CN	good	2016/06/21
Africa/Blantyre	34.4587	-13.7804	MW	building	2022-07-30
America/Chicago	-87.88754	41.15376	US	excellent	2014/09/07
Australia/Melbourne	145.06667	-37.88333	AU	excellent	2019-09-16
Europe/London	-0.32247	50.82882	GB	good	2017/01/09
America/New_York	-81.77285	28.54944	US	building	2021/10/30
Africa/Lagos	4.74161	7.62789	NG	accep	25 Apr 2021
Asia/Kolkata	77.24779	10.58806	IN	average	2020-09-25
Asia/Manila	123.99333	12.97389	PH	accep	03/01/2017, 00:00:00
Asia/Kuala_Lumpur	101.02083	4.02219	MY	building	2017/08/26
America/Chicago	-99.73314	32.44874	US	good	2020/08/16
America/Mazatlan	-105.36369	22.49396	MX	good	2018-03-06
Asia/Almaty	84.87144	47.46657	KZ	building	06/14/2017, 00:00:00
Asia/Kolkata	78.25795	9.82564	IN	good	05/15/2014, 00:00:00
Europe/Berlin	13.31783	52.61131	DE	accep	2016/10/04
Europe/London	-4.22398	57.47908	GB	building	04/25/2015, 00:00:00
America/Fortaleza	-42.29444	-4.24444	BR	good	2019-08-15
America/Los_Angeles	-123.02621	44.99012	US	excellent	02/01/2013, 00:00:00
America/Edmonton	-113.3187	53.51684	CA	maintenance	2013-04-20
Asia/Shanghai	114.51667	33.78333	CN	accep	2015/05/30
Europe/Berlin	12.1369	51.04962	DE	accep	2015/07/12
America/New_York	-75.23266	43.1009	US	maintenance	2018-08-04
Europe/Kiev	33.34864	46.75451	UA	good	03/14/2020, 00:00:00
Asia/Kuala_Lumpur	101.02083	4.02219	MY	average	21 Dec 2018
Europe/Amsterdam	6.76111	53.16167	NL	excellent	2020-03-22
Europe/Moscow	43.91385	54.03876	RU	average	2018-04-25
Europe/London	-0.91979	51.42708	GB	good	02 Apr 2017
Europe/Istanbul	34.02537	38.37255	TR	average	02/13/2017, 00:00:00
Asia/Kolkata	76.11996	11.12018	IN	good	2018/05/21
Africa/Kigali	30.4347	-1.9487	RW	excellent	2013-09-28
Europe/Lisbon	-8.33147	41.20485	PT	good	2017-06-04
America/Los_Angeles	-117.29198	33.03699	US	maintenance	2014-09-11
Europe/Berlin	8.64409	48.07667	DE	excellent	06/29/2018, 00:00:00
America/Chicago	-90.10674	29.84576	US	accep	2021-08-26
Asia/Kolkata	79.5286	29.22254	IN	accep	2017-05-07
America/Recife	-34.88111	-8.05389	BR	accep	2021/03/16
America/Sao_Paulo	-50.19556	-19.72806	BR	accep	2021-10-11
Europe/Rome	12.6723	41.72063	IT	maintenance	2013-08-17
Asia/Kolkata	78.23456	28.92694	IN	average	2015/05/31
America/Indiana/Indianapolis	-85.76942	39.78504	US	good	2018/03/17
America/Chicago	-95.30106	32.35126	US	excellent	05/14/2017, 00:00:00
Asia/Kolkata	77.24779	10.58806	IN	average	09/30/2021, 00:00:00
Europe/Madrid	-3.53261	40.42386	ES	excellent	2021-11-01
Africa/Khartoum	34.3869	11.8659	SD	maintenance	19 Oct 2013
Asia/Damascus	36.7138	35.95664	SY	excellent	2017/02/06
Asia/Shanghai	117.4831	27.34089	CN	excellent	08 Sep 2013
Asia/Shanghai	113.13148	23.02677	CN	maintenance	2014/12/30
America/Argentina/Buenos_Aires	-58.38341	-34.64966	AR	maintenance	2016/11/24
Europe/Berlin	6.74549	49.5099	DE	excellent	2015-08-09
Asia/Barnaul	83.62389	53.30972	RU	average	25 Feb 2020
Europe/Bratislava	17.8031	48.43174	SK	good	10/13/2015, 00:00:00
Europe/Istanbul	34.02537	38.37255	TR	excellent	07/11/2020, 00:00:00
Europe/Sofia	23.225	43.4125	BG	accep	2019-07-15
Europe/Berlin	10.03988	53.6052	DE	good	2017-05-04
Asia/Tokyo	136.84186	34.4833	JP	excellent	18 Mar 2014
America/Sao_Paulo	-49.27306	-25.42778	BR	average	2018-08-24
Europe/London	-1.08593	50.79205	GB	accep	2014-09-15
Europe/Berlin	8.63333	52.2	DE	excellent	2020-03-31
Asia/Shanghai	123.50266	41.94175	CN	building	06/20/2022, 00:00:00
America/Caracas	-70.20749	8.62261	VE	accep	09/21/2017, 00:00:00
Europe/London	-1.06667	53.78333	GB	maintenance	2014/05/29
America/Santo_Domingo	-71.10077	18.20854	DO	excellent	2013/03/28
Asia/Almaty	84.87144	47.46657	KZ	maintenance	2013-09-28
Africa/Tunis	10.03478	37.16911	TN	good	10/05/2019, 00:00:00
Africa/Algiers	1.04945	35.06544	DZ	accep	2021/01/15
America/Sao_Paulo	-41.25528	-19.32556	BR	average	05/14/2020, 00:00:00
Asia/Kolkata	86.59509	26.11527	IN	accep	2013-06-13
Europe/Paris	5.16108	48.77275	FR	good	26 Apr 2019
Europe/London	-4.22398	57.47908	GB	excellent	09 May 2020
America/Bahia	-39.25	-12.91667	BR	average	06/03/2018, 00:00:00
Europe/Brussels	4.69889	50.56149	BE	accep	2021-07-02
Europe/Madrid	-3.53261	40.42386	ES	accep	2019-05-28
Europe/Moscow	46.10925	43.35071	RU	building	2015/08/14
America/Chicago	-93.08883	45.16024	US	excellent	17 Jun 2013
Asia/Yekaterinburg	65.27258	58.04254	RU	accep	03 Nov 2016
America/Bogota	-73.26022	6.46838	CO	average	2021-03-09
Europe/Warsaw	19.27498	50.20528	PL	accep	2014-05-15
Asia/Kolkata	72.68533	22.75218	IN	building	04/23/2018, 00:00:00
Europe/Paris	5.03586	43.83125	FR	average	2018-08-15
Asia/Bishkek	73	40.93333	KG	good	2013/09/15
America/Chicago	-89.64066	40.56754	US	maitennce	04/06/2016, 00:00:00
America/Caracas	-67.33122	10.22677	VE	good	18 Mar 2017
America/New_York	-78.19444	38.91817	US	good	11/28/2016, 00:00:00
