PM10	PM2.5	NOx	H2CO	C2H3NO5	latitude	SO2	CH4	longitude	warning	Pb	NH3	CO	TEMP	PAHs	PRES	O3	CFCs
6.18441	8.78982	7.49832	59.07127	0.96161	20.74122	7.33641	13.24287	-100.44843	1.00000	42.09838	9.14126	8.28254	26.39693	5.47198	1084.40228	11.37899	32.48283
6.05308	8.76610	8.48431	47.92536		36.21544	8.13122	5.55433	65.93249	0.00000	54.01223	8.48260	9.58200	13.60276	4.75927	1076.84432	9.18898	58.98170
6.52036	8.79922	6.78754	55.79575	0.78727	34.09668	7.63502	10.23172	-117.71978	1.00000	65.15676	9.06760	7.86563	2.30635	6.94427	1103.67433	9.59881	29.48629
8.09888	8.83437	10.32100	42.18740	1.80240	38.54491	8.78256	8.43132	-121.74052	0.00000	71.34275	10.24767	9.34439	21.48717	8.95512	1155.12478	10.70179	69.13206
7.08523	9.19912	6.18130	55.20915	0.77131	52.66277	8.36518	5.31737	-2.01111	1.00000	51.54122	8.68349	11.57588	11.12598	6.87448	1090.09320	7.54761	55.21592
6.97583	8.05213	10.19043	32.15948	1.35786	4.73245	7.83230	6.63773	-74.26419	0.00000	39.82310	8.28357	5.62910	11.94928	9.95516	1181.11080	10.24992	43.72250
7.82901	7.58964	6.19736	25.43911	1.31116	12.1277	7.66330	3.57811	78.15794	1.00000	54.73461	8.71643	12.71510	0.33477	7.70449	1079.71180	8.35316	66.78494
8.43372	9.33246	9.53365	65.29455	2.82563	-33.38056	8.50522	7.74856	-56.52361	0.00000	43.52912	8.69711	9.36120	36.84289	7.31292	1125.04371	9.32249	48.41201
8.73881	7.22870	9.10472	38.15220	3.75245	40.87363	8.62969	7.09100	14.34085	0.00000	47.79986	7.32003	4.07758	20.84886	7.66057	1087.43535	8.73082	54.55103
5.30122	6.79077	8.19784	51.25517	0.98856	-29.2975	9.55026	9.19150	-51.50361	1.00000	33.66349	7.73137	4.46202	25.25482	10.36243	1183.33794	10.51297	42.43142
4.78194	9.61389	5.95165	62.41057	0.44812	25.6439	9.31628	9.36442	77.9129	1.00000	44.02836	8.72089	6.21857	3.65035	9.34295	1089.30357	9.54451	58.73202
7.95236	9.69242	6.55774	45.73210	1.74453	6.46838	7.92307	6.59384	-73.26022	0.00000	34.39863	7.47978	9.97966	26.20434	5.79252	1061.06175	7.31891	47.68403
6.56475	8.43817	8.45157	57.96315	1.22487	50.5107	8.12624	6.63596	18.30056	0.00000	50.97321	6.97231	10.07436	24.34790	5.63647	1194.28612	9.79594	79.12226
8.88018	6.94707	8.01428	49.36363	4.07152	52.47774	7.17195	8.08886	10.5511	1.00000	51.88463	7.96413	6.12328	21.72238	7.32473	1078.10482	8.51050	51.72398
5.50731	9.33592	6.26268	54.92008	0.65823	58.23583	7.92362	7.23399	92.48278	1.00000	52.70324	9.70835	9.76921	20.64291	7.45399	1190.91789	7.55936	36.60227
5.59155	7.61150	4.65097	35.35560	0.63397	48.35693	7.36640	5.01093	10.98461	1.00000	62.61063		10.66885	3.55266	8.18915	1141.72480	7.17164	52.28746
6.55304	10.20759	6.51085	49.21909	0.80642	9.82564	7.61314	4.74571	78.25795	1.00000	39.78828	5.62246	11.65783	17.21239	6.66850	1109.29501	7.35388	52.25898
6.91674	8.74856	5.54092	55.35458	1.13563	14.67751	7.40517	4.50057	-60.94228	1.00000	62.89847	7.28439	11.65015	3.35052	7.19975	1054.52535	7.81617	33.65119
8.46200	8.14898	13.19499	25.75973	2.94554	15.48131	7.66664	6.63233	-86.57415	0.00000	72.68416	10.74359	4.90569	17.64801	9.24845	1125.66095	10.70232	45.65481
7.77611	7.38499	8.06472	59.04333	1.60124	35.89972	8.02366	9.56267	14.51472	1.00000	57.56431	9.34125	6.85149	4.23016	9.55208	1080.85437	6.38840	46.76872
7.98300	10.61142	8.98231	30.30522	1.78424	-21.42917	10.58044	9.20629	-45.94722	1.00000	58.10549	8.21872	8.78915	8.94163	5.45773	1126.22443	7.73309	62.74967
10.00678	7.01468	10.06203	61.60833	10.98784	16.68911	7.75577	6.91051	98.50893	0.00000	66.88736	8.07133	8.03079	3.33112	7.07294	1195.00128	8.10050	36.74113
6.78119	7.35037	8.71157	48.18840	0.92781	40.66482	8.55402	6.63498	122.22833	0.00000	44.34511	7.92917	10.61875	12.40327	6.01900	1118.18403	8.26373	73.69135
8.11285	7.58190	8.31076	38.48700	2.09912	15.72892	8.48519	9.81759	120.57224	1.00000	52.32220	8.67214	6.92383	11.40164	6.11444	1193.62893	10.33763	
6.01753	7.56215	4.20201	63.52629	0.70068	39.32288	8.14263	4.02453	-76.72803	1.00000	35.30502	7.25698	11.59005	18.71969	7.93148	1183.22697	8.00195	60.18744
6.72258	8.11995	8.25415	40.24212	1.34407	32.17629	8.23532	10.17969	75.06583	1.00000	44.95162	8.46950	6.51359	16.75055	8.07496	1052.37061	10.25310	71.78289
9.93574	8.35369	8.52926	65.37702	10.62750	41.85059	7.52396	4.25185	-87.882	0.00000	55.92190	8.57590	6.21562	6.29285	9.12838	1091.31298	11.09850	28.89170
7.71212	7.78799	7.82834	40.26191	1.67499	20.14298	9.73224	10.76485	-77.43532	1.00000		7.08606	7.40391	25.35698	3.94097	1122.96891	9.71196	53.76015
8.07473		7.58791	52.66410	1.98025	30.21121	8.42361	10.54698	74.4818	1.00000	53.79822	8.05953	7.99671	0.39904	5.31780	1125.11686	10.56255	32.16206
5.64767	8.17315	5.23415	51.84514	0.47601	-3.5403	8.26104	5.66457	118.9707	1.00000	71.35746	7.53627	9.85028	-5.62368	7.17991	1169.42017	6.31187	52.87728
6.38472	10.74910	11.34979	53.56126	0.63041	-28.24	8.98270	5.59614	-48.67028	0.00000	35.64803	8.57110	10.55229	23.99425	8.21929	1054.58410	9.21415	
4.69291	9.60618	4.37803	50.44234	0.39632	51.21667	7.90780	5.25210	6.26667	1.00000	39.57748	8.78108	10.55520	23.93959	9.18302	1192.12357	6.56037	58.00929
9.25134	7.48651	7.97646	49.13625	4.97359	33.95015	7.64131	8.52051	-118.03917	1.00000	41.91188	9.11952	6.48681	14.11886	7.72151	1051.99852	5.34874	55.97434
5.81215	5.92695	9.49580	58.33508	0.73006	-22.53722	7.67172	8.64112	-42.98194	1.00000	56.42481	6.35947	8.96934	7.29081	7.58975	1192.34579	6.57049	63.16962
6.76395	8.76508	5.42817	54.69694	0.81481	32.50611	7.51770	6.38551	120.14278	1.00000	34.41884	6.72790	9.96169	15.03004	4.83107	1115.03346	6.46026	61.92229
6.93689	9.65398	8.13065	74.08933	1.18841	42.55308	8.31272	7.88631	-87.93341	0.00000	55.67601	8.68753	7.37754	14.96759	5.41901	1112.08844	10.54326	59.71386
6.29534	6.31309	7.47043	52.93939	0.96728	55.38752	8.01592	8.45375	36.73307	1.00000	69.05925	9.43745	7.33131	10.06002	9.51736	1082.49440	6.33128	33.78692
4.95106	8.71153	4.77532	66.85263	0.51783	7.57944	7.09826	5.14838	-8.53778	1.00000	57.17701	8.10236	11.12592	15.36417	5.82049	1185.43114	7.24218	94.72034
8.58252	7.33310	5.99240	61.86510	2.92659	36.08497	6.71317	5.81792	9.37082	1.00000	36.98826	8.42562	10.25328	21.23842	7.16273	1082.42877	7.75708	44.66324
7.41046	9.08185	10.15621	50.51988	1.47062	61.78491	8.04118	6.66946	34.34691	0.00000	70.43453	8.66483	8.71836	20.81587	9.16024	1193.85252	9.31428	23.57339
4.73348	8.69913	4.02504	55.56596	1.06094	-25.42778	8.53392	11.15715	-49.27306	1.00000	32.52998	6.52068	9.36833	17.32281	5.92091	1117.96215	9.05845	47.14953
6.35214	7.90794	7.50613	49.38126	0.92907	36.64852	8.57059	8.93309	51.49621	1.00000	60.47404	6.71882	5.93513	22.95816	7.80923	1152.55322	9.81004	31.68232
6.72275	7.28092	6.66475	53.01972	1.00782	37.73604	7.58986	10.22424	-120.93549	1.00000	61.83155	8.22627	6.87424	13.17294	7.59988	1132.66938	9.65310	57.70091
7.53304	6.07537	8.75054	67.50808	1.49609	15.48131	8.40540	7.02759	-86.57415	0.00000	38.74923	7.88179	9.99532	22.96617	6.31049	1086.42732	8.79641	65.68531
6.90169	8.98241	8.87039	28.26565	1.01920	42.93369	8.04107	6.59797	-72.27814	0.00000	31.46606	8.76349	10.87113	25.10834	6.43973	1174.39339	8.17765	34.63767
7.69425	8.18247	5.78287	25.58937	1.25216	34.25628	7.85294	5.63960	-78.04471	1.00000	24.54320	8.28702	10.09673	28.48907	5.74015	1117.95501	6.77452	28.58994
7.77607	6.59874	9.15731	42.35441	1.83672	41.82143	9.10891	7.62722	41.77921	0.00000	33.42276	10.78900	10.74525	17.25774	7.64807	1154.99372	8.74319	50.47928
7.68958	7.41642	8.74184	42.51714	0.99532	39.09112	7.21785	6.96886	-94.41551	0.00000	54.68806	8.83107	10.71788	22.86513	6.30640	1131.61473	9.11031	50.91903
6.49850	8.56483	10.38324	46.37029	1.32056	41.15376	5.62582	6.03735	-87.88754	1.00000	26.99446	7.69859	6.24973	26.28313	9.60429	1188.97445	10.17143	
7.03707	9.63619	5.67421	52.72016	1.69091	27.52948	9.51709	9.29243	68.75915	1.00000	80.19511	7.05427	9.47418	23.36033	7.30895	1073.53690	8.90547	70.85823
5.14952	8.03240	10.20227	56.29027	1.07530	45.9836	9.25795	4.63994	12.70038	0.00000	56.35796	8.03820	8.06338	8.53862	5.64422	1193.61557	9.44663	69.23596
6.97746	9.16119	8.74692	50.47682	1.28023	20.88953	8.92024	6.38168	-156.47432	0.00000	54.80472	7.59889	8.95358	5.39114	5.31935	1158.84320	10.01804	55.91447
5.89616	6.81077	10.45724	41.64854	0.21375	32.87533	8.14142	5.34155	71.57118	0.00000	34.17461	9.49381	9.54346	16.83835	6.55779	1064.46909	8.58389	59.22829
7.11759	7.72556	9.90779	47.99438	0.83033	31.82539	9.37467	6.00178	72.54064	0.00000	46.49426	8.47412	10.57973	7.50651	7.05787	1060.93985	9.21059	59.05093
7.07782	8.90236	6.82879	59.94339	1.10675	-8.66667	8.45380	6.71424	-35.71667	0.00000	69.37399	8.59767	6.61941	21.10752	10.92390	1166.17831	10.15115	48.04245
6.57193	7.96357	7.11751	12.38012	0.94883	42.06166	7.55095	9.35029	-1.60452	1.00000	77.44930	7.93449	6.11939	12.20794	6.80489	1182.52176	9.68935	64.84716
2.79314	8.06469	6.61818	62.19541	0.29080	45.39402	7.53023	10.29274	9.29109	0.00000	52.18333	8.31458	8.86298	11.18314	8.24373	1076.29100	5.59003	65.15662
7.25902	8.81166	6.66015	25.96062	1.00164	50.64336	8.44178	10.43802	7.2278	1.00000	42.75063	10.15316	8.91088	15.30258	5.53494	1146.20861	10.41431	40.85259
7.84627	8.69169	6.77367	62.71654	1.63397	10.63504	9.25236	8.06122	-85.43772	1.00000	55.60102	7.30727	6.79076	21.47451	5.79194	1154.39998	5.72650	60.38908
6.79941	7.27906	10.68847	46.85857	0.81794	33.93113	10.17677	7.14579	-117.54866	1.00000	47.19744	7.79071	9.24190	11.49854	8.25833	1177.68803	8.46582	48.63931
6.78346	9.66609	11.14515	42.92092	1.44535	-23.85972	7.74544	7.63835	35.34722	0.00000	60.73967	8.73233	9.79740	16.25174	9.40892	1171.84231	9.99626	55.23013
7.48522	8.97032	8.44027	63.86246	1.33880	30.24706	7.32055	6.35200	115.04814	0.00000	41.42358	7.15100	6.70861	5.97426	8.98755	1093.47636	9.27665	52.08623
6.58588	7.69379	7.76547	49.51473	1.02126	-8.05389	5.84640	5.28097	-34.88111	0.00000	40.17461	8.35795	10.70887	12.93246	4.26866	1180.61949	8.63104	68.70315
6.45839	7.96909	9.05687	45.56738	0.88032	52.2	7.53423	8.76846	8.63333	1.00000	56.23122	8.48899	8.02560	44.24677	6.96097	1132.15506	6.05526	56.38067
6.69253	9.04855	7.42236	54.39237	1.04252	48.79325	9.03631	9.01041	2.29275	1.00000	52.14248	9.41985	5.36352	19.91916	7.02171	1161.05057	9.43085	53.88940
6.35641	8.53804	10.16340	65.27665	0.57524	32.44874	8.30972	6.56463	-99.73314	0.00000	46.57285	8.88306	6.95257	26.08087	9.87146	1197.85041	9.88463	68.02187
3.57809	7.00360	7.29539	42.32370	0.21762	41.57721	7.30376	12.37709	-93.71133	1.00000	31.16258	7.72856	6.75398	14.04992	7.70164	1067.99130	12.54354	59.69305
6.35390	8.59298	7.29544	41.24163	0.72930	43.16547	8.11404	8.95197	-77.70066	1.00000	42.24326	9.26774	5.89297	12.45498	7.85444	1169.29814	10.12399	21.25598
8.35628	7.61108	8.45629	53.14651	2.59421	10.22677	8.76154	6.12299	-67.33122	0.00000	34.72592	7.77264	7.86311	20.40398	8.71721	1161.93923	9.21908	64.15633
8.63260	8.54752	8.63941	45.52627	2.94108	42.62833	8.18800	7.75263	20.89389	0.00000	55.16537	4.77070	9.52062	37.13149	5.58805	1188.05530	7.52747	49.24231
7.33410	8.05983	5.40494	65.62342	0.81168	40.65538	8.64118	6.76224	-74.38987	1.00000	62.38730	9.10697	9.75345	14.74947	5.83541	1107.20427	6.99467	45.28152
8.06396	8.10733	9.39646	48.57281	2.06026	-31.4488	6.90231		-60.93173	1.00000	48.98716	7.79490	4.88922	30.63975	6.93472	1135.59523	10.19865	49.34566
5.75323	7.17687	5.99495	47.23561	0.85719	21.34222	8.27207	6.66835	71.30633	1.00000	48.73564	6.40303	9.77537	16.25827	7.72542	1166.21321	6.60873	34.36187
8.43569	8.86757	8.72628	43.03121	3.00509	41.29444	7.63070	7.72477	69.67639	1.00000	37.89451	7.63831	9.12657	21.79333	4.42688	1167.19937	7.05553	57.08582
4.78912	7.25922	4.98641	48.10584	1.14634	36.92574	8.82023	13.43122	14.72443	1.00000	32.53381	8.71444	10.61042	15.33748	4.98003	1132.81043	10.79105	51.50083
7.01999	8.23389	7.45881	52.18475	1.12881	46.18396	7.93973	8.41311	6.10237	1.00000	43.52013	9.38664	8.45913	12.42377	8.00883	1173.42444	7.37568	57.87653
6.94125	8.84696	9.15226	46.80864	1.29395	20.14298	7.03710	6.29235	-77.43532	0.00000	64.18062	8.08988	8.84344	16.02718	5.87389	1067.66120	10.54325	57.02334
7.40106	7.76283	7.43661	47.10755	1.46316	37.05944	10.11071	5.90007	37.3825	0.00000	49.82399	7.34567	6.27894	18.43802	10.19953	1142.61168	10.29643	54.88597
6.19613	7.94197	6.67089	51.53882	0.74058	51.08468	9.45467	7.99393	7.11393	1.00000	49.55201	8.77010	7.74961	20.44921	6.95889	1178.98809	5.79692	54.32037
4.54182	8.25289	6.20792	41.65894	0.65891	-19.72806	9.45289	11.18303	-50.19556	1.00000	39.07538	6.72443	7.79983	9.46985	8.48422	1081.83364	9.95102	44.82979
8.54969	7.14809	6.55375	58.53500	2.81707	51.39323	8.62933	6.73609	0.47713	0.00000	77.09421	7.51194	10.14223	4.05825	3.53500	1108.42025	8.65101	43.80785
8.77391	7.90689	5.31856	49.72430	3.54318	41.63976	9.74977	5.63102	2.35739	1.00000	45.03844	8.74812	9.56130	23.49347	6.29537	1094.36003	7.47003	39.78019
5.04803	9.58650	8.91727	54.74299	0.82177	23.49668	8.72600	9.13918	86.68363	0.00000	20.12222	8.75672	9.86197	13.75467	7.55147	1081.28206	6.33824	48.83522
6.19506	7.86205	6.40011	34.63436	0.84739	26.2649	10.12537	11.34741	81.54855	1.00000	45.00440	9.10845	8.80632	16.61698	5.68596	1190.91510	9.40967	58.65080
7.07034	7.52386	9.48665	35.59928	0.71109	40.85158	7.90006	7.62853	122.74754		36.76930	8.53708	9.39817	2.42974	5.84643	1170.32806	6.13549	61.12798
8.17684	7.18407	6.80689	35.14187	1.87719	49.07866	6.18188	6.66246	30.96755	1.00000	30.52202	8.06985	8.70881	26.11772	5.73800	1192.98267	5.87625	76.56369
4.55855	9.17781	7.49064	52.75664	0.82110	35.82756	7.64132	9.60543	137.95378	0.00000	37.79412	7.14782	8.47410	31.12019	8.60479	1144.13567	6.52629	69.04733
8.24599	7.65832	7.71218	70.31816	2.30889	34.25	7.98086	6.96788	135.31667	1.00000	48.40797	8.87282	9.54637	26.09318	6.04904	1109.96945	6.40721	46.64392
7.32323	7.22957	6.01782	43.55594	1.61254	48.07667	9.86839	9.71296	8.64409	1.00000	43.76721	6.59331	8.49675	10.43298	6.93719	1088.27642	8.59998	35.56466
5.93450	7.82039	8.06821	55.13001	0.45641	50.5107	7.87526	8.22218	18.30056	1.00000	33.38727	9.51476	4.79698	10.88519	8.99019	1071.05628	10.48046	59.96205
6.34026	8.66543	8.87524	54.64481	0.88366	0.03813	6.34280	8.80866	36.36339	1.00000	48.12819	8.11677	7.45389	14.05900	7.14092	1195.10854	6.12760	56.25189
8.20426	7.73727	9.87707	58.51880	2.14866	47.80527	5.37902	7.59781	-122.24064	0.00000	58.67807	9.10004		12.30943	8.01989	1178.87486	9.49374	61.14482
5.93001	7.30682	10.98464	21.14870	0.70430	24.41288	7.68768	7.32895	76.56719	1.00000	62.22701	9.06424	9.06387	15.56643	8.87363	1084.11787	10.50559	56.88999
7.38674	10.08406	9.51811	34.82653	1.33629	36.19278	8.91125	7.02176	117.65694	0.00000	40.03412	8.39335	9.84975	3.88388	7.10220	1141.06134	8.97551	51.83371
6.13291	8.51712	8.20810	48.53915	0.94398	50.75767	9.32104	8.05776	-1.5443	1.00000	68.83639	9.15088	9.84167	20.31159	7.47324	1051.48617	7.55867	52.31744
6.90496	7.77853	5.71444	74.27390	0.76613	50.79205	8.69150	8.13244	-1.08593	1.00000	55.76023	7.09864	6.12913	12.09705	7.47914	1079.93704	8.64032	75.23177
6.55098	7.32084	11.51138	54.01926	0.83971	43.61092	7.88562	6.93543	3.87723	0.00000	36.00089	8.66476	5.57971	3.78805	10.99831	1117.17307	11.01329	32.55420
7.58724	8.37894	6.27826	48.90598	1.58925	9.82564	8.72858	6.43916	78.25795	1.00000	48.38609	10.46085	10.04678	7.78897	7.43063	1097.39674	7.75037	73.60560
7.13139	8.43547	6.21581	63.73561	1.16295	7.83389	9.45966	6.72442	-72.47417	1.00000	54.98216	8.65202	8.93897	12.60255	8.80077	1091.59862	6.32479	33.32365
5.89166	8.14585	6.63781	57.85595	0.93502	41.55947	7.61952	11.34234	14.66737	1.00000	50.57797	7.29926	8.63325	-3.94337	7.02587	1187.80048	10.52174	48.51825
8.04479	8.49893	8.16777	57.63424	2.42593	50.20528	8.90830	7.82592	19.27498	0.00000	39.47416	8.01192	10.89945	5.97149	6.07039	1189.69089	8.28347	68.40121
9.27058	8.61680	7.65782	44.13496	5.53311	51.78967	8.78147	6.70133	1.15597	1.00000	55.19279	8.98822	5.51486	7.61458	6.21604	1115.46332	8.74388	73.42448
9.20741	7.77864	6.82907	22.82133	4.96222	-38.16604	8.05800	5.52686	145.13643	0.00000	50.24222	6.96377	6.29303	19.41112	7.34400	1192.28473	8.69645	66.15840
6.45610	9.74024	5.99519	63.80683	0.70733	40.57788	9.31730	9.62345	-73.95958	1.00000	61.76642	7.72807	8.47031	17.94912	5.83453	1065.14107	10.12858	55.15661
3.78760	9.16382	7.78054	63.36421	0.76749	53.53395	9.00534	9.70660	33.72798	0.00000	59.42434	7.17515	7.67190	18.58874	9.75381	1129.43182	7.28792	95.78425
8.70388	7.79324	7.15129	56.95109	3.46637	34.5624	8.64385	8.43454	38.28402	1.00000	42.02221	7.40493	7.38421	6.58527	3.02499	1091.11249	5.69626	73.41851
7.76855	7.43667	5.89038	49.60822	1.77943	-26.93366	7.54281	5.90306	29.24152	0.00000	46.48538	8.64565	6.76930	30.86290	8.07579	1171.74858	8.60187	65.50189
7.27271	8.38668	4.63626	58.51879	0.93689	48.07667	9.29599	5.83016	8.64409	1.00000	62.18464	7.07669	9.11717	19.13227	6.29235	1150.12479	6.40101	61.91400
6.54980	8.22784	5.84605	51.73475	0.36105	38.17492	8.89354	9.78334	-122.2608	1.00000	56.00194	8.99960	7.97211	6.36010	5.90929	1152.99300	9.09198	68.46548
8.74018	9.34489	7.57597	64.78927	3.45360	29.69221	9.12466	7.54455	72.54566	1.00000	61.40087	8.50764	8.23830	4.85507	7.15481	1105.72505	6.79319	68.40185
5.81833	7.26797	9.59867	61.79711	0.52896	-8.43333	7.62416	8.67934	114.33333	1.00000	49.08224	7.20966	8.03272	20.17608	7.32703	1106.89248	6.29365	31.63523
6.97218	8.30118	10.45690	54.57095	1.24612	36.72544	8.15048	6.41166	3.55665	0.00000	46.64704	7.11264	8.30640	19.54456	6.94988	1052.96363	10.15192	47.67986
6.85577	8.18227	5.84396	40.16137	0.69230	57.30185	7.95423	5.01140	39.85331	1.00000	45.20981	8.38408	11.36109	3.51939	8.48917	1055.66485	7.01679	64.47129
8.39326	8.08066	7.17331	60.07782	2.65155	50.56149	8.22936	8.24015	4.69889	1.00000	45.24509	6.78536	6.76804	9.16393	6.68628	1174.04470	8.77010	41.90961
8.92464	7.68287	7.90368	52.95996	4.54386	38.10558	9.80790	8.06201	-1.86343	1.00000	49.35617	8.06726	6.15838	22.70235	4.91006	1169.29712	9.01085	70.03778
7.83603	8.64771	6.48481	57.33990	2.05526	34.65918	9.82876	7.37179	109.22921	1.00000	54.95884	6.89575	5.18318	27.66102	6.95444	1165.03653	8.00702	47.92471
6.79811	7.49687	5.16277	68.25672	0.89686	-4.24444	8.98673	9.27423	-42.29444	1.00000	46.71837	8.10354	8.35904	12.13036	7.88603	1099.98027	8.70707	43.92358
8.29123	8.83153	4.10330	47.42418	2.69835	50.26729	7.20689	5.18527	-119.27337	1.00000	66.41939	8.57553	10.41231	21.38745	4.73288	1077.41142	7.30271	20.49279
6.96708	8.85350	9.71010	37.08764	0.64746	42.819	8.25709	6.45486	47.1192	0.00000	54.16787	8.75193	5.95489	13.96861	9.95556	1096.82712	10.20417	50.51191
5.92874	8.13012	8.20354	59.19891	0.61409	52.47774	7.66121	6.59230	10.5511	0.00000	39.81085	8.89869	7.87198	5.95863	10.56533	1064.23411	9.88145	39.81970
9.30505	9.08244	17.84041	57.69629	5.70665	32.65246	8.79224	6.17027	51.67462	0.00000	47.01532	8.21396	4.77049	-3.93101	8.09972	1185.71721	11.15855	50.87536
7.68296	7.70553	2.56461	43.11291	2.32503	43.11667	8.68405	3.64142	1.6	1.00000	49.83561	8.58099	10.94935	19.72640	4.55829	1106.71860	7.06504	55.30188
7.73911	6.32089	9.04717	65.92521	2.02074	45.44694	9.02401	7.42382	8.62118	1.00000	61.09546	9.46513	10.36415	15.31904	6.74341	1144.12318	8.53778	48.63881
8.72050	9.20368	7.27775	37.20908	3.35298	48.73218	7.64163	8.22243	11.18709	0.00000	46.10890	8.40699	9.10683	16.07436	5.05471	1107.77196	9.12477	54.99041
6.70499	9.14367	6.13520	50.36381	1.19301	26.2649	9.87610	9.82289	81.54855	1.00000	54.32778	9.11698	6.86504	19.80360	6.17818	1120.31903	8.92399	70.89807
7.84237	7.78345	9.18958	40.59605	1.47213	19.04222	10.66832	5.73001	-98.11889	0.00000	45.98896	8.75400	6.14780	19.90479	8.82217	1141.03758	9.82735	35.96808
8.15323	8.12737	9.38828	48.61960	2.22049	-13.7804	8.84187	6.30593	34.4587	0.00000	57.99702	7.54321	6.77061	5.43584	10.33318	1195.00950	10.56400	61.72046
8.00124	11.01397	7.35003	53.41640	2.32935	3.51667	7.58917	8.92647	11.5	1.00000	53.47678	7.26527	6.30515	27.58932	7.33196	1195.26131	8.65436	55.00821
6.44508	7.56681	6.72065	43.86894	1.10574	46.7055	7.80858	9.83783	38.2739	1.00000	48.69492	8.95398	5.96630	-3.80245	6.76675	1066.42646	8.80086	52.90654
4.41500	8.74211	8.58897	58.21909	0.58545	34.5624	7.44705	3.43841	38.28402	0.00000	53.10678	7.42915	9.08655	14.99208	3.31101	1090.32514	9.16768	54.12921
7.75098	7.24740	7.87644	68.08367	1.50034	42.819	7.62876	9.72495	47.1192	1.00000	43.72482	8.03813	6.62773	12.93764	7.12833	1089.25798	9.91872	58.00423
6.40459	8.20507	8.55827	36.44628	0.86071	31.20176	6.70540	7.15477	29.91582	0.00000	60.98396	8.30761	8.81245	10.77412	5.88890	1096.79452	10.95726	20.64782
6.44695	9.31520	10.70693	43.63314	0.80752	54.39304	8.39993	7.10243	53.26023	0.00000	39.15929	7.22742	6.59653	3.30734	10.91286	1112.15780	10.55520	75.87387
6.98522	6.51568	5.97951	62.59412	1.02796	-1.63333	7.52861	5.98576	13.58357	1.00000	55.88532	8.26290	9.73197	15.32667	8.28471	1069.22807	7.12488	34.16383
6.92699	7.00932	10.38417	37.58612	1.35735	41.47892	9.55516	5.99896	-87.45476	0.00000	65.77885	8.66086	7.49037	4.15784	10.42188	1166.65290	10.69080	53.40867
5.45372	8.21667	5.97785	65.81871	0.57502	-22.9	10.02632	11.89026	44.53333	1.00000	68.28650	7.51876	9.58635	7.74881	7.47080	1061.13291	10.81017	48.81310
6.66535	8.96472	8.88159	57.79470	1.11785	9.82564	8.99167	7.75603	78.25795	0.00000	44.78026	9.26905	9.56422	15.58157	7.18685	1106.12177	10.38579	53.71043
5.23979	8.36394	8.72579	38.82447	1.22618	27.34089	8.23738	12.33247	117.4831	1.00000	48.53884	9.19382	7.48997	16.40324	7.87583	1136.74995	12.33759	64.89290
7.05367	7.85765	8.03980	64.34563	0.97134	36.21544	8.10400	10.28071	65.93249	1.00000	33.34974	7.28083	6.36153	29.83495	6.02986	1089.25890	10.26753	44.39252
7.70853	8.45260	6.89900	40.78187	1.44628	23.02677	7.54041	9.64758	113.13148	1.00000	43.51006	5.30819	7.18644	5.02029	5.73902	1147.75703	9.47568	69.61298
7.81785	7.44807	11.86118	50.50514	1.99991	16.68911	8.10371	6.63232	98.50893	0.00000	55.22459	7.25214	7.16436	15.61007	7.24681	1155.90675	8.75227	62.90975
7.15118	7.98035	8.51713	54.39863	0.57801	40.64621	5.93614	5.72871	-73.97069	0.00000	35.23542	6.93260	11.56026	9.18211	5.53831	1127.23213	9.56418	41.60752
6.08235	7.94164	6.50215	84.58608	0.96792	36	8.14948	11.69472	139.55722	1.00000	46.48057	7.55454	8.47385	0.19054	5.26802	1146.46901	10.36702	39.66900
6.08841	8.01388	8.12440	28.18683	0.72792	50.82709	7.92466	8.18748	6.9747	1.00000	34.62252	9.25029	9.12930	10.54497	7.66770	1083.70058	6.76235	31.67417
6.80497	7.22599	6.56963	26.90904	0.67742	40.42386	8.75236	6.06046	-3.53261	0.00000	53.42366	7.61889	7.68358	21.08590	9.67925	1088.42663	9.49225	54.40007
7.64896	8.71383	8.48793	34.94707	1.65437	57.47908	8.24647	9.01930	-4.22398	1.00000	62.86039	8.22557	5.35386	18.35622	7.10825	1064.08117	9.40368	55.94192
7.88905	8.28529	5.87420	62.99620	1.64980	53.78333	8.31407	5.27973	-1.06667	1.00000	34.63279	9.15911	10.41516	7.85489	7.47675	1088.02665	6.80928	60.76699
7.39821	7.88827	8.92537	71.93835	1.14737	50.11861	7.45511	7.27224	-5.53715	0.00000	57.93186	6.30898	4.93039	3.18839	9.43618	1144.61769	9.51480	55.20241
5.17923	9.69757	10.64625	57.43391	0.98986	31.96258	9.41044	4.52972	73.97117	0.00000	48.26378	9.41925	10.35603	22.04008	6.85017	1071.24459	9.04677	58.47095
6.72454	10.72523	6.99916	37.28231	0.85030	50.75932	9.97304	7.53446	25.34244	1.00000	53.07842	8.26704	5.02994	23.09372	9.77859	1176.70545	9.28619	43.50932
7.79588	8.39574	7.21057	78.94943	1.74350	37.05944	9.00762	10.71305	37.3825	1.00000	77.48013	6.60080	8.38324	9.35878	4.40338	1065.75242	9.90108	59.17066
8.76611	9.46080	9.40216	66.09209	3.70276	-24.19436	8.95077	8.10642	29.00974	0.00000	52.03279	8.84062	10.82020	10.93896	7.72787	1084.36239	8.84640	26.05873
