QoS	location	latitude	code	longitude	revision
good	Europe/Berlin	48.52961	DE	12.16179	2017/08/27
accep	Asia/Shanghai	36.19278	CN	117.65694	05 Jan 2018
good	Asia/Kolkata	20.88098	IN	75.11937	01/19/2020, 00:00:00
accep	Asia/Shanghai	29.98869	CN	122.20488	08/05/2013, 00:00:00
excellent	America/Los_Angeles	33.7207	US	-116.21677	08/18/2015, 00:00:00
maintenance	America/Detroit	42.7392	US	-84.62081	2015/06/01
excellent	Asia/Karachi	29.38242	PK	70.91106	2018/11/14
excellent	America/Recife	-8.05389	BR	-34.88111	11/19/2015, 00:00:00
average	America/Chicago	41.15376	US	-87.88754	02/16/2019, 00:00:00
good	Europe/Moscow	53.53041	RU	43.67663	09 Dec 2017
excellent	America/New_York	40.60538	US	-73.75513	03 Oct 2015
excellent	Europe/Rome	41.72063	IT	12.6723	01/01/2019, 00:00:00
maintenance	America/Chicago	35.61452	US	-88.81395	2018-03-21
accep	Europe/Paris	48.8765	FR	2.18967	2017/11/07
accep	Europe/Berlin	48.35149	DE	8.96317	2014/02/01
good	Europe/Paris	43.61092	FR	3.87723	2017/08/22
accep	Africa/Douala	3.51667	CM	11.5	2017/01/12
excellent	Europe/Moscow	46.7055	RU	38.2739	2013-03-25
excellent	America/New_York	41.0051	US	-73.78458	12/19/2017, 00:00:00
average	Africa/Dar_es_Salaam	-6.8	TZ	39.25	2015/01/11
excellent	Asia/Seoul	36.6009	KR	126.665	18 May 2017
good	Europe/London	50.79205	GB	-1.08593	2020-04-23
building	America/Argentina/Buenos_Aires	-34.74785	AR	-58.70072	2021-10-31
accep	Europe/Kiev	51.67822	UA	33.9162	2017-05-23
average	Europe/Berlin	49.97704	DE	9.15214	04 Jul 2013
average	Asia/Shanghai	42.64031	CN	125.51176	2014/04/15
accep	Africa/Maputo	-23.85972	MZ	35.34722	08 Apr 2019
accep	Asia/Shanghai	30.24706	CN	115.04814	19 May 2015
accep	Asia/Tehran	33.86419	IR	48.26258	13 Dec 2014
accep	America/Los_Angeles	46.32374	US	-120.00865	2015/09/28
maintenance	America/Chicago	36.61033	US	-88.31476	2020/07/09
accep	Asia/Yekaterinburg	56.9083	RU	60.8019	2018-04-25
building	Asia/Manila	16.455	PH	120.5875	2014/10/30
good	Europe/Madrid	38.38479	ES	-0.76773	14 Jun 2016
building	America/Los_Angeles	40.58654	US	-122.39168	07 Jun 2017
excellent	Asia/Kolkata	18.18158	IN	76.03889	28 Dec 2021
maintenance	Europe/London	53.00974	GB	-3.05814	08 Jun 2018
accep	America/Chicago	32.52515	US	-93.75018	2012-12-06
accep	America/Los_Angeles	47.76232	US	-122.2054	04/08/2021, 00:00:00
excellent	America/Bogota	10.15031	CO	-73.9614	10 Nov 2014
maintenance	America/Chicago	45.0408	US	-93.263	10 Apr 2019
maintenance	Europe/Brussels	50.74497	BE	3.20639	2013-10-26
good	Asia/Manila	6.95194	PH	121.96361	2020/10/18
accep	America/Toronto	45.44868	CA	-73.81669	2020-03-05
good	Asia/Shanghai	23.73333	CN	114.68333	05/27/2016, 00:00:00
accep	Asia/Dhaka	23.9028	BD	89.11943	30 Aug 2016
average	Europe/Berlin	50.23805	DE	8.86704	29 Aug 2021
accep	Asia/Kolkata	25.75728	IN	75.37991	07/30/2017, 00:00:00
accep	America/Mazatlan	22.49396	MX	-105.36369	11/25/2021, 00:00:00
average	Asia/Shanghai	30.24706	CN	115.04814	12/19/2019, 00:00:00
excellent	Asia/Shanghai	38.40917	CN	112.73333	2015/07/22
accep	Europe/Rome	40.55851	IT	17.80774	18 Apr 2021
excellent	Asia/Tokyo	41.77583	JP	140.73667	2020/11/27
good	Europe/Warsaw	54.58048	PL	16.86194	2019-07-22
excellent	America/Sao_Paulo	-29.2975	BR	-51.50361	2016/10/30
excellent	America/Chicago	42.55308	US	-87.93341	2021-06-23
accep	America/Los_Angeles	38.54491	US	-121.74052	24 Dec 2012
excellent	Asia/Shanghai	34.86472	CN	117.55417	2014/04/17
good	Asia/Kolkata	22.75218	IN	72.68533	2015/05/19
maintenance	Europe/Berlin	48.73218	DE	11.18709	24 Jan 2022
good	Europe/Paris	43.11667	FR	1.6	10/23/2015, 00:00:00
accep	Asia/Karachi	30.46907	PK	70.96699	05/22/2016, 00:00:00
excellent	Asia/Tehran	33.14447	IR	47.3799	2015-06-24
good	America/Boise	43.54072	US	-116.56346	2021-09-05
average	Asia/Seoul	36.20389	KR	127.08472	2013/10/26
excellent	Europe/Istanbul	40.98894	TR	28.67582	2013/03/11
excellent	Europe/Rome	40.55851	IT	17.80774	2014-03-07
average	Europe/London	53.46506	GB	-1.47217	06/27/2014, 00:00:00
accep	Asia/Bangkok	13.8196	TH	100.04427	2013-09-12
acceptable	Asia/Yangon	16.68911	MM	98.50893	2022/02/01
good	America/New_York	26.68451	US	-80.66756	2022/08/13
maintenance	Asia/Baghdad	32.61603	IQ	44.02488	2014/05/27
accep	Asia/Tokyo	35.82756	JP	137.95378	15 Feb 2018
excellent	Australia/Melbourne	-37.9	AU	145.18333	2021/11/17
maintenance	Africa/Bamako	12.74409	ML	-8.07257	06/01/2020, 00:00:00
average	Asia/Baghdad	32.61603	IQ	44.02488	2013/01/28
excellent	Africa/Kigali	-1.9487	RW	30.4347	2019/11/03
excellent	Europe/Berlin	48.35149	DE	8.96317	05 Dec 2016
building	America/Chicago	33.44872	US	-86.78777	08/13/2021, 00:00:00
excellent	Europe/Prague	50.23271	CZ	12.87117	05/09/2018, 00:00:00
accep	Europe/Helsinki	65.84811	FI	24.14662	2014-05-13
average	Europe/Moscow	55.64776	RU	38.02486	05/11/2018, 00:00:00
good	Asia/Kolkata	25.92127	IN	86.79271	2016/10/28
excellent	Asia/Jakarta	-6.91806	ID	106.92667	2013/10/17
average	America/New_York	40.72371	US	-73.95097	04/12/2016, 00:00:00
accep	Europe/Berlin	48.06919	DE	11.37703	25 Apr 2016
excellent	Europe/Moscow	43.96222	RU	43.63417	2021-10-01
accep	Europe/Madrid	38.68712	ES	-4.10734	2021-01-08
accep	Africa/Accra	7.06273	GH	-1.4001	2021-01-17
average	Europe/Madrid	38.10558	ES	-1.86343	2020/10/06
accep	America/Chicago	45.16024	US	-93.08883	2014-07-29
excellent	Asia/Tokyo	36.24624	JP	139.07204	2020-01-13
average	America/Chicago	38.06084	US	-97.92977	2018-04-21
building	America/New_York	43.1009	US	-75.23266	02/20/2014, 00:00:00
good	Asia/Kuala_Lumpur	5.4709	MY	100.24529	2017-04-29
excellent	Europe/Moscow	42.819	RU	47.1192	2018/03/26
excellent	America/New_York	37.60876	US	-77.37331	2012-10-20
excellent	Europe/Paris	45.51667	FR	4.86667	2018-11-24
good	America/Santiago	-32.45242	CL	-71.23106	2022-07-21
building	Africa/Casablanca	34.31	MA	-2.16	2015-04-29
good	Asia/Kolkata	25.87498	IN	86.59611	15 Nov 2020
good	Asia/Kolkata	23.18	IN	88.58	2018-12-20
maintenance	Europe/Tallinn	59.37722	EE	28.19028	29 Mar 2016
accep	Asia/Kolkata	21.53889	IN	71.57737	10/12/2013, 00:00:00
average	Asia/Yangon	16.68911	MM	98.50893	26 Jul 2014
maintenance	Africa/Lubumbashi	-8.73508	CD	24.99798	2018-10-27
good	Europe/Rome	45.9836	IT	12.70038	21 Mar 2018
building	Asia/Kolkata	24.41288	IN	76.56719	29 Jul 2016
excellent	America/Los_Angeles	33.93113	US	-117.54866	2014-12-25
good	Asia/Kolkata	26.2649	IN	81.54855	02/21/2020, 00:00:00
average	Asia/Jakarta	-7.01833	ID	107.60389	2021-12-01
excellent	America/Santiago	-32.45242	CL	-71.23106	05/28/2019, 00:00:00
accep	Europe/Paris	43.67681	FR	4.63031	05/28/2022, 00:00:00
excellent	America/Mexico_City	16.75973	MX	-93.11308	2017/02/21
maintenance	Australia/Perth	-31.95224	AU	115.8614	2013/07/22
accep	America/Los_Angeles	34.95303	US	-120.43572	2020/09/03
good	America/New_York	39.32288	US	-76.72803	2015-04-03
good	Europe/Paris	43.71032	FR	-1.05366	2013/08/18
excellent	America/New_York	40.2737	US	-76.88442	2017/03/01
good	Asia/Kolkata	22.10194	IN	85.37752	2022/07/02
excellent	Africa/Lagos	7.6	NG	4.18333	11 Mar 2015
average	America/Argentina/Buenos_Aires	-34.74785	AR	-58.70072	02 May 2021
average	America/New_York	41.0051	US	-73.78458	2013/03/31
average	Asia/Yekaterinburg	58.04254	RU	65.27258	20 Oct 2017
accep	Asia/Jakarta	-7.54972	ID	110.71639	11/04/2016, 00:00:00
accep	Asia/Baku	38.45598	AZ	48.87498	04/13/2022, 00:00:00
excellent	Asia/Kolkata	16.06213	IN	76.0586	2020/08/12
good	America/Chicago	32.5007	US	-94.74049	07/13/2021, 00:00:00
good	America/Toronto	45.40008	CA	-73.58248	14 Aug 2017
building	Europe/Kiev	50.18545	UA	27.06365	2013-07-05
maintenance	America/Sao_Paulo	-28.24	BR	-48.67028	2019/02/02
accep	America/Denver	40.34912	US	-111.90466	2017/09/30
accep	Africa/Dar_es_Salaam	-6.8	TZ	39.25	2014-10-10
maintenance	America/Santo_Domingo	18.20854	DO	-71.10077	2018-07-22
average	Europe/London	51.39323	GB	0.47713	10/31/2014, 00:00:00
good	Europe/Minsk	53.5942	BY	25.8191	01/05/2017, 00:00:00
good	Asia/Shanghai	35.85	CN	117.7	20 Jun 2017
building	America/Los_Angeles	34.14251	US	-118.25508	2014-01-17
excellent	Asia/Kolkata	11.50526	IN	77.23826	2020-06-11
accep	America/Chicago	33.44872	US	-86.78777	29 Mar 2016
accep	Europe/Istanbul	40.1675	TR	34.37389	13 Jun 2014
average	Europe/Moscow	42.819	RU	47.1192	2021/02/09
average	Africa/Douala	4.96667	CM	10.7	2014/09/10
maintenance	Europe/Berlin	48.35149	DE	8.96317	22 Aug 2016
maintenance	America/New_York	28.15112	US	-82.46148	03/14/2021, 00:00:00
average	Africa/Nairobi	0.03813	KE	36.36339	01 Nov 2014
maintenance	Africa/Douala	3.51667	CM	11.5	2015/11/25
good	America/Halifax	46.23899	CA	-63.13414	02/07/2021, 00:00:00
good	America/Chicago	42.24113	US	-88.3162	2014-02-21
good	Indian/Antananarivo	-22.9	MG	44.53333	30 Aug 2014
excellent	America/Indiana/Indianapolis	41.75338	US	-86.11084	24 Jul 2016
average	Asia/Karachi	32.57756	PK	71.52847	19 Feb 2014
average	Europe/Amsterdam	51.955	NL	5.22778	04/12/2015, 00:00:00
accep	Africa/Tripoli	24.96334	LY	10.18003	04/10/2020, 00:00:00
average	Asia/Kolkata	34.08565	IN	74.80555	04 Oct 2012
accep	Asia/Manila	10.20898	PH	123.758	2017-08-07
accep	Europe/Moscow	43.96222	RU	43.63417	30 Sep 2021
good	Asia/Shanghai	36.81667	CN	117.81667	04/18/2020, 00:00:00
maintenance	Europe/Paris	48.77275	FR	5.16108	06/20/2014, 00:00:00
average	Asia/Kolkata	26.2649	IN	81.54855	2014/10/12
maintenance	Europe/Rome	36.92574	IT	14.72443	2014-03-08
average	Europe/Rome	42.22718	IT	14.39024	16 Aug 2021
excellent	Asia/Hebron	31.78336	PS	35.23388	06/25/2019, 00:00:00
accep	Europe/Madrid	38.68712	ES	-4.10734	2016-05-20
accep	Europe/Madrid	42.06166	ES	-1.60452	2016/04/04
good	America/Chicago	29.53885	US	-95.44744	10/13/2020, 00:00:00
excellent	America/Chicago	42.55308	US	-87.93341	07/17/2014, 00:00:00
accep	Asia/Kolkata	22.10194	IN	85.37752	09 Dec 2014
excellent	Europe/Paris	41.91886	FR	8.73812	2021/02/08
maintenance	Europe/Chisinau	48.15659	MD	28.28489	2016/01/04
good	Africa/Accra	5.30383	GH	-1.98956	08 Mar 2020
maintenance	Africa/Addis_Ababa	11.85	ET	38.01667	2016-04-17
good	Asia/Kolkata	15.45144	IN	78.14797	2022/08/31
good	Asia/Kolkata	24.41288	IN	76.56719	2019/02/21
excellent	Europe/Rome	41.55947	IT	14.66737	05 Sep 2018
maitennce	America/Santiago	-33.59217	CL	-70.6996	02/23/2021, 00:00:00
average	Asia/Karachi	25.95533	PK	68.88871	13 Jul 2018
good	Asia/Kolkata	10.10649	IN	76.35484	05/27/2014, 00:00:00
good	America/Glace_Bay	46.1351	CA	-60.1831	13 Dec 2014
good	Africa/Lagos	4.92675	NG	6.26764	2013-07-03
excellent	America/New_York	43.61062	US	-72.97261	11 Sep 2013
building	Africa/Blantyre	-13.7804	MW	34.4587	2016-02-18
good	Asia/Tokyo	36.75965	JP	137.36215	2012/11/17
good	America/Chicago	47.92526	US	-97.03285	2020-12-20
maintenance	Pacific/Honolulu	20.88953	US	-156.47432	03 Aug 2019
maintenance	America/New_York	41.66394	US	-83.55521	27 Jul 2015
average	Asia/Shanghai	42.64031	CN	125.51176	02 Jun 2016
accep	America/Sao_Paulo	-21.205	BR	-41.88778	29 Jun 2022
building	America/Chicago	38.06084	US	-97.92977	10/31/2020, 00:00:00
maintenance	America/Sao_Paulo	-21.42917	BR	-45.94722	2015-04-04
maintenance	America/Los_Angeles	47.76232	US	-122.2054	2013-04-05
good	America/Managua	11.84962	NI	-86.19903	26 Nov 2016
building	Europe/Berlin	50.64336	DE	7.2278	05/08/2014, 00:00:00
excellent	Europe/Dublin	53.43333	IE	-7.95	01/29/2013, 00:00:00
good	Asia/Jakarta	-6.91806	ID	106.92667	2019-09-18
building	Asia/Karachi	31.96258	PK	73.97117	28 Dec 2014
accep	Europe/Minsk	53.5942	BY	25.8191	2022-06-29
excellent	America/Argentina/Ushuaia	-54.8	AR	-68.3	2019-05-30
accep	Africa/Algiers	36.61954	DZ	4.08282	10/11/2017, 00:00:00
maintenance	Europe/Vilnius	54.39635	LT	24.04142	10/20/2021, 00:00:00
good	Asia/Jakarta	-6.91806	ID	106.92667	12 Mar 2020
building	Africa/Banjul	13.56667	GM	-15.6	12/25/2017, 00:00:00
maintenance	Africa/Nairobi	3.11988	KE	35.59642	06/24/2019, 00:00:00
maintenance	Europe/Paris	43.71032	FR	-1.05366	2020-05-30
accep	America/Argentina/Buenos_Aires	-37.32167	AR	-59.13316	02/10/2020, 00:00:00
maintenance	Africa/Kampala	3.02013	UG	30.91105	2022/03/19
accep	Australia/Sydney	-33.79176	AU	151.08057	12/31/2016, 00:00:00
good	Asia/Kolkata	9.82564	IN	78.25795	08/23/2016, 00:00:00
good	Europe/London	51.42708	GB	-0.91979	09/25/2016, 00:00:00
building	America/Cuiaba	-14.66463	BR	-52.35558	2022/07/12
accep	America/Los_Angeles	36.06523	US	-119.01677	26 May 2016
good	Africa/Addis_Ababa	11.85	ET	38.01667	11/02/2012, 00:00:00
maintenance	Europe/Madrid	43.31667	ES	-2.68333	2014/09/25
good	Europe/Moscow	54.84444	RU	38.16694	2014/12/14
average	Asia/Kolkata	15.45144	IN	78.14797	2013-02-26
good	Asia/Tokyo	36.53333	JP	136.61667	2018-10-01
building	Asia/Kolkata	15.45144	IN	78.14797	09/07/2021, 00:00:00
good	Asia/Shanghai	27.85	CN	112.9	2012-11-15
average	Europe/London	51.62907	GB	-0.74934	09/10/2019, 00:00:00
average	Europe/Prague	50.23271	CZ	12.87117	2015-12-08
accep	Asia/Tokyo	39.46667	JP	141.95	21 Jan 2018
accep	Europe/London	53.0233	GB	-1.48119	20 Oct 2020
accep	Asia/Tashkent	40.78206	UZ	72.34424	02/05/2015, 00:00:00
accep	Australia/Brisbane	-27.50578	AU	153.10236	04/25/2022, 00:00:00
accep	America/Sao_Paulo	-19.32556	BR	-41.25528	2017-01-29
excellent	Europe/Amsterdam	52.14	NL	5.58472	2018-01-04
building	America/Denver	32.42067	US	-104.22884	2019/07/30
average	America/New_York	33.08014	US	-83.2321	01 Jun 2016
excellent	Asia/Kolkata	9.57046	IN	76.32756	2019/01/30
good	Asia/Karachi	29.38242	PK	70.91106	2015-10-18
average	America/Recife	-8.28333	BR	-35.03333	2021/09/20
accep	Asia/Bangkok	15.58552	TH	102.42587	2019-09-25
good	Europe/Lisbon	41.1053	PT	-7.32097	2022-02-25
building	America/New_York	35.05266	US	-78.87836	2013-07-18
excellent	Asia/Karachi	27.55898	PK	68.21204	2022/04/09
good	Atlantic/Canary	27.76056	ES	-15.58602	2019/01/29
good	Europe/Berlin	48.46458	DE	9.22796	2018/09/05
accep	Europe/Helsinki	60.18427	FI	24.95034	07/24/2021, 00:00:00
maintenance	Asia/Makassar	3.31332	ID	117.59152	2018/07/23
building	Australia/Sydney	-33.79176	AU	151.08057	10/12/2018, 00:00:00
average	America/Chicago	41.84364	US	-87.71255	01/05/2020, 00:00:00
average	Europe/Amsterdam	52.57583	NL	6.61944	11/20/2014, 00:00:00
good	Europe/Bratislava	48.8449	SK	17.22635	07/12/2022, 00:00:00
good	America/Chicago	42.16808	US	-88.42814	2016-02-14
good	Europe/Moscow	59.80917	RU	30.38167	12/19/2018, 00:00:00
good	Australia/Brisbane	-27.50578	AU	153.10236	11/06/2015, 00:00:00
excellent	America/Mexico_City	19.32889	MX	-99.32556	2020-08-13
good	Australia/Melbourne	-37.88333	AU	145.06667	20 Oct 2013
building	Asia/Kolkata	16.06213	IN	76.0586	26 Nov 2021
average	Asia/Kuala_Lumpur	4.88441	MY	101.96857	2015-01-12
good	Asia/Makassar	-3.5403	ID	118.9707	2019-06-23
average	Asia/Makassar	-1.26753	ID	116.82887	2014/09/06
accep	Asia/Shanghai	34.85	CN	117.33333	2017/12/02
good	Africa/Casablanca	33.43443	MA	-5.22126	2021-02-28
excellent	Asia/Tokyo	39.46667	JP	141.95	2022/09/15
average	Asia/Barnaul	53.30972	RU	83.62389	24 Feb 2017
excellent	America/Los_Angeles	38.17492	US	-122.2608	09 Mar 2021
good	Europe/Berlin	52.47774	DE	10.5511	29 Nov 2015
good	Europe/Paris	43.83125	FR	5.03586	04 Feb 2014
accep	Asia/Kolkata	17.54907	IN	82.85749	2013/10/20
average	Africa/Dar_es_Salaam	-4.83	TZ	29.65806	2021-11-29
average	Europe/Berlin	51.04962	DE	12.1369	2014-12-29
good	America/New_York	37.60876	US	-77.37331	09 Jun 2020
average	Asia/Kuala_Lumpur	2.2139	MY	102.3278	10/30/2018, 00:00:00
average	Asia/Shanghai	45.35	CN	126.28333	17 Oct 2018
accep	Asia/Yangon	14.0823	MM	98.19151	05/06/2021, 00:00:00
maintenance	Asia/Kolkata	22.4711	IN	88.1453	31 Jan 2014
maintenance	Africa/Algiers	36.06386	DZ	4.62744	14 Aug 2021
average	Africa/Kigali	-1.9487	RW	30.4347	2016/09/13
average	Asia/Manila	15.72892	PH	120.57224	2021-11-21
average	America/New_York	40.2737	US	-76.88442	24 Dec 2015
excellent	Asia/Shanghai	30.35028	CN	112.19028	10/15/2020, 00:00:00
maintenance	Europe/Paris	48.98994	FR	2.1699	01 Oct 2021
accep	America/Caracas	10.22677	VE	-67.33122	2015-01-26
excellent	Africa/Accra	6.46346	GH	-2.31938	2015/06/19
accep	Europe/Paris	43.2907	FR	5.4384	11/03/2015, 00:00:00
average	Asia/Bangkok	13.51825	TH	99.95469	05/18/2017, 00:00:00
excellent	Asia/Kolkata	22.10194	IN	85.37752	2016-10-11
excellent	Europe/London	55.82885	GB	-4.21376	2020-08-17
good	America/Bahia	-12.91667	BR	-39.25	04/20/2019, 00:00:00
excellent	America/Chicago	36.61033	US	-88.31476	2015-10-05
building	America/Sao_Paulo	-19.72806	BR	-50.19556	08 Jun 2016
building	Europe/Rome	41.72063	IT	12.6723	2015/06/18
building	Europe/Paris	48.86667	FR	2.08333	2018/04/07
