CO	PRES	warning	NOx	Pb	CH4	PM2.5	C2H3NO5	NH3	TEMP	H2CO	SO2	longitude	PAHs	latitude	PM10	O3	CFCs
7.04819	1096.56831	1.00000	5.77097	40.32506	6.71564	7.79450	7.22396	7.78608	22.11323	45.92530	7.85992	-72.47417	4.61678	7.83389	8.62547	8.07203	59.13940
7.84563	1128.43299	1.00000	6.75073	80.11516	6.22925	4.77902	1.52668	7.02213	13.26338	71.72794	5.47122	-4.1	8.28017	48	5.19510	6.52673	60.78602
7.65740	1083.80079	1.00000	5.56829	37.08477	7.08595	8.12473	3.48855	9.01457	15.50335	41.75214	7.58530	112.23109	4.76263	-7.57897	7.39526	9.20170	67.62907
7.39502	1075.00751	0.00000	7.88165	29.42842	6.68862	5.50366	2.76052	7.25869	7.09065	54.12833	4.06711	3.50309	8.02935	34.15429	5.31061	3.39225	62.37857
5.49975	1065.46267	1.00000	6.84795	43.84410	6.90079	7.00539	11.97267	5.58390	16.22167	41.52908	7.74282	65.93249	5.19664	36.21544	9.28782	7.54754	62.03665
6.98396	1173.90368	0.00000	6.54498	41.26389	6.74650	4.65183	1.99912	7.81764	17.23164	35.79130	4.43094	5.58472	8.25228	52.14	4.82280	5.04370	63.33971
6.27529	1103.24352	1.00000	3.45212	54.31043	5.51696	4.03457	1.98757	5.93578	5.04889	60.30090	3.79630	76.0586	7.72055	16.06213	4.99758	9.03542	58.28669
7.87855	1061.40566	0.00000	8.48121	44.40624	7.14600	8.15204	1.32586	7.73808	14.14723	63.55926	8.13008	18.84	8.80714	42.28639	4.90764	10.68841	71.66067
7.06548	1155.55588	0.00000	9.32345	15.13879	7.50536	5.31485	3.90718	6.85525	14.20576	42.97144	3.31841	24.95034	11.07085	60.18427	7.40992	8.82872	75.40897
6.94715	1095.20824	1.00000	6.08611	35.02988	8.70060	5.58837	2.09991	4.78988	31.24636	37.72435	6.56781	11.32903	10.45573	50.9803	6.64504	8.03462	69.55400
6.31303	1185.27074	0.00000	6.71337	47.67372	7.18036	6.67874	2.64234	6.17781	18.64321	45.34036	5.75479	102.42587	6.64338	15.58552	6.73629	7.91792	70.21510
7.39879	1192.51092	0.00000	6.57721	57.85327	8.57721	6.14632	1.59669	7.03789	19.03748	68.75036	3.54057	10.5511	8.54337	52.47774	3.70504	5.12933	85.75171
7.00871	1073.75619	1.00000	9.92484	55.90841	7.94814	8.67630	3.95272	8.03275	0.34764	43.49889	8.43072	74.3092	4.13166	33.37526	7.93057	7.61014	50.42862
6.35577	1181.10750	1.00000	6.90680	47.10001	6.65480	5.82799	2.17958	7.04414	-6.05208	58.78432	6.08572	37.38115	8.24190	55.63711	5.02891	7.32712	47.59324
5.65385	1095.79830	0.00000	4.96788	51.83081		8.47803	2.13858	6.54508	15.90945	55.46304	5.57140	15.87735	4.82455	4.94273	5.29933	8.55893	68.41674
8.40503	1187.69013	1.00000	8.97574	61.96762	7.29637	9.01234	3.35842	6.21048	40.09805	27.68137	8.39612	5.06258	6.26216	7.50251	7.19652	8.68116	54.01136
6.90867	1160.08560	1.00000	7.35953	53.49542	7.43343	8.78151	3.65229	7.07053	18.86030	50.79893	8.09961	-118.25508	3.41108	34.14251	7.27422	8.24640	63.76154
5.37846	1139.17562	0.00000	6.13685	55.47581	6.46623	8.01287	1.43094	6.75399	4.96205	31.28032	5.40912	-73.89875	5.56188	40.93121	4.65074	10.11713	57.52198
7.33486	1067.27616	1.00000	7.74687	49.23432	6.65428	6.17328	2.46072	7.97881	17.50802	51.57957	6.60464	13.29371	9.21522	52.53048	6.50749	5.80575	55.11557
4.90589	1053.61319	0.00000	7.28987	52.01803	6.67121	2.69808	2.32300	5.85785	20.35129	47.94276	5.97836	60.70278	5.88395	55.75556	6.75745	6.20878	70.44369
7.80228	1157.58186	0.00000	7.04901	52.63229	7.01347	7.32892	2.14652	5.19203	-3.24168	46.56486	6.25994	125.51176	6.28821	42.64031	5.87671	7.11762	68.97742
8.00281	1128.92002	1.00000	8.00001	39.26156	5.77268	7.53263	10.75438	7.60507	38.07552	61.94203	8.67254	1.33467	6.08208	43.61058	9.25949	8.51279	45.46051
7.31921	1138.07070	1.00000	6.01042	42.91790	7.65110	5.73684	1.59339	7.39025	9.49437	39.06497	5.94245	100.24529	8.89596	5.4709	5.76628	9.07783	76.77739
6.09628	1169.33487	0.00000	6.28386	49.57269	7.17460	7.69645	1.34872	6.58328	12.40388	55.83103	5.29785	-73.25383	5.23769	-3.74912	5.50910	5.91319	69.57013
7.48669	1098.99179	0.00000	10.37918	36.12240	6.77271	8.05081	7.19720	6.83424	8.90998	60.67499	8.32509	-111.99633	6.04105	40.65995	8.67080	8.03036	54.74489
7.94015	1153.48396	0.00000	7.03149	36.31264	4.47278	7.85789	1.45469	7.22781	17.52543	38.14073	6.51934	44.02488	7.43178	32.61603	5.31695	11.50530	63.15640
5.23967	1113.92874	1.00000	4.93206	66.75464	8.46832	6.89517	1.75357	7.43879	34.14324	53.03264	6.59275	38.66667	8.50499	-6.25	6.90625	8.24572	58.32083
8.55463	1199.07684	1.00000	7.89498	54.80062	8.25345	5.95392	1.85189	7.37176	31.28509	50.79103	6.44544	-2.52398	8.44840	53.19146	5.48964	7.94740	62.63103
6.40814	1100.56159	0.00000	7.89231	59.60867	8.74860	6.16058	2.51144	7.55794	13.29866	57.33453	4.86267	65.50917	8.66452	44.85278	5.01378	3.63165	67.16440
7.98482	1197.69215	0.00000	7.31473	23.15538	6.74445	8.31081	1.63205	6.76112	-3.48348	44.71907	5.67552	3.87723	5.79092	43.61092	3.08505	7.11519	62.96155
8.58721	1182.07653	0.00000	8.96062	46.77774	7.96353	4.01819	4.52307	6.02011	-0.21661	48.40371	8.26048	7.02238	8.40529	52.21099	7.76569	7.87698	69.33918
6.74522	1177.10181	1.00000	4.31274	21.09061	7.52796	4.45700	1.18639	7.32922	20.67636	54.58953	3.64060	24.95034	7.13362	60.18427	3.76950	7.68413	85.92484
7.32278	1176.95480	1.00000	5.64248	64.89950	5.94438	4.26210	1.96397	8.12772	8.53836	33.90275	4.61903	-68.3	7.28689	-54.8	4.03621	10.08409	74.92145
6.62087	1146.03166	0.00000	5.03716	38.59905	7.70376	8.37195	2.10142	7.58715	12.59321	42.81112	5.90299	-41.88778	7.46120	-21.205	6.48323	7.56905	65.75104
6.66516	1080.98384	0.00000	9.14099	53.11381	7.07645	8.65315	1.47718	6.84757	4.50929	49.81549	8.43223	-2.16	7.63774	34.31	1.51850	10.98920	69.21649
8.16199	1186.76914	0.00000	5.93146	44.69693	6.94719	8.35991	2.18878	6.16093	8.87106	43.08593	6.59389	8.70745	7.11126	49.03685	6.40720	9.80922	59.30677
8.24693	1100.27462	0.00000	7.63984	47.01029	7.84331	7.17512	1.75545	7.61470	32.36870	56.47276	6.36967	-41.25528	6.88361	-19.32556	5.57850	10.13319	63.78749
6.29884	1144.73965	0.00000	9.38562	43.43557	6.51873	5.84183	2.43364	7.20865	32.93585	52.85525	5.97335	12.87117	8.45390	50.23271	6.37847	5.58848	60.73484
6.08053	1068.96104	1.00000	3.52596	59.65869	5.73883	4.09247	2.41622	5.93733	10.86340	65.49412	3.77355	76.11996	7.68995	11.12018	4.78647	8.11804	38.37121
8.05996	1191.28371	0.00000	6.10447	25.16713	6.09373	6.35765	2.10253	6.12115	22.95642	69.75723	3.83416	10.5511	4.24611	52.47774	5.53229	4.63250	56.18822
6.19945	1089.73891	0.00000	6.95116	18.93744	5.74265	8.54205	2.55182	6.30923	15.94039	50.43327	6.91703	-2.98333	5.17610	53.83333	3.62777	9.05221	44.64974
6.04294	1168.03274	1.00000	6.89225	52.67328	6.21418	6.43488	3.26953	6.57136	31.09432	42.59973	6.65442	150.99292	7.75253	-33.75881	7.52905	6.51672	70.48230
5.04113	1150.32042	1.00000	9.18834	43.58216	7.23091	7.71698	9.04993	7.90722	18.90923	64.12372	7.68973	-48.29694	5.25755	-20.87306	8.98732	8.16402	59.45599
6.57917	1119.89903	1.00000	1.76928	61.54562	7.44084	3.20116	2.04951	7.58167	6.56025	60.20920	3.15403	-103.42897	9.45217	20.28527	6.99839	5.99283	72.71290
7.03343	1111.26452	0.00000	4.44316	43.72274	6.10995	9.71465	2.52422	5.39111	21.26900	57.09022	6.43209	-86.11084	5.45081	41.75338	3.99166	7.14713	66.78235
8.13795	1097.16579	0.00000	10.65479	25.77937	6.40123	5.86694	2.79903	7.08471	10.58039	40.46648	7.55181	38.01667	6.74515	-5.41667	6.74059	7.19748	56.49233
6.49522	1052.79157	1.00000	7.46127	43.15419	9.06608	7.78482	2.20174	6.00054	6.75710	30.56533	8.12913	4.07601	10.43084	50.88506		8.41786	64.62193
8.03043	1111.39310	0.00000	6.02753	30.36796	6.81786	8.76501	2.57252	4.87642	18.07257	30.33003	6.74805	34.4587	5.08240	-13.7804	5.87441	6.58135	64.41973
6.66044	1134.49831	1.00000	7.81239	43.28341	8.18209	9.15015	2.25470	5.96862	3.06638	53.22556	8.76694	-72.97261	6.68262	43.61062	6.72331	9.08997	76.67583
7.39228	1069.25194	0.00000	10.78773	46.34478	6.16479	6.65035	2.80803	8.72605	8.54181	42.27484	7.29880	-117.23991	8.66101	47.64995	6.91923	5.83728	68.45686
7.21055	1194.93855	1.00000	5.80597	61.15012		5.53798	1.99945	4.63569	16.51769	51.65506	5.47856	-59.13316	4.89708	-37.32167	4.50032	8.00366	61.94451
6.40687	1111.60988	1.00000	4.94963	53.38144	7.05900	3.31907	2.18168	6.63734	12.80721	39.46423	3.85429	-5.22126	8.49478	33.43443	6.34745	7.65858	56.35364
4.75576	1134.54293	1.00000	5.83962	48.15704	6.71556	5.29085	3.26934	6.04388	11.64054	40.04515	5.77299	115.88782	8.63688	-32.05251	6.94214	7.38877	64.91074
6.77291	1066.18016	1.00000	7.03659	55.13193	8.59797	9.22861	4.06684	6.78276	20.74749	68.11731	10.79308	9.47629	3.72466	53.59337	7.78517	7.69618	73.02339
8.47927	1077.66084	0.00000	8.57846	21.77322	6.73946	4.41574	3.95845	7.14422	6.15398	80.41382	6.36528	8.52462	9.81851	47.30997	7.21254	8.35711	62.40209
7.18899	1124.27482	1.00000	9.19815	49.58146	8.11880	8.94202	3.74783	5.64479	6.39524	48.44546	9.37190	5.03586	4.15525	43.83125	7.81557	7.12526	62.84080
5.20506	1136.81076	1.00000	5.23066	51.03330	9.16299	4.02962	2.35969	5.63992	23.59019	48.98337	4.41762	0.57856	8.55466	40.70995	5.76898	8.18273	71.87634
6.58059	1141.78000	0.00000	6.16868	27.75314	6.76929	2.08832	2.35685	7.82480	21.89704	41.32910	6.19227	11.5	5.15409	3.51667	6.26239	4.39432	58.92491
7.41609	1052.40198	1.00000	7.74745	39.05349	6.54963	8.13080	3.03080	6.33094	21.90199	48.44481	8.25351	5.51978	9.51257	51.44889	7.31530	8.37769	64.01776
7.83864	1132.14282	0.00000	7.51980	64.21010	6.68494	7.88987	2.12408	7.34024	14.46889	62.89259	6.90129	-72.47417	5.77702	7.83389	3.51027	4.21007	66.80592
7.01156	1062.70037	0.00000	1.69889	75.18659	5.76626	8.81310	3.21693	6.38334	14.28767	53.10173	4.08801	4.7934	3.98246	45.69558	7.40694	8.48400	70.17364
7.06498	1091.26449	0.00000	7.99270	39.43966		6.31805	2.08559	6.80828	10.79862	64.32137	4.18347	8.4493	6.58020	50.09019	4.23239	5.05958	53.22029
7.08740	1100.90308	1.00000	6.46809	67.97455	5.94592	6.02427	1.42288	5.95257	8.32178	65.19923	5.89533	11.5	6.56816	3.51667	4.18415	10.14981	65.33834
6.70150	1091.34059	0.00000	5.57416	32.37846	5.78444	5.17527	2.33074	5.95440	15.72900	39.67656	5.64336	109.05389	8.71499	-7.51611	3.74438	6.77426	82.04453
6.04989	1146.60737	0.00000	7.59591	33.21976	6.53748	5.45181	2.27150	6.95374	15.98663	47.88440	5.59227	77.5609	9.12557	11.00599	5.26931	6.87091	58.82608
7.16980	1147.00906	1.00000	7.67003	21.09899	7.33578	8.83571	3.59108	6.36730	15.02250	58.70122	7.90219	67.84222	4.97079	40.11583	7.06871	8.00520	80.03168
5.90275	1069.32022	0.00000	3.91041	27.47533	7.66310	8.48772	1.28375	4.50269	1.74601	42.08695	3.73898	9.32241	3.38513	44.31771	4.74438	6.93845	59.39766
8.45923	1059.67109	1.00000	6.92905	47.99216	8.36789	6.58474	1.26062	6.86390	7.65532	55.32975	6.64625	-118.25508	8.90565	34.14251	5.27820	7.13382	75.03115
9.87709	1150.48086	1.00000	6.69422	54.90443	6.81426	6.39198	2.72530	7.72418	14.52284	37.45609	6.44173	-86.78777	7.85239	33.44872	5.90696	9.37903	56.42680
8.34724	1134.64056	1.00000	8.61723	55.09427	7.39308	8.69985	3.19792	6.95022	29.90789	55.80391	8.80472	71.52847	5.15797	32.57756	7.61350	9.12587	63.20642
6.66841	1095.60323	1.00000	7.02761	63.51504	7.08476	6.08452	1.78013	8.82052	9.20251	39.21864	6.25503	-69.96533	8.49948	43.91452	5.05030	7.56228	57.51551
8.05565	1150.66920	1.00000	6.16772	26.20899	5.68080	3.43227	1.80220	4.91221	10.02230	43.45018	4.06576	79.883	7.59319	6.9909	3.84280	6.79714	69.52377
4.66021	1153.42725	0.00000	8.10902		8.39757	2.90783	2.82916	9.24384	0.75173	62.53544	4.46271	9.32241	4.29323	44.31771	6.96256	4.04199	70.95067
6.46955	1052.20917	0.00000	7.75979	46.83274	5.18791	6.92560	2.42013	5.32568	12.49457	48.47412	5.33955	4.69889	5.84250	50.56149	4.95086	7.29593	71.21822
8.86062	1070.72101	1.00000	4.68598	88.26917	5.19274	5.28974	3.03751	7.67082	20.11797	35.54584	5.33718	-81.26367	9.00054	28.90054	6.62833	7.57497	62.62248
6.73689	1102.43750	0.00000	1.36650	60.31831	7.73419	8.69127	3.54500	6.92829		68.46997	4.16874	111.73861	2.76071	35.20889	7.57862	5.71095	70.15339
6.34531	1155.52714	1.00000	7.34510	43.19720	6.28213	8.64317	3.34003	6.64942	17.94005	64.21374	9.23241	107.60389	4.97721	-7.01833	7.41782	8.71463	65.52554
6.79259	1195.76330	0.00000	5.30439	57.56829	7.27921	8.47445	2.22955	7.77524	8.97646	57.06557	5.66066	-52.35558	4.60357	-14.66463	5.03329	5.75133	50.83579
6.54762	1174.93310	1.00000	6.83918	26.61830	7.02237	7.84768	8.48125	5.78914	14.65160	50.28399	10.31509	-2.52398	5.65276	53.19146	8.80337	7.98936	63.26525
5.62377	1143.20242	0.00000	4.68693	47.72311	6.70252	8.79523	2.14190	7.75299	10.23863	33.93757	5.04388	9.15214	4.08855	49.97704	3.58537	3.91948	72.13012
6.70183	1088.13999	1.00000	8.55656	43.38326	6.57435	9.13444	4.22411	7.53818	32.23226	35.21206	9.63186	88.58	6.93765	23.18	7.96667	9.53691	59.37195
6.62630	1164.05252	0.00000	5.30822	31.89185	6.67291	8.64961	3.98522	6.47070	4.59247		6.42423	30.91105	7.77000	3.02013	7.54111	8.29206	61.60608
7.32423	1144.95690	1.00000	6.02318	65.25407	8.01706	8.21786	2.31627	6.63284	4.44422	79.23053	7.57154	53.26023	6.37499	54.39304	7.09175	7.00292	60.18521
6.57241	1134.43517	1.00000	7.87887	23.94362	6.39566	9.86259	3.28983	6.55350	11.87402	61.30074	10.49841	-89.66123	3.71560	21.28306	7.07168	9.00453	75.02508
5.25855	1091.09485	0.00000	5.34215	52.31924	7.25475	7.86684	1.81455	5.73308	23.22774	43.37803	4.85540	-8.2503	5.91692	37.08819	5.81790	7.27922	62.71093
8.10988	1177.77268	0.00000	8.49482	50.73715	7.02412	6.58820	1.89471	5.27729	15.27489	40.50462	6.03292	-98.11889	8.80449	19.04222	4.85077	5.45918	66.76849
6.34856	1158.22656	1.00000	8.20051	75.21202	7.86044	8.35037	2.90528	8.32346	15.51725	29.25717	7.74828	45.36561	7.42129	41.09246	7.44048	8.12925	74.59950
7.24050	1163.00988	1.00000	4.18657	52.45665	7.12067	3.37796	2.14123	5.21233	8.84237	37.73506	4.10485	-72.47417	9.16784	7.83389	5.97512	5.91732	64.54508
6.93008	1051.06092	1.00000	6.51862	33.46850	8.73969	5.81812	1.63250	7.27378	18.34343	44.61177	6.07636	78.25795	8.25590	9.82564	5.32614	7.37530	61.70331
7.79807	1158.09588	1.00000	7.87826	37.40941	7.25376	8.92971	2.04954	7.08299	26.84654	63.18979	7.63277	65.27258	5.34254	58.04254	6.86833	8.63522	74.77345
7.37939	1155.58170	1.00000	5.93604	64.96931	6.90491	9.33092	2.90734	7.54929	30.28516	60.72182	10.32278	-74.15987	4.24193	40.82232	7.14154	8.83138	61.50182
7.35779	1078.90017	0.00000	3.56821	36.88798	3.93912	4.78624	2.21562	7.30644	-2.30810	63.13902	4.31327	-117.29198	6.59950	33.03699	5.96263	6.37605	57.32302
7.70687	1102.94104	0.00000	8.95270	39.71188	9.02865	6.40184	2.36936	6.84110	12.06906	39.58104	3.51060	139.55028	7.30605	35.30889	5.15698	3.97867	51.71498
6.04965	1112.45260	0.00000	10.80284	62.01438	5.66518	6.66895	3.73401	6.98736	26.55816	54.31477	7.55828	5.06258	10.58433	7.50251	7.39179	6.26673	74.08259
5.40287	1107.99568	0.00000	7.22690	40.77462	8.04880	5.68433	1.58486	7.49455	16.69737	44.45019	5.61765	5.51978	7.52222	51.44889		6.14171	60.42541
6.24276	1147.32503	0.00000	5.89391	43.59812	6.50178	6.36848	2.55162	6.18440	22.78931	57.27281	5.66808	126.28333	10.51358	45.35	3.21533	7.21422	73.02193
6.54762	1102.50024	1.00000	3.80150	49.45464	7.42062	3.37168	2.52251	6.96683	16.25912	58.18028	3.57615	73.85535	10.03522	18.51957	6.44243	7.42904	64.39179
8.28090	1106.94687	1.00000	1.12909	46.63692	7.07456	1.54499	3.37391	5.79616	16.70773	24.55723	2.38945	111.4834	11.95328	65.93381	7.53112	7.91583	56.38689
6.09168	1172.54339	0.00000	9.81077	66.43355	6.98963	5.40808	3.27713	5.32871	20.13020	57.79777	6.94465	-6.03731	6.72545	37.35813	7.10671	4.41651	57.22388
7.46156	1084.55690	1.00000	4.03404	47.96624	4.60579	4.24701	1.17514	6.31749	13.65680	73.36816	4.18013	7.02238	8.70222	52.21099	5.80592	7.46750	56.81812
6.00423	1090.29740	0.00000	7.69969	57.01870	6.89178	5.16913	2.74073	7.73066	13.86161	55.48135	4.16842	8.70745	9.52046	49.03685	5.78006	5.97791	57.20861
6.30188	1128.59766	0.00000	6.26433	54.29342	7.22066	7.33887	2.76626	6.86498	16.92510	71.53265	5.74242	44.53333	4.70678	-22.9	6.00950	8.17237	62.62750
6.16969	1124.84461	1.00000	6.42397	62.90784	6.38269	6.45012	1.72307	6.14831	3.88103	46.21097	6.07818	-82.61573	5.66406	41.24255	4.29885	8.99895	63.94507
5.70062	1058.71128	1.00000	6.79383	59.12661	6.68779	7.35394	19.59023	7.21016	4.71296	60.96863	9.18879	-52.35558	4.36702	-14.66463	9.89599	8.40677	58.46303
7.24164	1126.18817	1.00000	6.92291	49.32485	7.43337	6.99561	2.33595	5.30808	-3.74737	62.37713	6.54839	67.84222	6.82492	40.11583	5.06208	9.09782	62.35059
6.85407	1075.15418	0.00000	7.35294	58.63184	7.04135	7.11838	1.67228	8.34506	1.30730	56.75894	5.04623	-105.36369	3.81050	22.49396	3.16301	7.57998	64.00878
8.38190	1145.72358	0.00000	2.98797	35.54140	6.64589	8.56212	3.07376	7.42299	9.93010	43.54757	5.61521	126.835	5.86450	37.65639	7.02585	9.25569	62.59799
6.63361	1165.07339	1.00000	6.36120	71.96199	7.09356	8.71585	1.57874	5.75869	6.51501	31.95871	7.59500	48.26258	5.37361	33.86419	3.21057	11.21716	55.97011
6.94785	1185.82942	1.00000	9.95561	44.17219	6.63765	6.79071	10.24893	6.40563	-1.12246	28.63672	5.46560	-93.11308	7.92456	16.75973	9.08824	7.98474	60.54039
8.46166	1158.33404	0.00000	8.76719	39.75381	9.65364	4.93346	2.31243	6.14684	-20.93805	62.59460	5.83503	-72.22625	7.28530	18.57677	6.59195	3.01394	72.76841
7.16060	1169.08956	0.00000	4.98960	49.29229	6.66957	8.90372	1.81464	7.13250	10.82376	34.90815	7.29777	-1.86343	4.35859	38.10558	4.12990	8.84440	60.14977
5.56376	1094.32488	0.00000	4.55552	51.50104	6.40639	4.41196	1.26422	7.58329	2.61005	33.98834	4.64443	13.57661	5.42142	37.31065	2.79995	4.42919	52.72451
7.36100	1159.55491	1.00000	4.61814	46.39792	7.86451	5.85925	3.08380	7.51500	23.22668	58.43871	5.42725	24.99798	8.18045	-8.73508	6.23450	8.28610	58.98421
6.09362	1175.66605	1.00000	4.45481	36.16990	7.39959	5.97351	2.27206	6.74245	7.27158	65.75269	5.23238	37.99117	8.27347	44.92934	5.44253	7.60477	65.14209
4.86655	1170.07666	1.00000	7.58552	40.30379	6.37169	8.46147	1.31038	5.59875	0.42592	55.06785	7.11180	-83.2321	6.07950	33.08014	3.25364		60.71678
8.06185	1189.80381	1.00000	5.25558	43.33332	6.55290	5.22049	2.54994	7.44255	13.15075	26.84827	5.20514	29.24152	8.89674	-26.93366	5.48943	9.01707	73.26152
6.51716	1131.07518	1.00000	5.90927	48.30403	6.78505	4.52938	1.93967	8.09656	15.85683	65.34198	4.56467	-3.59625	6.24798	5.27247	3.39078	9.03124	74.64176
8.10044	1144.97393	1.00000	7.09494	42.90230	7.25705	6.55951	11.52073	6.76841	25.48081	46.51602	6.69107	14.66737	5.65429	41.55947	9.24832	6.85582	74.77706
8.37544	1153.75225	1.00000	5.29193	52.52423	7.87923	6.03009	1.67271	6.91679	3.79261	54.97927	5.29550	15.87735	7.05117	4.94273	4.51723	8.02557	67.61257
5.32354	1083.82517	1.00000	4.86991	41.29996	6.91213	5.75375	1.55312	6.77295	-6.20787	42.78335	5.59097	-117.29198	7.82544	33.03699	4.43219	9.41756	63.88878
6.27046	1128.98032	0.00000	10.06677	46.94055	6.04560	6.79644	2.59552	6.56988	22.66777	27.28138	9.42935	30.4347	9.77502	-1.9487	6.56340	6.54399	77.20989
7.76702	1067.58463	1.00000	5.95496	51.25674	6.50152	7.80993	5.19372	6.66669	16.40683	31.50750	7.61495	-52.20639	6.10068	-3.20333	7.99046	8.74909	72.16956
7.05171	1193.84057	1.00000	7.72512	59.74170	4.73297	8.65381	4.34929	6.63630	32.77882	55.56406	9.55217	111.73861	4.23214	35.20889	8.00556	8.47732	61.66739
7.04473	1130.80821	1.00000	6.90646	42.08669	6.01888	8.78918	2.66735	6.57610	-6.01026	44.23507	8.58559	74.80555	5.25134	34.08565	6.96564	8.15176	70.71237
4.85527	1190.75978	1.00000	11.41283	52.89969	6.66758	8.36181	4.06133	5.31514	13.45574	29.08675	7.27246	122.20488	6.88962	29.98869	8.02003	7.65428	62.78200
7.19605	1102.32109	1.00000	7.97440	38.67637	5.28202	8.58438	4.02073	7.67819	15.98512	46.28617	9.70608	-86.99666	6.00483	33.45122	7.80960	8.20614	56.04941
7.92310	1078.88598	0.00000	2.79662	26.90914	6.76977	9.29345	3.26603	6.65346	18.39574	66.88038	5.64196	-59.13316	5.11558	-37.32167	7.51701	9.45692	65.88852
5.55519	1163.43942	1.00000	8.52555	48.98310	6.79825	6.11161	20.36654	7.12713	18.58263	52.64917	6.19009	85.37752	9.10444	22.10194	9.90398	7.78455	61.56476
7.89481	1056.07368	1.00000	7.45698	29.19255	6.52859	7.64351	11.25727	5.37801	9.78025	28.93883	8.38225	-73.9614	4.44916	10.15031	9.29260	7.31902	59.25922
5.43708	1164.01208	1.00000	9.01349	43.90125	7.39909	8.30413	4.96501	7.07390	14.44894	52.13193	8.24840	5.03586	5.16576	43.83125	8.13178	7.43004	75.26800
6.01147	1138.86994	1.00000	7.98195	70.01094	6.87364	8.50338	5.52177	6.42613	11.68410	58.19333	10.22396	3.1631	3.56608	41.91738	8.35137	6.61600	58.04269
5.46404	1097.17531	1.00000	6.25043	15.50447	8.12667	8.36452	2.98961	7.09216	11.30384	26.87060	8.60622	-91.58045	4.49963	41.6764	7.50913	6.86978	63.01974
6.42041	1068.46455	1.00000	6.41153	61.85061	7.88840	5.65183	2.17437	6.96664	16.16437	70.42975	6.26128	4.86667	10.61764	45.51667	6.51113	8.28972	65.32052
6.38758	1107.04602	1.00000	6.29837	45.75664	6.67268	4.96993	2.05866	6.11961	26.15909	60.84925	5.28367	81.54855	7.87942	26.2649	4.84058	8.94423	55.08355
7.86079	1183.79546	1.00000	6.54518	41.30035	5.82065	5.97754	3.94488	8.41386	26.42808	53.00704	7.03998	89.11943	12.46347	23.9028	8.01232	9.35361	47.58276
7.73694	1111.12595	1.00000	7.12670	35.51869	7.25925	7.78900	5.19031	6.31470	27.05215	63.86228	7.96019	5.4384	5.90467	43.2907	7.90775	9.43396	66.80741
6.40841	1134.63979	1.00000	7.10937	53.68576	6.40663	7.98330	5.46782	7.54987	26.81369	47.04305	8.86861	-96.72365	2.89032	17.06542	8.06908	7.49879	78.37730
7.20160	1117.64128	1.00000	5.67747	54.59534	6.88380	7.07942	8.26622	8.39551	-1.61905	40.73947	8.61732	76.12647	7.21870	32.55531	8.97216	9.44585	55.10352
5.93450	1174.32451	1.00000	5.98881	48.24686	7.09935	8.06845	4.57884	6.78838	11.15076	69.29021	8.09734	-81.26367	5.49470	28.90054	8.08859	9.19761	66.58673
6.86120	1171.36847	1.00000	10.27242	40.70863	6.19412	9.15290	5.87566	6.32540	7.53404	27.11126	9.61459	115.88782	3.97991	-32.05251	8.35635	9.22354	71.51193
4.82376	1091.85944	1.00000	6.49963	52.99160	7.77218	7.01118	10.12104	7.56467	13.78482	44.02361	8.26749	83.36889	7.56621	26.76628	9.14070	8.81583	74.87647
6.74627	1169.86594	0.00000	10.69572	56.66035	6.51499	7.72658	2.70797	7.20882	18.36946	52.10159	7.74276	-13.2356	11.52596	8.48714	6.71845	6.83187	67.52079
5.60604	1115.84738	1.00000	6.89811	49.75129	8.74572	5.35339	3.63477	6.45573	15.32544	56.40740	6.10205	33	11.84840	-2.68333	6.65503	9.13739	63.82668
6.60890	1106.81128	0.00000	6.20701	17.31595	6.77847	7.43310	1.99679	8.89458	-4.08696	67.07655	5.05478	24.43973	5.12171	0.76755	6.40822	6.08620	53.57241
5.89149	1104.31988	1.00000	8.62764	60.20978	7.61915	7.53231	9.22049	7.17280	15.06575	52.33953	7.39464	-97.35992	7.04492	19.8173	9.07417	9.26465	67.05182
6.05879	1088.35223	0.00000	3.69172	40.30568	5.22711	8.42813	1.48716	6.48508	21.62209	64.24261	3.53143	-49.27306	2.08861	-25.42778	2.34743	6.34729	68.55446
7.75001	1130.50490	1.00000	5.30438	57.50819	5.65916	4.45131	2.06623	6.47654	24.97130	68.98500	4.51840	-82.61573	8.00488	41.24255	5.08203	8.36790	68.18604
7.30500	1116.98985	1.00000	9.85866	47.28564	6.66779	10.15953	2.34058	6.89405	17.14968	45.46776	7.73967	-89.66123	4.41041	21.28306	6.43006	9.04878	71.96686
6.38626	1131.48015	1.00000	6.06752	39.63319	6.76911	4.19872	2.39907	6.11822	17.52085	55.07226	5.19341	-34.88111	10.44335	-8.05389	5.56653	8.70281	69.29804
6.35646	1181.83891	1.00000	3.80498	40.78424	7.45189	4.77934	2.92421	5.50537	2.24342	44.13735	5.23960	-1.4001	8.70828	7.06273	7.06679	5.62997	57.78927
6.09733	1085.00489	1.00000	8.91988	49.61206	7.01617	8.90818	1.85012	6.25474	17.06742	63.41549	7.69412	-94.74049	3.75168	32.5007	7.19976	8.50686	65.67409
6.99853	1180.90908	0.00000		52.51090	6.32393	8.10399	2.44859	5.47714	23.14273	60.07072	6.85975	122.9666	8.49677	10.7375	6.76946	9.76944	63.08866
