longitude	station	QoS	code	latitude	revision
42.54536	Kismayo	average	SO	-0.35817	01/04/2016, 00:00:00
10.30215	Bad Segeberg	good	DE	53.94313	24 Oct 2012
150.99292	Baulkham Hills	maintenance	AU	-33.75881	15 Nov 2013
30.98551	Paidha	average	UG	2.41669	2022-05-28
43.2379	Mikhaylovka	excellent	RU	50.06	2021-09-15
-93.11308	Tuxtla	average	MX	16.75973	2019-01-15
-5.53715	Penzance	good	GB	50.11861	2020/08/30
-0.2	Barnet	building	GB	51.65	29 Nov 2018
24.43973	Yangambi	average	CD	0.76755	2020-03-13
78.95693	Kashipur	building	IN	29.21399	2021/08/13
7.36027	Radevormwald	average	DE	51.20219	03/05/2016, 00:00:00
42.54536	Kismayo	building	SO	-0.35817	2014/10/05
125.21972	Maliana	good	TL	-8.99167	01/22/2018, 00:00:00
-80.22588	North Lauderdale	good	US	26.2173	07 Jun 2016
9.15214	Aschaffenburg	good	DE	49.97704	2021/12/28
33.72798	Zhukovka	good	RU	53.53395	2017/02/10
-95.63079	Palestine	excellent	US	31.76212	03 Apr 2015
-81.79819	Lakewood	accep	US	41.48199	07 Aug 2019
4.69889	Gembloux	average	BE	50.56149	09 Jul 2020
10.7	Tonga	good	CM	4.96667	2016-09-13
76.12647	Chamba	maintenance	IN	32.55531	06/09/2017, 00:00:00
-83.55521	Toledo	good	US	41.66394	2014-01-07
-69.96533	Brunswick	average	US	43.91452	2021/10/03
109.05389	Wangon	building	ID	-7.51611	04/24/2021, 00:00:00
138.31667	Suzaka	acceptable	JP	36.65	2013-05-31
110.71639	Ngemplak	building	ID	-7.54972	05 Aug 2018
72.93924	Uran	average	IN	18.87813	04/04/2022, 00:00:00
77.656	Pilkhua	building	IN	28.71271	04 Nov 2016
-86.78777	Vestavia Hills	good	US	33.44872	08/13/2022, 00:00:00
-48.29694	Viradouro	good	BR	-20.87306	10/18/2021, 00:00:00
-122.24092	Bryn Mawr-Skyway	maintenance	US	47.4943	2018-01-14
49.62251	Al Jubayl	excellent	SA	27.0174	2013/01/08
7.02238	Gronau	average	DE	52.21099	12/31/2020, 00:00:00
39.25	Magomeni	maintenance	TZ	-6.8	2014-12-08
88.28637	Pandua	average	IN	23.07492	2021-05-08
77.656	Pilkhua	good	IN	28.71271	05/01/2016, 00:00:00
79.883	Hendala	good	LK	6.9909	2013/03/21
-95.44744	Fresno	good	US	29.53885	14 Apr 2021
8.86704	Nidderau	excellent	DE	50.23805	2014/01/05
-78.04471	Leland	average	US	34.25628	2018/11/28
30.98551	Paidha	excellent	UG	2.41669	2017-08-11
-80.08199	Thomasville	average	US	35.88264	2015-07-20
89.20083	Sharypovo	maintenance	RU	55.54028	05 Sep 2021
-74.26419	Madrid	excellent	CO	4.73245	22 Mar 2013
24.75	Ukmerge	accep	LT	55.25	2022/05/07
-1.98956	Tarkwa	accep	GH	5.30383	2013-06-25
144.09638	Motomachi	good	JP	43.82634	2021/07/26
-97.50417	Heroica Matamoros	average	MX	25.87972	09 Dec 2020
68.49143	Bhit Shah	excellent	PK	25.80565	08 Apr 2018
7.36027	Radevormwald	average	DE	51.20219	2019-12-19
4.52529	Rixensart	maintenance	BE	50.71229	2016/02/21
133.42825	Lesozavodsk	maintenance	RU	45.47885	09/08/2015, 00:00:00
12.70038	Cordenons	excellent	IT	45.9836	2021/08/20
-51.87389	Sarandi	average	BR	-23.44361	05/31/2020, 00:00:00
30.2049	Vitebsk	good	BY	55.1904	19 Feb 2015
2.59753	Tchaourou	excellent	BJ	8.88649	19 Dec 2021
13.28702	Dahlem	excellent	DE	52.4581	02/22/2021, 00:00:00
3.47717	Boumerdas	acceptable	DZ	36.76639	2019/11/20
121.96361	Recodo	excellent	PH	6.95194	2020-10-18
-39.25	Muritiba	excellent	BR	-12.91667	2014/02/06
-77.37331	Mechanicsville	maintenance	US	37.60876	18 Aug 2016
24.95034	Kallio	accep	FI	60.18427	06/16/2015, 00:00:00
-7.95	Athlone	accep	IE	53.43333	2020/02/26
24.14662	Tornio	average	FI	65.84811	06/01/2020, 00:00:00
-91.11667	Chichicastenango	accep	GT	14.93333	04/16/2017, 00:00:00
-102.04897	Paracho de Verduzco	building	MX	19.64745	28 Aug 2021
-5.53715	Penzance	average	GB	50.11861	2021/02/14
75.11937	Parola	excellent	IN	20.88098	2020-10-31
19.21437	Bijeljina	good	BA	44.75874	2022-09-24
136.13108	Ueno-ebisumachi	accep	JP	34.75856	02/08/2021, 00:00:00
-2.09814	Aberdeen	good	GB	57.14369	16 Dec 2013
-93.12577	Rosemount	accep	US	44.73941	2018-12-29
-86.19903	Jinotepe	accep	NI	11.84962	2020-06-13
5.74861	Emmeloord	average	NL	52.71083	02/19/2021, 00:00:00
-0.33525	Kingston upon Hull	accep	GB	53.7446	2019/05/19
-120.93549	Riverbank	maitennce	US	37.73604	07/06/2014, 00:00:00
65.27258	Tavda	good	RU	58.04254	2022/06/23
97.01124	Kyaikto	average	MM	17.30858	2017/07/09
2.12213	Le Chesnay	good	FR	48.8222	2012/11/15
42.85693	Patnos	excellent	TR	39.22493	01 May 2013
136.13108	Ueno-ebisumachi	accep	JP	34.75856	2015/11/04
-2.01111	Great Wyrley	excellent	GB	52.66277	2021/02/08
138.89585	Annaka	accep	JP	36.33011	2016/09/19
-0.76773	Novelda	good	ES	38.38479	12 Jul 2013
11.04979	Castelfranco Emilia	good	IT	44.59445	2018-06-21
-97.90308	Copperas Cove	excellent	US	31.12406	28 Sep 2012
-1.48119	Belper	excellent	GB	53.0233	14 May 2020
9.5926	Walsrode	average	DE	52.86147	2022/08/23
26.97253	Krasyliv	maintenance	UA	49.65186	2014-10-04
17.80774	Mesagne	accep	IT	40.55851	2015/01/04
-0.45877	Niort	average	FR	46.32313	06/21/2015, 00:00:00
-4.1	Quimper	accep	FR	48	12/04/2019, 00:00:00
35.23388	East Jerusalem	excellent	PS	31.78336	02/22/2021, 00:00:00
30.96755	Zvenihorodka	excellent	UA	49.07866	2017-07-02
10.5511	Gifhorn	average	DE	52.47774	2014/02/18
-88.64235	Iron River	average	US	46.09273	05/20/2022, 00:00:00
98.50893	Myawadi	good	MM	16.68911	2022-05-22
26.01649	Sector 6	average	RO	44.43579	10/06/2013, 00:00:00
9.15214	Aschaffenburg	average	DE	49.97704	2019/09/21
-88.81395	Jackson	excellent	US	35.61452	2020/12/17
-73.95097	Greenpoint	accep	US	40.72371	2020/05/13
-75.60804	West Chester	average	US	39.96097	2019/09/14
-89.99038	Fairview Heights	accep	US	38.58894	2018/08/20
91.84128	Manikchari	good	BD	22.83957	06 Apr 2022
-41.45861	Pedro II	building	BR	-4.42472	2021/03/05
-97.92977	Hutchinson	good	US	38.06084	09 Jul 2020
12.19458	Biu	maintenance	NG	10.61285	2013-10-14
4.07601	Denderleeuw	excellent	BE	50.88506	2018/05/23
20.91361	Bogovinje	excellent	MK	41.92361	2020/02/29
15.00835	Zgorzelec	accep	PL	51.14942	09 Dec 2014
-73.95097	Greenpoint	accep	US	40.72371	05 Aug 2018
-77.03116	Buenaventura	average	CO	3.8801	04/17/2020, 00:00:00
-119.0376	Camarillo	accep	US	34.21639	09/05/2022, 00:00:00
-1.29243	Mexborough	average	GB	53.49389	2017-11-04
35.59642	Lodwar	average	KE	3.11988	12/10/2016, 00:00:00
113.82465	Licheng	average	CN	23.29549	2016/08/22
84.87144	Zaysan	maintenance	KZ	47.46657	30 May 2015
-76.78319	New Kingston	building	JM	18.00747	2012-10-17
42.54536	Kismayo	average	SO	-0.35817	02/28/2021, 00:00:00
-0.74934	High Wycombe	accep	GB	51.62907	2016-07-31
126.28333	Shuangcheng	average	CN	45.35	2018-06-19
7.00417	Losser	building	NL	52.26083	01/24/2015, 00:00:00
38.15035	Svatove	building	UA	49.41029	01/06/2019, 00:00:00
37.55	Arba Minch	accep	ET	6.03333	22 May 2020
15.87735	Carnot	maintenance	CF	4.94273	12/15/2012, 00:00:00
178.00417	Gisborne	good	NZ	-38.65333	12/13/2021, 00:00:00
-48.29694	Viradouro	maintenance	BR	-20.87306	2019-10-05
-1.64295	Segundo Ensanche	good	ES	42.8139	2022-06-29
43.38531	Baki	accep	SO	9.89206	05/03/2018, 00:00:00
97.01124	Kyaikto	excellent	MM	17.30858	2017-02-24
98.6738	Labuhan Deli	good	ID	3.7278	11/19/2019, 00:00:00
-84.67837	Acworth	good	US	34.06635	2019/01/10
-0.18333	Gandia	accep	ES	38.96667	2019-07-15
65.93249	Sar-e Pul	building	AF	36.21544	17 Jan 2017
42.54536	Kismayo	excellent	SO	-0.35817	28 Feb 2013
-122.38731	Troutdale	excellent	US	45.53929	09 May 2016
76.56719	Aklera	average	IN	24.41288	11/11/2013, 00:00:00
68.21204	Larkana	average	PK	27.55898	2017/04/19
12.6723	Ariccia	excellent	IT	41.72063	22 Jul 2013
-52.51028	Soledade	excellent	BR	-28.81833	11 Dec 2014
9.47629	Stade	average	DE	53.59337	03 Apr 2021
-48.52333	Soure	average	BR	-0.71667	2015/06/04
-81.56929	Collinwood	good	US	41.55838	2014/02/15
76.32756	Kalavoor	good	IN	9.57046	2013/10/19
77.54372	Periyakulam	excellent	IN	10.12268	14 Jun 2017
5.16108	Bar-le-Duc	maintenance	FR	48.77275	2018-09-22
30.91105	Arua	accep	UG	3.02013	12/02/2014, 00:00:00
-58.44417	Itacoatiara	accep	BR	-3.14306	17 Jun 2021
24.14662	Tornio	average	FI	65.84811	2020/02/01
-69.96533	Brunswick	accep	US	43.91452	2014/10/15
-37.07167	Aracaju	accep	BR	-10.91111	2020-06-14
39.25	Magomeni	good	TZ	-6.8	2018-02-12
139.07204	Fujioka	excellent	JP	36.24624	2019-06-29
122.05228	Tianfu	good	CN	37.19723	2013-09-23
65.93249	Sar-e Pul	good	AF	36.21544	10/12/2012, 00:00:00
123.89071	Cebu City	building	PH	10.31672	06 Jan 2013
-1.29772	Cowes	good	GB	50.76306	2016-02-11
-91.11667	Chichicastenango	average	GT	14.93333	2021/03/02
109.3243	Randudongkal	maintenance	ID	-7.0981	2014-10-04
-68.30472	Tinaquillo	accep	VE	9.91861	2020-09-17
-3.52751	Exeter	accep	GB	50.7236	01/03/2022, 00:00:00
76.12647	Chamba	accep	IN	32.55531	2020-10-14
137.5	Shinshiro	average	JP	34.9	04/26/2022, 00:00:00
-122.39168	Redding	good	US	40.58654	25 May 2022
51.0193	Shahre Jadide Andisheh	accep	IR	35.6803	2014-12-03
43.38531	Baki	average	SO	9.89206	2022/07/06
31.4976	Juhaynah	average	EG	26.67319	2013-12-17
76.56719	Aklera	average	IN	24.41288	08/25/2021, 00:00:00
19.61222	Sremska Mitrovica	excellent	RS	44.97639	12/21/2019, 00:00:00
4.69889	Gembloux	good	BE	50.56149	2016-09-29
-67.33122	La Victoria	good	VE	10.22677	12 Mar 2022
4.7934	Saint-Genis-Laval	average	FR	45.69558	05/03/2014, 00:00:00
-2.98333	Poulton-le-Fylde	building	GB	53.83333	03 Apr 2016
137.95378	Ina	building	JP	35.82756	2018-11-20
5.16108	Bar-le-Duc	average	FR	48.77275	2021/05/10
-73.95097	Greenpoint	excellent	US	40.72371	06/24/2013, 00:00:00
-34.88111	Recife	excellent	BR	-8.05389	2020-03-01
9.02596	Albstadt	average	DE	48.21644	05/05/2020, 00:00:00
18.84	Budva	average	ME	42.28639	05/04/2016, 00:00:00
9.22796	Pfullingen	average	DE	48.46458	11/11/2014, 00:00:00
2.29026	Sceaux	excellent	FR	48.77644	09/24/2020, 00:00:00
-58.70072	Pontevedra	average	AR	-34.74785	05/30/2019, 00:00:00
73.66633	Sojat	good	IN	25.92493	28 Mar 2016
47.1192	Buynaksk	accep	RU	42.819	15 Nov 2019
85.94001	Teghra	good	IN	25.49043	2018-07-18
89.11943	Kushtia	excellent	BD	23.9028	2013/12/10
9.22796	Pfullingen	average	DE	48.46458	2022/02/21
-0.18333	Gandia	excellent	ES	38.96667	11/02/2017, 00:00:00
14.66737	Campobasso	good	IT	41.55947	2014/04/16
-122.2054	Bothell	accep	US	47.76232	2012-12-09
-84.13722	San Rafael	good	CR	9.92787	24 Apr 2014
-45.94722	Alfenas	accep	BR	-21.42917	10/23/2019, 00:00:00
-75.60804	West Chester	excellent	US	39.96097	29 Jan 2017
-122.2054	Bothell	maintenance	US	47.76232	2018/03/09
24.95034	Kallio	building	FI	60.18427	2014-05-18
-95.63079	Palestine	maintenance	US	31.76212	2013/11/03
37.38115	Solntsevo	average	RU	55.63711	26 Feb 2018
18.28333	Boo	maintenance	SE	59.33333	11/19/2013, 00:00:00
5.16108	Bar-le-Duc	excellent	FR	48.77275	27 May 2016
