longitude	CO	PAHs	TEMP	PM2.5	SO2	latitude	PRES	H2CO	Pb	PM10	O3	CH4	warning	C2H3NO5	CFCs	NH3	NOx
30.96755	9.09439	8.48851	-4.15029	5.91781	8.23777	49.07866	1104.08956	71.13322	58.52506	9.18096	8.34110	5.19982	1.00000	0.34777	58.25988	6.19482	8.73845
86.59611	8.62454	8.47920	10.98010	6.37932	7.27903	25.87498	1171.77683	51.80100	75.55777	6.66066	7.73567	6.73410	0.00000	0.05118	25.39640	7.51619	8.99389
-74.96933	9.90144	9.09495	15.95919	4.93195	9.26754	39.71734	1172.40253	53.39056	53.05526	7.46171	8.15945	7.35085	1.00000	0.08702	58.66096	8.24521	6.83296
35.23388	9.12000	7.46911	14.24015	7.42491	7.98347	31.78336	1150.35945	82.66980	54.88815	8.63869	8.01915	8.15739	1.00000	0.22475	48.53412	9.23245	8.06393
76.12647	9.93474	4.44503	9.82472	7.63375	8.61906	32.55531	1122.98073	31.39810	45.53357	5.60877	6.12622	7.61656	1.00000	0.08184	62.42223	6.38738	7.56124
15.16554	6.92736	8.93797	10.63866	7.14075	7.22965	-4.5833	1116.08127	71.89417	45.03898	7.21151	7.80371	7.04987	0.00000	0.08474	31.83801	5.48046	8.84217
-119.0376	5.13108	7.78528	-2.02127	5.78914	8.37755	34.21639	1059.62022	45.16428	50.57530	6.90348	7.03705	7.98965	0.00000	0.06998	38.23147	6.50213	8.39847
34.11169	9.02370	10.52017	24.18066	5.24655	10.35470	0.46005	1182.84405	68.10303	20.71670	7.77049	8.51173	9.58996	1.00000	0.12664	76.46358	5.33021	6.49728
10.03478	8.17184	8.06761	34.38815	4.75079	4.34153	37.16911	1172.45176	62.13589	49.29911	8.18769	5.76118	8.70740	1.00000	0.14467	38.28240	8.43263	8.41952
28.19028	5.55152	7.78507	28.44380	7.57645	12.23302	59.37722	1060.45716	57.93794	38.22614	5.79013	8.43503	8.35028	0.00000	0.04440	47.55441	6.50555	7.60305
8.63333	7.88983	5.25864	11.61510	6.64286	6.15665	52.2	1181.04224	43.62821	31.90662	8.53148	7.18465	9.65066	1.00000	0.19778	49.71217	8.88105	7.69060
-82.42491	8.14398	8.42595	12.62941	7.34519	9.23684	42.97086	1070.51169	74.48403	68.73015	9.29929	7.22765	7.79410	1.00000	0.37459	41.50596	7.85892	7.94290
-122.2054	8.88877	6.74603	1.33947	8.66876	6.99922	47.76232	1086.11564	46.62863	57.46865	11.38492	7.75258	6.86801	1.00000	2.84857	59.26454	7.12827	7.94986
3.47717	8.24287	10.49188	14.29795	6.98042	8.49572	36.76639	1160.35799	42.58545	56.57032	7.02146	6.52981	7.40346	0.00000	0.08070	44.80833	6.59400	6.80941
-119.0376	8.99832	9.08161	11.61132	7.26314	7.77469	34.21639	1123.73887	66.85856	48.05019	6.88559	7.13941	5.68299	0.00000	0.06492	55.11842	7.29073	6.37992
171.25364	8.76546	6.42879	11.16140	7.44556	7.16625	-44.39672	1188.24842	35.16913	55.80644	11.31298	6.39833	8.04996	1.00000	2.63954	40.77806	7.15281	7.67299
127.08472	10.59505	8.40338	3.76129	11.24301	4.69588	36.20389	1197.83747	58.89183	52.69309	6.68805	7.04381	5.87347	0.00000	0.05226	34.01867	5.98926	7.33974
-98.11889	8.07080	8.75193	21.08726	6.75962	9.88735	19.04222	1078.78313	38.98640	53.97719	11.06559	8.10495	7.82639	1.00000	2.07380	43.59001	5.61985	7.09131
14.51472	7.86010	9.24056	25.70010	5.36436	7.53842	35.89972	1125.31173	32.40911	46.66868	8.89313	8.58412	7.78193	0.00000	0.25364	74.66745	7.28188	9.60128
-42.19667	5.94747	8.70410	15.57722	5.01877	7.80273	-21.41222	1158.21439	60.99108	59.94994	11.22297	9.01695	7.14842	0.00000	2.45094	41.16785	6.01714	8.64446
16.86194	4.50433	8.56243	28.88287	6.16247	10.86848	54.58048	1113.69879	55.21987	28.17399	7.05755	6.92688	7.68356	0.00000	0.05329	34.49650	6.71420	7.86461
69.49015	10.41531	2.58659	11.67949	6.86607	7.95773	56.11281	1134.77338	54.61751	55.55063	6.41896	7.06109	8.27735	1.00000	0.06253	61.72500	6.42794	7.11041
-0.45877	9.61285	7.83807	9.86880	9.68944	4.61163	46.32313	1157.45379	64.67737	41.86866	5.39331	6.70896	8.29645	0.00000	0.04154	57.46588	6.12607	7.57509
-52.51028	8.87596	4.22661	-7.59693	8.12459	6.36535	-28.81833	1063.91622	57.29595	28.10521	7.18297	8.84062	7.98811	1.00000	0.06406	44.09797	7.01346	6.89785
4.18333	10.35648	7.68394	12.20364	5.59722	6.85830	7.6	1090.09000	43.92665	52.78893	8.97870	8.43625	7.35238	1.00000	0.28853	49.08877	5.77599	7.64774
73.97117	8.93182	7.87879	16.36018	5.91089	5.89654	31.96258	1052.75899	21.06708	45.32161	11.78832	9.36857	7.62147	1.00000	4.24915	34.84535	10.11484	8.00598
121.96361	8.14572	9.52928	18.95455	8.80727	5.46475	6.95194	1188.53098	34.16408	41.38412	5.40400	9.41118	7.75100	0.00000	0.04297	53.77400	6.24421	7.79994
-1.29772	8.94188	9.42170	11.34897	5.85733	8.74005	50.76306	1195.09691	50.46434	50.10279	8.05343	6.27363	7.95118	1.00000	0.14676	52.58541	5.28187	7.41390
14.66737	8.94526	5.00285	-1.62457	3.34060	6.21445	41.55947	1089.01994	48.83955	33.32994	8.28063	7.94273	5.65057	1.00000	0.17909	59.72884	7.53798	5.10750
5.03586	10.60295	6.67353	-8.09766	6.53720	6.85320	43.83125	1114.67260	52.63147	67.72465	6.63032	8.61458	9.45828	1.00000	0.06350	46.34554	8.27000	7.73256
7.02238	3.78366	10.20628	29.14382	7.53034	11.83794	52.21099	1089.72922	47.72346	45.95364	9.15255	5.46892	7.00678	0.00000	0.36485	52.81143	6.08516	7.83072
30.2049	8.68203	9.29631	4.31304	5.29678	9.53671	55.1904	1142.06898	55.90210	63.93779	8.99826	7.13813	7.11833	1.00000	0.28750	54.15988	5.42686	7.91142
128.62667	9.37244	10.65417	13.87752	8.76754	7.37088	34.8825	1138.42145	50.49619	45.93825	6.43656	6.90926	7.92016	0.00000	0.05330	31.95594	7.52250	8.66406
-76.78319	8.10233	7.11450	30.56395	10.78783	6.33217	18.00747	1100.58685	73.38249	29.25900	8.64473	6.77925	7.99006	0.00000	0.20081	70.65552		7.65221
-87.88754	7.71964	9.77000	10.14447	4.20745	8.05712	41.15376	1069.32110	42.79266	44.27109	9.28231	8.99019	6.06281	0.00000	0.37111	36.84556	7.78619	6.86321
-1.47217	8.26853	10.44895	9.16645	7.84124	7.19818	53.46506	1062.29698	57.01054	75.59826	5.32516	9.23330	8.26752	0.00000	0.03672	52.89805	7.26089	7.77795
47.3799	8.48402	6.81532	19.50430	9.26062	4.79108	33.14447	1143.84205	59.25298	62.81428	7.70451	6.76664	8.21549	0.00000	0.12368	46.83773	4.58835	7.44237
6.8625	6.83223	6.88978	9.95777	5.97022	6.78558	51.47805	1147.91485	55.12369	54.41903	12.36190	5.32542	8.40399	1.00000	7.50348	38.21853	1.74650	6.20586
7.02238	8.62130	10.05308	17.71550	8.68460	5.76852	52.21099	1183.49218	63.77596	56.68368	5.93365	6.91485	5.84904	0.00000	0.02190	64.52533	6.37917	8.51169
115.88782	8.76074	5.30478	10.36153	6.52922	6.99019	-32.05251	1127.18829	33.18079	50.49838	8.02522	7.74661	7.57833	1.00000	0.14593	56.93773	8.38123	7.62340
-60.47389	8.26355	4.89448	15.14864	7.36439	4.45498	-34.64167	1134.14554	60.12632	58.53824	8.66190	5.98222	7.34960	1.00000	0.21870	47.34016	8.35604	8.17771
-71.8023	5.44551	7.88055	21.18405	6.90129	10.93831	42.58342	1065.27331	36.27408	45.51183	6.88714	7.11140	7.11669	0.00000	0.08619	50.20879	6.80418	7.64706
121.12251	8.32269	9.20944	3.14917	4.45085	10.07476	14.62578	1102.08968	22.10799	71.85170	10.64408	7.26537	5.92970	1.00000	1.40222	43.76927	4.30321	8.91694
19.61222	6.15582	8.71494	4.23480	4.84280	7.32835	44.97639	1141.28000	46.82216	54.32821	8.96971	6.57220	10.06815	0.00000	0.30221	52.49649	6.94080	7.33954
136.13108	9.01768	8.42973	2.56328	7.94349	7.37406	34.75856	1065.49005	33.84622	54.43696	7.81662	7.08918	8.23653	0.00000	0.12996	43.89625	6.51036	6.40382
68.75915	5.88426	10.61092	27.17266	6.05958	10.75469	27.52948	1178.16292	36.76598	51.00935	8.62259	8.13783	7.01139	1.00000	0.24699	41.93327	2.38723	5.53409
135.21667	11.41948	7.74472	18.96072	5.95026	8.80903	35.06667	1097.85479	65.74785	49.10713	10.75490	5.19977	6.31114	1.00000	1.52345	53.14216	9.24433	9.18032
17.80774	8.02533	5.05193	5.08919	5.53420	6.43854	40.55851	1094.63445	50.33419	52.24295	8.59431	8.13885	7.45421	1.00000	0.20269	45.21378	8.86061	7.14287
38.66667	11.66243	5.98074	12.59362	6.10268	5.76148	-6.25	1190.34466	47.44193	52.28646	11.48171	6.99590	7.51478	1.00000	3.12916	79.63356	7.52580	7.56680
13.44275	4.64213	8.88165	20.68988	6.39269	8.57878	38.07789	1129.87501	13.04921	36.13710	9.31656	8.41217	6.95461	0.00000	0.41421	44.56627	5.29625	6.26107
86.68363	6.68439	9.67535	19.60636	7.50572	10.16393	23.49668	1142.19189	71.87198	44.23382	8.76470	7.77041	7.65232	0.00000	0.24250	31.53766	6.03159	9.63020
171.25364	9.38044	4.13537	14.47661	6.13354	6.36160	-44.39672	1161.75966	48.70381	56.51865	6.46153	7.47323	7.48009	1.00000	0.07163	59.03014	7.40157	7.39749
-0.18333	8.19646	8.98818	7.97820	5.78328	8.40201	38.96667	1117.17731	55.58644	67.65737	7.99472	7.95974	4.35913	1.00000	0.12469	52.51853	5.26817	6.94412
30.91105	6.01593	8.25504	26.51679	5.41160	10.22034	3.02013	1122.90546	47.49632	66.81689	8.11323	8.19698	7.97877	0.00000	0.13330	47.70749	7.48372	9.64493
-48.29694	5.12931	8.13400	8.31839	6.63136	10.54206	-20.87306	1099.45757	20.53143	31.35457	7.70351	6.35348	7.99023	0.00000	0.13580	72.92394	6.30372	4.70079
120.5875	9.49078	9.16718	-4.04794	9.39594	6.85646	16.455	1136.08067	51.78021	66.47294	7.31574	6.04949	6.76490	0.00000	0.09354	48.72970	6.43357	9.48403
122.8637	6.49103	10.46149	9.39059	7.68511	9.01913	9.3337	1176.84887	57.50614	36.82589	8.79123	7.22514	7.96570	0.00000	0.24603	60.59186	5.72363	7.84281
51.0193	9.70789	10.69632	5.63109	9.30530	6.32232	35.6803	1169.98990	55.38203	57.04992	5.30416	6.75972	8.51137	0.00000	0.08161	41.57546	7.30021	5.66808
-52.2	7.52895	10.29504	16.74047	8.79988	8.13934	-28.44917	1074.07958	28.56439	59.76418	5.02631	6.61379	7.43376	0.00000	0.07852	38.64317	5.50768	8.80605
17.4674	10.36979	4.24485	-1.55011	5.60226	7.24518	50.86079	1144.83206	54.80159	62.43119	8.26965	7.37054	7.78907	1.00000	0.15334	54.12708	7.70249	7.90145
19.21437	9.01778	6.13122	18.20630	5.36387	6.18700	44.75874	1177.10906	58.14972	38.74726	10.34753	7.60126	10.09613	1.00000	1.03151	23.36562	9.81378	8.70960
-79.00453	8.11956	7.29623	22.53099	6.26157	7.90580	-2.90055	1143.70553	51.48834	64.72255	12.35347	8.41386	10.03087	1.00000	7.45214	42.12760	4.04856	7.32405
37.92792	7.58436	9.71978	20.20692	9.11747	5.29796	53.93361	1186.25693	28.79101	61.29084	5.46522	6.85948	9.72425	0.00000	0.04717	26.33439	5.24809	7.47327
13.10984	9.81508	7.42423	4.90446	5.71026	6.86271	51.30001	1083.85989	50.70882	64.72069	9.60561	8.28415	7.75468	1.00000	0.51373	68.88270	9.70202	8.67440
18.84	9.07085	8.49565	-5.69596	9.10159	5.05446	42.28639	1096.44053	44.86915	49.65650	5.66600	8.51117	6.89754	0.00000	0.02890	34.53401	6.49107	5.47140
-2.98884	3.72316	9.39807	23.25719	5.04184	8.61730	43.32686	1155.88241	88.21427	51.22358	11.46504	7.85298	6.68616	0.00000	3.11836	55.32964	6.12296	7.65807
-122.86705	7.92116	5.82752	-9.83946	8.27040	5.27472	45.49428	1128.98454	57.19463	33.77043	5.70442	8.50799	9.13181	0.00000	0.04817	35.23006	5.33655	8.05938
-48.29694	7.89323	5.01580	26.41631	3.66568	5.08922	-20.87306	1179.90132	26.85108	41.93449	9.42647	7.66085	7.11419	1.00000	0.40669	65.43485	8.45674	7.71930
10.30215	4.80517	9.18332	15.77802	6.20353	10.35423	53.94313	1069.35854	38.21429	44.97179	6.06896	7.09361	6.95667	0.00000	0.06057	48.02346	7.14244	7.81304
9.72749	8.50370	6.74241	7.92532	5.51028	7.46057	48.28259	1092.07716	58.69742	27.34074	9.88100	7.19325	8.20889	1.00000	0.65037	36.88674	8.90796	7.04584
115.70111	6.27351	7.90153	23.98718	5.83046	10.04622	37.73222	1112.19836	59.54719	38.41115	10.79042	8.62604	7.72792	0.00000	1.59328	56.62752	6.62481	8.36260
-39.25	7.41388	7.60864	10.53351	7.15030	4.98875	-12.91667	1073.87402	55.39988	53.08307	9.89690	8.56673	8.10543	1.00000	0.65808	59.71982	9.99341	7.50603
140.11667	8.77863	7.04994	27.48376	7.90761	5.80717	37.56667	1103.72881	29.23843	73.09095	6.77507	7.17480	5.45947	0.00000	0.07045	33.71647	5.99458	6.49004
-73.26022	8.56224	9.82682	4.78222	11.43757	4.49897	6.46838	1059.71549	73.46544	56.25999	4.42044	7.57228	8.88998	0.00000	0.05902	31.83903	5.07628	8.71178
-82.4017	9.02350	5.18630	20.30813	6.80262	6.15916	23.0072	1053.05786	31.55282	50.87197	8.27066	6.87343	5.47868	1.00000	0.15646	51.57363	8.92082	8.59859
24.75	3.64759	10.61245	12.75241	7.66450	12.27511	55.25	1150.44089	52.62964	49.35915	7.62921	8.25023	8.12893	0.00000	0.11143	37.06290	6.39669	8.77134
-2.98884	8.16383	6.94458	15.42045	6.81987	7.55580	43.32686	1105.04828	51.19230	38.25575	6.76282	7.66253	9.36582	0.00000	0.06642	62.09661	6.51742	7.42098
42.54536		9.46908	8.24175	3.63503	9.00647	-0.35817	1099.82994	35.40866	46.69716	7.77060	7.69706	7.54026	1.00000	0.12932	31.23691	5.76440	7.52849
-87.65644	8.37299	5.66246	19.72574	6.40921	5.96935	41.80753	1193.37268	57.32786	34.62213	8.24919	6.96176	6.39099	1.00000	0.16367	14.12825	8.52767	7.77587
-0.76773	7.82079	5.86464	29.16502	5.51628	5.69577	38.38479	1186.06283	46.28139	43.06939	10.33213	7.42265	7.87688	1.00000	1.02979	57.48173	9.96711	7.90971
9.5926	9.35181	10.66658	18.62485	3.65890	10.14365	52.86147	1083.07734	42.08216	61.87478	6.22357	7.62890	7.89639	1.00000		48.23001	5.27467	8.91276
-79.00453	8.27492	8.28841	14.73970	8.42052	9.02207	-2.90055	1147.23852	67.24147	32.16222	9.88033	7.74004	8.06716	1.00000	0.68474	49.02173	6.66602	7.46411
76.32756	9.69341	8.65049	18.57839	6.69971	5.14091	9.57046	1125.25160	39.36850	25.31905	8.65600	6.78711	7.40027	1.00000	0.20681	40.72811	9.68848	6.08624
30.91105	8.58657	7.81123	14.16185	6.89012	6.91664	3.02013	1103.59163	37.24273	47.57394	8.78140	8.00382	7.36320	1.00000		33.61166	6.33765	8.46969
35.23388	8.37206	7.76785	5.46950	7.55040	7.69204	31.78336	1122.86832	64.45759	70.78235	7.84548	8.32343	7.73610	0.00000	0.12306	34.39251	5.91408	6.77749
43.83992	3.41727	8.02526	14.50932	5.69634	10.17518	55.39485	1134.38739	42.78863	62.46020	10.08602	8.15094	6.67841	0.00000	0.82394	48.36065	5.75286	7.17287
-60.1831	7.70141	7.89315	24.17119	9.40048	8.07370	46.1351	1052.94770	59.55601	33.02936	8.80000	7.81135	8.26154	1.00000	0.22949	47.74941	8.02557	6.51504
-8.2194	8.93732	10.38584	16.15050	11.87384		43.48961	1159.58703		65.51308	6.55574	8.37469	7.46375	0.00000	0.09074	57.11363	5.02659	7.57917
9.22796	4.77946	7.64313	17.29229	4.27934	9.05508	48.46458	1058.17892	79.37439	39.74426	8.26022	8.76293	6.11573	0.00000	0.16225	48.94131	6.92070	8.10741
15.00835	8.40649	6.88906	29.62141	6.67252	7.52458	51.14942	1054.14296	44.80432	68.01151	6.32167	6.34210	7.63545	0.00000	0.05893	27.64121	6.37508	7.80803
16.54165	8.59410	6.40290	14.41308	7.48545	6.90624	68.79833	1182.69588	64.07154	47.31931	12.64547	6.01009	7.14858	1.00000	10.02511	30.19064	4.72649	9.91085
-118.10583	8.48280	6.35938	14.51225	5.74420	7.29679	34.09611	1096.40801	64.09016	67.65981	11.68742	7.23300	8.30593	1.00000	3.83228	42.83897	9.21657	7.65887
35.96944	7.60716	9.42472	2.55733	6.02447	9.42525	56.03361	1067.39474	58.47773	68.56099	9.73749	6.32404	9.38235	0.00000	0.57093	50.16607	6.73493	8.54540
57.3552	9.56445	11.59260	17.60461	7.91455	7.53329	51.4781	1127.09159		49.11107	3.95226	6.31172	8.19581	0.00000	0.02340	59.00449	9.33168	6.95003
-99.32556	4.28168	8.56746	0.23721	4.23330	8.58976	19.32889	1114.00567	50.06546	42.75156	8.96558	5.76502	7.12409	0.00000		23.78360	6.92987	8.40971
110.71639	10.88132	8.68931	17.93438	4.69350	8.58143	-7.54972	1126.04466	62.61782	46.98850	7.98423	7.04817	7.52455	1.00000	0.12720	66.51118	8.39666	6.58455
-6.00137	8.78838	5.03783	28.35414	9.20744	3.82531	33.42585	1100.66346	72.81336	40.46773	7.79529	7.93014	5.86947	0.00000	0.09492	60.56941	3.84555	7.03988
-87.88754	7.18297	4.77668	14.55022	3.69298	5.73191	41.15376	1086.46433	53.14089	50.35231	10.87249	7.51483	7.52377	1.00000	1.70799	59.95728	9.27166	6.96576
-4.0573	9.30575	9.46962	31.49519	6.30807	8.97845	55.82737	1109.43182	37.35749	26.83301	7.11546	7.74284	7.00416	1.00000	0.09284	63.65833	7.14847	7.83227
102.05461	10.66942	6.63081	7.74656	7.17154	8.41819	6.25947	1062.70037	52.33351	54.39425	7.13371	8.98063	7.64117	1.00000	0.07792	43.27154	7.30306	6.75064
-0.74934	9.14611	6.21634	19.29723	7.08887	5.09996	51.62907	1182.59568	40.17940	39.75344	8.92566	6.34529	8.97815	1.00000	0.27640	41.27870	9.89873	7.32460
-73.75513	7.26599	11.68939	18.63781	5.97598	6.18098	40.60538	1055.87050	42.03031	47.32267	10.09251	6.43787	8.88017	0.00000	0.82316	43.61157	5.63641	7.90652
13.44275	6.72676	5.28805	26.85646	5.45279	5.09341	38.07789	1090.59641	38.35640	31.09404	8.23645	6.25590		1.00000	0.16439	26.89279	7.99831	6.26237
137.5	6.14201	11.59624	32.56585	4.78135	12.76417	34.9	1073.48066	52.04742	82.02102	8.56131	8.12397	7.95754	1.00000	0.19899	55.96651	2.54027	6.23878
0.75	7.67734	8.22304	6.88304	3.22377	3.83586	52.41667	1122.40202	41.61128	23.50092	13.21004	8.14427	7.37461	1.00000	17.53899	33.80249	11.10366	7.29718
12.53463	8.32765	4.80414	26.14608	7.26171	5.54454	55.67938	1181.46218	40.07438	75.04309	5.87762	9.04443	6.91799	0.00000	0.02644	61.80264	5.31730	5.75015
3.64633	8.05885	7.00683	8.40978	6.25419	3.79061	6.8485	1074.31812	46.72507	36.99643	8.85437	9.01539	7.59004	1.00000	0.28149	55.87773	9.15182	7.41856
-84.67837	9.67289	7.11194	14.85942	3.95712	5.33696	34.06635	1096.06999	43.96494	42.57508	8.97607	8.10756	7.68664	1.00000	0.28502	50.42521	8.54578	8.75888
-97.35992	9.45090	7.51381	18.36090	7.23061	6.91482	19.8173	1066.51748	62.86472	20.90531	9.85009	8.61122	6.83306	1.00000	0.64389	54.91843	6.32285	7.94801
-87.65644	8.14523	3.33865	-5.34015	2.48046	6.71643	41.80753	1188.46961	47.10795	55.41898	9.57869	7.16159	7.33310	1.00000	0.50851	46.72395	6.79939	7.55849
78.25795	6.45335	7.48325	23.20131	8.99870	10.93449	9.82564	1115.16611	49.48142	55.61965	5.65077	7.60307	8.02250	0.00000	0.05699	39.78249	5.89107	6.83122
-5.53715	8.31931	10.83282	15.94300	5.84405	4.53296	50.11861	1126.39858	49.44751	60.61840	11.44589	7.33545	7.93042	1.00000	3.03979	68.14568	9.99120	8.05003
51.49621	7.38450	6.98193	5.20834	9.01208	7.74609	36.64852	1128.80976	80.82622	72.99931	11.17987	8.05065	7.99173	1.00000	2.31760	38.05613	6.69747	9.44621
30.91105	9.30892	9.82634	30.91404	9.14527	6.32780	3.02013	1120.24804	57.17817	60.41524	7.14725		7.65634	0.00000	0.11498	73.14699	6.47085	8.33698
15.16554	10.01558	9.22168	4.20298	5.04351	8.50557	-4.5833	1181.43654	56.28277	37.24932	6.58157	8.48956	6.62176	1.00000	0.04226	57.93925	8.15701	5.94919
42.54536	9.31110	8.91987	15.90259	10.95210	4.75236	-0.35817	1071.95168	33.33131	73.02124	5.11389	7.24662	5.92671	0.00000	0.04672	45.52477	5.80711	7.36534
-117.54866	8.16871	8.12981	18.52733	9.23913	6.25270	33.93113	1169.42171	53.50283	33.02959	7.29659	7.03068	8.88872	0.00000	0.09531	58.52155		6.63852
30.98551	10.16181	7.89222	21.12323	5.55529	7.13541	2.41669	1149.49525	29.20512	37.15210	9.03874	10.77635	7.19223	0.00000	0.32189	44.32114	5.75925	8.90123
123.50266		8.76587	20.69072	7.81049	6.09230	41.94175	1184.92355	53.78654	61.13192	7.94038	8.06388	8.64628	1.00000	0.13557	44.25404	9.10033	7.27168
-0.91979	8.38900	9.39131	19.89224	8.43751	9.38823	51.42708	1178.27102	50.38286	52.49812	8.57126	4.94602	9.16677	0.00000	0.19263	47.71292	7.14491	9.54955
42.54536	6.76714	10.45724	14.97646	4.89974	8.68545	-0.35817	1178.01125	65.56262	48.61563	6.95239	5.51223	8.10009	0.00000	0.08715	72.49022	7.78078	8.05642
-89.10944	9.48086	7.27347	19.42746	7.49179	6.05253	13.70167	1094.27250	36.67544	69.80024	8.35248	7.59805	9.27584	1.00000	0.16547	36.93150	9.46758	6.23472
39.8302	9.59869	10.25061	11.05746	6.91329	6.32227	64.5635	1109.77796	44.95016	69.14774	10.32667	6.13529	6.35245	1.00000	1.03682	45.71462	8.78020	9.06400
-104.83192	5.50537	9.15852	19.26221	6.63299	8.92639	39.72943	1183.58195	59.12197	55.67352	11.24026	6.61173	8.21548	1.00000	2.48934	49.86192	0.08326	6.66190
-1.05366	5.45805	8.91339	19.07095	5.11964	9.02864	43.71032	1105.81138	40.71149	48.56421	8.79578	7.06877	6.22167	0.00000	0.26270	60.39204	7.10547	5.58494
89.20083	8.91312	10.26873	21.13167	5.81554	10.80813	55.54028	1085.47283	41.70538	34.40988	8.54552	7.49878	7.28124	1.00000	0.21717	42.37381	5.14552	6.02819
-1.98956	9.56127	8.62070	16.49100	9.44430	7.45429	5.30383	1108.57174	58.84200	28.72329	9.42110	8.85607	7.57600	0.00000	0.43454	38.10722	5.39057	7.19320
65.93249	8.62879	9.09906	18.52300	6.91797	8.24006	36.21544	1107.21695	56.35140	51.01397	6.40372	8.46300	7.08122	0.00000	0.03788	51.55785	7.17605	9.49068
-76.99081	11.76218	9.85427	16.63418	4.44213	8.52770	38.96372	1180.20439	69.47362	18.20984	5.50151	7.08321	6.92240	1.00000	0.03493	43.58966	8.09620	4.49776
-89.99038	7.67857	4.79010	3.16841	8.06207	6.50554	38.58894	1165.81207	73.20412	84.91427	6.47333	8.90897	6.94395	1.00000	0.09622	54.15456	7.45866	7.64644
-77.43532	8.98354	10.13632	19.06749	5.97214	10.21577	20.14298	1056.03047	51.02617	38.05321	6.74149	7.82752	7.64579	1.00000	0.05359	67.34823	7.35298	6.77745
37.73333	8.43301	10.50627	2.89055	7.08796	5.12082	-4.06667	1090.68615	46.62649	44.43673	11.98214	6.68243	6.88639	1.00000	5.16219	54.55216	11.12729	7.30162
125.21972	10.27948	9.84973	5.37310	10.34425	5.91842	-8.99167	1159.30687	28.09929	91.45845	5.82436	7.84471	6.05149	0.00000	0.03562	30.32663	7.18108	6.53122
-77.55777	6.53107	7.92156	20.79632	8.49495	8.82130	37.52487	1133.44575	29.71747	67.07861	12.00182	7.60776	7.23746	1.00000	5.25301	41.68718	4.26264	8.16565
37.73333	10.33252	8.24071	6.16417	4.90364	8.41966	-4.06667	1187.10151	40.96004	61.30879	9.58905	7.01148	8.14384	1.00000	0.52124	48.81303	7.31933	6.20436
-60.1831	9.18572	10.54141	7.03824	9.98089	6.67586	46.1351	1161.56461	66.19499	40.48211	4.98213	6.01674	8.24755	0.00000	0.02183	66.56186	6.84541	6.53129
7.00417	8.51016	8.94565	21.47122	9.20833	6.18378	52.26083	1124.19396	41.49777	55.61605	5.67845	5.85440	7.92118	0.00000	0.06556	52.17101	6.22550	7.98569
24.75	10.03398	9.79557	31.05650	6.79706	9.14646	55.25	1179.04240	58.00370	59.75805	5.65097	6.52151	6.90435	1.00000	0.05429	58.57854	8.97030	7.11499
-117.70755	8.12876	3.36811	10.42448	5.08858	6.40304	33.52253	1142.03163	63.82964	42.19024	5.29000	7.49438	8.45418	1.00000	0.05339	60.65313	6.14391	8.05758
115.70111	8.13109	6.28342	21.32411	4.31132	5.26818	37.73222	1060.63777	40.13539	61.27811	9.06936	5.00316	4.59478	1.00000	0.34845	25.16860	9.35443	9.84742
14.30935	9.23082	6.79005	10.51276	6.87526	6.76031	40.92298	1110.81115	45.51771	30.67144	6.89027	7.69104	8.51358	0.00000	0.08901	49.43118	6.54081	9.51837
-60.47389	8.03397	5.05374	25.61766	6.31569	8.34115	-34.64167	1099.56424	36.58123	36.01217	8.44913	7.00897	7.96816	1.00000	0.18225	35.24381	7.61521	5.79802
15.16554	7.84133	5.09598	23.69176	6.06915	6.38090	-4.5833	1191.50557	43.23494	44.16935	8.96652	6.90915	7.28409	1.00000	0.30360	25.21396	8.07134	9.05707
-96.67834	6.73484	7.89417	6.50844	7.92641	8.53962	34.77453	1125.20830	65.97300	66.04828	8.02113	5.58598	6.96615	0.00000	0.15200	46.45584	5.22449	6.56823
113.82465	9.20940	7.38404	-2.27742	6.54692	7.37923	23.29549	1182.29457	35.24331	61.18511	10.53154	7.39165	7.21635	1.00000	1.25711	52.81556	6.23668	8.31756
-88.81395	8.48575	9.84196	23.74639	4.72125	8.60949	35.61452	1171.37434	67.29930	68.32280	7.25777	7.28233	6.45852	1.00000	0.08134	33.41685	3.80459	7.31351
-81.79819	9.50591	9.07518	18.97988	6.37944	7.85754	41.48199	1148.22428	31.27385	60.88572	6.21544	7.21059	6.90633	1.00000	0.06466	44.08287	7.29363	7.81595
125.21972	8.90234	9.10475	20.85538	7.51838	10.51026	-8.99167	1102.62800	28.78771	38.83416	10.24899	7.52106	7.01704	1.00000	0.95578	81.62623	7.66271	5.78821
-5.22126	7.70593	8.34036	10.24879	6.32021	5.07641	33.43443	1094.22394	54.81086	65.75072	12.03684	7.04990	6.20549	1.00000	5.43635	58.72403	9.91591	6.00565
-37.07167	9.26617	6.94408	26.37788	5.12686	7.56475	-10.91111	1114.85953	49.99174	50.73802	8.22370	8.56338	8.09173	1.00000	0.17426	40.29240	8.81634	7.28697
-2.68333	11.06185	5.17070	-0.59178	6.79378	7.21737	43.31667	1182.28134	43.68133	66.52257	4.81821	7.38715	6.86887	1.00000	0.03592	49.62523	6.69541	7.80051
72.93924	4.12692	8.80098	31.67627	3.53585	10.00045	18.87813	1144.62658	46.49287	50.51775	9.10309	6.79797	7.25448	0.00000	0.33109	17.54336	8.55517	8.26027
