CFCs	SO2	O3	PAHs	C2H3NO5	latitude	H2CO	Pb	CH4	NOx	PRES	PM10	TEMP	PM2.5	warning	NH3	longitude	CO
49.63795	6.33235	8.71270	5.51704	0.60622	7.6	61.62290	46.08562	7.86654	6.92115	1103.90855	9.59875	16.89890	6.91527	1.00000	5.06494	4.18333	8.99196
43.84545	5.98957	7.71219	8.99388	0.08961	-26.22861	54.76111	59.94857	7.48551	6.00423	1131.18625	7.00615	38.76606	8.46997	1.00000	9.65242	-52.67056	8.44257
28.12067	6.57285	8.99823	4.98940	0.25951	-1.9487	74.06926	41.76139	7.89996	7.53014	1106.56720	8.49384	44.75926	9.78037	1.00000	4.32548	30.4347	7.78408
51.12324	6.77367	7.40959	7.17161	0.28259	25.87972	51.70074	83.40139	7.57289	3.82857	1186.00952	8.54424	13.99219	8.14041	1.00000	7.01302	-97.50417	8.16867
39.24109	7.13677	8.64179	6.79820	0.17540	50.72043	40.50511	85.09117	6.77679	8.43541	1077.65827	8.11641	2.56509	7.38692	0.00000	5.68877	11.34046	8.99112
61.65943	8.10480	9.16114	7.94112	0.13018	44.92801	60.99080	57.87136	6.61925	9.14555	1083.99367	6.51668	22.49813	8.60349	0.00000	8.72909	4.8951	9.18662
44.97883	6.57804	8.53873	4.74872	1.15833	32.54044	41.76911	62.93756	8.42061	8.33921	1078.52037	10.27363	30.17661	10.22892	0.00000	8.42815	-82.90375	6.52528
46.05638	6.20141	7.59178	5.94824	1.01565	7.65649	44.94642	53.52641	8.71949	10.17087	1069.21257	10.13570	12.98381	8.57209	0.00000	8.19154	4.92235	8.31004
53.92436	8.98789	7.34479	8.69335	0.70188	-1.26424	48.35060	50.97973	8.87760	5.11677	1096.21010	9.75104	2.79752	8.10773	1.00000	6.68097	104.09701	7.04485
67.95160	5.23299	7.65376	6.66119	0.82212	55.39485	48.86646	56.53006	7.60850	8.10384	1158.64899	9.88309	20.05714	10.09683	1.00000	4.54326	43.83992	11.86100
45.72759	6.26387	8.10241	9.00558	0.09463	19.32932	32.05559	62.78801	7.46436	7.99815	1134.34041	5.63452	-1.12780	6.75382	1.00000	9.54649	-98.1664	9.00672
	6.97669	7.93502	9.41323	0.08267	-11.48472	61.24160	41.01887	7.69861	8.16487	1071.54978	5.41740	13.36410	8.35848	1.00000	9.32295	-37.93278	10.12796
59.07390	6.62377	5.58044	7.16336	0.73575	22.88783	41.65649	51.63645	8.70502	7.67331	1193.39112	9.78771	17.95278	9.16092	0.00000	5.69212	84.13864	5.56818
53.67403	4.56232	10.00842	3.71913	4.51824	30.76468	41.94432	41.87600	9.35710	5.35406	1134.65666	11.67679	28.86647	8.74081	0.00000	6.80412	74.12286	7.11590
45.82205	4.29555	9.04616	3.91342	8.57500	43.50891	47.26561	54.39505	5.46600	8.43892	1083.31890	12.32414	30.36408	7.87600	0.00000	6.51340	16.43915	7.76372
52.16976	6.81154	8.07504	9.38255	0.14135	15.5439	42.97551	50.12535	9.71507	7.24778	1183.31785	7.36019	18.83784	8.33530	1.00000	8.77650	73.7553	9.08162
45.02680	8.28084	7.49192	9.55180	0.14605	-7.81667	66.49496	52.80134	7.52732	7.64522	1057.36273	7.90185	16.97349	6.61721	1.00000	8.74414	112.01667	8.75983
69.25848	7.88869	7.64016	8.86260	0.10522	40.67705	47.26832	54.59083	6.99045	7.64554	1158.16921	7.41122	33.62820	6.50245	0.00000	6.33927	-73.89125	5.93381
55.80529	5.93275	8.65353	6.54302	0.80717	45.75279	47.19667	72.78499	7.13912	6.90907	1075.11867	9.90415	28.37929	7.87886	1.00000	7.02233	130.57211	10.79472
37.39734	12.08006	7.92210	12.30409	0.22629	18.03496	47.93268	49.71938	7.03506	4.85993	1197.14322	8.18954	23.75407	8.32301	0.00000	8.27926	-66.8499	7.58411
31.05958	4.14552	6.43850	10.70326	0.10914	41.57721	61.47761	34.95871	7.84533	7.11028	1174.86257	7.24230	11.64474	9.05891	0.00000	9.59586	-93.71133	10.12004
53.39795	6.63632	7.82997	7.19146	0.05967	18.51957	62.88281	44.23355	7.85686	5.37363	1089.83492	4.87227	6.29986	7.50778	1.00000	9.53526	73.85535	8.45068
40.53359	6.82432	8.94943	9.42429	0.06792	55.39485	57.38823	46.81639	7.74120	9.22610	1103.57269	3.64368	16.76336	8.97794	1.00000	9.34865	43.83992	11.42195
39.46279	8.35924	7.85950	9.06970	0.12749	-11.48472	21.38161	49.88931	6.12154	6.08198	1101.54973	7.44698	4.14287	7.52093	0.00000	5.55198	-37.93278	7.25619
60.76457	7.44310	7.41558	6.19597	0.34007	50.20528	50.81150	50.64354	9.58209	7.37525	1172.74364	8.86772	2.50538	8.38725	1.00000	4.84265	19.27498	7.70630
49.07965	6.09364	9.16782	8.79103	3.19774	28.88162	34.44784	49.67045	7.06897	6.03190	1154.36376	11.32035	18.78679	9.21467	1.00000	2.37006	120.03308	12.38471
46.90816	7.54939	7.76511	6.92194	0.15490	-1.9487	70.93178	45.74058	6.95504	6.97387	1147.77092	7.65281	12.64009	7.76100	1.00000	6.94315	30.4347	8.01708
45.38645	11.36895	6.94680	12.54946	0.32645	38.58894	55.97260	78.15988	8.80171	4.52538	1094.85454	8.73696	21.26546	8.00831	0.00000	8.95120	-89.99038	7.88568
50.57538	4.65559	8.13180	5.21879	0.50327	34.75856	55.76142	29.43898	8.92761	8.43276	1066.21908	9.39668	23.10134	6.70405	1.00000	6.18209	136.13108	11.76063
48.30699	8.75246	6.94838	8.00248	0.09621	9.82564	44.75537	49.92726	9.06192	9.70151	1079.06823	6.60805	-3.73700	7.12841	0.00000	6.77579	78.25795	9.32292
33.88788	7.84182	8.07603	9.27144	0.58598	24.96334	50.34452	66.70664	7.60943	5.43393	1144.84689	9.53726	15.41031	6.78929	1.00000	7.24184	10.18003	9.34384
63.68431	7.88920	8.72678	9.28226	0.07804	47.48444	46.78791	32.06483	7.44484	9.17775	1190.58975	6.42122	13.48487	7.99125	0.00000	7.98152	36.25361	7.98092
54.91518	5.09829	7.07231	10.72472	0.08640	41.85059	62.99969	37.26820	7.04063	7.18008	1110.52640	6.64482	13.73586	8.32793	1.00000	10.11533	-87.882	10.27699
49.22821	6.86493	7.96564	6.92756	0.66877	40.82232	61.01382	51.90995	7.81849	5.78751	1066.88442	9.67715	15.81882	10.07798	1.00000	8.62628	-74.15987	8.82092
41.83877	12.79761	6.32856	9.53296	0.22830	33.35283	54.95847	36.87343	8.22333	3.48339	1052.93330	8.37703	1.00753	7.85287	0.00000	9.09123	-111.78903	4.94164
51.24515	8.88215	8.41227	10.18540	0.09340	43.1009	52.50764	54.25607	7.94767	6.99028	1071.87223	6.76849	21.72189	9.59523	0.00000	8.27425	-75.23266	5.34829
37.05086	4.23955	7.36936	3.75413	6.54780	-36.9256	62.45318	62.38796	8.13321	6.87166	1161.41029	12.04916	6.79229	8.45584	0.00000	6.00197	-73.02841	5.99840
51.64751	9.48168	7.72677	10.21029	0.07404	-24.19436	61.76420	75.05866	8.77565	5.01193	1137.23172	5.76810	12.14028	6.83353	1.00000	11.16173	29.00974	5.96187
53.32750	4.92986	7.45222	2.92074	4.95628	29.21399	58.66605	67.33348	7.62154	5.80530	1088.69022	11.76882	29.91355	9.83444	0.00000	8.90986	78.95693	4.59132
48.86016	7.21237	7.49033	8.80080	3.10966	47.56494	57.74011	70.29663	7.10587	4.33002	1078.31516	11.30801	10.72008	7.01409	1.00000	5.68708	31.33078	
46.23180	6.19446	8.71578	7.02391	0.05238	53.69786	55.48130	49.06084	7.86299	5.31756	1124.59992	4.97559	17.72245	7.90013	1.00000	8.75569	-2.68758	8.92988
36.26549	6.10947	6.81673	5.47506	0.29539	12.25282	56.42045	36.74628	7.58708	7.76635	1166.33403	8.59050	3.90962	7.39226	1.00000	7.42125	79.41727	9.53916
50.99981	8.64825	7.36088	7.86230	0.67553	3.27833	67.36057	67.20444	6.86885	5.91993	1123.24959	9.72617	-9.99999	6.70178	1.00000	5.30953	32.88667	6.66978
42.39732	7.81428	7.54040	5.94645	0.17153	2.2139	39.01233	68.51978	6.63974	7.35939	1072.99435	8.25994	11.92145	8.35172	1.00000	4.92341	102.3278	6.96758
62.02508	5.20651	7.41267	9.60622	0.07419	-3.74912	27.99368	58.30072	6.46793	5.90264	1197.55431	6.38101	7.65161	8.95367	1.00000	10.09103	-73.25383	9.54051
53.82737	8.16427	7.59183	8.86197	0.09458	17.06542	54.99792	62.60817	7.54438	6.46676	1083.91252	6.13325	19.40694	7.94132	1.00000	8.97800	-96.72365	9.93233
44.15540	5.27143	7.68328	8.65537	0.08030	61.72744	55.48417	63.38207	5.63747	4.58317	1163.34149	3.89200	12.40481	9.27412	1.00000	11.65391	17.10558	9.69421
74.77668	7.27143	8.39571	10.02499	2.60038	42.64031	52.59336	48.87064	8.50598	6.51367	1085.65047	11.11749	5.21921	6.44250	1.00000	6.63649	125.51176	8.90096
65.23944	10.32306	9.05241	10.64084	0.19980	45.79377	61.92093	51.59068	8.82426	6.77455	1097.31147	8.28747	19.52098	6.10257	0.00000	7.63193	8.88104	8.18316
61.21741	10.61477	6.61381	10.05874	0.20849	37.65639	49.40697	41.28786	7.46138	7.92779	1159.91188	8.12461	12.89404	9.58874	0.00000	6.53926	126.835	8.25671
38.15646	7.14474	9.01702	7.03094	0.49161	11.12018	50.70885	57.79056	8.92033	6.59598	1188.50594	9.33848	7.42279	9.24182	1.00000	9.85131	76.11996	9.09759
55.10006	11.64174	7.62313	13.25507	0.13552	-4.42472	43.87594	65.01482	6.60725	3.75302	1182.44289	7.65699	2.61412	9.75797	0.00000	7.72435	-41.45861	3.57469
43.62339	6.60380	8.60821	10.68019	0.31276	-2.90055	46.88000	48.68437	6.02730	6.59144	1163.55903	8.76910	28.24025	7.45720	1.00000	8.71107	-79.00453	10.00111
47.77933	4.19692	9.00478	9.31942	0.09744	41.63976	29.54548	59.51958	7.81889	6.01437	1139.37135	4.87227	20.52879	8.98942	1.00000	9.91827	2.35739	10.73380
41.53109	4.17016	6.30505	3.46877	5.56721	51.21667	36.44421	72.64378	7.45340	6.22833	1059.83532	11.88510	11.11375	8.38711	0.00000	6.65541	6.26667	7.72146
61.22033	6.48882	7.43984	11.47208	0.39024	26.11527	61.24291	61.69533	8.04416	9.23390	1183.39287	8.92019	16.12138	6.93579	1.00000	7.81414	86.59509	10.64217
53.35484	6.67449	8.30631	6.83623	1.42441	15.46063	37.14005	61.63464	6.36256	5.03007	1064.20463	10.49514	16.87669	6.62166	1.00000	7.34062	99.89166	9.14916
51.96723	5.57748	7.76147	6.79001	1.35202	53.14657	56.36379	48.54773	7.88876	9.06805	1188.88278	10.43544	15.82924	8.75947	0.00000	6.12583	140.72287	7.43503
45.39593	10.68971	8.91665	8.02104	0.19588	14.8361	45.10626	74.52236	8.82563	7.45330	1059.08246	8.44521	11.82042	7.13296	0.00000	7.65715	120.97844	8.26141
51.36147	7.41298	7.52861	6.80473	0.29680	48.90982	48.29268	47.92157	8.09062	5.11601	1050.84087	8.82033	8.51475	7.58965	1.00000	9.44161	2.45012	7.93136
39.17330	11.09749	7.72042	9.34148	0.11109	36.02506		79.35045	6.04546	5.07136	1136.42382	7.08299	18.58810	9.30224	0.00000	9.84789	-86.77917	6.44451
32.70726	5.99056	7.37060	9.27393	0.07001	38.58894	43.73857	65.45078	10.68722	7.62707	1151.78586	4.80863	4.27370	7.44799	1.00000	9.84417	-89.99038	10.14296
65.09388	5.23744	7.10889	7.71879	1.75734	-25.42778	46.93978	54.69934	7.70405	3.41611	1173.46975	10.71953	27.25652	9.46952	0.00000	6.15855	-49.27306	4.44382
64.19835	7.44421	9.02497	10.23217	0.12960	50.06	48.94078	52.69027	9.06948	7.59677	1171.31834	7.28945	21.39570	10.27143	1.00000	8.59777	43.2379	10.56290
61.98103	8.19704	7.73664	10.01622	0.15001	36.61033	30.59701	29.87336	8.17528	10.62318	1098.63005	6.77701	9.20972	6.35638	1.00000	8.67416	-88.31476	9.14379
47.31684	4.50925	7.99346	9.11083	0.07285	45.4473	39.46446	27.69592	7.77370	6.44758	1116.78874	5.94971	25.68096	8.40359	1.00000	9.29554	-73.75335	9.73553
19.77402	6.12857	7.74273	9.12346	0.08610	13.56667	43.59008	73.81491	7.64200	6.83419	1113.58569	5.88903	7.48079	7.39515	1.00000	8.76749	-15.6	10.39547
14.56003	6.50945	8.71930	4.74254	1.27646	40.82232	68.43148	56.51635	8.61141	7.46534	1162.67984	10.39159	19.72332	6.31446	1.00000	5.14523	-74.15987	7.95701
27.09398	6.89191	8.99935	6.52898	0.33215	-11.94306	34.93940	51.91183	8.68860	7.50879	1078.45237	8.73671	9.98607	6.69568	1.00000	7.48790	-76.70944	9.46092
48.51728	3.53182	9.45568	5.31145	10.07185	34.75856	45.56064	55.62048	7.59459	5.47359	1173.38449	12.48484	-10.57294	9.36691	0.00000	8.38114	136.13108	6.06731
37.14191	4.30355	7.37920	8.13528	0.11185	55.75556	26.39632	28.54518	6.88234	4.16889	1179.75039	6.19897	16.43644	7.58474	1.00000	9.77507	60.70278	8.61245
66.72613	9.31363	7.30099	9.09486	0.11549	47.98372	45.59695	45.39499	8.31777	6.04650	1171.01646	7.31190	20.14969	7.83336	0.00000	9.99456	10.18527	6.38572
44.09023	12.22192	7.94336			53.81667	49.25907	31.61800	9.22049	4.67296	1050.53714	7.63507	8.37699	6.86061	0.00000	8.94629	-3.05	7.24577
42.94084	4.21732	6.00647	5.70883	6.39652	40.72816	59.85106	57.25675	7.54331	9.01842	1129.13458	12.02476	-11.39990	8.82390	0.00000	7.54888	-74.07764	6.09957
52.97929	7.00949	9.15835	9.21607	0.06673	45.47885	36.33577	59.97493	8.47325	7.33664	1191.63096	6.34148	19.59819	7.26365	1.00000	8.74943	133.42825	9.92245
49.28407	5.33397	8.51152	7.02431	0.76958	38.70734	44.18395	35.71096	9.44041	6.60741	1072.23309	9.77609	23.36879	7.32024	1.00000	7.90982	-77.02303	11.93957
42.08527	4.00061	6.35853	4.28016	0.83391	9.535	61.00416	56.28148	8.39356	8.62921	1161.89840	9.93435	30.61048	6.80980	1.00000	4.04616	-13.68778	12.22617
45.19992	7.16440	8.33609	6.54638	0.16403	46.67535	56.38615	60.13837	7.19690	6.66839	1152.05437	8.09068	28.74893	6.96511	1.00000	7.33834	5.55575	8.13930
31.97674	10.79900	7.43522	10.51718	0.17449	30.75545	35.43435	35.75513	7.58401	5.72143	1065.51505	7.81416	25.20003	6.87794	0.00000	8.83235	20.22625	7.33150
44.62167	6.63761	8.58662	3.19340	0.86901	51.95838	62.47885	32.84962	7.06634	7.79690	1182.81924	9.97431	28.13719	8.15382	0.00000	8.31328	4.47124	7.28021
67.68466	7.68144	9.30042	7.70310	0.31103	53.83333	30.37706	39.60462	8.62492	6.71702	1197.41774	8.98042	23.81955	6.76735	1.00000	6.34177	-2.98333	8.72911
47.92474	9.43908	8.76827	8.86942	0.68059	33.35283	61.21187	31.18090	8.34134	7.39328	1091.47569	9.69512	26.21818	6.98778	0.00000	8.06177	-111.78903	8.32297
44.45652	10.18577	7.57065	8.16728	0.09640	-30.60106	68.04897	57.88800	8.42335	5.61991	1123.03072	6.36581	16.09974	8.78877	0.00000	10.12744	-71.19901	5.60244
65.56060	8.98455	7.67366	9.35686	0.08066	33.43443	51.04436	82.88082	8.03710	8.38007	1105.97802	5.08264	2.85420	6.80739	0.00000	7.89065	-5.22126	6.71660
60.90469	5.81327	7.65698	4.85992	1.39996	6.03333	59.40153	44.26314	9.41028	8.28351	1146.95495	10.46989	16.77841	7.84856	1.00000	4.15517	37.55	9.38502
59.90881	10.82384	7.41889	11.54435	0.09223	36.81667	50.71227	58.08528	8.94134	4.27555	1194.43129	6.01973	10.58658	7.10069	0.00000	9.92150	117.81667	5.25103
40.44079	5.30192	8.74441	5.44216	1.16849	37.13548	45.12951	27.83976	9.02076	7.88951	1063.02369	10.28886	1.42015	6.43737	1.00000	7.63989	-3.67029	10.81517
47.50590	8.01253	7.29896	11.04593	0.07143	34.09611	52.41175	54.58208	7.89255	10.24465	1052.88705	6.28270	19.11170	9.53305	1.00000	9.86033	-118.10583	10.14945
27.12808	9.15203	7.08043	9.51568	0.08137	18.57677	33.28751	67.76579	7.60554	7.59339	1099.85669	6.82432	4.39902	8.57997	1.00000	8.24263	-72.22625	10.54668
59.03841	7.52296	9.91411	8.77542	0.09297	41.55815	47.91188	51.33470	7.70941	7.82383	1133.69997	6.45889	8.09840	7.41209	0.00000	9.27374	-73.0515	5.63636
58.66942	6.87901	10.69466	10.69648	0.08774	42.50729	37.44675	74.44965	7.34046	8.54440	1139.94066	6.08714	22.01376	7.34775	1.00000	9.88484	1.53414	10.57372
35.97944	6.67174	8.77315	11.24049	0.07393	56.11281	59.18974	33.33801	7.84070	7.85698	1170.52043	6.23162	24.65400	8.98879	1.00000	10.95188	69.49015	10.40998
76.29963	4.79029	8.59783	6.73372	3.40176	22.88783	33.69499	35.44043	8.30181	8.10949	1102.43310	11.38408	7.71202	7.62750	0.00000	4.84166	84.13864	6.08221
62.23677	6.17791	9.72218	6.44392	0.47555	51.30001	53.81545	46.30229	7.87333	7.39392	1177.07246	9.28678	8.27145	8.53787	0.00000	8.46440	13.10984	7.67051
63.01055	6.45425	9.04040	6.08039	0.44460	46.67535	48.26992		8.15320	7.28869	1191.00123	9.25431	27.25518	7.06507	1.00000	4.55452	5.55575	9.63246
51.32390	10.26884	8.29219	10.83375	0.09236	65.84811	44.22326	83.33866	7.29294	6.58335	1189.01607	6.73170	0.10236	8.30961	0.00000	7.85788	24.14662	6.45877
49.64354	6.82840	8.89118	6.99510	0.23820	36.72544	50.09516	65.69205	7.06424	7.82293	1063.85833		11.16245	8.76495	1.00000	7.40975	3.55665	9.35316
50.20562	8.41079	9.09938	10.10143	0.07490	42.30865	42.88647	60.06196	9.55013	8.92019	1138.16560	6.49874	21.39206	6.79170	1.00000	9.15530	-83.48216	9.98972
58.15676	12.27914	7.72691	11.72393	0.12285	11.12018	47.85504	50.51821	8.04053	4.93821	1069.29857	7.16628	20.61516	7.93564	0.00000	6.72890	76.11996	4.42380
61.34776	4.71338	9.71313	5.46549	0.74760	34.08565	60.07389	59.39477	9.02289	9.47482	1127.47825	9.75923	1.69355	8.31114	1.00000	3.67949	74.80555	11.88723
66.36179	6.21626	8.81377	7.78037	0.07627	40.5576	38.78083	49.47711	8.24410	7.23364	1164.26577	5.08363	26.29875	9.60268	1.00000	8.53183	-74.28459	9.22161
52.74019	4.10345	7.61037	4.86277	4.85836	37.49223	69.03035	54.27097	8.12593	5.73120	1187.25917	11.74757	13.22710	6.97295	0.00000	6.65426	15.07041	7.47611
44.66371	10.99376	6.45565	12.22002	0.06015	34.75856	51.22634	48.67550	8.72139	5.36297	1052.97241	4.87166	10.31673	8.23158	0.00000	9.40247	136.13108	6.94208
48.19642	7.35808	8.80791	9.87051	0.16037	53.78333	45.31876	57.51322	6.78881	7.20911	1164.62688	7.45402	22.59427	10.04242	1.00000	9.77165	-1.06667	8.70110
58.88005	6.95076	7.70314	6.70190	0.81976	-27.50578	38.38067	67.07853	9.65364	6.18288	1109.13937	9.90652	10.12954	7.96287	1.00000	6.66201	153.10236	8.94030
52.63586	6.54461	8.86207	8.97553	0.06318	42.8334	43.02354	35.27099	8.68261	8.17900	1111.39917	5.63184	22.82013	8.66299	1.00000	9.97136	-80.38297	8.41486
49.68977	7.94234	7.66291	8.67743	0.10032	-15.21194	69.01665	61.74340	7.62374	8.17307	1165.60775	5.52919	27.54466	7.48927	0.00000	9.28209	-75.11028	6.98048
47.80324	6.00772	7.64260	10.70486	0.05359	36.81667	47.84152	34.56590	9.91774	7.45416	1135.67253	4.64264	16.55533	9.07898	1.00000	11.16324	117.81667	11.17524
45.33293	8.12622	7.85737	6.51969	0.15178	48.77644	54.19907	66.37403	9.07929	6.78670	1098.38272	7.28263	26.05473	6.75482	0.00000	7.85875	2.29026	7.84512
47.28028	6.69067	7.13507	7.85790	4.54977	32.9156	68.81537	68.42121	8.47129	4.56728	1155.78312	11.67770	14.86296	9.11086	1.00000	4.96844	-117.14392	9.86247
56.39289	10.82891	7.38444	11.50528	0.03204	52.86147	60.33953	53.65645	6.65712	4.98704	1069.33546	6.03279	25.41729	7.25424	0.00000	9.21843	9.5926	5.26045
	11.19327	9.10231	12.17076	0.10538	47.90771	67.89637	58.36978	7.32220	3.29415	1117.02706	6.86097	1.42934	7.35005	0.00000	9.79177	106.88324	3.75469
44.70343	7.01535	8.26424	9.69665	0.11813	38.96372	54.12566	38.16458	6.62953	5.89061	1081.69359	7.07358	25.27057	8.41142	1.00000	9.27094	-76.99081	10.08028
45.92875	7.77920	10.09069	7.60203	0.13051	-38.16604	58.99542	54.45300	8.60507	7.91437	1146.05392	7.65588	13.08647	8.29739	0.00000	10.65811	145.13643	9.24312
74.96812	5.80276	9.68442	5.57077	4.68332	53.78333	55.98939	34.16120	7.56911	7.47560	1129.54873	11.70693	16.96720	7.36139	0.00000	7.58950	-1.06667	5.23899
50.98072	6.15967	7.63507	8.75841	0.07861	24.96334	60.14024	59.44093	8.26468	7.18913	1151.44455	4.34462	3.12978	8.05545	1.00000	10.16151	10.18003	9.73155
34.29629	7.48823	9.68224	9.02238	0.23883	41.82143	60.02664	69.81243	7.93862	7.87983	1069.55123	8.49781	20.66683	8.05525	0.00000	4.47602	41.77921	6.39543
54.98421	7.49110	8.14194	9.24116	0.36379	35.25064	29.09331	41.53118	7.15494	6.14765	1118.54363	9.02192	7.75469	8.35160	1.00000	7.16105	-91.73625	9.55847
52.45020	8.95416	8.16165	10.69853	0.26181	9.82564	55.21857	58.27103	6.00649	8.20187	1191.88172	8.70759	18.11513	8.21699	0.00000	6.66315	78.25795	7.58212
36.26694	7.70320	8.82506	7.68527	2.98392	55.54028	56.07362	78.23988	6.85329	4.95708	1062.42077	11.23597	22.21586	9.44445	1.00000	7.22282	89.20083	8.36051
49.05227	8.43277	7.66280	8.73958	0.17670	-4.06667	49.94258	62.14347	9.67089	10.35151	1125.16078	7.78737	-3.73809	8.49410	0.00000	6.46311	37.73333	7.90278
57.64633	6.53837	8.06504	8.85624	0.08872	40.42386	55.33898	38.35546	7.66591	5.39286	1159.98072	5.39316	21.78097	9.64298	1.00000	10.61471	-3.53261	9.26341
69.73918	8.03576	6.92096	7.28379	0.16295	56.11281	59.25757	53.77405	8.58673	7.48602	1123.73673	7.91839	12.24390	9.58077	0.00000	5.57782	69.49015	6.36514
54.96020	7.25407	7.64791	8.73932	0.05605	29.69221	69.68771	47.03047	8.42133	7.42965	1071.90698		13.80289	7.43455	1.00000	10.10936	72.54566	9.89186
62.90993	6.46042	8.13273	7.88298	0.06249	6.95194	42.90870	39.37727	7.52638	9.80464	1146.43414	4.95938	13.81858	9.89928	0.00000	8.91397	121.96361	6.99113
63.41856	9.65108	8.86901	9.41085	0.10761	58.23583		53.70480	8.81031	6.08919	1137.16734	7.71274	13.20602	9.44595	0.00000	10.63473	92.48278	9.00162
51.19252	6.82531	9.10303	9.27308	0.19670	9.535	59.31968	74.45234	9.16123	6.71274	1131.06761	8.34569	9.62810	7.45000	1.00000	8.97748	-13.68778	7.91147
51.21305	6.15436	8.18054	6.02821	0.44894	-8.73508	49.46807	53.50309	8.32658	7.79886	1130.26164	9.14188	26.58657	7.18465	1.00000	6.61531	24.99798	10.01489
48.64358	8.53599	7.99095	7.81152	2.06289	37.60876	21.36541	41.33950	8.19549	4.98015	1055.80828	10.87444	27.28177	9.02910	1.00000	6.07739	-77.37331	7.13121
55.79952	5.40710	9.34590	10.12907	0.08495	40.82232	33.10073	66.32842	10.19116	7.81450	1148.17492	3.86427	7.62590	7.71024	1.00000	11.52550	-74.15987	10.43593
33.91702	8.02473	7.77286	6.26883	0.20752	51.82721	55.57938	67.75539	7.41757	7.12458	1181.77283	8.13449	29.06431	8.62730	0.00000	7.46806	107.60627	7.38165
57.86624	6.61445	7.40757	6.73888	0.76773	43.96222	51.14532	78.69470	9.43079	8.29841	1124.09447	9.81132	15.71196	9.08405	0.00000	6.47261	43.63417	6.75401
21.72464	8.17160	8.16761	10.47243	0.07212	-44.39672	63.79200	77.24707	7.27499	8.12049	1151.08577	6.64635	5.70874	8.84276	1.00000	9.05968	171.25364	10.91420
57.87558	6.52315	8.55184	10.54557	0.08811	-3.74912	41.15934	64.98366	9.35681	7.49648	1112.52890	6.60176	11.74584	8.71446	1.00000	10.60594	-73.25383	9.48068
39.17951	8.65031	7.28342	4.63031	0.12482	50.72043	52.90922	58.22627	9.14147	8.87319	1183.48888	6.87273	3.57061	7.46010	0.00000	8.78581	11.34046	7.17713
64.96400	6.79409	8.06425	7.86334	0.80468	8.88988	78.31630	74.73375	6.63501	5.27558	1162.83125	9.86919	7.62886	8.18653	1.00000	7.99383	-79.62603	10.42543
55.87350	6.22400	6.11634	9.17545	0.40993	13.70167	29.65720	61.64642	9.89088	4.84469	1158.12695	9.14280	21.48544	7.47356	1.00000	9.08487	-89.10944	7.72103
64.09922	6.46762	6.45116	6.49123	0.86103	47.92526	54.77248	46.45481	7.53119	8.08746	1064.65304	9.91936	15.02037	7.05911	0.00000	7.41168	-97.03285	6.63852
27.16920	7.07663	9.89616	7.59387	0.28330	41.55815	48.05705	37.35051	9.03703	4.99096	1096.48579	8.64579	-8.70458	6.73492	0.00000	9.45128	-73.0515	5.41245
43.62924	9.07032	8.41863	9.37839	0.08695	41.72059	47.67605	43.60609	10.44888	6.75861	1076.49983	6.71825	2.22287	9.15867	0.00000	10.16718	-87.70172	7.66489
46.52902	7.42536	6.39935	8.46086	0.05741	35.74788	58.55549	44.86408	7.66974	6.60413	1197.35481	5.96622	31.31651	8.59217	1.00000	8.95747	-95.36969	9.34858
59.42817	8.06861	5.96396	8.11176	0.12672	5.84752	42.34442	48.16263	8.07427	7.73974	1081.21992	7.67390	10.85482	7.19152	0.00000	5.99564	-5.682	8.34015
49.91889	5.87295	7.77984	5.38461	1.20510	50.72043	49.45578	67.67454	8.53836	7.59228	1173.67811	10.33026	19.85257	6.38767	0.00000	7.17093	11.34046	7.73559
60.50819	6.39624	8.73373	8.03256	0.08219	25.75728	52.81342	38.23541	6.71494	4.18580	1066.19905	5.52366	21.66166	7.64392	1.00000	9.01554	75.37991	10.27127
49.07637	5.45021	6.60514	6.32108	2.41157	12.97389	33.33266	91.30080	8.96556	5.76711	1060.16315	11.02624	9.05958	8.18797	0.00000	4.91124	123.99333	6.17383
72.80061	5.09603	8.19266	6.55142	1.33466	7.83389	54.72088	67.84903	7.30737	7.13766	1087.03827	10.42541	33.93026	8.55804	1.00000	7.13805	-72.47417	12.35483
24.06549	7.18303	6.97020	9.85250	0.04544	33.54428	63.11729	57.63084	7.30315	5.88647	1074.93059	6.61405	25.46642	8.54041	1.00000	9.28808	-84.23381	10.82255
51.41440	5.87245	8.63989	9.98366	0.10066	30.29184	42.70768	55.72410	6.31223	6.71453	1120.04236	7.20925	30.00190	6.57171	1.00000	8.89526	71.67164	10.23511
52.37780	6.33480	6.66624	5.70469	0.11324	-3.20333	63.57565	43.30735	8.54180	7.45734	1152.75795	6.88189	36.34673	6.95909	1.00000	7.87444	-52.20639	9.11613
60.47992	9.57813	9.09184	9.73521	0.14985	18.57677	70.54445	69.44595	8.29431	6.73061	1150.80298	7.08613	13.87471	8.54103	0.00000	9.25037	-72.22625	7.29437
83.70404	11.04165	6.80913	10.72022	0.13850	42.62833	34.32642	61.03550	8.02285	4.22941	1182.79615	7.61225	0.56083	9.55801	0.00000	10.05612	20.89389	5.99198
25.63643	6.54919	9.94120	7.35641	0.63718	5.30383	58.30913	62.00473	8.15069	5.25231	1140.33738	9.61323	12.27221	8.52881	0.00000	6.14310	-1.98956	6.39932
