longitude	station	location	latitude	revision	QoS
-88.70464	Tupelo	America/Chicago	34.25807	2020/06/20	excellent
-71.23106	La Ligua	America/Santiago	-32.45242	05/21/2018, 00:00:00	good
10.98461	Friedberg	Europe/Berlin	48.35693	2019-05-08	maintenance
67.84222	Jizzax	Asia/Samarkand	40.11583	2017/03/27	excellent
77.5609	Kangayam	Asia/Kolkata	11.00599	16 Jun 2017	average
31.3237	Dobrush	Europe/Minsk	52.4089	2016-12-08	excellent
86.51499	Kenda	Asia/Kolkata	23.1959	2022-05-14	accep
71.57737	Gariadhar	Asia/Kolkata	21.53889	2019-12-13	good
11.34046	Rudolstadt	Europe/Berlin	50.72043	12/13/2017, 00:00:00	average
-104.83192	Aurora	America/Denver	39.72943	16 Mar 2021	average
8.86374	Tortona	Europe/Rome	44.89784	14 May 2013	accep
9.00472	Idenao	Africa/Douala	4.2475	13 Apr 2019	good
12.38878	Perugia	Europe/Rome	43.1122	07/10/2017, 00:00:00	good
-96.39774	Brenham	America/Chicago	30.16688	15 Apr 2019	good
-88.31476	Murray	America/Chicago	36.61033	2022-03-05	good
-73.0515	Waterbury	America/New_York	41.55815	21 Jan 2018	building
-15.58602	Maspalomas	Atlantic/Canary	27.76056	2021/06/10	average
38.2739	Yeysk	Europe/Moscow	46.7055	2019/03/09	building
9.02596	Albstadt	Europe/Berlin	48.21644	05 May 2019	excellent
10.5511	Gifhorn	Europe/Berlin	52.47774	2018-12-01	good
-13.68778	Camayenne	Africa/Conakry	9.535	2014-04-22	average
28.88222	Mudanya	Europe/Istanbul	40.37528	04/11/2015, 00:00:00	good
151.08057	Eastwood	Australia/Sydney	-33.79176	2019/12/08	good
36.7138	Binnish	Asia/Damascus	35.95664	2013/11/30	accep
146.05093	Griffith	Australia/Sydney	-34.28853	2017/03/06	good
38.28402	Tadmur	Asia/Damascus	34.5624	08 Mar 2017	excellent
-88.27205	Kaukauna	America/Chicago	44.27804	07/18/2015, 00:00:00	average
68.49143	Bhit Shah	Asia/Karachi	25.80565	2017-10-30	good
14.66737	Campobasso	Europe/Rome	41.55947	14 Sep 2018	average
-84.62081	Waverly	America/Detroit	42.7392	19 Nov 2020	average
4.21372	Temse	Europe/Brussels	51.12794	23 May 2019	good
6.61944	Hardenberg	Europe/Amsterdam	52.57583	2017-01-26	building
-4.83076	Talavera de la Reina	Europe/Madrid	39.96348	2015/07/09	average
9.72749	Ehingen	Europe/Berlin	48.28259	2017-06-18	good
14.66737	Campobasso	Europe/Rome	41.55947	2013/12/04	accep
16.43915	Split	Europe/Zagreb	43.50891	2016/10/14	excellent
114.51667	Wacheng	Asia/Shanghai	33.78333	10/30/2018, 00:00:00	accep
-73.9614	El Copey	America/Bogota	10.15031	09/28/2015, 00:00:00	accep
35.96944	Volokolamsk	Europe/Moscow	56.03361	2015/04/26	maintenance
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	06 Feb 2013	accep
121.96361	Recodo	Asia/Manila	6.95194	05/26/2021, 00:00:00	maintenance
31.33078	Voznesensk	Europe/Kiev	47.56494	03/04/2019, 00:00:00	excellent
-73.89125	Cypress Hills	America/New_York	40.67705	12/06/2020, 00:00:00	excellent
-122.24092	Bryn Mawr-Skyway	America/Los_Angeles	47.4943	24 Feb 2016	average
-84.13722	San Rafael	America/Costa_Rica	9.92787	11 Dec 2018	building
-3.05	Blackpool	Europe/London	53.81667	19 Dec 2015	good
8.86704	Nidderau	Europe/Berlin	50.23805	24 Sep 2019	building
0.93333	East Dereham	Europe/London	52.68333	2015/05/06	excellent
-39.25	Muritiba	America/Bahia	-12.91667	2014/06/13	average
117.81667	Zhoucun	Asia/Shanghai	36.81667	02/19/2017, 00:00:00	maintenance
-96.72365	Oaxaca	America/Mexico_City	17.06542	2016-10-13	maintenance
72.54566	Hasilpur	Asia/Karachi	29.69221	10 Mar 2015	average
-82.90375	Dublin	America/New_York	32.54044	2013-12-22	maintenance
2.2469	La Garenne-Colombes	Europe/Paris	48.90472	2019-07-26	average
150.99292	Baulkham Hills	Australia/Sydney	-33.75881	12/07/2018, 00:00:00	average
-82.35176	Sun City Center	America/New_York	27.71809	05/27/2013, 00:00:00	accep
116.82887	Balikpapan	Asia/Makassar	-1.26753	2012/12/19	average
-15.58602	Maspalomas	Atlantic/Canary	27.76056	2019/02/24	accep
120.74792	Nanpiao	Asia/Shanghai	41.09822	09 Apr 2022	accep
-82.61573	Norwalk	America/New_York	41.24255	2013/12/19	excellent
57.3552	Kuvandyk	Asia/Yekaterinburg	51.4781	2021-03-01	average
-116.21677	Indio	America/Los_Angeles	33.7207	2017-03-29	maintenance
102.3278	Kampung Ayer Molek	Asia/Kuala_Lumpur	2.2139	2014/07/25	good
-88.3162	Crystal Lake	America/Chicago	42.24113	2020-08-30	average
112.01667	Kediri	Asia/Jakarta	-7.81667	2019/05/31	good
32.88667	Kitgum	Africa/Kampala	3.27833	27 Jan 2021	excellent
101.18445	Phanat Nikhom	Asia/Bangkok	13.44581	23 Jul 2019	excellent
-121.74052	Davis	America/Los_Angeles	38.54491	2018/07/14	good
71.52847	Mianwali	Asia/Karachi	32.57756	10/02/2016, 00:00:00	excellent
-74.26419	Madrid	America/Bogota	4.73245	2014/06/24	building
-78.87836	Fayetteville	America/New_York	35.05266	2019/06/07	average
111.4834	Aykhal	Asia/Yakutsk	65.93381	2016-10-01	building
30.28491	Kolomyagi	Europe/Moscow	60.02427	03 Dec 2019	accep
8.86704	Nidderau	Europe/Berlin	50.23805	13 Apr 2018	accep
14.72443	Ragusa	Europe/Rome	36.92574	14 Aug 2018	average
12.19458	Biu	Africa/Lagos	10.61285	05/22/2019, 00:00:00	excellent
-113.3187	Sherwood Park	America/Edmonton	53.51684	04/11/2015, 00:00:00	average
24.14662	Tornio	Europe/Helsinki	65.84811	17 Jul 2019	good
4.52529	Rixensart	Europe/Brussels	50.71229	01/23/2016, 00:00:00	accep
65.93249	Sar-e Pul	Asia/Kabul	36.21544	24 Aug 2022	average
-50.00639	Palmeira	America/Sao_Paulo	-25.42944	06/28/2014, 00:00:00	good
19.91667	Luena	Africa/Luanda	-11.78333	29 Jul 2015	good
6.51352	Korschenbroich	Europe/Berlin	51.19139	2016/04/25	accep
-82.42491	Port Huron	America/Detroit	42.97086	31 Aug 2021	excellent
-5.682	Lakota	Africa/Abidjan	5.84752	2014/12/29	maintenance
34.75699	Rahat	Asia/Jerusalem	31.39547	04/28/2019, 00:00:00	excellent
-77.70066	Gates-North Gates	America/New_York	43.16547	03/09/2016, 00:00:00	average
-82.61573	Norwalk	America/New_York	41.24255	03/25/2021, 00:00:00	accep
30.28491	Kolomyagi	Europe/Moscow	60.02427	22 Jun 2020	average
17.58522	Francavilla Fontana	Europe/Rome	40.53123	11/05/2017, 00:00:00	excellent
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	22 Sep 2019	average
-119.48568	Kelowna	America/Vancouver	49.88307	13 Oct 2021	accep
-93.263	Columbia Heights	America/Chicago	45.0408	2018/11/18	good
44.7662	Hrazdan	Asia/Yerevan	40.49748	2016-05-01	good
26.01649	Sector 6	Europe/Bucharest	44.43579	03/03/2015, 00:00:00	average
117.81667	Zhoucun	Asia/Shanghai	36.81667	2017-04-21	maintenance
57.3552	Kuvandyk	Asia/Yekaterinburg	51.4781	2017-11-28	maintenance
124.3697	Jagna	Asia/Manila	9.6531	2018-01-12	average
71.30633	Kundla	Asia/Kolkata	21.34222	2022-08-29	accep
-34.88111	Recife	America/Recife	-8.05389	2016/07/01	accep
20.91361	Bogovinje	Europe/Skopje	41.92361	22 May 2017	average
14.34085	Volla	Europe/Rome	40.87363	17 Jan 2016	excellent
-73.58248	Sainte-Catherine	America/Toronto	45.40008	08/23/2014, 00:00:00	acceptable
11.5	Mbalmayo	Africa/Douala	3.51667	2018-04-19	accep
24.75	Ukmerge	Europe/Vilnius	55.25	2017/03/12	average
79.883	Hendala	Asia/Colombo	6.9909	2016-01-30	accep
137.5	Shinshiro	Asia/Tokyo	34.9	2016-01-24	good
8.51667	Verl	Europe/Berlin	51.88333	09/21/2019, 00:00:00	building
-122.40433	Visitacion Valley	America/Los_Angeles	37.71715	2013-10-08	excellent
-37.93278	Rio Real	America/Bahia	-11.48472	09 Mar 2021	average
-86.19903	Jinotepe	America/Managua	11.84962	2017-12-16	good
-95.63079	Palestine	America/Chicago	31.76212	31 Mar 2014	average
-7.35	An Muileann gCearr	Europe/Dublin	53.53333	29 Apr 2020	good
12.53463	Frederiksberg	Europe/Copenhagen	55.67938	08/31/2018, 00:00:00	maintenance
6.83042	Nkpor	Africa/Lagos	6.15038	2019/03/15	accep
79.87116	Dehiwala-Mount Lavinia	Asia/Colombo	6.84019	2021/02/20	building
4.52529	Rixensart	Europe/Brussels	50.71229	2018-09-21	building
44.02488	Karbala	Asia/Baghdad	32.61603	01/09/2015, 00:00:00	good
129.96972	Karatsu	Asia/Tokyo	33.4425	2014-02-17	maintenance
18.30056	Strzelce Opolskie	Europe/Warsaw	50.5107	06 Aug 2016	maintenance
-73.89125	Cypress Hills	America/New_York	40.67705	2016-10-13	building
-95.36969	Muskogee	America/Chicago	35.74788	10/27/2017, 00:00:00	good
30.38167	Shushary	Europe/Moscow	59.80917	01/30/2014, 00:00:00	accep
73	Jalal-Abad	Asia/Bishkek	40.93333	04/17/2021, 00:00:00	good
25.34244	Lutsk	Europe/Kiev	50.75932	2019/01/20	good
-89.10944	Ilopango	America/El_Salvador	13.70167	25 Jan 2013	building
-42.98194	Guapimirim	America/Sao_Paulo	-22.53722	2017-03-13	average
34.33825	Dyat’kovo	Europe/Moscow	53.59782	2020/12/30	excellent
-38.79084	Tucano	America/Bahia	-10.95817	05/16/2021, 00:00:00	accep
-72.47417	Villa del Rosario	America/Bogota	7.83389	2022/07/06	average
-80.66756	Belle Glade	America/New_York	26.68451	2018/05/28	good
-42.98194	Guapimirim	America/Sao_Paulo	-22.53722	08/05/2021, 00:00:00	excellent
16.43915	Split	Europe/Zagreb	43.50891	2017/02/15	good
-84.23381	Stockbridge	America/New_York	33.54428	2019/04/23	accep
16.86194	Ustka	Europe/Warsaw	54.58048	02/01/2019, 00:00:00	average
142.45778	Nayoro	Asia/Tokyo	44.35056	2017-08-04	average
-37.93278	Rio Real	America/Bahia	-11.48472	04/17/2013, 00:00:00	good
75.11937	Parola	Asia/Kolkata	20.88098	2017-04-27	accep
117.7	Dongdu	Asia/Shanghai	35.85	2015-10-02	accep
112.73333	Xinzhou	Asia/Shanghai	38.40917	05/20/2013, 00:00:00	excellent
-80.31727	Kendall	America/New_York	25.67927	07 Aug 2022	accep
0.57856	Amposta	Europe/Madrid	40.70995	2020-12-23	accep
-120.43572	Santa Maria	America/Los_Angeles	34.95303	2019/12/22	excellent
-5.682	Lakota	Africa/Abidjan	5.84752	2021/04/02	excellent
30.91105	Arua	Africa/Kampala	3.02013	07/22/2017, 00:00:00	good
-84.23381	Stockbridge	America/New_York	33.54428	07/16/2021, 00:00:00	excellent
59.6	Shalqar	Asia/Aqtobe	47.83333	2019-01-02	good
6.76111	Hoogezand	Europe/Amsterdam	53.16167	2020/05/18	building
-93.75018	Shreveport	America/Chicago	32.52515	17 Jul 2019	good
2.44892	Gonesse	Europe/Paris	48.98693	2015/02/04	accep
10.58082	Msaken	Africa/Tunis	35.72917	07/26/2018, 00:00:00	good
2.2469	La Garenne-Colombes	Europe/Paris	48.90472	09/28/2021, 00:00:00	excellent
6.51352	Korschenbroich	Europe/Berlin	51.19139	09/15/2022, 00:00:00	building
15.00913	Misterbianco	Europe/Rome	37.51803	2014-04-07	average
-77.4286	Sterling	America/New_York	39.00622	16 Jun 2022	accep
7.00417	Losser	Europe/Amsterdam	52.26083	06/09/2013, 00:00:00	excellent
1.26738	Walton-on-the-Naze	Europe/London	51.84819	23 Jun 2022	excellent
-91.73625	Searcy	America/Chicago	35.25064	07/06/2014, 00:00:00	accep
-2.1875	Westbury	Europe/London	51.26	09/24/2022, 00:00:00	excellent
-59.13316	Tandil	America/Argentina/Buenos_Aires	-37.32167	08/04/2016, 00:00:00	excellent
153.10236	Carindale	Australia/Brisbane	-27.50578	2021/11/28	maintenance
25.34244	Lutsk	Europe/Kiev	50.75932	2012-10-23	average
-81.79819	Lakewood	America/New_York	41.48199	21 Mar 2018	building
130.94098	Hita	Asia/Tokyo	33.3213	11 Feb 2017	excellent
116.10146	Donggongon	Asia/Kuching	5.90702	2015-08-12	average
19.61222	Sremska Mitrovica	Europe/Belgrade	44.97639	03/12/2018, 00:00:00	good
-73.9614	El Copey	America/Bogota	10.15031	12/08/2015, 00:00:00	accep
10.03988	Barmbek-Nord	Europe/Berlin	53.6052	2021/12/15	good
5.22778	Culemborg	Europe/Amsterdam	51.955	2021-01-27	good
33	Usagara	Africa/Dar_es_Salaam	-2.68333	2018/07/23	excellent
26.01649	Sector 6	Europe/Bucharest	44.43579	2022-08-31	average
99.89166	Thap Than	Asia/Bangkok	15.46063	2013-08-18	good
-25.66689	Ponta Delgada	Atlantic/Azores	37.74615	2020/05/09	accep
38.02486	Malakhovka	Europe/Moscow	55.64776	2012/10/21	average
15.00913	Misterbianco	Europe/Rome	37.51803	10/26/2013, 00:00:00	maintenance
37.38115	Solntsevo	Europe/Moscow	55.63711	17 Jun 2018	average
72.85107	Bhayandar	Asia/Kolkata	19.30157	2014/03/02	building
4.8951	Valence	Europe/Paris	44.92801	18 May 2019	maintenance
2.35739	Cardedeu	Europe/Madrid	41.63976	2022/01/16	good
86.68363	Adra	Asia/Kolkata	23.49668	23 Nov 2015	excellent
8.51667	Verl	Europe/Berlin	51.88333	2022/07/05	good
-4.22398	Inverness	Europe/London	57.47908	04/27/2019, 00:00:00	maintenance
74.85849	Patti	Asia/Kolkata	31.28092	2018-03-19	excellent
125.21972	Maliana	Asia/Dili	-8.99167	31 Jan 2016	average
11.34046	Rudolstadt	Europe/Berlin	50.72043	05/05/2022, 00:00:00	accep
38.01667	Chanika	Africa/Dar_es_Salaam	-5.41667	07/28/2016, 00:00:00	accep
-82.00919	Jaruco	America/Havana	23.04419	2018-12-03	excellent
-86.57415	Olanchito	America/Tegucigalpa	15.48131	2013-07-22	excellent
82.85749	Elamanchili	Asia/Kolkata	17.54907	14 Jun 2015	average
-74.95472	Puerto Colombia	America/Bogota	10.98778	2017/01/24	maintenance
117.55417	Zaozhuang	Asia/Shanghai	34.86472	12/17/2017, 00:00:00	excellent
-83.2321	Milledgeville	America/New_York	33.08014	2015/10/25	maintenance
-1.98956	Tarkwa	Africa/Accra	5.30383	2017-12-07	accep
120.03308	Guli	Asia/Shanghai	28.88162	2018-01-30	building
-117.14392	Mira Mesa	America/Los_Angeles	32.9156	24 Apr 2013	accep
18.30056	Strzelce Opolskie	Europe/Warsaw	50.5107	07/01/2013, 00:00:00	good
-98.15529	San Juan	America/Chicago	26.18924	2018/05/25	excellent
129.96972	Karatsu	Asia/Tokyo	33.4425	10 May 2021	excellent
-121.74052	Davis	America/Los_Angeles	38.54491	2014/09/21	good
38.01667	Debre Tabor	Africa/Addis_Ababa	11.85	06 May 2020	maintenance
126.665	Hongseong	Asia/Seoul	36.6009	24 Jan 2019	excellent
-1.5443	Lymington	Europe/London	50.75767	2022/02/06	excellent
13.29371	Charlottenburg-Nord	Europe/Berlin	52.53048	09/18/2020, 00:00:00	average
-104.83192	Aurora	America/Denver	39.72943	08 Apr 2022	excellent
18.69303	Mongo	Africa/Ndjamena	12.18441	2020-12-03	excellent
130.94098	Hita	Asia/Tokyo	33.3213	03/17/2013, 00:00:00	good
128.63083	Eisen	Asia/Seoul	36.82167	05 Dec 2017	average
38.01667	Debre Tabor	Africa/Addis_Ababa	11.85	03/17/2019, 00:00:00	average
1.15597	Clacton-on-Sea	Europe/London	51.78967	2017/03/11	average
5.23333	Zeist	Europe/Amsterdam	52.09	07 Feb 2014	accep
130.57211	Boli	Asia/Shanghai	45.75279	2021/10/23	accep
23.225	Montana	Europe/Sofia	43.4125	2016/04/24	good
86.59611	Saharsa	Asia/Kolkata	25.87498	2021/09/21	good
-156.47432	Kahului	Pacific/Honolulu	20.88953	09 May 2014	good
24.04142	Alytus	Europe/Vilnius	54.39635	27 Aug 2018	accep
-73.02841	Chiguayante	America/Santiago	-36.9256	2016/02/26	building
12.70038	Cordenons	Europe/Rome	45.9836	2017-07-06	excellent
7.00417	Losser	Europe/Amsterdam	52.26083	2013/09/16	good
5.16108	Bar-le-Duc	Europe/Paris	48.77275	20 Jan 2019	accep
8.62118	Novara	Europe/Rome	45.44694	07/22/2021, 00:00:00	excellent
77.656	Pilkhua	Asia/Kolkata	28.71271	12/13/2021, 00:00:00	good
4.69889	Gembloux	Europe/Brussels	50.56149	2020/05/27	building
68.21204	Larkana	Asia/Karachi	27.55898	2022/06/03	good
-71.8023	Fitchburg	America/New_York	42.58342	2013/08/13	building
-88.27205	Kaukauna	America/Chicago	44.27804	2022/01/29	good
35.96944	Volokolamsk	Europe/Moscow	56.03361	2017/04/09	average
19.27498	Jaworzno	Europe/Warsaw	50.20528	18 Nov 2014	maintenance
122.8637	Santa Catalina	Asia/Manila	9.3337	04 Aug 2019	maintenance
-77.70066	Gates-North Gates	America/New_York	43.16547	2021-03-12	average
-34.88111	Recife	America/Recife	-8.05389	02/18/2020, 00:00:00	good
38.15035	Svatove	Europe/Zaporozhye	49.41029	01 May 2022	good
-59.13316	Tandil	America/Argentina/Buenos_Aires	-37.32167	2018-10-12	accep
120.74221	Changshu City	Asia/Shanghai	31.64615	2020-12-14	excellent
60.70278	Ozersk	Asia/Yekaterinburg	55.75556	2014/08/01	maintenance
-52.20639	Altamira	America/Santarem	-3.20333	2021-08-03	good
101.96857	Gua Musang	Asia/Kuala_Lumpur	4.88441	2015-09-25	excellent
-13.68778	Camayenne	Africa/Conakry	9.535	01/25/2019, 00:00:00	average
-101.2591	Guanajuato	America/Mexico_City	21.01858	2018/06/17	average
-82.90375	Dublin	America/New_York	32.54044	12/02/2020, 00:00:00	average
8.88104	Malnate	Europe/Rome	45.79377	08 Mar 2022	excellent
145.13643	Frankston South	Australia/Melbourne	-38.16604	09/24/2022, 00:00:00	accep
-60.47389	Chacabuco	America/Argentina/Buenos_Aires	-34.64167	2017/05/10	good
11.412	Montecchio Maggiore-Alte Ceccato	Europe/Rome	45.50369	09/07/2013, 00:00:00	maintenance
-117.71978	Claremont	America/Los_Angeles	34.09668	16 Mar 2019	building
-71.8023	Fitchburg	America/New_York	42.58342	01/07/2014, 00:00:00	accep
-3.05	Blackpool	Europe/London	53.81667	2020/07/03	accep
6.9747	Wesseling	Europe/Berlin	50.82709	14 Jul 2018	accep
78.55757	Lal Bahadur Nagar	Asia/Kolkata	17.34769	04 Nov 2017	excellent
-105.11221	Ken Caryl	America/Denver	39.57582	18 May 2017	excellent
-62.64102	Ciudad Guayana	America/Caracas	8.35122	06/13/2014, 00:00:00	average
136.13108	Ueno-ebisumachi	Asia/Tokyo	34.75856	2021/02/12	average
109.05389	Wangon	Asia/Jakarta	-7.51611	2013-05-12	building
-3.05	Blackpool	Europe/London	53.81667	13 Dec 2014	good
4.47124	Schiebroek	Europe/Amsterdam	51.95838	07/29/2014, 00:00:00	excellent
30.4347	Rwamagana	Africa/Kigali	-1.9487	2020-08-18	accep
-84.13722	San Rafael	America/Costa_Rica	9.92787	2019-01-16	excellent
-82.45426	Venice	America/New_York	27.09978	2015/12/20	good
37.55	Arba Minch	Africa/Addis_Ababa	6.03333	04/20/2013, 00:00:00	good
13.44275	Villabate	Europe/Rome	38.07789	04/02/2013, 00:00:00	maintenance
6.8625	Oberhausen	Europe/Berlin	51.47805	08/15/2021, 00:00:00	building
151.07986	Strathfield	Australia/Sydney	-33.88096	24 Mar 2016	excellent
-120.93549	Riverbank	America/Los_Angeles	37.73604	04/30/2022, 00:00:00	good
-86.77917	Brentwood Estates	America/Chicago	36.02506	2014-06-03	excellent
84.87144	Zaysan	Asia/Almaty	47.46657	2021/05/05	accep
-86.77917	Brentwood Estates	America/Chicago	36.02506	05 Oct 2012	average
29.24152	Standerton	Africa/Johannesburg	-26.93366	2013/04/01	building
5.22778	Culemborg	Europe/Amsterdam	51.955	03 Jul 2013	accep
-96.72365	Oaxaca	America/Mexico_City	17.06542	04 May 2022	average
-95.36969	Muskogee	America/Chicago	35.74788	2021-10-21	excellent
24.99798	Kamina	Africa/Lubumbashi	-8.73508	2018-04-18	accep
5.55575	Lons-le-Saunier	Europe/Paris	46.67535	27 Sep 2022	average
-41.45861	Pedro II	America/Fortaleza	-4.42472	11/11/2012, 00:00:00	building
8.88104	Malnate	Europe/Rome	45.79377	2013-12-28	accep
-97.90308	Copperas Cove	America/Chicago	31.12406	07 Feb 2013	excellent
-71.29144	Middletown	America/New_York	41.54566	2016-09-28	excellent
-71.8023	Fitchburg	America/New_York	42.58342	2020/08/29	excellent
78.95693	Kashipur	Asia/Kolkata	29.21399	01/26/2013, 00:00:00	good
9.29109	San Giuliano Milanese	Europe/Rome	45.39402	2014/04/03	building
-73.75335	Dorval	America/Toronto	45.4473	10/15/2020, 00:00:00	average
117.27583	Sishui	Asia/Shanghai	35.64889	2021/07/03	excellent
-76.78319	New Kingston	America/Jamaica	18.00747	2021-08-26	good
-25.66689	Ponta Delgada	Atlantic/Azores	37.74615	02 Oct 2012	good
-75.23266	Utica	America/New_York	43.1009	2016-04-01	accep
-73.26022	Socorro	America/Bogota	6.46838	03/08/2014, 00:00:00	average
