location	latitude	QoS	revision	longitude	code
Africa/Dar_es_Salaam	-10.33333	maintenance	2019/08/12	39.28333	TZ
America/Sao_Paulo	-19.7625	building	2017-05-15	-44.31389	BR
Europe/Paris	43.67681	maintenance	2017-02-11	4.63031	FR
Asia/Manila	14.66	building	12/25/2021, 00:00:00	120.56528	PH
Asia/Kolkata	11.00599	maintenance	12/23/2020, 00:00:00	77.5609	IN
Europe/Volgograd	50.06	good	05/13/2022, 00:00:00	43.2379	RU
America/New_York	42.35843	excellent	18 Jun 2016	-71.05977	US
Europe/Berlin	51.30001	good	2019/07/25	13.10984	DE
Asia/Manila	12.35275	building	2022/01/09	121.06761	PH
Africa/Lagos	9.58126	good	11/17/2015, 00:00:00	8.2926	NG
America/New_York	40.67705	excellent	08/19/2014, 00:00:00	-73.89125	US
Australia/Perth	-32.05251	average	2017-06-26	115.88782	AU
America/Mexico_City	17.94979	excellent	2017-11-02	-94.91386	MX
Europe/Madrid	39.96348	accep	12/02/2018, 00:00:00	-4.83076	ES
Asia/Jakarta	-7.81667	average	01 Aug 2015	112.01667	ID
Europe/Berlin	51.21667	accep	13 Jul 2020	6.26667	DE
Europe/London	53.0233	excellent	27 Feb 2021	-1.48119	GB
America/Los_Angeles	46.32374	excellent	2019/01/23	-120.00865	US
America/Sao_Paulo	-21.205	maintenance	09/20/2014, 00:00:00	-41.88778	BR
Asia/Shanghai	27.34089	accep	2020-05-31	117.4831	CN
Europe/Zagreb	43.50891	building	07/29/2017, 00:00:00	16.43915	HR
Africa/Bamako	12.74409	excellent	2018-02-26	-8.07257	ML
Africa/Casablanca	33.43443	building	2013-11-07	-5.22126	MA
Asia/Kolkata	12.04161	building	2021/04/01	75.35927	IN
Europe/Moscow	64.5635	maintenance	21 Apr 2014	39.8302	RU
Asia/Jerusalem	31.39547	excellent	2013-08-10	34.75699	IL
Asia/Shanghai	34.86472	building	2019/04/09	117.55417	CN
America/Bahia	-11.48472	good	2020/10/03	-37.93278	BR
Asia/Tokyo	36.53333	accep	2013/03/17	136.61667	JP
Asia/Jakarta	3.7278	excellent	2022/06/28	98.6738	ID
America/New_York	41.48199	excellent	2018-02-11	-81.79819	US
Asia/Tehran	35.6803	good	2017-11-05	51.0193	IR
Europe/Madrid	37.49073	maintenance	2014-05-26	-2.77259	ES
Asia/Kolkata	20.88098	excellent	2020-04-21	75.11937	IN
America/Mexico_City	17.06542	maintenance	2013/03/07	-96.72365	MX
Europe/Berlin	51.08468	building	2018/09/28	7.11393	DE
Africa/Addis_Ababa	11.85	accep	2016/07/09	38.01667	ET
America/Sao_Paulo	-29.2975	building	08/31/2014, 00:00:00	-51.50361	BR
Europe/Moscow	56.85836	accep	2014/08/09	35.90057	RU
Europe/Amsterdam	53.16167	good	2017/05/19	6.76111	NL
Asia/Tashkent	41.29444	accep	2021/08/05	69.67639	UZ
Europe/Berlin	51.04962	accep	2017-10-04	12.1369	DE
Asia/Kolkata	24.41288	excellent	2015-03-25	76.56719	IN
America/Sao_Paulo	-22.53722	average	18 Oct 2021	-42.98194	BR
Asia/Seoul	36.6009	building	26 May 2019	126.665	KR
Europe/Paris	48.86667	excellent	02/26/2021, 00:00:00	2.08333	FR
Europe/Madrid	41.15612	accep	10/26/2019, 00:00:00	1.10687	ES
Europe/Rome	40.72586	average	2017-07-16	8.55552	IT
Asia/Novokuznetsk	55.8736	average	2015/06/16	85.4265	RU
Asia/Tokyo	33.3213	good	01/11/2018, 00:00:00	130.94098	JP
Asia/Kolkata	12.04161	accep	05/30/2021, 00:00:00	75.35927	IN
Europe/Madrid	42.06166	excellent	04/16/2013, 00:00:00	-1.60452	ES
Asia/Yerevan	40.49748	building	2018-02-28	44.7662	AM
Africa/Lagos	7.6	maintenance	13 May 2016	4.18333	NG
Africa/Tunis	35.72917	accep	06/21/2020, 00:00:00	10.58082	TN
Africa/Douala	3.51667	accep	19 Jan 2019	11.5	CM
Europe/Rome	42.67164	excellent	2020/05/05	14.01481	IT
Europe/Rome	38.07789	maintenance	11/11/2014, 00:00:00	13.44275	IT
Asia/Kolkata	23.07492	accep	2017/11/14	88.28637	IN
Australia/Brisbane	-25.54073	maintenance	2021/10/12	152.70493	AU
Asia/Yekaterinburg	51.78771	excellent	02 Apr 2018	56.36091	RU
Africa/Addis_Ababa	11.85	excellent	06/25/2021, 00:00:00	38.01667	ET
America/Chicago	30.16688	good	2017-05-22	-96.39774	US
Asia/Yekaterinburg	51.4781	accep	2017/05/02	57.3552	RU
Asia/Kuala_Lumpur	4.02219	average	2022/09/19	101.02083	MY
America/Chicago	41.72059	accep	08/27/2022, 00:00:00	-87.70172	US
America/Chicago	41.57721	average	09 Apr 2015	-93.71133	US
Asia/Karachi	27.52948	excellent	2021/03/06	68.75915	PK
America/Santiago	-36.9256	average	25 Jan 2019	-73.02841	CL
America/Sao_Paulo	-21.205	accep	31 Dec 2012	-41.88778	BR
America/Sao_Paulo	-20.87306	maintenance	10/30/2017, 00:00:00	-48.29694	BR
Europe/Belgrade	42.62833	accep	2017/09/25	20.89389	XK
Asia/Kolkata	14.46693	excellent	05/08/2016, 00:00:00	75.92694	IN
Asia/Tehran	36.64852	excellent	2012-11-24	51.49621	IR
America/New_York	42.52787	good	04/10/2015, 00:00:00	-70.92866	US
Australia/Brisbane	-25.54073	excellent	20 Jul 2014	152.70493	AU
Europe/London	51.65	maintenance	2022-05-23	-0.2	GB
Africa/Bangui	4.94273	good	2014/08/20	15.87735	CF
Asia/Shanghai	33.78333	good	11 Aug 2013	114.51667	CN
Africa/Casablanca	34.31	accep	2020-06-14	-2.16	MA
Europe/Moscow	55.85	good	2022-05-06	37.56667	RU
America/Los_Angeles	46.32374	building	2015/11/28	-120.00865	US
Asia/Shanghai	36.19278	excellent	08 Oct 2018	117.65694	CN
America/Matamoros	25.87972	average	21 Aug 2019	-97.50417	MX
Asia/Kolkata	19.30157	good	27 Sep 2018	72.85107	IN
Indian/Antananarivo	-17.83333	average	2015/04/17	48.41667	MG
Asia/Tehran	33.86419	excellent	2019/06/29	48.26258	IR
Africa/Abidjan	5.27247	accep	11/30/2015, 00:00:00	-3.59625	CI
Europe/Amsterdam	52.09	good	01/31/2016, 00:00:00	5.23333	NL
Asia/Manila	6.95194	maintenance	2016/05/03	121.96361	PH
Europe/Rome	37.49223	accep	2013-10-19	15.07041	IT
Asia/Kuala_Lumpur	4.02219	average	08 Aug 2014	101.02083	MY
Europe/Paris	48.98693	accep	31 Dec 2017	2.44892	FR
Europe/London	53.69786	good	2014/12/05	-2.68758	GB
Europe/Berlin	53.6052	good	28 Feb 2016	10.03988	DE
Asia/Tokyo	34.61667	excellent	2013/03/28	135.6	JP
America/Santo_Domingo	18.20854	accep	2022-03-22	-71.10077	DO
Asia/Manila	10.13361	building	07/03/2021, 00:00:00	124.84472	PH
Europe/Zurich	46.18396	good	2018-01-10	6.10237	CH
Europe/Rome	44.59445	good	14 Mar 2018	11.04979	IT
Asia/Shanghai	41.27194	building	15 Feb 2014	123.17306	CN
Europe/London	53.0233	accep	2014/08/22	-1.48119	GB
America/Chicago	41.6764	good	2020-02-02	-91.58045	US
America/Sao_Paulo	-22.92306	accep	06/06/2016, 00:00:00	-53.13722	BR
Europe/Zurich	46.18396	acceptable	01/10/2017, 00:00:00	6.10237	CH
Europe/Moscow	61.78491	accep	01 Mar 2018	34.34691	RU
Asia/Shanghai	45.35	good	2020/09/14	126.28333	CN
Africa/Tunis	36.08497	average	20 Aug 2013	9.37082	TN
Europe/Belgrade	42.62833	average	30 Sep 2021	20.89389	XK
America/New_York	35.05266	accep	05/11/2019, 00:00:00	-78.87836	US
Europe/London	51.65	excellent	02/26/2016, 00:00:00	-0.2	GB
Asia/Kuching	5.90702	good	08/04/2013, 00:00:00	116.10146	MY
America/Bogota	5.20856	accep	2014/02/05	-74.73584	CO
America/Los_Angeles	38.17492	maintenance	2018/03/07	-122.2608	US
Asia/Tokyo	35.82756	maintenance	2019/02/07	137.95378	JP
Asia/Shanghai	36.19278	excellent	05/25/2021, 00:00:00	117.65694	CN
America/Mexico_City	19.32889	good	04/16/2013, 00:00:00	-99.32556	MX
Europe/Kiev	47.56494	excellent	06/20/2016, 00:00:00	31.33078	UA
Australia/Sydney	-34.28853	accep	2021-09-27	146.05093	AU
Africa/Casablanca	33.42585	maintenance	2013/09/12	-6.00137	MA
Europe/Berlin	52.2	good	2019/05/08	8.63333	DE
Asia/Karachi	31.71667	maintenance	11/17/2018, 00:00:00	73.38333	PK
Europe/Andorra	42.50729	average	01 Feb 2018	1.53414	AD
America/Port-au-Prince	18.65297	accep	2015/12/10	-72.09391	HT
America/Chicago	32.52515	accep	14 Mar 2019	-93.75018	US
America/Los_Angeles	33.95015	good	12/17/2018, 00:00:00	-118.03917	US
Africa/Casablanca	34.31	accep	2014/07/07	-2.16	MA
Asia/Seoul	34.8825	average	13 Apr 2022	128.62667	KR
Europe/Kiev	50.18545	accep	01/31/2018, 00:00:00	27.06365	UA
Asia/Kolkata	28.71271	building	2015/06/29	77.656	IN
Europe/Paris	48.98333	average	2018-03-19	2.61667	FR
Asia/Kolkata	10.58806	excellent	2017/11/30	77.24779	IN
America/Jamaica	18.00747	building	2017-11-08	-76.78319	JM
America/New_York	39.00622	accep	03/07/2022, 00:00:00	-77.4286	US
America/Argentina/Cordoba	-31.25033	average	2012-10-25	-61.4867	AR
Europe/Rome	40.87363	maintenance	22 Nov 2019	14.34085	IT
Asia/Manila	12.35275	accep	2015-09-16	121.06761	PH
Indian/Antananarivo	-19.65	excellent	28 Jan 2013	47.31667	MG
Europe/Paris	41.91886	accep	2015/12/19	8.73812	FR
Asia/Karachi	32.87533	good	2017-09-19	71.57118	PK
America/Caracas	10.22677	good	2017/03/30	-67.33122	VE
America/New_York	28.15112	building	14 Apr 2021	-82.46148	US
America/New_York	27.09978	excellent	22 Nov 2018	-82.45426	US
Asia/Bangkok	8.43333	accep	26 Oct 2014	99.96667	TH
Asia/Shanghai	34.65918	building	2021-01-06	109.22921	CN
America/Guayaquil	-2.90055	excellent	2022/05/20	-79.00453	EC
Europe/Samara	53.37596	accep	08/18/2021, 00:00:00	51.3452	RU
Europe/Brussels	50.88506	good	2021-05-28	4.07601	BE
Africa/Algiers	36.72544	excellent	21 Jan 2015	3.55665	DZ
Asia/Tokyo	33.4425	maintenance	06 Aug 2016	129.96972	JP
Europe/Belgrade	44.97639	building	2020-10-16	19.61222	RS
Africa/Freetown	8.48714	accep	2013-10-01	-13.2356	SL
Africa/Tunis	36.08497	maintenance	2022-03-04	9.37082	TN
Europe/Berlin	51.47805	average	09/21/2014, 00:00:00	6.8625	DE
America/El_Salvador	13.73417	accep	2012/10/24	-89.71472	SV
Europe/Samara	53.37596	excellent	2021/11/02	51.3452	RU
Asia/Kolkata	21.59983	excellent	03 Mar 2022	71.21169	IN
Asia/Manila	10.20898	average	20 Jan 2013	123.758	PH
America/Chicago	38.58894	accep	2020-05-25	-89.99038	US
Africa/Dar_es_Salaam	-7.76667	average	2015/12/16	35.7	TZ
America/Toronto	42.8334	excellent	2018/03/08	-80.38297	CA
Europe/Sofia	42.7	building	2021-02-27	27.25	BG
Asia/Yerevan	40.49748	accep	05/13/2021, 00:00:00	44.7662	AM
Asia/Shanghai	35.20889	good	2020-10-13	111.73861	CN
America/New_York	35.05266	excellent	03/26/2019, 00:00:00	-78.87836	US
Europe/Amsterdam	53.16167	excellent	2014/11/01	6.76111	NL
Asia/Shanghai	36.19278	excellent	2014-07-30	117.65694	CN
Asia/Bangkok	8.43333	average	18 Sep 2017	99.96667	TH
Asia/Tehran	33.14447	accep	12/07/2019, 00:00:00	47.3799	IR
America/New_York	39.32288	accep	20 Feb 2017	-76.72803	US
Asia/Shanghai	45.35	building	12/23/2013, 00:00:00	126.28333	CN
America/Argentina/Buenos_Aires	-34.74785	accep	2021/11/29	-58.70072	AR
Asia/Seoul	36.6009	average	2019-08-31	126.665	KR
Asia/Tehran	32.65246	building	2014-10-08	51.67462	IR
Europe/London	50.75767	good	2013/12/07	-1.5443	GB
Europe/Rome	40.87363	good	27 Feb 2022	14.34085	IT
America/Sao_Paulo	-22.53722	building	19 Jan 2021	-42.98194	BR
America/Los_Angeles	36.06523	average	2020-11-27	-119.01677	US
America/Chicago	29.84576	building	2021-05-06	-90.10674	US
Africa/Nairobi	3.11988	excellent	29 May 2021	35.59642	KE
America/New_York	33.08014	accep	09/21/2015, 00:00:00	-83.2321	US
Europe/Kiev	46.65581	average	08/06/2020, 00:00:00	32.6178	UA
Asia/Aqtobe	47.83333	good	2014/08/01	59.6	KZ
Europe/Belgrade	44.97639	average	03/29/2020, 00:00:00	19.61222	RS
Asia/Tokyo	34.9	good	11 Aug 2019	137.5	JP
America/Los_Angeles	33.93113	average	31 Oct 2021	-117.54866	US
Asia/Seoul	37.1759	acceptable	11/01/2019, 00:00:00	128.9889	KR
Europe/London	56.56317	average	11 Feb 2017	-2.58736	GB
Africa/Algiers	35.21222	accep	15 Jan 2019	2.31889	DZ
Asia/Kolkata	29.22254	good	2015-02-09	79.5286	IN
Europe/Copenhagen	55.67938	accep	01/09/2021, 00:00:00	12.53463	DK
Asia/Yangon	16.68911	average	2014-10-08	98.50893	MM
Europe/Moscow	59.80917	good	2021-09-04	30.38167	RU
Europe/London	53.78333	average	07/09/2019, 00:00:00	-1.06667	GB
Europe/Rome	45.50369	accep	23 Nov 2013	11.412	IT
Europe/Moscow	54.03876	excellent	01/13/2018, 00:00:00	43.91385	RU
America/New_York	40.72371	excellent	05 Feb 2018	-73.95097	US
America/Sao_Paulo	-19.7625	excellent	06 Mar 2014	-44.31389	BR
America/Chicago	41.72059	good	18 Jun 2014	-87.70172	US
Asia/Seoul	37.1759	excellent	10/20/2014, 00:00:00	128.9889	KR
Africa/Windhoek	-21.98333	excellent	2015-01-06	16.91667	NA
Europe/Lisbon	41.1053	accep	2019-12-22	-7.32097	PT
Europe/Madrid	43.48961	building	2014/09/14	-8.2194	ES
America/Matamoros	25.87972	accep	2017/08/28	-97.50417	MX
Africa/Algiers	36.61954	good	2014/01/07	4.08282	DZ
Asia/Kolkata	14.46693	excellent	12/13/2019, 00:00:00	75.92694	IN
America/Sao_Paulo	-26.22861	good	06/13/2018, 00:00:00	-52.67056	BR
America/El_Salvador	13.70167	excellent	2021/04/18	-89.10944	SV
America/New_York	41.14676	good	2019/07/09	-73.49484	US
Asia/Yangon	14.0823	accep	27 Jul 2020	98.19151	MM
America/Los_Angeles	34.09668	average	02/10/2013, 00:00:00	-117.71978	US
America/New_York	26.2173	good	24 Dec 2017	-80.22588	US
Asia/Jakarta	-6.48167	accep	2022-05-26	106.85417	ID
Asia/Kolkata	20.88098	accep	2013-02-22	75.11937	IN
Europe/Berlin	52.86147	accep	06/25/2015, 00:00:00	9.5926	DE
Africa/Mogadishu	-0.35817	good	02/12/2022, 00:00:00	42.54536	SO
Atlantic/Canary	27.76056	average	11/01/2012, 00:00:00	-15.58602	ES
Europe/Berlin	48.35693	average	13 Jul 2013	10.98461	DE
Asia/Kolkata	30.81383	accep	2012/10/28	75.16878	IN
Europe/Berlin	48.21644	accep	2017-12-23	9.02596	DE
Asia/Shanghai	37.65181	average	08 Aug 2013	120.33063	CN
America/Argentina/Cordoba	-31.4488	accep	04/04/2020, 00:00:00	-60.93173	AR
Europe/Moscow	60.02427	maintenance	2019-01-16	30.28491	RU
America/Chicago	33.45122	accep	2019/03/10	-86.99666	US
Europe/London	50.82882	maintenance	2018-03-23	-0.32247	GB
Asia/Shanghai	40.85158	building	18 Oct 2013	122.74754	CN
America/New_York	39.71734	average	2019-03-23	-74.96933	US
America/Chicago	45.16024	excellent	2013/01/29	-93.08883	US
Europe/Paris	48.8222	building	18 Oct 2019	2.12213	FR
Asia/Manila	16.0438	good	01/02/2020, 00:00:00	120.4861	PH
Asia/Kolkata	15.5439	maintenance	20 Jul 2013	73.7553	IN
Europe/Berlin	51.21667	good	2019/11/30	6.26667	DE
Asia/Jakarta	-7.01833	good	05/17/2020, 00:00:00	107.60389	ID
America/Chicago	29.53885	average	2014/04/16	-95.44744	US
Europe/Madrid	43.32686	maintenance	06/21/2017, 00:00:00	-2.98884	ES
Asia/Karachi	27.52948	building	2022-06-11	68.75915	PK
America/Detroit	42.7392	maintenance	04/12/2020, 00:00:00	-84.62081	US
Asia/Kolkata	21.53889	good	12 Dec 2015	71.57737	IN
America/Sao_Paulo	-22.53722	accep	10/23/2013, 00:00:00	-42.98194	BR
Europe/Madrid	41.63976	maintenance	23 Jun 2021	2.35739	ES
America/Chicago	29.53885	excellent	2017-09-15	-95.44744	US
America/Chicago	32.35126	good	2019-03-16	-95.30106	US
Europe/Lisbon	41.1053	accep	2014-11-10	-7.32097	PT
America/Costa_Rica	9.92787	maintenance	2018-11-08	-84.13722	CR
Africa/Johannesburg	-27.76952	average	12/27/2017, 00:00:00	30.79165	ZA
Europe/Kiev	45.99194	average	2018-06-19	29.41824	UA
