PM10	TEMP	NH3	PAHs	SO2	latitude	H2CO	C2H3NO5	Pb	CFCs	NOx	O3	PRES	PM2.5	warning	longitude	CH4	CO
9.21668	21.17075	10.55093	5.41953	6.85796	38.55632	38.48864	7.13156	51.53386	65.09582	8.11559	10.66620	1067.10361	8.29689	1.00000	69.01354	9.45531	8.44013
9.59578	3.43059	11.87406	7.81019	8.27412	25.87972	52.40331	10.02520	45.08187	58.86290	8.31191	7.92868	1141.93404	4.70745	0.00000	-97.50417	9.56784	8.61388
7.74376	3.46582	8.70014	7.42612	8.55567	3.02013	45.78375	1.89030	54.82255	63.69693	4.00341	5.09731	1119.29202	7.41510	1.00000	30.91105	5.53420	7.85951
7.13783	4.35651	11.33873	5.33495	8.88349	36.19278	48.10166	2.41655	45.48130	63.56215	7.05045	10.02623	1162.41100	6.88516	1.00000	117.65694	9.41669	8.50913
8.19133	19.90993	10.89712	4.29947	9.94785	33.72255	54.44550	2.80378	56.92572	71.09491	7.65901	8.15329	1133.70162	7.72021	1.00000	-116.37697	7.35179	7.89287
8.53153	25.86286	8.43890	10.39088	7.80645	0.76755	30.91727	4.27707	60.17872	77.60669	7.69970	10.36513	1092.51803	7.68946	1.00000	24.43973	12.43180	5.80926
8.17713	25.03173	11.76854	4.44525	9.03005	50.82882	43.44175	2.72789	57.93444	59.64937	6.64115	10.19469	1179.40905	6.38358	1.00000	-0.32247	8.96516	6.94401
7.78434	-1.69342	11.96333	4.71953	7.93496	33.76446	67.66707	2.13668	38.72175	64.23361	7.74883	8.22447	1087.53730	6.03367	1.00000	-117.79394	7.81712	10.05234
10.50717	12.25095	5.48254	8.69093	9.82744	8.35122	44.94416	23.08822	64.97930	64.72595	8.43633	8.72675	1167.64933	7.50901	0.00000	-62.64102	7.15350	8.99693
6.71709	2.72472	6.73328	6.58050	8.01809	9.91861	50.28803	1.13202	77.11012	71.64750	8.02679	7.28189	1079.39044	6.90647	1.00000	-68.30472	7.27138	8.20920
8.18276	16.21729	9.28228	6.16316	8.26951	53.43333	37.61340	3.25204	55.84615	79.79408	6.74070	10.47870	1072.30656	8.33670	1.00000	-7.95	8.67894	9.67049
8.67517	-0.01122	7.84237	7.66518	4.89789	42.62833	67.34759	3.80906	64.48407	70.47409	9.50667	9.40821	1135.33025	8.32752	0.00000	20.89389	8.29793	8.06169
6.98847	-18.14185	8.17005	5.90364	7.81144	30.21121	44.36939	1.09805	43.30568	61.66858	7.11863	6.15080	1059.57069	6.80844	1.00000	74.4818	6.98549	6.82577
8.45414	20.52289	4.94068	5.08522	8.53209	48.90472	48.17359	3.81041	48.45095	69.82161	7.53844	8.60307	1086.35001	8.26031	1.00000	2.2469	9.44672	7.45042
7.17400	16.34317	8.54975	9.06202	8.01173	42.93369	46.45832	1.75775	32.05801	65.93451	5.71000	9.95672	1093.53264	6.07515	1.00000	-72.27814	11.01988	6.84283
8.62560	16.21123	10.68918	5.73849	7.93963	22.98212	69.55945	4.94165	49.03633	67.95978	8.25841	7.94474	1112.80567	5.23500	1.00000	-80.58556	7.24186	7.79371
7.43766	11.28748	5.86051	10.46075	8.12288	-20.88231	49.80149	2.00825	57.93919	67.10814	5.61134	7.07313	1081.02939	10.73200	0.00000	55.4504	8.09414	9.17381
6.99892	6.69734	6.54851	8.42425	8.85319	43.67681	57.23019	1.80476	50.65384	67.01977	11.57455	6.05198	1157.53807	10.67449	0.00000	4.63031	12.82020	9.62130
6.66334	0.50924	7.74796	6.41416	10.21212	53.0233	93.60858	1.03497	71.51614	67.72274	6.10007	6.56851	1073.85726	8.14493	1.00000	-1.48119	6.04886	9.01090
8.68571	-5.47722	6.22339	4.07159	7.47217	41.92361	49.11648	4.16920	37.42621	72.11771	5.93913	7.19845	1117.11995	8.63171	1.00000	20.91361	6.13544	8.67944
9.29052	12.93102	7.33293	9.11291	9.31240	40.87363	67.65218	7.70247	35.50192	66.52067	7.02755	7.99216	1143.33498	9.99857	0.00000	14.34085	9.54193	10.09962
7.50794	13.33597	4.85201	7.25417	7.19579	34.06635	63.07414	2.04885	54.82210	66.78482	6.38067	8.70815	1055.64960	4.94612	1.00000	-84.67837	7.44322	9.05402
8.33842	16.34687	7.37137	7.13900	10.04381	6.03333	44.17391	3.25727	59.76863	66.27391	7.00818	6.10606	1171.05859	7.32361	1.00000	37.55	8.55230	7.15601
9.14699	23.41785	6.79154	12.06070	7.99420	34.77453	81.23895	6.64417	63.43778	74.14596	4.72706	5.02224	1107.31597	10.55670	0.00000	-96.67834	8.32200	6.83236
7.56065	22.87603	7.28818	6.67969	8.95638	34.85	51.21553	2.66330	74.46995	58.84144	8.42653	10.86605	1055.24306	4.79336	0.00000	117.33333	4.60712	6.88618
7.42277	23.09157	5.33879	7.66762	8.89513	-20.88231	40.28821	2.17302	56.81756	70.96616	9.06396	10.93048	1128.59863	8.00350	0.00000	55.4504	6.83538	8.67038
8.04219	15.02575	10.67681	5.29007	7.82591	13.70167	57.66091	2.61466	38.84375	57.23855	8.54978	10.86307	1169.60964	9.82417	1.00000	-89.10944	9.67017	7.92088
	2.80836	6.65905	7.45585	9.39590	-26.22861	48.19020	2.24680	54.42141	55.85014	8.31378	10.49527	1051.29500	6.25861	0.00000	-52.67056	5.60885	7.55282
10.25624	9.58301	6.28177	9.20769	9.40153	14.53767	58.88480	18.51007	54.51321	42.89948	8.30328	8.90557	1082.67904	10.95186	0.00000	46.83187	9.23012	9.55501
8.19651	29.58999	6.26579	6.99296	9.30214	10.63504	67.28668	2.83520	51.98123	68.19989	8.10606	7.25811	1169.93159	8.01878	0.00000	-85.43772	11.83076	9.21591
7.96779	11.12019	6.58392	10.03226	7.38345	43.32686	50.06223	2.44838	38.37196	77.60614	4.77095	6.63203	1152.93599	9.86730	0.00000	-2.98884	8.41312	8.10835
8.27725	15.21375	4.87081	7.22157	8.62581	-8.28333	44.17505	3.12251	50.28744	70.33950	7.36909	9.49987	1126.00039	6.15086	1.00000	-35.03333	6.48375	9.04332
7.91126	12.34429	5.89207	7.90609	9.35415	34.06635	48.87963	3.06199	49.72529	58.01440	8.38530	9.93630	1125.72505	8.26216	0.00000	-84.67837	8.15516	7.55237
6.92398	21.31821	8.39426	5.80503	9.22737	-31.4488	48.05799	1.46269	55.75982	61.92776	5.38262	5.38195	1195.42671	9.51716	1.00000	-60.93173	6.48070	7.00648
7.56498	27.82198	10.07100	6.34732	8.90537	20.74122	48.79089	2.05782	56.25760	71.37399	7.09575	9.37396	1136.13154	6.34870	1.00000	-100.44843	8.66340	9.41375
7.34270	33.34798	6.11864	6.46873	7.94267	4.02219	63.62595	1.98755	44.19529	67.64488	5.33680	7.83866	1115.71407	7.42239	1.00000	101.02083	5.74216	9.11848
8.58546	21.34514	7.61021	4.96589	7.26267	40.92298	63.20596	4.48693	41.10564	68.70224	10.95947	9.19810	1176.91607	4.64983	0.00000	14.30935	6.48924	6.87287
8.26665	18.31732	6.33139	10.45820	8.12084	38.37255	36.78234	3.20323	53.68161	70.11828	7.56598	7.74238	1163.47813	11.40933	0.00000	34.02537	8.99041	8.81657
8.25991	16.64875	6.81371	4.90950	8.31958	19.21667	42.84913	3.10381	45.02382	65.33458	5.79723	6.45712	1086.75503	9.47924	1.00000	73.08333	5.36327	8.90931
8.79362	36.26853	12.11916	3.60069	9.83105	46.7055	38.57052	5.28775	59.22583	62.76922	7.54694	8.07322	1169.71775	5.27156	1.00000	38.2739	6.69456	6.65824
8.31311	28.17829	5.43054	8.66805	8.15632	3.27833	53.30509	3.12413	55.17826	67.59512	2.23694	7.16035	1083.58296	5.02685	1.00000	32.88667	4.88305	8.71366
5.80212	14.85640	6.29072	9.60559	8.75472	50.74497	44.02596	1.12476	48.77660	67.70436	5.79100	7.29074	1164.92716	10.14918	0.00000	3.20639	8.76764	9.15269
8.13477	11.63446	6.24796	7.95594	8.00092	30.46907	58.53903	3.21841	42.18714	65.28246	8.06927	8.75177	1126.89028	9.75000	0.00000	70.96699	10.00790	6.98872
9.17407	0.12889	7.49656	7.47706	8.44201	32.87533	67.72769	6.17253	39.67056	68.45322	6.96950	5.97926	1179.39592	6.59187	0.00000	71.57118	11.68848	7.97938
6.23418	13.54133	9.67077	6.27344	6.48585	53.0233	41.76397	1.24502	45.54333	63.74441	8.15916	10.71746	1080.04771	7.52134	1.00000	-1.48119	9.23477	6.35218
8.26365	4.83163	5.84769	9.50850	7.44684	23.04419	54.99703	2.98253	39.43996	62.11478	6.92755	8.53349	1084.57934	5.28254	1.00000	-82.00919	5.94531	7.28419
7.70069	14.32682	7.55434	8.43769	7.85147	14.0823	53.19252	2.12745	40.43243	70.63866	7.53264	9.72991	1064.49409	10.27608	0.00000	98.19151	8.89588	6.97439
9.40317	21.64649	6.96549	11.35524	7.79324	50.11861	44.76065	8.78698	60.91395	74.74924	5.49082	8.20647	1137.31662	5.39437	1.00000	-5.53715	10.75333	8.10437
9.17663	7.35942	6.84412	8.82012	8.69618	51.78771	34.71462	6.62332	53.13629	70.28690	8.21580	7.63961	1091.37397	8.94463	1.00000	56.36091	10.04004	8.02529
	12.67159	7.19812	3.74237	8.87427	50.88506	65.45718	5.26165	40.55584	67.70542	13.33509	11.10425	1067.24307	6.44544	0.00000	4.07601	8.62791	6.91084
9.62689	21.06572	11.29363	3.78563	8.02992	35.88264	63.06200	10.71781	58.13720	86.73010	6.95972	8.37673	1189.25069	7.24665	1.00000	-80.08199	7.44401	7.94547
9.27537	20.33097	9.33791	7.34774	8.81414	38.07789	39.25831	7.21594	62.84945	56.35504	5.47976	5.07028	1164.19610	8.33570	1.00000	13.44275	5.73691	9.05328
8.62091	11.64800	6.04672	6.61734	6.85626	38.58894	46.69416	3.99535	47.04592	69.31262	9.81785	10.39056	1129.22476	6.35702	0.00000	-89.99038	7.07311	9.00455
7.32024	4.34078	4.56029	11.21812	6.37838	9.89206	42.80148	1.82035	73.42640	73.60700	5.15121	7.21455	1070.60717	11.96732	0.00000	43.38531	7.03679	8.91826
6.97294	7.60199	7.80900	4.30557	6.81415	10.15031	58.95406	1.10100	79.63886	70.01307	7.58258	8.71241	1080.65496	10.09770	1.00000	-73.9614	6.18468	8.76002
8.66936	10.01281	9.29185	8.65447	9.04526	35.88264	88.21162	4.39747	34.50753	69.41568	8.85023	9.04293	1087.54375	8.74709	0.00000	-80.08199	9.83604	6.67508
8.43287	-1.75962	7.69060	5.99896	8.90263	40.60538	50.64269	3.57385	33.63521	77.02631	10.03732	10.18657	1153.80063	5.25543	0.00000	-73.75513	5.79504	8.20482
7.22193	27.69041	7.69236	10.32048	8.58325	37.1759	40.36800	1.82073	68.70044	60.51246	7.14992	7.94160	1152.75533	10.69797	0.00000	128.9889	8.79996	8.68281
10.44893	28.83370	9.59871	5.13198	7.77770	30.46907	35.43746	22.47029	64.62264	74.12504	5.83165	9.85302	1175.86637	8.03639	1.00000	70.96699	8.89361	7.93876
8.38366	1.58508	9.05662	5.99416	7.92706	33.45122	39.42349	3.28075	69.44006	62.91546	6.73704	10.11300	1104.20075	7.07810	1.00000	-86.99666	8.72465	6.17773
9.79044	23.22972	5.95541	8.53296	6.99841	53.59782	43.53187	11.85684	60.71636	64.56064	6.41156	7.58204	1070.46893	10.74738	0.00000	34.33825	10.32244	8.63228
8.57892	4.20733	6.96971	9.25354	7.65807	-5.41667	29.00005	3.70542	33.05393	63.94303	7.44209	6.67007	1092.66611	9.22751	0.00000	38.01667	10.47457	6.57842
7.86827	-2.63303	7.34120	6.90901	5.41659	52.4089	43.81407	2.10023	50.44671	77.32054	4.95911	5.93221	1084.09852	6.92376	1.00000	31.3237	5.57448	6.78538
9.17474	9.94212	7.08201	6.52255	7.96724	42.16808	41.83915	7.16618	53.06477	82.55569	10.04669	10.66598	1191.85416	7.46932	0.00000	-88.42814	6.98584	7.69088
9.15899	22.65839	6.18433	9.89083	7.31107	3.51667	48.18743	6.90810	61.12593	59.23353	6.89420	7.38016	1122.10561	10.98085	0.00000	11.5	9.40148	9.82388
7.89429	6.04673	8.06276	8.53885	10.55038	42.06166	55.27636	2.77761	47.28518	73.44476	8.50575	7.12989	1075.64446	7.62963	0.00000	-1.60452	8.33044	9.14854
6.10505	14.52266	6.73568	11.14956	9.48858	52.4581	63.81997	1.24121	70.95430	75.92719	7.15706	5.72511	1169.14420	10.21935	0.00000	13.28702	9.66711	8.57400
7.61214	16.00810	7.29331	6.65571	8.72619	53.0233	41.10620	2.64998	38.69969	70.61888	9.68078	10.50935	1163.07387	6.07434	0.00000	-1.48119	5.80471	8.08888
9.76502	7.40522	6.60996	4.81708	7.51654	46.7055	32.05008	11.33449	64.02240	69.75914	5.61772	6.05157	1067.01019	8.63267	1.00000	38.2739	9.03941	9.49107
10.08301	22.22785	6.38240	9.84441	7.67149	32.55531	43.51301		55.56444	90.48884	6.34804	6.27972	1096.84855	8.74035	0.00000	76.12647	9.05455	9.18657
10.90970	21.14962	6.54044	8.22244	7.60789	22.75218	51.73052	34.41060	55.33322	62.40135	6.52885	7.31158	1078.92855	8.22846	0.00000	72.68533	9.68309	9.54274
8.01489	8.37651	6.64919	9.38214	9.52513	33.93113	56.70884	2.74666	48.96359	77.03618	7.58588	8.56190	1135.18372	5.60827	0.00000	-117.54866	5.84491	8.41948
8.88256	1.10854	5.75528	10.83318	7.90494	51.47805	11.89801	5.05868	77.19678	76.15597	8.45983	9.04280	1137.07568	12.25152	1.00000	6.8625	7.81689	8.30798
8.08519	28.45148	7.86389	3.84276	7.91762	53.51684	40.47796	2.65152	33.52040	68.18177	7.84539	5.52261	1086.92695	8.95528	1.00000	-113.3187	9.02091	7.52418
8.52060	29.27635	10.32214	4.35116	7.48495	9.92787	55.42002	3.61809	78.89933	63.41832	7.34689	9.29555	1167.51909	8.27809	1.00000	-84.13722	7.55314	9.41812
7.49748	-0.10280	8.78421	6.66319	8.06509	12.04161	58.79000	1.93563	41.50567	58.64912	6.60992	6.66378	1164.49226	5.80187	1.00000	75.35927	7.66705	7.66529
8.73617	-0.98522	6.72176	6.22186	7.23415	3.27833	54.83432	4.55882	55.22419	64.28495	10.05193	7.68350	1179.59305	2.88541	0.00000	32.88667	6.01382	9.48023
7.00312	30.97228	6.64481	8.38047	6.48383	34.65918	42.05224	1.57771	75.10526	64.22443	6.62554	10.79315	1085.90403	7.53730	1.00000	109.22921	10.32516	8.97549
9.29112	17.65450	7.77113	7.09978	7.80247	14.0823	63.35295	7.28287	49.16021	56.82274	9.19169	7.24693	1156.49182	4.05114	0.00000	98.19151	6.60222	7.96660
9.16795	-0.54624	8.13352	7.59614	10.34365	-10.91722	54.23098	6.71487	47.66242	81.13287	9.52787	9.44259	1121.48607	7.64011	0.00000	-37.65	6.73330	9.60093
7.87379	-4.95377	10.50590	6.08737	8.69397	-7.60361	32.30028	2.57507	27.41603	65.06769	8.24640	10.69176	1121.16127	8.52412	1.00000	37.00438	9.32895	6.99354
9.20133	16.63011	7.13183	6.92158	6.83450	41.57721	53.47245	7.19522	36.81194	78.54994	9.58325	7.85643	1146.23212	5.45811	0.00000	-93.71133	8.04948	10.38813
9.04416	7.58484	8.05581	8.57868	7.28438	35.85	42.89289	5.93846	48.47840	72.89089	6.87639	7.23405	1120.67126	8.57982	0.00000	117.7	10.36297	9.73049
8.63590	12.22975	7.04027	10.54151	9.17760	44.92801	78.37039	4.38416	40.57654	72.58547	6.76936	7.61775	1116.92776	11.10686	0.00000	4.8951	8.71950	8.93016
9.66725	23.57138	6.63857	10.56413	8.90864	6.03333	63.45344	10.86075	50.64928	70.25246	5.97007	6.26724	1186.22458	10.00630	0.00000	37.55	8.95065	8.73778
7.90183	22.82776	10.08808	2.02839	9.32151	36.02506	79.12107	2.25819	65.80973	68.30799	7.26243	10.39633	1164.55817	9.63853	0.00000	-86.77917	6.90530	9.61679
8.52662	13.26704	5.30721	8.34145	9.05624	26.76628	59.66776	3.93906	60.25751	82.34690	7.52214	8.14270	1075.07267	9.90695	0.00000	83.36889	9.68506	8.37035
10.07502	11.12560	10.02288	6.65829	5.91212	52.2	67.30479	15.71513	80.46534	63.35819	7.37424	10.70190	1152.90454	7.44607	1.00000	8.63333	10.12356	8.78658
7.79913	13.90697	9.33817	6.85176	6.98525	40.78206	59.72137	2.32225	36.44044	69.19632	10.16178	6.41140	1185.30587	9.49428	1.00000	72.34424	5.06105	7.08964
7.34920	13.70747	7.83587	9.00305	7.47841	39.32288	63.19459	2.29221	37.01538	67.12393	5.84563	7.62150	1088.10047	9.37292	0.00000	-76.72803	9.26624	8.75321
7.16633	13.59021	7.78077	9.81686	7.30157	32.65246	44.01622	1.73490	66.93378	65.26601	8.35186	8.60784	1103.98957	9.90979	0.00000	51.67462	8.81296	7.85777
9.03833	21.78408	10.56292	4.80401	8.66165	12.35275	26.31844	6.00261	30.29447	61.72721	8.18760	9.40349	1062.44988	8.17209	0.00000	121.06761	8.08531	8.68947
8.32362	25.21858	8.50481	9.65205	6.53379	12.74409	61.71626	3.41738	74.78832	80.63066	5.90165	10.61499	1112.13983	6.77340	1.00000	-8.07257	11.54263	10.90146
6.63323	18.34452	7.30674	5.41561	9.05525	36.76639	44.62684	1.42713	69.97152	58.32167	12.30963	9.18990	1149.79127	7.47913	0.00000	3.47717	9.43391	7.92363
8.23788	-0.57561	6.89703	7.82987	8.56740	28.71271	42.28796	3.24627	47.73655	51.45709	3.96361	6.28084	1166.69498	6.83109	1.00000	77.656	6.99525	8.58675
8.00450	21.96835	4.66640	11.55010	7.29819	32.65246	50.74669	2.59317	42.50667	62.54191	5.79684	3.33867	1157.71538	10.28827	0.00000	51.67462	10.44504	8.61986
9.52401	16.25423	6.00813		8.45882	14.8361	46.97128	9.27078	48.94981	65.83071	4.51109	7.32382	1117.56042	6.66886	1.00000	120.97844	5.88450	8.32949
8.20582	19.85700	8.32165	7.35733	8.71926	55.1904	34.70109	3.62853	65.52069	58.55051	9.63607	9.10005	1123.70749	6.08059	0.00000	30.2049	5.65764	8.95057
7.88637	20.21430	6.57322	7.99849	7.96661	51.65333	46.65642	3.57211	43.80240	61.94233	5.10848	6.62938	1079.43743	5.06507	1.00000	5.2875	8.29344	9.26485
7.82122	7.21266	9.20752	9.34092	8.89041	38.40917	60.47949	1.58850	47.53575	66.43898	7.44675	11.28044	1074.83736	7.47349	1.00000	112.73333	12.66520	7.79467
9.20449	3.06148	8.41267	9.39359	7.52951	-22.53722	60.50700	7.19518	27.51907	53.92389	8.37868	7.81022	1146.29702	8.95763	0.00000	-42.98194	9.89250	9.15904
8.62207	33.53997	5.07638	12.54778	8.69806	53.69786	40.17745	4.43839	48.44207	66.43815	4.61857	6.52732	1150.11699	13.13840	0.00000	-2.68758	6.90662	7.90182
9.78882	11.92923	7.85453	5.76210	8.28530	-21.15	24.71678	11.93285	31.68855	0.00000	7.27776	9.44073	1050.09674	0.00000	0.00000	46.58333	1.59240	8.80790
6.05112	17.27231	9.20189	8.69469	10.12655	49.88307	24.68822	0.89602	9.82183	65.75037	9.06680	7.54665	1052.67684	8.20333	0.00000	-119.48568	11.23635	6.19248
9.07803	-9.57343	6.10916	7.52397	10.58421	33.78333	41.19279	6.34950	47.90867	69.66262	7.72770	8.01373	1105.60154	9.62104	0.00000	114.51667	11.07319	8.54548
9.14448	3.41964	6.55119	9.92333	9.00878	41.15612	34.10577	6.73853	48.84119	63.55704	8.32850	8.31752	1129.28648	4.55484	1.00000	1.10687	6.31310	7.52439
7.30551	23.83622	6.67475	6.41217	6.61997	22.98212	60.69686	1.37711	52.80231	66.12278	7.06357	6.82671	1139.41415	7.31237	0.00000	-80.58556	8.00708	9.22281
9.87971	0.93335	9.31379	7.96432	8.33491	37.19723	42.64711	12.88988	30.36133	70.11339	7.01735	8.77885	1183.51431	6.93558	1.00000	122.05228	9.61082	9.60245
7.99253	19.01486	11.02872	5.73566	10.01463	13.51825	50.70472	2.51888	39.66730	83.82425	6.89925	8.87531	1096.74407	6.40345	1.00000	99.95469	9.29628	10.12961
8.48682	20.16878	7.70253	6.39077	7.42202	-19.32556	52.41992	4.01465	36.46717	68.43243	7.00866	9.14745	1186.06339	7.91193	1.00000	-41.25528	7.60727	7.44520
7.49630	20.15281	6.85165	7.75843	9.14119	40.49748	36.58707	2.21962	60.17093	78.54759	8.12805	10.54143	1108.28636	7.36002	0.00000	44.7662	5.43939	8.71113
8.04691	18.04841	12.03306	2.03453	8.25233	59.80917	69.01697	2.21836	45.43535	67.45090	8.22478	7.20910	1197.89805	6.94262	1.00000	30.38167	5.04976	8.59546
10.33691	5.13154	5.32277	9.82896	6.94017	51.62907	35.92609	19.85524	48.02583	77.61345	7.55859	9.96570	1163.07583	5.14280	1.00000	-0.74934	5.09023	8.99212
7.59946	32.81634	8.46201	4.56761	8.16429	38.72706	53.73160	1.94076	61.09601	69.63537	7.06443	4.91016	1109.06110	7.87971	1.00000	-9.24671	10.93586	8.86199
8.12021	10.48314	10.60766	5.57467	8.16529	55.25	48.61157	2.61420	51.83002		6.93894	11.77011	1124.60968	7.68005	1.00000	24.75	9.78395	8.68058
7.89863	20.35157	6.50842	6.62705	7.93621	5.90702	77.04850	2.84950	68.55180	56.57953	9.88011	10.63388	1172.28520	7.20316	0.00000	116.10146	6.13176	8.69043
8.72756	22.19577	8.83451	6.36941	7.69360	23.1959	9.01141	4.51975	58.29428	51.91358	6.56289	11.10876	1171.03956	7.70362	1.00000	86.51499	9.72532	9.58174
7.37623	18.66579	7.17740	8.76857	8.97799	13.70727	49.10773	1.95906	62.90770	66.73861	5.80457	5.88495	1102.22094	8.07863	0.00000	9.15013	10.45354	8.68722
7.86343	7.31189	7.45396	5.42597	8.58382	55.25	46.85145	2.86994	59.72060	71.16405	11.88446	8.75621	1193.96930	5.44433	0.00000	24.75	7.18648	7.33705
7.57470	20.47075	8.54160		8.07256	22.10194	61.75763	1.90736	60.60145	64.36214	7.61940	5.47500	1124.72838	8.49051	1.00000	85.37752	8.72600	8.80195
7.41298	21.73691	8.69585	8.01497	7.66352	27.09978	62.83177	1.87661	50.90294	75.85794	9.11972	7.40195	1198.31902	8.14610	0.00000	-82.45426	12.02777	9.20686
7.78494	11.80734	7.11852	5.04118	8.29369	-22.92306	49.44507	2.39247	57.11942	51.11035	8.73838	7.02866	1167.51410	8.71178	1.00000	-53.13722	6.76219	9.42717
7.52202	-10.99988	6.05109	11.52830	8.62835	27.92333	53.88456	2.43011	45.54047	69.26984	8.25018	6.99581	1112.43675	11.03228	0.00000	118.53333	8.56514	10.01417
7.14263	4.07920	6.20946	5.96646		-8.43333	39.85805	1.45270	54.60533	57.25168	5.19531	8.85892	1158.34356	7.95132	1.00000	114.33333	6.85987	7.82166
7.28111	25.16203	7.54291	9.24914	9.07630	6.03333	57.71128	1.82391	60.92005	70.42248	7.23930	7.08252	1198.71807	5.38779	0.00000	37.55	7.21361	8.20953
8.28201	26.47931	5.93542	7.53131	6.34821	39.33427	57.61173	3.50831	65.24561	76.50102	8.41639	8.09662	1087.29054	6.10292	1.00000	-76.43941	8.56980	7.29365
7.64589	18.72467	4.84724	5.23299	8.23387	-19.7625	56.53485	1.81690	51.43263	62.53059	8.60156	8.36080	1180.36709	5.72233	1.00000	-44.31389	11.73137	9.30042
7.61178	20.39174	7.80569	5.78980	6.48092	25.92493	25.76307	2.25263	31.53544	64.69833	6.39598	5.96181	1123.98051	7.77689	1.00000	73.66633	6.66740	7.72413
	11.35120	12.22593	5.59723	7.60727	37.49073	38.81336	4.95512	34.72624	81.20672	6.95724	7.15229	1127.74512	5.47651	1.00000	-2.77259	8.85086	9.75420
8.84513	13.03692	7.00083	10.27839	7.72001	59.80917	52.95643	5.90529	47.90046	86.50472	7.59410	6.34393	1122.92221	10.09026	0.00000	30.38167	10.28420	7.44234
6.46440	18.41576	5.51695	7.20379	8.25556	42.64031	60.42744	1.46257	52.10431	60.53716	6.24819	8.02469	1074.26312	6.98690	1.00000	125.51176	6.18694	8.03111
8.63398	23.44280	6.90530	7.27120	8.47757	38.96667	42.41376	4.55795	66.09868	76.42850	7.96337	8.25829	1177.49446	6.30050	1.00000	-0.18333	5.12135	8.61512
7.86351	22.72530	7.04906	5.47299	9.04375	36.19278	65.43079	2.65079	42.50612	72.02403	11.74848	12.00449	1054.92461	9.00166	0.00000	117.65694	6.87803	9.56027
8.45925	1.41209	9.61705	6.10209	7.93859	41.75338	28.02199	3.53797	58.97406	59.78709	8.36267	8.37434	1084.85964	8.53278	1.00000	-86.11084	8.59372	7.48906
7.26469	14.44485	7.14416	7.35152	8.82622	3.51667	59.81987	1.74238	60.12284	73.10853	10.12418	9.45289	1053.26572	8.15406	0.00000	11.5	7.98047	6.95321
7.75221	25.41805	6.64064	9.08485	8.15390	49.88307	40.24742	1.92431	38.03345	62.83298	6.73782	9.41135	1135.89819	7.66576	1.00000	-119.48568	10.36367	7.41673
8.82636	23.16576	8.66732	8.69336	9.21432	-4.24444	50.67619	5.43939	57.65970	52.95391	6.44848	10.93111	1088.53767	6.76961	1.00000	-42.29444	10.49672	9.37504
9.34142	12.30090	5.47329	8.14416	9.42602	56.56317	58.21555	8.11624	55.51403	67.30882	7.34947	8.90358	1135.67217	5.70438	1.00000	-2.58736	7.57273	8.11491
8.75047	16.12752	6.19036	7.76638	7.64316	28.98002	36.78373	4.44282	69.07821	67.16672	6.25978	7.19667	1118.54179	5.40460	1.00000	77.70636	7.15692	7.52229
6.18076	19.65484	6.99193	6.63863	6.96295	36.61954	74.96578	0.92614	54.92234	63.83605	9.34878	7.30050	1143.91586	6.56878	1.00000	4.08282	9.88604	9.01546
8.16333	21.70993	10.37353	7.42942	9.40347	58.23583	48.53830	3.21040	51.03743	66.38266	6.81204	8.47124	1166.14087	6.18554	1.00000	92.48278	10.03866	7.58315
9.11996	22.10885	10.27679	6.08120	9.22325	42.64031	76.34147	6.49054	34.58072	64.51606	7.22541	7.05913	1168.17568	5.87403	1.00000	125.51176	7.53679	6.37173
8.86345	21.82222	7.47355	8.77665	7.86540	51.38673	28.56878	5.40711	33.51054	67.11709	6.29996	9.48142	1136.31135	6.29772	1.00000	0.30367	9.44417	10.78987
7.92601	10.00557	12.07644	5.45915	8.78376	34.14251	51.11226	3.15349	51.45919	76.73595	7.45276	8.83455	1150.97692	5.51578	1.00000	-118.25508	8.23117	9.90528
9.48233	25.10461	9.96429	4.04882	9.82541	17.94979	45.96578	9.20117	51.55788	66.67439	9.89586	4.92535	1138.14847	10.54566	1.00000	-94.91386	8.13332	8.07817
8.83779	9.89696	9.83171	5.94928	7.51510	34.31	60.44723	4.87354	58.68478	69.71236	8.44322	9.41878	1110.72407	7.95304	1.00000	-2.16	8.64830	10.79836
8.22314	23.48598	9.41939	6.93826	8.94543	47.83333	65.23610	3.18699	47.11805	64.49440	8.24792	8.28036	1175.06629	7.31713	0.00000	59.6	11.61321	6.66896
8.83043	14.01165	6.72848	8.64999	7.15334	54.03876	54.49866	4.89280	87.58166	71.37126	7.61539	7.78261	1145.93189	7.28150	1.00000	43.91385	6.41203	9.43526
8.11252	1.92757	6.37355	8.41150	8.85167	-19.7625	35.17013	2.53229	73.05775	77.10749	5.65262	6.62740	1135.68471	8.59851	0.00000	-44.31389	9.95058	8.66033
9.12175	-0.76358	6.38732	6.95854	9.39557	50.80019	35.02657	6.50688	45.43135	69.46012	7.88901	10.94951	1180.17925	4.57046	0.00000	7.20769	3.70250	8.03881
8.56370	9.28645	6.25541	7.54344	10.44215	23.1959	56.21239	3.75892	66.53292	66.63200	7.86319	13.68148	1143.26496	9.45581	0.00000	86.51499	5.08928	7.21349
7.54238	10.94349	7.38078	7.22691	9.61986	35.05266	52.15565	2.33229	43.33522	62.19651	5.85777	8.90347	1119.70684	7.33341	1.00000	-78.87836	8.50699	8.67689
