revision	location	latitude	longitude	station	QoS
03 Oct 2014	Africa/Accra	6.46346	-2.31938	Bibiani	maintenance
2022-07-28	Europe/Madrid	38.47917	-1.325	Jumilla	accep
2014/09/09	Africa/Mogadishu	9.89206	43.38531	Baki	excellent
2013-04-17	Europe/Paris	48.86667	2.08333	Marly-le-Roi	accep
2014/03/08	America/Los_Angeles	34.63915	-120.45794	Lompoc	average
08/07/2015, 00:00:00	America/Denver	40.65995	-111.99633	Kearns	good
28 Apr 2018	Europe/London	51.62907	-0.74934	High Wycombe	building
16 Dec 2012	Asia/Jakarta	-7.51611	109.05389	Wangon	average
22 Feb 2018	America/Argentina/Cordoba	-31.4488	-60.93173	Esperanza	building
25 Feb 2016	America/Chicago	41.80753	-87.65644	New City	good
19 Dec 2018	Asia/Yekaterinburg	54.48147	53.47103	Oktyabr’skiy	average
11 Oct 2018	America/Chicago	41.84364	-87.71255	South Lawndale	average
2019-04-09	Europe/London	51.38673	0.30367	Hartley	excellent
2013-07-29	America/Chicago	42.24113	-88.3162	Crystal Lake	excellent
2020-12-21	Europe/Belgrade	44.97639	19.61222	Sremska Mitrovica	good
2015/07/11	Africa/Dar_es_Salaam	-7.76667	35.7	Iringa	maintenance
06/11/2013, 00:00:00	America/Sao_Paulo	-22.57306	-47.1725	Artur Nogueira	average
2012/12/30	Europe/Berlin	53.94313	10.30215	Bad Segeberg	maintenance
11/12/2017, 00:00:00	Europe/Rome	44.31771	9.32241	Chiavari	building
04/01/2021, 00:00:00	America/Vancouver	50.26729	-119.27337	Vernon	good
2021-06-25	America/Los_Angeles	46.32374	-120.00865	Sunnyside	excellent
07/09/2013, 00:00:00	America/Chicago	33.41012	-91.06177	Greenville	good
09 Dec 2015	Asia/Tehran	35.6803	51.0193	Shahre Jadide Andisheh	accep
2018-11-20	Asia/Colombo	6.84019	79.87116	Dehiwala-Mount Lavinia	excellent
2019/06/09	Europe/Berlin	51.08468	7.11393	Burscheid	average
2013/02/02	Europe/Moscow	43.96222	43.63417	Novopavlovsk	building
07/03/2020, 00:00:00	Asia/Jerusalem	31.39547	34.75699	Rahat	good
12/19/2021, 00:00:00	Asia/Kolkata	12.25282	79.41727	Gingee	accep
2014-08-20	Europe/Sofia	42.7	27.25	Aytos	good
2014/03/07	America/Bahia	-11.48472	-37.93278	Rio Real	good
29 Apr 2014	America/Mexico_City	17.06542	-96.72365	Oaxaca	good
2020/08/31	America/New_York	33.98154	-81.23621	Lexington	building
09 Mar 2014	America/Denver	39.72943	-104.83192	Aurora	average
2016/11/14	Asia/Shanghai	32.50611	120.14278	Jiangyan	accep
06/16/2013, 00:00:00	America/New_York	33.54428	-84.23381	Stockbridge	good
2015-01-16	Europe/Moscow	60.02427	30.28491	Kolomyagi	excellent
2022-01-29	America/Chicago	35.25064	-91.73625	Searcy	accep
01/28/2014, 00:00:00	Africa/Maputo	-23.85972	35.34722	Maxixe	excellent
07/26/2016, 00:00:00	Asia/Damascus	35.95664	36.7138	Binnish	maintenance
2020/08/30	Europe/Moscow	54.8421	46.5813	Alatyr’	average
2020/02/20	Europe/Berlin	53.94313	10.30215	Bad Segeberg	accep
2014/04/07	Europe/Berlin	48.35693	10.98461	Friedberg	good
2019/01/29	Africa/Libreville	-1.63333	13.58357	Franceville	excellent
2015-12-04	Asia/Bangkok	16.0567	103.65309	Roi Et	building
06/20/2013, 00:00:00	America/Port-au-Prince	18.65297	-72.09391	Thomazeau	accep
2018/08/28	Europe/Madrid	37.35813	-6.03731	San Juan de Aznalfarache	average
2016-08-31	Africa/Mogadishu	9.89206	43.38531	Baki	building
2019-03-27	Europe/Istanbul	37.58105	29.26639	Serinhisar	building
2017/12/04	Europe/Berlin	48.49144	9.20427	Reutlingen	good
19 Jul 2015	Europe/Brussels	51.24197	4.82313	Lille	good
04/29/2017, 00:00:00	Asia/Kolkata	17.54907	82.85749	Elamanchili	excellent
02/04/2019, 00:00:00	Asia/Kolkata	22.4711	88.1453	Pujali	excellent
22 Sep 2018	America/Los_Angeles	37.71715	-122.40433	Visitacion Valley	maintenance
2012/11/02	Asia/Tashkent	40.78206	72.34424	Andijon	excellent
2013-08-06	Europe/London	50.11861	-5.53715	Penzance	building
2013-01-11	America/Chicago	40.56754	-89.64066	Pekin	building
06/25/2021, 00:00:00	Europe/Moscow	56.85836	35.90057	Tver	accep
23 May 2013	Asia/Kolkata	25.66795	85.83636	Dalsingh Sarai	good
2019/08/16	Africa/Abidjan	5.27247	-3.59625	Bonoua	average
2019-11-24	Asia/Kolkata	24.41288	76.56719	Aklera	excellent
10/28/2017, 00:00:00	Africa/Accra	6.46346	-2.31938	Bibiani	excellent
19 Apr 2021	Europe/Berlin	49.03685	8.70745	Bretten	good
03/09/2018, 00:00:00	Asia/Shanghai	23.02677	113.13148	Foshan	maintenance
12 Oct 2021	Asia/Tokyo	36.33011	138.89585	Annaka	average
10/20/2018, 00:00:00	Europe/Kiev	49.65186	26.97253	Krasyliv	average
2017/08/08	America/Chicago	41.85059	-87.882	Westchester	good
2013-05-28	Europe/Madrid	38.96667	-0.18333	Gandia	maintenance
2014-11-10	Africa/Dar_es_Salaam	-7.76667	35.7	Iringa	excellent
2020-10-17	America/Bahia	-15.675	-38.94722	Canavieiras	maintenance
01/12/2018, 00:00:00	Asia/Karachi	27.55898	68.21204	Larkana	building
2016-01-14	Europe/Istanbul	40.37528	28.88222	Mudanya	building
02/05/2013, 00:00:00	Asia/Aden	14.53767	46.83187	Ataq	good
08 May 2021	Europe/Paris	48	-4.1	Quimper	excellent
11/19/2013, 00:00:00	America/Panama	8.88988	-79.62603	Veracruz	average
2015/10/26	Europe/London	57.47908	-4.22398	Inverness	average
23 Sep 2016	America/Fortaleza	-4.24444	-42.29444	Barras	average
2015/03/04	America/Los_Angeles	33.76446	-117.79394	North Tustin	good
04/29/2020, 00:00:00	America/Los_Angeles	33.93113	-117.54866	Norco	maintenance
07/30/2018, 00:00:00	America/Porto_Velho	-8.76194	-63.90389	Porto Velho	excellent
2017-08-03	Asia/Yakutsk	65.93381	111.4834	Aykhal	excellent
2017/01/01	Australia/Melbourne	-37.9	145.18333	Wheelers Hill	excellent
2013-11-03	America/New_York	39.33427	-76.43941	Middle River	good
2017-10-20	Africa/Accra	7.06273	-1.4001	Mampong	average
11 Jun 2017	Pacific/Efate	-17.73648	168.31366	Port-Vila	average
08/13/2022, 00:00:00	America/Port-au-Prince	18.65297	-72.09391	Thomazeau	good
22 May 2018	America/Chicago	33.41012	-91.06177	Greenville	excellent
2016-10-12	Europe/Rome	43.78956	7.60872	Ventimiglia	average
2017/12/27	Asia/Kolkata	26.11527	86.59509	Supaul	accep
03 Aug 2015	Asia/Shanghai	23.02677	113.13148	Foshan	accep
2013/11/30	Asia/Kolkata	25.49043	85.94001	Teghra	good
01/02/2015, 00:00:00	Asia/Tokyo	35.815	139.6853	Shimotoda	accep
2017/06/07	America/Sao_Paulo	-22.45667	-47.53028	Santa Gertrudes	average
2019-08-11	Asia/Tokyo	36.53333	136.61667	Nonoichi	maintenance
03/06/2021, 00:00:00	Europe/Bucharest	44.43579	26.01649	Sector 6	average
08 Sep 2019	Asia/Bangkok	13.8196	100.04427	Nakhon Pathom	good
18 Nov 2013	Africa/Nairobi	3.11988	35.59642	Lodwar	average
2018/04/10	Asia/Yekaterinburg	51.4781	57.3552	Kuvandyk	accep
2014/02/02	Asia/Kolkata	25.66795	85.83636	Dalsingh Sarai	excellent
2019/04/22	Africa/Cairo	26.67319	31.4976	Juhaynah	good
2016-12-30	Europe/Brussels	51.12794	4.21372	Temse	excellent
02/28/2016, 00:00:00	Europe/Paris	48.98333	2.61667	Mitry-Mory	maintenance
2022/03/17	Europe/Brussels	51.12794	4.21372	Temse	accep
2022/06/27	America/Los_Angeles	47.64995	-117.23991	Opportunity	accep
04/01/2021, 00:00:00	America/Detroit	42.97086	-82.42491	Port Huron	building
01/04/2020, 00:00:00	Europe/Brussels	50.71229	4.52529	Rixensart	average
04/04/2015, 00:00:00	Africa/Algiers	34.15429	3.50309	Messaad	building
2015/03/13	Africa/Maputo	-23.85972	35.34722	Maxixe	excellent
2018/02/18	Asia/Kolkata	22.4711	88.1453	Pujali	maintenance
2014-06-09	Asia/Manila	10.7375	122.9666	Talisay	good
2015-10-22	America/Argentina/Buenos_Aires	-37.32167	-59.13316	Tandil	average
18 Mar 2021	America/Mexico_City	21.01858	-101.2591	Guanajuato	building
2016-09-26	Europe/Rome	40.87329	14.43865	Somma Vesuviana	good
07/27/2019, 00:00:00	Europe/Berlin	50.64336	7.2278	Bad Honnef	accep
20 Aug 2019	Europe/Amsterdam	52.71083	5.74861	Emmeloord	accep
01/01/2019, 00:00:00	America/New_York	39.00622	-77.4286	Sterling	building
2013/09/13	Africa/Algiers	35.06544	1.04945	Frenda	average
02 May 2018	America/New_York	33.98154	-81.23621	Lexington	good
29 Jul 2019	America/New_York	40.72816	-74.07764	Jersey City	good
18 Nov 2021	Asia/Karachi	30.46907	70.96699	Kot Addu	maintenance
2018-07-18	Asia/Shanghai	29.98869	122.20488	Zhoushan	excellent
2012-12-01	America/Managua	11.84962	-86.19903	Jinotepe	average
2013/04/15	America/Bogota	6.46838	-73.26022	Socorro	accep
06 Sep 2018	Africa/Algiers	36.76639	3.47717	Boumerdas	excellent
06/04/2014, 00:00:00	Asia/Dili	-8.99167	125.21972	Maliana	average
2017-03-16	America/Toronto	42.8334	-80.38297	Norfolk County	excellent
06/23/2016, 00:00:00	Africa/Johannesburg	-26.93366	29.24152	Standerton	maintenance
2021/07/17	Asia/Seoul	36.20389	127.08472	Nonsan	average
30 Apr 2020	Europe/London	53.00974	-3.05814	Rhosllanerchrugog	good
09/08/2021, 00:00:00	Europe/Rome	45.9836	12.70038	Cordenons	average
28 Sep 2016	Europe/Brussels	50.56149	4.69889	Gembloux	good
16 Feb 2020	Europe/Berlin	51.08468	7.11393	Burscheid	excellent
2021/02/01	America/Fortaleza	-4.16694	-40.7475	Guaraciaba do Norte	accep
2013-02-12	America/Mexico_City	19.32932	-98.1664	Contla	accep
05/28/2013, 00:00:00	Europe/Prague	50.50301	13.63617	Most	excellent
2021/09/20	Africa/Casablanca	33.42585	-6.00137	Oulmes	building
2014/02/26	America/New_York	40.68066	-73.47429	Massapequa	maintenance
2022-02-15	America/Chicago	41.84364	-87.71255	South Lawndale	good
2013-02-17	Europe/Chisinau	48.15659	28.28489	Soroca	accep
2015/09/04	America/Havana	20.14298	-77.43532	Media Luna	excellent
22 Mar 2016	Africa/Maputo	-23.85972	35.34722	Maxixe	average
08/24/2021, 00:00:00	America/Bogota	3.8801	-77.03116	Buenaventura	maitennce
2014/04/17	America/Los_Angeles	37.73604	-120.93549	Riverbank	average
2013/01/10	Asia/Karachi	31.96258	73.97117	Naushahra Virkan	average
07 Apr 2017	America/Chicago	37.95143	-91.77127	Rolla	excellent
2019/04/24	Europe/Minsk	52.4089	31.3237	Dobrush	excellent
22 Dec 2021	Australia/Sydney	-33.88096	151.07986	Strathfield	accep
05/15/2021, 00:00:00	Asia/Shanghai	34.56861	105.89333	Beidao	excellent
21 Jul 2017	Europe/Rome	42.67164	14.01481	Roseto degli Abruzzi	average
2013/10/31	Europe/Malta	35.89972	14.51472	Valletta	accep
2015-07-02	Europe/London	51.39323	0.47713	Strood	maintenance
15 Jul 2019	America/Mexico_City	19.64745	-102.04897	Paracho de Verduzco	good
18 Oct 2018	America/Guayaquil	-2.90055	-79.00453	Cuenca	excellent
06/03/2016, 00:00:00	Europe/London	53.46506	-1.47217	Chapletown	good
12 May 2013	Asia/Kolkata	22.4711	88.1453	Pujali	building
08 Jul 2021	Africa/Algiers	35.21222	2.31889	Ksar Chellala	average
26 Oct 2012	America/Los_Angeles	45.49428	-122.86705	Aloha	average
2020-10-27	America/Chicago	29.84576	-90.10674	Estelle	accep
10/24/2017, 00:00:00	Europe/Moscow	59.80917	30.38167	Shushary	excellent
17 Nov 2016	Europe/Rome	38.07789	13.44275	Villabate	good
04/05/2015, 00:00:00	Europe/Paris	43.83125	5.03586	Cavaillon	building
03 Jul 2016	America/Chicago	41.8542	-87.66561	Lower West Side	excellent
2022-04-24	Africa/Algiers	36.72544	3.55665	Thenia	excellent
11/20/2020, 00:00:00	Africa/Ndjamena	12.18441	18.69303	Mongo	average
2017-10-11	America/New_York	25.67927	-80.31727	Kendall	accep
03/18/2020, 00:00:00	America/Los_Angeles	47.76232	-122.2054	Bothell	accep
18 Jun 2015	Africa/Niamey	13.70727	9.15013	Mirriah	excellent
04/23/2019, 00:00:00	Asia/Karachi	31.96258	73.97117	Naushahra Virkan	accep
2017/02/08	America/Chicago	38.58894	-89.99038	Fairview Heights	excellent
2014-02-05	Europe/Andorra	42.50729	1.53414	les Escaldes	average
16 Jun 2015	America/New_York	39.43534	-84.20299	Lebanon	accep
07/08/2018, 00:00:00	Europe/London	51.40148	-1.32471	Newbury	excellent
2018/07/22	Asia/Tbilisi	41.82143	41.77921	Kobuleti	average
2015-10-18	Europe/Istanbul	40.37528	28.88222	Mudanya	building
2020/07/24	America/Vancouver	50.26729	-119.27337	Vernon	maintenance
03/25/2020, 00:00:00	Asia/Seoul	37.65639	126.835	Goyang-si	average
2017-08-20	America/Santiago	-32.45242	-71.23106	La Ligua	excellent
2015-02-06	Asia/Shanghai	32.54278	111.50861	Danjiangkou	good
21 Oct 2012	Asia/Karachi	31.82539	72.54064	Sillanwali	excellent
2021-09-05	Europe/Amsterdam	52.31333	6.92917	Oldenzaal	good
01/25/2016, 00:00:00	America/Argentina/Cordoba	-31.4488	-60.93173	Esperanza	excellent
06/28/2022, 00:00:00	Asia/Yekaterinburg	51.4781	57.3552	Kuvandyk	excellent
2019/06/15	America/Bahia	-15.675	-38.94722	Canavieiras	maitennce
2018-09-09	Asia/Yekaterinburg	55.75556	60.70278	Ozersk	good
12 Nov 2017	Europe/Berlin	51.168	7.973	Finnentrop	excellent
2013/07/05	Asia/Shanghai	29.98869	122.20488	Zhoushan	average
05/24/2016, 00:00:00	Asia/Karachi	31.71667	73.38333	Sangla Hill	good
10/09/2018, 00:00:00	Europe/Moscow	55.63711	37.38115	Solntsevo	average
04/20/2015, 00:00:00	America/Chicago	41.84364	-87.71255	South Lawndale	average
10 Aug 2014	America/Panama	8.88988	-79.62603	Veracruz	excellent
06/25/2016, 00:00:00	America/Los_Angeles	40.58654	-122.39168	Redding	average
2017/08/04	Indian/Antananarivo	-21.15	46.58333	Ikalamavony	average
08 Mar 2018	Europe/Moscow	44.92934	37.99117	Krymsk	building
28 Apr 2016	America/Detroit	42.7392	-84.62081	Waverly	maintenance
2016/06/19	Asia/Tokyo	35.30889	139.55028	Kamakura	good
29 Jul 2020	America/Sao_Paulo	-22.92306	-53.13722	Loanda	good
2012-12-16	America/El_Salvador	13.70167	-89.10944	Ilopango	maintenance
2015/11/24	America/New_York	26.91756	-82.07842	Punta Gorda Isles	excellent
2018/04/09	Europe/Berlin	52.4581	13.28702	Dahlem	good
11/25/2017, 00:00:00	Asia/Manila	9.3337	122.8637	Santa Catalina	excellent
2019/08/08	America/New_York	35.05266	-78.87836	Fayetteville	excellent
02/29/2016, 00:00:00	America/Chicago	42.24113	-88.3162	Crystal Lake	average
12/31/2020, 00:00:00	Europe/London	50.11861	-5.53715	Penzance	accep
2019/11/28	Australia/Perth	-32.05251	115.88782	Willetton	average
2020/10/25	America/New_York	40.65538	-74.38987	Scotch Plains	excellent
02/08/2016, 00:00:00	Africa/Lubumbashi	0.76755	24.43973	Yangambi	building
2013/10/14	Asia/Karachi	30.46907	70.96699	Kot Addu	accep
2021-02-28	Asia/Tokyo	35.48199	137.02166	Minokamo	excellent
20 Sep 2020	Asia/Seoul	36.20389	127.08472	Nonsan	average
2012/11/27	America/Bogota	7.83389	-72.47417	Villa del Rosario	average
04/17/2019, 00:00:00	America/Toronto	45.40008	-73.58248	Sainte-Catherine	excellent
2018-10-14	America/Chicago	26.18924	-98.15529	San Juan	building
2020-01-18	America/Glace_Bay	46.1351	-60.1831	Sydney	excellent
18 Feb 2022	Asia/Kolkata	26.32293	91.00632	Barpeta	average
2019/11/21	America/New_York	41.9001	-71.08977	Taunton	excellent
2018/07/30	Europe/Moscow	59.80917	30.38167	Shushary	excellent
07/01/2015, 00:00:00	Asia/Taipei	23.5654	119.58627	Magong	excellent
2012-11-26	Europe/Bucharest	44.43579	26.01649	Sector 6	average
2018/12/02	America/Chicago	42.24113	-88.3162	Crystal Lake	good
08/11/2016, 00:00:00	Europe/Helsinki	65.84811	24.14662	Tornio	average
09 Jan 2018	Asia/Manila	10.31672	123.89071	Cebu City	building
2013/05/29	Europe/Berlin	50.64336	7.2278	Bad Honnef	excellent
03/17/2018, 00:00:00	America/Los_Angeles	37.71715	-122.40433	Visitacion Valley	building
10/12/2017, 00:00:00	America/Los_Angeles	34.09668	-117.71978	Claremont	building
2020/05/06	Europe/Brussels	51.12794	4.21372	Temse	excellent
30 Jan 2013	Asia/Riyadh	27.0174	49.62251	Al Jubayl	good
2019/02/11	Europe/Moscow	55.63711	37.38115	Solntsevo	average
18 Nov 2019	Asia/Yekaterinburg	56.9083	60.8019	Beryozovsky	average
10/30/2015, 00:00:00	America/Vancouver	49.88307	-119.48568	Kelowna	accep
19 Jan 2020	America/Chicago	41.47892	-87.45476	Schererville	good
2013/10/04	America/Sao_Paulo	-28.81833	-52.51028	Soledade	good
2018/06/27	America/Los_Angeles	33.52253	-117.70755	Laguna Niguel	building
2012/11/26	America/Recife	-8.66667	-35.71667	Catende	excellent
2016-10-15	America/Los_Angeles	47.4943	-122.24092	Bryn Mawr-Skyway	maitennce
2015/11/14	Africa/Lagos	6.45407	3.39467	Lagos	excellent
2021/07/29	Asia/Riyadh	27.0174	49.62251	Al Jubayl	maintenance
11/02/2012, 00:00:00	Europe/Paris	41.91886	8.73812	Ajaccio	excellent
2018/07/28	Asia/Shanghai	34.56861	105.89333	Beidao	maintenance
2021-10-15	Australia/Brisbane	-25.54073	152.70493	Maryborough	accep
03/11/2017, 00:00:00	America/Chicago	29.84576	-90.10674	Estelle	good
2014-07-26	Asia/Kolkata	21.59983	71.21169	Amreli	accep
2015/10/07	Atlantic/Canary	27.76056	-15.58602	Maspalomas	average
2012/10/23	America/Sao_Paulo	-28.81833	-52.51028	Soledade	accep
08/10/2021, 00:00:00	Europe/London	50.7236	-3.52751	Exeter	accep
2018-06-28	Europe/Berlin	48.52961	12.16179	Landshut	average
22 Dec 2016	America/Santo_Domingo	18.20854	-71.10077	Santa Cruz de Barahona	average
2017-11-04	Europe/Paris	41.91886	8.73812	Ajaccio	excellent
21 May 2019	Asia/Yerevan	40.49748	44.7662	Hrazdan	building
2019/06/19	Africa/Casablanca	33.43443	-5.22126	Azrou	building
2019-02-06	Asia/Yakutsk	65.93381	111.4834	Aykhal	excellent
10/25/2013, 00:00:00	Africa/Lagos	6.15038	6.83042	Nkpor	accep
06 Oct 2016	Asia/Almaty	43.41949	77.0202	Otegen Batyra	excellent
05/20/2015, 00:00:00	Europe/Madrid	43.48961	-8.2194	Ferrol	accep
2014-11-22	Europe/Paris	48.8765	2.18967	Rueil-Malmaison	good
2016-04-14	Europe/Berlin	48.52961	12.16179	Landshut	excellent
2015-09-11	Asia/Tokyo	36	139.55722	Okegawa	good
09/22/2018, 00:00:00	America/New_York	43.16547	-77.70066	Gates-North Gates	average
2020/11/05	Africa/Dar_es_Salaam	-4.83	29.65806	Mwandiga	building
2017/07/27	America/New_York	41.9001	-71.08977	Taunton	building
2016-11-09	Africa/Khartoum	11.8659	34.3869	Ar Ruseris	excellent
11/19/2013, 00:00:00	Europe/Paris	43.83125	5.03586	Cavaillon	excellent
23 Jul 2015	America/Los_Angeles	32.9156	-117.14392	Mira Mesa	average
2018-12-02	America/Port_of_Spain	10.66668	-61.51889	Port of Spain	good
23 Feb 2015	America/New_York	40.65538	-74.38987	Scotch Plains	average
2015/11/05	Pacific/Honolulu	20.88953	-156.47432	Kahului	good
2017-03-29	Europe/London	51.35084	-1.99421	Devizes	building
02/04/2013, 00:00:00	America/Managua	13.48082	-86.58208	Somoto	excellent
10/22/2012, 00:00:00	Europe/Skopje	42	21.32778	Saraj	good
08 May 2018	Asia/Almaty	43.41949	77.0202	Otegen Batyra	accep
02/01/2016, 00:00:00	Asia/Manila	14.14989	121.3152	Calauan	accep
2021-11-12	America/New_York	33.08014	-83.2321	Milledgeville	excellent
2018-05-28	Asia/Yekaterinburg	51.78771	56.36091	Saraktash	accep
24 Jan 2020	Asia/Hong_Kong	22.37066	114.10479	Tsuen Wan	average
2020/12/04	America/New_York	34.06635	-84.67837	Acworth	average
2018-04-25	America/Mexico_City	19.32932	-98.1664	Contla	average
06/05/2022, 00:00:00	Europe/Minsk	55.1904	30.2049	Vitebsk	good
07 Sep 2019	Europe/London	55.82885	-4.21376	Rutherglen	good
07 Apr 2019	Asia/Shanghai	29.98869	122.20488	Zhoushan	good
2014-11-21	Europe/Rome	43.62558	13.39954	Falconara Marittima	good
04/17/2017, 00:00:00	Asia/Bangkok	13.44581	101.18445	Phanat Nikhom	average
03 Nov 2019	Europe/Berlin	51.04962	12.1369	Zeitz	average
03 Mar 2018	America/Denver	39.57582	-105.11221	Ken Caryl	average
2016/06/02	Europe/Berlin	51.08468	7.11393	Burscheid	average
03/16/2022, 00:00:00	Europe/Rome	45.44694	8.62118	Novara	accep
2013/09/07	America/New_York	39.32011	-76.51552	Rosedale	good
2020-08-24	Asia/Bangkok	15.79408	104.1451	Yasothon	excellent
24 Sep 2020	Asia/Tokyo	35.815	139.6853	Shimotoda	excellent
2021-04-17	Europe/Madrid	42.06166	-1.60452	Tudela	excellent
2017-08-16	Europe/Madrid	42.8139	-1.64295	Segundo Ensanche	accep
08/27/2017, 00:00:00	Asia/Yangon	16.68911	98.50893	Myawadi	accep
31 Jul 2017	Asia/Tokyo	44.35056	142.45778	Nayoro	good
2022-07-28	Asia/Tashkent	40.78206	72.34424	Andijon	maintenance
2016/05/31	Asia/Shanghai	37.73222	115.70111	Hengshui	excellent
02/08/2019, 00:00:00	Africa/Cairo	26.67319	31.4976	Juhaynah	good
12/01/2018, 00:00:00	Africa/Lagos	7.65649	4.92235	Efon-Alaaye	accep
2012/12/02	Europe/Paris	46.32313	-0.45877	Niort	average
08 Oct 2015	America/New_York	40.24537	-75.64963	Pottstown	accep
23 Oct 2019	America/Chicago	30.5427	-97.54667	Hutto	good
12/28/2019, 00:00:00	Europe/Berlin	51.30001	13.10984	Oschatz	excellent
05/22/2021, 00:00:00	Asia/Jakarta	-1.26424	104.09701	Simpang	excellent
2016-07-23	Atlantic/Azores	37.74615	-25.66689	Ponta Delgada	accep
2020-10-07	Asia/Bangkok	14.37395	100.48528	Bang Ban	average
02/28/2020, 00:00:00	Europe/Brussels	51.12794	4.21372	Temse	good
06/05/2013, 00:00:00	Australia/Brisbane	-25.54073	152.70493	Maryborough	good
2016-09-21	Africa/Lagos	7.50251	5.06258	Igbara-Odo	building
02/09/2019, 00:00:00	America/Los_Angeles	34.09668	-117.71978	Claremont	building
06/19/2020, 00:00:00	Australia/Perth	-32.05251	115.88782	Willetton	good
2019-12-23	Asia/Kolkata	19.30157	72.85107	Bhayandar	average
07/11/2019, 00:00:00	Pacific/Honolulu	20.88953	-156.47432	Kahului	building
2017-01-05	America/Sao_Paulo	-19.72806	-50.19556	Iturama	average
11/29/2019, 00:00:00	America/New_York	28.90054	-81.26367	Deltona	average
21 Jan 2022	America/Argentina/Buenos_Aires	-37.32167	-59.13316	Tandil	maintenance
2014-11-24	Europe/Berlin	52.4581	13.28702	Dahlem	accep
31 Jul 2018	America/Chicago	32.52515	-93.75018	Shreveport	accep
2013/09/20	Europe/Warsaw	50.5107	18.30056	Strzelce Opolskie	maintenance
2014-03-07	Europe/London	51.35084	-1.99421	Devizes	good
2019/07/24	Europe/Berlin	51.08468	7.11393	Burscheid	building
2021-06-11	America/Jamaica	18.00747	-76.78319	New Kingston	average
12/16/2018, 00:00:00	Europe/Berlin	47.98372	10.18527	Memmingen	excellent
10 Oct 2012	Asia/Makassar	-3.5403	118.9707	Majene	average
10/06/2021, 00:00:00	Europe/London	53.69786	-2.68758	Leyland	accep
11/27/2012, 00:00:00	Europe/Brussels	50.56149	4.69889	Gembloux	average
08/13/2017, 00:00:00	Europe/Kiev	50.18545	27.06365	Shepetivka	average
29 Nov 2015	Asia/Kolkata	10.12268	77.54372	Periyakulam	average
29 Mar 2017	America/Chicago	34.77453	-96.67834	Ada	average
11/09/2012, 00:00:00	Asia/Kolkata	25.92493	73.66633	Sojat	good
06 Nov 2013	America/Guayaquil	-2.13404	-79.59415	Milagro	excellent
05/06/2014, 00:00:00	America/New_York	34.06635	-84.67837	Acworth	maintenance
2020-07-11	America/Los_Angeles	38.54491	-121.74052	Davis	maintenance
2020-02-08	Asia/Shanghai	37.30553	120.82747	Zhuangyuan	accep
06/22/2017, 00:00:00	Africa/Cairo	26.67319	31.4976	Juhaynah	average
2016/01/13	Africa/Lubumbashi	-8.73508	24.99798	Kamina	average
2020/02/21	Asia/Yangon	17.30858	97.01124	Kyaikto	accep
2015/08/13	America/Port_of_Spain	10.66668	-61.51889	Port of Spain	excellent
2018/11/09	Europe/Paris	50.75	2.25	Saint-Omer	accep
2019/05/30	Africa/Lagos	7.6	4.18333	Olupona	good
2016-12-14	Europe/Madrid	40.42386	-3.53261	San Fernando de Henares	building
2020-10-16	America/New_York	41.55838	-81.56929	Collinwood	maintenance
2018-10-31	Asia/Aqtobe	47.83333	59.6	Shalqar	accep
2021/04/06	America/Santiago	-32.45242	-71.23106	La Ligua	maintenance
2022/09/25	Asia/Bishkek	40.93333	73	Jalal-Abad	building
04/06/2020, 00:00:00	Africa/Casablanca	33.92866	-6.90656	Temara	average
07 Jul 2015	Asia/Kolkata	11.00599	77.5609	Kangayam	good
04 Jul 2021	America/New_York	27.71809	-82.35176	Sun City Center	excellent
2015-09-23	Europe/Moscow	55.63711	37.38115	Solntsevo	building
10/23/2019, 00:00:00	Asia/Kolkata	9.57046	76.32756	Kalavoor	accep
2013-11-19	America/Sao_Paulo	-21.42917	-45.94722	Alfenas	average
2021-09-24	America/Chicago	41.85059	-87.882	Westchester	average
2016/12/04	Europe/Rome	40.55851	17.80774	Mesagne	good
26 Mar 2016	America/New_York	39.33427	-76.43941	Middle River	building
05/31/2016, 00:00:00	America/Caracas	8.62261	-70.20749	Barinas	average
2016/12/18	Europe/Madrid	38.47917	-1.325	Jumilla	accep
2022/04/15	America/Chicago	42.55308	-87.93341	Pleasant Prairie	building
2017-11-02	America/Toronto	45.43341	-73.86586	Beaconsfield	maintenance
2015-02-22	Asia/Kolkata	24.05979	77.40858	Leteri	maintenance
2015/10/04	America/Managua	13.48082	-86.58208	Somoto	excellent
2022-03-12	America/New_York	43.91452	-69.96533	Brunswick	good
2020/08/10	Asia/Jakarta	-7.73379	113.69785	Besuki	good
12/24/2018, 00:00:00	Europe/Paris	49.28669	1.00288	Elbeuf	average
2013-04-09	Europe/Kiev	45.99194	29.41824	Artsyz	good
10/11/2013, 00:00:00	Europe/London	51.84819	1.26738	Walton-on-the-Naze	accep
2019/12/09	Asia/Kolkata	27.9247	78.40102	Chharra	excellent
2015/04/02	America/Chicago	34.25807	-88.70464	Tupelo	average
04/18/2021, 00:00:00	Europe/Minsk	53.5942	25.8191	Novogrudok	building
10/04/2020, 00:00:00	America/Sao_Paulo	-29.2975	-51.50361	Carlos Barbosa	good
08/29/2018, 00:00:00	America/New_York	39.32288	-76.72803	Woodlawn	good
2015-09-11	America/New_York	28.90054	-81.26367	Deltona	excellent
2017-03-02	Europe/London	50.76306	-1.29772	Cowes	good
2018/11/28	America/Chicago	33.45122	-86.99666	Hueytown	excellent
