PRES	PM10	PAHs	PM2.5	O3	Pb	warning	NH3	CO	SO2	longitude	CH4	NOx	CFCs	H2CO	TEMP	C2H3NO5	latitude
1103.33639	9.66952	6.60866	5.72258	6.99002	78.75182	0.00000	5.88056	9.09081	7.12515	14.30935	8.34797	5.61047	50.85712	41.81147	21.51630	23.77856	40.92298
1087.40614	6.86336	7.86688	6.17371	10.21187	52.18451	1.00000	6.47684	6.74718	6.95428	14.39024	6.67497	8.42126	80.05615	53.95449	13.94846	2.82785	42.22718
1150.32841	5.65804	4.40598	6.43211	9.15410	74.69709	1.00000	3.26930	1.73040	7.87164	33.72798	9.27376	8.64420	49.76786	53.26884	16.17403	2.74320	53.53395
1110.92759	6.12880	4.68703	7.26254	4.74063	62.46215	1.00000	3.74661	12.61074	7.80358	76.32756	5.69660	7.95775	69.93818	46.68708	34.61927	1.50269	9.57046
1128.75602	8.49008	8.47313	7.51532	5.72197	58.91901	0.00000	6.15244	4.61586	7.07505	77.0202	9.35596	6.28404	46.56232	35.20988	5.90504	8.00333	43.41949
1094.30332	6.62933	8.99137	6.35494	10.10165	47.80663	1.00000	8.72646	7.98926	8.44118	-2.98884	11.11339	7.36445	41.99003	59.96231	23.96056	4.15972	43.32686
1192.90454	6.87966	7.32126	8.23591	8.63169	58.49239	1.00000	7.18018	8.20588	7.72983	-100.44843	8.38969	8.13537	46.45042	67.67195	7.09310	2.94946	20.74122
1065.03859	6.89091	8.10692	8.07454	5.28818	55.04216	1.00000	9.86081	10.17306	9.67956	-48.29694	8.33249	9.35416	69.83861	44.95194	13.21857	3.32720	-20.87306
1177.50907	6.86610	6.27321	7.94175	8.21400	51.47943	1.00000	6.00136	6.06699		79.41727	9.50113	8.63426	31.53288	53.37690	-2.09720	3.93510	12.25282
1099.26716	7.68908	5.86743	6.35475	8.56561	68.67211	1.00000	5.00507	9.50419	9.26768	-72.97261	7.80053	7.67143	37.49817	34.93030	31.01023	5.88337	43.61062
1128.81670	7.25802	5.80631	7.18089	7.28082	61.05182	1.00000	4.27194	4.00278	6.24019	-117.79394	10.92385	9.81180	67.51201	52.33118	9.91344	3.67943	33.76446
1169.01547	7.62810	8.05010	7.46643	5.16577	56.45259	0.00000	6.59215	7.39288	7.21322	168.31366	9.55932	8.86958	57.59918	38.48546	2.54517	5.36839	-17.73648
1182.18575	6.09871	8.84365	9.95575	7.49364	70.68103	0.00000	3.71781	4.21771	8.61982	8.86704	12.72106	9.15982	60.05304	38.85966	11.28180	2.36273	50.23805
1089.14049	7.35688	8.62004	5.63285	7.44001	52.80288	0.00000	6.59877	8.22565	9.12118	2.18967	7.89486	5.58492	61.35269	58.47889	5.87165	4.00698	48.8765
1193.58128	5.79913	12.47772	7.29513	7.35844	60.74842	0.00000	10.28621	11.97109	5.62543	-122.38731	10.59609	6.59358	56.03854	40.01961	18.80319	1.58443	45.53929
1124.56251	7.81867	5.30789	6.91384	5.86698	62.27024	1.00000	3.88872	5.32997	7.41978	-95.63079	9.55373	10.73010	58.59845	52.65330	2.41721	5.36821	31.76212
1106.38875	9.06616	7.94203	7.83089	5.48132	62.74093	0.00000	5.19721	5.86794	5.80523	12.16179	9.97205	10.89031	56.78464	51.71097	12.81455	14.59984	48.52961
1094.36374	6.46330	8.15433	6.53719	5.11418	88.27839	0.00000	9.41925	11.28197	6.09716	-3.53261	8.66437	8.58980	41.01912	58.39162	19.89749	2.66143	40.42386
1133.01744	8.64510	3.40066	7.47259	9.25544	69.16328	1.00000	4.62831	9.62784	8.19786	0.75	7.51587	9.61823	61.73048	53.02103	17.77429	10.19956	52.41667
1172.20175	8.29104	7.70987	7.25576	5.15538	52.69548	0.00000	6.71229	9.39448	7.03921	51.49621	8.41558	8.33443	57.60331	50.66668	-1.75895	8.53728	36.64852
1152.59704	7.21758	7.80443	6.75410	7.10361	53.78803	0.00000	6.62451	8.16261	8.71291	33	6.46000	7.07070	62.39471	28.56117	12.96015	4.03212	-2.68333
1105.76417	8.41922	8.04738	5.58562	8.68582	60.94451	1.00000	6.76893	8.43931	7.11444	2.29275	8.92610	8.52930	45.66621	76.44119	16.79857	7.92819	48.79325
1178.29087	6.03357	4.95847	7.14507	7.85483	56.90147	1.00000	4.97099	8.95938	6.92692	-116.37697	6.24396	10.61318	28.62865	66.77459	27.18640	2.02990	33.72255
1152.27070	7.07339	12.52197	6.16011	7.94317	54.29119	0.00000	11.82742	9.40601	8.12915	-116.97725	11.03584	7.16153	50.99628	48.78566	17.89149	3.33843	33.92946
1077.97340	5.88975	5.49580	8.27780	7.70366	55.43764	1.00000	4.88902	4.88577	5.83341	86.59509	9.02785	9.34936	29.80571	37.81615	14.01128	2.76943	26.11527
1178.23914	8.11182	7.60113	6.63398	5.67204	64.69034	1.00000	8.37537	9.41962	6.76900	9.02596	8.28670	8.63193	34.60879	60.41039	24.64966	5.90272	48.21644
1197.80233	8.28040	9.75649	6.20753	8.08455	52.08364	0.00000	12.32370	7.58873	6.64512	-4.1	11.50017	5.82639	66.42594	68.25757	17.67441	7.52993	48
1170.86348	7.46529	5.33200	8.97313	9.93711	44.97185	1.00000	6.95249	5.18285	5.23007	-87.66561	8.06543	7.20454	49.87927	70.70433	16.45298	4.16838	41.8542
1141.88342	8.52311	4.84664	7.05630	11.20462	33.83130	1.00000	4.70410	9.21592	7.71302	98.50893	6.36760	11.43608	54.16691	63.70073	23.86793	9.02104	16.68911
1139.54978	8.42945	6.98293	6.97242	9.69600	59.87334	1.00000	8.40756	9.55050	7.83155	7.11393	6.83180	7.61655	55.00453	55.42185	19.17059	7.95980	51.08468
1059.99960	7.52724	6.48839	8.78176	7.50554	58.99858	0.00000	4.17440	7.75816	7.68995	11.32903	5.94751	9.49936	51.25218	61.27553	7.13841	2.97579	50.9803
1105.03032	8.31281	5.56519	8.90223	10.13780	75.34209	1.00000	7.37798	4.67798	6.10842	35.34722	9.62501	6.53251	39.03104	73.37752	33.73405	6.38909	-23.85972
1161.41750	8.31532	7.52677	6.77241	6.32902	41.88493	0.00000	4.58207	5.85128	7.70042	-51.50361	9.01797	9.96962	44.91405	43.94545	21.42952	9.53329	-29.2975
1076.07092	6.03135	7.27569	6.82178	11.24094	52.99312	1.00000	7.83161	5.15019	7.79944	26.01649	10.74279	6.18828	74.28710	60.59778	22.98877	1.45538	44.43579
1136.83311	6.22879	6.10762	8.81092	3.88928	72.83309	0.00000	6.15265	9.36262	7.39459	5.74861	6.57978	10.67512	33.47442	47.06351	7.99314	2.49513	52.71083
1134.00093	8.71352	5.80167	6.96548	13.64893	55.55167	1.00000	6.58460	6.81469	5.87119	73.85535	5.70082	11.66313	72.46575	43.88034	7.80599	11.01453	18.51957
1178.65818	7.59794	10.02293	6.99475	6.51010	40.05519	0.00000	6.99301	4.97664	4.73683	-8.53778	8.07676	6.24514	65.88060	32.08450	17.61026	6.20773	7.57944
1116.20497	7.18937	5.62825	7.24439	7.69442	70.83517	0.00000	3.08651	6.39749	9.21584	-79.62603	11.52651	7.88067	48.85457	64.03772	16.16752	2.64087	8.88988
1107.43076	7.17775	7.33453	6.14459	8.94290	34.68215	1.00000	3.78268		7.70395	4.69889	9.12106	9.11280	55.05841	24.34609	24.34788	2.86384	50.56149
1191.63340	7.49833	6.65362	7.17996	9.16681	56.86531	1.00000	7.40746	7.84244	7.44523	25.8191	7.76197	8.97512	44.21463	45.38629	14.08928	4.19657	53.5942
1113.93834	7.95599	8.68053	7.73830	10.67591	67.46514	1.00000	6.54873	7.54878	5.99733	-81.56929	9.30661	7.43428	71.05321	50.27896	5.79823	4.76560	41.55838
1163.82010	7.10474	6.96202	9.26400	5.92663	78.07191	0.00000	7.64402	4.43646	7.55652	8.2926	5.81543	11.78831	58.29209	68.25795	-11.97807	2.99023	9.58126
1163.97711	8.16663	6.90872	7.88694	8.19929	75.49969	1.00000	7.09868	9.00849	7.81258	29.65806	7.73943	8.87075	58.40714	58.88355	19.43240	7.41153	-4.83
1128.10065	7.95524	4.01937	6.83622	6.83267	44.79032	0.00000	6.77882	5.84563	6.48413	-81.56929	8.32063	9.34652	34.16305	23.73747	23.49395	5.71609	41.55838
1116.92939	8.54102	4.73748	6.58900	6.76125	61.95562	0.00000	4.24856	9.47434	6.68846	17.8031	8.59620	8.39027	38.70206	49.99158	28.05093	9.04904	48.43174
1077.65486	6.40937	8.87853	5.11437	5.68445	71.30275	0.00000	5.87007	9.23067	7.45271	-4.21376	8.70481	7.73912	64.25780	47.96719	10.51304	1.96687	55.82885
1188.92052	9.95895	9.57375	6.38825	4.72402	51.95683	0.00000	7.91409	6.27293	6.15040	127.08472	9.17083	7.00902	68.64239	61.17668	16.14454	31.09577	36.20389
1196.08545	7.79258	7.11294	4.85859	8.69460	63.00442	1.00000	4.21153	8.34381	7.57128	13.58357	5.43109	9.41690	38.10144	40.00066	17.42278	4.89387	-1.63333
1061.11392	7.83850	5.22655	8.18734	7.47421	62.03410	1.00000	5.41075	10.36886	8.70917	37.49338	6.14194	8.41306	17.44729	36.80970	-2.91625	4.64417	55.62047
1134.57523	7.07078	5.51751	7.30411	6.08467	46.81259	1.00000	4.23453	9.99231	8.31224	-122.39168	8.72911	7.61939	48.12029	41.11088	20.45875	3.86361	40.58654
1091.55958	7.35678	7.44619	5.55847	8.61694	54.40435	1.00000	5.95697	7.85653	6.73838	-74.26419	6.65410	6.92235	35.49289	55.38458	18.88109	4.33804	4.73245
1169.17271	7.78641	4.47428	6.40902	10.29052	47.60413	1.00000	5.14104		9.38573	-59.13316	6.23229	11.54564	42.39000	61.07573	4.94576	4.88481	-37.32167
1051.61818	6.88925	10.52389	8.88193	5.42849	33.48081	0.00000	7.92824	7.44433	7.80865	4.21372	8.44488	9.21645	57.62204	49.06629	9.86987	3.77108	51.12794
1090.86767	5.73678	4.13847	7.72057	10.11925	44.45906	1.00000	3.66650	11.12161	7.09624	-122.86705	5.48741	11.32351	39.06349	61.83644	15.34724	2.58491	45.49428
1071.22307	8.81674	7.29209	6.81574	7.48556	25.27202	1.00000	5.20419	10.30575	7.81457	-111.90466	5.74724	7.95216	63.81779	43.49774	25.30629	11.77841	40.34912
1190.28911	6.14922	9.06631	7.52287	5.65152	35.63964	0.00000	7.26460	5.73879	7.17999	71.21169	11.11325	4.62000	57.46365	35.88552	28.34601	2.51823	21.59983
1078.45007	5.88788	5.94454	7.72738	9.34521	38.77118	1.00000	7.07409	6.71951	6.50155	100.04427	8.00191	7.72478	34.76198	49.41096	-1.42865	2.69988	13.8196
1194.49591	5.58223	8.19831	8.36764	6.95976	55.20244	1.00000	6.40385	7.87402	7.11750	-1.60452	7.96838	5.38083	60.31496	53.09658	23.50112	3.28694	42.06166
1162.05895	8.80311	7.69698	7.95577	5.44042	49.80600	0.00000	7.29285	8.83402	7.42638	5.4384	9.48613	7.56078	46.97489	40.36347	22.16730	11.18130	43.2907
1138.10403	6.42189	8.12135	7.91229	8.13263	47.88054	1.00000	4.43017	7.57629	6.73293	-72.09391	9.09462	9.53515	74.56466	52.29494	11.52316	1.15099	18.65297
1176.82767	6.88471	10.63319	5.48216	6.72653	58.29853	0.00000	10.28508	8.62890	7.30037	-156.47432	8.66232	9.28847	46.62030	61.48195	8.27629	3.19538	20.88953
1108.45720	6.33393	8.04276	6.94763	8.48656	47.21964	1.00000	7.31619	7.78844	6.34902	137.02166	10.40548	8.42991	49.89788	53.46253	13.59134	2.96194	35.48199
1171.24016	5.89876	7.49070	8.27000	8.93605	54.15189	1.00000	4.39629	5.62515	7.60566	4.92235	9.87176	9.77333	33.78242	61.29883	16.23880	2.90440	7.65649
1173.70546	7.33750	6.72262	5.15415	9.08397	79.54938	1.00000	3.97257	7.61596	6.86869	85.83334	5.59652	9.56058	62.96607	37.13529	20.89827	3.79440	20.88197
1128.92059	9.59302	10.21935	6.84638	5.86322	66.65520	0.00000	7.97681	8.77456	6.51023	-98.15529	8.34292	9.28617	76.25171	39.16503	17.45849	22.06490	26.18924
1133.92271	7.33830	10.19022	6.38768	6.83454		0.00000	5.01848	4.49096	7.54358	85.4265	8.99424	10.49234	34.43053	31.48462	6.36766	3.51212	55.8736
1054.88363	8.36214	5.75228	7.19224	7.79762	67.63200	1.00000	7.20258	6.72522	7.92190	78.14797	9.01480	9.34257	30.96395	54.59197	9.74042	7.43941	15.45144
1084.40635	8.69995	8.49393	6.73457	5.59310	61.63801	0.00000	7.10968	6.05512	6.37552	-82.07842	10.46563	5.36175	31.24019	72.11364	8.53436	8.70106	26.91756
1115.39219	6.11915	5.85076	6.99907	9.28280	70.52723	0.00000	6.42377	6.60162	8.19448	-90.10674	6.69433	9.77785	47.78685	56.98368	14.21794	3.69189	29.84576
1090.89309	8.56831	7.03598	8.28028	9.11671	47.86785	1.00000	6.35013	6.25415	8.28494	-84.13722	10.01829	9.13993	55.66337	47.84746	15.19621	9.47365	9.92787
1085.48330	6.58645	4.47816	5.61715	8.45822	55.59021	1.00000	6.62924	3.70479	7.48275	-77.03116	10.37754	8.26610	70.34988	27.58003	16.90900	2.85186	3.8801
1108.44889	6.94941	8.50823	7.61205	5.77413	48.60140	0.00000	6.14329	6.45145	6.64395	113.13148	7.87351	9.98778	35.54440	79.95889	26.18727	4.86703	23.02677
1061.00457	7.78031	6.11307	7.50978	8.09157	71.54899	1.00000	4.15970	4.68211	8.55660	67.84222	9.64735	8.99998	41.72916	71.02018	35.14230	6.08371	40.11583
1128.42355	7.10927	3.56112	7.67914	8.62319		1.00000	3.99824	2.25470	6.51459	71.52847	8.33509	8.89646	58.72060	69.75418	13.56886	3.21762	32.57756
1077.63283	7.69781	10.96888	8.43381	4.78027	64.73938	0.00000	8.19026	5.34080	7.09209	74.85849	8.58381	7.82144	64.59501	68.50470	4.53705	5.52741	31.28092
1170.17457	9.01957	7.42250	7.55529	6.08078	42.07151	0.00000	4.82948	6.22931	6.18398	8.62118	8.09469	10.57141	38.27668	39.45420	-4.91528	13.23985	45.44694
1087.50439	7.10183	10.99194	7.68420	5.54225	53.58578	0.00000	8.07033	12.50763	8.40410	35.34722	7.88018	9.33359	34.34748	70.52281	0.53684	4.06582	-23.85972
1073.25672	8.41106	9.68950	7.98703	6.45055	63.77695	0.00000	6.09757	3.09363	7.44062	42.7125	7.41642	6.83088	83.14063	51.61089	37.04547	7.59795	11.15583
1167.04460	6.87259	9.67874	9.06580	9.30755	62.27178	1.00000	12.13312	9.55765	8.14492	-117.23991	13.92229	7.78153	50.06006	70.12379	29.91254	2.49043	47.64995
1098.18208	7.58003	4.73737	6.32089	8.13601	54.76190	1.00000	5.90027	5.33931	7.31387	-76.88442	8.00597	8.07764	29.04830	78.83422	10.67959	4.50611	40.2737
1103.62057	8.96833	10.15792	6.14418	6.17625	48.93996	0.00000	5.43489	2.64607	8.26904	-104.22884	10.41915	9.09405	49.63731	46.22817	10.25784	12.57891	32.42067
1072.19413	7.29261	7.14627	7.22834	9.23361	63.57113	1.00000	2.23748	5.93038	5.86200	91.61356	6.65681	9.61526	47.99114	51.33525	8.75887	4.02122	26.44931
1173.15302	4.69926	6.62525	7.46723	7.98889	54.66562	1.00000	3.17438	3.51103	8.80904	-120.45794	10.85559	9.45017	61.02612	44.97261	13.77099	2.13476	34.63915
1132.83061	6.72237	6.22158	5.52435	8.80523	41.44188	1.00000	4.49124	6.49660	7.96551	-87.66561	7.04243	9.19904	51.71628	49.51876	21.63913	2.45792	41.8542
1151.50714	7.66558	9.28231	8.76480	7.55123	55.33466	0.00000	10.06741	7.02823	6.68530	27.25	12.17496	4.73456	57.52499	56.19879	33.36748	5.78404	42.7
1155.06503	8.18218	7.32072	8.63328	6.71411	59.20303	1.00000	7.41356	8.33537	6.78716	74.12286	6.09221	5.52952	56.75437	51.82833	7.69357	7.22824	30.76468
1096.82856	6.52448	9.12333	6.82944	5.21728	60.23953	0.00000	7.68988	5.83776	9.22333	4.08282	6.18806	7.58316	49.81655	46.57383	3.59516	2.30715	36.61954
1166.07342	7.13381	5.72972	7.90903	8.52272	71.12016	1.00000	5.74891	4.10491	7.26940	33.34864	10.31232	8.70025	39.71692	42.27644	-3.59376	4.41332	46.75451
1111.16361	8.08916	5.93907	4.86364	10.07520	58.13167	1.00000	6.06158	3.61914	9.08669	-117.54866	10.45842	8.00211	51.81189	58.37577	29.80045	5.97212	33.93113
1161.34349	7.07701	9.60358	7.66777	6.41432	68.58556	0.00000	6.56432	8.13370	8.15531	35.34722	8.97602	7.71088	45.70168	41.75579	12.91316	2.98980	-23.85972
1104.97952	6.48035	5.59504	7.47215	7.45726	73.24323	1.00000	6.10502	7.95761	9.47355	-76.70944	6.32508	8.74350	57.10729	26.18683	35.21282	2.41956	-11.94306
1129.95732	7.45947	10.14295	7.57652	6.25989	54.29489	0.00000	7.21216	5.73975	7.30111	31.3237	7.01439	7.08588	59.19271	46.12091	39.02807	4.38223	52.4089
1112.04536	8.63933	7.02401	7.31080	6.90783	56.68397	1.00000	5.24546	10.12270	7.28162	-1.29772	6.86734	7.03214	50.95216	46.78122	23.76222	9.01841	50.76306
1127.50022	8.78763	8.84450	8.65751	6.36097	61.83598	0.00000	10.58358	9.25883	6.83099	3.55665	7.69541	9.74937	60.52753	46.89169	6.87076	10.32696	36.72544
1143.27082	6.81216	5.89357	9.70363	9.02092	58.37599	1.00000	7.72944	3.75156	6.61544	10.03988	12.48497	8.20004	61.61082	66.08319	13.11115	3.50211	53.6052
1144.11107	8.38067	10.78567	6.85047	6.69311	59.62537	0.00000	8.15558	10.13843	8.28177	47.3799	9.44119	7.62039	43.57956	44.37481	2.98713	7.38214	33.14447
1143.09235	6.12262	3.88541	8.59460	8.99093	51.12490	1.00000	4.32022	9.61772	7.12560	4.25633	7.24458	9.56400	63.96182	24.27301	12.93755	3.01049	51.21187
1070.69890	6.56443	6.21609	7.66578	5.95811	62.23129	1.00000	4.40288	10.17861	7.25232	73.38333	8.55950	6.76206	46.50278	48.68578	24.54398	2.70418	31.71667
1080.85414	4.65569	5.91429	6.50238	10.52505	58.97544	1.00000	6.59625	6.31750	6.48286	16.86194	6.14130	10.18746	32.93502	52.12245	6.51465	2.53279	54.58048
1138.97916	5.46416	6.61853	7.96678	5.60718	57.85618	0.00000	7.06095	8.07186	7.23697	-81.38758	10.04102	6.17467	30.20388	55.62425	6.65360	2.66241	30.17746
1147.86239	8.97767	7.73065	5.22058	7.11406	36.61439	0.00000	10.33929	7.68236	8.18238	79.87116	11.70629	5.06040	59.94916	50.47514	32.60479	12.20329	6.84019
1052.95041	8.70275	6.05714	7.22695	8.76272	41.79437	1.00000	4.06817	10.66203	8.37107	-82.07842	7.43967	7.53542	68.61361	65.31205	8.32665	9.21536	26.91756
1173.00378	7.19590	3.34478	7.62877	7.42857	35.39383	1.00000	6.13826	3.26487	6.68082	-88.3162	9.46780	8.55074	47.74255	58.41868	25.95756	3.17627	42.24113
1064.65135	7.50566	9.99509	6.66662	6.95962	55.07797	0.00000	5.97122	3.87977		-13.68778	11.53191	5.39295	73.47520	35.35892	12.38573	4.83263	9.535
1152.27824	7.04812	10.97301	7.23238	5.28746	41.60316	0.00000	7.08817	3.92493	6.93455	-1.29772	7.87284	8.73049	45.56377	65.55223	9.10627	3.80617	50.76306
1096.75529	6.34112	6.15493	9.11079	8.13553	66.51491		7.30872	7.73120	8.09543	51.67462	8.46202	9.20887	55.73364	59.25544	19.86043	2.08789	32.65246
1178.46280	7.74522	5.58280	8.08944	9.12641	50.59012	1.00000	6.50882	8.85192	7.78554	86.51499	5.86621	8.29931	56.82389	45.99522	12.82923	5.56858	23.1959
1170.42501	7.51959	6.61384	4.13601	7.66745	43.24134	1.00000	3.31952	4.97439	8.09137	-1.05366	9.40027	9.81569	60.23907	54.28048	-2.07232	4.83562	43.71032
1096.62214	5.86525	6.27249	7.73620	10.25499	29.90979	1.00000	7.42166	7.65623	8.08849	-74.38987	4.32697	9.91832	84.17764	49.63887	33.28839	3.08958	40.65538
1087.16070	7.67159	7.57701	7.46458	5.84850	57.75371	0.00000	10.36118	9.13092	7.06002	73.85535	8.49546	9.06667	32.41878	42.45833	18.45926	5.34118	18.51957
1156.12536	7.96691	4.89220	7.27922	8.84085	71.23071	1.00000	5.97463	2.53722	7.60768	-59.13316	11.21596	7.97494	56.55924	56.42033	18.23826	6.31811	-37.32167
1127.27204	5.90874	5.68833	7.99781	4.71405	86.92973	0.00000	5.28479	6.96147	7.64214	-87.71255	8.05559	9.03064	56.86061	49.60118	30.81244	2.39146	41.84364
1192.69633	9.27997	8.74659	8.92796	7.10922	57.71318	0.00000	9.80490	7.43561	6.80448	-81.79819	9.96811	7.08965	41.94931	63.24597	15.16527	16.13068	41.48199
1128.61547	7.40758	7.51280	7.71695	5.33459	74.41029	0.00000	6.54162	8.10341	6.10846	107.60389	9.00776	7.86942	27.01579	64.92798	5.99212	4.70637	-7.01833
1098.07729	7.63757	10.79995	8.21698	8.46645	55.41135	1.00000	9.47176	4.73629	6.76367	0.30367	6.82040	4.01546	40.53730	45.51050	21.48469	4.02473	51.38673
1050.46431	8.36538	4.76236	6.47135	7.78873	44.42622	1.00000	4.70630	5.76826	7.36924	-93.75018	6.93478	8.66716	58.88678	52.87892	19.36067	8.57813	32.52515
1076.42799	5.66712	5.79670	5.87812	9.78209	32.62820	1.00000	5.00807	3.65091	5.84862	-8.53778	9.64529	8.17891	62.77699	54.97919	19.07408	3.09548	7.57944
1051.55382	6.58532	5.73675	6.43910	8.04164	49.39591	1.00000	4.46975	9.53685	6.87133	26.97253	6.90120	9.90426	48.37454	50.63927	4.10351	2.08000	49.65186
1137.74261	7.84933	9.76218	6.25629	7.01615	48.26571	0.00000	5.94837	6.63104	9.85275	1.15597	8.61590	8.58201	84.19896	63.56202	18.39399	4.10296	51.78967
1066.43378	6.74853	5.30876	7.79589	7.10147	58.86145	1.00000	3.60545	4.78353	7.57546	-122.86705	8.49118	9.59162	45.82880	39.58722	16.87181	2.99643	45.49428
1177.79124	8.80526	9.99339	8.59512	7.30443	57.90607	0.00000	4.70887	5.46756	6.84717	-79.59415	7.84646	11.13252	61.41366	47.88039	22.86959	11.18568	-2.13404
1094.66539	5.74094	6.89460	8.68721	8.00517	46.21699	1.00000	5.09201	7.10519	6.29855	-103.42897	8.08967	9.74978	55.94217	73.22268	29.99833	3.27794	20.28527
1064.85805	8.63191	8.03416	7.75844	8.55145	42.09572	1.00000	6.71554	5.89981	7.13442	-61.51889	7.95311	7.39390	35.38300	28.51181	31.39499	9.33575	10.66668
1109.35869	6.04432	7.69014	7.30396	5.38356	31.64980	0.00000	9.61302	9.94940	6.75358	76.32756	7.37026	9.96734	55.73163	49.06054	5.67873	3.64289	9.57046
1123.17158	7.29667	8.06339	8.03669	7.11666	66.06849	0.00000	5.42799	8.38467	7.31774	136.84186	4.93149	10.97169	32.62022	54.26325	0.90735	3.48560	34.4833
1158.58244	7.01005	10.54691	7.78339	6.44784	53.01301	0.00000	8.37416	11.44385	7.86971	8.64409	9.10135	7.38623	19.19554	71.55670	33.06352	2.85355	48.07667
1185.55449	7.15018	4.26112	5.92380	7.16680	50.72224	1.00000	4.98843	4.76369	7.24636	102.56365	8.04885	9.45913	41.59495	82.15358	26.64346	3.55588	13.65805
1115.37152	7.60292	4.83278	6.47926	8.03927	37.44555	1.00000	6.57751	8.87750	6.70032	-156.47432	4.57400	9.21021	77.08323	49.28634	-15.82331	4.45929	20.88953
1092.79980	7.93945	5.88812	6.57571	3.91036	48.69559	1.00000	6.06192	8.76699	7.41893	35.59642	6.79947	6.04158	48.50995	21.73495	9.04226	6.54968	3.11988
1173.11085	7.80979	7.45541	7.07690	7.81529	76.16636	1.00000	5.59953	8.68539	7.63112	117.27583	7.85158	6.79880	54.06806	54.16661	14.48971	4.51759	35.64889
1086.42330	6.95053	9.85008	6.43426	5.91314	52.00309	0.00000	7.58960	6.87070	6.15303	-122.86705	8.42239	6.91262	59.37366	69.36324	9.17356	3.72095	45.49428
1122.19609	7.11473	9.48842	8.74745	7.55073	68.07844	0.00000	12.24833	9.86536	7.19016	-41.45861	11.58747	5.67968	54.50677	54.18788	13.60579	3.83241	-4.42472
1169.67826	8.16770	7.96520	8.12654	6.12888	56.18362	0.00000	5.65914	6.38798	7.03292	-58.38341	8.48484	8.64271	60.08746	62.11354	22.85790	6.00171	-34.64966
1129.69645	6.79076	6.01926	6.34938	8.61791	58.48791	1.00000	4.62345	9.11847	6.13187	152.70493	8.00191	9.05143	43.45762	46.74302	-15.54095	3.21965	-25.54073
1140.30073	7.94905	7.79560	8.99092	5.81049	62.06536	0.00000	8.73094	7.10258	7.25048	-3.05814	7.17823	10.45989	48.77878	62.24311	7.83535	4.83136	53.00974
1071.09998	8.50540	10.50352	7.45756	6.33434	69.24430	0.00000	8.33920	9.77754	8.50438	-91.77127	8.30036	8.97183	72.25006	51.58015	16.70010	9.31174	37.95143
1087.30766	9.17400	7.02822	8.79058	6.82572	51.53598	0.00000	3.63109	5.97558	8.25477	3.16667	8.61554	11.19742	45.72562	58.03801	10.65296	14.47606	50.8
1072.12106	6.17063	4.82014	6.28153	9.54731	64.00138	1.00000	5.66283	6.38854	7.79340	19.61222	8.55323	9.13292	84.78692	35.94361	19.27324	2.82764	44.97639
1096.36529	6.85401	8.42622	8.83606	6.63221	87.86859	0.00000	4.46238	6.15582	8.87509	-69.96533	8.00676	11.86234	41.55045	46.81744	25.19214	3.68576	43.91452
1056.52598	6.30248	7.99528	8.74790	9.37401	54.45230	1.00000	9.03706	6.60550	6.77128	-60.47389	11.97410	7.53222	65.61862	57.72181	26.99220	2.67174	-34.64167
1145.00439	7.18475	8.80975	7.72780	9.27725	71.83548	1.00000	5.98547	7.96423	5.90741	-0.74934	8.74364	8.09180	43.17121	26.89502	2.71061	4.40792	51.62907
1071.40172	7.05412	3.42568	7.98103	8.13412	58.55809	1.00000	5.22156	3.68217	8.46705	103.6032	8.01460	8.85036	58.00106	71.11530	16.53812	2.57115	1.6561
1093.00715	6.46927	5.90377	9.64796	8.21846	64.54212	1.00000	4.58972	9.96019	5.65215	-73.26022	6.03255	10.07338	70.37452	34.29357	1.41123	3.18965	6.46838
1131.86211	7.22340	5.58022	5.83049	7.24488	61.26219	0.00000	5.85368	8.83953	5.29500	27.06365	6.77154	8.44735	50.01390	23.53884	24.71986	3.17354	50.18545
1155.59362	6.90443	9.79482	6.85515	7.65545	42.89986	0.00000	9.46276	6.67886	5.34851	99.95469	9.13332	7.61549	48.04697	42.97512	6.97175	2.46046	13.51825
1067.71567	6.91184	3.64003	6.53455	7.79294	61.48079	1.00000	5.54419	8.00147	5.69357	100.48528	7.46361	8.50381	66.78718	61.98529	30.14810	2.81663	14.37395
1140.19978	7.61763	6.60379	7.77519	8.33688	51.06041	1.00000	4.28355	5.54834	6.46364	83.97573	8.32412	9.03079	42.68326	46.42687	14.88522	6.00867	21.46527
1111.89494	6.51940	3.25575	6.73969	8.77419	50.25330	1.00000	6.95191	3.57301	7.96405	-1.99421	8.87482	8.64218	51.08356	58.95041	22.26119	2.73317	51.35084
1182.76299	7.81160	6.74590	6.75456	8.49368	38.09734	1.00000	7.53558	6.49451	6.23389	77.24779	10.36343	9.22353	52.13772	43.07947	3.23321	4.72421	10.58806
1148.73508	6.66678	6.47646	6.58546	6.71269	41.52545	0.00000	5.04108	6.55128	8.10510	-93.263	8.11731	7.29660	35.66943	53.76829	20.54708	3.37414	45.0408
1196.77630	7.17707	1.58824	9.64162	7.69500	39.50530	1.00000	3.56130	12.28740	6.44795	2.08333	5.94241	9.98409	60.30844	44.70609	2.14111	4.65733	48.86667
1117.99191	7.77589	7.55924	7.60596	3.75669	60.55384	0.00000	6.82503	10.86239	8.20000	-3.05	8.15203	9.36342	53.01734	50.54517	19.42681	5.35801	53.81667
