Pb	PM10	O3	PRES	NH3	TEMP	CO	PAHs	CH4	CFCs	H2CO	warning	PM2.5	longitude	C2H3NO5	SO2	latitude	NOx
49.16735	6.53043	8.29141	1158.69815	7.46072	22.01153	5.62504	6.77929	6.24182	70.64579	60.50983	1.00000	5.56206	2.44892	0.14353	6.32221	48.98693	3.07950
34.12662	10.72191	5.96369	1185.24833	6.31898	21.14575	7.03428	6.98845	7.82542	75.07866	20.03828	1.00000	5.65117	144.09638	2.59636	6.70678	43.82634	7.51284
44.93480	6.39403	7.56564	1121.88801	8.49891	24.92540	5.38889	5.52445	4.95862	57.06640	57.17712	1.00000	9.14968	116.10146	0.12634	7.37905	5.90702	5.49405
28.66834	5.80051	6.62801	1198.96981	6.27612	18.03574	4.44971	7.45671	6.98791	54.26603	52.00996	1.00000	4.77245	-79.62098	0.10031	6.87948	9.15093	4.55227
37.13427	8.79275	8.12402	1063.23686	9.77205	22.90251	8.76767	6.54891	8.07518	58.74112	44.16117	0.00000	6.51436	-73.86586	0.49363	7.49232	45.43341	5.83919
39.79998	9.29820	6.26594	1112.91802	7.10910	14.02186	8.60284	6.20400	8.30319	54.66112	62.01471	0.00000	6.10001	-85.43772	0.73333	7.76338	10.63504	2.86229
46.61858	6.50296	6.99655	1127.26746	7.15759	12.95858	7.93195	7.35778	6.25101	65.42924	54.32035	0.00000	5.53323	-48.29694	0.10867	6.96617	-20.87306	4.15871
35.82336	5.62209	7.64922	1089.79596	9.21017	19.99671	5.68559	7.85135	7.34803	77.51792	43.34637	1.00000	8.57061	-3.59625	0.14965	6.43374	5.27247	5.09338
66.66264	7.09880	7.39217	1103.00215	5.58649	25.17792	3.69547	8.17997	7.52138	57.53860	40.42632	1.00000	4.08192	38.16694	0.20253	7.02153	54.84444	5.64847
38.84623	8.27742	5.36435	1198.08628	6.48190	11.25803	3.34839	5.93440	7.64730	60.47276	60.37997	1.00000	4.38498	-73.26022	0.29888	6.09374	6.46838	4.30409
43.50110	9.29405	6.87434	1092.45580	10.53892	3.25151	5.89735	9.32297	9.36989	53.95992	25.94166	0.00000	10.69348	-97.90308	0.76148	7.94629	31.12406	4.56711
57.58069	4.71440	7.62890	1099.44883	8.01641	13.32449	5.87206	5.86346	6.13310	69.63233	34.78590	1.00000	8.03861	39.85331	0.08600	7.94175	57.30185	6.01312
76.69712	5.83717	6.52537	1177.84058	8.81596	36.24973	5.64483	7.05677	5.60062	72.95170	56.95116	1.00000	9.96871	-120.93549	0.11845	7.00048	37.73604	5.95651
64.77175	7.06111	6.48829	1115.60834	8.94080	7.74658	9.51457	8.01479	8.74536	68.55944	56.87468	0.00000	7.96758	-74.95472	0.17739	6.96540	10.98778	6.60348
38.31218	7.27595	6.71706	1173.81172	9.06064	-3.42176	9.09855	7.29644	8.92801	52.02532	53.19716	0.00000	9.11865	122.08333	0.16012	6.21518	46.08333	6.32150
63.38277	10.35921	7.63338	1120.85535	6.20798	39.35025	5.35457	6.55827	6.95874	63.14465	47.37534	1.00000	5.95533	-25.66689	1.84900	5.78792	37.74615	5.75510
47.44423	8.77850	7.79687	1107.55734	12.10325	8.92732	6.74238	5.47943	11.01660	63.14794	37.05823	0.00000	5.59451	34.37389	0.42814	6.56106	40.1675	5.61351
57.44649	9.98992	6.27241	1067.33319	4.54389	20.97322	6.30276	7.30237	9.58266	73.36855	45.01390	0.00000	6.56607	-1.64295	1.28395	7.14066	42.8139	5.92597
34.66886	8.23221	6.23793	1157.26439	8.43738	6.64145	6.79391	6.25380	8.08850	67.70484	31.99942	0.00000	5.57289	117.4831	0.28576	8.33735	27.34089	2.29505
39.90445	7.48053	8.05210	1129.74365	6.09386	14.09546	4.65008	7.82242	4.87381	66.33730	43.57155	1.00000	7.77536	-120.93549	0.23156	6.90712	37.73604	4.29998
49.84051	9.14447	5.22503	1185.18488	6.81189	25.26011	7.83821	7.89218	6.92304	58.76326	38.54230	0.00000	8.49357	-71.23106	0.59507	8.60075	-32.45242	6.03536
50.50820	7.15762	8.18253	1067.18335	8.17894	22.13592	9.42654	5.54619	7.43274	79.70107	53.42340	0.00000	6.79353	8.62118	0.18797	5.84573	45.44694	6.04541
40.01374	10.59906	7.29859	1089.88685	9.42497	5.72836	7.12107	7.46008	10.86801	69.28771	64.47335	0.00000	5.57286	-95.63079	2.29274	6.34621	31.76212	4.57272
69.37099	6.44763	8.70717	1080.08377	6.16727	26.62786	5.74312	7.85575	5.78097	65.17752	27.96231	0.00000	8.66425	46.04833	0.15554	7.13555	51.40944	5.64282
67.00647	8.05446	6.79393	1103.15979	8.21463	25.62726	10.37066	7.01383	8.22561	61.71387	34.98334	0.00000	6.55862	-104.83192	0.26051	7.30573	39.72943	5.48760
56.74397	8.05115	7.35524	1157.74647	6.05093	22.28700	8.17883	6.90127	6.10378	75.03175	49.37539	0.00000	4.74945	6.8625	0.28403	8.29167	51.47805	5.68300
38.43009	9.39707	7.14650	1089.39665	6.57168	16.63075	4.93091	7.74384	7.27027	56.83309	50.10822	1.00000	5.12609	-71.8023	0.81354	7.10286	42.58342	5.74980
62.51558	6.53796	6.08121	1127.02308	8.19900	13.39003	3.25983	7.24646	5.77937	81.71871	43.35781	1.00000	7.05012	120.97844	0.11590	6.07512	14.8361	2.36760
40.00624	9.16126	5.60043	1055.30376	8.84800	15.45542	7.95217	8.36590	8.98622	69.26876	48.16549	0.00000	10.01611	-95.30106	0.63384	7.16898	32.35126	4.65570
59.33118	7.66243	6.83646	1113.88703	8.50571	15.98585	8.51012	6.82076	8.75492	62.02263	57.12361	0.00000	4.96724	-73.02841	0.20358	6.54917	-36.9256	5.03411
79.45451	8.53716	6.81433	1130.43955	8.53633	0.20140	9.60551	6.18755	7.99095	49.76854	31.32959	0.00000	7.19014	-120.93549	0.34432	7.62717	37.73604	5.93194
61.15898	8.20414	4.74042	1180.70052	5.42655	12.08353	5.99149	8.79367	7.92557	73.54409	45.03227	1.00000	6.46352	-90.10674	0.31927	6.27194	29.84576	4.65007
51.10892	7.78403	8.01722	1147.02452	8.58462	15.42688	7.42860	7.24451	8.00944	77.94295	20.65466	0.00000	6.26403	35.96944	0.26590	6.99554	56.03361	4.84698
52.50268	8.94875	8.08234	1129.42357	3.89651	11.01383	3.49920	6.93670	8.05073	77.70868	42.70116	1.00000	5.28828	39.8302	0.49944	7.53715	64.5635	5.44402
46.76694	4.90191	5.91612	1177.55188	5.23716	5.18781	6.29377	7.32321	8.54730	76.90353	42.09488	1.00000	5.43522	6.61944	0.10985	6.01773	52.57583	5.55903
41.86065	7.78902	6.49512	1097.06555	8.66011	20.39427	5.76216	7.28680	7.46995	59.03400	72.28490	0.00000	3.90430	35.90057	0.21414	6.34069	56.85836	3.46164
65.95896	9.94269	7.55195	1189.04574	3.20583	-4.05182	3.67891	8.73177	9.42802	63.63817	64.76199	1.00000	5.27404	-93.11308	1.24543	6.15454	16.75973	6.55310
46.53013	8.69815	6.05193	1109.39564	7.15481	21.82201	9.10734	6.85701	8.33836	65.64042	51.13282	0.00000	4.58340	41.00817	0.45125	7.83011	38.13708	4.75418
60.61785	8.60344	7.00980	1111.80749	6.62799	14.81797	9.27385	7.15307	6.64830	46.16711	48.17023	0.00000	7.95655	19.61222	0.45055	7.43023	44.97639	6.98818
63.99774	3.90172	7.82716	1152.86530	11.74239	18.50176	5.01160	6.88210	5.90298	75.70776	54.36528	1.00000	10.95231	-117.70755	0.08854	5.28074	33.52253	5.88791
54.79396	7.52498	7.62481	1118.24149	7.04782	13.31065	9.75312	6.60414	7.92638	65.93004	61.77478	0.00000	5.26906	-69.96533	0.25102	7.15198	43.91452	4.25025
33.04527	8.24714	6.01129	1162.37922	7.83515	23.43884	8.22558	7.07147	7.37397	65.44273	41.83559	0.00000	7.44611	7.36027	0.33508	7.62426	51.20219	6.25633
75.33651	9.27841	7.83798	1191.64766	5.48229	6.93898	7.33654	6.52709	4.78533	59.16946	51.39546	0.00000	6.41517	151.08057	0.70261	7.51160	-33.79176	7.90157
34.69423	4.68117	5.83943	1092.13610	7.82245	20.77796	5.46877	7.06906	5.01353	57.23108	61.07132	1.00000	7.06239	-97.92977	0.09975	8.04293	38.06084	5.84409
56.73587	9.63874	4.87346	1131.67513	9.84131	4.65689	7.39819	7.37535	9.36194	64.83131	62.10948	0.00000	11.34903	27.25	0.91946	6.96213	42.7	5.12462
40.90050	7.54176	6.42880	1141.28467	11.33223	2.57435	3.08016	6.83056	8.67037	47.24246	48.06485	0.00000	2.56460	77.54372	0.21235	5.96334	10.12268	7.31334
60.71603		6.30007	1148.62539	2.86130	14.98937	5.64553	5.96710	10.90691	46.13803	65.11969	1.00000	5.73875	-69.08333	0.10771	7.74733	-16.25	5.53166
45.25778	7.79403	6.00228	1136.06261	8.30741	18.43421	4.88250	7.89490	2.77612	75.38637	41.34682	1.00000	8.22923	3.1631	0.23507	5.08675	41.91738	5.35605
65.80485	4.71172	6.56099	1169.50270	10.11194	7.01001	3.92080	6.43655	7.12308	62.11572	71.89600	1.00000	9.94563	-2.09814	0.09143	6.25282	57.14369	3.78602
57.80127	10.49255	6.14673	1103.02236	9.58388	22.73751	10.73022	6.71351	12.26489	59.50545	34.16579	0.00000	7.55007	14.34085	2.14975	7.15918	40.87363	5.95230
55.72178	6.83297	7.21296	1061.33554	8.67275	12.81146	7.42255	6.08021	7.24309	53.53558	57.65962	0.00000	5.44448	2.29275	0.11149	5.06202	48.79325	5.06554
49.81185	5.22359	8.43987	1135.82922	9.61503	-14.09041	6.01320	8.22638	6.01368	64.71424	43.14907	1.00000	9.05291	6.76111	0.06515	7.26819	53.16167	6.24904
47.55832	9.21417	5.95491	1134.10548	5.95890	-7.70296	5.24087	6.02462	6.65658	77.88419	82.91592	1.00000	5.38764	137.23333	0.63470	5.63733	35.8	5.89558
69.50622	6.63971	7.61253	1152.48145	7.93760	25.36478	3.65712	3.36564	5.17181	72.77759	39.91804	1.00000	8.38992	27.46153	0.11993	4.96595	-21.44236	3.30346
42.47182	5.30708	7.24023	1052.67031	7.46464	13.10699	6.20148	5.99475	5.28890	72.08559	47.87482	1.00000	5.41090	40.74357	0.07559	7.50649	37.31309	5.71129
62.37081	4.87515	7.34542	1118.47996	8.42845	15.38635	5.23026	6.22763	5.54610	78.79770	37.27446	1.00000	9.63548	120.89694	0.06451	6.06741	14.95472	5.68698
35.02913	8.41151	6.05464	1128.08502	8.00783	8.93541	7.79836	6.26298	7.75546	64.51169	42.17244	0.00000	9.50384	4.7934	0.37781	8.07092	45.69558	6.71116
61.97032	5.81135	5.85271	1146.97792	6.77204	22.06079	3.53450	8.51793	6.55201	65.09612	65.25005	1.00000	4.36963	114.51667	0.10685	5.95068	33.78333	3.73784
42.81353	8.92442	8.84332	1097.73356	9.33004	10.85158	9.02752	7.06433	8.30440	59.52972	46.91739	0.00000	8.28210	-47.1725	0.48199	7.95602	-22.57306	6.45552
70.21039	9.63508	8.05502	1174.90116	9.01601	31.88442	8.46496	7.93787	8.61973	74.69011	54.35707	0.00000	9.17758	-3.67029	0.94494	6.37884	37.13548	4.85698
58.87782	5.43008	6.58810	1079.15115	7.33486	8.68721	6.38397	5.90722	5.15488	60.29499	61.66625	1.00000	7.33458	88.28637	0.06302	6.81963	23.07492	6.59973
64.39801	7.39712	7.23188	1061.49089	7.73061	3.78830	8.23796	6.76672	9.08073	60.54083	52.41444	0.00000	7.85330	145.06667	0.21386	8.70583	-37.88333	3.72227
38.17050	6.13484	6.82049	1196.61136	7.17419	28.75075	4.66660	6.29705	5.95754	56.17185	57.97490	1.00000	6.54285	-102.36764	0.10627	5.83655	31.84568	3.95318
39.13328	3.69426	8.28186	1117.78808	10.31354	40.62962	3.89190	5.66182	5.31575	55.79861	55.16538	1.00000	9.52363	110.71639	0.07441	5.91546	-7.54972	4.77731
69.21473	7.55097	6.20106	1180.51428	9.06420	14.51471	4.38922	7.02698	1.22991	65.31624	39.34487	1.00000	11.83954	-81.24441	0.16602	7.20761	23.15678	6.62229
61.83223	6.02085	8.40408	1107.17995	9.55081	32.33334	6.04498	7.71423	2.96280	70.03106	55.08585	1.00000	8.03638	-68.30472	0.12564	6.25438	9.91861	7.12576
58.73588	7.06853	5.41814	1132.46507	5.80005	20.56283	4.95122	6.98357	7.42755	66.09213	72.10413		5.60462	77.656	0.19505	6.65737	28.71271	4.06324
46.93953	11.52189	6.73109	1141.16803	4.94787	20.04851	6.30216	7.06296	8.72166	73.73432	39.94361	1.00000	6.37378	-76.72803	5.67294	5.97615	39.32288	7.33158
52.56394	3.58385	6.70882	1143.31911	9.24346	17.84833	5.30582	8.15408	8.99158	82.37007	28.68876	1.00000	9.57107	-118.25508	0.06532	5.31378	34.14251	4.82799
61.62606	4.30543	4.34957	1188.12138	7.13385	28.55700	7.59537	9.72060	9.12755	42.61910	63.41765	0.00000	4.57861	-120.93549	0.09872	6.50218	37.73604	4.18717
63.97262	10.56772	5.73038	1132.85673	8.57802	18.85710	9.15868	7.65234	8.02058	60.49192	52.06206	0.00000	7.42707	30.38167	2.23916	7.13698	59.80917	4.25673
38.12892	7.34371	5.85193	1076.36761	5.23494	14.06116	5.87787	6.93582	8.52722	79.12339	22.61257	1.00000	5.58925	151.08057	0.16381	6.95653	-33.79176	5.35628
51.60339	6.28997	7.34374	1188.23233	8.18466	14.48964	4.12126	6.31139	4.91244	57.57301	49.80350	1.00000	8.21532	71.30633	0.11489	6.38497	21.34222	4.02179
53.93836	9.44534	7.54054	1160.01661	6.13656	23.28920	7.32663	6.69616	8.74208	86.14722	46.56176	1.00000	6.05389	38.12408	0.83034	8.50056	53.77166	7.37226
61.68196	8.87552	5.87511	1179.94519	5.21565	29.60029	5.52320	6.81140	6.82251	71.38295	68.86722	1.00000	7.04720	0.57856	0.45214	6.84312	40.70995	3.72290
61.83178	7.06867	7.29399	1067.23745	8.51579	20.48166	4.70746	6.43093	3.82480	51.23853	50.14817	1.00000	9.40991	74.85849	0.15912	8.58735	31.28092	5.23179
55.77888	4.92180	6.74139	1084.06790	7.17860	19.48405	6.68792	7.20170	7.63190	63.24121	50.53080	1.00000	7.45933	47.1192	0.15736	6.47114	42.819	5.88875
47.82831	3.74062	5.95074	1053.61816	7.23325	18.47456	7.15122	6.46464	6.34800	58.13098	33.25464	1.00000	8.76203	-2.09814	0.07946	5.96421	57.14369	7.76904
36.12499	6.07188	6.39835	1073.95309	4.86487	20.32972	6.60898	5.48506	9.54867	72.43621	39.88592	1.00000	5.28820	122.20488	0.12606	5.65792	29.98869	6.29356
59.10481	9.22378	7.04460	1077.57819	8.23105	26.95601	6.76398	7.56802	8.20687	69.80559	45.96767	0.00000	4.55404	35.90057	0.62890	6.30945	56.85836	5.05364
38.75837	7.80149	7.39055	1181.32611	7.64459	7.59242	8.84263	7.52701	8.43251	69.44759	31.85310	0.00000	5.71417	-105.11221	0.23321	6.38074	39.57582	3.96385
55.45308	4.27235	6.73025	1141.00150	5.74507	12.72489	6.17000	5.62551	8.85146	85.75769	56.82759	1.00000	5.62242	77.5609	0.11067	7.70710	11.00599	4.29572
50.60504	6.74531	6.31977	1149.28984	9.39895	19.89052	4.00952	6.78724	5.65536	65.42962	58.15803	1.00000	9.73242	-1.86343	0.16485	6.44766	38.10558	3.73050
32.90270	9.65320	6.53946	1160.38353	4.32834	16.52952	6.79571	6.01280	9.35048	71.18244	36.73184	1.00000	6.56739	73.85535	0.93594	8.11332	18.51957	6.70673
79.22833	6.96573	7.02193	1133.63829	5.47496	10.65889	4.36274	8.00261	6.79530	64.94961	42.95176	1.00000	5.58202	79.82979	0.18295	5.08208	11.93381	4.46228
55.06976	8.44152	6.22448	1154.75968	9.74368	23.82575	7.65876	7.13071	8.99768	61.57649	41.40744	0.00000	7.21640	77.5609	0.36481	5.56846	11.00599	6.52574
54.41152	5.15716	5.76162	1091.39166	8.64727	13.10722	5.60467	7.25338	3.63212	63.11919	54.39850	1.00000	9.76129	30.4347	0.11350	6.72449	-1.9487	6.97544
49.83483	9.49850	6.59693	1061.17008	8.82889	26.67484	5.72716	6.94074	8.55593	64.40790	41.63759	0.00000	3.94156	102.56365	0.82313	7.48131	13.65805	6.80274
78.30037		5.97412	1131.14855	7.34961	29.48579	6.40768	6.01002	4.62657	63.42604	57.73443	1.00000	5.30223	123.62494	0.11736	6.65161	12.37169	6.10094
56.02134	5.50047	6.13879	1121.67127	4.46583	18.99301	2.93072	4.38621	9.02147	77.16299	56.85179	1.00000	3.81282	43.2379	0.15728	7.06556	50.06	4.84961
58.14340	6.71181	8.16977	1120.82089	4.49394	14.59097	5.52486	6.17307	9.54038	77.77809	45.31087	1.00000	5.34100	120.89694	0.10736	5.28389	14.95472	6.28603
37.80797	8.46829	6.73626	1096.11958	6.36593	16.83290	7.53057	6.74692	10.07932	56.56698	44.06254	1.00000	5.28333	39.85331	0.38431	6.73442	57.30185	7.49720
67.31427	6.93457	7.20450	1092.95906	5.11653	12.39030	5.02993	5.98385	4.27936	58.08058	47.24457	1.00000	7.28456	13.39954	0.14316	6.42119	43.62558	4.92822
65.83570	5.05985	6.45825	1137.10794	9.31592	22.78446	5.49287	8.08246	5.17543	78.47727	48.89001	1.00000	10.67116	-51.87389	0.05347	5.87296	-23.44361	6.52538
	10.56928	6.39973	1183.57590	9.39689	13.97531	7.15179	6.60939	11.05395	63.37941	51.98242	0.00000	4.11051	0.93333	2.28230	9.55280	52.68333	8.33991
64.85091	5.44432	7.82801	1069.86120	9.13076	-5.09032	4.84158	7.23137	4.73710	60.38082	64.13999	1.00000	10.02713	83.62389	0.09314	7.57579	53.30972	5.71881
54.33153	9.13095	6.62684	1094.03563	9.23702	19.78091	5.11941	7.13622	8.54828	72.96677	56.49687	0.00000	4.54321	-8.53778	0.60704	5.15372	7.57944	6.95776
49.12905	7.84033		1184.24300	7.33094	3.52457	7.58910	6.81896	6.65443	59.92985	45.37594	0.00000	5.58827	121.3152	0.24196	8.26364	14.14989	3.82805
40.90205	8.91616	9.04359	1079.54839	5.98525	19.78726	2.70301	9.93297	6.31724	67.17509	57.24148	1.00000	4.27616	-75.64963	0.49103	6.62358	40.24537	4.53805
57.00819	3.54004	8.33897	1126.78020	9.82068	27.20770	6.24908	4.89965	4.55659	59.62077	84.95116	1.00000	9.78150	-116.21677	0.15195	5.75734	33.7207	7.76875
76.97044	7.45181	5.23804	1197.62133	9.44375	2.96073	6.88389	8.57322	9.22119	69.76690	67.74990	0.00000	7.81496	-38.94722	0.17864	7.44455	-15.675	4.27417
70.71371	9.54660	6.50550	1153.71600	5.89131	20.91969	5.62645	7.90237	7.43284	65.90348	41.92822	1.00000	6.48084	-118.10583	0.92446	5.59602	34.09611	3.90650
64.26613	10.36024	7.14301	1150.24710	4.16999	23.45795	6.71559	5.64791	9.21471	58.59158	47.44596	1.00000	6.34339	-87.65644	1.81454	6.89631	41.80753	6.57719
52.26519	13.51179	7.60675	1091.82266	7.55878	20.39261	9.20895	5.19897	8.23496	87.24471	35.30008	1.00000	7.66478	73.85535	41.04667	5.18774	18.51957	7.06498
73.92609	9.71371	5.11468	1192.34803	8.63433	4.77193	8.70503	7.17331	7.39620	75.52285	21.74453	0.00000	9.91926	79.82979	0.98451	9.99593	11.93381	7.47504
58.41405	7.15942	6.88479	1122.55618	8.67549	28.26568	8.96285	7.04675	9.77798	61.63216	31.03428	0.00000	10.20668	117.27583	0.18939	8.09670	35.64889	5.38047
79.37439	5.64886	6.59820	1078.66224	9.47725	15.93653	4.51871	7.55997	5.28605	62.67845	53.68770	1.00000	10.02350	0.93333	0.09306	6.15011	52.68333	5.12929
67.36702	6.04053	6.70447	1115.57912	7.31664	11.30577	3.61631	7.70165	6.63951	63.41309	35.06166	1.00000	3.62963	-117.29198	0.12198	6.94266	33.03699	4.96300
52.22913	8.38286	7.36953	1199.79155	8.49288	10.64718	9.96456	7.29325	7.97364	80.94606	58.60506	0.00000	7.76084	43.63417	0.30606	6.01278	43.96222	6.40206
33.47768	8.78744	4.60435	1119.82422	6.93890	-6.61758	9.12878	7.38185	8.16650	67.89842	57.25805	0.00000	5.60655	136.61667	0.46475	7.57859	36.53333	5.14933
47.58962	10.11326	7.25580	1050.48619	8.99379	34.12094	8.17358	5.60354	9.17812	57.22281	0.75061	0.00000	10.25738	13.39954	1.46339	7.77942	43.62558	3.76307
59.18626	6.86867	8.07301	1136.65693	7.91280	25.10654	10.83120	8.50154	8.77439	69.17941	42.47860	0.00000	6.91796	-73.89125	0.15186	6.45038	40.67705	6.22751
39.08561	9.89568	7.48337	1155.44621	9.50819	1.15831	6.95315	7.42060	9.00340	70.53427	63.95516	0.00000	9.79805	4.62744	1.19208	6.02158	36.06386	4.15814
65.04494	6.89089	6.09118	1075.68256	8.77163	27.58515	7.53516	6.01215	8.08329	59.51542	69.43595	0.00000	5.07046	-82.32483	0.16493	6.84003	29.65163	3.09104
48.89539	6.68180	5.88303	1142.35641	5.89825	-5.23181	7.27357	7.16061	4.56103	65.09028	41.31767	1.00000	5.12906	-120.45794	0.14274	7.73793	34.63915	6.71778
39.69157	8.78467	7.24993	1190.77727	6.33020	17.42187	5.33071	6.27155	6.04011	67.06332	41.11090	0.00000	8.72019	88.18466	0.47713	5.93566	22.19303	6.74912
44.80810	7.87853	5.70999	1136.16783	6.70547	54.04261	7.55274	7.97134	7.18659	60.30618	51.89404	0.00000	7.63330	38.15035	0.22654	8.53657	49.41029	5.87972
58.94972	4.09686	8.12012	1116.72374	7.69121	11.92662	7.17375	7.26836	7.33399	72.49386	37.40395	1.00000	6.50442	111.73861	0.09083	6.23027	35.20889	6.55629
51.56021	6.64905	7.04865	1062.28809	6.11994	9.79484	6.33144	6.95006	6.21991	71.34925	37.13683	1.00000	6.86484	139.55028	0.08577	5.84483	35.30889	5.54025
56.67655	9.31408	8.52890	1158.99504	10.05530	12.62581	6.50203	7.00447	7.59413	78.53593	53.04439	0.00000	9.44416	-51.50361	0.70464	6.71686	-29.2975	6.96319
65.09966	6.85503	7.25561	1071.99735	5.12469	22.75052	6.61882	5.68779	6.36097	64.15964	31.73940	1.00000	6.75399	119.58627	0.10243	6.08030	23.5654	5.69134
75.85765	6.30878	7.56741	1153.96473	4.11089	4.29116	6.97039	8.17323	9.84261	53.82059	39.30966	1.00000	6.59826	145.06667	0.09595	8.89523	-37.88333	4.97601
51.84181	6.02032	7.67859	1158.05836	8.02482	4.69382	4.93332	5.92462	8.08414	59.04520	69.64196	1.00000	6.90101	-82.32483	0.10038	6.60004	29.65163	3.38182
46.92987	4.83753	9.09900	1187.43999	4.75813	24.69525	7.48384	8.23246	7.30822	63.98712	46.76711	1.00000	3.67629	4.07601	0.09838	6.41953	50.88506	
68.34818	11.07600	7.58217	1125.80905	6.43214	19.46680	6.66955	7.71643	7.82888	62.40463	50.80345	1.00000	6.15195	-120.45794	3.64759	6.46044	34.63915	6.46808
71.61618	8.38012	5.59760	1085.17131	8.57037	5.61755	8.25704	7.26427	9.35360	73.41429	78.00331	0.00000	4.75425	-47.1725	0.30803	7.17733	-22.57306	4.86313
63.23970	7.46833	7.42243	1197.22857	7.56847	7.17172	3.87995	6.74143	5.81475	87.51040	48.68398	1.00000	8.17222	-75.64963	0.17361	5.62063	40.24537	3.04565
60.72766	6.73133	6.91011	1159.89956	9.22173	2.38672	4.43006	7.05550	5.53581	64.74823	34.97856	1.00000	8.38738	137.02166	0.14374	7.64565	35.48199	3.97799
38.45306	9.22197	7.86094	1137.16766	6.71757	-0.41488	7.44611	7.78586	7.55473	42.91186	27.17280	1.00000	6.30041	15.16554	0.67336	6.40760	-4.5833	6.51879
77.76297	7.65875	5.85427	1167.25960	6.14260	8.64695	6.92974	7.82684	7.59713	74.31634	27.25193	1.00000	5.77666	-81.56929	0.19520	5.82290	41.55838	6.87597
63.95285	9.38841	7.44968	1127.12474	5.61925	2.85910	8.85743	8.25958	6.75898	60.60605	55.52748	0.00000	6.48161	-103.5687	0.79010	7.51599	20.22816	5.02999
73.62096	7.43584	7.44093	1144.71001	7.01101	-2.04219	6.65940	5.01964	3.66361	59.95715	53.61853	1.00000	6.70259	9.0027	0.22666	5.81526	11.86064	6.62949
55.23453	5.29537	8.08216	1085.67093	9.95266	16.34509	4.22162	6.91124	5.80961	75.42785	45.04390	1.00000	8.27039	-0.76773	0.10068	6.50163	38.38479	4.07750
60.30842	7.00617	7.20624	1093.68616	8.95624	23.73704	7.41120	3.73112	7.52837	69.53200	43.08020	0.00000	5.64898	37.73333	0.16701	6.99083	-4.06667	3.61734
68.47406	7.77193	7.22267	1102.91972	5.94732	10.21129	6.85749	7.37544	7.31093	82.06306	49.11267	1.00000	5.99945	-73.75335	0.20939	7.81088	45.4473	6.34621
68.03438	7.47843	6.83831	1130.55623	6.19528	14.44231	4.73940	7.62726	6.94324	60.40197	48.43906	1.00000	5.09784	73.85535	0.22377	6.33783	18.51957	4.58505
52.94966	4.96955	7.89487	1106.28537	7.27296	21.04743	6.74006	7.43213		68.72967	61.62441	1.00000	7.27944	-86.78777	0.13015	8.01354	33.44872	6.02681
80.16872	6.90213	5.75127	1134.42955	6.37451	27.58779	6.49429	5.17948	6.19030	66.10914	56.37874	0.00000	6.66283	117.27583	0.17788	7.30528	35.64889	7.46100
46.71527	5.76954	6.59038	1071.94878	8.04637	16.82206	4.39582	6.68102	5.26934	60.61751	57.63540	1.00000	10.68765	118.9707	0.11760	5.98514	-3.5403	5.02008
85.97354	11.25792	5.88566	1072.51049	7.89056	10.23865	8.05180	7.54082	7.83809	88.43593	74.81763	0.00000	8.54936	-119.48568	4.41202	6.32077	49.88307	3.74798
57.60585		6.06141	1084.73290	7.19214	4.46529	4.17376	8.53181	7.52203	69.81625	62.61840	1.00000	8.17820	47.1192	0.10922	7.51156	42.819	3.11286
42.36525	7.38778	6.21505	1091.16258	7.68350	9.97809	5.53206	5.88578	3.66312	49.11651	53.48705	1.00000	8.52875	-84.20299	0.18505	8.61687	39.43534	5.81770
50.84152	6.77551	6.01520	1199.81708	8.08757	31.18689	5.76848	8.20615	8.26721	53.83454	20.71144	0.00000	9.02789	106.85417	0.15997	6.89713	-6.48167	6.19286
70.62889	6.04273	7.02440	1108.99405	4.99049	17.79359	3.60296	9.05963	9.79694	69.19125	66.01191	1.00000	3.55956	-42.19667	0.15643	7.87196	-21.41222	5.95894
69.70813	8.44291	7.97012	1121.56873	4.86079	-8.93174	6.19139	6.92264	8.27538	45.33974	42.62963	1.00000	7.45217	-61.4867	0.27915	7.02418	-31.25033	3.05116
47.59031	6.16834	9.58505	1186.01467	9.68974	29.24963	4.38710	7.01053	5.19634	77.98494	70.43830	1.00000	9.39070	5.55575	0.11227	7.16441	46.67535	4.49618
44.27524	8.13826	8.75290	1157.81752	5.32003	11.67562	6.05738	7.28380	8.33608	60.34979	49.85642	1.00000	6.11654	68.21204	0.31964	8.01024	27.55898	5.01897
37.87684	6.76657	6.45705	1123.75898	6.81943	19.78205	6.02933	6.58372	4.57010	72.06484	63.28393	1.00000	5.70995	-52.51028	0.15176	6.81357	-28.81833	5.48133
41.36041	6.09211	5.94777	1163.06507	7.54363	5.07272	11.92539	6.19077	7.60509	76.76844	47.49913	0.00000	7.14712	37.73333	0.08263	6.48280	-4.06667	5.35846
41.23978	3.68762	6.29374	1172.32449	8.15577	18.59222	4.94058	6.10990	10.28829	60.54926	50.55488	1.00000	6.68453	20.22625	0.07596	5.94924	30.75545	3.10185
50.34073	3.74512	6.32723	1143.59833	9.86972	6.40293	3.75076	4.88253	8.39540	63.21116	45.46882	1.00000	9.80347	-86.78777	0.08685	6.16610	33.44872	3.29521
70.86042	5.94257	7.83911	1111.43442	8.65060	5.28119	4.46975	8.09531	4.52726	50.76899	47.66560	1.00000	10.58283	13.39954	0.08896	7.31327	43.62558	5.41317
