H2CO	PM10	C2H3NO5	NOx	PM2.5	NH3	CH4	warning	SO2	CFCs	TEMP	latitude	longitude	PAHs	PRES	O3	Pb	CO
51.02339	8.42455	2.40162	7.79021	7.45134	10.14404	9.58174	1.00000	7.47033	59.42783	18.49091	-23.44361	-51.87389	5.01650	1128.16142	7.65977	35.42821	7.51037
25.62008	10.61059	15.98943	6.92051	11.21625	11.63698	9.87656	1.00000	8.13206	55.73267	25.20655	-3.14306	-58.44417	4.37915	1187.75437	9.71635	44.33476	9.01043
48.94847	8.63238	2.37278	8.90815	8.15803	11.87650	7.23629	1.00000	7.63752	54.86079	20.86581	33.4425	129.96972	9.30289	1155.70419	5.90674	61.66145	7.49657
51.31633	9.96008	8.55381	7.00785	10.65643	10.83892	7.50252	0.00000	8.21858	41.85976	27.87404	14.8361	120.97844	5.80156	1093.25100	5.05149	29.86135	8.22843
36.30015	11.10999	26.01574	6.02965	10.46234	14.41126	7.66279	1.00000	10.77151	73.51747	15.17083	56.11281	69.49015	5.89596	1110.20810	8.50498	56.08655	7.02736
57.60496	6.97635	0.70088	10.99601	10.53517	5.38952	8.72720	1.00000	7.33671	40.83664	43.52097	43.41949	77.0202	9.61764	1165.83144	8.51166	49.07880	9.85149
19.35457	7.22819	0.60767	9.84915	11.67308	5.70493	8.04038	1.00000	9.05179	68.77954	8.44403	-8.73508	24.99798	9.56147	1051.74553	9.03796	47.79046	8.38646
35.80985	9.22581	4.25116	6.00173	11.21249	6.09063	5.74535	0.00000	8.95024	55.49283	6.29054	53.95278	32.86389	10.67756	1108.81716	8.74132	32.66069	11.34700
68.55186	9.99294	8.67984	13.28392	11.29084	6.70818	11.59624	1.00000	10.67700	47.09463	17.30559	26.2649	81.54855	8.23021	1197.13469	6.37530	53.06517	7.72520
34.57480	8.32438	1.76781	9.66999	8.55869	9.12084	11.58152	0.00000	9.38275	43.73348	16.09069	40.82232	-74.15987	8.98833	1121.87087	10.25602	37.30950	8.81628
48.04075	6.96631	0.86966	7.27415	10.03823	9.05415	8.10069	0.00000	9.82716	42.57860	12.13676	-2.13404	-79.59415	3.64250	1143.73036	4.36332	59.70562	7.55287
49.44796	8.23743	2.01293	7.39406	8.08268	5.24321	8.84348	0.00000	8.01753	40.50573	13.25188	50.8	3.16667	5.15185	1199.30085	5.85117	41.39470	9.05072
48.17974	8.72505	2.62977	11.79092	9.65394	9.59142	11.83144	0.00000	8.17088	33.02652	20.61452	44.89784	8.86374	9.48249	1117.17133	10.96926	44.16649	9.12616
49.81324	9.50912	5.37231	5.49617	10.25678	7.65393	6.98194	0.00000	9.48551	34.06596	25.44808	43.78956	7.60872	8.47305	1100.84889	5.64639	43.79890	7.85096
34.58831	9.73088	6.53355	11.40889	14.63653	8.66172	5.42177	1.00000	8.46297	63.47245	11.79221	51.40148	-1.32471	9.74425	1172.09369	6.07200	42.98372	8.35208
38.68577	9.42535	5.15114	7.30827	9.44478	11.35038	9.66765	1.00000	9.37785	73.56505	31.11761	52.48173	-2.12139	7.46212	1053.91709	6.89709	63.54323	10.22896
60.08005	8.13515	1.60662	9.92551	12.33567	6.76337	5.99911	1.00000	6.96999	46.38515	6.89370	11.8659	34.3869	9.22201	1185.26136	6.28644	58.75921	7.42997
54.26542	6.81634	1.02044	9.04849	8.24277	13.46029	6.52146	1.00000	8.11200	54.41152	15.06296	41.14676	-73.49484	6.00125	1137.12983	6.00021	50.83992	8.76353
56.61600	7.84059	1.23512	9.72847	9.52768	7.23579	6.32957	1.00000	8.99890	40.35429	-1.79257	40.82232	-74.15987	10.14431	1174.45368	6.37763	28.21368	7.92631
30.86445	9.75131	7.11273	10.37754	8.45387	8.70495	12.43917	0.00000	9.73767	48.68797	32.27733	53.43333	-7.95	8.73451	1147.08149	10.95346	37.77156	8.61330
58.92298	8.49267	2.22802	4.27514	3.30235	6.94857	8.53090	0.00000	10.05128	54.48142	14.66619	36.82167	128.63083	6.89530	1167.96840	9.05783	72.98617	9.59473
51.41156	9.07227	3.95296	5.71621	11.95090	8.71644	10.66130	1.00000	9.18740	28.56513	17.44624	51.39323	0.47713	7.31324	1098.42305	7.48173	59.98997	6.62495
69.79980	8.49847	2.09716	10.57336	10.64769	5.01921	7.93129	1.00000	9.02615	44.76417	17.93082	51.20219	7.36027	8.49257	1195.85251	5.82233	59.80720	8.09620
26.48874	8.53886	2.21804	6.45943	9.54145	7.02894	7.15618	0.00000	9.85193	52.47710	19.33924	16.0567	103.65309	6.15984	1123.32008	5.24772	61.29118	8.23411
55.37429	10.23088	10.87692	10.68124	6.59557	6.33452	9.11516	0.00000	9.23448	53.99957	6.31547	41.91738	3.1631	8.45603	1099.63170	10.69327	55.85588	9.30614
42.82496	8.70300	2.53284	6.77992	9.81499	4.84101	6.41573	0.00000	9.62972	52.97119	11.04924	-31.4488	-60.93173	9.04359	1122.93400	8.06660	61.29771	8.89994
59.63305	9.20916	4.17806	11.14077	10.08034	5.28789	10.65404	0.00000	8.03500	48.66328	0.53790	34.4833	136.84186	8.15432	1195.74010	7.46903	39.86477	8.93898
49.22574	7.71853	1.01092	5.91863	9.54780	7.37307	5.17375	0.00000	10.13721	49.47153	2.58912	34.25807	-88.70464	6.38456	1186.80727	5.95267	34.90506	10.33139
54.04159	8.37307	1.97476	9.32900	10.49226	7.71891	10.06113	0.00000	9.11833	38.66864	6.17634	47.4943	-122.24092	8.21334	1189.76921	9.19525	74.30387	8.79858
47.31214	8.44583	2.53433	5.41161	11.51838	11.32093	10.11866	1.00000	8.54843	43.55313	4.29658	55.8736	85.4265	5.68072	1179.97163	7.45263	68.79182	9.23662
48.01730	8.30917	1.75001	10.90573	8.86592	10.23963	6.81490	1.00000	9.96715	53.61324	12.95418	40.72586	8.55552	10.32769	1064.08340	6.33751	26.52203	9.20614
55.28749	8.15540	1.83035	9.50398	10.70251	3.89855	6.61082	1.00000	9.78274	53.51773	-10.95239	-38.16604	145.13643	9.28737	1169.22392	7.32520	68.29388	7.64312
63.72008	6.57398	0.51384	8.28406	7.52728	7.45547	10.00575	0.00000	7.93555	34.94081	18.96834	42.93369	-72.27814	10.04793	1179.09666	9.62815	62.47381	8.56683
57.78724	9.46413	5.27196	7.70678	4.86361	6.42873	7.03801	0.00000	7.22612	45.15300	16.19276	42.62833	20.89389	5.20294	1073.41618	9.19710	59.05686	7.47025
36.13922	9.39745	4.84357	6.08318	10.99583	9.08200	5.78030	0.00000	9.56746	56.73351	12.73431	38.45598	48.87498	5.36625	1064.48397	5.75703	62.93860	8.19609
47.73423	8.33585	2.03474	7.04158	10.09294	7.84162	10.13581	1.00000	7.71128	55.88887	16.83724	33.86419	48.26258	8.22953	1140.51081	5.26710	39.83487	8.15704
51.21749	8.84928	3.50048	7.56889	8.76451	9.61197	9.67125	1.00000	6.90504	31.37939	24.33706	42.30865	-83.48216	7.47307	1179.79424	6.57612	60.83581	8.27317
44.14041	9.24478	4.73104	9.59148	6.77919	9.41345	8.78190	1.00000	7.59851	47.83546	2.21156	-10.91722	-37.65	10.55978	1056.86825	9.29922	47.10800	8.97434
24.30090	7.65489	1.34788	10.49662	9.94814	5.46067	11.72076	0.00000	9.10952	67.74650	8.31813	51.84819	1.26738	10.07798	1175.25731	7.98313	53.29995	8.79762
45.36137	8.81977	2.83838	6.51473	11.45151	10.22980	10.27176	1.00000	8.93601	54.10854	17.16710	35.05266	-78.87836	5.49483	1104.68532	8.62090	46.37724	8.79258
48.93048	9.54599	5.55969	6.71030	6.61083	5.08719	8.98741	0.00000	9.75983	56.55757	15.63630	3.11988	35.59642	9.90020	1166.13274	7.55357	56.89879	7.92789
40.28253	7.30103	1.13188	8.22920	7.63483	8.08962	9.16891	0.00000	8.82247	60.01093	4.98697	40.58654	-122.39168	4.06627	1188.22379	4.98022	42.30598	9.08194
45.51299	9.73298	6.73422	10.03822	7.28674	3.93453	7.56787	0.00000	8.03080	52.49048	5.19957	-21.98333	16.91667	6.00230	1146.73260	7.40458	62.50035	8.59476
46.40592	8.03122	1.68824	10.80437	7.01768	6.27924	8.41569	0.00000	7.03147	36.32437	16.04293	39.96097	-75.60804	5.63302	1055.91640	9.53581	55.25777	9.22118
31.31827	7.39748	1.21553	5.70667	9.47143	11.73181	8.34824	1.00000	7.03485	50.27204	28.16747	51.88333	8.51667	5.93406	1136.40621	7.09542	51.48007	8.91235
54.77457	8.16400	1.92358	5.71916	9.97116	7.20393	11.36916	1.00000	8.89018	71.84081	12.85218	44.31771	9.32241	7.28814	1094.05709	7.23166	47.48824	9.38471
57.78492	7.92436	1.28809	8.39637	5.73752	7.38109	7.61901	0.00000	9.94414	59.06940	21.28974	35.89972	14.51472	6.10260	1193.68166	9.84014	48.30797	10.66070
56.68582	7.60001	1.63690	6.01891	10.88020	8.37005	10.77374	1.00000	7.47544	34.20753	9.93785	42.58342	-71.8023	7.36808	1056.75546	6.18187	66.09702	8.05699
53.91676	7.04226	0.80697	7.83052	7.34217	11.41987	7.72645	1.00000	8.58863	53.11459	2.85570	12.25282	79.41727	6.79064	1153.68897	5.90837	49.49795	9.27774
64.13603	9.61383	6.10533	8.63890	7.34458	10.36217	12.25438	0.00000	7.13365	32.52878	4.93969	14.64056	104.64992	9.02977	1090.81676	12.21046	52.91510	7.29072
36.76279	10.49098	14.11089	6.80581	9.35294	7.03015	7.13875	0.00000	9.76515	49.69223	3.02163	8.88649	2.59753	7.66166	1149.53656	6.59293	43.76830	8.90055
35.21333	10.72381	18.07162	6.59676	11.06700	8.65681	10.93960	1.00000	7.42147	23.45202	16.26935	31.12406	-97.90308	7.75353	1053.29737	7.93811	30.51816	7.33921
51.50810	7.49212	1.22650	10.94547	9.34480	10.72633	5.41094	1.00000	8.32229	59.43704	-5.29780	29.98869	122.20488	11.63973	1107.52052	5.61400	48.23392	9.10426
37.14981	8.28019	1.90311	10.30763	5.79380	7.00379	7.97780	0.00000	7.67797	67.33773	22.94878	-0.35817	42.54536	7.49490	1190.82582	10.94794	34.83364	7.73535
51.59566	8.40947	1.97846	8.79252	6.48671	6.63654	8.44271	0.00000	8.70585	59.93216	15.56112	42.24113	-88.3162	10.36145	1136.98587	10.14909	38.35837	7.98652
44.66666	8.92733	3.38417	7.54161	6.19234	9.64180	13.41743	0.00000	9.72666	49.87816	22.45414	50.71229	4.52529	7.72053	1196.76955	11.40763	46.55406	8.77255
57.84301	8.40767	2.20694	9.08731	7.06086	8.08842	10.85088	0.00000	8.54527	40.88430	-1.83197	-1.26753	116.82887	7.82240	1140.72724	10.01750	54.19628	9.95002
19.67009	9.61992	5.93585	7.91923	9.97513	7.40544	8.40454	0.00000	9.79375	35.94953	22.60406	40.56754	-89.64066	7.30315	1069.82634	8.14214	55.76706	9.05812
58.38160	9.56887	5.70932	10.51534	8.10488	7.38765	9.29709	1.00000	9.34167	71.59236	13.12097	59.33333	18.28333	10.27498	1189.61021	10.03598	50.55336	8.06799
32.75906	8.83089	2.97080	9.45575	6.34172	8.72008	9.28669	0.00000	8.01691	46.45803	-1.92070	35.72917	10.58082	8.30331	1066.08227	10.83000	50.45666	7.40137
52.67768	8.97092	3.28808	11.46921	7.80078	5.87001	8.03804	0.00000	8.09864	49.53311	16.21862	33.44872	-86.78777	8.92975	1164.16595	9.58224	60.62125	9.32722
48.09290	7.68089	1.28356	5.41197	9.37590	5.61527	5.87285	0.00000	8.96108	49.95261	7.63335	40.37528	28.88222	9.31118	1176.66534	6.54218	58.36883	9.44306
32.52373	8.60636	2.47277	11.97032	8.20693	8.62643	9.98924	0.00000	8.48856	46.85440	7.96265	32.17629	75.06583	10.29097	1132.73900	11.44644	62.17074	9.67909
42.80953	8.05812	1.61331	10.44456	10.61806	7.52383	7.46820	1.00000	6.93565	56.92295	9.35291	36.82167	128.63083	9.70097	1182.78178	4.85053	52.06010	9.04664
62.00381	10.65894	16.43199	8.74812	9.61075	8.14073	8.59049	0.00000	9.69039	59.76927	36.97104	50.82882	-0.32247	4.11143	1122.43375	6.11524	44.19167	8.39979
48.62609	7.46913	1.14435	9.03525	6.22950	9.03088	10.90607	0.00000	8.13812	57.54208	20.66967	-21.44345	-65.71875	5.77523	1069.96067	12.07930	46.74596	7.60621
38.75129	9.53482	5.64369	8.59588	7.16095	6.79198	6.13607	1.00000	8.94830	54.91644	12.77676	41.84364	-87.71255	9.65479	1186.33428	3.43398	51.23299	8.19040
44.96551	10.45361	13.88932	7.60293	8.66699	8.73768	10.64619	1.00000	9.65208	43.43425	9.77538	37.73222	115.70111	7.00475	1193.38767	7.72179	33.49802	10.80714
49.59595	8.24919	1.73113	8.84670	5.73135	6.08643	6.78542	0.00000	10.00047	43.76402	11.15866	25.92493	73.66633	8.86381	1150.61863	9.48923	31.73977	6.75454
36.32956	10.67633	17.23388	7.80336	8.61631	12.25842	9.39617	1.00000	7.56455	36.82726	1.50738	23.49668	86.68363	7.67292	1139.18430	6.96027	43.69641	9.29917
61.50564	9.97786	8.67378		9.59415	6.97077	6.23446	0.00000	8.85156	44.70636	27.45122	5.6561	-75.87877	7.97859	1194.05560	7.86955	59.45041	8.47136
60.58907	9.30908	4.30962	10.25118	7.17052	6.62924	9.53437	0.00000	7.08119	45.69440	10.80316	35	136.51667	9.26751	1173.62637	9.59731	54.70261	8.33197
43.09037	8.73689	2.72069	7.98067	9.80420	7.34397	8.02451	0.00000	8.61997	40.32467	0.18577	51.20219	7.36027	7.30128	1123.33970	8.39241	42.15117	10.04134
43.09136	7.45416	1.43995	7.97118	7.90345	4.65069	8.54942	0.00000	9.35691	45.18207	15.81124	51.64316	-0.36053	8.56176	1164.35614	7.34791	41.06738	9.89742
36.98685	8.07891	1.82772	7.01918	9.20167	12.34533	9.19974	1.00000	8.85397	45.34161	12.25859	51.65	-0.2	4.41936	1104.23142	7.81305	55.48870	8.89098
64.19098	6.87855	0.36539	9.18328	4.76804	9.27660	7.55449	0.00000	7.29785	60.84945	40.78142	-1.6	103.61667	7.44309	1053.65971	12.68794	48.18719	7.44716
46.33644	6.28681	0.43088	9.33962	10.19143	6.89288	8.06233	1.00000	9.59228	32.96179	23.10757	47.90771	106.88324	8.71123	1126.81870	8.10247	24.67798	9.61709
56.30977	8.31030	2.02377	8.63965	8.39871	12.46960	8.11159	1.00000	7.87254	54.71725	18.36098	-33.79176	151.08057	7.28313	1087.69099	5.96352	49.71347	7.84274
52.51670	8.08880	2.07490	6.97762	8.48558	8.17156	9.86406	1.00000	9.99845	73.50987	10.48707	-13.7804	34.4587	5.43796	1094.01445	7.26224	32.12711	6.64227
49.09888	8.71046	2.38749	9.18247	8.64448	6.09311	8.70298	1.00000	9.56194	48.91949	16.87587	44.75874	19.21437	9.01835	1181.45094	9.27652	40.12560	10.71359
40.31571	8.72126	2.72410		11.66079	7.74469	12.70915	1.00000	9.66859	44.57078	-5.24782	-28.24	-48.67028	8.30603	1079.31354	7.62683	69.32235	8.22624
55.00009	7.63961	1.16628	8.00950	8.76686	7.79545	9.25311	1.00000	8.97192	44.76608	31.59882	49.13645	8.91229	9.29607	1106.82222	5.50373	40.70741	10.38310
51.60275	9.14371	3.69820	9.90725	8.63889	7.91963	8.88127	1.00000	9.71424	52.16408	12.08313	-4.26613	15.28318	8.51615	1078.57859	8.71182	71.35473	7.86805
16.91189	9.95643	8.29743	7.28123	7.87641	3.75083	8.58093	0.00000	7.38474	68.46059	27.35862	35.72917	10.58082	8.88853	1070.48587	7.74450	47.12693	8.03314
46.95002	8.12314	1.61930	7.65597	11.54996	12.18179	10.58804	1.00000	7.41940	40.94281	15.91610	44.27804	-88.27205	7.34719	1177.00750	7.38172	68.20286	9.38222
40.57575	9.05869	3.75985	5.70352	10.30136	7.88676	11.18238	1.00000	8.72869	59.94535	28.46070	3.8801	-77.03116	6.76341	1173.46884	8.19528	59.24921	7.41282
60.50008	8.49401	2.25413	7.08695	9.04459	5.06350	6.79308	1.00000	9.00300	56.47029	-3.87128	-4.83	29.65806	8.64686	1080.62757	7.99862	37.48947	8.53067
50.75978	8.40372	2.20915	9.96463	11.30939	6.34867	6.96732	1.00000	9.46786	69.93174	-1.31585	12.74409	-8.07257	10.07054	1102.03518	7.72784	36.03629	8.06911
38.93577	8.18756	1.77518	7.71175	9.15625	8.58914	9.78869	1.00000	8.60432	49.35775	2.51759	10.58806	77.24779	7.02957	1148.93310	6.28955	31.87123	6.54134
61.89566	7.96446	1.38744	9.54104	6.52405	9.58890	8.32775	1.00000	9.47108	88.21970	20.91208	7.65649	4.92235	10.64201	1096.53097	7.50961	43.33726	9.47741
46.38454	9.39704	5.23609	9.81847	8.16812	8.95729	6.71028	1.00000	7.96790	44.51377	25.07019	41.84364	-87.71255	10.44775	1143.33256	6.94840	35.25032	8.86128
33.86790	8.66129	2.44271	9.12052	8.81735	7.78124	7.78579	1.00000	8.38702	32.46949	18.68881	37.60876	-77.37331	10.57463	1111.65731	9.27347	42.55443	9.14470
38.50999	9.11787	3.98712	10.80804	9.16084	8.25477	7.52449	1.00000	8.31091	33.68591	-3.07965	8.88649	2.59753	10.52306	1070.09643	6.61080	49.09833	7.45228
60.71392	8.32910	2.29925	6.08081	9.83558	5.77900	5.88479	0.00000	8.82010	26.59826	22.44728	40.82232	-74.15987	6.42482	1153.59103	5.91041	66.86336	5.94525
62.19150	8.03262	1.44047	6.73714	9.16414	6.48967	7.16361	0.00000	8.38661	49.23185	10.04891	10.10649	76.35484	9.29114	1073.47151	7.35120	41.75719	9.26058
35.87038	10.42830	13.44019	9.33078	12.55587	10.08139	9.39879	1.00000	8.67590	57.91123	34.72886	40.85158	122.74754	12.82152	1126.83142	5.59421	55.51333	8.51450
51.95284	7.07967	0.66868	10.78175	10.94054	5.78388	7.69876	1.00000	9.33078	59.79191	13.43863	21.01858	-101.2591	8.79523	1193.17360	7.36656	55.60633	8.49930
46.99321	8.40618	2.14725	9.31808	8.50538	7.63314	9.97904	0.00000	9.10376	43.92381	12.86476	49.88307	-119.48568	6.39593	1070.71214	7.84809	51.46801	8.08992
24.23943	7.49236	1.31481	5.57358	9.57663	6.99934	9.26305	1.00000	7.92368	53.76262	22.09689	31.12406	-97.90308	7.71727	1185.37339	5.90619	35.77278	8.66202
55.57199	10.20336	10.96661	7.84531	7.33108	5.56909	10.50268	0.00000	7.31729	42.38232	1.99676	27.85	112.9	7.34489	1097.60822	8.05825	59.17270	8.61259
21.54107	7.58016	1.23086	11.73276	9.17805	3.42628	8.55044	0.00000	9.26712	36.83385	-1.55390	32.5007	-94.74049	8.48188	1124.25208	6.63416	50.75545	9.92809
32.53985	6.60439	0.92754	10.77668	9.60349	8.13046	8.21386	1.00000	7.67756	63.65062	10.49332	-37.9	145.18333	10.12451	1159.96554	7.06127	37.05368	7.92225
68.89485	9.08032	3.71895	6.05502	9.95085	7.06709	6.54140	0.00000	8.80898	51.86500	5.26793	35.815	139.6853	9.49380	1068.07266	6.70219	54.22181	8.28212
39.38122	7.47142	1.21001	6.50558	7.88368	9.32829	10.82895	1.00000	7.14629	40.56321	15.68871	4.02219	101.02083	5.30301	1067.21751	7.97329	37.30983	7.57938
54.72273	10.30182	11.74227	7.08708	12.52740	9.95487	10.35758	1.00000	9.27323	35.49602	23.98878	30.46907	70.96699	10.37064	1097.45655		48.48505	8.79237
47.88996	9.16337	3.98182	9.64400	4.25834	6.45291	6.76851	0.00000	7.88649	43.75896	15.76616	50.75932	25.34244	3.14734	1117.71040	10.18903	53.54683	9.28838
71.87639	8.68389	2.48721	7.27629	10.60669	8.99243	8.79583	0.00000	9.17231	56.61200	27.94511	30.16688	-96.39774	6.34805	1074.95020	6.25560	39.94155	9.05889
55.10240	6.62539	0.59336	11.55843	7.53569	7.39348	10.26688	1.00000	7.90304	57.44602	7.22519	-36.9256	-73.02841	9.24762	1143.69930	6.92111	54.94140	7.55363
33.45538	8.81026	3.03558	9.25159	9.56500	8.26919	6.05365	1.00000	9.13480	39.18856	2.49880	-34.74785	-58.70072	9.17458	1157.86379	3.75255	81.25736	7.77846
35.11666	9.19184	4.19288	10.12132	12.25092	6.72894	5.14421	1.00000	8.55599	42.81048	11.97847	53.53333	-7.35	9.10239	1118.33867	5.10194	36.69212	8.45164
52.23515	8.99409	3.25961	5.90236	10.96587	9.42308	4.79030	0.00000	7.26225	44.77985	35.64153	42.24113	-88.3162	5.20990	1163.81518	5.45866	59.62112	8.22022
52.52322	10.02558	9.23399	8.86307	9.80897	5.63807	5.15540	1.00000	7.24474	53.08846	16.26572	39.08367	-84.50855	10.39712	1120.80134	6.22146	30.84966	8.81346
24.48788	7.85199	1.29998	8.05087	7.67247	12.13003	8.78448	1.00000	8.40791	28.65881	14.28388	25.95533	68.88871	6.60067	1116.32889	5.58615	55.80617	7.74914
36.76804	7.56534	1.27086	7.79601	5.09825	11.09852	8.43121	1.00000	9.64782	47.97119	15.79023	45.44694	8.62118	5.59566	1198.81644	6.85499	71.56138	7.59814
40.36443	7.37608	1.00023	7.39673	10.77843	11.86969	9.51867	1.00000	10.23525	39.54616	27.32147	10.15031	-73.9614	5.91457	1162.93297	8.29350	42.77571	9.42872
58.86848	9.28292	4.37543	9.47289	7.94489	6.22206	9.77935	0.00000	9.03333	44.63475		40.65995	-111.99633	8.78604	1156.03325	8.01915	63.94265	10.19591
55.27903	8.66290	2.80738	10.56313	6.96265	5.90532	8.66186	0.00000	8.88189	54.96158	8.70099	32.9156	-117.14392	5.92342	1184.24475	8.59981	47.95237	9.59962
54.43657	11.63259	43.54727	10.06537	11.44742	6.45293	7.21856	0.00000	7.18853	56.29191	21.40218	48.77644	2.29026	8.91154	1064.08664	5.25162	39.81265	7.87706
44.82242	9.58467	5.64989	7.36421	5.51116	11.58059	8.02864	1.00000	8.32116	37.21915	10.15918	10.20898	123.758	2.34475	1128.45854	7.66978	62.88586	9.22965
46.47973	5.82787	0.23882	5.81254	9.95379	10.03609	9.21370	1.00000	7.14231	78.61028	1.83076	44.75874	19.21437	6.38628	1115.36986	8.42760	68.30761	8.97328
30.69356	9.37983	4.72983	7.48228	10.27248	8.29819	7.40835	0.00000	8.55394	31.43757	15.11900	23.1959	86.51499	6.48661	1196.55869	6.57127	65.95757	8.22480
46.79313	9.50728	5.62949	7.36027	5.45445	5.66353	7.83756	0.00000	8.50710	39.54964	28.65269	55.38752	36.73307	5.91941	1111.29947	8.22047	26.29968	7.36758
34.16778	8.10287	1.33089	7.27754	9.43626	7.40278	7.42267	0.00000	8.65372	48.77422	-0.52631	5.90702	116.10146	6.67593	1145.63551	6.56016	43.87019	8.15388
32.86024	9.33465	4.91630	5.73938	10.08788	7.88379	5.65406	0.00000	7.18718	54.47184	8.63209	-7.01833	107.60389	6.73601	1052.94253	5.07854	29.85374	9.84594
58.22133	9.98762	8.65932	8.28793	6.34650	7.04245	10.62509	1.00000	9.34156	40.51292	20.14951	40.37528	28.88222	7.08265	1178.89505	6.94410	32.15282	8.52582
65.56892	8.30114	2.10802	7.04669	8.79465	4.97637	6.77726	0.00000	9.32836	41.64674	11.41058	3.8801	-77.03116	7.02942	1195.57293	7.48712	77.68013	8.49438
67.84421	9.12149	4.40959	13.40377	10.39512	6.37380	11.93087	0.00000	8.92497	55.12849	4.92634	40.55851	17.80774	7.54913	1159.97359	8.99164	71.21207	9.54886
40.51227	9.01842	3.00806	6.85434	10.49217	12.57968	8.84928	1.00000	7.54853	38.02862	14.53531	40.82232	-74.15987	6.07390	1077.40488	7.87124	36.50279	8.87472
39.06076	8.73591	2.62219	8.89477	9.63066	10.64770	4.78813	1.00000	8.06131	42.04774	18.13428	43.71032	-1.05366	11.26990	1064.23346	8.02749	44.36433	7.38219
43.81346	7.68658	1.32838	10.01249	10.49427	8.25602	5.89244	1.00000	8.87229	40.60596	21.01585	49.88307	-119.48568	10.56722	1073.98993	7.10815	67.81084	9.98556
44.48526	7.81671	1.01655	7.35257	11.45534	9.58597	10.16410	1.00000	10.72956	59.72472	21.20118	23.04419	-82.00919	7.38864	1166.77807	6.68082	32.75827	7.96559
18.91484	8.42338	2.09867	7.30256	8.93882	10.39472	9.25265	1.00000	10.38128	42.12411	15.32524	53.53041	43.67663	6.95287	1118.20153	6.63161	75.89622	9.36227
34.52583	8.01830	1.35459	6.32265	11.46327	9.02074	10.32505	1.00000	8.93180	27.41198	-1.46071	52.53048	13.29371	6.19545	1133.64764	8.62696	47.20316	8.94835
50.90549	9.20338	4.27263		9.51980	9.61036	8.81260	1.00000	7.80029	43.95005	16.10833	53.59782	34.33825	7.81996	1135.05515	6.81605	45.72719	8.24740
27.97810	9.14908	4.26366	7.89822	8.65757	10.28719	8.37559	1.00000	8.95618	47.01792	34.70716	43.78956	7.60872	5.21990	1080.35192	8.20261	57.81850	8.71818
40.14728	9.15191	4.05477	6.38855	12.49103	9.68867	11.10232	1.00000	9.73045	63.91880	1.40250	42.7	27.25	7.56880	1096.44007	8.35826	54.91980	7.76988
66.41367	6.69849	0.54488	10.01108	7.31481	10.36703	6.65137	1.00000	10.64690	61.44704	-0.64167	53.16167	6.76111	12.04073	1199.03420	7.34381	58.97083	8.28424
48.94910	7.93489	1.25663	9.74546	10.69330	7.86654	7.68826	1.00000	9.49755	47.81998	30.58357	21.28306	-89.66123	10.11156	1199.64584	10.36128	43.73497	8.91420
47.55724	8.32139	2.09268	8.43393	6.49770	6.58684	9.08390	1.00000	9.10495	73.19346	13.75414	34.15429	3.50309	7.81699	1191.85649	6.07650	55.86853	8.88615
49.23077	7.81306	1.45170	9.43845	10.01460	6.26722	6.71706	1.00000	8.95434	54.33271	11.13049	27.85	112.9	8.87265	1098.33108	4.53555	72.40668	8.84474
44.05790	5.20069	0.44205	7.77476	8.61425	7.48173	8.63187	1.00000	7.59160	49.88572	24.87692	41.77583	140.73667	6.74403	1182.95180	7.14765	50.10893	6.65066
60.78292	7.97019	1.48829	5.54021	10.37242	7.84696	7.08269	0.00000	10.50627	44.15880	17.96161	10.15031	-73.9614	7.04723	1148.60839	5.08397	57.41498	9.32974
42.76809	8.83372	3.18368	7.31703	8.00594	7.45782	11.97653	0.00000	9.15030	48.14591	4.32487	37.71715	-122.40433	8.74575	1112.14872	8.81467	48.96436	9.45551
20.15024	9.02703	3.87371	11.49886	7.39531	8.05625	9.34431	0.00000	7.68352	56.42884	24.29752	-13.7804	34.4587	10.65501	1051.82609	11.23442	41.26547	7.45236
52.49572	7.53083	1.04901	10.51042	10.74489	5.53843	8.85934	1.00000	7.82472	62.20494	12.49313	41.09246	45.36561	9.14347	1196.11209	8.41383	44.55416	8.23720
56.51256	9.73098	6.74099	9.23716	6.94988	9.18724	8.42997	1.00000	7.83005	43.17001	22.76498	12.35275	121.06761	10.43025	1054.34414	6.53390	58.84683	8.74274
49.25388	8.48673	2.39878	10.42835	5.75027	7.26494	8.35946	0.00000	8.20998	59.53551	1.82678	32.57756	71.52847	5.17436	1185.22955	10.62210	49.58438	8.07124
68.07555	7.63093	1.33642	8.60418	6.70446	8.36146	10.68140	1.00000	8.30627	22.28732	20.51695	36.21544	65.93249	5.10377	1128.53051	7.94831	55.46130	6.83426
41.96788	8.50943	2.55889	9.87285	6.81020	8.92579	12.14166	0.00000	8.92738	44.27240	-4.30145	30.46907	70.96699	4.88515	1122.21071	11.26942	52.38615	8.38048
48.60995	10.39426	12.92030	10.65991	8.20259	7.18522	10.60087	0.00000	8.74951	58.40716	-9.22731	55.82737	-4.0573	7.82262	1055.31867	9.41144	48.27343	9.85428
51.65666	7.67968	1.07746	9.95701	11.77176	8.08774	4.70197	1.00000	7.45405	59.51590	9.34854	37.60876	-77.37331	10.46640	1118.47025	6.94377	38.18305	7.54505
48.54142	9.41825	5.32399	8.11460	9.43462	6.27713	4.76530	1.00000	8.34260	55.91631	12.75570	9.535	-13.68778	10.87815	1090.05307	8.14270	45.97640	9.41813
