H2CO	NOx	C2H3NO5	PM10	latitude	O3	PRES	TEMP	PAHs	longitude	Pb	CFCs	PM2.5	warning	SO2	NH3	CO	CH4
47.99406	7.80866	1.37262	7.28560	37.73222	7.79127	1103.36417	-1.33101	5.99111	115.70111	37.62273	49.13122	4.54548	1.00000	6.34212	8.72459	9.33448	9.92034
46.07345	9.02182	2.30299	7.74190	57.47908	9.22540	1113.61915	11.45647	8.47372	-4.22398	33.36149	42.80838	6.62254	0.00000	8.30535	11.54509	7.55366	9.51247
54.13246	6.30423	13.26265	10.01655	46.23899	9.61194	1111.01755	15.12134	6.36438	-63.13414	67.32361	65.79140	8.06803	0.00000	6.01616	10.73893	8.37346	9.21964
63.65918	4.90584	7.86699	9.50707	45.43341	8.11298	1119.84625	6.99338	6.16874	-73.86586	60.32777	22.24042	3.62873	1.00000	4.67470	7.94107	8.51266	11.39163
39.11063	7.26617	2.81281	8.07540	38.72706	8.73637	1172.96070	27.08069	11.90652	-9.24671	55.90946	63.44936	5.89245	0.00000	7.71498	10.57176	9.13094	9.98209
50.78232	9.23680	3.46414	8.35526	38.91817	8.71416	1110.88360	22.68559	8.02387	-78.19444	44.38089	44.73575	6.94016	1.00000	8.12963	9.14512	8.69846	7.51251
67.99666	9.15258	3.28115	8.26710	24.81757	8.41208	1183.52658	3.66269	7.22742	84.63445	57.96040	63.03249	7.99470	0.00000	6.47799	10.99202	6.88205	8.26666
52.32155	5.43037	1.03136	6.24732	43.32393	8.51246	1108.69910	-3.57425	5.84766	5.4584	51.87947	46.52821	5.87845	1.00000	5.28232	5.43107	9.32237	12.20454
61.85735	4.11969	4.67049	8.81264	43.54072	8.33469	1191.24453	10.67731	7.57904	-116.56346	75.90290	54.53658	4.86501	1.00000	5.32812	7.85369	8.90758	10.95057
47.62869	10.06169	4.22615	8.69800	40.65995	11.01274	1126.36696	7.57168	7.26491	-111.99633	60.14218	54.64918	6.99909	0.00000	5.41709	9.52328	6.37856	7.86928
57.32438	11.54216	4.25826	8.74049	19.21667		1096.78627	18.20094	9.04128	73.08333	59.04980	34.49191	7.25714	0.00000	5.78568	10.62271	7.30125	7.83233
41.45259	10.44871	2.07942	7.95963	29.65163	10.42151	1139.38043	17.41410	7.17057	-82.32483	24.68926	41.99148	5.65817	0.00000	8.61848	8.29888	7.53792	8.33344
54.68813	8.48115	5.02831	9.00653	55.64776	7.81453	1139.20303	12.37129	4.31733	38.02486	51.64025	17.81022	6.74456	1.00000	7.58121	4.03969	9.28996	10.71685
45.54027	5.79181	3.53158	8.50401	41.75338	8.49308	1157.70011	39.46110	7.27167	-86.11084	64.01267	38.22689	8.19179	1.00000	9.03615	8.25240	8.64648	4.52341
62.68960	6.65608	12.14386	9.89567	40.81	7.27234	1183.58732	9.44034	5.54476	-73.9625	35.37056	62.90510	7.92895	0.00000	6.78946	11.58595	7.11169	9.26442
76.70207	4.41566	3.83524	8.45055	40.34912	9.52808	1158.22082	17.12734	5.11011	-111.90466	54.28789	62.78972	7.19718	0.00000	7.00895	10.64880	10.26232	10.42624
33.76992	6.38361	10.25247	9.68942	-25.42944	8.66626	1153.61651	4.21087	7.16088	-50.00639	58.02397	17.08715	9.04457	1.00000	10.02632	7.26637	8.41095	5.35537
34.86417	6.30405	3.47609	8.57394	28.92694	8.47088	1072.49500	15.27469	5.62585	78.23456	45.44732	52.10096	10.90766	1.00000	9.50041	7.45024	8.70660	4.84236
53.64827	6.79533	4.35239	8.62458	41.82143	8.73657	1156.91885	-2.25295	8.50557	41.77921	73.46384	72.57454	7.96762	1.00000	10.09818	9.98001	8.52279	7.22497
44.86019	11.97525	2.78687	8.08499	0.03813	8.17108	1171.06140	19.50333	5.00979	36.36339	26.29332	31.56621	7.71295	0.00000	9.80601	7.75398	7.57921	7.16191
40.48842	7.91678	2.10904	7.77446	41.09246	6.88418	1081.33831	3.16900	7.67747	45.36561	41.55892	65.39653	8.90229	1.00000	7.12693	6.48007	9.27583	8.75138
46.81549	8.65789	2.22023	8.04641	45.50369	9.65137	1125.07997	21.41216	5.82479	11.412	55.45702	61.22108	10.19962	1.00000	8.32054	11.61920	8.74701	8.46066
55.84907	5.02489	3.55620	8.54950	50.76306	8.96835	1168.66189	40.26769	9.52132	-1.29772	40.19233	36.68924	7.21545	1.00000	7.13649	8.71690	8.55737	8.32604
50.10649	7.81147	1.03031	6.33133	51.38673	8.18751	1106.20318	27.44684	8.06654	0.30367	62.97552	46.02727	4.63200	0.00000	10.95991	6.98295	7.95751	10.80828
46.59962	8.46910	3.66508	8.48535	33.93113	8.17955	1054.16557	7.34597	5.12630	-117.54866	56.65845	35.62691	6.93453	1.00000	6.53157	4.37106	8.96281	10.75324
57.06560		11.06007	9.79583	41.48199	9.51151	1067.30533	21.18002	6.13699	-81.79819	72.81649	38.38209	9.79189	1.00000	11.41186	8.86978	7.76050	6.58736
57.33721	6.89854	0.69521	5.60063	52.47774	9.42956	1074.03224	1.29800	8.80491	10.5511	64.44536	38.35705	8.81187	1.00000	10.47768	9.96603	8.13734	8.08869
57.20888	6.35073	1.71055	7.66134	41.91886		1143.65569	17.50748	6.95429	8.73812	62.49310	45.94414	7.84688	0.00000	5.75916	10.38658	6.63963	9.53162
31.83360	4.24452	2.00212	7.98519	5.20856	7.48286	1125.92749	21.17683	7.00059	-74.73584	74.66663	52.32124	4.45663	1.00000	3.57343	7.21523	8.47188	11.05354
43.37024	8.03730	1.80208	7.90046	65.93381	9.08181	1157.97168	9.26987	3.65966	111.4834	54.54152	72.30921	7.54311	1.00000	7.86452	4.78786		9.68567
31.35213	5.99621	12.38874	9.93606	28.98002	8.22067	1083.33325	12.09036	5.54554	77.70636	48.67117	72.78479	8.43322	0.00000	7.03592	11.54000	6.64222	9.12675
42.32910	9.51276	3.67176	8.49422	-5.41667	6.51907	1178.75698	12.92607	12.14371	38.01667	68.49171	46.33343	6.50849	0.00000	5.07225	9.81886	8.22590	8.96652
63.45358		1.95405	8.09059	33.93113	8.44512	1180.27820	-3.58734	3.68537	-117.54866	78.57960	49.06546	6.27379	1.00000	6.94910	4.45228	7.44587	10.21727
56.60167	7.79340	5.72761	9.09638	37.65639	9.05531	1148.37739	17.18022	6.89839	126.835	35.29056	39.57540	9.42468	1.00000	10.12506	10.61582	8.42852	7.58639
45.25983	4.52585	1.96885	8.03989	-1.63333	8.45329	1074.77390	25.50302	5.74184	13.58357	60.21189	63.99833	6.96092	1.00000	6.20103	6.04614	7.63081	13.16211
58.33534	7.33085	4.60320	8.82427	-21.98333	5.77308	1166.56530	23.79039	8.13421	16.91667	53.47464	31.86636	7.32471	1.00000	8.56552	9.76356	6.01523	7.52882
63.69247	7.20185	5.84436	9.14441	51.14942	8.68960	1114.50505	10.37599	5.75437	15.00835	50.35943	42.95093	10.70560	1.00000	9.14182	9.80212	9.12813	6.58776
78.79907	9.62744	1.91617	7.85918	-22.97056	8.59183	1197.43522	9.99036	7.44480	-46.99583	67.04072	54.26044	6.66038	0.00000	7.67853	10.23391	9.67807	11.51583
38.38133	7.45286	1.18116	7.22584	-33.75881	8.92268	1176.86206	9.49126	6.06502	150.99292	72.54346	56.01914	11.87080	1.00000	11.20313	10.14779	7.00257	7.44719
54.83279	7.97381	3.60938	8.47676	28.98002	8.84535	1069.77109	12.97391	10.09685	77.70636	43.30304	21.08708	6.58444	1.00000	6.98228	8.43938	8.65535	8.18143
58.87487	9.39457	5.88964	9.11249	50.79205	6.67641	1115.77823	19.65179	7.32224	-1.08593	43.66299	36.44118	9.85963	1.00000	9.76233	6.83502	7.60525	8.81440
29.70870	11.79800	4.95320	8.91041	34.8825	10.88080	1135.78057	4.89802	5.57081	128.62667	27.47616	38.47106	6.34127	0.00000	9.08133	10.76974	10.62405	7.23635
55.22210	6.37968	3.35878	8.54944	38.13708	7.21659	1107.72015	15.07035	6.36381	41.00817	54.72226	73.11383	7.42433	0.00000	7.07086	10.05500	7.57499	9.48774
65.72620	8.94656	5.33646	8.83952	23.04419	8.71925	1196.63367	-2.46080	6.96192	-82.00919	69.26219	39.18921	6.30845	1.00000	6.52718	7.64578	7.17815	7.63696
42.08587	9.07606	16.00841	10.20210	51.20219	7.87188	1137.22764	14.23154	8.11238	7.36027	64.24105	60.58257	8.65320	1.00000	7.47977	11.46042	8.17462	9.70960
57.83266	5.32184	5.49267	8.93490	33.45122	8.47624	1156.36937	16.86949	9.22188	-86.99666	55.67604	56.55030	9.30639	1.00000	11.05075	10.12566	8.83291	8.34156
51.38301	6.41351	2.44472	7.98755	-21.98333	9.79692	1175.79911	19.73596		16.91667	50.53234	27.73937	8.02286	0.00000	5.64830	10.50682	8.89619	10.39247
49.75767	7.78604	2.10679	8.12979	52.61131	8.24535	1083.65816	0.28672	8.56890	13.31783	36.83155	61.82537	8.45024	1.00000	9.50982	8.63586	7.43999	7.37270
52.76840	9.27928	8.38973	9.51349	54.48147	9.68284	1167.32546	9.59151	7.09045	53.47103	63.15122	38.56007	6.79956	1.00000	8.81058	8.70113	6.43641	7.57679
58.15570	9.41322	3.66045	8.51096	25.92127	8.32007	1114.25375	19.71011	7.62107	86.79271	69.92067	67.49153	6.64970	0.00000	8.99098	9.03533	8.72853	8.91022
62.30045	6.96459	1.90344	7.65107	47.56494	8.54966	1061.62493	18.77688	7.09008	31.33078	82.47220	52.11015	6.36844	1.00000	4.43653	5.36194	7.37243	10.80495
38.72507		1.02762	6.79796	45.73333	8.24588	1122.43892	11.11669	4.84694	4.91667	51.45458	68.13062	7.82333	1.00000	8.03423	5.04078	8.47423	8.69123
39.04990	7.76417	7.37410	9.34984	11.85	9.46860	1057.72054	16.56341	6.31075	38.01667	47.59792	50.53329	9.43194	1.00000	9.31732	9.01270	8.64828	6.69335
53.82695	5.61083	7.15377	9.38346	45.47885	9.02841	1194.98133	22.25081	7.77719	133.42825	45.52249	37.29453	9.53418	1.00000	10.21097	8.66829	10.15360	5.79147
50.83682	4.60475	5.49889	9.07874	38.54491	7.61074	1136.14426	9.87710	6.14052	-121.74052	94.48459	36.31500	8.21973	0.00000	5.45278	9.89768	7.05340	9.05421
29.90328	9.30946	10.67143	9.75676	53.53395	8.34387	1128.26869	17.79299	6.37191	33.72798	68.35460	29.85970	8.82608	1.00000	8.61787	8.85345	10.70289	6.64443
36.27116	9.18318	2.72370	7.93692	43.16547	7.87996	1138.95848	-0.13849	8.93753	-77.70066	75.87318	61.59279	6.88023	0.00000	7.62207	10.41186	8.50870	10.12604
61.10438	7.93298	3.04966	8.51879	54.48147	8.83591	1067.74038	27.58974	5.27924	53.47103	57.80290	38.41841	8.19738	0.00000	7.87206	12.09211	8.60991	8.42126
62.83634	7.69358	1.00252	6.70937	48.43174	8.61985	1166.25783	-11.20282	9.21884	17.8031	41.00400	49.26598	6.66995	0.00000	9.19913	9.07433	6.28313	11.19202
37.94464	5.03640	5.13767	8.89378	52.53048	9.14606	1179.84033	25.51010	7.72477	13.29371	56.46496	44.70089	7.04268	0.00000	5.96340	8.94880	9.60354	10.91713
23.48772	9.90470	1.80841	7.69743	39.12074	7.41673	1115.90670	6.82856	5.57039	27.18052	58.39349	60.75541	7.46674	1.00000	8.75349	6.00046	6.81271	9.12264
53.30108	5.59013	5.99774	9.04006	48.8765	7.28892	1104.79821	25.95632	6.88071	2.18967	57.56465	50.59400	7.65418	1.00000	6.62900	5.02872	9.40449	10.67631
28.96630	9.78981	1.81919	7.71297	35.8	8.70385	1186.76095	19.52815	10.35270	137.23333	48.74709	32.23158	6.50132	0.00000	6.92623	12.02785	8.41219	9.59614
71.65633	7.88787	5.40852	9.00462	55.75556		1153.21007	15.17833	6.44858	60.70278	53.35061	25.21360	7.36028	0.00000	6.16753	10.04599	8.67497	8.39532
70.74259	6.13046	1.33157	6.14145	47.48444	8.11148	1092.70116	20.20269	5.80882	36.25361	47.56366	57.25578	5.50746	1.00000	6.05836	5.27950	7.22135	9.33498
42.65049	4.30557	1.63034	7.82670	48.06919	8.03773	1178.96659	16.41439	8.27060	11.37703	60.04403	63.90160	7.48131	1.00000	5.17419	5.95091	9.77743	10.35745
57.25957	7.54557	7.34521	9.41770	28.98002	8.52115	1126.39199	12.03158	8.16702	77.70636	49.83913	31.50212	9.44594	1.00000	7.62266	8.93917	8.57460	8.12732
12.65922	6.59846	5.82026	9.11774	43.61062	7.68630	1132.83465	17.02005	8.39844	-72.97261	36.74163	58.57199	7.16591	1.00000	7.25750	7.64848	9.92730	9.08869
49.31652	5.57294	46.13141	11.29259	3.3285	8.58603	1155.04295	4.50821	7.40127	99.1625	62.09607	33.23569	10.58572	1.00000	10.91005	7.92226	9.25285	7.00295
57.73891	5.62481	9.74486	9.66896	49.13645	9.56195	1158.35810	-3.21800	7.48418	8.91229	59.75960	56.17505	9.87388	0.00000	9.36468	9.97734	7.02025	6.47534
54.87784	7.37572	2.48547	8.21559	12.04161	7.74400	1180.91141	6.02537	8.06086	75.35927	57.73054	35.25911	6.87931	1.00000	7.07565	7.62858	8.26846	7.64767
45.93040	5.21866	5.91349	9.15066	43.48961	8.10634	1054.17495	10.99853	8.45969	-8.2194	48.83844	39.60353	7.43993	1.00000	6.38072	7.06303	8.59282	9.79822
63.22433	11.38419	1.00182	6.32883	36.72544	8.89774	1142.36054	-8.85117	7.48327	3.55665	53.08253	33.80142	6.50574	1.00000	8.32754	8.29939	8.82466	6.98465
49.15317	6.03220	11.66669	9.83689	12.25282	8.04120	1163.29160	11.14651	7.22841	79.41727	28.00115	42.14958	9.35130	1.00000	9.95073	7.44852	8.38713	4.99375
66.70076	6.31430	3.01163	8.24301	41.16704	8.45993	1159.54742	1.27991	8.24913	-73.20483	53.93096	36.41832	6.36799	1.00000	7.44226	8.96599	7.61262	8.97461
56.51771	9.56875	4.16413	8.65669	3.11988	7.49988	1079.01165	12.89045	9.65228	35.59642	70.81114	52.98911	7.73953	0.00000	7.98684	8.81065	9.14533	8.12862
	10.14986	11.12096	9.79298	29.69221	9.67343	1091.00993	23.58185	9.00119	72.54566	64.21908	33.67724	6.43425	0.00000	6.64843	11.37111	7.51620	10.74587
71.63125	5.78904	15.98492	10.18621	-25.54073	8.29621	1066.52865	18.14208	8.15045	152.70493	30.24941	29.20440	5.69663	1.00000	7.03253	9.49687	8.46934	9.80197
60.45318	7.67846	2.93817	8.24981	48.98994	8.18751	1086.76301	7.90821	6.65491	2.1699	65.23000	44.58861	9.49554	1.00000	6.92839	7.61399	7.46382	5.19295
50.13168	6.27013	1.84280	7.30708	38.07789	8.22713	1124.02245	13.22375	8.93752	13.44275	59.52854	58.62733	6.71588	0.00000	6.85044	8.29941	9.59575	11.14780
43.56010	7.19269	3.42974	8.35328	35.06667	8.00483	1177.76541	25.74274	8.30124	135.21667	53.82146	54.34267	6.99896	1.00000	9.68637	11.62477	8.99995	8.65268
52.86013	6.11017	3.46090	8.52060	-7.81667	8.67405	1068.45360	6.50176	7.50049	112.01667	46.78593	34.70564	10.58995	1.00000	9.40139	10.64982	9.05305	8.05384
64.78882	6.57807	3.53622	8.42870	52.71083	8.25674	1072.74320	19.33386	7.10977	5.74861	48.88243	69.69345	7.34757	0.00000	7.23347	9.27876	7.25902	9.51760
21.61501	8.45011	4.32989	8.71063	37.35813	8.85597	1127.66967	14.09128	8.13589	-6.03731	52.16114	15.67923	7.93909	1.00000	6.94121	5.95274	8.61895	7.64318
40.07159	3.09187	1.23459	6.16384	33.42585	10.10197	1102.06904	9.11979	9.56579	-6.00137	47.59245	41.11995	7.88656	1.00000	6.35506	7.45116	9.17779	10.19989
69.44751	9.21674	5.30115	9.03585	47.48444	7.26572	1156.26251	20.17182	7.37278	36.25361	59.46284	48.18877	5.88536		7.14377	8.46452	7.14828	8.93259
33.20331	8.09811	1.16132	6.65271	29.38242	7.25612	1112.21126	12.20357	5.93203	70.91106	70.29963	48.10414	4.74037	0.00000	10.25084	8.59524	8.23979	10.17042
56.64183	8.67627	2.09349	7.35637	59.37722	7.51869	1180.47653	7.21077	5.65154	28.19028	43.29389	27.15417	7.47074	1.00000	7.85799	6.81750	9.24222	9.44417
58.88303	9.22245	10.63047	9.76662	25.6439	8.93255	1105.99430	26.66838	11.04476	77.9129	58.41728	43.08018	7.09306	0.00000	6.96230	8.91481	8.75184	7.70561
52.81236	8.06017	3.32407	8.52359	38.38479	6.16749	1055.75324	19.82474	6.96176	-0.76773	63.91458	53.44995	7.27802	1.00000	7.36433	7.32022	10.09002	9.52886
66.21484	8.95612	5.11424	8.96213	41.16704	8.83002	1129.17646	8.39172	12.70490	-73.20483	44.49268	44.69951	6.68972	0.00000	6.70241	10.32955	8.17176	8.77656
49.84030	8.56720	2.99516	8.27973	3.02013	9.19796	1093.68275	22.55260	12.01694	30.91105	60.42305	54.30118	6.41686	0.00000	7.31458	10.20104	7.75498	10.15768
31.36381	5.08621	3.28805	8.51155	51.04962	9.97376	1100.34356	12.90902	9.48483	12.1369	29.26247	37.02690	7.07814	1.00000	6.78215	9.44777	9.31880	10.17693
56.21305	8.21591	6.26326	9.21571	-6.8	7.91994	1094.52072	12.11780	5.75931	39.25	56.80524	61.34062	6.68145	1.00000	6.86691	5.70758	9.26978	8.68036
42.06391	2.93057	2.54620	8.07222	46.09273	8.54447	1055.20010	12.56313	8.09404	-88.64235	49.32939	55.78741	4.86080	1.00000	5.13330	7.67540	10.46340	11.68890
55.28145	7.06863	4.38292	8.73389	9.89206	7.86269	1061.24910	22.63029	5.34322	43.38531	58.97307	43.30704	6.69066	1.00000	6.46485	5.75126	7.86260	11.34932
50.81469	9.97477	2.36943	8.04143	48.06919	8.92829	1104.52728	1.32245	7.04296	11.37703	33.44652	55.11908	7.71305	0.00000	8.67977	9.62490	6.46434	11.99900
57.28607	5.25915	2.46879	8.27132	40.24537	9.52331	1198.98263	19.29719	9.22188	-75.64963	65.32899	39.24073	9.84820	0.00000	1.99977	11.00292	8.97939	10.26192
54.19562	4.90976	3.33259	8.50473	39.96097	7.86751	1102.18980	-0.45429	6.59449	-75.60804	34.55178	63.33937	11.12242	1.00000	12.00655	9.63808	8.56717	6.69628
53.20973	6.84841	22.81480	10.57267	-33.75881	8.36761	1144.87872	0.22651	5.27480	150.99292	57.31204	53.29709	5.09201	0.00000	10.44537	8.62658	8.89417	9.77803
57.29488	5.83889	1.69419	7.35431	42.24113	9.87185	1189.36147	1.48091	8.28203	-88.3162	67.05626	56.74255	7.26612	1.00000	9.69653	6.92282	8.10480	4.32991
52.95726	7.50396	6.47803	9.17133	45.40008	8.77865	1148.31761	24.39142	8.85456	-73.58248	63.40293	40.86541	8.78879	0.00000	2.78178	10.59619	8.51402	9.42084
46.21522	8.61636	1.92363	7.96238	20.22816	7.56027	1165.09948	17.45026	6.64462	-103.5687	87.06283	45.40574	8.42200	1.00000	8.15358	6.14051	7.00846	9.52539
35.80943	8.20927	4.57970	8.83682	53.77166	9.09335	1123.92077	15.49436	9.94856	38.12408	59.20298	19.38937	7.72514	0.00000	9.01074	7.94198		7.83999
45.38883	6.58805	1.98758	7.74811	33.72255	6.92584	1189.21770	8.15617	7.09757	-116.37697	47.34495	54.21848	9.30610	1.00000	8.97325	7.63226	11.09011	6.00922
45.81501	6.05640	0.99692	6.89789	41.91738	8.42113	1113.30586	12.67892	8.31512	3.1631	65.59659	36.44070	6.74153	1.00000	7.61529	8.63838	7.56097	8.60369
56.72380	8.98389	15.81323	10.17169	37.60876	8.11623	1061.58131	12.34588	6.62260	-77.37331	56.59069	58.32095	7.37913	1.00000	8.11501	6.67377	7.80108	8.61130
55.33039	9.35446	4.77061	8.81420	21.34222	8.03737	1162.28656	7.41283	11.74617	71.30633	58.33292	38.47177	6.82512	0.00000	7.16900	11.09020	7.13252	9.58924
71.00887	6.22283	3.07182	8.24325	40.70995	8.59347	1138.63294	39.57843	6.68315	0.57856	53.28348	41.94446	6.33103	1.00000	6.78234	7.38459	7.96512	10.41685
56.22535	10.93864	0.26777	5.64597	51.44889	8.61319	1118.72831	1.59226	8.59116	5.51978	62.39332	31.23143	7.62018	0.00000	7.86876	10.67734	8.59971	11.26357
50.07289	7.51087	6.82361	9.22372	12.25282	8.83167	1086.65401	18.83146	5.70398	79.41727	61.08894	37.12554	8.27055	0.00000	5.87762	11.57742	8.86494	8.23793
41.44355	9.94996	1.79839	7.13159	40.87363	8.29372	1067.11268	9.96484	11.43124	14.34085	39.35590	69.08017	7.54329	0.00000	5.58317	8.07256	6.56605	10.59547
46.16197	6.08267	3.78531	8.60407	41.50343	8.05183	1116.60057	13.30683	8.78673	-74.01042	58.40708	51.33802	5.80062	1.00000	7.99193	10.41399	7.60053	8.66179
34.54581	5.66267	2.15457	7.83823	41.57439	8.68463	1138.78279	13.28339	6.81319	24.71204	67.19615	46.86731	11.78872	1.00000	13.27632	6.57637	7.40120	5.42751
65.59571	7.23595	11.58478	9.86086	41.15612	8.50594	1197.07858	24.79676	6.25074	1.10687	37.37107	37.58346	6.36492	1.00000	6.65569	6.31980	10.17088	10.64234
69.61879	6.09710	5.28086	8.91818	15.45144	7.10382	1167.27544	32.19434	5.75177	78.14797	63.52202		6.91953	0.00000		9.77315	6.95569	9.59373
58.21033	7.70497	1.15372	6.22087	40.85158	9.05649	1168.37353	-3.76568	7.89588	122.74754	49.87761	38.47943	8.80943	0.00000	7.69864	11.95525	6.54096	9.93435
60.52116	9.53539	3.57691	8.64329	-33.75881	9.80610	1143.73618		5.68275	150.99292	55.90742	64.06446	9.44401	1.00000	7.62549	10.91098	7.11202	7.42403
61.46894	7.57500	5.72864	9.13314	41.66394	8.68835	1179.26240	28.28996	5.87359	-83.55521	56.97891	35.81423	8.97978	1.00000	9.08801	5.78411	9.28013	10.59015
38.97498	5.75624	1.38648	7.37748	-20.25333	8.19154	1131.78538	24.08469	8.87769	-43.80139	58.72574	12.72970	10.06137	1.00000	10.79921	7.11969	9.41190	5.91055
55.16941		7.40421	9.38673	33.45122	9.30594	1181.32512	17.73288	8.29051	-86.99666	58.85036	57.93694	9.30444	1.00000	10.42838	9.85875	8.62980	7.67474
61.53248	7.42407	1.03380	6.40738	-17.73648	9.48146	1070.54495	9.17638	7.81745	168.31366	69.44577	46.67597	7.96317	1.00000	7.64716	8.84577	6.67522	6.25279
58.31666	11.53454	3.57223	8.57169	50.20528	8.46367	1126.57711	3.59587	9.23755	19.27498	59.89729	38.64980	8.43806	0.00000	7.90053	10.06756	9.24445	9.66881
47.64511	7.20199	31.36068	10.90079	52.59319	8.56891	1112.59583	21.16420	6.26256	13.32127	88.45653	38.98532	9.98324	1.00000	9.34045	8.43363	8.18260	6.71699
46.52346	9.38426	1.75202	7.75629	10.10649	8.43590	1125.15182	11.89751	10.38700	76.35484	66.17293	44.46319	7.04435	0.00000	6.68728	9.36759	9.22750	9.46191
61.74875	6.34644	5.09329	8.83333	37.30553	7.88151	1086.40532	14.85885	6.12393	120.82747	62.04401	62.65287	10.95871	1.00000	10.76511	9.85353	8.17144	6.32708
39.41969	7.70794	7.53125	9.36446	-4.24444	8.83175	1070.41263	11.57896	7.11473	-42.29444	41.77249	68.02700	7.37711	1.00000	8.66067	8.39409	7.91894	7.84506
56.11317	9.48528	1.28343	6.46650	29.53885	9.12944	1175.48965	4.53035	10.19727	-95.44744	40.42818	70.05958	6.99887	0.00000	6.73337	8.91251	8.00519	10.13435
53.85675	6.70739	4.72370	8.88474	29.38242	7.76059	1125.42771	30.48497	5.59433	70.91106	42.42740	63.87121	12.52811	1.00000	8.32731	9.39076	6.80620	6.92453
41.13156	7.60780	7.18419	9.36926	3.27833	7.19663	1181.85968	18.45811	6.91953	32.88667	32.29974	52.09925	9.46196	1.00000	7.72369	8.28468	7.93912	6.35180
65.57577	9.02611	0.70397	5.24604	40.42386	8.53643	1169.53858	15.67612	5.19657	-3.53261	45.68653	44.63922	7.48360	1.00000	8.20521	5.96249	6.28807	10.11308
59.27121	7.75921	2.06542	7.86705	-11.48472	8.00582	1054.71980	13.27860	6.41162	-37.93278	58.52413	59.73281	6.45106	0.00000	9.59214	9.42944	7.62907	9.52604
39.69671	6.48601	5.19758	9.07836	6.9909	9.30200	1189.46469	11.67832	6.78576	79.883	15.22918	84.43141	12.13295	1.00000	9.44597	8.55518	8.22211	7.29325
54.49292	10.38570	2.09922	8.04839	25.66795	8.67722	1112.44524	1.63983	6.75502	85.83636	72.19976	58.45358	8.14618	0.00000	9.00505	11.86546	7.94505	8.31702
52.80575	7.04453	4.05334	8.67005	40.87363	8.12979	1119.67654	5.48730	7.24472	14.34085	67.82841	16.26059	7.00039	0.00000	6.65531	8.89985	7.26806	9.35883
41.60531	8.29033	6.64416	9.23285	36.53333	7.53131	1121.27382	23.85702	8.64336	136.61667	44.76085	65.14588	5.22933	0.00000	7.11076	6.81440	7.17660	9.92831
58.68058	8.26391	17.09140	10.26358	34.86472	7.89888	1078.54395	9.01793	5.85240	117.55417	72.95501	65.44068	6.49934	1.00000	7.42549	6.21425	8.31320	10.89874
43.56542	9.96199	6.17050	9.10534	25.13915	8.67905	1096.63337	-0.14560	9.54210	73.06784	46.41161	43.93372	7.00288	0.00000	6.67389	10.39741	9.22419	11.60226
35.96110	6.65506	1.41767	7.48622	11.12018	10.11176	1089.50131	11.04965	8.55311	76.11996	44.52538	66.80665	11.31970	1.00000	10.99962	8.50147	8.53180	7.60555
53.48740	8.23247	1.62092	7.33120	41.91886	8.60589	1132.33905	8.42704	6.17547	8.73812	56.32748	66.18029	7.55575	1.00000	5.96531	4.09268	7.71225	11.00669
56.67479	7.50446	4.03018	8.62157	-33.75881	8.26084	1095.89064	9.68366	7.38499	150.99292	44.64979	44.46801	8.03045	1.00000	8.15742	7.73205	9.89845	8.77172
56.17327	10.11083	2.43155	7.94450	40.65538	8.98156	1124.58523	21.28420	4.77948	-74.38987	60.02418	58.82026	6.95531	1.00000	8.53737	7.96187	9.52111	9.26345
70.08258	9.36605	3.70988	8.66156	41.0051	10.68715	1132.64920	-1.30160	5.83180	-73.78458	77.25079	24.18108	5.07532	1.00000	6.24545	7.40336	8.35476	9.37647
51.92755	5.02069	7.84584	9.35599	29.69221	8.64949	1066.49582	15.64861	9.71827	72.54566	54.92774	62.11688	9.18588	1.00000	12.52703	8.72344	6.18130	8.13684
57.16557	6.00576	1.46108	7.15624	-37.32167	9.38982	1185.59387	11.50836	7.57905	-59.13316	63.48085	39.73222	4.53934	0.00000	8.25247		7.28635	11.07241
46.79955	9.57437	1.47396	7.53723	24.05979	7.07275	1173.96917	18.98330	7.47279	77.40858	53.30264	54.21434	7.69374	0.00000	8.02715	7.80887	8.01000	10.85205
41.12180	3.09497	7.47713	9.42531	0.03813	9.35564	1148.66658	13.76049	10.00764	36.36339	56.29986	31.54625	8.56630	1.00000	6.61373	8.10606	9.28111	11.66709
62.87724	7.93906	8.46556	9.52855	51.40148	10.44683	1172.99892	7.09955	6.08199	-1.32471	59.71278	54.63434	5.12371	1.00000	6.47636	7.87584	8.25895	9.75692
63.76090	6.96580	1.24650	7.40792	33.95015	6.94687	1122.49344	23.74759	7.24229	-118.03917	50.33213	50.05971	6.39890	1.00000	6.97116	7.07223	8.91079	9.24119
60.27092	6.46854	3.28794	8.22153	30.46907	8.20322	1161.00028	-2.52559	8.67942	70.96699	26.23454	46.23854	9.43202	1.00000	10.89208	9.68227	7.72979	7.51895
59.18854	8.41334	0.96367	6.64895	41.66394	7.41940	1076.38586	24.23137	8.26982	-83.55521	47.49241	46.46949	8.32277	1.00000	7.62059	9.80870	8.81021	7.55610
59.27005	6.62378	5.09814	8.91614	34.77453	7.15447	1184.14861	25.71532	7.63266	-96.67834	46.19602	20.05797	7.06433	1.00000	7.52141	8.51255	9.05271	8.78798
50.97557	7.19879	2.60907	8.18826	38.07789	7.97905	1052.76133	23.10142	7.41494	13.44275	62.71802	34.15445	9.37568	1.00000	7.32670	10.20818	7.65371	8.17075
