revision	code	longitude	latitude	QoS	location
2016/11/22	US	-120.93549	37.73604	good	America/Los_Angeles
2015/10/23	US	-122.39168	40.58654	good	America/Los_Angeles
2014-04-08	CN	109.22921	34.65918	excellent	Asia/Shanghai
2015-08-05	FR	2.12213	48.8222	average	Europe/Paris
31 Mar 2013	RU	33.2525	57.97472	building	Europe/Moscow
09/05/2015, 00:00:00	US	-95.36969	35.74788	average	America/Chicago
2015/07/14	MG	47.31667	-19.65	excellent	Indian/Antananarivo
12 Apr 2020	BA	19.21437	44.75874	good	Europe/Sarajevo
2018-12-10	US	-122.24092	47.4943	good	America/Los_Angeles
2020-10-15	SA	49.62251	27.0174	accep	Asia/Riyadh
12/30/2012, 00:00:00	DE	12.1369	51.04962	building	Europe/Berlin
10/06/2020, 00:00:00	US	-117.54866	33.93113	accep	America/Los_Angeles
12/18/2017, 00:00:00	US	-120.45794	34.63915	excellent	America/Los_Angeles
2017-05-15	HN	-86.57415	15.48131	average	America/Tegucigalpa
29 Sep 2014	US	-91.58045	41.6764	maintenance	America/Chicago
03/10/2020, 00:00:00	ES	-4.83076	39.96348	maintenance	Europe/Madrid
2014/04/17	GB	0.30367	51.38673	excellent	Europe/London
2016/03/29	PK	70.96699	30.46907	good	Asia/Karachi
14 Feb 2019	DE	13.32127	52.59319	excellent	Europe/Berlin
17 Oct 2020	IN	73.08333	19.21667	accep	Asia/Kolkata
08/14/2018, 00:00:00	AU	146.05093	-34.28853	excellent	Australia/Sydney
11/22/2018, 00:00:00	US	-122.2054	47.76232	maintenance	America/Los_Angeles
2016-07-29	US	-120.00865	46.32374	excellent	America/Los_Angeles
2018-05-30	UA	38.15035	49.41029	accep	Europe/Zaporozhye
2013-08-01	RU	30.38167	59.80917	accep	Europe/Moscow
2021-04-25	RU	69.49015	56.11281	average	Asia/Yekaterinburg
2015/03/18	TR	34.02537	38.37255	average	Europe/Istanbul
02/17/2021, 00:00:00	DZ	4.62744	36.06386	good	Africa/Algiers
12/20/2014, 00:00:00	RU	46.04833	51.40944	excellent	Europe/Saratov
2016/04/24	MY	102.3278	2.2139	good	Asia/Kuala_Lumpur
2019/04/11	US	-91.73625	35.25064	accep	America/Chicago
12/04/2015, 00:00:00	US	-75.64963	40.24537	maintenance	America/New_York
25 Apr 2017	TN	10.58082	35.72917	excellent	Africa/Tunis
04 May 2017	NG	4.18333	7.6	good	Africa/Lagos
11/29/2019, 00:00:00	RU	57.3552	51.4781	accep	Asia/Yekaterinburg
2018-11-12	US	-122.86705	45.49428	building	America/Los_Angeles
06/28/2022, 00:00:00	BR	-63.90389	-8.76194	good	America/Porto_Velho
04/10/2017, 00:00:00	US	-116.97725	33.92946	accep	America/Los_Angeles
26 May 2016	US	-122.24092	47.4943	good	America/Los_Angeles
2019-02-23	UG	32.88667	3.27833	average	Africa/Kampala
2018/05/26	UA	32.6178	46.65581	excellent	Europe/Kiev
10/15/2020, 00:00:00	PK	71.67164	30.29184	average	Asia/Karachi
2018-05-07	IN	76.03889	18.18158	average	Asia/Kolkata
10/15/2021, 00:00:00	KR	128.62667	34.8825	accep	Asia/Seoul
2019/03/01	ID	104.09701	-1.26424	average	Asia/Jakarta
16 Nov 2012	NG	4.92235	7.65649	accep	Africa/Lagos
2016/06/09	TR	29.26639	37.58105	accep	Europe/Istanbul
2018/10/17	DE	13.32127	52.59319	average	Europe/Berlin
2016-04-09	TZ	38.66667	-6.25	average	Africa/Dar_es_Salaam
2015-04-28	DE	8.70745	49.03685	maintenance	Europe/Berlin
2016/09/26	US	-73.97069	40.64621	good	America/New_York
03 Jan 2021	CF	15.87735	4.94273	average	Africa/Bangui
11/01/2016, 00:00:00	US	-86.11084	41.75338	excellent	America/Indiana/Indianapolis
05/08/2017, 00:00:00	CA	-73.86586	45.43341	good	America/Toronto
2021/07/05	FR	2.29026	48.77644	excellent	Europe/Paris
10/17/2013, 00:00:00	FR	-4.1	48	good	Europe/Paris
2019-12-12	US	-120.00865	46.32374	average	America/Los_Angeles
11 May 2015	NL	5.51978	51.44889	excellent	Europe/Amsterdam
08/23/2019, 00:00:00	MD	28.28489	48.15659	accep	Europe/Chisinau
21 Oct 2021	IN	71.30633	21.34222	accep	Asia/Kolkata
06/03/2013, 00:00:00	ID	103.61667	-1.6	excellent	Asia/Jakarta
2021-06-29	CN	122.08333	46.08333	accep	Asia/Shanghai
2015/02/20	CF	15.87735	4.94273	good	Africa/Bangui
2017-04-02	NI	-86.19903	11.84962	average	America/Managua
2021/07/18	AT	16.4	48.25	good	Europe/Vienna
15 Nov 2014	PL	15.00835	51.14942	accep	Europe/Warsaw
04/06/2016, 00:00:00	RU	37.92792	53.93361	accep	Europe/Moscow
2021-03-07	RU	60.70278	55.75556	building	Asia/Yekaterinburg
06/14/2014, 00:00:00	FR	2.08333	48.86667	good	Europe/Paris
2018/01/02	KZ	65.50917	44.85278	maintenance	Asia/Qyzylorda
2014-07-31	RU	38.94324	44.98901	accep	Europe/Moscow
2020-07-26	KE	36.36339	0.03813	average	Africa/Nairobi
11/27/2018, 00:00:00	US	-74.01042	41.50343	good	America/New_York
10 May 2019	BR	-50.00639	-25.42944	accep	America/Sao_Paulo
20 Sep 2021	SO	43.38531	9.89206	excellent	Africa/Mogadishu
09 Sep 2013	CA	-60.1831	46.1351	excellent	America/Glace_Bay
25 Jan 2021	AU	146.05093	-34.28853	building	Australia/Sydney
06/11/2018, 00:00:00	UA	25.34244	50.75932	average	Europe/Kiev
2017/11/09	IN	78.55757	17.34769	average	Asia/Kolkata
2021/09/12	SL	-13.2356	8.48714	average	Africa/Freetown
2018/02/10	MA	-2.16	34.31	excellent	Africa/Casablanca
2017/02/08	NE	9.15013	13.70727	accep	Africa/Niamey
05 Sep 2019	CN	126.28333	45.35	excellent	Asia/Shanghai
18 Oct 2021	IN	77.9129	25.6439	excellent	Asia/Kolkata
07/01/2019, 00:00:00	RU	37.38115	55.63711	average	Europe/Moscow
23 Nov 2014	US	-118.03917	33.95015	good	America/Los_Angeles
2020-05-01	IL	34.75699	31.39547	building	Asia/Jerusalem
2016-03-31	US	-99.73314	32.44874	building	America/Chicago
04/11/2014, 00:00:00	IL	34.8732	32.05971	accep	Asia/Jerusalem
28 Jul 2022	CN	123.17306	41.27194	good	Asia/Shanghai
2019/07/29	IN	84.63445	24.81757	good	Asia/Kolkata
10 Jan 2013	BR	-58.44417	-3.14306	accep	America/Manaus
11 Dec 2019	TW	119.58627	23.5654	maintenance	Asia/Taipei
2016-09-07	CN	111.73861	35.20889	excellent	Asia/Shanghai
08 Apr 2019	BR	-51.50361	-29.2975	good	America/Sao_Paulo
06/18/2016, 00:00:00	CN	105.89333	34.56861	accep	Asia/Shanghai
25 Jan 2017	ES	-3.67029	37.13548	good	Europe/Madrid
2020-05-16	RU	43.91385	54.03876	good	Europe/Moscow
08/02/2020, 00:00:00	FR	3.87723	43.61092	accep	Europe/Paris
2022/09/20	AR	-65.61427	-27.4338	average	America/Argentina/Tucuman
14 May 2021	CU	-80.58556	22.98212	building	America/Havana
21 Dec 2017	CN	117.63083	35.50056	average	Asia/Shanghai
03 Oct 2016	TN	10.78222	36.46917	accep	Africa/Tunis
2017/11/22	AT	16.4	48.25	good	Europe/Vienna
2018/07/01	CU	-77.43532	20.14298	good	America/Havana
09/12/2015, 00:00:00	TZ	39.25	-6.8	building	Africa/Dar_es_Salaam
03/02/2013, 00:00:00	SD	34.3869	11.8659	good	Africa/Khartoum
2015-02-13	IN	76.12647	32.55531	maitennce	Asia/Kolkata
2017/06/09	ES	-8.2194	43.48961	maintenance	Europe/Madrid
06/25/2016, 00:00:00	EE	28.19028	59.37722	good	Europe/Tallinn
10 Nov 2012	FR	3.87723	43.61092	average	Europe/Paris
01 Jun 2017	US	-117.14392	32.9156	excellent	America/Los_Angeles
13 Jan 2013	BJ	2.59753	8.88649	good	Africa/Porto-Novo
2013/04/01	MA	-2.16	34.31	accep	Africa/Casablanca
04/14/2021, 00:00:00	ES	2.35739	41.63976	good	Europe/Madrid
2019-03-05	UA	36.25361	47.48444	excellent	Europe/Zaporozhye
2017-07-13	ES	-15.58602	27.76056	good	Atlantic/Canary
2013-12-31	CN	117.7	35.85	average	Asia/Shanghai
2020-01-07	IT	14.34085	40.87363	accep	Europe/Rome
06/02/2015, 00:00:00	BR	-47.53028	-22.45667	average	America/Sao_Paulo
2020/05/17	IT	8.62118	45.44694	good	Europe/Rome
2020/11/13	US	-87.66561	41.8542	average	America/Chicago
2022-03-07	NL	7.00417	52.26083	good	Europe/Amsterdam
2018-11-10	ID	116.82887	-1.26753	good	Asia/Makassar
03/19/2017, 00:00:00	SA	49.62251	27.0174	excellent	Asia/Riyadh
2022/07/29	US	-73.78458	41.0051	good	America/New_York
2017/07/20	BR	-53.13722	-22.92306	good	America/Sao_Paulo
2022/06/01	FR	2.1699	48.98994	average	Europe/Paris
17 Jul 2020	RU	57.3552	51.4781	average	Asia/Yekaterinburg
2013/07/21	US	-83.55521	41.66394	excellent	America/New_York
06 Sep 2020	CN	120.82747	37.30553	average	Asia/Shanghai
16 May 2020	US	-77.70066	43.16547	building	America/New_York
2021-03-26	BE	3.16667	50.8	good	Europe/Brussels
2017/05/09	CA	-63.13414	46.23899	accep	America/Halifax
01/31/2018, 00:00:00	DZ	3.55665	36.72544	excellent	Africa/Algiers
05/29/2021, 00:00:00	DJ	42.7125	11.15583	accep	Africa/Djibouti
2014-02-24	US	-97.90308	31.12406	average	America/Chicago
02 Aug 2014	BR	-42.29444	-4.24444	maintenance	America/Fortaleza
2014/11/03	UA	31.33078	47.56494	accep	Europe/Kiev
2019-03-25	TR	27.18052	39.12074	good	Europe/Istanbul
04/19/2013, 00:00:00	PH	121.3152	14.14989	maintenance	Asia/Manila
2021/11/18	CA	-119.48568	49.88307	accep	America/Vancouver
2013-01-04	IN	73.06784	25.13915	average	Asia/Kolkata
07/23/2017, 00:00:00	IN	86.59611	25.87498	average	Asia/Kolkata
15 Sep 2016	US	-82.90375	32.54044	excellent	America/New_York
2016-07-15	IR	51.67462	32.65246	good	Asia/Tehran
09/15/2019, 00:00:00	TZ	38.66667	-6.25	good	Africa/Dar_es_Salaam
30 Oct 2016	LK	79.883	6.9909	accep	Asia/Colombo
30 Dec 2018	IN	73.08333	19.21667	average	Asia/Kolkata
02/10/2016, 00:00:00	CN	117.65694	36.19278	good	Asia/Shanghai
2013/04/12	CO	-74.95472	10.98778	average	America/Bogota
02/09/2017, 00:00:00	GB	-0.74934	51.62907	excellent	Europe/London
2021/01/30	MX	-105.36369	22.49396	excellent	America/Mazatlan
12/03/2013, 00:00:00	CD	24.43973	0.76755	maintenance	Africa/Lubumbashi
2015/01/08	BR	-44.31389	-19.7625	average	America/Sao_Paulo
02/16/2014, 00:00:00	IT	11.412	45.50369	excellent	Europe/Rome
01/10/2014, 00:00:00	MM	97.01124	17.30858	excellent	Asia/Yangon
01/05/2018, 00:00:00	NL	4.47124	51.95838	good	Europe/Amsterdam
2015-04-14	US	-81.26367	28.90054	excellent	America/New_York
2014/03/21	MW	34.4587	-13.7804	building	Africa/Blantyre
07/06/2021, 00:00:00	RU	43.63417	43.96222	average	Europe/Moscow
2016/06/10	ES	1.10687	41.15612	excellent	Europe/Madrid
2016-01-05	PE	-75.11028	-15.21194	accep	America/Lima
2018-11-12	BR	-38.94722	-15.675	good	America/Bahia
2017-07-22	JP	139.07204	36.24624	good	Asia/Tokyo
2018/10/27	FR	8.73812	41.91886	accep	Europe/Paris
07/14/2015, 00:00:00	FR	5.4584	43.32393	average	Europe/Paris
06/28/2022, 00:00:00	PK	75.06583	32.17629	building	Asia/Karachi
2015/04/14	US	-88.70464	34.25807	accep	America/Chicago
2018-09-05	IN	74.80555	34.08565	accep	Asia/Kolkata
2013/07/26	TH	99.95469	13.51825	good	Asia/Bangkok
2013/03/16	CO	-74.95472	10.98778	excellent	America/Bogota
2019/03/08	BR	-43.80139	-20.25333	accep	America/Sao_Paulo
09/25/2014, 00:00:00	CA	-63.13414	46.23899	excellent	America/Halifax
2014/08/24	VE	-62.64102	8.35122	good	America/Caracas
2022-06-24	US	-86.99666	33.45122	maintenance	America/Chicago
23 Jul 2013	DE	10.5511	52.47774	accep	Europe/Berlin
2015-09-22	KE	36.36339	0.03813	building	Africa/Nairobi
22 Oct 2021	CA	-73.86586	45.43341	accep	America/Toronto
2020/05/10	AU	150.99292	-33.75881	good	Australia/Sydney
11/24/2017, 00:00:00	IN	76.35484	10.10649	good	Asia/Kolkata
12/27/2021, 00:00:00	BG	27.25	42.7	accep	Europe/Sofia
19 Jul 2019	BR	-52.51028	-28.81833	accep	America/Sao_Paulo
16 Feb 2017	GB	0.75	52.41667	accep	Europe/London
02/07/2014, 00:00:00	CN	113.82465	23.29549	average	Asia/Shanghai
2019/02/01	IN	85.94001	25.49043	average	Asia/Kolkata
2015-10-11	RU	111.4834	65.93381	excellent	Asia/Yakutsk
21 Nov 2018	KG	73	40.93333	building	Asia/Bishkek
2021/02/28	KE	35.59642	3.11988	excellent	Africa/Nairobi
2015-10-17	PK	70.91106	29.38242	excellent	Asia/Karachi
25 Sep 2022	US	-76.51552	39.32011	good	America/New_York
2018-04-04	EC	-79.59415	-2.13404	average	America/Guayaquil
2022/04/21	LK	79.883	6.9909	good	Asia/Colombo
21 Feb 2020	US	-111.90466	40.34912	excellent	America/Denver
30 Aug 2014	JP	138.31667	36.65	excellent	Asia/Tokyo
12/18/2020, 00:00:00	DZ	3.55665	36.72544	average	Africa/Algiers
2020-04-08	LT	24.04142	54.39635	excellent	Europe/Vilnius
08/14/2017, 00:00:00	CN	116.11768	24.28859	building	Asia/Shanghai
2022/02/06	RU	43.67663	53.53041	accep	Europe/Moscow
08/07/2020, 00:00:00	MX	-89.66123	21.28306	accep	America/Merida
04 Sep 2013	JP	137.36215	36.75965	building	Asia/Tokyo
2013-12-29	RU	46.5813	54.8421	average	Europe/Moscow
2012-10-04	IN	72.93924	18.87813	average	Asia/Kolkata
2019/09/06	US	-121.74052	38.54491	excellent	America/Los_Angeles
2014/03/24	US	-78.19444	38.91817	average	America/New_York
2014/10/07	TH	104.64992	14.64056	accep	Asia/Bangkok
2014/03/16	AM	44.7662	40.49748	building	Asia/Yerevan
2012/11/25	PL	19.27498	50.20528	maintenance	Europe/Warsaw
03/14/2014, 00:00:00	CN	113.82465	23.29549	building	Asia/Shanghai
05/03/2019, 00:00:00	US	-104.83192	39.72943	accep	America/Denver
08/02/2020, 00:00:00	YE	46.83187	14.53767	building	Asia/Aden
2015-05-11	CZ	13.63617	50.50301	average	Europe/Prague
19 Mar 2017	US	-75.60804	39.96097	good	America/New_York
03/17/2014, 00:00:00	IT	9.40531	45.53069	excellent	Europe/Rome
02/04/2016, 00:00:00	IN	85.94001	25.49043	good	Asia/Kolkata
20 Aug 2019	CN	117.4831	27.34089	building	Asia/Shanghai
2021-12-17	CN	117.4831	27.34089	good	Asia/Shanghai
04/16/2017, 00:00:00	JP	136.51667	35	building	Asia/Tokyo
2015-08-17	TD	18.69303	12.18441	average	Africa/Ndjamena
05/06/2013, 00:00:00	CR	-85.43772	10.63504	building	America/Costa_Rica
16 Dec 2019	CM	10.7	4.96667	maintenance	Africa/Douala
21 Nov 2015	TN	10.58082	35.72917	good	Africa/Tunis
22 Dec 2017	MA	-6.00137	33.42585	good	Africa/Casablanca
08/11/2014, 00:00:00	KE	34.11169	0.46005	building	Africa/Nairobi
2013/12/25	ET	37.55	6.03333	good	Africa/Addis_Ababa
11/23/2019, 00:00:00	PA	-79.62098	9.15093	building	America/Panama
2014-12-18	IT	9.29109	45.39402	average	Europe/Rome
07/30/2014, 00:00:00	IN	78.23456	28.92694	good	Asia/Kolkata
2015-01-13	IN	76.03889	18.18158	excellent	Asia/Kolkata
