longitude	revision	location	QoS	station	latitude
-63.90389	2020-05-09	America/Porto_Velho	good	Porto Velho	-8.76194
29.41824	2013-03-16	Europe/Kiev	excellent	Artsyz	45.99194
69.01354	13 Dec 2014	Asia/Dushanbe	excellent	Vahdat	38.55632
113.13148	2017-03-02	Asia/Shanghai	accep	Foshan	23.02677
39.8302	16 Oct 2021	Europe/Moscow	excellent	Severodvinsk	64.5635
-8.53778	2014/01/11	Africa/Monrovia	accep	New Yekepa	7.57944
17.22635	08/21/2019, 00:00:00	Europe/Bratislava	accep	Skalica	48.8449
-86.19903	03/06/2019, 00:00:00	America/Managua	average	Jinotepe	11.84962
-80.38297	2013-07-02	America/Toronto	accep	Norfolk County	42.8334
-47.53028	22 Jul 2022	America/Sao_Paulo	good	Santa Gertrudes	-22.45667
-86.58208	2015/09/02	America/Managua	good	Somoto	13.48082
38.28402	01/28/2017, 00:00:00	Asia/Damascus	maintenance	Tadmur	34.5624
117.63083	2022-03-19	Asia/Shanghai	building	Pingyi	35.50056
77.9129	02/26/2014, 00:00:00	Asia/Kolkata	excellent	Narwar	25.6439
37.00438	11/08/2015, 00:00:00	Africa/Dar_es_Salaam	accep	Kidodi	-7.60361
9.15013	2020-09-01	Africa/Niamey	average	Mirriah	13.70727
-90.10674	08 Oct 2016	America/Chicago	accep	Estelle	29.84576
99.1625	2015-06-25	Asia/Jakarta	excellent	Tebingtinggi	3.3285
43.91385	2022-04-19	Europe/Moscow	excellent	Kovylkino	54.03876
-93.08883	23 Sep 2021	America/Chicago	building	Lino Lakes	45.16024
17.4674	2013/07/16	Europe/Warsaw	maitennce	Brzeg	50.86079
13.58357	2021/02/22	Africa/Libreville	good	Franceville	-1.63333
46.04833	04/24/2016, 00:00:00	Europe/Saratov	average	Privolzhskiy	51.40944
9.5586	18 Mar 2021	Europe/Berlin	good	Schleswig	54.52156
-0.76773	20 Apr 2020	Europe/Madrid	building	Novelda	38.38479
5.58472	2020/03/08	Europe/Amsterdam	average	Barneveld	52.14
86.79271	24 Sep 2017	Asia/Kolkata	accep	Madhipura	25.92127
33.72798	2015-12-01	Europe/Moscow	average	Zhukovka	53.53395
69.49015	2017-06-22	Asia/Yekaterinburg	excellent	Ishim	56.11281
120.82747	2014-05-27	Asia/Shanghai	average	Zhuangyuan	37.30553
72.85107	09/10/2016, 00:00:00	Asia/Kolkata	accep	Bhayandar	19.30157
83.62389	2016-09-04	Asia/Barnaul	maintenance	Novosilikatnyy	53.30972
-38.79084	2022/08/27	America/Bahia	building	Tucano	-10.95817
144.23058	12/22/2018, 00:00:00	Pacific/Port_Moresby	good	Mount Hagen	-5.85746
6.74549	2017-09-26	Europe/Berlin	excellent	Losheim	49.5099
-156.47432	06/09/2020, 00:00:00	Pacific/Honolulu	maitennce	Kahului	20.88953
137.02166	2020/05/13	Asia/Tokyo	accep	Minokamo	35.48199
-83.55521	2019-06-22	America/New_York	good	Toledo	41.66394
-93.11308	25 Apr 2020	America/Mexico_City	good	Tuxtla	16.75973
-82.61573	11/06/2018, 00:00:00	America/New_York	maitennce	Norwalk	41.24255
109.3243	2016/08/29	Asia/Jakarta	average	Randudongkal	-7.0981
-71.19901	2020/11/30	America/Santiago	excellent	Ovalle	-30.60106
12.19458	27 Apr 2017	Africa/Lagos	building	Biu	10.61285
-0.18333	2016-01-24	Europe/Madrid	average	Gandia	38.96667
75.92694	03/01/2020, 00:00:00	Asia/Kolkata	excellent	Davangere	14.46693
135.31667	2019-06-01	Asia/Tokyo	excellent	Iwade	34.25
115.04814	2014/08/16	Asia/Shanghai	excellent	Huangshi	30.24706
36.7138	2020/02/16	Asia/Damascus	average	Binnish	35.95664
5.55575	01 May 2019	Europe/Paris	good	Lons-le-Saunier	46.67535
171.25364	10/16/2012, 00:00:00	Pacific/Auckland	excellent	Timaru	-44.39672
78.25795	02/06/2020, 00:00:00	Asia/Kolkata	good	Tiruppuvanam	9.82564
-1.48119	2016/01/25	Europe/London	excellent	Belper	53.0233
-73.78458	14 May 2020	America/New_York	good	Scarsdale	41.0051
135.21667	08/12/2015, 00:00:00	Asia/Tokyo	excellent	Sasayama	35.06667
7.60872	07 Nov 2012	Europe/Rome	maintenance	Ventimiglia	43.78956
28.28489	07/31/2017, 00:00:00	Europe/Chisinau	excellent	Soroca	48.15659
7.11393	30 Apr 2015	Europe/Berlin	average	Burscheid	51.08468
-37.07167	04 Apr 2019	America/Maceio	average	Aracaju	-10.91111
107.60389	2015/09/10	Asia/Jakarta	good	Pameungpeuk	-7.01833
0.30367	2020-06-04	Europe/London	good	Hartley	51.38673
-72.09391	2016-04-11	America/Port-au-Prince	accep	Thomazeau	18.65297
5.22778	05/11/2021, 00:00:00	Europe/Amsterdam	average	Culemborg	51.955
77.0202	2022-04-09	Asia/Almaty	maintenance	Otegen Batyra	43.41949
-119.0376	2022/08/26	America/Los_Angeles	average	Camarillo	34.21639
37.55	02 Jan 2013	Africa/Addis_Ababa	excellent	Arba Minch	6.03333
5.51978	26 Jul 2021	Europe/Amsterdam	average	Tongelre	51.44889
85.4265	2020/12/03	Asia/Novokuznetsk	maintenance	Yashkino	55.8736
6.61944	06/18/2020, 00:00:00	Europe/Amsterdam	maintenance	Hardenberg	52.57583
79.82979	05 Feb 2018	Asia/Kolkata	excellent	Puducherry	11.93381
4.21372	2020/08/22	Europe/Brussels	building	Temse	51.12794
125.21972	14 May 2019	Asia/Dili	excellent	Maliana	-8.99167
145.18333	2021/11/22	Australia/Melbourne	accep	Wheelers Hill	-37.9
28.28489	2017/06/11	Europe/Chisinau	average	Soroca	48.15659
-77.37331	2016/04/29	America/New_York	average	Mechanicsville	37.60876
139.55722	10/03/2018, 00:00:00	Asia/Tokyo	accep	Okegawa	36
1.26738	06/17/2018, 00:00:00	Europe/London	average	Walton-on-the-Naze	51.84819
-89.10944	2015/06/08	America/El_Salvador	accep	Ilopango	13.70167
34.3869	20 Jun 2014	Africa/Khartoum	excellent	Ar Ruseris	11.8659
-0.45877	06/16/2022, 00:00:00	Europe/Paris	good	Niort	46.32313
2.1699	25 Feb 2019	Europe/Paris	excellent	Herblay	48.98994
4.8951	20 Feb 2019	Europe/Paris	accep	Valence	44.92801
-120.45794	2021/04/24	America/Los_Angeles	average	Lompoc	34.63915
116.10146	2020-07-10	Asia/Kuching	good	Donggongon	5.90702
-122.24064	2013-08-26	America/Los_Angeles	acceptable	Bothell West	47.80527
51.49621	02/22/2016, 00:00:00	Asia/Tehran	accep	Nowshahr	36.64852
126.665	2014-04-12	Asia/Seoul	accep	Hongseong	36.6009
-5.22126	2021-08-13	Africa/Casablanca	average	Azrou	33.43443
-122.40433	27 Jun 2017	America/Los_Angeles	accep	Visitacion Valley	37.71715
-7.32097	10/16/2019, 00:00:00	Europe/Lisbon	excellent	Custoias	41.1053
-73.25383	06/03/2013, 00:00:00	America/Lima	building	Iquitos	-3.74912
-82.32483	2015/08/19	America/New_York	building	Gainesville	29.65163
74.3092	2020-02-06	Asia/Kolkata	good	Rajaori	33.37526
-122.2054	2019-07-13	America/Los_Angeles	average	Bothell	47.76232
3.50309	12 Sep 2021	Africa/Algiers	excellent	Messaad	34.15429
24.43973	2021-06-27	Africa/Lubumbashi	accep	Yangambi	0.76755
-73.02841	29 Nov 2017	America/Santiago	good	Chiguayante	-36.9256
88.58	07/30/2020, 00:00:00	Asia/Kolkata	excellent	Aistala	23.18
12.16179	29 Jan 2019	Europe/Berlin	maintenance	Landshut	48.52961
-85.43772	2015-03-10	America/Costa_Rica	good	Liberia	10.63504
109.22921	08/19/2019, 00:00:00	Asia/Shanghai	excellent	Yanliang	34.65918
18.84	04 Feb 2014	Europe/Podgorica	average	Budva	42.28639
118.9707	04/22/2015, 00:00:00	Asia/Makassar	building	Majene	-3.5403
8.61839	2019/11/03	Europe/Berlin	good	Bensheim	49.68369
2.1699	15 Jun 2013	Europe/Paris	accep	Herblay	48.98994
4.91667	2013-04-27	Europe/Paris	excellent	Bron	45.73333
-42.98194	2019-08-25	America/Sao_Paulo	building	Guapimirim	-22.53722
5.06258	06/19/2015, 00:00:00	Africa/Lagos	average	Igbara-Odo	7.50251
120.5875	12/04/2017, 00:00:00	Asia/Manila	average	La Trinidad	16.455
-77.55777	19 Oct 2018	America/New_York	average	Bon Air	37.52487
-79.2663	07/22/2016, 00:00:00	America/Toronto	excellent	Markham	43.86682
-120.43572	30 Mar 2014	America/Los_Angeles	accep	Santa Maria	34.95303
-116.97725	19 Nov 2021	America/Los_Angeles	accep	Beaumont	33.92946
-73.95097	07 Mar 2014	America/New_York	average	Greenpoint	40.72371
11.412	12/11/2021, 00:00:00	Europe/Rome	average	Montecchio Maggiore-Alte Ceccato	45.50369
-113.3187	2015/01/22	America/Edmonton	accep	Sherwood Park	53.51684
89.20083	2020/11/12	Asia/Krasnoyarsk	building	Sharypovo	55.54028
-87.70172	01 Feb 2017	America/Chicago	excellent	Evergreen Park	41.72059
145.18333	16 Mar 2022	Australia/Melbourne	average	Wheelers Hill	-37.9
16.4	01/24/2015, 00:00:00	Europe/Vienna	good	Floridsdorf	48.25
140.72287	2015/06/01	Asia/Vladivostok	accep	Nikolayevsk-on-Amure	53.14657
91.61356	18 Feb 2015	Asia/Kolkata	average	Rangia	26.44931
34.75699	2019-03-24	Asia/Jerusalem	building	Rahat	31.39547
77.70636	2021/11/13	Asia/Kolkata	excellent	Meerut	28.98002
-3.52751	18 Apr 2015	Europe/London	excellent	Exeter	50.7236
-75.64963	2021/12/19	America/New_York	accep	Pottstown	40.24537
29.47306	08/17/2016, 00:00:00	Africa/Lubumbashi	good	Beni	0.49113
77.23826	11/12/2021, 00:00:00	Asia/Kolkata	good	Sathyamangalam	11.50526
-93.75018	2016-02-22	America/Chicago	accep	Shreveport	32.52515
6.83042	02 Aug 2016	Africa/Lagos	excellent	Nkpor	6.15038
77.5609	2017-06-19	Asia/Kolkata	average	Kangayam	11.00599
48.87498	17 Oct 2012	Asia/Baku	accep	Astara	38.45598
-73.97069	2022/01/03	America/New_York	excellent	Kensington	40.64621
4.7934	2020/08/21	Europe/Paris	good	Saint-Genis-Laval	45.69558
38.2739	2019-04-24	Europe/Moscow	good	Yeysk	46.7055
-58.70072	06/16/2014, 00:00:00	America/Argentina/Buenos_Aires	good	Pontevedra	-34.74785
43.91385	09/08/2015, 00:00:00	Europe/Moscow	good	Kovylkino	54.03876
73.66633	2017-08-15	Asia/Kolkata	building	Sojat	25.92493
117.55417	2018/03/27	Asia/Shanghai	average	Zaozhuang	34.86472
120.97844	2016/02/08	Asia/Manila	accep	Guyong	14.8361
136.61667	08/04/2018, 00:00:00	Asia/Tokyo	building	Nonoichi	36.53333
-82.35176	2019/04/20	America/New_York	excellent	Sun City Center	27.71809
-37.65	2020-07-23	America/Maceio	accep	Lagarto	-10.91722
43.2379	2015/11/28	Europe/Volgograd	maintenance	Mikhaylovka	50.06
91.00632	2014-07-07	Asia/Kolkata	accep	Barpeta	26.32293
-120.45794	25 Jun 2017	America/Los_Angeles	average	Lompoc	34.63915
6.26764	2019-04-27	Africa/Lagos	good	Yenagoa	4.92675
76.92421	2015/02/26	Asia/Yekaterinburg	excellent	Izluchinsk	60.97944
-84.67837	2013-04-02	America/New_York	average	Acworth	34.06635
8.52462	2016-05-02	Europe/Zurich	average	Adliswil	47.30997
101.44167	2019-12-18	Asia/Jakarta	accep	Pekanbaru	0.51667
33.9162	08 Sep 2013	Europe/Kiev	accep	Hlukhiv	51.67822
36.36339	2019/03/07	Africa/Nairobi	good	Nyahururu	0.03813
74.80555	08/10/2021, 00:00:00	Asia/Kolkata	accep	Srinagar	34.08565
7.20769	2015/01/20	Europe/Berlin	accep	Siegburg	50.80019
122.8637	2018-10-31	Asia/Manila	average	Santa Catalina	9.3337
27.06365	2019/07/25	Europe/Kiev	accep	Shepetivka	50.18545
68.75915	16 May 2020	Asia/Karachi	maintenance	Khairpur Mir’s	27.52948
135.21667	09/15/2018, 00:00:00	Asia/Tokyo	maintenance	Sasayama	35.06667
-86.78777	2015-01-24	America/Chicago	excellent	Vestavia Hills	33.44872
114.68333	04/09/2021, 00:00:00	Asia/Shanghai	average	Heyuan	23.73333
-104.22884	2018-05-25	America/Denver	building	Carlsbad	32.42067
37.99117	06/22/2021, 00:00:00	Europe/Moscow	maintenance	Krymsk	44.92934
33.34864	03/01/2014, 00:00:00	Europe/Kiev	average	Nova Kakhovka	46.75451
10.03478	2014/05/10	Africa/Tunis	good	El Alia	37.16911
113.13148	07/25/2014, 00:00:00	Asia/Shanghai	average	Foshan	23.02677
7.00417	10 Mar 2015	Europe/Amsterdam	good	Losser	52.26083
-73.95958	24 Oct 2020	America/New_York	good	Brighton Beach	40.57788
-2.01111	07/09/2021, 00:00:00	Europe/London	average	Great Wyrley	52.66277
38.16694	2015/12/23	Europe/Moscow	accep	Kashira	54.84444
4.69889	04/01/2018, 00:00:00	Europe/Brussels	average	Gembloux	50.56149
34.8732	2014/02/05	Asia/Jerusalem	good	Ganei Tikva	32.05971
-117.71978	2018-12-28	America/Los_Angeles	average	Claremont	34.09668
-81.23621	2021/11/30	America/New_York	maintenance	Lexington	33.98154
101.02083	2013/12/21	Asia/Kuala_Lumpur	accep	Teluk Intan	4.02219
-0.29825	2018-03-20	Europe/London	good	Surbiton	51.39148
114.51667	02/27/2016, 00:00:00	Asia/Shanghai	accep	Wacheng	33.78333
-81.56929	06/27/2014, 00:00:00	America/New_York	maintenance	Collinwood	41.55838
150.60036	2021/05/09	Australia/Sydney	accep	Nowra	-34.88422
-89.64066	2020/12/06	America/Chicago	accep	Pekin	40.56754
137.5	10/14/2018, 00:00:00	Asia/Tokyo	average	Shinshiro	34.9
-81.56929	2013/04/30	America/New_York	good	Collinwood	41.55838
-93.71133	2020/01/05	America/Chicago	maintenance	West Des Moines	41.57721
7.00417	04 Jun 2021	Europe/Amsterdam	good	Losser	52.26083
-117.54866	07/06/2013, 00:00:00	America/Los_Angeles	good	Norco	33.93113
68.75915	2021-04-15	Asia/Karachi	maintenance	Khairpur Mir’s	27.52948
86.59611	2016/03/08	Asia/Kolkata	accep	Saharsa	25.87498
68.88871	05/08/2019, 00:00:00	Asia/Karachi	good	Jhol	25.95533
-38.79084	2018-02-15	America/Bahia	accep	Tucano	-10.95817
-116.56346	11 Feb 2018	America/Boise	maintenance	Nampa	43.54072
76.92421	22 Nov 2020	Asia/Yekaterinburg	excellent	Izluchinsk	60.97944
38.01667	2019/05/03	Africa/Addis_Ababa	average	Debre Tabor	11.85
-80.31727	09/20/2021, 00:00:00	America/New_York	good	Kendall	25.67927
-77.96389	2012/10/14	America/New_York	maintenance	Martinsburg	39.45621
74.85849	15 May 2019	Asia/Kolkata	average	Patti	31.28092
-1.86343	01/28/2022, 00:00:00	Europe/Madrid	accep	Caravaca	38.10558
-75.64963	10 Jan 2021	America/New_York	accep	Pottstown	40.24537
73.85535	23 Sep 2016	Asia/Kolkata	excellent	Pune	18.51957
2.1699	2015/09/20	Europe/Paris	building	Herblay	48.98994
-61.51889	2021-10-18	America/Port_of_Spain	building	Port of Spain	10.66668
-37.65	2013-09-11	America/Maceio	average	Lagarto	-10.91722
73.66633	2019/05/15	Asia/Kolkata	accep	Sojat	25.92493
-76.70944	01 Nov 2018	America/Lima	building	Chosica	-11.94306
77.24779	01/05/2015, 00:00:00	Asia/Kolkata	average	Udumalaippettai	10.58806
-63.13414	20 Feb 2015	America/Halifax	maintenance	Charlottetown	46.23899
13.10984	2019-02-21	Europe/Berlin	good	Oschatz	51.30001
68.75915	28 Sep 2015	Asia/Karachi	average	Khairpur Mir’s	27.52948
6.92917	2016/05/04	Europe/Amsterdam	average	Oldenzaal	52.31333
30.91105	17 Aug 2018	Africa/Kampala	average	Arua	3.02013
-0.74934	2021-11-25	Europe/London	accep	High Wycombe	51.62907
-35.03333	2015/02/06	America/Recife	maintenance	Cabo	-8.28333
6.61944	10/02/2019, 00:00:00	Europe/Amsterdam	excellent	Hardenberg	52.57583
151.08057	30 Nov 2012	Australia/Sydney	accep	Eastwood	-33.79176
73.38333	21 Oct 2012	Asia/Karachi	maintenance	Sangla Hill	31.71667
30.79165	28 Jun 2015	Africa/Johannesburg	good	Vryheid	-27.76952
44.7662	2018/05/24	Asia/Yerevan	average	Hrazdan	40.49748
86.51499	2014/06/30	Asia/Kolkata	average	Kenda	23.1959
30.28491	2015-01-24	Europe/Moscow	average	Kolomyagi	60.02427
79.883	2018-04-22	Asia/Colombo	building	Hendala	6.9909
-118.10583	2015-11-19	America/Los_Angeles	maintenance	San Gabriel	34.09611
9.20427	12/29/2012, 00:00:00	Europe/Berlin	excellent	Reutlingen	48.49144
127.08472	2017-11-12	Asia/Seoul	accep	Nonsan	36.20389
2.18247	2017/02/14	Europe/Madrid	building	el Camp de l'Arpa del Clot	41.41204
133.42825	2013/10/02	Asia/Vladivostok	good	Lesozavodsk	45.47885
16.54165	09/15/2021, 00:00:00	Europe/Oslo	excellent	Harstad	68.79833
13.63617	16 Jun 2014	Europe/Prague	excellent	Most	50.50301
-118.03917	09/20/2019, 00:00:00	America/Los_Angeles	excellent	South Whittier	33.95015
26.01649	10 Apr 2019	Europe/Bucharest	maintenance	Sector 6	44.43579
115.04814	2022-04-19	Asia/Shanghai	excellent	Huangshi	30.24706
9.32241	05 Jun 2020	Europe/Rome	accep	Chiavari	44.31771
4.63031	2022-07-22	Europe/Paris	accep	Arles	43.67681
171.25364	18 Sep 2021	Pacific/Auckland	average	Timaru	-44.39672
-85.76942	2016-04-02	America/Indiana/Indianapolis	good	Greenfield	39.78504
2.44892	2018/06/23	Europe/Paris	excellent	Gonesse	48.98693
5.16108	2017-07-16	Europe/Paris	average	Bar-le-Duc	48.77275
4.47124	23 Sep 2014	Europe/Amsterdam	maintenance	Schiebroek	51.95838
-73.9614	2015/03/18	America/Bogota	maintenance	El Copey	10.15031
-74.95472	05 Oct 2020	America/Bogota	accep	Puerto Colombia	10.98778
-75.23266	06 Oct 2019	America/New_York	maintenance	Utica	43.1009
-122.86705	25 Oct 2018	America/Los_Angeles	accep	Aloha	45.49428
71.30633	2018/03/06	Asia/Kolkata	accep	Kundla	21.34222
13.28702	19 Jul 2014	Europe/Berlin	good	Dahlem	52.4581
76.56719	2015/10/17	Asia/Kolkata	excellent	Aklera	24.41288
-15.58602	2018-12-14	Atlantic/Canary	excellent	Maspalomas	27.76056
-87.88754	09/22/2019, 00:00:00	America/Chicago	accep	Bourbonnais	41.15376
-7.32097	2015/03/13	Europe/Lisbon	good	Custoias	41.1053
13.10984	2012/12/04	Europe/Berlin	accep	Oschatz	51.30001
-82.46148	2022-01-22	America/New_York	accep	Lutz	28.15112
-116.56346	2016-08-30	America/Boise	maintenance	Nampa	43.54072
97.01124	09 May 2014	Asia/Yangon	average	Kyaikto	17.30858
153.10236	24 Apr 2021	Australia/Brisbane	maintenance	Carindale	-27.50578
-82.45426	04 Apr 2013	America/New_York	excellent	Venice	27.09978
89.20083	08 Jun 2015	Asia/Krasnoyarsk	average	Sharypovo	55.54028
6.26667	2014/11/17	Europe/Berlin	average	Schwalmtal	51.21667
-63.13414	2015/03/21	America/Halifax	good	Charlottetown	46.23899
13.32127	03/29/2015, 00:00:00	Europe/Berlin	accep	Wittenau	52.59319
-73.47429	2013-09-22	America/New_York	good	Massapequa	40.68066
15.16554	01/25/2018, 00:00:00	Africa/Kinshasa	average	Kasangulu	-4.5833
110.71639	2012-11-08	Asia/Jakarta	good	Ngemplak	-7.54972
-156.47432	2018-08-14	Pacific/Honolulu	excellent	Kahului	20.88953
-76.72803	2021/01/29	America/New_York	accep	Woodlawn	39.32288
71.21169	12/13/2020, 00:00:00	Asia/Kolkata	accep	Amreli	21.59983
76.56719	2020-02-02	Asia/Kolkata	building	Aklera	24.41288
-76.99081	2015-05-14	America/New_York	good	Chillum	38.96372
2.2469	06/04/2020, 00:00:00	Europe/Paris	building	La Garenne-Colombes	48.90472
60.8019	2017-02-08	Asia/Yekaterinburg	accep	Beryozovsky	56.9083
-46.99583	30 Mar 2020	America/Sao_Paulo	building	Valinhos	-22.97056
9.85	2013/12/18	Europe/Berlin	good	Halstenbek	53.63333
39.25	08/07/2016, 00:00:00	Africa/Dar_es_Salaam	excellent	Magomeni	-6.8
-95.44744	2012/12/17	America/Chicago	excellent	Fresno	29.53885
17.22635	2019-07-01	Europe/Bratislava	accep	Skalica	48.8449
-48.52333	19 Sep 2013	America/Belem	accep	Soure	-0.71667
-84.50855	2016/10/04	America/New_York	average	Covington	39.08367
4.85668	2020-10-10	Africa/Algiers	accep	Bordj Zemoura	36.27462
47.1192	2013/04/17	Europe/Moscow	accep	Buynaksk	42.819
16.54165	06 Jan 2014	Europe/Oslo	average	Harstad	68.79833
73.06784	2013/07/30	Asia/Kolkata	average	Sheoganj	25.13915
-1.05366	05 Jun 2022	Europe/Paris	building	Dax	43.71032
-59.13316	2018-08-04	America/Argentina/Buenos_Aires	maitennce	Tandil	-37.32167
0.93333	02/11/2015, 00:00:00	Europe/London	accep	East Dereham	52.68333
-123.02621	2015-05-29	America/Los_Angeles	excellent	Keizer	44.99012
-120.00865	2013-01-08	America/Los_Angeles	excellent	Sunnyside	46.32374
-74.28459	05/23/2014, 00:00:00	America/New_York	good	Woodbridge	40.5576
9.15013	10/11/2020, 00:00:00	Africa/Niamey	average	Mirriah	13.70727
-94.91386	02/16/2017, 00:00:00	America/Mexico_City	building	Acayucan	17.94979
100.24529	21 Jan 2022	Asia/Kuala_Lumpur	excellent	Batu Feringgi	5.4709
104.64992	2021/04/21	Asia/Bangkok	excellent	Kantharalak	14.64056
24.43973	06/30/2015, 00:00:00	Africa/Lubumbashi	excellent	Yangambi	0.76755
47.3799	02 Jun 2021	Asia/Tehran	building	Darreh Shahr	33.14447
19.61222	2021/09/04	Europe/Belgrade	building	Sremska Mitrovica	44.97639
60.8019	05/19/2017, 00:00:00	Asia/Yekaterinburg	excellent	Beryozovsky	56.9083
31.3237	2020-06-08	Europe/Minsk	excellent	Dobrush	52.4089
-1.4001	2020-11-07	Africa/Accra	good	Mampong	7.06273
-2.68758	12/02/2017, 00:00:00	Europe/London	accep	Leyland	53.69786
35.96944	02 Jul 2018	Europe/Moscow	accep	Volokolamsk	56.03361
16.54165	08/13/2013, 00:00:00	Europe/Oslo	good	Harstad	68.79833
145.06667	05/11/2021, 00:00:00	Australia/Melbourne	average	Carnegie	-37.88333
33.2525	2012/11/19	Europe/Moscow	average	Valday	57.97472
72.54064	06/06/2014, 00:00:00	Asia/Karachi	maintenance	Sillanwali	31.82539
3.1631	2018-09-23	Europe/Madrid	excellent	Palafrugell	41.91738
115.8614	2017/05/26	Australia/Perth	good	Perth	-31.95224
-87.70172	2020/06/12	America/Chicago	maintenance	Evergreen Park	41.72059
-38.79084	2013-11-14	America/Bahia	average	Tucano	-10.95817
8.70745	2021-04-17	Europe/Berlin	good	Bretten	49.03685
13.29371	2016/01/22	Europe/Berlin	average	Charlottenburg-Nord	52.53048
-91.58045	2012/12/23	America/Chicago	accep	Coralville	41.6764
42.85693	2021/10/05	Europe/Istanbul	excellent	Patnos	39.22493
-58.38341	03/14/2020, 00:00:00	America/Argentina/Buenos_Aires	average	Barracas	-34.64966
73.66633	2016-01-10	Asia/Kolkata	accep	Sojat	25.92493
-87.71255	05 Nov 2012	America/Chicago	average	South Lawndale	41.84364
0.75	2018-09-14	Europe/London	average	Thetford	52.41667
-93.75018	2021-12-26	America/Chicago	building	Shreveport	32.52515
3.39467	03/04/2015, 00:00:00	Africa/Lagos	average	Lagos	6.45407
139.6853	04/17/2020, 00:00:00	Asia/Tokyo	good	Shimotoda	35.815
99.95469	10/31/2018, 00:00:00	Asia/Bangkok	building	Damnoen Saduak	13.51825
118.9707	08/27/2019, 00:00:00	Asia/Makassar	accep	Majene	-3.5403
152.70493	04/28/2015, 00:00:00	Australia/Brisbane	building	Maryborough	-25.54073
-72.22625	24 Aug 2015	America/Port-au-Prince	good	Croix-des-Bouquets	18.57677
73.08333	03/17/2018, 00:00:00	Asia/Kolkata	excellent	Dombivli	19.21667
48.87498	2017-01-25	Asia/Baku	accep	Astara	38.45598
30.28491	2018-11-26	Europe/Moscow	good	Kolomyagi	60.02427
34.34691	2017/05/06	Europe/Moscow	excellent	Petrozavodsk	61.78491
-79.2663	30 Oct 2015	America/Toronto	building	Markham	43.86682
-75.60804	10/08/2014, 00:00:00	America/New_York	average	West Chester	39.96097
-105.11221	2022/01/06	America/Denver	accep	Ken Caryl	39.57582
67.84222	2019/03/15	Asia/Samarkand	accep	Jizzax	40.11583
59.6	2022-04-03	Asia/Aqtobe	average	Shalqar	47.83333
9.29109	10/17/2017, 00:00:00	Europe/Rome	average	San Giuliano Milanese	45.39402
-0.91979	03 Dec 2014	Europe/London	accep	Lower Earley	51.42708
34.86563	03/18/2017, 00:00:00	Asia/Jerusalem	maintenance	Ramla	31.92923
76.11996	28 Sep 2018	Asia/Kolkata	excellent	Manjeri	11.12018
-80.08199	08 Apr 2020	America/New_York	maintenance	Thomasville	35.88264
-122.2608	2013/01/05	America/Los_Angeles	average	American Canyon	38.17492
69.01354	10/13/2015, 00:00:00	Asia/Dushanbe	average	Vahdat	38.55632
-72.27814	2021-11-12	America/New_York	maintenance	Keene	42.93369
40.74357	11/08/2021, 00:00:00	Europe/Istanbul	average	Mardin	37.31309
77.5609	2015-12-21	Asia/Kolkata	maintenance	Kangayam	11.00599
-73.97069	2019-06-21	America/New_York	average	Kensington	40.64621
-48.59278	03/23/2019, 00:00:00	America/Sao_Paulo	excellent	Buri	-23.7975
-80.31727	01/07/2014, 00:00:00	America/New_York	accep	Kendall	25.67927
2.61667	29 Jan 2018	Europe/Paris	average	Mitry-Mory	48.98333
4.08282	2018-04-25	Africa/Algiers	accep	Beni Douala	36.61954
117.7	2015-07-11	Asia/Shanghai	excellent	Dongdu	35.85
-52.51028	2019/12/31	America/Sao_Paulo	accep	Soledade	-28.81833
33.72798	26 Dec 2018	Europe/Moscow	average	Zhukovka	53.53395
-122.86705	15 Apr 2013	America/Los_Angeles	accep	Aloha	45.49428
9.47629	2020-08-29	Europe/Berlin	excellent	Stade	53.59337
-71.06616	2017/04/02	America/New_York	average	Malden	42.4251
3.16667	03/25/2017, 00:00:00	Europe/Brussels	good	Wevelgem	50.8
76.92421	07/17/2021, 00:00:00	Asia/Yekaterinburg	building	Izluchinsk	60.97944
106.88324	2022-04-29	Asia/Ulaanbaatar	excellent	Ulan Bator	47.90771
139.07204	04/05/2018, 00:00:00	Asia/Tokyo	average	Fujioka	36.24624
-111.89903	27 Dec 2021	America/Phoenix	average	Scottsdale	33.50921
137.5	2019-04-28	Asia/Tokyo	good	Shinshiro	34.9
14.30935	2017/12/23	Europe/Rome	average	Afragola	40.92298
-93.75018	2019-01-21	America/Chicago	excellent	Shreveport	32.52515
8.62118	11/17/2016, 00:00:00	Europe/Rome	average	Novara	45.44694
-84.23381	2021/01/01	America/New_York	good	Stockbridge	33.54428
-82.32483	2013-06-02	America/New_York	building	Gainesville	29.65163
-4.10734	2013/04/04	Europe/Madrid	average	Puertollano	38.68712
4.69889	2019-05-06	Europe/Brussels	excellent	Gembloux	50.56149
14.34085	09/17/2020, 00:00:00	Europe/Rome	good	Volla	40.87363
53.26023	2016-08-17	Europe/Moscow	average	Bavly	54.39304
120.33063	2018/07/04	Asia/Shanghai	excellent	Longgang	37.65181
-73.47429	2016/06/28	America/New_York	accep	Massapequa	40.68066
168.31366	2019/08/25	Pacific/Efate	accep	Port-Vila	-17.73648
-77.96389	2020/04/25	America/New_York	building	Martinsburg	39.45621
113.82465	2022-06-14	Asia/Shanghai	maitennce	Licheng	23.29549
33	04/17/2021, 00:00:00	Africa/Dar_es_Salaam	good	Usagara	-2.68333
