PAHs	H2CO	latitude	O3	CH4	CFCs	PM2.5	SO2	Pb	longitude	NOx	C2H3NO5	TEMP	PM10	CO	warning	PRES	NH3
9.17204	49.53248	27.52948	9.59816	7.56339	30.44893	7.69498	7.45780	51.43892	68.75915	7.54781	1.73950	2.84159	8.33489	7.32892	1.00000	1145.23361	9.92764
10.39263	49.04928	36.61033	9.58797	10.66590	48.95497	5.61576	7.44575	43.61935	-88.31476	10.08527	2.71710	30.59068	8.86023	6.93793	1.00000	1173.14110	5.63809
8.43726	70.58407	14.64056	7.18686	9.77445	74.59605	5.46536	9.19030	45.50210	104.64992	10.19716	1.38215	0.85763	7.98731	6.40011	0.00000	1077.05525	6.96121
7.87569	62.82447	34.61667	8.47797	9.65430	45.54434	7.45986	7.67147	70.00563	135.6	8.26924	1.46266	24.48758	7.98174	7.61803	0.00000	1150.62438	7.96586
8.91717	58.67726	50.23019	8.65705	8.23950	59.79500	7.79504	7.71598	44.25063	8.77155	10.45263	0.88630	18.07344	7.64713	7.66592	0.00000	1127.94728	9.19646
9.78199	47.98950	65.84811	8.73240	12.85222	43.28717	7.35770	7.74375	27.99120	24.14662	6.00596	2.49291	16.17171	8.81960	11.06011	1.00000	1158.45932	9.72864
9.35251	43.54931	25.6439	8.39466	7.82484	45.95304	8.14072	8.11692	67.43926	77.9129	9.91421	2.67195	20.52849	8.88444	8.38137	0.00000	1175.27308	7.90030
7.32350	30.61940	28.88162	9.36631	8.34930	39.44862	7.31568	8.09193	67.94504	120.03308	10.22114	0.57431	3.35553	7.12553	9.06533	0.00000	1093.48977	6.21195
10.59766	48.13995	40.49748	9.75487	7.72310	73.56516	6.90227	8.44160	77.81610	44.7662	6.99997	3.34648	21.27511	9.06166	6.76187	1.00000	1064.62529	9.28803
8.34772	42.15090	36.76775	9.78669	6.01567	58.17104	6.97973	8.72125	38.34571	2.95924	7.43158	2.60874	12.35199	8.77538	5.70873	1.00000	1165.40863	9.41468
9.32134	42.98289	40.64621	10.40512	6.08877	72.35444	8.04904	7.29279	62.49220	-73.97069	7.96757	8.70252	7.21504	10.06912	7.73826	1.00000	1156.23227	9.73132
8.03230	42.93941	33.98154	7.97690	8.69061	57.95856	6.73193		40.09907	-81.23621	6.85952	2.46918	14.97258	8.65439	5.67398	1.00000	1074.05583	10.63947
8.37513	45.86032	-33.59217	7.63501	10.12364	42.85944	9.79676	6.20899	36.11349	-70.6996	5.47637	1.47989	4.33566	8.38392	11.68071	1.00000	1139.03615	10.20817
8.14499	36.29139	36.6009	8.75558	5.36336	48.72193	7.60580	8.56803	45.73741	126.665	7.69069	2.37888	5.56362	8.67078	5.88622	1.00000	1180.55186	9.73776
11.35475	49.14654	40.92298	7.61153	10.33612	65.71264	8.79121	9.00868	64.25613	14.30935	7.94783	1.10908	25.84817	7.87472	7.19818	1.00000	1099.42948	9.27033
8.86284	73.86694	42.52787	8.07088	10.08155	82.38621	6.79775	6.87292	41.94893	-70.92866	6.32811	8.34644	7.89502	10.03619	8.37395	0.00000	1085.87038	7.52273
7.78611	34.58802	4.88441	7.80820	8.73389	52.15019	11.33703	9.00644	46.32651	101.96857	9.23532	1.77501	32.12112	8.53968	8.03428	1.00000	1086.92039	9.93885
8.59687	46.71021	37.52487	8.52998	6.04375	35.89722	5.63914	8.74800	57.69531	-77.55777	6.82446	4.49416	16.14311	9.37812	7.16042	1.00000	1139.00500	10.48541
9.14503	58.04181	34.25	7.45793	8.86144	73.36690	11.82839	6.26462	49.25012	135.31667	7.73243	8.34651	32.94510	10.05815	11.05122	1.00000	1075.54360	10.66255
10.02165	16.23553	24.96334	10.33476	11.11305	61.04285	6.52748	8.43055	51.24368	10.18003	8.91855	3.38650	5.13500	9.16179	5.61782	0.00000	1167.94498	8.73633
8.70248	65.61814	20.14298	8.61821	11.86674	23.79689	8.17381	8.64556	60.26109	-77.43532	6.31781	8.41467	23.98891	10.03336	10.47574	1.00000	1056.77743	10.19013
9.89232	42.14573	33.72255	6.91042	11.40710	28.20168	9.02804	5.97749	46.14133	-116.37697	8.05340	2.97922	10.05095	8.77724	8.92603	1.00000	1050.70913	10.97958
8.53887	48.20521	45.73333	7.80100	6.74475	48.26412	6.77693	7.28086	29.06932	4.91667	7.39084	1.87927	11.43148	8.35285	8.71377	1.00000	1193.38285	8.73771
9.77172	66.21156	18.57677	8.08239	6.46465	46.16588	6.14257	8.49311	10.54297	-72.22625	7.03480	1.85989	13.05766	8.28203	6.86013	1.00000	1050.40526	10.21436
9.10666	59.16781	9.91861	8.40628	7.83791	38.22645	11.77611	5.86924	77.26352	-68.30472	8.46781	4.28243	3.69168	9.40290	6.13435	0.00000	1108.74751	10.66022
8.39446	40.49649	-37.32167	8.60450	9.43175	47.43149	12.05659	6.51834	63.42525	-59.13316	8.24580	6.65956	16.23601	9.76166	11.90121	1.00000	1122.47941	11.73418
8.25097	36.61575	52.68333	9.61493	5.28288	68.12362	8.43781	7.73638	62.84713	0.93333	7.84532	1.59746	-0.52017	8.26394	7.47632	1.00000	1059.60880	10.36241
9.14287	39.96832	47.83333	8.55240	10.24453	30.27522	9.63471	6.63464	52.79903	59.6	7.37457	2.91776	31.12642	8.90028	10.56059	1.00000	1115.74329	9.47489
8.76738	39.33128	53.69786	9.56392	9.50485	52.35948	6.62905	8.79957	49.83250	-2.68758	4.54769	3.82826	25.69420	9.20198	8.46836	0.00000	1101.38364	8.57395
10.00623	42.61644	45.39402	8.68982	7.79181	62.62258	9.26726	8.07037	53.20982	9.29109	11.92570	2.41779	33.26519	8.72313	8.40227	0.00000	1124.38078	9.60757
8.71524	54.04684	51.39148	10.61059	10.17432	33.57001	9.61211	6.25614	23.74193	-0.29825	5.96340	1.90576	20.16532	8.58124	11.70145	1.00000	1099.16463	9.78059
10.57039	44.54131	6.45407	9.45788	9.99373	58.06839	6.22657	3.97580	69.26657	3.39467	9.55077	4.30251	10.06990	9.34085	8.13594	0.00000	1071.22746	3.95690
8.48658	44.25181	42.28639	10.27018	8.17104	47.38958	12.57004	6.08330	70.56061	18.84	8.65699	2.07395	7.09970	8.55965	11.08430	1.00000	1064.85328	10.33017
7.65644	59.93592	-10.91722	7.56378	11.19105	53.51915	9.52454	7.74471	48.90089	-37.65	9.64029	4.12926	26.72188	9.27209	8.89348	1.00000	1115.11479	9.98025
8.96392	50.20865	53.69786	8.03868	11.73318	53.17236	8.56973	5.78416	56.66538	-2.68758	9.15261	1.57965	14.09466	8.13078	6.31392	0.00000	1125.87271	9.05757
8.70301	69.55200	2.2139	9.13540	10.94642	64.77874	9.65170	9.02212	22.14394	102.3278	7.22777	3.84907	20.76630	9.18078	10.87196	1.00000	1081.80466	9.86448
7.29782	41.82957	16.06213	7.74859	10.81434	50.20703	6.11663	8.58201	51.51910	76.0586	8.82515	1.00588		7.40898	5.84230	0.00000	1116.45759	7.94396
9.54523	44.55164	37.19723	9.84802	8.57665	47.85539	10.64211	7.20761	47.25478	122.05228	10.40229	3.91120	38.97865	9.18300	7.38119	0.00000	1155.32157	10.05854
9.07322	66.76832	34.85	7.73453	5.68437	70.16741	11.75080	7.24497	55.10343	117.33333	11.21252	1.60574	20.38873	8.16849	6.91482	0.00000	1169.11811	14.41586
10.81976	33.13191	27.9247	8.58584	9.32639	47.02010	5.53670	8.22180	42.93748	78.40102	8.17590	1.30779	29.44684	8.15312	7.70575	0.00000	1141.25114	6.50142
7.87405	60.22012	51.62907	9.55902	9.01477	52.39782	11.13174	5.75158	85.82401	-0.74934	7.50980	1.04545	18.46022	8.04506	10.75693	1.00000	1088.26742	9.54624
8.78810	58.16658	-10.95817	9.55145	6.55166	41.48646	9.21739	8.87098	58.30734	-38.79084	7.44957	4.62150	21.52525	9.47568	5.18437	1.00000	1100.37903	9.31241
8.74611	51.61187	53.69786	8.36812	11.01665	28.84506	7.56562	5.48816	43.39824	-2.68758	10.60273	5.09386	20.76247	9.49968	6.51826	0.00000	1168.72511	7.28700
10.25468	64.38667	6.95194	10.27014	7.30752	34.62375	6.65773	7.62733	40.84374	121.96361	7.12600	0.92230	14.67367	8.00727	8.14061	0.00000	1161.77805	9.47655
11.38583	52.67115	54.03876	10.03104	6.87882	47.85034	10.25465	6.09561	69.95541	43.91385	11.31194	1.49038	18.64055	7.99616	6.71278	1.00000	1107.75502	12.21960
9.28471	36.80761	39.57582	10.27017	11.14979	67.21085	6.88718	6.36071	60.44083	-105.11221	7.65558	6.23037	-6.34963	9.81585	6.29303	0.00000	1181.21632	7.93623
8.55464	65.54688	27.55898	7.37005	7.15224	33.58940	7.17078	10.06133	42.22656	68.21204	13.27385	5.99640	16.41856	9.68714	9.89542	0.00000	1175.72438	8.37628
8.26461	64.26466	47.76232	7.79431	7.35354	48.89473	6.08085	9.05367	45.14353	-122.2054	7.47453	1.11745	34.30372	7.77382	4.08626	1.00000	1088.39709	10.12128
8.77597	47.34431	33.50921	8.92903	8.66034	35.23731	9.60914	6.57237	49.80682	-111.89903	7.49809	2.82332	34.05145	8.94437	8.58598	1.00000	1189.17134	10.08684
11.02860	33.01087	50.80019	9.16966	6.61929	53.35510	6.50589	9.28369	39.40531	7.20769	7.32444		-0.27461	9.51515	4.81994	1.00000	1060.65509	9.13069
9.86978	39.90295	49.5099	9.74046	10.78727	46.19511	8.13454	7.47940	71.22121	6.74549	10.27634	2.03235	21.61502	8.48099	6.65750	0.00000	1060.46472	8.16143
10.24318	43.96059	51.14942	7.41541	8.55352	38.74827	7.37474	8.52263	49.55232	15.00835	6.86577	1.97953	26.62124	8.59653	5.80910	1.00000	1085.76115	11.29684
9.33393	57.20103	6.95194	10.06984	10.98855	57.36561	7.64521	5.49440	24.62766	121.96361	10.93329	12.32963	5.52475	10.42476	6.92662	0.00000	1102.78494	6.23600
7.52112	29.97170	47.76232	9.33731	9.25053	53.65327	7.51203	8.78425	48.02905	-122.2054	7.11110	4.86483	19.22548	9.46006	7.76973	0.00000	1051.45850	9.42160
6.99031	41.02650	41.91886	9.52450	12.32997	53.38372	7.53032	7.00751	60.67178	8.73812	12.69508	3.26266	13.12264	9.04684	4.40867	0.00000	1062.27719	8.12712
9.09929	53.59776	39.32288	8.80698	7.40076	71.98580	6.48443	7.24892	15.75190	-76.72803	7.14767	2.93058	31.66930	8.79689	9.13229	1.00000	1181.32466	9.10841
9.22190	57.47480	-4.06667	8.84051	10.14330	49.90776	10.31222	9.31340	52.29396	37.73333	9.52854	1.83207	25.13691	8.39657	8.24381	1.00000	1132.41124	9.89951
8.65397	51.88623	24.41288	9.42868	8.30533	47.98105	10.55585	9.29243	50.38102	76.56719	10.89891	1.99630	6.47301	8.55208	8.41899	0.00000	1198.79857	8.24689
8.75332	81.35371	47.64995	10.61668	7.94319	41.86475	7.12228	8.21928	55.08401	-117.23991	6.96425	1.91706	30.66262	8.38444	7.14434	1.00000	1074.59018	8.62075
8.81372	74.92873	38.91817	8.43601	7.30959	62.34137	7.26764	9.56736	52.71393	-78.19444	10.99216	7.55829	0.62835	9.94458	10.23155	0.00000	1196.37070	6.53669
11.23538	62.41240	-7.0981	8.98438	7.34161	54.01787	7.97780	7.86303	66.64372	109.3243	7.54027	2.46969	17.98243	8.74797	6.37433	1.00000	1198.94436	11.34217
8.86514	58.66846	-0.35817	8.95597	6.84594	52.73322	9.14093	7.40920	49.59544	42.54536	8.22317	1.36783	18.07147	8.02718	6.20717	1.00000	1173.71192	9.95796
7.85701	39.67027	22.98212	7.92709	12.11045	65.81284	8.25845	8.08715	37.73440	-80.58556	6.72240	7.48314	0.96443	9.93578	10.60713	1.00000	1062.42413	10.17701
7.95198	33.07374	53.53041	8.04425	8.54623	57.71608	6.74566	6.49913	60.23995	43.67663	7.60249	2.42120	7.46615	8.65817	8.24932	1.00000	1136.01379	11.30723
7.93344	51.82781	39.96097	10.03182	6.06021	59.42019	8.08412	7.08512	37.95956	-75.60804	7.79011	0.70763	18.47411	6.82351	9.20675	1.00000	1146.28038	6.76607
8.60415	45.81739	-7.01833	8.58637	7.63010	75.52827	5.99740	8.89320	34.89252	107.60389		1.63715	7.54935	8.24785	5.62228	1.00000	1069.79697	6.87423
9.04226	60.76352	35.82756	7.63300	10.17743	56.37584	6.85240	7.73530	56.91169	137.95378	12.85320	5.03714	14.94236	9.46917	6.45001	0.00000	1160.91506	6.29965
9.23622	52.67182	10.7375	7.95161	8.20661	67.70988	6.76453	7.51573	49.36370	122.9666	7.51321	0.84335	11.61867	7.00952	7.01325	1.00000	1079.60457	10.07201
8.26426	58.83557	30.24706	8.28885	8.62429	46.91283	6.11665	8.68836	23.46325	115.04814		3.05604	14.72150	9.00843	7.99073	0.00000	1105.00519	5.74020
9.15190	23.41393	22.4711	9.31654	12.32284	59.80415	6.60636	8.13270	42.83645	88.1453	4.54015	0.94735	10.79582	7.71361	10.38994	1.00000	1180.85951	9.38256
11.34770	53.50315	-20.87306	9.18004	9.12355	39.74135	6.58109	6.91706	53.10304	-48.29694	7.40706	1.92253	6.76039	8.48933	7.89997	1.00000	1124.23979	10.89189
8.91598	56.77086	41.1053	6.75337	8.84094	65.75578	8.77615	6.92788	36.89734	-7.32097	9.19640	2.01661	18.33047	8.37729	7.63833	0.00000	1113.20817	6.56528
7.62624	42.05235	25.92127	9.28454	5.20650	60.75129	6.95056	7.97034	44.89988	86.79271	7.60797	6.32933	15.54060	9.78873	7.30693	1.00000	1179.11923	10.59278
8.78162	71.20803	19.21667	9.11168	8.81754	68.45071	10.72396	7.61007	51.86411	73.08333	6.85908	2.29737	16.12798	8.83562	9.77975	1.00000	1089.99446	9.77479
8.82396	62.85656	31.82539	11.32877	9.59135	47.85783	11.10436	8.48761	46.96703	72.54064	8.32294	3.28778	23.13333	9.05290	10.19346	1.00000	1195.13945	10.30551
9.09736	52.31935	33.35283	10.58687	9.70886	72.54269	11.79631	6.19026	53.80934	-111.78903	10.25117	2.57358	-10.35904	8.78678	9.79756	1.00000	1180.64509	10.75569
8.83080	53.02918	45.39402	8.43996	11.31765	59.14254	8.50498	8.40323	39.29901	9.29109	8.14610	1.78415	23.10940	8.39277	6.95179	1.00000	1061.05132	11.08127
8.82280	56.13187	14.62072	5.82135	11.80795	53.74466	8.62593	6.97060	46.31330	74.83554	7.24444	4.57414	24.60780	9.46832	10.76978	1.00000	1143.25703	9.99481
9.31213	38.08046	-1.26424	8.88533	6.24565	72.33312	10.03213	9.48358	65.79635	104.09701	8.71742	2.19506	5.55196	8.71644	8.31462	0.00000	1099.64779	8.46780
8.49479	38.10393	33.41012	8.80312	10.13268	56.55474	9.23523	8.01979	51.73249	-91.06177	11.48682	1.10162	20.90142	7.71660	7.45722	0.00000	1136.84865	10.05170
9.76761	62.06583	36	10.45169	9.30967	53.52791	5.63983	9.78821	40.20171	139.55722	11.13733	0.97589	16.04761	7.58015	7.33544	0.00000	1188.66440	6.37129
8.95262	50.94535	54.03876	10.90571	8.72390	56.18780	6.76953	7.23269	41.27904	43.91385	10.99866	0.91274	24.51338	7.62863	7.99630	0.00000	1113.21018	5.73195
7.89355	51.74555	5.6561	8.61989	7.78100	42.53532	9.17578	5.54530	68.70545	-75.87877	8.24116	4.04336	21.96170	9.24256	10.03766	1.00000	1159.19760	8.48859
9.37806	40.87757	54.8421	8.83369	9.36219	58.28703	11.11095	7.04688	37.47868	46.5813	8.14947	1.09613	28.91702	8.04543	10.22468	1.00000	1119.88856	10.30728
8.93207	57.52710	43.96222	8.23821	12.05297	65.37778	9.82201	5.28801	52.50847	43.63417	8.97071	2.42575	8.40663	8.74651	12.55950	1.00000	1052.95984	10.48177
7.20648	46.25849	29.98869	9.23162	10.27081	28.24328	10.86458	9.25231	32.88286	122.20488	9.04771	0.84696	9.22898	7.64183	10.57011	1.00000	1058.29891	10.01820
9.88862	60.80418	45.73333	7.91292	8.10066	64.91266	9.45629	7.17066	24.77600	4.91667	10.46643	4.09016	10.02999	9.28317	7.35758	0.00000	1188.07746	10.39269
8.27064	41.74027	13.70167	9.10077	11.94652	61.77715	10.01007	5.65975	48.52278	-89.10944	10.87562	2.99258	3.16496	8.83634	5.67037	0.00000	1150.01528	9.89333
8.06479	55.16774	-26.93366	9.93363	6.89952	56.84709	5.85266	8.94458	49.53399	29.24152	7.06869	0.72659	-8.78037	7.07612	5.36743	1.00000	1129.41279	11.59626
9.14018	56.43004	11.50526	7.71554	6.69903	56.22171	7.54801	6.81779	54.93234	77.23826	7.39753	7.14757	3.86582	9.90230	8.97617	1.00000	1160.03236	12.44745
9.69148	29.65474	52.14	8.78954	7.53830	61.77584	10.48887	7.33359	51.90706	5.58472	9.04790	1.82909	25.58683	8.31519	6.45194	0.00000	1126.40314	10.33692
9.17469	46.84236	22.4711	10.56648	5.75291	50.95145	7.80627	6.83169	64.59261	88.1453	9.14178	10.45575	21.39337	10.26397	7.52193	0.00000	1144.13050	10.71565
7.28916	34.34466	28.90054	6.26168	10.03281	53.29030	9.51977	6.16753	30.39340	-81.26367	8.19246	2.44560	7.90164	8.64421	7.49381	1.00000	1190.33500	10.46962
9.28689	45.93674	43.62558	8.44385	11.16994	38.71839	8.85140	6.14856	38.81662	13.39954	8.90585	7.10614	15.18143	9.89346	7.34354	0.00000	1113.28287	8.92977
6.89534	62.49538	19.21667	8.88888	9.78577	73.96703	5.59829	9.25805	48.37099	73.08333	8.51166	3.04405	9.96658	9.03738	7.25653	0.00000	1100.13574	6.83857
8.61719	57.37511	33.72255	8.03683	8.19468	54.69568	12.24419	6.56143	25.38402	-116.37697	10.79644	2.43392	-9.52718	8.86601	7.06883	0.00000	1146.12617	10.96974
8.30075	39.34525	-5.85746	9.03317	7.21123	53.53553	9.54328	8.85848	45.45134	144.23058	10.61161	1.98179	2.01555	8.40970	8.61046	0.00000	1063.70342	8.04036
9.07852	51.42089	41.0051	10.03842	8.70372	49.15073	11.25471	5.56511	38.75710	-73.78458	6.90724	3.14895	15.04831	9.09629	10.88748	0.00000	1126.05650	9.62758
9.40272	45.28656	39.32288	8.45709	10.69663	39.81425	8.45272	6.86013	60.05662	-76.72803	8.96301	7.97005	32.28914	9.98292	7.51507	0.00000	1166.24554	9.06803
10.19833	39.11574	16.68911	9.49121	9.66408	81.86759	10.69107	7.05904	52.78590	98.50893	8.10298	1.77691	-1.53619	8.40912	10.55091	1.00000	1151.03850	9.62995
9.26857	76.88207	33.7207	8.29554	7.63693	66.52925	7.54630	8.20288	36.98854	-116.21677	10.79771	3.34806	5.59355	9.16852	7.90168	0.00000	1127.64029	9.87477
8.19196	39.70895	34.09611	9.42435	7.50466	55.15409	10.56185	7.74597	61.61997	-118.10583	8.52687	2.24792	26.33790	8.63550	7.42428	0.00000	1108.74702	10.51862
9.00952	38.30738	-5.85746	7.12572	7.82063	60.14850	10.09815	6.92476	47.32914	144.23058	8.77891	3.07559	7.33175	8.94480	6.20918	0.00000	1075.93087	8.17967
7.75636	34.71807	27.55898	8.81715	9.00006	43.88420	11.29363	7.64213	43.50005	68.21204	9.85347	1.14292	-5.10631	7.93126	7.44385	0.00000	1137.05068	8.80176
9.31754	46.97131	42.819	8.24733	7.47532	52.66747	7.10642	8.45686	18.20555	47.1192	7.47765	2.03704	24.26024	8.52552	5.52035	1.00000	1134.57260	9.84363
8.26250	63.02432	21.34222	10.16795	6.91463	62.81865	5.89915	8.68368	58.91956	71.30633	7.49778	13.26234	18.52331	10.52923	4.90946	1.00000	1189.56228	10.37507
10.01387	59.10419	-5.85746	7.49701	10.64958	39.59938	9.12678	6.78090	37.19306	144.23058	10.18629	2.21855	19.13663	8.56536	7.30308	0.00000	1141.68017	8.94903
8.99422	45.20901	48.98333	9.48129	6.74527	44.78468	12.04244	7.59905	37.81213	2.61667	10.89923	4.00541	18.58981	9.23770	7.90656	0.00000	1156.63175	10.97260
9.38022	31.27773	0.51667	6.85555	11.81698	64.60053	7.96250	8.83738	45.60871	101.44167	7.62113	1.51199	31.93208	8.11780	8.61636	1.00000	1196.58710	9.88420
10.90173	56.78348	5.6561	8.84268	6.38597	67.02036	8.23691	7.62054	61.45238	-75.87877	11.32783	2.24958	41.50770	8.71573	7.70581	0.00000	1121.59849	10.78375
8.68408	53.06931	7.65649	8.48577	10.97058	45.45512	6.58025	7.57472	38.93517	4.92235	13.26571	2.30482	22.53346	8.53612	5.55106	0.00000	1105.68100	6.72938
9.59412	38.56078	47.30997	9.01249	9.82234	51.96077	9.90823	8.74539	41.45382	8.52462	5.64938	0.97319	26.84607	7.32723	10.64645	1.00000	1057.70594	9.76689
8.54914	71.59982	35.85	7.76276	7.80378	25.21827	6.59820	8.12129	53.79777	117.7	7.13617	4.52686	-5.98014	9.41602	6.91453	1.00000	1191.35395	10.35953
9.62151	48.22753	48.77275	7.41049	6.96071	36.23186	8.79992	6.50609	62.37795	5.16108	7.38278	0.98805	4.59409	7.12008	10.10941	1.00000	1191.51857	10.42156
8.89796	51.60769	27.85	8.68289	9.04026	47.00361	11.15087	8.77476	60.70236	112.9	9.00506	2.57963	-2.75398	8.78214	8.43463	1.00000	1113.05136	10.18780
9.91951	20.26072	18.57677	9.36334	6.63820	59.28074	11.59931	7.80588	44.15806	-72.22625	11.58722	0.79463	34.06611	7.16218	8.40440	0.00000	1163.08519	11.48488
9.87338	48.78271	45.39402	8.16374	7.37953	62.37829	8.65451	6.64733	19.30648	9.29109	8.39176	1.61169	18.82706	8.34159	7.21635	1.00000	1119.09039	10.06798
8.88785	54.54468	42.4251	11.28590	8.27941	51.65111	10.39306	6.32951	22.74444	-71.06616	11.17516	5.21936	13.31674	9.59283	7.96366	0.00000	1067.27501	9.66309
8.85348	48.98686	52.26083	9.09774	7.27145	48.59093	11.47630	7.21052	22.38442	7.00417	8.30833	2.41547	8.52982	8.83771	6.77257	0.00000	1173.39875	10.36032
8.40785	44.25433	39.22493	8.33459	13.13796	25.30664	7.21115	6.32060	53.16912	42.85693	5.00282	2.55860	9.77232	8.82492	13.66551	1.00000	1136.69721	9.45266
9.08046	34.86850	49.5099	8.12465	7.03310	53.08500	10.08779	5.84489	52.41948	6.74549	8.26598	0.86027	19.22582	7.61841	9.32237	1.00000	1086.93552	10.37801
8.06324	84.16436	33.37526	10.05181	8.48320	48.97115	6.87544	8.57886	45.31520	74.3092	7.13195	2.21432	12.46555	8.65431	5.23175	1.00000	1052.36010	10.48553
8.31438	39.33503	-21.44236	9.34732	11.04001	23.76845	7.24251	6.68858	56.52993	27.46153	10.50564	0.85906	7.27374	7.27880	6.74467	0.00000	1084.83810	7.23947
9.48131	55.28784	41.6764	9.73848	8.84080	48.22878	9.69035	6.87895	72.99443	-91.58045	9.73344	1.59262	18.06712	8.46709	10.54999	0.00000	1096.58054	7.30970
7.93112	33.63133	45.39402	7.89690	7.50336	24.41551	7.68633	7.81932	42.92972	9.29109	7.24408	1.21747	14.82968	7.97861	8.00897	1.00000	1122.19201	7.75513
9.10360	44.60454	-7.01833	9.84579	8.62993	41.63275	5.54067	8.60162	62.21421	107.60389	7.11774	1.76621	14.63924	8.28944	5.72178	1.00000	1117.63275	7.57630
9.07477	59.57696	57.97472	7.98150	8.87808	52.92108	8.83896	6.66874	71.05041	33.2525	7.41076	1.64300	36.38927	8.19062	8.42818	1.00000	1082.10496	10.48665
8.15882	34.46084	-4.5833	9.18487	10.93736	71.54573	9.82009	5.90308	59.71710	15.16554	8.06450	5.06760	32.83037	9.55179	11.24075	1.00000	1171.54916	10.27154
8.65855	38.78902	-15.675	9.06452	8.36130	66.31980	5.38705	7.85388	51.93117	-38.94722	6.88126	1.97908	10.84704	8.48926	7.56019	1.00000	1130.46403	10.09067
10.33998	33.17957	41.55947	7.57284	9.32057	64.97042	12.24744	7.50479	36.76018	14.66737	9.71797	3.60051	8.23042	9.08543	10.98278	1.00000	1109.27898	10.82681
9.81213	62.34079	-44.39672	9.69500	5.00138	45.03721	11.71511	7.71922	47.50676	171.25364	10.09301	4.11320	0.99290	9.26272	7.03444	0.00000	1131.43430	13.34526
8.69556	56.19938	-11.94306	9.01075	8.31470	58.28206	6.30686	9.40575	57.05918	-76.70944	6.32276	21.21433	28.99830	10.99742	5.41916	1.00000	1196.01619	10.32635
6.30073	64.17500	36.61033	7.80277	7.47572	65.67377	8.28165	6.89390	56.48179	-88.31476	7.98848	3.39778	14.42683	9.02367	7.57794	1.00000	1129.12295	9.84778
10.84826	32.60875	36.76775	7.64256	11.76739	61.10427	7.21105	7.04231	53.02963	2.95924	8.14460	0.75566	0.45473	7.27040	5.51554	0.00000	1181.44320	9.49376
10.15698	59.75912	40.98894	9.38062	5.49452	75.18508	10.14038	8.80806	53.63480	28.67582	6.83967	6.76413	7.75739	9.83998	7.39296	0.00000	1089.88067	10.58807
8.84683	35.39298	43.61092	9.15890	10.14950	32.54308	10.27082	5.71460	62.54398	3.87723	10.13185	3.67751	7.43534	9.16982	6.41444	1.00000	1175.42687	11.00032
8.62288	69.11249	37.65181	8.64949	11.52660	56.67591	7.93239	6.91509	58.80820	120.33063	6.25699	2.37773	0.14709	8.74315	10.06693	1.00000	1159.53253	9.48763
9.92509	49.78602	41.54566	8.91114		27.92189	7.28343	9.13791	44.49198	-71.29144	7.54470	4.87047	24.16309	9.52696	3.98113	1.00000	1126.05784	10.31654
8.82604	58.26422	-33.75881	7.71433	12.12788	58.66052	7.56782	4.87384	78.36493	150.99292	4.57724	4.21151	21.70640	9.31070	12.02035	1.00000	1094.76301	10.45245
7.79886	41.02309	65.93381	8.82831	10.71149	32.78561	8.44655	7.46382	26.28443	111.4834	5.60712	1.26690	5.81955	7.79143	9.81051	1.00000	1083.46421	9.30524
10.31976	31.67889	-21.42917	8.71753	8.43151	61.37419	8.63968	6.44589	49.39777	-45.94722	10.86050	1.52546	25.36116	8.06044	7.03120	0.00000	1120.32185	10.74499
8.67671	56.95000	29.38242	6.81748	9.88464	67.19035	8.27268	8.52289	44.07710	70.91106	12.23206	2.75001	11.33626	8.82886	7.10910	0.00000	1057.30747	8.50294
10.27569	44.87058	37.52487	7.75962	9.12602	60.76769	10.39526	7.28967	44.70384	-77.55777	6.71354	7.64776	5.94663	9.96721	9.39529	1.00000	1103.54190	9.56788
9.97420	31.15610	40.92298	7.55480	10.58919	54.57640	10.25592	8.57488	46.83514	14.30935	5.52191	1.13201	17.27574	7.76339	12.38427	1.00000	1090.14646	11.22977
8.59306	58.22356	44.27804	8.11517	5.90834	46.90328	10.45210	9.03293	54.36856	-88.27205	12.02399	0.60863	9.76352	7.05411	7.40538	0.00000	1150.47346	13.19650
10.33657	34.39973	-22.53722	7.71357	7.67576	67.17923	6.35469	10.47942	42.81397	-42.98194	6.46317	12.43462	18.56520	10.46329	3.75717	1.00000	1184.14493	9.86524
9.74740	54.26118	48.15659	10.46613	11.32527	36.90832	8.70290	4.91477	49.96051	28.28489	6.24804	0.93661	14.84490	7.58371	11.37054	1.00000	1053.71148	9.42269
8.04855	50.76052	40.81	9.29405	9.01923	67.71653	10.84944	8.34442	42.38421	-73.9625	6.73459	4.93554	2.63514	9.41256	10.44462	1.00000	1073.55990	9.76521
8.55080	37.17104	51.65	8.56417	9.86682	64.14075	7.86821	7.16275	48.95856	-0.2	8.77619	8.55747	40.05691	10.07855	8.06160	0.00000	1182.12268	8.32875
10.08067	54.17378	49.28669	9.46950	6.73419	54.57749	5.91929	9.78145	65.56714	1.00288	7.33486	1.03899	27.47573	7.98964	3.58787	1.00000	1094.30546	8.71133
7.61677	52.77855	39.57582	8.97529	11.86278	28.43372	8.64316	7.13551	41.13062	-105.11221	6.35745	0.90954	12.57873	7.33313	11.09873	1.00000	1152.20845	10.64479
8.95666	49.37705	36.24624	10.23139	9.20382	61.07098	11.29046	7.39490	49.30459	139.07204	8.43704	0.87406	16.04933	7.89076	10.69158	1.00000	1093.99292	9.86381
