latitude	location	longitude	station	QoS	revision
-33.59217	America/Santiago	-70.6996	San Bernardo	maintenance	2013/04/17
11.15583	Africa/Djibouti	42.7125	'Ali Sabieh	good	2013/03/27
13.51825	Asia/Bangkok	99.95469	Damnoen Saduak	good	10/29/2015, 00:00:00
58.23583	Asia/Krasnoyarsk	92.48278	Lesosibirsk	accep	2015-09-14
11.00599	Asia/Kolkata	77.5609	Kangayam	good	05/15/2019, 00:00:00
33.93113	America/Los_Angeles	-117.54866	Norco	excellent	2020-02-08
30.81383	Asia/Kolkata	75.16878	Moga	accep	2021-08-23
23.02677	Asia/Shanghai	113.13148	Foshan	excellent	2012/11/09
51.44889	Europe/Amsterdam	5.51978	Tongelre	accep	08/19/2018, 00:00:00
55.1904	Europe/Minsk	30.2049	Vitebsk	excellent	05 Mar 2017
37.49073	Europe/Madrid	-2.77259	Baza	good	2021-10-10
50.11861	Europe/London	-5.53715	Penzance	average	27 Aug 2021
-4.5833	Africa/Kinshasa	15.16554	Kasangulu	good	01/08/2019, 00:00:00
41.24264	Europe/Rome	16.50104	Bisceglie	accep	2021-12-15
25.92493	Asia/Kolkata	73.66633	Sojat	good	2021-04-20
34.09668	America/Los_Angeles	-117.71978	Claremont	building	2013-11-17
51.44889	Europe/Amsterdam	5.51978	Tongelre	building	2015-07-27
48.98333	Europe/Paris	2.61667	Mitry-Mory	building	25 Nov 2017
35.06667	Asia/Tokyo	135.21667	Sasayama	average	25 Jun 2022
41.72059	America/Chicago	-87.70172	Evergreen Park	excellent	2016-02-09
50.72043	Europe/Berlin	11.34046	Rudolstadt	good	2018-01-25
-27.76952	Africa/Johannesburg	30.79165	Vryheid	average	08 Oct 2014
18.87813	Asia/Kolkata	72.93924	Uran	excellent	07/24/2013, 00:00:00
4.96667	Africa/Douala	10.7	Tonga	excellent	2016-04-16
15.46063	Asia/Bangkok	99.89166	Thap Than	excellent	2022-07-29
38.13708	Europe/Istanbul	41.00817	Silvan	excellent	06 Jan 2022
33.08014	America/New_York	-83.2321	Milledgeville	good	17 Jul 2022
6.15038	Africa/Lagos	6.83042	Nkpor	average	2013/05/25
52.26083	Europe/Amsterdam	7.00417	Losser	accep	07/11/2015, 00:00:00
20.74122	America/Mexico_City	-100.44843	Santa Rosa Jauregui	maintenance	2017-05-15
57.97472	Europe/Moscow	33.2525	Valday	excellent	2021/10/19
55.82737	Europe/London	-4.0573	Viewpark	excellent	11/13/2018, 00:00:00
-6.25	Africa/Dar_es_Salaam	38.66667	Mvomero	excellent	03 Dec 2018
45.40008	America/Toronto	-73.58248	Sainte-Catherine	accep	2014-03-11
-2.90055	America/Guayaquil	-79.00453	Cuenca	good	2019-05-19
41.85059	America/Chicago	-87.882	Westchester	accep	05/03/2015, 00:00:00
53.77166	Europe/Moscow	38.12408	Bogoroditsk	accep	2013/06/14
6.15038	Africa/Lagos	6.83042	Nkpor	good	18 Oct 2012
-28.81833	America/Sao_Paulo	-52.51028	Soledade	good	2015-02-10
64.5635	Europe/Moscow	39.8302	Severodvinsk	accep	10/26/2014, 00:00:00
-23.85972	Africa/Maputo	35.34722	Maxixe	accep	07/28/2019, 00:00:00
17.34769	Asia/Kolkata	78.55757	Lal Bahadur Nagar	maintenance	07/13/2019, 00:00:00
35.25064	America/Chicago	-91.73625	Searcy	excellent	07/16/2020, 00:00:00
50.50301	Europe/Prague	13.63617	Most	average	31 May 2014
47.90771	Asia/Ulaanbaatar	106.88324	Ulan Bator	excellent	02 Jul 2013
-15.675	America/Bahia	-38.94722	Canavieiras	accep	04/29/2018, 00:00:00
53.69786	Europe/London	-2.68758	Leyland	maintenance	28 Oct 2019
-8.28333	America/Recife	-35.03333	Cabo	maintenance	01/14/2014, 00:00:00
51.24197	Europe/Brussels	4.82313	Lille	accep	2017/05/02
10.22677	America/Caracas	-67.33122	La Victoria	average	01/25/2015, 00:00:00
40.68066	America/New_York	-73.47429	Massapequa	average	01/02/2019, 00:00:00
43.67681	Europe/Paris	4.63031	Arles	average	2013/11/09
36.21544	Asia/Kabul	65.93249	Sar-e Pul	accep	10 Jan 2018
33.03699	America/Los_Angeles	-117.29198	Encinitas	good	2019/02/06
52.4581	Europe/Berlin	13.28702	Dahlem	accep	03 Apr 2018
25.49043	Asia/Kolkata	85.94001	Teghra	good	2018/10/12
37.60876	America/New_York	-77.37331	Mechanicsville	accep	2020-12-01
15.72892	Asia/Manila	120.57224	Burgos	excellent	2021-02-06
51.30001	Europe/Berlin	13.10984	Oschatz	excellent	2016-09-10
51.47805	Europe/Berlin	6.8625	Oberhausen	excellent	2022/05/28
47.90771	Asia/Ulaanbaatar	106.88324	Ulan Bator	excellent	2016/11/26
41.48199	America/New_York	-81.79819	Lakewood	good	2018/05/08
-7.51611	Asia/Jakarta	109.05389	Wangon	maintenance	2018-11-12
39.72943	America/Denver	-104.83192	Aurora	accep	2015-07-06
50.80904	Europe/Berlin	8.77069	Marburg an der Lahn	excellent	13 Nov 2018
33.14447	Asia/Tehran	47.3799	Darreh Shahr	accep	07/20/2018, 00:00:00
5.27247	Africa/Abidjan	-3.59625	Bonoua	maintenance	2014-02-06
37.56667	Asia/Tokyo	140.11667	Inawashiro	good	2022/07/25
6.8485	Africa/Lagos	3.64633	Shagamu	building	04/06/2013, 00:00:00
43.61062	America/New_York	-72.97261	Rutland	good	2019/08/12
-13.7804	Africa/Blantyre	34.4587	Salima	average	07 Nov 2016
-8.05389	America/Recife	-34.88111	Recife	accep	09/24/2015, 00:00:00
35.74788	America/Chicago	-95.36969	Muskogee	accep	2016/07/19
-34.74785	America/Argentina/Buenos_Aires	-58.70072	Pontevedra	maintenance	13 Dec 2015
32.35126	America/Chicago	-95.30106	Tyler	average	08/14/2022, 00:00:00
28.54944	America/New_York	-81.77285	Clermont	accep	01 Nov 2013
-8.66667	America/Recife	-35.71667	Catende	maintenance	2019-11-29
52.31333	Europe/Amsterdam	6.92917	Oldenzaal	average	09/24/2020, 00:00:00
-37.9	Australia/Melbourne	145.18333	Wheelers Hill	accep	2018-06-28
43.61092	Europe/Paris	3.87723	Montpellier	accep	29 Sep 2014
4.92675	Africa/Lagos	6.26764	Yenagoa	accep	2014-11-07
51.47805	Europe/Berlin	6.8625	Oberhausen	average	2014/01/26
39.57582	America/Denver	-105.11221	Ken Caryl	excellent	21 Feb 2013
14.0823	Asia/Yangon	98.19151	Dawei	good	21 May 2017
40.53123	Europe/Rome	17.58522	Francavilla Fontana	average	22 Aug 2018
40.72371	America/New_York	-73.95097	Greenpoint	good	2015-02-27
41.41204	Europe/Madrid	2.18247	el Camp de l'Arpa del Clot	maintenance	2016-05-06
25.49043	Asia/Kolkata	85.94001	Teghra	average	2019-09-26
52.66277	Europe/London	-2.01111	Great Wyrley	accep	07 Aug 2017
42.24113	America/Chicago	-88.3162	Crystal Lake	building	12/23/2021, 00:00:00
45.49428	America/Los_Angeles	-122.86705	Aloha	accep	2013/03/19
53.49389	Europe/London	-1.29243	Mexborough	good	2021/02/21
41.84364	America/Chicago	-87.71255	South Lawndale	maintenance	11/09/2012, 00:00:00
-26.93366	Africa/Johannesburg	29.24152	Standerton	good	2022-08-12
-1.9487	Africa/Kigali	30.4347	Rwamagana	accep	02 Nov 2012
32.61603	Asia/Baghdad	44.02488	Karbala	average	02/20/2013, 00:00:00
48.8222	Europe/Paris	2.12213	Le Chesnay	maintenance	2013/11/05
45.53069	Europe/Rome	9.40531	Gorgonzola	excellent	01/03/2018, 00:00:00
39.59611	Europe/Istanbul	27.02444	Edremit	accep	2021/07/13
40.5576	America/New_York	-74.28459	Woodbridge	good	2019/09/08
-4.5833	Africa/Kinshasa	15.16554	Kasangulu	excellent	24 Aug 2015
23.07492	Asia/Kolkata	88.28637	Pandua	average	2015/02/11
14.62578	Asia/Manila	121.12251	Antipolo	maintenance	18 Jan 2021
16.06213	Asia/Kolkata	76.0586	Hungund	accep	27 Jun 2013
48.35149	Europe/Berlin	8.96317	Hechingen	average	12/15/2018, 00:00:00
48.77275	Europe/Paris	5.16108	Bar-le-Duc	average	2016/04/26
59.80917	Europe/Moscow	30.38167	Shushary	accep	2019/04/09
35.89972	Europe/Malta	14.51472	Valletta	average	2018-12-28
28.15112	America/New_York	-82.46148	Lutz	excellent	09/29/2017, 00:00:00
33.4425	Asia/Tokyo	129.96972	Karatsu	building	2014-05-21
44.99012	America/Los_Angeles	-123.02621	Keizer	building	03 Dec 2013
52.2	Europe/Berlin	8.63333	Kirchlengern	building	02/11/2014, 00:00:00
46.18396	Europe/Zurich	6.10237	Onex	average	11/28/2013, 00:00:00
44.59445	Europe/Rome	11.04979	Castelfranco Emilia	maintenance	2019/07/06
22.19303	Asia/Kolkata	88.18466	Diamond Harbour	accep	2018-06-04
50.06	Europe/Volgograd	43.2379	Mikhaylovka	average	10/20/2015, 00:00:00
44.73941	America/Chicago	-93.12577	Rosemount	excellent	2021/04/02
49.13645	Europe/Berlin	8.91229	Eppingen	excellent	2018/08/30
-3.74912	America/Lima	-73.25383	Iquitos	excellent	2015-11-19
37.30553	Asia/Shanghai	120.82747	Zhuangyuan	average	2017-07-29
53.77166	Europe/Moscow	38.12408	Bogoroditsk	accep	2013-02-15
50.50301	Europe/Prague	13.63617	Most	excellent	2018-04-15
14.46693	Asia/Kolkata	75.92694	Davangere	good	2018-03-02
9.57046	Asia/Kolkata	76.32756	Kalavoor	accep	12/11/2013, 00:00:00
45.0408	America/Chicago	-93.263	Columbia Heights	good	02/02/2017, 00:00:00
16.0438	Asia/Manila	120.4861	Manaoag	accep	25 Sep 2018
33.4425	Asia/Tokyo	129.96972	Karatsu	accep	03/20/2020, 00:00:00
33.98154	America/New_York	-81.23621	Lexington	excellent	08/08/2014, 00:00:00
-37.32167	America/Argentina/Buenos_Aires	-59.13316	Tandil	excellent	2021-04-26
10.7375	Asia/Manila	122.9666	Talisay	building	2017-09-06
40.78206	Asia/Tashkent	72.34424	Andijon	good	2014/05/01
-22.92306	America/Sao_Paulo	-53.13722	Loanda	excellent	04 Mar 2020
-10.33333	Africa/Dar_es_Salaam	39.28333	Nyangao	good	2022/06/28
55.54028	Asia/Krasnoyarsk	89.20083	Sharypovo	maintenance	06/05/2015, 00:00:00
10.61285	Africa/Lagos	12.19458	Biu	average	2021-06-04
54.39635	Europe/Vilnius	24.04142	Alytus	average	2015/01/20
-25.54073	Australia/Brisbane	152.70493	Maryborough	maintenance	2013-02-02
6.84019	Asia/Colombo	79.87116	Dehiwala-Mount Lavinia	excellent	01 Jul 2014
-1.26753	Asia/Makassar	116.82887	Balikpapan	average	29 Jan 2017
51.12794	Europe/Brussels	4.21372	Temse	good	2018-06-10
22.10194	Asia/Kolkata	85.37752	Barbil	excellent	2014-02-20
15.48131	America/Tegucigalpa	-86.57415	Olanchito	good	2014-06-01
0.03813	Africa/Nairobi	36.36339	Nyahururu	accep	07/31/2019, 00:00:00
33.3213	Asia/Tokyo	130.94098	Hita	average	2021/09/30
50.7236	Europe/London	-3.52751	Exeter	accep	11/29/2014, 00:00:00
30.24706	Asia/Shanghai	115.04814	Huangshi	good	03/27/2017, 00:00:00
51.955	Europe/Amsterdam	5.22778	Culemborg	good	29 Sep 2019
-34.88422	Australia/Sydney	150.60036	Nowra	average	12/03/2019, 00:00:00
13.8196	Asia/Bangkok	100.04427	Nakhon Pathom	maintenance	2018-10-29
6.03333	Africa/Addis_Ababa	37.55	Arba Minch	accep	2017/03/10
34.81667	Asia/Tokyo	137.4	Toyokawa	excellent	2013/11/27
52.2	Europe/Berlin	8.63333	Kirchlengern	accep	12/11/2018, 00:00:00
22.19303	Asia/Kolkata	88.18466	Diamond Harbour	excellent	2021/03/26
40.94065	America/New_York	-73.99681	Dumont	accep	2021-10-13
51.78967	Europe/London	1.15597	Clacton-on-Sea	maintenance	04/05/2013, 00:00:00
-4.06667	Africa/Dar_es_Salaam	37.73333	Same	excellent	12/13/2015, 00:00:00
53.6052	Europe/Berlin	10.03988	Barmbek-Nord	accep	01 Dec 2012
41.09822	Asia/Shanghai	120.74792	Nanpiao	average	06 Nov 2021
53.69786	Europe/London	-2.68758	Leyland	maintenance	30 Nov 2015
29.21399	Asia/Kolkata	78.95693	Kashipur	good	21 Sep 2016
-37.32167	America/Argentina/Buenos_Aires	-59.13316	Tandil	average	2015/09/23
51.95838	Europe/Amsterdam	4.47124	Schiebroek	good	07 Dec 2019
47.98372	Europe/Berlin	10.18527	Memmingen	accep	2018-09-05
33.52253	America/Los_Angeles	-117.70755	Laguna Niguel	accep	07 Mar 2020
40.56754	America/Chicago	-89.64066	Pekin	average	06/04/2013, 00:00:00
25.75728	Asia/Kolkata	75.37991	Deoli	maintenance	2012-10-21
-21.42917	America/Sao_Paulo	-45.94722	Alfenas	excellent	2014-09-01
43.50891	Europe/Zagreb	16.43915	Split	accep	26 Aug 2014
-4.83	Africa/Dar_es_Salaam	29.65806	Mwandiga	building	21 Dec 2015
51.65	Europe/London	-0.2	Barnet	good	22 Apr 2014
43.86682	America/Toronto	-79.2663	Markham	accep	22 Dec 2020
19.8173	America/Mexico_City	-97.35992	Teziutlan	good	2015-03-09
30.46907	Asia/Karachi	70.96699	Kot Addu	good	27 Oct 2012
35.64889	Asia/Shanghai	117.27583	Sishui	average	13 Jun 2018
9.535	Africa/Conakry	-13.68778	Camayenne	average	04/21/2018, 00:00:00
17.94979	America/Mexico_City	-94.91386	Acayucan	excellent	2014-07-28
37.60876	America/New_York	-77.37331	Mechanicsville	maintenance	02/09/2017, 00:00:00
38.96372	America/New_York	-76.99081	Chillum	maintenance	02/10/2020, 00:00:00
34.75856	Asia/Tokyo	136.13108	Ueno-ebisumachi	good	2016/09/16
48.46458	Europe/Berlin	9.22796	Pfullingen	average	2016-10-22
47.92526	America/Chicago	-97.03285	Grand Forks	excellent	05/27/2014, 00:00:00
50.75932	Europe/Kiev	25.34244	Lutsk	good	10 Sep 2020
7.06273	Africa/Accra	-1.4001	Mampong	good	2015/12/13
41.63976	Europe/Madrid	2.35739	Cardedeu	excellent	2020-05-25
32.9156	America/Los_Angeles	-117.14392	Mira Mesa	building	2019-01-02
10.13361	Asia/Manila	124.84472	Maasin	excellent	2015/08/13
48.8449	Europe/Bratislava	17.22635	Skalica	good	04 Oct 2015
6.15038	Africa/Lagos	6.83042	Nkpor	building	07 Sep 2022
51.21187	Europe/Brussels	4.25633	Beveren	accep	2022/07/11
51.26	Europe/London	-2.1875	Westbury	average	2017/05/01
38.40917	Asia/Shanghai	112.73333	Xinzhou	excellent	2016-03-07
-33.79176	Australia/Sydney	151.08057	Eastwood	good	2018/03/23
40.63316	America/New_York	-74.13653	Port Richmond	accep	05/07/2019, 00:00:00
33.14447	Asia/Tehran	47.3799	Darreh Shahr	accep	2018/05/16
37.1759	Asia/Seoul	128.9889	T’aebaek	good	2021-03-25
43.16547	America/New_York	-77.70066	Gates-North Gates	maintenance	19 Feb 2017
48.90472	Europe/Paris	2.2469	La Garenne-Colombes	average	2017-07-03
35.20889	Asia/Shanghai	111.73861	Changzhi	good	02/16/2015, 00:00:00
12.35275	Asia/Manila	121.06761	San Jose	good	02/23/2021, 00:00:00
26.9423	Asia/Karachi	68.11759	Tharu Shah	good	2018/10/22
10.10649	Asia/Kolkata	76.35484	Alwaye	excellent	20 Aug 2013
20.22816	America/Mexico_City	-103.5687	Zacoalco de Torres	accep	2022-07-06
38.70734	America/New_York	-77.02303	Fort Washington	accep	2019-11-26
48.8222	Europe/Paris	2.12213	Le Chesnay	good	06/10/2017, 00:00:00
55.25	Europe/Vilnius	24.75	Ukmerge	accep	2019/04/10
5.27247	Africa/Abidjan	-3.59625	Bonoua	accep	01 Mar 2015
51.14942	Europe/Warsaw	15.00835	Zgorzelec	good	07/13/2018, 00:00:00
41.50343	America/New_York	-74.01042	Newburgh	accep	2019/06/27
31.39547	Asia/Jerusalem	34.75699	Rahat	accep	2013-08-14
-26.93366	Africa/Johannesburg	29.24152	Standerton	average	2018-10-19
-26.22861	America/Sao_Paulo	-52.67056	Pato Branco	building	05/20/2014, 00:00:00
60.97944	Asia/Yekaterinburg	76.92421	Izluchinsk	accep	19 Dec 2018
48.90982	Europe/Paris	2.45012	Bobigny	accep	2019-03-10
27.0174	Asia/Riyadh	49.62251	Al Jubayl	good	2021/10/12
52.71083	Europe/Amsterdam	5.74861	Emmeloord	excellent	2020-02-03
25.87972	America/Matamoros	-97.50417	Heroica Matamoros	excellent	09/22/2017, 00:00:00
19.8173	America/Mexico_City	-97.35992	Teziutlan	maintenance	2016-05-30
40.64621	America/New_York	-73.97069	Kensington	good	2021-10-21
34.25628	America/New_York	-78.04471	Leland	accep	2020/07/13
50.23805	Europe/Berlin	8.86704	Nidderau	accep	2016-03-26
-11.48472	America/Bahia	-37.93278	Rio Real	accep	2014-05-29
35.20889	Asia/Shanghai	111.73861	Changzhi	accep	11/06/2012, 00:00:00
48.35149	Europe/Berlin	8.96317	Hechingen	good	2013-02-01
54.39635	Europe/Vilnius	24.04142	Alytus	average	2015-12-05
33.93113	America/Los_Angeles	-117.54866	Norco	good	01/03/2020, 00:00:00
29.38242	Asia/Karachi	70.91106	Alipur	average	2015/06/01
54.8421	Europe/Moscow	46.5813	Alatyr’	good	2016-07-17
36.72544	Africa/Algiers	3.55665	Thenia	average	08/09/2015, 00:00:00
57.97472	Europe/Moscow	33.2525	Valday	good	31 May 2019
20.14298	America/Havana	-77.43532	Media Luna	excellent	07 Apr 2017
60.18427	Europe/Helsinki	24.95034	Kallio	excellent	2020/09/27
38.47917	Europe/Madrid	-1.325	Jumilla	excellent	2014-04-24
46.23899	America/Halifax	-63.13414	Charlottetown	maintenance	2016-12-06
-8.73508	Africa/Lubumbashi	24.99798	Kamina	average	2013/04/16
33.41012	America/Chicago	-91.06177	Greenville	building	2017-04-13
-8.05389	America/Recife	-34.88111	Recife	excellent	04/19/2016, 00:00:00
22.75218	Asia/Kolkata	72.68533	Kheda	accep	09/21/2019, 00:00:00
34.25	Asia/Tokyo	135.31667	Iwade	average	11 Apr 2020
43.11667	Europe/Paris	1.6	Pamiers	good	11 Sep 2016
55.75556	Asia/Yekaterinburg	60.70278	Ozersk	excellent	2020/07/26
18.57677	America/Port-au-Prince	-72.22625	Croix-des-Bouquets	average	09 Feb 2022
-26.93366	Africa/Johannesburg	29.24152	Standerton	excellent	11/29/2012, 00:00:00
27.55898	Asia/Karachi	68.21204	Larkana	excellent	2017/05/10
27.34089	Asia/Shanghai	117.4831	Shaowu	accep	12/19/2020, 00:00:00
25.6439	Asia/Kolkata	77.9129	Narwar	average	07 Dec 2012
34.9	Asia/Tokyo	137.5	Shinshiro	accep	03/17/2022, 00:00:00
36.02506	America/Chicago	-86.77917	Brentwood Estates	maintenance	2020-05-10
42.93369	America/New_York	-72.27814	Keene	accep	2014/01/03
34.65918	Asia/Shanghai	109.22921	Yanliang	good	2018/08/30
-44.39672	Pacific/Auckland	171.25364	Timaru	average	2014/09/16
41.63976	Europe/Madrid	2.35739	Cardedeu	maintenance	2017-10-07
19.30157	Asia/Kolkata	72.85107	Bhayandar	maintenance	2015-11-02
51.955	Europe/Amsterdam	5.22778	Culemborg	average	05/07/2022, 00:00:00
-17.73648	Pacific/Efate	168.31366	Port-Vila	excellent	2015/10/15
-22.45667	America/Sao_Paulo	-47.53028	Santa Gertrudes	maintenance	2013/11/03
37.71715	America/Los_Angeles	-122.40433	Visitacion Valley	accep	2012/12/01
35.89972	Europe/Malta	14.51472	Valletta	accep	08/08/2019, 00:00:00
44.43579	Europe/Bucharest	26.01649	Sector 6	good	2015-01-23
44.97639	Europe/Belgrade	19.61222	Sremska Mitrovica	accep	2017-02-21
37.51803	Europe/Rome	15.00913	Misterbianco	good	2016/05/15
11.12018	Asia/Kolkata	76.11996	Manjeri	good	18 Jul 2022
56.03361	Europe/Moscow	35.96944	Volokolamsk	building	11/30/2018, 00:00:00
-25.42778	America/Sao_Paulo	-49.27306	Curitiba	average	2013-06-26
33.45122	America/Chicago	-86.99666	Hueytown	accep	18 Jan 2016
48.25	Europe/Vienna	16.4	Floridsdorf	average	2020/02/01
4.73245	America/Bogota	-74.26419	Madrid	excellent	07/09/2015, 00:00:00
44.27804	America/Chicago	-88.27205	Kaukauna	building	2021-04-15
53.69786	Europe/London	-2.68758	Leyland	maitennce	11/29/2019, 00:00:00
42.50729	Europe/Andorra	1.53414	les Escaldes	good	2016/04/22
-8.76194	America/Porto_Velho	-63.90389	Porto Velho	accep	18 May 2014
37.51803	Europe/Rome	15.00913	Misterbianco	average	13 Mar 2022
45.78071	Europe/Rome	12.84052	Portogruaro	maintenance	2015/02/12
13.8196	Asia/Bangkok	100.04427	Nakhon Pathom	accep	2014-10-05
50.75767	Europe/London	-1.5443	Lymington	maintenance	2015/03/17
-4.16694	America/Fortaleza	-40.7475	Guaraciaba do Norte	excellent	2021/10/22
12.1277	Asia/Kolkata	78.15794	Dharmapuri	excellent	28 Oct 2021
44.92801	Europe/Paris	4.8951	Valence	accep	2014-12-02
37.74615	Atlantic/Azores	-25.66689	Ponta Delgada	average	2016/03/31
33.03699	America/Los_Angeles	-117.29198	Encinitas	average	15 May 2017
-3.14306	America/Manaus	-58.44417	Itacoatiara	average	2020-07-06
39.22493	Europe/Istanbul	42.85693	Patnos	excellent	12/16/2015, 00:00:00
-7.54972	Asia/Jakarta	110.71639	Ngemplak	accep	08/13/2018, 00:00:00
53.30972	Asia/Barnaul	83.62389	Novosilikatnyy	excellent	29 May 2019
31.64615	Asia/Shanghai	120.74221	Changshu City	accep	2014-07-16
29.84576	America/Chicago	-90.10674	Estelle	excellent	01 Apr 2020
50.5107	Europe/Warsaw	18.30056	Strzelce Opolskie	average	01/11/2016, 00:00:00
45.39402	Europe/Rome	9.29109	San Giuliano Milanese	excellent	2014/04/14
34.77453	America/Chicago	-96.67834	Ada	average	2019-09-05
52.26083	Europe/Amsterdam	7.00417	Losser	accep	30 Dec 2020
41.84364	America/Chicago	-87.71255	South Lawndale	building	21 Sep 2019
14.8361	Asia/Manila	120.97844	Guyong	excellent	02 Feb 2018
28.54944	America/New_York	-81.77285	Clermont	excellent	2017-11-21
43.54072	America/Boise	-116.56346	Nampa	accep	06 Aug 2015
-37.9	Australia/Melbourne	145.18333	Wheelers Hill	maintenance	2013/08/11
34.25628	America/New_York	-78.04471	Leland	maintenance	2018-09-27
36.82167	Asia/Seoul	128.63083	Eisen	good	2022/02/16
35.06544	Africa/Algiers	1.04945	Frenda	average	2017/04/18
50.75932	Europe/Kiev	25.34244	Lutsk	average	2020/01/30
5.4709	Asia/Kuala_Lumpur	100.24529	Batu Feringgi	maintenance	12 Jan 2013
49.41029	Europe/Zaporozhye	38.15035	Svatove	good	01 Oct 2018
46.75451	Europe/Kiev	33.34864	Nova Kakhovka	excellent	2020/03/10
35.25064	America/Chicago	-91.73625	Searcy	building	06/23/2018, 00:00:00
41.09822	Asia/Shanghai	120.74792	Nanpiao	maintenance	2022-05-14
9.6531	Asia/Manila	124.3697	Jagna	acceptable	2019/01/21
40.53123	Europe/Rome	17.58522	Francavilla Fontana	excellent	2018/03/08
40.58654	America/Los_Angeles	-122.39168	Redding	average	10/12/2019, 00:00:00
68.79833	Europe/Oslo	16.54165	Harstad	maintenance	04 Mar 2013
32.42067	America/Denver	-104.22884	Carlsbad	excellent	2018-01-31
50.75767	Europe/London	-1.5443	Lymington	excellent	2019-05-29
57.14369	Europe/London	-2.09814	Aberdeen	excellent	17 Apr 2019
-31.25033	America/Argentina/Cordoba	-61.4867	Rafaela	maintenance	2013-06-30
15.45144	Asia/Kolkata	78.14797	Betamcherla	excellent	2019/08/19
-37.88333	Australia/Melbourne	145.06667	Carnegie	maintenance	02/06/2022, 00:00:00
52.41667	Europe/London	0.75	Thetford	good	2014-04-09
36.81667	Asia/Shanghai	117.81667	Zhoucun	excellent	25 Dec 2013
51.19139	Europe/Berlin	6.51352	Korschenbroich	maintenance	15 Oct 2018
52.26083	Europe/Amsterdam	7.00417	Losser	good	2017/10/10
32.65246	Asia/Tehran	51.67462	Isfahan	building	2020/12/04
52.31333	Europe/Amsterdam	6.92917	Oldenzaal	accep	2017-02-12
55.82885	Europe/London	-4.21376	Rutherglen	maintenance	06/28/2014, 00:00:00
-3.74912	America/Lima	-73.25383	Iquitos	maintenance	27 Apr 2021
31.92923	Asia/Jerusalem	34.86563	Ramla	excellent	2015/04/09
50.82709	Europe/Berlin	6.9747	Wesseling	average	2016-01-28
21.46527	Asia/Kolkata	83.97573	Sambalpur	average	2014/04/12
36.64852	Asia/Tehran	51.49621	Nowshahr	maintenance	08/19/2021, 00:00:00
24.81757	Asia/Kolkata	84.63445	Rafiganj	excellent	02 Mar 2022
-31.4488	America/Argentina/Cordoba	-60.93173	Esperanza	excellent	2018/01/19
52.2	Europe/Berlin	8.63333	Kirchlengern	accep	06/22/2019, 00:00:00
17.34769	Asia/Kolkata	78.55757	Lal Bahadur Nagar	acceptable	11 Mar 2013
37.19723	Asia/Shanghai	122.05228	Tianfu	excellent	09/20/2020, 00:00:00
5.27247	Africa/Abidjan	-3.59625	Bonoua	maintenance	27 Jul 2018
46.1351	America/Glace_Bay	-60.1831	Sydney	good	05/02/2020, 00:00:00
48.46458	Europe/Berlin	9.22796	Pfullingen	building	19 May 2022
35.50056	Asia/Shanghai	117.63083	Pingyi	good	2013/11/14
42.7	Europe/Sofia	27.25	Aytos	excellent	08/30/2015, 00:00:00
50.7236	Europe/London	-3.52751	Exeter	accep	12 Nov 2014
46.1351	America/Glace_Bay	-60.1831	Sydney	maintenance	08 Sep 2014
51.42708	Europe/London	-0.91979	Lower Earley	average	2019/01/29
52.53048	Europe/Berlin	13.29371	Charlottenburg-Nord	maintenance	2018/03/24
53.00974	Europe/London	-3.05814	Rhosllanerchrugog	excellent	05/19/2021, 00:00:00
40.53123	Europe/Rome	17.58522	Francavilla Fontana	average	2019-01-31
39.09112	America/Chicago	-94.41551	Independence	excellent	07/24/2017, 00:00:00
-23.44361	America/Sao_Paulo	-51.87389	Sarandi	excellent	2013-05-08
28.15112	America/New_York	-82.46148	Lutz	maintenance	2015/03/29
50.75	Europe/Paris	2.25	Saint-Omer	maintenance	03 May 2015
30.76468	Asia/Karachi	74.12286	Kanganpur	excellent	2016/02/23
44.89784	Europe/Rome	8.86374	Tortona	average	2017-05-21
53.93361	Europe/Moscow	37.92792	Kireyevsk	accep	2015-12-31
53.16167	Europe/Amsterdam	6.76111	Hoogezand	excellent	05/22/2022, 00:00:00
25.6439	Asia/Kolkata	77.9129	Narwar	average	11 Apr 2021
39.08367	America/New_York	-84.50855	Covington	maintenance	14 Oct 2019
30.24706	Asia/Shanghai	115.04814	Huangshi	good	14 Jul 2015
13.56667	Africa/Banjul	-15.6	Farafenni	average	07/03/2018, 00:00:00
36.53333	Asia/Tokyo	136.61667	Nonoichi	excellent	08/15/2014, 00:00:00
-28.81833	America/Sao_Paulo	-52.51028	Soledade	average	06/16/2016, 00:00:00
53.53041	Europe/Moscow	43.67663	Nizhniy Lomov	average	2018-10-24
11.86064	Africa/Lagos	9.0027	Gaya	maintenance	05/18/2016, 00:00:00
60.18427	Europe/Helsinki	24.95034	Kallio	excellent	2017-03-14
41.91886	Europe/Paris	8.73812	Ajaccio	accep	07/27/2014, 00:00:00
-17.74431	America/Sao_Paulo	-48.62789	Caldas Novas	accep	17 Nov 2019
48.77644	Europe/Paris	2.29026	Sceaux	excellent	2021-09-07
8.43333	Asia/Bangkok	99.96667	Nakhon Si Thammarat	accep	04 Nov 2016
32.65246	Asia/Tehran	51.67462	Isfahan	accep	03/06/2016, 00:00:00
26.44931	Asia/Kolkata	91.61356	Rangia	maintenance	2013-06-11
43.11667	Europe/Paris	1.6	Pamiers	maintenance	10/01/2017, 00:00:00
