PM10	NH3	CH4	NOx	latitude	O3	SO2	CO	PRES	warning	Pb	TEMP	PM2.5	C2H3NO5	PAHs	CFCs	H2CO	longitude
4.69884	5.13901	7.40811	7.67616	-25.42778	8.38518	7.77502	6.10562	1086.76607	1.00000	30.32168	13.11760	6.95187	4.33501	7.87775	48.94188	44.72258	-49.27306
6.62808	5.88471	7.57339	6.98884	-8.05389	7.77262	7.24573	5.04620	1163.33013	1.00000	38.78453	22.20304	7.42246	5.40252	6.41457	49.05913	41.00145	-34.88111
7.46938	4.28841	5.93417	6.82941	37.08819	7.94219	7.16236	7.01546	1059.09043	1.00000	37.36282	24.47013	8.62413	9.38855	3.32342	32.69229	40.18302	-8.2503
5.13983	6.22827	8.11976	8.50957	7.57944	5.64289	8.58785	4.61465	1089.10165	1.00000	67.95381	17.65874	7.01247	6.00578	8.58266	54.13788	38.59014	-8.53778
5.89654	7.02668	4.15837	6.36185	26.18924	7.08440	8.59888	5.51315	1185.28700	0.00000	42.74635	9.13421	6.99460	3.14707	8.43474	23.49977	57.30400	-98.15529
6.43923	8.03150	3.87618	5.52111	48.73218	7.15256	6.21857	4.94053	1160.07733	0.00000	52.25531	9.46127	6.87758	3.35078	8.95420	53.34613	38.29733	11.18709
6.51427	8.24006	3.55172	6.44351	-4.16694	5.80556	7.94304	5.41757	1056.36097	0.00000	56.80803	0.85693	5.71456	6.16756	7.91354	51.48200	45.81645	-40.7475
8.23979	11.26620	5.19312	9.56979	29.21399	6.20922	6.49636	4.65144	1109.91576	1.00000	48.01610	13.11400	7.82993	13.98980	7.92246		32.89797	78.95693
4.60305	6.68549	4.61477	10.74293	-19.65	7.02615	6.87499	5.49586	1161.12099	1.00000	54.59552	10.49747	6.30968	5.28999	5.71237	58.22436	49.80519	47.31667
5.07738	6.43256	5.26230	9.12745	20.88953	6.28694	7.01418	4.66584	1156.30340	1.00000	40.08718	22.83308	6.47251	3.71222	6.76387	59.13232	38.55999	-156.47432
6.24378	9.08681	5.98155	6.31532	41.09822	6.76931	5.83920	6.49279	1124.24374	0.00000	44.27959	9.63520	8.23939	6.63616	7.58030	62.47838	65.65575	120.74792
5.83426	7.86220	6.60349	5.52429	20.28527	7.25900	7.62341	6.08486	1144.51888	0.00000	47.59992	21.19905	5.98987	6.01689	9.09835	28.76642	61.05726	-103.42897
4.36408	5.98405	5.67119	10.08219	39.71734	8.95345	8.82037	6.04260	1188.56420	1.00000	37.92988	22.96889	5.20858	4.11279	6.01731	55.04961	69.65883	-74.96933
4.17506	9.83773	5.03712	6.46460	48.35149	5.79428	8.84174	5.32024	1050.99571	0.00000	47.49727	-1.22800	7.40126	3.03486	7.47480	44.37663	80.99176	8.96317
5.30591	7.65983	2.20586	9.68095	9.535	7.23152	6.96215	7.01370	1181.49250	1.00000	60.74850	16.10338	7.61990	5.82311	5.93168	44.18258	30.73834	-13.68778
4.69630	6.30027	7.09594	4.91880	-24.19436	8.52486	4.93209	5.95161	1173.08209	0.00000	44.40149	12.33057	6.98318	5.83798	10.06387	42.54909	37.41712	29.00974
6.26957	9.02015	5.20870	6.56697	41.15612	6.22878	6.61021	6.45843	1110.54714	0.00000	33.53442	11.81150	8.37097	5.62108	8.70877	35.05670	57.87177	1.10687
6.24253	9.04350	4.86604	6.63294	32.44874	6.98658	6.82074	5.42674	1169.57858	0.00000	45.30405	-2.32966	6.79606	5.86781	7.18322	56.22848	74.10746	-99.73314
7.90322	4.88248	5.57734	6.77924	44.43579	7.01703	6.21374	5.87335	1168.52439	1.00000	48.11162	28.11492	5.48674	12.45449	3.18789	66.73193	35.57701	26.01649
7.84732	6.96325	6.74546	9.94926	-7.60361	5.50122	8.17190	6.31573	1106.34182	0.00000	66.28388	11.41421	8.67816	11.45175	8.00248	63.37667	71.84792	37.00438
7.70253	9.10253	8.04717	8.75332	57.97472	7.46595	8.19541	5.88821	1060.10676	1.00000	53.71622	12.08485	8.46557	11.33910	6.05831	37.97971	43.56773	33.2525
4.67663	6.17732	5.64854	6.11077	15.48131	5.46463	7.67741	5.83494	1111.97740	0.00000	47.12183	14.67356	5.84573	5.00006	8.99715	47.57337	47.27988	-86.57415
4.37942	8.38127	4.48922	8.49584	39.46667	7.35053	7.03643	4.24900	1051.04373	0.00000	26.42849	-1.06756	6.34007	4.37411	7.63888	47.95476	41.48436	141.95
8.27061	9.02587	5.68672	9.51863	51.95838	6.31036	5.93634	6.13481	1116.14139	1.00000	29.81788	21.55741	5.37137	14.94553	6.97134	55.13448	46.11754	4.47124
6.56959	6.02941	7.19839	4.46330	17.94979	8.54664	7.61258	4.81034	1111.80442	0.00000	52.74312	22.46025	6.42507	4.59599	11.26007	30.90096	61.15358	-94.91386
7.05865	6.41065	5.43681	7.71848	-6.25	6.83851	7.68904	6.28571	1122.36002	1.00000	57.76108	19.87028	6.60068	6.49712	4.72220	35.64807	58.17221	38.66667
5.27062	8.49568	6.84524	8.82713	5.27247	9.69191	8.60965	6.23100	1158.57033	0.00000	46.93559	7.02944	7.04634	4.57419	9.63534	39.02848	32.28532	-3.59625
4.92668	5.21798	5.63925	8.33559	33.03699	7.68309	7.24158	7.53029	1066.92790	1.00000	51.41233	4.22770	4.88563	4.16355	6.98253	61.63786	39.58892	-117.29198
6.41246	4.27977	6.75880	6.71533	35.95664	6.57555	8.12267	5.59303	1133.59230	1.00000	37.49941	-2.38119	9.52317	5.32385	5.96396	45.13052	24.07331	36.7138
5.56820	3.53387	4.81254	8.39473	59.37722	7.16588	7.22709	7.66956	1196.92564	1.00000	32.46109	28.97682	8.39279	5.34306	2.71109	39.39318	44.79719	28.19028
8.66923	9.64060	6.25576	7.67618	39.09112	6.54985	8.74283	4.92922	1197.85994	1.00000	58.90166	0.78249	7.89562	19.52398	8.14626	40.97534	39.92993	-94.41551
7.25387	7.93054	7.04347	9.99878	47.90771	6.71504	8.62386	7.43035	1176.56332	1.00000	35.31875	10.45696	8.16250	8.79045	4.66292	27.81952	65.75619	106.88324
5.33894	7.81574	6.74139	9.84697	17.34769	6.75618	6.84202	6.08288	1121.06473	0.00000	77.03243	15.83823	5.48142	4.08622	8.40038	48.86130	55.83217	78.55757
6.89227	5.79699	5.29184	4.60304	22.37066	5.94287	7.20438	3.97304	1156.48123	0.00000	85.91703	27.26268	6.34399	8.15073	11.21844	37.10662	56.65844	114.10479
5.76646	9.96426	7.41626	6.96991	50.75767	5.49376	6.44810	7.41714	1110.23464	0.00000	57.17492	36.97785	6.66800	5.17418	8.47759	34.14736	48.79161	-1.5443
4.39199	6.34362	6.49940	5.62663	41.09246	6.13688	8.49870	6.83077	1124.85933	0.00000	38.05701	18.23213	6.09517	5.31249	9.34853	39.35246	73.71979	45.36561
8.10862	9.42475	6.96083	7.37029	33.41012	7.85320	8.72022	5.79378	1080.40942	1.00000	46.99219	8.87351	6.07375	12.46545	6.88150	48.06441	46.60150	-91.06177
5.70555	8.92316	5.79290	8.49845	35.06544	5.56319	5.32871	4.47091	1165.91890	0.00000	22.46130	27.95531	6.46527	5.21067	7.28785	28.85269	38.57297	1.04945
5.34153	8.20014	5.60198	8.75245	16.68911	5.55951	9.39480	5.56838	1128.89911	0.00000	61.85066	20.28139	8.15556	4.74618	8.91158	42.97507	51.38628	98.50893
5.21434	8.60816	5.11099	7.98357	34.86472	8.29554	4.49996	5.30487	1162.24908	0.00000	66.09247	12.25962	5.86433	3.69176	8.38666	44.64106	37.81804	117.55417
3.68190	6.32040	6.75715	5.69595	53.46506	7.59694	7.40158	7.08008	1194.24030	0.00000	57.38117	1.44109	7.68184	3.60987	9.09681	35.97840	54.91510	-1.47217
8.61629	8.37160	6.65186	7.48010	40.56754	5.17859	7.19901	6.43571	1063.54591	1.00000	44.23206	26.20205	7.14969	19.20994	6.07280	54.87899	33.47404	-89.64066
4.38870	6.96190	6.68191	4.67987	45.49428	7.72283	6.90797	6.58151	1094.54433	0.00000	44.80090	7.09876	8.09232	4.18906	10.12151	58.84128	45.89700	-122.86705
6.32653	8.44747	4.73456	7.88613	-16.25	6.20628	6.03686	5.25091	1060.59057	0.00000	45.42775	-9.59911	7.88304	7.08468	9.12237	16.61993	54.56640	-69.08333
4.38372	6.89812	2.40301	10.47991	32.42067	6.52821	6.65494	4.74020	1153.34914	1.00000	36.75419	21.39569	7.84957	4.35627	7.22676	53.15005	70.44503	-104.22884
8.36969	8.51185	6.64804	8.32219	14.66	8.64197	9.23467	5.41749	1170.74637	1.00000	36.27279	14.41537	6.38471	15.07464	7.47497	29.23286	46.91635	120.56528
5.00685	7.94114	4.68131	5.42847	36.92574	6.49905	5.53270	6.40725	1103.60573	0.00000	41.22465	12.27451	9.19677	6.45583	8.59496	58.25538	40.36938	14.72443
9.02975	9.47300	4.38559	6.16443	30.46907	6.51266	7.67430	4.09835	1096.57471	1.00000	66.57703	23.50695	8.03276	25.01911	6.91492	52.98570	43.95332	70.96699
5.76366	7.22284	8.32329	8.33435	14.67751	6.50302	7.79669	6.09846	1133.40827	1.00000	26.67357	35.35404	5.89436	2.00290	6.76232	17.23225	58.82855	-60.94228
7.98729	8.28260	5.24888	8.11491	14.95472	6.02462	8.07738	7.25667	1120.64923	1.00000	33.76340	11.02006	6.14848	11.49176	2.34599	48.40150	37.42766	120.89694
9.05097	9.11810	4.14227	8.50071	5.90702	7.72078	7.37414	5.74171	1185.27042	1.00000	48.73167	29.04664	8.25900	27.32956	7.05108	58.25118	21.94015	116.10146
5.59074	5.01722	5.40130	8.38280	31.76212	5.39146	5.44909	7.94170	1162.68992	1.00000	73.73898	20.77619	6.98891	3.80085	4.86767	36.13832	52.37842	-95.63079
5.96721	8.07742	4.56704	7.85735	36.72544	6.66695	7.13973	5.41731	1099.39353	0.00000	52.45902	3.25006	7.35422	4.50810	8.02310	50.85881	23.91005	3.55665
9.70609	8.06691	3.98500	6.26646	35.06667	7.02092	6.99740	3.47486	1147.08210	1.00000	24.28384	5.86438	6.42905	45.00432	7.19553	44.05411	36.92773	135.21667
5.11203	8.07355	4.09135	7.44396	40.65538	6.42290	8.64163	5.25183	1079.24398	0.00000	46.52122	24.69706	9.92756	4.90239	7.76326	20.69973	77.74743	-74.38987
7.50860	8.47133	5.39287	11.58498	47.92526	7.70152	8.30069	8.77604	1162.69423	1.00000	71.94257	15.29879	6.57134	8.97623	4.74290	33.28754	66.62194	-97.03285
9.07314	9.16416	4.88707	7.09420	-17.74431	5.93960	5.88858	5.19795	1143.97436	0.00000	68.75148	3.42433	7.26160	25.57113	6.45002	35.66037	71.93988	-48.62789
5.40728	9.62394	5.69129	7.41753	52.26083	7.45203	7.21971	5.44456	1162.63089	0.00000	50.01228	-0.66080	5.45547	4.00817	9.24480	42.90566	53.65622	7.00417
5.44700	6.36297	6.31900	10.00977	51.12794	5.47788	6.67078	6.30544	1059.95108	1.00000	42.16781	-11.70554	6.65910	3.43305	5.51528	60.77362	46.55147	4.21372
6.31206	8.87075	4.15437	5.76993	33.86419	6.51407	7.47232	6.18911	1086.15391	0.00000	63.25919	13.09794	7.69585	5.48581	8.21902	22.39932	56.59479	48.26258
5.89843	10.06391	5.99530	5.36357	60.97944	7.41708	6.78685	5.63537	1054.80080	0.00000	46.19655	10.05448	5.85041	5.96545	7.81756	41.69684	54.27917	76.92421
6.74733	7.22766	4.12583	8.33127	48.46458	4.76042	6.63918	5.51404	1073.18726	1.00000	37.03139	20.45355	6.09272	5.89617	5.31714	70.79947	78.41685	9.22796
5.81429	4.53672	4.32062	7.77220	28.98002	8.61245	8.53592	6.45079	1056.44795	1.00000	16.80186		6.71841	5.04255	5.61640	56.64533	44.16691	77.70636
6.15728	6.28938	6.59453	7.51490	38.06084	6.83850	6.24431	4.97947	1126.46408	1.00000	59.95788	5.10315	5.93151	3.84101	6.14168	59.79421	57.01816	-97.92977
9.55019	9.48155	5.20121	6.88469	43.50891		6.74519	3.12236	1190.43071	1.00000	69.14786	18.19802	7.59620	38.71360	7.85998	34.38856	24.68847	16.43915
7.21030	7.14857	8.67587	8.27345	40.68066	6.49670	7.51268	7.85311	1109.24228	1.00000	65.94217	5.12381	6.18358	9.26455	6.15510	62.40207	38.41913	-73.47429
4.54127	6.69554	2.81627	10.87093	-8.76194	4.24195	6.94557	6.95293	1091.40873	1.00000	55.07790	4.63324	8.04714	1.67674	4.39869	58.14000	64.08992	-63.90389
5.29673	6.98203	4.22360	10.10434	34.4833	7.54823	7.34282	5.15933	1193.15953	1.00000	53.67931	5.96800	6.58462	6.85934	6.17577	54.59132	45.85034	136.84186
4.33929	8.44294	9.26499	4.88527	33.93113	7.47852	7.51604	6.68717	1141.52546	0.00000	57.81956	29.11916	6.78633	4.29237	8.85091	60.81338	41.78220	-117.54866
3.98855	5.98447	5.77709	10.07384	42.8334	7.52706	5.84228	6.43824	1085.44498	1.00000	31.14552	17.80104	6.46245	4.02594	7.40119	46.64568	43.43337	-80.38297
5.51189	9.65394	4.82213	6.43270	-7.76667	6.59103	8.23117	5.45566	1071.47572	0.00000	68.68520	10.42069	6.63535	3.30561	8.39183	64.83989	62.34626	35.7
6.33522	4.90736	4.81780	8.16531	48.90472	5.35909	7.31079	8.30372	1183.12805	1.00000	42.99769	19.70429	6.46718	6.67085	2.40965	56.06201	40.63373	2.2469
7.13331	8.27118	6.89082	11.01078	37.30553	6.73202	4.92073	9.50586	1179.55438	1.00000	38.60127	7.73313	7.11593	6.17236	4.36943	38.18306	63.03336	120.82747
4.51913	5.42099	5.48505	9.60193	50.50301	8.24995	6.45971	5.94328	1159.07847	1.00000	36.39779	14.48852	8.33214	3.57196	6.50785	53.66729	42.50358	13.63617
6.74184	5.82207	6.58693	11.88284	33.45122	8.15711	6.67526	6.24527	1111.74857	0.00000	47.85611	23.61919	8.06913	5.64738	9.21808	38.08199	42.82307	-86.99666
5.99820	5.09815	6.53075	7.30311	41.41204	6.71768	6.42423	6.10794	1065.31112	1.00000	49.77870	29.44832	6.18293	4.24711	6.40638	74.72895	52.24267	2.18247
5.74685	6.43093	5.97888	6.30118	57.97472	8.18381	6.73534	5.88821	1164.59227	0.00000	42.64772	22.10822	4.75921	3.03310	9.06895	40.39108	61.06742	33.2525
4.59555	8.21977	6.44427	6.59151	48.28259	6.39979	6.57697	7.15547	1124.71998	0.00000	54.34039	3.86336	6.59021	3.39423	7.41563	37.71470	50.80151	9.72749
7.50283	8.74096	7.97593	8.30201	33.14447	7.21427	8.23271	7.32695	1050.39057	1.00000	34.18996	31.60747	6.54102	9.51343	5.95003	43.92871	51.53386	47.3799
5.19166	7.56766	6.03513	10.39927	1.6561	7.76713	7.21720	5.22063	1131.40313	0.00000	53.46374	14.54483	7.98865	4.11219	10.11263	43.73729	36.76354	103.6032
5.03989	10.64001	5.28823	4.07902	50.23805	6.70645	8.13443	6.00880	1067.95274	0.00000	58.81782	1.82018	8.53191	5.76824	8.37928	57.60302	43.30642	8.86704
5.39909	5.50421	5.91662	8.43009	48.25	6.35837	6.41968	5.35478	1180.40587	1.00000	81.04180	4.89361	8.07679	3.69042	5.76715	36.27313	41.21276	16.4
8.45412	6.16997	5.29318	10.35553	40.67705	8.10446	5.63025	7.08385	1140.42126	1.00000	49.84381	19.54495	7.11725	16.88236	6.02724	47.84540	14.05898	-73.89125
5.10092	7.91960	6.36718	9.51113	42.93369	7.54264	7.23791	5.74848	1114.16658		62.78820	18.09241	6.17852	4.40523	8.92395	65.88869	36.37807	-72.27814
6.91821	9.01791	3.47038	7.25915	28.54944	7.86348	6.55330	5.64583	1132.23473	0.00000	61.20033	-6.26081	5.53716	8.13274	6.78635	53.06976	39.47090	-81.77285
8.75583	7.95313	4.74058	7.43952	14.67751	9.08737	8.02031	5.29582	1156.54774	1.00000	33.27714	-1.35543	6.52045	18.97372	4.73666	51.56419	53.53461	-60.94228
8.23755	4.96219	7.09600	7.24276	36.19278	7.80565	7.55325	6.88995	1125.37840	1.00000	67.38622	37.59559	8.40786	14.01596		37.43413	42.05056	117.65694
5.90086	5.74504	4.51833	9.37739	34.4833	6.79642	8.71193	6.62600	1063.39063	1.00000	52.57565	-14.36760	6.95210	5.25599	2.76291	47.12688	38.16968	136.84186
7.86092	3.96920	5.68150	5.54939	49.07866	7.50452	8.33600	5.39071	1057.85773	1.00000	48.57574	31.96636	7.57178	11.03779	3.99144	51.59473	70.92593	30.96755
6.80412	5.82871	8.73026	9.50542	52.61131	6.58690	6.02324	8.64504	1109.94223	1.00000	22.09050	14.55847	7.14009	7.47178	3.68573	64.77691	50.98553	13.31783
9.07225	8.17986	5.63696	8.22860	51.67822	8.43133	6.73941	5.05735	1064.61702	1.00000	72.45944	7.87108	7.46514	25.10294	7.63308	25.97165	57.09792	33.9162
6.43316	5.57623	5.07850	8.18804	-54.8	6.14721	6.48608	6.89497	1149.50827	1.00000	52.96423	-5.28938	9.38487	8.90171	5.35796	76.23389	53.67846	-68.3
5.47190	6.91790	3.74558	9.36057	40.64621	6.61280	7.50791	4.91093	1121.56660	1.00000	57.49801	18.97572	6.17380	4.10239	6.87664	35.29555	40.69394	-73.97069
5.01861	6.57596	4.04615	9.37167	52.59319	6.31848	8.26454	5.64695	1050.54332	1.00000	49.37839	-9.67118	5.98666	5.64391	8.08221	51.33996	57.94941	13.32127
9.01996	11.50050	4.60487	6.31443	-7.01833	7.77179	7.44802	4.13895	1110.99065	1.00000	73.70854	9.73208	7.98355	23.88702	6.09125	38.10253	16.60956	107.60389
4.61260	8.15183	5.91445	9.33466	39.46667	6.97122	6.91292	5.21371	1118.06023	0.00000	63.15726	9.06938	6.17665	3.83606	9.71041	42.01256	37.28292	141.95
5.43474	5.52021	4.20009	8.77946	52.57583	6.86551	5.90300	5.80308	1169.14090	0.00000	57.64983	11.66938	7.96744	6.99243	5.04954	35.96125	35.65726	6.61944
8.47557	8.47856	6.45885	6.23084	46.1351	8.83701	8.86075	4.91761	1155.84430	1.00000	40.88676	6.91962	5.96263	14.65358	4.22712	50.92188	45.21122	-60.1831
6.32471	7.06626	4.37654	9.59281	29.38242	6.45016	6.24794	4.36085	1058.23579	0.00000	54.41782	18.40888	6.95490	6.21714	7.27690	45.17056	48.48371	70.91106
5.57572	7.43362	6.02332	6.62908	-1.26753	5.43452	6.42190	6.65133	1180.04008	0.00000	42.92751	31.09092	7.16830	4.32528	8.06357	41.88539	51.86639	116.82887
7.62959	6.69983	8.60960	11.31207	40.72371	6.94351	7.29034	7.46337	1155.11015	0.00000	43.99769	10.97757	7.64338	9.47267	8.93376	40.67231	54.14824	-73.95097
9.75031	6.45976	3.93728	4.96416	47.38093	8.81054	5.21803	3.24167	1131.82141	1.00000	56.60065	13.19718	6.99633	49.28760	3.38308	39.33813	36.13840	-122.23484
4.10311	8.26734	7.92922	5.05818	44.92801	8.44058	6.08009	6.98888	1074.66486	0.00000	39.74230	3.57937	7.36532	3.70107	8.83553	35.73624	51.59791	4.8951
4.59495	10.72551	5.36491	6.01061	47.05	5.17685	6.88958	5.46661	1144.37739	0.00000	61.06577	26.90097	7.63226	4.39721	7.91255	65.41715	68.79150	15.46667
5.48188	8.46368	6.17363	4.99828	59.80917	7.29445	7.17041	5.80920	1163.99573	0.00000	43.75929	27.24510	6.79642	7.46498	8.91617	58.77253	49.82893	30.38167
5.84032	7.08795	5.45242	9.37510	13.51825	7.33708	6.79128	6.27613	1167.82139	1.00000	55.51041	28.49903	6.30799	4.18754	4.64088	55.37604	70.95507	99.95469
8.08518	8.29566	5.44045	9.30312	52.26083	7.92276	7.37998	7.18491	1091.36520	1.00000	40.52678	18.60905	6.03833	13.14571	3.76788	41.40394	57.74668	7.00417
2.25430	9.73384	9.17865	4.13901	31.84568	6.48101	6.39069	7.19262	1169.24766	0.00000	57.03198	11.75416	7.17867	4.25311	8.33755	48.55701	35.38158	-102.36764
9.69354	10.17251	3.11569	7.20305	33.92866	7.03684	8.68489	3.30959	1176.62488	1.00000	61.22177	30.61706	8.07444	46.53697	5.85986	47.13577	67.41308	-6.90656
6.78616	5.70443	5.91507	7.45811	45.99194	7.79729	7.12676	5.86793	1098.26082	1.00000	36.33884	35.27416	6.45058	8.41014	5.32842	47.56514	41.85309	29.41824
6.26465	8.33597	5.70312	8.33768	48.90472	7.05512	7.07565	5.74294	1059.00951	0.00000	46.33318	17.04654	6.81365	8.39463	8.04873	14.75483	34.42638	2.2469
4.46586	5.82495	5.97814	8.94235	48.73218	7.60289	6.09244	6.08436	1129.22044	1.00000	15.79878	22.17386	8.15395	6.29327	7.41795	44.17000	66.18969	11.18709
5.40755	5.90878	3.79599	9.34273	-3.14306	7.28508	5.75771	5.75538	1069.59039	1.00000	50.28206	14.22276	6.12261	3.50448	5.39718		44.25824	-58.44417
7.31496	6.64404	10.59095	6.10547	58.63667	5.63955	7.90151	7.53418	1118.25221	1.00000	40.53724	21.14316	5.95716	8.58374	7.36000	33.57178	44.98934	59.80222
7.51175	8.08572	6.74044	10.59117	52.59319	4.98660	8.33506	8.01280	1093.50953	1.00000	43.10828	17.03266	7.91515	9.75042	5.83456	30.30572	44.23534	13.32127
7.17759	6.89747	5.80644	7.28417	52.26083	8.69236	6.36310	5.14651	1091.51066	1.00000	37.51311	19.29125	5.81876	6.82790	6.49662	58.96229	46.19351	7.00417
6.03878	6.45008	6.16500	11.03688	49.13645	8.25320	4.78727	5.11123	1081.63189	0.00000	60.84224	1.49579	6.11405	5.54767	8.73197	28.60580	64.84681	8.91229
5.37744	9.92430	8.25797	7.64350	51.44889	6.40190	7.53111	7.78769	1124.91706	0.00000	44.24941	17.09861	7.62548	5.50797	8.37503	42.66749	36.71270	5.51978
5.31070	7.84059	6.88237	9.67492	55.62047	6.87347	6.36391	5.28548	1093.93340	1.00000	55.96560	6.68079	6.51091	3.41134	6.11555	38.79371	47.36467	37.49338
5.94257	9.15221	5.40239	7.62981	44.99012	6.02360	7.81212	5.36833	1170.86777	0.00000	40.25368	-7.38856	5.61890	5.36055	8.03164	70.50006	40.94248	-123.02621
7.39257	5.63205	3.69034	7.82422	39.33427	8.32529	6.88490	5.98324	1051.81262	1.00000	42.51581	17.58400	7.35072	10.90796	3.31894	61.11285	38.63507	-76.43941
5.53968	7.83101	6.37854	9.61679	50.50301	6.79204	8.87817	5.36891	1193.70434	0.00000	14.19725	18.56787	7.44061	5.46564	8.41865	39.23113	52.07680	13.63617
4.38013	9.20656	8.27427	4.89375	54.03876	7.35150	8.19208	5.91219	1121.65687	0.00000	43.57163	3.72270	7.40283	4.85744	8.51075	42.19306	50.81083	43.91385
7.09078	5.79923	5.71261	7.99452	41.9001	5.78352	8.04863	6.39421	1086.80194	1.00000	66.55582	17.30273	7.45141	6.73297	3.60281	53.51066	40.35426	-71.08977
8.11084	4.41533	6.61055	5.32004	50.75767	5.73491	6.32987	6.30510	1186.28432	1.00000	52.71071	17.48347	5.59325	12.11448	4.74763	52.14546	27.09408	-1.5443
6.20405	9.16551	5.40274	6.52490	36.20389	4.74193	7.22109	5.31164	1143.40962	0.00000	66.02385	3.91028	6.61962	5.63345	7.54061	84.14086	70.40235	127.08472
5.42481	6.71749	5.13250	10.29121	-24.19436	8.17153	5.42237	5.25036	1174.28938	0.00000	45.37163	21.19795	8.78424	3.47781	8.54149	58.16119	52.76493	29.00974
6.40380	7.00008	5.94230	9.80246	41.75338	5.06983	6.53989	6.43357	1097.04347	0.00000	71.52056	12.38213	5.69095	4.76196	9.40162	34.39312	37.25917	-86.11084
5.34813	9.62223	6.09907	6.81509	-22.97056	6.30879	6.12256	6.46670	1193.78742	0.00000	67.77708	0.53080	5.45415	2.39588	8.35966	55.63521	39.42055	-46.99583
6.57000	6.59932	6.73258	5.50975	52.14	6.85415	7.88306	4.64999	1076.79970	0.00000	32.25169	40.88373	5.54555	5.02789	9.96574	57.69088	39.14317	5.58472
6.68383	7.70050	4.70967	6.13401	24.96334	6.03270	6.47169	5.08500	1050.50558	0.00000	67.11040	28.89439	6.93094	4.77218	8.72641	29.48239	68.74573	10.18003
8.35848	6.05044	5.41377	9.05395	10.66668	7.20428	7.25896	6.43060	1176.50217	1.00000	40.61307	34.40727	6.67831	14.83202	4.08458	37.67007	48.66720	-61.51889
5.16223	8.11322	5.60168	8.62491	28.88162	5.91375	7.92319	6.27010	1164.53134	0.00000	47.54709	21.65244	7.47150	6.41934	8.77662	32.30090	46.74160	120.03308
6.47743	8.79357	5.37811	7.55063	4.02219	6.05154	5.10573	5.69813	1136.09693	0.00000	40.03207	29.97178	7.10576	4.64933	7.74340	40.52137	45.53262	101.02083
8.03060	9.84167	4.53191	9.57369	45.78071	5.72322	7.75451	5.57287	1172.79863	1.00000	40.82440	19.93233	7.00837	12.30242	3.89214	57.28922	48.67359	12.84052
6.82530	8.35870	4.77354	6.69822	37.19723	7.65743	3.88421	5.43092	1068.16588	0.00000	73.47795	13.13201	6.62602	7.49527	7.83764	54.36744	52.88404	122.05228
4.93970	6.17840	5.90672	8.30598	48	7.33519	7.47010	5.48225	1066.83165	1.00000	52.91057	1.08264	6.78896	5.38645	8.19679	58.85748	51.38286	-4.1
5.68670	7.37813	3.17345	9.24820	42.93369	6.93473	7.23370	5.63168	1142.12411	1.00000	45.71805	3.28617	7.64917	4.34277	6.23516	47.31020	47.79112	-72.27814
7.29803	9.85267	5.42399	7.44106	52.26083	6.84257	8.49228	5.46862	1144.99396	0.00000	62.30717	16.00917	5.48449	10.62192	6.42479	33.96111	43.70518	7.00417
5.72261	5.73562	4.62722	10.69511	54.52156	6.85913	6.65736	5.12568	1175.23451	0.00000	29.56127	3.66840	6.22631	5.44565	8.62758	32.06691	60.81064	9.5586
5.59576	8.71661	4.34415	8.35360	39.09112	8.99584	7.06410	3.52278	1066.31760	0.00000	56.56041	14.06328	6.15669	6.72748	7.33633	18.70542	38.96798	-94.41551
7.61672	10.57204	4.86922	10.56121	48.8222	9.36235	7.33777	7.51010	1079.86620	1.00000	41.73272	17.94327	8.84600	9.40073	3.65012	38.92177	46.57048	2.12213
7.93313	8.81308	4.73315	6.21722	26.18924	6.32936	6.31902	3.90811	1166.02461	0.00000	73.21900	10.74331	7.34439	11.24175	8.24325	62.10245	34.84412	-98.15529
5.38880	7.70487	6.08962	9.28998	52.71083	8.02799	5.54515	5.99352	1106.85645	0.00000	31.40052	21.04783	8.40065	3.39524	8.37746	35.99853	50.14662	5.74861
7.65276	7.54675	6.49446	7.63594	43.62558	6.39432	8.32222	6.21270	1088.27388	1.00000	63.81740	26.40613	6.59695	9.59578	2.73356	51.55494	58.01224	13.39954
8.71058	6.45396	6.16546	5.34852	10.66668	7.67375	7.06063	3.60024	1167.98114	1.00000	47.98687	16.09223	7.97247	20.48798	4.77422	47.67113	41.75281	-61.51889
4.62931	6.93652	5.11793	10.80931	12.97389	8.25602	6.43537	4.10997	1072.12186	0.00000	23.91487	8.13474	6.62452	4.72932	8.21105	46.35428	47.44280	123.99333
5.29977	9.93118	6.74776	7.86671	38.70734	6.31151	8.70052	5.63621	1132.80437	0.00000	33.42863	18.50006	7.78259	3.38217	8.96462	68.46752	62.62930	-77.02303
3.96546	6.43777	5.82320	5.50153	52.41667	5.49183	7.53067	7.11464	1088.17550	0.00000	70.16412	32.69436	6.82700	4.40286	9.31981	45.04972	54.33995	0.75
6.12407	6.45407	6.09662	8.14789	48.98333	5.41429	5.93123	4.42621	1143.97213	1.00000	58.23494	8.12563	6.87278	5.69185	6.97761	40.38215	38.65948	2.61667
6.15717	9.90407	5.08466	6.31387	34.21639	7.02893	6.77315	6.41758	1192.91645	0.00000	53.62755	34.27363	8.67638	4.21903	7.15903	68.23878	70.06329	-119.0376
4.70717	2.87129	8.56661	8.01193	35.82756	6.39983	8.63220	6.78300	1102.48448	1.00000	60.49046	19.31763	6.23120	5.18769	4.77698	34.29496	41.55539	137.95378
