revision	QoS	latitude	station	longitude	code
2020-05-26	excellent	36.76775	Cheraga	2.95924	DZ
12/11/2015, 00:00:00	maintenance	30.21121	Malaut	74.4818	IN
14 Sep 2016	accep	10.10649	Alwaye	76.35484	IN
28 Nov 2015	excellent	-5.41667	Chanika	38.01667	TZ
2019/11/09	maintenance	43.96222	Novopavlovsk	43.63417	RU
2015/05/06	excellent	51.30001	Oschatz	13.10984	DE
2015-02-28	average	10.15031	El Copey	-73.9614	CO
2019-05-08	good	10.13361	Maasin	124.84472	PH
07 Jul 2015	good	-7.51611	Wangon	109.05389	ID
2015-03-27	maintenance	-4.83	Mwandiga	29.65806	TZ
2018/10/21	good	40.98894	Yakuplu	28.67582	TR
2021-06-30	maintenance	32.61603	Karbala	44.02488	IQ
11/18/2014, 00:00:00	good	5.90702	Donggongon	116.10146	MY
2013/02/16	good	50.80904	Marburg an der Lahn	8.77069	DE
2021/11/04	average	46.65581	Kherson	32.6178	UA
12/26/2015, 00:00:00	building	12.74409	Kati	-8.07257	ML
06 Dec 2017	excellent	-4.26613	Brazzaville	15.28318	CG
24 Dec 2012	excellent	20.88953	Kahului	-156.47432	US
2013-10-11	good	34.56861	Beidao	105.89333	CN
08/14/2019, 00:00:00	good	51.42708	Lower Earley	-0.91979	GB
01/05/2013, 00:00:00	maintenance	51.40944	Privolzhskiy	46.04833	RU
2019/04/08	building	46.1351	Sydney	-60.1831	CA
05/12/2014, 00:00:00	good	14.95472	Baliuag	120.89694	PH
2021-07-04	excellent	40.53123	Francavilla Fontana	17.58522	IT
2017-07-16	accep	40.55851	Mesagne	17.80774	IT
10/26/2015, 00:00:00	average	30.76468	Kanganpur	74.12286	PK
2021-11-14	maintenance	12.74409	Kati	-8.07257	ML
09/28/2014, 00:00:00	average	39.96097	West Chester	-75.60804	US
2013/05/24	building	10.61285	Biu	12.19458	NG
2014-01-05	accep	-6.91806	Sukabumi	106.92667	ID
2021-01-17	excellent	25.92127	Madhipura	86.79271	IN
03/21/2022, 00:00:00	accep	42.62833	Glogovac	20.89389	XK
03/02/2017, 00:00:00	good	48.8765	Rueil-Malmaison	2.18967	FR
2014/11/24	excellent	26.91756	Punta Gorda Isles	-82.07842	US
2022/05/07	good	53.78333	Selby	-1.06667	GB
16 Mar 2017	average	12.1277	Dharmapuri	78.15794	IN
02/24/2019, 00:00:00	acceptable	40.65538	Scotch Plains	-74.38987	US
12 Jul 2021	accep	33.72255	Palm Desert	-116.37697	US
17 Jun 2017	accep	46.32313	Niort	-0.45877	FR
11/28/2012, 00:00:00	average	43.83125	Cavaillon	5.03586	FR
2015-05-29	average	-5.85746	Mount Hagen	144.23058	PG
2021-02-28	average	34.65918	Yanliang	109.22921	CN
2014-11-15	good	50.72043	Rudolstadt	11.34046	DE
05/12/2015, 00:00:00	good	37.73222	Hengshui	115.70111	CN
2018/10/02	accep	48.21644	Albstadt	9.02596	DE
03/23/2016, 00:00:00	average	50.26729	Vernon	-119.27337	CA
2018-06-05	accep	44.97639	Sremska Mitrovica	19.61222	RS
2014/09/06	average	37.35813	San Juan de Aznalfarache	-6.03731	ES
2013/07/11	excellent	48.8449	Skalica	17.22635	SK
2016-01-04	average	57.14369	Aberdeen	-2.09814	GB
10/19/2019, 00:00:00	good	8.56697	Dipolog	123.33471	PH
2019-05-18	maintenance	42.93369	Keene	-72.27814	US
07/26/2019, 00:00:00	excellent	-31.4488	Esperanza	-60.93173	AR
2017/09/27	excellent	60.97944	Izluchinsk	76.92421	RU
2013/07/15	maintenance	6.45407	Lagos	3.39467	NG
09 Mar 2022	average	51.39323	Strood	0.47713	GB
11 Apr 2014	good	52.53048	Charlottenburg-Nord	13.29371	DE
2020/09/27	excellent	-22.45667	Santa Gertrudes	-47.53028	BR
07/01/2021, 00:00:00	accep	42.24113	Crystal Lake	-88.3162	US
2022/07/25	accep	20.88197	Bhuban	85.83334	IN
2013-10-04	good	38.91817	Front Royal	-78.19444	US
2013-08-24	good	7.6	Olupona	4.18333	NG
2018/05/12	good	5.90702	Donggongon	116.10146	MY
12/08/2017, 00:00:00	excellent	19.32932	Contla	-98.1664	MX
24 Dec 2014	accep	35.815	Shimotoda	139.6853	JP
2015-04-05	good	38.96372	Chillum	-76.99081	US
15 Mar 2020	average	-4.24444	Barras	-42.29444	BR
03/23/2021, 00:00:00	excellent	40.58654	Redding	-122.39168	US
2013-02-07	good	24.96334	Ghat	10.18003	LY
2013/08/13	excellent	48.21644	Albstadt	9.02596	DE
14 Dec 2016	average	38.54491	Davis	-121.74052	US
2015/03/10	excellent	5.30383	Tarkwa	-1.98956	GH
28 Aug 2020	good	-2.68333	Usagara	33	TZ
10 May 2021	building	55.39485	Arzamas	43.83992	RU
2018/04/21	excellent	43.11667	Pamiers	1.6	FR
2016-04-12	building	40.94065	Dumont	-73.99681	US
21 Mar 2013	accep	-23.44361	Sarandi	-51.87389	BR
2018/02/15	building	27.0174	Al Jubayl	49.62251	SA
2018-05-13	good	37.16911	El Alia	10.03478	TN
06/22/2014, 00:00:00	average	13.56667	Farafenni	-15.6	GM
09 Apr 2013	excellent	39.08367	Covington	-84.50855	US
07/07/2019, 00:00:00	maintenance	-37.32167	Tandil	-59.13316	AR
2013/05/20	accep	14.37395	Bang Ban	100.48528	TH
2019-03-20	building	35.06544	Frenda	1.04945	DZ
07/13/2016, 00:00:00	average	37.52487	Bon Air	-77.55777	US
2016-11-08	excellent	5.20856	Honda	-74.73584	CO
2016-08-04	accep	38.37255	Aksaray	34.02537	TR
08/20/2020, 00:00:00	excellent	40.56754	Pekin	-89.64066	US
2019/06/21	average	50.80904	Marburg an der Lahn	8.77069	DE
15 Dec 2012	accep	64.5635	Severodvinsk	39.8302	RU
19 Feb 2015	good	23.9028	Kushtia	89.11943	BD
2013-10-25	maintenance	-7.57897	Diwek	112.23109	ID
01/14/2020, 00:00:00	maintenance	48.46458	Pfullingen	9.22796	DE
2020/05/29	accep	40.94065	Dumont	-73.99681	US
2020/03/25	excellent	-34.64167	Chacabuco	-60.47389	AR
2021/06/19	building	-28.81833	Soledade	-52.51028	BR
07/06/2014, 00:00:00	accep	57.14369	Aberdeen	-2.09814	GB
05/25/2014, 00:00:00	good	41.29444	Parkent	69.67639	UZ
2021/05/25	average	51.38673	Hartley	0.30367	GB
2014/04/18	accep	8.35122	Ciudad Guayana	-62.64102	VE
10/18/2017, 00:00:00	good	45.4473	Dorval	-73.75335	CA
2019-12-01	maintenance	53.69786	Leyland	-2.68758	GB
2021-12-10	accep	43.86682	Markham	-79.2663	CA
2018/07/15	average	-34.64966	Barracas	-58.38341	AR
2017/10/03	excellent	27.92333	Pucheng	118.53333	CN
2020/03/30	good	50.76306	Cowes	-1.29772	GB
06 Feb 2017	good	33.54428	Stockbridge	-84.23381	US
2013-10-27	good	30.29184	Qadirpur Ran	71.67164	PK
2013-02-26	good	34.63915	Lompoc	-120.45794	US
2012-11-03	excellent	55.67938	Frederiksberg	12.53463	DK
05/20/2015, 00:00:00	maitennce	37.60876	Mechanicsville	-77.37331	US
10/13/2015, 00:00:00	accep	34.81667	Toyokawa	137.4	JP
2019-02-22	good	31.64615	Changshu City	120.74221	CN
21 Mar 2022	average	31.84568	Odessa	-102.36764	US
07/28/2015, 00:00:00	average	31.92923	Ramla	34.86563	IL
2013/03/01	accep	51.12794	Temse	4.21372	BE
2016-06-13	accep	26.2649	Jais	81.54855	IN
2016/11/28	maintenance	-7.81667	Kediri	112.01667	ID
12/24/2014, 00:00:00	accep	43.96222	Novopavlovsk	43.63417	RU
2014/08/19	accep	23.73333	Heyuan	114.68333	CN
2012-11-25	good	-21.42917	Alfenas	-45.94722	BR
01 May 2016	maintenance	38.70734	Fort Washington	-77.02303	US
03 Jun 2016	average	14.62578	Antipolo	121.12251	PH
04/28/2013, 00:00:00	maintenance	39.46667	Yamada	141.95	JP
09/02/2014, 00:00:00	excellent	10.63504	Liberia	-85.43772	CR
03/14/2018, 00:00:00	average	19.64745	Paracho de Verduzco	-102.04897	MX
2022/01/03	excellent	52.4089	Dobrush	31.3237	BY
01/27/2018, 00:00:00	excellent	30.24706	Huangshi	115.04814	CN
2020/08/27	good	22.88783	Jashpurnagar	84.13864	IN
2018-07-26	good	39.71734	Sicklerville	-74.96933	US
2019/09/26	maintenance	39.96097	West Chester	-75.60804	US
28 Apr 2021	good	50.23271	Karlovy Vary	12.87117	CZ
12/21/2020, 00:00:00	maintenance	8.43333	Nakhon Si Thammarat	99.96667	TH
05/17/2017, 00:00:00	maintenance	8.62261	Barinas	-70.20749	VE
10/23/2021, 00:00:00	excellent	32.55531	Chamba	76.12647	IN
20 Dec 2017	good	-21.15	Ikalamavony	46.58333	MG
2019-03-31	accep	9.15093	Chilibre	-79.62098	PA
06 Jun 2021	good	36.06523	Porterville	-119.01677	US
2016-06-20	maintenance	20.88953	Kahului	-156.47432	US
2017-02-06	maintenance	4.2475	Idenao	9.00472	CM
16 Sep 2021	average	51.42708	Lower Earley	-0.91979	GB
2020-04-11	maintenance	38.17492	American Canyon	-122.2608	US
11 Sep 2017	excellent	47.38093	Kent	-122.23484	US
04/17/2013, 00:00:00	building	4.88441	Gua Musang	101.96857	MY
10/06/2014, 00:00:00	excellent	41.82143	Kobuleti	41.77921	GE
2019-08-11	good	53.78333	Selby	-1.06667	GB
06 Nov 2017	average	53.14657	Nikolayevsk-on-Amure	140.72287	RU
04/26/2014, 00:00:00	average	44.92934	Krymsk	37.99117	RU
29 Jan 2016	good	26.91756	Punta Gorda Isles	-82.07842	US
2020-10-16	building	48.28259	Ehingen	9.72749	DE
2019/07/29	excellent	50.74497	Mouscron	3.20639	BE
30 Jan 2013	good	35.89972	Valletta	14.51472	MT
2017-03-04	excellent	37.49073	Baza	-2.77259	ES
11/11/2016, 00:00:00	good	28.54944	Clermont	-81.77285	US
16 Nov 2020	accep	-1.9487	Rwamagana	30.4347	RW
08/19/2014, 00:00:00	excellent	-8.66667	Catende	-35.71667	BR
2018/10/18	excellent	-30.60106	Ovalle	-71.19901	CL
04/09/2022, 00:00:00	building	48.79325	Fontenay-aux-Roses	2.29275	FR
2015-06-01	good	45.44694	Novara	8.62118	IT
2017/04/25	maintenance	-15.675	Canavieiras	-38.94722	BR
2017/08/22	excellent	32.54044	Dublin	-82.90375	US
2018/08/14	excellent	50.71229	Rixensart	4.52529	BE
15 Sep 2020	accep	-7.0981	Randudongkal	109.3243	ID
2017-08-19	average	53.81667	Blackpool	-3.05	GB
2018/02/13	good	60.02427	Kolomyagi	30.28491	RU
08/21/2015, 00:00:00	maintenance	39.78504	Greenfield	-85.76942	US
04 Apr 2019	maintenance	24.05979	Leteri	77.40858	IN
2022/01/26	accep	53.49389	Mexborough	-1.29243	GB
07/19/2014, 00:00:00	good	45.99194	Artsyz	29.41824	UA
2013/02/02	excellent	47.56494	Voznesensk	31.33078	UA
09/03/2014, 00:00:00	accep	32.52515	Shreveport	-93.75018	US
09/06/2016, 00:00:00	excellent	9.92787	San Rafael	-84.13722	CR
10 Jan 2022	maintenance	-28.24	Imbituba	-48.67028	BR
02/08/2022, 00:00:00	excellent	43.1009	Utica	-75.23266	US
2016-01-24	accep	25.92493	Sojat	73.66633	IN
08/15/2015, 00:00:00	average	9.6531	Jagna	124.3697	PH
2017-06-04	building	37.73604	Riverbank	-120.93549	US
29 Sep 2016	excellent	-17.83333	Ambatondrazaka	48.41667	MG
02/21/2019, 00:00:00	good	22.88783	Jashpurnagar	84.13864	IN
20 Oct 2020	maintenance	53.93361	Kireyevsk	37.92792	RU
2016/08/01	average	51.44889	Tongelre	5.51978	NL
12/22/2018, 00:00:00	excellent	15.48131	Olanchito	-86.57415	HN
2019-05-21	building	-34.64167	Chacabuco	-60.47389	AR
2018-08-15	good	45.53929	Troutdale	-122.38731	US
2016-09-15	average	27.55898	Larkana	68.21204	PK
08/13/2017, 00:00:00	good	19.04222	Casa Blanca	-98.11889	MX
25 Aug 2015	average	46.1351	Sydney	-60.1831	CA
2013/11/06	excellent	22.19303	Diamond Harbour	88.18466	IN
03/26/2013, 00:00:00	good	42.8139	Segundo Ensanche	-1.64295	ES
2016/12/02	excellent	8.48714	Freetown	-13.2356	SL
08/06/2021, 00:00:00	maintenance	54.90083	Stupino	38.07083	RU
2022/01/25	good	-3.14306	Itacoatiara	-58.44417	BR
21 Apr 2013	maintenance	37.49223	Catania	15.07041	IT
11/11/2017, 00:00:00	maitennce	-6.8048	Kudus	110.8405	ID
07/01/2017, 00:00:00	average	39.46667	Yamada	141.95	JP
2013/06/18	good	54.84444	Kashira	38.16694	RU
09/24/2019, 00:00:00	good	33.92946	Beaumont	-116.97725	US
2017-10-26	excellent	1.6	Ulu Tiram	103.81667	MY
04/04/2019, 00:00:00	excellent	31.28092	Patti	74.85849	IN
2015/09/10	excellent	40.63316	Port Richmond	-74.13653	US
09 Mar 2019	excellent	58.63667	Lesnoy	59.80222	RU
2013-05-02	maintenance	30.16688	Brenham	-96.39774	US
23 Nov 2012	maintenance	27.71809	Sun City Center	-82.35176	US
2022-03-10	good	3.11988	Lodwar	35.59642	KE
