PAHs	C2H3NO5	SO2	longitude	warning	Pb	PM10	PRES	CO	NH3	TEMP	O3	CFCs	PM2.5	latitude	CH4	NOx	H2CO
10.14380	1.13993	6.89997	17.80774	1.00000	47.33158	9.14682	1133.11072	8.44627	6.36740	11.95961	6.14099	72.70959	4.68004	40.55851	11.68807	4.78361	51.09460
7.94857	0.20963	8.35286	65.27258	0.00000	49.94573	4.03262	1058.14680	7.91309	6.17135	30.42367	8.42058	47.15118	7.07118	58.04254	10.02909	10.40967	65.03172
4.27829	0.42872	7.86995	16.4	1.00000	26.42366	8.00959	1086.43608	7.77812	7.30207	21.43616	8.43283	31.43070	5.03905	48.25	7.15388	4.28703	34.99290
7.99765	1.42504	8.48714	-75.11028	1.00000	68.98901	9.37502	1113.98296	7.60193	7.36231	-5.87060	7.83679	56.50102	6.36359	-15.21194	9.56399	6.36654	33.15392
7.15974	0.19630	9.30391	-2.68758	0.00000	47.91191	6.28472	1076.59343	6.31950	7.18408	46.96428	5.07727	49.52328	6.78456	53.69786	6.70826	7.68233	45.02146
6.16177	0.29573	9.03936	9.72749	1.00000	35.48529	6.00182	1059.90889	7.02739	7.65033	-0.24637	8.58928	77.46134	6.35539	48.28259	5.99431	5.59814	35.06504
5.17106	0.33902	6.94515	-2.68758	0.00000	39.03431	6.73052	1141.25222	6.49677	7.81522	10.97661	7.05495	86.43162	5.45963	53.69786	6.17835	6.22921	
5.61554	0.34041	6.75454	-105.36369	0.00000	22.00784	7.78011	1078.73573	6.42239	7.66816	32.54841	8.10361	37.15646	6.44726	22.49396	5.91418	6.97419	54.58423
6.13836	1.05883	6.53666	1.00288	0.00000	55.22928	9.09495	1170.74872	5.45705	7.55358	13.37267	7.55785	18.79320	7.27435	49.28669	12.78737	9.61373	48.19506
6.82984	0.10705	9.79276	5.4584	1.00000	44.21106	5.84572	1183.71673	7.41027	8.18703	25.56250	5.86292	61.41937	6.72828	43.32393	5.56347	7.45027	76.76983
6.59351	0.26594	8.42386	-83.55521	1.00000	36.58842	5.91468	1079.45601	7.87671	8.00723	8.33862	9.25656	47.51587	6.74123	41.66394	6.71758	5.49955	50.68841
8.82660	0.23778	8.11788	29.41824	1.00000	53.72294	5.80030	1162.43897	8.27743	7.93598	10.01283	6.80180	35.08882	8.33517	45.99194	5.91338	5.64982	30.92333
7.29560	0.22570	9.02148	35.7	0.00000	57.85180	6.42814	1152.87508	7.29631	7.78384	17.91437	7.70167	39.15587	7.17036	-7.76667	7.07492	6.72523	35.80072
4.16826	1.69720	6.63764	8.4493	1.00000	40.74416	9.57900	1127.04244	7.68522	7.17235	16.09632	6.10727	38.88035	9.00796	50.09019	8.09470	6.92526	55.96601
9.26338	4.27840	8.34017	-86.19903	1.00000	59.27096	10.56728	1116.33947	9.87051	8.75429	17.73932	8.38347	45.35609	7.81436	11.84962	13.05476	7.86912	64.76980
3.93238	1.33401	7.62655	113.13148	1.00000	45.58294	9.35116	1069.63575	8.77300	7.26700	12.13307	6.14816	32.21266	7.13467	23.02677	8.01695	6.91778	41.66403
7.77972	4.58679	7.94063	51.3452	0.00000	62.76890	10.64939	1129.17205	6.07095	7.84226	17.24190	7.30481	72.11130	5.55424	53.37596	6.00599	5.71040	49.31702
5.65864	0.81984	6.49807	109.05389	1.00000	59.92327	8.91283	1170.29098	11.63040	7.96374	21.30516	7.39112	51.87834	7.27194	-7.51611	8.58215	6.60464	52.57350
6.71874	3.42240	6.32053	71.30633	0.00000	52.49346	10.33014	1184.75395	7.61422	6.50828	7.39875	6.86149	36.57821	6.95189	21.34222	5.35818	6.67945	35.42957
4.91948	0.21918	9.02958	4.08282	0.00000	56.53907	6.75509	1141.83190	5.38407	8.02144	13.80177	8.45800	33.80253	6.36361	36.61954	7.40982	7.71210	55.69805
4.03902	2.01132	8.98270	-84.67837	0.00000	56.70485	9.75130	1059.73275	3.34509	4.75484	11.22745	7.38772	58.51660	4.73285	34.06635	6.64650	4.33521	50.20975
7.84123	13.76660	9.13361	0.47713	0.00000	61.96470	11.77636	1077.88882	9.45709	7.59878	10.52467	10.03215	48.20622	6.71547	51.39323	3.57317	7.47973	37.87185
5.70221	0.32247	8.67113	40.74357	1.00000	44.60507	6.72354	1146.61390	7.14436	6.14327	17.44297	9.10954	43.48037	5.96651	37.31309	5.20871	3.76801	26.14686
7.20972	0.40554	8.19478	-71.10077	0.00000	71.29673	7.79803	1059.54336	7.09242	8.14910	9.14899	8.60592	43.36801	5.90077	18.20854	7.69784	6.05478	64.86696
8.35959	0.43991	7.69274	85.83334	1.00000	52.23844	7.40023	1161.03651	6.67431	8.06091	23.19926	9.41447	25.73257	7.82424	20.88197	7.29786	5.28297	48.89061
4.73511	0.45281	6.04918	-48.29694	0.00000	62.89399	7.47645	1072.87938	4.48828	8.39052	3.45954	7.76557	55.26935	4.73988	-20.87306	7.70418	10.41785	18.98684
6.05633	0.62479	7.36540	-98.1664	1.00000	51.02077	8.38245	1185.52530	6.24558	8.22878	7.19299	8.11587	36.33021	5.44377	19.32932	8.30567	4.43192	45.81632
8.60646	0.32408	7.48247	-58.70072	0.00000	79.99216	7.52440	1075.31498	8.59696	8.52135	3.49984	9.45364	64.30761	6.35504	-34.74785	10.48596	8.73283	43.30341
5.83407	1.75003	9.08970	-74.28459	1.00000	51.88078	9.58076	1180.93180	5.73811	8.54339	28.19862	8.53619	83.66852	4.87992	40.5576	9.74431	4.98035	21.50804
5.77015	0.16958	5.46784	76.0586	1.00000	53.11187	6.26982	1163.99373	4.79185	7.76745	18.15463	7.42863	38.71694	5.51260	16.06213	6.30689	7.32002	34.26510
7.32927	1.01220	7.44231	43.83992	1.00000	57.26464	9.02727	1098.46575	9.83433	7.98987	22.41863	8.82499	68.12181	6.30488	55.39485	9.38944	5.73225	40.60309
7.18596	0.21539	7.82360	-52.2	1.00000	40.80269	6.34785	1146.29982	8.11462	9.89587	24.48882	6.14478	61.19687	7.31411	-28.44917	5.75999	5.13360	36.92928
8.44879	6.37700	7.47742	60.8019	0.00000	63.64578	10.98924	1150.47129	8.02309	9.06735	-2.38891	6.87338	37.77524	6.01541	56.9083	5.85656	6.86084	48.81144
6.53164	6.01960	7.77731	-74.01042	0.00000	37.26969	10.93470	1154.64875	6.34188	7.81606	17.13949	7.64554	55.97395	6.26473	41.50343	4.20268	6.27115	52.46822
5.53098	2.55075	8.96458	-74.01042	1.00000	65.87211	9.99369	1133.73433	9.16368	6.84968	8.91783	7.54821	62.75605	6.77203	41.50343	9.06023	7.97092	77.68780
4.66772	0.14796	7.02171	-91.06177	1.00000	48.38097	5.50972	1110.89248	4.33626	5.12332	34.08223	7.43585	56.57003	5.00084	33.41012	7.91285	8.76101	46.10329
5.24263	0.65232	8.37351	60.70278	0.00000	55.97659	8.41996	1096.26859	5.06164	8.01301	8.12683	8.53184	32.69713	4.42372	55.75556	6.66523	8.70388	35.49290
6.77889	0.99953	7.84986	5.03586	1.00000		9.05987	1105.40905	8.69798	8.03352	5.70148	8.12417	56.48294	5.11002	43.83125	9.38761	6.30259	38.56914
7.28847	0.21510	8.89844	-86.78777	1.00000	48.21083	6.99517	1111.05171	10.29906	8.69108	15.42019	9.22203	42.76236	5.19486	33.44872	7.64597	5.11283	53.81323
5.45980	6.07638	8.42344	-45.94722	0.00000	57.69493	10.94006	1174.14170	8.08815	7.14901	5.63459	6.41966	38.80777	8.70441	-21.42917	5.56970	8.67654	21.60029
7.53829	0.12260	8.74561	24.95034	0.00000	58.72557	4.79404	1116.54356	9.42318	9.16750	2.84080	8.14722	45.82147	3.45538	60.18427	5.55929	9.93370	51.88168
7.71637	0.14528	8.40523	2.35739	1.00000	30.08154	3.62979	1167.07929	6.91485	7.33013	7.05645	7.76828	36.68270	7.14057	41.63976	7.32988	5.81907	44.16733
3.82028	0.61818	7.39144	10.03478	0.00000	45.27473	8.40481	1113.57913	3.06769	8.40387	24.39278	7.81522	46.66692	7.43641	37.16911	9.09174	7.80177	53.97248
6.61091	0.94411	8.12384	88.18466	1.00000	51.77402	8.92485	1191.80628	9.71152	7.07273	28.51296	7.59087	44.42094	7.50682	22.19303	8.95221	7.20457	45.12942
6.73734	0.36496	7.60130	-58.70072	1.00000	45.48060	7.75505	1130.87913	10.69168	8.37950	29.22789	7.69135	33.14178	7.23320	-34.74785	7.32777	5.09073	42.75790
9.41221	0.19126	10.93281	9.72749	0.00000	44.10795	5.55897	1101.52198	9.48315	8.86238	4.43910	8.46695	59.32664	8.09681	48.28259	11.78836	8.95469	39.96304
5.71717	12.03457	8.26519	-80.66756	0.00000	53.62144	11.64241	1054.26950	6.54210	7.33617	15.30753	8.23603	45.95939	7.90665	26.68451	5.25627	7.73730	46.62883
7.98036	0.57489	7.69065	13.28702	1.00000	39.22153	8.25885	1088.16339	10.37983	7.72755	26.95523	7.14300	47.72556	5.59182	52.4581	9.14758	5.86810	42.13215
6.38488	1.24244	7.42508	-74.38987	1.00000	67.86116	9.31451	1190.13790	9.94955	7.09110	20.80392	6.83440	49.23349	8.63373	40.65538	9.71285	8.22668	55.60164
7.32156	0.49581	7.24455	99.89166	1.00000	49.15297	7.67586	1188.70082	11.04944	9.18968	23.57356	7.70141	64.87322	6.17910	15.46063	7.85979	7.18496	27.19071
5.77153	3.79788	9.92425	-77.43532	0.00000	57.56682	10.46056	1169.72117	7.69426	8.75665	23.73022	7.93361	45.01821	7.94932	20.14298	5.14529	8.77138	43.40175
7.33445	0.22325	8.13014	11.34046	1.00000	54.67149	6.02659	1186.89856	6.15771	7.82456	7.89782	9.02467	61.74070	6.76942	50.72043	7.08059	7.70199	28.51540
6.72531	0.13089	4.94304	-82.61573	1.00000	52.74906	6.12520	1073.68146	7.57234	7.96977	10.00575	9.58648	53.40626	6.69049	41.24255	6.23402	6.04642	48.25571
5.65782	0.07631	8.96440	-4.21376	1.00000	44.63193	5.02898	1073.58786	7.25601	8.04371	9.79213	7.18489	17.55940	5.95150	55.82885	5.55429	5.01261	36.72067
8.51490	0.14485	8.33094	-39.25	1.00000	35.76807	5.96198	1110.95788	8.99650	7.64262	23.83894	6.33895	57.80419	8.33730	-12.91667	6.80884	5.03486	43.74643
6.33196	0.52120	8.37361	1.26738	0.00000	33.94035	8.13053	1160.53777	7.02891	7.32177	13.69967	8.16675	22.34809	2.16644	51.84819	6.16806	10.71494	62.91737
7.14589	1.78972	6.78882	104.09701	0.00000	36.59816	9.63619	1055.45683	7.36872	6.11012	22.12101	7.68571	61.31161	7.04359	-1.26424	7.89832	7.09881	39.53223
7.54976	0.18008	8.35458	-77.55777	1.00000	28.45885	5.20751	1097.15835	6.10643	8.07738	8.32824	6.88407	35.07222	7.00163	37.52487	6.59881	8.03459	46.62740
6.38071	0.82310	8.51667	127.08472	0.00000	58.20078	8.82861	1167.83072	5.47932	7.81181	15.25951	7.62716	44.06093	5.85745	36.20389	6.07891	6.79767	39.66297
5.73425	0.15415	7.19655	17.22635	0.00000	51.71512	6.38045	1050.39648	5.78034	7.46633	30.52669	6.03777	21.01584	6.10685	48.8449	9.38755	10.10696	55.75372
7.61825	0.47003	8.06596	1.04945	0.00000	40.50584	7.78794	1178.20563	10.15831	8.76910	6.91271	8.22316	29.93279	5.35962	35.06544	8.43519	5.23170	40.97985
5.90533	1.92928	7.18830	-59.13316	0.00000	30.71538	9.74714	1068.29829	5.89266	6.96327	15.71658	7.24463	53.91596	6.30711	-37.32167	5.24526	5.19685	69.68255
6.08193	1.16907	7.42853	74.12286	1.00000	32.71254	9.09727	1160.39220	9.12927	6.97880	24.88804	8.32917		5.33293	30.76468	9.13772	6.11713	39.76781
5.68216	0.19837	8.18037	103.65309	0.00000	50.38826	7.22542	1125.77218	4.49286	7.33225	9.99569	6.95276	36.49453	6.44073	16.0567	8.78922	7.17501	
7.40244	0.64670	7.22390	31.4976	1.00000	40.19013	8.34325	1063.97548	8.63097	9.34561	27.97406	9.18768	54.95593	5.20642	26.67319	9.16274	4.97814	63.92705
5.95705	0.12369	8.23176	-82.90375	0.00000	52.08669	5.95277	1189.13280	4.98150	7.44941	17.18476	6.12499	45.57098	5.85337	32.54044	5.84679	7.77516	34.30638
5.68847	0.66195	6.55124	74.4818	1.00000	82.49093	8.49460	1179.79437	5.76653	7.99036	7.98621	7.84728	65.11422	6.03465	30.21121	6.17595	6.26862	49.19444
6.30807	0.18984	5.91157	99.96667	1.00000	55.32234	6.99085	1107.24097	6.54119	8.68722	16.31034	7.60299	48.83929	6.44396	8.43333	6.49759	6.28348	61.29760
5.48180	1.28213	8.17969	14.51472	0.00000	47.81600	9.28833	1082.59712	9.32496	8.20473	3.68941	6.13871	43.36810	7.38504	35.89972	8.49295	7.28467	44.47059
4.31225	0.23914	7.45356	116.11768	1.00000	49.57049	6.27792	1068.34619	5.38688	8.82516	13.44821	8.73305	52.19091	4.88116	24.28859	6.60049	7.06967	48.47056
5.48501	0.20185	8.49894	145.13643	0.00000	29.61953	5.09356	1191.74925	5.91485	8.72168	21.01859	7.25904	24.35196	5.46688	-38.16604	7.42853	9.84065	45.08260
7.80166	0.52217	7.45157	-52.51028	1.00000	65.78217	8.19288	1135.42909	10.89958	6.91871	14.47533	8.70561	43.54783	6.41012	-28.81833	8.73754	5.68820	32.54123
7.77471	0.22473	9.69580	103.81667	1.00000	49.91822	6.28401	1104.36854	8.34488	10.43587	-4.33562	7.43094	43.94714	7.48958	1.6	5.90270	7.89054	37.91648
6.43987	0.25380	7.66316	-88.42814	1.00000	32.29102	6.42246	1112.60317	6.47385	8.77809	13.33208	7.58659	44.93321	6.48931	42.16808	5.92398	5.94332	47.12252
5.61187	0.20997	7.88330	145.13643	1.00000	58.09285	4.49144	1097.48751	6.50417	7.68568	3.77173	8.25450	59.02371	5.76802	-38.16604	5.39296	6.11117	47.70622
5.99896	0.14731	9.44125	17.80774	0.00000	61.87150	5.42460	1092.75942	6.22429	7.83527	2.95456	9.24227	40.76871	5.93149	40.55851	5.45974	5.15278	31.24453
7.74275	1.41969	8.42313	17.8031	1.00000	36.07900	9.46791	1144.46086	7.77084	7.36369	37.49523	5.50125	69.41978	6.69805	48.43174	11.04577	6.50788	34.82740
6.34686	0.18195	8.85505	83.36889	1.00000	60.60413	5.67729	1185.61573	4.82186	7.24567	29.12262	7.62793	67.26984	6.17088	26.76628	7.20951	7.11614	69.02889
6.51959	0.04182	8.36121	37.73333	0.00000	64.54501	4.49923	1129.09554	4.88043	7.60316	23.92878	8.41530	57.84678	3.98855	-4.06667	7.36056	5.46710	50.06588
6.17738	0.61199	6.00183	118.9707	1.00000	62.48545	8.16262	1178.94080	8.75591	8.08835	28.75307	8.43130	56.31227	5.98150	-3.5403	8.24648	5.58563	70.21503
7.51633	3.78172	9.48120	48.26258	0.00000	50.20424	10.47544	1096.28266	4.57123	6.77530	23.74587	6.91748	48.30928	5.58842	33.86419	8.09812	3.99593	51.64788
7.73639	0.15201	7.19162	78.95693	0.00000	65.41043	3.56743	1179.22957	7.99001	5.59214	23.38133	8.60508	69.94529	7.60945	29.21399	9.98255	9.85061	62.21279
7.62613	2.18346	8.35962	-48.59278	0.00000	39.39045	9.87214	1119.82349	8.02742	7.28148	7.47048	9.59010	44.36899	6.15777	-23.7975	5.80735	6.51800	37.20275
4.20125	0.22795	9.67094	5.2875	1.00000	51.66643	6.24322	1146.26763	5.73590	8.30435	32.66852	7.49088	68.11091	4.86857	51.65333	6.33261	5.67311	52.30253
7.16875	0.26756	5.68994	-48.62789	0.00000	45.21196	5.99707	1135.08773	6.97263	6.40117	21.50353	7.41568	29.22244	6.39136	-17.74431	8.97892	9.29168	67.99311
6.08577	0.68428	5.19245	112.23109	0.00000	53.22611	8.48485	1111.47491	5.55704	7.46399	20.22330	7.62350	69.87811	6.70500	-7.57897	10.63924	9.10897	37.91087
8.57603	0.49675	7.54338	-50.00639	1.00000	57.29013	8.08974	1167.23411	8.73139	8.79685	22.30640	6.30317	76.52728	4.59159	-25.42944	8.83701	4.74173	51.79958
5.93417	1.27634	7.95340	-117.79394	1.00000	72.20141	9.24463	1077.27046	6.50175	5.88166	15.58181	6.75732	58.09797	5.07254	33.76446	9.15325		30.91949
4.23127	2.23504	6.77742	-1.4001	0.00000	59.21325	9.86291	1148.70503	7.74236	8.18871	17.34498	8.47371	65.03012	9.11516	7.06273	4.85454	9.92943	36.02768
6.28954	0.14494	8.39978	18.30056	1.00000	52.40958	6.40356	1051.53574	6.26715	7.63015	16.22085	8.37881	71.32216	6.40620	50.5107	7.57762	7.62266	56.23327
5.41264	1.76517	9.06604	10.98461	0.00000	66.26379	9.63377	1051.65213	7.49698	7.34169	-5.43352	8.41839	51.87978	7.86732	48.35693	5.76626	7.41181	28.85275
7.09309	2.49543	8.94038	8.4493	1.00000	51.27327	9.98765	1128.90944	7.40827	8.07190	25.23394	7.14901	38.29241	6.89874	50.09019	10.80597	7.02997	57.76868
6.69842	0.38958	6.56578	7.00417	0.00000	61.73159	7.43350	1172.89549	6.14099	7.81315	22.44054	8.21633	51.29621	6.19762	52.26083	9.26983	4.54231	32.93155
7.93934	0.68886	6.68977	24.95034	1.00000	47.83469	8.44618	1144.74607	10.70324	7.77004	16.24089	7.66466	39.45148	8.02042	60.18427	9.40442	5.87182	34.36815
5.87290	0.77212	6.00370	4.74161	0.00000	47.12231	8.70863	1084.92924	8.58486	9.01832	9.54820	7.96331	54.88904	7.48723	7.62789	5.81212	6.89136	62.03031
7.33543	1.09777	5.87950	76.35484	1.00000	40.70690	9.09292	1146.64784	8.67822	8.00006	17.95854	8.57543	44.95068	5.58240	10.10649	10.33491	4.83641	41.50110
4.58867	0.81596	5.69889	144.09638	0.00000	53.23528	8.82639	1139.74659	6.01280	8.61268	1.72459	7.97455	79.78731	7.69722	43.82634	5.91710	7.84857	37.92502
5.63080	0.24462	8.25171	44.02488	1.00000	28.80601	6.89251	1134.43093	4.22476	7.22073	33.68525	8.03708	55.73518	5.39326	32.61603	6.99521	6.77553	33.43072
4.70945	1.24369	7.72967	-121.75689	0.00000	57.12233	9.22777	1050.98311	3.76471	7.83740	25.78026	8.76751	47.74274	5.40420	36.91023	9.42491	9.98871	29.84370
7.98439	0.18323	7.76301	18.30056	1.00000	49.47898	4.60926	1126.42908	9.01695	7.33374	25.23509	8.96702	37.65022	7.75675	50.5107	5.93735	7.59102	58.30631
4.35360	0.24362	5.77541	-0.76773	0.00000	60.04582	6.16053	1143.35186	4.50682	7.83256	0.99217	6.01035	27.78601	6.41506	38.38479	8.38067	8.65725	75.80892
5.85835	0.46194	7.91610	139.55722	0.00000	57.23320	8.06806	1180.36578	5.04451	9.38088	21.93658	8.25530	56.18710		36	6.92667	4.84261	53.85454
6.79662	0.23383	7.81247	-73.20483	1.00000	63.19637	5.28727	1113.70222	4.97233	8.35480	28.08579	7.37534	37.60772	6.39973	41.16704	6.97074	6.92290	39.57670
5.85378	0.33113	7.53809	128.63083	0.00000	69.60847	7.29126	1150.44776	5.56254	9.33804	15.31231	4.95760	60.82706	5.90249	36.82167	8.35362	9.18384	19.66285
8.36951	0.20276	8.19155	139.07204	1.00000	59.32139	6.42759	1187.01836	7.86056	9.58818	8.28882	8.49664	54.62709	7.86476	36.24624	6.46872	4.41103	60.81140
6.20598	0.20047	7.37663	77.70636	1.00000	41.46401	4.39927	1055.53079	5.50936	7.54481	17.84350	6.08854	45.51355	5.98691	28.98002	7.63147	7.26562	44.12717
7.13680	0.41786	6.74849	171.25364	1.00000	49.92505	7.88159	1097.32422	7.31689	7.37336	3.57540	8.99971	34.98387	7.11696	-44.39672	5.58450	5.64305	43.53917
7.22000	0.22524	8.18920	9.5926	1.00000	51.16609	6.22427	1079.79466	6.55754	8.13772	28.83626	5.17501	67.88081	6.93001	52.86147	7.09531	5.82582	60.04076
11.06481	0.30733	7.39215	9.22796	1.00000	46.42240	7.36863	1092.26746	10.35286	6.90265	7.95374	6.92009	53.69487	10.24321	48.46458	5.10090	4.75676	61.08046
7.15048	0.35110	6.21469	-75.60804	1.00000	66.68156	7.50104	1195.77054	6.94251	8.19962	27.89950	7.77589	40.57240	7.06228	39.96097	6.03901	6.04864	51.84714
7.40120	0.28988	8.71713	-60.93173	1.00000	38.41287	7.07225	1148.90439	10.59033	7.47926	5.39853	7.48720	57.08615	7.33390	-31.4488	8.01013	4.50316	56.27899
7.58322	0.46543	6.69560	-88.42814	1.00000	42.72512	7.95800	1121.77593	10.14879	8.09767	-2.41615	7.07457	51.61502	5.96003	42.16808	8.65452	5.80277	51.34052
6.89909	0.17185	5.44687	53.47103	1.00000	40.20016	5.06850	1115.67971	9.05660	9.19669	-12.20677	9.31277	70.35364	7.15733	54.48147	5.15372	5.33919	34.78873
3.49559	0.22576	6.61938	-41.25528	1.00000	62.43629	7.46952	1186.09377	4.07232	7.40817	27.69673	8.54144	43.70613		-19.32556	6.51120	7.01406	17.95501
8.40939	0.31256	6.67984	-44.31389	0.00000	74.48414	6.55326	1053.07862	8.52524	7.90717	19.98986	8.05958	55.66598	7.10629	-19.7625	11.45531	9.64243	36.72672
3.86396	0.31949	9.25397	-111.90466	0.00000	50.96885	7.18527	1186.87619	4.17551	8.08330	2.93558	7.93557	46.90883	5.30664	40.34912	6.49029	8.31575	51.20648
7.17996	3.71429	6.52816	-120.45794	1.00000	48.14155	10.44093	1073.59123	6.96848	7.77240	21.89648	8.46800	52.08897	5.23403	34.63915	11.12655	7.23216	59.33895
4.68781	0.31123	8.07471	-120.45794	0.00000	61.88335	6.90572	1198.74003	4.22194	7.46326	14.84972	8.95523	68.92911	6.86480	34.63915	8.13570	8.19147	40.52282
6.28025	0.14764	7.12143	2.45012	1.00000	74.48310	5.69091	1096.13378	6.76620	7.26744	23.69710	8.06599	43.36462	6.24126	48.90982	6.58776	4.97090	57.39057
5.40013		7.55615	114.33333	1.00000	65.15751	5.96288	1135.50453	6.49673	7.26871	4.23417	7.74836	62.55896	5.80883	-8.43333	6.22125	5.31351	46.54818
7.82484	1.80301	5.87161	38.07083	1.00000	55.36647	9.64922	1071.31301	6.64326	8.92364	19.99224	8.24947	44.28373	6.50467	54.90083	11.22792	6.15065	37.64133
8.45522	0.14150	7.29879	38.2739	0.00000	75.32071	5.63315	1128.42008	8.12301	6.94960	37.37426	6.07390	29.41347	9.15365	46.7055	11.87191	8.25963	54.23850
8.14832	1.80762	7.32245	75.35927	0.00000	43.93055	9.70921	1172.86122	7.20551	9.47268	16.52487	7.42931	64.93827	4.52727	12.04161	4.72486	3.60341	46.31632
6.41900	0.25020	8.41452	-121.74052	0.00000	58.82281	7.16540	1061.10063	7.36908	9.08888	14.00545	7.18872	55.55900	5.67907	38.54491	8.98521	8.72134	36.33486
3.12994	0.15770	8.26749	-2.12139	1.00000	42.35377	6.95544	1186.12179	3.99927	7.44188	12.15211	7.21723	38.08065	3.92540	52.48173	6.59607	6.76603	53.82099
9.28320	1.26603	6.79235	145.13643	1.00000	52.26164	9.25782	1051.06561	10.29923	5.32531	21.21019	7.77403	55.41845	6.22844	-38.16604	10.45552	6.23319	50.63275
6.55947	0.17279	8.61243	28.19028	1.00000	67.56695	6.87684	1149.15141	7.72753	7.82234	34.77392	8.91398	36.22020	6.70477	59.37722	5.73213	5.95053	39.95480
9.43755	0.40195	8.85046	-82.35176	0.00000	52.06067	7.95399	1114.30319	7.96517	7.33747	1.61904	8.33218	46.98325	4.12122	27.71809	7.68460	3.63448	41.66845
2.78144	0.40164	8.99604	68.75915	1.00000	52.91408	7.16931	1054.83425	4.58419	7.96033	0.20105	8.72068	55.04155	3.74186	27.52948	5.43218	5.24736	47.48521
5.61029	0.95848	7.11896	124.84472	1.00000	43.24916	9.01436	1188.66290	6.95359	8.06434	-9.68172	7.60421	40.21898	6.20836	10.13361	8.63621	4.70318	51.65378
6.56933	0.23222	7.20394	31.33078	0.00000	26.09543	4.43799	1145.51662	7.43163	7.84130	23.69206	6.24278	45.99164	6.15794	47.56494	9.21724	10.30119	72.07056
6.94635	1.07704	7.90716	-38.94722	1.00000	61.93223	9.10256	1155.50821	11.29152	6.92954	8.08417	7.61106	38.83064	6.97423	-15.675	8.45045	6.89735	44.58724
7.15429	0.42368	8.80706	-0.91979	1.00000	55.49553	7.91088	1108.88963	5.33654	6.67216	1.78386	8.26597	36.76881	6.84717	51.42708	6.83416	6.81152	65.46082
9.26909	0.89788	8.91620	-118.25508	1.00000	53.55827	8.76570	1190.20475	8.56931	7.74617	23.25477	8.04310	50.19220	5.87995	34.14251		6.13878	43.43309
1.96373	0.55629	8.06628	-2.68758	1.00000	63.05044	8.08507	1081.88674	1.58123	8.60428	5.60275	8.41926	66.37714	2.97286	53.69786	7.74613	5.83117	60.61957
7.13190	3.59017	7.64734	12.19458	1.00000	70.59825	10.39036	1137.80813	7.85042	8.56824	16.10198	8.60921	55.99485	7.47904	10.61285	11.00435	7.64813	57.11488
7.92832	0.23289	6.72460	124.84472	0.00000	53.21119	6.82296	1106.23592		6.11818	17.75127	7.57641	61.14678	7.49224	10.13361	11.24213	9.37246	56.01308
6.86529	0.18475	6.95633	53.47103	0.00000	41.13875	5.21587	1182.15562	7.42026	6.79146	15.37095	9.10295	47.52952	5.29913	54.48147	8.84406	10.77240	30.87291
5.89386	2.57258	6.54770	43.63417	0.00000	66.55592	10.00157	1160.59740	5.22747	6.12934	23.86366	6.71513	63.53762	4.96703	43.96222	10.20083	10.15615	45.00047
6.87510	0.52390	8.44837	-13.2356	1.00000	55.08961	8.25064	1145.33679	11.55582	7.26095	14.94714	7.54502	33.69297	6.49166	8.48714	8.05785	7.55799	52.99151
5.54563	0.10059	9.32585	34.86563	0.00000	58.50146	5.00378	1194.59770	5.25207	8.23744	16.81298	8.14987	24.56255	4.28793	31.92923	6.37269	11.00476	45.87474
5.94621	0.38644	6.90859	-77.4286	0.00000	67.64453	7.60746	1087.83486	6.24640	8.53890	14.60723	7.42085	50.58253	7.59083	39.00622	8.84536	6.32271	36.93606
7.44098	3.92175	9.94899	31.33078	0.00000	49.50984	10.49289	1125.45780	8.51707	6.16465	21.00439	7.16727	45.52436	6.61975	47.56494	5.43657	5.98152	38.74197
4.40941	1.20205	8.45283	30.38167	1.00000	35.50107	9.16860	1169.92985	9.31303	8.88192	1.54139	8.81995	52.10268	7.21809	59.80917	8.46039	7.48620	30.27386
7.45165	0.65645	8.25613	145.13643	1.00000	65.25807	8.29886	1078.14828	11.04523	9.50056	21.31295	8.35349	43.78579	5.62888	-38.16604	8.02627	5.86407	40.26893
6.42788	0.21110	8.00505	-72.97261	1.00000	42.78110	5.44430	1058.54003	6.53025	7.58003	12.79994	7.94319	36.94091	6.57593	43.61062	7.65245	9.37445	44.02595
6.56073	2.68498	7.70258	37.99117	1.00000	43.82381	10.06016	1126.21339	8.17691	8.69378	33.12430	7.45288	18.71793	7.73336	44.92934	10.72778	8.59385	27.76572
8.23096	1.92083	5.87080	12.53463	1.00000	62.77127	9.67804	1154.09434	7.77573	8.42759	17.15534	7.88083	35.64434	8.26346	55.67938	6.06610	3.79837	66.57840
6.50013	0.23383	8.40993	-80.66756	1.00000	40.02256	5.60818	1187.25813	6.43590	7.90825	-4.50250	7.85732	63.28281	6.24261	26.68451	6.17001	4.54437	36.41660
6.62816	0.89321	9.31400	38.01667	1.00000	44.49468	8.82460	1087.84472	10.60669	8.97237	13.85933	6.57185	65.84036	8.20867	-5.41667	8.65563	7.44126	17.01643
8.43970	0.46347	6.55535	109.22921	1.00000	52.56052	7.77244	1155.90303	10.80939	9.32574	36.57863	9.52774	49.74960	5.04379	34.65918	8.45865	5.63248	37.44620
6.58668	0.15650	8.28590	82.85749	0.00000	53.80843	6.21194	1105.88252	6.43681	6.12542	8.51039	7.63264	58.55296	4.50110	17.54907	6.90466	9.87852	57.96229
