NH3	C2H3NO5	TEMP	Pb	PAHs	O3	CFCs	PM2.5	warning	H2CO	longitude	NOx	CO	latitude	SO2	CH4	PRES	PM10
6.60197	1.26919	-0.95175	42.23922	7.53905	6.13874	76.03686	6.07228	0.00000	25.06980	-60.94228	8.82003	9.18236	14.67751	9.09288	6.62701	1085.71355	4.80948
5.04149	4.61213	13.63663	52.76623	6.61183	2.60565	45.88501	8.27449	1.00000	77.20631	107.60389	10.16117	4.37765	-7.01833	5.07674	3.03931	1060.73065	8.01416
7.68110	2.24142	32.07862	37.58395	7.55180	5.92932	60.11816	6.63799	1.00000	54.05000	35.96944	10.35173	5.23148	56.03361	9.40107	3.11409	1094.97224	7.05874
8.59511	3.86209	5.68953	37.64350	7.05164	5.18425	49.44362	5.49238	0.00000	50.68638	-9.24671	8.63844	9.24067	38.72706	7.78672	7.82582	1111.00069	7.99305
7.98822	3.38672	1.06757	56.58409	6.90759	6.07329	60.15164	6.08918	0.00000	25.33794	-73.99681	7.19344	5.73463	40.94065	5.87643	8.60783	1106.34416	7.18795
5.83652	1.44656	0.93963	47.50922	7.71470	11.57858	66.38112	10.01050	1.00000	37.58161	19.91667	9.20468	9.72910	-11.78333	11.91239	5.21911	1166.00899	5.67995
7.86157	2.05516	12.11355	58.38673	7.23068	5.68873	60.47926	3.11055	1.00000	68.41816	-76.88442	8.95720	6.45894	40.2737	8.64157	5.99098	1179.68503	6.29580
6.61938	3.24282	15.63469	53.88262	8.21249	8.49198	57.81592	5.44017	1.00000	43.04368	-1.4001	8.22227	9.41770	7.06273	8.56677	5.92972	1097.11775	7.74164
6.73011	14.32867	4.87235	51.41385	7.46873	7.40741	40.98477	7.02933	1.00000	54.81306	-0.29825	8.06990	5.65657	51.39148	10.22590	6.81267	1105.76970	9.50408
8.21595	3.11078	12.36267	50.93814	8.27120	9.48624	68.36795	7.99520	1.00000	57.05771	-93.75018	9.59190	5.48800	32.52515	9.25021	7.32471	1059.02021	7.47954
8.58513	8.11257	6.05871	23.79739	8.14670	9.77715	78.35635	4.60359	1.00000	73.32003	4.82313	8.54878	5.95463	51.24197	10.83766	5.74214	1060.45144	8.81700
5.70529	7.19133	33.64080	62.14182	7.18297	6.42605	61.40455	6.18774	0.00000	28.97640	59.6	9.30198	9.97763	47.83333	7.94197	5.57132	1082.30571	8.54380
8.35624	1.86883	23.71977	49.90631	7.02020	5.26533	51.65891	5.65415	0.00000	53.24758	-104.83192	8.19543	6.48651	39.72943	5.03282	6.91524	1050.62184	7.28923
6.50146	7.07995	21.61061	28.86979	9.38675	3.01932	69.52605	7.45419	1.00000	57.03621	32.86389	8.81165	4.96837	53.95278	6.39093	5.70851	1098.28363	8.62737
6.40782	1.54078	0.44496	26.93214		8.69260	56.76454	6.13563	1.00000	66.18122	77.40858	9.37085	9.78345	24.05979	7.55188	6.23264	1051.02641	6.99457
8.87725	1.72475	15.53091	33.25028	9.37881	6.63696	60.87762	9.09402	1.00000	37.43949	102.56365	11.44853	7.76436	13.65805	7.30604	6.36504	1060.08063	6.66458
10.17569	4.05470	11.57355	55.38063	8.56028	7.49946	76.81970	8.03803	1.00000	60.50372	2.25	9.49213	8.62299	50.75	6.04866	8.04029	1165.31138	7.87921
6.73644	2.34872	10.91318	36.09571	8.31484	7.87568	32.53564	6.10415	0.00000	53.71767	-88.42814	10.77603	6.89165	42.16808	7.58087	7.23325	1122.10744	7.01301
7.83179	2.94114	2.19647	31.64646	4.10606	5.84284	60.25490	7.78153	1.00000	53.36574	102.05461	8.49741	5.60111	6.25947	7.55048	6.22329	1134.79359	7.66896
8.28286	3.98678	21.69694	44.04487	7.56267	7.15173	71.40069	5.87227	0.00000	78.83645	34.02537	8.04867	8.85339	38.37255	9.19657	6.43951	1131.47793	8.10841
6.91189	3.84446	24.28245	55.26571	7.71512	4.41650	40.14490	6.37395	0.00000	48.00526	18.30056	9.87115	10.86004	50.5107	11.02106	9.29804	1163.72827	7.86267
9.48698	2.87117	22.05054	38.55578	8.06748	8.36363	62.18885	4.56444	1.00000	62.06516	8.52462	8.47316	7.90280	47.30997	9.01078	6.25092	1118.89941	7.38941
8.02228	11.03590	-0.63116	49.37460	6.45040	5.94819	62.47784	8.10273	0.00000	58.67763	4.85668	8.77412	6.75719	36.27462	10.12452	5.71163	1113.01265	9.22893
6.90756	4.39782	27.16412	38.21967	8.91954	7.98493	59.43191	4.25818	1.00000	60.32572	38.16694	7.73269	6.66306	54.84444	11.23579	7.61051	1055.66361	8.11920
7.74134	2.24467	19.96359	34.98227	7.19133	10.68172	72.22427	7.70849	1.00000	53.38133	12.38878	7.71272	8.18835	43.1122	12.66912	4.19446	1141.71981	6.29675
7.76476	7.44100	29.89320	41.50620	7.28542	6.56911	83.78354	4.24366	1.00000	39.34641	9.72749	8.44473	12.13271	48.28259	5.65723	6.44022	1183.22683	8.80942
7.61584	2.64777	15.59258	28.55691	7.31774	8.37199	71.69222	5.38462	1.00000	48.21920	-97.54667	6.84010	10.15665	30.5427	11.30682	4.45746	1056.29795	7.50702
7.26779	1.78108	-3.68106	62.65357	8.28503	6.01300	58.67999	4.85945	0.00000	61.60346	135.6	5.92289	5.52214	34.61667	6.28551	9.54816	1094.26584	5.98089
7.82529	4.37148	30.07870	32.96171	6.97161	9.19670	55.57626	4.38531	1.00000	80.16189	-62.64102	6.89375	11.57805	8.35122	7.88061	5.32953	1173.33018	8.14817
7.48306	2.00345	39.77324	68.90318	7.63686	3.90301	60.59399	7.66351	1.00000	43.96185	-74.13653	10.32653	4.60201	40.63316	7.47229	2.61818	1101.52024	6.60249
6.36180	11.29106	23.48006	35.36578	7.59146	6.80555	58.80505	5.80451	0.00000	36.11115	-69.96533	5.92658	5.46990	43.91452	6.89021	7.85838	1127.70561	9.28122
8.54901	5.65303	10.25466	40.48291	6.07573	6.44148	65.71798	9.51820	1.00000	54.27897	85.83334	10.16292	10.36049	20.88197	7.38573	5.79038	1065.54078	8.47364
6.84345	4.80913	10.93511	45.75389	8.05429	5.53658	60.39734	6.99805	0.00000	42.09061	-96.67834	5.61506	6.10642	34.77453	5.15136	8.90998	1177.07811	8.27664
6.49964	2.84171	21.13433	45.58985	7.25275	5.60824	56.09925	6.37105	0.00000	57.21099	34.75699	8.96261	9.09726	31.39547	9.80077	7.23396	1087.21407	7.81034
8.96130	1.11500	13.60018	55.24699	8.87531	6.13018	60.56383	8.59654	0.00000	58.59730	139.6853	10.10665	8.62895	35.815	10.78875	4.44840	1100.23187	5.68860
9.07264	4.15929	24.05269	29.81255	6.24813	4.22600	61.74855	6.90959	0.00000	36.62959	-119.01677	6.83423	7.75506	36.06523	4.00892	8.78783	1143.67428	7.77426
7.10848	2.71173	15.66667	58.83572	6.61866	9.35888	51.46671	8.73806	1.00000	60.20211	117.65694	9.34857	8.15652	36.19278	12.35325	6.00362	1086.86227	7.36866
8.89468	1.70400	24.30365	63.18311	8.96486	4.92798	58.45115	5.70955	0.00000	42.67087	-93.75018	6.12922	7.61588	32.52515	5.23246	9.23667	1169.74404	6.85151
6.37260	1.52752	29.19260	23.58649	6.75478	9.58961	63.80975	7.29787	1.00000	66.43491	-72.09391	10.20729	7.68270	18.65297	7.71783	6.85453	1057.05174	6.15611
8.34173	6.25687	20.45907	55.38004	8.17172	6.05409	69.48437	4.06250	0.00000	64.92699	41.77921	8.29391	7.37802	41.82143	8.62341	8.95133	1194.66614	8.41470
8.14493	3.62337	34.31752	52.42384	6.53656	5.85994	66.06652	5.56279	0.00000	77.43053	150.99292	9.33565	10.27797	-33.75881	7.47761	6.17645	1089.34804	7.83034
8.95380	2.88375	25.50427	35.95207	8.18700	8.58569	70.06727	4.83796	0.00000	63.41246	75.37991	7.52561	9.51240	25.75728	6.96957	8.11158	1165.52668	7.05810
6.24928	1.74051	9.61336	63.79054	7.30116	6.61133	47.63254	6.17268	0.00000	58.47156	75.92694	8.09511	8.83713	14.46693	10.33252	7.65858	1122.76767	5.86421
6.65311	3.03254	20.01612	43.00230	5.77716	6.38954	77.29957	7.01967	0.00000	51.92317	-2.98884	7.98728	6.62034	43.32686	9.29039	5.87040	1146.95067	7.59327
7.03332	7.15816	3.98430	50.51292	7.71134	3.79594	57.46508	6.45836	1.00000	68.25126	-39.25	8.78106	8.19412	-12.91667	10.02874	9.61535	1160.78010	8.65383
8.72583	3.88291	11.29800	60.63710	7.46390	3.90270	54.89455	7.08271	1.00000	56.09772	12.87117	9.00013	5.80998	50.23271	5.31151	6.00378	1074.41105	7.99776
7.64035	3.02713	11.69151	29.84842	7.65417	5.86847	52.80375	5.19458	0.00000	24.89673	27.46153	8.11960	6.75480	-21.44236	6.39274	8.30320	1199.13355	7.38912
7.99033	2.57461	6.39384	54.25162	9.86954	10.09466	60.14580	10.18747	1.00000	41.41404	-81.24441	11.32152	7.14193	23.15678	8.75375	6.21489	1131.76552	6.86171
5.63301	2.06236	26.90279	47.79956	4.12420	8.29212	62.17471	6.55536	1.00000	77.25410	-118.10583	9.91910	9.04932	34.09611	7.53363	6.93292	1079.41322	7.31110
6.80166	5.40701	15.03645	51.55320	7.67641	12.23350	68.92173	5.75989	1.00000	51.57063	38.02486	7.83708	8.19060	55.64776	10.18657	4.95043	1163.94656	8.29042
9.58992	3.35192	14.68230	38.23100	8.25982	6.36003	67.95871	8.16842		58.61911	-78.19444	9.14158	5.45286	38.91817	9.96484	5.06146	1061.45099	7.58341
8.04326	3.28346	19.17547	30.20642	9.24630	6.17477	37.11863	5.54728	0.00000	52.41261	-87.66561	8.19622	9.01275	41.8542	7.98146	7.28729	1068.04337	7.90242
6.05711	6.00088	11.44914	46.89642	7.17571	6.68392	74.52743	7.52664	0.00000	42.80112	1.15597	5.68611	5.18175	51.78967	5.17239	7.25840	1074.97714	8.21759
7.94528	1.97701	6.29150	39.45216	9.77120	11.10400	70.02726	2.29533	1.00000	57.92508	51.49621	5.80640	10.67278	36.64852	7.40148	9.16104	1192.20586	6.99743
7.97425	2.15946	-1.42541	34.42944	8.77388	11.23138	74.37896	6.51142	1.00000	61.24640	2.61667	8.45772	6.72048	48.98333	11.21256	7.03823	1177.12163	6.58300
5.90217	2.31103	20.19235	44.82474	7.12822	11.09291	54.70521	7.04917	1.00000	40.52615	-15.6	9.37935	6.77338	13.56667	9.05020	9.07311	1175.49561	6.17207
7.95147	1.68434	20.11176	45.75959	7.26563	6.42193	70.50580	5.43774	0.00000	56.10385	72.93924	6.22680	6.27027	18.87813	7.28324	8.95432	1119.53813	5.54117
7.29034	3.70561	20.18844	40.45495	6.26532	9.14596	56.53042	5.98490	1.00000	53.43537	16.50104	8.10877	9.99519	41.24264	9.51758	4.39843	1089.28873	8.11450
8.29417	2.85456	37.86912	24.54790	9.49218	9.66058	60.04893	4.77439	1.00000	46.89248	128.62667	8.07089	9.40860	34.8825	7.64693	6.31406	1164.93969	7.68095
7.94121	2.87124	-2.35218	48.84986	6.75209	13.96300	60.56233	8.89659	1.00000	61.14713	137.23333	8.95767	9.22363	35.8	10.07620	7.00797	1076.12150	7.47222
5.88333	3.36283	18.86290	34.66558	6.72030	5.82610	58.02953	8.24632	1.00000	53.08999	35.7	9.05946	5.27785	-7.76667	9.81158	4.54631	1129.26426	7.48468
7.94039	1.14674	20.51247	37.53628	6.03186	5.29350	68.97769	6.41148	0.00000	56.88070	4.52529	9.63608	8.09616	50.71229	8.43105	4.72335	1062.94233	5.70754
7.23763	1.69055	1.53674	53.52407	7.12023	7.41384	59.59063	5.77283	1.00000	38.52034	89.20083	9.03688	5.48228	55.54028	10.27558	6.80931	1060.73474	7.31117
8.34939	1.49662	9.40212	58.87072	6.03884	6.51025	62.11812	7.95170	0.00000	61.21792	171.25364	4.20197	4.99242	-44.39672	4.98162	8.34992	1116.27807	6.52152
5.21593	1.62057	18.61141	48.10643	7.19136	7.98467	62.20488	6.77414	1.00000	61.78907	8.88104	10.10734	8.70410	45.79377	8.26905	3.88927	1158.86008	6.93135
6.83657	1.35392	24.16974	62.96407	7.66987	10.39853	67.70931	6.30812	1.00000	24.20897	3.16667	9.60037	7.75331	50.8	9.39276	6.11189	1123.34592	6.05529
7.65592	2.47568	22.28353	52.69001	9.32909	4.62870	62.25044	6.08406	0.00000	59.72798	-2.31938	8.67550	9.03765	6.46346	5.08438	8.89800	1054.93674	6.96415
7.61215	2.00270	14.99928	39.20127	7.50581	8.41393	75.65050	6.81625	1.00000	87.52964	146.05093	8.37745	9.56198	-34.28853	9.21298	4.95026	1098.18404	5.33230
6.87964	3.02037	-1.27661	43.86487	7.11361	5.96992	70.79657	7.02966	0.00000	49.77469	123.62494	9.31458	9.02389	12.37169	10.31491	6.22012	1168.74241	7.89057
7.31157	2.24722	5.23566	38.51909	7.23722	7.01292	71.14283	7.88244	0.00000	48.03044	-2.77259	9.51994	8.33667	37.49073	8.22407	3.11334	1176.19632	7.15718
7.92359	1.76624	8.06041	59.74927	7.35158	8.56639	72.89149	6.77802	1.00000	31.65541	-60.94228	9.44368	7.34566	14.67751	8.50888	6.28909	1199.35235	7.06754
6.12084	4.06072	2.41475	33.01647	9.04526	5.90114	66.02708	5.78182	1.00000	61.07309	-1.05366	10.75505	7.81690	43.71032	8.06087	5.24752	1117.52314	8.17051
7.55012	2.75277	14.40942	54.95028	6.10675	6.11861	61.96145	6.92461	0.00000	53.39786	16.50104	9.24387	9.17831	41.24264	9.40159	6.06990	1087.54642	7.89023
8.30366	1.42341	14.64508	69.19768	7.16843	5.28514	56.08358	6.72919	0.00000	57.83921	76.12647	6.39187	6.93827	32.55531	4.52509	8.98694	1199.10332	6.41658
8.50120	1.65801	24.05741	49.60936	6.14106	6.59864	69.37104	6.19163	0.00000	30.11680	15.00835	3.98237	4.60445	51.14942	6.14611	9.36306	1123.07874	4.54353
7.09445	2.35307	20.66469	33.15755	5.66883	5.84813	67.92671	6.76678	0.00000	35.91123	2.2469	9.24605	8.33211	48.90472	8.67540	5.21307	1085.69571	7.12178
6.68068	5.28242	21.67421	54.95261	7.94130	8.67349	73.53564	5.59653	1.00000	58.17840	-93.12577	7.75290	8.31534	44.73941	9.57459	6.75779	1086.68671	8.31466
6.65611	0.52352	9.23771	67.73312	6.89106	6.67098	66.19068	5.22095	1.00000	37.09847	91.00632	9.58262	7.45936	26.32293	10.46653	5.00763	1181.43732	5.71596
7.16279	2.73966	20.53050	23.19856	7.56091	6.66607	61.19601	6.74810	0.00000	55.73825	77.40858	8.51772	7.15792	24.05979	8.77185	4.50964	1093.90627	7.34890
7.91480	4.12196	20.64898	46.85838	6.32673	6.28046	65.77430	4.59211	1.00000	46.16306	74.4818	9.50526	5.82691	30.21121	10.50184	6.08797	1078.30133	8.07543
7.10493	2.46594	-5.28027	41.06709	7.86485	6.85621	70.60516	7.80900	0.00000	66.88948	68.49143	9.00679	7.53239	25.80565	9.64907	4.23211	1158.17916	6.12761
8.04476	2.52661	24.40968	37.74913	8.13807	12.86585	67.83587	6.68924	1.00000	49.63215	78.55757	8.53617	8.78667	17.34769	10.08303	8.58891	1074.69267	7.36500
6.93178	3.68090	9.74481	36.39312	7.33200	3.12796	59.12149	7.47751	1.00000	56.49725	16.50104	8.88701	6.21038	41.24264	7.39775	6.24941	1191.96888	7.87113
8.37007	2.14641	21.82081	59.51086	6.77387	7.27478	58.60925	6.23947	0.00000	75.78429	82.85749	5.68841	4.74461	17.54907	6.93190	9.34044	1174.38566	6.78500
8.33654	7.65604	0.70379	50.38119	9.29112	5.14529	55.07003	6.64323	0.00000	46.31749	-37.07167	5.98854	7.36504	-10.91111	4.91967	9.38733	1080.16619	8.82853
7.36220	0.76456	36.36998	40.55432	7.52425	8.04577	70.19652	7.09361	1.00000	39.91950	37.49338	8.44925	6.38340	55.62047	10.12417	6.79043	1054.93344	6.10082
7.67030	2.12109	19.54609	56.29072	6.65178	4.00746	71.68893	5.71201	0.00000	39.36350	-51.50361	6.67613	6.74636	-29.2975	3.24848	9.00373	1149.81556	6.87570
9.41610	1.42445	19.91800	29.20115	7.78469	7.07610	60.49421	4.60899	1.00000	71.80697	-72.47417	8.26572	11.58749	7.83389	8.13163	2.46338	1085.17223	7.12297
8.19703	5.17096	10.73049	55.12136	8.76790	5.12563	69.55229	6.67064	0.00000	16.51251	122.05228	10.60191	11.54368	37.19723	8.92840	6.56746	1089.30405	8.20942
7.93135	4.10848	11.55314	52.97416	7.84389	9.65412	89.07271	5.57544	1.00000	58.92758	59.6	8.70970	6.92553	47.83333	9.43308	6.98903	1175.38973	7.46465
9.36449	2.85076	30.45769	21.93954	7.19378	5.18679	70.63050	6.53496	0.00000	50.66653	-39.25	9.42634	8.94160	-12.91667	10.09403	6.90058	1131.09185	7.51520
6.90652	4.70728	16.55141	54.43866	8.28625	6.99926	61.97994	5.83854	1.00000	54.02500	-118.10583	9.22315	7.75088	34.09611	8.32171	6.28338	1146.08917	8.14273
8.76230	1.41225	21.95999	52.63882	9.44142	3.83063	67.23735	5.56635	0.00000	45.65235	151.07986	7.69202	9.26787	-33.88096	4.83825	9.86296	1111.53544	6.89802
5.43381	1.77528	7.01092	72.93805	6.30978	9.94675	93.18122	7.00332	1.00000	65.53554	-96.39774	8.75470	6.46363	30.16688	10.27384	8.26796	1117.47905	6.59753
7.39630	5.60065	26.03733	44.02814	8.58380	5.84653	53.90708	3.81457	1.00000	49.83611	83.62389	6.44043	4.24245	53.30972	8.89158	7.33918	1093.52013	8.36729
8.57105	2.55534	23.32809	24.59224	7.94654	6.87568	47.58377	6.51968	0.00000	48.62871	31.4976	9.77207	7.59409	26.67319	7.70288	6.55823	1178.58054	7.44385
7.73188	3.20511	3.04408	32.15831	6.87245	5.97120	71.23112	7.34256	0.00000	59.91491	-76.51552	4.72987	6.71508	39.32011	5.75719	8.68385	1132.41534	7.71270
6.61759	3.16050	27.15841	40.78333	6.87074	6.00346	74.92743	6.06176	0.00000	55.16269	33.2525	8.55822	9.10533	57.97472	9.72742	7.60233	1085.84848	7.00465
8.90583	2.77012	15.51054	60.11182	9.55040	6.78733	60.15760	6.26395	1.00000	49.70704	-6.90656	10.26231	8.23757	33.92866	6.14551	6.64191	1089.49383	7.11564
8.22254	5.79627	4.58443	27.76166	7.46214	5.53903	64.60686	7.98999	0.00000	54.51175	106.88324	6.12339	6.80134	47.90771	4.73779	7.97690	1076.43524	8.35200
8.76127	0.04571	27.34670		7.42165	9.77618	60.92999	3.38637	1.00000	51.93728	68.88871	6.12002	6.88151	25.95533		6.64039	1150.23729	5.44703
7.38242	1.99781	7.39673	40.65572	7.00955	8.59327	44.18640	5.49373	0.00000	76.40208	-87.882	5.54249	4.29097	41.85059	8.71080	8.69334	1154.42959	7.22659
8.11820	1.97802	17.56138	36.03799	6.61252	6.09997	68.00735	5.63168	0.00000	79.52209	77.9129	5.65955	7.08721	25.6439	7.07394	10.09446	1052.28625	7.26897
6.98403	1.82874	9.44288	50.19066	6.67022	8.14257	67.24114	5.09622	0.00000	49.95095	81.54855	5.75073	5.46650	26.2649	8.62987	9.82484	1101.25278	7.11184
8.04188	1.60526	22.76047	54.97207	7.43980	3.65510	67.74042	5.42812	0.00000	51.85819	23.225	6.63053	9.21792	43.4125	4.30323	10.68304	1140.88412	5.70624
7.04123	2.70858	13.48509	63.90893	5.63154	6.53778	57.20765	6.11653	0.00000	63.54137	-78.19444	8.58743	8.63233	38.91817	7.96249	5.64390	1170.68986	7.84508
7.43386	5.25293	9.38365	47.92582	6.99740	8.71161	68.01307	7.13686	1.00000	55.01171	88.1453	8.76804	11.19909	22.4711	7.57305	4.60081	1088.58906	8.33843
7.66406	2.42428	1.31033	34.50721	7.01575	9.69689	88.89190	7.70857	1.00000	64.93310	-82.46148	9.48335	6.82512	28.15112	7.88798	7.96320	1132.82321	7.20826
8.93518	1.18963	1.68191	44.41491	6.36500	3.38282	58.16137	5.72527	1.00000	37.40823	102.42587	9.18722	6.39793	15.58552	6.69657	5.94667	1085.58113	6.81136
6.32442	6.00364	-10.10276	44.22216	6.55937	6.10995	69.07886	6.80944	0.00000	37.44288	19.27498	7.64537	6.99927	50.20528	5.92455	8.12836	1074.34189	8.51653
7.36644	7.26822	-3.02926	31.98803	8.42679	4.61359	71.60594	5.36417	1.00000	68.93279	77.54372	7.89279	5.32811	10.12268	7.28699	6.67442	1082.13930	8.74688
7.65307	3.48550	-3.30955	51.39159	7.88539	2.34861	69.29605	8.52289	1.00000	46.46230	24.71204	9.21788	5.29863	41.57439	6.94435	4.77012	1122.00882	7.12031
10.15167	2.68952	17.39676	44.62280	7.66992	5.71355	64.65144	4.71731	0.00000	59.71736	71.67164	6.57642	6.36777	30.29184	5.85667	9.66597	1178.51969	7.11305
7.85847	2.15643	-0.18145	25.42234	7.22210	5.00027	60.99310	5.18448	1.00000	51.74999	-58.44417	8.66694	6.30283	-3.14306	7.77269	6.50677	1120.30310	7.01341
6.30528	4.46569	7.30651	36.17427	5.08957	6.11374	46.94782	8.08626	1.00000	70.01952	-87.882	9.67504	7.35938	41.85059	8.53065	5.86619	1105.75837	8.16166
5.57901	2.18904	17.22305	36.29271	6.95707	7.48984	44.72583	6.53985	0.00000	48.84982	-71.05977	7.86450	6.08556	42.35843	8.95904	3.68900	1198.29258	6.90846
7.02665	6.53672	6.37961	32.39614	6.31333	9.15675	70.35928	3.37812	1.00000	42.00085	5.22778	6.91801	8.95543	51.955	8.33002	8.33636	1195.81095	8.57448
7.60364	7.67790	20.26319	70.55572	6.45328	6.57022	70.25550	5.58700	0.00000	64.30420	-2.01111	7.34009	7.54452	52.66277	8.21784	7.16458	1197.39965	8.65960
9.64503	8.30682	-3.75739	69.83828	6.51114	6.68326	64.58871	5.27232	0.00000	51.15075	152.70493	8.46283	8.15256	-25.54073	4.91706	3.85880	1178.48163	8.85721
7.17449	2.05148	12.55718	68.74670	8.81578	6.29038	39.74406	5.19189	0.00000	36.62797	-73.9614	8.91575	10.22253	10.15031	8.15479	6.71771	1150.53633	7.34151
6.08136	3.40675	8.37487	46.54241	7.41056	8.31630	74.97593	6.02513	0.00000	63.32973	107.60389	4.03206	3.07734	-7.01833	7.34594	9.93203	1088.23926	7.86880
7.55341	7.61361	29.35564	57.47472	7.06459	6.09579	62.25768	8.85484	1.00000	49.34388	60.70278	8.57217	8.16960	55.75556	7.43387	8.61829	1165.67151	8.72891
7.61978	2.30617	-3.80446	46.68502	6.64609	8.08504	65.20212	8.25751	1.00000	39.07968	139.6853	10.01661	7.06030	35.815	9.15275	5.42327	1076.48323	7.26950
6.91960	2.40434	6.17519	59.05407	8.95577	4.85868	74.44870	8.66087	1.00000	34.78958	76.35484		4.38245	10.10649	8.20316	6.30443	1078.40495	6.86515
7.19603	1.51947	22.36644	46.90810	8.40014	4.33774	61.61240	7.41067	1.00000	38.98629	-76.88442	8.05102	5.96876	40.2737	6.60564	7.08975	1139.48776	7.06056
7.28196	3.03739	4.23975	33.18173	6.47820	7.46846	62.72655	6.49306	0.00000	60.34096	-117.54866	7.80780	7.24519	33.93113	8.89482	5.01586	1113.29696	7.80499
8.37239	7.55567	21.12689	40.06665	7.71304	5.80526	86.82258	7.03157	0.00000	53.71483	-15.6	9.04154	9.70170	13.56667	11.47324	8.18676	1157.26679	8.84388
5.14484	2.88817	11.49344	21.84658	9.00307	6.66783	78.32211	6.64070	0.00000	59.25312	-73.99681	8.87575	8.71664	40.94065	8.34665	5.16848	1091.30708	7.21728
8.52443	2.84872	8.32558	43.84740	9.10529	5.80002	56.81850	7.12952	0.00000	59.88431	6.83042	10.68424	11.26235	6.15038	9.74995	5.45042	1078.00122	7.58589
7.83999	3.07562	25.56802	51.61460	8.42907	5.76726	67.94645	6.28106	1.00000	26.94400	36.73307	9.08586	6.01666	55.38752	8.02413	5.86685	1195.41411	7.39118
8.85127	13.65211	8.65986	24.98081	7.69905	7.31876	61.99207	5.31036	1.00000	48.91947	-74.07764	9.20054	6.78598	40.72816	7.37813	6.03864	1106.58376	9.49073
7.66396	7.01159	18.84836	47.38834	5.77695	6.15962	74.98408	8.90300	1.00000	68.07344	5.51978	8.18676	5.10380	51.44889		5.90799	1065.51564	8.70238
4.92469	11.06441	9.48042	44.08479	7.58036	11.52094	44.43760	6.52756	1.00000	34.31774	57.3552	8.65102	6.43739	51.4781	11.03671	6.15789	1158.52826	9.22190
6.99243	3.23757	-0.64626	68.77160	8.26557	8.58666	69.03753	4.00304	1.00000	47.67291	3.20639	7.17513	11.00632	50.74497	9.08002	5.64848	1131.63963	7.48276
8.46279	8.64908	17.93504	49.41753	6.48539	9.43980	50.26994	5.45019	1.00000	85.31631	-121.74052	9.43273	8.37367	38.54491	7.15835	7.79674	1161.51907	8.91711
6.29916	4.12365	8.34304	45.18149	6.83552	8.55027	58.54732	5.14548	1.00000	46.34231	120.57224	8.54482	8.37835	15.72892	8.48172	5.90212	1129.29675	7.94740
7.63372	2.21152	11.35842	47.26541	7.67556	7.25506	58.91582	4.86144	0.00000	63.89570	75.35927	7.43288	7.84439	12.04161	6.82182	5.57990	1166.48177	7.03420
8.32844	0.24767	18.01048	34.14403	7.72628	7.42404	73.25038	6.54741	0.00000	63.08470	-0.59543	6.53427	4.48270	44.80477	6.65148	7.43747	1188.33811	5.06975
5.76279	2.63967	7.56042	47.52612	6.80104	7.18259	69.57091	6.50411	1.00000	25.88158	-91.77127	8.49861	11.59511	37.95143	7.08944	5.34609	1067.45807	7.09771
5.95349	2.78405	6.00384	23.03441	8.79154	3.44252	65.89916	10.56478	1.00000	63.43104	150.99292	11.67628	6.76100	-33.75881	6.75593	3.25555	1143.76833	7.47951
8.28633	1.80517	4.13798	38.61986	7.24759	3.68853	66.34019	6.05627	0.00000	69.16278	-78.87836	8.86851	10.24477	35.05266	5.82854	8.57413	1144.93091	7.03928
7.79880	1.62548	27.83493	39.75506	6.56337	7.24334	73.00692	6.39975	0.00000	44.03178	92.48278	5.70187	7.29271	58.23583	7.40259	9.43143	1132.51099	6.24259
7.45605	1.44123	18.17733	60.14931	8.19405	5.88685	43.28346	3.35248	1.00000	76.89466	5.37429	7.34935	8.02440	51.03427	9.68766	9.68965	1195.54186	5.43513
8.14887	2.20483	18.55871	29.27413	6.37464	5.91949	72.75013	8.41233	0.00000	89.93118	72.54064	9.06007	5.68205	31.82539	8.77098	3.42307	1082.25884	6.68418
6.97230	6.75704	16.58414	33.73474	7.15461	6.96740	58.07107	3.98310	1.00000	46.62605	4.92235	9.10501	10.80290	7.65649	7.37923	6.23133	1195.34065	8.84172
6.72794		18.89814	39.93611	6.78712	11.68405	79.07332	5.54270	1.00000	56.80068	3.39467	8.99414	8.70934	6.45407	9.03467	5.78780	1145.51063	7.48846
7.12219	2.86747	23.79863	39.84936	6.06000	8.38114	46.33023	5.87133	1.00000	63.72090	-74.96933	8.05156	5.54471	39.71734	8.29122	6.59455	1176.53106	7.45011
7.81948	13.49150	9.94853	33.25933	7.42533	6.15527	58.74984	4.23505	1.00000	38.47971	83.97573	9.93972	7.37730	21.46527	8.51154	4.26890	1051.40928	9.39376
7.65579	20.77142	6.79070	52.34895		6.47111	58.86216	7.17709	0.00000	56.97396	-37.03861	8.94891	8.86023	-10.90889	10.13949	6.23097	1191.92317	9.90415
7.04553	4.05053	-0.81468	60.30985	8.20486	6.97952	64.94524	6.19876	0.00000	69.93618	-119.01677	6.26049	6.56281	36.06523	7.68601	8.74511	1183.55587	7.77982
6.85921	1.48106	21.71050	66.12403	7.82982	9.00221	78.25808	4.77631	1.00000	54.24566	-89.10944	9.20957	5.70520	13.70167	10.59444	4.94631	1072.41773	6.75178
7.22016	2.39914	30.20015	46.37540	6.86513	10.44894	56.35945	6.25191	1.00000	55.31863	-122.2608	8.30097	9.94555	38.17492	8.45839	7.84532	1117.91885	7.13201
