QoS	station	latitude	code	revision	longitude
accep	Xiangtan	27.85	CN	07/16/2020, 00:00:00	112.9
excellent	Le Robert	14.67751	MQ	2016/04/28	-60.94228
maintenance	High Wycombe	51.62907	GB	2022/08/09	-0.74934
good	Most	50.50301	CZ	2017-08-11	13.63617
building	Paracho de Verduzco	19.64745	MX	2022-02-08	-102.04897
excellent	Scarsdale	41.0051	US	05/02/2016, 00:00:00	-73.78458
building	Rwamagana	-1.9487	RW	17 Feb 2021	30.4347
accep	San Carlos	8.79577	CO	2018-02-25	-75.69947
accep	Pameungpeuk	-7.01833	ID	2017/01/09	107.60389
average	Manikchari	22.83957	BD	29 Oct 2020	91.84128
good	Patti	31.28092	IN	09/29/2018, 00:00:00	74.85849
excellent	Barracas	-34.64966	AR	2014/03/13	-58.38341
good	Shreveport	32.52515	US	2013-04-23	-93.75018
excellent	Recife	-8.05389	BR	2020/03/19	-34.88111
maintenance	Lal Bahadur Nagar	17.34769	IN	07 Apr 2016	78.55757
average	Hasilpur	29.69221	PK	2019-12-22	72.54566
building	Lebanon	39.43534	US	2016-07-28	-84.20299
excellent	Sinhyeon	34.8825	KR	11 Aug 2016	128.62667
good	Pato Branco	-26.22861	BR	2022-09-21	-52.67056
accep	Beryozovsky	56.9083	RU	20 May 2014	60.8019
average	Coralville	41.6764	US	2019/03/14	-91.58045
excellent	Shahre Jadide Andisheh	35.6803	IR	2013-10-16	51.0193
good	Frederiksberg	55.67938	DK	2015/12/05	12.53463
average	Culemborg	51.955	NL	2013-06-02	5.22778
accep	Carnegie	-37.88333	AU	22 Oct 2014	145.06667
building	Troutdale	45.53929	US	29 Aug 2022	-122.38731
excellent	Budva	42.28639	ME	2015-07-12	18.84
good	Tyoply Stan	55.62047	RU	2013-08-19	37.49338
average	Great Wyrley	52.66277	GB	10 Feb 2022	-2.01111
excellent	Sasayama	35.06667	JP	2013/12/02	135.21667
average	Walton-on-the-Naze	51.84819	GB	2022/06/07	1.26738
excellent	Oktyabr’skiy	54.48147	RU	25 Nov 2014	53.47103
excellent	Lesosibirsk	58.23583	RU	10/10/2014, 00:00:00	92.48278
accep	Maasin	10.13361	PH	2022-04-29	124.84472
good	Southsea	50.79205	GB	2014/10/12	-1.08593
accep	Barra dos Coqueiros	-10.90889	BR	2019-12-30	-37.03861
building	Scotch Plains	40.65538	US	2015-12-28	-74.38987
maintenance	Ganei Tikva	32.05971	IL	20 Sep 2022	34.8732
excellent	Barneveld	52.14	NL	06 Jun 2016	5.58472
good	Searcy	35.25064	US	2013-07-04	-91.73625
excellent	Mwandiga	-4.83	TZ	20 Aug 2018	29.65806
average	Aberdeen	57.14369	GB	2018-12-07	-2.09814
excellent	Arbroath	56.56317	GB	2016-05-08	-2.58736
excellent	Ksar Chellala	35.21222	DZ	10 Aug 2021	2.31889
good	Camarillo	34.21639	US	22 Feb 2019	-119.0376
accep	Dehiwala-Mount Lavinia	6.84019	LK	2020-06-04	79.87116
average	Danilov	58.1908	RU	07 Jan 2016	40.17171
maintenance	Lancing	50.82882	GB	12 Mar 2019	-0.32247
accep	Davangere	14.46693	IN	2013-09-18	75.92694
average	Le Robert	14.67751	MQ	09/04/2013, 00:00:00	-60.94228
good	Minokamo	35.48199	JP	16 Jan 2021	137.02166
accep	Nyahururu	0.03813	KE	10/28/2014, 00:00:00	36.36339
good	Varadero	23.15678	CU	25 Oct 2015	-81.24441
excellent	Rosemount	44.73941	US	2022/01/19	-93.12577
average	Madhipura	25.92127	IN	31 Mar 2022	86.79271
building	Thomazeau	18.65297	HT	06/26/2014, 00:00:00	-72.09391
accep	Villa del Rosario	7.83389	CO	2015-06-21	-72.47417
building	Ehingen	48.28259	DE	11/03/2021, 00:00:00	9.72749
accep	Acaponeta	22.49396	MX	22 May 2018	-105.36369
average	Coralville	41.6764	US	06/26/2018, 00:00:00	-91.58045
accep	Zaozhuang	34.86472	CN	2020/03/25	117.55417
average	Waverly	42.7392	US	2017-07-09	-84.62081
average	Surbiton	51.39148	GB	08 May 2019	-0.29825
accep	Barneveld	52.14	NL	2016/08/13	5.58472
accep	Gisborne	-38.65333	NZ	08/09/2018, 00:00:00	178.00417
good	Messaad	34.15429	DZ	2019/11/16	3.50309
good	Saint-Omer	50.75	FR	2019/04/19	2.25
excellent	Valday	57.97472	RU	08/01/2015, 00:00:00	33.2525
average	Yasothon	15.79408	TH	2022-08-09	104.1451
maintenance	Svatove	49.41029	UA	09/17/2018, 00:00:00	38.15035
accep	Mikhaylovka	50.06	RU	2015/01/07	43.2379
accep	Barra dos Coqueiros	-10.90889	BR	11/14/2016, 00:00:00	-37.03861
excellent	Chichicastenango	14.93333	GT	09 Feb 2014	-91.11667
maintenance	Carnaxide	38.72706	PT	2014/04/17	-9.24671
good	Toyokawa	34.81667	JP	13 Mar 2013	137.4
accep	Naushahra Virkan	31.96258	PK	05/06/2019, 00:00:00	73.97117
average	Aracaju	-10.91111	BR	2015-07-03	-37.07167
average	Mongo	12.18441	TD	2021/10/29	18.69303
good	Standerton	-26.93366	ZA	2020-05-01	29.24152
good	Falconara Marittima	43.62558	IT	2022/02/01	13.39954
average	North Lauderdale	26.2173	US	21 Feb 2015	-80.22588
average	Francavilla Fontana	40.53123	IT	08 Mar 2015	17.58522
accep	Iringa	-7.76667	TZ	2016-07-30	35.7
acceptable	Tyler	32.35126	US	2016-06-20	-95.30106
good	Caldas Novas	-17.74431	BR	06/26/2013, 00:00:00	-48.62789
accep	Besuki	-7.73379	ID	2021/03/31	113.69785
average	Sector 6	44.43579	RO	2022/07/11	26.01649
average	Sar-e Pul	36.21544	AF	04/30/2014, 00:00:00	65.93249
average	Hoxtolgay	46.51872	CN	2014/06/19	86.00214
excellent	Laguna Niguel	33.52253	US	30 Nov 2019	-117.70755
accep	Kent	47.38093	US	2017-07-22	-122.23484
excellent	Acaponeta	22.49396	MX	2016/07/13	-105.36369
accep	Selby	53.78333	GB	03/29/2017, 00:00:00	-1.06667
accep	Reutlingen	48.49144	DE	27 Dec 2019	9.20427
accep	Kampung Ayer Molek	2.2139	MY	2014-04-16	102.3278
accep	Azrou	33.43443	MA	17 Mar 2016	-5.22126
building	Southsea	50.79205	GB	2014/11/27	-1.08593
average	Fresno	29.53885	US	19 Mar 2013	-95.44744
excellent	Bhit Shah	25.80565	PK	2014/07/10	68.49143
excellent	Sirsi	14.62072	IN	2014/03/02	74.83554
maintenance	Elbeuf	49.28669	FR	11/10/2014, 00:00:00	1.00288
accep	Tiruppuvanam	9.82564	IN	2018-06-03	78.25795
good	Thap Than	15.46063	TH	16 Jun 2017	99.89166
good	Carlsbad	32.42067	US	06/04/2020, 00:00:00	-104.22884
accep	Palafrugell	41.91738	ES	05/26/2021, 00:00:00	3.1631
average	Selby	53.78333	GB	2015/06/15	-1.06667
excellent	Belper	53.0233	GB	27 May 2020	-1.48119
accep	les Escaldes	42.50729	AD	2019-09-07	1.53414
accep	Yakuplu	40.98894	TR	21 Dec 2020	28.67582
accep	Aschaffenburg	49.97704	DE	06/29/2016, 00:00:00	9.15214
accep	Cheraga	36.76775	DZ	2020/12/17	2.95924
good	Majene	-3.5403	ID	05/17/2018, 00:00:00	118.9707
good	Cardedeu	41.63976	ES	2013-09-11	2.35739
maintenance	Portogruaro	45.78071	IT	2012/12/23	12.84052
building	Itacoatiara	-3.14306	BR	2015/05/16	-58.44417
maintenance	East Haven	41.27621	US	03 Dec 2018	-72.86843
average	Gorgonzola	45.53069	IT	2022/06/04	9.40531
building	Maryborough	-25.54073	AU	2017/09/25	152.70493
maintenance	Tudela	42.06166	ES	2013/03/19	-1.60452
building	Voznesensk	47.56494	UA	27 Jul 2013	31.33078
average	Aleshtar	33.86419	IR	10/20/2012, 00:00:00	48.26258
good	Supaul	26.11527	IN	07 Aug 2016	86.59509
accep	Kashira	54.84444	RU	2018-01-17	38.16694
maintenance	Villabate	38.07789	IT	2019-10-05	13.44275
average	Beni Douala	36.61954	DZ	07 Aug 2022	4.08282
average	Kot Addu	30.46907	PK	2015/09/30	70.96699
excellent	Clermont	28.54944	US	2021/11/20	-81.77285
good	Toledo	41.66394	US	2013/03/24	-83.55521
accep	Mitry-Mory	48.98333	FR	2021-11-14	2.61667
excellent	Tudela	42.06166	ES	2019-09-23	-1.60452
excellent	Novopavlovsk	43.96222	RU	12 Nov 2021	43.63417
maintenance	Deoli	25.75728	IN	12/11/2017, 00:00:00	75.37991
building	Gonesse	48.98693	FR	20 Sep 2015	2.44892
good	Wesseling	50.82709	DE	28 Nov 2016	6.9747
excellent	Gonesse	48.98693	FR	2019/03/03	2.44892
maintenance	Thetford	52.41667	GB	2016-01-14	0.75
maintenance	Iwade	34.25	JP	03/01/2018, 00:00:00	135.31667
good	Sangla Hill	31.71667	PK	2013-04-03	73.38333
accep	Yamada	39.46667	JP	2013-08-13	141.95
good	Gero	35.8	JP	2013-05-17	137.23333
excellent	Scottsdale	33.50921	US	2020-01-27	-111.89903
accep	Hoogezand	53.16167	NL	26 Apr 2016	6.76111
building	Lesosibirsk	58.23583	RU	25 May 2021	92.48278
good	Beidao	34.56861	CN	06 Feb 2015	105.89333
maintenance	Chiguayante	-36.9256	CL	11/16/2018, 00:00:00	-73.02841
building	Gilbert	33.35283	US	20 Feb 2019	-111.78903
average	Sharypovo	55.54028	RU	10/12/2016, 00:00:00	89.20083
excellent	Lancing	50.82882	GB	2013/12/19	-0.32247
maintenance	Ciudad Guayana	8.35122	VE	06/03/2015, 00:00:00	-62.64102
excellent	Minas de Marcona	-15.21194	PE	2015/10/14	-75.11028
good	High Wycombe	51.62907	GB	10/13/2013, 00:00:00	-0.74934
good	Yanliang	34.65918	CN	12/12/2018, 00:00:00	109.22921
good	Pedro II	-4.42472	BR	2019-05-28	-41.45861
building	Damnoen Saduak	13.51825	TH	09/18/2014, 00:00:00	99.95469
good	Shahre Jadide Andisheh	35.6803	IR	2016/08/27	51.0193
maintenance	Huntley	42.16808	US	2021/09/03	-88.42814
excellent	Karatsu	33.4425	JP	03/18/2016, 00:00:00	129.96972
excellent	Zaozhuang	34.86472	CN	2017-03-24	117.55417
accep	Las Gabias	37.13548	ES	14 Feb 2020	-3.67029
good	Palm Desert	33.72255	US	01/22/2020, 00:00:00	-116.37697
good	Villaquilambre	42.64685	ES	2021-07-10	-5.55835
good	Rahat	31.39547	IL	2014-01-01	34.75699
average	Chiavari	44.31771	IT	04/20/2019, 00:00:00	9.32241
building	Yablonovskiy	44.98901	RU	25 Oct 2020	38.94324
building	Hardenberg	52.57583	NL	09 May 2018	6.61944
excellent	Ventimiglia	43.78956	IT	2020/08/02	7.60872
good	Ulan Bator	47.90771	MN	11 Jun 2020	106.88324
excellent	Kashira	54.84444	RU	11/13/2012, 00:00:00	38.16694
accep	Barra dos Coqueiros	-10.90889	BR	2013/08/15	-37.03861
accep	Rudolstadt	50.72043	DE	2013-12-14	11.34046
good	Ina	35.82756	JP	2013-04-10	137.95378
accep	Artur Nogueira	-22.57306	BR	01/01/2017, 00:00:00	-47.1725
accep	Bad Honnef	50.64336	DE	2015/12/29	7.2278
good	Valence	44.92801	FR	08 Sep 2017	4.8951
accep	Canton	42.30865	US	2013/03/08	-83.48216
good	Longview	32.5007	US	2012-11-27	-94.74049
accep	Willetton	-32.05251	AU	06/02/2020, 00:00:00	115.88782
average	Santa Maria	34.95303	US	2015/03/19	-120.43572
accep	Villaquilambre	42.64685	ES	08/13/2017, 00:00:00	-5.55835
average	Mampong	7.06273	GH	22 Jul 2014	-1.4001
accep	Narwar	25.6439	IN	10/23/2014, 00:00:00	77.9129
average	Ozersk	55.75556	RU	27 Sep 2015	60.70278
accep	Yamada	39.46667	JP	05 Aug 2013	141.95
building	Talisay	10.7375	PH	18 May 2018	122.9666
maintenance	Kot Addu	30.46907	PK	01 Jul 2018	70.96699
excellent	Westchester	41.85059	US	12 Aug 2014	-87.882
maintenance	Talisay	10.7375	PH	21 Jul 2022	122.9666
maintenance	American Canyon	38.17492	US	22 Feb 2019	-122.2608
excellent	Usagara	-2.68333	TZ	2012-12-27	33
excellent	Longview	32.5007	US	02/19/2018, 00:00:00	-94.74049
excellent	Saraj	42	MK	03/25/2021, 00:00:00	21.32778
building	Hasilpur	29.69221	PK	13 Mar 2021	72.54566
accep	Osmanabad	18.18158	IN	2013-08-24	76.03889
good	Griffith	-34.28853	AU	05/29/2021, 00:00:00	146.05093
building	Roi Et	16.0567	TH	2019-11-19	103.65309
good	Ken Caryl	39.57582	US	2013/04/13	-105.11221
excellent	Meerut	28.98002	IN	2016/01/07	77.70636
average	Carlsbad	32.42067	US	30 Aug 2020	-104.22884
