revision	QoS	code	longitude	station	latitude
11/23/2021, 00:00:00	good	RU	107.60627	Ulan-Ude	51.82721
12/20/2020, 00:00:00	average	KE	36.36339	Nyahururu	0.03813
11 Apr 2013	good	IN	82.85749	Elamanchili	17.54907
2014-01-19	accep	NE	9.15013	Mirriah	13.70727
2013/11/09	accep	UA	27.06365	Shepetivka	50.18545
2021/05/16	accep	US	-86.78777	Vestavia Hills	33.44872
05/31/2022, 00:00:00	excellent	IN	85.37752	Barbil	22.10194
05/31/2021, 00:00:00	building	IN	84.63445	Rafiganj	24.81757
07/27/2020, 00:00:00	maintenance	IL	34.8732	Ganei Tikva	32.05971
2013-07-30	maintenance	LT	24.75	Ukmerge	55.25
11/05/2015, 00:00:00	maintenance	NG	3.39467	Lagos	6.45407
04/27/2015, 00:00:00	maintenance	US	-73.89875	Yonkers	40.93121
16 Feb 2016	average	US	-98.15529	San Juan	26.18924
2019/01/30	maitennce	BR	-47.1725	Artur Nogueira	-22.57306
24 Aug 2022	good	AU	151.07986	Strathfield	-33.88096
08/27/2018, 00:00:00	accep	IN	74.80555	Srinagar	34.08565
26 Nov 2021	good	FR	4.8951	Valence	44.92801
2018/03/15	accep	IT	11.04979	Castelfranco Emilia	44.59445
2014/09/14	accep	US	-73.99681	Dumont	40.94065
2017/05/02	good	AR	-65.61427	Aguilares	-27.4338
12/03/2018, 00:00:00	excellent	GB	-2.52398	Winsford	53.19146
2016-11-09	average	GH	-2.31938	Bibiani	6.46346
08 Jan 2022	average	DE	8.51667	Verl	51.88333
2017/02/12	excellent	NL	4.47124	Schiebroek	51.95838
27 Jun 2018	good	ET	38.01667	Debre Tabor	11.85
09 Nov 2012	excellent	US	-87.71255	South Lawndale	41.84364
16 Nov 2021	excellent	PK	75.06583	Fazilpur	32.17629
08/20/2017, 00:00:00	good	CN	114.51667	Wacheng	33.78333
2017/01/30	good	BR	-58.44417	Itacoatiara	-3.14306
05/02/2013, 00:00:00	excellent	US	-87.882	Westchester	41.85059
2015/07/13	maintenance	TR	40.74357	Mardin	37.31309
08/10/2021, 00:00:00	maintenance	JP	138.31667	Suzaka	36.65
07/21/2018, 00:00:00	average	CA	-119.48568	Kelowna	49.88307
10/20/2014, 00:00:00	excellent	CN	117.81667	Zhoucun	36.81667
21 Jan 2022	average	US	-102.36764	Odessa	31.84568
01/31/2022, 00:00:00	average	DE	9.72749	Ehingen	48.28259
04 Oct 2015	average	IN	71.30633	Kundla	21.34222
10/06/2012, 00:00:00	average	TR	29.26639	Serinhisar	37.58105
02/19/2019, 00:00:00	good	TR	42.85693	Patnos	39.22493
05/23/2015, 00:00:00	average	PH	124.95278	Tupi	6.33444
2015/04/16	building	EG	31.4976	Juhaynah	26.67319
2013-03-22	accep	US	-91.73625	Searcy	35.25064
2018-06-08	average	UA	32.6178	Kherson	46.65581
03 May 2014	maitennce	IN	77.5609	Kangayam	11.00599
02/11/2018, 00:00:00	average	RU	76.92421	Izluchinsk	60.97944
08/08/2022, 00:00:00	accep	ES	-2.77259	Baza	37.49073
2018-04-07	average	RU	39.85331	Gavrilov-Yam	57.30185
23 Jun 2014	maintenance	US	-116.97725	Beaumont	33.92946
02/13/2013, 00:00:00	average	PK	68.75915	Khairpur Mir’s	27.52948
04 Sep 2022	average	CU	-82.4017	Boyeros	23.0072
2015/09/10	accep	MD	28.28489	Soroca	48.15659
16 Mar 2018	accep	IN	78.15794	Dharmapuri	12.1277
03/08/2022, 00:00:00	accep	TH	100.48528	Bang Ban	14.37395
2020/06/30	accep	RU	34.33825	Dyat’kovo	53.59782
07/01/2015, 00:00:00	building	MX	-93.11308	Tuxtla	16.75973
2022-05-20	excellent	NL	5.23333	Zeist	52.09
16 Jun 2015	excellent	NG	4.18333	Olupona	7.6
2016-08-24	excellent	US	-73.99681	Dumont	40.94065
04 Apr 2016	average	BG	23.225	Montana	43.4125
2013/01/26	accep	PH	120.89694	Baliuag	14.95472
2016-09-17	excellent	CO	-74.26419	Madrid	4.73245
12 Dec 2017	good	US	-122.24064	Bothell West	47.80527
2017-10-14	excellent	ES	-0.76773	Novelda	38.38479
05/21/2015, 00:00:00	acceptable	IN	71.57737	Gariadhar	21.53889
02/28/2013, 00:00:00	excellent	AU	115.88782	Willetton	-32.05251
09/12/2020, 00:00:00	accep	IN	74.83554	Sirsi	14.62072
24 Feb 2016	accep	US	-122.24092	Bryn Mawr-Skyway	47.4943
20 Apr 2019	good	IN	82.85749	Elamanchili	17.54907
2020-01-03	accep	MX	-100.44843	Santa Rosa Jauregui	20.74122
2017/07/11	building	TZ	38.66667	Mvomero	-6.25
2018-06-15	average	US	-122.40433	Visitacion Valley	37.71715
03/23/2021, 00:00:00	good	ID	99.1625	Tebingtinggi	3.3285
08 Nov 2020	average	BE	4.52529	Rixensart	50.71229
26 Aug 2013	average	US	-82.61573	Norwalk	41.24255
2018-08-02	accep	JP	140.73667	Hakodate	41.77583
2016-10-29	excellent	CN	122.08333	Ulanhot	46.08333
15 Jan 2020	average	TR	27.18052	Bergama	39.12074
2016/02/29	accep	US	-74.28459	Woodbridge	40.5576
2020-04-25	good	US	-120.00865	Sunnyside	46.32374
07/24/2021, 00:00:00	accep	IN	85.83636	Dalsingh Sarai	25.66795
12/24/2016, 00:00:00	excellent	AU	145.13643	Frankston South	-38.16604
2021/06/30	maintenance	JP	137.02166	Minokamo	35.48199
2013-06-29	good	US	-75.23266	Utica	43.1009
11 May 2015	accep	FR	2.29026	Sceaux	48.77644
25 Jul 2022	average	LK	79.883	Hendala	6.9909
08/27/2016, 00:00:00	accep	AD	1.53414	les Escaldes	42.50729
2015-10-07	average	US	-117.14392	Mira Mesa	32.9156
07/20/2019, 00:00:00	average	CO	-73.9614	El Copey	10.15031
18 Oct 2014	maintenance	IN	78.95693	Kashipur	29.21399
06/15/2022, 00:00:00	excellent	US	-95.63079	Palestine	31.76212
2013-06-27	average	US	-73.0515	Waterbury	41.55815
2019-05-07	average	FR	4.63031	Arles	43.67681
2013/05/20	average	TH	100.48528	Bang Ban	14.37395
2018-09-14	maintenance	RU	46.04833	Privolzhskiy	51.40944
03/08/2022, 00:00:00	excellent	DE	7.02238	Gronau	52.21099
09/06/2016, 00:00:00	excellent	IL	34.75699	Rahat	31.39547
2018/03/25	excellent	US	-80.22588	North Lauderdale	26.2173
27 Jun 2018	building	DE	9.15214	Aschaffenburg	49.97704
2019-05-27	excellent	CA	-73.81669	Pointe-Claire	45.44868
2016/10/24	accep	KR	128.62667	Sinhyeon	34.8825
2014-07-18	accep	DK	12.53463	Frederiksberg	55.67938
26 Oct 2014	average	DZ	2.95924	Cheraga	36.76775
2019-02-07	maintenance	BR	-48.67028	Imbituba	-28.24
2021/04/20	accep	US	-91.58045	Coralville	41.6764
2022-04-12	good	GB	-0.36053	Bushey	51.64316
2022-02-03	good	LY	20.22625	Ajdabiya	30.75545
2016/11/03	average	IT	14.43865	Somma Vesuviana	40.87329
2016-02-17	average	US	-122.2054	Bothell	47.76232
07/16/2018, 00:00:00	accep	PK	70.96699	Kot Addu	30.46907
2016/01/08	average	IN	73.85535	Pune	18.51957
18 Apr 2022	good	US	-87.65644	New City	41.80753
06/25/2013, 00:00:00	excellent	CA	-73.75335	Dorval	45.4473
05/05/2016, 00:00:00	good	NL	6.76111	Hoogezand	53.16167
07 Sep 2020	average	UG	30.91105	Arua	3.02013
2018/04/14	good	RU	65.27258	Tavda	58.04254
16 Dec 2015	good	US	-87.66561	Lower West Side	41.8542
2012-11-11	excellent	US	-91.77127	Rolla	37.95143
2019-01-24	average	US	-74.13653	Port Richmond	40.63316
18 Apr 2021	maintenance	PH	123.33471	Dipolog	8.56697
2014/02/10	average	MY	116.10146	Donggongon	5.90702
23 May 2019	accep	ES	0.57856	Amposta	40.70995
2021-02-15	average	RU	133.42825	Lesozavodsk	45.47885
2019-01-20	excellent	PK	71.52847	Mianwali	32.57756
2017-01-17	excellent	UA	27.06365	Shepetivka	50.18545
2018/04/19	maintenance	IN	88.1453	Pujali	22.4711
06/05/2020, 00:00:00	building	CO	-74.73584	Honda	5.20856
2022-04-02	excellent	BR	-40.7475	Guaraciaba do Norte	-4.16694
2016/08/30	good	NL	5.51978	Tongelre	51.44889
2016/09/14	average	US	-119.0376	Camarillo	34.21639
2021-01-22	average	ES	-1.325	Jumilla	38.47917
17 Nov 2016	maintenance	BR	-48.67028	Imbituba	-28.24
11 May 2014	building	IN	75.11937	Parola	20.88098
2017-04-21	excellent	ES	-0.18333	Gandia	38.96667
01 Oct 2012	accep	MA	-5.22126	Azrou	33.43443
03 Sep 2018	average	US	-78.19444	Front Royal	38.91817
2021/07/03	maintenance	RU	38.16694	Kashira	54.84444
2017-01-30	good	MD	28.28489	Soroca	48.15659
30 Dec 2017	excellent	UA	25.34244	Lutsk	50.75932
04/15/2014, 00:00:00	accep	FR	-1.05366	Dax	43.71032
08/01/2019, 00:00:00	good	ES	-5.55835	Villaquilambre	42.64685
02 Jul 2016	excellent	DE	10.03988	Barmbek-Nord	53.6052
06/22/2017, 00:00:00	good	US	-82.42491	Port Huron	42.97086
2021-10-09	excellent	DZ	2.31889	Ksar Chellala	35.21222
2016-03-09	maintenance	CZ	13.63617	Most	50.50301
28 Mar 2018	excellent	PL	19.27498	Jaworzno	50.20528
09 Feb 2017	good	CH	8.52462	Adliswil	47.30997
2021-10-14	average	RU	34.33825	Dyat’kovo	53.59782
2016/08/04	good	RU	39.85331	Gavrilov-Yam	57.30185
2018-06-08	average	JP	137.36215	Namerikawa	36.75965
14 Mar 2018	accep	BE	5.37429	Houthalen	51.03427
2020-06-19	good	GB	-2.68758	Leyland	53.69786
2015/12/24	accep	IR	51.0193	Shahre Jadide Andisheh	35.6803
11/23/2017, 00:00:00	accep	US	-117.79394	North Tustin	33.76446
10/30/2020, 00:00:00	average	RU	30.38167	Shushary	59.80917
