PAHs	warning	H2CO	SO2	O3	CO	TEMP	PM2.5	NH3	longitude	Pb	NOx	PM10	latitude	C2H3NO5	PRES	CFCs	CH4
7.21060	0.00000	62.04644	7.81602	4.64807	7.14928	8.57214	7.14925	10.26195	-74.95472	45.02963	7.34914	8.32120	10.98778	6.60443	1128.28065	61.61804	7.83812
7.91841	0.00000	61.90664	9.67167	6.85286	10.03657	14.96590	5.15316	7.86825	97.01124	47.92187	8.91798	7.99362	17.30858	4.67742	1090.71686	63.12831	5.99559
8.09773	1.00000	33.09614	5.62092	9.64502	8.17285	23.77964	5.77056	9.54474	-73.25383	46.63174	5.66640	9.48142	-3.74912	15.35193	1144.85787	72.22277	9.10129
8.95654	0.00000	57.93988		5.34999	10.50354	2.47769	4.57114	5.67324	-34.88111	61.20918	7.26109	6.77310	-8.05389	1.89820	1089.33568	83.15290	4.96993
7.45637	0.00000	33.87483		6.59172	7.97430	16.10206	6.41180	4.04924	13.32127	27.96919	8.60881	8.61882	52.59319	6.23897	1178.91917	65.67650	7.88783
6.77722	1.00000	69.04250	7.09558	5.63821	10.44228	31.00477	10.30099	6.74970	-5.682	37.28709	10.01420	8.59694	5.84752	6.93193	1092.66448	66.53269	8.71227
9.94472	1.00000	66.24380	6.15493	8.10767	6.67937	25.15029	6.38255	9.38937	1.26738	47.33759	7.88714	7.05129	51.84819	2.79688	1081.25687	78.06615	8.68607
6.33210	0.00000	54.89448	8.60907	6.23739	9.60896	16.28461	5.68225	7.93941	9.37082	19.12423	9.26491	6.86776	36.08497	2.69904	1069.78818	49.33684	4.90314
7.34446	0.00000	61.49224	8.50288	4.91575	6.90525	-5.72563	9.07159	8.47268	-83.55521	65.83397	6.94270	8.20151	41.66394	4.77592	1115.43347	78.92020	8.49761
6.59917	1.00000	33.50605	5.20696	8.52314	8.23689	13.31106	7.76796	5.55214	4.74161	42.94523	9.55749	9.03114	7.62789	10.09545	1105.81561	74.73493	8.94452
7.55525	0.00000	58.22437	6.67824	7.45756	8.42384	7.84790	8.19544	8.13013	-77.43532	48.26943	8.23209	7.51019	20.14298	3.63972	1191.85518	86.07141	6.70807
6.52850	0.00000	56.01726	6.16737	9.72223	5.75329	15.75497	6.15771	10.61827	-81.23621	52.91285	8.09905	7.78496	33.98154	4.08317	1170.23078	67.31229	10.20665
10.70897	1.00000	43.36991	8.48404	9.57380	6.02065	13.92140	8.15224	7.19774	4.86667	80.12459	7.71939	8.82016	45.51667	8.33787	1147.04695	86.64269	8.30689
8.16284	1.00000	51.53877	6.65055	8.28134	8.59928	5.20758	8.89039	6.97559	9.15214	37.81303	8.81569	8.18067	49.97704	4.39470	1192.94489	70.18169	7.69759
5.93242	1.00000	41.98467	6.48797	7.80978	7.26265	20.52490	7.00237	6.81077	8.61839	32.21722	8.67237	8.47910	49.68369	6.66561	1149.82123	82.04829	11.23887
8.74793	0.00000	36.04722	5.87310	6.84289	9.36450	-1.34837	6.31887	9.08699	-81.77285	47.99124	8.57761	7.98108	28.54944	5.07865	1056.34673	73.46975	5.56422
8.13620	1.00000	44.84925	6.74822	6.61341	9.65411	19.13017	9.26207	4.85733	-97.92977	61.78578	7.50054	7.71308	38.06084	3.75264	1114.96739	69.59598	8.53492
9.38506	1.00000	46.64697	6.91574	10.25213	8.23896	10.05650	5.76583	9.19956	12.1369	42.89991	8.54504	9.06688	51.04962	11.22483	1053.07881	63.47526	8.76294
9.74676	1.00000	57.03468	6.03213	7.84192	6.08179	11.38416	8.08735	8.48179	-87.66561	39.50613	6.59911	6.54958	41.8542	2.15842	1188.50800	71.45694	9.04863
9.30227	1.00000	76.15531	6.97984	6.92163	10.44608	19.01813	8.31374	7.29561	109.05389	66.04708	7.46790	7.82264	-7.51611	3.61029	1087.85043	76.14920	9.26909
6.22029	0.00000	73.70914	5.75660	6.18157	9.30571	5.17485	5.22866	9.37719	-77.55777	68.56011	9.19108	7.35189	37.52487	2.48836	1196.59552	77.82188	4.53640
7.22918	0.00000	50.70650	7.90685	5.89337	10.62331	28.40108	8.65368	9.08466	75.06583	23.21844	7.13426	8.14174	32.17629	5.21401	1199.92097	65.02766	6.56320
7.80418	0.00000	48.43076	8.26442	4.46162	8.98881	7.52286	3.66291	7.69306	168.31366	61.04002	6.82955	7.96971	-17.73648	5.24887	1092.94471	66.17698	6.07803
7.51933	0.00000	49.30324	7.29326	5.61646	9.32982	12.91425	4.37559	10.13127	-88.3162	55.60275	8.04431	6.07765	42.24113	1.07808	1163.29999	76.50298	5.98098
8.24891	1.00000	55.05969	5.15324	7.56720	5.87751	18.50082	5.78673	9.71628	-117.23991	47.00576	7.86645	7.03072	47.64995	2.39578	1082.67586	64.76409	8.47390
7.46839	1.00000	43.27151	7.40059	6.38305	8.50967	-9.76953	6.67550	8.16307	-47.53028	32.66422	9.56339	7.87717	-22.45667	4.55278	1120.30318	62.00450	9.04100
8.26998	1.00000	36.41795	5.37506	8.89394	6.48514	31.46221	5.60204	11.61373	-119.0376	52.91293	9.63635	6.67867	34.21639	1.90860	1125.60195	62.78474	8.37895
9.71867	0.00000	59.01965	5.25383	6.28679	10.22025	12.29442	6.90493	10.19837	8.61839	36.38119	7.89951	7.99464	49.68369	5.69946	1115.12396	65.47691	7.31350
6.83002	1.00000	55.00138	5.42536	6.60209	7.90885	24.27069	10.88976	6.22157	-102.36764	47.88525	6.57779	7.03076	31.84568	2.34977	1163.28989	70.33312	9.63376
9.63698	1.00000	59.80676	6.03603	6.05789	5.10835	4.26327	6.47479	7.01849	38.07083	59.53945	5.09932	8.78581	54.90083	9.36532	1083.14973	80.05058	10.99654
8.80476	0.00000	76.13761	6.61546	4.56762	7.84373	0.85282	8.32408	7.81784	107.60389	30.94000	7.96695	5.82767	-7.01833	1.75057	1165.50229	78.77591	5.80134
9.53073	1.00000	64.21386	6.85874	5.98812	6.00911	26.56309	9.71051	7.22985	-82.4017	41.06072	8.60936	7.06923	23.0072	1.55168	1153.56290	71.24454	11.65913
8.83048	0.00000	64.73992	6.79902	5.74313	9.97166	0.71821	3.84006	9.73935	37.00438	63.33682	8.63466	8.24229	-7.60361	5.78683	1156.01774	53.68638	5.16144
	0.00000	48.07131	10.39635	8.57198	7.63691	15.05446	4.89913	4.07640	-89.71472	56.02764	7.46709	7.29970	13.73417	3.60125	1082.65400	76.09265	7.30367
7.90507	1.00000	36.43954	6.59072	6.31342	9.40806	17.65523	10.43468	4.10344	-77.43532	52.58523	7.85314	7.38919	20.14298	2.70337	1171.37347	66.04539	8.12697
7.49925	1.00000	59.60007	6.72689	8.24659	6.09542	22.44800	7.91833	9.82056	49.62251	66.87345	8.76466	8.51772	27.0174	6.02810	1157.41325	67.48636	9.68129
8.70365	1.00000	74.61205	9.16915	9.36844	8.81332	2.75750	8.72463	7.40079	107.60389	52.01968	6.43398	8.73974	-7.01833	8.61028	1140.18352	65.43428	8.87149
8.17065	1.00000	46.81905	5.47783	10.83455	6.69211	9.19724	4.76271	11.54048	25.34244	53.37133	6.79754	8.37542	50.75932	5.47233	1078.21471	52.31167	9.05124
7.77980	1.00000	48.49157	5.71840	6.10172	8.05935	0.27146	8.07477	5.94902	20.22625	32.05887	7.51745	7.50572	30.75545	3.75494	1082.47063	62.34664	10.78356
6.84957	0.00000	50.11091	8.69708	7.26453	6.21743	23.10418	6.38065	8.91356	130.57211	55.19161	5.88568	9.79022	45.75279	20.54697	1143.03296	61.63104	6.20581
8.53147	1.00000	61.10696	7.16325	10.57804	6.41183	9.35334	6.14613	9.98392	12.16179	48.77278	9.46571	7.19172	48.52961	2.63613	1169.01619	57.87409	7.39153
8.36419	1.00000	77.05468	7.82971	7.63994	8.33133	15.71205	9.08891	7.62874	100.48528	47.06525	6.94095	6.93060	14.37395	2.40225	1110.68347	64.23419	7.20437
7.46003	1.00000	52.85295	7.07183	6.25913	9.71935	20.35943	7.82620	5.17958	3.50309	33.63270	7.22827	7.88424	34.15429	5.05611	1065.64528	74.40267	9.32680
6.90631	0.00000	49.95260	5.89280	8.07561	7.86090	17.84754	8.47539	8.54966	-113.3187	51.96171	8.98163	7.85437	53.51684	3.53110	1076.32859		6.25225
6.93315	1.00000	57.89216	6.66350	8.19361	3.74337	14.91731	6.88274	8.98724	-71.19901	45.85089	6.90891	8.58370	-30.60106	7.22862	1178.49763	78.56748	7.34146
7.55843	0.00000	54.91978	8.38388	6.70279	8.60242	42.65163	4.28508	5.74218	-116.21677	66.46637	9.55906	6.75241	33.7207	1.56812	1161.84124	74.54665	6.76566
9.65187	0.00000	69.70030	10.27134	7.80644	8.78746	30.15139	5.86691	6.12233	8.70745	34.61759	8.03254	8.12521	49.03685	5.14381	1159.19513	63.18808	6.05796
5.65449	1.00000	56.70543	6.06541	6.26429	11.09233	9.44106	8.37457	4.57074	9.00472	43.91972	8.02973	8.91515	4.2475	9.68264	1053.32638	75.28302	10.37844
8.45275	1.00000	59.03711	6.00091	7.76361	6.04923	14.33534	6.75125	8.25731	-101.2591	66.71353	7.73071	7.82027	21.01858	5.26256	1176.95073	77.37699	9.35464
6.75380	0.00000	67.46828	8.25984	7.91902	5.90793	-7.30019	6.33363	7.82312	37.73333	34.48372	7.51574	7.43400	-4.06667	2.55207	1085.49048	82.81266	4.32945
9.80929	0.00000	68.18372	7.12442	3.90967	8.79660	17.23564	4.76417	7.29021	-93.12577	51.69665	7.55614	9.19752	44.73941	11.33185	1157.37997	69.28582	5.53878
10.02399	0.00000	61.69165	4.91189	4.17584	11.69282	6.15146	6.20111	10.37129	-88.81395	77.98751	7.31455	8.11655	35.61452	4.79221	1185.15604	70.63853	7.25683
7.16155	1.00000	38.80006	5.28452	5.02539	6.23994	23.23826	9.38103	4.78692	-77.96389	58.14765	7.47688	7.71859	39.45621	3.59769	1100.30749	62.36274	11.83052
7.73317	1.00000	46.04887	5.78470	7.02694	9.51940		11.13647	7.85900	-73.49484	45.17022	7.67389	7.54452	41.14676	3.52315	1127.79134	71.69491	8.86696
5.97709	1.00000	31.63907	7.26436	7.54998	10.83051	31.91757	10.00771	6.38839	15.07041	61.20628	9.74424	7.55221	37.49223	3.58688	1118.41873	62.31458	7.18324
7.22007	0.00000	48.81979	9.00978	7.46795	10.23533	-1.07742	6.08236	6.54363	-93.08883	35.76619	7.37375	7.51531	45.16024	2.42015	1130.08119	63.09966	6.91258
7.00385	1.00000	36.21791	6.51798	7.61935	8.65775	14.70612	7.21218	9.14048	-42.98194	53.46125	7.34674	7.56794	-22.53722	2.74439	1055.89312	67.21611	11.02439
6.76371	1.00000	51.30830	5.28772	8.60219	8.59926	15.15681	9.45164	5.76574	-40.7475	50.47309	5.87683	6.51064	-4.16694	1.67066	1113.95991	66.42629	8.84007
9.12787	1.00000	26.51211	6.15442	9.80237	5.95257	24.02363	6.18897	11.40198	-1.4001	27.70333	7.79258	8.83092	7.06273	9.10812	1150.87111	83.48807	8.35047
7.22311	1.00000	50.47926	4.68260	7.97410	5.33264	-2.96796	5.43159	8.25700	33.72798	62.18533	8.27612	8.60074	53.53395	7.47454	1126.76343	54.91539	10.16037
6.66736	1.00000	62.75658	6.91431	7.09021	9.54788	16.85324	9.67059	6.78845	-0.2	27.31239	8.03622	8.95815	51.65	9.10168	1150.89543	57.43497	8.46012
7.83009	1.00000	56.39919	6.08192	6.90202	8.03506	19.27408	10.07294	4.93771	11.32903	18.63669	7.27650	10.04887	50.9803	26.35913	1172.44310	68.35916	8.24437
10.02489	0.00000	45.03314	7.41452	7.82734	7.80419	1.16457	6.76468	7.12009	-102.36764	63.61297	7.47715	8.86936	31.84568	8.78809	1074.36056	77.52101	4.45387
7.34771	0.00000	64.76017	7.93055	4.58129	6.79572	6.80137	8.56893	10.14678	-87.66561	55.13751	8.17857	6.56633	41.8542	3.55336	1151.35898	60.17316	9.09855
8.88543	1.00000	56.31298	5.95540	6.67926	8.63932	24.56336	10.72337	6.41240	-48.67028	43.34437	9.13729	7.31030	-28.24	3.15040	1104.72246	72.93030	9.72215
7.20013	1.00000	47.33222	5.54257	7.52179	8.62009	8.64477	11.41736	4.17792	168.31366	46.15137	6.99925	8.39399	-17.73648	5.36327	1139.26703	76.71228	8.10921
8.50902	1.00000	46.47889	7.98804	10.06125	8.64811	4.67402	7.13260	10.67273	-1.06667	47.21915	7.46054	7.70349	53.78333	3.47320	1180.49419	65.49077	6.26803
7.58889	0.00000	24.61997	8.69785	6.03053	8.02022	11.50491	5.38814	6.49767	-2.98333	55.46539	6.68851	6.70143	53.83333	1.55726	1135.65413	59.11558	5.85112
8.41863	1.00000	62.54431	5.73331	4.99972	9.35347	9.28326	11.80887	8.01344	-119.01677	55.81355	8.57596	6.37399	36.06523	1.58335	1180.85623	78.53758	10.10997
6.07314	0.00000	37.55486	6.87054	8.97416	9.64734	22.48360	6.45495	8.04815	-99.32556	41.69770	8.89863	9.87139	19.32889	22.77693	1090.97959	81.50420	6.25526
7.54588	1.00000	38.55266	5.21493	6.69820	6.88255	7.22417	9.35138	4.93351	129.96972	42.35700	6.50946	9.02000	33.4425	11.85401	1058.81691	82.91955	10.21638
6.24685	1.00000	58.94242	7.30923	6.89681	9.89865	4.28601	10.46842	9.42807	-77.02303	41.48973	7.69589	6.80541	38.70734	1.63258	1187.98784	74.18860	7.81110
8.54639	1.00000	71.80727	6.55525	9.16379	5.19258	15.47540	7.58252	9.10026	1.53414	48.66826	8.17804	8.11360	42.50729	5.22639	1066.90751	71.95314	8.43868
8.01208	0.00000	66.14295	8.82922	3.78078	8.54351	17.98950	4.17445	10.42222	129.96972	34.02443	8.29834	7.82743	33.4425	3.67899	1190.44953	67.52939	3.91160
9.36563	0.00000	43.42744	6.05783	7.70698	8.46707	25.75937	6.06466	8.57276	-1.64295	50.63878	9.15888	5.42284	42.8139	1.85008	1171.67356	64.17111	4.42852
9.71727	1.00000	63.25706	6.41030	9.28700	7.33677	12.88708	6.47927	9.90826	-34.88111	59.08248	8.74789	7.53943	-8.05389	3.56459	1172.14531	49.53121	8.91340
9.11707	1.00000	60.73326	5.99296	8.68342	10.10919	19.37397	7.02284	7.90833	-82.45426	58.97188	7.49446	8.26616	27.09978	5.20845	1161.66660	79.37177	12.35170
5.88135	0.00000	35.71815	5.14650	7.79132	8.93102	12.23739	6.59360	7.83083	23.225	40.30903	10.87863	7.37578	43.4125	2.17554	1064.91236	72.89558	3.63084
6.60028	1.00000	74.65311	8.65330	6.02472	12.28406	-6.85320	5.24768	7.23928	-60.47389	32.21014	7.50171	8.54759	-34.64167	5.89152	1177.05453	70.76758	9.58276
7.62279	0.00000		8.29808	3.52688	8.44073	7.98681	5.10895	10.80999	103.81667	57.86387	6.38847	7.40435	1.6	3.47441	1151.52381	74.53798	7.69910
6.31131	1.00000	43.19062	6.22193	8.06326	8.10974	1.40773	8.75543	3.77049	115.04814	17.60767	7.73402	8.29009	30.24706	5.83864	1196.71739	63.34397	8.28768
7.91646	0.00000	50.90665	6.44801	4.91065	8.36774	3.20467	9.08413	8.68015	19.91667	14.74525	9.85742	8.41921	-11.78333	6.67842	1108.64200	65.84131	7.79472
7.87098	1.00000	56.27693	6.49909	6.46355	8.04873	-5.19675	10.61748	7.42053	79.5286	44.41278	7.90842	9.84826	29.22254	21.89941	1053.54251	52.81537	8.96584
7.38130	0.00000	50.58016	6.89727	9.24545	8.20159	8.82936	6.57736	8.46276	88.18466	65.47536	9.94924	9.55736	22.19303	17.73864	1095.54986	80.10903	5.73148
8.24060	1.00000	59.93275	4.73461	8.35078	4.66732	32.16666	4.68184	9.54657	71.67164	36.72105	7.79896	7.13657	30.29184	3.61229	1123.07581	72.60150	10.04152
8.32132	0.00000	60.76615	6.23319	7.74241	8.83577	23.85587	5.76779	9.51185	69.01354	64.89711	5.86256	6.05008	38.55632	1.29052	1144.79364	65.33386	5.48466
8.41093	1.00000	73.48734	6.33228	8.40764	8.91944		6.47943	5.93720	10.5511	62.76350	6.12116	8.34414	52.47774	5.97068	1183.32842	71.30286	13.02185
7.98348	1.00000	33.72275	7.76791	10.76008	4.89658	4.24011	6.66980	7.07151	91.61356	34.75379	5.19311	7.74155	26.44931	4.18693	1118.65181	75.29570	11.82302
6.42038	1.00000	30.18863	7.84679	8.22120	6.90607	7.37072	9.39019	5.31894	4.62744	36.53045	7.72952	8.01842	36.06386	4.88040	1165.28023	78.70897	5.59938
7.70261	0.00000	30.31763	7.61118	3.90661	8.19559	10.97131	6.62510	10.09066	1.10687	47.25633	8.19457	7.43202	41.15612	2.29483	1127.52560	65.97963	7.70892
7.14698	1.00000	41.38805	7.48323	9.70213	7.85268	-7.45816	7.22995	10.01272	34.02537	53.42860	10.04355	5.79762	38.37255	0.99107	1179.34436	46.58377	8.30771
7.51317	1.00000	48.90159	5.45356	7.80662	10.69181	9.65419	5.75319	7.92560	117.81667	54.10073	7.71008	9.49206	36.81667	15.54282	1137.09096	65.53940	12.95769
7.88979	1.00000	58.20938	5.97691	9.52482	9.50067	33.57122	5.70222	10.73986	-102.04897	24.60630	8.50965	7.20872	19.64745	2.84184	1132.04232	57.94853	9.10739
8.44948	0.00000	19.11018	9.75349	6.87443	9.00316	20.53438	7.95097	5.19179	-49.27306	47.40605	9.10716	8.80558	-25.42778	9.06292	1161.04978	73.62093	7.07799
7.65191	1.00000	42.13727	5.41835	6.01255	10.14700	8.75296	11.31161	5.76491	76.32756	25.16666	7.94443	8.11363	9.57046	6.67878	1158.26053	69.38275	10.78578
7.94101	1.00000	49.65221	3.84387	8.13945	7.25210	7.32158	5.16949	9.12469	-117.71978	40.85175	8.78703	9.31186	34.09668	14.68781	1176.75654	63.94011	11.43125
5.52419	1.00000	50.12082	4.35439	7.74692	5.94047	2.48372	5.98059	9.80836	78.27539	49.62701		6.92854	12.95629	3.66704	1126.46717	67.21808	10.77967
6.72624	1.00000	61.77638	7.78352	8.77028	7.55003	1.11428	7.16148	7.51708	115.8614	32.23364	8.06491	8.77251	-31.95224	6.72852	1149.89263	62.12432	
9.20284	0.00000	40.35376	9.43992	8.28134	6.55545	10.89427	3.91006	10.88346	-73.0515	41.78408	8.54076	8.81587	41.55815	8.53610	1117.05999	69.31509	6.85662
9.27123	0.00000	16.36745	5.29682	4.19537	12.37819	14.80352	2.82416	11.24124	45.36561	55.89250	6.26986	7.03992	41.09246	3.37477	1123.90567	67.35130	5.57516
8.61471	1.00000	57.66979	6.19036	9.39192	6.91004	-4.39539	6.02037	9.46492	-73.89125	46.00763	7.33275	9.61042	40.67705	16.96678	1053.65704	67.14847	8.39389
8.85271	1.00000	42.12018	5.21340	8.08619	8.78529	16.66411	5.93233	9.12439	126.835	79.13453	6.88548	8.21531	37.65639	4.95575	1094.45477	76.06996	9.51294
9.56627	0.00000	55.21679	7.28702	6.90278	8.49406	10.91076	6.52596	9.40045	12.1369	35.69833	8.05645	8.23477	51.04962	5.26724	1062.36901	70.80725	7.03221
7.93281	1.00000	61.27055	6.43919	8.94994	7.01927	1.59493	6.11212	7.90077	5.03586	31.38612	5.80608	8.32144	43.83125	4.85544	1123.55796	63.51824	10.69164
8.11727	1.00000	85.91437	5.78715	9.25500	7.21778	25.94319	6.98565	5.32218	20.22625	50.85601	8.42414	6.45147	30.75545	1.65608	1173.15121	60.30862	8.41545
6.97396	0.00000	22.86758	6.83337	6.85873	9.82209	-8.05006	5.26713	9.30990	-45.94722	60.41841	8.26150	8.11189	-21.42917	5.92364	1171.38037	77.25194	6.08592
7.34573	0.00000	48.74740	8.91935	6.56591	9.78917	21.45185	7.12320	8.91670	117.4831	21.32819	7.87793	8.94428	27.34089	9.74650	1196.06690	77.29554	6.69180
7.97285	0.00000	45.66247	6.96783	6.64253	7.81911	10.68546	9.19923	7.98871	-68.30472	37.42984	8.77592	6.94946	9.91861	2.92702	1108.77691	66.61243	7.32994
9.12182	1.00000	46.11352	6.79931	8.68621	7.60346	14.91004	6.85371	9.62725	-72.22625	53.10661	9.50455	6.91137	18.57677	2.97198	1192.11697	75.84984	8.42101
7.47158	0.00000	55.43437	6.83428	9.18974	8.86633	24.51420	6.78926	7.73816	24.71204	52.48331	8.81763	8.13920	41.57439	5.31499	1108.68932	82.20627	5.52911
8.11200	1.00000	48.21946	7.07565	5.88863	7.83428	19.55486	11.39400	6.25175	-76.51552	25.84233	7.51498	7.47924	39.32011	3.64322	1187.29064	60.01249	7.13586
6.17743	1.00000	45.77495	8.26633	10.33052	4.76942	20.23966	7.78710	8.17833	37.73333	41.02407	8.81636	8.18098	-4.06667	5.08596	1050.41095	55.50219	10.44150
8.21423	1.00000	58.60114	7.56526	10.92267	5.41603	16.91908	6.74102	9.95934	20.22625	70.52656	8.48852	8.28132	30.75545	6.13634	1191.42152	79.26465	8.31342
9.76521	1.00000	54.59219	8.20115	10.63622	5.75966		7.43162	8.37295	-4.21376	38.54893	7.00355	7.39299	55.82885	2.42944	1113.06285	69.66395	8.96156
7.14311	1.00000	23.03748	6.24499	10.54054	5.90075	14.60647	5.74287	9.96922	70.91106	33.02449	7.44738	7.92815	29.38242	3.37388	1128.74874	70.58528	8.24048
8.74466	1.00000	60.11321	7.31839	8.55750	8.47880	26.86900	8.42963	5.82700	29.00974	27.36389	4.48114	6.48538	-24.19436	1.78854	1121.36124	58.45433	6.96338
8.24113	1.00000	55.39709	5.91752	10.52715	6.70880	11.43532	5.36088	11.55914	-2.52398	45.79856	8.04208	7.89230	53.19146	4.07223	1115.39878	66.44456	6.74751
7.62166	0.00000	30.90890	9.98543	6.10899	7.98188	7.82551	6.28874	5.32204	4.08282	51.29975	8.30136	6.47361	36.61954	2.26267	1085.54883	61.09035	7.07510
9.62496	0.00000	61.37174	4.25545	5.98500	12.14477	31.10828	5.20033	9.43583	6.10237	48.82273	6.70831	8.67686	46.18396	7.52575	1087.97805	80.58654	5.05771
7.57233	0.00000	64.51143	9.00616	5.17989	8.44129	5.30518	5.56269	10.64202	122.22833	66.28869	8.24209	7.83331	40.66482	3.65028	1097.39225	78.94774	8.86768
8.42491	0.00000	75.22135	4.82162	8.56625	11.34281	29.69188	5.09379	8.98822	-96.72365	34.89033	7.91934	8.53946	17.06542	6.62484	1075.60117	76.60693	12.16979
7.62396	1.00000	49.10514	4.93465	9.82336	7.27108	8.34967	4.76611	11.48780	-73.95958	25.58786	6.97843	8.29327	40.57788	5.20717	1073.03552	72.41903	9.44895
8.71468	1.00000	37.00788	6.25403	9.62686	4.03900	20.31940	6.66221	9.94957	168.31366	37.77956	8.32468	8.71850	-17.73648	7.49024	1135.34385	72.45046	9.78074
7.83759	1.00000	57.95397	6.87639	5.81278	7.81719	13.81581	8.57980	8.41544	5.74861	62.91893	7.82657	5.83523	52.71083	2.37235	1184.10866	61.03065	9.89564
7.71235	1.00000	39.95962	7.92453	7.11784	8.95407	4.23469	11.66806	8.31675	5.03586	38.60438	6.20223	6.97740	43.83125	2.70844	1171.60093	67.51081	5.82827
9.04121	0.00000	63.35769	8.98796	4.83174	7.71064	13.95200	6.89471	8.59307	-74.73584	60.87614	6.72768	7.55320	5.20856	4.00164	1078.34510	58.23042	7.08028
8.79666	1.00000	83.77139	6.36011	5.58755	6.64266	32.67864	9.87311	6.08983	-1.325	19.33936	8.88247	7.68870	38.47917	4.92328	1172.05185	69.10660	8.63658
7.38053	1.00000	45.21427	8.41618	10.91738	7.66567	18.90976	6.66276	8.24882	-42.29444	47.07868	6.79282	7.29319	-4.24444	3.68751	1087.11490	71.07370	8.62795
6.34127	1.00000	36.39101	6.54607	10.37639	5.98431	36.01172	5.80595	8.92822	8.61839	43.56586	8.85838	6.02960	49.68369	1.31407	1051.92015	75.91646	8.50330
6.52613	1.00000	44.47163	4.48477	6.24679	8.12924	8.17836	6.76164	10.73037	12.70038	46.84885	6.77562	8.79034	45.9836	8.80546	1192.39556	60.04717	11.23055
7.35724	1.00000	46.32145	8.18483	8.45733	9.89370	14.26809	7.14651	10.57642	71.67164	59.76329	8.93164	8.45614	30.29184	5.84951	1190.35303	65.89447	7.58252
8.35006	0.00000	64.23560	8.03740	5.08009	7.83006	23.22413	6.31532	4.11002	-34.88111	39.21353	8.90285	7.89892	-8.05389	4.34844	1107.20450	79.37989	7.85401
7.80299	0.00000	58.60765	9.09982	7.34293	9.59504	7.20702	5.73838	5.65435	91.00632	41.31645	8.64883	6.42743	26.32293	1.69212	1155.41031	72.27071	6.49887
	1.00000	34.20951	7.82747	6.01392	10.04340	6.92903	9.77441	7.30160	32.6178	59.68180	8.51521	9.19117	46.65581	11.90345	1130.94129	78.65003	8.00651
6.05352	0.00000	43.57061	9.66600	5.52538	10.11951	2.08213	7.21473	7.56246	-87.65644	61.13321	6.47182	6.99321	41.80753	1.90989	1127.13498	64.58187	5.40815
6.13837	0.00000	53.18290	9.79462	8.02503	10.21605	15.14252	7.24692	6.75230	24.99798	31.40241	7.27536	9.12391	-8.73508		1085.87935	64.34028	6.70368
6.14873	0.00000	82.94069	6.50762	7.60919	10.77989	11.96045	6.39911	9.25064	-81.26367	54.07353	9.34455	7.07554	28.90054	2.75363	1075.07446	66.01747	7.71271
7.76695	0.00000	54.09590	10.50058	7.43853	9.65432	-7.12262	8.03526	6.79725	4.86667	42.38019	6.56137	7.66320	45.51667	3.93279	1105.38083	62.51798	6.41256
5.64401	0.00000	27.35412	6.19525	6.07995	9.75192	12.08356	7.32588	8.82061	74.4818	41.56207	9.06968	9.62704	30.21121	18.09733	1136.42870	64.05897	6.95321
8.40385	1.00000	51.28688	4.74924	9.12033	10.27179	3.31924	5.20197	7.81912	-13.68778	47.31290	9.62154	6.75715	9.535	1.53925	1087.33390	68.65342	13.07964
9.50514	1.00000	67.95136	7.26446	7.63950	7.98878	14.77960	7.51951	8.65435	83.36889	41.27177	8.26592	9.60082	26.76628	17.50119	1183.40884	65.01591	10.35668
6.57476	1.00000	64.28844	6.54539	8.21695	6.45704	18.81504	6.95393	10.37112	72.34424	46.02151	9.02443	8.90137	40.78206	9.47159	1104.40561	63.44576	7.21833
7.09372	0.00000	52.10999	8.73575	6.88466	9.26704	13.89086	7.52879	7.16065	137.5	30.65878	7.73409	7.66087	34.9	4.45710	1194.86003	54.50201	7.73181
8.81822	1.00000	53.94003	8.87405	10.06190	6.29154	-1.52486	8.59838	7.48417	-1.4001	55.17720	6.88147	7.52329	7.06273	3.25135	1129.89046	69.47841	9.81707
6.53122	1.00000	55.86590	7.44200	9.70087	5.84109	0.41187	6.56092	8.25389	135.6	50.45594	8.18509	7.24405	34.61667	3.05365	1100.80911	78.46003	8.12721
6.75571	0.00000	40.47484	5.56962	6.83027	9.72204	27.93944	9.10966	7.50143	-75.60804	17.06744	7.49322	10.10159	39.96097	27.20639	1197.32558	68.49093	6.74076
8.55451	0.00000	60.61389	6.45884	5.73969	9.88606	26.20896	5.32573	10.37519	74.83554	40.21744	10.16919	8.19077	14.62072	5.46751	1115.99852	76.14244	6.78200
7.61527	1.00000	46.39364	6.11934	8.74530	6.50890	25.58054	6.43386	7.15950	17.22635	19.61333	7.97320	7.57349	48.8449	2.82953	1084.72766	76.95757	12.81549
7.58661	0.00000	56.29352	7.77217	5.17990	9.29452	24.43385	7.12345	6.71921	10.5511	40.83594	7.49578	7.54554	52.47774	3.02901	1052.08526	83.20518	6.04755
8.94020	0.00000	58.08432	8.52035	7.33864	9.52096	11.06165	9.06994	5.05435	-82.46148	51.16009	7.14006	7.61711	28.15112	3.75698	1084.81660	85.21714	8.37851
8.90031	0.00000	44.23013	6.05241	4.83612	11.33174	28.42647	2.97519	10.51983	-122.38731	35.35767	7.73628	8.02987	45.53929	4.68196	1059.87157	56.01619	5.15105
10.04252	0.00000	66.07718	7.38118	9.42772	7.86367	5.83016	7.57673	6.02670	-1.06667	44.27419	7.29443	7.15713	53.78333	2.63001	1070.46516	66.46531	4.51867
