CFCs	latitude	TEMP	NOx	H2CO	NH3	C2H3NO5	PM10	CO	PRES	PAHs	warning	O3	longitude	Pb	CH4	PM2.5	SO2
56.74874	8.43333	12.89385	7.88800	37.38202	7.48707	0.66628	6.03288	9.23951	1135.45352	7.07494	0.00000	6.80815	99.96667	18.53747	8.55733	6.59043	7.75652
61.39226	38.58894	25.86580	8.12407	52.44453	8.61114	1.41836	7.47564	9.00079	1189.78161	7.20574	0.00000	6.96723	-89.99038	58.68472	7.97206	7.43184	8.33875
55.97342	20.74122	14.72815	6.27351	50.56916	6.28769	0.86116	4.99395	8.71126	1111.16535	8.20117	1.00000	9.94653	-100.44843	49.50352	9.95479	6.42259	7.20450
66.82955	-27.4338	-1.97354	6.96120	44.31338	5.70238	0.98298	6.10715	9.39149	1153.62301	7.29178	0.00000	7.80691	-65.61427	52.46155	10.00539	8.42601	7.51862
43.28797	50.23805	13.16602	8.85922	49.13226	7.71488	0.72388	5.59927	9.93139	1171.40737	8.45276	1.00000	7.33322	8.86704	44.18609	9.58340	6.10468	9.21482
43.30128	-27.50578	9.63196	10.46689	35.61812	5.34344	1.11900	7.45378	8.01140	1065.60514	7.84074	0.00000	6.09133	153.10236	43.40348	9.31492	7.52147	7.91212
56.46244	3.31332	12.48167	6.31765	62.95708	4.14975	0.49483	4.20410	10.25262	1150.80260	8.17166	1.00000	8.35926	117.59152	55.49784	9.53876	6.01486	9.43521
75.11927	-27.76952	23.92324	9.67008	45.23754	7.13494	1.25540	7.34893	8.82267	1131.99826	8.17294	0.00000	7.57126	30.79165	37.74652	7.87567	10.12165	9.66601
43.71756	37.13548	18.47212	8.05122	49.29013	6.59119	0.88675	5.96100	9.33694	1115.57508	7.73310	0.00000	7.66459	-3.67029	46.77477	10.67000	8.28284	8.72696
50.18610	54.39304	13.52487	9.67042	38.67957	5.25105	0.84225	4.47605	10.30510	1133.10549	7.98355	0.00000	6.65785	53.26023	28.84081	11.43491	9.33914	6.94901
63.32295	-21.42917	14.47829	7.98010	56.37152	7.12173	3.37681	8.60283	8.09316	1136.22302	9.68401	0.00000	10.55220	-45.94722	71.82083	6.50719	10.05303	8.04512
50.36849	18.42745	7.06347	8.64206	41.57306	5.91557	1.35982	5.16554	10.16428	1073.03988	8.87076	0.00000	7.34379	-67.15407	63.15330	9.21846	9.95689	6.54145
49.60659	36.46917	14.57073	10.27632	39.26875	6.67262	0.53244	5.68685	9.63195	1154.47521	7.22106	0.00000	7.36963	10.78222	48.83352	9.39485	7.23809	6.23913
63.05669	16.75973	20.78469	6.50627	41.67899	7.16390	2.98947	8.68284	10.08997	1181.59447	7.20241	1.00000	7.77498	-93.11308	43.52046	7.97387	6.91189	7.70515
56.40404	34.65918	11.32853	7.81600	27.62242	6.28676	1.18689	6.86214	5.15909	1065.04830	6.52837	0.00000	8.57124	109.22921	51.98091	9.61439	8.53795	7.90815
50.55141	36.27462	28.08736	9.88290	35.62087	6.31252	1.74680	7.57997	8.66842	1171.30225	7.11715	1.00000	8.14323	4.85668	44.05884	5.73628	9.77277	6.25295
60.04205	55.54028	-1.21815	11.38316	48.09369	6.52975	0.84922	4.83997	8.68068	1198.19936	7.00220	0.00000	8.89064	89.20083	68.26087	6.72644	8.52562	8.93139
49.81508	-8.66667	-0.66839	8.46393	72.16029	6.31298	1.59337	7.66100	10.07338	1178.55051	7.81681	1.00000	6.92062	-35.71667	57.26943	6.99911	10.06569	7.12926
41.27024	28.98002	26.35946	6.99116	42.32712	7.29501	0.80243	6.98188	3.74909	1137.51731	7.64821	0.00000	7.05838	77.70636	51.67683	11.59085	10.42619	6.20906
81.46542	48.15659	-5.56500	6.77567	34.42198	7.23354	2.97455	8.52979	8.67478	1171.95362	7.19105	0.00000	7.54477	28.28489	46.29165	7.34731	11.23241	9.26412
33.86718	-23.7975	18.52416	8.35119	40.40609	6.52083	0.76465	5.83644	9.65541	1136.97487	7.36761	1.00000	8.69122	-48.59278	60.89181	8.67062	9.46209	7.79544
44.00259	34.61667	12.22961	10.74836	45.66482	6.71569	4.67077	9.20334	8.95221	1116.34601	8.62781		8.18398	135.6	34.97159	5.97570	10.59300	6.60403
30.29868	51.78771	15.05695	7.99728	41.47893	6.65628	1.25770	6.06000	9.75329	1104.98228	6.50823	0.00000	7.78445	56.36091	58.77729	10.02051	7.96072	8.35035
62.17292	12.35275	23.38171	7.38502	57.46851	7.90679	3.80890	8.80369	8.24068	1143.61855	11.18984	0.00000	7.70176	121.06761	83.90758	7.52957	8.56123	8.28088
57.97914	30.29184	27.48826	2.32171	53.47617	5.82360	0.89267	6.94236	9.48729	1166.10697	6.61390	1.00000	7.47771	71.67164	56.11751	8.97063	7.22926	8.08600
51.56603	32.55531	4.13450	11.47990	43.25575	6.59341	0.78135	4.20317	9.84774	1096.74468	7.48901	0.00000	7.55962	76.12647	64.92786	11.89127	5.78514	6.49766
54.13464	43.61062	12.27499	10.57940	42.57735	5.23452	1.47306	7.32770	8.38654	1167.96399	7.56196	0.00000	9.85610	-72.97261	40.47313	8.98781	9.51472	7.50478
62.74087	27.76056	23.56522	3.97569	46.81783	5.92937	0.96233	6.17685	8.88411	1075.13810	8.85100	1.00000	10.07561	-15.58602	48.74163	7.54950	7.29916	8.54599
63.17589	-23.85972	20.31288	10.80661	19.10131	6.98389	1.00705	3.94502	8.00439	1128.96532	7.00697	0.00000	8.36088	35.34722	40.69841	6.82980	8.37765	9.22899
53.25977	-33.75881	22.71774	6.11554	54.26580	7.81434	2.10974	8.11689	3.85812	1086.68548	8.38723	0.00000	7.83530	150.99292	35.87842	13.37472	11.02304	9.93223
57.77571	-3.20333	12.32940	7.93943	52.57087	5.83120	1.37607	6.91504	10.19952	1144.60712	8.84248	1.00000	9.69577	-52.20639	53.29625	8.11839	10.03280	7.67571
67.21319	41.8542	4.13516	9.70387	64.07914	7.01394	2.95520	8.64874	8.61890	1068.66032	8.29985	1.00000	7.29499	-87.66561	59.91155	5.38306	10.56064	8.12515
41.28008	39.43534	6.75212	8.07845	44.74219	2.16386	2.04413	7.51597	8.42800	1119.35018	9.81215	0.00000	8.72882	-84.20299	30.98320	8.48840	11.08155	8.22132
47.31612	21.34222	22.70457	7.70022	80.14103	8.78349	1.53267	7.45905	7.55665	1166.15380	7.61265	1.00000	8.53407	71.30633	34.00989	6.49141	7.43897	7.96822
45.70636	-22.97056	5.70861	9.82093	41.88310	7.64867	1.13173	7.09367	8.88079	1174.25815	8.85771	0.00000	7.97939	-46.99583	59.66955	7.27830		6.06169
77.10793	-33.75881	13.51153	9.78983	34.88839	6.95782	0.73928	5.78359	9.08363	1075.94905	7.08338	0.00000	8.24360	150.99292	42.13859	9.90612	6.09811	8.40456
34.70657	5.6561	6.33752	9.42985	40.54752	7.16349	2.12815	8.05558	10.21757	1098.22787	9.62686	1.00000	7.39059	-75.87877	60.35594	5.12881	11.51924	8.43389
66.17556	55.1904	23.35435	9.55268	30.69908	5.67012	1.13484	6.14762	9.06224	1124.08905	7.00097	1.00000	7.74825	30.2049	76.93912	9.27030	7.45807	8.09235
79.95987	27.76056	14.39447	11.60660	45.00722	5.79038	0.72187	5.97968	9.03051	1117.88310	8.47052	0.00000	7.88815	-15.58602	53.97295	10.00039	8.50808	8.80991
50.49770	35.95664	14.94553	11.72789	42.53392	6.06637	1.13215	5.46922	7.22270	1113.66665	8.42934	1.00000	8.29885	36.7138	59.40089	4.08211	9.93478	8.12746
48.37026	32.55531	14.95526	9.14963	32.80519	8.52157	0.85049	3.63923	6.87855	1106.05615	6.22714	0.00000	8.39945	76.12647	57.86540	10.42667	10.07621	6.88230
62.72021	31.64615	4.37779	5.09907	43.27305	7.79357	4.28846	9.03884	9.33863	1139.32232	7.32080	1.00000	7.72325	120.74221	53.27838	9.30528	7.05562	9.05047
57.08152	39.96348	17.18821	8.98718	74.84522	6.75690	1.98964	7.98811	9.99256	1118.87229	8.45606	1.00000	6.47262	-4.83076	41.20302	7.57876	9.35000	8.06017
51.08471	45.79377	18.59175	9.67380	48.31131	6.31949	0.54380	5.48042	8.11266	1142.00426	9.38733	1.00000	8.91526	8.88104	75.21255	8.48438	5.75252	7.92740
40.64346	41.72059	32.57232	9.02574	38.97671	4.83704	4.95313	9.16287	6.18872	1156.01230	9.17570	0.00000	8.85828	-87.70172	55.33018	8.90844	8.62921	7.46664
48.60260	-25.42778	9.78091	8.47881	70.32928	6.99703	0.46241	5.78136	5.98036	1173.56684	5.81310	0.00000	7.50234	-49.27306	70.71972	8.78154	8.59348	7.81939
57.17684	36.06523	5.90044	9.59500	37.50811	6.14016	0.70396	5.37274	9.16806	1091.83862	8.56690	1.00000	9.01691	-119.01677	46.63599	6.74313	7.51137	8.20503
51.58005	36.46917	3.24421	11.08692	37.37248	5.96193	0.42349	6.42090	8.74072	1139.44128	7.94325	0.00000	6.84915	10.78222	76.19729	9.93115	7.73675	8.89530
60.46827	41.27194	26.18187	10.42799	20.65731	3.91228	8.35437	9.83272	8.12717	1173.63609	7.03364	0.00000	6.77076	123.17306	40.83876	7.03995	7.54927	7.99082
53.36818	9.82564	9.65129	9.92134	21.73123	7.01057	1.42887	7.19401	8.80905	1187.27907	8.49147	1.00000	7.18279	78.25795	40.86214	4.15963	10.40938	8.69506
49.19258	28.92694	3.26173	6.80656	28.74527	6.27324	0.94449	5.60036	9.07145	1165.14022	9.62205	1.00000	7.88204	78.23456	25.98474	7.69331	6.79078	6.34080
66.74773	25.87498	12.17687	9.46957	48.76767	6.17176	1.14612	6.97793	7.14979	1138.59956	9.22474	0.00000	6.82856	86.59611	60.29256	8.72133	8.71630	6.77494
54.25070	19.21667	6.85883	7.13962	40.21220	8.16724	1.00075	6.25219	11.85529	1116.02111	7.48639	1.00000	7.66755	73.08333	78.96848	6.78907	9.71347	9.47749
57.19753	50.75767	26.37717	8.37567	46.56484	8.22582	5.20922	9.31554	11.20416	1159.95143	7.92437	1.00000	8.94471	-1.5443	43.76760	9.85618	6.17995	6.61958
40.65920	13.44581	20.97059	6.33588	57.77713	6.73589	1.16869	6.51550	10.36874	1060.65411	8.12130	1.00000	6.78290	101.18445	65.42425	11.22692	6.06582	8.89162
40.16074	35.815	20.66789	8.32162	25.95021	6.43698	1.46473	7.47538	5.73676	1116.49040	7.03841	0.00000	7.65775	139.6853	45.86195	9.53224	9.11769	8.36461
15.31960	26.2649	13.27722	12.21771	26.13588	6.10821	3.80525	8.91376	7.48496	1059.93029	7.82611	1.00000	8.95832	81.54855	53.38888	7.04551	9.48589	8.01957
43.92839	48.8765	14.16693	8.60534	45.37195	7.06622	1.61532	7.57005	10.00342	1077.99689	8.03358	1.00000	8.30027	2.18967	64.74264	7.82258	9.35303	8.46963
50.83891	8.43333	24.38050	9.79426	57.54646	6.03101	1.29925	7.22255	9.87309	1171.54501	9.43857	1.00000	7.66752	99.96667	47.32118	6.06669	10.46262	5.60084
51.66232	24.05979	21.45900	8.25260	45.29974	5.92989	0.50710	5.38465	7.32175	1096.19890	5.51292	1.00000	7.73629	77.40858	36.77181	7.85499	6.62677	6.79569
48.81274	38.70734	26.04478	8.28150	74.79194	5.35002	5.25522	9.29114	5.05188	1081.09557	7.43569	0.00000	6.53514	-77.02303	58.70878	10.28245	9.68626	7.90772
57.44565	-11.48472	13.38230	6.86941	35.72848	7.45732	0.75378	3.80892	10.78212	1166.87361	8.50273	1.00000	8.92918	-37.93278	27.49565	5.54933	9.56399	9.14561
40.72312	24.96334	40.00401	8.37110	51.09940	6.86735	1.27120	7.05457	6.42462	1103.32197	8.58678	0.00000	7.51768	10.18003	59.12600	9.08127	8.68865	8.22550
58.87642	36.06523	15.97163	8.81757	44.49244	5.46256	2.31767	7.91139	5.86944	1163.80797	6.72653	0.00000	8.33142	-119.01677	45.85879	7.94450	8.18808	7.88617
55.23255	57.97472	18.25075	9.33372	52.20227	5.73019	1.32794	7.17587	8.90843	1168.92387	7.19629	0.00000	9.57820	33.2525	23.60704	9.75614	9.66693	7.01429
70.07155	-11.94306	6.92677	7.18287	68.70980	8.15932	1.39722	7.01141	9.42250	1175.23450	9.40117	0.00000	8.19736	-76.70944	55.17624	9.43342	8.89373	8.85021
65.28118	31.96258	18.81621	11.70209	48.97101	6.29121	1.03998	6.13106	9.88406	1151.08197	6.70587	0.00000	7.79177	73.97117	43.93825	6.21321	8.13019	8.04852
70.66848	34.09611	3.66740	6.41806	23.92235	8.11055	1.65641	7.68264	9.79218	1126.28510	8.07897	1.00000	7.75868	-118.10583	47.18268	9.97052	6.61275	7.94927
63.60039	32.17629	23.47962	3.43011	49.26112	5.74725	0.96973	6.59991	8.28076	1172.01033	7.71329	1.00000	7.97717	75.06583	70.09876	9.52913	7.03161	6.61612
50.99375	21.46527	-10.10354	2.80268	51.22633	3.78962	0.98638	6.59449	5.66387	1074.01653	7.40430	1.00000	7.58764	83.97573	68.87603	9.27234	7.20866	7.95900
47.34540	54.8421	5.07401	8.24058	45.68942	7.30928	1.01523	7.41926	9.13328	1161.58237	7.43771	0.00000	7.32343	46.5813	54.35095	7.94013	10.92981	6.78332
56.42702	37.58105	23.10616	5.13519	72.62672	7.44377	2.85614	8.61810	10.20573	1181.84688	7.54504	1.00000	8.19384	29.26639	44.29437	9.02564	6.93393	8.76649
61.06759	-4.24444	38.97756	8.36804	43.61461	5.11152	0.76647	6.60165	9.38460	1109.56144	7.47835	0.00000	6.73943	-42.29444	43.38341	10.00597	9.23004	6.57713
60.11752	17.54907	12.99017	7.74010	66.13565	7.52812	0.80072	5.55664	6.32618	1180.35284	6.69468	1.00000	6.17270	82.85749	51.22085	9.97816	6.55395	7.54970
49.65886	40.70995	19.87229		15.44978	6.51396	1.07305	6.49570	9.47454	1079.52622	8.76382	0.00000	7.65378	0.57856	60.03617	9.78703	9.97276	7.09508
53.96354	41.54566	12.96567	9.54918	42.54148	7.39117	0.78442	6.82312	7.37238	1106.06669	8.60151	0.00000	9.16216	-71.29144	46.74242	9.64182	10.14416	8.82824
44.31140	37.65181		9.09060	51.30791	6.91244	1.26501	6.62191	9.58401	1178.67495	8.51106	1.00000	8.20938	120.33063	53.88477	7.00825	9.34700	7.95847
75.52936	41.27194	12.79638	8.01571	54.65767	7.32612	0.99277	5.34773	9.95451	1127.08732	8.49314	1.00000	8.62137	123.17306	73.17089	5.83843	8.63290	10.17746
29.39632	-19.32556	11.21256	5.78981	35.19931	5.95629	0.77962	5.90817	7.10468	1173.75907	7.59821	1.00000	9.25405	-41.25528	68.60329	7.46609	7.16225	5.94839
45.17278	17.30858	8.96939	7.17079	64.36790	5.68173	3.54362	8.67835	3.63474	1089.49301	8.84426	0.00000	6.49093	97.01124	61.14087	10.33837	9.37477	7.72358
54.23965	40.55851	22.35606	9.16238	52.89441	4.73161	0.89538	5.35462	10.94567	1055.96312	6.56100	1.00000	8.83034	17.80774	46.38747	10.08098	5.45031	6.65970
50.66142	-27.50578	-1.46447	8.60798	57.87177	5.77393	1.40236	6.88546	9.20784	1085.58193	7.49944	0.00000	7.55753	153.10236	74.11798	8.73101	10.66629	9.14746
50.58967	40.37528	25.10070	7.72115	23.04520	7.87787	1.42300	7.49241	9.57939	1173.59311	5.93767	1.00000	8.30795	28.88222	80.91979	9.90341	6.36841	7.37290
61.50172	31.20176	38.30448	9.35862	36.85864	7.55536	0.93348	6.13888	9.57371	1156.42998	7.31620	0.00000	8.08687	29.91582	41.54454	10.67240	8.26647	8.36962
63.38154	11.00599	20.30415	9.64978	27.49135	6.42937	7.93699	9.77614	10.50486	1119.02657	8.49716	1.00000	7.64548	77.5609	63.05257	7.56743	11.04808	6.50155
59.17603	44.22639	-1.15474	9.40108	27.92441	6.49900	1.41496	7.07281	9.67540	1087.75729	8.01208	1.00000	8.92414	22.53083	58.98579	6.97514	9.52619	9.03210
41.47365	39.96348	0.73077	7.19440	53.79052	8.83730	0.83969	6.21891	8.46612	1180.25471	8.58307	1.00000	9.74338	-4.83076	40.98666	9.27132	6.79548	9.03429
52.50453	47.92526	17.51759	6.76724	46.41072	7.45295	1.42269	6.76418	6.92328	1123.47009	8.22807	1.00000	8.14587	-97.03285	41.65645	10.54618	6.60133	6.43630
75.87306	40.67705	13.52547	8.69776	47.02750	4.16236	1.02125	6.44789	8.82969	1182.58108	7.44143	0.00000	8.42555	-73.89125	50.78703	8.76236	9.59148	7.47590
60.28630	13.44581	9.82002	4.61243	52.55955	7.72357	1.82796	7.93560	6.43885	1090.17510	7.29767	1.00000	9.40028	101.18445	60.14694	9.99606	7.22127	6.96047
37.89952	52.21099	11.20765	5.46050	48.89286	6.37999	0.90051	7.27317	8.67847	1174.36771	6.38538	1.00000	7.19387	7.02238	52.40898	11.90639	6.23605	6.97639
64.43366	51.38673	9.79543	9.84814	35.74215	9.18298	1.03022	5.59884	8.20638	1174.62325	8.75424	1.00000	8.11376	0.30367	47.08038	7.80080	6.69220	6.36808
71.31380	35.6803	20.48010	7.71170	56.28028	5.67700	0.75685	6.92427	11.02276	1132.11030	7.86274	1.00000	6.87241	51.0193	37.96445	8.61302	6.20895	7.31127
39.48363	39.96348	25.00372	8.92890	32.44528	6.34301	0.84025	6.85049	9.45909	1116.28318	5.48925	0.00000	7.98040	-4.83076	56.24949	7.81625	10.17123	5.44838
59.21258	53.0233	15.80826	10.02424	58.90152	7.39621	0.85612	4.09574	6.50549	1130.50827	7.48671	0.00000	7.44872	-1.48119	48.86943	9.87697	10.36276	6.70970
69.40391	-10.95817	15.09554	9.04924	44.01027	3.98991	3.05428	8.69539	7.63158	1163.49343	8.49420	0.00000	6.64208	-38.79084	48.10111	7.26503	12.24538	9.17681
56.01807	9.92787	17.53743	4.16979	23.07211	5.41431	0.89943	5.38190	8.27799	1195.52362	7.64289		9.73398	-84.13722	60.96505	9.81316	6.75815	8.08415
38.14752	48.90982	13.60009	9.20077	26.04574	6.17323	1.02388	5.81389	6.27898	1092.72372	9.22729	0.00000	8.48539	2.45012	64.23147	7.75090	8.06969	7.17003
49.39276	34.9	-3.97662	9.26021	33.70693	6.22593	0.72748	6.47050	8.25154	1136.64688	8.83970	1.00000	9.48001	137.5	53.72426	6.06908	9.24822	8.52330
57.72440	41.84364	4.12825	9.60222	19.39602	6.70533	0.81259	6.41674	8.82241	1126.69089	8.30908	1.00000	8.06716	-87.71255	65.04799	7.08195	7.98909	8.02288
56.94608	45.73333	12.11340	5.40022	50.29904	8.37964	4.09062	8.96451	9.71683	1107.69878	8.21412	0.00000	8.00854	4.91667	55.31496	9.75333	6.94065	7.60028
51.37122	44.89784	23.55290	5.33877	71.50327	6.89838	1.65946	7.63498	8.62906	1118.84388	7.39437	1.00000	6.54765	8.86374	57.63502	7.21009	7.33439	7.74637
73.06007	34.61667	2.55341	12.36123	42.77706	5.66704	0.49935	6.02014	11.18914	1155.59786		0.00000	8.79120	135.6	35.83249	4.65215	6.66836	8.96242
40.87003	42.8139	33.12686	9.60246	50.14187	6.59103	0.78706	5.92512	8.13277	1194.71526	7.16099	1.00000	5.98636	-1.64295	32.33317	6.01101	8.49875	8.16467
60.53703	52.31333	9.27491	7.31200	30.89754	5.45969	0.86131	4.77890	8.33471	1146.21017	7.59163	1.00000	8.73541	6.92917	51.59309	8.15253	6.54035	5.99857
53.49383	35.20889	8.63331	8.98685	29.97215	7.47483	1.89231	7.87797	11.34666	1105.41827	6.46971	1.00000	8.25757	111.73861	55.19358	9.05913	6.14667	
38.56876	-8.66667	-0.26366	8.45753	48.01046	6.55220	2.25647	8.20118	10.68750	1173.89764	6.88929	1.00000	9.01110	-35.71667	77.51783	7.47314	11.29208	8.23587
44.49507	43.1122	10.22174	8.91228	48.52566	6.66130	2.42505	8.30090	9.85733	1060.90288	6.79406	1.00000	8.34736	12.38878	41.09910	8.61377	8.85390	7.41224
80.75488	12.97389	6.65798	9.72393	71.52199	6.05415	1.31986	6.88992	9.21186	1084.42184	8.19654	1.00000	6.08790	123.99333	58.13063	6.33669	9.72008	8.77144
37.38877	-11.94306	3.12972	9.92350	44.54647	7.43225	0.76252	4.71447	10.15085	1093.56782	6.94210	0.00000	9.51307	-76.70944	39.71286	11.90982	7.21610	7.57475
64.42976	30.29184	13.96256	10.01477	55.72553	7.07997	1.07347	6.62112	8.25203	1052.83606	8.32821	1.00000	7.04306	71.67164	73.69489	4.27906	10.42861	8.53536
61.52874	25.87498	22.39226	9.27938	27.78147		1.12675	6.15307	7.14019	1156.62910	7.18534	0.00000	7.96316	86.59611	49.52694	8.63276	8.56174	9.44252
66.49921	38.55632	19.74513	9.45149	51.47634	7.19524	0.60840	5.23473	7.08308	1087.71213	8.09960	0.00000	8.58786	69.01354	64.27755	8.68601	8.93368	9.01339
65.49139	49.07866	13.95331	9.88071	63.81476	7.24889	0.77802	5.35758	7.33082	1110.71537	8.37326	0.00000	8.28447	30.96755	40.27733	9.47808	9.78202	8.10180
54.45583	11.50526	5.80694	5.76003	65.40663	8.25529	1.43574	7.33839	7.12542	1110.05085	8.28683	1.00000	6.58859	77.23826	47.94056	8.64938	7.26100	6.51987
79.51539	-22.45667	22.91895	9.44434	37.26184	6.22018	0.97355	5.34481	8.62567	1067.88676	7.38550	1.00000	7.52658	-47.53028	65.79428	5.18402	9.82836	9.28770
46.67085	25.66795	16.85255	11.28769	55.96920	7.03981	0.71580	4.68555	7.62786	1156.10433	7.45908	0.00000	8.50268	85.83636	10.98167	9.82606	11.04671	6.56164
41.97934	37.65181	12.21931	8.89286	32.37147	4.40312	3.16298	8.54982	8.00149	1076.10757	8.44889	0.00000	6.80855	120.33063	76.45395	8.41120	11.29782	7.68124
68.82485	14.37395	14.58006	7.72458	49.49786	9.34886	3.09003	8.67118	9.22006	1191.16259	7.48767	1.00000	7.49173	100.48528	45.34444	8.45081	6.93874	8.49085
79.19758	38.55632	9.37088	4.80315	69.06406	5.86842	0.48138	5.42178	9.42085	1131.45673	9.20152	1.00000	7.80368	69.01354	35.53830	9.84960	6.57274	7.17047
37.43385	19.21667	12.72292	7.19581	36.99333	7.24608	1.35409	6.75889	11.11943	1093.83225	8.11813	1.00000	8.63423	73.08333	32.80133	5.91670	11.35444	7.05120
68.23579	-20.25333	10.56005	9.16379	62.05283	6.94979	1.41435	7.00252	8.65984	1089.24739	7.57307	0.00000	7.36904	-43.80139	54.68040	9.16461	9.95045	7.69794
56.69552	14.95472	9.14079	9.65639	65.99215	8.02563	0.61968	3.89029	7.56508	1181.06721	6.86703	0.00000	6.46028	120.89694	69.33714	9.63057	9.49353	7.47308
54.04093	36.08497	8.13380	9.10874	56.24254	6.48829	0.99448	6.26938	9.44190	1189.99159	8.81295	0.00000	6.77871	9.37082	49.94874		10.30382	6.62114
48.66171	23.0072	21.60667	6.26244	36.69056	6.39981	0.63244	5.88271	7.49914	1060.22398	6.27032	1.00000	5.84242	-82.4017	65.79649	8.50320	6.86809	11.60580
33.11053	45.44868	13.28735	9.23099	41.39024	7.17422	2.18485	8.17113	8.28629	1114.43513	8.97379	0.00000	8.55643	-73.81669	33.54796	6.52977	10.53719	7.65500
67.11979	40.87363	44.56229	9.30179	46.42682	6.54167	0.51046	6.15271	9.41693	1181.00462	7.26981	1.00000	7.33218	14.34085	41.23912	7.44324	8.29793	8.49085
42.11955	39.33427	5.50052	9.71823	60.26577	7.50627	0.62837	4.45903	6.70329	1149.10902	8.04756	0.00000	9.07715	-76.43941	63.70804	9.04747	9.68392	7.02705
35.57897	-0.35817	30.37814	9.77360	50.99006	8.16772	0.92277	6.19540	9.86506	1077.73752	8.22482	1.00000	8.17356	42.54536	53.27985	6.90540	6.63011	7.16808
46.60316	51.21667	0.47365	6.14985	40.45221	6.78249	0.89123	5.91012	8.28293	1103.40724	6.66265	1.00000	6.43254	6.26667	61.66833	10.58894	6.45262	7.89220
54.45468	8.62261	16.10693	10.05658	44.88154	6.96375	1.35743	6.72016	7.48052	1140.59872	8.63990	0.00000	6.67969	-70.20749	57.88686	9.77347	10.33878	6.39697
61.81933	10.7375	20.00337	6.31760	33.01294	9.28118	3.44525	8.79438	8.62093	1086.50851	7.79897	1.00000	6.76884	122.9666	48.49924	9.84677	6.97458	8.18962
51.80253	51.20219	-1.77785	6.87055	34.45313	6.42967	1.33970	4.28718	7.22745	1110.81693	9.06093	1.00000	7.20050	7.36027	32.03977	11.46395	6.13089	8.11664
23.54670	18.42745	23.20523	7.81484	44.92283	7.80218	5.65661	9.32780	11.56962	1116.48886	7.28174	1.00000	7.67711	-67.15407	67.79858	5.44769	13.27179	8.21937
24.19574	4.73245	30.31668	10.38601	61.14577	6.40997	5.04206	9.27788	9.12441	1177.09254	8.45598	1.00000	8.10387	-74.26419	28.37531	4.52078	11.85671	8.13343
63.21621	57.30185	3.92020	10.37741	51.49178	8.49920	3.62185	8.71227	7.78745	1128.30747	9.11788	0.00000	7.87466	39.85331	45.25997	6.87372	9.05209	8.87503
35.06603	23.5654	28.42167	7.11913	59.83363	7.93058	1.13164	7.07289	10.34667	1187.81947	7.16233	1.00000	8.76631	119.58627	81.77345	9.60342	6.46772	7.06775
37.40946	-25.42944	40.72555	8.92010	41.02751	5.50668	2.86430	8.62031	6.42525	1172.00130	10.29686	0.00000	8.18243	-50.00639	50.77739	8.99107	8.74286	6.22146
57.83071	45.16024	13.93376	6.82869	36.69621	5.28961	0.77809	4.99318	8.62916	1095.08106	9.36700	1.00000	7.65541	-93.08883	60.75561	8.95803	6.42463	8.16841
57.58743	43.2907	19.72883	10.85140	52.58256	7.10378	0.52672	5.51203	8.88641	1165.15833	6.65821	0.00000	6.65428	5.4384	44.85758	7.29664	8.78219	8.41998
75.64221	-11.48472	7.69722	7.56998	45.24274	6.12473	1.06928	7.16826	10.57569	1077.47375	8.79735	1.00000	7.66191	-37.93278	62.31132	8.56906	6.32316	9.61311
56.92165	53.59782	23.90538	9.42362	43.30053	6.52950	1.37656	6.89419	6.39546	1160.78043	8.90641	0.00000	7.35786	34.33825	65.87535	9.49942	9.87081	8.37667
37.37346	48.15659	24.88640	8.88755	58.96185	6.24440	0.88805	6.54535	6.49791	1149.31375	7.24816	0.00000	9.76439	28.28489	79.44518	8.32416	8.14375	7.43114
45.54234	17.54907	5.45598	9.74851	51.28716	7.27991	1.59318	7.63903	9.27095	1162.69364	8.19555	1.00000	8.85437	82.85749	55.24131	4.43247	11.30628	9.64189
84.07037	-22.92306	5.19235	8.31814	47.77164	8.54873	0.83586	4.65252	10.79440	1139.10317	6.68242	0.00000	8.34437	-53.13722	60.11212	10.84703	6.14311	10.52577
69.46841	22.37066	5.50005	7.57950	53.60855	7.02282	1.40508	7.56399	11.03058	1059.49878	9.62376	1.00000	8.75617	114.10479	56.08499	10.81565	5.93024	9.63346
64.27568	25.87498	1.08898	10.59887	14.91423	4.17615	2.88925	8.66362	7.43981	1052.37171	7.71436	0.00000	8.09451	86.59611	79.35457	6.88992	10.17330	7.77878
41.55092	5.6561	22.90334	8.49863	45.83750	6.91929	1.11383	5.87380	10.02808	1066.10155	7.98667	1.00000	9.08382	-75.87877	68.14216	8.02282	8.32148	7.78884
49.81431	-8.66667	46.91526	9.15523	52.59084	6.54638	0.50232	7.02762	9.21161	1137.01407	8.32229	1.00000	7.33710	-35.71667	41.17738	5.54169	9.94450	8.38647
56.85861	31.20176	26.80535	10.73682	50.76670	6.32822	1.23980	6.71043	8.45087	1099.84311	7.43827	0.00000	10.25559	29.91582	52.18436	8.51211	9.32028	7.36991
62.13497	48.43174	23.46646	6.09598	40.70730	5.85832	1.03094	6.16576	9.00192	1082.01154	7.78694	1.00000	7.65853	17.8031	72.60939	8.07056	6.79053	7.01310
38.61733	55.54028	20.86248	7.63075	60.43070	6.14644	2.62144	8.33279	5.79253	1147.07114	7.80556	0.00000	7.01989	89.20083	39.80072	9.49362	8.27677	8.07327
