PM2.5	C2H3NO5	SO2	CO	warning	latitude	PM10	Pb	CH4	longitude	NOx	O3	CFCs	TEMP	NH3	PAHs	H2CO	PRES
4.88005	1.46385	9.36405	7.56936	1.00000	-8.43333	8.84600	55.31845	7.57716	114.33333	7.17831	7.50277	55.21212	3.49286	7.38650	9.34542	51.26213	1188.01496
3.80576	0.53019	8.47247	5.87298	0.00000	42.50729	5.98250	50.86609	6.25962	1.53414	6.49822	5.85527	60.87542	22.37917	8.16920	5.60043	56.48578	1091.75036
8.76031	3.59280	4.18578	7.65932	1.00000	-1.9487	9.98835	54.87019	7.39363	30.4347	8.12744	7.89517	57.14482	25.43558	6.96040	6.30686	36.02457	1053.44319
6.13322	0.39088	7.83845	9.32894	1.00000	51.955	7.50140	63.15490	6.89756	5.22778	7.37420	8.32831	52.99145	22.67751	7.01036	8.17782	43.64873	1162.04375
5.22150	2.14993	8.70359	9.05066	1.00000	54.39635	9.34706	34.65391	6.81720	24.04142	5.72588	7.93267	54.03762	3.89209	8.88732	9.32152	63.89974	1139.91843
8.28545	2.48998	3.56798	5.78117	0.00000	43.82634	9.57792	41.46203	6.55260	144.09638	7.66987	10.50940	51.76441	19.56059	7.65821	10.98851	43.67323	1160.41039
7.54459	1.40044	8.40370	8.14720	1.00000	-12.91667	8.69503	38.14196	6.98174	-39.25	7.33019	8.72009	36.10390	9.94662	6.14173	7.01129	59.32737	1119.17232
9.87375	3.09048	7.13968	5.32844	0.00000	43.86682	9.80935	47.33341	6.86412	-79.2663	6.72302	4.57395	71.78705	25.07823	8.62563	6.69382	67.44493	1077.61644
6.79574	1.45039	5.93191	5.14263	1.00000	-22.97056	8.97024	37.77952	7.20865	-46.99583	7.13085	9.18175	71.50461	-2.57788	7.58354	9.50235	33.40738	1192.80182
9.31231	0.53130	5.69497	5.51259	1.00000	-33.75881	7.95689	56.55317	8.37937	150.99292	7.08162	6.92677	81.21832	-2.01062	6.16968	7.42248	58.83283	1102.04130
8.63781	0.99137	5.95571	8.58808	1.00000	41.8542	8.63582		9.64820	-87.66561	8.52816	7.19881	56.35818	1.44860	6.76222	7.60339	62.30369	1191.19919
6.38671	0.59452	8.89541	9.31599	1.00000	13.51825	7.54685	49.56614	7.61575	99.95469	7.47335	6.23950	62.83508	18.95049	5.84952	8.33833	54.46201	1074.12369
8.69482	0.28936	2.81207	9.03372	0.00000	39.12074	5.61799	64.41839	6.34907	27.18052	6.34817	4.25308	82.06541	18.88130	10.46138	8.75774	44.63043	1122.70879
7.83497	1.27750	6.49988	7.03612	1.00000	51.95838	8.75641	46.11667	7.53393	4.47124	7.41167	8.00916	76.19760	14.34300	6.69062	8.31964	33.08907	1092.12109
8.37889	0.79820	7.06968	4.41640	0.00000	30.5427	8.02775	57.50671	6.69717	-97.54667	6.96050	5.57981	52.10109	9.36556	6.92055	8.12120	52.28575	1183.09347
4.36702	0.45998	10.30728	8.99978	1.00000	16.455	6.92417	53.16900	7.35544	120.5875	6.52445	7.65805	70.20131	22.38046	9.31224	10.32925	51.46670	1138.00918
5.65218	0.90587	8.60014	7.77650	1.00000	51.21187	8.34676	21.43037	5.51818	4.25633	7.86474	10.93834	68.33185	8.48774	7.42530	8.56711	47.65090	1071.18886
5.49625	0.98949	6.12089	7.36914	0.00000	-34.64966	8.43378	49.50387	7.19373	-58.38341	7.37171	6.79137	88.73085	14.16707	8.47207	10.20747	46.53115	1081.63641
7.08435	1.46892	4.39588	5.77344	0.00000	-22.97056	8.96366	53.46482	7.18625	-46.99583	5.62676	9.12655	65.92222	17.29885	7.25118	9.48062	61.64405	1165.95251
5.80036	0.42719	6.27674	8.77228	1.00000	45.78071	6.79670	60.29841	7.57533	12.84052	5.19161	6.11054	69.00142	36.36018	6.41908	7.74723	38.17975	1164.24706
5.76916	0.83658	8.29880	8.82467	1.00000	6.9909	8.36574	76.04404	5.76962	79.883	8.72560	7.71095	63.75922	20.58302	6.58387	8.63193	38.34816	1136.98693
8.07960	2.27674	5.72619	6.46854	1.00000	41.66394	9.42766	28.05644	6.53553	-83.55521	7.85140	9.93156	65.42017	-2.20148	6.10755	8.03781	56.92640	1123.80710
7.43998	0.37789	6.60698	2.97422	1.00000	51.24197	6.67112	23.06279	4.37278	4.82313	7.22373	8.11969	60.57671	8.43361	7.35826	11.18128	46.51343	1149.38009
7.43965	1.31893	7.82387	8.50728	1.00000	12.25282	8.86204	57.58671	8.12642	79.41727	4.98034	7.98329	71.21086	17.68017	6.56392	6.73836	48.69029	1180.08221
5.33427	4.26317	5.48772	6.10867	0.00000	40.98894	10.18113	50.21307	7.32394	28.67582	6.90261	8.62436	59.40656	18.11311	7.91000	10.03073	37.76210	1080.61508
6.21100	2.94686	10.87976	7.93737	1.00000	34.75856	9.74082	56.84484	7.81002	136.13108	6.35779	9.57520	69.32935	14.83788	8.09162	8.78041	58.69733	1177.11000
6.62788	0.22146	5.92038	5.18312	0.00000	60.2052	2.02977	62.68758	5.96265	24.6522	7.57123	7.40755	68.78439	19.23923	7.21908	10.42516	60.65178	1096.66967
8.38643	8.26807	5.03211	8.17137	1.00000	31.92923	10.84685	44.88073	7.22553	34.86563	7.78089	11.07710	80.13107	3.56349	7.60930	7.01380	56.72558	1109.40640
4.60507	1.73394	8.96896	9.26252	1.00000	53.93361	9.14819	64.67048	6.55393	37.92792	5.86855		73.01277	13.58671	6.02090	9.94300	34.26151	1056.98677
8.34659	0.27749	5.42592	8.09963	0.00000	36.65	5.26047	53.25987	8.12344	138.31667	6.24758	6.05802	76.28418	13.32069	7.81981	9.83878	32.50856	1065.80158
4.21491	2.50792	5.92917	5.92846	0.00000	30.24706	9.59163	56.30647	6.62829	115.04814	7.35789	8.27814	74.43355	22.26991	7.20085	10.01146	29.99920	1053.56759
9.27645	1.05351	6.29935	6.46914	0.00000	53.59337	8.50700	39.45569	7.94705	9.47629	5.94584	5.72554	64.92312	-7.04595	7.18549	7.34330	42.01726	1088.15176
7.50858	6.89805	10.27283	9.90386	1.00000	52.09	10.67128	80.36798	7.56153	5.23333	9.09239	8.90318	75.47612	26.76250	6.63496	7.92036	75.67121	1131.86793
6.01354	1.03901	9.84561	9.20149	1.00000	41.09822	8.33333	49.24620	6.00291	120.74792		8.65925	52.67697	22.34901	6.83745	8.81795	55.22096	1082.53409
8.92280	0.15885		5.80690	0.00000	-27.4338	5.59912	47.47047	5.66270	-65.61427	7.33550	5.92674	81.45537	16.36108	7.08127	6.22666	59.05316	1094.11637
8.92294	0.31420	7.04960	5.40125	0.00000	12.95629	5.77738	28.17254	6.51510	78.27539	7.57383	4.98878	65.38418	13.78082	6.80598	9.39553	31.43003	1144.61161
4.85148	0.47150	7.53575	7.39332	0.00000	54.39304	7.31018	27.56265	8.24158	53.26023	7.51551	7.36657	66.71484	6.84744	7.09440	6.59061	41.06010	1114.56005
3.87229	1.38176	5.72471	7.35301	0.00000	15.48131	8.99640	31.82212	7.01329	-86.57415	8.55007	8.47090	88.36798	42.91307	7.37719	11.28991	63.91916	1057.60348
9.16426	1.22175	3.60985	6.88015	0.00000	52.41667	8.59193	56.87440	9.15330	0.75	8.16043	4.13078	84.13937	39.27550	7.56194	6.34111	54.27383	1179.82650
7.11539	5.23418	8.65938	7.36517	1.00000	39.45621	10.38560	78.67159	6.59895	-77.96389	8.27915	10.50838	94.52960	15.77784	7.94461	7.45384	53.37210	1149.13178
8.00089	0.17823	5.49038	5.82324	1.00000	-19.72806	2.26349	32.09667	7.48756	-50.19556	6.43310	7.33752	55.47737	11.99616	7.23164	8.74005	51.57319	1075.57683
9.69600	0.45159	3.28019	8.34630	0.00000	0.03813	6.71138	27.43828	5.85246	36.36339	5.75477	4.10830	60.64713	14.73352	8.16395	6.76041	58.13371	1140.77879
5.76245	0.45957	7.31087	6.28655	0.00000	35.88264	6.77880	53.55364	5.52098	-80.08199	7.61506	9.07156	72.06687	27.33456	9.49176	7.41573	62.12343	1186.75136
4.84123	3.10591	10.68547	7.80393	1.00000	14.66	9.83866	64.13890	9.36918	120.56528	6.61344	10.17108	57.77203	12.70814	6.50699	10.02689	70.10360	1076.33400
7.81060	1.83200	9.06508	8.66909	1.00000	52.41667	9.28941	47.43567	7.38207	0.75	7.79198	10.88715	57.07894	10.81651	8.62057	7.03057	46.46771	1101.33653
7.81096	5.55825	9.32929	7.42347	1.00000	41.57439	10.44103	55.11656	6.66362	24.71204	6.20258	9.31200	68.96979	18.79545	5.81093	6.81763	10.19172	1141.37826
5.24499	1.06019	6.54755	5.20291	1.00000	42.8139	8.44427	71.53780	7.63068	-1.64295	7.59033	8.22958	64.79885	24.39451	6.78640	7.64948	57.19147	1144.22006
5.52952	0.93220	5.18666	4.98823	0.00000	13.73417	8.32133	58.41659	6.67257	-89.71472	6.18980	8.68158	61.16349	14.82721	9.04083	8.83350	44.54092	1170.01158
5.51568	3.51119	7.81885	8.00437	1.00000	56.56317	9.98265	61.02148	7.82350	-2.58736	8.41613	8.56838	50.14775	12.48421	6.62591	8.65012	50.17319	1070.81541
6.73344	4.06835	9.31137	7.18659	1.00000	55.38752	10.09796	21.06691	7.42365	36.73307	6.80934	9.94936	68.32972	11.61118	7.14080	7.90929	45.81284	1167.00493
8.03108	0.29720	5.31749	5.50138	0.00000	50.75932	4.61134	42.49983	6.01167	25.34244	7.33701	6.93299	58.34135	-3.32793	6.40905	7.90878	45.92174	1133.26427
8.42221	0.40905	5.20436	3.73441	0.00000	53.59337	6.44937	45.72481	6.44831	9.47629	6.26176	7.15723	50.97072	3.69563	8.68670	5.41971	36.19345	1097.60273
4.81294	0.46558	8.74634	7.79128	1.00000	48.35149	7.46170	49.43311	6.21792	8.96317	6.39552	9.23225	59.35055	11.90450	5.89685	9.20536	84.31718	1179.21237
6.15713	11.89129	8.52214	6.14794	1.00000	36.81667	11.22976	58.57795	4.68655	117.81667	7.98092	13.15103	62.09148	18.88784	8.82442	8.28341	35.38004	1140.68390
9.90653	0.54832	4.64713	6.14944	1.00000	32.17629	7.64147	46.58448	5.82689	75.06583	7.46399	7.04758	70.10070	14.78299	7.65592	7.80518	36.98246	1191.35112
8.31337	0.58375	7.02634	4.97389	1.00000	-19.7625	7.83017	42.06198	6.75785	-44.31389	6.07768	9.75972	61.60141	13.12397	6.18876	9.71194	55.36185	1083.79891
7.93098	0.53796	11.24234	2.31599	0.00000	50.75	7.36685	54.84611	6.78361	2.25	7.14634	7.51243	99.59936	0.08020	7.59095	10.23226	48.72223	1058.79462
5.74131	2.40426	4.22609	5.27309	1.00000	38.91817	9.52916	69.50520	6.42401	-78.19444	6.19321	11.20469	50.19872	3.80362	7.24791	9.67875	67.20449	1079.45740
9.21219	1.27201	5.94702	8.72730	1.00000	43.48961	8.82383	47.41397	7.06484	-8.2194	10.30192	8.69135	60.19318	23.54817	6.82821	7.50143	54.48232	1137.62578
7.84431	1.08932	5.87016	3.07800	1.00000	41.75338	8.52982	45.23137	5.98794	-86.11084	8.89404	9.18421	69.86663	7.98647	6.46576	9.08227	49.08139	1184.18971
2.85845	4.85160	9.34848	6.14909	1.00000	9.15093	10.30032	42.69739	7.35935	-79.62098	8.02280	9.67288	62.84899	15.47439	7.78522	11.17110	58.15985	1120.74482
2.72552	1.26964	7.44812	5.95808	0.00000	25.6439	8.72607	57.73488	6.79434	77.9129	9.46327	6.65321	67.64877	-6.62554	7.93961	8.53427	71.71262	1129.77217
5.25449	0.95275	6.29706	7.12215	0.00000	47.92526	8.31561	33.32570	7.75278	-97.03285	6.66760	6.60183	84.67324	22.97659	7.70703	10.26521	47.45726	1158.87948
5.55183	2.73158	8.62004	7.93454	1.00000	65.93381	9.63591	35.52072	7.45535	111.4834	8.92385	8.16979	57.82708	10.86957	5.69962	8.68602	19.44069	1101.86074
8.43541	0.52355	6.90075	6.11461	0.00000	9.6531	7.65340	63.24433	6.76661	124.3697	6.56929	8.87059	74.81378	36.57675	5.91908	10.00097	44.78289	1113.79083
6.02646	5.74535	7.56809	2.78279	0.00000	3.51667	10.48119	57.92458	8.57965	11.5	6.97760	9.10962	41.27427	26.23289	7.88981	9.65267	56.53644	1154.93155
6.14127	1.09426	9.38365	10.21437	1.00000	51.84819	8.64540	50.84390	8.26186	1.26738	5.26360	6.95597	56.64065	8.30753	7.78195	8.74954	54.33086	1136.19849
11.09993	5.65643	3.27153	9.20830	1.00000	48.21644	10.46990	54.79873	7.57880	9.02596	6.67895	7.95908	44.45594	-10.04112	9.21375	3.46495	40.27167	1155.17396
9.71253	1.96006	5.85222	7.80183	0.00000	43.32686	9.26253	22.50349	5.62628	-2.98884	8.83236	4.76027	48.38247	-9.26709	6.21654	7.98856	47.44837	1193.83090
7.27604	1.53417	5.17466	6.56292	0.00000	-21.44236	9.06742	47.83166	6.01836	27.46153	9.58543	8.85676	43.59473	13.96410	7.77279	8.13163	62.19527	1163.88784
8.30951	0.42372	6.22645	4.36233	0.00000	57.47908	6.95274	38.69830	7.24279	-4.22398	6.59309	6.04721	68.44772	23.65038	8.07137	7.44030	58.31931	1158.74677
3.53591	0.51681	7.93428	4.34214	0.00000	33.95015	7.64325	71.80076	7.41344	-118.03917	6.01077	5.44830	66.83177	16.11004	6.87367	8.52491	56.99159	1080.08807
5.41883	3.06504	5.44534	6.83217	1.00000	18.03496	9.83322	32.12410	7.28580	-66.8499	8.15537	11.22058	66.61328	23.35378	6.84212	10.55420	59.48362	1093.54794
7.94120	0.55202	6.82894	10.48885	1.00000	29.69221	7.60310	66.64366	9.82130	72.54566	8.11111	6.77646	69.03405	21.56918	6.22128	6.49071	60.33558	1088.30157
8.17402	16.03327	8.40557	8.37649	1.00000	43.4125	11.53730	55.54778	9.44281	23.225	7.92603	11.19394	62.85947	12.68979	7.49180	6.67900	34.02614	1144.73595
7.03786	0.68906	7.29851	4.58643	1.00000	33.95015	8.16857	72.22870	8.75244	-118.03917	7.44752	8.58907	71.38727	23.59544	6.99316	10.17708	57.43490	1109.40636
8.16387	0.59064	6.81377	6.92969	1.00000	31.92923	7.59288	38.40504	6.30308	34.86563	6.46697	7.97230	42.01565	15.16620	5.74921	9.38604	54.85190	1119.07582
3.70174	0.40341	7.72242	9.75066	1.00000	41.94175	6.82474	68.06897	7.07076	123.50266	7.57485	5.38836	51.78167	21.58819	6.23307	10.52724	41.72211	1053.34216
8.31526	0.58493	3.86943	7.38384	0.00000	-28.81833	7.45764	36.92150	7.42201	-52.51028	8.86027	6.19701	68.48268	36.39631	8.10286	7.27442	72.09473	1068.19792
3.90446	0.37812	7.28758	3.44378	0.00000	49.5099	6.46055	40.27542	7.11242	6.74549	7.74847	6.99606	58.81934	-3.60096	8.06066	6.95924	42.54882	1177.55075
6.04780	0.35734	6.25121	9.93192	1.00000	52.09	7.06878	38.93152	7.02439	5.23333	7.96662	7.48842	58.22201	18.33916	8.25904	8.05283	53.60949	1127.00492
3.83992	1.52426	7.91796	4.76747	1.00000	38.45598	9.00811	43.57390	8.73191	48.87498	7.43382	12.49512	73.46064	13.36145	5.58870	9.51279	59.70794	1145.11286
3.49193	0.92118	8.07925	7.06361	1.00000	41.15376	8.39195	51.67528	7.86618	-87.88754	7.30386	9.63487	54.56396	20.62027	8.08930	10.24526	57.41372	1073.08839
7.20384	1.10155	8.49222	8.63533	1.00000	32.17629	8.60972	41.84992	7.75137	75.06583	6.58416	8.90006		30.21239	7.05290	7.42555	82.75889	1061.35779
7.45216	0.91230		7.79371	0.00000	40.72371	8.31463	66.20078	7.90953	-73.95097	7.31067	8.92074	67.89826	29.36813	7.56588	8.55022	52.92802	1053.29204
7.13852	0.92781	7.10385	6.45628	1.00000	50.18545	8.32564	27.53478	6.94413	27.06365	6.62320	10.08671	57.45039	27.04612	7.50874	10.92159	42.33541	1104.53552
5.87211	1.59823	8.38269	6.86954	1.00000	-25.42944	9.10108	46.25776	6.88284	-50.00639	10.16958	9.77393	81.60729	3.28299	7.63593	8.16244	22.96057	1101.68167
3.42252	0.53759	7.37647	5.78130	0.00000	34.77453	7.88368	37.43164	5.78374	-96.67834	6.81058	5.86635	60.02743	6.21341	8.18832	8.03068	53.27796	1104.83592
4.48850	5.32836	6.66193	6.08326	1.00000	33.44872	10.39246	25.32476	8.19983	-86.78777	7.52187	11.45545	61.36056	1.83971	6.62065	11.56064	59.65459	1197.73919
6.91649	0.57295	9.34906	9.13967	1.00000	34.25807	7.79889	35.18407	8.24945	-88.70464	8.94465	9.66041	69.44632	10.63695	7.06451	7.96457	46.26209	1107.35025
7.46590	8.94366	3.83006	6.44218	0.00000	57.97472	10.94133	30.20447	7.32675	33.2525	7.01817	10.00262	63.10315	23.75238	6.65410	11.24151	43.23328	1184.11950
9.03117	2.36545	3.71278	7.68816	1.00000	-7.54972	9.51392	39.38265	8.02848	110.71639	6.08200	7.02092	52.39613	15.13626	8.52274	5.37411	57.82730	1174.25986
8.11555	0.43067	5.03975	3.04065	1.00000	54.58048	7.04609	42.09375	5.13986	16.86194	6.68772	7.55442	81.12328	5.96076	8.01252	9.22812	50.17130	1070.27473
6.16253	0.70721	4.90304	6.11488	0.00000	-38.65333	7.68915	49.48835	7.52208	178.00417	7.49037	9.76737	45.37918	19.73611	8.38361	6.42420	44.24144	1156.07646
8.90167	0.47255	7.55165	4.28875	0.00000	41.14676	6.96780	29.34085	6.66499	-73.49484	9.07351	5.85751	69.47897	4.31490	6.41561	8.38927	34.73063	1160.88665
9.24129	0.36898	7.81954	5.03599	0.00000	32.65246	6.67055	51.96977	7.89603	51.67462	7.67369	5.43019	73.06079	33.28990	5.11269	8.72282	24.48829	1164.80902
10.20866	2.70266	7.25252	5.90053	0.00000	-13.7804	9.62794	50.46134	7.46231	34.4587	7.31779	4.72590	56.24807	31.09056	7.11992	7.16447	58.60404	1133.60613
9.51538	2.02384	5.25800	7.11836	0.00000	54.39304	9.30926	51.33234	5.13325	53.26023	7.99733	4.99275	66.20623	11.27423	7.34749	7.12752	40.81445	1158.54435
9.01141	0.75619	6.64145	6.70287	1.00000	53.95278	8.06990	25.14258	7.49329	32.86389	6.72146	9.36812	60.00204	-21.63796	6.85177	8.76419	78.99481	1101.04949
9.42925	0.68348	3.94614	7.02850	1.00000	-8.43333	8.19243	28.97671	8.90204	114.33333	6.99381	6.25911	77.94621	25.80971	7.05770	6.63119	62.38148	1140.15911
7.99955	0.30133	4.80976	7.00445	0.00000	43.96222	2.48338	69.91261	7.08557	43.63417	7.17174	7.10649	51.19561	16.96859	7.60925	8.95213	46.15776	1135.43577
4.11588	0.26753	6.34740	5.49273	0.00000	47.4943	5.04299	59.15311	8.02130	-122.24092	8.55795	6.17903	62.92976	15.16935	8.12814	6.29657	67.42298	1090.07054
6.68388	5.67148	6.92769	0.86098	0.00000	8.56697	10.45018	40.91235	6.61050	123.33471	7.11479	9.70424	82.09891	15.61226	7.42357	8.37532	44.02906	1073.42506
12.25189	0.45388	5.87680	7.05531	1.00000	11.84962	7.17556	64.59972	6.83694	-86.19903	7.43186	4.70924	54.60681	25.87766	7.23143	5.74470	59.07469	1087.68906
9.47539	2.44039	6.90339	11.05032	1.00000	18.00747	9.51828	35.25644	8.38759	-76.78319	6.59355	8.01916	74.75952	12.37212	5.50548	5.62276	73.53522	1079.18463
8.34585		6.36074	5.13273	0.00000	42.35843	5.62003		7.33132	-71.05977	5.16426	6.70099	60.13496	-1.98022	7.95616	8.11275	53.53648	1190.98648
4.47430	0.65748	9.45765	7.89764	1.00000	-13.7804	8.11744	36.96305	8.09297	34.4587	7.47847	8.62901	70.50754	20.58307	6.59069	10.03296	56.64118	1141.87848
7.21751	0.51666	7.87718	10.90174	1.00000	35.21222	7.73633	46.52400	7.15138	2.31889	7.76133	7.10799	73.84804	11.83339	7.38004	7.29028	39.55590	1103.50325
5.65090	0.51226	5.79064	6.95046	0.00000	53.69786	7.55577	33.23924	6.22138	-2.68758	7.10861	9.22483	54.53351	-3.76940	7.36278	6.55781	63.78857	1158.64333
7.93702	1.19447	5.34247	3.61243	1.00000	50.56149	8.80675	33.88317	8.17893	4.69889	5.88767	9.13372	71.19663	7.22450	7.44041	9.08682	18.42503	1123.32496
5.16362	0.68448	9.65952	7.76633	1.00000	43.41949	7.82411	51.15182	6.03425	77.0202	6.88785	11.17179	58.88216	15.90573	8.41022	9.35965	60.87793	1160.09565
8.10862	4.90030	8.39818	8.86480	1.00000	5.90702	10.31141	59.46093	5.49293	116.10146	7.34841	8.34396	58.40436	15.22495	8.67768	6.53490	79.56234	1089.02344
4.78586	4.60673	7.66612	6.75400	1.00000	-7.01833	10.20539	39.34373	7.09495	107.60389	6.64113	8.13453	80.18535	11.82604	7.55476	8.88644	58.20988	1133.55288
	0.28877	7.99872	4.89607	0.00000	45.53069	5.48403	35.71682	7.36522	9.40531	9.35157	6.11635	60.09009	9.44127	7.47128	10.04195	58.22988	1050.20071
4.85034	0.98444	9.97411	9.38194	0.00000	51.40148	8.51742	29.00952	7.12082	-1.32471	5.87954	9.06933	73.63475	20.25615	7.63635	10.19990	45.98314	1180.05265
4.45724	0.84184	7.48999	8.54370	1.00000	40.65538	7.94376	69.32425	7.76149	-74.38987	6.25024	6.68979	67.23702	35.76741	6.36734	9.43464	46.02907	1149.62816
5.50676	0.44809	6.44783	4.70049	0.00000	-6.48167	6.97536	58.82816	7.81512	106.85417	6.48332	7.52679	73.95445	27.86510	8.22410	6.66498	65.54147	1096.01332
9.39889	1.23136	5.33015	9.20777	1.00000	41.92361	8.91729	36.55161	4.35640	20.91361	8.79137	7.56016	71.10454	2.48349	6.53763	6.64583	52.09167	1054.62834
8.84905	0.43366		5.38035	0.00000	33.76446	7.35529	40.64099	6.88606	-117.79394	8.40303	4.99005	70.80155	26.59499	7.23020	7.02289	40.21074	1168.55334
8.04142	0.29281	5.53162	6.08739	0.00000	40.64621	5.58752	17.51225	6.41175	-73.97069	7.89520	7.18280	53.38486	0.36319	4.75749	8.23707	55.37233	1186.00986
7.20496	0.30794	6.15766	4.24939	0.00000	0.46005	4.46428	25.20039	8.28873	34.11169	6.75744	8.03501	65.66203	7.23900	8.46481	8.29860	28.98891	1055.28820
6.59689	0.42709	8.10985	6.07225	1.00000	43.41949	7.31754	30.79561	6.79857	77.0202	6.08319	11.34699	78.77045	-3.78705	7.45437	7.00946	65.88181	1182.12163
5.21675	1.17954	8.88631	7.44149	1.00000	35.50056	8.83206	63.47859	7.08934	117.63083	8.36788	9.11944	58.32564	7.35991	5.37413	9.10564	50.21988	1123.97964
4.59961	1.52702	11.06184	7.35017	1.00000	37.1759	9.01447	44.30733	7.87952	128.9889	7.69298	7.57995	81.54153	5.41844	7.83915	10.08223	40.83029	1172.55425
4.64410	0.96977	8.96003	10.00454	1.00000	47.4943	8.48656	28.73769	8.53290	-122.24092	8.28168	7.99070	68.77278	16.28694	5.86752	10.11718	62.01292	1149.76200
2.90907		10.29384	8.07038	1.00000	34.09668	9.31194	53.86751	7.13364	-117.71978	7.57111	7.35381	68.35820	8.58955	6.40201	11.84273	73.61850	1077.56812
8.42108	0.37918	3.54129	9.87264	1.00000	-5.41667	6.87460	39.26155	7.27567	38.01667	6.96721	5.74869	74.24920	-5.09635	6.34452	8.71382	40.06655	1163.74726
8.80150	0.41010	8.09788	4.38818	0.00000	52.86147	7.07415	38.23423	5.31920	9.5926	6.45676	6.09594	72.09602	27.38614	6.12574	8.83627	39.11659	1171.52186
6.58786	0.43830	5.77640	3.52599	0.00000	31.12406	7.60914	51.46630	5.55227	-97.90308	8.89037	8.85859	58.36559	21.07862	8.06459	7.89494	61.10064	1122.97902
11.06098	3.29463	4.29521	7.11030	0.00000	60.2052	9.86945	54.48923	5.92123	24.6522	8.67535	4.58371	87.90958	14.17991	7.07389	4.26142	41.93687	1123.29859
6.03123	0.74078	9.52427	8.48626	1.00000	40.87329	8.18777	34.83806	7.09036	14.43865	6.70479	7.87800	78.30673	4.42147	6.03980	8.74229	48.06196	1191.43938
4.38895	2.43465	10.30489	5.91339	1.00000	60.18427	9.50363	45.36956	7.54903	24.95034	6.67969		73.28794	22.59615	7.50163	10.20956	37.88861	1103.02342
5.39452	0.58886	6.04216	3.30834	1.00000	22.49396	7.92207	37.25903	9.07408	-105.36369	5.30604	8.08528	69.65866	12.58468	6.64254	11.02749	51.89237	1064.40903
9.53814	0.62458	5.61843	5.93196	1.00000	48.77275	7.66927	50.19428	7.59786	5.16108	7.66472	6.53188	76.78671	15.33017	7.33880	8.13585	38.99955	1156.07760
4.95553	0.60167	8.15046	3.55243	0.00000	47.4943	7.88963	42.76474	6.64941	-122.24092	6.72364	9.17339	75.83455	19.92162	7.85575	6.69259	61.03309	1127.01381
4.64347	0.44483	5.41158	4.01800	0.00000	22.83957	6.70051	48.69383	7.40361	91.84128	7.83577	8.81186	49.61249	7.92157	6.61332	6.54924	48.48187	1077.64803
10.39611	0.65460	4.85097	5.70888	1.00000	59.80917	7.99729	42.18945	5.69047	30.38167	7.06835	8.49945	66.98383	7.15794	6.88715	6.48521	63.64312	1102.70068
6.79437	0.70246	8.83610	9.36790	1.00000	16.455	7.87020	40.86691	7.08108	120.5875	6.91416	8.71914	67.94283	9.66139	7.03834	8.07117	37.45126	1086.26926
7.33407	2.52183	4.75438	7.10179	0.00000	13.70727	9.62048	53.00170	8.22553	9.15013	6.55463	10.29303	56.09554	30.73556	5.71905	9.96967	52.83403	1129.27585
5.51549	0.57517	8.39686	10.08897	1.00000	32.65246	7.58390	57.66227	6.49977	51.67462	7.15822	6.43338	51.74301	-1.02121	8.44925	9.00037	43.96304	1186.07383
7.16849	4.11095	5.50581	5.84205	0.00000	27.55898	10.12874	40.87919	10.85811	68.21204	5.89532	9.30761	72.26593	24.27495	6.70946	10.09596	60.94566	1088.21531
7.14279	1.20183	8.67626	8.30957	1.00000	40.60538	8.68758	54.77016	7.56303	-73.75513	8.14945	8.94265	66.03508	17.36536	5.90753	7.46038	39.17937	1177.83499
9.39815	6.55164	4.07201	8.17619	1.00000	46.32313	10.61327	39.44799	6.96364	-0.45877	8.13961	9.00821	65.95095	1.91318	5.68824	5.05439	64.09326	1078.64480
7.16552	3.19704	9.62884	11.18275	1.00000	40.34912	9.86373	42.07283	5.81887	-111.90466	8.07552	7.87911	54.24155	19.01628	6.83436	8.46446	68.07770	1127.80725
4.32230	0.32654	7.97285	8.71270	1.00000	41.0051	6.57404	63.49077	8.63326	-73.78458	5.84228	8.27205	60.99577	18.06054	7.39303	9.95815	56.50056	1160.03723
4.86794	0.61016	6.49292	4.56684	1.00000	49.88307	6.96412	44.82719	7.52535	-119.48568	7.32636	8.08830	83.88506	19.92341	7.34176	7.16579	38.13148	1105.19691
3.94493	1.29052	9.59834	6.69602	1.00000	33.14447	8.93032	48.78113	6.56299	47.3799	6.33355	8.95934	52.83281	5.15906	5.76733	10.38727	46.05732	1185.90153
6.73666	0.58199	8.27424	9.85013	1.00000	36.64852	7.91106	49.07561	6.66529	51.49621	6.78463	7.94393	71.98561	8.95618	7.24082	8.06630	47.69462	1059.72103
6.43153	1.86534	10.38645	9.31480	1.00000	46.09273	9.34825	48.68453	6.48634	-88.64235	5.33462	9.55156	76.95523	32.41706	6.53784	8.52373	44.67910	1119.94660
6.65224	1.02814	6.63807	7.00244	1.00000	33.76446	8.43764	38.54728	7.96583	-117.79394	7.38913	6.56261	67.00065	14.85046	6.84025	6.72466	62.13651	1079.57076
7.28297	1.41485	5.37857	5.16208	1.00000	35.61452	8.97152	52.79616	6.78138	-88.81395	7.26434	10.04585	72.83673	27.74943	8.15327	9.93983	25.17937	1171.79174
6.40199	2.09116	7.94951	7.78819	1.00000	32.57756	9.36964	32.44254	6.65198	71.52847	9.30598	9.77895	60.39249	13.36683	6.33659	7.72171	52.61945	1118.27029
