revision	station	longitude	QoS	code	latitude
14 Feb 2020	Albstadt	9.02596	good	DE	48.21644
2016-12-23	Sukabumi	106.92667	good	ID	-6.91806
2014-01-16	Elbeuf	1.00288	average	FR	49.28669
2019/04/29	Mianwali	71.52847	excellent	PK	32.57756
06 Jun 2022	San Carlos	-75.69947	accep	CO	8.79577
2015-02-25	Bisceglie	16.50104	maintenance	IT	41.24264
21 Aug 2022	San Giuliano Milanese	9.29109	accep	IT	45.39402
2015/05/20	Brzeg	17.4674	good	PL	50.86079
09/16/2020, 00:00:00	San Giuliano Milanese	9.29109	building	IT	45.39402
2017/05/10	Jinotepe	-86.19903	excellent	NI	11.84962
2016-06-27	Temse	4.21372	good	BE	51.12794
2017/08/19	Negotin	22.53083	excellent	RS	44.22639
2019-06-03	Zgorzelec	15.00835	accep	PL	51.14942
2015/08/03	Franceville	13.58357	accep	GA	-1.63333
2019-05-06	Qadirpur Ran	71.67164	excellent	PK	30.29184
2022-09-21	Maasin	124.84472	accep	PH	10.13361
01/14/2022, 00:00:00	Tebingtinggi	99.1625	average	ID	3.3285
2021/11/06	Longgang	120.33063	accep	CN	37.65181
10 Jun 2015	Guanajuato	-101.2591	excellent	MX	21.01858
01/14/2014, 00:00:00	Beryozovsky	60.8019	building	RU	56.9083
04/05/2018, 00:00:00	Sangla Hill	73.38333	good	PK	31.71667
2018-08-16	Les Olives	5.4584	average	FR	43.32393
2022/04/05	Misterbianco	15.00913	good	IT	37.51803
2019/10/12	Lesosibirsk	92.48278	excellent	RU	58.23583
2019-05-18	Dax	-1.05366	accep	FR	43.71032
24 Aug 2020	Laguna Niguel	-117.70755	average	US	33.52253
09/04/2014, 00:00:00	Kudus	110.8405	good	ID	-6.8048
12/27/2015, 00:00:00	Thomazeau	-72.09391	good	HT	18.65297
2018/09/14	Kherson	32.6178	accep	UA	46.65581
23 Jul 2013	Campobasso	14.66737	accep	IT	41.55947
15 Dec 2012	Afragola	14.30935	good	IT	40.92298
26 Sep 2018	Mudanya	28.88222	maintenance	TR	40.37528
03/10/2022, 00:00:00	Loanda	-53.13722	maintenance	BR	-22.92306
2016-09-21	Rutherglen	-4.21376	accep	GB	55.82885
10/08/2018, 00:00:00	Lesnoy	59.80222	average	RU	58.63667
31 Oct 2015	Bon Air	-77.55777	excellent	US	37.52487
2013/09/23	Kudus	110.8405	average	ID	-6.8048
2022-09-10	Ishim	69.49015	accep	RU	56.11281
2015-12-26	Kireyevsk	37.92792	accep	RU	53.93361
2017-02-22	Iwade	135.31667	building	JP	34.25
2014-10-03	Rwamagana	30.4347	good	RW	-1.9487
2016-07-28	Sarandi	-51.87389	good	BR	-23.44361
12 Apr 2014	Soure	-48.52333	good	BR	-0.71667
2015/03/06	Gorgonzola	9.40531	excellent	IT	45.53069
2019-09-02	Robertsonpet	78.27539	average	IN	12.95629
07/25/2017, 00:00:00	Bavly	53.26023	accep	RU	54.39304
2015-08-06	Lal Bahadur Nagar	78.55757	building	IN	17.34769
02/15/2016, 00:00:00	Lal Bahadur Nagar	78.55757	maintenance	IN	17.34769
05/23/2022, 00:00:00	Ventimiglia	7.60872	excellent	IT	43.78956
2018-09-28	Lexington	-81.23621	accep	US	33.98154
12/18/2019, 00:00:00	Bachhraon	78.23456	maintenance	IN	28.92694
22 Mar 2021	Patti	74.85849	maintenance	IN	31.28092
04/11/2021, 00:00:00	Searcy	-91.73625	good	US	35.25064
27 Dec 2017	Barracas	-58.38341	excellent	AR	-34.64966
2020/12/22	Markham	-79.2663	accep	CA	43.86682
22 Aug 2015	Arzamas	43.83992	maintenance	RU	55.39485
2021/08/12	Chharra	78.40102	accep	IN	27.9247
2019/06/09	Maliana	125.21972	excellent	TL	-8.99167
04/28/2017, 00:00:00	Collinwood	-81.56929	excellent	US	41.55838
25 Apr 2018	Barras	-42.29444	good	BR	-4.24444
10/12/2012, 00:00:00	Riverbank	-120.93549	accep	US	37.73604
10 Dec 2013	Greenfield	-85.76942	accep	US	39.78504
2018/11/20	Iwade	135.31667	building	JP	34.25
2016-02-04	Jocotepec	-103.42897	accep	MX	20.28527
2014-03-26	Gainsborough	-0.76667	maintenance	GB	53.38333
19 Oct 2012	Kolomyagi	30.28491	average	RU	60.02427
11/08/2014, 00:00:00	Ishim	69.49015	building	RU	56.11281
2021/09/29	Bogovinje	20.91361	accep	MK	41.92361
2016/07/22	Nowra	150.60036	average	AU	-34.88422
2014/12/04	Hechingen	8.96317	maintenance	DE	48.35149
06/24/2018, 00:00:00	Biu	12.19458	maintenance	NG	10.61285
2021-10-06	Bijeljina	19.21437	average	BA	44.75874
2020/07/25	Nowshahr	51.49621	accep	IR	36.64852
2015/10/02	Montecchio Maggiore-Alte Ceccato	11.412	maintenance	IT	45.50369
09/12/2020, 00:00:00	Bar-le-Duc	5.16108	accep	FR	48.77275
15 Apr 2016	Athlone	-7.95	good	IE	53.43333
2016-08-04	Thetford	0.75	good	GB	52.41667
2017-05-09	Kensington	-73.97069	average	US	40.64621
2018-08-20	Kyaikto	97.01124	average	MM	17.30858
2015-05-04	Dumont	-73.99681	average	US	40.94065
2018/09/06	Vahdat	69.01354	accep	TJ	38.55632
2013-01-31	Tudela	-1.60452	excellent	ES	42.06166
2016-12-31	Pucheng	118.53333	accep	CN	27.92333
2016-06-24	Schererville	-87.45476	accep	US	41.47892
2017-10-05	Guapimirim	-42.98194	average	BR	-22.53722
2018-02-21	Buynaksk	47.1192	maintenance	RU	42.819
2013-06-28	Muncar	114.33333	average	ID	-8.43333
08/13/2013, 00:00:00	Walsrode	9.5926	average	DE	52.86147
2015/08/09	Pekanbaru	101.44167	average	ID	0.51667
2022-04-18	Hudiksvall	17.10558	good	SE	61.72744
07/19/2020, 00:00:00	Lexington	-81.23621	excellent	US	33.98154
11 Jul 2019	Narva	28.19028	accep	EE	59.37722
2014/04/04	Wevelgem	3.16667	accep	BE	50.8
10 Oct 2013	La Ligua	-71.23106	building	CL	-32.45242
30 May 2021	Vahdat	69.01354	accep	TJ	38.55632
03 Jun 2017	West Des Moines	-93.71133	accep	US	41.57721
2018/02/12	Diwek	112.23109	accep	ID	-7.57897
2022-07-28	Mokopane	29.00974	accep	ZA	-24.19436
2015-07-09	Zvenihorodka	30.96755	average	UA	49.07866
06/18/2016, 00:00:00	Jagna	124.3697	accep	PH	9.6531
2016-02-22	Deltona	-81.26367	excellent	US	28.90054
2013-12-24	Changzhi	111.73861	average	CN	35.20889
01/08/2016, 00:00:00	Dawei	98.19151	accep	MM	14.0823
09/11/2021, 00:00:00	Chanika	38.01667	accep	TZ	-5.41667
01/04/2019, 00:00:00	Vught	5.2875	accep	NL	51.65333
2016/12/24	Port Richmond	-74.13653	building	US	40.63316
21 Oct 2014	La Garenne-Colombes	2.2469	good	FR	48.90472
24 Sep 2022	Curitiba	-49.27306	maitennce	BR	-25.42778
12 Aug 2017	Cuenca	-79.00453	good	EC	-2.90055
2014/10/16	Bushey	-0.36053	building	GB	51.64316
09/29/2013, 00:00:00	Neuburg an der Donau	11.18709	average	DE	48.73218
18 Sep 2016	Chiavari	9.32241	average	IT	44.31771
2021/06/27	Hushitai	123.50266	average	CN	41.94175
2013/08/12	Leioa	-2.98884	accep	ES	43.32686
2018/08/25	Standerton	29.24152	excellent	ZA	-26.93366
09/03/2019, 00:00:00	Shahre Jadide Andisheh	51.0193	accep	IR	35.6803
26 Dec 2020	Isfahan	51.67462	building	IR	32.65246
2021/08/14	Pleasant Prairie	-87.93341	accep	US	42.55308
2018/04/09	Losser	7.00417	good	NL	52.26083
2022/03/19	Shahre Jadide Andisheh	51.0193	good	IR	35.6803
2022/03/13	Rafaela	-61.4867	accep	AR	-31.25033
2015-07-05	Walton-on-the-Naze	1.26738	accep	GB	51.84819
12/31/2016, 00:00:00	Vryheid	30.79165	excellent	ZA	-27.76952
01/10/2017, 00:00:00	Falconara Marittima	13.39954	maintenance	IT	43.62558
2016-01-01	Somma Vesuviana	14.43865	maintenance	IT	40.87329
2022-03-31	Tianfu	122.05228	excellent	CN	37.19723
08/21/2021, 00:00:00	Kireyevsk	37.92792	good	RU	53.93361
2013-08-12	Hasilpur	72.54566	excellent	PK	29.69221
07/27/2013, 00:00:00	Vestavia Hills	-86.78777	good	US	33.44872
2015/01/30	Argungu	4.52514	building	NG	12.74482
2017-05-26	Arbroath	-2.58736	average	GB	56.56317
07/22/2021, 00:00:00	Curitiba	-49.27306	building	BR	-25.42778
05/14/2013, 00:00:00	Barneveld	5.58472	excellent	NL	52.14
10/16/2013, 00:00:00	Houthalen	5.37429	accep	BE	51.03427
20 Mar 2013	Peabody	-70.92866	maintenance	US	42.52787
2019/04/16	Sishui	117.27583	maintenance	CN	35.64889
2017-08-08	Dorval	-73.75335	average	CA	45.4473
08/21/2014, 00:00:00	Ustka	16.86194	average	PL	54.58048
07/23/2015, 00:00:00	Cheraga	2.95924	accep	DZ	36.76775
2013-03-21	Pucheng	118.53333	building	CN	27.92333
08/30/2018, 00:00:00	Boston	-71.05977	maintenance	US	42.35843
2013/06/15	Dyat’kovo	34.33825	excellent	RU	53.59782
06/30/2019, 00:00:00	Heyuan	114.68333	excellent	CN	23.73333
2019/02/19	Pamiers	1.6	accep	FR	43.11667
23 Apr 2013	Yasothon	104.1451	average	TH	15.79408
2020/09/09	Tupelo	-88.70464	building	US	34.25807
2021-01-23	Barracas	-58.38341	excellent	AR	-34.64966
02 Sep 2015	New Canaan	-73.49484	good	US	41.14676
2013/10/09	Lower West Side	-87.66561	excellent	US	41.8542
2019/11/10	Aykhal	111.4834	average	RU	65.93381
2017/07/12	Busia	34.11169	average	KE	0.46005
22 Jun 2013	Masbate	123.62494	maintenance	PH	12.37169
2021-09-16	Hutto	-97.54667	accep	US	30.5427
2021-09-10	Ghat	10.18003	excellent	LY	24.96334
2014/12/28	Sonzacate	-89.71472	average	SV	13.73417
2014/06/25	Aklera	76.56719	excellent	IN	24.41288
11/12/2015, 00:00:00	Mianwali	71.52847	excellent	PK	32.57756
2017/03/01	Novelda	-0.76773	excellent	ES	38.38479
2022-04-15	Losser	7.00417	accep	NL	52.26083
27 Aug 2020	Pahrump	-115.98391	good	US	36.20829
2018-07-16	Acworth	-84.67837	excellent	US	34.06635
2019/10/28	Bothell West	-122.24064	maintenance	US	47.80527
2021-04-27	Balikpapan	116.82887	excellent	ID	-1.26753
2015/05/17	Ajdabiya	20.22625	building	LY	30.75545
10 Aug 2020	Esmeraldas	-44.31389	excellent	BR	-19.7625
03/27/2016, 00:00:00	Far Rockaway	-73.75513	average	US	40.60538
2021-12-30	Muncar	114.33333	average	ID	-8.43333
2014-05-01	Ozersk	60.70278	maitennce	RU	55.75556
2019/05/28	Ramla	34.86563	average	IL	31.92923
2013/11/13	Odessa	-102.36764	accep	US	31.84568
06/11/2017, 00:00:00	Tak Bai	102.05461	good	TH	6.25947
19 May 2017	Heyuan	114.68333	good	CN	23.73333
08 May 2018	Niort	-0.45877	average	FR	46.32313
27 Jan 2016	Harrisburg	-76.88442	average	US	40.2737
2018-09-04	Donggongon	116.10146	accep	MY	5.90702
2014-11-03	Valday	33.2525	average	RU	57.97472
02/23/2015, 00:00:00	Hlohovec	17.8031	average	SK	48.43174
14 Apr 2014	Bordj Zemoura	4.85668	good	DZ	36.27462
02 May 2016	Troutdale	-122.38731	average	US	45.53929
2021/05/24	Hutto	-97.54667	maintenance	US	30.5427
09/14/2020, 00:00:00	Ajdabiya	20.22625	excellent	LY	30.75545
25 Feb 2014	Smolyan	24.71204	good	BG	41.57439
08/28/2017, 00:00:00	Niort	-0.45877	good	FR	46.32313
2021/01/22	Tebingtinggi	99.1625	excellent	ID	3.3285
2018-04-28	Supaul	86.59509	good	IN	26.11527
2022/09/25	Pujali	88.1453	building	IN	22.4711
04 Mar 2014	Stade	9.47629	maintenance	DE	53.59337
19 Aug 2021	Yashkino	85.4265	excellent	RU	55.8736
08/03/2017, 00:00:00	Mitry-Mory	2.61667	good	FR	48.98333
2019/12/13	Binnish	36.7138	accep	SY	35.95664
2013/02/13	Sorsogon	123.99333	average	PH	12.97389
2017/05/07	Rutland	-72.97261	building	US	43.61062
2019/07/07	Kangayam	77.5609	excellent	IN	11.00599
2012/10/07	Ulan-Ude	107.60627	accep	RU	51.82721
2016-01-25	Same	37.73333	good	TZ	-4.06667
06/14/2018, 00:00:00	Venice	-82.45426	maintenance	US	27.09978
2019-04-11	Marseille 11	5.4384	excellent	FR	43.2907
2021/04/26	Lexington	-81.23621	average	US	33.98154
02 Jan 2016	Bergama	27.18052	average	TR	39.12074
21 Mar 2021	Kyaikto	97.01124	average	MM	17.30858
2017/05/03	Adra	86.68363	average	IN	23.49668
2016-09-22	Eastwood	151.08057	average	AU	-33.79176
2022/01/31	Kanganpur	74.12286	excellent	PK	30.76468
09 Mar 2015	Meerut	77.70636	accep	IN	28.98002
01/31/2021, 00:00:00	Okegawa	139.55722	maintenance	JP	36
18 Apr 2018	Roslavl’	32.86389	building	RU	53.95278
2014/07/18	Greenfield	-85.76942	building	US	39.78504
2022-01-09	San Bernardo	-70.6996	accep	CL	-33.59217
22 Nov 2014	Aytos	27.25	good	BG	42.7
2022/07/23	Yauco	-66.8499	accep	PR	18.03496
