revision	QoS	latitude	station	code	longitude
2018-06-10	accep	-27.4338	Aguilares	AR	-65.61427
2019-12-16	excellent	51.95838	Schiebroek	NL	4.47124
2017-11-13	average	40.11583	Jizzax	UZ	67.84222
2019-01-10	maintenance	33.7207	Indio	US	-116.21677
28 Jan 2015	accep	22.37066	Tsuen Wan	HK	114.10479
2021/05/17	average	56.85836	Tver	RU	35.90057
08/14/2017, 00:00:00	accep	38.96667	Gandia	ES	-0.18333
2017-08-25	excellent	51.82721	Ulan-Ude	RU	107.60627
02/25/2016, 00:00:00	good	56.11281	Ishim	RU	69.49015
24 Oct 2015	maintenance	27.71809	Sun City Center	US	-82.35176
05/22/2021, 00:00:00	accep	41.92361	Bogovinje	MK	20.91361
2017-10-06	maintenance	51.84819	Walton-on-the-Naze	GB	1.26738
2013-01-13	building	52.66277	Great Wyrley	GB	-2.01111
2015/09/05	building	43.41949	Otegen Batyra	KZ	77.0202
2012/12/20	building	23.1959	Kenda	IN	86.51499
05/13/2020, 00:00:00	accep	50.23271	Karlovy Vary	CZ	12.87117
12/18/2013, 00:00:00	good	46.18396	Onex	CH	6.10237
07/15/2019, 00:00:00	accep	50.09019	Hofheim am Taunus	DE	8.4493
2022/02/27	accep	41.85059	Westchester	US	-87.882
05 Jul 2016	average	44.92934	Krymsk	RU	37.99117
2018/05/21	good	3.51667	Mbalmayo	CM	11.5
04 Dec 2013	good	43.16547	Gates-North Gates	US	-77.70066
14 Mar 2019	average	34.25807	Tupelo	US	-88.70464
2017-01-09	building	32.65246	Isfahan	IR	51.67462
28 Apr 2013	maintenance	36.81667	Zhoucun	CN	117.81667
2020-07-25	maintenance	34.15429	Messaad	DZ	3.50309
2014-12-08	good	-23.44361	Sarandi	BR	-51.87389
2021-11-18	excellent	53.69786	Leyland	GB	-2.68758
07/30/2018, 00:00:00	building	26.9423	Tharu Shah	PK	68.11759
30 Jan 2017	average	39.32011	Rosedale	US	-76.51552
25 May 2021	maintenance	40.57788	Brighton Beach	US	-73.95958
2013-02-10	accep	50.64336	Bad Honnef	DE	7.2278
02/03/2017, 00:00:00	accep	51.40148	Newbury	GB	-1.32471
11 Feb 2018	accep	35.25064	Searcy	US	-91.73625
2013-04-26	accep	40.57788	Brighton Beach	US	-73.95958
2013-09-26	excellent	-33.75881	Baulkham Hills	AU	150.99292
23 Jun 2021	maitennce	35.21222	Ksar Chellala	DZ	2.31889
04 Jun 2015	accep	20.14298	Media Luna	CU	-77.43532
2016-02-02	average	42.7392	Waverly	US	-84.62081
2019/04/02	maintenance	31.76212	Palestine	US	-95.63079
03/13/2014, 00:00:00	good	-4.26613	Brazzaville	CG	15.28318
12/06/2016, 00:00:00	average	33.14447	Darreh Shahr	IR	47.3799
2018-09-16	good	13.70727	Mirriah	NE	9.15013
10/10/2016, 00:00:00	good	12.37169	Masbate	PH	123.62494
03/12/2016, 00:00:00	average	38.58894	Fairview Heights	US	-89.99038
2020-09-23	maintenance	41.77583	Hakodate	JP	140.73667
2018/10/27	excellent	57.30185	Gavrilov-Yam	RU	39.85331
11/30/2020, 00:00:00	accep	38.58894	Fairview Heights	US	-89.99038
2014/11/05	accep	51.44889	Tongelre	NL	5.51978
2022/02/03	maintenance	38.72706	Carnaxide	PT	-9.24671
2019/04/30	average	50.86079	Brzeg	PL	17.4674
2015-12-24	good	-7.73379	Besuki	ID	113.69785
10 May 2014	excellent	45.51667	Vienne	FR	4.86667
2014/01/13	excellent	48.06919	Gauting	DE	11.37703
2017/11/30	accep	50.75767	Lymington	GB	-1.5443
2016-06-14	maintenance	40.72816	Jersey City	US	-74.07764
2018-11-25	excellent	8.88649	Tchaourou	BJ	2.59753
10 Jun 2015	excellent	35.48199	Minokamo	JP	137.02166
05/09/2015, 00:00:00	average	37.52487	Bon Air	US	-77.55777
08/09/2015, 00:00:00	excellent	23.49668	Adra	IN	86.68363
2020-11-17	good	54.90083	Stupino	RU	38.07083
18 Oct 2012	accep	7.62789	Ilesa	NG	4.74161
07 Nov 2019	average	16.0438	Manaoag	PH	120.4861
2013/12/19	maintenance	-4.16694	Guaraciaba do Norte	BR	-40.7475
01/25/2015, 00:00:00	building	50.88506	Denderleeuw	BE	4.07601
2017/03/01	average	42.06166	Tudela	ES	-1.60452
2018/06/28	building	40.64621	Kensington	US	-73.97069
2015-11-01	average	27.9247	Chharra	IN	78.40102
13 Jun 2014	average	10.13361	Maasin	PH	124.84472
2018-05-11	excellent	54.52156	Schleswig	DE	9.5586
2020/03/27	excellent	15.46063	Thap Than	TH	99.89166
16 May 2013	average	34.81667	Toyokawa	JP	137.4
07/19/2017, 00:00:00	excellent	50.72043	Rudolstadt	DE	11.34046
2019/01/27	maintenance	34.9	Shinshiro	JP	137.5
2018/10/02	good	39.71734	Sicklerville	US	-74.96933
2018/12/08	building	50.75932	Lutsk	UA	25.34244
2015-01-01	maintenance	-5.41667	Chanika	TZ	38.01667
2014/11/21	building	23.5654	Magong	TW	119.58627
02/27/2021, 00:00:00	excellent	52.61131	Hermsdorf	DE	13.31783
27 Aug 2019	building	34.61667	Yao	JP	135.6
2018-08-22	average	7.65649	Efon-Alaaye	NG	4.92235
25 Aug 2020	good	52.71083	Emmeloord	NL	5.74861
2022/08/06	good	36.81667	Zhoucun	CN	117.81667
25 May 2021	maintenance	45.9836	Cordenons	IT	12.70038
09/25/2016, 00:00:00	good	23.15678	Varadero	CU	-81.24441
2020/01/01	excellent	-25.42778	Curitiba	BR	-49.27306
01/23/2022, 00:00:00	accep	43.96222	Novopavlovsk	RU	43.63417
07 Jul 2019	average	35.815	Shimotoda	JP	139.6853
2017/05/02	good	58.63667	Lesnoy	RU	59.80222
2018/01/28	building	51.44889	Tongelre	NL	5.51978
2018-09-24	good	-3.20333	Altamira	BR	-52.20639
2020-04-12	excellent	28.88162	Guli	CN	120.03308
2014-12-31	average	48.52961	Landshut	DE	12.16179
05/23/2022, 00:00:00	accep	-2.68333	Usagara	TZ	33
2017-11-15	average	50.86079	Brzeg	PL	17.4674
02 Aug 2013	good	42.4251	Malden	US	-71.06616
09/11/2015, 00:00:00	building	39.45621	Martinsburg	US	-77.96389
2018-11-24	good	23.73333	Heyuan	CN	114.68333
06/14/2015, 00:00:00	good	-31.95224	Perth	AU	115.8614
26 Mar 2019	accep	43.32686	Leioa	ES	-2.98884
03/26/2014, 00:00:00	average	-15.21194	Minas de Marcona	PE	-75.11028
03/07/2014, 00:00:00	good	15.72892	Burgos	PH	120.57224
30 Apr 2015	excellent	22.88783	Jashpurnagar	IN	84.13864
2012-10-18	accep	38.07789	Villabate	IT	13.44275
09/13/2022, 00:00:00	good	29.53885	Fresno	US	-95.44744
2021/02/22	building	30.75545	Ajdabiya	LY	20.22625
2014-12-10	maintenance	45.79377	Malnate	IT	8.88104
12/30/2021, 00:00:00	excellent	40.53123	Francavilla Fontana	IT	17.58522
08/17/2016, 00:00:00	maintenance	38.40917	Xinzhou	CN	112.73333
18 Sep 2018	good	41.48199	Lakewood	US	-81.79819
2016/12/20	average	49.97704	Aschaffenburg	DE	9.15214
2014/09/10	average	8.48714	Freetown	SL	-13.2356
2015/10/11	average	45.0408	Columbia Heights	US	-93.263
2021/11/02	building	17.54907	Elamanchili	IN	82.85749
2020/11/19	accep	-4.06667	Same	TZ	37.73333
2016/05/03	building	42.55308	Pleasant Prairie	US	-87.93341
2014/05/10	excellent	43.83125	Cavaillon	FR	5.03586
2016-05-29	maintenance	41.16704	Bridgeport	US	-73.20483
2013/09/13	excellent	48.43174	Hlohovec	SK	17.8031
2022/08/21	good	37.74615	Ponta Delgada	PT	-25.66689
04/01/2017, 00:00:00	acceptable	23.0072	Boyeros	CU	-82.4017
2015/10/02	average	61.78491	Petrozavodsk	RU	34.34691
14 Nov 2013	average	-10.95817	Tucano	BR	-38.79084
24 May 2013	good	28.15112	Lutz	US	-82.46148
04/23/2016, 00:00:00	building	36.33011	Annaka	JP	138.89585
18 Aug 2018	building	-25.42778	Curitiba	BR	-49.27306
06/02/2014, 00:00:00	excellent	43.62558	Falconara Marittima	IT	13.39954
2021-04-12	excellent	-7.01833	Pameungpeuk	ID	107.60389
02/07/2016, 00:00:00	good	9.91861	Tinaquillo	VE	-68.30472
2014-01-09	maintenance	29.53885	Fresno	US	-95.44744
13 Aug 2016	average	45.78071	Portogruaro	IT	12.84052
2017-05-22	average	-7.54972	Ngemplak	ID	110.71639
26 Mar 2013	maintenance	29.69221	Hasilpur	PK	72.54566
2019-10-16	excellent	48.52961	Landshut	DE	12.16179
2015/02/15	building	40.87329	Somma Vesuviana	IT	14.43865
2018/02/03	accep	48.25	Floridsdorf	AT	16.4
08/15/2022, 00:00:00	good	-32.05251	Willetton	AU	115.88782
2020/06/26	maintenance	5.4709	Batu Feringgi	MY	100.24529
2018/02/17	maintenance	35.815	Shimotoda	JP	139.6853
04 Nov 2021	average	-37.32167	Tandil	AR	-59.13316
2014-05-01	good	51.42708	Lower Earley	GB	-0.91979
12/19/2015, 00:00:00	accep	23.0072	Boyeros	CU	-82.4017
2019-07-21	average	21.53889	Gariadhar	IN	71.57737
25 Dec 2021	average	18.00747	New Kingston	JM	-76.78319
2021-10-24	excellent	10.7375	Talisay	PH	122.9666
2015-06-16	good	16.06213	Hungund	IN	76.0586
