SO2	PM2.5	Pb	C2H3NO5	NH3	CH4	PRES	NOx	longitude	latitude	CFCs	CO	H2CO	PAHs	warning	O3	PM10	TEMP
7.46881	6.59372	31.44839	0.18681	5.19132	7.33702	1065.98736	5.42150	38.01667	11.85	40.39220	6.96688	47.23208	8.29734	0.00000	8.72055	4.87581	14.72237
6.43267	9.02859	50.74435	0.42513	4.89930	4.17678	1087.05785	5.45922	-111.89903	33.50921	32.03871	5.69303	44.64232	8.21064	0.00000	7.54349	7.80719	21.27666
7.44472	5.85141	64.52475	15.25748	4.24831	7.53868	1053.30066	7.25084	76.92421	60.97944	42.02102	6.84603	54.72967	10.03144	0.00000	7.78447	12.07445	19.17079
9.00175	4.97780	45.00654	0.10764	8.42920	7.71750	1116.65332	9.02538	-2.68333	43.31667	42.65564	3.83381	62.62345	8.92001	1.00000	7.91475	4.07536	14.09450
6.38678	5.64755	67.19353	0.31376	5.69152	6.85546	1136.93322	10.51380	178.00417	-38.65333	55.12510	5.89322	62.28232	8.08901	1.00000	7.90964	7.65742	31.58698
5.93533	7.38155	58.22494	0.65531	5.95054	5.28483	1107.54863	8.82194	136.84186	34.4833	58.00665	8.44408	54.92193	8.97326	1.00000	7.11636	8.64923	17.37127
6.40414	3.96854	41.32338	0.24875	5.09223	8.48688	1120.80857	6.15071	37.3825	37.05944	37.35723	4.74376	60.74279	8.61463	0.00000	9.44441	7.01368	21.34616
5.37943	7.68935	53.75519	0.09944	4.72263	7.06406	1119.11036	5.24460	100.04427	13.8196	61.20737	8.38755	41.13458	7.66841	0.00000	6.88772	3.30796	13.99477
6.71078	4.26242	52.80913	0.15303	3.90203	8.82323	1151.59696	5.46570	4.82313	51.24197	71.12131	7.36739	79.03513	9.62003	0.00000	6.66359	5.04745	9.22554
8.31472	4.65249	45.47268	0.18932	4.77794	7.60530	1178.84404	7.36851	4.86667	45.51667	32.24781	6.05424	76.38220	7.31093	0.00000	5.86439	6.16573	19.34890
7.44193	5.63406	70.85723	0.19396	9.44797	7.37251	1141.56358	8.36225	7.11393	51.08468	35.85569	3.38702	44.99012	3.80296	1.00000	8.19030	6.86733	0.06790
6.97976	9.45511	45.28641	0.70743	4.99258	8.49670	1066.37049	6.53938	82.85749	17.54907	59.58490	7.09723	62.55577	7.44889	0.00000	6.87906	8.84136	13.47762
8.97519	6.55950	69.04594	0.29374	10.11685	8.18875	1170.56941	8.16249	34.02537	38.37255	52.53519	4.87439	49.91840	4.64854	1.00000	8.42984	7.48820	10.98648
6.87179	6.82903	62.23731	10.83864	8.58379	7.06248	1160.73437	7.12476	78.14797	15.45144	69.07786	8.17941	53.52585	12.19576	1.00000	8.01940	11.72867	-5.79075
7.63964	5.37103	46.99352	0.23021	6.88004	6.48360	1058.09464	6.37428	-87.882	41.85059	44.02558	4.58146	64.33172	8.72450	0.00000	6.25558	7.20044	30.84106
6.23855	6.51179	28.73855	0.25806	7.80876	7.82438	1159.63455	8.79602	16.91667	-21.98333	50.00964	6.04244	54.13406	4.60835	1.00000	7.57633	6.36851	26.10366
7.96137	8.93254	70.50599	1.86419	5.36856	8.93509	1172.67777	10.05271	115.8614	-31.95224	55.68600	6.71251	68.78812	10.26876		7.33527	9.92032	19.30893
7.62872	5.24814	35.45684	0.22003	6.17299	5.68114	1095.91990	7.78029	8.62118	45.44694	66.44373	5.99767	43.48687	7.51481	0.00000	8.65050	7.02272	4.78847
6.88017	2.94664	58.43520	0.71951	6.22212	9.57454	1176.12751	7.98620	-60.1831	46.1351	34.15458	8.88229	49.03610	8.84900	1.00000	6.18667	8.95354	-2.65172
5.29918	5.80579	64.79159	0.20939	5.70749	6.09652	1120.48527	5.85590	4.63031	43.67681	32.04755	6.17170	50.05389	8.22517	0.00000	6.78751	6.81999	31.77720
8.68018	6.04637	72.89962	19.98352	8.72023	5.27761	1139.20545	4.86970	5.51978	51.44889	48.08239	9.53248	47.59209	11.59656	1.00000	6.40730	12.34530	14.99845
7.01439	4.34615	56.39933	0.14793	8.28195	6.03183	1182.48134	8.68788	-42.29444	-4.24444	51.13294	5.82833	54.45822	5.44192	1.00000		6.25634	1.94787
6.65627	4.81617	48.94325	0.21416		5.51034	1152.41223	7.11815	7.20769	50.80019	40.77292	4.51845	40.07878	5.97848	0.00000	7.30680	4.89221	8.18948
7.89941	6.38132	62.86637	0.19330	6.14081	6.25910	1062.97043	3.43035	76.11996	11.12018	35.63232	6.86955	56.32984	11.70103	0.00000	8.16483	5.13942	19.25567
6.48465	6.62805	81.63650	0.20759	7.74707	7.37127	1128.64511	8.49617	112.19028	30.35028	44.31526	6.67656	56.51248	3.54822	1.00000	8.35856	6.41389	13.11292
8.00063	5.59564	55.59555	0.18425	7.50297	8.95167	1081.91514	8.60351	123.99333	12.97389	56.44294	6.73786	54.46247	6.29784	1.00000	6.83699	5.86087	14.98797
7.22247	3.05218	60.54241	0.93190	6.33620	6.95784	1087.50282	8.71549	-1.29772	50.76306	64.66206	6.62508	68.25119	11.32469	1.00000	5.91487	9.08324	11.17197
8.44106	8.87551	58.14182	0.18480	6.84222	6.83981	1119.81763	6.28355	9.15214	49.97704	63.08180	4.42721	40.48881	9.25940	0.00000	6.39036	6.92755	23.01527
7.66771	5.32715	66.05893	0.25688	7.79645	7.78579	1148.53881	8.78987	-2.68758	53.69786	43.42631	6.94879	57.59222	8.13756	1.00000	9.04043	5.02534	19.19543
9.47638	4.78387	60.44604	0.20295	6.83539	7.02598	1105.61177	9.69053	120.57224	15.72892	44.37608	6.61512	57.87770	9.26748	1.00000	5.48190	2.69072	19.73009
7.05216	9.63720	55.71415	1.22263	2.68220	5.70081	1068.20894	6.82434	-121.75689	36.91023	29.10532	7.62544	55.28375	5.99137	0.00000	8.36869	9.49871	24.29682
7.52774	5.37968	44.46094	0.13765	5.95632	6.80472	1063.41467	6.92236	8.51667	51.88333	27.10445	4.70232	70.31921	7.47855	0.00000	6.48757	5.73691	37.93556
6.06089	9.03922	69.66930	0.22418	5.27201	6.27669	1174.33501	7.59513	138.89585	36.33011	55.83050	4.87512	64.47700	7.40290	0.00000	8.58429	7.44494	10.68936
6.75876	3.50955	39.18828	0.42346	4.67756	8.43784	1187.30061	8.01280	-59.13316	-37.32167	59.74129	4.76207	43.19309	6.60015	0.00000	4.29557	7.62622	26.07852
7.24344	6.94873	65.16017	0.30706	9.45328	5.63385	1094.26424	7.88945	78.25795	9.82564	55.65707	6.36050	44.97597	4.95995	1.00000	8.05940	6.96091	24.74341
8.13360	5.00211	67.44329	0.31259	6.58817	5.61749	1161.11718	6.72069	-73.20483	41.16704	37.57495	3.79611	84.01648	7.86260	0.00000	7.46493	7.48332	5.89425
5.31992	7.27368	68.89206	1.64772	5.35414	6.55740	1078.52072	9.33181	-93.263	45.0408	45.25630	6.13578	65.99151	8.23983	0.00000	7.31127	9.81018	17.31952
6.93161	5.96353	45.11396	0.27728	6.90568	8.93901	1107.99808	4.53562	103.81667	1.6	69.52984	5.70624	43.87760	10.60532	0.00000	7.95415	7.09008	13.42294
6.39809	5.85713	63.33174	0.66696	5.03016	6.86748	1132.74169	7.32048	-73.81669	45.44868	47.31101	7.38466	50.49391	7.50169	1.00000	7.13481	8.78763	21.94705
6.15140	4.63832	34.49788	0.22533	8.73014	7.86972	1131.13646	8.26958	11.5	3.51667	43.69635	4.89789	47.88963	4.35827	1.00000	5.73050	6.67332	10.11437
6.03514	8.11178	53.54582	0.24382	5.92462	9.21541	1109.79825	8.55390	119.58627	23.5654	62.68440	10.02461	45.10500	3.30569	1.00000	5.70953	7.00193	15.88605
6.01808	9.68546	61.29029	0.33624	5.47529	7.63000	1160.03951	8.60664	-77.70066	43.16547	62.75197	5.65242	40.85420	7.00690	0.00000	6.05548	7.41543	36.52634
7.64190	6.75548	54.62501	0.58288	6.90771	7.28062	1173.67008	9.79794	-52.35558	-14.66463	52.90034	7.12542	55.84878	9.28615	1.00000	6.98039	8.55827	11.48733
6.12379	8.67933	49.93871	0.18038	8.01943	7.86234	1166.51982	8.58251	100.48528	14.37395	42.18511	4.51934	41.55641	7.27528	0.00000	7.96458	6.14669	19.38731
6.60942	3.42965	63.64120	0.51417	5.57127	8.88737	1094.62692	7.92475	-73.81669	45.44868	34.07499	3.59799	56.33277	7.05306	0.00000	8.27546	8.18076	9.87062
4.30365	5.19273	72.71583	0.15230	5.28030	6.90898	1171.37459	6.14563	6.92917	52.31333	51.49313	6.12688	46.84928	8.55993	0.00000	8.03479	6.37054	3.39013
8.25129	6.51032	60.13981	0.82678	9.49753	6.24408	1087.60514	7.21337	-93.08883	45.16024	38.22886	7.40220	42.21874	4.25060	1.00000	6.64342	9.00271	7.63700
8.16599	6.23945	68.98026	0.20352	9.78677	5.91881	1101.38662	8.72417	34.11169	0.46005	27.12923	3.53978	56.43085	3.49729	1.00000	7.95095	6.80177	14.01726
7.16119	7.86613	66.16436	0.18472	5.76687	8.42805	1180.33196	4.90537	-73.95958	40.57788	36.28956	8.17856	49.51349	9.14873	0.00000	6.38645	4.19331	3.85725
7.26643	6.23980	56.85090	0.24464	6.14910	6.76993	1159.22769	4.81972	-68.30472	9.91861	64.74780	4.69151	67.97364	8.63099	0.00000	7.63978	6.02113	8.85173
7.32254	7.97200	25.38727	3.07616	5.12615	8.41680	1177.61143	11.99117	136.61667	36.53333	43.06374	6.65111	49.22880	7.64721	0.00000	5.75584	10.41145	6.80047
6.31184	5.54821	59.42281	0.25576	4.09841	7.23183	1086.55765	8.62416	69.67639	41.29444	55.63844	8.43815	28.41561	6.25182	1.00000	7.78163	6.94597	30.00990
7.93647	5.63868	62.59958	0.47328	5.04065	6.61129	1187.22890	9.29121	-2.68758	53.69786	54.73701	7.96196	40.00033	9.71141	1.00000	6.42140	8.16036	25.52575
7.29819	5.77761	75.67539	0.17843	9.24680	7.72256	1147.85418	8.24601	120.57224	15.72892	24.43454	5.93789	36.79247	4.28593	1.00000	7.81914	6.17923	27.10092
7.62006	9.16354	51.03584	0.24845	6.39237	7.81016	1138.75882	6.50594	92.48278	58.23583	56.32571	5.62805	60.13800	7.32653	0.00000	8.07466	6.99890	27.75585
8.06623	6.85070	45.00743	0.27450	10.50601	8.20317	1094.40466	7.89178	-74.28459	40.5576	45.57330	4.75849	22.60467	6.14982	1.00000	7.81987	7.57633	15.36591
6.47198	6.18845	42.70861	0.46485	5.28552	7.30033	1160.99866	8.51694	12.16179	48.52961	39.48376	10.12808	71.72995	8.50655	1.00000	6.91481	7.92974	20.36021
7.28437	4.31203	85.47197	0.36326	6.68813	8.13623	1087.57403	4.87568	-34.88111	-8.05389	33.65198	3.38534	42.89516	10.53899	0.00000	7.58106	7.37658	9.35805
7.39656	7.04450	50.49954	12.02361	4.15071	5.07082	1187.41734	9.81428	79.87116	6.84019	30.26501	6.95294	51.68923	8.59126	0.00000	6.72515	11.82452	30.52622
6.64679	6.94069	55.93690	2.10566	7.00671	7.82335	1089.93759	8.13980	-97.54667	30.5427	66.79333	8.35440	60.54013	11.66433	1.00000	7.16500	10.02533	11.11846
8.99984	7.55763	31.00954	0.32043	7.03618	7.14427	1177.59674	7.15675	4.52529	50.71229	48.76413	4.69960	66.06264	9.09525	0.00000	5.92690	7.83263	4.85120
7.19154	8.58807	41.92490	0.83182	5.03698	10.17885	1097.41053	6.04432	-121.75689	36.91023	50.86965	6.34553	37.71933	8.88702	0.00000	7.59075	8.89631	6.87743
7.82867	10.70866	45.09771	0.81484	3.45203	6.97499	1164.97132	11.62689	104.1451	15.79408	36.07591	7.36164	34.81434	6.24817	0.00000	6.73055	8.96309	22.59917
6.95025	4.22348	38.93020	0.45997	5.86899	5.98939	1086.48860	9.29356	139.6853	35.815	33.28955	4.36369	50.18966	5.52720	0.00000	7.32338	8.22825	1.14939
7.69992	5.67307	59.68943	0.16396	5.78525	6.09737	1096.52391	4.91934	-74.96933	39.71734	51.84998	4.37453	60.82470	8.80795	0.00000	9.36576	5.06708	15.95324
8.44235	3.76446	42.30597	1.26665	6.82196	5.99014	1175.22928	7.35202	-8.2503	37.08819	21.24168	8.55936	54.21514	11.31297	1.00000	6.59820	9.52755	6.99162
6.35846	4.40295	91.60225	0.24925	5.08719	7.12047	1119.84602	8.69306	124.84472	10.13361	58.31398	9.40898	54.76678	6.97144	1.00000	5.58158	7.59008	6.01756
7.97635	5.90017	50.46797	14.72879	5.98519	6.72248	1071.50271	12.12851	17.58522	40.53123	37.20338	7.24055	71.89278	7.63530	0.00000	7.21885	12.03847	25.87778
6.73034	8.26183	66.91167	2.24039	10.18497	8.20239	1152.20091	6.60407	-87.93341	42.55308	36.14611	7.24571	72.42350	4.98140	1.00000	8.50615	10.08348	16.68561
4.95272	6.02727	72.59065	0.17531	4.96851	5.87893	1169.56992	5.13508	124.84472	10.13361	45.42290	6.43765	54.01831	8.44422	0.00000	7.70529	5.33511	6.22942
4.62538	7.50873	38.07001	0.71509	6.57540	7.17295	1098.03171	8.12705	-89.99038	38.58894	56.19731	4.31666	50.87536	10.36884	0.00000	6.93970	8.71607	18.73020
7.81040	7.38841	52.01450	0.29247	7.55562	6.29396	1065.62856	6.38120	-73.78458	41.0051	58.07002	7.49160	65.53646	8.96457	0.00000	8.30014	7.25783	29.24368
6.41455	7.57055	40.30261	0.10604	6.60686	7.95073	1083.13186	7.97546	-96.67834	34.77453	49.48533	8.65045	39.08156	8.53261	1.00000	6.65399	5.65518	-4.27266
4.97916	7.52990	54.27333	5.70794	8.22920	7.57878	1136.42000	5.60202	-93.08883	45.16024	42.46743	8.71012	54.02060	8.41506	1.00000	7.46529	11.08038	31.34195
7.41340	7.28683	48.85345	0.60303	7.46331	6.80437	1106.91522	9.62917	11.37703	48.06919	71.33411	5.70541	51.50798	8.89374	0.00000	6.94144	8.52554	20.03840
5.48325	5.76823	68.78652	1.65629	7.28188	8.78756	1072.73866	8.23892	140.72287	53.14657	55.54496	7.40613	75.97076	9.83216	1.00000	6.04508	9.80042	-6.25068
7.29150	7.12337	71.31052	0.11922	7.88882	7.50949	1066.06525	9.02960	31.4976	26.67319	34.34227	5.62376	72.89539	6.74817	1.00000	6.73998	4.31244	11.97362
7.23177	4.32394	40.57809	0.31171	9.05375	6.90836	1076.34930	8.15721	17.58522	40.53123	65.21047	6.41972	52.84635	4.34820	1.00000	7.18866	7.15172	11.65277
6.52848	6.69579	61.26498	0.89158	8.27364	6.17109	1106.52710	7.02435	139.07204	36.24624	48.74762	10.43013	69.00268	4.85341	1.00000	7.70734	9.01042	26.39945
7.50501	5.18077	59.65218	1.32165	6.65347	6.86276	1174.65927	7.91601	31.3237	52.4089	44.16029	8.32728	49.77252	9.81944	1.00000	6.32694	9.53352	27.19948
6.21370	5.51963	52.74278	0.17800	3.94938	6.41735	1065.91982	8.53244	0.30367	51.38673	50.55640	9.27430	52.74652	4.75805	1.00000	6.88797	6.16863	4.25077
7.34959	9.85833	78.05171	0.13421	5.74212	7.51806	1131.99103	4.86560	-71.23106	-32.45242	43.57314	5.93126		8.55463	0.00000	7.65274	6.58233	9.08661
10.02695	3.90084	49.15701	1.05922	6.56929	6.42455	1190.18633	8.47008	138.89585	36.33011	32.35665	8.72563	41.54630	9.35740	0.00000	6.45916	9.32407	21.57734
5.83148	7.00124	56.61080	2.17782	6.92860	8.38444	1136.26975	7.17937	-120.45794	34.63915	31.14164	8.26333	64.65080	9.81117	1.00000	7.92120	10.07184	15.02033
7.85798	5.35580	60.00202	0.83612	6.09943	6.69301	1098.14698	7.27624	-1.86343	38.10558	55.43387	6.36283	49.93944	7.61926	1.00000	7.63045	8.99171	0.77331
6.20444	6.45688	49.62726	0.13512	6.81391	8.11592	1075.96313	8.83166	-95.30106	32.35126	60.60504	6.63045	63.19965	9.04821	1.00000	7.35217	4.08985	13.51295
6.54741	7.60476	66.31946	0.48766	9.58558	6.24067	1073.35091	7.12448	5.06258	7.50251	58.45247	7.98633	54.92065	4.98238	1.00000	7.54508	8.33463	-7.88857
8.10284	4.70813	32.42061	0.20721	8.51567	5.29068	1101.82309	9.14536	99.96667	8.43333	43.94948	6.19383	57.39793	6.82127	1.00000	8.20686	4.94348	15.03108
8.17038	7.76331	48.10471	0.47620	6.34400	7.52340	1080.42149	8.26414	38.12408	53.77166	53.82799	4.46937	50.36534	11.18213	0.00000	7.75813	8.40785	16.10036
7.40594	5.45698	52.13062	0.41741	6.24213	6.65759	1114.86540	9.59867	46.83187	14.53767	37.01559	7.99434	57.78164	8.97156	1.00000	6.72968	7.96553	25.13166
8.70713	7.27293	70.11904	0.22781	8.12822	6.00039	1062.26253	7.45120	-84.67837	34.06635	31.73706	7.65062	42.06701	5.39444	1.00000	6.83536	7.25734	-23.91358
5.85387	6.33105	59.57825	0.30459	4.74661	7.82014	1120.62944	9.34775	24.75	55.25	6.31746	6.36997	81.13989	5.70772	1.00000	5.97211	7.50796	4.24830
8.02168	5.81987	48.92228	0.45786	9.75743	6.31351	1167.36190	7.51497	68.49143	25.80565	26.18938	7.45756	51.26697	4.64935	1.00000	8.06692	8.25335	2.81316
7.28914	6.22763	63.51123	0.20789	7.73139	8.09779	1158.34487	4.04203	126.28333	45.35	64.36751	5.33148	58.63633	11.70263	0.00000	7.80569	6.93908	1.14328
7.18673	4.18273	47.75896	0.12724	3.74554	7.18562	1141.89681	11.94824	-60.47389	-34.64167	53.72100	7.27611	44.53481	6.51122	1.00000	6.13041	5.21025	28.23050
7.55662	5.46595	55.18315	0.26367	6.21867	8.52950	1146.19102	9.68689	-0.91979	51.42708	52.23920	8.28615	80.19399	6.95334	1.00000	5.87837	7.31118	17.48582
7.01702	7.85738	60.07145	0.15647	5.19023	7.25380	1106.68332	4.30776	-111.99633	40.65995	49.19841	7.09174	39.89118	7.99407	0.00000	6.28795	3.52270	22.83014
	7.64371	54.18458	0.20475	7.32320	6.94090	1158.99019	8.48746	82.85749	17.54907	58.63129	6.24952	59.18281	6.30982	1.00000	5.04015	6.26178	15.73889
6.01285	10.76839	24.25051	0.31148	4.98253	7.27868	1089.78200	9.41480	34.02537	38.37255	45.22553	7.49710	59.29875	6.08037	0.00000	6.94329	7.90433	21.37159
5.85484	6.32249	77.38951	0.22773	5.29793	5.56465	1188.13373	4.07643	144.09638	43.82634	44.21410	5.03228	36.15932	8.73809	0.00000	7.99906	4.46889	9.08345
6.62105	6.67125	88.78672	0.25782	8.26249	6.77876	1095.88040	8.38252	78.40102	27.9247	51.48910	6.11076	68.17043	4.63809	1.00000	7.84660	7.09804	14.32486
6.71521	4.32451	46.91327	0.17766	7.77139	6.77931	1107.58465	9.03588	2.29026	48.77644	41.95515	7.61755	63.59444	6.58219	1.00000	6.25569	4.91914	2.49086
8.05757	5.37515	59.56383	0.16124	4.89375	5.47888	1175.93263	10.70840	133.42825	45.47885	69.25318	7.16870	56.64727	7.46126	1.00000	6.35276	6.35192	1.71441
6.73308	5.83812	32.94563	0.34780	5.98588	6.57931	1182.22758	8.02864	123.758	10.20898	48.53232	6.04293	53.32148	6.18022	0.00000	7.28460	7.64772	8.80098
8.10298	5.46960	30.70429	0.60099	6.08745	8.46513	1176.95296	8.20310	116.11768	24.28859	29.10155	8.10903	49.26353	9.05917	1.00000	7.26237	8.53721	26.58200
5.96204	5.57267	32.69822	0.30495	7.68038	8.45988	1180.54152	7.29514	9.5586	54.52156	63.38906	4.46487	80.84237	8.54872	0.00000	7.87340	7.89281	21.62970
	7.43434	55.60558	0.56784	3.75577	7.60547	1133.15210	6.53559	20.91361	41.92361	40.41414	11.04814	47.89469	4.31453	1.00000	5.58431	8.27509	14.48282
7.19665	4.79107	48.77391	0.21196	5.79747	5.28776	1109.43470	6.50154	-43.80139	-20.25333	40.77490	5.34933	60.48175	8.38295	0.00000	7.60257	7.24686	16.50330
8.28343	5.84739	65.97509	0.23018	10.13668	6.93158	1070.42941	8.58694	120.5875	16.455	38.16935	2.57727	41.36883	4.16993	1.00000	6.04945	6.52589	18.33739
8.19258	8.18201	50.08438	13.03121	8.10082	7.30598	1195.48183	6.08835	124.84472	10.13361	50.16321	7.71616	37.91966	11.61081	1.00000	7.82998	11.91300	10.84498
8.13273	8.37914	68.53483	4.76135	4.48903	7.74308	1122.09075	11.14020	83.97573	21.46527	64.76028	6.85623	34.99874	8.67138	0.00000	7.18092	10.88477	14.54979
7.71239	5.45163	46.28944	0.16040	9.09590	6.50069	1096.71950	9.76461	38.02486	55.64776	57.18637	0.89917	36.58124	5.10342	1.00000	7.34145	3.65455	20.67494
7.97338	4.46113	55.98552	0.21017	9.25898	6.99754	1089.59477	8.20012	86.68363	23.49668	75.24822	6.50269	38.46759	7.37960	1.00000	7.09469	6.70677	2.75954
6.90001	5.50624	44.42518	0.25342	8.72005	8.92734	1078.48434	8.18365	4.62744	36.06386	45.28831	6.39844	45.29664	3.40437	1.00000	6.23572	7.28847	17.00304
8.13994	7.71293	62.28414	1.45200	6.95384	7.40842	1195.63167	9.48881	73.66633	25.92493	37.39262	6.23257	62.59333	8.99936	0.00000	8.20341	9.67363	23.25208
7.03388	3.56537	66.80296	0.17324	8.02377	4.74840	1073.02664	9.72936	1.15597	51.78967	60.14774	4.29910	64.83315	5.82889	1.00000	8.05270	3.82635	8.23676
8.42731	9.73588	46.17915	0.39769	4.21980	8.21432	1086.92266	8.38140	-120.43572	34.95303	58.48458	6.29287	61.07258	7.20196	0.00000	6.99651	8.01460	17.74035
7.26351	7.97207	41.04718	0.80798	5.86598	8.33064	1118.55989	8.06026	126.28333	45.35	38.08715	10.17452	35.27020	9.05491	1.00000	6.43979	9.01845	28.49642
6.82691	6.84292	34.85001	0.76494	5.67410	8.09185	1191.20321	5.89189	-82.07842	26.91756	28.54817	4.86427	51.09772	9.82063	0.00000	8.10913	8.85295	17.83756
7.18575	6.16164	48.17446	0.24293	4.65092	8.98465	1176.34640	10.22817	72.68533	22.75218	59.92236	6.37560	66.45277	6.43491	1.00000	6.69475	6.81088	2.35167
7.16356	6.84495	55.57771	0.14904	9.49487	6.32860	1121.88706	8.39381	42.85693	39.22493	68.18067	5.53845	42.02705	5.69149	0.00000	7.21011	5.95676	22.23570
7.06847	5.44614	47.87675	0.22908	6.22350	7.75020	1198.49754	4.99338	-76.72803	39.32288	69.38959	5.79298	40.21998	10.18081	0.00000	6.85958	6.51693	7.07366
9.08782	4.99364	60.29928	0.22306	9.90207	8.61554	1075.37577	8.55660	-97.50417	25.87972	64.27163	4.60808	56.79855	3.66678	1.00000	8.55034	6.55080	5.03212
6.80601	5.57706	55.79940	0.15450	7.92131	8.17642	1091.91215	8.77398	-111.99633	40.65995	75.15988	5.67607	72.29750	8.38307	1.00000	6.28243	4.77908	14.31170
5.91394	5.54459	45.09583	0.14043	4.46687	6.32197	1124.71382	7.65996	113.69785	-7.73379	40.42048	7.08461	67.93944	6.13480	0.00000	6.87308	5.35017	22.71173
7.12484	4.02175	48.71318	0.52726	7.19274	6.83063	1108.40578	9.59989	-95.63079	31.76212	60.72877	6.29971	60.32270	9.56170	1.00000	7.24586	8.30929	25.99041
6.66953	5.54547	58.56570	0.85373	4.00448	6.00436	1074.02159	5.37072	73	40.93333	53.72569	11.49441	50.60510	5.91252	1.00000	7.10797	8.99214	20.16392
7.25100	8.83433	70.30771	1.52736	4.28090	6.47622	1097.82069	9.43214	91.61356	26.44931	46.97470	7.38944	47.00744	6.71809	0.00000	6.05462	9.68879	8.95971
6.14369	5.99603	58.65596	0.19071	8.18011	6.71692	1173.15664	8.36677	78.40102	27.9247	57.88804	5.74496	59.48373	6.76937	1.00000	6.81299	5.86277	6.55758
5.89803	10.49055	33.72429	0.47091	3.78669	5.77484	1113.46769	7.75426	112.19028	30.35028	79.97846	6.90903	50.11868	8.19871	0.00000	6.73888	8.38193	21.35838
6.53975	7.85964	63.06110	0.17329	6.34608	8.12020	1073.59302	9.49086	-2.98884	43.32686	57.00015	5.77238	39.39018	5.69166	1.00000	5.70803	3.92400	9.47042
7.05302	5.10391	46.34342	0.49007	9.71582	6.88648	1105.28416	7.92972	-119.48568	49.88307	36.98183	6.89958	42.34887	3.96317	1.00000	6.06348	8.47560	8.99376
8.46670	4.98521	47.58841	1.31445	6.36677	6.68556	1055.20393	6.75057	-74.28459	40.5576	49.41069	7.07231	44.81607	7.58452	1.00000	7.79946	9.44765	-3.55896
9.16944	5.28119	58.33840	0.69596	5.09980	6.34051	1147.95401	7.12385	8.61839	49.68369	52.57636	8.87570	52.94291	6.46955	1.00000	6.33805	8.78768	10.34684
7.82665	6.61731	47.87582	0.30343	4.51247	6.21053	1135.58380	9.61781	-77.96389	39.45621	50.66194	6.81716	55.54845	7.97674	1.00000	6.65818	7.43311	4.82372
7.14691	9.32478	52.36849	0.22737	6.48417	6.63222	1092.52261	3.86599	13.31783	52.61131	55.76006	5.54451	58.97440	10.16213	0.00000	6.07083	6.31758	11.66815
6.27390	7.27135	57.63339	0.50618	9.70757	7.47996	1161.60404	7.60640	71.57737	21.53889	67.58211	4.35727	67.53324	2.78494	1.00000	6.20942	8.18716	9.50700
8.09751	6.88434	55.65632	0.22611	7.90595	7.71554	1198.97975	7.51333	8.52462	47.30997	60.35857	8.19429	57.69812	6.28059	1.00000	7.44741	6.85594	-2.99902
5.43984	9.15477	68.72493	0.19523	7.97496	8.75676	1102.36904	6.03342	-104.83192	39.72943	61.08074	4.95980	54.55697	9.59939	0.00000	6.64306	6.39065	16.02852
7.65772	5.46074	59.42814	0.17198	9.27138	6.09066	1174.86269	8.85555	-111.99633	40.65995	30.36811	4.19409	59.98822	2.04523	1.00000	6.93505	6.47471	2.76178
7.84666	8.52591	26.89141	0.40231	6.82246	6.57753	1162.24746	7.16250	-81.24441	23.15678	13.50246	4.76951	37.93339	10.02643	0.00000	6.76884	7.73992	18.57949
6.99130	6.50956	77.14464	0.76134	7.79022	5.97559	1109.67631	7.93053	135.31667	34.25	40.50990	4.58685	57.65856	10.87449	0.00000	6.40570	8.89693	14.83117
6.99541	3.87309	65.45072	0.83452	7.12038	6.45872	1126.32811	7.72272	29.24152	-26.93366	50.79678	3.52906	57.41698	8.22234	0.00000	5.99857	8.96257	11.65135
7.41948	8.46060	49.24655	1.79302	5.13932	9.02499	1085.25892	10.09439	8.91229	49.13645	70.70328	7.58770	61.12230	5.71118	0.00000	6.28812	9.89136	19.65571
6.95709	6.87766	36.96790	0.28880	7.31717	6.25236	1052.02220	7.95238	35.59642	3.11988	20.03628	9.06360	65.91435	6.67636	1.00000	7.10418	6.82390	-5.07895
8.23537	6.22642	50.45307	0.14115	6.73971	6.94337	1130.06087	8.78874	-2.98884	43.32686	40.20329	6.90415	53.95204	7.02565	1.00000	6.69047	4.40198	13.56111
7.24384	9.35189	39.29618	0.43388	4.50798	6.70851	1101.65757	8.36422	-79.00453	-2.90055	57.05928	5.51330	55.72739	9.49435	0.00000	6.64515	8.13707	25.98453
4.87495	5.93072	60.27211	0.22980	6.71599	8.40964	1152.85007	5.67962	9.5586	54.52156	48.08382	6.15542	56.89633	9.72182	0.00000	9.22554	6.76146	22.66466
7.92477	5.92548	45.70726	1.28095	6.15833	4.36508	1197.47917	7.65887	33.72798	53.53395	38.68799	5.36850	67.75502	7.61546	1.00000	8.89599	9.46688	12.70201
6.42589	3.98576	53.58229	0.97163	6.30952	7.06305	1099.39329	8.74758	9.02596	48.21644	43.60528	7.76311	36.90865	11.58742	1.00000	7.45856	9.14774	9.13667
8.18672	8.29487	80.20617	0.38351	6.77627	8.37732	1184.10853	8.92155	97.01124	17.30858	66.25125	4.64692	55.66045	9.83514	0.00000	9.42615		26.76724
6.68587	6.94086	20.69901	0.35986	7.70013	7.70677	1093.48221	7.73516	42.7125	11.15583	44.90853	4.04966	57.89992	10.14383	0.00000	7.41159	7.86995	20.33048
