latitude	PAHs	warning	O3	C2H3NO5	PRES	TEMP	Pb	CFCs	PM2.5	CH4	H2CO	longitude	NOx	PM10	SO2	NH3	CO
40.24537	8.80506	1.00000	6.32561	2.58283	1102.23036	9.43951	70.48879	76.64646	8.19483	4.91368	51.92938	-75.64963	7.35103	6.46674	7.82391	5.98615	4.55614
52.53048	7.66238	1.00000	7.54189	7.51026	1088.96740	15.71247	49.40873	74.49494	8.13995	7.40563	59.58772	13.29371	6.81869	8.48307	7.85103	6.32109	3.69950
-7.81667	6.58068	0.00000	8.18647	2.99936	1163.60819	16.42713	70.73731	72.61421	9.01612	6.26362	29.62626	112.01667	7.72261	6.32228	7.36358	6.43327	9.07863
0.46005	6.04731	1.00000	9.17124	2.63378	1053.28693	25.96335	31.12848	67.20460	6.86591	10.42932	42.75818	34.11169	7.33941	7.27091	10.89071	8.91338	8.50272
-6.8	6.68369	1.00000	5.50473	2.52905	1180.70275	14.28148	51.63449	60.43632	10.15929	8.21874	58.25220	39.25	8.12320	6.47875	10.82313	7.82042	10.27252
49.41029	12.50450	0.00000	7.97506	2.91226	1122.69537	40.04189	67.44355	69.31613	6.10811	6.05223	56.77577	38.15035	8.15911	6.92303	10.14490	7.30583	4.34521
29.98869	4.86068	1.00000	6.25593	5.71030	1116.65520	16.01400	42.80740	63.60347	4.95378	7.04506	45.08598	122.20488	7.53739	8.21919	10.51820	7.87019	8.45910
19.64745	8.81948	0.00000	7.80533	4.26018	1102.80373	9.10316	32.12968	67.40900	10.14200	9.40194	37.40552	-102.04897	7.25719	7.28819	5.59041	7.09875	7.00092
30.16688	8.93212	0.00000	10.25618	3.55817	1085.66156	22.51550	46.84639	57.82458	8.58213	6.70678	50.44285	-96.39774	5.03747	6.74959	7.14049	8.70548	3.47352
42.8334	6.41396	1.00000	8.34972	8.21954	1122.44065	30.77927	49.09687	61.89819	5.31263	8.49227	54.48824	-80.38297	7.65376	8.64558	9.68838	7.79911	8.82307
10.98778	9.23254	1.00000	7.17492	12.47826	1072.04367	32.76176	29.90975	88.62097	4.15741	6.30420	32.74868	-74.95472	8.38444	9.05097	5.39152	9.10431	7.23119
-3.20333	8.89251	1.00000	5.85393	2.95687	1191.75600	7.59979	34.48553	86.62064	6.39740	4.15006	43.25883	-52.20639	5.87383	6.79169	5.91429	7.10204	5.09623
45.69558	7.60958	0.00000	10.35024	1.51087	1183.22194	13.96840	38.17994	69.53324	8.05495	5.68491	48.59784	4.7934	4.77232	5.22094	5.84648	8.40086	5.15465
53.6052	9.13664	0.00000	8.91048	4.87321	1057.18141	4.25536	42.24221	67.81068	5.42137	3.59494	47.75767	10.03988	7.07107	8.10106	7.50695	7.37984	5.01969
45.53069	5.97821	1.00000	8.41181	4.31951	1092.29085	26.12063	50.34076	66.34475	6.07328	8.69201	71.32173	9.40531	5.77107	7.23297	8.65499	8.21086	8.14445
37.05944	6.56702	1.00000	9.92953	5.92908	1110.78253	32.54634	52.08638	66.42637	7.14225	10.00982	25.67910	37.3825	10.37013	8.20934	7.93107	7.07216	8.56544
25.92493	6.65672	0.00000	7.38946	4.79289	1160.03504	13.37462	52.80549	80.62891	7.22779	9.58972	78.06385	73.66633	5.88101	7.78299	10.88063	7.98204	5.81104
25.92127	7.14789	1.00000	8.48432	3.74838	1076.70760	14.53512	59.16984	68.02651	5.85340	10.39952	52.60826	86.79271	6.82176	7.09926	11.87075	7.08208	8.86792
13.70727	5.10230	1.00000	4.29650	2.08561	1151.22716	11.28793	43.37827	80.31877	4.20845	7.95578	51.62583	9.15013	6.82625	5.45391	15.85049	8.16161	8.72698
45.53069	5.18109	1.00000	6.50800	1.73253	1141.89104	23.88429	71.61192	75.94012	4.15147	7.39300	56.26746	9.40531	7.06203	5.52311	10.11569	7.14191	7.38232
20.74122	9.16837	1.00000	9.18958	3.67991	1139.52641	22.66527	46.44176	67.23838	3.43742	8.09633	62.92116	-100.44843	5.59733	7.11839	6.94652	6.08329	5.10441
39.43534	9.94872	0.00000	7.93320	4.51566	1126.13501	14.36259	47.57510	77.99189	10.34044	6.68351	42.76167	-84.20299	7.38502	7.73428	8.05095	7.38524	6.58395
38.58894	7.78302	1.00000	7.77716	1.57181	1061.28091	4.34139	33.15544	84.26342	5.70811	6.00883	55.56587	-89.99038	6.18284	5.72634	5.68327	7.66725	5.71322
58.23583	5.73105	1.00000	8.32226	3.97889	1126.69352	10.29382	53.54069	86.72033	4.85120	7.68992	46.12864	92.48278	6.52168	7.24348	8.87654	7.98322	8.66001
33.86419	10.04802	0.00000	8.76179	3.75272	1105.05763	29.47507	56.31391	86.45146	6.66045	5.47306	50.54237	48.26258	7.81149	6.62849	8.02873	6.99640	6.63887
43.35071	7.89257	0.00000	10.13705	1.16618	1106.97472	3.26318	43.74927	74.25382	8.36131	4.09305	52.73807	46.10925	6.91031	6.09746	7.78706	4.51850	4.17327
12.95629	5.39424	1.00000	8.10796	4.34654	1066.85155	27.61319	42.50059	68.79389	6.37798	7.38893	43.81434	78.27539	9.15278	7.74685	7.79137	8.45195	9.61457
16.06213	7.01182	1.00000	9.10461	10.92110	1112.53207	2.39539	34.73367	75.26806	8.66388	10.59777	29.49855	76.0586	8.27274	8.79589	10.30477	6.82357	11.04121
40.37528	10.14638	0.00000	7.88537	4.59392	1157.61240	14.78546	49.44425	74.72708	7.90187	9.72349	72.53071	28.88222	7.08222	7.70224	8.01380	6.99864	4.74557
37.05944	9.57322	1.00000	7.09477	2.08350	1131.22363	16.83493	51.17879	78.52032	6.07545	5.66667	83.13857	37.3825	8.87406	7.09250	6.83036	6.83010	5.83237
11.84962	4.87190	1.00000	7.83898	2.43607	1176.32528	22.90886	42.82396	82.49962	5.94666	8.26160	61.19364	-86.19903	8.46731	6.41563	10.04981	8.73077	8.72806
-3.20333	10.72271	0.00000	6.56275	7.44190	1190.29324	14.24415	53.42507	72.53121	8.47358	7.03396	71.45760	-52.20639	6.91094	8.33106	7.07290	8.11061	6.56985
32.54044	6.39370	1.00000	9.85910	2.87966	1147.75286	31.50418	63.96461	74.28107	4.84456	9.44193	55.33115	-82.90375	7.97151	7.52929	7.87176	9.10087	6.50209
43.96222	9.40107	0.00000	7.38775	3.48406	1162.20029	12.21558	37.44632	85.00558	9.80130	9.81947	22.71681	43.63417	7.08653	6.78510	4.31396	7.51588	6.15191
41.0051	9.15663	0.00000	7.21662	6.53104	1171.57990	4.60001	55.13974	73.79335	8.41862	8.53350	45.79771	-73.78458	6.77104	8.31247	5.87912	8.30834	7.61681
39.43534	8.43406	1.00000	5.58942	1.37256	1155.52283	18.00619	76.03345	82.95548	5.15442	5.52757	51.16011	-84.20299	6.88146	5.37722	4.73667	6.74271	8.35063
0.49113	7.02600	0.00000	7.02646	1.34950	1082.42440	15.00220	31.98893	70.59929	9.67629	9.70762	46.34114	29.47306	7.92631	5.06121	6.83150	6.55364	8.47525
15.73628	7.75996	0.00000	6.64585	7.12292	1150.36398	8.26104	75.38956	62.37817	10.18765	6.69644	37.86880	75.96976	7.35940	8.53356	10.62113	6.70383	8.80675
33.44872	7.39792	0.00000	4.18091	7.09187	1127.07742	13.49471	36.64279	70.01641	9.42021	7.72139	36.37374	-86.78777	6.77624	8.34205	4.38196	7.15339	13.78216
25.92127	5.65263	1.00000	8.95763	15.67514	1050.48770	11.45386	69.09363	72.51035	4.54045	9.02762	40.16448	86.79271	8.06039	9.33112	9.14378	6.40211	6.33655
44.80477	9.56811	0.00000	11.21011	2.57065	1193.42005	8.07432	65.39661	71.50544	7.29142	3.78034	37.64136	-0.59543	5.18313	6.75034	6.30050	7.36495	4.25216
14.64056	5.82197	0.00000	11.25707	1.58071	1176.90115	9.93422	55.01490	73.19164	8.64546	3.44516	34.04200	104.64992	8.92594	5.95370	5.89295	6.96472	5.04781
34.09611	5.83399	1.00000	9.18583	4.00203	1065.24764	27.23715	57.00558	71.17345	6.62388	9.16824	57.91234	-118.10583	6.40789	7.18876	9.00560	7.70883	9.01035
43.1122	8.37109	1.00000	5.29442	20.58339	1189.75016	6.51930	25.68097	80.35364	8.66695	5.30165	26.77580	12.38878	5.06697	9.61938	6.69050	7.82965	2.81521
8.88649	9.47274	0.00000	7.79643	4.85148	1067.35522	9.55429	42.82461	73.15186	9.86097	6.61215	51.28970	2.59753	7.04379	7.67474	10.54128	7.29112	6.29390
41.84364	7.34505	0.00000	5.89770	3.17754	1127.60202	13.08433	36.62490	67.76118	8.74446	8.37269	59.07083	-87.71255	7.60993	7.25703	5.95752	6.53475	8.93593
51.40148	9.56389	1.00000	7.98231	5.00031	1112.67678	26.70167	41.78269	83.11479	7.74832	5.37358	45.36809	-1.32471	9.16548	7.48801	7.41240	8.59884	5.11304
40.70995	8.75197	1.00000	6.81723	2.87500	1066.20028	27.77183	49.81813	81.76072	4.79885	9.18085	34.85708	0.57856	8.73030	7.41033	6.98335	8.15265	6.27501
35.06667	7.25187	1.00000	8.04257	4.44558	1056.70421	13.40452	48.50771	73.18361	4.52297	7.15396	45.16675	135.21667	7.08780	7.64526	5.24111	8.08551	6.18193
40.24537	9.54757	0.00000	8.91662	4.15041	1125.28330	17.66062	68.45949	92.41783	7.68164	5.24713	40.45689	-75.64963	8.85472	7.04370	8.67320	6.99323	6.11310
40.94065	5.12581	1.00000	9.46574	3.12068	1093.04821	13.10274	60.74483	69.55220	4.79369	9.14873	77.25057	-73.99681	6.84608	7.10120	9.45747	6.27263	6.69983
51.19139	6.12121	1.00000	7.11999	3.29759	1088.96768	-10.62642	41.45138	79.03027	6.45249	8.43824	68.16468	6.51352	6.10840	6.70763	11.14633	7.12065	10.20899
43.35071	5.68072	1.00000	7.50697	3.04622	1160.58209	8.80361	47.58661	81.87204	7.23160	7.12392	34.83203	46.10925	6.50497	6.71971	7.27861	8.51352	10.53176
32.42067	7.36635	1.00000	5.93235	1.58947	1068.56905	10.61893	36.19071	65.75338	5.32225	7.49449	71.58821	-104.22884	6.83533	6.46725	6.19848	5.55812	6.74575
41.48199	8.18836	1.00000	5.49154	5.98186	1192.13919	14.39548	33.06261	67.56392	5.68241	6.87514	25.49591	-81.79819	6.94446	7.89198	6.48207	5.55521	6.67485
42.28639	5.36341	1.00000	8.58155	5.42851	1182.13976	10.07279	31.65405	68.35866	6.96471	7.00725	58.22076	18.84	5.02368	7.96909	5.79320	8.18646	10.20818
48.07667	7.26477	0.00000	8.41203	17.96072	1178.92414	11.94065	69.96417	64.97962	4.00928	9.97077	56.80079	8.64409	7.71456	9.48786	11.99379	7.94473	7.25315
36.20389	8.70885	1.00000	4.76586	2.71333	1142.79505	3.74754	42.09044	70.02591	5.59294	5.41012	46.44355	127.08472	8.30041	6.68231	5.13283	8.53312	8.09227
41.55947	7.72020	1.00000	7.57062	2.66683	1133.28513	25.15331	53.01083	79.28370	6.35724	9.40625	64.77098	14.66737	7.95955	6.38282	11.57762	6.74447	10.39683
34.85	7.78673	0.00000	5.21641	4.84916	1062.69717	19.31280	56.47727	79.47494	7.90117	8.59071	50.02306	117.33333	8.49944	8.03062	6.68848	8.56211	10.06134
43.35071	10.50612	0.00000	9.79918	4.66948	1054.44167	24.32236	58.16248	81.54166	8.55815	6.39425	78.96890	46.10925	6.90173	7.42680	7.75466	5.25721	4.85595
49.03685	6.57053	1.00000	9.64366	3.30036	1135.48923	11.68110	72.17227	77.72850	7.35563	9.64012	68.87507	8.70745	7.01663	6.85370	8.08317	8.34688	9.32143
50.86079	7.45962	0.00000	8.12498	3.53931	1076.28397	4.63244	38.87150	60.29508	9.06793	9.86507	65.99552	17.4674	8.56190	7.30568	8.85310	7.11992	5.77477
53.30972	6.83058	0.00000	9.10390	4.07660	1135.69983	25.11277	55.02746	78.33704	7.41760	10.22382	53.97625	83.62389	8.62466	7.74983	8.40860	7.38691	8.01989
8.56697	9.12516	1.00000	6.33271	6.43112	1106.89874	-11.34729	44.67293	61.05149	6.65235	4.85724	43.42678	123.33471	8.05364	8.27275	6.36877	7.63659	3.89018
-11.48472	9.39333	0.00000	5.86919	4.34032	1192.01113	18.13569	58.83777	82.29137	10.33380	7.50284	60.92868	-37.93278	7.58694	7.68987	12.15854	8.40987	9.41429
20.21322	7.90060		4.26863	10.46039	1180.30944	14.43738	62.81566	56.72967	5.47940	5.52628	69.42732	-100.88023	4.75388	8.88326	5.58537	5.98776	8.14494
-4.06667	7.27916	1.00000	12.30944	4.35239	1098.05136	26.37845	40.66205	66.41371	6.61942	10.56484	61.93118	37.73333	6.85526	7.84878	5.75994	8.77281	7.76360
42.06166	8.89341	1.00000	8.46587	10.01867	1091.08616	19.39061	54.61114	76.28654	4.64532	7.49415	46.16766	-1.60452	9.59765	8.77264	6.48789	8.03636	3.97411
12.25282	8.21045	0.00000	9.95227	2.65523	1087.79640	8.74948	35.75662	75.13333	9.00637	5.53736	43.55892	79.41727	8.59642	6.97444	7.22582	6.67647	5.49133
38.10558	5.48859	1.00000	7.66976	11.61513	1108.13935	7.98989	54.89282	68.33170	6.06180	7.19226	37.92879	-1.86343		8.98335	8.08368	7.09293	9.47197
33.86419	5.56922	1.00000	9.27386	2.65419	1104.60370	24.44099	57.57574	78.69677	6.72033	8.45559	83.47091	48.26258	6.95914	7.18675	7.15650	7.20107	8.67536
35.64889	8.06587	1.00000	8.30899	3.78520	1112.65421	8.74813	53.15436	66.63973	6.03568	7.58711	65.67284	117.27583	7.26812	7.37241	7.98691	6.20915	3.64612
-27.76952	7.72267	1.00000	7.86855	3.21576	1185.79968	23.52157	43.75900	71.03069	4.33206	7.73418	27.23939	30.79165	8.29494	6.81601	5.01648	6.54195	8.21979
7.83389	7.21509	1.00000	11.21502	5.81913	1193.52614	23.19821	38.41990	73.55638	7.08983	9.66711	56.28561	-72.47417	6.23169	7.91723	5.14977	7.75883	8.49085
33.4425	6.21574	1.00000	7.93269	5.92539	1098.27389	21.20052	29.77270	74.20907	7.78818	7.99474	57.34349	129.96972	7.04938	8.02150	8.00494	8.28223	10.98847
17.54907	6.15058	1.00000	8.49850	2.99207	1123.64691	19.98565	28.63802	92.43439	7.18466	9.41305	45.61862	82.85749	7.01483	7.13817	9.80912	6.97007	9.44535
10.98778	7.20806	1.00000	12.27776	5.26709	1079.89752	25.81652	47.91562	70.39203	5.03421	11.48347	57.32322	-74.95472	9.33512	7.87179	6.77078	6.13795	4.91400
51.955	11.09588	0.00000	7.77955	2.31595	1189.53196	7.58883	60.35092	71.15512	5.28681	5.07931	31.17712	5.22778	8.54520	7.60661	8.90046	7.47174	6.82670
6.95194	9.08648	0.00000	7.48272	2.32157	1193.32396	6.51953	41.47976	54.63682	10.75449	9.18345	64.31566	121.96361	7.52274	6.08935	3.05090	6.60387	7.20459
33.7207	5.48353	1.00000	8.87502	2.72278	1059.77996	7.44728	49.96198	74.78505	5.85483	9.29508	51.01172	-116.21677	6.77988	6.94244	9.55687	8.85061	7.61818
-13.7804	9.01158	1.00000	6.54554	4.06923	1127.86062	6.85596	55.20926	70.76864	6.86626	6.88397	64.24207	34.4587	7.68122	7.30846	7.00323	7.53900	3.64961
15.45144	8.98205	1.00000	7.39131	7.31232	1193.69970	20.16054	51.51208	60.99871	3.53141	7.45178	60.81627	78.14797	5.80344	8.48309	5.04897	7.70868	7.07613
40.70995	7.57258	1.00000	9.52789	3.28759	1063.69991	12.64354	60.58590	85.32155	5.06835	9.92344	53.22798	0.57856	8.27972	6.93726	8.98283	7.04528	7.65127
45.69558	6.21307	1.00000	7.09047	3.58533	1106.88805	-0.71050	53.90745	78.76415	7.18597	8.23000	54.99405	4.7934	7.49949	6.66273	9.55138	7.25290	10.25155
14.62578	8.62047	0.00000	6.55134	5.06260	1153.90755	7.41008	56.17818	77.55833	9.03045	7.48689	74.74486	121.12251	6.40706	7.93693	7.30693	6.79490	8.45457
10.22677	7.44302	1.00000	9.23432	4.26175	1113.46207	32.70123	58.68422	76.42802	3.95573	6.89877	48.03711	-67.33122	7.88022	7.58036	4.93379	9.30499	10.04060
15.73628	8.66382	1.00000	11.59410	1.61487	1181.51568	20.81473	49.29342	84.74937	5.44666	10.49277		75.96976	6.34040	6.56597	5.76142	7.12838	7.32458
22.19303	8.19589	0.00000	6.17073	6.46006	1119.17681	14.34264	47.52944	73.19600	9.72647	8.08446	45.87382	88.18466	6.95771	7.90243	5.95135	5.83319	9.34633
39.08367	7.35014	1.00000	5.01266	15.21615	1191.12083	4.22638	58.00211	69.87793	5.99093	5.79623	40.43317	-84.50855	6.79944	9.31082	3.54112	5.98099	8.34250
25.80565	9.69666	0.00000	6.21054	4.29696	1136.76917	13.31786	44.13429	67.37589	4.76620	6.40685	51.27343	68.49143	5.95029	7.98623	6.31188	8.04102	4.70032
50.50301	8.83273	1.00000	6.81191	4.78469	1144.18108	9.46924	46.86814	80.57780	6.52852	5.92994	62.61459	13.63617	8.00379	7.60901	7.52257	4.86105	4.26518
-28.81833	5.75931	1.00000	9.39287	4.17146	1170.07116	23.55831	59.22922	72.96259	5.97129	9.85749	36.76741	-52.51028	7.54058	7.26364	10.64733	6.86746	8.46512
51.04962	9.12489	1.00000	6.56769	3.25487	1165.36683	27.98671	46.23430	80.14540	6.45301	4.22620	20.87270	12.1369	7.66849	7.30118	5.64267	8.40251	5.63130
53.00974	7.06607	1.00000	10.45455	5.60277	1130.08706	23.13596	53.79796	77.09528	6.84022	9.50595	50.51370	-3.05814	9.25196	8.15054	6.25604	8.13526	8.64911
52.68333	6.32154	0.00000	8.35691	4.21913	1057.86822	10.62343	52.24069	73.64151	11.55843	6.04525	65.02920	0.93333	7.04798	7.54127	9.85976	6.35909	6.86775
53.95278	7.96316	1.00000	4.56980	2.60030	1123.95771	2.21995	70.30341	70.26074	8.18406	5.47801	36.49667	32.86389	6.71054	7.15435	5.53954	8.60990	5.82010
54.60528	8.94606	1.00000	4.37514	3.49058	1096.78254	0.47472	48.68612	69.47502	8.49840	4.47359	41.16579	18.34717	8.14171	7.07464	6.50686	8.38508	5.09624
61.78491	9.31177	0.00000	8.24364	1.93229	1111.85975	13.90795	47.80920	70.82691	8.64723	6.21653	51.40388	34.34691	7.93112	6.35484	9.08266	8.79736	7.25220
45.50369	5.86846	1.00000	8.19253	15.91529	1086.87984	4.12427	33.57516	79.09179	5.73903	8.22131	57.06433	11.412	6.88789	9.34773	9.92008	8.32731	9.52128
47.92526	4.57339	1.00000	8.92367	1.97709	1105.97588	31.91932	53.29094	69.26856	6.54323	7.34843	57.46057	-97.03285	7.50881	6.94199	6.41797	8.05897	8.56076
34.56861	9.18161	1.00000	5.36090	7.88651	1175.58875	6.10112	39.40245	74.56105	7.24508	4.82787	63.81508	105.89333	7.31198	8.31511	7.55240	9.40545	6.48375
20.88197	9.96128	0.00000	6.84138	5.10798	1144.01467	7.13489	50.34446	81.25275	7.39521	9.39826	73.01617	85.83334	7.57297	7.58356	5.64227	8.60167	5.90825
37.73604	7.25429	0.00000	5.73256	2.71408	1115.49744	2.39701	48.60321	57.94419	7.98476	7.49769	56.40069	-120.93549	6.75406	7.22446	9.54966	8.40255	8.49541
36.06523	8.11552	0.00000	6.14236	7.16379	1145.94887	17.42101	48.96212	76.28449	6.74025	7.78602	81.75963	-119.01677	5.63842	8.20970	9.35669	7.17799	7.28829
40.82232	8.73335	0.00000	6.80069	3.41856	1186.02623	-7.40783	52.98648	81.04731	9.17064	8.41232	72.62901	-74.15987	5.30382	6.83402	6.25525	8.32530	8.74063
42.28639	8.70502	1.00000	6.21643	2.16270	1068.67201	11.26979	57.79854	67.73558	6.12302	6.80869	39.84507	18.84	6.86767	6.40142	6.68320	6.79286	5.96616
43.35071	5.79221	1.00000	9.74533	15.73897	1134.84736	20.01601	54.71427	68.79344	4.82713	8.93040	44.42631	46.10925	7.31039	9.33096	7.59398	7.45267	6.54334
50.56149	8.63006	1.00000	5.04066	5.48790	1188.68987	-0.99414	65.09180	90.92854	6.99933	5.42596	45.61498	4.69889	7.43926	8.16404	5.11694	7.44458	7.43785
37.95143	6.91202	1.00000	10.49846	3.52126	1162.39846	8.69328	61.22145	76.84573	7.48471	10.37478	78.56047	-91.77127	5.00145	6.25537	7.46774	6.00130	8.57514
33.41012	9.68551	1.00000	7.41396	4.40546	1149.00014	-1.20416	66.93431		4.91977	5.64312	66.28104	-91.06177	8.43262	7.36159	6.26845	7.09548	4.49019
4.2475	8.24711	1.00000	3.85488	4.93546	1155.58941	15.32579	66.10268	74.63310	9.56541	4.82495	40.60158	9.00472	6.70981	8.04565	7.72906	9.74636	3.93579
23.5654	8.99307	0.00000	10.22301	5.78995	1192.12057	8.40334	40.51880	63.13911	9.96590	4.67502	49.69955	119.58627	7.18024	8.04988	8.69642	7.21111	4.34786
43.16547	8.21856	1.00000	10.17124	6.70759	1062.15399	-2.49870	51.97695	88.50389	7.10367	10.75998	86.49255	-77.70066	8.18711	8.32927	8.17092	7.20760	8.84777
33.98154	5.68734	1.00000	7.97125	1.89366	1120.38140	10.58841	41.04786	57.81041	5.96558	9.47527	67.70222	-81.23621	7.58162	5.68735	10.84082	6.69437	7.87095
29.84576	7.33052	0.00000	6.13192	2.67625	1187.50456	16.88829	80.64174	68.00461	8.29891	10.52314	23.96009	-90.10674	7.30994	7.34962	5.65789	7.80685	8.16744
50.20528	7.42237	1.00000	5.22083	7.47627	1191.33502	-2.81417	52.86358	65.21614	5.11072	6.30997	55.04404	19.27498	7.08654	8.62059		6.69915	8.10133
27.85	9.29021	1.00000	6.87767	2.52354	1119.73600	20.43441	61.79431	84.98269	5.40336	6.74932	78.07234	112.9	5.95231	6.01332	6.88180	6.61058	4.89765
4.02219	11.83394	0.00000	6.13347	3.09238	1172.88012	0.04239	48.21320	69.51633	8.23867	7.31821	35.55353	101.02083	6.90825	7.02598	6.78301	6.33328	7.52673
-8.28333	5.76399	1.00000	10.17977	8.03962	1181.86955	-4.30509	34.15086	69.37401	6.57105	8.32956	30.62589	-35.03333	7.14145	8.42061	5.83691	6.41492	8.56936
45.44868	9.06050	1.00000	6.68789	5.82485	1197.97573	17.24626	63.31871	84.33249	6.79359	6.08283	57.39687	-73.81669	5.99149	8.30820	7.56996	6.71722	6.09333
48.35693	5.75723	1.00000	8.33139	2.97099	1145.98556	11.96372	35.10040	86.67396	6.40914	8.96485	41.95127	10.98461	7.59228	6.72290	9.29819	5.43661	8.45482
30.76468	6.21112	1.00000	8.61354	6.14378	1114.47120	19.68482	46.08308	67.83599	6.43924	8.11527	40.53349	74.12286	8.41971	8.12840	9.46533	7.04040	10.91167
57.30185	9.91282	1.00000	7.71701	7.34119	1054.12500	34.47519	61.09114	71.14987	8.24907	5.13659	44.34762	39.85331	7.50065	8.38417	7.95426	8.62025	1.15969
42.06166	7.61873	0.00000	5.67814	3.66071	1052.41343	23.39860	69.93278	83.03063	7.88411	9.89506	31.79584	-1.60452	8.36116	7.48032	6.55419	7.58329	7.85968
6.45407	7.81986	1.00000	4.25157	16.49393	1072.85417	27.45907	50.41566	62.62280	8.65023	5.71710	66.15612	3.39467	7.73334	9.33813	7.75701	8.41328	4.79666
25.80565	5.96807	1.00000	8.60685	1.30534	1141.18722	14.14257	62.18987	68.62124	7.30770	7.51044	47.39583	68.49143	6.91706	6.73412	6.87241	7.33135	10.65694
38.68712	6.65668	1.00000	8.75782	5.76822	1184.30490	26.19272	56.86909	66.87818	5.31431	9.97000	18.27323	-4.10734	7.50330	7.93109	9.45015	5.84908	6.60916
42.819	8.49758	1.00000	5.85475	4.47015	1081.95310	12.62805	61.22578	76.44517	6.37336	5.07747	54.82889	47.1192	6.48258	7.74595	5.23802	8.94871	5.42421
53.94313	9.58563	0.00000	9.54777	5.81242	1065.43096	17.53537	69.11855	71.12271	7.14495	4.87639	73.65636	10.30215	6.50524	8.04095	7.48219	8.09717	4.96005
44.85278	7.05400	1.00000	8.90777	6.59237	1166.94634	20.11603	45.25205	80.65196	3.58617	10.09538	47.92418	65.50917	6.54130	8.19782	10.58119	7.63649	5.80727
16.68911	9.98783	0.00000	5.28437	2.57631	1119.02599	12.26102	47.23296	71.10433	7.93207	8.58481	38.22272	98.50893	6.27674	6.59474	4.54331	7.52636	9.61197
27.09978	9.02911	1.00000	7.95214	32.28082	1098.09596	5.36873		67.40061	6.54725	7.01324	63.58069	-82.45426	5.74113	10.11217	7.04695	6.85916	4.90076
37.58105	8.61788	1.00000	3.87742	1.60594	1089.97924	18.82327	49.34910	79.39700	9.18158	5.93139	65.35813	29.26639	6.43800	5.97272	8.57569	5.04672	4.84681
40.2737	8.26984	1.00000	7.78721	9.80862	1123.53799	8.41745	64.96270	64.93152	3.90387	7.65612	62.54140	-76.88442	7.53724	8.73174	5.35533	7.09455	4.22635
40.65538	8.73864	0.00000	6.91145	4.19386	1151.70271	14.18039	37.54353	89.68946	9.04351		43.17779	-74.38987	7.02424	7.69160	7.35737	8.53949	7.15897
37.1759	10.93266	1.00000	7.85029	11.70996	1094.37762	33.79973	56.66419	74.53034	8.33837	5.64123	66.51452	128.9889	6.77728	8.97330	9.71162	6.38577	6.69786
30.5427	4.29227	0.00000	7.11518	3.08507	1066.23306	-1.33484	56.43497	75.36081	6.43886	8.22063	59.85261	-97.54667	9.16992	7.07516	9.94463	8.87414	8.08433
14.66	7.65804	1.00000	5.15761	3.37107	1114.60892	9.43029	49.52483	71.75412	8.26090	6.47365	44.28715	120.56528	6.64726	7.42886	5.53439	7.27300	6.38829
25.92127	7.77312	1.00000	5.23344	7.52921	1191.30350	11.31690	57.91773	77.93550	6.98607	5.29327	39.83259	86.79271	6.24625	8.48180	5.66353	5.78692	6.84920
45.39402	6.69436	1.00000	9.33423	9.38143	1140.15895	29.69091	63.26551	68.31568	6.23230	8.63095	57.07436	9.29109	6.33364	8.71601	6.81262	6.48704	8.64557
41.50343	8.38211	1.00000	5.04392	4.03827	1095.75860	39.29501	76.31256	81.97324	7.30391	5.44552	56.35915	-74.01042	6.45850	7.11893	5.72869	7.89132	6.47749
51.40944	8.98122	0.00000	7.54138	4.58109	1100.52617	26.33777	29.47702	82.37208	9.84406	7.21617	59.38123	46.04833	7.01895	7.37342	10.29601	7.91801	6.24994
0.49113	9.41751	0.00000	5.80083	2.97135	1161.58561	21.58678	49.69242	68.35520	8.39185	8.75036	50.35227	29.47306	6.84844	6.70818	5.21376	7.30723	8.04281
52.86147	6.27554	1.00000	10.72685	2.45964	1112.27393	33.81594	46.43067	61.27052	6.33114	8.55475	61.48691	9.5926	8.12399	6.98299	4.58669	7.16121	7.76978
53.95278	9.21339	0.00000	9.86838	4.04305	1111.62442	12.24024	51.14230	67.73959	7.19692	5.13400	37.27857	32.86389	7.77065	7.55034	6.89901	7.28283	5.68869
45.4473	5.86667	1.00000	11.73771	4.74341	1142.61863	28.58135	57.54393	83.37993	5.68135	10.62081	43.40067	-73.75335	5.55399	7.61766	7.14861	6.98394	5.99642
42.55308	3.62270	1.00000	5.37364	7.83626	1153.01982	26.30565	58.54863	70.62608	4.41596	5.59373	71.65627	-87.93341	6.33531	8.50018	10.29991	7.93554	8.52695
19.21667	8.28318	0.00000	8.48189	1.48018	1051.88304	9.77883	52.77016	76.56290	10.28454	7.95830	25.59239	73.08333	8.11138	5.28269	9.52253	7.47782	4.94107
37.73604	6.61476	1.00000	8.57581	4.06369	1101.46074	8.51337	69.84759	70.68734	7.46413	9.99207	34.63073	-120.93549	7.61075	7.73978	10.75048	8.29987	9.91328
49.41029	4.89606	1.00000	7.16855	4.10960	1198.65465	3.87923	71.30330	78.16634	5.78984	7.67330	48.90432	38.15035	7.15610	6.93624	9.66481	7.48841	8.50649
37.13548	10.15665	0.00000	8.32179	3.70321	1057.50924	13.13033	60.29550	68.12316	9.90850	7.28131	70.19995	-3.67029	8.11515	6.58830	9.94952	8.10946	6.48406
