code	station	longitude	latitude	QoS	revision
DE	Bretten	8.70745	49.03685	maintenance	29 Jan 2017
IL	Ramla	34.86563	31.92923	acceptable	2021/12/31
RU	Dyat’kovo	34.33825	53.59782	accep	2018-10-29
GB	Leyland	-2.68758	53.69786	accep	17 Jan 2017
MX	Heroica Matamoros	-97.50417	25.87972	building	01/28/2016, 00:00:00
AU	Griffith	146.05093	-34.28853	excellent	2018/03/26
ZA	Vryheid	30.79165	-27.76952	accep	2013-12-02
TR	Gaziantep	37.3825	37.05944	excellent	2015-02-09
CN	Xiangtan	112.9	27.85	accep	2022/07/08
AM	Hrazdan	44.7662	40.49748	maintenance	28 Oct 2020
NL	Oldenzaal	6.92917	52.31333	average	2016/09/06
TR	Mudanya	28.88222	40.37528	average	15 Jun 2021
LK	Hendala	79.883	6.9909	average	13 Mar 2015
GB	Cowes	-1.29772	50.76306	good	2021-06-20
US	Rolla	-91.77127	37.95143	good	15 Oct 2016
MX	Tuxtla	-93.11308	16.75973	average	2015/07/29
UA	Svatove	38.15035	49.41029	accep	02/18/2021, 00:00:00
BG	Aytos	27.25	42.7	good	06/24/2016, 00:00:00
BR	Curitiba	-49.27306	-25.42778	accep	2022/02/10
US	Brenham	-96.39774	30.16688	good	06/14/2016, 00:00:00
US	Chillum	-76.99081	38.96372	accep	2022-02-15
US	Belle Glade	-80.66756	26.68451	excellent	05 Jul 2020
MZ	Maxixe	35.34722	-23.85972	accep	2015-03-20
US	Aloha	-122.86705	45.49428	building	08/14/2014, 00:00:00
BR	Canavieiras	-38.94722	-15.675	excellent	2015-08-14
DE	Walsrode	9.5926	52.86147	good	2015/05/09
MX	Paracho de Verduzco	-102.04897	19.64745	excellent	2018/01/10
BR	Altamira	-52.20639	-3.20333	good	03/02/2017, 00:00:00
CN	Zaozhuang	117.55417	34.86472	building	03/22/2022, 00:00:00
CU	Boyeros	-82.4017	23.0072	accep	20 Dec 2014
DE	Oschatz	13.10984	51.30001	maintenance	01/16/2021, 00:00:00
CL	Ovalle	-71.19901	-30.60106	good	2016/03/01
AR	Esperanza	-60.93173	-31.4488	good	2019/09/25
US	Waverly	-84.62081	42.7392	accep	2016/07/31
IN	Kheda	72.68533	22.75218	building	2017-05-31
JP	Suzaka	138.31667	36.65	good	2021/02/07
US	Dublin	-82.90375	32.54044	maintenance	05/09/2016, 00:00:00
HK	Tsuen Wan	114.10479	22.37066	maintenance	2020-09-13
FR	La Garenne-Colombes	2.2469	48.90472	average	04 Apr 2018
DE	Friedberg	10.98461	48.35693	maintenance	2019/06/11
UA	Voznesensk	31.33078	47.56494	good	2018/06/20
CR	Liberia	-85.43772	10.63504	average	27 May 2016
DE	Barmbek-Nord	10.03988	53.6052	maintenance	2020-07-22
AU	Wheelers Hill	145.18333	-37.9	average	10/26/2020, 00:00:00
US	Lakewood	-81.79819	41.48199	excellent	17 Jul 2014
ID	Tebingtinggi	99.1625	3.3285	maintenance	26 Aug 2020
GB	Blackpool	-3.05	53.81667	average	2022-02-18
DE	Dahlem	13.28702	52.4581	building	05/03/2020, 00:00:00
US	Porterville	-119.01677	36.06523	maintenance	02/01/2016, 00:00:00
GB	Rutherglen	-4.21376	55.82885	excellent	07/26/2022, 00:00:00
TH	Kantharalak	104.64992	14.64056	average	11/07/2021, 00:00:00
DE	Eppingen	8.91229	49.13645	good	2015-05-06
US	Bryn Mawr-Skyway	-122.24092	47.4943	excellent	11/19/2016, 00:00:00
VE	Ciudad Guayana	-62.64102	8.35122	excellent	2021/05/02
IT	Novara	8.62118	45.44694	building	05/27/2014, 00:00:00
PS	East Jerusalem	35.23388	31.78336	accep	06 Jun 2019
US	Yonkers	-73.89875	40.93121	excellent	2016/07/11
BD	Manikchari	91.84128	22.83957	maintenance	2022-08-05
RU	Gudermes	46.10925	43.35071	good	05/31/2016, 00:00:00
NG	Yenagoa	6.26764	4.92675	excellent	07/18/2015, 00:00:00
RU	Kuvandyk	57.3552	51.4781	good	2015-03-14
ES	Palafrugell	3.1631	41.91738	maintenance	2013-03-16
PK	Kot Addu	70.96699	30.46907	building	06/06/2016, 00:00:00
US	Encinitas	-117.29198	33.03699	average	2012-10-23
RU	Ulan-Ude	107.60627	51.82721	accep	2016-04-19
IN	Manjeri	76.11996	11.12018	good	05/23/2015, 00:00:00
SA	Al Jubayl	49.62251	27.0174	building	12/18/2014, 00:00:00
US	Hutto	-97.54667	30.5427	excellent	13 Dec 2013
MM	Kyaikto	97.01124	17.30858	good	2013-08-02
PL	Reda	18.34717	54.60528	excellent	12 Mar 2020
TH	Thap Than	99.89166	15.46063	building	29 Mar 2019
BR	Soure	-48.52333	-0.71667	average	2013/12/26
US	Bothell West	-122.24064	47.80527	accep	07/06/2021, 00:00:00
ID	Jambi City	103.61667	-1.6	good	2015/07/05
UA	Shepetivka	27.06365	50.18545	accep	2021-10-13
US	Santa Maria	-120.43572	34.95303	average	2018/10/16
RU	Severodvinsk	39.8302	64.5635	accep	10/05/2021, 00:00:00
GB	Exeter	-3.52751	50.7236	accep	09 Oct 2014
BR	Soure	-48.52333	-0.71667	acceptable	2014-12-19
DE	Stade	9.47629	53.59337	accep	2013/07/20
RU	Arzamas	43.83992	55.39485	good	2020/01/09
US	Bothell	-122.2054	47.76232	accep	22 May 2015
DE	Aschaffenburg	9.15214	49.97704	accep	07/07/2013, 00:00:00
CA	Pointe-Claire	-73.81669	45.44868	excellent	2019-09-17
AU	Perth	115.8614	-31.95224	average	08/29/2013, 00:00:00
BR	Cabo	-35.03333	-8.28333	accep	2015/05/13
BR	Buri	-48.59278	-23.7975	excellent	2015-10-14
PK	Sillanwali	72.54064	31.82539	building	24 Dec 2019
UA	Hlukhiv	33.9162	51.67822	average	08/15/2014, 00:00:00
IT	Novara	8.62118	45.44694	building	09/10/2020, 00:00:00
MG	Sakaraha	44.53333	-22.9	accep	07/15/2019, 00:00:00
BR	Carlos Barbosa	-51.50361	-29.2975	building	01 Mar 2021
NL	Tongelre	5.51978	51.44889	building	03 Nov 2020
US	Norwalk	-82.61573	41.24255	excellent	2014-03-20
US	Punta Gorda Isles	-82.07842	26.91756	accep	13 Feb 2014
IN	Pujali	88.1453	22.4711	average	12/15/2016, 00:00:00
FR	Ajaccio	8.73812	41.91886	average	2015/03/04
CN	Dongfeng	125.51176	42.64031	building	2016-05-08
IT	Gorgonzola	9.40531	45.53069	good	11/02/2013, 00:00:00
UA	Nova Kakhovka	33.34864	46.75451	maintenance	2019/10/29
US	Lakewood	-81.79819	41.48199	average	08/18/2022, 00:00:00
IN	Dalsingh Sarai	85.83636	25.66795	average	26 Jun 2021
IL	Ganei Tikva	34.8732	32.05971	good	06/30/2016, 00:00:00
RU	Beryozovsky	60.8019	56.9083	good	2016-03-17
US	Waverly	-84.62081	42.7392	good	04/27/2013, 00:00:00
US	Acworth	-84.67837	34.06635	excellent	11 Nov 2021
US	Riverbank	-120.93549	37.73604	accep	19 Feb 2014
US	Keizer	-123.02621	44.99012	excellent	2013-09-01
US	Mira Mesa	-117.14392	32.9156	maintenance	08 Feb 2013
US	Ken Caryl	-105.11221	39.57582	average	2013-01-01
NG	Lagos	3.39467	6.45407	average	2015/02/16
RU	Valday	33.2525	57.97472	accep	10/16/2013, 00:00:00
BR	Barra dos Coqueiros	-37.03861	-10.90889	excellent	2013-10-24
NG	Yenagoa	6.26764	4.92675	building	09/30/2012, 00:00:00
US	Vestavia Hills	-86.78777	33.44872	accep	2020-02-18
MX	Progreso	-89.66123	21.28306	building	2014-02-04
PK	Bhit Shah	68.49143	25.80565	good	03/30/2015, 00:00:00
US	Rosedale	-76.51552	39.32011	good	2021-05-10
BR	Barras	-42.29444	-4.24444	excellent	10/29/2020, 00:00:00
US	Lexington	-81.23621	33.98154	building	2017/04/15
KR	T’aebaek	128.9889	37.1759	average	2015/07/07
IN	Bhuban	85.83334	20.88197	average	08 May 2014
TH	Yasothon	104.1451	15.79408	accep	2019-10-25
TN	Siliana	9.37082	36.08497	excellent	12/28/2020, 00:00:00
IT	Roseto degli Abruzzi	14.01481	42.67164	excellent	06/25/2015, 00:00:00
CU	Media Luna	-77.43532	20.14298	average	12/18/2012, 00:00:00
DE	Hofheim am Taunus	8.4493	50.09019	accep	2020/04/23
ID	Simpang	104.09701	-1.26424	accep	05 Nov 2013
IN	Sheoganj	73.06784	25.13915	average	06/24/2021, 00:00:00
TR	Aksaray	34.02537	38.37255	accep	2020/11/18
MM	Myawadi	98.50893	16.68911	accep	18 Mar 2016
JP	Okegawa	139.55722	36	average	15 Dec 2013
PK	Mianwali	71.52847	32.57756	good	2019-12-24
PT	Albufeira	-8.2503	37.08819	average	2021/04/19
KE	Busia	34.11169	0.46005	average	06/08/2018, 00:00:00
RU	Aykhal	111.4834	65.93381	maintenance	01 Aug 2019
MD	Soroca	28.28489	48.15659	excellent	10 Aug 2015
NZ	Timaru	171.25364	-44.39672	maintenance	10/08/2014, 00:00:00
US	Fresno	-95.44744	29.53885	average	01 Jan 2014
MY	Donggongon	116.10146	5.90702	maintenance	2014-07-14
BR	Miracema	-42.19667	-21.41222	good	2020/07/26
ZA	Standerton	29.24152	-26.93366	good	02/18/2016, 00:00:00
MK	Saraj	21.32778	42	average	16 Jan 2017
UA	Kherson	32.6178	46.65581	excellent	27 Jul 2014
BW	Tonota	27.46153	-21.44236	average	2013-02-21
IN	Gariadhar	71.57737	21.53889	good	2016/09/26
PK	Kot Addu	70.96699	30.46907	excellent	2016/01/16
DE	Barmbek-Nord	10.03988	53.6052	maintenance	2015/09/17
RU	Severodvinsk	39.8302	64.5635	excellent	23 May 2014
BR	Lagarto	-37.65	-10.91722	good	2021-07-13
ID	Randudongkal	109.3243	-7.0981	average	12/10/2021, 00:00:00
US	Pottstown	-75.64963	40.24537	accep	03/09/2022, 00:00:00
US	Hutto	-97.54667	30.5427	building	09 Jul 2015
TW	Magong	119.58627	23.5654	good	2018-12-23
RU	Alatyr’	46.5813	54.8421	average	11/15/2013, 00:00:00
CN	Zhoushan	122.20488	29.98869	average	07/11/2018, 00:00:00
BE	Temse	4.21372	51.12794	good	12/14/2014, 00:00:00
CF	Carnot	15.87735	4.94273	building	2022-08-03
NI	Jinotepe	-86.19903	11.84962	good	2017/05/16
MA	Azrou	-5.22126	33.43443	building	2019-01-31
ES	Tudela	-1.60452	42.06166	accep	03/03/2022, 00:00:00
JP	Nonoichi	136.61667	36.53333	excellent	02/12/2017, 00:00:00
US	Aurora	-104.83192	39.72943	good	05/03/2021, 00:00:00
GB	Mexborough	-1.29243	53.49389	building	23 Oct 2019
US	Ken Caryl	-105.11221	39.57582	accep	2013-09-02
KH	Paoy Paet	102.56365	13.65805	average	2017/03/28
US	Fresno	-95.44744	29.53885	accep	27 Dec 2016
US	Greenville	-91.06177	33.41012	good	11/13/2012, 00:00:00
US	Tyler	-95.30106	32.35126	accep	19 Sep 2022
US	Jackson	-88.81395	35.61452	excellent	2016-02-07
CO	San Carlos	-75.69947	8.79577	good	2016-10-13
DE	Bensheim	8.61839	49.68369	building	2019/04/07
RU	Gudermes	46.10925	43.35071	good	2020/10/08
IN	Meerut	77.70636	28.98002	excellent	2018-10-21
IN	Madhipura	86.79271	25.92127	maintenance	06/27/2013, 00:00:00
TZ	Magomeni	39.25	-6.8	good	2013/02/24
CA	Dorval	-73.75335	45.4473	maintenance	24 May 2021
US	Clermont	-81.77285	28.54944	average	02/04/2020, 00:00:00
ES	Leioa	-2.98884	43.32686	accep	2013-12-27
US	Bothell	-122.2054	47.76232	good	2016/09/07
YE	Ataq	46.83187	14.53767	building	2015-07-27
EG	Alexandria	29.91582	31.20176	average	2012-10-07
GB	Devizes	-1.99421	51.35084	average	10/03/2014, 00:00:00
US	Rosedale	-76.51552	39.32011	excellent	07/30/2016, 00:00:00
CO	San Carlos	-75.69947	8.79577	good	2020/12/17
MX	Salvatierra	-100.88023	20.21322	accep	01 Sep 2022
IT	Somma Vesuviana	14.43865	40.87329	excellent	2016/12/16
US	Nutley	-74.15987	40.82232	good	2015-05-09
SY	Tadmur	38.28402	34.5624	accep	26 Feb 2019
US	Hueytown	-86.99666	33.45122	excellent	2016-05-14
RU	Gudermes	46.10925	43.35071	building	29 Jan 2022
