NOx	PM10	latitude	Pb	TEMP	H2CO	NH3	PAHs	CFCs	PM2.5	CO	longitude	C2H3NO5	PRES	SO2	CH4	O3	warning
7.00211	9.74836	-7.57897	66.78842	17.33688	46.59366	8.00479	5.91878	48.36400	8.90245	8.96095	112.23109	0.31323	1145.95539	7.46200	7.38440	5.96857	0.00000
7.12552	8.72468	53.37596	63.24673	-1.30197	53.77919	10.08944	6.40938	75.96181	8.88092	8.65174	51.3452	0.13995	1064.27447	7.95162	8.46363	5.94387	0.00000
7.16016	10.64496	-7.81667	38.08725	29.75588	48.64508	5.42749	5.33456	66.22957	9.22922	7.90412	112.01667	0.76988	1189.80840	7.09990	8.14010	4.92045	1.00000
7.31199	10.29690	41.20485	39.52583	1.67384	32.01078	5.93723	5.65877	43.71584	7.30410	9.60310	-8.33147	0.54210	1120.12468	8.63355	7.72497	8.03840	1.00000
7.29766	12.11868	40.5576	35.36816	17.20085	42.10035	7.35254	9.10149	48.50936	9.12217	9.89985	-74.28459	3.21595	1088.94484	6.26740	5.92701	8.45802	0.00000
7.04497	8.75466	40.93121	61.14637	26.37529	55.45262	6.81856	8.06236	53.82347	8.40859	10.02578	-73.89875	0.14150	1120.15207	8.49596	7.22442	7.54241	1.00000
4.90407	6.69914	31.71667	29.26430	28.23252	43.77494	6.86141	9.31777	43.78836	7.19775	8.55033	73.38333	0.03066	1197.96450	8.14496	7.08232	6.42042	1.00000
6.63762	9.95918	7.83389	59.17526	4.39921	26.63065	9.74256	9.15132	30.78487	7.72558	4.89782	-72.47417	0.39074	1117.73407	7.21897	8.06590	4.16380	0.00000
5.47893	5.83811	5.90702	44.71111	5.35683	49.75981	9.80637	10.82083	28.35124	9.00960	7.70517	116.10146	0.03794	1131.05583	7.15316	8.37015	7.87726	0.00000
6.51487	12.45574	46.1351	24.72513	15.06145	47.50050	5.23633	8.35812	53.69250	8.82370	8.54839	-60.1831	4.51446	1087.11089	8.75009	9.08981	5.24075	
6.39952	7.99857	48.06919	49.16955	14.53274	48.84493	7.62573	5.86016	47.82068	8.19762	9.03208	11.37703	0.07690	1112.56314	8.42275	5.50839	5.42842	1.00000
5.87891	10.05575	31.64615	54.27841	15.49400	42.07145	7.21962	8.01265	45.46206	6.94286	7.34361	120.74221	0.43861	1075.58043	9.15690	8.23018	5.90824	0.00000
9.48941	10.10363	41.29444	60.65086	31.65595	55.15033	7.84536	8.41152	63.82099	8.10891	12.18235	69.67639	0.44737	1073.08089	8.27938	8.51328	9.75494	0.00000
6.40690	12.23200	56.9083	50.68608	30.39604	65.25049	8.52624	7.38838	39.76409	7.37663	6.90284	60.8019	3.61443	1100.60540	8.39734		7.45132	0.00000
6.30783	9.86746	40.2737	45.99773	2.28022	55.08750	6.28366	9.48158	59.23650	9.84366	6.79465	-76.88442	0.36855	1097.16149	7.15666	9.87717	6.69261	1.00000
8.48984	7.74381	37.16911	59.84740	6.59302	53.23686	8.58589	1.89445	34.57524	8.39242	10.79664	10.03478	0.05043	1178.84632	10.25665	10.22904	2.95720	1.00000
4.58828	7.81899	39.00622	53.05586	12.69245	64.38158	7.12622	9.00894	31.33627	7.79138	6.40590	-77.4286	0.07632	1123.60095	7.78203	10.34815	8.46069	1.00000
7.02179	8.61585	40.24537	62.23749	23.46966	56.15969	10.17567	7.28057	56.31090	8.32656	11.18301	-75.64963	0.11768	1157.90465	9.52505	6.87792	8.18777	0.00000
6.95751	9.45662	42.24113	67.52658	23.44664	43.96902	5.85168	9.01288	34.01839	8.54387	8.20122	-88.3162	0.26156	1055.97444	7.34999	7.41793	5.50728	1.00000
7.39840	9.09342	-23.44361	65.88126	7.39833	51.19732	10.15532	7.68406	42.02780	9.07514	5.73256	-51.87389	0.18230	1161.85019	8.89359	6.68417	5.84976	0.00000
6.57571	7.35543	29.84576	61.34889	4.23020	43.16217	7.59992	10.72769	30.22183	6.51908	7.27713	-90.10674	0.04150	1103.77202	6.49098	6.71584	7.49186	1.00000
7.31051	10.40160	44.43579	45.44441	25.33210	45.19872	6.34241	9.18534	39.69869	8.25755	5.38536	26.01649	0.59614	1073.06378	6.94120	6.72871	7.20440	1.00000
6.81417	7.95764	20.88197	49.32603	-2.18983	28.46803	6.92095	5.15459	33.11482	8.75206	8.36478	85.83334	0.07496	1057.18733	9.11627	6.91842	5.38389	1.00000
5.21395	7.30837	55.63711	62.53686	-3.58110	58.25713	10.12026	3.69510	41.37783	8.71182	8.09325	37.38115	0.05352	1144.69774	7.55914	7.45978	4.35724	0.00000
8.52039	8.63915	-21.205	55.78478	-1.37637	57.12855	9.88965	7.53307	61.26293	8.18706	10.35386	-41.88778	0.12973	1101.35609	9.68042	7.79889	9.06157	0.00000
7.62458	8.90166	51.40944	53.69427	24.54223	58.79055	6.37137	10.32341	65.25189	8.46405	6.40810	46.04833	0.15938	1118.66459	7.30219	7.42199	6.10043	1.00000
6.19579	7.95891	46.7055	48.41949	10.91049	23.62212	6.98821	10.40643	82.70891	6.84235	7.52885	38.2739	0.05702	1147.96161	8.40252	8.91602	7.01302	1.00000
9.92690	9.22132	29.69221	31.13831	33.53234	45.92923	8.29309	10.72825	45.36044	7.96293	5.72522	72.54566	0.19707	1066.57106	6.59463	7.57354	6.44171	1.00000
7.94365	9.34906	26.67319	52.56157	8.28659	32.74864	4.40827	6.44728	43.34726	8.85290	9.91984	31.4976	0.22309	1196.20158	7.14183	6.16126	6.51803	1.00000
5.98738	7.09811	45.50369	41.72264	21.60764	56.68427	10.89285	10.84928	58.83408	7.36433	7.35503	11.412	0.05079	1079.37593	6.84383	8.61354	10.52829	0.00000
5.15232	10.70143	22.98212	54.23644	14.98442	53.38247	8.26844	10.31216	36.23842	9.01912	7.26805	-80.58556	0.78984	1054.11266	6.62650	8.41953	8.33605	1.00000
7.33930	5.59424	14.8361	63.51785	18.68267	39.93896	9.14894	10.91668	48.42284	9.21300	7.20299	120.97844	0.02490	1100.99348	5.66659	9.22130	9.39283	0.00000
8.62572	10.02404	29.84576	37.24382	20.01251	35.77754	4.45492	10.20085	57.41556	7.85952	12.89053	-90.10674	0.41848	1056.75253	7.31680	7.64008	10.32273	1.00000
6.90581	9.72913	25.87972	68.57345	9.90532	58.19812	8.80122	6.41418	53.65383	8.12479	10.49983	-97.50417	0.31022	1084.22578	8.07270	8.46757	8.09031	1.00000
7.63304	9.75184	51.21187	51.26742	21.00178	38.84740	7.16141	9.47313	29.92219	7.86860	7.62447	4.25633	0.32160	1175.22721	7.72306	6.55392	5.82458	1.00000
8.15017	9.75036	43.32686	52.75192	20.30285	57.63754	5.17652	6.78725	57.86299	7.10738	11.09530	-2.98884	0.30997	1131.96239	7.06879	8.64229	8.50893	1.00000
5.80814	11.59429	44.75874	62.52740	23.02227	41.44884	8.64336	6.84901	37.38587	7.26296	9.04016	19.21437	1.91860	1109.09720	7.36032	7.74377	8.89928	1.00000
5.61226	11.10749	33.93113	57.28514	3.45104	47.30173	5.50976	9.07026	65.22367	7.93525	6.17903	-117.54866	1.19657	1197.11932	9.19213	8.81128	7.21115	1.00000
4.52831	10.79574	51.26	42.91648	14.73473	56.74095	4.88700	7.46454	70.33862	6.38039	7.07734	-2.1875	0.87070	1116.55841	9.12420	5.65699	6.51280	1.00000
7.01784	9.49770	58.23583	37.27214	32.21317	47.86661	9.43337	10.62514	32.06561	9.40612	6.75127	92.48278	0.25427	1073.36038	7.99012	9.00353	8.48861	1.00000
6.22662	7.52376	35.64889	44.67532	15.76682	59.29431	9.12676	6.47487	60.88409	9.51884	8.99640	117.27583	0.05809	1152.66416	9.04843	7.89496	6.06480	1.00000
5.45539	9.55920	41.47892	59.94755	18.15901	54.97578	9.99530	7.67718	40.08533	8.82423	7.35102	-87.45476	0.26421	1174.19547	7.01189	7.06284	8.31656	0.00000
5.85216	8.96309	31.92923	44.64812	11.48008	48.93873	6.07887	8.70416	39.37299	6.48394	5.71246	34.86563	0.15357	1073.48727	7.65303	6.73448	7.26982	1.00000
8.47286	2.73752	33.35283	35.49139	-3.91558	64.88542	9.83146	11.04114	57.07612	6.08860	5.64292	-111.78903	0.02805	1059.00305	6.68348	10.09783	7.10422	0.00000
6.58689	7.58389	58.63667	39.59856	8.66585	55.66266	6.65520	8.23277	52.78875	8.54225	9.02949	59.80222	0.07471	1060.87198	9.15452	7.36059	7.62452	1.00000
4.86249	10.91541	28.71271	65.17542	17.51999	44.70902	8.54664	7.80611	43.61303	7.64097	8.24219	77.656	0.98966	1192.77584	8.40933	7.25460	7.12252	1.00000
5.66536	11.97616	58.63667	48.57171	8.89673	55.82647	8.99616	9.71668	39.83136	6.55959	7.47343	59.80222	2.79058	1144.99010	8.36871	8.06685	8.04127	0.00000
7.41934	10.31750	-6.25	54.52722	26.40398	48.54374	4.22053	7.28350	44.55114	7.54387	8.93296	38.66667	0.55930	1102.46052	7.80187	7.38152	6.90672	1.00000
9.09665	7.89147	48.8222	45.88783	13.86281	56.99489	8.52350	4.68539	46.62928	8.28079	11.80945	2.12213	0.07514	1199.97314	8.00564	7.85234	7.99061	1.00000
8.89119	11.89137	44.80477	34.07687	13.36650	22.21630	6.04080	9.20970	38.54039	6.87879	4.49142	-0.59543	2.56840	1109.81363	7.88603	6.78070	6.40222	1.00000
8.78891	8.40145	47.90771	37.23145	4.41128	26.38129	5.05916	6.04439	44.71327	6.73672	11.05499	106.88324	0.09003	1154.74591	7.44107	7.79357	6.40223	1.00000
7.42261	9.23501	16.06213	48.75946	12.74225	57.82044	7.53246	6.35494	61.83198	8.86188	9.74436	76.0586	0.19415	1158.68981	7.27537	5.50815	9.79809	1.00000
	10.30614	48.8222	53.29913	17.34009	39.70085	7.13124	10.03755	57.72361	7.02417	6.50423	2.12213	0.54993	1052.40218	8.00595	7.36637	6.81290	1.00000
5.23588	12.66898	35.8	52.90452	7.17102	43.35207	4.66667	7.50844	45.33679	7.29063	5.32808	137.23333	5.56702	1102.79010	7.84242	10.16018	7.52126	1.00000
6.21821	6.28216	-25.42778	81.87530	4.69160	58.99792	8.95876	8.64329	44.95567	8.07614	7.32071	-49.27306	0.02382	1186.96417	8.77448	10.17145	5.76872	1.00000
7.80221	8.86110	40.66482	53.99785	17.94675	32.97924	8.34673	5.22275	58.47667	7.50569	9.84662	122.22833	0.16183	1186.78214	9.42121	6.92351	5.11093	0.00000
5.52140	11.36200	47.4943	41.17551	12.82043	41.36883	5.57318	9.43179	19.93943	7.46403	8.59709	-122.24092	1.52904	1102.06099	8.78703	8.11828	8.71943	1.00000
6.52164	8.78172	33.78333	30.45572	37.25175	52.30774	6.47386	7.67092	64.59253	7.29688	9.53068	114.51667	0.14832	1118.64147	8.35683	7.39245	5.38552	1.00000
7.38678	9.59145	49.65186	49.92918	6.26759	39.10026	7.43304	9.62049	50.82380	10.52674	5.86092	26.97253	0.26915	1191.32818	6.70557	8.32336	7.53294	1.00000
7.57024	8.11606	32.35126	60.98365	11.99955	40.40969	6.99418	7.30716	52.85690	8.82413	10.40502	-95.30106	0.08273	1174.27595	7.68128	7.26450	7.51558	1.00000
5.80076	8.59667	36.61033	30.60284	31.44902	44.83269	10.22221	6.78303	45.16882	9.00294	8.67700	-88.31476	0.11724	1179.41132	7.20165	6.00214	7.37828	0.00000
5.54729	8.99006	38.47917	58.22621	30.32653	54.27146	5.98046	6.93275	44.85073	6.34857	8.42828	-1.325	0.17360	1060.20443	8.88414	6.99840	5.39183	1.00000
7.05241	9.27559	38.38479	52.54526	19.51062	57.83591	6.80278	7.06159	41.65074	6.87946	10.22286	-0.76773	0.20699	1097.62283	8.70596	8.07341	6.98857	1.00000
6.11957	11.74814	25.6439	46.37021	10.99268	66.47510	7.92253	8.88413	35.62447	5.49663	9.46870	77.9129	2.23623	1104.75978	6.69187	6.94606	8.41839	0.00000
8.74384	7.89474	35.21222	40.59341	14.54215	49.45910	8.09932	4.85092	42.84044	6.23591	11.44364	2.31889	0.06679	1090.64382	7.47290	9.52767	7.67565	1.00000
8.62061	6.57370	52.41667	45.03670	12.02221	50.56830	7.90927	11.49471	74.65963	9.08247	4.96867	0.75	0.03715	1190.35431	8.51393	7.54512	7.47037	1.00000
4.24484	12.22600	25.87972	60.57779	20.44979	54.41036	6.81607	6.68936	41.57995	8.89611	5.47313	-97.50417	3.60460	1142.65907	9.41217	6.95450	6.08057	1.00000
8.78805	6.20614	44.92801	64.13690	18.61056	44.08426	9.24705	8.89259	37.97039	6.81339	4.16632	4.8951	0.03082	1115.39361	8.22306	8.48035	2.97815	0.00000
6.41530	10.31065	41.72059	56.88042	20.04771	46.36552	3.04461	7.46606	41.42498	7.03031	5.73344	-87.70172	0.53741	1145.01442	8.49497	9.16918	5.22766	1.00000
8.46917	7.70137	36.02506	51.75548	28.98855	56.08535	9.67940	5.73160	44.29112	9.98322	10.60700	-86.77917	0.06172	1075.96332	10.43355	6.74734	6.98355	0.00000
7.13794	5.63874	-22.53722	37.03877	3.57573	54.36214	9.44790	9.27496	57.00238	8.16183	7.00294	-42.98194	0.02665	1177.75468	5.80441	8.15292	7.60781	0.00000
5.24145	9.53471	6.8485		10.28798		7.15415	9.51098	35.32266	7.83350	7.55384	3.64633	0.26132	1107.65092	7.46750	8.81358	8.00645	1.00000
9.23011	7.89432	40.49748	53.34428	19.64026	21.26692	5.68739	9.40485	31.98882	8.00635	5.71845	44.7662	0.06876	1124.08813	7.52698	8.47970	5.14866	1.00000
7.93990	9.45133	26.91756	63.66871	9.16892	37.93516	6.93222	8.56453	40.73929	5.73019	4.40812	-82.07842	0.24179	1101.05672	8.77095	5.37733	7.06753	1.00000
9.35143	9.71803	52.53048	31.01122	32.54312	37.72201	7.70030	10.99226	65.99279	6.22265	6.42654	13.29371	0.31630	1078.16953	9.85689	8.68211	6.12065	1.00000
8.26920	10.27569	14.0823	48.29188	39.02142	28.06239	7.65398	5.96843	36.31967	6.54997	10.73096	98.19151	0.52594	1117.03147	9.25639	7.28167	4.22333	0.00000
7.46925	9.99436	45.39402	43.73458	13.94480	49.01205	6.08564	6.39874	27.31367	7.49754	8.79348	9.29109	0.41188	1115.62738	7.38547	9.17412	6.96943	1.00000
5.40993	9.84772	31.20176	54.76270	15.80756	45.51053	3.68055	7.71667	44.77411	8.95203	7.00185	29.91582	0.36714	1131.06095	7.26195	8.85313	5.43525	1.00000
9.86957	9.42474	33.35283	56.72095	5.26824	37.36287	5.55086	8.72313	53.10208	7.59490		-111.78903	0.24163	1168.43060	7.83437	7.69910	3.04256	1.00000
6.47225	11.16095	33.50921	35.39703	11.14938	39.76735	8.24330	3.23300	64.14261	11.09643	7.37351	-111.89903	1.24275	1197.28166	6.82382		7.37851	1.00000
8.15753	5.87517	43.91452	62.13490	18.23830	37.00483	6.79521	10.18643	74.37804	8.95961	6.13945	-69.96533	0.03882	1086.70722	9.14783	8.27309	6.07127	1.00000
9.00472	8.78595	43.61058	67.49409	22.95944	47.58748	3.94448	7.15915	35.65462	8.04921	10.70324	1.33467	0.12932	1097.69667	7.86540	8.24696	8.71153	1.00000
5.80973	9.03080	41.85059	69.38234	18.28116	74.97176	7.46017	9.33540	66.98842	6.40813	8.50891	-87.882	0.18625	1088.69819	10.21737	10.23176	6.79319	1.00000
7.50592	9.58246	40.65538	61.61600	17.57229	32.10182	10.71182	7.16497	37.34925	8.41043	5.34667	-74.38987	0.28634	1084.20779	9.19658	7.81202	5.53776	1.00000
7.23569	5.42024	18.00747	44.82304	15.30079	33.50620	7.43852	8.86658	67.01483	7.45569	7.21306	-76.78319	0.01444	1184.93378	9.10154	9.37440	5.78608	0.00000
6.24120	6.06224	55.82737	57.41943	18.65468	39.01979	8.74602	8.73540	50.97749	7.80402	7.84538	-4.0573	0.03877	1126.49589	6.59363	8.38038	7.50532	0.00000
5.32680	7.52797	54.39635	41.51019	13.08942	46.03778	8.01872	9.81536	61.49488	8.77378	7.21563	24.04142	0.06740	1068.51800	7.34742	8.29548	4.68057	0.00000
5.13624	8.68132	48.77275	58.30053	18.40887	38.62942	7.82119	9.98473	48.72880	7.82996	9.00864	5.16108	0.12676	1110.09729	7.94170	7.50011	7.45038	1.00000
7.35072	3.55615	42.8334	53.07346	14.14432	49.45028	7.18660	10.18868	59.64877	7.95973	7.53500	-80.38297	0.03392	1088.29926	7.04174	7.49885	6.23709	0.00000
5.70825	8.89149	-4.26613	50.82248	31.97100	39.96965	10.03014	3.97889	42.41358	8.78373	8.13661	15.28318	0.15193	1158.31497	6.95969	8.28451	4.22772	1.00000
3.82975	6.31105	18.87813	70.22495	16.91889	57.93051	6.93377	9.45028	68.77702	7.67055	5.94758	72.93924	0.02493	1120.04347	7.98790	7.77948	8.94599	1.00000
6.59027	10.57366	20.88098	48.53689	1.26603	50.61452	6.81763	6.22590	74.12055	7.49853	9.17075	75.11937	0.70756	1090.52645	7.77769	8.83992	6.72704	1.00000
5.95142	8.07997	14.53767	49.53167	12.09912	51.37969	9.63470	10.52729	63.87926	8.64249	9.37647	46.83187	0.06903	1198.06100	9.14603	9.04303	7.78736	1.00000
6.64107	8.74320	34.85	74.30196	2.19628	53.89523	6.75842	8.06547	43.53567	7.53566	9.73513	117.33333	0.14323	1095.82309	7.08774	8.51129	7.24307	1.00000
6.13085	8.69309	25.95533	45.39359	26.18471	74.02690	10.39320	6.23636	45.76241	7.89247	7.23469	68.88871	0.12361	1127.45208	8.25318	8.36111	5.40060	0.00000
10.09366	7.19671	10.63504	49.61095	9.25576	44.14464	5.41790	7.22717	38.27260	6.76713	12.97886	-85.43772	0.03712	1138.38631	7.93143	6.48771	8.29593	1.00000
6.66466	9.47506	58.63667	69.98366	11.47413	45.95517	6.28690	7.46509	64.99948	6.12727	10.15598	59.80222	0.25019	1057.81586	9.03419	8.35154	7.05216	1.00000
6.64651	6.63435	16.455	47.17799	11.75150	70.80451	7.70809	8.92476	54.38257	8.15747	7.68128	120.5875	0.02751	1121.95707	10.31081	6.92999	6.46424	0.00000
6.09611	8.42252	49.68369	60.30764	6.05607	57.57804	5.70599	7.39085	51.45170	9.33871	6.77399	8.61839	0.10196	1120.66166	8.73664	8.21013	6.01072	1.00000
6.47602	7.69210	1.6	56.17899	10.18399	43.86023	5.60545	9.49903	38.04007	8.71974	10.12400	103.81667	0.06888	1065.44047	8.80631	10.34931	8.23709	1.00000
7.03395	9.23506	35.72917	57.54667	17.20020	65.10224	5.70580	5.99123	51.07417	9.13526	8.80813	10.58082	0.21252	1149.37772	7.51942	9.20408	6.41228	1.00000
7.16711	12.50853	53.77166	56.49252	29.28313	46.58550	5.93983	6.16420	49.33681	8.27237	8.93175	38.12408	4.76109	1186.87970	7.76919	8.60043	7.62168	1.00000
6.54353	6.17588	17.34769	33.72885	18.72334	57.78031	8.57982	10.86883	16.77362	7.19515	7.22809	78.55757	0.02264	1125.20660	7.24352	8.01786	7.69679	0.00000
7.51783	12.55364	52.47774	53.40613	38.96604	52.85303	2.95643	7.80319	61.16668	8.28727	8.72043	10.5511	4.99598	1099.33979	8.14214	7.09348	9.17025	1.00000
6.90554	6.94943	56.56317	49.86563	21.55543	34.67309	6.82243	8.87934	64.31411	10.56193	10.52535	-2.58736	0.04245	1170.80941	7.34678	8.20367	5.55249	1.00000
7.49825	9.12149	50.75	65.65268	3.26342	66.14503	8.22155	4.76406	40.81597	8.62204	9.58432	2.25	0.18578	1157.23854	7.59665	6.84234	4.35176	0.00000
6.08850	9.63383	44.35056	44.65264	19.32495	64.45236	9.55582	8.31194	68.88142	8.42290	6.36008	142.45778	0.30912	1096.41686	7.41015	8.36765	6.19466	0.00000
6.46336	9.00926	27.9247	56.11435	8.95318	43.37252	8.53832	8.67252	59.58156	7.85976	7.01670	78.40102	0.17747	1074.87782	8.49757	7.28265	7.09709	0.00000
4.21115	11.96434	35.50056	52.96936	27.00221	57.33728	6.63317	6.57179	46.36543	6.56690	6.05516	117.63083	2.77370	1183.80474	9.07245	8.99437	5.36423	1.00000
6.81833	4.00532	48.06919	50.00237	17.91578	69.23519	7.72654	11.61012	65.60058	8.30975	7.41327	11.37703	0.02524	1064.94010	6.90111	6.70222	6.99718	0.00000
5.24438	7.70644	49.13645	35.46698	26.27658	52.98919	8.75474	4.45147	62.72302	10.53986	7.26085	8.91229	0.06850	1087.39407	9.17768	8.36927	2.32584	1.00000
6.59887	12.86390	31.76212	60.21168	5.61216	50.00478	7.35120	9.61736	52.43031	10.44429	9.52905	-95.63079	6.77422	1183.46215	9.53180	6.47498	7.69101	0.00000
4.02845	7.77865	-20.25333	51.03898	20.25087	55.87910	7.15005	9.21874	42.08667	7.11893	8.14091	-43.80139	0.06841	1173.16148	8.74843	9.18642	8.04077	1.00000
7.52458	13.57742	-21.205	57.67334	13.03304	41.55202	6.15912	8.30478	43.91124	7.78538	6.76017	-41.88778	13.80861	1090.58222	6.74235	8.47084	6.15791	1.00000
7.78949	7.64414	40.82232		21.30017	33.19163	8.65590	6.07413	60.16507	7.89612	10.82111	-74.15987	0.06520	1090.50705	7.99790	6.07387	7.89272	1.00000
6.33550	12.41085	4.73245	43.32583	16.56682	37.36682	5.07581	6.40844	32.02770	7.36196	7.96957	-74.26419	4.32468	1068.87457	7.21119	8.91921	6.84935	1.00000
4.21449	7.72256	14.8361	52.69996	5.16770	57.79003	7.34200	8.84986	45.92768	6.26392	6.89088	120.97844	0.05320	1082.17015	9.43999	9.68801	8.69647	1.00000
7.67375	7.74311	44.85278	54.44874	-7.22217	59.61271	11.01357	8.21777	22.91187	8.84423	4.72347	65.50917	0.08294	1179.62022	8.18831	7.88914	4.80518	0.00000
6.26379	9.15568	53.83333	57.46937	32.55205	68.55345	3.90913	9.10579	39.09705	7.87428	8.36455	-2.98333	0.18850	1176.37891	7.40710	8.34394	5.38606	1.00000
4.95861	11.63441	48.98333	49.88292	4.12025	62.10480	9.36300	9.18844	57.72048	6.84371	8.87248	2.61667	1.98295	1054.26558	8.52922	9.82744	6.95436	1.00000
6.31731	10.51053	31.39547	64.83238	26.93748	45.38884	7.58744	4.03415	50.91665	7.96469	8.02705	34.75699	0.67434	1160.51268	7.67793	7.25930	5.71816	1.00000
5.38360	8.50304	39.59611	39.11877	-6.33678	49.81706	13.16587	8.89125	39.58271	7.59996	5.23049	27.02444	0.11875	1092.82911	7.26524	7.95160	5.27733	0.00000
5.13212	10.29514	22.4711	72.76860	25.75523	78.79675	9.90917	8.28837	24.88737	7.72870	8.66925	88.1453	0.55947	1131.66717	7.00797	9.19820	8.21552	0.00000
7.97134	10.22303	26.67319	75.43528	21.90281	60.14114	9.65328	8.94554	70.18119	9.71124	9.94900	31.4976	0.51793	1180.49837	7.69374	5.99788	8.64639	0.00000
5.98899	9.18539	-34.28853	37.00433	14.55119	45.58967	9.68518	5.08845	26.51792	9.50322	8.98111	146.05093	0.18738	1090.41170	8.90182	7.07242	5.74777	1.00000
6.87868	6.41438	43.96222	55.92484	16.17208	63.81685	8.64085	9.55302	55.34559	7.93301	6.15339	43.63417	0.03380	1054.54334	8.57287	8.14498	4.56984	0.00000
5.17421	9.93091	47.98372	41.67454	19.44779	35.10546	5.76294	7.75255	24.01765	8.28819	7.82682	10.18527	0.37264	1065.07953	6.69216	9.66824	4.96851	1.00000
5.68982	7.63633	31.92923	43.28775	21.65588	42.20150	9.29940	9.66126	40.72281	8.35837	7.41657	34.86563	0.05271	1198.13414	9.11082	8.73151	7.06545	0.00000
4.85909	10.14302	6.95194	35.25043	21.91144	60.63306	9.04934	9.52412	57.07491	7.21647	8.43727	121.96361	0.45140	1066.18293	6.40334	7.13016	10.26115	0.00000
6.52891	9.23637	-10.91722	56.18685	11.05329	42.85693	9.91722	6.29278	64.36113	7.13128	7.80974	-37.65	0.20440	1157.59971	7.46836	7.95824	4.82132	0.00000
8.26350	9.77022	53.0233	30.60680	21.72247	49.95662	9.05859	7.97773	38.84791	6.39689	9.42176	-1.48119	0.33235	1188.06899	9.35552	6.93494	8.05885	0.00000
5.38399	8.48674	40.78206	51.29111	26.90615	58.94275	8.44659	10.12727	59.43478	8.19321	6.69296	72.34424	0.10715	1194.23435	8.48640	7.52411	8.48359	1.00000
5.78669	6.97173	32.35126	36.21519	23.23493	51.34005	9.28300	10.21116	31.52209	7.28894	7.42333	-95.30106	0.05191	1175.31274	6.91604	6.61288	7.31739	0.00000
9.74572	8.11452	35.72917	43.03183	21.13533	48.11125	8.11582	11.40102	45.94071	7.61118	8.81799	10.58082	0.09233	1194.28577	9.24576	8.42609	4.82018	1.00000
7.32093	6.38999	37.51803	57.11774	1.31776	52.23106	7.88486	7.20237	76.45660	6.24327	10.66246	15.00913	0.04446	1101.17556	9.11561	8.25747	5.06574	1.00000
8.46451	9.83314	26.11527	62.00486	10.97434	69.05112	7.94618	7.26405	39.28309	8.74828	11.54588	86.59509	0.34493	1160.48571	9.23238	6.32238	8.42015	0.00000
8.83093	8.17452	5.4709	62.11181	19.01047	47.05640	8.34338	11.06329	54.49215	8.61377	7.09786	100.24529	0.09091	1106.60003	7.01957	9.16662	6.42402	1.00000
8.37923	8.97142	27.0174	47.54424	17.57671	61.85532	8.81852	5.65196	40.72957	7.75746	10.20447	49.62251	0.17192	1164.97340	6.61028	8.33058	4.54379	0.00000
8.16191	9.93276	40.11583	45.78817	18.91766	82.48991	6.92803	8.83488	66.81259	8.64890	6.71282	67.84222	0.39059	1084.07816	8.30853	8.64016	5.88802	1.00000
5.87350	10.21857	50.20528	63.19540	14.16992	37.36746	4.85487	7.77679	29.21665	8.50363	8.30347	19.27498	0.50551	1060.00848	9.11676	7.12903	6.85105	1.00000
7.05112	9.50360	35.50056	57.43395	14.73418	34.58867	6.98232	9.15860	69.61744	8.76663	7.44909	117.63083	0.25463	1057.82566	7.31804	7.45430	6.50356	1.00000
6.54046	9.03418	40.2737	46.28858	15.20006	46.14949	8.11396	9.74754	56.15161	8.09245	8.69200	-76.88442	0.16375	1069.83164	9.06991	7.89653	6.71661	1.00000
5.14990	7.28115	55.1904	33.05141	5.47370	37.47060	8.42360	11.26219	42.65782	9.06637	7.72228	30.2049	0.05105	1128.79891	8.97758	8.07023	7.39036	0.00000
7.68264	9.33793	34.21639	36.63014	33.87064	47.90497	7.23392	9.64136	35.32993	7.33866	7.18865	-119.0376	0.22054	1088.42253	8.88476	7.64819	5.93777	1.00000
6.75963	5.15778	19.04222	34.15867	20.67188	52.16764	9.97924	10.93730	49.58205	7.74281	6.47645	-98.11889	0.02704	1161.06753	9.03882	9.27784	7.33710	0.00000
6.71748	8.90850	32.42067	43.86757	32.20915	13.70098	11.96470	7.78272	53.09268	7.13377	5.75684	-104.22884	0.15621	1147.87609	8.47900	7.19041	7.41210	0.00000
7.49648	8.14810	-17.73648	70.18737	7.75129	36.28143	10.40402	6.02387	44.92161	6.88659	8.49767	168.31366	0.09554	1069.44802	6.53933	9.17794	5.89137	0.00000
6.85234	11.13690	37.60876	64.50330	14.57945	51.60703	8.88648	8.57640	56.99708	5.72135	8.77277	-77.37331	1.22506	1069.58145	8.43964	7.34891	6.76934	0.00000
8.38099	8.76679	57.30185	36.84053	24.66864	32.73397	7.47613	2.11327	48.56275	6.77221	9.26140	39.85331	0.14823	1064.37899	7.45141	9.02172	4.48995	1.00000
5.83167	9.00631	-10.90889	31.62195	21.56917	39.66367	8.71725	9.37226	36.27961	8.63165	7.87350	-37.03861	0.16143	1153.82879	8.04599	7.72852	8.97317	0.00000
6.90600	10.79803	18.18158	53.12325	6.11081	47.19895	6.81883	9.14613	46.34048	8.31567	6.72533	76.03889	0.87526	1190.85967	6.47027	8.02419	7.35306	1.00000
7.23305	10.34632	12.74409	36.54997	5.11409	54.43852	6.90953	9.26464	52.51724	9.40309	7.50790	-8.07257	0.56964	1091.06980	9.84736	7.00926	6.21607	1.00000
