latitude	O3	Pb	PM2.5	NOx	PAHs	CFCs	TEMP	H2CO	NH3	longitude	warning	PRES	CO	SO2	PM10	C2H3NO5	CH4
43.62558	6.37743	59.91646	10.11860	8.61446	8.15235	51.05408	31.42023	44.86326	7.40740	13.39954	1.00000	1114.93253	7.37855	4.24590	7.36619	5.40964	6.77663
55.82885	5.83964	77.58452	6.40222	8.42159	8.68169	44.69794	10.17534	46.68087	8.67743	-4.21376	1.00000	1074.59056	7.56595	6.09350	8.53703	10.87538	4.49446
35.06544	5.50846	29.58285	9.56737	8.09716	5.20324	48.29845	7.83128	43.98825	6.09340	1.04945	0.00000	1073.74475	6.16176	9.22870	7.40701	5.37797	5.25769
14.14989	8.31813	63.82085	8.56194	8.40356	5.36306	45.01702	23.81003	48.42220	4.13321	121.3152	0.00000	1083.82716	8.05262	8.12993	6.95387	4.81390	6.44111
54.84444	6.44240	72.56439	6.68577	6.83211	6.36481	54.80023	2.14697	46.04791	5.05968	38.16694	0.00000	1059.76616	8.38013	7.70355	6.58905	3.13562	7.69469
41.66394	5.18702	53.11822	9.14050	9.00683	4.25402	46.16469	17.78746	39.59586	7.46666	-83.55521	1.00000	1182.49263	7.86014	6.50183	9.48096	21.72770	9.10531
20.14298	5.25388	39.98011	8.53835	7.81595	6.49512	60.64299	1.45121	44.37842	5.76674	-77.43532	1.00000	1063.71360	7.43807	5.02045	6.53053	4.05416	7.53247
41.72059	4.29300	55.10106	6.09361	6.31541	9.23655	43.20916	7.61764	42.89463	8.63572	-87.70172	1.00000	1127.22358	7.35756	6.60868	7.92527	5.54188	6.42328
36.20389	5.30924	20.87879	3.77220	8.93589	11.03302	49.52144	25.19792	33.35265	12.10038	127.08472	0.00000	1083.31774	8.82159	8.12356	7.76149	3.61688	6.85490
53.59337	9.87168	64.24490	9.78549	7.19993	6.62576	68.69249	7.60619	37.60051	5.96728	9.47629	0.00000	1066.99607	7.66158	8.97419	8.36947	8.76143	9.80689
43.48961	5.35811	29.46174	8.01394	7.70178	7.84507	39.15862	4.35736	50.00933	7.48739	-8.2194	0.00000	1075.98089	7.54050	6.71477	5.56157	2.28060	7.28318
3.8801	5.28942	39.30046	9.84321	7.39253	9.91597	49.93932	31.27748	54.61098	10.06114	-77.03116	1.00000	1121.03284	7.65557	4.95409	8.57370	11.89802	7.16100
42.22718	6.47706	68.22049	9.13425	7.62742	5.56597	60.98696	19.86031	49.27914	7.21052	14.39024	1.00000	1168.40379	7.14761	5.34888	6.67081	1.29791	9.09221
43.67681	4.44163	28.45349	11.82587	7.02511	7.91692	46.67661	10.91532	68.03657	5.06114	4.63031	1.00000	1118.45833	9.26203	6.98205	7.51440	5.08345	11.34697
24.41288	6.18284	48.29085	8.31591	10.39500	6.34025	46.60545	6.33642	70.04717	7.49676	76.56719	0.00000	1092.74861	9.55453	8.41457	5.62392	1.36216	6.19276
35.815	9.20266	29.75928	6.62838	7.99900	4.55844	43.78920	2.79662	52.93185	7.03686	139.6853	0.00000	1157.96064	6.10084	7.91858	6.86702	4.68786	6.06493
-14.66463	7.64233	53.39229	10.41757	7.62227	6.13621	54.72077	15.84557	34.16171	6.53856	-52.35558	0.00000	1131.83106	7.86702	10.67612	6.49874	2.63145	10.36016
55.39485	9.41526	38.76996	8.56900	5.89474	6.06631	53.27726	24.89421	35.50316	7.45101	43.83992	1.00000	1076.14756	7.67323	2.77013	6.48793	3.91973	5.83447
25.92127	7.38265	53.56990	7.48848	6.31091	3.98921	45.46488	35.12690	50.33880	7.95400	86.79271	1.00000	1071.95468	7.92928	5.93830	6.90824	3.44342	7.75397
12.35275	5.42826	45.55646	10.08265	8.88454	5.67050	18.48508	11.13986	56.53261	5.84004	121.06761	1.00000	1094.50911	6.76746	8.55548	6.52047	2.74327	10.88992
46.65581	4.27101	35.33361	7.84714	6.52111	8.51219	69.95579	24.70302	55.19550	6.13139	32.6178	0.00000	1106.40546	8.42078	8.26559	8.06999	8.29513	6.74112
44.59445	9.31496	38.05326	8.40260	7.00366	6.16556	37.72936	11.28536	55.59002	6.63093	11.04979	0.00000	1108.65478	7.61528	8.52492	7.82942	6.21678	8.51308
7.50251	3.99129	48.99512	8.24007	7.38437	7.64719	58.92380	6.29081	38.41702	6.45616	5.06258	0.00000	1061.01444	7.49943	10.07281	7.51186		5.76927
31.71667	4.90985	49.67528	6.62716	7.02641	11.70061	62.80444	10.48960	45.37513	10.45481	73.38333	1.00000	1085.82966	5.53270	8.49572	7.18923	5.08910	5.57914
22.83957	6.55094	60.89987	4.22874	6.89156	8.60882	41.90712	13.18535	41.66804	9.51147	91.84128	1.00000	1056.29157	7.18858	6.30028	6.33621	3.78313	7.17606
50.86079	6.18698	50.01215	8.20294	6.59189	4.15315	59.22615	3.78498	35.31754	7.25567	17.4674	1.00000	1051.29182	6.08072	5.19665	8.47151	8.81641	8.35252
29.53885	3.78991	61.17847	6.14797	4.78400	7.54721	69.18300	26.63790	40.27837	7.84941	-95.44744	0.00000	1136.32832	6.48251	9.52694	6.53014	3.64722	6.99596
43.50891	8.14341	47.60603	8.70522	6.32872	6.51004	45.45684	9.55767	59.17254	5.12804	16.43915	0.00000	1101.29885	7.22163	8.21975	8.73753	12.29713	7.95495
53.6052	8.45220	35.26708	7.99261	6.08509	7.19043	48.33094	24.95511	39.73086	6.26091	10.03988	0.00000	1190.75236	6.84542	7.98886	5.22574	1.86068	9.09851
30.81383	8.31693	47.83128	7.16803	8.11254	4.26992	58.75396	12.34768	58.45237	6.39898	75.16878	1.00000	1079.23492	6.56456	10.39748	6.88083	2.96166	11.75558
37.08819	5.85653	32.70586	8.79933	8.60927	5.95299	52.91983	7.00601	47.27905	5.55445	-8.2503	1.00000	1079.63954	7.96905	7.99678	6.88099	2.35761	9.85828
51.38673	7.48145	49.66154	8.62924	8.17384	7.99274	39.71432	23.98823	60.03871	7.64942	0.30367	1.00000	1181.15824	7.22266	4.59833	6.06831	2.18035	5.65862
16.0567	9.00577	62.67131	6.99291	7.60488	6.34263	77.62351	31.41802	38.80871	6.87251	103.65309	0.00000	1131.06175	6.12974	6.34642	7.54760	5.36998	6.85296
36.20829	5.66367	61.08448	9.77471	7.19619	4.60885	48.96498	13.65460	50.40187	5.70409	-115.98391	0.00000	1179.12202	9.10058	11.67820	7.53872	5.89702	4.07430
11.8659	10.04526	38.81252	6.24747	8.72944	5.49211	41.94344	9.46913	37.33986	5.80520	34.3869	0.00000	1179.17149	7.54057	8.36460	7.36468	4.01692	7.66350
-6.25	4.94453	40.70362	10.63972	6.30605	5.78440	45.03427	19.67192	29.24995	6.09121	38.66667	1.00000	1143.20254	7.55752	5.40859	7.63720	5.58607	10.23150
37.49073	10.42425	39.60096	9.05539	7.32553	5.79046	77.41196	9.42742	63.78701	6.35656	-2.77259	0.00000	1125.54382	7.28657	9.60971	5.92453	2.92670	9.91728
43.1122	5.69331	45.22168	8.74906	8.33859	4.34597	52.51768	21.71323	47.07812	4.81208	12.38878	1.00000	1050.29796	6.53622	7.62243	6.44614	3.17967	9.45090
4.94273	8.20271	55.40318	7.47717	6.86707	6.98866	62.02662	-3.60166	43.43346	6.25899	15.87735	0.00000	1066.71248	8.21888	10.60119	6.34586	2.16335	11.44760
33.86419	5.16628	55.85760	5.90425	8.18929	8.14161	58.84269	9.20470	67.69021	8.34047	48.26258	1.00000	1064.20043	7.23499	5.55129	8.60094	10.91792	6.58504
-36.9256	4.70048	35.73466	7.47475	9.00492	7.05199	58.87315	21.98704	55.51794	8.01050	-73.02841	0.00000	1064.90375	7.39576	7.98970		11.20186	7.05461
6.84019	7.27852	46.21958	4.56960	7.72551	6.80641	51.17933	22.78944	55.17271	6.85524	79.87116	1.00000	1157.25442	7.66606	5.39463	6.96068	5.30710	7.20151
51.38673	6.66522	55.61649	8.95458	9.17475	6.76835	52.62444	1.54098	55.55632	6.32024	0.30367	1.00000	1127.46106	6.77584	5.96686	7.98137	7.40506	8.46490
54.84444	6.98111	52.73116	6.96382	7.38345	4.51467	57.72785	13.45218	28.79173	6.02576	38.16694	1.00000	1171.69871	4.89101	6.55186	5.94922	2.16007	8.14197
31.20176	6.27564	49.91248	8.09782	8.57341	8.67610	64.23005	2.95173	57.36732	7.81109	29.91582	1.00000	1082.25533	7.82623	5.52701	7.45506	4.17148	6.45443
7.50251	5.78769	61.33434	7.70829	7.09893	5.91609	58.60653	10.19643	40.49844	6.85268	5.06258	0.00000	1155.98554	6.91588	8.83935	7.28279	3.34154	6.43810
43.1122	5.49791	31.73118	10.77171	7.74459	4.68923	75.25105	16.49381	47.24893	5.48102	12.38878	0.00000	1099.60142	6.80890	11.30823	6.93651	3.82311	3.78043
30.35028	6.99615	61.07461	8.52083	5.34396	6.66722	44.94793	32.24867	53.25218	7.42488	112.19028	0.00000	1161.85124	6.85750	7.81029	7.68650	5.08501	6.35520
15.58552	7.18572	54.79687	6.69354	7.42728	7.02111	49.34446	8.18202	35.21809	7.54506	102.42587	0.00000	1196.77637	7.11023	8.17121	6.54444	2.70571	7.58498
23.18	7.15512	62.35988	6.16542	7.25733	5.91156	61.73513	11.73681	49.40248	5.25372	88.58	1.00000	1082.10915	7.02342	9.07639	7.24383	5.27776	9.25334
-21.44236	5.74433	32.93531	9.26035	7.89231	5.17927	64.84801	8.31017	22.12555	6.96685	27.46153	1.00000	1083.48259	7.02778	4.47045	9.62659	25.50342	8.45167
59.80917	5.72650	20.61752	3.13556	7.79788	7.18805	45.99935	18.26396	37.83191	9.60199	30.38167	1.00000	1089.06439	7.71753	4.52003	7.23343	5.19563	6.70358
53.14657	5.56222	51.15436	2.15829	6.24494	7.25692	40.00909	20.89077	47.81651	9.43090	140.72287	1.00000	1082.13862	7.32925	5.72074	7.65731	5.85069	7.25588
3.7278	5.23708	49.20214	8.26443	6.03035	7.70439	53.50618	29.87703	51.09246	6.40644	98.6738	1.00000	1172.07908	6.93621	5.76795	6.91243	2.01143	4.08880
9.89206	5.38480	39.46031	9.76132	7.87012	7.67083	54.99253	32.39419	42.83896	5.14681	43.38531	1.00000	1113.98542	8.05280	5.93906	7.88857	5.15244	9.30548
22.49396	6.14187	60.98247	10.69663	7.72402	5.02163	55.13528	-0.67326	45.10207	5.93624	-105.36369	0.00000	1181.61742	7.73881	8.39838	7.63277	5.96086	5.10903
33.35283	6.11794	37.66754	9.21129	7.85808	3.90607	54.03755	9.33446	35.50834	7.69021	-111.78903	1.00000	1123.46570	5.53680	5.71522	7.08403	4.21652	8.75295
1.6561	5.53036	36.88425	9.01528	7.97791	5.61118	51.17667	8.49640	45.04997	5.85035	103.6032	1.00000	1091.91346	7.74971	4.86546	9.18796	17.00250	8.47644
33.76446	4.97586	35.79169	10.05841	7.68881	6.53456	50.19787	3.49055	60.20160	6.27140	-117.79394	1.00000	1172.55965	4.51543	6.09100	6.51937	2.71504	10.21701
27.76056	5.49516	47.79620	7.66931	8.70371	7.46891	47.02994	7.46078	49.61383	6.52018	-15.58602	1.00000	1147.48518	8.17646	5.15485	8.78748	12.44500	4.31350
27.92333	6.42409	31.93296	8.61456	7.40604	6.67405	60.26197	21.94527	14.45262	4.70389	118.53333	1.00000	1188.45930	8.56488	7.40275	7.01249	4.11840	8.78358
39.08367	6.95087	45.08002	6.30060	7.23979	8.28476	56.44951	12.29232	59.15863	6.07509	-84.50855	0.00000	1061.84421	6.72777	5.45370	8.13813	7.20456	6.55571
41.48199	6.37763	51.24467	7.16339	5.69896	9.77115	34.33090	14.78306	41.55998	9.73135	-81.79819	1.00000	1126.37479	6.36241	6.03432	7.11831	3.75206	7.17083
7.62789	7.07788	41.80024	2.45453	7.16444	6.94392	46.17975	7.72657	59.89371	5.28017	4.74161	1.00000	1076.89675	5.63164	7.40097	8.06020	5.86045	5.38890
42.30865	4.88931	51.41010	8.94190	6.53759	5.94115	49.81990	-13.19038	43.89443	6.44564	-83.48216	0.00000	1119.63103	6.26010	10.62963	8.46996	9.18719	5.05993
10.7375	8.74197	30.77615	7.32341	7.54851	5.65673	48.12411	16.67247	34.91729	6.43717	122.9666	1.00000	1151.10837	6.90201	8.76535	7.76398	6.44078	8.18191
29.53885	5.59394	38.06626	11.07221	5.93772	4.21415	62.05879	8.28440	28.45642	5.67884	-95.44744	1.00000	1191.36181	9.22929	10.19928	6.36012	1.50602	4.02909
16.0567	4.43196	20.18377	5.83903	7.33515	10.67606	58.72983	18.78399	42.44343	10.83742	103.65309	1.00000	1098.52400	6.49098	6.86683	7.25486	3.10606	8.15441
14.46693	6.19385	54.98137	5.75122	6.99040	7.13746	42.01353	1.16246	60.60089	7.81522	75.92694	1.00000	1170.60183	8.45156	5.02000	7.91860	5.65410	5.53869
40.93121	8.48716	43.40024	8.89758	8.46616	5.33592	66.71890	13.88732	58.00182	5.09711	-73.89875	0.00000	1086.32037	5.99643	9.41611	8.65450	11.59101	8.68075
58.63667	4.83127	35.37483	5.20844	6.76454	10.27035	42.52448	10.13597	55.50149	9.48117	59.80222	1.00000	1154.23699	7.21338	7.99514	8.54038	9.07553	4.54660
51.08468	5.46777	54.63432	4.68365	8.44031	9.48059	63.08380	6.19346	62.10618	9.92722	7.11393	1.00000	1064.21778	8.97619	6.90822	7.65124	6.98287	4.96872
36.61954	7.46529	28.59285	6.43523	8.93652	3.89703	50.52910	20.94511	32.67441	7.09825	4.08282	1.00000	1120.88779	8.14194	5.83702	7.30544	4.10434	7.51831
33.98154	4.74878	51.61223	11.90352	9.63017	7.19405	42.91201	-1.72926	55.84308	5.36411	-81.23621	1.00000	1190.73679	7.47314	6.78995	7.63842	5.43046	12.63520
24.96334	7.30565	21.47589	12.76585	8.00191	3.96522	65.56011	6.77357	45.33273	5.84516	10.18003	0.00000	1087.43081	7.05464	8.51079	7.86059	5.99284	3.76459
37.49073	7.80539	47.21391	4.53008	7.89521	4.36979	39.56286	12.38886	68.30726	5.63839	-2.77259	1.00000	1181.04042	7.04321	3.24515	6.81561	1.93481	6.75638
42.7	5.33828	47.46093	8.65213	6.10764	6.98648	55.16114		35.33051	6.46214	27.25	0.00000	1151.40005	8.60054	7.30868	6.72706	3.79711	6.68388
34.06635	4.94437	36.11296	7.46998	7.38263	5.35063	49.67748	15.69345	43.80968	6.40836	-84.67837	1.00000	1051.31325	6.00375	6.33179	8.24680	8.45054	6.04646
22.37066	4.99178	48.31108	6.51855	7.98334	10.73368	59.69123	-1.32040	44.55142	11.32746	114.10479	1.00000	1140.36999	7.09591	6.88547	6.38110	3.35098	6.17706
14.62072	8.89165	61.33989	10.07570	8.89715	5.58127	39.28583	16.50231	45.46874	5.49962	74.83554	0.00000	1143.83085	7.42224	10.76132	7.16221	4.99220	10.57118
-3.5403	3.55366	47.56561	8.17180	5.38573	7.27125	62.43735	10.04107	51.93973	6.75890	118.9707	0.00000	1052.91624	7.04055	9.71529	6.78525	4.44433	5.99668
48.43174	5.69954	67.64687	7.40927	6.53568	6.16307	48.84120	29.81503	41.49634	6.29100	17.8031	0.00000	1096.79628	7.51223	8.70485	5.17118	1.35688	6.77936
52.4581	9.20494	51.57646	8.56972	6.45441	5.07195	59.78330	15.63942	62.15573	5.71499	13.28702	0.00000	1115.43442	5.98181	8.62343	6.91604	3.93317	7.86093
46.75451	8.73638	67.79148	5.96145	6.29776	4.48759	56.70073	18.44303	48.17166	7.15230	33.34864	1.00000	1129.67976	8.84519	5.35282	8.06064	7.87447	7.04279
-10.90889	7.41495	33.52234	7.46647	7.33754	5.37047	79.27347	19.76804	70.38106	5.46702	-37.03861	0.00000	1050.27041	7.36353	5.79102	6.94335	2.44026	7.91658
53.53041	6.41692	34.91680	7.88088	6.54547	5.44653	46.81024	25.11603	20.09956	9.76951	43.67663	0.00000	1094.71976	6.04928	8.77519	8.46119	9.69477	7.04167
11.84962	5.19959	59.97914	10.82932	9.12738	8.19283	39.36087	18.03528	24.71717	3.89126	-86.19903	1.00000	1064.59805	6.94341	7.70291	7.69558	5.96681	11.23912
49.03685	8.19115	29.57419	9.82677	5.32873	6.89411	59.88813	7.74102	31.93855	2.35557	8.70745	0.00000	1100.48759	5.61005	8.60135	8.42088	9.01892	9.59678
33.42585	4.55284	42.33171	10.61701	7.67989	6.16670	37.51484	14.92400	61.66942	6.46665	-6.00137	1.00000	1175.83768	7.88216	6.23060	7.01857	3.06076	
24.05979	4.87115	78.34115	8.90500	6.03176	6.47996	33.17815	28.30908	49.63237	6.95745	77.40858	0.00000	1072.09827	7.47869	8.78701	6.33577	3.95709	5.80796
41.72063	6.94180	69.19522	8.49654	6.92026	6.71318	42.78566	2.77712	29.68759	6.72947	12.6723	0.00000	1095.40051	7.83436	7.27150	8.23381	7.29874	6.76816
5.20856	5.69856	41.88793	4.56293	8.41162	7.71069	58.92114	16.55838	41.19599	7.75325	-74.73584	1.00000	1096.28704	7.95802	5.62327	6.46059	1.39135	8.06343
61.78491	8.31630	62.15036	7.35186	8.57158	4.47260	50.79494	21.68516	75.96460	8.97106	34.34691	0.00000	1129.23916	7.20315	10.14858	6.88859	3.53006	8.84271
53.53333	5.71836	43.88216	7.93274	8.65266	6.16481	57.63671	9.03456	51.44535	6.24144	-7.35	0.00000	1072.19953	7.45727	8.19017	8.47821	8.48638	6.64052
-37.9	4.79529	46.13137	10.30278	7.27585	7.00816	54.20258	-3.90613	68.32779	6.00316	145.18333	1.00000	1185.41239	5.95782	7.21134	8.70576	10.21154	10.57603
44.99012	7.21473	36.35983	8.99447	7.79180	6.02506	55.82520	2.44347	61.60576	5.54605	-123.02621	0.00000	1147.11715	6.56558	8.06237	7.00332	2.76137	6.16844
-13.7804	6.58811	57.64424	9.34087	6.11407	6.31516	52.81446	21.57182	38.70220	5.90972	34.4587	1.00000	1078.36719	7.34340	9.29446	5.98985	2.97050	11.86722
38.40917	5.84712	16.78559	5.71778	8.68176	7.87913	39.10352	-1.27178	41.35891	7.58662	112.73333	1.00000	1062.60029	8.42066	5.71268	7.73005	5.35528	7.23197
8.43333	3.40669	70.33083	10.44925	7.78354	8.38143	70.79763	12.47317	44.86465	3.66669	99.96667	1.00000	1063.68719	8.33826	3.63295	7.97656	4.61355	7.57729
34.56861	7.52865	59.05109	9.43674	7.29984	6.03117	59.52965	3.41869	49.27034	7.64962	105.89333	0.00000	1113.83843	7.98687	9.51067	9.06123	15.46527	9.01035
2.2139	6.73722	25.61127	6.58643	7.89173	2.46333	45.78752	19.07783	55.11934	6.37859	102.3278	1.00000	1080.97061	6.62484	9.44618	10.00105	37.79674	10.18784
-27.76952	5.93224	63.55087	9.38195	9.42438	6.31278	46.27002	45.15065	33.57047	5.55172	30.79165	1.00000	1073.53840	9.04092	5.71949	7.72779	5.83757	8.75940
36.64852	5.24738	51.16690	6.53131	7.62574	10.02360	49.50389	17.17485	26.87209	5.96553	51.49621	1.00000	1133.83072	7.86338	9.07470	7.66517	5.11897	5.48180
12.25282	8.68889	67.92010	7.35278	7.10667	5.85149	64.19611	22.30871	48.99186	6.08206	79.41727	0.00000	1167.44970	7.66086	8.94588	8.56165	10.34278	8.39814
37.95143	6.57681	29.85930	4.33849	8.14177	8.23883	59.37549	-1.23049	52.58831	9.60682	-91.77127	1.00000	1197.84057	6.71426	5.80997	6.45619	2.33726	7.78749
10.12268	7.21081	63.60564	7.20194	7.18098	6.95707	57.35552	0.28500	62.49336	5.23682	77.54372	1.00000	1084.46687	8.68373	6.07961	8.77866	12.51204	7.97719
36.72544	4.67309	72.83654	5.61049	7.24854	9.17937	50.15484	14.21502	27.48448	7.49507	3.55665	0.00000	1161.96543	7.06260	7.91857	8.94313	13.98157	5.02052
-10.95817	6.21891	26.70629	5.28351	8.09741	6.70064	56.60641	0.01612	47.83925	8.05226	-38.79084	1.00000	1078.97658	8.54817	4.47026	7.68996	6.32494	4.99918
53.30972	5.69490	41.58831	9.05348	6.62448	13.31075	65.91015	15.62567	33.56050	11.58416	83.62389	1.00000	1190.91272	7.92311	8.81108	7.64373	5.49838	5.62834
11.93381	10.57876	43.88235	7.52505	7.53880	4.75690	63.46538	15.86712	34.64045	4.99941	79.82979	0.00000	1156.41611	8.07803	8.93557	7.17164	4.42124	8.62070
47.98372	5.51127	43.80408	8.77867	8.28163	6.55610	58.58834	-5.75710	24.65866	5.76051	10.18527	1.00000	1129.43271	7.30162	3.72517	8.79509	10.97832	6.66902
18.03496	5.89249	54.79757	8.44514	7.68023	10.37129	63.15418	10.54106	38.17450	10.06806	-66.8499	1.00000	1078.76517	6.66580	6.85611	4.96987	1.89064	4.22900
59.80917	5.62424	52.85666	7.41392	6.22798	8.68982	49.50350	9.50460	39.74255	8.00054	30.38167	1.00000	1152.39936	5.79369	6.05703	7.77492	5.45283	5.17601
10.12268	6.42691	37.73533	7.67579	6.53553	2.47305	16.88388	2.46924	68.19058	7.24135	77.54372	1.00000	1064.49269	7.62229	6.25733	6.70536	4.52001	8.55490
22.49396	7.34243	47.47748	6.42886	6.66255	3.32087	31.91879	19.91156	50.82621	8.73912	-105.36369	1.00000	1169.11200	6.68752	4.46066	7.51097	4.51935	6.27643
50.82709	8.04903	38.59304	9.52782	6.85105	5.56888	61.04268	23.35190	38.03804	4.65277	6.9747	0.00000	1126.07570	7.62653	9.00016	6.51572	1.90702	8.08091
52.31333	5.77442	51.56012	7.46772	7.58726	6.87437	43.91232	21.15937	49.01360	4.57590	6.92917	1.00000	1100.65212	5.67744	4.73191	7.78309	4.49102	7.12114
48.79325	11.17278	53.40643	11.93175	8.95172	6.60928	51.02767	17.50512	22.76379	5.02190	2.29275	0.00000	1064.76050	7.74031	10.16441	7.53710	3.53350	13.04184
50.74497	10.91138	36.83205	9.58436	6.98555	6.52028	69.63765	12.14774	44.43006	4.51915	3.20639	0.00000	1135.84940	7.64223	8.14812	6.59176	4.73708	9.97436
53.00974	5.45594	28.84564	7.20784	8.62216	9.64131	55.02246	21.62014	55.74026	9.64583	-3.05814	1.00000	1087.83862	7.91191	6.53671	6.38304	2.29314	5.20557
51.78771	5.89724	50.04791	4.99198	6.87084	7.57510	58.61537	12.90517	43.21222	7.91982	56.36091	1.00000	1071.31462	8.38281	5.83355	7.00373	3.61278	5.74322
50.82882	5.00038	43.66258	6.03288	5.77906	10.12197	35.80721	22.95092	52.89695	10.10365	-0.32247	1.00000	1103.07062	8.88872	7.12435	8.73330	10.76843	6.22576
52.14	8.11523	40.22924	5.33838	7.25823	5.81904	65.86706	30.38473	31.73261	5.43007	5.58472	0.00000	1176.56713	7.14790	7.12035	7.42455	4.13789	8.47743
50.82709	3.54912	39.06880	4.70851	8.54907	10.46595	62.19460	21.09735	58.23389	10.20350	6.9747	1.00000	1061.91566	7.68358	7.73755	6.88143	2.80321	6.23037
12.97389	7.14168	56.17990	7.04271	5.52212	6.66073	36.18849	14.41620	23.24045	7.75459	123.99333	1.00000	1111.27655	6.45219	3.89558	7.37246	3.86566	5.85150
18.18158	7.99253	43.61905	8.04758	8.94606	5.36176	69.03181	12.92107	43.07101	5.74011	76.03889	0.00000	1107.78580	6.69562	7.70370	7.64952	4.98705	6.34979
28.54944	5.02042	26.17072	9.08603	6.29307	10.06901	76.49008	21.38420	41.00541	9.74158	-81.77285	1.00000	1145.76007	6.81744	6.20690	7.03763	2.25925	5.39643
9.6531	6.13167	20.70247	10.11234	7.76123	5.17678	63.12940	-0.71601	47.19763	5.91127	124.3697	0.00000	1115.52797	7.37059	9.40590	6.51574	2.49242	4.96017
33.14447	6.04308	32.05750	6.95941	8.83535	9.70691	40.07246	-0.85814		7.84127	47.3799	1.00000	1062.99097	8.17296	7.12412	9.33671	18.19330	4.98824
51.21187	5.90127	57.60978	8.67544	5.76422	6.21412	58.19553	26.83798	19.65590	4.20208	4.25633	0.00000	1194.27655	7.34126	10.66323	6.64214	2.31263	5.25234
35.89972	7.98662	45.61497	8.44387	6.61701	6.20718	55.93769	23.06592	69.56918	4.80708	14.51472	0.00000	1168.91461	7.51519	7.41622	8.92595	13.45463	6.76049
-27.76952	6.75584	40.63391	6.70080	8.20387	5.74875	42.38681	18.24717	44.25975	5.41716	30.79165	1.00000	1099.44495	6.00604	5.91313	9.67533	27.66874	7.10196
-10.90889	5.05247	20.20272	3.62950	7.46554	9.21869	32.71175	27.74631	41.55666		-37.03861	1.00000	1193.48331	8.15320	6.86780	6.27632	2.03202	6.14936
55.38752	6.33858	50.74884	8.49073	7.70935	8.38984	71.18333	11.11529	26.42628	8.71815	36.73307	1.00000	1188.58632	7.24647	4.45784	9.16450	16.18039	6.72639
6.8485	4.70691	57.57158	9.70386	8.13667	6.22516	55.12096	10.41924	50.08564	5.81418	3.64633	0.00000	1181.18805	7.94462	11.33755	6.53243	2.16521	4.34021
31.92923	6.52156	47.32666	7.44359	9.18273	5.44267	60.06458	16.87624	66.94217	6.82742	34.86563	1.00000	1148.27533	7.90931	5.87778	6.29106	3.22510	7.17940
-4.06667	4.44563	43.21394	9.16485	7.30774	7.03379	57.60441	20.02596	61.78731	5.88260	37.73333	1.00000	1168.67497	6.76388	3.73789	8.36831	6.87519	6.96722
7.6	7.18167	43.16188	7.36635	6.93240	11.02698	56.56555	5.53490	46.75448	11.06613	4.18333	1.00000	1067.17642	8.05812	6.98876	7.07184	3.85964	6.91304
57.97472	10.39104	41.81535	7.53727	7.26524	6.20850	59.15231	8.83778	47.67312	7.50824	33.2525	0.00000	1088.34397	6.93027	7.36218	8.90459	12.85821	8.30838
43.61062	9.85970	62.34338	6.34378	7.47037	8.06027	41.88426	31.85563	44.74513	3.21294	-72.97261	0.00000	1072.55304	7.08314	7.49060	7.72175	6.65703	8.75893
38.45598	6.94655	41.23917	7.43822	8.68655	7.41192	72.97938	14.69754	61.18765	6.41425	48.87498	0.00000	1194.89159	8.42683	7.41183	6.29238	3.68993	7.29125
33.52253	5.50257	44.67922	4.84052	6.54006	10.06443	63.84392	10.09812	56.40894	10.88621	-117.70755	1.00000	1081.13411	9.15859	6.82535	6.47592	3.21884	6.73635
29.53885	7.58320	60.88898	7.40281	7.57024	7.84387	53.79441	15.53297	43.59843	7.22739	-95.44744	1.00000	1140.56899	6.51088	5.13277	7.36060	4.08091	6.77338
52.4581	10.17126	48.54249	6.18381	7.31927	3.70784	67.70714	10.18592	38.38050	4.24456	13.28702	0.00000	1192.27689	8.34335	8.45694	6.35532	3.02479	6.08134
36.72544	5.27091	58.42491	8.81579	7.25943	6.19052	60.81587	16.28478	30.81179	6.76429	3.55665	0.00000	1074.34371	7.17053	8.15806	8.30955	7.84839	6.17181
11.15583	6.25375	53.49390	9.90232	6.59973	7.16761	55.10369	5.62857	70.41940	6.44577	42.7125	0.00000	1103.03085	7.44548	5.44525	8.16093	8.04506	9.64676
15.79408	8.09951	40.12605	7.31254	7.98855	6.09447	50.57663	9.54252	50.71591	6.52046	104.1451	0.00000	1158.05842	7.39869	10.20484	7.48588	5.45705	9.50248
-31.4488	5.51319	44.34707	7.11415	9.88588	6.85074	58.02616	13.87275	71.07386	7.29946	-60.93173	0.00000	1179.53391	7.69788	8.43745	4.98097	2.08748	6.93941
40.64621	6.35278	50.77101	2.66764	5.84855	6.16631	60.18753	14.41479	46.08077	7.65759	-73.97069	1.00000	1081.71699	6.81791	5.48942	9.01299	14.35428	5.79770
3.3285	4.26874	49.38338	11.79717	6.54245	5.18032	54.07732	26.60835	61.33997	6.47280	99.1625	1.00000	1065.61298	5.01179	6.67483	7.07552	5.47696	12.04581
37.65181	5.55215	49.18065	10.74322	8.15835	5.56442	64.41290	20.51342	52.38493	5.18855	120.33063	1.00000	1081.15925	7.44441	8.51724	6.39399	2.03524	11.73183
26.2649	7.26819	55.33133	7.60214	6.95945	5.52420	51.85519	20.43995	49.71689	5.31820	81.54855	0.00000	1159.36895	6.38642	9.44987	7.88627	5.46770	6.21615
