latitude	code	longitude	revision	QoS	station
44.31771	IT	9.32241	28 May 2014	average	Chiavari
52.4581	DE	13.28702	06 Jun 2021	maintenance	Dahlem
9.15093	PA	-79.62098	10/25/2021, 00:00:00	excellent	Chilibre
18.87813	IN	72.93924	10 May 2018	excellent	Uran
40.82232	US	-74.15987	2016/06/27	average	Nutley
-17.74431	BR	-48.62789	2013-12-17	accep	Caldas Novas
22.4711	IN	88.1453	12/07/2013, 00:00:00	average	Pujali
21.46527	IN	83.97573	03/14/2020, 00:00:00	excellent	Sambalpur
33.14447	IR	47.3799	2017-10-18	excellent	Darreh Shahr
60.02427	RU	30.28491	16 May 2017	maintenance	Kolomyagi
37.73604	US	-120.93549	2017-09-22	excellent	Riverbank
-25.54073	AU	152.70493	2017/11/03	accep	Maryborough
39.33427	US	-76.43941	2021-08-09	average	Middle River
29.84576	US	-90.10674	2016/03/19	average	Estelle
16.0567	TH	103.65309	2019/09/06	building	Roi Et
33.93113	US	-117.54866	02/12/2019, 00:00:00	excellent	Norco
40.93121	US	-73.89875	06/28/2018, 00:00:00	good	Yonkers
47.46657	KZ	84.87144	2020-12-05	good	Zaysan
-7.54972	ID	110.71639	2022-01-16	excellent	Ngemplak
21.34222	IN	71.30633	06/15/2022, 00:00:00	excellent	Kundla
34.8825	KR	128.62667	2014-05-15	excellent	Sinhyeon
26.9423	PK	68.11759	07/05/2021, 00:00:00	maintenance	Tharu Shah
18.03496	PR	-66.8499	21 Oct 2015	good	Yauco
13.56667	GM	-15.6	24 Jul 2013	average	Farafenni
-17.83333	MG	48.41667	2016/11/15	good	Ambatondrazaka
50.75932	UA	25.34244	11 Sep 2014	building	Lutsk
24.41288	IN	76.56719	2020-07-19	accep	Aklera
15.46063	TH	99.89166	05/23/2018, 00:00:00	excellent	Thap Than
37.65639	KR	126.835	06/27/2016, 00:00:00	building	Goyang-si
42.819	RU	47.1192	2014/10/27	building	Buynaksk
48.15659	MD	28.28489	2021-10-13	excellent	Soroca
47.98372	DE	10.18527	10/26/2018, 00:00:00	good	Memmingen
54.60528	PL	18.34717	2013-02-27	accep	Reda
31.96258	PK	73.97117	2014-09-25	average	Naushahra Virkan
50.75767	GB	-1.5443	23 May 2019	accep	Lymington
46.08333	CN	122.08333	02/07/2019, 00:00:00	good	Ulanhot
-27.76952	ZA	30.79165	26 Aug 2015	average	Vryheid
5.90702	MY	116.10146	05/29/2022, 00:00:00	average	Donggongon
-27.50578	AU	153.10236	19 Mar 2014	excellent	Carindale
8.43333	TH	99.96667	10 Feb 2014	building	Nakhon Si Thammarat
47.4943	US	-122.24092	2015-12-20	good	Bryn Mawr-Skyway
54.84444	RU	38.16694	06/29/2022, 00:00:00	accep	Kashira
-22.57306	BR	-47.1725	2014/11/01	average	Artur Nogueira
38.96372	US	-76.99081	2022-05-10	maintenance	Chillum
37.65181	CN	120.33063	08/16/2021, 00:00:00	average	Longgang
12.1277	IN	78.15794	11/17/2013, 00:00:00	maintenance	Dharmapuri
50.11861	GB	-5.53715	05/23/2017, 00:00:00	excellent	Penzance
33.86419	IR	48.26258	2020/08/27	accep	Aleshtar
44.92934	RU	37.99117	17 Aug 2018	maintenance	Krymsk
35.74788	US	-95.36969	15 Mar 2016	average	Muskogee
37.19723	CN	122.05228	02 Dec 2015	average	Tianfu
45.79377	IT	8.88104	28 Nov 2015	maintenance	Malnate
51.24197	BE	4.82313	2016-06-10	good	Lille
-44.39672	NZ	171.25364	11/18/2014, 00:00:00	excellent	Timaru
53.30972	RU	83.62389	2017-01-02	building	Novosilikatnyy
-27.76952	ZA	30.79165	2013-02-14	average	Vryheid
-6.48167	ID	106.85417	07/14/2018, 00:00:00	average	Cibinong
14.53767	YE	46.83187	11 Sep 2014	maintenance	Ataq
45.0408	US	-93.263	06 Jan 2017	good	Columbia Heights
39.59611	TR	27.02444	2018/01/11	building	Edremit
25.6439	IN	77.9129	23 Dec 2019	maintenance	Narwar
40.57788	US	-73.95958	06 Apr 2018	excellent	Brighton Beach
20.88953	US	-156.47432	2015/03/26	excellent	Kahului
22.49396	MX	-105.36369	2018-10-25	good	Acaponeta
35.8	JP	137.23333	11/23/2016, 00:00:00	average	Gero
47.05	AT	15.46667	07/10/2016, 00:00:00	excellent	Sankt Peter
49.07866	UA	30.96755	2016/12/09	average	Zvenihorodka
51.40148	GB	-1.32471	23 Mar 2014	excellent	Newbury
39.59611	TR	27.02444	2017/06/29	excellent	Edremit
46.7055	RU	38.2739	04 Jun 2019	good	Yeysk
51.65333	NL	5.2875	08/25/2014, 00:00:00	maintenance	Vught
40.64621	US	-73.97069	2019/01/28	excellent	Kensington
20.14298	CU	-77.43532	10/02/2020, 00:00:00	maintenance	Media Luna
40.93333	KG	73	07/28/2020, 00:00:00	average	Jalal-Abad
43.61092	FR	3.87723	06/20/2020, 00:00:00	accep	Montpellier
32.5007	US	-94.74049	08/14/2015, 00:00:00	accep	Longview
50.80904	DE	8.77069	2015/09/13	good	Marburg an der Lahn
39.45621	US	-77.96389	07/11/2021, 00:00:00	accep	Martinsburg
14.67751	MQ	-60.94228	2014/11/06	good	Le Robert
15.45144	IN	78.14797	2016-07-11	excellent	Betamcherla
47.30997	CH	8.52462	2013/07/15	excellent	Adliswil
36.6009	KR	126.665	2020/02/15	excellent	Hongseong
-33.59217	CL	-70.6996	2014-12-12	accep	San Bernardo
-23.7975	BR	-48.59278	2013-07-15	good	Buri
40.78206	UZ	72.34424	12/21/2014, 00:00:00	average	Andijon
49.97704	DE	9.15214	09/20/2020, 00:00:00	excellent	Aschaffenburg
47.56494	UA	31.33078	08 Jul 2014	excellent	Voznesensk
52.31333	NL	6.92917	08 May 2020	accep	Oldenzaal
-6.25	TZ	38.66667	2020-04-19	building	Mvomero
49.03685	DE	8.70745	29 Mar 2017	building	Bretten
51.4781	RU	57.3552	17 Aug 2014	building	Kuvandyk
-10.90889	BR	-37.03861	05/07/2019, 00:00:00	excellent	Barra dos Coqueiros
41.57439	BG	24.71204	2021-08-08	excellent	Smolyan
42.58342	US	-71.8023	2018-01-31	maintenance	Fitchburg
7.50251	NG	5.06258	27 Aug 2017	accep	Igbara-Odo
51.21187	BE	4.25633	2020-10-22	maintenance	Beveren
9.58126	NG	8.2926	2022/01/02	excellent	Kafanchan
39.78504	US	-85.76942	14 Dec 2020	accep	Greenfield
7.57944	LR	-8.53778	08/21/2015, 00:00:00	maintenance	New Yekepa
33.4425	JP	129.96972	2018-09-08	average	Karatsu
-7.76667	TZ	35.7	23 Jun 2016	excellent	Iringa
53.7446	GB	-0.33525	2018/12/09	accep	Kingston upon Hull
46.51872	CN	86.00214	2021/08/05	building	Hoxtolgay
52.57583	NL	6.61944	12/03/2015, 00:00:00	building	Hardenberg
53.59337	DE	9.47629	2021/01/28	accep	Stade
15.58552	TH	102.42587	06/03/2021, 00:00:00	building	Bua Yai
53.30972	RU	83.62389	2012-12-03	average	Novosilikatnyy
20.22816	MX	-103.5687	26 Aug 2021	excellent	Zacoalco de Torres
51.20219	DE	7.36027	20 May 2013	accep	Radevormwald
41.27194	CN	123.17306	28 Jun 2019	good	Liaoyang
12.1277	IN	78.15794	17 Feb 2022	building	Dharmapuri
24.05979	IN	77.40858	2021/11/17	maintenance	Leteri
4.92675	NG	6.26764	2015/01/01	average	Yenagoa
42.55308	US	-87.93341	2015/10/11	excellent	Pleasant Prairie
36.82167	KR	128.63083	12 Feb 2021	average	Eisen
36.72544	DZ	3.55665	11/11/2014, 00:00:00	good	Thenia
48.73218	DE	11.18709	06/22/2021, 00:00:00	average	Neuburg an der Donau
43.48961	ES	-8.2194	2018-09-13	accep	Ferrol
47.46657	KZ	84.87144	2017/08/27	maintenance	Zaysan
11.84962	NI	-86.19903	2013/10/25	good	Jinotepe
36.21544	AF	65.93249	12/06/2013, 00:00:00	excellent	Sar-e Pul
10.10649	IN	76.35484	14 Oct 2014	accep	Alwaye
0.03813	KE	36.36339	2020/04/04	good	Nyahururu
48.49144	DE	9.20427	10/15/2016, 00:00:00	excellent	Reutlingen
11.12018	IN	76.11996	03/08/2020, 00:00:00	accep	Manjeri
56.85836	RU	35.90057	09/30/2014, 00:00:00	good	Tver
12.35275	PH	121.06761	2017/01/18	good	San Jose
28.54944	US	-81.77285	2013-03-29	building	Clermont
49.03685	DE	8.70745	2015-06-17	average	Bretten
47.30997	CH	8.52462	10/23/2017, 00:00:00	accep	Adliswil
31.82539	PK	72.54064	16 Feb 2022	accep	Sillanwali
51.21187	BE	4.25633	07 Mar 2018	maintenance	Beveren
43.86682	CA	-79.2663	10/27/2019, 00:00:00	building	Markham
7.06273	GH	-1.4001	2012-12-21	average	Mampong
36.65	JP	138.31667	13 Oct 2014	accep	Suzaka
50.82709	DE	6.9747	03/17/2014, 00:00:00	maintenance	Wesseling
12.25282	IN	79.41727	2014/02/26	good	Gingee
5.20856	CO	-74.73584	25 Apr 2016	building	Honda
15.58552	TH	102.42587	2022/01/07	accep	Bua Yai
9.57046	IN	76.32756	11/19/2012, 00:00:00	average	Kalavoor
14.14989	PH	121.3152	01 Jun 2021	excellent	Calauan
53.6052	DE	10.03988	2014/03/17	accep	Barmbek-Nord
-4.83	TZ	29.65806	01/13/2019, 00:00:00	average	Mwandiga
39.96097	US	-75.60804	10/06/2018, 00:00:00	accep	West Chester
61.72744	SE	17.10558	2022/05/18	excellent	Hudiksvall
38.47917	ES	-1.325	2021/10/01	excellent	Jumilla
59.80917	RU	30.38167	2018/02/18	average	Shushary
47.48444	UA	36.25361	2020/12/03	accep	Polohy
40.93333	KG	73	2014/05/19	good	Jalal-Abad
-10.33333	TZ	39.28333	2013/12/07	excellent	Nyangao
52.4581	DE	13.28702	2021/12/15	excellent	Dahlem
36.76639	DZ	3.47717	2019-05-13	accep	Boumerdas
32.65246	IR	51.67462	05/25/2013, 00:00:00	maintenance	Isfahan
36.65	JP	138.31667	2014/01/08	accep	Suzaka
-13.7804	MW	34.4587	03/20/2018, 00:00:00	average	Salima
53.00974	GB	-3.05814	2014/05/22	excellent	Rhosllanerchrugog
4.02219	MY	101.02083	11/30/2015, 00:00:00	accep	Teluk Intan
40.60538	US	-73.75513	2016/06/16	building	Far Rockaway
-17.83333	MG	48.41667	2016-09-09	accep	Ambatondrazaka
40.1675	TR	34.37389	2013/02/21	accep	Sungurlu
61.72744	SE	17.10558	2017/05/20	average	Hudiksvall
53.14657	RU	140.72287	12/29/2012, 00:00:00	average	Nikolayevsk-on-Amure
43.91452	US	-69.96533	2013/12/27	good	Brunswick
33.35283	US	-111.78903	2018-12-08	average	Gilbert
35.82756	JP	137.95378	16 Aug 2020	accep	Ina
10.20898	PH	123.758	2021-02-26	maintenance	Naga
39.78504	US	-85.76942	22 May 2013	average	Greenfield
4.94273	CF	15.87735	21 May 2013	excellent	Carnot
-25.42944	BR	-50.00639	19 Dec 2015	excellent	Palmeira
-3.5403	ID	118.9707	2019/03/25	average	Majene
31.76212	US	-95.63079	20 Oct 2015	average	Palestine
33.54428	US	-84.23381	24 Sep 2013	excellent	Stockbridge
41.57439	BG	24.71204	10/14/2015, 00:00:00	good	Smolyan
10.20898	PH	123.758	2022-07-31	maintenance	Naga
31.20176	EG	29.91582	2015-09-22	accep	Alexandria
59.80917	RU	30.38167	25 Feb 2013	maintenance	Shushary
-4.24444	BR	-42.29444	2020-09-22	good	Barras
-36.9256	CL	-73.02841	04 Mar 2016	good	Chiguayante
42.30865	US	-83.48216	01/25/2013, 00:00:00	maintenance	Canton
-17.74431	BR	-48.62789	2017-05-13	excellent	Caldas Novas
36.61954	DZ	4.08282	2015/07/27	average	Beni Douala
50.86079	PL	17.4674	10 May 2020	excellent	Brzeg
9.3337	PH	122.8637	18 Mar 2018	accep	Santa Catalina
30.17746	US	-81.38758	2020/10/26	good	Palm Valley
11.85	ET	38.01667	2018/08/08	accep	Debre Tabor
6.25947	TH	102.05461	2017-04-20	average	Tak Bai
-1.26753	ID	116.82887	2022-03-08	good	Balikpapan
43.16547	US	-77.70066	02/05/2013, 00:00:00	excellent	Gates-North Gates
43.32686	ES	-2.98884	2021/05/27	building	Leioa
15.73628	IN	75.96976	06/01/2017, 00:00:00	excellent	Gajendragarh
34.77453	US	-96.67834	19 Apr 2022	good	Ada
37.73222	CN	115.70111	23 Sep 2017	acceptable	Hengshui
7.6	NG	4.18333	2021-10-14	excellent	Olupona
42.22718	IT	14.39024	2018/02/12	average	Lanciano
35.06544	DZ	1.04945	2017-01-22	excellent	Frenda
46.75451	UA	33.34864	28 Mar 2019	average	Nova Kakhovka
-26.22861	BR	-52.67056	2018/03/23	accep	Pato Branco
33.92866	MA	-6.90656	2019-12-16	accep	Temara
51.08468	DE	7.11393	2017-07-31	average	Burscheid
11.93381	IN	79.82979	2021/03/11	accep	Puducherry
-33.75881	AU	150.99292	05/14/2017, 00:00:00	good	Baulkham Hills
54.58048	PL	16.86194	2021-03-08	building	Ustka
50.75	FR	2.25	2020/08/14	excellent	Saint-Omer
31.92923	IL	34.86563	2016/06/08	accep	Ramla
53.77166	RU	38.12408	05/20/2013, 00:00:00	good	Bogoroditsk
26.18924	US	-98.15529	07/28/2019, 00:00:00	average	San Juan
-30.60106	CL	-71.19901	08 Jun 2020	excellent	Ovalle
33.78333	CN	114.51667	27 May 2021	good	Wacheng
14.66	PH	120.56528	2022/06/06	average	Pilar
41.84364	US	-87.71255	03/10/2014, 00:00:00	average	South Lawndale
