O3	SO2	warning	H2CO	CO	PM10	NH3	Pb	CFCs	PAHs	PRES	NOx	PM2.5	CH4	C2H3NO5	TEMP	latitude	longitude
8.03685	9.98446	0.00000	46.38869	9.48345	10.41260	9.22712	32.97291	43.75015	10.16952	1123.41878	8.32632	7.96306	7.02517	0.91710	18.32597	40.78206	72.34424
10.50982	8.77328	0.00000	62.90130	8.68951	8.30142	8.35887	48.90758	53.58246	8.67694	1175.83976	7.80624	7.68846	7.83704	0.15569	10.22203	47.30997	8.52462
6.24941	10.39198	1.00000	52.84056	6.66396	8.70489	7.63509	51.80194	37.27176	7.41851	1167.56692	8.73638	6.67744	8.18904	0.19256	6.23009	28.90054	-81.26367
11.15512	10.56759	0.00000	61.71593	6.27574	8.06158	7.61677	51.37358	75.53873	9.74836	1180.26935	5.84262	7.93367	8.44185	0.13644	14.56116	-6.91806	106.92667
6.44168	10.22009	0.00000	36.33854	7.46945	10.11824	6.17378	37.26664	57.17392	7.05433	1135.02236	11.22499	6.53246	8.18991	0.71889	14.29454	59.37722	28.19028
8.17917	11.62517	1.00000	60.18374	7.51213	9.22992	7.52792	31.39588	42.98827	7.70595	1098.13976	7.59453	8.47052	8.30733	0.30486	24.76186	25.87498	86.59611
6.20205	9.41862	1.00000	66.79061	6.46568	8.57047	6.32388	50.06214	60.95258	7.68510	1126.86973	8.09604	7.80895	7.96738	0.20528	18.80547	6.45407	3.39467
7.76966	10.91506	0.00000	83.41086		10.29897	8.76338	35.46628	28.00571	4.48113	1105.23007	7.81937	7.83113	7.66010	0.81848	26.70226	-31.25033	-61.4867
9.98992	8.75283	0.00000	49.56797	5.44637	10.37198	7.63795	38.65941	50.77121	5.72052	1113.63526	9.79057	7.74275	5.75701	0.85101	9.50243	40.56754	-89.64066
5.61193	11.40398	1.00000	42.52529	5.69888	8.51422	8.50842	57.61834	53.52139	8.01141	1127.31344	13.67293	6.48623	7.13575	0.16795	8.32996	40.57788	-73.95958
9.00746	9.26950	0.00000	29.73039	6.83412	14.59382	8.67161	51.88096	43.20537	12.39577	1182.23113	8.63977	8.28494	8.06534	57.25422	13.61693	42.8139	-1.64295
8.34093	8.37641	0.00000	26.21084	6.66777	6.58759	8.76346	45.24373	38.17446	9.10233	1101.62350	9.34699	6.69903	8.99568	0.07849	23.07090	32.61603	44.02488
7.81689	5.76755	1.00000	52.50817	9.35436	5.28284	7.75917	55.86234	40.84026	7.60385	1093.97138	11.36849	8.91750	7.77921	0.04032	4.66035	22.49396	-105.36369
6.71993	8.10641	1.00000	57.68736	6.38021	10.08776	8.64585	39.14010	37.04589	9.99219	1148.57173	8.15161	7.66006	6.94294	0.68904	3.44466	36.06523	-119.01677
6.70004	6.56443	1.00000	57.41077	5.78850	5.64264	7.44036	52.18667	46.38937	6.55710	1149.73869	9.52228	9.25978	8.30512	0.05325	4.28518	13.70727	9.15013
7.17168	5.30938	1.00000	50.63782	7.77712		7.05542	52.63568	48.73942	7.17566	1070.51996	10.01033	8.18795	8.14341	0.04978	1.07208	20.21322	-100.88023
8.09608	4.82431	1.00000	46.64639		7.08647	8.76068	58.89727	54.90027	6.75095	1089.32016	7.02600	8.28075	6.92712	0.07122	12.00056	23.9028	89.11943
9.36138	9.52072	1.00000	58.35106	7.65197	12.31670	6.15695	56.34817	52.53675	11.73042	1151.82746	7.03052	8.57897	8.81022	5.92200	8.30551	21.01858	-101.2591
10.59915	6.74785	0.00000	69.90518	8.75006	6.32153	7.58790	26.51265	22.42444	7.06284	1146.17333	4.64111	8.18749	9.48284	0.06333	14.62081	-15.675	-38.94722
6.83091	8.03269	1.00000	47.45877	6.42760	9.13953	6.70491	39.95578	53.35079	8.86904	1104.92832	6.79456	8.95736	8.46013	0.29716	25.79879	34.86472	117.55417
8.89123	9.36627	0.00000	31.49688	5.86893	10.17177	8.14614	38.30709	52.13753	6.04531	1117.01491	10.95584	5.93647	7.78933	0.75416	9.86761	54.84444	38.16694
6.98648	7.13450	1.00000	67.40156	8.44459	5.26281	7.55806	31.04981	47.71347	6.13639	1198.46263	10.44450	8.21958	7.38423	0.05828	14.36978	-6.8	39.25
7.30168	8.77126	0.00000	63.41418	9.60022	13.04918	6.09106	33.97731	49.48694	11.83978	1181.22037	7.65951	8.59616	6.15715	12.25394	25.05886	43.61058	1.33467
4.73518	9.63902	0.00000	32.00575	8.11795	10.64805	8.67482	57.66638	51.20184	6.85039	1088.71575	13.18184	7.48030	9.22280	1.15557	2.89617	55.38752	36.73307
7.79544	8.73101	1.00000	50.03657	6.69299	10.21500	7.85092	74.85573	57.17956	10.92103	1134.36091	8.91935	7.96889	7.62915	0.74887	37.52951	42.93369	-72.27814
7.18923	4.07502	1.00000	68.31432	8.70587	3.77562	7.66031	49.66783	44.04041	6.90352	1189.38685	9.14368	8.76479	6.70340	0.03374	6.96935	47.30997	8.52462
6.16550	11.00069	1.00000	41.62815	6.35690	6.96398	8.37389	35.62259	35.67149	5.59000	1114.56245	8.67943	8.50197	6.36732	0.07059	28.39624	-21.41222	-42.19667
7.62894	11.49512	1.00000	58.26588	6.86021	8.29787	7.67119	64.16625	45.90285	8.14888	1087.32382	10.25546	6.67286	6.93889	0.16267	-3.41242	42.8334	-80.38297
8.96807	5.84957	0.00000	44.71838	10.06433	9.16267	7.72138	59.06530	46.08358	8.57473	1139.43593	6.74283	6.69053	7.86000	0.30920	6.77083	54.39304	53.26023
6.16550	11.00069	1.00000	41.62815	6.35690	6.96398	8.37389	35.62259	35.67149	5.59000	1114.56245	8.67943	8.50197	6.36732	0.07059	28.39624	-21.41222	-42.19667
5.94085	7.06755	1.00000	49.79620	6.38797	4.99302	5.93695	34.62359	42.46108	6.21801	1176.05835	9.25763	7.10820	6.93401	0.03857	23.76710	-7.73379	113.69785
4.68750	6.61385	1.00000	58.31091	7.29232	7.02559	9.19222	50.61717	73.80399	8.14698	1175.38306	10.39487	8.80545	8.51118	0.06455	7.58293	53.51684	-113.3187
6.58052	8.72438	1.00000	22.63450	5.85647	6.36042	7.16221	46.68464	59.07902	7.94466	1059.72418	9.39336	7.14926	6.74394	0.07695	3.18969	47.30997	8.52462
6.90927	8.96974	1.00000	54.87877	7.04077	10.93655	9.72596	62.09335	18.77030	10.28942	1060.14355	8.14388	7.81245	6.84544	1.51364	31.46799	44.97639	19.61222
5.74838	6.64126	1.00000	65.51121	5.94465	6.64118	7.40014	45.44955	44.78520	6.43858	1097.90897	8.30675	7.26933	5.13166	0.05489	18.18593	44.75874	19.21437
10.08614	8.37926	0.00000	40.72811	7.95849	10.44965	7.89548	43.31643	53.61285	9.76585	1126.55541	7.26383	6.87434	8.88716	0.93735	8.48421	39.32288	-76.72803
6.04834	11.23781	1.00000	32.60801	7.24136	8.47307	7.44366	36.10152	36.33160	5.57054	1130.25604	6.71407	7.05833	7.42476	0.17818	27.85692	36.6009	126.665
9.63032	9.82139	0.00000	51.57235	5.13318	9.90359	7.35282	52.24528	34.40710	7.47413	1146.75647	11.00700	6.59918	8.21591	0.57622	8.56501	43.50891	16.43915
11.62390		0.00000	32.81384	5.14263	9.76151	7.32685	39.97316	33.26316	4.94194	1147.54406	7.59071	7.50406	7.01708	0.48111	0.95326	30.76468	74.12286
10.31280	6.68337	0.00000	58.39260	5.15017	9.64974	7.90012	58.71574	30.75932	4.52951	1138.00907	9.48743	7.16285	7.26065	0.42714	13.16201	39.59611	27.02444
4.28949	7.06968	1.00000	56.20145	8.26408	5.18786	8.18439	40.99508	48.58919	3.75488	1147.36379	11.07424	7.44901	7.86878	0.05248	14.78445	37.60876	-77.37331
9.29177	12.86581	1.00000	45.78762	8.05889	9.54483	8.32860	43.13182	52.28652	7.80783	1133.68411	7.55517	5.34496	8.33006	0.41064	22.76729	52.59319	13.32127
7.42855	10.40754	1.00000	28.15412	6.87444	9.07895	7.11903	53.94554	38.01809	7.47775	1163.22343	9.58603	7.88258	8.00381	0.26472	17.55768	24.05979	77.40858
5.58261	10.09529	1.00000	63.74174	6.95355	8.53425	9.33750	25.70881	53.89286	7.01166	1126.94102	7.89362	6.55217	7.38024	0.16493	-3.45810	32.9156	-117.14392
9.38862	8.87855	0.00000	51.58752	6.93157	10.27365	7.98293	48.61710	49.08706	4.44672	1179.23984	7.59192	7.54633	7.50280	0.79147	18.10815	54.58048	16.86194
6.38666	10.34274	0.00000	50.40132	9.02400	9.27876	8.22127	32.59845	39.57977	6.55854	1137.81403	9.01504	8.89010	7.00178	0.32211	16.96806	42.7392	-84.62081
6.25747	5.53093	1.00000	53.25060	4.51363	6.49556	8.27410	44.68589	33.08254	8.06225	1076.36944	7.84205	7.03626	4.09763	0.07546	18.57096	46.75451	33.34864
6.18735	5.37961	1.00000	34.59391	8.67728	3.29445	6.45814	58.79568	48.82440	5.75252	1074.72019	9.57166	8.85440	8.43363	0.03833	29.54774	45.51667	4.86667
5.91003	10.63764	1.00000	36.45274	5.91299	7.34409	9.46866	63.00129	36.10392	7.36292	1157.94480	11.55242	7.69921	9.48955	0.09637	7.41384	17.34769	78.55757
7.78512	8.44144	0.00000	49.64809	8.64817	10.15368	6.67623	40.94913	45.86619	9.68024	1160.67980	4.64369	6.04925	10.27632	0.71873	23.89620	41.27194	123.17306
9.45955	8.48225	1.00000	45.89391	6.57620	8.57797	8.71821	88.27737	33.26229	11.68673	1096.41879	9.33739	6.97805	7.74831	0.18506	-0.47931	31.64615	120.74221
5.37660	11.27062	1.00000	78.88577	6.46535	8.46193	6.82515	26.89308	41.75213	6.92384	1084.83682	10.75362	7.83289	8.46775	0.17117	-6.65644	8.48714	-13.2356
6.86857	4.94095	1.00000	73.94332	5.43921	5.31591	5.98064	61.74939	47.91952	8.26115	1173.73174	9.08445	8.24329	9.90958	0.06074	15.00217	34.08565	74.80555
7.15465	10.99205	1.00000	50.43047	6.40755	8.05379	6.73078	30.83339	43.05575	7.75550	1070.97861	10.22715	7.84774	8.05704	0.10927	28.07284	12.95629	78.27539
7.49637	7.77492	1.00000	35.94909	6.65307	12.02863	7.91789	61.77420	25.18279	12.11063	1169.74721	8.43552	7.15089	6.56181	4.44534	16.98496	42.28639	18.84
9.41530	8.00121	0.00000	43.63147	6.46521	10.15799	8.06078	48.49216	47.33102	4.37707	1163.62194	9.35055	8.89886	7.85420	0.73172	6.68806	-19.7625	-44.31389
8.08590	9.55920	0.00000	32.53566	7.93748	10.65849	7.48960	60.79283	49.19229	9.83444	1199.26134	5.81936	6.48518	8.69306	1.14091	36.48237	53.46506	-1.47217
10.25054	10.34463	1.00000	61.87404	7.65823	10.82360	9.19888	36.43194	33.32819	3.79004	1180.18721	4.40320	7.85701	7.50351	1.35779	30.15261	51.03427	5.37429
9.62370	7.49186	0.00000	63.42985	5.80882	9.16509	8.83073	59.85369	40.37894	7.19866	1055.46865	10.16141	7.46301	7.28382	0.29309	3.07321	57.14369	-2.09814
7.95309	4.35002	1.00000	51.73107	8.93059		9.06018	46.91184	45.77401	1.85540	1104.74383	7.29758	8.03785	7.27395	0.05681	18.98116	50.75932	25.34244
11.37940	9.12478	0.00000	39.90986	8.28663	6.50836	6.37132	61.48079	59.28884	7.50516	1162.54415	6.42174	7.47995	7.35225	0.05875	10.17585	33.03699	-117.29198
6.47823	10.26311	1.00000	46.56416	5.81203	8.47351	6.06178	46.64022	53.42365	8.76305	1090.27408	11.99713	7.00529	8.61791	0.17850	3.43892	6.33444	124.95278
5.77399	6.20483	1.00000	40.92115	3.47961	4.86959	6.28020	41.29344	35.62927	5.06281	1084.53660	7.36375	6.00738	7.60061	0.06921	18.10928	43.32686	-2.98884
6.61887	7.96625	1.00000	57.21494	6.38366	9.62025	7.35421	46.61456	49.60331	9.94324	1113.74162	8.26137	7.41886	8.78848	0.44816	15.37866	18.00747	-76.78319
12.38265	10.03275	0.00000	53.63108	5.68041	9.52599	7.23927	52.92701	54.06281	10.13681	1122.88223	8.27752	7.96264	6.56876	0.38493	9.06919	16.68911	98.50893
8.00075	9.17367	0.00000	32.52187	8.94831	12.41249	8.20567	24.79709	49.87714	12.38505	1086.99421	8.18930	9.32732	9.10527	6.50117	16.94238	6.03333	37.55
7.20576	7.00010	1.00000	45.29745	4.22702	7.02338	7.92741	42.18355	32.84093	6.92342	1085.84230	8.61772	7.96014	8.36938	0.08150	5.25086	41.92361	20.91361
6.16749	12.55926	0.00000	54.63543	8.85711	10.64620	8.67129	27.80636	28.14806	5.98612	1116.11923	8.44585	7.21782	8.12424	1.15407	8.24322	33.14447	47.3799
5.01146	6.68541	1.00000	41.54699	3.74348	7.20252	8.66949	33.56979	34.13557	7.65984	1091.59188		9.33547	9.39541	0.07845	9.16817	41.1053	-7.32097
6.29557	7.47801	1.00000	39.96185	6.83055	8.01885	6.25638	59.37371	39.86185	7.26054	1162.40320	9.78956	6.70259	6.97153	0.13868	7.61726	35.95664	36.7138
6.67729	8.12383	1.00000	70.96596	7.95247	5.54441	7.86932	52.08891	38.06903	4.41946	1115.00376	10.98202	8.30497	7.26313	0.03697	14.76812	-8.43333	114.33333
8.77413	8.45436	0.00000	61.55748	11.82142	9.66213	11.14192	19.21244	38.80586	8.17233	1184.99528	9.20948		6.71540	0.46791	19.07622	22.98212	-80.58556
11.45399	10.20019	0.00000	71.78362	4.96649	12.16850	9.02183	63.98817	32.52289	2.39718	1114.37715	6.50105	8.93941	8.19599	5.09201	29.84915	-19.7625	-44.31389
9.69522	7.98815	0.00000	61.36802	9.00822	6.47656	7.14263	48.51742	54.62121	8.01936	1166.13030	4.25923	10.43855	5.88302	0.03307	7.36549	36.61954	4.08282
6.62774	11.42750	1.00000	61.64279	6.63648	8.96024	8.10179	41.66984	48.28144	7.79556	1190.75138	10.55979	8.21810	8.11516	0.24603	-1.71227	22.49396	-105.36369
7.21644	6.86710	1.00000	67.98980	6.71856	6.69594	8.54548	53.20126	38.38039	8.19234	1052.58954	10.14595	7.38703	8.43602	0.05079	7.60047	5.90702	116.10146
5.45865	8.17720	1.00000	34.61055	5.98729	7.64056	9.12379	29.40715	68.20969	8.56372	1112.18228	9.50038	8.47019	7.22290	0.10643	-2.75427	50.80019	7.20769
8.79570	6.66466	1.00000	53.41856	6.53962	6.68167	6.79094	42.35768	58.23744	8.03685	1176.56274	8.02208	6.11281	6.52404	0.07890	26.00494	48	-4.1
8.05717	6.43095	0.00000	60.26725	8.98013	6.41583	6.88210	45.77133	36.24179	9.43164	1120.80749	10.75200	6.02868	8.05532	0.05840	-12.14259	-37.88333	145.06667
7.09635	7.50699	1.00000	55.50840	7.43900	5.81948	7.33325	56.42230	32.80237	5.16403	1065.03102	10.05291	7.51801	7.78782	0.06343	-1.37355	-37.88333	145.06667
6.19843	9.80594	1.00000	49.33004	6.19157	9.11026	8.71811	48.99351	22.13767	8.28902	1192.84106	9.82449	9.61654	6.12392	0.27455	12.70017	43.41949	77.0202
8.95250	8.89735	1.00000	66.58708	6.80048	10.65015	7.46272	34.59234	53.16059	11.95633	1109.83006	9.26278	7.02776	8.74620	1.17396	20.48819	-7.01833	107.60389
6.82374	7.11381	1.00000	46.32928	5.94141	9.65330	7.77768	53.12082	36.97048	10.78889	1186.45412	8.69540	5.91963	7.80754	0.43873	19.94536	30.75545	20.22625
6.93821	9.33527	1.00000	53.80785	6.83169	11.46155	8.20695	70.77396	49.05018	9.74807	1056.41478	7.97507	10.05108	7.89712	2.52642	31.44398	10.10649	76.35484
6.94224	9.65929	1.00000	46.00220	6.18586	7.96000	8.23091	58.99542	62.90533	7.25108	1121.09045	8.03431	6.55960	8.91231	0.11052	16.94496	51.84819	1.26738
6.83837	4.94172	1.00000	54.95825	6.61154	5.99020	7.27480	53.33154	36.39050	9.19660	1129.33842	8.70685	6.20790	9.17471	0.03294	16.97118	-21.98333	16.91667
6.76688	7.34759	1.00000	52.82482	6.44962	10.12904	7.22770	48.10270	59.76654	10.16226	1094.10086	7.07195	10.27287	7.70800	0.70278	12.16574	50.5107	18.30056
4.94963	6.98428	1.00000	43.40494	3.67579	7.04454	6.31643	54.30970	48.52699	6.49351	1125.04419	8.96993	8.36256	7.92381	0.08770	14.28698	43.1009	-75.23266
9.20355	9.70947	0.00000	51.50623	8.55148	9.18792	8.35990	54.38340	88.55877	9.54921	1050.36599	6.08398	6.41575	7.30371	0.32099	15.21761	8.79577	-75.69947
6.43847	8.59886	0.00000	55.34770	9.10456	10.32486	8.43266	64.00122	36.77586	8.55346	1076.30602	4.38298	8.92241	8.86727	0.87561	13.58945	34.25	135.31667
5.38639	7.76426	1.00000	40.50528	6.86274	12.26428	6.91746	26.92367	59.53611	12.00846	1120.24039	9.75298	6.77235	8.54585	5.60302	20.96499	24.05979	77.40858
7.68372	7.72895	1.00000	52.59975	4.70420	9.01947	8.60924	57.31821	40.23919	10.00946	1065.33988	8.86706	8.21388	7.39454	0.28697	-3.57265	8.88649	2.59753
8.42797	10.32252	1.00000	38.72793	6.90824	7.67044	6.63391	67.55890	42.28399	8.31710	1114.78607	8.17811	8.94989	7.82878	0.10885	15.09560	50.9803	11.32903
6.92581	9.69788	0.00000	47.86401	12.22940	10.51162	6.34790	42.93628	33.66814		1119.99951	8.42006	8.57302	7.57800	0.99169	8.00146	40.49748	44.7662
6.52541	11.72586	1.00000	37.96197	7.68605	8.96073	7.57842	56.88472	56.09856	6.11668	1180.68680	6.76404	5.67287	7.51189	0.25712	17.34850	60.2052	24.6522
7.59895	7.60696	1.00000	47.15858	8.40391	6.57785	8.38401	82.60294	42.68845	8.20658	1199.72636	11.31291	6.11130	8.82680	0.07977	30.16094	37.19723	122.05228
8.31183	8.40361	0.00000	40.44754	11.15431	7.70689	6.05908	56.81079	21.88732	7.59971	1177.00868	6.62528	7.68146	8.38711	0.10121	24.22102	41.72063	12.6723
8.41848	10.01129	0.00000	54.76420	6.70011	10.51361	6.45187	55.99103	36.12416	6.78766	1117.96578	9.95303	9.29726		0.99146	16.81309	24.96334	10.18003
6.14346	8.33961	1.00000	47.39877	7.02977	10.00286	7.04143	57.52584	39.22928	8.93843	1152.57731	6.39763	9.05257	7.83716	0.64644	12.01700	12.95629	78.27539
5.14994	9.14014	0.00000	48.49624	10.36625	8.96409	4.98028	48.27415	65.07465	7.31129	1181.91374	9.86586	8.54069	9.35870	0.21757	24.56129	-37.88333	145.06667
7.24956	5.51657	1.00000	61.17433	8.34515	4.96067	5.53466	59.24333	54.63940	6.02247	1059.14004	10.99623	8.00910	7.37583	0.04282	14.53259	41.16704	-73.20483
4.82076	9.37677	1.00000	47.67740	6.31182	8.41578		42.43320	51.40485	7.56600	1063.19775	9.42640	7.31817	6.83137	0.14493	7.50954	10.10649	76.35484
6.35131	9.94498	1.00000	44.13086	6.06236	8.55196	8.01772	31.80271	60.57016	8.15082	1123.13005	10.18203	6.87938	5.19992	0.18013	6.03957	57.97472	33.2525
6.72579	6.96008	0.00000	43.77427	5.48735	8.55231	7.95060	48.33072	37.73622	11.08181	1079.04241	10.42913	6.53405	7.07770	0.18440	4.34928	12.97389	123.99333
8.18211	10.74885	0.00000	45.54315	7.11002	9.26673	7.26901	53.32281	28.78353	9.34449	1126.33410	3.99967	8.72057	8.62530	0.32928	10.35491	36.75965	137.36215
6.33856	7.58274	1.00000	44.74103	6.01393	9.65613	7.56488	60.31435	47.41772	11.02345	1162.60090	10.17691	7.13412	6.49483	0.46261	17.80933	-4.16694	-40.7475
5.13786	10.23221	1.00000	61.62573	5.91836	6.29553	8.01263	46.21787	40.98517	5.22071	1122.03048	9.03657	8.83190	8.65644	0.06617	7.58221	38.54491	-121.74052
6.72375	4.60628	1.00000	32.11274	7.77454	3.46214	7.63918	55.66594	48.05289	6.84210	1128.84056	9.79483	9.59249	6.80229	0.00553	-6.00082	38.07789	13.44275
5.21430	7.38928	1.00000	55.06651	5.69259	9.85711	9.27404	51.35194	56.50174	10.50975	1147.51187	10.59898	6.92534	8.87496	0.54526	11.90453	-8.99167	125.21972
8.37639	4.86989	1.00000	23.28933	8.79281	4.69664	7.45524	86.29258	60.81036	7.67199	1124.81040	8.84254	8.13988	8.88738	0.05275	14.75395	-4.26613	15.28318
9.32687	7.85260	0.00000	65.61115	10.18136	8.33047	8.34208	45.76718	38.18773	8.71637	1076.01177	6.52109	5.17914	7.78163	0.14780	20.55366	53.6052	10.03988
9.35452	7.78568	0.00000	59.37271	4.65568	9.28033	6.72473	58.44211	28.31837	6.35793	1140.56029	11.15846	9.80436	7.95872	0.32509	14.40381	48	-4.1
6.79121	9.46977	0.00000	27.52241	10.74860	8.50635	6.84337	62.71993	60.48608	9.25856	1150.80814	5.33223	7.82873	8.12506	0.17655	11.58989	51.95838	4.47124
8.77481	7.11342	0.00000	43.04902	10.22751	8.55023	8.76225	47.56052	45.60258	8.93140	1103.04668	6.17254	8.75614	8.41985	0.17857	33.22482	14.0823	98.19151
7.48131	6.60559	1.00000		6.26212	5.24008	8.75368	54.54818	35.82591	6.06374	1148.48458	8.93068	6.97094	9.01041	0.06917	25.23347	17.06542	-96.72365
7.11545	8.22875	0.00000	48.47514	8.08416	10.17490	7.74085	32.45824	37.71916	4.82985	1085.76648	10.36117	6.88822	10.49730	0.74202	23.13069	-2.68333	33
4.96497	5.92316	1.00000	55.31576		8.51713	8.43789	51.66360	51.24703	5.32735	1051.74032	6.98542	9.33378	8.33936	0.18293	8.84283	40.55851	17.80774
8.01697	11.55610	0.00000	58.04619	10.95536	8.73682	7.49357	48.16777	52.78131	8.66071	1129.50866	8.15763	7.55953	7.80801	0.20764	20.70484	-22.57306	-47.1725
6.65090	4.97366	1.00000	42.14596	8.14599	5.48392	7.33803	64.72005	41.56911	6.29520	1182.88801	8.85218	7.10828	8.24619	0.04775	22.82570	-25.54073	152.70493
6.71334	6.82719	1.00000	65.69010	5.48168	5.76707	8.59490	21.14193	26.11612	7.21809	1150.05500	8.65438	7.65261	7.38369	0.04951	13.50848	13.70727	9.15013
7.09866	10.80569	0.00000	44.01487	7.85936	11.34891	5.93281	58.25597	41.18935	4.46538	1138.29546	10.17118	8.68340	6.19807	2.23287	17.72380	40.56754	-89.64066
7.08211	10.57720	0.00000	65.39201	6.45065	8.18803	6.40636	46.32580	46.12623	8.86484	1152.01880	11.99399	8.66541	8.07613	0.14031	4.13765	34.77453	-96.67834
8.36911	8.10145	0.00000	65.39103	6.23725	8.04784	7.81455	55.16973	51.76580	7.43355	1060.38025	10.91421	8.18140	4.96695	0.10322	10.32013	34.06635	-84.67837
7.25639	11.81641	1.00000	57.63883	7.24323	9.53389	7.42629	74.17957	43.83119	7.29781	1088.05274	8.47332	7.08186	7.44114	0.40293	-11.14606	-13.7804	34.4587
6.75758	7.21931	1.00000	56.32566	6.93354	9.78287	7.87548	41.82124	45.19216	10.23238	1147.07753	6.25914	8.61138	6.80361	0.49531	20.96746	11.8659	34.3869
5.87593	8.11503	1.00000	73.26728	5.57087	6.83399	8.34411	21.27717	14.56542	5.14098	1194.48118	9.71457	7.31251	8.56184	0.05475	15.81314	17.54907	82.85749
7.74484	6.96867	1.00000	52.89032	5.34287	4.47256	7.07582	50.76485	52.54576	3.64163	1089.10951	7.00358	7.70777	7.19274	0.03399	17.37892	53.30972	83.62389
10.50583	6.99065	0.00000	39.15461	4.83953	8.11141	5.38613	41.44196	48.22658	7.88931	1113.33610	10.10905	6.68780	8.79597	0.13427	23.03333	12.95629	78.27539
9.35707	8.64566	0.00000	54.47540	6.46506	6.97142	6.15440	41.78907	58.58239	7.42037	1138.24521	9.78211	5.77865	8.45861	0.08442	16.04693	-10.95817	-38.79084
6.06577	11.55746	0.00000	26.10139	7.33338	10.77085	7.17264	54.73932	40.76850	7.60463	1071.96378	8.67045	8.01493	9.75324	1.30784	3.82842	42.24113	-88.3162
9.86170	8.41780	0.00000	27.92226	7.10164	7.12708		70.23050	41.21895	6.89313	1085.37506	6.73340	7.12555	6.28504	0.08299	11.66350	43.48961	-8.2194
8.09047	10.44864	0.00000	37.36406	7.57849	10.01751	8.58206	39.18339	54.67132	7.24795	1117.62104	9.07626	9.17107	7.16560	0.64568	-2.98033	39.57582	-105.11221
9.42732	10.40487	0.00000	60.18020	8.26981	9.65663	9.77934	58.08962	42.29183	7.30193	1161.20804	6.66934	8.19911	6.60834	0.46140	21.21078	35.06544	1.04945
4.96475	6.03018	1.00000	54.81686	6.24043	5.35197	7.56939	48.25118	58.45668	4.11778	1154.12433	7.98475	8.60136	6.88724	0.06300	15.09345	40.63316	-74.13653
7.01555	11.03074	0.00000	59.40201	7.31525	10.25423	6.54797	69.47410	50.20255	7.04213	1153.92425	10.90248	9.71899	9.13969	0.77974	0.99626	-33.38056	-56.52361
7.75966	5.43315	1.00000	38.28392	7.38167	5.49389	6.87988	41.82737	43.24757	6.15122	1065.12065	8.69866	6.96827	7.95847	0.05289	0.67348	14.8361	120.97844
7.02393	9.35638	1.00000	51.61914	6.09092	7.44093	7.17846	49.25065	40.14561	8.97709	1065.84086	10.47907	7.95845	7.88512	0.10950	6.41321	-7.57897	112.23109
8.23726	10.32155	1.00000	46.43314	6.46533	8.96331	8.33546	56.19269	25.38777	10.51779	1066.92883	11.61273	9.16437	5.90012	0.23421	29.31831	37.56667	140.11667
5.36325	7.12591	1.00000	63.65355	5.41057	5.32309	7.79100	50.22597	43.42512	4.89465	1105.18938	9.49428	8.26592	8.81346	0.05941	4.95544	15.45144	78.14797
8.97200	10.03658	0.00000	68.74720	7.87908	11.18183	7.91410	39.00490	45.72151	4.38805	1198.96174	6.38835	8.13951	9.69533	1.92298	5.40409	49.68369	8.61839
3.40817	7.95110	1.00000	64.03023	4.70664	10.68509	8.89033	30.35730	41.50464	6.75355	1119.57568	8.52189	7.79882	6.20701	1.19200	35.35345	47.30997	8.52462
8.33610	10.17578	1.00000	39.88145	5.60797	7.34496	8.69695	56.40237	56.45650	9.82276	1119.72819	12.74532	8.41585	8.77814	0.08543	25.05444	37.60876	-77.37331
11.17035	10.44011	0.00000	43.21004	11.30618	5.16272	6.66994	29.73907	49.72804	5.09995	1142.61936	7.91398	6.95481	6.76789	0.03573	30.57977	31.20176	29.91582
5.96659	7.72171	1.00000	49.87526	8.55189	8.30076	6.94816	39.23379	48.34299	7.40570	1157.31072	10.10550	7.36472	7.45498	0.16921	11.07255	49.65186	26.97253
9.92492	8.88894	0.00000	37.22121	8.58147	6.19403	6.90927	51.28418	31.40481	6.76476	1169.46292	4.14004	7.16401	8.64611	0.04311	25.35138	4.02219	101.02083
7.29534	5.59650	1.00000	22.62311	7.54956	5.09718	5.93796	37.68513	41.92977	6.30930	1198.50063	8.29825	7.94796	7.58969	0.03971	26.42457	54.39635	24.04142
7.89381	9.94331	1.00000	59.64877	6.76110	8.49649	7.74487	61.21989	37.53027	8.64213	1185.66260	8.31661	7.61457	7.87064	0.17010	21.82360	48.86667	2.08333
5.29172	5.44299	1.00000	38.81374	3.47812	7.08843	5.81249	50.08944	51.41716	8.57476	1088.71680	6.35883	9.16590	7.29761	0.07722	17.03899	-34.28853	146.05093
5.97281	8.75856	1.00000	37.56759	6.17664	8.70576	7.48340	71.98816	24.81652	8.23134	1170.18606	8.52888	8.41893	8.32354	0.19636	8.27477	41.9001	-71.08977
9.70938	8.61777	0.00000	64.86741	9.04672	10.11270	5.44173	43.82074	38.98728	8.36682	1117.53672	7.96487	9.28858	8.30725	0.69194	5.53219	32.65246	51.67462
6.48889	7.97446	1.00000	34.92666	6.59111	10.50945	6.61598	34.74826	55.22553	10.69981	1104.03355	8.60454	6.12990	8.19826	1.00115	11.58652	6.33444	124.95278
7.68226	11.10033	0.00000	58.71107	7.45814	10.22576	7.91588	57.29662	38.25934	5.88871	1123.81459	8.58342	8.28464	6.43371	0.74343	11.69092	-29.2975	-51.50361
