latitude	revision	code	QoS	longitude	location
50.75767	12/01/2016, 00:00:00	GB	maintenance	-1.5443	Europe/London
51.64316	2014/10/28	GB	good	-0.36053	Europe/London
12.95629	23 Apr 2017	IN	excellent	78.27539	Asia/Kolkata
48.28259	2013/05/30	DE	average	9.72749	Europe/Berlin
-11.78333	2020/01/11	AO	accep	19.91667	Africa/Luanda
37.19723	09/15/2017, 00:00:00	CN	accep	122.05228	Asia/Shanghai
50.23805	10/18/2016, 00:00:00	DE	average	8.86704	Europe/Berlin
22.83957	2021-11-18	BD	maintenance	91.84128	Asia/Dhaka
-13.7804	2013-03-08	MW	excellent	34.4587	Africa/Blantyre
41.24255	13 Sep 2019	US	good	-82.61573	America/New_York
23.5654	10/03/2020, 00:00:00	TW	good	119.58627	Asia/Taipei
36.06523	23 Mar 2021	US	accep	-119.01677	America/Los_Angeles
36.65	02/17/2020, 00:00:00	JP	good	138.31667	Asia/Tokyo
53.43333	28 Oct 2019	IE	maintenance	-7.95	Europe/Dublin
34.09668	2021/05/17	US	excellent	-117.71978	America/Los_Angeles
51.84819	2021/01/12	GB	accep	1.26738	Europe/London
40.82232	2016-08-07	US	excellent	-74.15987	America/New_York
53.5942	04/11/2013, 00:00:00	BY	good	25.8191	Europe/Minsk
55.75556	11/29/2014, 00:00:00	RU	accep	60.70278	Asia/Yekaterinburg
6.95194	2019-03-25	PH	accep	121.96361	Asia/Manila
4.94273	2020/06/10	CF	good	15.87735	Africa/Bangui
23.73333	13 Sep 2013	CN	accep	114.68333	Asia/Shanghai
51.64316	2018/09/14	GB	average	-0.36053	Europe/London
56.56317	15 Feb 2014	GB	good	-2.58736	Europe/London
32.50611	18 Jan 2016	CN	good	120.14278	Asia/Shanghai
44.97639	2018/02/26	RS	building	19.61222	Europe/Belgrade
31.78336	2014/10/17	PS	good	35.23388	Asia/Hebron
50.9803	2018-10-23	DE	good	11.32903	Europe/Berlin
-8.99167	02/13/2013, 00:00:00	TL	good	125.21972	Asia/Dili
36.82167	01/16/2018, 00:00:00	KR	accep	128.63083	Asia/Seoul
40.98894	2012/10/22	TR	excellent	28.67582	Europe/Istanbul
-11.94306	05/11/2017, 00:00:00	PE	good	-76.70944	America/Lima
37.73604	2020/10/18	US	building	-120.93549	America/Los_Angeles
40.53123	07 Apr 2016	IT	maintenance	17.58522	Europe/Rome
37.13548	2022-01-20	ES	good	-3.67029	Europe/Madrid
48.8765	2020-03-22	FR	average	2.18967	Europe/Paris
40.57788	10/26/2020, 00:00:00	US	average	-73.95958	America/New_York
8.48714	02/23/2015, 00:00:00	SL	building	-13.2356	Africa/Freetown
-21.44345	2021/02/18	BO	good	-65.71875	America/La_Paz
12.37169	2021-03-13	PH	accep	123.62494	Asia/Manila
7.65649	02 May 2017	NG	good	4.92235	Africa/Lagos
54.58048	02/05/2018, 00:00:00	PL	average	16.86194	Europe/Warsaw
24.05979	14 May 2021	IN	maintenance	77.40858	Asia/Kolkata
41.27621	2020-07-07	US	average	-72.86843	America/New_York
27.34089	10 Dec 2015	CN	excellent	117.4831	Asia/Shanghai
7.62789	2016/03/21	NG	good	4.74161	Africa/Lagos
47.80527	2018-05-15	US	good	-122.24064	America/Los_Angeles
53.6052	2015-01-27	DE	acceptable	10.03988	Europe/Berlin
38.06084	2014/09/05	US	excellent	-97.92977	America/Chicago
31.82539	2014/11/21	PK	accep	72.54064	Asia/Karachi
32.55531	2015-11-27	IN	excellent	76.12647	Asia/Kolkata
22.75218	2017-04-24	IN	excellent	72.68533	Asia/Kolkata
-22.57306	04/10/2022, 00:00:00	BR	excellent	-47.1725	America/Sao_Paulo
35.20889	2022/01/17	CN	good	111.73861	Asia/Shanghai
48.25	06 Nov 2014	AT	excellent	16.4	Europe/Vienna
50.26729	04/20/2020, 00:00:00	CA	good	-119.27337	America/Vancouver
32.17629	2017-05-08	PK	excellent	75.06583	Asia/Karachi
-19.7625	2015/09/15	BR	accep	-44.31389	America/Sao_Paulo
5.20856	2020-02-07	CO	accep	-74.73584	America/Bogota
31.20176	22 Apr 2013	EG	average	29.91582	Africa/Cairo
31.82539	2021-04-22	PK	average	72.54064	Asia/Karachi
53.30972	28 Nov 2018	RU	maintenance	83.62389	Asia/Barnaul
50.86079	2012-11-10	PL	accep	17.4674	Europe/Warsaw
47.30997	01/25/2016, 00:00:00	CH	good	8.52462	Europe/Zurich
53.0233	10/12/2019, 00:00:00	GB	average	-1.48119	Europe/London
52.4089	08 Mar 2017	BY	average	31.3237	Europe/Minsk
27.52948	2012-10-27	PK	excellent	68.75915	Asia/Karachi
32.65246	2018-07-29	IR	accep	51.67462	Asia/Tehran
58.1908	2019-01-13	RU	good	40.17171	Europe/Moscow
38.40917	2019-03-12	CN	accep	112.73333	Asia/Shanghai
-6.8	2018-07-06	TZ	excellent	39.25	Africa/Dar_es_Salaam
40.72371	2020/03/31	US	building	-73.95097	America/New_York
22.10194	21 May 2021	IN	good	85.37752	Asia/Kolkata
18.20854	2018-05-02	DO	good	-71.10077	America/Santo_Domingo
40.63316	2014-07-04	US	accep	-74.13653	America/New_York
44.99012	2017/08/27	US	good	-123.02621	America/Los_Angeles
38.45598	02/02/2020, 00:00:00	AZ	good	48.87498	Asia/Baku
51.35084	06 Jun 2015	GB	building	-1.99421	Europe/London
2.2139	2013/08/18	MY	accep	102.3278	Asia/Kuala_Lumpur
13.65805	11/03/2016, 00:00:00	KH	excellent	102.56365	Asia/Phnom_Penh
30.16688	05/17/2022, 00:00:00	US	good	-96.39774	America/Chicago
56.85836	2019/05/30	RU	accep	35.90057	Europe/Moscow
37.05944	06/10/2016, 00:00:00	TR	good	37.3825	Europe/Istanbul
38.70734	20 Jan 2016	US	accep	-77.02303	America/New_York
45.44694	11/03/2019, 00:00:00	IT	accep	8.62118	Europe/Rome
45.50369	2013/01/14	IT	excellent	11.412	Europe/Rome
41.29444	2019-02-22	UZ	average	69.67639	Asia/Tashkent
40.1675	26 Mar 2021	TR	good	34.37389	Europe/Istanbul
11.86064	19 Feb 2021	NG	average	9.0027	Africa/Lagos
49.65186	02 Apr 2014	UA	maintenance	26.97253	Europe/Kiev
38.54491	01 Aug 2017	US	good	-121.74052	America/Los_Angeles
53.5942	2020/09/26	BY	good	25.8191	Europe/Minsk
42.819	2014/04/24	RU	excellent	47.1192	Europe/Moscow
35.21222	2015-06-04	DZ	accep	2.31889	Africa/Algiers
-27.4338	2016-04-12	AR	maintenance	-65.61427	America/Argentina/Tucuman
5.20856	2020/12/07	CO	accep	-74.73584	America/Bogota
31.78336	08/26/2020, 00:00:00	PS	average	35.23388	Asia/Hebron
11.86064	05 May 2021	NG	excellent	9.0027	Africa/Lagos
18.87813	01/14/2015, 00:00:00	IN	excellent	72.93924	Asia/Kolkata
52.4581	2021-05-09	DE	excellent	13.28702	Europe/Berlin
21.34222	2013-04-19	IN	good	71.30633	Asia/Kolkata
-37.88333	04 Dec 2017	AU	average	145.06667	Australia/Melbourne
4.02219	2022-03-28	MY	excellent	101.02083	Asia/Kuala_Lumpur
-21.44236	2017-11-16	BW	maintenance	27.46153	Africa/Gaborone
39.71734	08 Jul 2019	US	excellent	-74.96933	America/New_York
32.44874	20 Jun 2014	US	good	-99.73314	America/Chicago
-26.22861	2015/03/19	BR	accep	-52.67056	America/Sao_Paulo
45.79377	10/10/2012, 00:00:00	IT	good	8.88104	Europe/Rome
41.1053	2015/02/03	PT	maintenance	-7.32097	Europe/Lisbon
11.93381	11/04/2021, 00:00:00	IN	average	79.82979	Asia/Kolkata
17.34769	2015/01/10	IN	excellent	78.55757	Asia/Kolkata
40.72816	14 Jan 2022	US	excellent	-74.07764	America/New_York
26.44931	01/15/2018, 00:00:00	IN	accep	91.61356	Asia/Kolkata
37.60876	2013/05/22	US	average	-77.37331	America/New_York
51.65333	26 Oct 2020	NL	average	5.2875	Europe/Amsterdam
38.06084	2015-02-22	US	good	-97.92977	America/Chicago
32.9156	10 Jul 2022	US	building	-117.14392	America/Los_Angeles
12.74409	10/06/2020, 00:00:00	ML	average	-8.07257	Africa/Bamako
15.45144	2013-06-26	IN	excellent	78.14797	Asia/Kolkata
52.68333	12/13/2017, 00:00:00	GB	accep	0.93333	Europe/London
32.65246	26 Feb 2014	IR	maintenance	51.67462	Asia/Tehran
18.42745	2014-07-08	PR	building	-67.15407	America/Puerto_Rico
33.92946	2017/08/08	US	excellent	-116.97725	America/Los_Angeles
34.75856	17 May 2021	JP	accep	136.13108	Asia/Tokyo
50.23019	08/29/2021, 00:00:00	DE	accep	8.77155	Europe/Berlin
41.16704	10/07/2012, 00:00:00	US	maintenance	-73.20483	America/New_York
12.74482	2013/05/16	NG	accep	4.52514	Africa/Lagos
46.75451	06 Apr 2022	UA	accep	33.34864	Europe/Kiev
-38.65333	2021-03-02	NZ	good	178.00417	Pacific/Auckland
45.44694	08/24/2015, 00:00:00	IT	good	8.62118	Europe/Rome
52.71083	28 Mar 2022	NL	excellent	5.74861	Europe/Amsterdam
33.14447	05/21/2016, 00:00:00	IR	accep	47.3799	Asia/Tehran
29.65163	2018/05/02	US	accep	-82.32483	America/New_York
23.02677	08/02/2017, 00:00:00	CN	acceptable	113.13148	Asia/Shanghai
25.6439	2017-01-06	IN	good	77.9129	Asia/Kolkata
42.62833	09/14/2017, 00:00:00	XK	excellent	20.89389	Europe/Belgrade
38.45598	14 Nov 2012	AZ	accep	48.87498	Asia/Baku
10.61285	04 Oct 2015	NG	accep	12.19458	Africa/Lagos
46.08333	09/05/2013, 00:00:00	CN	accep	122.08333	Asia/Shanghai
10.15031	2013-09-09	CO	good	-73.9614	America/Bogota
39.09112	2018/12/12	US	average	-94.41551	America/Chicago
-7.01833	06/27/2016, 00:00:00	ID	building	107.60389	Asia/Jakarta
59.80917	12/30/2013, 00:00:00	RU	average	30.38167	Europe/Moscow
29.38242	09/02/2019, 00:00:00	PK	maintenance	70.91106	Asia/Karachi
34.21639	2021/03/12	US	average	-119.0376	America/Los_Angeles
44.31771	04/19/2018, 00:00:00	IT	accep	9.32241	Europe/Rome
45.16024	06/02/2018, 00:00:00	US	building	-93.08883	America/Chicago
19.30157	07 Jun 2019	IN	accep	72.85107	Asia/Kolkata
42.8334	06 Oct 2015	CA	excellent	-80.38297	America/Toronto
27.55898	2014/02/25	PK	excellent	68.21204	Asia/Karachi
6.33444	2020-12-26	PH	average	124.95278	Asia/Manila
41.75338	06/03/2022, 00:00:00	US	good	-86.11084	America/Indiana/Indianapolis
51.26	2014-06-27	GB	accep	-2.1875	Europe/London
47.76232	07/26/2013, 00:00:00	US	excellent	-122.2054	America/Los_Angeles
44.97639	2020-04-17	RS	good	19.61222	Europe/Belgrade
22.49396	2015-08-26	MX	good	-105.36369	America/Mazatlan
52.14	2021/01/02	NL	good	5.58472	Europe/Amsterdam
47.38093	23 Sep 2013	US	excellent	-122.23484	America/Los_Angeles
14.62578	03/22/2013, 00:00:00	PH	average	121.12251	Asia/Manila
41.41204	2021/07/14	ES	good	2.18247	Europe/Madrid
41.72063	03 Oct 2017	IT	average	12.6723	Europe/Rome
-21.41222	07 Jan 2015	BR	average	-42.19667	America/Sao_Paulo
30.46907	22 Dec 2020	PK	accep	70.96699	Asia/Karachi
41.80753	11/17/2013, 00:00:00	US	good	-87.65644	America/Chicago
14.14989	11/02/2021, 00:00:00	PH	good	121.3152	Asia/Manila
22.4711	2019-03-31	IN	average	88.1453	Asia/Kolkata
23.9028	08/19/2013, 00:00:00	BD	excellent	89.11943	Asia/Dhaka
51.44889	2014-04-29	NL	maintenance	5.51978	Europe/Amsterdam
41.54566	05 Jun 2018	US	accep	-71.29144	America/New_York
36.65	2021-11-02	JP	excellent	138.31667	Asia/Tokyo
39.00622	25 Jun 2021	US	accep	-77.4286	America/New_York
51.30001	19 May 2022	DE	average	13.10984	Europe/Berlin
25.87498	10/11/2014, 00:00:00	IN	good	86.59611	Asia/Kolkata
-36.9256	13 Aug 2019	CL	average	-73.02841	America/Santiago
25.87498	29 Aug 2015	IN	good	86.59611	Asia/Kolkata
-33.38056	2019-02-06	UY	excellent	-56.52361	America/Montevideo
13.51825	04/22/2017, 00:00:00	TH	excellent	99.95469	Asia/Bangkok
46.32313	2021-05-22	FR	average	-0.45877	Europe/Paris
36.81667	12/13/2013, 00:00:00	CN	excellent	117.81667	Asia/Shanghai
51.44889	10/10/2021, 00:00:00	NL	good	5.51978	Europe/Amsterdam
-3.20333	12 Mar 2014	BR	excellent	-52.20639	America/Santarem
50.76306	04 Jan 2013	GB	maintenance	-1.29772	Europe/London
33.50921	06/17/2020, 00:00:00	US	maintenance	-111.89903	America/Phoenix
37.73604	2014/03/05	US	maintenance	-120.93549	America/Los_Angeles
23.15678	2021/12/14	CU	good	-81.24441	America/Havana
39.71734	2015-08-27	US	excellent	-74.96933	America/New_York
49.28669	07 Dec 2012	FR	good	1.00288	Europe/Paris
46.32374	03/09/2020, 00:00:00	US	good	-120.00865	America/Los_Angeles
44.85278	23 Sep 2022	KZ	average	65.50917	Asia/Qyzylorda
43.32686	17 Jun 2018	ES	average	-2.98884	Europe/Madrid
-33.88096	2013-06-01	AU	average	151.07986	Australia/Sydney
47.83333	2018-06-27	KZ	excellent	59.6	Asia/Aqtobe
40.49748	2016-04-28	AM	maintenance	44.7662	Asia/Yerevan
39.22493	20 Mar 2016	TR	accep	42.85693	Europe/Istanbul
34.9	10/13/2013, 00:00:00	JP	good	137.5	Asia/Tokyo
33.42585	29 Aug 2018	MA	average	-6.00137	Africa/Casablanca
33.35283	27 Oct 2014	US	average	-111.78903	America/Phoenix
42.8334	19 Mar 2013	CA	good	-80.38297	America/Toronto
35.50056	2017/10/25	CN	average	117.63083	Asia/Shanghai
-15.675	06/23/2015, 00:00:00	BR	good	-38.94722	America/Bahia
42.93369	2014/11/04	US	accep	-72.27814	America/New_York
24.05979	2019-02-08	IN	good	77.40858	Asia/Kolkata
33.08014	2017/06/05	US	average	-83.2321	America/New_York
12.74482	2019/02/05	NG	accep	4.52514	Africa/Lagos
60.2052	2015/04/20	FI	accep	24.6522	Europe/Helsinki
51.03427	20 May 2013	BE	good	5.37429	Europe/Brussels
6.95194	07 Jun 2019	PH	accep	121.96361	Asia/Manila
46.67535	31 Jul 2021	FR	accep	5.55575	Europe/Paris
48.07667	01/03/2020, 00:00:00	DE	accep	8.64409	Europe/Berlin
42.30865	22 Sep 2021	US	average	-83.48216	America/Detroit
-1.6	03/08/2020, 00:00:00	ID	excellent	103.61667	Asia/Jakarta
