revision	station	longitude	latitude	QoS	location
2021-08-31	Sheoganj	73.06784	25.13915	average	Asia/Kolkata
11/02/2018, 00:00:00	Bon Air	-77.55777	37.52487	average	America/New_York
04/20/2019, 00:00:00	Aytos	27.25	42.7	average	Europe/Sofia
2014-08-01	Port Richmond	-74.13653	40.63316	average	America/New_York
07 Sep 2016	Jhol	68.88871	25.95533	good	Asia/Karachi
09/30/2014, 00:00:00	Toyokawa	137.4	34.81667	maintenance	Asia/Tokyo
08/06/2016, 00:00:00	Muritiba	-39.25	-12.91667	average	America/Bahia
09 Dec 2021	Same	37.73333	-4.06667	accep	Africa/Dar_es_Salaam
2022-07-31	Talence	-0.59543	44.80477	good	Europe/Paris
2014/09/17	Vienne	4.86667	45.51667	building	Europe/Paris
31 Mar 2018	Kangayam	77.5609	11.00599	maintenance	Asia/Kolkata
11/30/2020, 00:00:00	Solntsevo	37.38115	55.63711	building	Europe/Moscow
11/27/2015, 00:00:00	Itaperuna	-41.88778	-21.205	good	America/Sao_Paulo
04/19/2019, 00:00:00	Jerada	-2.16	34.31	excellent	Africa/Casablanca
06/01/2014, 00:00:00	Westbury	-2.1875	51.26	good	Europe/London
2015-05-28	Lino Lakes	-93.08883	45.16024	good	America/Chicago
2020-04-25	Teluk Intan	101.02083	4.02219	excellent	Asia/Kuala_Lumpur
2021-06-16	Adliswil	8.52462	47.30997	average	Europe/Zurich
2015-03-26	Friedberg	10.98461	48.35693	maintenance	Europe/Berlin
17 Sep 2021	Itabirito	-43.80139	-20.25333	excellent	America/Sao_Paulo
2021-01-02	Alfenas	-45.94722	-21.42917	maintenance	America/Sao_Paulo
2021/02/02	Yunguyo	-69.08333	-16.25	maintenance	America/Lima
26 Dec 2017	Severodvinsk	39.8302	64.5635	good	Europe/Moscow
16 Aug 2018	Chilibre	-79.62098	9.15093	average	America/Panama
17 Aug 2020	Clacton-on-Sea	1.15597	51.78967	building	Europe/London
05/04/2016, 00:00:00	Isfahan	51.67462	32.65246	average	Asia/Tehran
2013/05/15	Aytos	27.25	42.7	excellent	Europe/Sofia
2016-07-05	Argungu	4.52514	12.74482	accep	Africa/Lagos
22 Dec 2018	Tyler	-95.30106	32.35126	maintenance	America/Chicago
2018/05/28	Artur Nogueira	-47.1725	-22.57306	maintenance	America/Sao_Paulo
07/29/2018, 00:00:00	Karatsu	129.96972	33.4425	average	Asia/Tokyo
2017/06/14	Marburg an der Lahn	8.77069	50.80904	building	Europe/Berlin
2021-01-28	Far Rockaway	-73.75513	40.60538	average	America/New_York
11/06/2012, 00:00:00	Honda	-74.73584	5.20856	accep	America/Bogota
2018-02-21	Lagos	3.39467	6.45407	good	Africa/Lagos
12 Oct 2019	Lutsk	25.34244	50.75932	maintenance	Europe/Kiev
2021-10-03	Bretten	8.70745	49.03685	good	Europe/Berlin
07 Mar 2019	Nikolayevsk-on-Amure	140.72287	53.14657	average	Asia/Vladivostok
07/01/2014, 00:00:00	Mouscron	3.20639	50.74497	excellent	Europe/Brussels
28 Jul 2022	Pujali	88.1453	22.4711	good	Asia/Kolkata
07 Jan 2019	Paredes	-8.33147	41.20485	good	Europe/Lisbon
30 Nov 2017	Tupelo	-88.70464	34.25807	average	America/Chicago
2014-07-18	Iringa	35.7	-7.76667	good	Africa/Dar_es_Salaam
2014/09/01	Tianfu	122.05228	37.19723	excellent	Asia/Shanghai
2017-03-18	Tortona	8.86374	44.89784	accep	Europe/Rome
2019/10/21	Ulan-Ude	107.60627	51.82721	average	Asia/Irkutsk
06/18/2016, 00:00:00	Ponta Delgada	-25.66689	37.74615	accep	Atlantic/Azores
2022/04/25	Itaperuna	-41.88778	-21.205	average	America/Sao_Paulo
2015-06-13	Sarandi	-51.87389	-23.44361	average	America/Sao_Paulo
04 Mar 2013	La Ligua	-71.23106	-32.45242	building	America/Santiago
2020-07-01	South Whittier	-118.03917	33.95015	good	America/Los_Angeles
2018-11-18	Paracho de Verduzco	-102.04897	19.64745	maintenance	America/Mexico_City
01/19/2019, 00:00:00	Sassari	8.55552	40.72586	good	Europe/Rome
2015/08/07	Iringa	35.7	-7.76667	building	Africa/Dar_es_Salaam
10 Aug 2019	Goyang-si	126.835	37.65639	excellent	Asia/Seoul
2018/07/11	Hushitai	123.50266	41.94175	accep	Asia/Shanghai
13 Aug 2016	Santa Rosa Jauregui	-100.44843	20.74122	building	America/Mexico_City
07/07/2014, 00:00:00	Colomiers	1.33467	43.61058	building	Europe/Paris
14 Apr 2022	Teghra	85.94001	25.49043	average	Asia/Kolkata
10 May 2014	Heroica Matamoros	-97.50417	25.87972	maintenance	America/Matamoros
2013-04-02	Chamba	76.12647	32.55531	excellent	Asia/Kolkata
09/29/2019, 00:00:00	Beni Khiar	10.78222	36.46917	maintenance	Africa/Tunis
2016-07-25	Nowra	150.60036	-34.88422	accep	Australia/Sydney
01 Feb 2016	Magong	119.58627	23.5654	average	Asia/Taipei
14 May 2016	Casa Blanca	-98.11889	19.04222	average	America/Mexico_City
2021-02-21	South Whittier	-118.03917	33.95015	excellent	America/Los_Angeles
2021/09/28	Lesnoy	59.80222	58.63667	building	Asia/Yekaterinburg
2019-06-28	Kuvandyk	57.3552	51.4781	average	Asia/Yekaterinburg
12/01/2012, 00:00:00	Sarandi	-51.87389	-23.44361	average	America/Sao_Paulo
02 Oct 2014	Strood	0.47713	51.39323	good	Europe/London
10/31/2016, 00:00:00	Liberia	-85.43772	10.63504	accep	America/Costa_Rica
2020-07-13	Lymington	-1.5443	50.75767	good	Europe/London
02/14/2020, 00:00:00	Dombivli	73.08333	19.21667	accep	Asia/Kolkata
2015/12/13	Stade	9.47629	53.59337	building	Europe/Berlin
2017-05-12	Rutland	-72.97261	43.61062	maintenance	America/New_York
12/22/2021, 00:00:00	Tavda	65.27258	58.04254	accep	Asia/Yekaterinburg
27 Dec 2015	Landshut	12.16179	48.52961	excellent	Europe/Berlin
2013-01-12	Kolomyagi	30.28491	60.02427	accep	Europe/Moscow
17 Feb 2019	Hartley	0.30367	51.38673	average	Europe/London
11/20/2016, 00:00:00	Shagamu	3.64633	6.8485	excellent	Africa/Lagos
2021-03-23	Leioa	-2.98884	43.32686	average	Europe/Madrid
06/02/2018, 00:00:00	Deltona	-81.26367	28.90054	excellent	America/New_York
05/22/2020, 00:00:00	Kulai	103.6032	1.6561	accep	Asia/Kuala_Lumpur
2019/07/13	Saharsa	86.59611	25.87498	good	Asia/Kolkata
03/08/2017, 00:00:00	Gembloux	4.69889	50.56149	excellent	Europe/Brussels
27 Oct 2015	Masbate	123.62494	12.37169	excellent	Asia/Manila
2015-11-10	Woodbridge	-74.28459	40.5576	excellent	America/New_York
07/24/2018, 00:00:00	Yasothon	104.1451	15.79408	maintenance	Asia/Bangkok
02 Aug 2021	Fairview Heights	-89.99038	38.58894	maintenance	America/Chicago
02/26/2015, 00:00:00	Coralville	-91.58045	41.6764	building	America/Chicago
2014-04-02	Burscheid	7.11393	51.08468	good	Europe/Berlin
2020/03/31	Pandua	88.28637	23.07492	good	Asia/Kolkata
2015/01/04	Pilar	120.56528	14.66	excellent	Asia/Manila
15 Jul 2015	Hofheim am Taunus	8.4493	50.09019	good	Europe/Berlin
19 Oct 2015	Sun City Center	-82.35176	27.71809	accep	America/New_York
2015/11/28	Paredes	-8.33147	41.20485	excellent	Europe/Lisbon
2014/10/25	Sorsogon	123.99333	12.97389	good	Asia/Manila
2015/05/17	Aksaray	34.02537	38.37255	excellent	Europe/Istanbul
2018-04-28	Guli	120.03308	28.88162	average	Asia/Shanghai
2020/10/15	East Jerusalem	35.23388	31.78336	maintenance	Asia/Hebron
08 Jul 2018	Sa Dec	105.75635	10.29085	excellent	Asia/Ho_Chi_Minh
25 Mar 2021	Kismayo	42.54536	-0.35817	accep	Africa/Mogadishu
05 Jan 2017	Minas de Marcona	-75.11028	-15.21194	accep	America/Lima
2019/01/23	Yauco	-66.8499	18.03496	good	America/Puerto_Rico
09/07/2014, 00:00:00	Teghra	85.94001	25.49043	average	Asia/Kolkata
2016/05/20	Great Wyrley	-2.01111	52.66277	excellent	Europe/London
08/15/2021, 00:00:00	Minas de Marcona	-75.11028	-15.21194	excellent	America/Lima
2020-08-27	Griffith	146.05093	-34.28853	accep	Australia/Sydney
2014-11-02	Bisceglie	16.50104	41.24264	excellent	Europe/Rome
2018-06-26	Tinaquillo	-68.30472	9.91861	good	America/Caracas
06 Oct 2015	Vernon	-119.27337	50.26729	excellent	America/Vancouver
2013/12/30	Kitgum	32.88667	3.27833	maintenance	Africa/Kampala
2013-09-02	Supaul	86.59509	26.11527	building	Asia/Kolkata
31 Jan 2014	Sathyamangalam	77.23826	11.50526	maintenance	Asia/Kolkata
2018/05/02	Schwalmtal	6.26667	51.21667	maintenance	Europe/Berlin
2021/01/28	Saint-Omer	2.25	50.75	accep	Europe/Paris
19 Jul 2014	Sector 6	26.01649	44.43579	maintenance	Europe/Bucharest
18 Jan 2016	Thomazeau	-72.09391	18.65297	average	America/Port-au-Prince
2021-06-04	Oaxaca	-96.72365	17.06542	maintenance	America/Mexico_City
10 Feb 2015	Sar-e Pul	65.93249	36.21544	excellent	Asia/Kabul
09/17/2022, 00:00:00	Charlottenburg-Nord	13.29371	52.53048	accep	Europe/Berlin
10/11/2020, 00:00:00	Media Luna	-77.43532	20.14298	accep	America/Havana
2015/07/26	Nova Xavantina	-52.35558	-14.66463	maintenance	America/Cuiaba
02/07/2019, 00:00:00	Barmbek-Nord	10.03988	53.6052	maintenance	Europe/Berlin
01/10/2013, 00:00:00	Tebingtinggi	99.1625	3.3285	excellent	Asia/Jakarta
2020/08/30	Poulton-le-Fylde	-2.98333	53.83333	accep	Europe/London
2021-07-23	Gates-North Gates	-77.70066	43.16547	accep	America/New_York
12/12/2021, 00:00:00	Kalavoor	76.32756	9.57046	good	Asia/Kolkata
2017-09-28	Sherwood Park	-113.3187	53.51684	average	America/Edmonton
17 Oct 2017	Sorsogon	123.99333	12.97389	excellent	Asia/Manila
2018/04/07	Buenaventura	-77.03116	3.8801	excellent	America/Bogota
03/11/2019, 00:00:00	Greenpoint	-73.95097	40.72371	maintenance	America/New_York
01/04/2022, 00:00:00	Itaperuna	-41.88778	-21.205	accep	America/Sao_Paulo
2015/10/13	Ustka	16.86194	54.58048	building	Europe/Warsaw
14 May 2019	Ponta Delgada	-25.66689	37.74615	excellent	Atlantic/Azores
2019/04/29	Lymington	-1.5443	50.75767	good	Europe/London
2013/04/28	Gudermes	46.10925	43.35071	good	Europe/Moscow
06/05/2015, 00:00:00	Montecchio Maggiore-Alte Ceccato	11.412	45.50369	maintenance	Europe/Rome
2016-10-04	Strzelce Opolskie	18.30056	50.5107	maintenance	Europe/Warsaw
17 Jun 2022	Veracruz	-79.62603	8.88988	accep	America/Panama
20 Jan 2016	Korschenbroich	6.51352	51.19139	accep	Europe/Berlin
09/09/2022, 00:00:00	Marly-le-Roi	2.08333	48.86667	average	Europe/Paris
08/07/2013, 00:00:00	Yasothon	104.1451	15.79408	average	Asia/Bangkok
25 Feb 2014	Reus	1.10687	41.15612	good	Europe/Madrid
2017-03-28	Ada	-96.67834	34.77453	excellent	America/Chicago
03/01/2013, 00:00:00	Denderleeuw	4.07601	50.88506	accep	Europe/Brussels
10/13/2021, 00:00:00	Pandua	88.28637	23.07492	good	Asia/Kolkata
21 Sep 2020	Hofheim am Taunus	8.4493	50.09019	excellent	Europe/Berlin
28 Feb 2017	Belper	-1.48119	53.0233	average	Europe/London
2022-09-08	Dumont	-73.99681	40.94065	average	America/New_York
06 Dec 2020	Perth	115.8614	-31.95224	accep	Australia/Perth
2021-03-06	Oldenzaal	6.92917	52.31333	building	Europe/Amsterdam
2019/10/11	Indio	-116.21677	33.7207	accep	America/Los_Angeles
22 Jan 2014	Chamba	76.12647	32.55531	excellent	Asia/Kolkata
05/21/2017, 00:00:00	Frenda	1.04945	35.06544	excellent	Africa/Algiers
06/24/2014, 00:00:00	Changshu City	120.74221	31.64615	average	Asia/Shanghai
08 Jan 2017	Finnentrop	7.973	51.168	good	Europe/Berlin
12 Jun 2018	Abilene	-99.73314	32.44874	good	America/Chicago
2016/09/10	Frederiksberg	12.53463	55.67938	excellent	Europe/Copenhagen
2016-12-30	Laguna Niguel	-117.70755	33.52253	acceptable	America/Los_Angeles
2016/11/07	Talence	-0.59543	44.80477	good	Europe/Paris
2017/01/25	Sambalpur	83.97573	21.46527	accep	Asia/Kolkata
2016-11-02	Castelfranco Emilia	11.04979	44.59445	average	Europe/Rome
01 Apr 2013	Lancing	-0.32247	50.82882	accep	Europe/London
2015/06/22	Troutdale	-122.38731	45.53929	excellent	America/Los_Angeles
07/15/2014, 00:00:00	Mirriah	9.15013	13.70727	excellent	Africa/Niamey
06 Jun 2016	Farafenni	-15.6	13.56667	average	Africa/Banjul
2018-02-27	Strzelce Opolskie	18.30056	50.5107	good	Europe/Warsaw
2016/05/06	Recodo	121.96361	6.95194	excellent	Asia/Manila
01/23/2019, 00:00:00	Novosilikatnyy	83.62389	53.30972	maintenance	Asia/Barnaul
10/22/2012, 00:00:00	Perth	115.8614	-31.95224	average	Australia/Perth
24 Jun 2018	Sankt Peter	15.46667	47.05	good	Europe/Vienna
2014-10-06	Kitgum	32.88667	3.27833	maintenance	Africa/Kampala
2021/03/18	Albstadt	9.02596	48.21644	maintenance	Europe/Berlin
05/12/2021, 00:00:00	Riverbank	-120.93549	37.73604	excellent	America/Los_Angeles
10 Dec 2014	Rafiganj	84.63445	24.81757	average	Asia/Kolkata
2014-04-25	Lal Bahadur Nagar	78.55757	17.34769	maintenance	Asia/Kolkata
2017-12-20	Vernon	-119.27337	50.26729	maitennce	America/Vancouver
09 Jun 2018	Montecchio Maggiore-Alte Ceccato	11.412	45.50369	good	Europe/Rome
05/06/2019, 00:00:00	Kashipur	78.95693	29.21399	excellent	Asia/Kolkata
2021/10/01	Morningside Heights	-73.9625	40.81	accep	America/New_York
2015/01/11	Gilbert	-111.78903	33.35283	average	America/Phoenix
2015/01/30	Artsyz	29.41824	45.99194	maintenance	Europe/Kiev
04/23/2016, 00:00:00	Vahdat	69.01354	38.55632	accep	Asia/Dushanbe
2020/09/28	Pontevedra	-58.70072	-34.74785	excellent	America/Argentina/Buenos_Aires
2015/03/08	Paidha	30.98551	2.41669	excellent	Africa/Kampala
12/12/2019, 00:00:00	Tinaquillo	-68.30472	9.91861	excellent	America/Caracas
21 Nov 2019	Chacabuco	-60.47389	-34.64167	maintenance	America/Argentina/Buenos_Aires
23 Jun 2018	Changshu City	120.74221	31.64615	good	Asia/Shanghai
2022-05-26	Fayetteville	-78.87836	35.05266	good	America/New_York
2017-06-04	Chamba	76.12647	32.55531	excellent	Asia/Kolkata
2018-06-05	Talavera de la Reina	-4.83076	39.96348	building	Europe/Madrid
2020-12-13	Bua Yai	102.42587	15.58552	average	Asia/Bangkok
22 Feb 2020	Dongfeng	125.51176	42.64031	average	Asia/Shanghai
2021/10/14	Tianfu	122.05228	37.19723	accep	Asia/Shanghai
2017-08-23	Ambatondrazaka	48.41667	-17.83333	good	Indian/Antananarivo
2013-08-15	Nowshahr	51.49621	36.64852	maintenance	Asia/Tehran
2015/04/03	Sathyamangalam	77.23826	11.50526	average	Asia/Kolkata
04/05/2019, 00:00:00	Taunton	-71.08977	41.9001	acceptable	America/New_York
02/20/2014, 00:00:00	Wangon	109.05389	-7.51611	building	Asia/Jakarta
07 Feb 2015	Peabody	-70.92866	42.52787	average	America/New_York
09/29/2012, 00:00:00	Qadirpur Ran	71.67164	30.29184	good	Asia/Karachi
06/21/2013, 00:00:00	Skalica	17.22635	48.8449	average	Europe/Bratislava
13 May 2019	Kati	-8.07257	12.74409	accep	Africa/Bamako
2020-10-31	Tak Bai	102.05461	6.25947	good	Asia/Bangkok
2016-07-18	Greenville	-91.06177	33.41012	average	America/Chicago
2013/11/24	Casa Blanca	-98.11889	19.04222	average	America/Mexico_City
2018-08-31	Zaysan	84.87144	47.46657	maitennce	Asia/Almaty
2016/10/20	Pointe-Claire	-73.81669	45.44868	excellent	America/Toronto
2021-06-16	Karben	8.77155	50.23019	building	Europe/Berlin
12/05/2016, 00:00:00	Marly-le-Roi	2.08333	48.86667	good	Europe/Paris
17 May 2017	Tchaourou	2.59753	8.88649	accep	Africa/Porto-Novo
2019-02-03	Shepetivka	27.06365	50.18545	average	Europe/Kiev
2020/02/06	Nutley	-74.15987	40.82232	building	America/New_York
2022/02/02	Jaworzno	19.27498	50.20528	good	Europe/Warsaw
2015-07-19	Espoo	24.6522	60.2052	accep	Europe/Helsinki
2016/11/28	Kahului	-156.47432	20.88953	good	Pacific/Honolulu
05/24/2018, 00:00:00	Oaxaca	-96.72365	17.06542	good	America/Mexico_City
03 Dec 2019	Hoxtolgay	86.00214	46.51872	building	Asia/Urumqi
01/04/2014, 00:00:00	Sydney	-60.1831	46.1351	accep	America/Glace_Bay
2014/08/28	Kati	-8.07257	12.74409	good	Africa/Bamako
14 Sep 2021	Voznesensk	31.33078	47.56494	good	Europe/Kiev
15 Feb 2019	Yao	135.6	34.61667	average	Asia/Tokyo
06/03/2013, 00:00:00	Pekin	-89.64066	40.56754	accep	America/Chicago
14 May 2019	Zvenihorodka	30.96755	49.07866	excellent	Europe/Kiev
12 Jun 2019	Volla	14.34085	40.87363	excellent	Europe/Rome
2019-02-02	Hechingen	8.96317	48.35149	average	Europe/Berlin
2020/10/20	Ilesa	4.74161	7.62789	average	Africa/Lagos
06/14/2018, 00:00:00	Dublin	-82.90375	32.54044	good	America/New_York
2016-01-08	Gariadhar	71.57737	21.53889	maintenance	Asia/Kolkata
2012/12/27	North Tustin	-117.79394	33.76446	building	America/Los_Angeles
2017/03/17	Boston	-71.05977	42.35843	average	America/New_York
2016-06-07	Volla	14.34085	40.87363	good	Europe/Rome
02 Feb 2016	Lagos	3.39467	6.45407	good	Africa/Lagos
2014/02/16	Khairpur Mir’s	68.75915	27.52948	accep	Asia/Karachi
2017/07/10	Fujioka	139.07204	36.24624	excellent	Asia/Tokyo
20 Aug 2020	Wangon	109.05389	-7.51611	good	Asia/Jakarta
04/11/2016, 00:00:00	Tiruppuvanam	78.25795	9.82564	average	Asia/Kolkata
2018-11-23	Teziutlan	-97.35992	19.8173	maintenance	America/Mexico_City
2013/07/19	Mongo	18.69303	12.18441	excellent	Africa/Ndjamena
2018-06-22	Willetton	115.88782	-32.05251	building	Australia/Perth
2015/09/25	Lymington	-1.5443	50.75767	excellent	Europe/London
07 Dec 2021	Cheraga	2.95924	36.76775	accep	Africa/Algiers
2021/04/07	Thenia	3.55665	36.72544	accep	Africa/Algiers
2020-03-05	Recodo	121.96361	6.95194	accep	Asia/Manila
08 Jan 2013	Las Gabias	-3.67029	37.13548	average	Europe/Madrid
28 Apr 2018	Ariccia	12.6723	41.72063	excellent	Europe/Rome
12/28/2015, 00:00:00	Msaken	10.58082	35.72917	maintenance	Africa/Tunis
2013-10-16	Nonoichi	136.61667	36.53333	average	Asia/Tokyo
2020/07/06	Pekin	-89.64066	40.56754	good	America/Chicago
28 May 2020	Ataq	46.83187	14.53767	average	Asia/Aden
24 Oct 2014	Tharu Shah	68.11759	26.9423	good	Asia/Karachi
2017-05-31	Olupona	4.18333	7.6	accep	Africa/Lagos
08/20/2016, 00:00:00	Valday	33.2525	57.97472	building	Europe/Moscow
2012-11-01	Gingee	79.41727	12.25282	accep	Asia/Kolkata
16 Dec 2012	Hakodate	140.73667	41.77583	excellent	Asia/Tokyo
2017/07/10	Boo	18.28333	59.33333	maintenance	Europe/Stockholm
02/20/2019, 00:00:00	Troutdale	-122.38731	45.53929	accep	America/Los_Angeles
09/19/2015, 00:00:00	Rafaela	-61.4867	-31.25033	good	America/Argentina/Cordoba
12/24/2021, 00:00:00	Martinsburg	-77.96389	39.45621	average	America/New_York
24 Apr 2013	Betamcherla	78.14797	15.45144	building	Asia/Kolkata
12/10/2015, 00:00:00	Guapimirim	-42.98194	-22.53722	building	America/Sao_Paulo
16 Jul 2019	Lagos	3.39467	6.45407	accep	Africa/Lagos
2016-08-18	Bonoua	-3.59625	5.27247	building	Africa/Abidjan
17 Dec 2013	Pilar	120.56528	14.66	good	Asia/Manila
02/27/2016, 00:00:00	Pleasant Prairie	-87.93341	42.55308	average	America/Chicago
2018-07-29	Stade	9.47629	53.59337	good	Europe/Berlin
2018-01-09	Darreh Shahr	47.3799	33.14447	good	Asia/Tehran
17 Apr 2013	Rosemount	-93.12577	44.73941	average	America/Chicago
2020/07/27	Ambatondrazaka	48.41667	-17.83333	building	Indian/Antananarivo
2022/04/02	Valletta	14.51472	35.89972	average	Europe/Malta
21 Jan 2017	Marau	-52.2	-28.44917	average	America/Sao_Paulo
09/12/2022, 00:00:00	Colomiers	1.33467	43.61058	excellent	Europe/Paris
20 Feb 2015	Thap Than	99.89166	15.46063	average	Asia/Bangkok
03/23/2020, 00:00:00	Jagna	124.3697	9.6531	accep	Asia/Manila
2013-10-20	Jaworzno	19.27498	50.20528	excellent	Europe/Warsaw
07/29/2013, 00:00:00	Deltona	-81.26367	28.90054	good	America/New_York
2020/10/19	Lebanon	-84.20299	39.43534	good	America/New_York
03/14/2017, 00:00:00	Yao	135.6	34.61667	average	Asia/Tokyo
19 Feb 2020	Novara	8.62118	45.44694	average	Europe/Rome
2019-09-23	Ishim	69.49015	56.11281	average	Asia/Yekaterinburg
30 Jun 2014	El Achir	4.62744	36.06386	accep	Africa/Algiers
2014-12-16	Kireyevsk	37.92792	53.93361	excellent	Europe/Moscow
2014/09/02	Sillanwali	72.54064	31.82539	excellent	Asia/Karachi
27 Jul 2019	Sambalpur	83.97573	21.46527	average	Asia/Kolkata
12/02/2021, 00:00:00	Messaad	3.50309	34.15429	maintenance	Africa/Algiers
11/02/2014, 00:00:00	El Achir	4.62744	36.06386	excellent	Africa/Algiers
05/07/2022, 00:00:00	Skalica	17.22635	48.8449	excellent	Europe/Bratislava
06 Mar 2018	Otradnyy	51.3452	53.37596	good	Europe/Samara
2015-01-25	Skalica	17.22635	48.8449	building	Europe/Bratislava
07 Jun 2018	Busia	34.11169	0.46005	maintenance	Africa/Nairobi
2014-07-21	Damnoen Saduak	99.95469	13.51825	maintenance	Asia/Bangkok
2020-12-18	Gaya	9.0027	11.86064	excellent	Africa/Lagos
12/24/2012, 00:00:00	Yanliang	109.22921	34.65918	average	Asia/Shanghai
2021/07/13	West Chester	-75.60804	39.96097	average	America/New_York
04/10/2022, 00:00:00	Pato Branco	-52.67056	-26.22861	building	America/Sao_Paulo
13 Apr 2016	Ada	-96.67834	34.77453	good	America/Chicago
17 May 2019	Sharypovo	89.20083	55.54028	maintenance	Asia/Krasnoyarsk
2013/05/02	Bachhraon	78.23456	28.92694	excellent	Asia/Kolkata
03/04/2017, 00:00:00	Sherwood Park	-113.3187	53.51684	good	America/Edmonton
04/20/2019, 00:00:00	Tarkwa	-1.98956	5.30383	average	Africa/Accra
2013-12-24	Sicklerville	-74.96933	39.71734	building	America/New_York
16 Feb 2014	Brierley Hill	-2.12139	52.48173	maintenance	Europe/London
15 Jun 2018	Mwandiga	29.65806	-4.83	accep	Africa/Dar_es_Salaam
2020/05/25	Astara	48.87498	38.45598	good	Asia/Baku
2020/09/28	Socorro	-73.26022	6.46838	building	America/Bogota
04/16/2015, 00:00:00	Kendall	-80.31727	25.67927	excellent	America/New_York
2017/09/18	Glogovac	20.89389	42.62833	accep	Europe/Belgrade
2019-03-06	Oldenzaal	6.92917	52.31333	average	Europe/Amsterdam
26 Dec 2020	Kanganpur	74.12286	30.76468	average	Asia/Karachi
2018/04/08	Norwalk	-82.61573	41.24255	accep	America/New_York
2020/09/02	Dahlem	13.28702	52.4581	excellent	Europe/Berlin
17 Oct 2019	Cavaillon	5.03586	43.83125	average	Europe/Paris
19 Jan 2022	Varadero	-81.24441	23.15678	good	America/Havana
08/24/2020, 00:00:00	Labuhan Deli	98.6738	3.7278	average	Asia/Jakarta
2012/12/22	Campobasso	14.66737	41.55947	average	Europe/Rome
2021-09-18	Fitchburg	-71.8023	42.58342	average	America/New_York
2019/12/29	Temse	4.21372	51.12794	maintenance	Europe/Brussels
17 Feb 2014	Murray	-88.31476	36.61033	building	America/Chicago
2018/04/19	Shreveport	-93.75018	32.52515	average	America/Chicago
2015-01-21	Teghra	85.94001	25.49043	good	Asia/Kolkata
04 Nov 2013	Jerada	-2.16	34.31	maintenance	Africa/Casablanca
09/09/2014, 00:00:00	Dahlem	13.28702	52.4581	average	Europe/Berlin
05/13/2013, 00:00:00	Srinagar	74.80555	34.08565	accep	Asia/Kolkata
09/30/2017, 00:00:00	Agrigento	13.57661	37.31065	accep	Europe/Rome
11 Sep 2013	Somma Vesuviana	14.43865	40.87329	good	Europe/Rome
2014-12-11	Kingston upon Hull	-0.33525	53.7446	building	Europe/London
06 Sep 2018	Fairview Heights	-89.99038	38.58894	accep	America/Chicago
2014/09/09	Gronau	7.02238	52.21099	excellent	Europe/Berlin
2014-06-18	La Garenne-Colombes	2.2469	48.90472	building	Europe/Paris
2013/02/02	Hlukhiv	33.9162	51.67822	accep	Europe/Kiev
2018/03/03	Montecchio Maggiore-Alte Ceccato	11.412	45.50369	average	Europe/Rome
05/29/2014, 00:00:00	Dax	-1.05366	43.71032	maintenance	Europe/Paris
2016/02/03	Aguilares	-65.61427	-27.4338	maintenance	America/Argentina/Tucuman
11/30/2014, 00:00:00	Ganei Tikva	34.8732	32.05971	good	Asia/Jerusalem
03 Oct 2017	Baza	-2.77259	37.49073	good	Europe/Madrid
06/19/2013, 00:00:00	Antipolo	121.12251	14.62578	average	Asia/Manila
08/28/2017, 00:00:00	East Jerusalem	35.23388	31.78336	maintenance	Asia/Hebron
03/30/2016, 00:00:00	Hardenberg	6.61944	52.57583	average	Europe/Amsterdam
2015/07/14	Shahre Jadide Andisheh	51.0193	35.6803	excellent	Asia/Tehran
2013-12-20	Gernika-Lumo	-2.68333	43.31667	excellent	Europe/Madrid
2014-08-26	Gaziantep	37.3825	37.05944	average	Europe/Istanbul
10/29/2019, 00:00:00	Changzhi	111.73861	35.20889	accep	Asia/Shanghai
26 Jan 2017	Norco	-117.54866	33.93113	excellent	America/Los_Angeles
27 Aug 2014	Lancing	-0.32247	50.82882	accep	Europe/London
2021-02-08	Boyeros	-82.4017	23.0072	accep	America/Havana
2013/05/06	Petrozavodsk	34.34691	61.78491	accep	Europe/Moscow
2012/12/29	Hueytown	-86.99666	33.45122	building	America/Chicago
2019-05-11	New Kingston	-76.78319	18.00747	accep	America/Jamaica
2021/11/28	Isfahan	51.67462	32.65246	average	Asia/Tehran
2014/03/01	Durazno	-56.52361	-33.38056	good	America/Montevideo
2016-04-17	Jaruco	-82.00919	23.04419	building	America/Havana
2022-02-25	Parkent	69.67639	41.29444	average	Asia/Tashkent
2014-05-29	Port Richmond	-74.13653	40.63316	building	America/New_York
06 May 2016	Hermsdorf	13.31783	52.61131	good	Europe/Berlin
12 May 2017	Tiruppuvanam	78.25795	9.82564	average	Asia/Kolkata
05/31/2017, 00:00:00	Ngemplak	110.71639	-7.54972	good	Asia/Jakarta
03/16/2013, 00:00:00	Itaperuna	-41.88778	-21.205	average	America/Sao_Paulo
2016-08-08	Pekanbaru	101.44167	0.51667	accep	Asia/Jakarta
11/19/2014, 00:00:00	Tudela	-1.60452	42.06166	good	Europe/Madrid
06/04/2022, 00:00:00	Floridsdorf	16.4	48.25	accep	Europe/Vienna
03 Apr 2020	Jhol	68.88871	25.95533	accep	Asia/Karachi
2019-07-16	Gavrilov-Yam	39.85331	57.30185	accep	Europe/Moscow
2017/12/16	Pandua	88.28637	23.07492	average	Asia/Kolkata
06 Dec 2020	Licheng	113.82465	23.29549	maintenance	Asia/Shanghai
18 Mar 2017	Collinwood	-81.56929	41.55838	average	America/New_York
