PAHs	NOx	Pb	warning	latitude	SO2	CH4	CFCs	PM10	longitude	NH3	C2H3NO5	O3	CO	PRES	PM2.5	H2CO	TEMP
8.59269	8.85201	29.04856	1.00000	35.89972	7.89836	10.85570	79.88407	7.70250	14.51472	9.93990	1.77429	10.30410	7.85203	1051.22962	10.92756	72.34926	-3.85710
8.60940	6.89601	72.33638	0.00000	58.63667	9.74798	6.38285	78.32691	7.81709	59.80222	7.13678	1.60975	7.68570	9.96198	1071.58008	8.12735	52.38057	24.41991
8.59616	8.88548	32.16719	0.00000	28.88162	8.42279	7.49638	65.10508	8.19324	120.03308	9.23754	2.30939	9.16693	10.52041	1056.38472	9.15184	67.77588	6.41021
7.72815	10.20966	42.46596	0.00000	-20.88231	9.37085	7.90984	75.62882	5.65390	55.4504	6.51755	0.83447	9.30515	7.24885	1130.09338	12.07484	50.83751	14.87727
9.74757	7.62730	60.42474	0.00000	9.82564	8.73817	8.92888	89.06962	7.61712	78.25795	7.10360	1.83753	5.32855	11.35016	1159.37256	9.40248	44.60354	2.96594
7.89980	9.29122	52.33569	1.00000	22.4711	9.63751	9.88696	80.09284	7.45497	88.1453	6.63020	1.59484	7.28504	11.51712	1195.90442	11.64000	44.15429	18.67183
10.33065	8.17327	53.14188	0.00000	-5.85746	7.45002	7.07157	61.55699	7.09850	144.23058	7.31753	1.49087	5.05896	10.14524	1060.99677		28.34803	11.51475
8.13289	8.28878	63.42034	1.00000	16.68911	6.88163	11.59288	73.99829	7.72477	98.50893	8.58992	1.56051	10.07395	8.28662	1075.83000	9.89751	55.04109	25.25790
10.37698	8.52665	58.64880	0.00000	-34.28853	8.70129	3.81254	71.19793	7.41741	146.05093	8.04680	1.45434	12.32015	9.59365	1176.97993	8.96895	29.10889	10.77882
9.60743	8.92592	47.14763	1.00000	22.37066	9.35031	10.93202	69.35086	6.95756	114.10479	8.15317	1.15165	7.27802	7.51762	1111.88444	6.32041	56.69664	5.70407
9.16184	8.12892	44.74974	0.00000	19.21667	9.91048	7.78695	69.95560	6.09620	73.08333	4.93255	0.97123	9.63354	9.38848	1149.60520	10.83464	50.25027	7.69938
8.81130	9.72419	50.97163	1.00000	-8.73508	9.58987	7.72591	78.74743	8.31999	24.99798	6.16891	2.20618	11.46925	9.29093	1087.65994	11.33435	62.52767	21.90414
9.59588	7.94481	33.84745	1.00000	35.82756	7.10092	9.25138	84.52880	7.50005	137.95378	10.75085	1.63612	9.91924	6.30570	1112.87852	9.66216	52.64257	26.76109
7.46139	8.56738	49.93549	0.00000	41.27194	7.94438	3.30495	82.43748	8.98631	123.17306	8.17082	4.25549	10.56979	7.16424	1092.77566	9.58526	46.70563	16.53862
8.45402	8.38802	50.88175	1.00000	36.61954	10.18574	11.23107	66.10766	6.30743	4.08282	10.37706	0.87840	10.58521	8.47666	1103.70043	7.60781	47.52568	-0.18719
9.53141	7.94602	69.91730	1.00000	42.16808	7.31150	9.65139		6.60341	-88.42814	6.77316	1.10540	9.10918	11.09724	1152.46651	10.20536	55.07520	14.73692
9.19434	7.47135	60.26053	0.00000	32.65246	5.83994	5.70580	75.80057	8.84525	51.67462	5.50361	4.07789	5.71979	9.76102	1174.81861	6.28326	44.64316	8.00834
6.97362	6.38074	45.61171	1.00000	31.76212	7.66341	7.11829	61.92033	7.68703	-95.63079	4.14381	1.98397	9.96622	11.87020	1181.86850	10.84043	49.44785	9.57460
9.03135	10.69544	56.14403	0.00000	40.63316	8.45654	7.96449	86.13162	5.87714	-74.13653	7.48040	0.74806	7.02586	8.91960	1129.68820	10.79111	33.00279	17.82937
8.61478	9.75247	49.80466	1.00000	53.6052	9.76214	8.26951	85.66970	6.07172	10.03988	8.48812	0.98218	10.97320	10.37991	1111.14917	8.82521	50.95392	-3.18844
9.49028	7.37825	62.18710	1.00000	53.49389	9.94143	10.42673	74.74596	6.74250	-1.29243	7.61135	1.09897	9.67949	10.10244	1052.05565	8.65368	61.89743	13.07705
8.70282	6.21673	44.39068	0.00000	47.30997	7.47525	8.39097	61.88154	7.38326	8.52462	8.43756	1.34598	8.00295	9.74783	1050.80679	11.05911	29.54442	6.12167
7.82445	6.71120	43.78185	1.00000	38.58894	9.94554	11.99008	63.93997	6.78911	-89.99038	8.87671	0.82623	10.93631	7.98109	1171.24321	9.89044	48.27070	1.13502
	7.76265	39.94268	1.00000	43.31667	9.46606	8.72737	76.95744		-2.68333	11.36495	6.90719	7.42270	6.61392	1102.96462	9.08056	72.35288	28.96183
10.34990	8.44633	65.27766	1.00000	41.9001	8.72505	10.81677	82.50860	7.25921	-71.08977	8.66694	1.50652	9.88961	8.92060	1162.85491	10.77620	42.79731	0.28722
9.07976	8.61284	48.94981	1.00000	47.56494	10.03408	10.95532	62.65984	6.40314	31.33078	9.77408	0.64803	11.37321	7.86686	1140.07112	5.63530	59.03256	17.66579
8.68537	7.71753	49.76819	1.00000	38.58894	8.06955	8.73391	72.88870	8.30293	-89.99038	5.94590	2.55654	9.52441	10.40645	1169.48635	10.93454	60.66139	11.05071
9.17134	9.00686	59.68703	0.00000	-23.7975	8.18449	7.37521	80.44462	7.58575	-48.59278	7.03373	1.86968	5.24029	10.42245	1081.10285	8.98327	45.41566	1.03251
7.02363	9.14601	48.95242	1.00000	57.30185	10.44861	8.38355	72.98717	6.91899	39.85331	6.94000	1.16676	10.25443	10.72095	1148.50382	9.01172	47.21207	-4.21484
8.30032	8.53723	57.93123	1.00000	31.64615	8.32067	11.54588	67.27237	8.38482	120.74221	6.20983	2.13445	9.81454	8.49660	1164.58106	12.02867	35.07119	6.35681
8.96725	9.01488	53.89662	0.00000	42.58342	9.98234	6.99729	82.59785	7.73307	-71.8023	7.20403	1.51791	5.06920	10.73796	1138.75980	7.63986	39.81008	19.96442
9.17082	9.02351	73.28670	1.00000	11.50526	9.77479	9.22308	76.08196	7.27575	77.23826	7.50968	1.32546	9.30056	10.51211	1055.15738	10.05121	89.70790	15.66867
9.42033	8.15032	33.33749	1.00000	6.95194	7.40161	9.14444	70.33881	4.50376	121.96361	7.96456	0.92662	12.74526	10.09495	1113.23235	6.50850	48.64752	16.93375
8.72723	7.50655	31.92167	0.00000	44.31771	8.30670	9.81624	73.99554	8.13552	9.32241	8.75033	2.02920	10.99485	11.01448	1080.87436	7.71676	79.96913	25.59983
8.43252	8.10707	50.16180	1.00000	31.28092	7.33191	9.89776	78.02517	7.10231	74.85849	10.30425	1.24354	10.64510	7.73241	1076.84227	7.90213	73.07936	17.81798
8.40638	8.40550	35.07359	0.00000	-28.44917	9.01996	5.24362	60.21398	7.16092	-52.2	8.49107	1.47056	8.68612	9.42209	1066.26744	10.67609	47.92602	9.04498
8.48283	8.61533	49.83705	1.00000	-21.41222	9.19466	8.87843	77.49487	6.84195	-42.19667	7.44611	0.90237	11.37921	9.61053	1077.13218	9.89864	74.42463	0.67428
9.51239	8.50066	32.02083	1.00000	39.71734	8.83182	12.43586	86.26839	7.65231	-74.96933	10.61226	1.70299	10.23490	10.29349	1146.13971	9.56700	44.03500	11.34214
8.52382	9.60553	55.37045	1.00000	18.42745	8.52576	9.96995	82.15443	8.90170	-67.15407	9.15382	4.45520	7.61805	8.06487	1083.67442	6.44438	37.16192	8.93035
7.51093	9.69201	39.97321	1.00000	51.08468	8.45768	9.88369	77.39352	9.13657	7.11393	9.71052	5.27635	9.12734		1105.99710	6.27226	57.69294	-0.30287
9.17511	9.68875	61.84473	0.00000	48.07667	7.94300	6.53197	73.14820	7.51635	8.64409	8.41725	1.56366	7.91299	10.49874	1164.11212	10.52112	58.92143	12.51269
8.77904	7.47360	35.51232	1.00000	48.8449	8.10880	9.76617	78.98506	7.38534	17.22635	7.16337	1.22877	9.72323	10.06278	1176.71466	9.31489	53.27002	
8.00773	7.71019	70.50712	0.00000	-30.60106	7.85187	7.40957	76.85523	8.14333	-71.19901	9.57966	2.38232	9.74355	11.69092	1067.40151	9.47265	49.79917	11.70005
	8.64452	63.49674	0.00000	29.21399	8.99690	9.35467	55.90849	8.20572	78.95693	8.19240	2.29733	9.44874	9.09108	1070.73548	8.95167	64.86291	25.70984
8.28217	7.66858	55.60957	0.00000	24.81757	7.34975	9.50576	79.05709	4.50006	84.63445	8.81514	0.72657	7.15747	9.46228	1191.23758	9.23862	67.82971	-3.99958
8.30181	7.26671	32.41753	1.00000	31.64615	8.63666	10.08303	73.62642	7.28124	120.74221	6.68994	1.44687	9.70300	10.02876	1128.70503	9.87427	66.82445	13.44466
7.25275	7.91955	70.79633	1.00000	4.88441	7.23833	8.63045	60.13946	9.21191	101.96857	2.46655	5.68897	10.02463	10.73568	1109.88842	10.63014	39.26695	17.40189
6.64520	8.00235	44.87871	1.00000	51.08468	7.61518	6.57398	77.15837	6.44794	7.11393	11.25141	1.25505	12.88610	4.01694	1053.86721	9.03293	55.25578	10.00478
8.88883	9.52096	24.24460	1.00000	20.28527	7.73225	13.65151	78.47282	6.08931	-103.42897	8.31052	0.44523	10.38645	9.41632	1142.66545	5.96752	53.00963	15.44001
9.67442	7.76908	52.27314	0.00000	-34.64167	6.76103	3.33795	74.30171	7.18842	-60.47389	5.33365	1.18583	12.03453	8.36474	1157.50265	10.97201	37.12981	11.07499
9.42730	10.38255	33.89209	1.00000	30.24706	10.66296	9.95720	76.22544	7.01532	115.04814	7.60845	1.49111	11.67153	8.76225	1097.20073	9.25280	54.77454	27.28391
9.59286	8.95098	34.08229	1.00000	43.35071	11.13752	10.63832	75.53836	7.55899	46.10925	9.00382	1.36685	10.02717	8.66680	1072.11764	10.28572	57.85560	3.26608
8.28527	10.21392	29.75914	1.00000	41.63976	8.53667	12.04685	69.72004	7.85651	2.35739	9.33539	2.04612	8.64316	7.73718	1066.43273	7.80954	54.88552	20.56621
8.26565	8.40913	41.82470	1.00000	12.74482	8.22635	10.70252	86.51923	8.98352	4.52514	9.25195	4.29648	8.33614	8.10076	1143.84219	7.55049		26.45473
7.46062	8.31902	42.31928	0.00000	53.14657	10.10290	6.57259	74.70578	9.68348	140.72287	7.55743	7.94235	6.72506	12.59867	1077.26446	8.35352	49.88684	3.88338
7.33676	9.72251	49.74928	1.00000	19.04222	7.26038	9.60740	74.81468	8.83541	-98.11889	3.86728	4.14274	8.38698	11.06586	1195.48259	10.69925	31.69609	15.65681
9.13330	8.66392	72.30932	1.00000	6.46838	9.35138	7.58728	65.98422	9.03459	-73.26022	11.32093	4.75447	10.56357	7.48582	1058.92984	7.70913	34.70539	22.97344
8.54085	6.19884	39.89537	0.00000	13.70727	8.04949	8.08605	76.29492	8.74334	9.15013	8.47288	3.76381	9.13485	9.87774	1180.48023	9.11735	61.38726	38.68762
9.25286	8.61444	67.89626	0.00000	-27.4338	7.82187	8.07107	82.27755	8.51263	-65.61427	6.29941	2.96057	4.13787	11.44243	1142.17852	8.02491	50.99935	22.46881
8.43323	10.04745	45.88150	0.00000	60.02427	7.83706	4.78869	74.64057	8.50580	30.28491	5.28916	3.12982	8.46076	7.82750	1169.27051	11.20793	35.01280	13.61320
7.74038	7.92597	64.15219	1.00000	36.08497	9.44514	8.45797	83.56058	8.28318	9.37082	9.47073	2.24507	8.74318	6.81662	1057.65689	5.78650	61.98959	20.62952
9.93553	9.51207	31.34520	1.00000	26.2173	8.89542	9.47824	82.53066	7.85432	-80.22588	10.26831	1.47375	8.58390	6.72852	1110.98934	9.20911	38.32136	19.21406
8.74038	7.69047	59.05748	1.00000	51.42708	9.41028	9.10390	78.36519	8.27702	-0.91979	10.06361	2.51072	7.50949	6.43493	1182.50553	7.76252	48.77232	28.99139
9.45220	7.04080	36.96554	0.00000	61.72744	7.10195	10.03821	77.03204	6.63196	17.10558	10.87779	1.46081	9.34698	7.49227	1195.41640	9.37435	59.20593	15.83794
8.43112	8.07446	58.70505	1.00000	19.21667	9.58112	12.15905	69.24468	7.79568	73.08333	7.90973	1.84588	8.98085	8.81686	1093.80564	10.54139	55.89154	18.93545
8.46410	8.22492	27.84983	0.00000	12.74482	8.89086	4.53988	67.79053	8.07254	4.52514	9.17061	1.96312	11.10375	9.49458	1112.06834	9.79470	68.32260	17.95772
9.26888	7.65372	59.90994	0.00000	52.4581	10.44237	9.02969	58.74333	7.43782	13.28702	7.55681	1.55622	11.12531	12.04091	1075.33565	8.66572	50.73195	9.35749
8.93331	7.95707	27.39512	0.00000	50.75767	9.77291	7.41659	81.51457	7.51032	-1.5443	3.79426	1.37201	8.05398	7.00002	1100.75812	10.59035	57.01489	36.55129
9.13874	7.94553	60.17888	1.00000	37.05944	8.94817	10.47035	70.64598	7.47322	37.3825	10.80643	1.55015	9.13758	7.85454	1105.10764	10.35166	59.11989	5.29557
11.27429	8.95747	19.99934	1.00000	25.95533	9.16350	8.38051	78.76359	8.19503	68.88871	9.77860	2.32182	11.37167	4.67893	1060.65943	7.19284	62.41291	10.69889
8.44683	8.28723	54.49717	0.00000	-20.88231	9.60768	7.65786	76.49737	5.76384	55.4504	6.51987	0.73881	8.72605	7.43006	1072.75482	9.85883	36.78919	12.43443
9.60425	8.77943	70.43275	1.00000	33.42585	8.50193	9.92241	60.82090	8.46416	-6.00137	7.04505	3.06891	8.85406	9.67066	1137.73037	11.69303	57.96283	-1.23997
7.49572	9.19479	50.43778	1.00000	46.08333	8.24053	12.16740	64.51405	7.81479	122.08333	8.10738	1.58263	9.43098	9.19982	1193.82470	4.93308	58.47442	17.04171
10.20690	8.20504	45.97803	1.00000	29.65163	7.98850	10.53221	71.81471	8.60480	-82.32483	4.72645	3.29340	11.39972	8.42295	1191.43173	11.29604	38.30613	11.92559
7.57252	9.14685	84.23082	1.00000	60.2052	8.65221	12.97506	72.90616	6.88026	24.6522	10.97218	0.92667	7.07569	9.56085	1088.59364	8.73527	53.00096	22.98802
8.47884	10.41609	64.56220	1.00000	43.16547	9.01851	10.32178	63.19689	8.22044	-77.70066	4.82437	2.57083	8.88985	10.37396	1071.51907	11.39374	49.27694	11.98903
6.77246	7.33535	20.54118	1.00000	-8.73508	9.35986	11.74008	72.95641	6.95086	24.99798	7.74026	1.07709	10.75152	8.57262	1157.75585	9.74444	54.85946	24.73827
8.03706	9.01611	53.47801	0.00000	22.75218	10.26317	8.55600	68.25337	8.12752	72.68533	9.07630	2.14744	10.18343	11.20510	1162.40947	7.68200	76.88012	22.64861
7.56322	6.73811	60.99181	0.00000	23.73333	8.19807	6.75489	80.63627	7.94841	114.68333	9.15929	1.53425	8.37006	11.65036	1139.21936	11.12093	54.93192	-3.57017
7.76108	7.65559	59.42936	1.00000	-25.42944	8.10063	8.25648	79.98601	5.90390	-50.00639	10.17168		11.11424	5.59165	1094.40467	7.99421	85.01580	15.66012
9.41764	9.40463	54.87247	1.00000	15.45144	6.96240	10.67190	76.20987	6.54536	78.14797	9.27681	0.66414	9.43344	8.28230	1154.32597	6.93301		13.85471
7.97350	7.97658	62.76829	0.00000	31.78336	9.33286	6.04734	70.05693	5.65558	35.23388	4.82131	0.96918	11.68998	9.56633	1066.23243	10.85655	42.86635	1.81027
10.04764	8.47394	40.54990	0.00000	36.82167	9.51577	9.09976	80.93231	4.45459	128.63083	5.80163	0.82992	10.51189	12.26025	1113.41907	10.19868	65.72586	
7.48263	7.62728	42.74209	1.00000	6.45407	7.91572	9.55336	77.60261	8.72073	3.39467	5.36701	3.03214	9.79437	9.79114	1105.14169	10.53695	82.52614	-2.09481
8.58791	8.32860	57.64443	1.00000	0.49113	8.85784	10.06451	79.26818	7.13131	29.47306	6.41549	1.45813	10.41583	9.87950	1093.40369	9.50046	58.48217	31.95812
7.06485	8.61193	57.37773	1.00000	43.61058	6.81061	11.63581	68.77168	7.02948	1.33467	7.56840	0.96807	12.57043	7.38031	1194.33481	9.43826	43.14887	21.14899
8.19076	8.96035	43.67962	1.00000	45.40008	9.10367	10.25857	71.47485	7.05195	-73.58248	6.52445	1.10047	11.19803	9.33278	1197.06751	9.13890	49.25613	7.91255
8.61688	7.99579	44.93470	0.00000	36.61033	9.20731	8.94222	80.84942	6.99945	-88.31476	8.58371	1.46681	6.19592	11.71775	1071.94586	10.55311	82.54882	10.83139
7.23183	8.41949	54.72756	0.00000	45.51667	10.42147	6.63841	77.24800	6.16732	4.86667	7.28645	0.59357	7.83727	8.19587	1063.30590	10.17411	45.93349	24.63161
9.64432	6.64741	83.39563	1.00000	23.5654	9.16303	10.24987	74.99031	4.92352	119.58627	10.43106	0.77061	11.21058	7.20883	1102.21622	9.92062	58.15547	16.31130
7.70317	8.73111	30.70068	0.00000	11.12018		5.39899	58.74304	6.62560	76.11996	6.11534	1.65338	9.87970	9.07516	1115.75893	10.44484	57.74545	28.83375
7.85851	9.39305	65.06772	1.00000	53.69786	8.10946	9.28190	68.20192	6.61803	-2.68758	9.48539	1.00867	10.17503	9.47709	1163.95079	10.21941	43.47673	11.94785
8.87266	8.87198	67.00005	1.00000	31.64615	9.22484	9.28621	69.69458	9.56458	120.74221	8.39847	7.36879	6.77500	6.43265	1065.03253	6.65741	52.86482	26.11680
7.99519	8.22304	55.74301	1.00000	51.39148	8.43759	8.80695	80.03585	7.85282	-0.29825	6.21679	1.52507	8.95762	10.92979	1071.40247	10.07320	57.99389	6.79077
10.74443	7.16999	41.78753	1.00000	6.45407	10.52869	10.02110	73.04460	6.39647	3.39467	10.11893	1.22363	10.42198	7.52183	1068.98680	7.14939	45.31514	13.73292
8.35552	9.28283	43.63832	0.00000	47.98372	8.35096	10.20866	69.15346	6.23596	10.18527	5.75677	0.82896	8.21618	9.94015	1107.61493	10.27593	49.02088	20.33011
9.80087	9.79472	50.68601	0.00000	36.24624	8.65812	5.67444	71.07434	6.78787	139.07204	6.34030	1.21875	6.99592	7.51608	1182.70795	13.42024	54.68898	29.21695
8.25199	8.82000	54.03092	1.00000	51.88333	7.86376	10.44577	70.15705	6.48530	8.51667	8.89761	0.70048	9.08151	6.59189	1118.56073	6.10445	66.57943	20.69638
8.17718	7.51640	35.31610	0.00000	35.06544	8.08296	8.57398	83.02107	4.71728	1.04945	9.93682	0.40891	6.48743	10.15309	1076.11506	11.30383	31.01733	-5.65586
8.62848	9.01413	34.84891	1.00000	50.09019	7.89123	8.60788	68.83576	6.81527	8.4493	6.25274	0.92333	10.80569	10.53721	1096.10023	9.27568	33.11906	12.88632
9.89920	6.72280	42.83283	1.00000	50.75767	8.72986	8.80731	66.26263	7.68026	-1.5443	10.81980	1.95990	9.59904	6.63115	1138.92607	7.15584	65.27004	10.48735
7.28536	8.95272	50.43899	1.00000	33.37526	9.56210	10.90459	69.56620	7.13628	74.3092	5.57780	1.57364	9.96817	10.18641	1159.06740	8.27981	60.16477	7.00871
10.09987	7.96846	60.34501	1.00000	34.65918	8.96455	11.50469	75.53298	7.04358	109.22921	7.44021	1.39620	10.11047	9.10346	1184.09892	10.07134	47.64146	28.31162
8.05544	8.70542	54.89627	0.00000	50.26729	8.78509	8.45409	63.40462	6.04897	-119.27337	9.60678	0.66392	5.32342	11.65139	1087.51413	7.99552	43.81792	16.04110
8.17585	9.32623	62.50142	1.00000	17.30858	8.31234	9.29818	81.28269	7.28444	97.01124	9.78530	1.38725	7.29233	6.88414	1131.89641	7.00196	61.81020	9.03506
9.64179	8.70728	37.36537	1.00000	1.6561	10.12490	11.24620	77.82698		103.6032	9.64419	0.77679	10.38500	7.24776	1109.74341	6.70234	50.61906	20.66655
7.07724	7.65828	62.69763	0.00000	37.52487	10.27090	7.41123	75.24901	5.32512	-77.55777	3.36830	0.85859	9.96861	9.36720	1059.74473	11.38354	35.45266	21.30459
10.33281	8.96793	36.92715	0.00000	36.08497	7.99493	6.11245	77.97601	7.20700	9.37082	7.67367	1.26860	10.27106	9.07563	1198.42676	10.42695	49.07729	27.21322
9.20544	6.26342	25.00878	0.00000	-3.14306	7.47096	9.23058	86.09953	5.00622	-58.44417	10.22500	0.77301	5.43178	11.21427	1100.20501	11.40674	39.44882	20.71153
8.12453	7.97246	70.35347	0.00000	44.59445	7.92195	8.85162	58.36429	4.77564	11.04979	6.83689	0.86333	6.20921	7.99702	1098.72483	8.02852	35.63347	26.74050
9.28816	7.81555	68.91956	1.00000	49.5099	9.04599	8.60413	73.45735	7.47756	6.74549	3.98906	1.39594	10.84211	10.93182	1053.74330	8.46239	67.77696	9.05728
7.86593	7.21410	45.11611	1.00000	49.41029	7.68266	10.15441	83.09194	6.88061	38.15035	8.97393	1.13556	10.46284	6.81690	1117.14808	5.64331	52.82556	6.45630
8.50838	10.27523	25.51485	0.00000	50.74497	6.63839	8.84309	68.67802	6.49275	3.20639	6.13414	1.29605	6.53311	8.94773	1140.35546	10.30609	50.55059	37.42943
8.99661	7.51413	53.51110	0.00000	40.55851	8.66943	10.53533	79.03056	7.40782	17.80774	9.74204	1.35034	10.29277	6.50353	1190.46844	7.27844	52.57626	15.39689
9.78426	9.32860	17.71825	1.00000	-7.0981	8.72750	7.69256	81.35236	6.72397	109.3243	6.65125	0.82617	13.61688	8.87999	1154.02468	9.79503	35.75415	36.55281
10.63346	7.90927	32.50455	0.00000	55.1904	8.11648	7.15098	74.04993	7.10789	30.2049	5.97569	1.07213	8.77487	8.12331	1072.28925	11.00174	85.27983	24.58652
8.13176	8.37134	45.36840	1.00000	14.64056	7.84312	9.57336	75.36077	7.28336	104.64992	9.97950	1.85703	11.89736	5.94723	1134.88130	8.03858	48.94874	25.57679
8.83847	7.42555	50.68525	1.00000	14.14989	7.39111	7.80161	79.92169	7.43849	121.3152	12.08292	1.97025	12.43095	4.79402	1160.83326	9.36909	46.55353	3.57168
7.10446	7.69646	43.72011	0.00000	4.88441	8.97105	4.97432	79.05822	5.52900	101.96857	6.65005	0.82264	9.46383	10.41439	1056.85806	11.26937	50.18196	20.19212
9.26870	8.97181	49.20280	0.00000	-5.85746	7.19051	10.89290	77.54829	9.03814	144.23058	7.67288	4.48340	8.54280	8.76683	1178.01992	8.24287	55.48222	11.71336
7.54976	10.70333	74.20511	1.00000	56.03361	8.57181	9.84074	91.26332	7.56814	35.96944	9.53150	1.69744	9.64948	8.60999	1055.91338	6.08239	56.30622	20.35403
7.07923	7.93723	23.17823	1.00000	23.02677	8.61005	8.62105	76.14064	6.89430	113.13148	8.64040	1.13907	9.39937	10.41998	1094.67315	10.89527	69.33077	-0.58208
8.16777	8.46351	37.71206	1.00000	50.75932	7.68888	12.07789	65.49647	6.33264	25.34244	11.85746	1.10777	11.86532	7.02579	1134.99853	9.49690	50.27588	10.23042
9.14422	9.01527	84.27349	0.00000	51.12794	7.18199	8.53869	65.05322	8.16899	4.21372	4.94366	2.34825	7.06856	9.65541	1190.34484	8.49866	50.60894	14.17683
10.01786	6.53955	37.48498	0.00000	34.25628	7.90083	8.26641	64.40211	5.71591	-78.04471	9.02880	0.48267	7.61375	9.98380	1080.94058	12.82700	32.13571	3.65923
8.96821	8.98270	43.08436	1.00000	35.50056	7.70245	10.42266	76.03478	7.03217	117.63083	9.32409	0.87081	11.85610	7.65020	1081.79148	6.07119	51.58159	20.20318
9.40574	8.35656	58.34193	1.00000	33.41012	9.30157	11.39144	75.63721	7.08336	-91.06177	9.91562	1.51632	8.92489	7.38276	1162.59422	7.73943	53.45137	11.44271
8.77801	8.27736	57.13379	1.00000	-12.91667	10.16591	9.28664	72.95916	5.73717	-39.25	10.87306	1.07771	10.38512	7.37110	1131.51250	9.91624	34.94693	20.32885
9.64763	8.73250	49.10089	0.00000	40.85158	7.71221	7.83596	75.96024	7.50625	122.74754	6.54349	1.16131	2.86419	10.84358	1170.42818	5.86278	30.30680	18.72480
8.94709	8.23168	53.78437	1.00000	46.67535	7.44097	9.73861	76.13344	5.58906	5.55575	7.88474	0.46257	10.33659	10.50938	1129.09020	8.92658	31.55206	20.22809
10.13296	7.50233	72.04741	0.00000	28.15112	8.69969	6.09623	69.54700	7.62829	-82.46148	8.31632	1.60545	8.19023	10.23975	1103.26906	11.23720	52.77284	13.69602
7.78547	8.45921	40.00192	0.00000	34.77453	9.00925	8.12582	84.68893	5.59770	-96.67834	7.57330	0.80852	7.61715	8.53756	1080.63268	13.17749	43.28343	16.79063
9.19228	8.68044	28.44293	0.00000	32.05971	8.50462	7.31849	86.42084	7.21040	34.8732	7.76635	1.44921	7.10276	10.22072	1082.06554	9.23297	32.65306	21.99801
9.71924	8.53517	32.47119	1.00000	48.78232	6.85428	12.66009	75.45752	5.94538	9.17702	9.68946	1.36880	10.11682	7.33476	1150.62929	9.16490	58.01989	24.23237
8.51393	9.32532	36.54914	1.00000	48.77275	8.75048	9.86576	74.24530	6.98498	5.16108	10.55166	1.48791	9.56654	9.24731	1086.03571	9.15911	35.12875	12.15172
6.76945	8.78127	45.63451	0.00000	50.20528	10.44733	8.67900	76.94679	6.65992	19.27498	9.52468	1.22892	7.42974	11.66535	1079.01822	11.13663	37.21785	9.31980
8.01123	8.90854	54.12344	1.00000	9.15093	8.70472	8.99937	77.57039	9.42484	-79.62098	4.98153	6.10342	7.26451	11.48256	1152.17379	10.79224	48.68956	16.30474
9.69539	9.68839	45.89114	1.00000	19.04222	8.42206	9.69859	71.61018	6.38296	-98.11889	9.90701	0.93089	10.42642	7.23995	1071.73730	8.23770	48.60007	34.29984
8.62409	7.39269	40.61379	1.00000	-23.7975	7.43624	8.26084	78.64597	6.88059	-48.59278	10.03068	1.69815	7.94040	5.49249	1105.14415	7.56022	63.14826	20.52420
8.46248	9.60333	19.53305	0.00000	-21.44236	8.50022	9.39870	63.08001	6.38686	27.46153	8.17189	1.33129	7.07448	10.70286	1149.33556	11.60804	79.52305	35.24131
9.03347	8.51441	37.08830	0.00000	44.59445	8.42744	8.76880	76.80537	4.55788	11.04979	5.03970	0.91690	7.46081	10.86740	1135.64658	11.56893	53.45231	3.24438
8.39333	5.86252	54.78405	0.00000	50.8	7.74355	7.73653	90.28141	7.95691	3.16667	7.36125	1.85929	7.62527	10.80053	1193.60064	10.28779	61.05018	4.16852
9.46588	8.65433	35.88198	1.00000	53.93361	9.58498	11.39634	80.38494	6.67946	37.92792	8.42124	1.23264	11.96307	7.74635	1180.29450	10.04164	43.40501	22.62109
8.11525	8.15816	56.38374	0.00000	12.97389	8.65242	6.97456	74.24812	8.03980	123.99333	7.73385	2.08119	6.13047	11.06529	1152.31443	10.43314	44.81260	20.83983
8.27655	9.43964	32.07829	0.00000	5.4709	9.17712	4.65759	82.87599	8.31527	100.24529	9.90728	2.58193	10.57340	9.83894	1138.94909	9.25342	65.29232	14.48675
9.17592	9.10462	43.95010	1.00000	38.54491	8.07849	10.42019	61.73512	7.30290	-121.74052	6.82264	1.58485	10.95966	8.84637	1107.13211	11.36904	34.52961	16.52547
9.98936	8.69119	32.30117	1.00000	25.92127	8.38000	12.35176	66.97728	6.43171	86.79271	8.90641	0.93467	9.86149	7.44381	1072.71544	6.44701	61.19608	4.18840
8.59585	9.18025	59.10036	1.00000	-11.78333	7.89626	9.43921	85.60331	9.49939	19.91667	6.78291	7.02757	4.76897	12.19130	1112.62608	11.09458	42.84776	5.17107
8.42381	9.66251	53.30295	0.00000	-33.75881	8.91044	12.81443	77.83156	8.74070	150.99292	7.61047	4.00683	9.17404	10.52905	1169.50944	7.84535	66.67898	20.16122
8.05531	8.53410	71.94283		47.56494	7.90293	10.16131	78.60687	7.14666	31.33078	9.87334	1.28009		5.87498	1181.52217	8.18344	52.21459	10.45466
10.61926	7.78920	57.51757	0.00000	40.58654	8.17402	6.34575	80.25960	9.07943	-122.39168	6.81953	4.26546	8.53384	10.97029	1116.29670	7.95737	46.71740	21.35852
9.33453	9.37557	46.41530	0.00000	34.31	8.27264	9.87257	68.31912	6.90193	-2.16	8.25827	1.28070	9.15493	11.10748	1117.78121	9.45249	62.64427	27.75869
