PM2.5	O3	H2CO	SO2	PAHs	longitude	latitude	NH3	TEMP	C2H3NO5	CO	CFCs	PM10	PRES	warning	Pb	NOx	CH4
7.35262	7.90052	60.58819	5.74219	7.30809	111.50861	32.54278	5.60606	22.28079	1.03159	6.59689	57.50963	10.09290	1052.04069	0.00000	18.50998	6.58650	11.22152
4.64196	9.01601	52.05086	9.90364	8.96839	38.66667	-6.25	10.43376	14.79454	0.11535	7.81416	34.77288	6.47967	1194.42594	1.00000	50.95089	11.29649	7.15357
6.70604	8.41577	42.11045	9.72169	7.69838	-122.40433	37.71715	6.25820	21.47924	0.61750	5.38901	65.34208	9.45992	1191.51545	1.00000	54.78617	10.49729	8.51531
7.58748	7.97027	52.78706	9.34837	7.05624	79.5286	29.22254	10.97922	12.39681	0.46878	7.43303	56.53685	9.32274	1099.16874		39.11948	8.86938	10.48901
4.95566	10.04467	48.95018	9.80765	8.72354	-1.98956	5.30383	7.60068	15.43225	0.16322	7.96019	48.31741	7.66382	1159.94148	1.00000	52.45619	10.50554	7.87894
7.94383	9.32967	34.50106	9.23655	9.96003	46.58333	-21.15	7.90776	8.67552	1.36975	8.94940	76.20567	10.43135	1052.74076	1.00000	44.20590	10.99358	8.44840
9.45337	8.22199	60.39695	7.48973	9.34920	-0.2	51.65	6.65479	14.38183	0.03160	9.19775	56.61548	5.10212	1111.70257	1.00000	45.88903	4.89478	4.60516
8.42132	7.34695	48.11390	9.62464	9.52175	145.06667	-37.88333	3.98564	34.74477	4.63807	10.25694	51.77045	11.65169	1107.96900	1.00000	41.35500	11.35414	8.33370
7.03991	7.30261	59.10872	9.84557	8.81535	-71.19901	-30.60106	5.53632	18.27979	1.02507	6.57861	71.21256	10.11167	1128.78971	1.00000	28.56742	10.85349	8.46973
3.52501	7.78094	59.75066	8.37720	7.94132	103.61667	-1.6	7.08523	16.58979	0.07647	7.82718	66.29989	6.59594	1091.02275	1.00000	51.84177	9.65584	8.33294
7.31262	6.69497	34.49459	9.40390	8.16083	35.96944	56.03361	6.68215	-0.65739	0.91281	8.26955	47.89046	9.96946	1183.94342	1.00000	16.92946	11.18325	7.86178
9.98240	8.09179	56.86794	6.23091	7.94655	19.91667	-11.78333	9.13244	22.70725	0.08026	7.87961	41.42196	5.51646	1102.45869	1.00000	71.97156	6.29634	7.55171
7.26169	9.38910	43.86367	8.87975	8.28478	-122.2608	38.17492	6.63382	16.16177	1.26108	9.10248	29.31893	10.33951	1138.51719	1.00000	55.95646	7.21318	12.03394
9.10517	8.46042	24.07391	7.89199	8.27260	30.96755	49.07866	10.96654	16.57598	0.53453	7.97429	36.24818	9.35539	1131.93275	1.00000	36.23940	6.71580	6.40398
10.08466	9.23403	31.48615	7.96812	7.30820	128.63083	36.82167	10.32142	3.65189	0.09479	8.62230	48.75656	6.87329	1173.27547	0.00000	45.30260	10.44355	5.86698
6.23342	6.41948	37.50168	4.61621	8.28866	0.47713	51.39323	6.84984	42.99337	0.18124	10.14585	56.32002	7.95144	1146.55659	0.00000	75.90966	7.09385	11.13090
9.31738	8.86855	39.78093	7.90645	7.50226	4.8951	44.92801	10.92957	25.43031	0.16285	7.10452	58.78643	8.02767	1125.34482	1.00000	38.72453	7.24721	7.70349
5.63225	7.48998	22.21945	7.72110	8.33113	-59.13316	-37.32167	7.72572	7.13659	0.26000	6.91738	36.39714	8.61737	1050.62923	1.00000	25.02310	9.98827	8.72866
6.78497	8.12906	47.79043	7.21921	8.11840	8.63333	52.2	8.81049	30.62368	0.18823	7.07224	53.23502	7.76807	1175.78173	0.00000	44.84520	9.34475	7.50537
10.91989	9.32043	49.46204	8.51540	8.08615	51.0193	35.6803	11.26695	16.81053	0.04089	7.77700	30.51308	4.76058	1141.19462	0.00000	57.34711	7.83493	7.76535
10.03382	9.05770	48.84861	9.24933	8.73027	68.11759	26.9423	9.89636	16.79385	0.10725	7.78187	40.06620	5.27621	1132.45109	0.00000	40.02838	10.57072	10.21853
10.94943	9.28242	37.95284	10.95470	8.80675	117.59152	3.31332	8.93820	6.84934	9.60318	10.23824	61.21542	12.38310	1066.48653	1.00000	49.82562	10.17640	10.34261
7.24129	9.37239	38.32137	7.46911	7.86234	-73.9614	10.15031	6.71999	11.27632	0.91727	9.03089	30.40206	9.97250	1095.45482	0.00000	68.41973	7.47046	7.84897
9.08843	9.28092	54.10542	8.15425	8.33038	-73.95097	40.72371	4.76516	8.57040	3.29464	8.51600	56.15516	11.29726	1109.13883	1.00000	46.34828	6.79826	10.18931
6.14251	8.90787	25.67934	8.29555	9.40988	138.89585	36.33011	6.25118	21.83305	0.43245	7.80588	31.82848	9.19838	1136.34710	1.00000	15.62972	8.30246	10.60046
9.61035	7.06702	54.64764	8.97840	7.47131	1.6	43.11667	10.81552	7.49075	0.16718	7.88078	28.72390	7.57169	1052.49229	0.00000	26.74557	8.53628	6.22449
11.41016	8.72243	41.97830	10.97278	8.70716	121.3152	14.14989	8.94571	10.60194	0.06608	8.35826	68.29129	5.01963	1158.58732	1.00000	38.67538	8.14796	8.97398
8.31701	7.44043	32.18661	8.04825	8.16772	83.97573	21.46527	5.29302	25.58413	3.17660	9.67736	59.51105	11.26340	1163.51700	0.00000	40.02912	5.81174	10.74205
7.92647	9.31579	43.75848	10.78892	7.97387	27.06365	50.18545	8.08346	12.68455	0.74235	9.27479	19.28664	9.72830	1142.19248	1.00000	43.45703	10.11307	9.38188
10.02984	10.67029	38.03997	10.02871	8.67936	8.52462	47.30997	10.55959	20.62421	0.10931	9.39287	53.26629	6.26345	1155.65342	0.00000	28.09119	7.49564	7.70396
10.09151	8.50206	51.90337	9.32912	8.78172	6.26764	4.92675	10.44716	-0.94454	0.18941	7.34770	67.20968	7.68724	1113.28501	0.00000	36.87668	8.65533	5.95040
9.65651	8.61398	59.27283	7.06667	8.22569	-4.83076	39.96348	9.88896	13.65333	0.09479	7.70778	31.31642	7.22778	1127.21525	1.00000	51.25909	6.71381	7.29985
9.37961	9.61797	81.42631	5.17752	8.42539	-73.02841	-36.9256	10.20813	18.20010	0.11674	9.24035	41.35533	6.68979	1138.24580	1.00000	49.39859	10.10416	9.86005
8.13879	8.28141	58.71604	9.71937	7.01164	-87.71255	41.84364	8.99565	6.36399	0.53722	8.50684	52.91577	9.40464	1178.90498	0.00000	36.10886	9.91868	6.39767
7.15471	7.36214	29.69877	10.35969	9.58110	29.41824	45.99194	4.14902	19.54563	1.17618	7.46628	47.64297	10.26635	1174.90026	1.00000	60.29843	11.70698	7.58200
8.56155	9.92479	47.65206	10.20578	8.60805	-52.35558	-14.66463	8.30730	27.30712	1.52812	7.53754	63.47090	10.49144	1082.08703	1.00000	48.65257	8.66465	10.89889
8.45026	6.40068	30.43314	11.74113	6.85570	106.92667	-6.91806	8.73873	29.85804	1.03679	7.42000	28.28385	10.10797	1090.84441	1.00000	12.92507	10.98670	8.46343
10.13005	7.06904	64.80198	7.88339	8.56746	-66.8499	18.03496	9.35664	21.13096	0.15968	10.19611	62.16883	7.59409	1090.06070	1.00000	42.17092	7.43646	6.23391
5.84393	6.57903	54.74778	6.67906	9.81206	36.25361	47.48444	9.20458	5.74038	0.18573	10.03488	74.57444	8.19743	1124.65176	0.00000	36.86021	7.80512	11.80790
10.34330	10.59919	61.08919	10.21922	8.12599	-89.66123	21.28306	9.83119	23.20638	0.12025	7.80407	54.81819	6.45940	1103.94919	0.00000	40.39273	9.50835	8.72808
11.21853	7.05757	45.85281	10.82115	7.93923	-2.77259	37.49073	8.32745	14.20704	0.08629	5.69703	67.73071	5.24469	1186.96492	0.00000	27.95793	10.36009	7.94801
10.98873	7.96671	65.31258	5.19684	8.86097	-0.76773	38.38479	7.62703	31.65388	0.03081	9.53342	62.41993	5.29161	1104.79647	1.00000	64.69410	6.96352	6.09110
8.56393	8.18842	32.54142	10.11788	7.13372	-76.78319	18.00747	6.23942	18.00990	2.39720	9.44723	30.86471	10.97920	1106.29564	1.00000	53.70344	8.59798	11.20391
5.12063	8.11840	27.39789	9.76749	7.99055	-1.48119	53.0233	8.01370	29.07137	0.10757	8.43138	40.50404	7.50649	1124.38561	1.00000	38.90815	9.06369	9.61898
8.02563	9.12133	45.93295	5.20696	8.60236	-77.96389	39.45621	4.98311	11.63883	0.57314	7.15841	31.50951	9.50087	1063.96650	1.00000	61.09339	6.19179	10.56741
9.89415	8.12946	57.17782	9.22354	7.32785	2.29275	48.79325	11.03770	7.36889	0.03674	9.44499	66.47761	4.21201	1178.26426	0.00000	41.25131	7.95134	9.50912
4.30970	5.52471	30.45506	7.21138	7.77143	-2.01111	52.66277	9.60367	10.22131	0.32035	7.11822	44.97006	8.71942	1161.99098	0.00000	73.01802	3.62667	10.30697
9.03652	8.75443	52.09493	9.90627	8.86928	122.8637	9.3337	6.28406	18.73968	4.33139	8.86377	60.74090	11.57645	1096.43557	1.00000	27.20165	8.63954	11.30016
5.69466	8.49982	20.82437	7.88107	8.71385	104.64992	14.64056	10.60881	12.48325	0.14677	8.36839	31.18501	7.81875	1059.63050	0.00000	42.95733	7.94435	9.56815
6.93967	10.57404	44.79953	10.42874	6.39667	151.07986	-33.88096	6.94239	17.57672	0.44379	6.97312	39.23485	9.18194	1147.65910	1.00000	65.70911	10.06717	9.15928
7.43733	9.40773	43.02244	9.75305	8.06989	-73.02841	-36.9256	7.17584	23.27922	0.90927	10.24293	51.46277	9.98742	1078.62913	1.00000	55.19412	8.14752	11.31982
10.46309	7.10256	53.14194	11.48853	6.44311	123.17306	41.27194	6.78672	18.98464	0.09240	9.22213	58.30033	6.47886	1051.49086	0.00000	41.35525	13.23409	8.01996
7.33381	10.20722	44.08844	9.98113	9.06086	84.87144	47.46657	9.51813	29.72574	0.45337	8.03972	59.18014	9.14501	1146.09097	1.00000	33.70966	10.78745	8.04239
9.64084	9.43477	65.60608	6.85671	7.69474	101.44167	0.51667	7.64560	0.40470	0.08095	9.35942	35.56896	6.66204	1181.76917	1.00000	51.85710	7.78403	5.23312
7.76400	7.42275	29.79675	5.96966	7.41622	0.93333	52.68333	5.29156	22.98585	1.65997	8.63662	50.07434	10.57347	1092.57053	0.00000	63.63195	4.81591	11.63107
7.76237	6.49359	81.09039	10.57958	9.55515	77.70636	28.98002		22.95947	1.62624	8.71151	40.87935	10.57933	1088.11337	1.00000	49.53841	9.60057	9.92864
8.93310	8.61120	61.89914	7.62965	10.33811	29.00974	-24.19436	8.85506	27.14106	0.21263	9.52225	42.86456	8.23159	1129.36973	1.00000	52.27324	7.15762	5.05384
7.07570	7.78867	42.35587	7.40412	8.00539	-73.26022	6.46838	7.05953	38.36880	0.81087	7.55269	57.38445	9.83490	1056.40238	0.00000	43.27633	6.47239	10.07287
5.73620	8.56058	39.25691	9.55193	7.63781	128.62667	34.8825	7.87629	-5.70427	0.23803	8.22920	56.68856	8.35666	1053.92961	1.00000	50.39797	6.29929	12.69504
10.20125	6.61652	35.79858	7.03059	8.11229	68.75915	27.52948	11.35920	23.03703	0.12033	7.53084	20.93732	6.52294	1120.94603	1.00000	32.12655	7.54220	9.64244
10.15319	8.90404	45.19007	8.61021	7.09902	72.54566	29.69221	7.79871	27.10324	0.06355	6.62795	45.25296	4.07895	1145.01069	1.00000	42.93059	5.18360	6.03797
11.21563	8.42925	39.80892	9.48676	8.09719	137.95378	35.82756	9.66917	15.67194	0.06355	8.96078	36.24868	6.71404	1067.27237	0.00000	27.86732	9.13152	6.70895
9.00418	9.85884	54.67221	11.50005	7.26829	31.33078	47.56494	7.85317	12.79033	0.23855	7.60817	34.35834	8.40317	1115.62432	0.00000	46.91525	10.13149	6.28630
6.92223	9.71183	63.89664	9.08204	8.13166	24.43973	0.76755	5.99294	26.98526	1.16982	7.31433	32.11292	10.23554	1131.70420	1.00000	34.58848	8.58180	10.56221
11.77689	8.75850	53.28373	8.76367	8.30499	-67.33122	10.22677	9.48601	-3.83791	0.07009	9.14412	52.73500	5.08849	1094.78802	0.00000	77.71842	10.15384	6.66014
7.16535	9.92507	63.60999	6.70545	7.08092	103.65309	16.0567	6.33250	19.77168	3.24824	6.52875	65.40222	11.28369	1093.89117	0.00000	76.08629	3.68275	10.54085
8.42692	8.72098	35.39723	9.79909	10.44825	24.14662	65.84811	5.08122	13.62888	2.98783	8.70003	48.61490	11.21331	1160.32170	1.00000	55.53922	10.28038	9.41163
7.77616	7.65106	61.00383	9.45287	8.44110	31.3237	52.4089	7.86158	10.91965	0.93520	8.74962	44.64762	10.03170	1059.22151	1.00000	58.77086	9.72558	9.61236
4.00431	10.39565	37.66986	8.70010	7.67757	11.32903	50.9803	6.63304	19.04658	0.13427	8.61654	60.53911	7.10467	1175.18400	1.00000	62.16405	9.12563	9.29648
9.39546	6.54937	65.26910	9.93811	8.26670	34.37389	40.1675	9.80370	12.38800	0.05214	6.50218	58.31191	5.74679	1111.37163	0.00000	42.91484	7.96469	7.59904
8.36027	8.66675	33.03645	10.27288	6.10722	49.62251	27.0174	4.53467	25.46643	3.34784	8.54981	26.27970	11.32170	1190.27600	1.00000	61.54916	7.98962	11.64325
9.68584	8.82521	23.24799	6.30467	7.88042	12.1369	51.04962	9.31771	19.98204	0.07087	9.11944	43.59698	6.18165	1174.48750	1.00000	55.15830	8.23716	8.06375
10.36335	9.05734	58.60102	9.01180	8.05751	-87.70172	41.72059	9.55552	12.07286	0.08631	8.68501	49.59610	6.34185	1147.92995	1.00000	57.10058	5.80162	5.89655
11.34727	9.42619	43.77682	7.36270	9.02945	72.85107	19.30157	8.65228	-4.82057	0.07499	9.06114	12.52263	6.10970	1089.38506	1.00000	41.80811	6.44859	6.03678
10.17812	9.52999	51.00818	8.15784	7.38367	5.06258	7.50251	9.59901	1.80633	0.07239	6.83939	52.92655	5.62289	1062.10197	1.00000	68.08805	5.87995	6.77688
9.56374	7.49926	40.17604	10.71449	8.28651	4.25633	51.21187	8.46719	17.49994	0.06368	7.74963	37.33886	5.94143	1164.30032	1.00000	75.82684	10.41843	10.37195
7.55365	9.35765	48.00183	10.44962	7.33041	128.63083	36.82167	5.17808	23.74880	1.06785	8.81412	50.92624	10.12654	1101.65936	1.00000	54.36521	10.18787	9.20162
9.83576	7.84835	45.38328	10.42036	8.98883	135.31667	34.25	8.26230	15.95274	0.07458	8.42284	78.04466	5.24451	1116.97433	0.00000	38.54885	10.67516	7.66287
6.65180	7.14384	28.34503	9.51771	8.88389	-58.70072	-34.74785	6.68294	15.30645	0.44196	8.25836	40.66262	9.17698	1125.26998	1.00000	36.03118	10.79714	8.43425
9.98413	9.28437	58.21020	6.20344	8.92108	72.68533	22.75218	7.96864	23.97035	0.08976	7.62152	39.50883	4.99396	1163.79634	1.00000	53.35634	6.17911	6.61462
10.69467	7.95111	53.96098	6.66963	6.52510	-77.37331	37.60876	10.60236	20.29909	0.05986	6.44038	50.11418	6.14195	1175.65763	1.00000	61.14440	7.55706	8.97212
7.37812	7.57269	45.45497	9.19355	7.70263	-48.67028	-28.24	7.33207	6.64076	0.97118	8.27912	29.48564	10.01948	1192.74357	1.00000	54.79123	9.79056	9.47385
6.24386	7.76811	55.91813	6.33143	7.16295	120.4861	16.0438	7.25184	17.22409	0.31022	8.18934	37.54125	8.69574	1090.70765	0.00000	32.35368	6.48402	11.82620
7.68214	7.67074	32.26159	5.42471	8.70084	-6.03731	37.35813	8.52257	13.61527	0.07977		26.92975	6.39866	1160.99305	1.00000	39.79018	4.35523	6.58529
10.18929	8.38290	45.51551	9.16809	7.00272	103.81667	1.6	10.39777	20.41303	0.09813	7.38809	36.74510	7.42155	1102.44462	0.00000	61.56566	8.22284	7.58650
8.87346	10.17155	67.01665	4.47182	8.30870	-76.99081	38.96372	8.22354	20.69724	0.10929	7.64124	42.73371	6.67115	1122.51383	1.00000	52.66411	7.68999	6.63324
10.22212	7.62921	54.47378	7.13168	9.22749	37.99117	44.92934	10.81667	15.00405	0.13681	8.74301	43.21043	7.36101	1175.52685	1.00000	44.33165	7.20821	8.19171
12.87336	7.60871	41.83524	7.45682	9.64849	-87.70172	41.72059	9.64971	10.35443	0.07399	6.42269	77.31157	6.04746	1159.74563	1.00000	38.33349	7.95917	6.83840
6.89727	8.93589	35.20769	8.70668	7.53024	35.23388	31.78336	8.12176	19.80945	0.07579	7.83001	56.96769	6.80413	1069.67986	1.00000	55.21662	2.13807	4.39402
7.92061	6.31943	31.85815	7.57794	9.01198	3.87723	43.61092	5.78994	11.37266	0.63039	8.81914	67.90151	9.61257	1117.35301	1.00000	41.08183	8.36335	10.50918
8.54536	8.59279	31.25006	5.07161	8.47939	97.01124	17.30858	11.19445	9.76137	0.16888	7.30164	57.13192	7.56943	1178.21998	1.00000	39.36248	7.34769	9.31873
11.18455	8.54531	29.29980	7.91389	7.53992	9.5586	54.52156	8.97219	1.74935	0.10524	7.62399	44.43559	6.86040	1169.53454	1.00000	34.70775	8.87455	6.01631
7.46117	9.13791	50.11463	7.22965	7.86523	38.66667	-6.25	6.39200	8.34646	0.35992	7.57562	58.26369	8.96578	1104.99294	0.00000	48.12481	9.62990	6.97165
8.30181	6.73660	60.23656	5.88708	8.49419	27.06365	50.18545	8.37401	5.17546	0.10676	8.60286	62.88500	7.37503	1114.16278	1.00000	52.02768	6.43916	5.76147
9.77746	9.91243	64.74601	7.23955	9.20093	-85.43772	10.63504	10.17356	11.84682	0.11124	7.97541	29.71085	6.74346	1170.78919	1.00000	60.14596	6.15340	7.62199
5.75545	8.73657	60.17485	10.61302	7.79533	-75.69947	8.79577	5.93887	0.29696	0.23589	8.10077	59.97071	8.32363	1198.83448	1.00000	50.68289	9.67429	9.11069
8.28791	10.28275	52.26792	6.08529	5.99318	19.61222	44.97639	3.93394	4.57268	3.62197	8.49940	21.35555	11.39655	1178.07495	0.00000	58.97867	4.39303	12.85316
5.15591	7.15371	28.96804	4.28353	7.62590	-122.40433	37.71715	6.85980	7.93331	0.12567	9.16879	28.37056	7.18244	1162.06582	0.00000	59.64848	6.47881	11.95593
9.48172	6.40243	36.46096	9.71825	9.16826	101.96857	4.88441	5.54754	13.50401	5.39132	5.62552	62.29304	11.79611	1118.84891	0.00000	52.63297	8.80061	8.02784
8.00116	8.71887	56.92356	9.49119	7.57438	37.99117	44.92934	9.58298	16.33575	0.13603	6.72669	55.63468	7.46904	1080.96446	1.00000	58.85137	3.17356	5.09864
6.23430	7.52241	65.90468	9.35170	7.70871	-86.57415	15.48131	9.28675	19.92354	0.20337	8.50057	64.42418	8.37617	1197.22003	1.00000	33.49114	6.07511	13.05594
8.68583	6.46787	36.71468	11.14930	8.68511	10.03988	53.6052	7.70863	14.00476	2.53899	8.98292	34.41294	11.03765	1142.25562	0.00000	57.46546	9.13014	8.16761
11.19149	7.99232	50.98703	8.78087	8.83384	76.56719	24.41288	8.61684	16.35895	0.08359	9.82432	26.95300	5.91528	1161.88007	0.00000	42.83001	11.83025	5.82657
6.20964	9.82081	63.15835	8.79452	8.92445	100.24529	5.4709	7.97690	10.66559	0.36154	8.63433	62.42925	8.92124	1172.57922	1.00000	56.81766	8.65133	10.36960
5.40060	7.58924	57.11579	7.21466	8.13730	-98.1664	19.32932	8.85099	14.79146	0.52085	10.00492	53.53037	9.32779	1111.70785	0.00000	73.96214	4.27037	10.06176
5.31025	9.12614	69.72580	6.99318	7.94994	123.17306	41.27194	8.93221	14.95285	0.31213	8.25629	54.41311	8.73534	1088.51689	0.00000	45.65002	4.79853	10.31875
9.39191	9.38736	51.00432	7.24697	7.84816	-59.13316	-37.32167	9.95196	7.05483	0.05172	8.83594	46.25367	6.21229	1190.38884	1.00000	41.44220	3.99506	6.96631
9.84718	8.53929	54.47543	9.41156	8.51320	114.68333	23.73333	10.67065	21.54441	0.12417	8.94360	62.20224	7.58487	1132.11183	0.00000	50.17184	7.64916	7.90701
9.35572	10.86738	56.41613	9.88810	7.59964	29.91582	31.20176	7.07839	10.50687	5.49804	8.40767	62.59392	11.82236	1198.09579	1.00000	47.28198	10.96786	8.92537
7.35855	7.36538	43.52042	10.00033	9.09721	10.98461	48.35693	7.87510	32.97263	0.68859	7.69688	56.59351	9.65256	1097.67724	1.00000	57.83961	9.38291	9.82105
8.00971	7.18319	57.81500	9.85979	8.50345	53.26023	54.39304	5.81887	18.08597	2.19358	7.28591	38.02618	10.86173	1074.71927	1.00000	54.01868	8.45734	11.21998
8.18804	9.51767	74.63706	9.67095	10.78377	59.6	47.83333	10.73456	3.27240	0.19881	8.75669	54.03429	7.93661	1150.78220	0.00000	65.06207	7.70996	8.26719
11.09605	8.11388	54.19758	6.94944	9.71096	8.62118	45.44694	12.77624	23.60356	0.07014	7.07341	33.66316	6.41527	1181.53981	0.00000	35.58721	6.55815	6.23819
9.94076	9.60740	58.58769	6.45768	8.85068	4.82313	51.24197	8.64351	17.49131	0.11627	8.44853	50.21024	7.15940	1186.18307	1.00000	40.45837	7.35519	6.02990
7.11690	8.21420	60.92107	9.81642	8.83331	5.03586	43.83125	6.38595	10.32067	0.70432	8.99819	46.51375	9.65453	1150.81341	1.00000	42.42831	9.16435	10.08061
8.86363	9.03243	67.85045	10.34583	7.59235	3.39467	6.45407	7.73555	24.02277	0.09983	10.03746	37.36484	6.61381	1057.02513	0.00000	73.98611	13.08528	7.00363
10.26164	8.65318	48.94069	6.48420	9.42198	-89.99038	38.58894	11.10736	-12.10788	0.21030	8.83325	50.84289	8.21746	1119.59744	1.00000	46.42830	6.76007	7.45831
9.70760	7.37326	50.90925	8.96195	6.39207	99.89166	15.46063	9.88101	17.89630	0.08524	8.26718	50.64770	5.88312	1059.78094	0.00000	59.58294	9.48057	7.07289
8.43252	8.32726	35.38922	6.35073	7.92808	120.57224	15.72892	9.32867	25.26414	0.26331		58.74617	8.45104	1181.30064	1.00000	44.70625	7.80280	6.11497
8.40226	9.36543	56.44473	10.56787	9.00584	138.31667	36.65	7.15139	2.73965	1.40783	7.40868	35.25353	10.42106	1080.07092	1.00000	56.78448	9.54533	10.08052
8.78922	10.67676	36.27240	6.74594	7.80679	-6.90656	33.92866	8.42609	23.74616	0.16147		28.28901	7.96874	1182.92748	1.00000	34.65752	6.61508	4.89224
8.40207	8.05577	36.65206	8.65314	7.59908	-80.22588	26.2173	6.63223	29.46005	8.60431	5.92188	67.64684	12.26796	1165.81597	0.00000	55.99823	4.65669	7.91166
9.39539	9.46817	51.00867	8.82853	7.92723	11.18709	48.73218	10.42368	0.63037	0.11721	8.98560	39.20638	7.28239	1162.55577	0.00000	38.76085	9.71685	7.39702
8.88975	7.96979	37.99088	9.94034	9.42669	146.05093	-34.28853	7.86315	0.10206	0.15600	5.84081	56.58225	7.80190	1137.27614	0.00000	45.79192	12.61643	
11.52209	8.64318	28.99805	7.39758	8.82739	72.68533	22.75218	12.83444	7.05942	0.13669	8.87785	56.45026	7.52245	1180.86144	1.00000	33.83130	9.46845	10.38780
9.57624	7.48101	64.78431	7.03567	8.43304	81.54855	26.2649	8.42303	19.20342	0.09257	9.64501	16.94523	6.59610	1184.41207	1.00000	39.67142	4.65192	5.34984
7.67306	9.64515	74.66544	9.45329	6.40624	-1.99421	51.35084	7.95700	5.73089	0.86754	9.66113	25.88600	9.90069	1104.43249	0.00000	68.55646	9.44030	9.88532
8.78648	8.46836	43.51864	8.67040	9.14651	101.18445	13.44581	10.43314	39.29658	0.36319	10.13435	57.82625	8.94555	1181.29135	0.00000	49.99468	9.39293	5.21694
9.26759	7.82918	45.78938	10.52512	9.46380	36.25361	47.48444	8.31724	18.95187	2.49240	9.92693	60.66111	10.99445	1135.45687	1.00000	43.32901	9.26348	10.73257
5.51611	5.67013	50.93217	4.59151	7.65486	-58.38341	-34.64966	7.74258	7.50258	0.10544	9.31105	45.68853	7.24894	1117.00902	0.00000	79.52441	8.16406	13.08049
5.69855	8.27117	38.45438	5.06318	7.78672	-43.80139	-20.25333	6.73767	-1.69065	0.44248	8.00629	57.59343	9.14646	1064.57847	0.00000	33.84753	4.29852	8.20994
7.85953	6.97497	55.36408	10.35293	7.97767	78.40102	27.9247	6.58014	-3.05948	1.26039	7.40124	39.28088	10.30018	1102.65195	1.00000	56.83540	9.86742	9.44962
7.91155	9.89466	43.44685	5.81213	7.48340	-58.70072	-34.74785	6.83078	24.17019	0.18657	7.50743	58.50896	7.92304	1054.43619	0.00000	39.64693	12.11756	9.72086
7.26244	8.95071	25.77699	9.39412	7.58030	-73.02841	-36.9256	6.61082	-10.79671	1.13821	7.84102	39.67562	10.17526	1078.48069	1.00000	42.26159	10.28722	8.97759
6.71286	7.72002	49.00678	6.63991	7.70657	99.96667	8.43333	7.90853	15.14538	0.20105	8.59982	62.79333	8.09424	1083.02264	0.00000	63.62005	8.87719	11.76699
10.87898	8.49994	58.79755	9.99415	9.17660	-86.58208	13.48082	9.14330	25.41650	0.09139	8.83010	67.73488	6.66240	1140.20936	0.00000	46.85667	10.32401	6.57301
7.18356	8.68790	41.55752	6.40200	8.60415	3.39467	6.45407	6.68239	13.10301	0.32718	9.13187	34.21669	8.75423	1167.45096	0.00000	41.28155	9.50793	12.51114
9.61976	7.30640	57.93641	9.21510	9.10951	2.12213	48.8222	10.25182	15.57980	0.12756	7.11786	49.99795	7.13742	1167.47543	0.00000	64.18815	9.25073	8.59045
8.22011	6.47991	64.28869	9.93353	8.14665	5.4584	43.32393	5.98059	-0.81470	2.32355	7.67916	32.60640	10.93533	1145.05674	1.00000	48.52404	11.39216	8.22208
10.00155	7.26410	58.22659	8.09712	9.26465	4.25633	51.21187	9.61608	17.31844	0.08041	8.54648	36.29663	6.84625	1138.64547	1.00000	76.23222	6.05883	6.17725
8.07463	9.72872	43.50412	9.03823	7.46728	75.37991	25.75728	10.83896	5.06270	0.36319	8.45664	22.54671	8.88855	1138.50870	1.00000	41.09714	6.11913	6.75083
3.75821	8.01492	33.55585	10.38055	9.54925	5.51978	51.44889	4.99368	26.03447	0.09145	7.37254	30.83082	6.90910	1092.37798	1.00000	47.67431	8.95958	9.21967
9.81680	9.34809	48.18674	6.49971	7.94227	86.00214	46.51872	9.14274	29.77183	0.05697	7.28490	38.82407	5.50360	1063.86471	1.00000	64.81331	6.57927	7.37440
6.62943	8.72077	48.51178	7.27150	6.54503	-75.60804	39.96097	8.44049	0.85413	0.61191	9.47218	34.49522	9.58600	1053.83666	0.00000	34.52840	5.54491	11.99967
11.22617	7.06874	38.26096	9.43088	7.55877	-3.05814	53.00974	8.63000	6.19426	0.08102	8.57535	34.79472	6.34366	1068.92956	0.00000	47.72967	10.67701	4.87632
8.74172	8.10843	50.87426	9.80984	6.18538	84.13864	22.88783	5.48395	14.82563	3.93020	7.55003	39.60517	11.48425	1186.45659	1.00000	46.12393	10.48499	9.25608
	9.57913	52.40626	10.83239	9.06433	2.44892	48.98693	10.99551	7.69496	0.59152	8.38092	51.19117	9.48707	1182.51636	0.00000	55.08478	7.60847	10.14162
9.81059	8.40317	62.27796	9.39960	6.91120	-99.73314	32.44874	5.81546	32.83736	13.92437	8.46435	29.83123	12.75386	1105.83195	1.00000	62.04205	8.62675	11.46658
8.87316	7.11753	59.13525	5.68508	7.55489	103.65309	16.0567	8.32958	29.33808	0.15414	7.35611	56.28014	7.64220	1053.47756	1.00000	41.23597	8.41311	6.06492
12.36535	9.14168	71.74287	6.44737	7.32211	29.41824	45.99194	8.80499	38.48950	0.07768	8.27322	51.93609	6.31467	1050.37927	1.00000	34.58209	9.54279	6.59824
11.36003	7.41807	53.31904	6.68544	9.97024	8.70745	49.03685	11.40675	13.55242	0.14399	8.56391	45.30629	7.54398	1156.45910	1.00000	35.69032	7.44823	8.28508
11.89371	8.82769	29.43194	11.68590	8.34610	3.39467	6.45407	8.80960	2.48258	0.13570	9.15874	56.71746	7.56206	1128.17209	0.00000	38.19995	8.40644	8.64187
