location	station	QoS	latitude	revision	longitude
Africa/Algiers	Thenia	good	36.72544	2014/09/29	3.55665
Europe/Rome	Malnate	excellent	45.79377	20 Aug 2013	8.88104
Europe/Moscow	Arzamas	average	55.39485	31 Jan 2021	43.83992
America/Santiago	Chiguayante	excellent	-36.9256	2022/05/17	-73.02841
Asia/Bangkok	Kantharalak	average	14.64056	19 Oct 2014	104.64992
Europe/Bratislava	Hlohovec	excellent	48.43174	2022-01-12	17.8031
Europe/Berlin	Weimar	maintenance	50.9803	05/01/2019, 00:00:00	11.32903
America/Fortaleza	Pedro II	excellent	-4.42472	05 May 2019	-41.45861
Asia/Hong_Kong	Tsuen Wan	good	22.37066	05/09/2015, 00:00:00	114.10479
Asia/Kolkata	Rangia	accep	26.44931	22 May 2019	91.61356
Europe/Berlin	Rudolstadt	excellent	50.72043	04 Jun 2015	11.34046
Europe/Amsterdam	Zeist	average	52.09	04/27/2015, 00:00:00	5.23333
America/Chicago	Greenville	accep	33.41012	2015-12-13	-91.06177
Europe/Warsaw	Reda	excellent	54.60528	2015/05/19	18.34717
Asia/Kolkata	Deoli	average	25.75728	20 Aug 2017	75.37991
Asia/Tokyo	Gero	good	35.8	04 Nov 2020	137.23333
America/Bogota	Socorro	average	6.46838	09/23/2016, 00:00:00	-73.26022
Asia/Kolkata	Robertsonpet	excellent	12.95629	2019/05/18	78.27539
America/Los_Angeles	Aloha	maintenance	45.49428	07/14/2020, 00:00:00	-122.86705
Asia/Kolkata	Kheda	accep	22.75218	2018/06/05	72.68533
Europe/Berlin	Gauting	building	48.06919	12 Oct 2018	11.37703
Asia/Urumqi	Hoxtolgay	average	46.51872	2017-09-27	86.00214
Europe/Kiev	Hlukhiv	accep	51.67822	05/12/2017, 00:00:00	33.9162
America/Los_Angeles	Sunnyside	excellent	46.32374	2021-08-16	-120.00865
America/Santiago	Chiguayante	excellent	-36.9256	2018-07-18	-73.02841
Europe/Vienna	Sankt Peter	average	47.05	2019-04-25	15.46667
Asia/Karachi	Hasilpur	accep	29.69221	2018-12-26	72.54566
Europe/Paris	Pamiers	excellent	43.11667	11/19/2013, 00:00:00	1.6
Europe/London	Kingston upon Hull	excellent	53.7446	2018-09-13	-0.33525
America/Cuiaba	Nova Xavantina	excellent	-14.66463	05/08/2019, 00:00:00	-52.35558
America/New_York	Pottstown	accep	40.24537	10/07/2021, 00:00:00	-75.64963
Europe/Berlin	Charlottenburg-Nord	good	52.53048	2014-09-09	13.29371
America/New_York	West Chester	excellent	39.96097	12/31/2017, 00:00:00	-75.60804
Europe/Moscow	Malakhovka	excellent	55.64776	07/04/2019, 00:00:00	38.02486
Asia/Manila	Talisay	maintenance	10.7375	29 Apr 2021	122.9666
Australia/Sydney	Strathfield	maintenance	-33.88096	2014-11-11	151.07986
Africa/Lubumbashi	Yangambi	excellent	0.76755	2018-10-21	24.43973
Australia/Sydney	Griffith	average	-34.28853	13 Sep 2022	146.05093
Europe/Madrid	Talavera de la Reina	excellent	39.96348	2018-06-18	-4.83076
Europe/Berlin	Stade	average	53.59337	2022/03/22	9.47629
Europe/Paris	Pamiers	average	43.11667	07/12/2019, 00:00:00	1.6
Asia/Kolkata	Adra	excellent	23.49668	2020/01/01	86.68363
Europe/Madrid	Novelda	good	38.38479	2015-11-02	-0.76773
Asia/Manila	Jagna	excellent	9.6531	2015/12/22	124.3697
America/New_York	Sterling	maintenance	39.00622	04/20/2018, 00:00:00	-77.4286
Asia/Tokyo	Suzaka	excellent	36.65	09/03/2019, 00:00:00	138.31667
America/Costa_Rica	Liberia	maintenance	10.63504	26 May 2017	-85.43772
Australia/Brisbane	Maryborough	excellent	-25.54073	01/10/2020, 00:00:00	152.70493
Asia/Kolkata	Aklera	average	24.41288	2018-06-25	76.56719
Europe/Minsk	Novogrudok	excellent	53.5942	2014/07/20	25.8191
America/Recife	Cabo	building	-8.28333	2016/05/22	-35.03333
America/New_York	Acworth	excellent	34.06635	09/23/2016, 00:00:00	-84.67837
Europe/Berlin	Schleswig	accep	54.52156	05/04/2016, 00:00:00	9.5586
America/Sao_Paulo	Soledade	accep	-28.81833	10/19/2012, 00:00:00	-52.51028
America/Los_Angeles	Lompoc	good	34.63915	2013-02-12	-120.45794
Asia/Kolkata	Sambalpur	good	21.46527	2014/03/22	83.97573
America/Los_Angeles	Troutdale	good	45.53929	2017/03/25	-122.38731
Europe/Rome	Cordenons	accep	45.9836	17 Sep 2016	12.70038
Asia/Manila	Guyong	good	14.8361	28 May 2014	120.97844
Europe/Amsterdam	Emmeloord	excellent	52.71083	11/12/2015, 00:00:00	5.74861
Asia/Karachi	Alipur	excellent	29.38242	11/17/2015, 00:00:00	70.91106
Europe/Rome	Roseto degli Abruzzi	good	42.67164	04/20/2014, 00:00:00	14.01481
Asia/Manila	Maasin	excellent	10.13361	2020-09-14	124.84472
Europe/Berlin	Albstadt	good	48.21644	2017-07-31	9.02596
Europe/London	Belper	excellent	53.0233	2022/05/06	-1.48119
Europe/Berlin	Neuburg an der Donau	maintenance	48.73218	2021/10/28	11.18709
America/New_York	Malden	good	42.4251	2018/12/31	-71.06616
Asia/Baku	Qazax	excellent	41.09246	2016-09-21	45.36561
Europe/Warsaw	Brzeg	average	50.86079	18 Dec 2017	17.4674
Europe/Kiev	Shepetivka	excellent	50.18545	10/01/2012, 00:00:00	27.06365
Asia/Karachi	Bhit Shah	building	25.80565	2021/02/08	68.49143
America/Bahia	Rio Real	building	-11.48472	10/03/2017, 00:00:00	-37.93278
Africa/Abidjan	Lakota	excellent	5.84752	02/25/2015, 00:00:00	-5.682
Asia/Kolkata	Pilkhua	excellent	28.71271	09/16/2022, 00:00:00	77.656
Europe/Paris	Elbeuf	good	49.28669	28 Jun 2013	1.00288
Europe/Paris	Gonesse	average	48.98693	04 Jul 2017	2.44892
America/Recife	Cabo	average	-8.28333	16 Apr 2018	-35.03333
Asia/Kolkata	Jashpurnagar	maintenance	22.88783	07/24/2014, 00:00:00	84.13864
Europe/London	Barnet	good	51.65	13 Jun 2020	-0.2
Asia/Bangkok	Damnoen Saduak	maintenance	13.51825	2018-06-16	99.95469
Africa/Accra	Bibiani	good	6.46346	2015/06/28	-2.31938
Europe/Berlin	Losheim	average	49.5099	2019-02-23	6.74549
Europe/Tallinn	Narva	average	59.37722	11/14/2012, 00:00:00	28.19028
Europe/Warsaw	Ustka	accep	54.58048	10 May 2013	16.86194
Asia/Kuala_Lumpur	Teluk Intan	building	4.02219	2017/07/31	101.02083
Europe/Berlin	Friedberg	good	48.35693	2021/01/19	10.98461
Indian/Antananarivo	Ikalamavony	good	-21.15	2017-08-11	46.58333
America/Chicago	Searcy	building	35.25064	2020/01/11	-91.73625
Africa/Casablanca	Temara	average	33.92866	2016/12/16	-6.90656
Asia/Kolkata	Parola	excellent	20.88098	07/24/2017, 00:00:00	75.11937
Asia/Shanghai	Hushitai	average	41.94175	03/29/2018, 00:00:00	123.50266
Asia/Manila	Maasin	good	10.13361	2013/02/11	124.84472
Europe/Amsterdam	Tongelre	good	51.44889	2016/01/25	5.51978
Europe/Amsterdam	Culemborg	excellent	51.955	04/20/2021, 00:00:00	5.22778
Europe/Brussels	Beveren	building	51.21187	2021/12/24	4.25633
Africa/Algiers	El Achir	excellent	36.06386	12/29/2018, 00:00:00	4.62744
Asia/Tehran	Nowshahr	building	36.64852	2016-08-03	51.49621
Asia/Bangkok	Kantharalak	average	14.64056	04 Sep 2022	104.64992
Asia/Jakarta	Jambi City	building	-1.6	02/07/2014, 00:00:00	103.61667
Asia/Kolkata	Bhayandar	good	19.30157	2017/09/09	72.85107
Europe/Berlin	Burscheid	accep	51.08468	07/09/2013, 00:00:00	7.11393
Europe/Amsterdam	Emmeloord	good	52.71083	26 Jul 2014	5.74861
Asia/Karachi	Alipur	average	29.38242	28 Jul 2022	70.91106
Asia/Bangkok	Roi Et	good	16.0567	2018/03/23	103.65309
America/Bogota	San Carlos	average	8.79577	13 Jul 2022	-75.69947
Europe/Rome	Gorgonzola	maintenance	45.53069	2020/10/02	9.40531
Africa/Lagos	Lagos	accep	6.45407	2018/11/25	3.39467
Asia/Makassar	Balikpapan	excellent	-1.26753	18 Jul 2014	116.82887
America/Mexico_City	Tuxtla	maintenance	16.75973	10/11/2017, 00:00:00	-93.11308
Europe/Moscow	Yeysk	good	46.7055	03/05/2020, 00:00:00	38.2739
Europe/Helsinki	Tornio	average	65.84811	04/28/2019, 00:00:00	24.14662
America/Chicago	Abilene	excellent	32.44874	04 Nov 2016	-99.73314
Asia/Yekaterinburg	Kachkanar	excellent	58.7002	2013/05/28	59.4839
Africa/Gaborone	Tonota	excellent	-21.44236	2017/06/11	27.46153
Asia/Shanghai	Huangshi	average	30.24706	11 Jul 2013	115.04814
Europe/Berlin	Rudolstadt	good	50.72043	2013/11/04	11.34046
America/La_Paz	Tupiza	accep	-21.44345	2021/05/09	-65.71875
Asia/Shanghai	Dongfeng	maintenance	42.64031	2020-12-29	125.51176
Asia/Kuala_Lumpur	Kampung Ayer Molek	accep	2.2139	2014-11-08	102.3278
America/Chicago	Bourbonnais	good	41.15376	2018/03/16	-87.88754
Asia/Tokyo	Toba	average	34.4833	14 May 2016	136.84186
America/Los_Angeles	Davis	excellent	38.54491	15 Feb 2013	-121.74052
Europe/London	Rhosllanerchrugog	good	53.00974	2013/05/15	-3.05814
Europe/London	Devizes	maintenance	51.35084	2018-03-28	-1.99421
Asia/Kolkata	Chamba	good	32.55531	06/21/2016, 00:00:00	76.12647
Europe/Madrid	Gandia	good	38.96667	2013/11/18	-0.18333
America/New_York	Brighton Beach	accep	40.57788	2015/08/22	-73.95958
Europe/Sofia	Smolyan	good	41.57439	27 Oct 2013	24.71204
Europe/Berlin	Walsrode	accep	52.86147	2022-03-13	9.5926
Africa/Dar_es_Salaam	Mwandiga	excellent	-4.83	2013/01/21	29.65806
Asia/Tokyo	Annaka	maintenance	36.33011	2013-10-19	138.89585
Asia/Shanghai	Beidao	accep	34.56861	02 May 2016	105.89333
Asia/Jakarta	Kediri	accep	-7.81667	22 Sep 2013	112.01667
America/Denver	Kearns	excellent	40.65995	2015-11-12	-111.99633
Europe/Helsinki	Kallio	average	60.18427	09 Mar 2016	24.95034
America/Sao_Paulo	Palmeira	excellent	-25.42944	04/26/2022, 00:00:00	-50.00639
Africa/Freetown	Freetown	average	8.48714	2013-09-13	-13.2356
Asia/Manila	Pilar	excellent	14.66	04/22/2018, 00:00:00	120.56528
America/New_York	Martinsburg	accep	39.45621	17 Jun 2016	-77.96389
Asia/Tokyo	Shinshiro	excellent	34.9	2015-10-30	137.5
Asia/Kolkata	Osmanabad	good	18.18158	2020-09-26	76.03889
Australia/Brisbane	Carindale	excellent	-27.50578	2015/06/22	153.10236
Asia/Yangon	Dawei	building	14.0823	10/14/2013, 00:00:00	98.19151
America/Chicago	Murray	excellent	36.61033	06/10/2014, 00:00:00	-88.31476
Africa/Lagos	Yenagoa	excellent	4.92675	07 Oct 2015	6.26764
Europe/Paris	Saint-Omer	building	50.75	06/25/2019, 00:00:00	2.25
Australia/Melbourne	Wheelers Hill	accep	-37.9	24 Mar 2015	145.18333
Asia/Yekaterinburg	Ozersk	maintenance	55.75556	2022-04-03	60.70278
Asia/Krasnoyarsk	Sharypovo	good	55.54028	12/16/2016, 00:00:00	89.20083
Asia/Tokyo	Shinshiro	excellent	34.9	19 Sep 2022	137.5
Europe/Istanbul	Mudanya	good	40.37528	2021-05-22	28.88222
America/Lima	Minas de Marcona	excellent	-15.21194	2021/01/01	-75.11028
Europe/Dublin	Athlone	average	53.43333	2022-05-19	-7.95
America/Los_Angeles	Glendale	maintenance	34.14251	08/13/2014, 00:00:00	-118.25508
Europe/Paris	Rueil-Malmaison	accep	48.8765	2019/10/23	2.18967
Europe/Berlin	Friedberg	average	48.35693	11/14/2020, 00:00:00	10.98461
Asia/Dhaka	Manikchari	good	22.83957	11/03/2018, 00:00:00	91.84128
Asia/Shanghai	Boli	average	45.75279	19 Jun 2015	130.57211
Asia/Kolkata	Elamanchili	maintenance	17.54907	2019/12/12	82.85749
Asia/Urumqi	Hoxtolgay	accep	46.51872	2021/04/10	86.00214
Africa/Luanda	Luena	excellent	-11.78333	2018/09/28	19.91667
Europe/Moscow	Stupino	building	54.90083	2019-03-11	38.07083
Asia/Yekaterinburg	Saraktash	average	51.78771	03 Sep 2016	56.36091
Asia/Karachi	Hasilpur	good	29.69221	2018/08/28	72.54566
America/New_York	Peabody	excellent	42.52787	2020/05/23	-70.92866
Asia/Kuching	Donggongon	accep	5.90702	2020-07-10	116.10146
America/Denver	Aurora	accep	39.72943	06/13/2016, 00:00:00	-104.83192
Europe/Oslo	Harstad	accep	68.79833	07/14/2021, 00:00:00	16.54165
Asia/Kuala_Lumpur	Batu Feringgi	building	5.4709	2017-08-21	100.24529
America/Chicago	Murray	excellent	36.61033	11/19/2021, 00:00:00	-88.31476
Europe/Brussels	Temse	excellent	51.12794	2013-07-24	4.21372
Europe/Berlin	Wittenau	good	52.59319	04/11/2013, 00:00:00	13.32127
America/Mexico_City	Jocotepec	building	20.28527	2015-03-16	-103.42897
Asia/Shanghai	Zhuangyuan	building	37.30553	2021-08-29	120.82747
Europe/Moscow	Petrozavodsk	average	61.78491	09/06/2018, 00:00:00	34.34691
Europe/Istanbul	Mudanya	maintenance	40.37528	2018-12-16	28.88222
Asia/Kolkata	Pilkhua	average	28.71271	2021/08/22	77.656
America/Chicago	Evergreen Park	excellent	41.72059	2015-02-25	-87.70172
America/New_York	Lexington	good	33.98154	12/25/2012, 00:00:00	-81.23621
Asia/Kolkata	Diamond Harbour	good	22.19303	03 Nov 2018	88.18466
America/Denver	Aurora	accep	39.72943	2014/02/23	-104.83192
Europe/Moscow	Solntsevo	good	55.63711	2013/12/23	37.38115
America/Sao_Paulo	Palmeira	excellent	-25.42944	02/23/2022, 00:00:00	-50.00639
Asia/Shanghai	Danjiangkou	excellent	32.54278	2014-11-26	111.50861
Asia/Shanghai	Changzhi	excellent	35.20889	26 Aug 2013	111.73861
Africa/Accra	Mampong	good	7.06273	2014/09/18	-1.4001
Asia/Kolkata	Tiruppuvanam	excellent	9.82564	2016-08-25	78.25795
America/Argentina/Cordoba	Rafaela	average	-31.25033	05/04/2020, 00:00:00	-61.4867
Europe/Moscow	Malakhovka	accep	55.64776	01/26/2022, 00:00:00	38.02486
Europe/Rome	Castelfranco Emilia	average	44.59445	02/25/2016, 00:00:00	11.04979
America/Los_Angeles	Davis	excellent	38.54491	2019-02-14	-121.74052
America/New_York	Port Richmond	accep	40.63316	2018/05/09	-74.13653
Europe/Moscow	Arzamas	excellent	55.39485	2021/07/15	43.83992
Europe/Brussels	Lille	accep	51.24197	08/24/2014, 00:00:00	4.82313
Europe/Moscow	Tver	accep	56.85836	07 Oct 2020	35.90057
Europe/Moscow	Kovylkino	building	54.03876	2020/08/27	43.91385
Asia/Dhaka	Manikchari	maintenance	22.83957	2015/03/09	91.84128
Europe/Madrid	San Juan de Aznalfarache	accep	37.35813	2017-09-10	-6.03731
Europe/Skopje	Saraj	good	42	2020-11-20	21.32778
Asia/Kolkata	Adra	good	23.49668	11/11/2021, 00:00:00	86.68363
America/Chicago	Grand Forks	good	47.92526	2012-12-30	-97.03285
Asia/Ulaanbaatar	Ulan Bator	excellent	47.90771	01/17/2014, 00:00:00	106.88324
America/Santo_Domingo	Santa Cruz de Barahona	average	18.20854	07/19/2015, 00:00:00	-71.10077
Europe/Paris	Ajaccio	excellent	41.91886	2014/11/17	8.73812
Europe/Vienna	Sankt Peter	accep	47.05	2020-04-19	15.46667
Europe/Helsinki	Espoo	acceptable	60.2052	2015-12-28	24.6522
Asia/Manila	Sorsogon	accep	12.97389	12/17/2012, 00:00:00	123.99333
Africa/Tripoli	Ajdabiya	good	30.75545	2018-07-10	20.22625
Europe/Paris	Marly-le-Roi	excellent	48.86667	2019-02-11	2.08333
Asia/Shanghai	Taozhuang	maintenance	34.85	2017/05/15	117.33333
Europe/Berlin	Bretten	good	49.03685	01/11/2020, 00:00:00	8.70745
Europe/Rome	San Giuliano Milanese	acceptable	45.39402	10/18/2016, 00:00:00	9.29109
America/Mexico_City	Zacoalco de Torres	average	20.22816	13 Nov 2019	-103.5687
Africa/Nairobi	Nyahururu	building	0.03813	2016/07/05	36.36339
Asia/Seoul	Goyang-si	accep	37.65639	01/01/2015, 00:00:00	126.835
Asia/Kolkata	Dalsingh Sarai	building	25.66795	2017-07-07	85.83636
Australia/Sydney	Griffith	good	-34.28853	24 Mar 2021	146.05093
America/Menominee	Iron River	building	46.09273	17 Feb 2019	-88.64235
Asia/Seoul	T’aebaek	excellent	37.1759	2018-12-13	128.9889
Europe/Rome	Ventimiglia	good	43.78956	2020/11/29	7.60872
Europe/Paris	Fontenay-aux-Roses	accep	48.79325	18 Nov 2016	2.29275
Europe/Paris	Bron	accep	45.73333	01/20/2020, 00:00:00	4.91667
America/New_York	Brighton Beach	building	40.57788	2015-01-04	-73.95958
America/Caracas	Tinaquillo	accep	9.91861	2018/12/21	-68.30472
Europe/Paris	Valence	excellent	44.92801	12/06/2016, 00:00:00	4.8951
America/Chicago	Longview	building	32.5007	2022/04/26	-94.74049
Europe/Moscow	Kovylkino	excellent	54.03876	2019/09/03	43.91385
Africa/Tripoli	Ajdabiya	average	30.75545	2013-09-13	20.22625
America/Puerto_Rico	Aguadilla	building	18.42745	08 Jul 2016	-67.15407
Europe/London	Strood	good	51.39323	16 Aug 2018	0.47713
America/New_York	Belle Glade	accep	26.68451	08/20/2022, 00:00:00	-80.66756
America/Chicago	Vestavia Hills	average	33.44872	2017-11-16	-86.78777
Africa/Nairobi	Nyahururu	average	0.03813	11/21/2017, 00:00:00	36.36339
Europe/Dublin	An Muileann gCearr	accep	53.53333	19 Nov 2021	-7.35
America/New_York	East Haven	excellent	41.27621	11/28/2016, 00:00:00	-72.86843
America/Managua	Jinotepe	accep	11.84962	2018/09/04	-86.19903
Europe/London	East Dereham	average	52.68333	2015-09-29	0.93333
Asia/Shanghai	Licheng	excellent	23.29549	10/23/2021, 00:00:00	113.82465
Australia/Perth	Willetton	accep	-32.05251	2016-11-03	115.88782
Europe/Rome	Villabate	excellent	38.07789	07/20/2018, 00:00:00	13.44275
Europe/Brussels	Temse	excellent	51.12794	2022/01/02	4.21372
Europe/London	East Dereham	average	52.68333	06/28/2013, 00:00:00	0.93333
Europe/Berlin	Trossingen	average	48.07667	2013/09/08	8.64409
America/Mexico_City	San Lorenzo Acopilco	average	19.32889	2015/08/01	-99.32556
Africa/Algiers	Cheraga	maintenance	36.76775	06 Sep 2016	2.95924
America/Mexico_City	Casa Blanca	excellent	19.04222	2020-09-23	-98.11889
America/Los_Angeles	Riverbank	good	37.73604	2014/04/15	-120.93549
America/Los_Angeles	South Whittier	average	33.95015	2014-03-23	-118.03917
America/Argentina/Buenos_Aires	Barracas	maintenance	-34.64966	2017/04/29	-58.38341
Europe/Paris	Cavaillon	building	43.83125	2021-02-01	5.03586
Asia/Shanghai	Xiangtan	average	27.85	2015-09-16	112.9
America/Panama	Veracruz	average	8.88988	29 Jun 2017	-79.62603
Europe/Moscow	Gudermes	excellent	43.35071	15 May 2018	46.10925
Asia/Tehran	Aleshtar	maintenance	33.86419	08/08/2019, 00:00:00	48.26258
Europe/London	Walton-on-the-Naze	excellent	51.84819	2013/04/18	1.26738
Europe/Kiev	Zvenihorodka	average	49.07866	2013-06-02	30.96755
Europe/Madrid	Puertollano	accep	38.68712	08/24/2016, 00:00:00	-4.10734
America/New_York	Front Royal	accep	38.91817	2022/07/30	-78.19444
America/Toronto	Dorval	maintenance	45.4473	2019/02/01	-73.75335
Asia/Dili	Maliana	excellent	-8.99167	2014/10/29	125.21972
America/New_York	Harrisburg	average	40.2737	07 Oct 2016	-76.88442
Asia/Kolkata	Alwaye	excellent	10.10649	11/04/2015, 00:00:00	76.35484
Europe/Amsterdam	Hardenberg	average	52.57583	09 Aug 2019	6.61944
Africa/Johannesburg	Mokopane	building	-24.19436	02/06/2017, 00:00:00	29.00974
America/Chicago	Tupelo	average	34.25807	31 Aug 2022	-88.70464
America/Los_Angeles	Sunnyside	excellent	46.32374	29 Jul 2015	-120.00865
Asia/Kolkata	Kenda	excellent	23.1959	04 Aug 2015	86.51499
America/Los_Angeles	Lompoc	maintenance	34.63915	2019-06-29	-120.45794
America/Cuiaba	Nova Xavantina	average	-14.66463	2018-11-25	-52.35558
America/Chicago	Searcy	building	35.25064	2022/06/03	-91.73625
Europe/Moscow	Stupino	good	54.90083	2017/04/13	38.07083
Europe/London	Kingston upon Hull	average	53.7446	2018/03/30	-0.33525
America/Los_Angeles	North Tustin	good	33.76446	2014/02/21	-117.79394
Asia/Manila	Jagna	excellent	9.6531	2018/10/05	124.3697
America/Los_Angeles	Visitacion Valley	average	37.71715	04/15/2019, 00:00:00	-122.40433
Asia/Yerevan	Hrazdan	maintenance	40.49748	2016-07-28	44.7662
Asia/Tehran	Aleshtar	excellent	33.86419	09 Aug 2021	48.26258
Asia/Dhaka	Manikchari	good	22.83957	03 Oct 2020	91.84128
America/Cuiaba	Nova Xavantina	accep	-14.66463	22 May 2018	-52.35558
Europe/London	Aberdeen	building	57.14369	2021/01/17	-2.09814
America/Chicago	South Lawndale	good	41.84364	10/14/2017, 00:00:00	-87.71255
Europe/Moscow	Roslavl’	maintenance	53.95278	2022-05-08	32.86389
Asia/Yekaterinburg	Kachkanar	accep	58.7002	2014-01-04	59.4839
Europe/Berlin	Kirchlengern	excellent	52.2	2016-02-27	8.63333
America/Merida	Progreso	maintenance	21.28306	2013-04-07	-89.66123
Asia/Kolkata	Gorakhpur	good	26.76628	07 May 2014	83.36889
Asia/Manila	Antipolo	accep	14.62578	21 Nov 2021	121.12251
Africa/Dar_es_Salaam	Mwandiga	average	-4.83	2020-01-03	29.65806
Europe/Zaporozhye	Polohy	average	47.48444	2020-01-07	36.25361
America/Fortaleza	Guaraciaba do Norte	accep	-4.16694	2016/06/26	-40.7475
Africa/Monrovia	New Yekepa	excellent	7.57944	11/15/2014, 00:00:00	-8.53778
America/Sao_Paulo	Caldas Novas	excellent	-17.74431	2021/08/05	-48.62789
Europe/Sofia	Aytos	good	42.7	12/23/2021, 00:00:00	27.25
America/Chicago	New City	average	41.80753	2017/06/19	-87.65644
Europe/Berlin	Weimar	maintenance	50.9803	07/29/2021, 00:00:00	11.32903
America/Lima	Iquitos	building	-3.74912	2014-12-26	-73.25383
Europe/Brussels	Rixensart	average	50.71229	2013-08-07	4.52529
Asia/Tokyo	Kamakura	average	35.30889	2012/11/15	139.55028
Asia/Kolkata	Barbil	maintenance	22.10194	2019-07-04	85.37752
Europe/Madrid	Las Gabias	accep	37.13548	02/16/2017, 00:00:00	-3.67029
Asia/Vladivostok	Nikolayevsk-on-Amure	accep	53.14657	2014/12/14	140.72287
America/Chicago	Vestavia Hills	good	33.44872	07/01/2020, 00:00:00	-86.78777
Europe/Brussels	Beveren	accep	51.21187	10/27/2014, 00:00:00	4.25633
America/Chicago	Evergreen Park	average	41.72059	2021-07-14	-87.70172
Europe/London	Lower Earley	good	51.42708	09/01/2016, 00:00:00	-0.91979
Europe/Paris	Mitry-Mory	building	48.98333	26 May 2020	2.61667
Asia/Manila	Calauan	building	14.14989	2016-12-13	121.3152
Asia/Manila	Tupi	good	6.33444	2016/08/14	124.95278
America/El_Salvador	Ilopango	excellent	13.70167	11/17/2013, 00:00:00	-89.10944
America/Havana	Varadero	building	23.15678	2018/02/21	-81.24441
Asia/Baghdad	Karbala	maintenance	32.61603	09/08/2015, 00:00:00	44.02488
Africa/Johannesburg	Mokopane	accep	-24.19436	20 Feb 2019	29.00974
Europe/Sofia	Montana	excellent	43.4125	09/21/2014, 00:00:00	23.225
America/Bahia	Rio Real	accep	-11.48472	03/14/2016, 00:00:00	-37.93278
Asia/Kolkata	Kheda	average	22.75218	2018/12/13	72.68533
Europe/Kiev	Krasyliv	good	49.65186	2020-07-09	26.97253
America/Tegucigalpa	Olanchito	accep	15.48131	2015/01/29	-86.57415
Europe/Warsaw	Strzelce Opolskie	accep	50.5107	28 Feb 2021	18.30056
Africa/Algiers	Thenia	average	36.72544	09/12/2016, 00:00:00	3.55665
Asia/Tokyo	Inawashiro	excellent	37.56667	06 Dec 2015	140.11667
America/Chicago	Fresno	accep	29.53885	07/08/2020, 00:00:00	-95.44744
Europe/Madrid	Tudela	average	42.06166	02 Nov 2016	-1.60452
Asia/Kolkata	Bhuban	accep	20.88197	30 Jan 2018	85.83334
Asia/Baku	Qazax	accep	41.09246	27 Jan 2013	45.36561
Asia/Jakarta	Kudus	maintenance	-6.8048	07/20/2017, 00:00:00	110.8405
Asia/Shanghai	Haicheng	average	40.85158	2019-03-26	122.74754
Asia/Bangkok	Phanat Nikhom	good	13.44581	03 Sep 2016	101.18445
Europe/Amsterdam	Oldenzaal	building	52.31333	08/01/2021, 00:00:00	6.92917
America/Cuiaba	Nova Xavantina	average	-14.66463	2014-11-02	-52.35558
Europe/Istanbul	Sungurlu	maintenance	40.1675	2020-01-19	34.37389
Europe/London	Devizes	excellent	51.35084	2019/12/16	-1.99421
America/Chicago	Copperas Cove	good	31.12406	2015/12/20	-97.90308
