code	station	longitude	QoS	latitude	revision
DZ	Thenia	3.55665	average	36.72544	06/23/2019, 00:00:00
DE	Bretten	8.70745	accep	49.03685	2014-09-10
PK	Sillanwali	72.54064	accep	31.82539	02/28/2020, 00:00:00
PH	San Jose	121.06761	good	12.35275	2020-12-07
CU	Boyeros	-82.4017	maintenance	23.0072	12 May 2020
PK	Naushahra Virkan	73.97117	excellent	31.96258	2022-05-23
ID	Kudus	110.8405	building	-6.8048	2020-11-25
LY	Ghat	10.18003	building	24.96334	19 Sep 2015
US	Venice	-82.45426	maintenance	27.09978	09 Dec 2014
JP	Motomachi	144.09638	good	43.82634	09 Jun 2020
KR	Nonsan	127.08472	good	36.20389	2016-10-05
GB	Clacton-on-Sea	1.15597	average	51.78967	12 Sep 2019
NG	Shagamu	3.64633	good	6.8485	2013-02-17
RU	Tyoply Stan	37.49338	average	55.62047	2013/05/30
AU	Carindale	153.10236	average	-27.50578	02/02/2015, 00:00:00
US	Lexington	-81.23621	building	33.98154	09 Aug 2020
GB	Lancing	-0.32247	average	50.82882	2020-03-20
MX	Salvatierra	-100.88023	average	20.21322	03/05/2017, 00:00:00
FR	Bobigny	2.45012	average	48.90982	2017-02-17
DE	Schwalmtal	6.26667	average	51.21667	2017-09-13
DE	Weimar	11.32903	excellent	50.9803	2022/03/23
MY	Kampung Ayer Molek	102.3278	average	2.2139	2013-01-22
PK	Tharu Shah	68.11759	maintenance	26.9423	2016-05-05
MM	Myawadi	98.50893	accep	16.68911	06 Dec 2021
DE	Wittenau	13.32127	excellent	52.59319	2020/06/12
US	Palm Valley	-81.38758	excellent	30.17746	27 Oct 2012
VN	Sa Dec	105.75635	average	10.29085	10/11/2017, 00:00:00
CR	San Rafael	-84.13722	good	9.92787	06/19/2021, 00:00:00
SD	Ar Ruseris	34.3869	average	11.8659	2020/05/15
US	Kent	-122.23484	good	47.38093	08/10/2016, 00:00:00
PK	Jhol	68.88871	good	25.95533	2019/04/29
PK	Tharu Shah	68.11759	accep	26.9423	2019-01-03
CD	Kamina	24.99798	excellent	-8.73508	2017-05-01
TH	Damnoen Saduak	99.95469	average	13.51825	03/07/2019, 00:00:00
KZ	Zaysan	84.87144	excellent	47.46657	27 Apr 2016
RU	Kuvandyk	57.3552	excellent	51.4781	2022-04-14
CN	Hushitai	123.50266	average	41.94175	2021-06-28
CN	Dongdu	117.7	good	35.85	12/15/2019, 00:00:00
IN	Moga	75.16878	accep	30.81383	06 Nov 2019
US	Lower West Side	-87.66561	average	41.8542	2018/04/12
DZ	Ksar Chellala	2.31889	maintenance	35.21222	07/30/2018, 00:00:00
CN	Huangshi	115.04814	average	30.24706	2022-03-23
MX	Contla	-98.1664	accep	19.32932	10/27/2013, 00:00:00
US	Longview	-94.74049	building	32.5007	10/29/2012, 00:00:00
BE	Houthalen	5.37429	excellent	51.03427	2020-08-29
TR	Yakuplu	28.67582	maitennce	40.98894	2019-06-21
RU	Sharypovo	89.20083	average	55.54028	14 Nov 2020
GB	Leyland	-2.68758	accep	53.69786	2019-04-04
NG	Shagamu	3.64633	average	6.8485	12/01/2013, 00:00:00
ES	Novelda	-0.76773	good	38.38479	28 Sep 2012
JP	Motomachi	144.09638	accep	43.82634	24 Jun 2014
IN	Amreli	71.21169	good	21.59983	2020/08/08
BR	Valinhos	-46.99583	accep	-22.97056	05/14/2021, 00:00:00
MX	Oaxaca	-96.72365	good	17.06542	02 Oct 2019
KR	Nonsan	127.08472	good	36.20389	2017/02/01
US	Boston	-71.05977	good	42.35843	2018/02/25
US	Independence	-94.41551	excellent	39.09112	07/02/2016, 00:00:00
US	Norco	-117.54866	average	33.93113	21 Oct 2016
MG	Ikalamavony	46.58333	accep	-21.15	2014-08-25
RU	Kuvandyk	57.3552	excellent	51.4781	2022/03/23
UA	Voznesensk	31.33078	accep	47.56494	07 Aug 2014
IN	Malaut	74.4818	average	30.21121	2019/06/28
IN	Leteri	77.40858	building	24.05979	30 Dec 2021
ES	Gernika-Lumo	-2.68333	maintenance	43.31667	03/09/2021, 00:00:00
BR	Barras	-42.29444	accep	-4.24444	06/16/2017, 00:00:00
PH	Tupi	124.95278	accep	6.33444	03/25/2021, 00:00:00
DE	Aschaffenburg	9.15214	excellent	49.97704	08 Jun 2016
US	Port Richmond	-74.13653	excellent	40.63316	11/29/2020, 00:00:00
IN	Robertsonpet	78.27539	excellent	12.95629	2015-09-07
GB	Thetford	0.75	accep	52.41667	2013/06/20
US	Norwalk	-82.61573	good	41.24255	07/24/2016, 00:00:00
BR	Imbituba	-48.67028	average	-28.24	24 Sep 2014
JP	Nonoichi	136.61667	good	36.53333	2019-10-31
BJ	Tchaourou	2.59753	building	8.88649	06/28/2019, 00:00:00
US	Stockbridge	-84.23381	excellent	33.54428	2018/02/23
PL	Brzeg	17.4674	maintenance	50.86079	12/03/2016, 00:00:00
TN	Beni Khiar	10.78222	maintenance	36.46917	2018/08/26
US	Canton	-83.48216	maintenance	42.30865	01/28/2020, 00:00:00
US	Stockbridge	-84.23381	average	33.54428	2020/10/01
ES	Las Gabias	-3.67029	building	37.13548	2015/08/21
MX	Acayucan	-94.91386	good	17.94979	16 Dec 2012
PK	Kanganpur	74.12286	accep	30.76468	27 Aug 2017
US	Hueytown	-86.99666	good	33.45122	12/12/2021, 00:00:00
IN	Diamond Harbour	88.18466	maintenance	22.19303	2019-11-23
IN	Puducherry	79.82979	average	11.93381	2019-02-12
EC	Milagro	-79.59415	average	-2.13404	2018-07-18
JP	Kamakura	139.55028	good	35.30889	2020-06-06
LT	Alytus	24.04142	good	54.39635	2013-05-22
US	Middletown	-71.29144	good	41.54566	2015-11-19
SK	Skalica	17.22635	good	48.8449	2019-08-16
VN	Sa Dec	105.75635	maintenance	10.29085	2015-09-03
PH	Cebu City	123.89071	good	10.31672	29 Jun 2019
TR	Serinhisar	29.26639	average	37.58105	2020/02/04
TH	Damnoen Saduak	99.95469	excellent	13.51825	2019/08/18
GB	Devizes	-1.99421	maintenance	51.35084	05/22/2021, 00:00:00
UA	Zvenihorodka	30.96755	excellent	49.07866	10 Apr 2017
CN	Zaozhuang	117.55417	average	34.86472	2019/01/27
RU	Yeysk	38.2739	excellent	46.7055	2015/05/06
TH	Bang Ban	100.48528	excellent	14.37395	01/08/2022, 00:00:00
TH	Damnoen Saduak	99.95469	accep	13.51825	2016-06-08
PH	Antipolo	121.12251	average	14.62578	11/30/2016, 00:00:00
PH	Maasin	124.84472	good	10.13361	02/07/2015, 00:00:00
IT	Sassari	8.55552	excellent	40.72586	2021-06-05
MX	Jocotepec	-103.42897	good	20.28527	2016-03-12
ID	Diwek	112.23109	average	-7.57897	28 Aug 2021
US	Hutto	-97.54667	average	30.5427	2022-09-20
DE	Landshut	12.16179	average	48.52961	2016-06-25
US	Nampa	-116.56346	maintenance	43.54072	2014-12-04
ES	Novelda	-0.76773	average	38.38479	11/23/2013, 00:00:00
NG	Shagamu	3.64633	good	6.8485	22 Jan 2014
BR	Rio Real	-37.93278	accep	-11.48472	2013/12/03
US	Kaukauna	-88.27205	maintenance	44.27804	2022-06-29
FR	Sceaux	2.29026	maintenance	48.77644	2020-10-29
GB	East Dereham	0.93333	maintenance	52.68333	2017-05-22
CN	Yingkou	122.22833	good	40.66482	2020-12-17
PK	Sangla Hill	73.38333	excellent	31.71667	2020-02-07
PK	Khairpur Mir’s	68.75915	maintenance	27.52948	07/05/2018, 00:00:00
MG	Antanifotsy	47.31667	good	-19.65	02 Oct 2015
CN	Zhoushan	122.20488	excellent	29.98869	2018-08-23
