O3	PAHs	Pb	latitude	NH3	C2H3NO5	H2CO	PM10	NOx	longitude	SO2	CH4	PRES	warning	CO	PM2.5	TEMP	CFCs
8.69766	7.86243	59.83882	10.58806	11.62753	2.33706	45.08563	7.25271	8.12645	77.24779	12.57488	6.55593	1122.16713	0.00000	8.25687	7.51556	20.55165	50.79050
6.11867	7.50466	48.10477	45.35	5.10642	0.87565	37.44810	6.42699	9.66659	126.28333	8.51737	9.36049	1171.31850	1.00000	5.93447	8.40509	3.14206	54.37786
6.84331	6.16165	53.82211	52.14	10.64449	1.35571	57.08334	6.59954	6.51563	5.58472	5.07205	7.23318	1199.69735	0.00000	9.12830	10.72600	9.56657	76.89175
7.56631	8.58831	71.85829	20.88098	10.65629	1.81681	44.13096	6.90521	7.83363	75.11937	10.11786	7.71930	1128.27147	0.00000	8.49104	7.21582	16.35698	47.48735
8.59618	6.23700	9.47473	40.5576	3.72803	6.25887	46.26300	8.65594	8.72694	-74.28459	5.93304	9.51483	1104.56051	1.00000	11.64020	9.70855	3.19495	57.74531
9.67100	6.60623	62.65859	25.87972	9.24252	15.84031	69.52375	9.85438	6.04785	-97.50417	6.51223	7.54325	1121.72514	0.00000	5.95359	8.72283	15.38756	45.66892
8.62982	7.16208	56.55174	-3.5403	11.17586	5.41408	58.84247	8.55661	10.67065	118.9707	8.30342	8.67302	1114.95624	0.00000	6.16829	7.26417	-1.02990	65.44226
8.30353	8.62899	50.85685	-22.9	9.89526	5.12475	66.39176	8.63418	8.14780	44.53333	7.91591	5.27397	1161.25204	0.00000	4.00708	8.97504	22.21749	42.62537
8.57322	7.93071	51.04541	-37.88333	9.01694	7.92399	50.70953	9.08571	9.09162	145.06667	11.15963	6.62738	1144.95065	0.00000	10.30952	7.86264	8.45557	66.52897
10.21934	7.82968	53.25610	41.91738	11.10515	1.48476	30.11765	7.09570	7.35732	3.1631	6.04491	7.54277	1198.01330	0.00000	7.12045	11.15105	16.65875	54.92979
8.81309	8.50198		8.35122	10.61779	3.20024	66.10258	7.71530	7.94183	-62.64102	9.36550	9.32820	1155.31280	0.00000	7.64744	7.25616	2.91339	50.73693
5.53979	9.47868	44.08741	11.84962	10.80752	5.94775	39.37235	8.67353	10.75813	-86.19903	8.31766	5.53719	1163.30554	1.00000	8.26354	5.04438	11.37016	27.48438
9.48834	6.60520	43.40412	44.27804	13.22458	2.09845	59.18584	6.89784	10.55475	-88.27205	7.27752	4.59232	1101.43443	0.00000	4.16331	9.48492	24.96711	52.73677
8.11906	8.86710	60.38060	33.93113	8.52918	2.58829	69.64268	7.65467	8.32799	-117.54866	4.59403	11.61567	1134.97474	1.00000	9.05228	8.04048	8.66586	37.44321
7.16759	7.67135	61.60984	-5.41667	5.37025	2.84953	53.26213	7.85836	8.16733	38.01667	6.75348	10.42234	1067.47952	1.00000	12.11523	8.13090	34.05055	40.12174
7.72979	8.87168	68.15506	36.91023	7.64387	2.51778	53.93592	7.39391	9.56073	-121.75689	4.83955	9.98072	1162.56814	1.00000	7.72917	9.89092	-2.20136	53.14915
7.63777	9.55664	58.26741	-7.51611	9.87963	5.97861	71.58189	8.71708	10.32701	109.05389	8.37049	6.97061	1145.34453	1.00000	8.51334	6.84227	5.34602	51.10160
10.44196	6.14202	35.58279	-33.59217	7.36005	1.19564	34.93915	6.49817	11.78290	-70.6996	7.27969	8.24863	1158.58988	1.00000	11.09080	12.23857	23.99040	44.77674
8.84125	7.60716	76.10435	40.1675	8.41261	4.41121	51.56306	8.31693	3.79584	34.37389	9.36765	12.04667	1179.64051	0.00000	7.51727	6.32922	12.59800	59.66706
9.01657	8.61170	32.31496	55.82885	6.94786	2.82609	50.57110	7.33251	10.38443	-4.21376	6.04190	10.39374	1173.33751	1.00000	9.92159	9.29343	9.67093	59.96394
10.08597	9.53562	61.98855	41.66394	11.21856	2.51595	55.05176	7.70606	8.32883	-83.55521	11.36621	7.18589	1164.48239	0.00000	6.09891	6.95817	44.83249	63.67734
8.65609	10.17345	35.19191	50.72043	4.87384	5.18467	63.85149	8.46435	10.67556	11.34046	6.47033	7.78380	1074.92886	1.00000	6.73106	10.86922	8.73400	57.89922
8.55731	8.31571	39.07723	7.57944	11.02419	2.44441	40.99500	7.62688	7.05480	-8.53778	6.38439	5.93712	1097.30251	1.00000	11.58917	9.53848	2.49198	51.64945
7.75817	7.27213	38.62668	13.48082	7.61493	4.13704	59.81501	8.37002	5.61481	-86.58208	7.35328	8.41545	1196.70366	0.00000	6.23138	8.37457	16.83451	46.50926
7.96826	7.12734	46.59758	27.85	8.04441	1.58378	20.33939	7.40019	9.93892	112.9	7.23506	8.56947	1138.90408	1.00000	8.35926	11.84713	8.42576	45.40883
7.92055	7.53116	42.38302	20.22816	7.93633	11.20583	67.12683	9.43043	6.88443	-103.5687	8.13042	6.37317	1183.15105	0.00000	5.48545	8.74689	8.66491	49.73909
8.84505	7.00619	51.19291	33.54428	9.01312	2.21028	33.29678	7.50044	8.00173	-84.23381	7.63818	9.06495	1116.49188	1.00000	7.46445	11.07176	11.59839	49.55700
8.70148	7.01953	32.34227	12.25282	8.57314	5.85557	37.95503	8.69026	10.89419	79.41727	7.49077	7.67301	1146.57876	1.00000	7.77791	9.57860	12.16537	60.68125
7.76869	7.73380	84.73130	4.94273	10.63960	3.55950	47.48010	8.33211	10.11399	15.87735	7.55710	8.06944	1163.95565	1.00000	8.83003	9.14854	3.55978	67.12553
7.95547	6.32816	36.42985	51.40148	8.24427	2.13603	58.84565	7.57120	10.85156	-1.32471	7.72937	8.87790	1157.58971	1.00000	8.91451	8.39928	14.07598	55.18641
7.37679	10.04137	56.26740	12.18441	7.24929	3.65590	29.64152	7.98419	8.96253	18.69303	4.21078	11.73280	1103.59654	1.00000	9.35158	8.89759	14.35031	53.12230
8.70452	6.24873	38.81335	53.78333	9.35724	0.79963	46.44123	5.45042	7.97988	-1.06667	11.36866	6.55745	1161.64717	0.00000	6.82471	7.32823	9.83712	61.43558
6.86951	8.18706	31.87502	48.79325	11.03689	11.30457	64.41731	9.41820	8.43993	2.29275	6.31146	8.21867	1146.70443	0.00000	8.87423	11.61233	20.69621	54.16130
7.53888	8.89242	64.79300	55.54028	6.83639	2.27285	42.14767	7.48981	9.31530	89.20083	7.55018	7.32414	1061.84914	0.00000	10.16963	9.45494	16.76413	55.78470
8.65374	9.03005	43.75016	48.8449	10.60734	2.07095	54.71446	6.88011	10.25591	17.22635	6.94020	7.46284	1051.12354	1.00000	7.02137	10.28815	10.67378	23.38169
8.03213	9.18952	48.42020	10.31672	9.35344	5.43567	70.80659	8.66193	6.16409	123.89071	5.10492	6.28662	1114.51996	0.00000	7.16970	10.13085	20.79018	37.09878
9.06031	9.08818	40.34929	6.25947	9.75019	54.12437	40.73385	11.05941	5.34319	102.05461	5.76428	7.72636	1173.06556	0.00000	7.97440	8.56684	14.24184	55.17112
9.06133	8.41320	44.26345	37.19723	6.94702	3.16677	66.95397	7.75844	9.68232	122.05228	7.44059	10.21724	1076.72298	1.00000	11.54659	9.06612	20.33106	55.97783
7.76676	7.26002	58.16756	10.31672	9.87897	6.08167	67.57335	8.54679	11.04405	123.89071	8.33520	7.17655	1126.41535	1.00000	7.54889	7.94830	9.31417	42.96600
7.63430	9.13675	45.11698	34.8825	10.85078	2.13958	54.08949	7.05617	7.36263	128.62667	6.49328	5.65079	1145.50969	0.00000	5.29633	10.05903	22.91089	71.25862
7.97273	9.19646	42.50484	20.14298	7.31732	7.81729	46.51235	9.01515	9.13028	-77.43532	7.60531	6.91544	1085.89329	1.00000	10.20083	9.59644	21.63544	69.11930
7.88121	7.10732	40.47550	5.4709	8.31147	6.09722	37.40012	8.80714	6.57522	100.24529	9.09247	11.55491	1088.29769	0.00000	8.09616	6.89439	34.33739	53.63062
7.56967	9.32669	38.42456	53.78333	8.82824	3.04792	51.30917	7.72084	6.45037	-1.06667	7.49657	8.11719	1087.24214	0.00000	8.18496	9.62784	15.41281	56.49303
8.11224	8.75858	66.85283	50.82882	10.90486	3.46620	58.77161	8.14414	11.00694	-0.32247	4.37621	4.34411	1151.32360	1.00000	9.51887	8.91044	5.70685	24.59870
7.32301	7.71485	35.35297	51.168	11.44505	3.34978	52.83032	8.20198	8.73780	7.973	7.14284	7.02962	1158.53215	1.00000	9.52725	9.01621	-0.52166	61.46311
7.64729	7.11098	61.43088	15.46063	9.57987	10.26628	57.05806	9.35190	8.91134	99.89166	8.14205	6.64471	1179.43654	1.00000	10.46867	7.31427	5.42425	35.13430
8.35756	8.57822	44.59241	7.50251	9.88225	4.99875	44.60168	8.44430	6.96861	5.06258	10.22810	8.69263	1123.80079	0.00000	7.87704	6.92241	22.13591	35.23539
8.61757	7.32358	59.30768	40.66482	9.22379	3.11214	69.62444	8.01260	5.62364	122.22833	9.29211	11.13432	1094.44326	0.00000	6.92370	6.26796	17.59225	73.27608
10.90743	9.73026	58.99158	26.9423	9.58785	7.41248	42.39439	9.01588	9.10261	68.11759	5.74631	4.47530	1077.16755	1.00000	9.59211	8.28183	0.63971	50.37100
9.58290	7.91132	39.23452	43.78956	7.57693	5.02104	53.91338	8.49090	12.57305	7.60872	8.18007	8.86158	1123.69537	1.00000	8.62182	9.38770	20.15799	62.74182
7.91086	8.55353	65.81793	38.06084	8.42253	3.92063	65.94412	8.35832	6.40169	-97.92977	9.81064	9.50868	1127.18892	0.00000	8.42217	7.14834	31.01499	53.55540
7.97593	7.43699	52.48355	49.13645	11.11434	10.87776	43.91153	9.39561	8.07482	8.91229	6.91832	6.74025	1088.67619	0.00000	7.30269	10.47551	13.74305	77.72740
9.04167	7.99351	53.59526	34.25807	9.96893	5.58760	42.59175	8.52391	6.90859	-88.70464	9.50819	10.58372	1095.12882	0.00000	7.30514	6.66748	10.61768	41.82801
	8.60548	28.57174	36.65	5.31137	2.83286	53.96847	7.66792	9.60885	138.31667	6.16299	9.71719	1166.34947	1.00000	11.29215	9.69518	15.51927	76.18234
10.42374	8.96310	57.60890	-22.9	9.38745	3.33354	41.62551	7.73479		44.53333	10.72324	7.31750	1189.80753	0.00000	6.57241	7.41574	21.68963	57.72327
10.25408	9.54586	49.65533	44.31771	5.38921	6.28242	62.15807	8.74724	3.79577	9.32241	7.36610	6.32548	1103.85402	0.00000	1.33333	5.78684	-12.36586	84.11380
6.69389	7.25545	52.45310	48.77644	6.61382	1.88407	50.18580	7.07720	4.04097	2.29026	6.57654	7.99044	1119.00593	0.00000	6.24253	9.08576	11.56508	43.52829
7.52015	8.18860	62.20369	59.80917	9.58587	6.64829	52.09733	8.85858	4.55806	30.38167	10.61786	10.59098	1077.96524	0.00000	6.74044	6.44647	14.68650	29.52694
6.71739	7.19748	50.58938	12.1277	8.46351	5.42366	34.61069	8.66134	10.06130	78.15794	7.56879	7.13560	1086.65769	1.00000	7.30460	9.65010	24.65346	63.20596
8.31370	8.72148	55.30223	48.78232	8.43893	7.10573	58.69047	8.85507	9.22801	9.17702	7.08447	9.10748	1050.33104	1.00000	10.05966	9.85416	4.61068	66.28333
	8.14422	57.08802	41.54566	7.90128	2.29883	57.07490	7.29507	7.49472	-71.29144	5.30193	6.07867	1142.31658	1.00000	10.34659	11.22537	21.73874	54.47791
6.70036	8.24253	66.23316	33.76446	9.07487	2.18816	55.24379	7.57296	11.12378	-117.79394	4.33839	9.93538	1123.27154	1.00000	10.42272	11.30888	15.75130	29.69683
8.26436	7.29638	29.62992	35.95664	10.34217	1.85946	36.74454	6.93004	8.08874	36.7138	8.76857	9.13681	1119.96113	0.00000	7.88097	6.83347	10.03617	50.98673
9.79869	7.80922	59.50436	-2.13404	5.63185	3.77331	42.15223	8.20092	9.59509	-79.59415	7.59568	10.66366	1177.26262	1.00000	10.62816	8.15076	38.04822	43.19984
8.75741	8.27029	35.43980	26.2173	4.20135	7.65318	69.70833	8.98015	9.61779	-80.22588	9.05602	11.78394	1112.45796	1.00000	10.95276	6.77408	18.90912	65.92888
7.59500	8.18705	45.70943	22.19303	9.87107	3.57861	53.54504	8.30646	5.23074	88.18466	5.15489	3.35951	1152.87978	1.00000	12.82380	9.23164	18.72089	59.02989
5.66225	7.07105	61.14917	25.87972	9.61029	1.11088	45.98571	7.31339	7.55983	-97.50417	7.21621	6.39744	1108.99131	0.00000	6.36829	8.26757	25.46483	63.98133
8.06982	7.67991	30.59666	36.21544	9.60722	10.21466	61.29168	9.41564	7.61125	65.93249	7.74585	6.40755	1195.10522	0.00000	5.95781	10.01666	22.71856	51.20399
8.03541	8.18977	57.67385	50.72043	8.48222	1.62786	31.20451	6.24625	5.53505	11.34046	9.70242	10.10673	1145.06949	0.00000	5.32437	6.46493	28.95060	26.72378
7.05923	6.50125	53.35398	6.84019	6.65123	7.62657	41.18444	8.99138	9.81143	79.87116	6.46033	9.95441	1194.16489	1.00000	8.99382	8.92999	12.04799	37.82383
8.22053	7.81670	56.77326	51.30001	5.77759	9.63506	56.40051	9.34932	10.50388	13.10984	7.93303	8.26293	1098.36041	1.00000	10.59827	10.88959	16.75373	47.41053
9.46973	7.12155	34.09600	51.19139	6.11198	13.31483	58.01140	9.53423	9.75243	6.51352	8.96550	10.64504	1071.44263	1.00000	12.39784	8.27848	23.67398	52.19557
8.15328	8.33392	37.94107	36.20389	4.93370	7.15745	46.90704	8.94660	6.70560	127.08472	7.45334	9.84809	1168.59824	1.00000	7.44563	7.23203	16.27616	59.66268
8.62785	8.50522	53.71399	11.8659	6.58362	11.34528	45.44106	9.44104	3.69830	34.3869	6.75285	7.77243	1095.87161	1.00000	3.74020	7.24035	14.39306	40.41773
8.68231	9.30751	76.41035	23.5654	9.58383	2.57098	47.85289	7.22434	10.43517	119.58627	6.94604	7.03431	1183.48531	1.00000	8.56730	8.96003	4.17517	49.87233
10.06393	6.45599	68.92210	13.65805	6.06872	3.91435	75.18871	8.29847	7.74251	102.56365	5.05878	9.96693	1185.81762	1.00000	12.24217	9.08175	19.69774	58.71230
9.94967	7.42764	46.75615	51.03427	11.40792	18.77083	60.20968	10.01726	7.13395	5.37429	5.50927	6.82309	1140.66377	0.00000	6.05398	9.57558	20.68684	79.26543
8.09800	7.74399	35.31378	50.75767	11.14798	4.93982	29.97885	8.48721	8.84781	-1.5443	8.28371	6.90633	1135.58482	0.00000	6.98750	9.30676	14.98642	75.65021
8.90556	7.87896	45.77330	48	8.88700	3.40183	56.81772	7.87810	8.89626	-4.1	5.65376	4.91431	1064.64222	1.00000	10.36644	8.86975	20.36605	77.06429
8.86234	6.92008	62.14005	-21.41222	7.85652	29.60039	23.13162	10.42096	9.59659	-42.19667	5.65383	8.12746	1085.08548	1.00000	7.83298	10.80891	18.23646	39.04165
8.96042	9.56803	20.87804	-37.9	10.38697	3.67555	77.06001	8.08606	8.45524	145.18333	8.88858	7.22321	1198.14531	0.00000	6.35703	7.72747	16.09896	57.86164
8.87598	7.06174	51.46333	11.50526	4.09918	24.43908	62.89554	10.27075	7.15223	77.23826	8.44624	12.87402	1053.12499	1.00000	12.45076	5.31973	10.48925	48.28416
5.79404	8.75004	43.29758	47.98372	9.17614	1.78677	78.90181	7.36874	6.22036	10.18527	7.18653	7.37045	1084.41340	0.00000	5.88884	8.26322	22.36273	49.73030
7.52779	7.25317	32.97128	23.0072	7.16088	4.54379	11.39779	8.43339	10.52304	-82.4017	7.45255	8.10596	1142.23212	1.00000	11.51570	10.76354	11.14249	59.77305
8.36698	8.24626	44.10685	-27.4338	8.63596	3.29180	37.16211	8.12376	8.90082	-65.61427	5.44990	5.77199	1191.52757	1.00000	8.99822	10.73800	21.12441	49.29666
6.49846	9.38000	37.37862	40.63316	9.05276	17.36812	59.90573	9.94174	6.26293	-74.13653	5.98926	6.78453	1189.12316	0.00000	7.09498	10.37147	27.67357	43.82833
9.38792	8.28342	62.07945	17.30858	7.82927	5.74970	56.74555	8.95812	6.95647	97.01124	9.49075	9.94104	1185.49569	0.00000	8.01110	6.93289	13.32002	64.44117
8.41993	7.55998	35.96108	27.0174	11.49058	4.30432	49.71155	8.38071	9.65319	49.62251	5.45756	7.08038	1067.02159	1.00000	7.20445	11.34380	28.29414	30.33249
8.49409	8.56112	47.82308	34.81667	8.81566	5.84480	57.95171	8.59969	6.77753	137.4	7.39978	7.05375	1075.15350	0.00000	7.42266	9.06697	-1.54681	53.87006
7.41041	8.61678	45.23649	40.78206	10.34034	4.84578	59.59763	8.47418	9.13410	72.34424	6.07958	5.15149	1096.15953	1.00000	8.70830	10.34705	1.05495	77.58292
7.74689	7.11046	53.78587	-11.78333	8.95247	3.54490	66.08436	8.04306	7.30544	19.91667	8.34094	6.88283	1139.72105	0.00000	7.16390	9.12132	17.20499	48.24986
7.57067	8.82720	66.83114	43.86682	9.43479	3.07313	34.24918	7.89032	10.03567	-79.2663	5.15583	6.23592	1120.88178	1.00000	9.90701	10.38821	-3.83737	35.29522
8.59803	7.35640	39.39429	-5.41667	11.45373	2.83514	67.77342	7.77201	9.42651	38.01667	11.39391	6.76104	1149.70627	0.00000	8.73696	7.40322	-3.55737	50.27641
7.83795	8.68981	48.88564	31.71667	3.24000	15.20378	48.96017	9.71726	7.30202	73.38333	9.05037	10.05758	1073.27932	1.00000	12.68905	6.42243	8.47297	50.32253
8.79979	8.22677	24.62357	51.78771	9.20867	6.07436	70.99999	8.82567	8.47779	56.36091	7.55491	8.59340	1142.96696	1.00000	7.33103	11.52542	7.54908	59.46131
7.39024	8.53055	58.61676	34.65918	8.00560	0.91929	43.32054	5.63786	9.64423	109.22921	6.87126	10.49120	1192.31129	1.00000	10.12584	12.10728	2.36749	60.61757
	8.42068	61.54414	47.56494	9.84819	1.04673	50.72593	6.51040	9.79490	31.33078	5.12978	6.23096	1181.86512	1.00000	7.38669	12.40957	1.20591	31.40559
7.99359	9.02596	58.08926	-3.5403	10.80245	2.54556	42.81932	7.65650	7.26549	118.9707	7.31400	6.64805	1176.03801	0.00000	3.17838	7.08911	26.33677	64.19696
7.49258	8.52061	61.66226	46.75451	9.86268	2.31391	43.62195	7.80053	8.76716	33.34864	9.07364	9.51700	1090.10005	0.00000	7.18409		8.74542	40.52110
10.44154	8.78010	36.12080	39.12074	10.04004	2.51152	28.58142	7.49391	6.98297	27.18052	7.29615	6.95305	1104.93856	0.00000	5.95213	9.04480	-2.62281	44.32949
8.47634	8.24890	57.15282	50.72043	7.56194	11.79108		9.43820	10.13986	11.34046	6.71596	11.62005	1185.56231	1.00000	9.43586	8.52185	35.11058	59.85915
7.02426	8.67295	61.43114	52.68333	11.03659	4.13806	80.81086	8.40086	6.67415	0.93333	10.95113	8.52889	1177.99536	0.00000	6.99966	7.19794	15.46396	38.02153
8.59047	9.37422	40.14898	33.76446	6.97476	10.07353	43.88609	9.35153	10.68395	-117.79394	6.56882	11.43996	1158.78442		8.58312	8.76991	15.40118	45.87254
7.38944	8.34386	54.21124	49.03685	8.80934	5.57900	53.63812	8.55333	7.76143	8.70745	7.28209	5.39769	1062.97214	0.00000	7.69442	12.43232	27.22763	34.47562
8.11005	8.03487	44.98181	32.54278	11.28823	1.59752	46.56465	7.27088	8.50897	111.50861	5.32187	6.35469	1140.28164	1.00000	9.97251	10.57461	12.16720	68.32153
8.11342	8.33184	49.28305	-37.32167	9.11579	2.06976	31.68795	7.51555	7.68568	-59.13316	8.02132	5.72233	1185.01166	0.00000	5.33837	8.01677	15.74510	53.05054
8.06187	6.63824		37.52487	7.57540	2.81054	45.59823	7.78753	10.87802	-77.55777	7.07591	6.52859	1152.65653	1.00000	8.76840	9.00362	25.63656	48.10078
9.01540	5.12774	62.53576	37.16911	9.70930	9.90650	47.53832	9.30664	6.08237	10.03478	10.37413	8.92711	1105.01888	0.00000	7.58887	7.23761	25.40304	33.99511
9.28574	5.26909	37.24506	52.14	8.34822	3.21614	67.33223	8.21415		5.58472	7.95019	8.69604	1072.55683	1.00000	8.85388	9.96452	4.33763	62.44141
8.55631	8.55641	22.49858	38.10558	7.97641	1.58990	63.66180	6.66735	9.47745	-1.86343	6.54429	4.49025	1124.04512	1.00000	10.63035	7.02309	5.76226	77.95648
7.61768	8.03098	53.79070	47.98372	11.02843	1.43128	36.25427	6.99957	7.09569	10.18527	5.11828	7.73205	1091.90907	0.00000	8.73434	10.41524	29.36862	66.35375
7.81269	5.91561	32.95514	10.29085	4.78047	2.34619	59.21170	7.61696	7.74328	105.75635	8.58664	11.47161	1177.39676	1.00000	8.83916	6.11041	18.16436	32.43319
7.99495	6.95417	54.51648	40.85158	10.01201	5.44572	44.95972	8.72926	7.69575	122.74754	5.62310	6.92213	1150.17040	1.00000	11.71393	10.88520	25.45729	57.73746
7.97678	10.20885	58.29628	16.75973	5.63476	3.24360	63.77396	8.27760	9.63618	-93.11308	10.90611	7.23096	1092.73318	1.00000	8.97446	9.21156	27.64236	56.37361
9.21028	8.59631	70.02574	49.5099	5.75998	7.85572	59.20315	9.10254	9.99831	6.74549	6.68363	11.30483	1107.51550	1.00000	7.52880	8.24177	39.01304	48.37578
6.52673	8.63055	35.20818	52.47774	10.17250	1.32407	35.04317	6.71376	10.51045	10.5511	6.90505	7.44590	1192.21139	1.00000	9.42402	9.05608	-2.56260	34.22931
6.97286	7.12327	45.91404	45.35	8.58961		35.84830	8.26738	7.31655	126.28333	10.49847	8.97753	1165.86246	0.00000	8.96585	7.23574	6.79335	47.12386
8.64963	6.38138	40.13239	12.04161	11.22425	5.52673	42.88851	8.70248	8.95059	75.35927	7.74878	7.39308	1174.70855	1.00000	9.84217	9.80263	17.91597	35.82326
9.51731	7.93925	54.19715	42.24113	7.36562	6.57777	54.92360	8.72067	9.18617	-88.3162	4.61745	8.98831	1199.63420	1.00000	8.65154	10.17735	10.05521	59.32530
8.21920	7.61930	51.51914	44.80477	10.14173	1.69890	57.34568	6.90320	8.62100	-0.59543	9.43685	7.96775	1196.89128	0.00000	5.65868	7.06077	21.81948	65.48572
8.95147	5.95294	36.27124	33.35283	8.78303	12.13875	68.72782	9.55233	8.64458	-111.78903	6.77118	5.81717	1199.13070	1.00000	10.14881	7.88820	16.37001	76.77834
6.40546	8.59676	60.50727	36.92574	7.52862	1.38972	50.93395	6.13702	9.54345	14.72443	5.83768	5.94294	1069.68864	1.00000	11.08967	9.01880	14.56142	38.43274
8.42569	8.30563	44.72759	48.21644	11.04875	33.06951	66.69189	10.57612	7.62603	9.02596	9.70564	7.98307	1070.54760	0.00000	5.85369	7.24345	21.09334	50.60932
7.00012	7.91952	68.10238	55.67938	9.12087	3.82401	54.33359	8.23043	6.74852	12.53463	7.26949	6.28451	1156.78382	1.00000	4.61543	9.38974	12.99304	25.10830
8.18085	8.96603	37.62389	33.92866	5.81911	9.07570	54.02473	9.23882	8.13078	-6.90656	9.19123	10.70711	1179.02925	1.00000	8.46667	7.42578	22.56540	67.19800
10.57462	7.87569	30.26367	23.15678	9.80227	2.65835	67.58468	7.58497	5.67566	-81.24441	10.29479	8.48718	1178.50203	0.00000	5.64854	6.59858	35.44315	78.10464
8.00594	6.89922	39.18599	42.50729	9.03488	0.81197	47.53217	5.56382	9.46011	1.53414	8.82372	8.65554	1065.38706	1.00000	9.99918	8.52718	15.80759	74.49534
7.54014	8.77901	66.31023	41.84364	7.62615	2.21358	51.43044	7.91291	5.04360	-87.71255	10.86894	8.49829	1090.63526	0.00000	6.84461	6.93260	15.04718	40.45257
7.85505	7.51360	33.18028	-8.05389	11.49266	22.45332	59.53887	10.17229	8.95192	-34.88111	9.28018	7.03361	1178.86607	0.00000	5.61790	6.90533	19.60557	43.21162
11.45684	9.23207	45.64766	-24.19436	4.93703	2.78743	51.20154	7.76850	8.19779	29.00974	5.77851	11.26222	1125.94836	1.00000	9.98575	7.57132	34.57677	44.79342
7.96049	7.27098	60.10236	7.57944	5.91310	4.79418	70.33980	8.50017	8.61885	-8.53778	6.48493	9.81752	1107.76207	1.00000	8.33145	8.67619	19.22268	53.00128
7.21600	9.12829	64.79465	50.72043	9.71412	11.40923	43.38646	9.41135	7.53988	11.34046	5.19311	5.12943	1063.49879	0.00000	8.48544	12.01075	32.39093	54.60832
8.43576	7.49806	57.51833	50.9803	4.74642	2.70655	44.85838	7.56837	8.94460	11.32903	8.56830	10.37037	1119.02182	1.00000	11.62729	8.03955	8.22219	52.27610
5.15635	7.24184	52.42313	49.13645	9.54148	0.39490	62.57167	6.50153	10.04477	8.91229	5.44894	9.47058	1156.28559	1.00000	10.87752	10.00441	14.19200	50.21029
7.18972	8.37785	59.62470	49.13645	9.60809	1.61399	54.23469	6.37724	8.47372	8.91229	9.67682	8.45482	1112.62558	0.00000	8.29838	7.52864	21.52486	41.54289
8.79467	9.22643	26.48530	36.20389	10.32330	2.36202	59.89927	7.38492	7.54323	127.08472	5.92049	6.37136	1072.93105	0.00000	7.12261	11.95269	-2.05440	74.59293
8.86636	7.26236	58.64535	37.05944	4.90305	1.82674	26.94301	7.23737	10.39971	37.3825	8.33664	10.77240	1114.54029	1.00000	12.59014	8.88231	24.62935	59.51915
7.28413	8.67893	64.41524	30.5427	5.61257	0.42562	42.15886	5.86339	11.24756	-97.54667	6.36386		1198.90110	1.00000	12.73278	11.10232	8.11097	65.09214
8.03756	6.80701	39.77812	26.2649	10.05405	5.93515	72.10414	8.72669	4.48537	81.54855	9.46397	11.95128	1183.61065	0.00000	7.75143	6.35529	11.97168	18.68451
7.19213	8.17433	32.42931	58.04254	12.55597	15.13626	57.61806	9.75514	8.24769	65.27258	6.21121	8.77623	1094.07962	0.00000	11.36882	11.02921	21.37805	62.18298
8.99838	7.60245	24.97635	30.76468	9.84822	5.33749	42.80300	8.61379	9.46137	74.12286	7.32752	9.67954	1073.00960	1.00000	8.53554	10.78673	5.70242	66.23128
7.14403	8.93849	81.31307	49.65186	5.55653	3.87046	49.93079	8.19074	9.33699	26.97253	10.44631	10.22990	1136.90124	1.00000	9.81632	7.84887	15.62915	48.70224
7.37632	9.08014	48.39404	-11.78333	5.20352	22.08547	42.49214	10.11116	9.11845	19.91667	9.10905	8.67161	1150.65870	1.00000	12.81481	9.18971	36.49026	49.22067
5.11316	8.51194	64.64551	14.14989	10.01181	2.85467	45.39131	7.50528	8.62580	121.3152	7.81766	8.66205	1169.09966	1.00000	9.80619	8.78682	27.20582	51.47438
7.75140	6.50173	56.63602	15.45144	8.96627	1.52266	33.21255	6.99876	7.58934	78.14797	7.48955	6.40956	1070.27597	0.00000	9.23942	10.88640	25.52525	62.30713
9.39066	7.50174	82.01557	16.68911	7.95145	1.93769	44.31511	7.24366		98.50893	7.69400	6.04761	1063.92247	0.00000	4.94989	8.97459	13.19828	69.13399
8.09178	7.40255	49.39915	52.14	10.20603	5.65172	79.41840	8.65052	6.29000	5.58472	6.98222	11.50852	1102.06418	0.00000	4.73672	6.14180	15.27044	57.55693
8.81281	7.35609	48.15057	37.58105	9.23838	1.51059	58.76001	7.11738	9.23557	29.26639	8.39875	9.76649	1134.97545	1.00000	7.18072	10.58050	-6.54665	68.65001
7.35069	9.58237	53.90273	47.4943	10.24758		45.97792	7.08419	8.59143	-122.24092	6.40365	7.38859	1056.91966	1.00000	11.08463	9.33768	15.49211	37.49515
6.60924	8.35084	56.58927	13.56667	9.74016	4.79229	44.11915	8.36149	9.60332	-15.6	9.63884	7.85897	1164.08924	0.00000	8.27510	7.29847	10.26644	58.71839
8.07574	9.24594	61.66392	-4.42472	10.00856	6.08834	69.99374	8.78222	5.68358	-41.45861	7.15519	10.39551	1192.32425	0.00000	9.34403	8.45744	11.69230	46.35092
8.27766	7.59864	32.75979	40.78206	8.94805	7.07270	43.31161	8.97465	11.30669	72.34424	5.80376	4.54160	1085.27302	1.00000	10.31168	7.68967	8.19671	34.24799
8.15903	8.58011	33.94071	52.66277	9.17986	4.18268	48.72144	8.15890	6.30272	-2.01111	6.57273	7.33720	1133.32171	0.00000	7.59499	9.10699	5.91672	60.11773
