H2CO	PAHs	SO2	NH3	PM2.5	C2H3NO5	latitude	NOx	Pb	CO	CFCs	O3	PRES	TEMP	PM10	warning	longitude	CH4
52.82351	9.16631	5.83970	7.80067	6.67419	0.13856	41.91886	6.57815	39.59491	6.01205	52.60850	6.12110	1172.39685	6.86291	5.43888	0.00000	8.73812	6.92473
59.17981	4.09963	5.83982	9.41001	7.02037	0.05262	51.35084	7.50012	61.56805	7.82118	49.53024	7.05501	1118.30728	-1.65723	5.64545	1.00000	-1.99421	9.56417
70.82616	7.92751	3.48775	4.17887	6.24864	0.13967	50.71229	6.08161	42.76513	6.35563	46.61607	9.16618	1054.26683	27.79790	6.48215	0.00000	4.52529	4.40197
44.77333	8.32668	7.64605	5.76062	6.86916	1.46753	43.96222	7.51385	51.34958	8.69095	58.16233	5.22293	1122.87246	24.20157	10.22453	1.00000	43.63417	6.45141
56.55180	4.61975	5.24578	4.09281	8.85521	0.08360	50.79205	6.84315	48.30438	7.33840	55.94827	5.80443	1088.28333	7.85971	6.31326	1.00000	-1.08593	7.44425
	5.89705	7.13179	7.41819	7.37159	0.06629	53.5942	6.96104	54.63233	6.70602	33.16865	5.86065	1131.84233	26.28300	4.88458	1.00000	25.8191	5.75856
29.73703	7.96266	4.96282	5.40161	6.45374	0.11937	42.8334	8.83169	48.53810	9.01642	30.84839	3.87120	1089.04251	5.17006	6.98512	1.00000	-80.38297	6.07171
47.68475	5.95749	5.84130	6.33318	7.97657	0.10812	27.76056	7.40368	65.72809	7.25766	34.41283	6.11097	1119.08450	3.72402	6.86924	0.00000	-15.58602	5.08493
29.46218	8.01555	8.45126	5.70869	8.76887	1.53177	37.05944	6.25949	40.18813	7.26144	52.29640	7.83364	1076.99760	15.16878	10.25757	1.00000	37.3825	4.41798
34.20090	9.64258	7.12861	5.87661	6.79418	0.19162	36.53333	6.45093	54.53720	6.94681	46.61309		1082.90570	3.95002	7.46702	1.00000	136.61667	4.39461
50.71273	2.77183	4.31783	6.00724	7.69305	0.04586	34.25807	7.96079	54.56376	6.54379	50.39318	6.31975	1181.49853	16.01931	5.57953	1.00000	-88.70464	4.68118
40.95967	10.27248	4.42734	5.61329	8.21456	0.09677	50.88506	7.92787	52.04388	6.73215	41.69665	7.98015	1129.91880	12.99579	6.05088	0.00000	4.07601	5.03261
30.54683	5.90523	10.29770	3.07946	7.72602	0.25029	27.34089	8.94230	44.59297	5.78272	50.18531	5.83920	1061.92557	5.53835	8.39501	1.00000	117.4831	5.42198
66.21931	8.36706	5.91963	6.70128	6.46592	0.19102	-10.33333	7.10978	58.46082	5.74149	47.79499	5.75004	1074.92287	24.02735	7.51378	0.00000	39.28333	5.28340
43.15716	5.11300	6.17084	9.02965	7.63226	0.10088	17.94979	6.95882	47.15042	7.31582	53.64569	4.72605	1112.29639	11.40173	4.99875	1.00000	-94.91386	5.16846
50.21069	8.95739	5.81080	5.59341	8.62057	0.08701	48.8222	7.95908	34.78026	6.95847	57.28605	8.22598	1176.19103	4.29046	5.07188	0.00000	2.12213	6.13341
53.38197	6.23838	5.06920	5.14671	6.77899	0.03529	42.35843	7.91372	38.20305	8.32038	52.82761	7.75663	1103.45102	26.27652	4.02340	0.00000	-71.05977	6.46271
32.75758	5.02265	3.23231	6.31147	6.26571	0.04922	48.8449	6.67379	41.68372	4.92752	34.97606	8.50195	1109.10060	36.73221	5.31848	0.00000	17.22635	5.75926
54.75208	7.63497	8.63355	4.96063	7.85200	0.48220	46.7055	6.57926	50.58867	8.31406	34.41503	6.79150	1085.01206	4.63805	8.93958	1.00000	38.2739	5.40420
22.49221	4.14415	7.30058	7.03939	6.94518	0.08920	43.35071	7.65259	57.34081	7.03273	45.92914	8.32982	1062.05112	2.27778	5.26426	1.00000	46.10925	5.54559
52.20291	6.31385	9.47610	6.57530	7.85116	0.08972	29.65163	6.24608	41.67875	6.69778	43.37973	7.30387	1140.09512	3.10337	4.91645	0.00000	-82.32483	9.01066
54.95185	10.22373	4.43190	5.11613	5.69470	0.05495	51.78967	7.19198	37.07374	8.08603	33.09426	8.63386	1190.76528	16.72280	6.04737	0.00000	1.15597	4.58783
51.06767	6.32742	7.92627	3.19530	4.40868	0.40136	-30.60106	7.09422	27.62361	5.98822	39.35637	6.59932	1079.16183	39.50704		1.00000	-71.19901	6.24408
59.91972	8.46632	4.99866	5.32189	6.96641	0.24362	-2.13404	7.33792	38.82790	6.71703	70.14713	5.44515	1118.63050	31.99878	8.25777	1.00000	-79.59415	5.14420
78.70773	8.10250	6.74431	4.47672	6.96582	0.15542	44.92801	7.85026	55.29626	8.90523	25.80233	10.90151	1057.83419	-0.98437	6.99725	0.00000	4.8951	5.66200
49.65622	7.92224	7.66504	6.07290	7.29138	0.09218	40.82232	7.39337	64.14209	7.57632	48.80837	6.45662	1082.95257	-2.06485	6.67615	1.00000	-74.15987	7.22348
41.62489	3.72675	6.90785	9.10386	8.09909		-37.32167	6.60291	68.85052	6.07617	25.99702	5.22892	1071.92532	14.63965	9.38515	0.00000	-59.13316	9.90700
47.10360	8.96939	6.78175	6.60726	6.32100	0.15771	11.8659	7.61523	59.77523	8.86785	37.92899	9.20741	1144.01024	-1.73653	7.34263	0.00000	34.3869	5.37608
55.05412	4.32939	5.35425	5.58844	7.53484	0.08907	32.54044	7.25253	32.79426	7.13820	61.28183	6.17564	1069.26695	10.38927	4.87221	1.00000	-82.90375	5.08820
54.08511	7.47441	6.98993	7.47826	7.28756	0.04731	17.30858	7.46489	74.35597	8.63432	26.67780	7.72466	1178.03091	12.73044	6.65558	0.00000	97.01124	7.09508
58.86916	4.98125	7.12015	4.91486	7.98310	0.07291	36.06523	8.74785	30.44129	7.05015	57.41154	6.93192	1199.86655		4.70248	1.00000	-119.01677	7.38077
56.64146	4.40525	7.11991	9.70960	6.47921	0.60747	37.49073	7.83897	70.50029	7.59538	31.41314	8.15506	1137.19435	20.31099	9.17255	0.00000	-2.77259	6.07605
70.82693	7.45599	4.33176	3.99838	6.76981	0.09245	53.38333	7.62368	42.65559	7.77844	52.64749	8.82234	1091.80537	19.41805	4.74723	0.00000	-0.76667	5.63123
54.33615	10.28654	7.08905	6.74131	7.59506	0.14762	18.51957	7.77475	43.12772	6.60738	39.82958	5.73480	1093.84672	10.23121	7.19404	1.00000	73.85535	5.69233
56.46382	8.39792	8.52337	5.83143	5.63300	0.56119	30.81383	6.02760	37.91719	5.83365	35.17031	5.67490	1053.73949	26.29311	9.12931	1.00000	75.16878	5.73520
55.18797	5.38062	5.64025	6.30529	6.30460	0.25117	10.31672	6.80357	43.30023	7.47886	42.96112	5.96574	1193.60279	21.51377	8.31155	0.00000	123.89071	7.24902
55.91974	6.58119	6.83825	7.13130	7.51321	0.30425	56.56317	7.57256	39.00386	6.76310	49.66599	5.93817	1055.00625	18.99029	8.38592	0.00000	-2.58736	7.73342
47.48378	5.03153	4.72793	5.22080	6.02097	0.09413	50.88506	7.59621	42.71045	7.46333	45.98425	5.24801	1115.12513	19.01613	5.83775	1.00000	4.07601	5.71963
43.62328	9.31566	9.42527	8.10242	8.39615	0.30807	36.53333	7.34559	36.01241	8.93541	39.93145	6.62576	1087.07940	13.16984	8.53229	1.00000	136.61667	5.80354
51.60399	9.34129	9.26173	6.96448	6.26829	0.43136	-8.76194	6.77412	54.94933	6.75678	45.06835	6.15205	1189.70940	19.81242	8.84653	1.00000	-63.90389	4.84080
52.33106	5.30956	6.68238	8.79241	6.07505	0.49659	25.92493	6.89671	39.35165	6.71448	42.05674	4.34451	1106.03853		8.96610	0.00000	73.66633	10.70864
39.79223	7.41946	7.78347	4.20639	7.77234	0.15768	17.94979	5.98004	43.19188	7.49331	41.32965	7.14710	1195.39232	16.43470	7.64078	1.00000	-94.91386	5.73143
59.16281	8.25740	4.82548	5.56952	8.46509	0.06553	-1.6	6.25085	29.08789	6.99234	52.45448	8.77417	1195.37484	19.05294	5.89624	0.00000	103.61667	4.09116
37.15553	8.19791	8.96403	6.25589	6.20374	0.36756	27.71809	7.97040	47.95605	7.12226	58.53084	7.10028	1198.93436	35.89913	8.74528	1.00000	-82.35176	5.49105
46.62515	6.67708	6.14144	7.68237	9.81236	1.79717	43.35071	8.21630	42.81669	5.72562	53.25214	3.59229	1163.84622	23.98080	10.42424	1.00000	46.10925	9.65233
56.44409	4.05130	4.97343	6.13910	7.34987	0.06560	53.14657	6.70361	53.55062	5.88162	27.80780	5.40279	1159.15693	5.37298	5.03888	1.00000	140.72287	4.97630
40.97428	7.15522	4.66591	6.36670	5.36051	3.24850	-0.71667	6.62189	42.43836	8.36283	66.56664	6.38212	1148.36255	20.65186	11.04145	0.00000	-48.52333	4.61242
34.00763	8.96843	8.38324	5.91953	8.10695	0.15471	13.44581	8.04839	88.10930	7.16466	63.17166	5.92583	1164.87736	-2.48507	7.13469	1.00000	101.18445	5.66754
70.29502	8.15257	8.48079	5.09479	6.38297	0.36257	37.51803	6.71731	55.75417	5.52083	49.36666	5.99159	1062.23600	6.45157	8.52732	1.00000	15.00913	5.50588
35.48457	6.89057	7.02082	5.94030	7.67583	0.10895	35.88264	8.42817	24.54762	8.53723	32.15530	9.96945	1083.59987	12.38645	6.59263	0.00000	-80.08199	4.95994
51.23480	7.93570	3.77964	5.76311	7.22186	0.05369	43.35071	7.47542	13.27382	5.83023	44.60708	6.91578	1153.07775	25.31844	4.53227	0.00000	46.10925	5.12796
53.91822	9.58545	7.74412	6.91654	7.72577	0.17613	31.82539	8.18883	62.83949	8.15055	68.48584	6.25043	1101.51909	26.01727	7.68039	1.00000	72.54064	5.93915
47.58082	4.16148	5.46779	8.75392	6.38032	0.09831	28.98002	7.04522	66.06719	7.19702	45.36141	6.10854	1103.18639	33.97240	7.00673	0.00000	77.70636	9.95919
59.16760	8.75114	8.65674	6.21819	5.26168	0.27277	50.23019	5.72825	34.78778	6.40016	45.66747	6.69692	1153.84773	23.99256		1.00000	8.77155	
45.54250	8.20365	6.84677	5.01107	5.23603	0.05911	8.48714	7.89444	43.96681	8.87425	53.78116	10.60924	1083.69156	14.28543	6.54369	0.00000	-13.2356	4.83695
81.78806	8.90475	7.29398	7.78409	5.13775	0.14072	47.98372	7.41958	75.97839	7.64354	43.36623	6.02029	1066.54711	8.21632	6.99153	1.00000	10.18527	6.28514
40.00963	8.04536	4.77559	5.78488	7.30757	1.34410	43.61062	6.60016	71.08627	7.19436	22.30980	7.54947	1056.34442	1.03070	10.11374	0.00000	-72.97261	4.74558
19.10543	5.17162	3.55392	5.09010	7.28993	3.05282	21.01858	7.63302	45.95286	9.57587	45.17339	4.62994	1096.50647	24.17062	10.97835	0.00000	-101.2591	
69.02501	5.45397	10.31014	3.98192	5.79848	4.38051	-37.9	6.82158	74.73620	6.53494	38.92584	2.65256	1095.59713	19.31320	11.34636	1.00000	145.18333	8.19884
42.76017	10.94747	6.08820	4.99368	5.46238	0.22170	23.02677	6.87555	54.06686	6.94837	59.10186	10.10188	1088.60658	28.41179	7.99551	0.00000	113.13148	5.87376
51.06174	10.01541	7.70664	7.14935	6.11470	0.32732	41.75338	6.93038	49.12577	7.34550	49.37767	4.90146	1126.32499	23.20247	8.40305	1.00000	-86.11084	6.18105
33.60063	8.73525	8.52318	6.55615	7.67163	0.18094	47.76232	7.96845	46.46053	6.66858	58.99183	8.43184	1050.45252	1.69519	7.80474	1.00000	-122.2054	4.78667
57.24954	5.56461	4.42799	6.23623	6.25998	0.14582	9.82564	8.67865	53.54033	6.21830	42.80109	7.32207	1101.85283	-2.87380	6.94765	0.00000	78.25795	6.41013
39.87757	9.47375	7.42841	7.31732	5.96685	0.49033	3.8801	7.59465	34.94961	7.17137	51.38547	5.76496	1154.51245	14.62032	9.02690	1.00000	-77.03116	6.55206
47.99888	4.93519	3.23856	3.33627	7.86070	0.22101	41.47892	6.83739	42.36795	8.13624	55.98437	7.70136	1071.24900	19.81975	8.03341	1.00000	-87.45476	3.62994
54.26345	6.23363	7.05494	7.52461	4.39606	0.13908	36.20389	7.99959	60.91683	7.25581	50.32554	4.85373	1074.92925	22.17866	7.49598	0.00000	127.08472	9.44739
15.32345	9.10739	6.23674	3.76219	7.76663	0.06818	34.15429	5.67391	78.79407	9.75026	43.12074	10.05188	1098.53609	5.16850	5.85779	0.00000	3.50309	7.22771
51.34086	2.68384	9.99818	12.76165	6.23100	0.81812	-4.42472	7.56652	60.45459	6.33859	39.44687	6.47215	1091.31770	-2.52664	9.60694	0.00000	-41.45861	9.69968
68.20313	9.91614	7.87007	6.87567	6.91049	0.08706	51.168	8.81592	44.70126	6.31946	46.79342	7.28994	1068.58395	21.43043	6.61165	1.00000	7.973	5.07103
50.81737	6.99862	9.98124	5.29387	7.83450	0.09843	20.14298	6.38770	66.38748	8.33786	51.37050	5.71384	1156.53598	32.16120	6.91288	1.00000	-77.43532	7.13016
34.07728	9.71065	5.96655	6.70288	7.73532	0.08657	37.52487	6.68836	53.33950	6.63353	46.70748	8.15161	1099.82422	1.81590	5.75706	0.00000	-77.55777	4.70325
21.90678	9.57554	5.84291	7.00603	6.03952	0.04309	41.09246	8.24424	50.36708	5.49989	52.13192	7.31649	1149.51954	-3.37858	5.25030	1.00000	45.36561	5.35382
54.70475	8.74363	8.18625	5.85338	6.37097	0.28446	23.04419	9.45208	47.79367	5.41306	58.54521	3.20584	1130.60160	9.14863	8.44765	1.00000	-82.00919	7.53373
38.51131	7.26411	8.01674	4.73331	6.30675	0.62311	37.73222	7.82232		6.17461	60.73145	5.02420	1176.36961	14.88405	9.27013	1.00000	115.70111	7.15792
43.83319	8.40672	8.04846	6.08693	5.34437	0.60151	35.61452	6.98954	36.34530	7.34144	30.50065	6.62623	1161.37520	20.72321	9.28301	1.00000	-88.81395	5.85323
41.88352	6.41743	6.09182	7.45354	7.17562	0.09921	40.72816	6.08383	49.16325	6.50717	56.74530	7.28777	1125.80290	28.88590	4.83820	0.00000	-74.07764	4.98998
26.94965	8.03582	9.49930	6.65188	8.19370	1.44711	53.16167	6.61646	45.43155	9.09463	62.38062	4.97127	1058.74569	21.08449	10.17924	1.00000	6.76111	6.66714
28.09855	8.68189	4.84604	4.57209	6.10786	0.08391	45.40008	7.26780	74.05931	6.60697	70.35122	9.38414	1175.72886	19.93574	6.17500	0.00000	-73.58248	4.93929
41.70909	10.17063	7.51005	8.17967	7.62226	0.27844	48.07667	7.14209	56.27117	3.27876	54.76789	5.25179	1123.51693	26.92312	8.18187	1.00000	8.64409	7.11203
53.95497	7.00745	5.93993	9.09476	8.04223	0.17270	14.95472	8.09521	43.19368	6.48802	36.81739	5.16136	1125.74360	7.92585	6.47386	1.00000	120.89694	5.25125
54.83032	7.94467	8.97127	5.81905	9.27357	0.54261	38.58894	6.85420	58.26565	6.59256	42.68534	3.97451	1100.04762	8.03748	9.09670	1.00000	-89.99038	7.20545
33.97006	6.47504	7.75898	5.86314	7.19599	0.08809	51.21667	7.63055	50.09974	9.80978	27.37697	7.43541	1085.25159	28.23261	6.06503	1.00000	6.26667	7.01846
66.09836	8.20715	8.20062	4.65976	7.03848	0.23588	35.48199	6.24005	58.03761	8.71358	38.56976	4.76579	1175.86707	6.77796	8.22649	1.00000	137.02166	6.10823
57.97870	4.78352	3.48940	3.55966	7.54288	0.04763	10.13361	7.39715	45.39653	8.00441	53.83265	5.20619	1196.34151	11.98378	6.07557	1.00000	124.84472	5.59350
60.09559	11.13241	6.89405	8.36371	6.83191	0.11893	44.35056	6.54321	33.26255	7.43532	45.97762	6.86613	1064.36302	19.69650	5.05732	1.00000	142.45778	6.36417
40.03565	7.03875	6.26036	7.37222	9.31822	0.09042	19.64745	8.16281	76.24524	7.47945	44.52466	7.20252	1177.52001	29.65988	5.42625	0.00000	-102.04897	6.16375
36.54014	6.53720	8.21530	9.11594	6.73923	0.48453	-54.8	7.99799	15.12162	7.85309	44.05506	3.95953	1129.89073	11.17731	9.07919	0.00000	-68.3	11.66784
45.86799	6.92154	4.47102	6.97073	7.16430	0.08353	51.35084	6.92599	45.50385	7.01031	31.74663	7.32212	1093.51957	17.80538	5.39201	0.00000	-1.99421	3.65680
52.71394	3.47039	4.76769	8.62718	7.23636	0.13117	37.05944	8.82253	25.57667	7.77959	66.66617	7.21969	1082.52489	16.44352	5.04121	0.00000	37.3825	8.77932
41.50492	5.61180	9.29443	2.92842	7.51339	2.82383	47.92526	8.15238	35.82187	8.80561	18.96750	4.16023	1067.97008	15.72537	10.89857	1.00000	-97.03285	6.71852
41.15617	5.71477	5.15909	4.70953	7.70150	0.12822	39.32011	7.49745	34.38008	8.06841	44.55217	7.08952	1078.86267	29.40806	6.91471	1.00000	-76.51552	5.02624
54.35875	8.96993	10.03879	6.19388	7.94417	0.43974	23.9028	7.93465	27.50263	7.64536	37.65182	6.53471	1165.54219	19.62902	8.92013	1.00000	89.11943	3.72354
47.97341	9.61188	6.99939	5.77925	8.61120	0.08732	34.56861	6.25697	53.62424	8.14116	45.90934	9.18665	1157.55827	14.15771	6.16011	0.00000	105.89333	6.51803
25.35027	6.40570	6.92131	4.81825	8.41846	0.05182	55.82737	8.38476	47.67426	6.32924	36.19206	5.74631	1184.43739	20.61868	4.95314	1.00000	-4.0573	6.96391
50.37940	4.04501	3.67645	5.64187	7.34817	0.07153	30.75545	6.18846	49.37367	6.23615	51.03796	5.46726	1110.48333	15.93751	5.58244	1.00000	20.22625	3.89469
55.37144	10.79890	7.97691	7.75536	6.76441	0.09975	-22.45667	8.19097	37.96684	8.13834	29.85931	6.58449	1168.11210	20.92744	5.94908	1.00000	-47.53028	5.17669
58.13459	8.62133	8.74975	5.98519	8.00298	0.19354	38.37255	7.29430	41.69263	7.88694	51.56621	6.22058	1096.47092	32.38773	7.65629	1.00000	34.02537	5.65752
57.90486	10.32529	7.15322	6.88916	5.23490	0.26451	49.88307	7.45029	67.65182	8.72965	34.05456	6.40693	1059.50567	25.61133	8.37233	1.00000	-119.48568	4.86794
50.14964	8.79149	5.64077	8.17338	6.12603	0.44740	12.35275	7.18601	72.21555	7.32959	45.76348	5.86202	1093.24052	33.02511	8.97032	0.00000	121.06761	6.85712
60.12038	8.74346	8.22457	7.64522	8.13069	0.10039	46.08333	7.27322	38.49066	6.79766	53.98349	7.24834	1061.61728	9.44414	5.38840	0.00000	122.08333	8.61392
32.03532	10.54920	5.98838	3.31026	7.08385	0.11759	40.82232	6.02546	37.14582	8.54815	35.96604	10.49289	1149.43488	13.17435	6.67604	0.00000	-74.15987	7.22478
26.69172	5.69303	4.53416	5.84826	8.02851	0.09365	34.25807	5.03793	70.09138	6.66296	60.91403	4.51821	1155.69222	22.39896	5.77025	1.00000	-88.70464	4.33390
35.99689	5.14348	6.43169	9.98968	6.60052	2.24772	41.72063	8.56229	73.69622	6.87274	51.46671	5.23850	1095.65362	-9.79063	10.67254	0.00000	12.6723	8.69809
52.86678	3.50021	5.51553	3.72089	6.65323	0.10479	-4.24444	7.07144	50.85231	7.53712	53.54302	8.22696	1086.84635	26.78648	6.02058	1.00000	-42.29444	5.51448
66.66749	8.89699	6.33763	3.43307	8.31893	0.27134	14.8361	6.21892	68.25495	5.10649	65.93022	8.31807	1090.31658	5.86149	8.34647	1.00000	120.97844	5.82897
40.14287	10.79974	8.15962	11.49419	7.05033	0.54660	37.19723	7.28341	49.27436	7.46104	36.18580	5.03673	1103.23912	26.93445	9.10335	0.00000	122.05228	9.60808
51.88073	8.56620	5.16479	4.64000	7.84285	0.04613	10.61285	9.44068	54.45184	5.89869	55.19804	8.89606	1115.78295	5.93431	5.07010	0.00000	12.19458	5.54950
61.40779	9.55721	5.04720	7.72149	8.08709	0.08500	51.39148	8.72692	45.09385	6.33956	55.70312	6.60059	1170.08138	14.83752	5.04290	0.00000	-0.29825	4.05873
31.08473	6.93389	7.87564	6.92816	5.89618	0.07094	-2.13404	5.83649	41.94457	4.78471	63.66589	4.46461	1087.21899	9.30078	4.11622	1.00000	-79.59415	7.86156
50.91284	8.94855	8.48903	5.46445	7.33735	0.07007	21.28306	7.22666	40.32589	8.74202	45.26503	6.37256	1161.51321	26.53478	6.44250	1.00000	-89.66123	5.23504
58.09322	2.64080	4.46423	4.48533	6.74449	0.07957	43.61062	6.55369	61.57648	6.96941	48.23435	6.36229	1183.76685	29.41671	4.11060	1.00000	-72.97261	3.96596
69.02216	8.19654	9.94170	4.80848	5.73569	0.12107	13.51825	6.46802	58.66346	8.25376	64.24383	8.14022	1103.48482	7.84860	5.71205	1.00000	99.95469	8.77684
49.40088	8.45891	7.20520	6.80238	8.19980	0.11375	8.43333	6.81421	30.49830	7.99600	68.14364	5.90955	1077.45624	10.58431	6.79697	1.00000	99.96667	6.69797
52.32158	6.87663	8.12400	11.39643	6.39492	2.12832	38.96372	7.97648	72.83752	6.06409	58.94999	3.94468	1195.00133	17.69419	10.60088	0.00000	-76.99081	11.58200
28.51198	9.04522	9.75851	6.35747	7.61654	0.16845	32.57756	5.45491	33.33357	7.31753	31.13812	8.69401	1070.53813	18.03149	7.61385	1.00000	71.52847	2.99936
46.16420	4.21494	6.71670	7.97755	5.90356	1.12015	33.45122	7.87717	52.00864	7.83944	49.82676	5.22270	1158.03248	19.05166	9.92505	0.00000	-86.99666	8.21293
34.28990	3.96949	7.01585	10.01371	8.19861	1.67692	51.14942		46.09337	7.48524	43.63376	5.58977	1142.20953	15.26491	10.33354	0.00000	15.00835	9.45904
48.01864	6.93678	6.78589	6.06002	7.77030	0.15646	14.62072	7.44358	65.24590	6.86547	61.80214	6.67439	1199.28297	18.82734	6.97224	1.00000	74.83554	6.14091
37.95288	5.18517	3.34050	7.16773	7.77059	0.07518	50.71229	6.71348	42.48678	7.86415	45.25469	4.12934	1095.11728	3.18669	6.35295	0.00000	4.52529	3.74130
41.34453	9.46342	5.66407	6.46035	9.03068	0.05097	49.41029	8.73948	40.59834	6.62842	53.27579	8.37073	1062.74845	8.42685	5.30427	0.00000	38.15035	3.78073
26.67597	5.19282	5.19008	7.54260	7.36793	0.05868	27.85	6.15100	50.80662	6.19626	52.97746	7.59505	1083.81405	34.25533	4.62909	0.00000	112.9	7.88845
51.46171	10.52880	7.65201	7.57490	8.25215	0.11780	32.87533	7.18632	49.85099	5.54185	49.20780	8.44618	1157.02813	-1.50933	6.08086	0.00000	71.57118	5.17181
54.21277	11.15682	5.34446	4.10624	6.45735	0.05625	54.8421	6.75113	41.72708	8.76467	64.80260	10.08680	1062.52396	5.07231	6.37594	0.00000	46.5813	4.98454
66.50044	7.09152	6.51492	5.05882	5.81045	0.06704	36.06523	6.79801	50.15807	7.98932	49.63942	6.29512	1135.73130	34.25760	6.50643	1.00000	-119.01677	6.22751
44.26479	7.09746	6.35085	9.81462	7.71302	0.98513	37.30553	7.02747	29.75532	6.95335	67.53845	4.71070	1190.39479	0.40172	9.77438	0.00000	120.82747	9.82876
75.69170	7.41836	5.42596	8.24077	9.13295	0.07334	50.11861	7.45673	68.72768	7.82511	47.61926	3.70317	1121.95356	11.94472	6.10461	1.00000	-5.53715	5.36731
33.96696	5.95346	7.72559	9.86195	7.57524	0.07566	-8.43333	7.70726	53.60718	9.20963	50.78856	5.12414	1120.89402	0.18865	3.97924	1.00000	114.33333	5.49539
54.80694	7.03311	3.87541	5.88252	7.16931	0.17355	50.82709	8.21972	47.29619	7.06742	37.11839	8.27793	1179.84324	7.53090	7.75523	0.00000	6.9747	3.79004
51.76148	7.19157	7.31633	7.03195	7.08435	0.05015	51.40944	8.03079	39.72431	8.37103	40.34054	5.17537	1155.00734	22.36682	5.68490	1.00000	46.04833	7.00705
45.56363	7.14955	3.75808	6.34475	7.02843	0.11438	52.53048	7.73703	54.96662	7.56951	41.83535	4.49175	1090.08444	20.01802	7.30620	1.00000	13.29371	4.15847
30.45969	2.13097	4.43405	7.30385	9.33860	0.15571	44.89784	6.84867	87.67245	6.93810	53.79723	5.04781	1098.76266	2.67387	7.40645	0.00000	8.86374	10.53874
45.69875	7.72824	5.44738	7.48489	8.85076	0.15097	11.93381	6.26874	57.73759	6.15748	32.52937	5.36979	1085.37457	22.26357	7.16648	1.00000	79.82979	4.07430
40.23203	10.06559	7.12565	7.41419	8.63984	0.13927	55.54028	6.58076	47.42542	7.23344	20.48258	6.69274	1107.30567	10.50420	7.09508	1.00000	89.20083	6.27679
63.01991	6.89467	4.63513	6.11399	7.23374	0.07211	41.09822	8.00423	35.63360	7.02457	34.85181	7.90036	1100.87712	26.71707	5.71204	0.00000	120.74792	4.75250
41.12396	9.22205	7.78290	7.44831	6.40636	0.64678	51.39323	6.39747	49.99797	6.07230	36.25077	6.77934	1196.78460	15.17896	9.34817	1.00000	0.47713	6.05432
34.79558	5.29719	7.46979	11.67710	5.42743	0.42010	42.64685	7.80479	35.02655	7.46065	55.71507	7.09092	1127.92171	4.54934	8.81596	0.00000	-5.55835	8.89260
25.74628	6.29413	5.56809	6.63196	5.84563	0.05947	42.52787	6.37537	43.60926	6.78558	50.93969	5.73843	1181.05644	17.67488	6.05414	1.00000	-70.92866	5.31692
43.51098	8.83432	6.37029	5.69069	6.28577	0.09412	48.15659	6.55978	62.33861	8.75953	50.45465	8.91956	1066.05529	4.96685	5.42481	0.00000	28.28489	5.66129
52.19211	6.86406	7.05693	6.58858	5.51572	0.08304	27.09978	6.94971	51.11179	5.48860	58.49923	6.20100	1098.16969	24.30481	5.93786	1.00000	-82.45426	6.44266
51.94401	9.04753	5.68923	5.05784	7.77126	0.10367	37.49073	8.09674	60.93272	8.01272	46.24341	8.59629	1170.54590	10.32986	5.50152	0.00000	-2.77259	6.66651
36.73649	5.31458	6.32139	5.69980	6.99416	0.15078	10.98778	8.20965	74.43806	5.53731	37.02764	7.82454	1112.60032	19.85126	7.15389	1.00000	-74.95472	6.31996
33.84230	8.42975	7.02836	7.17218	8.98314	0.14355	-1.63333	5.49365	33.47104	6.73763	47.30133	5.48371	1113.60834	19.97585	6.49139	1.00000	13.58357	5.20519
55.81057	5.29870	4.77505	6.31212	6.58592	0.12132	39.59611	8.04331	68.17894	7.53888	37.92414	6.01754	1082.10776	19.01068	6.30923	1.00000	27.02444	4.25717
58.72627	8.99155	6.94911	5.34533	7.47757	0.64587	1.6561	7.52036	55.57613	7.38501	40.63389	6.07056	1197.11561	17.55071	9.35080	1.00000	103.6032	5.29712
30.25324	6.39592	7.26741	6.68932	5.11378	0.09793	-0.71667	6.18450	52.39948	7.50431	50.83287	7.05026	1184.84047	1.56891	6.25064	1.00000	-48.52333	6.55141
53.69308	6.77815	5.64688		9.48130	0.04636	40.70995	6.74776	36.83561	9.15997	34.80860	7.74154	1085.52810	23.55567	4.59211	0.00000	0.57856	3.72011
47.41412	5.55057	7.64157	11.69315	9.17051	0.16003	6.9909	7.87679	44.21640	7.55087	38.84451	8.04098	1137.94467	18.18424	6.43602	0.00000	79.883	8.58612
60.22201	5.33746	5.10289	7.93486	7.57438	0.17410	51.19139	6.04514	61.04829	7.10743	43.61266	6.81676	1166.82740	26.69009	7.55183	0.00000	6.51352	7.77984
54.93568	5.52178	7.00094	7.46255	6.67208	0.04929	47.56494	7.53364	45.91482	5.97558	47.48384	6.01807	1134.88161	20.77649	4.33498	1.00000	31.33078	5.60220
46.34903	5.19878	5.96182	6.17005	8.15465	0.08034	18.18158	7.02385	75.55161	6.83115	47.81684	6.50444	1114.06118	21.69239	5.94195	1.00000	76.03889	5.29843
69.18137	5.43727	4.23371	7.73426	5.73899	0.13526	13.56667	6.68695	73.44596	7.96743	47.79568	5.13209	1054.91578	-4.09874	6.34478	1.00000	-15.6	3.57039
24.14534	5.64589	9.05093	3.10198	7.05906	4.46823	27.0174	6.93434	25.19749	8.66613	65.82057	4.62702	1055.23869	8.69961	11.36388	1.00000	49.62251	6.53581
