latitude	longitude	QoS	code	location	revision
49.28669	1.00288	good	FR	Europe/Paris	2021-08-15
-22.57306	-47.1725	accep	BR	America/Sao_Paulo	02/03/2018, 00:00:00
42.62833	20.89389	excellent	XK	Europe/Belgrade	2021-11-20
41.09822	120.74792	maintenance	CN	Asia/Shanghai	2014-03-23
33.98154	-81.23621	average	US	America/New_York	2018/05/07
51.04962	12.1369	good	DE	Europe/Berlin	08/09/2016, 00:00:00
47.30997	8.52462	average	CH	Europe/Zurich	2021/03/07
16.68911	98.50893	accep	MM	Asia/Yangon	2019-11-21
39.45621	-77.96389	building	US	America/New_York	2021/12/11
9.58126	8.2926	excellent	NG	Africa/Lagos	21 Jul 2016
-1.9487	30.4347	accep	RW	Africa/Kigali	2021-11-09
34.77453	-96.67834	excellent	US	America/Chicago	08/07/2014, 00:00:00
7.65649	4.92235	accep	NG	Africa/Lagos	01/05/2017, 00:00:00
55.25	24.75	accep	LT	Europe/Vilnius	09/12/2014, 00:00:00
37.31309	40.74357	building	TR	Europe/Istanbul	16 Mar 2019
23.04419	-82.00919	good	CU	America/Havana	09 Jun 2013
14.95472	120.89694	building	PH	Asia/Manila	2014-06-06
41.91886	8.73812	good	FR	Europe/Paris	2015/12/23
30.46907	70.96699	maintenance	PK	Asia/Karachi	2019-04-17
45.79377	8.88104	accep	IT	Europe/Rome	22 Feb 2018
18.20854	-71.10077	maintenance	DO	America/Santo_Domingo	04/12/2015, 00:00:00
50.79205	-1.08593	maintenance	GB	Europe/London	2016-11-06
15.46063	99.89166	good	TH	Asia/Bangkok	13 Oct 2012
26.67319	31.4976	good	EG	Africa/Cairo	2019/02/27
52.61131	13.31783	excellent	DE	Europe/Berlin	2017-10-29
40.87363	14.34085	accep	IT	Europe/Rome	2022/02/05
-37.9	145.18333	average	AU	Australia/Melbourne	10/30/2016, 00:00:00
30.5427	-97.54667	average	US	America/Chicago	2014/02/01
-1.63333	13.58357	accep	GA	Africa/Libreville	2014/07/27
31.84568	-102.36764	accep	US	America/Chicago	2015/11/18
22.75218	72.68533	accep	IN	Asia/Kolkata	2016/03/29
41.09822	120.74792	accep	CN	Asia/Shanghai	2020-05-06
49.07866	30.96755	accep	UA	Europe/Kiev	2013-10-17
-25.54073	152.70493	excellent	AU	Australia/Brisbane	10/19/2019, 00:00:00
5.27247	-3.59625	average	CI	Africa/Abidjan	15 Jan 2022
25.13915	73.06784	accep	IN	Asia/Kolkata	17 Feb 2017
43.32686	-2.98884	maintenance	ES	Europe/Madrid	03/10/2013, 00:00:00
41.24264	16.50104	accep	IT	Europe/Rome	2017/05/27
38.91817	-78.19444	average	US	America/New_York	21 Sep 2022
-19.32556	-41.25528	average	BR	America/Sao_Paulo	08/11/2022, 00:00:00
65.84811	24.14662	accep	FI	Europe/Helsinki	2022-08-17
34.15429	3.50309	excellent	DZ	Africa/Algiers	12/30/2017, 00:00:00
39.57582	-105.11221	excellent	US	America/Denver	2014-09-19
40.68066	-73.47429	good	US	America/New_York	2020-02-15
31.76212	-95.63079	accep	US	America/Chicago	23 Feb 2015
54.84444	38.16694	maintenance	RU	Europe/Moscow	06/02/2014, 00:00:00
54.52156	9.5586	maintenance	DE	Europe/Berlin	15 Aug 2017
-7.57897	112.23109	good	ID	Asia/Jakarta	2017-11-22
45.73333	4.91667	excellent	FR	Europe/Paris	2015/12/01
36.81667	117.81667	accep	CN	Asia/Shanghai	08/22/2019, 00:00:00
-38.16604	145.13643	average	AU	Australia/Melbourne	2013-03-23
8.88649	2.59753	good	BJ	Africa/Porto-Novo	2021/07/23
45.47885	133.42825	average	RU	Asia/Vladivostok	2014-10-03
53.37596	51.3452	good	RU	Europe/Samara	23 Dec 2017
-17.83333	48.41667	average	MG	Indian/Antananarivo	08 Nov 2015
31.78336	35.23388	maintenance	PS	Asia/Hebron	2021/03/11
-8.76194	-63.90389	building	BR	America/Porto_Velho	12/22/2019, 00:00:00
28.15112	-82.46148	accep	US	America/New_York	2014/08/23
27.0174	49.62251	average	SA	Asia/Riyadh	09/13/2019, 00:00:00
48.8765	2.18967	accep	FR	Europe/Paris	2012/12/05
44.80477	-0.59543	maintenance	FR	Europe/Paris	2020-04-07
15.72892	120.57224	maintenance	PH	Asia/Manila	2015/06/19
10.66668	-61.51889	maintenance	TT	America/Port_of_Spain	04/04/2022, 00:00:00
35.88264	-80.08199	excellent	US	America/New_York	2018/09/18
51.20219	7.36027	average	DE	Europe/Berlin	2019-12-05
40.64621	-73.97069	building	US	America/New_York	2015/09/26
55.75556	60.70278	excellent	RU	Asia/Yekaterinburg	2021-12-20
41.0051	-73.78458	average	US	America/New_York	06/08/2021, 00:00:00
20.74122	-100.44843	accep	MX	America/Mexico_City	2014/02/28
11.15583	42.7125	excellent	DJ	Africa/Djibouti	30 Dec 2019
10.66668	-61.51889	accep	TT	America/Port_of_Spain	2016/12/20
42.819	47.1192	average	RU	Europe/Moscow	16 Feb 2014
-2.90055	-79.00453	accep	EC	America/Guayaquil	02/20/2022, 00:00:00
12.95629	78.27539	excellent	IN	Asia/Kolkata	2018-07-02
42.16808	-88.42814	excellent	US	America/Chicago	2019-04-10
36.19278	117.65694	excellent	CN	Asia/Shanghai	2020/09/22
2.2139	102.3278	accep	MY	Asia/Kuala_Lumpur	10 Mar 2015
31.12406	-97.90308	good	US	America/Chicago	04 Dec 2012
12.35275	121.06761	average	PH	Asia/Manila	2014-07-09
14.64056	104.64992	average	TH	Asia/Bangkok	05/24/2018, 00:00:00
40.49748	44.7662	excellent	AM	Asia/Yerevan	12/17/2017, 00:00:00
38.38479	-0.76773	excellent	ES	Europe/Madrid	2015/08/05
36.20829	-115.98391	maintenance	US	America/Los_Angeles	25 Nov 2012
44.99012	-123.02621	maintenance	US	America/Los_Angeles	03/07/2018, 00:00:00
20.14298	-77.43532	average	CU	America/Havana	2013/04/10
16.0438	120.4861	good	PH	Asia/Manila	08/26/2021, 00:00:00
-8.28333	-35.03333	maintenance	BR	America/Recife	26 Jun 2015
41.09246	45.36561	maintenance	AZ	Asia/Baku	2017-01-01
49.41029	38.15035	maintenance	UA	Europe/Zaporozhye	2016-09-05
40.82232	-74.15987	building	US	America/New_York	07/17/2013, 00:00:00
8.88988	-79.62603	excellent	PA	America/Panama	2021/03/31
-8.76194	-63.90389	accep	BR	America/Porto_Velho	2014-08-18
37.71715	-122.40433	good	US	America/Los_Angeles	2019/03/09
41.27194	123.17306	average	CN	Asia/Shanghai	13 Oct 2017
42.62833	20.89389	good	XK	Europe/Belgrade	2015-10-12
7.06273	-1.4001	excellent	GH	Africa/Accra	2016/09/12
12.97389	123.99333	average	PH	Asia/Manila	12/18/2015, 00:00:00
-31.95224	115.8614	average	AU	Australia/Perth	2014-07-07
32.61603	44.02488	good	IQ	Asia/Baghdad	2020/04/14
58.7002	59.4839	maintenance	RU	Asia/Yekaterinburg	2022/09/22
45.4473	-73.75335	accep	CA	America/Toronto	2013-10-26
37.74615	-25.66689	average	PT	Atlantic/Azores	2018-08-12
23.0072	-82.4017	building	CU	America/Havana	10/07/2012, 00:00:00
55.82737	-4.0573	excellent	GB	Europe/London	2021-01-18
-1.63333	13.58357	good	GA	Africa/Libreville	04/18/2014, 00:00:00
0.03813	36.36339	average	KE	Africa/Nairobi	2019-06-12
20.28527	-103.42897	accep	MX	America/Mexico_City	2018/04/19
51.12794	4.21372	accep	BE	Europe/Brussels	07/31/2021, 00:00:00
45.79377	8.88104	excellent	IT	Europe/Rome	2019-05-19
48	-4.1	building	FR	Europe/Paris	2021/12/18
40.72586	8.55552	maitennce	IT	Europe/Rome	12 Nov 2014
13.56667	-15.6	building	GM	Africa/Banjul	07/13/2022, 00:00:00
33.92866	-6.90656	accep	MA	Africa/Casablanca	2016-08-16
40.53123	17.58522	excellent	IT	Europe/Rome	2021/07/14
27.9247	78.40102	average	IN	Asia/Kolkata	19 Aug 2018
21.53889	71.57737	building	IN	Asia/Kolkata	2018/08/07
50.79205	-1.08593	good	GB	Europe/London	2012/12/18
27.52948	68.75915	excellent	PK	Asia/Karachi	01 Sep 2016
53.78333	-1.06667	building	GB	Europe/London	2017/05/02
26.68451	-80.66756	building	US	America/New_York	2019-06-08
38.17492	-122.2608	average	US	America/Los_Angeles	04/17/2022, 00:00:00
60.02427	30.28491	accep	RU	Europe/Moscow	09/22/2022, 00:00:00
12.74482	4.52514	average	NG	Africa/Lagos	19 Oct 2021
16.06213	76.0586	building	IN	Asia/Kolkata	02 Apr 2022
65.84811	24.14662	average	FI	Europe/Helsinki	2021-05-08
40.24537	-75.64963	accep	US	America/New_York	2020/08/22
-29.2975	-51.50361	accep	BR	America/Sao_Paulo	07/12/2013, 00:00:00
4.94273	15.87735	building	CF	Africa/Bangui	21 Dec 2013
34.95303	-120.43572	good	US	America/Los_Angeles	2014-06-25
46.18396	6.10237	excellent	CH	Europe/Zurich	2014-06-20
42.35843	-71.05977	accep	US	America/New_York	08 Apr 2022
8.79577	-75.69947	accep	CO	America/Bogota	18 Apr 2022
41.80753	-87.65644	good	US	America/Chicago	30 Jul 2019
-11.94306	-76.70944	building	PE	America/Lima	31 May 2013
43.31667	-2.68333	building	ES	Europe/Madrid	16 Jun 2015
41.27621	-72.86843	average	US	America/New_York	2016-11-22
48.07667	8.64409	excellent	DE	Europe/Berlin	2021/07/31
14.8361	120.97844	excellent	PH	Asia/Manila	2021-06-24
24.28859	116.11768	good	CN	Asia/Shanghai	01/11/2019, 00:00:00
-8.99167	125.21972	accep	TL	Asia/Dili	2014/11/08
2.2139	102.3278	average	MY	Asia/Kuala_Lumpur	10/19/2019, 00:00:00
23.07492	88.28637	building	IN	Asia/Kolkata	2019/07/19
50.82882	-0.32247	accep	GB	Europe/London	2016/03/21
9.82564	78.25795	average	IN	Asia/Kolkata	09/16/2022, 00:00:00
41.55815	-73.0515	good	US	America/New_York	2021/03/03
31.84568	-102.36764	excellent	US	America/Chicago	2017-02-09
49.88307	-119.48568	accep	CA	America/Vancouver	31 Jul 2013
-1.26753	116.82887	excellent	ID	Asia/Makassar	28 Dec 2019
52.48173	-2.12139	accep	GB	Europe/London	05/09/2021, 00:00:00
27.09978	-82.45426	good	US	America/New_York	2019/05/03
-3.5403	118.9707	excellent	ID	Asia/Makassar	2017/04/12
22.88783	84.13864	excellent	IN	Asia/Kolkata	2018/06/24
50.8	3.16667	excellent	BE	Europe/Brussels	10/23/2013, 00:00:00
18.18158	76.03889	accep	IN	Asia/Kolkata	2019/06/27
3.51667	11.5	excellent	CM	Africa/Douala	08/28/2015, 00:00:00
11.15583	42.7125	good	DJ	Africa/Djibouti	2019/01/09
-4.83	29.65806	maintenance	TZ	Africa/Dar_es_Salaam	2019/07/26
33.93113	-117.54866	excellent	US	America/Los_Angeles	08/15/2014, 00:00:00
25.80565	68.49143	accep	PK	Asia/Karachi	2016/09/20
36.02506	-86.77917	good	US	America/Chicago	16 Jul 2013
-28.81833	-52.51028	excellent	BR	America/Sao_Paulo	10/07/2013, 00:00:00
-8.99167	125.21972	maintenance	TL	Asia/Dili	26 Apr 2021
-54.8	-68.3	good	AR	America/Argentina/Ushuaia	05 Mar 2020
38.10558	-1.86343	building	ES	Europe/Madrid	08/06/2013, 00:00:00
46.08333	122.08333	good	CN	Asia/Shanghai	03 Jun 2016
52.71083	5.74861	accep	NL	Europe/Amsterdam	2014/11/17
51.14942	15.00835	building	PL	Europe/Warsaw	2017-01-18
40.24537	-75.64963	building	US	America/New_York	21 Jul 2018
-33.75881	150.99292	building	AU	Australia/Sydney	2014/11/19
51.14942	15.00835	average	PL	Europe/Warsaw	2021/12/30
25.87498	86.59611	excellent	IN	Asia/Kolkata	2022-06-18
3.27833	32.88667	good	UG	Africa/Kampala	2018/10/25
-10.33333	39.28333	average	TZ	Africa/Dar_es_Salaam	23 Jun 2015
0.03813	36.36339	excellent	KE	Africa/Nairobi	2022-03-21
20.21322	-100.88023	excellent	MX	America/Mexico_City	2016-03-06
48.52961	12.16179	accep	DE	Europe/Berlin	03/25/2021, 00:00:00
-17.83333	48.41667	maintenance	MG	Indian/Antananarivo	2020-05-28
65.84811	24.14662	excellent	FI	Europe/Helsinki	10 Apr 2017
29.69221	72.54566	average	PK	Asia/Karachi	2019/03/21
47.90771	106.88324	maintenance	MN	Asia/Ulaanbaatar	03/01/2015, 00:00:00
41.20485	-8.33147	good	PT	Europe/Lisbon	11/01/2021, 00:00:00
40.49748	44.7662	building	AM	Asia/Yerevan	19 Feb 2017
25.13915	73.06784	average	IN	Asia/Kolkata	30 Sep 2014
40.72371	-73.95097	maintenance	US	America/New_York	03 May 2018
42.64685	-5.55835	accep	ES	Europe/Madrid	03 Oct 2013
34.95303	-120.43572	accep	US	America/Los_Angeles	14 Jan 2016
31.64615	120.74221	good	CN	Asia/Shanghai	10/14/2015, 00:00:00
41.9001	-71.08977	building	US	America/New_York	2018/04/02
4.02219	101.02083	good	MY	Asia/Kuala_Lumpur	09/27/2021, 00:00:00
-7.76667	35.7	average	TZ	Africa/Dar_es_Salaam	14 Dec 2014
52.26083	7.00417	accep	NL	Europe/Amsterdam	28 Dec 2016
45.69558	4.7934	excellent	FR	Europe/Paris	03/14/2020, 00:00:00
38.06084	-97.92977	accep	US	America/Chicago	04/11/2022, 00:00:00
55.85	37.56667	average	RU	Europe/Moscow	2021-08-24
55.63711	37.38115	average	RU	Europe/Moscow	2018-03-09
60.18427	24.95034	good	FI	Europe/Helsinki	2019-07-28
-32.45242	-71.23106	good	CL	America/Santiago	20 Dec 2014
20.74122	-100.44843	building	MX	America/Mexico_City	23 Oct 2016
55.39485	43.83992	accep	RU	Europe/Moscow	2019/06/25
37.31065	13.57661	average	IT	Europe/Rome	24 Jan 2022
53.95278	32.86389	excellent	RU	Europe/Moscow	15 May 2022
43.82634	144.09638	excellent	JP	Asia/Tokyo	2017-06-11
40.67705	-73.89125	good	US	America/New_York	11 Jan 2018
51.67822	33.9162	average	UA	Europe/Kiev	2020-03-26
31.71667	73.38333	good	PK	Asia/Karachi	13 Jan 2016
53.83333	-2.98333	acceptable	GB	Europe/London	2016-05-14
26.18924	-98.15529	good	US	America/Chicago	11/04/2016, 00:00:00
-19.7625	-44.31389	good	BR	America/Sao_Paulo	01/06/2022, 00:00:00
51.04962	12.1369	good	DE	Europe/Berlin	2017/01/13
8.43333	99.96667	maintenance	TH	Asia/Bangkok	2020-03-27
50.06	43.2379	average	RU	Europe/Volgograd	01/05/2016, 00:00:00
35.05266	-78.87836	accep	US	America/New_York	2017-01-11
30.75545	20.22625	maintenance	LY	Africa/Tripoli	14 Apr 2018
24.41288	76.56719	good	IN	Asia/Kolkata	04/01/2015, 00:00:00
38.47917	-1.325	good	ES	Europe/Madrid	02 Jan 2018
53.59782	34.33825	maintenance	RU	Europe/Moscow	2012/12/05
8.48714	-13.2356	good	SL	Africa/Freetown	2015-01-27
50.8	3.16667	good	BE	Europe/Brussels	2014/12/28
40.57788	-73.95958	good	US	America/New_York	01/27/2017, 00:00:00
40.65538	-74.38987	excellent	US	America/New_York	21 Feb 2020
8.48714	-13.2356	excellent	SL	Africa/Freetown	2013-08-09
27.0174	49.62251	accep	SA	Asia/Riyadh	10 Dec 2015
41.55947	14.66737	excellent	IT	Europe/Rome	27 Jul 2019
50.8	3.16667	accep	BE	Europe/Brussels	2018-05-11
52.57583	6.61944	average	NL	Europe/Amsterdam	2019-08-25
41.66394	-83.55521	average	US	America/New_York	2017-11-30
51.4781	57.3552	accep	RU	Asia/Yekaterinburg	2022-09-27
40.64621	-73.97069	accep	US	America/New_York	16 Oct 2013
4.92675	6.26764	maintenance	NG	Africa/Lagos	08 Aug 2015
45.73333	4.91667	building	FR	Europe/Paris	24 Oct 2021
4.96667	10.7	excellent	CM	Africa/Douala	09/23/2021, 00:00:00
41.82143	41.77921	average	GE	Asia/Tbilisi	2022-06-21
33.92946	-116.97725	excellent	US	America/Los_Angeles	2016-04-29
-34.64966	-58.38341	building	AR	America/Argentina/Buenos_Aires	04 Mar 2013
25.80565	68.49143	average	PK	Asia/Karachi	2020/09/21
34.63915	-120.45794	excellent	US	America/Los_Angeles	03/17/2018, 00:00:00
53.19146	-2.52398	maintenance	GB	Europe/London	11/09/2019, 00:00:00
41.09246	45.36561	maintenance	AZ	Asia/Baku	2021/08/03
38.13708	41.00817	excellent	TR	Europe/Istanbul	02/03/2013, 00:00:00
48.78232	9.17702	accep	DE	Europe/Berlin	24 Jun 2022
-2.13404	-79.59415	good	EC	America/Guayaquil	04 Jun 2022
45.99194	29.41824	average	UA	Europe/Kiev	07 Apr 2019
50.88506	4.07601	accep	BE	Europe/Brussels	05/20/2017, 00:00:00
65.84811	24.14662	accep	FI	Europe/Helsinki	2015/08/28
-15.21194	-75.11028	excellent	PE	America/Lima	02/02/2021, 00:00:00
37.49223	15.07041	average	IT	Europe/Rome	03/07/2020, 00:00:00
34.85	117.33333	excellent	CN	Asia/Shanghai	2021-10-02
-4.06667	37.73333	accep	TZ	Africa/Dar_es_Salaam	2021-08-20
46.67535	5.55575	excellent	FR	Europe/Paris	2016-08-20
41.29444	69.67639	average	UZ	Asia/Tashkent	03 May 2017
26.2649	81.54855	maintenance	IN	Asia/Kolkata	23 Sep 2020
20.88098	75.11937	average	IN	Asia/Kolkata	2017-06-05
48.77275	5.16108	good	FR	Europe/Paris	03/07/2017, 00:00:00
52.66277	-2.01111	accep	GB	Europe/London	2014-04-05
5.4709	100.24529	average	MY	Asia/Kuala_Lumpur	2018-08-21
-19.65	47.31667	good	MG	Indian/Antananarivo	2017/11/22
39.96097	-75.60804	excellent	US	America/New_York	2022-07-10
34.4833	136.84186	building	JP	Asia/Tokyo	06 Jul 2013
40.24537	-75.64963	accep	US	America/New_York	2014-02-20
43.50891	16.43915	good	HR	Europe/Zagreb	2017/12/10
15.58552	102.42587	maintenance	TH	Asia/Bangkok	09/17/2022, 00:00:00
47.05	15.46667	accep	AT	Europe/Vienna	19 Jan 2020
36.19278	117.65694	maintenance	CN	Asia/Shanghai	2013/05/27
14.62578	121.12251	good	PH	Asia/Manila	14 Apr 2017
40.78206	72.34424	good	UZ	Asia/Tashkent	2015-06-12
27.85	112.9	maintenance	CN	Asia/Shanghai	08/29/2021, 00:00:00
48.90982	2.45012	excellent	FR	Europe/Paris	27 Feb 2021
31.20176	29.91582	building	EG	Africa/Cairo	2014/10/02
44.35056	142.45778	excellent	JP	Asia/Tokyo	03/22/2020, 00:00:00
-28.24	-48.67028	excellent	BR	America/Sao_Paulo	2020-03-29
41.47892	-87.45476	good	US	America/Chicago	08/04/2019, 00:00:00
3.11988	35.59642	average	KE	Africa/Nairobi	2020/04/30
45.75279	130.57211	accep	CN	Asia/Shanghai	15 Jul 2014
33.52253	-117.70755	excellent	US	America/Los_Angeles	04/07/2019, 00:00:00
7.65649	4.92235	excellent	NG	Africa/Lagos	09/04/2013, 00:00:00
51.95838	4.47124	maitennce	NL	Europe/Amsterdam	2012-10-12
34.56861	105.89333	maintenance	CN	Asia/Shanghai	22 Jan 2015
36.91023	-121.75689	accep	US	America/Los_Angeles	2018-05-20
44.35056	142.45778	good	JP	Asia/Tokyo	2019/09/18
10.7375	122.9666	good	PH	Asia/Manila	02/16/2022, 00:00:00
53.43333	-7.95	accep	IE	Europe/Dublin	2022-04-28
25.67927	-80.31727	excellent	US	America/New_York	26 Mar 2014
19.30157	72.85107	maintenance	IN	Asia/Kolkata	2015/04/04
44.89784	8.86374	good	IT	Europe/Rome	2015/10/24
11.15583	42.7125	average	DJ	Africa/Djibouti	08 Mar 2016
38.47917	-1.325	average	ES	Europe/Madrid	11 Mar 2022
13.70167	-89.10944	maintenance	SV	America/El_Salvador	2022-05-26
53.00974	-3.05814	building	GB	Europe/London	2020/01/11
48.28259	9.72749	accep	DE	Europe/Berlin	06/07/2014, 00:00:00
35.88264	-80.08199	good	US	America/New_York	2021/12/23
22.4711	88.1453	excellent	IN	Asia/Kolkata	2014/04/10
48.90472	2.2469	accep	FR	Europe/Paris	2017-03-10
37.58105	29.26639	excellent	TR	Europe/Istanbul	04 Apr 2015
55.75556	60.70278	accep	RU	Asia/Yekaterinburg	2016/11/28
10.22677	-67.33122	maintenance	VE	America/Caracas	25 Sep 2013
30.29184	71.67164	excellent	PK	Asia/Karachi	18 Oct 2020
