location	longitude	QoS	revision	code	latitude
Europe/Berlin	11.34046	excellent	30 Sep 2021	DE	50.72043
Asia/Kolkata	74.85849	average	03/12/2014, 00:00:00	IN	31.28092
America/Chicago	-89.64066	accep	2015-03-11	US	40.56754
Asia/Shanghai	114.68333	good	03 Feb 2014	CN	23.73333
Asia/Shanghai	117.7	excellent	05 Jul 2015	CN	35.85
Africa/Freetown	-13.2356	excellent	2017-04-04	SL	8.48714
America/New_York	-83.2321	average	05/08/2021, 00:00:00	US	33.08014
Asia/Almaty	77.0202	average	2013/09/22	KZ	43.41949
America/Bogota	-75.69947	average	2014/10/09	CO	8.79577
Asia/Shanghai	123.50266	accep	02/14/2014, 00:00:00	CN	41.94175
America/Sao_Paulo	-48.67028	average	09/22/2021, 00:00:00	BR	-28.24
America/Bogota	-74.73584	excellent	2018-09-27	CO	5.20856
Australia/Sydney	146.05093	average	2022-04-14	AU	-34.28853
America/Los_Angeles	-122.40433	average	05/20/2017, 00:00:00	US	37.71715
Africa/Windhoek	16.91667	accep	2018/09/09	NA	-21.98333
America/Bahia	-37.93278	maintenance	29 Apr 2021	BR	-11.48472
America/Bogota	-73.9614	excellent	08/05/2016, 00:00:00	CO	10.15031
Europe/Samara	51.3452	good	08/18/2014, 00:00:00	RU	53.37596
Asia/Manila	120.4861	average	05 Jul 2014	PH	16.0438
Europe/Bratislava	17.8031	good	2014/10/26	SK	48.43174
America/New_York	-76.43941	average	2021-01-12	US	39.33427
Asia/Tokyo	139.55722	accep	2022/06/22	JP	36
America/New_York	-74.15987	maintenance	14 May 2015	US	40.82232
Europe/Moscow	38.16694	maintenance	29 Aug 2014	RU	54.84444
Europe/London	-0.76667	accep	06/12/2015, 00:00:00	GB	53.38333
Europe/Istanbul	34.37389	average	2016/04/06	TR	40.1675
America/Los_Angeles	-116.21677	excellent	08 Aug 2019	US	33.7207
Pacific/Port_Moresby	144.23058	accep	12/28/2016, 00:00:00	PG	-5.85746
Europe/Madrid	-8.2194	accep	2022-07-18	ES	43.48961
Africa/Casablanca	-6.90656	average	01/11/2019, 00:00:00	MA	33.92866
Asia/Kolkata	88.18466	average	2017-09-22	IN	22.19303
Europe/Paris	2.12213	average	2018-03-03	FR	48.8222
Europe/Dublin	-7.95	excellent	2020-03-02	IE	53.43333
Europe/Rome	8.62118	maintenance	2017/01/21	IT	45.44694
America/Mexico_City	-99.32556	good	12/15/2018, 00:00:00	MX	19.32889
Asia/Kolkata	76.03889	accep	2014/09/30	IN	18.18158
Europe/Saratov	46.04833	good	2020/04/29	RU	51.40944
Africa/Addis_Ababa	37.55	accep	2014/04/06	ET	6.03333
America/Phoenix	-111.78903	average	10 Mar 2019	US	33.35283
America/Chicago	-90.10674	maintenance	2020-06-15	US	29.84576
Asia/Vladivostok	140.72287	good	2021/04/04	RU	53.14657
Asia/Kolkata	77.5609	good	12 Jul 2015	IN	11.00599
America/New_York	-73.95097	excellent	2013-04-10	US	40.72371
Europe/London	-4.0573	accep	09/03/2018, 00:00:00	GB	55.82737
Asia/Kolkata	71.21169	accep	2016-04-23	IN	21.59983
Africa/Bangui	15.87735	average	04 Jan 2021	CF	4.94273
Europe/Rome	17.58522	accep	2013-11-30	IT	40.53123
Asia/Tokyo	135.31667	average	06/05/2019, 00:00:00	JP	34.25
Europe/Paris	2.12213	excellent	2018/12/23	FR	48.8222
America/Chicago	-87.71255	average	10 May 2016	US	41.84364
Africa/Banjul	-15.6	average	03/24/2022, 00:00:00	GM	13.56667
Europe/Madrid	-2.68333	building	2020/12/13	ES	43.31667
Asia/Shanghai	122.08333	accep	18 Oct 2020	CN	46.08333
Europe/London	1.15597	average	09 Sep 2015	GB	51.78967
America/New_York	-75.64963	excellent	07/18/2018, 00:00:00	US	40.24537
America/Argentina/Buenos_Aires	-60.47389	average	2022-08-13	AR	-34.64167
Africa/Accra	-1.98956	average	2022/02/16	GH	5.30383
Europe/Rome	8.62118	building	09/30/2014, 00:00:00	IT	45.44694
Asia/Krasnoyarsk	92.48278	excellent	08/15/2021, 00:00:00	RU	58.23583
Europe/Skopje	21.32778	average	04/30/2021, 00:00:00	MK	42
Asia/Manila	120.56528	good	2014/10/15	PH	14.66
America/Lima	-69.08333	accep	18 Mar 2015	PE	-16.25
Europe/Warsaw	17.4674	excellent	2014/04/27	PL	50.86079
America/Chicago	-94.41551	average	10/24/2016, 00:00:00	US	39.09112
Asia/Makassar	118.9707	accep	08/31/2013, 00:00:00	ID	-3.5403
Africa/Lubumbashi	24.43973	good	12/08/2016, 00:00:00	CD	0.76755
Australia/Melbourne	145.06667	good	02/10/2020, 00:00:00	AU	-37.88333
Europe/Moscow	33.2525	excellent	06/23/2016, 00:00:00	RU	57.97472
Europe/Istanbul	37.3825	excellent	08/08/2015, 00:00:00	TR	37.05944
Asia/Manila	121.12251	excellent	01 Jul 2016	PH	14.62578
America/Chicago	-95.63079	average	30 Jan 2015	US	31.76212
America/Bogota	-73.26022	accep	05/03/2013, 00:00:00	CO	6.46838
Europe/Rome	12.6723	accep	12/30/2021, 00:00:00	IT	41.72063
America/Santiago	-71.19901	good	2017-05-06	CL	-30.60106
Asia/Vladivostok	133.42825	excellent	2017/12/06	RU	45.47885
Europe/Kiev	27.06365	maintenance	19 Apr 2018	UA	50.18545
Asia/Manila	124.95278	excellent	2021/06/26	PH	6.33444
Europe/Warsaw	16.86194	excellent	07/14/2017, 00:00:00	PL	54.58048
America/Los_Angeles	-120.93549	average	2018/05/10	US	37.73604
Europe/Volgograd	43.2379	excellent	2013-03-15	RU	50.06
Asia/Tehran	48.26258	excellent	2017/06/30	IR	33.86419
America/New_York	-81.26367	maintenance	2018/02/01	US	28.90054
Europe/Vienna	16.4	accep	2020/03/23	AT	48.25
Asia/Urumqi	86.00214	excellent	2015-05-02	CN	46.51872
America/Chicago	-94.74049	accep	2021/01/16	US	32.5007
Asia/Karachi	73.97117	good	2013/10/03	PK	31.96258
America/New_York	-73.47429	maintenance	03/19/2015, 00:00:00	US	40.68066
America/Chicago	-89.64066	building	2021/08/10	US	40.56754
Europe/Amsterdam	5.22778	excellent	2015/11/11	NL	51.955
Europe/Kiev	33.9162	good	03/12/2022, 00:00:00	UA	51.67822
Asia/Jerusalem	34.75699	average	03/15/2019, 00:00:00	IL	31.39547
Asia/Kuala_Lumpur	103.6032	building	12/13/2020, 00:00:00	MY	1.6561
Asia/Tehran	51.67462	good	2014-10-10	IR	32.65246
Europe/Moscow	38.12408	good	02 Nov 2012	RU	53.77166
Asia/Tokyo	139.55028	average	2020/07/15	JP	35.30889
America/Lima	-73.25383	accep	2014/05/06	PE	-3.74912
Europe/Berlin	6.51352	excellent	2015-12-09	DE	51.19139
Africa/Dar_es_Salaam	29.65806	building	10/24/2014, 00:00:00	TZ	-4.83
Europe/Moscow	30.38167	building	09/12/2015, 00:00:00	RU	59.80917
Europe/Amsterdam	5.51978	acceptable	2017/12/26	NL	51.44889
Asia/Yekaterinburg	60.70278	average	04 Sep 2019	RU	55.75556
Europe/Moscow	35.90057	average	2022-01-06	RU	56.85836
Asia/Phnom_Penh	102.56365	accep	2014/11/02	KH	13.65805
Asia/Shanghai	126.28333	building	2014/02/27	CN	45.35
Asia/Karachi	72.54064	accep	2015-11-26	PK	31.82539
Europe/Rome	15.07041	maintenance	2013/01/28	IT	37.49223
America/Los_Angeles	-122.86705	average	02 May 2018	US	45.49428
America/Glace_Bay	-60.1831	average	05/28/2018, 00:00:00	CA	46.1351
America/Tegucigalpa	-86.57415	excellent	11/12/2014, 00:00:00	HN	15.48131
America/New_York	-74.28459	accep	01 Oct 2013	US	40.5576
Europe/Moscow	39.8302	good	07/25/2021, 00:00:00	RU	64.5635
America/Sao_Paulo	-48.67028	excellent	07/17/2013, 00:00:00	BR	-28.24
America/Argentina/Cordoba	-60.93173	excellent	2014/03/09	AR	-31.4488
Europe/Moscow	38.2739	accep	08/28/2016, 00:00:00	RU	46.7055
Asia/Riyadh	49.62251	average	2012-11-13	SA	27.0174
America/Los_Angeles	-115.98391	good	2013/06/22	US	36.20829
Asia/Kolkata	86.59509	excellent	2015/06/17	IN	26.11527
Europe/Warsaw	16.86194	average	2021/07/11	PL	54.58048
America/New_York	-74.07764	excellent	2015-09-29	US	40.72816
Asia/Manila	124.3697	accep	2015-04-16	PH	9.6531
America/Manaus	-58.44417	accep	08/09/2021, 00:00:00	BR	-3.14306
Europe/London	0.93333	good	08 Feb 2021	GB	52.68333
Asia/Dhaka	91.84128	accep	2017/07/25	BD	22.83957
Asia/Kolkata	76.35484	accep	2019/09/11	IN	10.10649
America/New_York	-72.27814	good	2015/02/13	US	42.93369
Africa/Porto-Novo	2.59753	good	11/26/2018, 00:00:00	BJ	8.88649
America/Lima	-69.08333	building	04/27/2016, 00:00:00	PE	-16.25
America/La_Paz	-65.71875	excellent	10/16/2017, 00:00:00	BO	-21.44345
Asia/Damascus	38.28402	accep	2013-04-21	SY	34.5624
Africa/Lagos	4.18333	good	01/05/2016, 00:00:00	NG	7.6
America/Sao_Paulo	-48.67028	good	2018/11/11	BR	-28.24
America/Chicago	-93.08883	excellent	05/21/2013, 00:00:00	US	45.16024
America/Bogota	-72.47417	good	2015-05-14	CO	7.83389
America/New_York	-72.27814	building	04/22/2021, 00:00:00	US	42.93369
America/Denver	-104.83192	average	21 Oct 2020	US	39.72943
America/Sao_Paulo	-43.80139	excellent	2020/05/13	BR	-20.25333
Asia/Kolkata	77.54372	good	04 Dec 2021	IN	10.12268
Europe/Istanbul	28.67582	accep	2020/02/05	TR	40.98894
Europe/Vienna	16.4	maintenance	10/08/2019, 00:00:00	AT	48.25
Asia/Manila	123.62494	average	09 May 2015	PH	12.37169
Europe/London	-4.22398	accep	19 Feb 2016	GB	57.47908
Pacific/Auckland	178.00417	accep	2020-08-06	NZ	-38.65333
America/Argentina/Tucuman	-65.61427	accep	25 Apr 2016	AR	-27.4338
Europe/Paris	1.6	excellent	24 Dec 2016	FR	43.11667
Asia/Kuala_Lumpur	101.02083	accep	2020/12/17	MY	4.02219
Africa/Kigali	30.4347	accep	2020/07/03	RW	-1.9487
Asia/Kolkata	77.5609	average	06/21/2019, 00:00:00	IN	11.00599
Europe/Istanbul	28.88222	excellent	19 Jan 2018	TR	40.37528
Europe/Berlin	7.36027	accep	2015-06-08	DE	51.20219
America/Mexico_City	-93.11308	accep	16 Feb 2018	MX	16.75973
Australia/Sydney	150.60036	excellent	2020-12-31	AU	-34.88422
America/Guayaquil	-79.00453	excellent	2015-09-13	EC	-2.90055
Africa/Algiers	2.95924	excellent	2014-12-04	DZ	36.76775
Europe/Vilnius	24.04142	accep	10/04/2014, 00:00:00	LT	54.39635
Asia/Bangkok	100.48528	average	05 May 2018	TH	14.37395
Asia/Kolkata	75.11937	excellent	07/16/2022, 00:00:00	IN	20.88098
Europe/Sarajevo	19.21437	average	09 Dec 2013	BA	44.75874
Africa/Djibouti	42.7125	accep	2018/09/07	DJ	11.15583
Asia/Qyzylorda	65.50917	good	03/15/2019, 00:00:00	KZ	44.85278
America/Los_Angeles	-120.93549	building	2022-01-24	US	37.73604
Europe/Warsaw	17.4674	good	2017-12-05	PL	50.86079
America/Mexico_City	-99.32556	excellent	12/26/2020, 00:00:00	MX	19.32889
America/New_York	-74.13653	excellent	2018/12/28	US	40.63316
Europe/Madrid	-3.67029	accep	2021/04/26	ES	37.13548
Europe/Rome	11.412	accep	2018-01-26	IT	45.50369
Europe/Madrid	-4.83076	building	2015-04-11	ES	39.96348
Europe/Belgrade	20.89389	average	06/05/2019, 00:00:00	XK	42.62833
America/Bahia	-38.94722	average	13 Feb 2015	BR	-15.675
Asia/Kolkata	78.14797	average	02/03/2013, 00:00:00	IN	15.45144
Asia/Kolkata	78.40102	excellent	2017-02-17	IN	27.9247
Africa/Lubumbashi	24.99798	good	2022-09-23	CD	-8.73508
America/New_York	-73.99681	good	02/01/2013, 00:00:00	US	40.94065
Europe/Paris	1.00288	accep	05/05/2015, 00:00:00	FR	49.28669
Africa/Algiers	4.62744	maintenance	30 Sep 2020	DZ	36.06386
America/Bogota	-72.47417	building	2020-12-13	CO	7.83389
America/Havana	-80.58556	good	2016-09-15	CU	22.98212
Europe/Paris	2.29026	accep	01/27/2021, 00:00:00	FR	48.77644
America/New_York	-74.96933	average	2022-02-11	US	39.71734
America/Chicago	-94.74049	accep	2020-08-04	US	32.5007
Europe/Warsaw	19.27498	accep	18 May 2022	PL	50.20528
America/Chicago	-90.10674	good	2013/05/17	US	29.84576
Asia/Kolkata	74.3092	good	2018-10-03	IN	33.37526
America/New_York	-71.06616	good	01 Oct 2012	US	42.4251
Europe/Berlin	8.91229	good	07 Jul 2014	DE	49.13645
Europe/Moscow	43.67663	building	08 Feb 2015	RU	53.53041
Europe/Madrid	-1.86343	building	24 Jan 2014	ES	38.10558
Africa/Lagos	12.19458	accep	2017/12/15	NG	10.61285
Europe/Amsterdam	5.58472	good	02/13/2013, 00:00:00	NL	52.14
Europe/Paris	5.03586	maintenance	2018/10/08	FR	43.83125
Asia/Jakarta	114.33333	average	2021/10/02	ID	-8.43333
Australia/Sydney	150.99292	average	2022-04-21	AU	-33.75881
Asia/Karachi	70.96699	average	21 Feb 2021	PK	30.46907
Europe/Brussels	4.69889	good	18 Mar 2014	BE	50.56149
America/Manaus	-58.44417	accep	20 Feb 2022	BR	-3.14306
Africa/Lubumbashi	24.43973	excellent	11/23/2013, 00:00:00	CD	0.76755
Europe/Tallinn	28.19028	accep	2016-04-24	EE	59.37722
America/Chicago	-96.67834	excellent	02 Mar 2022	US	34.77453
Asia/Kolkata	76.0586	maitennce	2016/05/03	IN	16.06213
Asia/Kolkata	73.7553	accep	08 May 2021	IN	15.5439
Europe/London	0.93333	excellent	2022-09-08	GB	52.68333
Europe/Lisbon	-8.33147	excellent	2013/08/22	PT	41.20485
Asia/Shanghai	109.22921	accep	11/30/2018, 00:00:00	CN	34.65918
Europe/Moscow	38.16694	good	2016/11/27	RU	54.84444
America/New_York	-77.4286	accep	2014/06/29	US	39.00622
America/Sao_Paulo	-51.87389	good	2019-09-27	BR	-23.44361
Asia/Kolkata	77.656	building	2013/01/21	IN	28.71271
America/Los_Angeles	-120.00865	maintenance	2018/01/16	US	46.32374
Australia/Perth	115.88782	good	2013/05/19	AU	-32.05251
America/Fortaleza	-42.29444	good	2017/03/05	BR	-4.24444
Asia/Shanghai	126.28333	building	05/13/2017, 00:00:00	CN	45.35
America/Chicago	-93.263	accep	2020-10-03	US	45.0408
Europe/Lisbon	-8.2503	good	2022/01/06	PT	37.08819
Europe/London	-1.29243	good	01/25/2013, 00:00:00	GB	53.49389
Asia/Kolkata	74.3092	average	2014-11-13	IN	33.37526
Europe/Rome	8.62118	excellent	07 May 2015	IT	45.44694
Asia/Jakarta	106.85417	acceptable	05/16/2016, 00:00:00	ID	-6.48167
America/New_York	-75.60804	accep	19 Oct 2020	US	39.96097
America/Menominee	-88.64235	average	20 Jul 2022	US	46.09273
Asia/Manila	120.5875	good	04/12/2014, 00:00:00	PH	16.455
Africa/Kigali	30.4347	accep	2014/01/12	RW	-1.9487
Asia/Dili	125.21972	average	2013-02-24	TL	-8.99167
Asia/Seoul	126.665	maintenance	05 Sep 2013	KR	36.6009
America/Indiana/Indianapolis	-85.76942	accep	25 Sep 2018	US	39.78504
Asia/Kolkata	86.68363	excellent	04 Jun 2018	IN	23.49668
Europe/London	-5.53715	accep	10/22/2015, 00:00:00	GB	50.11861
Europe/Paris	2.2469	building	12/01/2013, 00:00:00	FR	48.90472
Africa/Dar_es_Salaam	38.66667	average	03 Mar 2017	TZ	-6.25
America/Santiago	-70.6996	excellent	2020-12-23	CL	-33.59217
Asia/Kolkata	85.83334	building	24 Sep 2018	IN	20.88197
America/Argentina/Buenos_Aires	-58.70072	accep	19 Apr 2022	AR	-34.74785
America/New_York	-77.02303	excellent	2019-04-16	US	38.70734
Europe/Prague	12.87117	accep	2019-07-11	CZ	50.23271
Europe/Berlin	9.47629	maintenance	03 Sep 2021	DE	53.59337
Asia/Shanghai	123.17306	good	2014/07/01	CN	41.27194
America/Costa_Rica	-84.13722	average	2021/10/05	CR	9.92787
Europe/Paris	2.45012	good	12 Dec 2017	FR	48.90982
Europe/Kiev	27.06365	accep	2014/07/21	UA	50.18545
America/Chicago	-97.03285	good	2019/05/27	US	47.92526
Asia/Shanghai	117.7	good	20 Nov 2020	CN	35.85
America/Santiago	-70.6996	good	2013/08/06	CL	-33.59217
Africa/Dar_es_Salaam	39.25	maintenance	04/19/2017, 00:00:00	TZ	-6.8
Asia/Vladivostok	140.72287	excellent	2015/07/06	RU	53.14657
Asia/Almaty	84.87144	average	2021/11/08	KZ	47.46657
America/Sao_Paulo	-52.2	good	2015-06-14	BR	-28.44917
Asia/Kolkata	77.5609	good	2013-12-03	IN	11.00599
Asia/Karachi	68.11759	excellent	2019-02-12	PK	26.9423
Asia/Tokyo	137.95378	good	2016-02-05	JP	35.82756
Europe/Moscow	38.94324	accep	24 May 2016	RU	44.98901
Asia/Tokyo	136.61667	accep	2014/07/06	JP	36.53333
Europe/Moscow	33.72798	average	2017/01/29	RU	53.53395
Europe/Madrid	-3.67029	accep	2014-03-25	ES	37.13548
Europe/Berlin	9.22796	average	2022/09/08	DE	48.46458
Europe/Berlin	7.20769	good	2022/05/17	DE	50.80019
Asia/Yekaterinburg	59.80222	maintenance	2022/06/14	RU	58.63667
Europe/Kiev	31.33078	accep	12 Mar 2021	UA	47.56494
Europe/Skopje	21.32778	good	2013/11/15	MK	42
America/New_York	-74.15987	average	19 May 2016	US	40.82232
Asia/Manila	122.9666	building	2013/06/22	PH	10.7375
America/Port-au-Prince	-72.22625	maintenance	2021/12/01	HT	18.57677
Europe/London	-2.09814	accep	2014-10-12	GB	57.14369
Pacific/Honolulu	-156.47432	average	25 Jul 2016	US	20.88953
Africa/Algiers	3.50309	accep	2021-01-26	DZ	34.15429
America/New_York	-84.67837	accep	2013/09/16	US	34.06635
Asia/Kolkata	86.59611	building	2021-04-27	IN	25.87498
Europe/Paris	4.86667	accep	2021-01-28	FR	45.51667
America/Chicago	-91.06177	average	17 Jul 2014	US	33.41012
Asia/Shanghai	114.68333	average	06/16/2015, 00:00:00	CN	23.73333
America/Bogota	-72.47417	building	24 Oct 2015	CO	7.83389
Europe/London	-0.29825	excellent	11 Sep 2019	GB	51.39148
America/Santiago	-70.6996	average	22 Jan 2016	CL	-33.59217
Europe/Moscow	30.28491	accep	04 Apr 2022	RU	60.02427
America/Chicago	-88.81395	accep	07/22/2021, 00:00:00	US	35.61452
Asia/Tokyo	137.4	average	2014/04/29	JP	34.81667
Africa/Algiers	4.62744	building	2016/01/08	DZ	36.06386
Europe/London	0.93333	accep	08/13/2020, 00:00:00	GB	52.68333
Asia/Yekaterinburg	76.92421	accep	2014/01/17	RU	60.97944
Indian/Antananarivo	44.53333	good	2012/10/16	MG	-22.9
Europe/Berlin	6.51352	maintenance	2014-01-11	DE	51.19139
Asia/Kolkata	71.21169	excellent	2019/06/28	IN	21.59983
Africa/Lagos	3.39467	good	06/19/2021, 00:00:00	NG	6.45407
Europe/Paris	2.44892	excellent	10/05/2015, 00:00:00	FR	48.98693
Africa/Brazzaville	15.28318	accep	2017-12-03	CG	-4.26613
America/Sao_Paulo	-52.51028	average	25 Jun 2019	BR	-28.81833
Asia/Colombo	79.87116	average	22 Jan 2020	LK	6.84019
Asia/Manila	122.8637	good	21 Jun 2022	PH	9.3337
Europe/London	-1.29243	excellent	17 Nov 2015	GB	53.49389
Europe/Rome	8.62118	excellent	2015/03/06	IT	45.44694
Europe/Belgrade	22.53083	maintenance	2020/05/29	RS	44.22639
Europe/Berlin	11.34046	average	10 Apr 2019	DE	50.72043
Europe/London	-2.98333	average	11/29/2017, 00:00:00	GB	53.83333
America/Los_Angeles	-122.39168	good	2014/07/28	US	40.58654
America/Chicago	-86.99666	good	2020/11/21	US	33.45122
Europe/Rome	14.01481	good	2016-12-28	IT	42.67164
Europe/Berlin	6.9747	maintenance	2014/12/22	DE	50.82709
Europe/Paris	5.16108	good	2019/12/01	FR	48.77275
Asia/Yekaterinburg	56.36091	average	08/15/2018, 00:00:00	RU	51.78771
Asia/Manila	120.57224	maintenance	06/07/2017, 00:00:00	PH	15.72892
Asia/Manila	123.758	maintenance	04 Aug 2013	PH	10.20898
America/Los_Angeles	-117.29198	excellent	03/11/2017, 00:00:00	US	33.03699
Europe/Kiev	25.34244	maintenance	02 Aug 2014	UA	50.75932
Asia/Shanghai	120.14278	excellent	05 Sep 2020	CN	32.50611
