SO2	longitude	O3	NH3	CO	TEMP	Pb	CFCs	warning	CH4	PRES	PAHs	NOx	latitude	C2H3NO5	PM10	PM2.5	H2CO
5.03773	-97.90308	8.10203	6.24336	9.03772	31.65008	36.18459	60.90994	0.00000	9.22578	1152.14086	10.04022	7.56240	31.12406	0.13836	8.09203	6.75388	75.46358
3.47760	120.74792	7.61855	9.75318	7.95412	28.95347	30.61709	46.60131	1.00000	6.52773	1096.00456	3.47097	12.93489	41.09822	0.01523	1.24781	6.16645	36.75018
9.80438	122.74754	10.24466	7.28992	10.32342	19.60479	60.07997	54.81416	0.00000	8.46402	1166.04629	7.32597	11.16543	40.85158	0.81402	10.46183	7.06008	54.05492
3.89932	-81.79819	6.13871	9.29415	5.77579	16.85657	59.54115	41.48308	0.00000	8.19664	1076.00773	5.24518	6.25941	41.48199	0.80452	10.46206	9.14517	53.57299
5.63883	-73.26022	7.61477	6.76004	8.71833	8.98096	47.41674	52.15073	1.00000	9.61551	1166.78826	4.94107	9.29208	6.46838	0.04245	6.31971	6.67161	49.41276
3.88750	13.39954	7.44419	6.83793	6.89592	19.99397	34.94136	38.61430	1.00000	10.89836	1162.03766	3.92520	10.12986	43.62558	0.01428	3.92169	6.44840	74.94512
8.61930	11.18709	8.30733	6.26716	10.98905	23.68202	62.84690	52.15004	1.00000	6.84285	1092.38849	8.17750	8.72115	48.73218	0.18386	8.76578	6.41201	65.47645
7.10993	126.665	5.61209	7.66422	11.33715	23.03256	67.51883	46.71477	1.00000	8.85565	1053.14108	8.56145	7.25816	36.6009	0.13194	8.35951	6.00426	40.27830
8.65770	-6.90656	7.66132	7.21368	7.55914	15.63127	49.73735	41.81788	1.00000	9.53852	1145.03664	9.22512	6.16748	33.92866	0.25861	9.22066	7.75802	39.32148
6.55048	5.06258	6.82926	8.00252	9.25266	33.20587	31.68558	63.07261	1.00000	9.08637	1071.83346	7.39572	7.05074	7.50251	0.16406	8.77609	7.21854	77.05752
5.53983	-81.24441	5.91708	8.72928	7.60745	14.44114	56.30525	48.32487	0.00000	8.75653	1146.66891	10.03309	6.59214	23.15678	0.12178	8.29711	6.92842	71.53880
6.14100	72.85107	6.20937	5.64277	8.99342	4.15301	44.77955	70.08173	0.00000	8.19414	1062.93050	6.69575	11.67870	19.30157	0.35892	9.65221	7.47704	59.99538
7.73989	-37.07167	6.17424	8.46778	8.83450	25.07138	31.47757	38.20089	1.00000	9.44636	1071.80016	8.51648	5.36041	-10.91111	0.08261	7.87187	6.10490	54.94183
8.95546	153.10236	7.79342	7.71654	8.89367	7.72127	57.82405	70.18478	1.00000	5.53973	1096.31994	8.04974	9.83494	-27.50578	0.06973	7.59109	8.06354	54.28199
6.47765	38.12408	7.03947	5.91481	10.27073	17.64914	50.67837	43.87593	0.00000	10.02260	1066.18567	8.61084	9.17946	53.77166	0.08509	7.81015	8.78465	74.35683
6.42177	126.28333	8.14776	8.00744	9.78896	19.18699	58.79608	70.29548	1.00000	8.39002	1179.54709	5.99562	8.98919	45.35	0.05787	6.87297	8.97771	54.54565
7.33127	-50.19556	6.86503	6.61488	9.33944	12.42564	46.32535	64.72521	0.00000	8.22841	1156.33283	8.42605	9.62271	-19.72806	0.27037	9.35097	6.34060	46.37718
2.62629	43.38531	7.46515	7.22322	4.98847	16.08141	46.77214	67.40743	0.00000	10.33002	1180.89573	4.67713	7.04366	9.89206	0.03527	5.73956	7.12528	42.75843
7.28364	79.41727	8.34495	7.81213	5.68768	6.36671	43.24827	78.22493	0.00000	6.09104	1116.90233	5.98875	4.70021	12.25282	0.09105	8.04657	5.95869	55.40520
6.84512	76.03889	7.20700	6.46273	8.34585	13.27109	53.56737	31.75123	0.00000	9.13492	1090.35927	8.92467	8.65761	18.18158	0.38117	9.64629	9.64588	65.02603
6.22797	120.4861	7.43304	7.79907	6.69330	2.89365	63.12881	48.80995	0.00000	5.45646	1191.38361	5.53557	6.46188	16.0438	0.88519	10.57033	7.56185	44.85136
6.53525	65.50917	6.53273	7.47569	6.30956	16.26093	57.32280	67.90887	0.00000	6.60803	1083.63095	5.45848	5.76635	44.85278	0.08038	7.77758	9.47772	49.52305
8.10132	88.18466	7.38916	6.90775	9.13516	8.08608	59.50204	30.75397	1.00000	8.61337	1094.45540	7.06762	7.20182	22.19303	0.10178	8.33537	5.65108	49.89036
6.86646	30.2049	7.76332	6.32390	9.50287	21.60966	62.19231	70.41362	1.00000	8.54770	1155.89481	6.74737	8.69974	55.1904	0.05348	7.19362	8.19218	59.60372
4.52267	-94.74049	7.16266	5.07691	7.86526	20.55889	51.99569	49.84714	0.00000	8.99665	1147.19620	9.05002	8.12318	32.5007	0.11970	8.23265	7.39215	36.23914
5.17486	-86.57415	6.49256	7.81673	9.52942	15.05760	62.63224	35.22688	0.00000	9.22426	1159.86221	10.34245	8.41682	15.48131	0.40591	9.73484	6.09131	74.62251
6.73729	8.62118	8.41177	7.74966	5.96040	15.55136	46.18533	43.58007	0.00000	5.82690	1058.53930	4.93605	6.06702	45.44694	0.30027	9.46429	7.95777	49.03527
7.07221	6.26764	7.00507	7.93378	5.91946	12.36863	35.55959	35.36062	0.00000	6.68808	1060.08448	6.35811	5.99226	4.92675	0.42805	9.85388	6.91001	41.36167
6.49473	122.22833	8.04127	6.93770	6.40648	35.12875	48.23081	38.63460	0.00000	5.94105	1087.25145	8.17528	6.57407	40.66482	0.04856	6.19461	7.18663	65.28485
6.33688	22.53083	7.73851	6.44618	6.83113	6.35442	51.83924	53.82265	0.00000		1070.16305	7.21240	9.96119	44.22639	0.68188	10.28376	6.67380	63.03861
4.97693	140.72287	9.45511	7.52997	5.84940	16.00764	49.05929	49.35295	0.00000	7.88752	1188.04285	2.06607	7.11532	53.14657	0.16488	8.72273	7.53839	54.51337
8.82972	-97.03285	6.39214	6.82960	13.40077	31.04701	45.14082	62.04159	1.00000	6.25470	1052.96881	6.29140	6.46009	47.92526	0.04469	6.42929	9.52965	64.57549
8.64766	36.7138	6.33689	8.25633	10.83864	21.61297	26.96397	40.86539	1.00000	8.28265	1088.41796	9.56714	7.10600	35.95664	0.05058	7.60387	7.24972	90.26299
7.41506	-35.03333	7.22186	6.93335	11.43463	29.57114	50.77491	46.01496	1.00000	7.42573	1061.23118	6.27968	6.67223	-8.28333	0.07270	7.48692	6.04104	54.93241
6.07535	35.59642	7.65148	6.71657	11.44157	14.33229	81.10499	56.35506	0.00000	10.97371	1125.50187	5.68901	13.81609	3.11988	0.13218	8.65480	8.15607	35.41762
5.22762	-37.65	8.17588	8.18966	8.88899	15.74621	56.34829	73.45361	1.00000	7.57997	1199.91692	6.31958	10.45988	-10.91722	0.04034	5.08236	7.85204	52.87600
6.01848	24.6522	6.21844	7.54524	9.12070	33.57687	48.83348	48.97536	1.00000	6.93383	1068.11765	3.63160	8.07208	60.2052	0.03195		8.11443	57.12870
7.62750	-102.36764	6.16155	8.44130	10.41988	19.49094	37.57106	44.18094	0.00000	9.95321	1116.89054	9.51102	8.71738	31.84568	0.18068	8.86580	8.39910	56.37105
7.09176	8.4493	6.49187	10.00373	9.41965	23.50354	52.09343	53.78582	1.00000	7.94537	1182.75675	6.88168	6.91568	50.09019	0.05999	6.84933	8.60815	70.22645
8.42519	104.09701	5.11079	7.71230	6.38318	26.40101	47.47730	41.24065	0.00000	5.04090	1154.38749	6.73191	5.49766	-1.26424	0.91603	10.60618	8.84385	65.82856
7.71834	60.8019	7.03216	8.41046	7.40023	14.60288	67.98418	49.55733	0.00000	8.06866	1149.50203	7.89064	7.50149	56.9083	0.08493	7.92389	6.87895	51.85394
6.61239	71.57737	8.58661	6.87673	8.97042	7.28077	61.30995	49.31317	0.00000	7.28182	1067.84628	9.75182	8.86692	21.53889	0.79091	10.43123	5.64858	40.04953
6.69840	-88.27205	5.75785	6.31848	11.23349	22.14475	57.95849	62.31694	0.00000	9.41057	1086.51812	8.18316	10.55413	44.27804	0.10572	8.14167	8.84384	58.12904
9.93360	-85.76942	7.59873	5.95495	9.02960	22.39438	32.03156	52.87183	1.00000	6.84650	1111.23190	7.11624	5.24444	39.78504	0.07045	7.16095	9.28416	76.63507
8.64310	-117.23991	8.39437	8.07795	9.07602	26.90796	77.03113	46.95028	1.00000	8.69835	1150.81780	8.98281	7.12060	47.64995	0.30597	9.52668	6.24986	54.58886
3.46143	30.4347	6.27153	6.80360	8.03038	9.76376	59.21503	71.08108	1.00000	10.28591	1161.93054	4.52188	9.73226	-1.9487	0.04002	4.27666	7.26390	37.10019
5.62015	-77.02303	6.78784	7.16252	5.50352	17.98699	67.38351	60.17326	0.00000	7.50406	1089.51860	5.67707	5.81821	38.70734	0.03401	6.69249	7.37600	73.85460
7.52413	37.00438	6.87497	8.03182	4.95118	15.41093	38.98011	39.54116	0.00000	5.96986	1073.91534	8.90657	5.80198	-7.60361	0.00203	6.08874	6.90808	54.02366
8.29142	-42.29444	6.07998	6.60182	8.32668	20.07528	49.30505	52.85260	1.00000	9.08606	1111.44134	8.81354	7.04343	-4.24444	0.39719	9.68799	6.22593	54.55021
6.26146	65.93249	8.42253	7.61612	5.90618	11.28164	56.89160	52.79373	0.00000	6.93712	1137.94370	4.49909	5.92081	36.21544	0.51004	10.00404	6.23905	89.14784
4.71226	120.14278	7.27048	5.89367	6.97971	27.76037	56.85467	58.10174	1.00000	9.24951	1156.43636	5.76620	8.55618	32.50611	0.03865	4.09631	6.73228	31.37019
7.01641	-71.19901	7.50157	6.28469	7.70497	21.59861	51.10533	57.83105	0.00000	8.64282	1165.19615	8.58436	7.81625	-30.60106	0.12909	8.52462	7.85952	59.16326
8.35214	34.02537	6.78033	6.21105	12.49217	9.82364	58.10438	72.74742	1.00000	9.45851	1070.64197	9.44387	7.67280	38.37255	1.24336	10.91223	4.84447	32.02740
10.60351	88.18466	8.32074		12.65283	34.44649	34.05679	47.30518	1.00000	6.40227	1091.14246	8.00859	8.34057	22.19303	0.30271	9.39196	7.81717	55.00752
5.58433	103.6032	8.78539	6.45734	8.14065	28.88769	70.21221	67.17554	0.00000	10.01560	1161.75519	8.65336	8.69962	1.6561	0.13241	8.45161	7.80354	56.29080
8.93171	28.67582	6.76223	7.62765	9.95333	18.98089	51.10530	64.33991	1.00000	8.90748	1060.20672	9.40884	7.01930	40.98894	0.49321	9.90347	7.74786	55.98688
7.39615	-1.29772	7.79892	8.57342	7.64098	-7.55862	49.31529	65.02717	0.00000	6.85752	1105.91729	8.17192	7.40159	50.76306	0.06335	7.57598	8.02904	41.05303
6.41499	-75.60804	9.72425	6.50048	5.14067	8.32121	37.05010	50.67003	1.00000	10.43029	1161.69757	7.84670	4.86275	39.96097	0.21062	9.02342	7.08347	39.74403
9.18328	-73.89875	8.38373	8.64689	7.83571	10.96263	54.09779	51.38121	1.00000	9.29912	1172.05067	8.87979	5.61514	40.93121	0.86535	10.54165	8.33534	72.69578
5.71996	77.0202	7.25165	7.98990	5.17079	20.83636	63.16553	26.41770	0.00000	6.87227	1093.82582	5.37836	5.23878	43.41949	0.21025	8.96976	7.46641	65.68615
6.30753	124.84472	8.32820	6.91050	6.27469	21.40372	63.95892	37.86503	1.00000	9.56751	1164.29680	5.84365	5.40126	10.13361	0.51616	10.01063	7.53415	64.80234
7.19695	-48.67028	7.91672	6.18289	8.50712	8.93743	36.37355	36.55853	1.00000	9.10620	1195.36855	5.71287	7.84242	-28.24	0.08783	7.90495	6.78779	48.35015
9.07172	74.3092	7.96766	7.17072	9.19414	28.08627	61.64450	59.44679	1.00000	7.61408	1168.95278	8.16763	7.10947	33.37526	0.11696	8.35494	8.25374	81.83286
5.92870	144.23058	8.02816	8.01451	7.97273	14.88843	59.67507	42.12292	1.00000	7.79574	1111.40765	6.11334	8.35802	-5.85746	0.03136	5.52131	5.81189	67.23691
8.20713	0.93333	7.43657	6.38516	10.40745	18.36855	36.49263	42.19799	0.00000	7.96232	1132.75748	9.28753	9.39174	52.68333	0.49245	9.96724	6.34831	21.77513
6.26892	9.37082	9.06815	7.33216	6.15101	17.47470	74.47318	55.51997	0.00000	6.63296	1090.62365	10.45145	5.97155	36.08497	0.59962	10.16111	6.70766	61.18451
6.49174	-122.86705	7.12444	6.68739	7.95371	-15.51676	31.98349	57.17066	0.00000	6.78452	1110.07699	9.22029	6.70875	45.49428	0.10037	8.00069	7.60427	79.81581
8.78753	36.73307	7.07984	8.47415	10.24793	26.64237	49.10660	44.71895	1.00000	8.53214	1161.69698	9.51447	8.44131	55.38752	0.62819	10.23944	8.45646	49.23528
4.50267	92.48278	10.37894	8.03798	8.96851	24.38855	69.37215	28.96156	1.00000	9.43706	1125.33497	6.04736	10.39128	58.23583	0.03089	5.02534	6.97348	42.12945
5.10865	12.87117	6.66814	6.59263	7.10550	20.63421	56.39196	55.17254	1.00000	8.25979	1072.32532	3.85007	8.53504	50.23271	0.04776	3.80420	9.17616	70.41437
7.72330	-60.47389	7.08527	6.73205	8.17010	11.42831	61.53104	49.13001	1.00000	8.51255	1164.06749	7.25639	7.51378	-34.64167	0.05766	7.37946	8.09339	62.60234
7.82148	-43.80139	9.00042	7.72228	10.12229	3.74831	57.84772	54.88681	1.00000	7.39029	1068.27264	7.10805	7.69679	-20.25333	0.08640	7.60777	8.38857	53.14736
6.69280	31.3237	7.13813	7.44866		16.28744	71.68947	30.47131	0.00000	6.10611	1088.44702	8.41927	6.31712	52.4089	0.07487	7.36735	8.06971	62.21281
6.68967	27.25	8.86511	6.75954	10.10208	9.85361	46.80622	66.79023	1.00000	9.26424	1122.21855	4.71164	7.49345	42.7	0.08637	7.76275	7.84603	55.75707
7.72635	59.6	6.90603	7.40472	6.97482	14.74407	68.27179	62.54950	0.00000	4.25552	1073.75899	7.68027	5.96948	47.83333	0.18551	8.86967	8.14517	36.11597
8.03102	-63.13414	6.68020	8.92503	9.95883	19.63968	59.58768	78.68029	1.00000	7.63384	1066.41581	8.50660	8.11630	46.23899	0.10036	7.94073	7.06993	35.01248
8.40300	30.2049	7.04742	9.32812	9.32301	14.45721	40.22132	46.90812	1.00000	8.59394	1102.15712	6.89319	5.23167	55.1904	0.27964	9.33578	7.77489	21.38842
6.22851	27.25	7.39540	7.05517	10.02963	16.83626	62.80633	55.62620	1.00000	8.01269	1112.36814	6.31775	8.93620	42.7	0.03332	6.52597	6.45622	56.27768
5.19269	79.87116	8.88768	7.03849	8.20127	25.82162	32.79529	66.77707	0.00000	8.76947	1169.90852	9.78045	7.60702	6.84019	0.23186	9.07213	7.37456	66.96868
3.44320	-120.00865	7.70019	8.03805	8.48999	17.80580	38.46978	51.99221	0.00000	8.97944	1059.14771	8.46562	9.55072	46.32374	0.11439	7.91561	6.73486	44.06644
4.11898	6.26764	8.09476	8.17380	6.08078	8.64633	84.81073	44.37880	0.00000	7.11201	1122.55041	8.42504	7.45950	4.92675	0.48505	9.93330	6.71067	66.18380
10.73045	1.33467	7.36708	8.02190	6.67723	17.43852	45.87450	61.18491	1.00000	8.94569	1099.76544	10.19158	4.87700	43.61058	0.12753	8.39458	7.39305	57.11847
6.05297	-51.50361	7.98448	7.16501	7.51163	-15.74679	39.07349	61.78165	1.00000	8.69060	1126.53231	5.98603	7.11056	-29.2975	0.17573	8.78081	7.46729	42.77050
10.36714	120.4861	7.47140	8.46417	9.00080	17.28629	50.82015	65.91132	1.00000	8.91276	1102.78756	9.66142	5.37794	16.0438	0.28680	9.36181	8.16416	46.10150
6.69612	-8.2503	7.33401	6.68798	8.21709	22.80822	80.39242	20.04719	0.00000	7.12894	1067.44336	9.33668	8.61115	37.08819	0.72502	10.34505	5.75679	53.58906
6.80381	51.49621	6.22599	6.51821	9.50083	15.15726	63.70696	44.13428	1.00000	7.96988	1150.81822	6.44979	7.30655	36.64852	0.06058	7.12003	6.94835	56.76192
9.85378	124.84472	7.37885	8.01655	8.80996	7.23318	55.67831	55.06103	0.00000	9.29891	1141.83246	8.59094	4.57367	10.13361	0.37511	9.65645	7.24269	27.02040
6.67042	-74.07764	6.19647	7.26151	9.74849	16.78165	66.29245	46.75625	1.00000	8.97678	1122.38605	7.36373	8.72756	40.72816	0.07356	7.17261	8.04892	66.05258
4.17667	2.2469	6.82380	7.69820	9.50550	2.14366	58.91283	62.73397	0.00000	11.45614	1134.73937	8.13615	9.97236	48.90472	0.08850	7.53835	5.24259	55.12335
8.07565	78.23456	8.23625	7.95383	9.58910	21.34982	41.98046	77.20248	0.00000	8.04155	1076.82528	7.15999	12.15555	28.92694	2.33820	11.56081	7.86895	47.81184
4.75705	-82.42491	7.77470	7.92242	6.05585	4.45942	33.78184	61.34339	0.00000	7.05780	1146.02208	8.37082	6.16667	42.97086	0.04367	6.74064	6.81598	58.93107
8.02804	116.82887	7.48117	6.17718	9.73390	-3.85552	68.10799	32.44196	1.00000	8.09754	1150.03784	8.02944	8.80625	-1.26753	0.07577	7.78765	7.45497	55.63045
5.87464	86.79271	7.04066	6.84709	6.69259	19.50162	40.76727	49.98250	0.00000	8.60812	1080.91577	6.70345	8.90010	25.92127	0.09642	7.80760	7.88153	63.15982
5.13510	78.23456	6.13777	9.64993	9.23653	23.71200	32.91548	71.66610	1.00000	10.35497	1053.72285	4.67853	8.08017	28.92694	0.05693	5.78176	7.97262	44.22192
3.49287	-59.13316	8.50773	7.51109	6.40867	21.56048	61.12647	55.91215	0.00000	8.02257	1138.41168	4.98217	7.25087	-37.32167	0.52861	10.01265	6.96902	73.59723
6.95620	89.20083	7.33632	7.58699	9.50508	13.11336	68.45176	45.70781	1.00000	12.20790	1067.08048	8.37676	7.72373	55.54028	0.19285	8.84890	5.64532	63.62699
9.03139	-94.74049	8.62018	8.46710	9.44633	18.21932	49.13235	48.53205	1.00000	7.81838	1093.72536	8.50090	6.58311	32.5007	0.10573	8.23738	8.84560	68.27164
4.83744	-111.78903	7.07118	6.96430	8.07314	11.20061	50.51109	85.37756	0.00000	8.73489	1155.68400	10.32524	6.09389	33.35283	0.07148	7.59136	6.64449	44.22371
6.98454	10.03478	7.01320	6.94652	9.32115	32.94106	65.09910	63.48666	1.00000	6.34557	1166.57686	5.41356	9.44321	37.16911	0.05003	5.91677	10.56655	36.57793
5.72201	2.12213	7.00737	6.97474	6.04735	-4.50659	51.57320	70.81358	0.00000	6.54198	1184.14822	4.82126	6.66447	48.8222	0.13300	8.33588	7.94432	67.03129
5.70454	-74.13653	7.99629	6.30808	9.70175	4.10544	23.02175	24.01641	1.00000	8.22677	1084.80673	7.27508	9.74178	40.63316	0.03400	5.75920	8.30531	55.45324
7.19384	122.08333	8.75268	7.85094	6.57642	17.30203	61.47450	45.83066	0.00000	4.53611	1060.44127	4.43516	5.28724	46.08333	4.60409	12.24968	7.06048	58.69311
4.94345	13.10984	6.43462	8.67276	9.21872	7.84601	64.44590	45.84961	1.00000	10.67281	1057.31763	4.66765	8.54786	51.30001	0.04355	5.63687	7.55182	55.30577
5.66434	-111.90466	6.58705	5.83219	8.39059	14.43123	57.16260	48.86848	1.00000	8.80572	1136.06909	9.03499	9.58323	40.34912	1.20634	10.89300	7.97825	61.88677
8.12955	5.16108	8.10020	8.56109	9.42777	20.30681	43.54104	71.99715	1.00000	9.71633	1082.47139	9.04325	6.41619	48.77275	0.37323	9.62751	8.17740	67.18766
6.25791	20.89389	8.37942	8.31423	7.66077	7.94827	58.38302	50.55101	1.00000	7.92068	1101.47879	6.75522	10.12055	42.62833	0.04843	5.39911	5.41261	51.34439
9.51296	-47.1725	7.31704	8.08327	8.89210	24.01271	45.58592	47.04092	1.00000	8.30106	1051.57384	7.43060	5.05925	-22.57306	0.13878	8.61027	8.36392	48.62560
4.36235	0.93333	6.10862	8.58885	6.25054	24.73500	65.96536	47.23230	0.00000	5.92887	1089.01567	4.13041	6.45367	52.68333	0.22194	8.98957	7.38597	42.44558
6.64129	17.4674	10.56182	7.06920	9.27507	13.37136	81.31506	44.29905	0.00000	7.29324	1097.64018	11.21840	6.54439	50.86079	0.36667	9.54530	7.06729	51.99986
5.84148	-58.44417	6.82199	5.83257	9.52793	11.62241	46.87140	35.88036	0.00000	11.24911	1169.27192	9.25849	8.05351	-3.14306	0.08161	7.44975	7.30166	51.00504
6.24928	76.92421	8.08528	9.45803	10.43084	8.40311	44.19812	77.88062	1.00000	8.89157	1121.61814	7.38209	7.40132	60.97944	0.13774	8.58479	6.67202	83.29821
6.14335	77.54372	6.81250	7.46707	5.92170	22.72857	47.16074	71.25562	0.00000	7.64516	1078.22022	6.61019	6.85868	10.12268	0.05250	6.77795	6.02014	57.06290
10.10806	114.51667	7.45638	6.91584	9.38582	20.64085	61.87391	51.23524	1.00000	8.57121	1051.84783	10.86774	7.75919	33.78333	0.26653	9.35026	8.94831	51.27024
5.30777	3.39467	7.59079	8.81643	9.44775	9.10709	63.71705	61.12833	1.00000	7.15317	1056.74468	4.69573	10.49783	6.45407	0.01941	3.65774	8.32073	37.71331
5.01939	99.89166	7.92198	7.45701	5.83311	10.59314	51.73006	59.91458	1.00000	7.46421	1096.92237	5.30863	7.12815	15.46063	0.35702	9.60256	7.58408	65.82538
7.76915	-72.86843	7.66064	7.23500	6.58826	21.90746	59.02260	58.93708	0.00000	4.37659	1139.18183	6.94578	4.91501	41.27621	2.35997	11.56451	6.84682	57.41613
5.78533	17.4674	8.50001	8.52983	5.98081	4.91930	52.65019	56.61660	0.00000	6.20288	1194.90107	7.81549	6.25634	50.86079	0.04997	6.82080	6.30044	33.19545
6.44705	43.2379	7.68856	6.70377	10.31943	23.28872	49.66619	65.63068	1.00000	8.13496	1197.51154	6.93909	7.79734	50.06	0.11456	8.26789	8.45369	58.08235
8.66191	37.92792	7.07757	8.32059	11.73914	33.05295	65.13066	50.58198	0.00000	8.19439	1185.69296	9.30672	9.03422	53.93361	0.14279	8.39235	8.90337	57.18885
7.99177	-89.64066	6.81175	7.00336	9.43027	11.28936	56.66529	57.25637	1.00000	7.95006	1122.43499	7.50698	6.68430	40.56754	0.07202	7.87299	6.95669	45.92933
9.07915	37.99117	7.78196	6.21614	10.50928	14.83888	49.92771	35.99418	0.00000	6.15356	1069.08530	8.07213	10.06191	44.92934	0.32629	9.55109	6.42107	72.15177
2.81182	-69.08333	6.76248	7.87041	5.13237	24.29820	48.30126	63.04566	0.00000	8.62374	1089.83852	5.20960	6.74030	-16.25	0.06257	6.49216	6.82445	56.71160
8.16555	-0.91979	8.23774	8.14558	6.10073	21.54588	65.29241	50.80584	0.00000	5.31306	1123.62483	7.85526	5.86581	51.42708	0.04275	6.30572	7.80015	56.39269
8.16254	-116.97725	8.14123	5.18143	11.41244	4.40661	36.78589	28.53278	1.00000	8.81469	1120.72482	5.31883	5.00681	33.92946	0.20726	9.02663	7.74262	36.81527
5.14379	-97.92977	7.30334	8.60518	8.68536	9.43376		66.46803	1.00000	7.35441	1148.27180	6.32172	11.20620	38.06084	0.04175	4.27939	8.86613	60.77966
8.86849	3.87723	7.63404	6.36723	6.87831	-14.94815	60.69898	57.32496	0.00000	3.41953	1145.75896	5.39400	4.21028	43.61092	19.65514	13.70046	7.90384	42.68050
3.99338	91.84128	10.00344	6.65689	7.47423	19.31355	40.07907	47.49207	0.00000	8.98482	1108.58553	10.91468	6.77629	22.83957	0.29319	9.34508	6.88331	71.81787
9.68450	100.48528	7.38269	6.90737	9.16204	7.78676	23.53962	45.77096	1.00000	9.71593	1060.22025	8.97243	3.93596	14.37395	0.43381	9.83185	5.72729	49.52297
5.84522	114.33333	7.93101	7.65953	6.38195	39.91614	41.56899	67.24392	0.00000	5.91126	1185.00033	5.65655	6.35575	-8.43333	0.09214	8.01817	7.95003	63.45346
5.61728	73.7553	6.20757	8.25766	8.09183	10.76737	38.58371	38.04123	1.00000	6.89683	1058.22424	3.65826	8.83191	15.5439		4.34454	7.18413	21.52495
5.95374	37.38115	7.83467	7.55865	7.53155	31.81963	59.64007	36.89608	0.00000	9.73730	1155.66220	8.13070	8.02714	55.63711	0.08678	7.79325	7.29851	33.90840
8.90508	137.95378	8.17535	5.51572	9.93754	16.74316	34.82341	60.75015	1.00000	9.52175	1158.68755	11.02344	7.13276	35.82756	0.26866	9.23099	7.32513	71.53420
7.78830	-5.53715	7.55173	6.50308	9.61028	7.99661	37.92989	59.30698	1.00000	8.40941	1174.04902	7.17233	8.98247	50.11861	0.09488	8.01034	8.31050	62.94921
8.11761	2.18967	6.18105	8.80026	10.90036	26.44470	51.05692	70.03492	0.00000	10.39156	1090.29786	10.03219	9.13907	48.8765	0.50702	9.99660	6.82321	53.11787
5.57418	140.72287	5.92518	6.72676	5.16399	8.56509	41.74024	51.78106	0.00000	7.22021	1111.17865	6.83796	6.45781	53.14657	0.02565	6.38790	6.06612	73.30017
7.45113	-65.71875	8.49689	8.69761	10.65179	9.56211	50.72604	68.19817	0.00000	9.85896	1141.76319	7.47982	11.64913	-21.44345	0.40095	9.72027	8.39719	46.86398
4.18444	38.01667	7.70319	6.54210	9.01309	1.74540	52.98472	65.25697	0.00000	8.68317	1143.52725	8.54688	8.90044	11.85	0.06596	7.19716	7.50863	54.46185
2.81551	-72.86843	6.75907	9.38687	7.74638	22.33539	40.96208	34.60396	0.00000	9.64347	1149.17343	7.96680	9.21157	41.27621	0.05630	7.41193	5.53218	65.86360
5.42685	11.34046	6.99380	8.92586	10.19892	18.79948	32.79413	68.35932	0.00000	9.74937	1174.31551	9.17439	9.36741	50.72043	0.14613	8.58881	7.80835	69.65914
8.68282	3.64633	8.43051	7.46892	12.33572	18.33146	30.57458	32.37307	1.00000	6.46312	1121.15369	7.31256	6.91204	6.8485	0.05408	6.28595	6.94567	51.43637
6.69203	-94.74049	6.23916	6.79886	8.88575	16.34104	34.43469	47.17288	1.00000	7.53612	1128.70555	6.06934	8.11281	32.5007	0.04223	5.94879	7.08098	74.92464
4.65495	70.96699	7.30805	8.11578	7.49108	4.66538	79.28084	41.98372	1.00000	7.08845	1098.34274	6.29250	10.95890	30.46907	0.03228	2.51723	8.97615	44.18990
6.92326	6.74549	7.04827	8.03520	10.66270	15.69592	72.07503	74.89177	0.00000	10.29876	1196.84736	9.04128	9.38720	49.5099	0.13233	8.45610	5.94917	76.56966
6.97421	111.50861	8.54479	6.87724	9.06502	15.42885	57.08123	66.40880	1.00000	9.56914	1091.91164	6.20612	6.44209	32.54278	0.03387	7.06538	8.55740	53.95649
9.58661	83.36889	6.01164	5.53215	9.20149	22.99124	67.05035	41.82435	1.00000	8.63723	1199.66997	8.18409	4.92696	26.76628	0.16784	8.79619	7.42495	57.56332
9.22105	2.44892	8.64083	7.74320	11.05609	36.19034	57.52596	54.02385	1.00000	7.76334	1109.91662	8.61749	5.92936	48.98693	0.05521	7.37635	6.08464	64.81989
7.95694	38.2739	6.42024	7.97164	9.11776	9.76119	59.40646	43.59438	1.00000	7.17018	1122.16656	8.06016	8.45822	46.7055	0.08526	7.54887	6.51729	36.27020
10.14967	-77.4286	7.81136	9.57334	10.52513	13.08395	54.44921	56.22876	1.00000	7.59608	1093.40513	9.70423	7.43551	39.00622	0.12561	8.39738	7.12211	72.26427
4.36771	89.20083	8.51404	7.28073	8.52112	5.60486	39.48007	36.64413	1.00000	9.37582	1115.67145	4.79417	10.29518	55.54028	0.02269	4.35734	6.52699	38.94833
	118.53333	7.62779	7.05602	8.85871	22.01559	56.65511	67.41110	0.00000	9.12266	1146.69022	6.96573	10.71098	27.92333	0.14645	8.56585	8.21781	70.73473
3.86906	38.28402	8.45917	7.29596	4.24512	9.66562	69.22485	46.71062	0.00000	8.75330	1180.92030	8.38559	5.91289	34.5624	0.03812	2.02281	8.42955	44.00564
5.82091	92.48278	9.83031	6.18319	7.22569	11.80371	36.00512	49.36141	1.00000	7.25673	1166.65714	4.76503	9.59366	58.23583	0.03371	3.83085	8.36137	70.64339
