QoS	revision	latitude	location	longitude	station
excellent	08 Dec 2013	54.52156	Europe/Berlin	9.5586	Schleswig
excellent	2019-09-30	18.87813	Asia/Kolkata	72.93924	Uran
average	11/19/2017, 00:00:00	36.75965	Asia/Tokyo	137.36215	Namerikawa
average	2014/03/29	61.72744	Europe/Stockholm	17.10558	Hudiksvall
average	2019-11-26	52.09	Europe/Amsterdam	5.23333	Zeist
excellent	2013/09/01	58.1908	Europe/Moscow	40.17171	Danilov
maintenance	2013-06-09	53.93361	Europe/Moscow	37.92792	Kireyevsk
average	2018-12-03	57.47908	Europe/London	-4.22398	Inverness
good	09/10/2014, 00:00:00	39.45621	America/New_York	-77.96389	Martinsburg
average	2015/01/14	34.61667	Asia/Tokyo	135.6	Yao
accep	09/04/2016, 00:00:00	35.82756	Asia/Tokyo	137.95378	Ina
excellent	03/20/2019, 00:00:00	28.71271	Asia/Kolkata	77.656	Pilkhua
good	2017-01-09	34.09668	America/Los_Angeles	-117.71978	Claremont
accep	2018/08/15	4.96667	Africa/Douala	10.7	Tonga
excellent	2017/01/03	34.8825	Asia/Seoul	128.62667	Sinhyeon
excellent	2020-06-11	6.15038	Africa/Lagos	6.83042	Nkpor
accep	2016/06/13	3.51667	Africa/Douala	11.5	Mbalmayo
good	2021-07-21	20.88953	Pacific/Honolulu	-156.47432	Kahului
good	12/15/2020, 00:00:00	44.92934	Europe/Moscow	37.99117	Krymsk
average	2020/08/15	31.76212	America/Chicago	-95.63079	Palestine
average	2021/03/05	35.6803	Asia/Tehran	51.0193	Shahre Jadide Andisheh
good	25 Apr 2014	45.53069	Europe/Rome	9.40531	Gorgonzola
excellent	2021/10/08	-20.88231	Indian/Reunion	55.4504	Saint-Denis
good	09 Dec 2014	53.19146	Europe/London	-2.52398	Winsford
accep	04/23/2021, 00:00:00	55.38752	Europe/Moscow	36.73307	Naro-Fominsk
accep	20 Apr 2020	18.03496	America/Puerto_Rico	-66.8499	Yauco
excellent	2015-06-02	59.80917	Europe/Moscow	30.38167	Shushary
accep	2014/12/30	45.44868	America/Toronto	-73.81669	Pointe-Claire
accep	03 Dec 2021	53.83333	Europe/London	-2.98333	Poulton-le-Fylde
excellent	2022-08-29	22.37066	Asia/Hong_Kong	114.10479	Tsuen Wan
excellent	31 Jul 2014	40.55851	Europe/Rome	17.80774	Mesagne
good	2018-03-25	51.08468	Europe/Berlin	7.11393	Burscheid
accep	09 Jul 2022	-17.83333	Indian/Antananarivo	48.41667	Ambatondrazaka
good	09/22/2017, 00:00:00	43.82634	Asia/Tokyo	144.09638	Motomachi
accep	2013-02-12	45.79377	Europe/Rome	8.88104	Malnate
good	2012/12/03	37.1759	Asia/Seoul	128.9889	T’aebaek
excellent	2018/06/11	21.59983	Asia/Kolkata	71.21169	Amreli
good	2016-06-02	34.9	Asia/Tokyo	137.5	Shinshiro
average	12 Jun 2017	22.4711	Asia/Kolkata	88.1453	Pujali
maintenance	11/13/2013, 00:00:00	41.09246	Asia/Baku	45.36561	Qazax
excellent	11/11/2015, 00:00:00	8.88649	Africa/Porto-Novo	2.59753	Tchaourou
accep	2020-10-11	37.13548	Europe/Madrid	-3.67029	Las Gabias
excellent	2015/07/20	37.31309	Europe/Istanbul	40.74357	Mardin
accep	10/05/2020, 00:00:00	41.27621	America/New_York	-72.86843	East Haven
accep	2017-08-13	51.21187	Europe/Brussels	4.25633	Beveren
excellent	2017/08/18	50.50301	Europe/Prague	13.63617	Most
building	13 Jun 2021	34.77453	America/Chicago	-96.67834	Ada
accep	09/17/2015, 00:00:00	-34.74785	America/Argentina/Buenos_Aires	-58.70072	Pontevedra
average	04/02/2022, 00:00:00	26.11527	Asia/Kolkata	86.59509	Supaul
good	13 May 2014	42.7392	America/Detroit	-84.62081	Waverly
maintenance	07/25/2022, 00:00:00	57.47908	Europe/London	-4.22398	Inverness
maintenance	2020/08/07	50.56149	Europe/Brussels	4.69889	Gembloux
accep	2022-09-20	9.6531	Asia/Manila	124.3697	Jagna
good	02/08/2016, 00:00:00	10.63504	America/Costa_Rica	-85.43772	Liberia
good	2015-12-10	55.64776	Europe/Moscow	38.02486	Malakhovka
good	21 Jun 2022	36.21544	Asia/Kabul	65.93249	Sar-e Pul
average	2013-02-02	-11.78333	Africa/Luanda	19.91667	Luena
accep	19 Mar 2015	36.81667	Asia/Shanghai	117.81667	Zhoucun
excellent	09 Jan 2018	43.82634	Asia/Tokyo	144.09638	Motomachi
accep	25 Feb 2016	36.46917	Africa/Tunis	10.78222	Beni Khiar
average	2013-02-05	51.30001	Europe/Berlin	13.10984	Oschatz
excellent	2018/09/16	37.13548	Europe/Madrid	-3.67029	Las Gabias
good	2013-10-18	50.76306	Europe/London	-1.29772	Cowes
average	2014-02-03	20.88953	Pacific/Honolulu	-156.47432	Kahului
good	2021/09/15	10.58806	Asia/Kolkata	77.24779	Udumalaippettai
building	09/10/2018, 00:00:00	25.87498	Asia/Kolkata	86.59611	Saharsa
building	10 Dec 2012	12.74482	Africa/Lagos	4.52514	Argungu
average	11/07/2021, 00:00:00	35.88264	America/New_York	-80.08199	Thomasville
excellent	09 Mar 2014	45.50369	Europe/Rome	11.412	Montecchio Maggiore-Alte Ceccato
good	09/16/2017, 00:00:00	54.48147	Asia/Yekaterinburg	53.47103	Oktyabr’skiy
average	09/27/2016, 00:00:00	55.1904	Europe/Minsk	30.2049	Vitebsk
good	2013/08/14	-19.32556	America/Sao_Paulo	-41.25528	Resplendor
maintenance	2017-09-27	39.71734	America/New_York	-74.96933	Sicklerville
good	2019/05/22	50.72043	Europe/Berlin	11.34046	Rudolstadt
good	15 Mar 2013	47.38093	America/Los_Angeles	-122.23484	Kent
accep	06/10/2020, 00:00:00	33.45122	America/Chicago	-86.99666	Hueytown
maintenance	10/30/2019, 00:00:00	17.06542	America/Mexico_City	-96.72365	Oaxaca
building	2017-10-17	36.02506	America/Chicago	-86.77917	Brentwood Estates
accep	2014-07-11	58.23583	Asia/Krasnoyarsk	92.48278	Lesosibirsk
average	2017/02/01	40.67705	America/New_York	-73.89125	Cypress Hills
average	18 Jun 2013	45.78071	Europe/Rome	12.84052	Portogruaro
good	04/25/2017, 00:00:00	42.97086	America/Detroit	-82.42491	Port Huron
average	10/19/2018, 00:00:00	20.14298	America/Havana	-77.43532	Media Luna
average	04/03/2020, 00:00:00	17.34769	Asia/Kolkata	78.55757	Lal Bahadur Nagar
excellent	01/20/2016, 00:00:00	45.79377	Europe/Rome	8.88104	Malnate
good	05/13/2013, 00:00:00	55.75556	Asia/Yekaterinburg	60.70278	Ozersk
average	05 Jun 2021	-17.74431	America/Sao_Paulo	-48.62789	Caldas Novas
excellent	2018/12/11	42.50729	Europe/Andorra	1.53414	les Escaldes
excellent	2018-03-14	51.19139	Europe/Berlin	6.51352	Korschenbroich
accep	2013-10-02	54.39304	Europe/Moscow	53.26023	Bavly
excellent	2022/03/08	-29.2975	America/Sao_Paulo	-51.50361	Carlos Barbosa
maintenance	27 Feb 2017	45.4473	America/Toronto	-73.75335	Dorval
accep	09/28/2016, 00:00:00	0.76755	Africa/Lubumbashi	24.43973	Yangambi
accep	2019-10-12	40.65538	America/New_York	-74.38987	Scotch Plains
average	2022/05/17	25.67927	America/New_York	-80.31727	Kendall
excellent	14 Sep 2018	34.4833	Asia/Tokyo	136.84186	Toba
average	2014/03/17	46.18396	Europe/Zurich	6.10237	Onex
excellent	05/16/2013, 00:00:00	37.60876	America/New_York	-77.37331	Mechanicsville
good	10/17/2013, 00:00:00	47.05	Europe/Vienna	15.46667	Sankt Peter
average	06 Jul 2015	25.92127	Asia/Kolkata	86.79271	Madhipura
accep	31 Aug 2017	-21.42917	America/Sao_Paulo	-45.94722	Alfenas
excellent	04/26/2013, 00:00:00	37.65181	Asia/Shanghai	120.33063	Longgang
average	03/29/2016, 00:00:00	38.13708	Europe/Istanbul	41.00817	Silvan
accep	26 May 2020	27.9247	Asia/Kolkata	78.40102	Chharra
accep	2022/08/31	46.09273	America/Menominee	-88.64235	Iron River
average	2013/03/18	5.30383	Africa/Accra	-1.98956	Tarkwa
accep	11/06/2014, 00:00:00	52.41667	Europe/London	0.75	Thetford
average	17 Dec 2017	23.1959	Asia/Kolkata	86.51499	Kenda
excellent	2017/08/14	47.05	Europe/Vienna	15.46667	Sankt Peter
average	26 Aug 2016	48.43174	Europe/Bratislava	17.8031	Hlohovec
accep	2017-03-08	-32.05251	Australia/Perth	115.88782	Willetton
excellent	01/05/2014, 00:00:00	41.55838	America/New_York	-81.56929	Collinwood
accep	2016-12-14	48.15659	Europe/Chisinau	28.28489	Soroca
maintenance	2014/03/03	53.49389	Europe/London	-1.29243	Mexborough
good	2016-12-20	57.97472	Europe/Moscow	33.2525	Valday
accep	17 Mar 2021	53.49389	Europe/London	-1.29243	Mexborough
average	20 Feb 2017	46.51872	Asia/Urumqi	86.00214	Hoxtolgay
average	05/22/2015, 00:00:00	18.65297	America/Port-au-Prince	-72.09391	Thomazeau
excellent	2014/12/08	45.99194	Europe/Kiev	29.41824	Artsyz
good	17 Feb 2016	-28.81833	America/Sao_Paulo	-52.51028	Soledade
good	2020/03/12	40.63316	America/New_York	-74.13653	Port Richmond
average	20 Aug 2017	18.51957	Asia/Kolkata	73.85535	Pune
average	09/21/2020, 00:00:00	42.06166	Europe/Madrid	-1.60452	Tudela
good	03/05/2020, 00:00:00	28.98002	Asia/Kolkata	77.70636	Meerut
accep	2020/12/14	11.50526	Asia/Kolkata	77.23826	Sathyamangalam
excellent	2019-01-30	-12.91667	America/Bahia	-39.25	Muritiba
excellent	2019-04-28	50.56149	Europe/Brussels	4.69889	Gembloux
maintenance	2020-12-21	34.25628	America/New_York	-78.04471	Leland
building	03/31/2022, 00:00:00	10.22677	America/Caracas	-67.33122	La Victoria
good	14 Jan 2022	46.51872	Asia/Urumqi	86.00214	Hoxtolgay
excellent	06/27/2019, 00:00:00	33.95015	America/Los_Angeles	-118.03917	South Whittier
excellent	2019/10/05	57.47908	Europe/London	-4.22398	Inverness
average	2017/03/31	40.66482	Asia/Shanghai	122.22833	Yingkou
acceptable	2017-04-11	27.76056	Atlantic/Canary	-15.58602	Maspalomas
good	25 Jun 2020	28.54944	America/New_York	-81.77285	Clermont
excellent	12/30/2015, 00:00:00	40.65538	America/New_York	-74.38987	Scotch Plains
excellent	10/24/2013, 00:00:00	52.4581	Europe/Berlin	13.28702	Dahlem
accep	21 Nov 2020	42.64685	Europe/Madrid	-5.55835	Villaquilambre
maintenance	2015-11-22	55.64776	Europe/Moscow	38.02486	Malakhovka
building	2016/12/29	12.37169	Asia/Manila	123.62494	Masbate
excellent	22 Sep 2015	45.16024	America/Chicago	-93.08883	Lino Lakes
accep	07/18/2014, 00:00:00	33.44872	America/Chicago	-86.78777	Vestavia Hills
good	05/14/2013, 00:00:00	22.88783	Asia/Kolkata	84.13864	Jashpurnagar
excellent	15 Jun 2013	8.88649	Africa/Porto-Novo	2.59753	Tchaourou
building	31 May 2015	9.82564	Asia/Kolkata	78.25795	Tiruppuvanam
accep	2018-05-11	33.78333	Asia/Shanghai	114.51667	Wacheng
maintenance	2013/09/07	-4.42472	America/Fortaleza	-41.45861	Pedro II
average	03/26/2020, 00:00:00	41.14676	America/New_York	-73.49484	New Canaan
maintenance	02/15/2018, 00:00:00	9.91861	America/Caracas	-68.30472	Tinaquillo
accep	12/12/2012, 00:00:00	34.14251	America/Los_Angeles	-118.25508	Glendale
good	07 Sep 2013	25.80565	Asia/Karachi	68.49143	Bhit Shah
average	02/13/2018, 00:00:00	42.67164	Europe/Rome	14.01481	Roseto degli Abruzzi
excellent	02/20/2016, 00:00:00	39.96348	Europe/Madrid	-4.83076	Talavera de la Reina
average	20 May 2013	45.50369	Europe/Rome	11.412	Montecchio Maggiore-Alte Ceccato
good	05/14/2020, 00:00:00	-21.205	America/Sao_Paulo	-41.88778	Itaperuna
accep	2015-02-09	41.6764	America/Chicago	-91.58045	Coralville
good	12/25/2013, 00:00:00	11.8659	Africa/Khartoum	34.3869	Ar Ruseris
good	2022-04-12	45.44694	Europe/Rome	8.62118	Novara
building	2014/10/05	17.94979	America/Mexico_City	-94.91386	Acayucan
good	2015-06-13	17.94979	America/Mexico_City	-94.91386	Acayucan
good	2021/01/16	40.72371	America/New_York	-73.95097	Greenpoint
excellent	03 Dec 2012	35.48199	Asia/Tokyo	137.02166	Minokamo
average	09 May 2015	12.35275	Asia/Manila	121.06761	San Jose
average	03/27/2021, 00:00:00	41.15612	Europe/Madrid	1.10687	Reus
average	2017-02-12	4.92675	Africa/Lagos	6.26764	Yenagoa
maintenance	2014/12/19	-22.92306	America/Sao_Paulo	-53.13722	Loanda
building	2019/05/23	25.49043	Asia/Kolkata	85.94001	Teghra
accep	2015/05/28	33.03699	America/Los_Angeles	-117.29198	Encinitas
good	24 Aug 2017	52.48173	Europe/London	-2.12139	Brierley Hill
maitennce	11/25/2015, 00:00:00	34.14251	America/Los_Angeles	-118.25508	Glendale
good	2019-02-07	36.20389	Asia/Seoul	127.08472	Nonsan
average	06/18/2018, 00:00:00	53.93361	Europe/Moscow	37.92792	Kireyevsk
accep	2014/09/08	11.50526	Asia/Kolkata	77.23826	Sathyamangalam
building	08/07/2015, 00:00:00	35.06667	Asia/Tokyo	135.21667	Sasayama
average	10 Jul 2013	38.38479	Europe/Madrid	-0.76773	Novelda
accep	2015-02-09	30.29184	Asia/Karachi	71.67164	Qadirpur Ran
excellent	11/29/2020, 00:00:00	52.21099	Europe/Berlin	7.02238	Gronau
excellent	2014-05-12	25.49043	Asia/Kolkata	85.94001	Teghra
accep	08/11/2017, 00:00:00	-22.92306	America/Sao_Paulo	-53.13722	Loanda
maintenance	2017-12-31	11.93381	Asia/Kolkata	79.82979	Puducherry
accep	04/29/2014, 00:00:00	38.17492	America/Los_Angeles	-122.2608	American Canyon
accep	2013/11/28	41.09246	Asia/Baku	45.36561	Qazax
building	2017-06-01	43.61058	Europe/Paris	1.33467	Colomiers
average	2022/03/15	12.04161	Asia/Kolkata	75.35927	Talipparamba
excellent	2014/05/29	-34.74785	America/Argentina/Buenos_Aires	-58.70072	Pontevedra
average	05/22/2017, 00:00:00	32.17629	Asia/Karachi	75.06583	Fazilpur
excellent	2022-03-17	53.5942	Europe/Minsk	25.8191	Novogrudok
building	25 Jul 2016	26.44931	Asia/Kolkata	91.61356	Rangia
average	03/18/2016, 00:00:00	50.5107	Europe/Warsaw	18.30056	Strzelce Opolskie
good	18 Apr 2022	38.40917	Asia/Shanghai	112.73333	Xinzhou
building	06/21/2020, 00:00:00	12.74409	Africa/Bamako	-8.07257	Kati
excellent	2014-12-19	19.04222	America/Mexico_City	-98.11889	Casa Blanca
accep	2013/02/16	6.15038	Africa/Lagos	6.83042	Nkpor
average	2020/02/23	20.14298	America/Havana	-77.43532	Media Luna
good	2015-08-17	-4.83	Africa/Dar_es_Salaam	29.65806	Mwandiga
average	2018-11-24	30.75545	Africa/Tripoli	20.22625	Ajdabiya
average	2021/11/18	34.86472	Asia/Shanghai	117.55417	Zaozhuang
average	2018-06-26	14.93333	America/Guatemala	-91.11667	Chichicastenango
accep	14 Mar 2019	65.84811	Europe/Helsinki	24.14662	Tornio
good	2021-07-03	36.76639	Africa/Algiers	3.47717	Boumerdas
good	24 Feb 2017	23.1959	Asia/Kolkata	86.51499	Kenda
building	05/01/2022, 00:00:00	35.05266	America/New_York	-78.87836	Fayetteville
maitennce	02/14/2021, 00:00:00	12.74482	Africa/Lagos	4.52514	Argungu
average	04/25/2013, 00:00:00	27.9247	Asia/Kolkata	78.40102	Chharra
average	2013/07/18	-8.99167	Asia/Dili	125.21972	Maliana
accep	12 Oct 2020	43.83125	Europe/Paris	5.03586	Cavaillon
accep	11/06/2014, 00:00:00	49.5099	Europe/Berlin	6.74549	Losheim
good	2017/12/26	22.75218	Asia/Kolkata	72.68533	Kheda
building	2013/06/23	36.20389	Asia/Seoul	127.08472	Nonsan
average	07/27/2013, 00:00:00	-34.88422	Australia/Sydney	150.60036	Nowra
good	2014-08-13	51.67822	Europe/Kiev	33.9162	Hlukhiv
good	31 Mar 2015	20.21322	America/Mexico_City	-100.88023	Salvatierra
good	2018/09/09	34.06635	America/New_York	-84.67837	Acworth
excellent	02 May 2022	1.6	Asia/Kuala_Lumpur	103.81667	Ulu Tiram
good	16 Oct 2012	30.5427	America/Chicago	-97.54667	Hutto
accep	2013-10-02	46.51872	Asia/Urumqi	86.00214	Hoxtolgay
excellent	03/05/2020, 00:00:00	-44.39672	Pacific/Auckland	171.25364	Timaru
excellent	04 Sep 2015	11.00599	Asia/Kolkata	77.5609	Kangayam
accep	2021-09-28	-0.35817	Africa/Mogadishu	42.54536	Kismayo
good	2018/12/23	33.50921	America/Phoenix	-111.89903	Scottsdale
average	2013-10-10	50.82882	Europe/London	-0.32247	Lancing
accep	10/11/2018, 00:00:00	41.55947	Europe/Rome	14.66737	Campobasso
average	2017/10/20	50.23271	Europe/Prague	12.87117	Karlovy Vary
average	02 Jun 2015	36.02506	America/Chicago	-86.77917	Brentwood Estates
average	02 Sep 2022	-22.53722	America/Sao_Paulo	-42.98194	Guapimirim
excellent	11 Jun 2013	32.50611	Asia/Shanghai	120.14278	Jiangyan
excellent	2018/05/30	61.72744	Europe/Stockholm	17.10558	Hudiksvall
average	2020/11/08	50.50301	Europe/Prague	13.63617	Most
good	2018/01/04	29.69221	Asia/Karachi	72.54566	Hasilpur
average	2019-02-06	51.39323	Europe/London	0.47713	Strood
building	2017-03-09	8.56697	Asia/Manila	123.33471	Dipolog
accep	2022-06-30	34.86472	Asia/Shanghai	117.55417	Zaozhuang
building	2021/02/23	36.06523	America/Los_Angeles	-119.01677	Porterville
excellent	03/09/2019, 00:00:00	44.85278	Asia/Qyzylorda	65.50917	Kyzylorda
average	09/16/2017, 00:00:00	50.56149	Europe/Brussels	4.69889	Gembloux
maintenance	29 Dec 2018	48.86667	Europe/Paris	2.08333	Marly-le-Roi
excellent	2018/03/31	42.64685	Europe/Madrid	-5.55835	Villaquilambre
accep	2020/07/01	-25.54073	Australia/Brisbane	152.70493	Maryborough
good	2020-02-10	52.66277	Europe/London	-2.01111	Great Wyrley
accep	2016/07/15	42.58342	America/New_York	-71.8023	Fitchburg
maintenance	06/30/2013, 00:00:00	36.64852	Asia/Tehran	51.49621	Nowshahr
excellent	19 Oct 2013	35.72917	Africa/Tunis	10.58082	Msaken
excellent	2019-12-17	35.61452	America/Chicago	-88.81395	Jackson
maintenance	2021/02/03	27.09978	America/New_York	-82.45426	Venice
average	2018-04-29	39.45621	America/New_York	-77.96389	Martinsburg
average	2012/12/17	-29.2975	America/Sao_Paulo	-51.50361	Carlos Barbosa
excellent	2017-01-15	-30.60106	America/Santiago	-71.19901	Ovalle
accep	2021/12/23	42.64031	Asia/Shanghai	125.51176	Dongfeng
excellent	10 Feb 2016	41.16704	America/New_York	-73.20483	Bridgeport
building	08 Jan 2017	34.08565	Asia/Kolkata	74.80555	Srinagar
accep	05/04/2017, 00:00:00	32.55531	Asia/Kolkata	76.12647	Chamba
average	03 Feb 2018	46.51872	Asia/Urumqi	86.00214	Hoxtolgay
maintenance	2018-02-28	45.35	Asia/Shanghai	126.28333	Shuangcheng
good	2013-05-26	41.27621	America/New_York	-72.86843	East Haven
good	2012/12/23	-30.60106	America/Santiago	-71.19901	Ovalle
maintenance	09 Nov 2018	55.82885	Europe/London	-4.21376	Rutherglen
good	2018/03/29	5.30383	Africa/Accra	-1.98956	Tarkwa
average	12/18/2018, 00:00:00	-25.42778	America/Sao_Paulo	-49.27306	Curitiba
accep	24 Nov 2020	37.73604	America/Los_Angeles	-120.93549	Riverbank
accep	10 Nov 2012	33.7207	America/Los_Angeles	-116.21677	Indio
maitennce	2015-08-02	33.92866	Africa/Casablanca	-6.90656	Temara
good	06 May 2019	36.27462	Africa/Algiers	4.85668	Bordj Zemoura
average	11/04/2017, 00:00:00	42.64031	Asia/Shanghai	125.51176	Dongfeng
accep	12 Oct 2015	42.8334	America/Toronto	-80.38297	Norfolk County
average	30 Jun 2013	5.30383	Africa/Accra	-1.98956	Tarkwa
excellent	2021-02-14	-22.97056	America/Sao_Paulo	-46.99583	Valinhos
good	2015-02-28	-19.65	Indian/Antananarivo	47.31667	Antanifotsy
good	05/17/2013, 00:00:00	20.88197	Asia/Kolkata	85.83334	Bhuban
accep	30 Oct 2012	12.95629	Asia/Kolkata	78.27539	Robertsonpet
building	11/01/2018, 00:00:00	37.05944	Europe/Istanbul	37.3825	Gaziantep
average	13 Mar 2020	43.67681	Europe/Paris	4.63031	Arles
building	26 Dec 2014	14.93333	America/Guatemala	-91.11667	Chichicastenango
good	18 Nov 2012	50.74497	Europe/Brussels	3.20639	Mouscron
accep	03/21/2017, 00:00:00	42	Europe/Skopje	21.32778	Saraj
average	02 Nov 2014	30.5427	America/Chicago	-97.54667	Hutto
accep	27 Aug 2013	34.21639	America/Los_Angeles	-119.0376	Camarillo
excellent	2019-01-09	50.5107	Europe/Warsaw	18.30056	Strzelce Opolskie
maintenance	25 Dec 2012	35.95664	Asia/Damascus	36.7138	Binnish
good	11/17/2012, 00:00:00	43.86682	America/Toronto	-79.2663	Markham
building	12/23/2012, 00:00:00	18.03496	America/Puerto_Rico	-66.8499	Yauco
good	2019/05/26	46.23899	America/Halifax	-63.13414	Charlottetown
good	2020-07-21	37.65181	Asia/Shanghai	120.33063	Longgang
accep	2015/05/26	53.94313	Europe/Berlin	10.30215	Bad Segeberg
average	2019-11-01	4.96667	Africa/Douala	10.7	Tonga
excellent	01 Jan 2019	44.35056	Asia/Tokyo	142.45778	Nayoro
good	2019/04/05	50.23019	Europe/Berlin	8.77155	Karben
good	2015-04-04	42.16808	America/Chicago	-88.42814	Huntley
accep	2014/05/14	35.30889	Asia/Tokyo	139.55028	Kamakura
average	2017-07-03	42.62833	Europe/Belgrade	20.89389	Glogovac
accep	2019/12/27	-29.2975	America/Sao_Paulo	-51.50361	Carlos Barbosa
excellent	2020-03-19	44.73941	America/Chicago	-93.12577	Rosemount
maintenance	2017/01/08	23.0072	America/Havana	-82.4017	Boyeros
average	2022/07/23	21.53889	Asia/Kolkata	71.57737	Gariadhar
accep	2015-04-07	11.84962	America/Managua	-86.19903	Jinotepe
accep	11/24/2019, 00:00:00	39.71734	America/New_York	-74.96933	Sicklerville
accep	10 Feb 2015	22.75218	Asia/Kolkata	72.68533	Kheda
