PM2.5	latitude	H2CO	PAHs	NH3	Pb	O3	PM10	PRES	CO	C2H3NO5	warning	NOx	TEMP	SO2	longitude	CH4	CFCs
10.07174	37.30553	54.32843	6.97807	7.27428	45.79794	6.22743	7.36194	1154.77006	8.86999	0.08768	1.00000	8.01759	9.83995	9.56731	120.82747	8.54830	24.98352
9.43808	46.75451	64.53507	10.21703	9.76443	57.76492	7.42833	10.87480	1156.76508	10.33928	1.20485	0.00000	7.76597	27.25549	8.00167	33.34864	9.22757	74.23104
9.75616	50.23271	31.85026	5.81565	8.64240	32.13314	5.65171	6.59908	1179.17834	7.21485	0.06023	0.00000	8.67322	-4.96292	9.14044	12.87117	9.56634	35.35039
11.46091	49.65186	55.92775	6.92916	8.99444	46.98925	7.95583	8.88016	1190.69291	7.85904	0.21144	1.00000	9.37993	12.08529	11.65164	26.97253	7.98372	58.42316
10.51624	50.7236	68.28903	6.69110	7.11006	51.87490	6.57380	6.91201	1167.28881	8.66056	0.05573	1.00000	9.50605	28.31674	9.51524	-3.52751	8.08530	50.62980
10.56957	61.78491	37.99539	8.65103	7.61364	53.12995	6.79508	11.13729	1107.75617	12.91895	1.52154	1.00000	7.29981	13.03358	7.53340	34.34691	7.76420	44.24035
8.77502	42.8334	32.34827	7.86353	8.76112	64.00434	10.02865		1087.74574	9.97264	0.05564	1.00000	7.57090	32.08838	8.21563	-80.38297	7.04346	62.01377
7.61015	38.54491	24.75940	9.00999	7.94038	47.70092	5.61158	8.50085	1099.33128	6.79029	0.16364	0.00000	7.99450	21.73174	9.93300	-121.74052	8.71736	39.64797
8.85952	-17.74431	69.13341	10.24692	8.61039	44.17980	7.89786	10.75926	1079.78553	10.56945	1.04544	1.00000	9.37949	11.03788	11.99476	-48.62789	7.83449	37.80765
6.49556	38.70734	39.09426	8.14227	8.82583	38.43695	6.09565	8.89415	1174.13234	8.29111	0.21620	0.00000	7.58544	26.45562	8.33536	-77.02303	8.16480	42.07838
9.73912	65.84811	37.46036	8.32623	8.12616	66.97675	7.64768	6.77894	1178.75743	7.97794	0.05069	1.00000	8.05901	19.48935	9.89739	24.14662	7.38590	48.03376
8.13174	40.24537	43.82957	10.38914	7.21659	50.92472	7.74528	9.10964	1128.80248	8.16995	0.23041	0.00000	6.42851	22.32709	8.90776	-75.64963	8.68939	37.97730
10.46194	37.65181	50.21233	7.88996	7.87057	46.07127	6.11870	5.86346	1079.08254	9.16661	0.05505	1.00000	7.97026	19.00257	9.16093	120.33063	8.54835	42.83781
9.73232	33.45122	71.71122	8.23517	10.30333	70.17878	8.50190	6.99669	1183.21084	6.76622	0.06925	1.00000	5.53056	23.84498	9.75803	-86.99666	8.55012	43.60830
11.05817	51.65333	28.62744	7.15275	4.94404	52.01186	8.85720	9.06366	1115.69762	11.05845	0.24355	0.00000	8.40799	34.29998	8.43729	5.2875	8.36070	49.02248
9.72246	32.05971	61.05831	7.74361	7.77905	55.02766	9.19164	8.45028	1161.40768	9.36372	0.14626	1.00000	8.73335	14.69475	10.10235	34.8732	7.14938	39.25574
10.42558	41.50343	56.37341	6.93734	6.34079	48.21623	8.56769	9.88358	1166.72050	9.31565	0.47966	1.00000	9.60000	11.48315	9.59184	-74.01042	7.75662	51.08691
9.64636	38.13708	26.67741	5.05118	9.07570	59.09652	5.45396	10.02068	1176.77745	8.33951	0.52036	0.00000	8.35493	13.21313	11.78518	41.00817	8.75464	50.23092
10.53325	27.92333	56.62676	7.66525	7.33007	39.39972	8.33110	9.37322	1096.50822	10.89028	0.30207	1.00000	8.16626	14.53164	8.02648	118.53333	9.25605	47.03015
10.02628	51.67822	25.36598	4.08533	9.80253	42.40139	7.00312	6.20976	1164.41247	9.79617	0.04098	1.00000	9.51831	31.18535	8.86988	33.9162	6.62479	22.70848
9.26232	33.54428	29.68865	4.42419	7.15903	27.02528	5.60808	6.66602	1097.13401	11.16206	0.05636	1.00000	8.91043	20.74152	9.46753	-84.23381	7.29899	44.18335
11.93411	18.00747	72.41780	4.63098	7.71234	38.44251	6.62470	7.03044	1142.87866	8.40289	0.05519	1.00000	9.63003	28.11726	11.28288	-76.78319	9.47420	19.41956
9.05301	-1.63333	49.18232	7.55971	8.86757	56.00924	6.49295	7.27335	1191.93789	9.24147	0.06029	1.00000	7.01179	0.75811	8.81630	13.58357	8.46906	55.40664
8.86340	1.6	12.44002	9.51475	8.44569	61.51604	8.29991	10.21908	1063.25551	11.09567	0.63219	0.00000	9.49040	4.41906	6.65748	103.81667	7.60860	39.81881
9.16968	40.53123	33.54750	6.54322	7.85566	67.88485	7.73794	8.50420	1117.88453	7.64532	0.15247	1.00000	8.83774	-1.16614	10.21640	17.58522		33.70006
9.05728	9.91861	70.53168	5.49892	8.50846	47.45042	5.85360	7.90020	1086.90821	10.18784	0.10701	1.00000	7.35541	13.20411	9.38238	-68.30472	7.40595	43.89174
9.93841	-7.01833	39.43650	6.57927	8.64291	34.97156	5.39839	11.84799	1157.06170	8.50779	3.07985	0.00000	7.60156	5.27067	11.18280	107.60389	8.63209	30.80226
8.13484	28.98002	33.65209	11.59948	6.87143	79.03438	10.58364	9.67100	1091.18826	8.99804	0.39730	1.00000	7.04211	18.50147	7.50813	77.70636	7.98091	43.66906
11.39263	36.61954	64.52583	8.48342	9.20375	43.37597	8.58012	6.22238	1161.02203	6.37292	0.03345	1.00000	7.81105	2.59525	10.70638	4.08282	5.77277	50.49031
9.77587	34.21639	50.67942	7.87177	8.12485	58.45972	7.35404	8.19721	1082.24153	7.58485	0.10371	1.00000	8.74298	14.80991	10.22581	-119.0376	9.26564	67.06692
6.23302	-3.14306	32.48630	8.91127	7.72708	46.58119	6.24780	4.82387	1095.82064	12.09902	0.02236	1.00000	6.18486		6.87274	-58.44417	8.04518	24.38317
5.59820	17.06542	50.47275	7.54406	7.53348	58.01446	4.41379	6.80841	1192.48894	8.27212	0.06482	0.00000	6.69627	8.03089	9.25163	-96.72365	8.72678	39.99300
10.48945	39.45621	48.10824	6.62016	9.94081	40.30850	8.88865	8.64493	1163.89629	8.06993	0.16044	1.00000	7.23537	9.17660	10.42480	-77.96389	7.51651	58.35403
10.13698	46.09273	48.29110	5.95090	7.90493	41.10897		7.52341	1094.92680	10.35208	0.08185	0.00000	7.56357	16.34311	9.28891	-88.64235	8.19592	45.02043
9.98884	53.53041	87.41054	9.24844	8.18244	54.25758	9.43764	8.47284	1087.88317	10.16074	0.13787	1.00000	6.40601	25.56484	6.96394	43.67663	8.86578	61.72653
5.41991	36.64852	40.91112	9.59604	8.52522	39.20788	7.07772	8.98985	1093.33394	11.37394	0.23125	0.00000	7.44563	3.77830	9.55839	51.49621	8.08242	54.89502
6.52963	53.49389	69.05624	10.04280	8.10788	31.59374	6.08274	3.63119	1178.18428	12.30907	0.06196	1.00000	8.09965	13.65511	6.32838	-1.29243	7.59253	39.31732
8.25940	52.09	63.04524	7.22779	8.43565	40.43330	6.38931	10.51658	1084.32098	9.49594	0.85392	0.00000	7.85891	10.34877	9.16394	5.23333	8.49463	31.24973
9.85519	-4.06667	69.45480	5.21845	9.54899	55.72537	7.02855	8.58323	1168.79414	8.53618	0.15896	0.00000	6.78051	7.46655	10.00370	37.73333	8.70847	46.08856
9.36188	50.75	37.44439	9.53403	8.27755	50.02341	8.28608	6.34147	1094.29191	7.45742	0.04837	1.00000	9.70003	30.49728	9.12084	2.25	8.23809	43.82890
9.29098	-29.2975	47.77055	6.95587	9.16560	46.38245	7.67724	7.29992	1109.49473	9.18577	0.07621	0.00000	6.92914	20.92998	6.75161	-51.50361	8.99962	73.90147
5.93232	-2.68333	54.07035	9.97136	8.27097	42.74747	6.80283	10.02006	1142.34514	11.61022	0.52830	0.00000	7.60804	16.89595	10.76508	33	8.44996	58.39143
9.39200	13.70167	63.30981	5.46365	7.44322	62.81351	6.18501	6.13638	1152.79114	10.20250	0.05039	1.00000	6.14096	12.52727	9.01217	-89.10944	8.67153	37.68806
9.20795	19.21667	74.21776	5.01043	9.22042	45.25790	8.26476	7.39160	1128.59326	9.64735	0.07872	0.00000	8.47302	4.08699	7.27581	73.08333	6.02724	53.94980
10.25240	43.82634	63.12560	2.62749	9.14737	56.38677	4.51177	6.79513	1077.31814	11.86523	0.06030	1.00000	8.47792	30.93577	8.57232	144.09638	7.53164	25.93622
8.73828	34.65918	50.21673	8.65648	8.10000	62.80379	8.46480	6.79572	1051.58915	7.75685	0.05258	1.00000	7.72624	28.89191	9.53457	109.22921	8.62549	52.12972
8.46221	-37.32167	43.20158	11.55480	7.68192	50.58016	10.77419	12.05076	1172.09394	9.88057	3.77400	0.00000	8.52436	14.87721	7.52236	-59.13316	8.00025	57.39504
10.01644	-13.7804	47.59314	9.90251	8.02180	66.46953	7.58487	12.00150	1161.32696	8.29146	3.58550	0.00000	7.39233	18.63771	8.21821	34.4587	9.71677	44.92666
8.03490	14.62072	31.49145	9.09400	7.22247	62.27843	6.90378	5.47013	1174.60374	10.24192	0.05449	1.00000	8.09516	14.47526	7.86903	74.83554	8.33584	65.14641
10.46040	34.06635	54.74612	7.11609	7.70564	40.95859	7.01624	8.49582	1191.76918	7.47271	0.12634	1.00000	8.27077	19.09199	10.27954	-84.67837	9.28839	40.90675
7.88884	41.77583	47.77517	5.88117	7.72245	53.07333	7.48915	7.03647	1060.41625	9.87467	0.05990	1.00000	8.70051	10.58003	9.49713	140.73667	7.01121	26.18200
10.70824	-27.76952	57.68917	5.79734	7.86143	66.12662	6.74389	7.81220	1194.38508	8.28825	0.08198	1.00000	7.94243	26.97738	10.27275	30.79165	7.01691	55.41643
10.65556	47.38093	73.57432	9.62312	9.24633	65.39462	8.90923	10.28183	1189.51843	9.26821	0.67636	1.00000	7.40556	1.51379	9.30455	-122.23484	8.41053	49.47264
6.42690	-8.66667	36.92113	10.04723	7.13938	49.30492	7.26447	8.75126	1118.18216	10.06488	0.17227	0.00000	7.98501	23.52218	9.56964	-35.71667	8.80125	40.17995
9.24870	41.77583	57.46069	6.06257	10.00379	42.16892	8.24936	6.86850	1058.79864	8.32593	0.05436	1.00000	9.03101	6.17796	9.23797	140.73667	10.31640	44.95646
6.99033	37.65181	29.95799	9.65844	6.62688	41.80687	7.55398	9.17738	1183.56664	9.19275	0.24331	0.00000	8.62240	19.29869	8.54926	120.33063	8.26699	63.50476
7.44401	6.46346	37.62454	4.82131	7.52350	54.49196	4.00126	10.92995	1122.86607	6.85416	1.25994	0.00000	8.91733	17.95367	10.75319	-2.31938	7.06555	20.13746
7.78931	52.86147	40.50808	8.77897	7.20472	33.28910	7.31789	5.77388	1135.38224	9.93764	0.05679	1.00000	8.74631	25.58717	8.46076	9.5926	6.33350	40.69137
8.69091	3.51667	37.03285	5.41432	5.35169	64.16948	8.47924	9.67967	1102.58232	10.74548	0.40204	0.00000	7.46784	13.89015	7.87536	11.5	8.10231	56.78294
10.66779	19.04222	53.29135	10.05305	8.39928	54.96278	8.59463	11.79217	1194.70523	11.33265	2.91815	0.00000	9.94856	12.47769	7.00828	-98.11889	6.89582	59.30945
10.38097	11.50526	49.96055	9.23493	7.97241	36.29105	7.67402	9.71627	1134.78648	10.51035	0.39444	1.00000	8.93544	14.72252	9.49877	77.23826	7.28864	49.79417
8.44288	55.64776	48.14588	9.76836	7.07801	36.86910	8.17964	5.83442	1109.54200	8.14822	0.03015	1.00000	7.04489	23.59439	9.08205	38.02486	8.41200	51.00121
9.54541	55.82885	23.02359	5.43244	7.52285	56.48049	6.10214	5.80137	1183.78890	10.33528	0.04857	1.00000	8.87973	29.65406	8.28699	-4.21376	8.75928	50.49527
9.76605	20.14298	23.31658	7.29081	6.98262	42.54643	9.79258	7.87969	1061.89518	8.25980	0.09276	1.00000	7.37038	18.43064	10.72700	-77.43532	6.28721	57.87013
9.23334	41.77583	76.66408	9.40894	6.12244	61.63367	9.27485	8.44239	1091.25152	9.11272	0.15337	1.00000	8.68193	31.02215	9.54222	140.73667	7.74398	34.27006
8.17846	14.46693	50.35695	8.18576	7.03377	36.34058	7.14354	7.17584	1052.08619	9.14864	0.06920	1.00000	8.09927	23.40312	9.06910	75.92694	6.27113	53.27589
9.13813	-38.65333	33.44243	9.72731	8.11499	40.79542	9.75834	9.31000	1198.60503	10.04079	0.27766	1.00000	8.91764	4.04523	7.62764	178.00417	9.09647	55.31921
9.61082	50.74497	58.79605	6.19620	7.59935	72.91131	7.52892	6.48870	1174.86786	8.89802	0.03581	1.00000	7.11956	18.12291	9.45637	3.20639	8.04721	60.42705
11.69030	3.02013	34.90646	8.63386	7.14017	42.00772	7.07141	10.17421	1110.80306	10.38702	0.61753	1.00000	9.41414	29.73299	8.84295	30.91105	7.25778	28.02541
10.24163	5.27247	51.49142	7.50687	6.93897	43.51081	7.35464	9.90072	1159.68380	9.84557	0.45648	0.00000	8.19225	-4.19254	8.92977	-3.59625	7.39082	37.64199
7.58736	41.29444	78.43529	10.82964	7.93577	46.70254	7.73270	6.49125	1170.76737	8.75811	0.04587	1.00000	7.48892	12.13020	8.12730	69.67639	8.17066	50.54088
10.44168	44.97639	38.96913	6.37162	7.69974	46.67557	5.03138	10.39905	1112.45508	7.65239	0.75573	0.00000	8.01832	32.61201	11.19356	19.61222	8.43433	56.38795
8.52603	-54.8	60.20304	6.70542	7.76449	38.77444	6.83334	6.96417	1060.57024	9.71353	0.05597	1.00000	8.27977	21.34229	8.47391	-68.3	8.01607	37.22391
9.17973	52.59319	33.55381	6.32433	7.87392	35.24854	5.56215	7.16912	1153.26029	10.36097	0.06087	1.00000	9.24246	21.00754	10.11001	13.32127	7.61953	37.26043
9.85787	51.04962	61.82135	8.67567	9.34598	40.94457	8.00947	5.62256	1129.58737	8.05791	0.05100	1.00000	8.08982	21.07676	8.86745	12.1369	8.92325	58.47796
11.11127	48.43174	58.35537	7.65764	7.58664	59.80136	8.51598	7.64637	1196.22258	5.85520	0.08031	1.00000	8.37010	7.56845	11.14879	17.8031	8.11291	64.30514
9.66966	34.15429	76.19304	6.45316	8.91063	26.44479	7.20764	7.08287	1079.56096	8.51104	0.06377	1.00000	8.98228	8.30124	9.71426	3.50309	7.09655	52.54929
9.53044	50.9803	41.37200	7.13345	9.75988	42.90028	6.14802	10.03820	1065.19777	9.22365	0.53628	0.00000	7.60031	41.04992	10.42388	11.32903		47.45978
9.75034	32.55531	35.22035	9.47138	6.93341	62.43128	8.49911	10.08720	1110.87039	10.83704	0.55744	1.00000	8.47663	2.52628	8.00669	76.12647	8.57628	59.07003
8.54068	-30.60106	27.80014	4.77529	8.07768	56.44275	6.59191	8.29922	1072.87787	9.09841	0.13391	0.00000	8.03487	27.17072	9.96661	-71.19901	8.09530	51.78801
9.36991	42.06166	56.29995	9.43667	6.89971	56.48451	9.14495	9.60233	1076.79506	9.62997	0.35566	1.00000	7.82981	4.64811	9.51365	-1.60452	7.62913	48.73164
8.26825	19.21667	46.57077	10.51498	6.60105	53.93443	10.38617	9.04091	1199.62410	8.18341	0.21794	1.00000	6.93281	19.26745	9.78328	73.08333	7.71987	47.21992
8.88518	53.78333	48.86127	9.32548	7.83526	82.05640	6.99677	9.54325	1066.72897	7.83489	0.34601	0.00000	7.13148	23.72282	7.54042	-1.06667	7.57491	34.23847
9.14595	13.70167	38.42101	9.06528	8.58187	45.66219	9.57932	9.36421	1167.03815	7.93212	0.28088	0.00000	9.15014	9.94278	10.42095	-89.10944	10.08322	29.33713
8.25139	30.75545	53.46908	8.69076	5.74229	23.79142	10.05171	8.30663	1116.35299	9.52153	0.12040	1.00000	8.13693	18.81445	8.99715	20.22625	8.22412	45.34120
6.91183	12.35275	33.00019	10.07117	9.32091	46.44934	8.24839	8.41175	1138.28066	9.44026	0.14363	0.00000	9.57940	16.23983	7.82725	121.06761	9.90858	20.63911
8.65279	47.38093	43.45235	5.47166	7.85611	50.20000	6.58943	7.08777	1132.52120	10.05566	0.07180	1.00000	9.04606	-4.25077	9.94076	-122.23484	7.65199	32.47101
7.87237	50.56149	53.26765	11.01925	7.55834	50.69454	8.16409	6.30161	1182.97937	8.09936	0.03082	1.00000	8.36199	-4.90388	9.65500	4.69889	8.62073	62.66878
5.17294	42.7	56.43935	8.84719	8.39104	69.29063	4.15611	6.50193	1115.50020	8.91128	0.05020	0.00000	6.54859	13.95314	12.11742	27.25	7.54297	50.53278
8.96695	58.23583	49.62972	10.00354	9.27140	54.98328	10.57241	8.42172	1157.77483	5.55828	0.12971	1.00000	9.48296	22.03589	13.58290	92.48278	9.37117	35.74184
10.83068	37.56667	76.60388	7.08106	8.06512	40.30042	7.28126	7.50639	1138.28635	7.69198	0.06964	1.00000	6.06401	-5.80345	10.36240	140.11667	8.03100	40.22931
10.18687	17.06542	55.40523	6.16089	8.88964	67.85889	6.45744	6.21773	1074.55782	9.80241	0.04325	1.00000	9.63797	13.74279	9.40446	-96.72365	10.36136	58.43236
3.92123	5.20856	62.27054	6.72727	7.81013	60.41461	3.40508	8.70350	1055.64841	11.17706	0.15321	0.00000	8.89547	19.02737	10.74525	-74.73584	8.73795	56.10867
7.22652	30.24706	75.56923	10.06225	8.84668	61.12563	8.62677	10.47444	1063.40019	12.23741	0.80862	0.00000	7.46719	5.71959	6.98649	115.04814	6.77517	9.73483
10.58932	26.67319	45.29668	5.59000	8.71069	62.30739	7.08175	8.02851	1115.61598	8.19983	0.09496	1.00000	5.77317	17.53203	11.47185	31.4976	8.60271	56.96426
8.99596	40.78206	41.02350	7.06853	8.53479	65.97935	6.74847	7.03971	1147.81411	9.37777	0.06532		9.11985	15.64326	10.15469	72.34424	7.74542	46.70967
9.72671	53.93361	58.97752	4.63157	8.06538	51.21503	6.67109	7.85584	1140.10437	9.14138	0.08866	1.00000	7.72458	11.47357	9.24513	37.92792	9.11859	22.25281
5.11745	40.78206	60.33233	9.50752	6.79176	49.95445	6.11675	7.76617	1191.58657	9.87522	0.09017	0.00000	8.40356	28.45380	10.92393	72.34424	6.49627	45.49661
11.55060	-0.35817	41.08524	8.73566	7.09004	35.90892	8.85916	9.64679	1072.03288	10.89702	0.37640	0.00000	6.95924	5.09770	7.35769	42.54536	9.63440	41.47515
8.47224	28.71271	59.80592	8.52520	7.74449	38.90424	8.05695	6.36016	1126.33764	8.52223	0.04674	1.00000	8.50346	26.43305	9.31582	77.656	8.55963	52.38527
9.14049	42.50729	56.80663	4.79838	7.45218	39.51585	5.89392	9.34149	1126.26345	7.89246	0.26871	0.00000	6.08341	23.80195	9.58612	1.53414	9.85953	28.71591
6.95192	40.24537	55.62015	5.91653	8.66349	30.44336	6.27460	7.76786	1142.64755	11.19269	0.08830	1.00000	8.89581	-8.42353	8.90041	-75.64963	7.40893	52.58221
10.51941	36.20389	74.07296	9.13542	8.88472	53.46723	9.18707	8.53624	1173.79295	6.89941	0.14599	1.00000	7.14878	13.19010	10.75049	127.08472	6.87154	62.46978
11.32950	50.23019	54.87456	6.18739	7.20621	59.04213	8.62746	8.56601	1134.72195	8.24367	0.17076	1.00000	8.19050	3.81362	8.83749	8.77155	7.24308	38.41163
6.89544	40.63316	36.41567	6.89733	8.51065	65.82334	6.94932	7.80760	1184.75942	9.83703	0.07278	1.00000	7.42730	1.97475	8.83391	-74.13653	7.55445	48.74323
9.17353	-8.28333	56.74126	8.02118	8.33059	73.42698	10.52178	7.26547	1161.13772	9.14009	0.08573	1.00000	7.55797	15.32636	8.37696	-35.03333	8.52785	48.95155
2.33201	-29.2975	63.04731	9.01617	6.71934	42.71524	5.79341	6.37144	1182.98461	10.35541	0.05820	0.00000	8.08335	20.45598	12.03808	-51.50361	9.49981	34.42183
6.56977	59.33333	32.16521	8.90002	8.04875	53.30028	11.30744	7.21854	1090.12640	11.34702	0.05906	1.00000	9.44413	15.58875	6.96173	18.28333	8.33579	31.35898
6.87840	37.65181	58.72687	9.83266	8.15272	58.67236	6.87832	9.21465	1087.63820	10.24315	0.26028	0.00000	5.22419	25.08215	9.50371	120.33063	7.31379	38.43368
10.55043	61.72744	51.12341	8.33802	6.96399	52.08688	7.29529	9.68656	1115.25138	9.03621	0.38487	0.00000	9.24616	21.90976	7.09728	17.10558	8.31667	42.45735
10.51938	27.55898	50.74113	7.43241	8.26778	50.67727	7.25786	5.46431	1078.32546	8.58190	0.05190	1.00000	9.32795	22.29417	9.35398	68.21204	7.78108	44.17142
9.70290	41.0051	42.44641	10.58644	7.21139	51.97138	9.70583	9.21173	1116.23913	7.77528	0.24228	1.00000	8.26324	4.80937	10.41775	-73.78458	7.91340	65.67109
10.86806	40.72586	53.71928	5.75140	8.15402	60.17043	7.51265	8.43934	1097.22299	7.12657	0.13781	1.00000	7.20388	5.35138	11.09872	8.55552	8.02666	36.32029
8.64568	50.7236	71.27068	7.82378	9.12567	68.23498	10.47182	8.06721	1168.02940	7.08937	0.08219	1.00000	7.71984	17.72449	12.93008	-3.52751	6.76112	46.20991
4.75830	35.82756	28.23877	5.34662	8.82149	50.15646	2.42771	8.08493	1071.22968	7.42239	0.12834	0.00000	8.55232	9.95585	9.81379	137.95378	8.51853	42.88452
9.15377	33.78333	51.33450	10.72293	8.39880	61.59766	8.77501	11.00786	1168.44364	10.09794	1.34364	1.00000	6.65439	18.35736	10.80254	114.51667	8.60475	46.81855
6.99989	32.55531	39.20727	9.40602	8.08924	49.06567	7.65754	9.97753	1153.22293	8.75395	0.49252	0.00000	6.89453	11.07797	8.47710	76.12647	7.66363	55.90650
9.01674	35.61452	53.68016	9.74012	9.64585	60.26293	9.41191	9.08349	1176.98902	10.37979	0.21530	1.00000	7.48652	24.50027	8.32206	-88.81395	6.17730	48.91597
9.92630	-7.0981	59.25641	6.97426	10.23924	57.28034	6.33028	6.63952	1155.00311	9.61741	0.04896	1.00000	8.14706	27.75882	8.91744	109.3243	7.01447	45.18987
9.77013	20.88197	53.81208	7.50597	7.96673	35.10471	9.90342	7.60334	1067.28577	8.05468	0.06391	1.00000	8.19592	16.72877	8.33496	85.83334	5.98277	37.29395
8.40418	49.65186	57.48480	6.97618	7.75621	52.38486	6.45241	8.84028	1155.52138	9.27437	0.18601	0.00000	8.62762	21.43450	9.31990	26.97253	7.98514	43.99047
8.29235	60.97944	58.00694	8.39160	8.01870	50.12647	10.36360	7.45520	1083.64410	10.58106	0.08483	1.00000	7.29202	23.14721	6.73933	76.92421	6.12942	38.50604
10.87505	53.94313	73.47372	8.29422	9.54547	42.10504	7.97413	9.31540	1116.16868	10.28064	0.27241	1.00000	7.70972	-0.50298	7.38822	10.30215	5.84265	45.46468
5.97682	2.41669	35.28184	8.33812	7.03590	61.52454	5.59279	9.13363	1138.31492	11.01247	0.24142	0.00000	9.98920	11.62117	8.92210	30.98551	7.14389	31.04309
8.65478	11.85	41.79580	7.70380	8.52535	42.56977	7.76148	8.28970	1167.49420	10.20852	0.11584	0.00000	9.36306	18.71624	7.58588	38.01667	8.32695	42.32518
8.77057	50.86079	52.58164	10.88791	6.84441	70.88761	10.31309	9.33737	1097.50281	6.68567	0.28232	1.00000	6.92293	19.60422	12.55625	17.4674	8.98407	45.16700
8.98834	53.83333	53.37556	8.46930	6.87001	48.40552	7.45633	7.52628	1103.01573	8.09208	0.06869	1.00000	7.63397	21.93119	9.23681	-2.98333	6.29048	53.41027
10.11855	51.21667	40.45616	6.06258	7.90752	50.64220	6.38137	5.83011	1138.46596	9.74442	0.03928	1.00000	9.37788	14.15932	8.78665	6.26667	9.93111	32.14840
9.17322	-7.01833	58.47934	7.69483	9.33468	64.38566	7.53669	7.29126	1150.76075	8.09296	0.06694	1.00000	5.57934	10.49248	10.97084	107.60389	9.05542	47.76038
8.24334	3.3285	56.98730	13.06321	7.96039	36.89156	10.35023	10.18130	1111.57158	9.39027	0.61322	1.00000	7.30095	6.59810	9.13443	99.1625	5.95608	54.20668
6.24306	20.88197	39.68902	10.26831	7.91185	61.99672		11.53337	1070.30946	12.27900	2.26373	0.00000	7.37305	29.34158	9.13025	85.83334	7.84213	50.59932
9.82648	37.65181	71.01264	7.39768	9.37988	44.18556	7.80835	10.46490	1154.16323	10.71982	0.81236	1.00000	7.58603	-0.56074	8.61882	120.33063	7.14029	28.40674
9.78551	-36.9256	88.67823	5.63277	9.04905	56.81626	7.27732	8.29714	1081.95452	8.31587	0.11286	1.00000	5.97040	14.84723	10.65821	-73.02841	7.94684	50.64611
9.98255	38.07789	49.43263	6.43876	7.01735	58.91826	8.47489	8.44674	1161.39259	9.79421	0.14295	1.00000	8.67256	15.03276	10.83568	13.44275	9.17985	53.65084
7.36811	47.48444	71.40353	9.60115	6.29007	43.58610	8.03331	10.53564	1112.54076	11.72561	0.84741	0.00000	9.82959	18.96003	7.04752	36.25361	9.05636	29.46878
8.26783	23.5654	45.49937	10.51858	8.34802	37.54443	9.65603	9.97800	1070.09422	10.05661	0.50236	1.00000	7.63678	12.09480	11.10670	119.58627	7.60286	35.41191
11.05922	50.71229	68.01972	4.05159	7.71487	61.96224	5.37260	7.70459	1163.25850	9.77089	0.08576	1.00000	8.77722	0.99117	10.51745	4.52529	7.46130	32.92996
10.18551	50.76306	70.14711	5.45044	8.04100	57.60301	4.82209	5.41584	1105.34042	11.48452	0.02733	1.00000	8.59220	5.37665	8.36295	-1.29772	6.96504	39.60253
7.16851	-31.25033	41.09446	10.57672	9.25519	35.27169	9.03842	9.34880	1109.45466	10.90921	0.29972	0.00000	6.72737	18.68055	7.28972	-61.4867	9.76413	51.37310
9.20771	45.16024	43.79283	5.87742	7.38062	42.91882	7.41089	6.62350	1166.62696	9.28283	0.04477	1.00000	8.65040	8.12356	9.92576	-93.08883	8.06331	33.85947
9.46347	34.56861	45.96786	4.36666	9.38873	43.41574	5.32171		1124.29073	11.47538	0.05154	1.00000	8.54136	5.20327	8.53764	105.89333	9.06498	25.15528
9.09616	-44.39672	42.25566	6.94827	6.14492	55.45173	6.45688		1140.38808	10.46861	0.04020	1.00000	7.63246	-10.34334	9.04855	171.25364	8.42517	47.21199
7.93603	13.73417	45.04135	6.23184	7.31356	43.63256	7.28630	7.55377	1078.73909	9.77894	0.09468	0.00000	6.19755	3.62530	8.44277	-89.71472	6.81896	43.99189
8.94438	53.38333	63.54363	11.13812	8.86727	59.83321	9.03479	10.69866	1100.61416	11.20463	0.98893	1.00000	8.63544	16.95437	7.40308	-0.76667	7.85361	48.70556
8.25439	-25.54073	50.07865	9.06670	6.04302	40.31719	6.22017	4.11698	1081.13572	10.86081	0.04089	1.00000	7.83781	6.11523	7.26914	152.70493	8.39923	46.02722
9.35106	18.65297	61.41971	9.42705	9.15796	61.98462	8.16523	11.00164	1163.93821	12.07036	1.33081	1.00000	7.53598	29.54860	9.41946	-72.09391	8.18822	59.49846
7.25359	52.48173	36.31196	3.58140	8.43449	56.91889	5.21512	8.56404	1188.15384	12.32277	0.15699	1.00000	8.88851	19.57514	9.68076	-2.12139	8.49536	64.87882
7.61850	18.00747	72.92971	10.64688	6.64529	48.07991	11.24942	8.00364	1081.40514	7.54290	0.08964	1.00000	9.62938	13.97082	9.07262	-76.78319	8.30966	57.44027
6.45519	37.73604	79.52831	7.61246	7.06924	49.07034	3.82662	7.45214	1127.14744	6.53857	0.07366	0.00000	7.96214	31.23994	10.59793	-120.93549	7.98668	45.41902
8.78354	32.52515	44.46969	8.20291	7.14320	46.16325	9.32252	9.00976	1139.75009	11.51591	0.22979	1.00000	5.59692	-13.36326	5.99796	-93.75018	8.63950	36.30319
9.50737	32.54278	36.32756	6.48974	9.05901	43.69350	7.98670	8.60178	1198.29484	9.92746	0.16108	0.00000	7.82890	24.89283	7.61035	111.50861	8.85415	40.50920
9.22891	40.1675	63.82163	9.50532	8.80261	57.99756	10.22826	8.93772	1072.78249	8.73922	0.21622	1.00000	8.81702	11.49660	9.27400	34.37389	6.90524	16.67304
