O3	latitude	PM2.5	CFCs	warning	NH3	longitude	CO	CH4	SO2	PRES	H2CO	TEMP	PAHs	C2H3NO5	Pb	PM10	NOx
8.08355	34.86472	10.17905	19.23044	1.00000	8.31448	117.55417	7.54794	6.42847	11.05026	1087.95295	70.83248	1.01104	8.45680	0.88216	67.38328	8.32296	8.75103
11.12549	53.0233	10.55119	65.81788	0.00000	9.09341	-1.48119	10.44412	6.64357	6.86627	1084.69429	40.86332	11.45566	8.20395	3.12755	75.20559	9.42627	10.57291
10.73215	37.08819	9.36009	54.58079	1.00000	9.51053	-8.2503	5.70252	6.16594	9.05076	1170.16160	45.51001	24.60847	7.90187	4.53244	69.70469	9.81529	10.28693
9.68059	34.77453	12.01411	53.80364	1.00000	10.13797	-96.67834	9.94417	9.51828	6.71760	1092.53288	65.58909	8.63096	8.89808	2.36454	53.43671	9.17585	9.21043
11.11249	43.62558	8.57818	63.51749	0.00000	8.90569	13.39954	10.88327	7.01065	5.63966	1078.19875	45.72586	1.31698	10.37344	2.06227	39.15863	9.02232	9.28814
10.54244	50.5107	11.76716	56.86123	1.00000	10.75304	18.30056	9.27420	7.56404	7.28935	1081.21988	43.09220	-0.20761	10.00551	2.76310	55.46385	9.34054	10.21439
12.11913	19.32889	10.57552	49.13215	0.00000	8.53799	-99.32556	8.22155	6.71435	6.61439	1069.13650	39.15038	25.37713	10.85647	1.18165	30.64064	8.40996	12.20264
9.71017	53.94313	11.82784	42.09977	1.00000	8.25229	10.30215	8.89331	7.50937	6.90387	1188.89556	47.51067	14.92091	10.72983	2.40547	45.66326	9.21373	9.51177
6.18298	35.8	10.54311	32.44766	1.00000	9.34868	137.23333	6.49291	7.80006	10.23875	1195.78898	28.75948	3.68030	8.95759	0.75820	70.35701	7.85398	7.26098
9.14676	44.22639	8.56577	61.18666	1.00000	9.56865	22.53083	7.68067	8.54458	9.94376	1133.63819	62.16563	9.44732	7.62549	8.20861	46.57496	10.44797	8.28152
9.30407	9.57046	9.82526	45.39380	1.00000	8.13028	76.32756	7.82320	10.53895	5.80454	1070.62457	55.22863	21.98237	7.92832	6.52447	65.54452	10.20966	8.66486
7.16387	52.2	10.35532	50.46030	0.00000	7.06819	8.63333	7.95401	10.59111	6.44188	1197.32308	49.98638	22.36656	9.54513	1.18707	66.35339	8.42699	7.21471
8.92689	55.25	11.04838	42.58520	0.00000	10.19248	24.75	6.38020	10.80660	8.63842	1065.62808	35.07125	16.53637	9.72688	5.46381	42.73888	10.05089	7.68238
10.34736	34.65918	10.49798	36.10980	1.00000	10.49732	109.22921	7.42929	7.01305	7.48872	1166.77589	43.65643	26.29593	9.34648	1.86293	73.21984	8.83632	10.59189
6.73546	21.34222	9.10474	73.83729	1.00000	7.52535	71.30633	9.55637	10.55607	10.02618	1082.40961	60.82827	1.52269	9.06761	1.40330	41.38549	8.57667	5.29805
7.81460	45.16024	12.25546	38.64822	1.00000	8.95758	-93.08883	4.87645	6.79204	8.67613	1162.12417	41.45587	12.90850	8.51453	0.79685	35.19075	8.21805	8.88981
6.06259	5.27247	11.13802	80.73326	1.00000	9.39564	-3.59625	7.18726	9.14026	8.98475	1191.67236	42.94018	3.75896	9.00879	1.42202	50.17890	8.72539	5.86502
6.69503	35.74788	11.41222	36.97289	1.00000	9.26445	-95.36969	8.87204	6.37231	10.80238	1069.23229	63.11421	13.77494	11.13246	0.67463	27.86503	7.92524	6.77235
8.86450	50.23019	9.97148	56.08979	1.00000	9.06916	8.77155	7.81828	7.20448	6.88864	1130.35963	66.62914	1.41048	9.62245	0.21565	38.70320	6.90733	11.19747
8.65141	-31.25033	9.20709	59.21000	0.00000	8.37350	-61.4867	11.62962	9.23558	6.92888	1115.79371	42.66423	9.05304	8.28195	1.11454	19.51680	8.37246	8.32111
6.52094	40.72371	9.61950	73.10148	1.00000	9.89533	-73.95097	8.61986	8.87485	9.94735	1180.37391	58.32866	7.74585	9.34804	1.18757	49.21778	8.46678	6.22593
7.37865	43.96222	8.11848	63.38866	1.00000	7.60983	43.63417	6.44852	9.42569	10.11538	1063.82162	50.94322	28.10483	9.83273	4.97228	45.08358	9.94923	7.86706
11.57921	-19.32556	7.73588	42.26560	0.00000	9.97240	-41.25528	8.68828	5.20623	6.01985	1090.24797	55.60571	10.93529	7.77975	0.71921	47.06177	7.82167	9.24768
8.06347	-4.26613	11.17656	54.03461	0.00000	7.69132	15.28318	6.85685	10.41606	7.92409	1050.79762	38.68686	19.76729	8.09013	7.40770	33.40451	10.31086	8.29320
6.47501	54.8421	9.82304	31.91702	1.00000	9.76998	46.5813	8.91343	6.46531	11.89748	1133.35126	45.58259	3.34367	9.73550	1.14839	37.58557	8.58999	6.87952
7.00745	41.50343	11.04373	49.92246	1.00000	8.04980	-74.01042	8.73904	7.33742	9.99162	1076.26261	32.15351	39.23324	10.39414	1.26460	61.43953	8.65385	6.37788
8.43002	53.59337	8.96206	51.91652	1.00000	8.01151	9.47629	5.99037	10.16637	8.43587	1143.63115	45.41687	16.48558	10.29671	1.86860	52.92655	8.80413	7.79926
11.03756	35.21222	10.94116	33.17314	1.00000	9.71880	2.31889	7.97851	6.49043	9.50065	1158.01394	51.87314	15.65542	9.22445	10.47301	46.90249	10.68586	10.50390
10.14890	37.31309	12.60805	43.12850	1.00000	9.32603	40.74357	8.79952	6.64677	9.25412	1070.09084	48.96291	14.40366	8.54277	3.34559	45.95426	9.51180	7.95154
12.01306	28.92694	12.10121	51.37299	0.00000	8.10057	78.23456	11.58059	5.17577	6.15500	1193.86677	49.86818	26.59209	9.35516	1.20294	40.63128	8.14766	10.92341
8.98430	40.85158	10.71701	64.23756	1.00000	6.49145	122.74754	9.30496	7.33433	10.70438	1073.06165	58.75962	20.73498	9.22375	1.07448	47.98900	8.26450	7.63933
5.71626	48.8449	11.23100	58.17347	0.00000	11.18610	17.22635	5.89100	10.25739	7.13551	1116.94773	51.60103	23.36673	8.37517	0.26550	54.03366	7.01430	8.16767
5.55815	18.03496	10.16659	54.08374	0.00000	8.09161	-66.8499	8.60485	10.53341	5.75564	1128.09466	54.74051	3.43423	8.45157	7.54049	23.83702	10.34328	8.00731
9.37955	47.76232	9.11702	58.57044	1.00000	8.26028	-122.2054	6.71065	6.39549	7.74938	1157.37673	80.92253	18.97858	7.48418	1.78660	48.15109	8.76488	11.69022
9.06984	48.77644	9.99423	40.53270	1.00000	8.99179	2.29026	7.92015	7.86206	6.19070	1109.42489	46.00208	22.87740	9.05973	2.99289	46.46716	9.40229	10.50199
8.80111	35.64889	10.99533	56.56232	1.00000	9.37132	117.27583	8.21721	8.30037	5.36172	1110.13368	48.17438	17.75355	10.16816	0.82749	21.76758	7.75004	9.54194
7.54532	-25.42778	13.09354	47.79382	0.00000	9.75126	-49.27306	7.56046	8.80042	6.04633	1093.81472	66.45411	7.25250	7.69778	5.13509	43.98996	9.97373	6.69562
11.83370	-22.53722	10.84962	50.90083	1.00000	8.79999	-42.98194	8.07154	7.95990	8.46201	1094.55755	33.99647	26.84312	7.95009	2.12784	47.60035	8.94301	9.64543
6.55084	40.65538	10.41954	73.53354	0.00000	8.67539	-74.38987	7.78239	9.33757	8.51556	1127.08097	56.45486	12.32948	7.83191	2.79014	61.69948	9.22186	6.26710
7.87399	52.4581	10.93411	39.42875	1.00000	7.45415	13.28702	6.30486	6.39195	10.17183	1118.62541	29.79263	5.86749	8.90964	7.69590	47.98697	10.37229	8.29633
7.24123	19.21667	11.37362	50.96537	1.00000	10.47739	73.08333	6.59613	9.92406	7.38588	1094.02797	61.81749	22.47976	8.67845	0.70768	51.07047	8.02948	6.24297
7.71702	41.57439	9.42946	47.15320	1.00000	11.28269	24.71204	8.75347	7.43399	11.29199	1106.53722	50.82782	4.61714	9.19911	0.45952	49.74075	7.32141	7.48355
9.60774	53.46506	9.72049	28.92948	0.00000	7.94255	-1.47217	8.52687	10.01038	8.93137	1074.22484	62.81431	-5.13652	8.54132	0.69031	51.55565	7.78835	7.77581
9.05783	43.1122	11.62847	46.93302	0.00000	9.88486	12.38878	7.16882	8.16044	8.52371	1124.24859	39.53266	30.91833	9.03236	2.53906	33.51499	9.29121	5.60210
7.17537	26.32293	12.49105	41.41541	1.00000	8.07107	91.00632	9.07137	4.94467	11.42643	1071.27842	65.59681	2.53012	8.99294	0.28434	64.09793	6.92832	7.60982
7.37171	10.22677	10.46941	45.99131	0.00000	6.41557	-67.33122	7.33277	10.29411	6.18856	1177.42515	31.30900	2.10091	8.74028	1.79495	49.44925	8.84126	7.92593
9.28612	39.12074	10.25466	56.40230	0.00000	7.45637	27.18052	10.55125	8.28554	9.28703	1198.01914	27.77723	3.46269	9.64097	0.91485	65.00988	8.11822	9.77513
10.11474	40.11583	10.16883	52.42907	0.00000	8.91769	67.84222	9.54275	7.45968	8.49332	1098.68085	68.14277	3.93807	9.90873	5.18011	42.32238	9.97101	10.06590
6.75834	49.65186	12.87011	46.95131	1.00000	9.02662	26.97253	8.73371	5.61985	10.33695	1059.43477	34.74828	8.30826	9.80199	7.18231	46.68783	10.27269	6.46335
5.68016	41.14676	13.48956	48.66848	1.00000	9.58692	-73.49484	9.31960	7.03626	9.50938	1137.75165	50.12073	42.14409	9.12017	0.99476	49.61852	8.25120	4.92125
7.52692	31.76212	12.81723	40.91941	1.00000	7.68792	-95.63079	6.62881	5.87601	9.78278	1137.45719	36.83455	14.15602	9.16849	4.74334	59.40330	9.85250	8.58232
10.20907	29.65163	9.76334	73.24483	1.00000	8.79329	-82.32483	6.40825	7.23004	8.33896	1172.38015	53.81577	13.22632	9.89888	8.15008	35.67617	10.41504	9.80575
10.86768	-19.72806	10.69869	24.30200	1.00000	8.40155	-50.19556	8.65271	8.50886	8.08575	1090.62651	57.66072	15.41944	6.95712	11.43738	51.71569	10.78062	9.94606
7.86951	30.24706	11.11598	62.70653	1.00000	7.74326	115.04814	5.78823	11.76645	5.38866	1054.86765	42.95104	-5.59306	9.52475	0.61566	47.92945	7.37998	5.45762
6.85700	44.22639	10.46222	48.60141	1.00000	8.93819	22.53083	9.33691	9.57965	8.82815	1058.77749	63.82185	-5.35126	8.60434	2.28215	55.13905	9.15852	4.53111
8.29732	31.96258	11.39026	30.04837	1.00000	11.31418	73.97117	4.02697	6.66920	8.92922	1137.50109	57.19039	19.55664	10.08467	8.38071	56.05393	10.46395	9.66114
7.79178	29.69221	8.55906	31.94694	0.00000	9.35138	72.54566	9.25194	10.55218	10.49180	1124.95375	51.44090	19.48635	8.45641	5.49923	51.51413	10.05059	7.48008
8.99619	36.27462	8.85445	54.34199	0.00000	8.34434	4.85668	7.25265	8.74857	11.12806	1081.19924	72.59128	6.05163	6.35659	0.85619	50.34685	7.90826	4.92777
9.80611	27.71809	10.90722	55.25507	1.00000	7.56453	-82.35176	8.12729	10.46761	6.03515	1067.73938	43.39482	36.80711	9.03322	2.74750	33.49317	9.37012	8.07731
8.05614	26.67319	11.11106	61.59529	0.00000	7.82310	31.4976	5.97643	9.42938	7.33903	1073.30007	45.98070	14.63785	9.32296	2.67548	57.06938	9.34488	6.24684
12.30147	47.38093	8.75420	54.12611	1.00000	8.63354	-122.23484	7.30741	8.75511	8.66532	1126.51321	10.58216	14.09391	7.09543	1.34107	63.11312	8.39225	10.91979
12.27823	-1.26753	10.68599	29.62679	0.00000	8.10365	116.82887	8.74160	5.63119	7.03729	1190.42991	40.63735	9.54597	9.44464	19.76197	45.10622	11.32547	11.79130
9.77092	19.21667	11.69679	56.43258	1.00000	8.86198	73.08333	9.29645	9.44523	7.01971	1114.90911	59.18395	6.98479	9.68001	1.03934	39.93384	7.97226	8.74790
9.14699	25.66795	8.05355	36.69988	1.00000	10.02623	85.83636	5.37411	5.53476	7.43070	1050.76823	52.75935	13.09672	9.49043	3.17324	63.52090	9.45739	12.08077
8.07907	41.63976	12.01559	37.61509	1.00000	8.11103	2.35739	5.72599	7.38175	8.37017	1094.16601	42.17998		7.68755	4.71859	42.26656	9.83957	8.62711
8.72281	26.11527	7.97620	35.90700	1.00000	9.72361	86.59509	6.82388	7.65334	10.86604	1066.13048	63.48248	16.07031	7.67638	2.11402	43.22455	8.97859	9.10280
9.60174	9.15093	12.33849	40.99892	1.00000	9.19432	-79.62098	8.00369	8.60596	7.26247	1120.82350	61.63364	23.97724	10.26423	3.59160	54.68395	9.55104	7.27777
7.58794	41.24264	10.17577	38.18646	1.00000	7.51622	16.50104	6.72139	6.74401	11.53100	1076.70356	55.74721	10.87925	9.83949	3.28304	37.50512	9.45084	9.31211
9.64849	14.93333	9.97489	48.48748	1.00000	8.47525	-91.11667	6.74066	8.48998	9.11171	1171.26642	44.87940	-4.33747	8.36769	0.89079	52.46255	7.78422	8.46866
9.31966	52.57583	11.83496	38.84577	1.00000	8.06299	6.61944	8.11941	6.07283	7.82847	1105.79803	65.09184	18.61170	9.63644	1.68606	39.31599		9.80963
11.66798	33.37526	9.95278	40.26538	1.00000	9.75209	74.3092	8.39183	7.32337	7.52098	1077.51040	42.20137	19.79933	8.71843	4.24336	50.91658	9.71695	11.51530
7.44291	-0.35817	11.18345	22.78150	1.00000	9.05910	42.54536	7.62962	9.30599	8.38710	1102.71443	49.39994	14.15304	8.85807	13.10829	59.59730	10.91656	6.24768
10.92499	18.00747	11.27967	50.67977	0.00000	10.62208	-76.78319	8.28367	7.15038	9.52446	1059.52993	59.03218	-4.19208	9.77531	0.95123	67.34547	8.02396	12.27087
6.04649	43.91452	11.37962	59.53611	1.00000	7.75867	-69.96533	7.98842	8.43527	8.91549	1067.79300	77.15932	3.11278	9.36040	2.81147	35.12919	9.36968	5.87998
7.02722	21.34222	9.83233	51.10044	0.00000	9.42482	71.30633	9.74502	11.92617	7.31353	1100.77077	64.42756	10.44479	10.45829	0.41447	35.75394	7.50041	10.06861
6.25540	51.04962	10.11983	46.95930	0.00000	9.52279	12.1369	8.26953	12.54336	5.46065	1147.45432	40.57113	24.71698	8.17476	10.08597	53.69585	10.64259	10.41867
10.36677	36.27462	12.90298	66.75786	1.00000	7.98558	4.85668	10.73371	10.37516	6.21544	1085.77330	45.40976	15.49691	8.59270	5.43788	29.64170	9.97412	8.18486
10.22196	37.65639	11.18820	57.98105	0.00000	8.15682	126.835	10.87490	7.65624	7.49514	1191.38150	45.82197	12.94512	10.10024	3.91801	50.06623	9.67150	10.84305
6.74470	5.90702	9.67654	50.91997	1.00000	7.42086	116.10146	7.94988	9.01812	9.74485	1070.14410	75.60215	12.27148	9.43561	0.97536	70.41216	8.29642	6.46600
9.74485	-33.59217	10.10780	42.42636	1.00000	8.28855	-70.6996	8.05683	7.24512	6.45997	1125.07942	46.91856	4.91205	9.15455	3.60120	52.27624	9.52459	11.58740
8.47265	37.74615	11.90416	57.83272	1.00000	7.22053	-25.66689	9.05408	9.52872	5.32992	1135.19515	43.36439	15.79426	6.17172	1.33584	53.56883	8.55413	8.21286
10.81258	-7.01833	9.40785	82.81746	1.00000	8.30327	107.60389	6.01657	5.38293	8.17374	1157.26707	51.72927	15.74303	8.47390	2.49524	27.43698	9.19278	11.47628
11.62071	0.46005	8.64602	46.76325	1.00000	8.61543	34.11169	6.63862	6.93572	8.25066	1079.97820	44.80611	15.89601	8.76905	8.90254	1.12260	10.51571	11.73264
5.61407	50.79205	7.94812	69.81880	0.00000	8.57391	-1.08593	10.17531	9.99899	9.27662	1144.50315	64.11708	8.66785	7.01078	4.44637	66.16858	9.79326	7.43010
10.44793	19.04222	9.14334	73.98508	0.00000	9.14015	-98.11889	11.69192	6.76841	5.48101	1101.69820	58.79189	29.26351	7.90759	1.39754	49.05703	8.54474	9.55122
7.60690	36.20829	11.15453	44.56974	1.00000	7.18485	-115.98391	8.33167	8.39906	6.28008	1093.04861	69.37872	8.37806	8.64078	0.93417	24.21027	8.13700	9.48978
9.67836	41.55815	9.90697	49.42817	1.00000	8.60773	-73.0515	6.14230	8.48811	8.99030	1134.01086	65.50614	26.54557	8.68005	1.44692	71.54247	8.41095	9.14007
8.35486	42.35843	11.59129	35.89927	1.00000	8.08813	-71.05977	9.91976	8.74573	5.17711	1066.97726	56.52386	5.45336	8.50842	2.77838	56.14648	9.36373	10.16824
12.04523	43.1009	8.88025	49.15537	0.00000	9.40958	-75.23266	8.94298	6.64004	5.82782	1186.15563	28.62652	30.75021	10.27450	1.28382	72.25247	8.45445	10.72498
7.06052	36.72544	9.79188	59.42018	1.00000	9.70915	3.55665	7.37048	10.23127	8.25056	1148.98477	51.66980	13.72142	9.06333	5.86617	52.39718	10.10273	6.31667
8.76607	26.2173	11.20968	50.88406	1.00000	9.14844	-80.22588	7.46045	7.36050	9.68647	1162.31841	49.09473	18.53574	10.13984	4.22083	37.83194	9.77283	8.01936
8.61855	18.00747	10.25250	46.37321	1.00000	8.44811	-76.78319	7.92683	7.55968	6.23743	1107.12294	44.36760	5.70204	7.06326	3.24705	30.69150	9.44555	10.84613
7.27153	53.5942	9.65490	53.60865	1.00000	8.19562	25.8191	7.21850	6.76975	10.62475	1075.43304	42.10663	14.38708	7.83908	1.63248	60.71264	8.92785	7.92649
6.71712	39.46667	9.68628	66.48028	0.00000	8.74051	141.95	6.84366	9.25677	7.70423	1131.31316	70.05349	10.26359	8.79881	2.60925	64.59625	9.33551	8.36435
9.07763	-6.25	9.02129	49.96141	0.00000	7.38305	38.66667	6.97559	7.08215	10.96184	1088.71716	53.73516	9.23006	8.26949	8.22837	46.33875	10.43737	3.50945
6.32121	40.92298	11.38806	36.51496	0.00000	9.90086	14.30935	8.22907	10.00167	6.35047	1191.03445	26.28306	47.94723	8.90266	3.73712	64.48438	9.59028	8.42667
8.91481	9.6531	11.12599	67.86107	0.00000	8.50689	124.3697	8.59101	10.91610	8.20525	1114.90362	62.44552	27.13561	9.75290	7.56035	44.70584	10.33054	8.95688
9.53395	44.85278	9.77620	38.32496	1.00000	10.03242	65.50917	7.45515	7.03571	6.89783	1185.65922	60.94412	15.26124	10.15460	6.08551	43.69100	10.15401	11.26283
9.46826	-37.32167	8.06814	36.82348	0.00000	8.79280	-59.13316	8.80824	9.35973	6.79004	1054.42985	75.72851	7.93090	8.32194	6.45721	42.22269	10.19272	9.59625
7.51670	54.8421	11.25754	60.08536	0.00000	10.30895	46.5813	12.51176	9.51847	8.23905	1124.40107	43.05649	19.32464	8.17327	0.40003	55.15659	7.08589	9.18141
7.57424	34.77453	12.60316	52.02506	0.00000	7.67344	-96.67834	5.79175	10.28838	3.84693	1105.61342	56.45086	13.62855	9.39994	2.21516	47.95704	9.11856	8.03821
8.58600	48.15659	10.05101	45.87034	1.00000	9.70182	28.28489	5.95494	8.33547	9.62836	1056.21162	67.34811	-0.90890	9.60977	5.84279	69.22637	10.11449	9.12050
7.48469	43.16547	10.35154	21.51738	1.00000	9.00077	-77.70066	7.48363	6.16706	10.22917	1061.23535	41.94000	30.67033	9.32897	1.42120	50.40156	8.61296	7.48325
7.47095	50.75932	9.70750	61.16359	1.00000	9.05306	25.34244	8.49750	9.45553	5.12415	1123.13759	50.37955	16.65346	8.39775	8.16933	41.07531	10.42243	10.46789
7.64508	5.6561	10.98563	52.05075	1.00000	11.00659	-75.87877	7.69051	7.40788	9.72914	1181.02475	22.86483	12.44476	11.40723	5.84680	52.85515	10.09390	7.62158
9.19239	-5.41667	9.08116	59.84907	0.00000	9.56851	38.01667	9.26300	10.49035	8.59499	1071.33390	37.52846	18.85430	7.99897	2.01862	61.33150	9.03121	7.82176
9.51767	51.04962	10.78691	40.91642	1.00000	8.66892	12.1369	9.02520	9.31901	6.31610	1190.59221	37.77758	25.86237	9.85722	2.21984	62.02763	9.06219	9.65995
6.47077	35.74788	6.76473	45.68363	0.00000	9.26402	-95.36969	7.47122	11.16965	9.86324	1150.85010	46.85174	26.42152	7.71977	0.83007	20.23977	8.14279	7.99989
7.62326	52.14	10.46715	27.37899	0.00000	7.52558	5.58472	6.96324	12.18093	6.55094	1141.28267	26.46328	11.03281	9.43707	3.41734	39.29720	9.54948	9.64878
6.31951	21.34222	8.47746	63.31459	0.00000	9.71973	71.30633	7.42859	11.97198	9.67646	1178.66393	56.09213	-12.51486	9.09078	5.02075	55.07496	9.93922	9.13065
7.04563	28.54944	8.77701	51.43046	0.00000	9.21758	-81.77285	9.70035	11.15728	8.62845	1120.54597	46.42217	17.55873	11.46081	2.34483	51.28343	9.16250	7.74291
8.77949	18.20854	9.99900	49.69574	0.00000	8.57994	-71.10077	10.74014	9.08651	7.57820	1167.82750	62.54412	15.99474	10.05785	12.28568	43.39084	10.82871	9.75999
7.94020	-37.32167	11.22168	72.48720	1.00000	8.79044	-59.13316	9.57688	5.19784	11.93561	1188.66778	55.04464	10.17106	9.61730	1.20412	54.18797	8.36414	8.37965
6.61795	46.32374	10.81806	67.70885	1.00000	7.94397	-120.00865	8.19707	8.74519	9.69227	1188.16439	33.38847	41.17308	9.21766	1.86611	63.54339	8.87318	6.07628
8.30687	49.97704	9.22537	53.68864	1.00000	9.44814	9.15214	5.73136	6.73818	11.26886	1123.22630	40.88444	15.30312	7.71134	3.14348	36.84336	9.48102	9.96236
	38.96667	12.81989	59.76011	1.00000	8.95415	-0.18333	8.79829	7.42972	7.55351	1094.39706	79.29865	6.04836	7.88339	2.43444	30.55072	9.20161	8.69984
13.40364	41.55838	9.19365	49.44970	1.00000	7.79496	-81.56929	6.06706	4.13401	10.88092	1108.26079	21.73425	16.16865	9.12622	1.95884	55.64282	8.92270	12.46495
8.14382	53.93361	10.26662	52.44688	1.00000	7.34606	37.92792	10.30167	9.60584	10.90281	1142.44783	47.94702	7.53621	8.01296	1.41387	61.71905	8.56426	6.63547
8.32200	59.80917	9.68634	40.98886	1.00000	8.29386	30.38167	6.51971	10.11538	8.83568	1188.36987	53.33489	-0.74234	8.46507	2.02871	66.63154	8.98610	7.71533
6.09243	41.66394	10.96840	49.51903	1.00000	9.07778	-83.55521	8.00382	7.16876	10.80330	1099.66578	52.94401	4.25500	9.51277	1.00944	35.43816	8.13812	6.73986
7.16324	-16.25	8.06769	61.32040	0.00000	7.68199	-69.08333	10.20079	12.46885	7.34743	1198.11100	47.41705	22.71088	8.44441	0.89682	43.37723	8.26354	11.10036
10.25561	45.75279	9.82996	18.25167	1.00000	9.87795	130.57211	9.11087	4.60340	12.79864	1076.06063	52.24685	11.74497	10.03858	0.79946	47.20461	8.08568	10.04725
6.31390	25.92493	12.18152	30.10417	1.00000	9.17786	73.66633	9.74259	10.34383	7.55158	1183.95384	51.81242	26.84307	8.31381	0.77379	59.47278	7.86760	3.73054
11.66742	52.48173	9.13838	39.93722	1.00000	11.88788	-2.12139	6.81778	7.37284	9.63576	1067.43597	59.65599	16.98584	8.84164	1.15652	51.96557	8.47636	10.86994
8.37288	41.48199	8.97112	48.96314	0.00000	8.27970	-81.79819	8.23183	8.74840	11.16195	1181.32175	61.78589	2.76764	9.40569	2.16443	32.43712	9.14108	6.22591
9.23907	48.43174	8.96454	31.66645	0.00000	9.02303	17.8031	9.10985	11.09155	8.61200	1082.58996	87.49027	6.41471	7.00523	0.97120	62.72195	8.04257	9.07160
7.58828	39.72943	11.56341	40.16935	1.00000	9.41355	-104.83192	7.16153	5.14251	10.60727	1150.72554	46.24887	3.17271	9.03793	3.19638	64.99278	9.43850	8.38378
7.83010	7.50251	9.08204	52.00948	0.00000	7.59314	5.06258	10.11783	12.58057	6.49830	1175.29398	53.76195	21.66117	8.33705	2.08148	26.97051	9.02010	12.17502
8.40410	31.76212	11.60745	57.85642	1.00000	9.85076	-95.63079	8.12997	9.01279	8.51058	1102.19013	45.20346	20.33694	8.68140	1.40973	58.53715	8.61816	6.71766
7.95388	25.13915	10.95288	40.34896	1.00000	6.94462	73.06784	5.98003	7.89781	9.38569	1096.06573	28.51008	4.20283	8.72853	7.10807	28.01261	10.30341	8.28595
10.11275	48.90982	10.72005	50.66482	0.00000	6.49163	2.45012	10.13858	6.96550	7.41913	1119.75625	75.35709	11.99711	8.52194	16.24698	68.72367	11.12755	10.34948
6.42461	10.98778	11.70526	79.03003	1.00000	8.94427	-74.95472	8.28353	8.06851	9.20345	1186.08944	44.87138	9.51933	9.82369	3.74674	53.30984	9.56231	5.29302
7.99768	23.1959	9.77174	26.96002	1.00000	10.10120	86.51499	6.04360	9.72462	8.48223	1055.54438	42.25309	12.64388	8.85888	49.11763	45.67668	12.24186	7.94516
9.07524	56.11281	11.37274	42.04469	0.00000	9.02951	69.49015	5.73256	8.44191	6.34642	1126.25963	30.16085	27.22612	6.96293	1.81515	49.08024	8.80784	4.49932
9.22172	36.53333	10.67073	29.21983	0.00000	8.64995	136.61667	10.31237	7.07504	9.25185	1099.01355	54.18358	3.77891	10.70168	4.42804	45.21763	9.82170	9.55051
6.50239	7.50251	9.65613	45.73293	1.00000	8.43261	5.06258	5.60721	5.66479	11.68356	1093.27955	49.40030	23.53078	9.58492	0.33875	54.44143	7.24884	9.37504
9.07698	49.97704	9.99513	58.86840	0.00000	10.36002	9.15214	7.93910	9.46334	7.26314	1062.76940	55.61736	13.47785	7.40788	0.84639	50.01495	8.06295	8.29192
11.45150	31.78336		60.72043	1.00000	8.72129	35.23388	9.03899	9.67088	7.25077	1135.26263	40.10603	11.08437	10.27635	0.61529	51.70739	7.73162	9.50904
6.51802	41.15612	10.98013	44.27811	0.00000	7.28603	1.10687	5.26856	8.72394		1109.53747	55.65574		9.06207	2.30070	43.90512	9.07690	6.54177
7.88528	50.75767	10.59392	58.86079	1.00000	8.52213	-1.5443	7.64035	8.02628	5.74490	1196.34468	51.76577	3.08150	9.26492	5.78087	66.38236	10.10731	9.31817
7.73571	50.71229	10.43084	50.68083	1.00000	8.06132	4.52529	8.84739	7.17973	10.93445	1147.42940	51.86874	9.84725	9.75343	12.47896	44.70850	10.85258	7.21402
11.14648	-7.57897	8.76464	47.32768	1.00000	7.95466	112.23109	7.50482	8.91394	7.22254	1066.13552	49.46171	26.77864	8.31382	1.72858	34.69040	8.80524	10.78915
9.02165	-12.91667	9.44265	41.58055	1.00000	8.51205	-39.25	5.79328	9.59734	8.66786	1086.55327	46.62938	29.49154	10.34531	1.27032	67.18982	8.17093	8.49177
5.87647	-19.72806	9.41783	61.98134	1.00000	8.08071	-50.19556	6.88691	7.54261	10.57647	1063.57938	52.37151	3.98845	7.56667	2.00787	63.98499	8.99552	7.37584
8.78297	3.31332	10.78391	40.02829	0.00000	8.44775	117.59152	7.12542	10.49612	8.56595	1096.06473	54.44526	0.29722	8.96857	1.02561	37.70939	8.21580	7.33729
10.28200	51.67822	10.05377	27.04977	1.00000	10.51899	33.9162	7.33456	8.04416	8.00001	1169.87173	37.48293	10.45191	9.00306	14.08296	60.93143	10.98928	9.91351
11.06116	34.5624	9.87696	57.45690	0.00000	8.93163	38.28402	13.85452	8.68251	4.91682	1144.37839	50.42587	23.77775	7.77024	1.80838	40.96450	8.76337	9.35004
10.32194	27.55898	9.01927	49.91592	1.00000	7.83575	68.21204	7.08087	6.22059	7.50775	1154.09202	58.87689	12.59583	7.09371	1.16080	52.17304	8.42292	11.96262
9.77330	47.83333	10.14775	44.64394	0.00000	6.47098	59.6	7.45305	10.11590	7.96345	1076.72234	52.15410	4.10364	6.77766	3.68157	58.59959	9.55746	7.17286
13.26983	45.78071	9.94137	47.65034	1.00000	7.98979	12.84052	6.81307	5.78067	10.49349	1066.64069	33.43379	21.59179	7.08777	0.94773	26.46761	8.30331	11.31657
9.01750	40.2737	12.68047	73.43240	1.00000	9.88849	-76.88442	10.24059	9.86745	6.25342	1141.22340	57.50420	31.03464	8.85161	0.82006	50.04555	7.73473	8.14298
7.56131	4.94273	11.14419	59.18612	1.00000	10.04244	15.87735	7.78603	6.99469	9.66264	1141.43935	52.36060	32.49614	9.86776	3.55545	49.59865	9.56026	6.85784
