QoS	location	code	latitude	revision	longitude
good	Europe/Kiev	UA	51.67822	2022/04/10	33.9162
average	America/Puerto_Rico	PR	18.42745	25 Oct 2012	-67.15407
good	Europe/Berlin	DE	52.53048	11/22/2021, 00:00:00	13.29371
building	Europe/Vilnius	LT	55.25	18 Dec 2018	24.75
average	Europe/Berlin	DE	50.23019	2013-04-14	8.77155
good	Europe/Belgrade	RS	44.97639	2020/07/01	19.61222
excellent	Asia/Kolkata	IN	25.92127	2017-02-01	86.79271
building	Europe/Paris	FR	46.32313	01/04/2014, 00:00:00	-0.45877
average	America/Chicago	US	37.95143	2014-02-17	-91.77127
maintenance	Europe/Chisinau	MD	48.15659	2022/06/21	28.28489
maintenance	Europe/London	GB	51.26	2018-10-12	-2.1875
maintenance	America/Sao_Paulo	BR	-25.42778	2019-05-18	-49.27306
excellent	Asia/Seoul	KR	36.82167	2021-05-06	128.63083
average	Europe/London	GB	51.64316	2021/01/18	-0.36053
average	America/Panama	PA	9.15093	2016-10-03	-79.62098
accep	Asia/Kolkata	IN	18.18158	2017/03/08	76.03889
accep	Europe/Kiev	UA	49.65186	2016/11/22	26.97253
accep	America/Chicago	US	35.25064	02 Jun 2018	-91.73625
accep	America/New_York	US	41.9001	2021-08-26	-71.08977
building	Africa/Mogadishu	SO	-0.35817	01/16/2016, 00:00:00	42.54536
average	Europe/Chisinau	MD	48.15659	05 Oct 2015	28.28489
accep	America/Merida	MX	21.28306	2018-10-23	-89.66123
good	America/Los_Angeles	US	32.9156	04/13/2022, 00:00:00	-117.14392
average	Europe/Berlin	DE	52.53048	2020/12/17	13.29371
accep	Europe/Moscow	RU	55.85	2017-06-06	37.56667
building	Asia/Kolkata	IN	17.54907	11/29/2014, 00:00:00	82.85749
accep	Asia/Bangkok	TH	13.8196	2017/05/08	100.04427
average	Europe/Rome	IT	42.67164	17 Nov 2015	14.01481
accep	Europe/Istanbul	TR	39.59611	2013-03-21	27.02444
good	Asia/Tokyo	JP	34.81667	2018/04/23	137.4
excellent	Europe/Moscow	RU	43.96222	02/15/2013, 00:00:00	43.63417
accep	America/New_York	US	29.65163	2021-12-03	-82.32483
average	Asia/Jakarta	ID	-7.54972	2012-11-17	110.71639
excellent	Asia/Karachi	PK	30.76468	20 Feb 2019	74.12286
accep	Europe/Istanbul	TR	40.1675	2013-04-22	34.37389
excellent	America/New_York	US	40.82232	08/31/2017, 00:00:00	-74.15987
good	Asia/Tokyo	JP	43.82634	2012/11/08	144.09638
good	America/Boise	US	43.54072	30 Dec 2018	-116.56346
excellent	America/Mexico_City	MX	17.06542	2022/04/20	-96.72365
good	Europe/London	GB	53.83333	2016-08-15	-2.98333
average	Indian/Antananarivo	MG	-19.65	08/07/2016, 00:00:00	47.31667
excellent	America/Toronto	CA	45.4473	2013/03/04	-73.75335
excellent	America/Guatemala	GT	14.93333	2020-11-26	-91.11667
average	America/New_York	US	27.09978	14 Mar 2015	-82.45426
maintenance	Asia/Karachi	PK	27.52948	06/29/2019, 00:00:00	68.75915
excellent	Europe/Paris	FR	48.98994	05/25/2016, 00:00:00	2.1699
good	America/Santiago	CL	-33.59217	2015/12/03	-70.6996
average	America/Recife	BR	-8.05389	11/22/2013, 00:00:00	-34.88111
accep	America/Sao_Paulo	BR	-22.53722	2014-11-11	-42.98194
average	Asia/Kolkata	IN	11.50526	08/14/2017, 00:00:00	77.23826
accep	America/Mazatlan	MX	22.49396	2019-01-01	-105.36369
excellent	Europe/London	GB	50.76306	2013/12/19	-1.29772
accep	America/New_York	US	26.91756	25 Jan 2018	-82.07842
average	Asia/Kolkata	IN	12.04161	01/31/2013, 00:00:00	75.35927
excellent	Asia/Manila	PH	12.37169	27 Jul 2014	123.62494
building	Asia/Manila	PH	12.97389	24 Mar 2020	123.99333
average	Asia/Kolkata	IN	17.34769	2018/07/27	78.55757
good	Africa/Dar_es_Salaam	TZ	-5.41667	2016-07-29	38.01667
accep	America/Lima	PE	-3.74912	12 Mar 2021	-73.25383
maintenance	America/New_York	US	40.65538	04/24/2013, 00:00:00	-74.38987
maintenance	Asia/Shanghai	CN	33.78333	2021/07/21	114.51667
good	Asia/Riyadh	SA	27.0174	2015-09-02	49.62251
maintenance	Asia/Manila	PH	14.8361	17 Sep 2014	120.97844
average	America/Los_Angeles	US	33.95015	04 Nov 2014	-118.03917
excellent	Asia/Kolkata	IN	19.21667	2017/04/26	73.08333
average	Europe/Berlin	DE	51.04962	12 Nov 2013	12.1369
average	Africa/Tunis	TN	36.46917	26 Dec 2018	10.78222
excellent	Europe/Kiev	UA	51.67822	27 Sep 2021	33.9162
excellent	Asia/Kolkata	IN	23.18	2013/02/20	88.58
maintenance	Europe/Madrid	ES	37.35813	2015/10/21	-6.03731
average	America/Los_Angeles	US	32.9156	2016/12/01	-117.14392
good	America/New_York	US	40.63316	2022/04/02	-74.13653
maintenance	Asia/Manila	PH	10.7375	2015/02/26	122.9666
maintenance	Asia/Kolkata	IN	26.76628	01/09/2013, 00:00:00	83.36889
accep	Africa/Dar_es_Salaam	TZ	-4.06667	11/06/2014, 00:00:00	37.73333
accep	Asia/Tokyo	JP	36.65	2018-07-12	138.31667
average	Europe/Berlin	DE	52.59319	04/02/2014, 00:00:00	13.32127
accep	Europe/Moscow	RU	55.64776	04/20/2018, 00:00:00	38.02486
accep	Europe/Rome	IT	41.55947	19 Sep 2013	14.66737
accep	Asia/Jakarta	ID	-7.57897	02 Dec 2019	112.23109
average	America/New_York	US	27.09978	2017/08/21	-82.45426
average	America/Los_Angeles	US	34.09668	2021-10-19	-117.71978
average	Europe/Paris	FR	46.32313	01 Dec 2020	-0.45877
accep	Europe/Warsaw	PL	54.60528	2017-06-17	18.34717
average	America/Chicago	US	33.45122	27 Aug 2021	-86.99666
average	Europe/Rome	IT	41.24264	2021-06-08	16.50104
average	America/Tegucigalpa	HN	15.48131	29 May 2016	-86.57415
average	Europe/Berlin	DE	52.61131	12/29/2013, 00:00:00	13.31783
average	America/Managua	NI	13.48082	08/22/2022, 00:00:00	-86.58208
accep	America/Bogota	CO	10.98778	2017-05-21	-74.95472
good	Atlantic/Canary	ES	27.76056	2020/03/30	-15.58602
maintenance	Asia/Bangkok	TH	13.51825	2021-09-15	99.95469
maintenance	Asia/Shanghai	CN	27.85	2016-12-06	112.9
building	America/New_York	US	42.58342	23 Nov 2019	-71.8023
average	Africa/Tunis	TN	36.08497	03/18/2014, 00:00:00	9.37082
average	Europe/Sofia	BG	41.57439	03/17/2017, 00:00:00	24.71204
accep	Europe/Helsinki	FI	65.84811	11/20/2020, 00:00:00	24.14662
average	Europe/Berlin	DE	48.49144	09/19/2013, 00:00:00	9.20427
accep	America/Sao_Paulo	BR	-25.42778	02 Oct 2016	-49.27306
building	America/Sao_Paulo	BR	-21.205	2014-12-20	-41.88778
average	Asia/Shanghai	CN	23.73333	08/30/2019, 00:00:00	114.68333
accep	Asia/Bangkok	TH	6.25947	2019-06-25	102.05461
good	America/New_York	US	40.72371	04/16/2019, 00:00:00	-73.95097
average	Europe/Paris	FR	45.73333	2015-04-03	4.91667
accep	America/Argentina/Buenos_Aires	AR	-37.32167	2016/12/28	-59.13316
good	Asia/Tokyo	JP	39.46667	12 Jul 2018	141.95
maintenance	Africa/Nairobi	KE	0.03813	08/30/2017, 00:00:00	36.36339
building	America/New_York	US	42.35843	2019-01-29	-71.05977
good	America/Chicago	US	26.18924	2017/08/06	-98.15529
excellent	America/Chicago	US	36.61033	10 Nov 2013	-88.31476
accep	America/New_York	US	35.05266	11/03/2018, 00:00:00	-78.87836
accep	Europe/Berlin	DE	48.21644	17 Apr 2018	9.02596
average	Asia/Yangon	MM	14.0823	2014-01-06	98.19151
excellent	America/Maceio	BR	-10.91722	2014-02-11	-37.65
good	America/Toronto	CA	43.86682	2014/01/28	-79.2663
good	Europe/Berlin	DE	52.59319	26 Oct 2016	13.32127
excellent	Asia/Tokyo	JP	34.61667	2021-07-25	135.6
average	Europe/Madrid	ES	40.70995	2021-07-29	0.57856
excellent	Asia/Shanghai	CN	23.29549	06/08/2016, 00:00:00	113.82465
good	Asia/Damascus	SY	35.95664	15 Jul 2019	36.7138
accep	Asia/Shanghai	CN	45.35	07/22/2018, 00:00:00	126.28333
accep	Asia/Kolkata	IN	25.92127	2014/07/08	86.79271
good	Africa/Algiers	DZ	35.21222	2021-09-20	2.31889
average	America/Chicago	US	38.58894	24 Jan 2018	-89.99038
maintenance	America/Managua	NI	11.84962	2018/05/12	-86.19903
excellent	America/Denver	US	32.42067	2020/11/26	-104.22884
good	Asia/Tokyo	JP	39.46667	09/05/2018, 00:00:00	141.95
excellent	Africa/Libreville	GA	-1.63333	2019-01-13	13.58357
building	Asia/Seoul	KR	34.8825	04/26/2015, 00:00:00	128.62667
average	Europe/Paris	FR	43.32393	08 Apr 2015	5.4584
accep	Africa/Dar_es_Salaam	TZ	-6.25	2012-10-12	38.66667
average	Europe/Vilnius	LT	55.25	23 Dec 2013	24.75
excellent	Europe/London	GB	50.75767	2022-06-13	-1.5443
excellent	America/Chicago	US	36.02506	2016-07-16	-86.77917
good	Europe/Rome	IT	45.78071	05/01/2015, 00:00:00	12.84052
building	Asia/Kolkata	IN	25.13915	2022/01/04	73.06784
good	Asia/Manila	PH	6.95194	2022-07-17	121.96361
excellent	Europe/Berlin	DE	51.21667	2018/11/03	6.26667
excellent	America/Sao_Paulo	BR	-19.72806	09/08/2019, 00:00:00	-50.19556
accep	Africa/Tunis	TN	36.08497	24 Sep 2020	9.37082
average	Asia/Tehran	IR	36.64852	2017/04/14	51.49621
average	Asia/Colombo	LK	6.84019	2014/06/02	79.87116
excellent	Europe/Paris	FR	43.11667	2021-09-21	1.6
average	Asia/Damascus	SY	34.5624	2018/09/02	38.28402
accep	America/Bogota	CO	5.20856	2022-05-25	-74.73584
accep	Europe/Berlin	DE	50.80019	07/11/2020, 00:00:00	7.20769
good	Asia/Manila	PH	6.95194	12/06/2014, 00:00:00	121.96361
accep	Europe/Skopje	MK	41.92361	01/18/2017, 00:00:00	20.91361
building	Asia/Jerusalem	IL	31.39547	2021/05/06	34.75699
building	Europe/Istanbul	TR	39.12074	2015-01-15	27.18052
average	Asia/Seoul	KR	36.6009	2015/11/13	126.665
excellent	Asia/Seoul	KR	37.65639	14 Feb 2018	126.835
maintenance	Asia/Seoul	KR	36.82167	11/12/2016, 00:00:00	128.63083
average	America/Chicago	US	34.77453	2022-02-26	-96.67834
building	Asia/Bangkok	TH	6.25947	10/24/2019, 00:00:00	102.05461
excellent	America/Bogota	CO	3.8801	20 Sep 2019	-77.03116
average	Asia/Tehran	IR	32.65246	09 May 2020	51.67462
maintenance	America/Sao_Paulo	BR	-28.44917	2020/05/21	-52.2
accep	America/Mexico_City	MX	19.04222	28 Oct 2012	-98.11889
maintenance	Asia/Karachi	PK	30.76468	31 Jul 2017	74.12286
excellent	Africa/Johannesburg	ZA	-26.93366	02/24/2018, 00:00:00	29.24152
good	Africa/Addis_Ababa	ET	6.03333	2022/03/07	37.55
excellent	America/Guayaquil	EC	-2.90055	2019-08-24	-79.00453
maintenance	Africa/Lagos	NG	6.15038	03/31/2020, 00:00:00	6.83042
maintenance	Asia/Kolkata	IN	25.92493	2016/03/18	73.66633
accep	America/Sao_Paulo	BR	-28.81833	2018-11-02	-52.51028
excellent	Africa/Lagos	NG	6.8485	04/14/2020, 00:00:00	3.64633
maintenance	America/Chicago	US	41.6764	09/26/2016, 00:00:00	-91.58045
excellent	Africa/Lagos	NG	6.8485	04/23/2018, 00:00:00	3.64633
good	Asia/Kolkata	IN	15.5439	2017-01-18	73.7553
average	Europe/Berlin	DE	49.97704	09/05/2022, 00:00:00	9.15214
accep	Asia/Tehran	IR	33.14447	17 Nov 2013	47.3799
average	Asia/Kuching	MY	5.90702	2015-01-03	116.10146
average	America/New_York	US	28.15112	25 Jun 2018	-82.46148
acceptable	Europe/Moscow	RU	53.93361	2019/11/20	37.92792
maintenance	Europe/Brussels	BE	51.12794	21 Aug 2014	4.21372
building	Europe/Moscow	RU	55.64776	2017/02/06	38.02486
average	Europe/Madrid	ES	42.06166	2019/02/08	-1.60452
excellent	America/Chicago	US	39.09112	23 Jan 2019	-94.41551
good	Europe/Helsinki	FI	65.84811	10/21/2021, 00:00:00	24.14662
excellent	Europe/Rome	IT	44.59445	2012-11-01	11.04979
building	Asia/Karachi	PK	30.76468	2018/03/09	74.12286
accep	America/New_York	US	41.48199	23 May 2020	-81.79819
good	Asia/Kolkata	IN	30.81383	2019-12-07	75.16878
accep	Africa/Blantyre	MW	-13.7804	2015-11-17	34.4587
maintenance	Europe/Kiev	UA	46.65581	2017/08/03	32.6178
maintenance	Europe/Brussels	BE	51.03427	09/08/2020, 00:00:00	5.37429
average	America/Puerto_Rico	PR	18.03496	29 Jan 2013	-66.8499
excellent	Asia/Kolkata	IN	26.44931	08/01/2013, 00:00:00	91.61356
average	Europe/Amsterdam	NL	51.65333	01/20/2016, 00:00:00	5.2875
average	America/Chicago	US	47.92526	2012-11-18	-97.03285
building	America/Los_Angeles	US	47.38093	2020/04/04	-122.23484
good	Asia/Tokyo	JP	43.82634	2014/11/06	144.09638
average	America/Indiana/Indianapolis	US	39.78504	07/30/2017, 00:00:00	-85.76942
maintenance	America/New_York	US	27.09978	2018/11/30	-82.45426
excellent	Europe/Paris	FR	49.28669	2018-03-09	1.00288
average	Asia/Shanghai	CN	23.73333	05/24/2016, 00:00:00	114.68333
building	Europe/Lisbon	PT	37.08819	2014/04/18	-8.2503
average	Asia/Manila	PH	16.455	02/09/2021, 00:00:00	120.5875
accep	America/Chicago	US	29.53885	2013-12-07	-95.44744
good	Asia/Seoul	KR	37.65639	03/18/2017, 00:00:00	126.835
