H2CO	CH4	PM2.5	C2H3NO5	Pb	NH3	longitude	SO2	latitude	PAHs	CO	TEMP	O3	PRES	PM10	warning	CFCs	NOx
48.77030	5.90594	9.79593	0.27642	41.13199	9.04145	6.83042	6.88103	6.15038	9.67358	4.86337	-0.91304	7.57367	1183.75149	6.47586	0.00000	67.23039	5.90820
73.12432	12.42261	8.28545	0.15551	18.82692	9.68945	10.98461	9.05040	48.35693	5.76175	9.93065	1.26534		1188.80077	3.84592	1.00000	69.04210	10.93242
33.15400	5.14310	9.23511	1.57958	46.87252	8.80605	102.56365	6.65167	13.65805	8.65477	4.39657	6.96766	7.73977	1133.62472	9.77642	0.00000	64.01239	8.65363
44.55678	6.35317	12.30415	0.65083	43.35666	6.20926	5.55575	8.19344	46.67535	6.37585	10.23257	30.34129	8.82397	1127.23044	8.64026	1.00000	54.68136	9.73705
38.57806	9.81942	9.44853	0.17436	48.27767	6.64599	-68.3	7.62846	-54.8	6.09197	9.48446	10.73627	8.07001	1197.19171	6.92495	1.00000	37.63441	8.72702
85.45834	8.02335	11.05694	0.19109	25.29650	10.18272	111.50861	8.97856	32.54278	10.06167	6.71354	9.80357	7.84658	1122.96836	5.91512	0.00000	57.17671	8.78758
48.32161	10.11312	10.23424	0.23840	33.63887	8.01879	-69.08333	8.05617	-16.25	9.61334	7.52732	25.45305	9.27359	1118.78711	7.02437	0.00000	61.55864	8.08592
59.25665	8.16742	11.60347	0.37119	46.14760	9.61391	104.64992	6.94111	14.64056	6.66452	8.81713	17.53360	7.81149	1066.56445	7.74236	1.00000	84.14975	9.03927
56.91524	10.52327	7.93155	0.16415	49.67665	7.97498	51.0193	8.16433	35.6803	6.48009	7.64653	11.40778	9.87108	1081.34189	5.74569	1.00000	47.19196	8.13944
62.05227	8.19670	11.14225	1.33320	58.64059	13.55885	15.07041	6.66604	37.49223	6.26961	8.98506	1.48007	9.08723	1196.89734	9.57514	1.00000	43.78195	6.71601
55.31925	6.82267	8.82759	0.35359	53.04588	9.13878	19.91667	6.50488	-11.78333	6.72441	8.67311	9.98721	8.30524	1053.62971	7.71619	1.00000	53.68909	8.30809
48.34736	6.89777	10.77765	0.35903	45.70947	8.91090	-77.03116	8.91098	3.8801	9.85289	3.41438	20.79591	10.68598	1060.94945	7.49340	0.00000	42.54719	6.78306
49.64593	8.92725	10.79888	0.34809	50.93132	8.25611	38.01667	10.08131	11.85	7.01596	10.81732	12.99806	9.33087	1164.67804	7.19708	1.00000	50.00086	8.81472
58.16864	8.71765	8.08911	0.16875	36.55497	7.04521	46.04833	8.84497	51.40944	7.65734	9.06846	12.11155	7.47216	1162.59544	6.15385	0.00000	41.20906	8.43707
49.66189	7.56475	10.69525		55.07982	10.12480	37.92792	9.10150	53.93361	6.91124	6.27682	18.30161	7.85684	1177.10877	5.70330	1.00000	68.81568	9.18119
27.67945	10.02387	11.98812	0.21718	57.26149	7.30579	-76.72803	6.70485	39.32288	10.64439	5.49754	3.61312	7.76020	1119.65446	6.58170	0.00000	31.63870	5.91477
77.90069	6.37760	9.67874	0.16387	30.23794	9.41916	46.5813	8.73814	54.8421	10.19679	7.16209	29.99447	8.09016	1169.38293	6.68160	0.00000	33.91072	8.69108
46.26855	8.01196	13.02035	0.25099	57.96611	9.52020	-82.61573	8.46871	41.24255	7.58070	5.84059	21.89344	8.75915	1089.74794	7.03231	1.00000	55.30831	8.25680
57.56613	12.05593	7.88240	0.16228	65.89304	8.13206	14.01481	6.55442	42.67164	8.53408	9.76404	16.78767	7.43015	1135.47338	7.16055	1.00000	52.18150	8.45525
27.67191	9.15580	10.70743	0.74344	55.13257	9.63432	57.3552	9.30954	51.4781	9.23607	12.31196	29.27147	10.07841	1078.14405	8.94141	1.00000	32.37315	8.94160
41.63385	5.63800	8.03578	0.16935	81.03141	10.12557	111.73861	7.52204	35.20889	7.98851	6.82261	13.82408	8.23676	1177.15684	6.02629	1.00000	68.01211	8.28399
46.77877	5.89822	11.50456	5.00084	36.86632	6.12896	102.3278	7.53780	2.2139	7.93677	10.21979	13.69381	7.36795	1067.82444	10.98401	1.00000	71.26290	7.84214
67.68814	7.66251	10.09417	0.87700	54.52029	7.77505	-5.682	6.63475	5.84752	6.56012	10.53082	15.71444	9.24913	1110.00745	9.08060	1.00000	55.41937	9.37919
47.67252	6.90089	6.49947	0.28928	45.99862	8.22285	5.55575	8.33273	46.67535	6.75981	9.59637	28.78077	8.49712	1130.09617	7.26696	1.00000	43.79664	8.32206
82.49804	6.51555	10.21616	0.10801	55.51910	9.31292	74.12286	8.24680	30.76468	9.31175	6.39844	19.82430	8.32830	1067.41295	6.01764	0.00000	77.61105	8.76612
42.06490	3.24650	6.26765	1.15621	39.02288	10.32087	-81.26367	7.20541	28.90054	8.42666	6.63440	16.49205	8.88938	1077.45374	9.41958	0.00000	75.91111	7.49132
62.11711	7.04278	6.60295	0.43901	69.13788	12.79474	-0.45877	6.12009	46.32313	10.16250	11.99403	18.67898	7.05214	1080.39273	7.90336	0.00000	68.10347	8.05925
49.82399	7.09084	10.29496	0.13703	58.71390	10.19200	71.21169	6.90580	21.59983	9.18062	7.49034	14.34766	8.81086	1135.77230	5.26103	0.00000	60.27022	8.04247
57.03496	6.61498	11.76993	0.16292	61.80626	11.80936	-87.65644	9.34122	41.80753	8.31086	5.85530	20.75032	9.14612	1050.40337	6.65223	1.00000	57.57953	8.09933
48.52243	10.82570	9.93924	0.31966	52.19676	8.24640	15.28318	9.11760	-4.26613	11.28068	7.69191	22.15523	8.83077	1090.79591	6.67615	0.00000	44.38422	8.81719
32.62189	6.79304	8.05579	0.25926	72.08009	11.83107	7.20769	10.15110	50.80019	10.58979	7.41323	12.79126	8.28928	1101.45935	6.76766	0.00000	49.58970	9.28325
30.25700	9.57874	7.16494	0.52030	35.60900	6.85670	128.63083	7.32599	36.82167	9.50263	8.63397	6.34737	6.77133	1123.25224	8.35296	0.00000	53.10848	8.26038
62.19469	10.73593	8.49711	4.25918	42.48587	6.29884	91.61356	11.21704	26.44931	10.50550	10.54342	8.86979	8.76225	1082.37396	10.79842	1.00000	65.65164	9.10167
61.09949	9.29124	10.90888	0.18432	21.68314	10.37867	101.96857	8.26105	4.88441	11.45315	6.47462	26.31718	7.86784	1165.56170	5.18990	0.00000	66.54043	5.53016
52.31725	6.43030	7.20479	0.27593	31.91776	11.56290	30.79165	8.63760	-27.76952	10.19814	8.56107	20.33290	9.27011	1177.52491	7.09079	0.00000	51.57833	7.33393
67.95928	10.93310	8.63005	0.19489	66.47268	8.80013	3.39467	8.36227	6.45407	11.10769	9.46428	25.16622	9.01643	1096.16902	5.25501	0.00000	90.32069	9.04037
37.37490	9.16382	10.42558	0.43714	44.52171	6.92520	30.79165	7.36565	-27.76952	6.98579	10.56396	18.92926	7.21120	1149.39607	7.93406	1.00000	53.42277	8.03110
65.64242	9.87224	8.44142	0.67795	60.97939	10.38279	-73.97069	8.52260	40.64621	7.21568	11.82104	11.05931	9.57687	1117.53850	8.63701	1.00000	48.28705	8.66351
48.22198	6.04911	7.37456	1.01206	50.24800	10.84318	125.21972	7.40414	-8.99167	8.61964	6.58104	6.44857	6.78853	1074.25694	9.22141	0.00000	52.77086	8.88090
47.75437	13.86202	8.17094	0.14762	54.63705	7.45208	-120.00865	8.88379	46.32374	7.25944	8.89108	17.78987	7.86146	1171.94312	3.62539	1.00000	42.31641	8.02116
39.40856	7.64193	10.84085	0.20780	37.29068	8.27142	86.79271	8.32807	25.92127	6.80962	4.88233	23.48076	9.39432	1107.90381	6.11043	1.00000	35.19849	9.04408
56.01374	6.36415	11.28893	0.20108	50.39430	11.67802	-116.56346	8.73788	43.54072	8.75564	7.31192	17.85027	9.59379	1109.61763	6.53422	1.00000	42.37093	11.24232
39.83478	7.79256	12.13715	0.23938	76.26364	6.77087	10.5511	8.38389	52.47774	5.96495	10.86900	11.35939	9.82858	1104.77900	7.14590	1.00000	46.66374	6.72191
59.46521	7.09386	8.40368	0.42278	76.30885	10.05684	28.88222	7.65272	40.37528	7.32299	8.53569	12.16467	8.23933	1082.60269	8.16857	1.00000	54.73247	9.19164
51.16945	9.33547	12.62032	0.17277	55.73820	7.56964	122.05228	7.55782	37.19723	9.25580	5.30619	1.90557	8.26695	1146.62366	6.55898	0.00000	47.81306	7.18809
35.41914	11.26478	8.36979	0.52116	64.19476	6.36592	130.94098	7.38259	33.3213	9.44490	9.12916	49.20355	9.05243	1083.76395	8.43188	1.00000	67.18746	9.40023
46.53744	10.53115	7.67694	0.17380	51.09963	4.25564	-63.90389	9.85622	-8.76194	4.03421	6.30161	18.78966	9.03402	1107.41920	5.40184	1.00000	67.06013	9.88910
41.83567	9.52693	9.29035	1.83030	37.39929	5.75375	34.4587	9.05468	-13.7804	9.75038	5.81940	25.32638	8.68318	1176.55752	9.96472	0.00000	44.99059	8.29441
37.58971	5.78674	9.82887	0.20911	65.45681	10.17938	-5.682	8.72174	5.84752	7.55380	5.41411	-5.49027	8.79883	1116.15489	5.36835	1.00000	76.02443	9.38008
47.32559	8.70615	11.60749	0.22267	66.75378	9.10132	-96.72365	8.64354	17.06542	5.61582	11.52774	10.90349	7.53831	1110.98694	5.81140	1.00000	59.59006	9.84251
36.31094	8.20716	8.79656	0.66370	45.08587	5.15231	-1.325	8.67519	38.47917	5.79270	7.58642	36.87016	8.94368	1142.46337	8.77065	1.00000	35.16113	9.70019
33.47290	11.09439	8.61889	0.69484	61.76160	6.86543	38.2739	7.86211	46.7055	12.02351	7.27633	34.48344	9.43107	1093.45161	8.83665	0.00000	67.83455	6.59321
28.07853	11.55816	8.99575	0.17928	39.52029	8.42499	5.58472	8.09268	52.14	5.80370	9.17426	11.57539	8.45931	1106.11069	4.09473	1.00000	40.87203	9.41072
50.72315	10.48787	9.78260	0.15216	28.58125	9.26667	-5.22126	9.25304	33.43443	10.34884	9.04085	14.60194	10.40558	1133.69556	4.85104	0.00000	33.81265	8.89100
65.79212	6.40323	8.51005	0.24462	63.64965	7.13260	37.56667	6.22575	55.85	7.49627	7.49660	18.04956	8.76648	1116.95249	6.69906	1.00000	51.30692	6.55897
51.07709	8.14220	11.06672	0.34907	67.60992	10.19661	74.80555	7.96144	34.08565	6.16879	7.35251	22.49748	7.55025	1163.37491	7.86042	1.00000	44.48687	9.42862
80.11338	10.20845	9.50563	0.15033	63.76214	8.19094	5.2875	7.50173	51.65333	5.12858	9.76477	8.37009	7.82456	1172.67790	5.22488	1.00000	44.11669	8.24321
41.93764	6.66756	9.63672	0.53899	55.94545	8.35603	-72.86843	7.21347	41.27621	4.84675	9.48283	17.22312	8.58197	1096.03694	8.46769	1.00000	59.65795	7.53632
72.52056	11.13538	9.44544	0.17420	42.80111	7.49099	99.1625	8.05887	3.3285	7.09887	9.77556	18.12971	9.81231	1146.03271	5.90798	1.00000	37.55826	9.18587
66.93828	8.21616	12.99335	0.19238	53.06260	10.46882	33.2525	7.96495	57.97472	6.99951	4.75181	10.09279	7.85869	1058.10596	6.32622	1.00000		9.05768
45.11027	10.05082	8.88955	1.88129	61.24353	5.28592	10.5511	9.95777	52.47774	11.67891	5.60852	25.78304	8.67788	1128.52660	9.95545	0.00000	54.34807	8.34921
45.09214	10.68948	6.22950	0.67057	60.87700	6.83531	3.47717	9.00977	36.76639	6.45726	8.44574	7.54117	9.59055	1139.66950	8.78374	1.00000	42.75290	8.70383
59.42512	9.17677	9.23851	0.16605	69.98124	7.10873	139.55722	8.98335	36	3.48577	8.40862	15.47674	7.21990	1052.24927	5.13837	1.00000	57.88125	6.60219
37.36111	8.96613	8.52808	0.48493	64.93912	6.80886	-37.03861	6.20950	-10.90889	5.69977	9.03400	21.68385	7.63573	1134.58200	8.13366	1.00000	51.85277	8.80637
27.71415	10.84769	8.93262	0.18622	55.82566	9.34162	-97.03285	8.63822	47.92526	10.28190	9.86323	10.44392	8.67175	1148.93688	4.91091	0.00000	39.86587	7.28508
42.20233	8.13658	10.45648	0.31815	42.21763	9.67994	-82.61573	8.72632	41.24255	4.93499	11.53380	10.67013	7.90481	1117.57730	7.07436	1.00000	51.59651	8.39188
52.17242	9.38566	10.36435	0.43081	42.29875	6.47717	18.28333	8.41157	59.33333	7.68815	9.98766	26.97319	8.92279	1051.84573	7.88589	1.00000	51.58345	8.28698
56.18797	8.58311	8.69240	1.28759	61.91969	8.64639	-0.76773	8.89622	38.38479	7.82778	10.03053	9.97475	6.70645	1121.87423	9.52442	1.00000	25.66486	9.24030
30.89298	8.21651	9.82834	0.37398	66.16601	9.62411	5.03586	7.85468	43.83125	6.12138	6.65514	9.06769	9.41284	1161.91819	7.75673	1.00000	55.22742	9.05696
27.76002	8.90320	11.64499	0.48842	34.05258	9.70671	14.01481	8.29576	42.67164	5.84917	6.61626	25.39904	9.65579	1073.16577	8.53594	1.00000	38.59216	8.61973
47.68143	8.89068	9.91697	0.22307	54.99437	7.51671	-76.43941	8.34006	39.33427	8.04249	7.90298	22.05798	7.94421	1070.83168	6.08467	0.00000	48.72646	10.80294
75.60581	6.76670	8.20270	0.30976	35.45011	10.32176	33	9.92688	-2.68333	7.24832	9.52069	12.49393	9.32893	1096.55849	7.88876	1.00000	66.17736	9.44530
51.40187	7.29865	11.33818	0.21684	66.27380	13.57875	1.6	9.30454	43.11667	7.41601	8.66319	10.69488	6.25156	1162.64482		1.00000	75.51799	8.80235
47.63816	11.03376	9.16292	0.49506	51.61714	6.98288	-0.76667	7.70828	53.38333	11.69341	7.01292	22.81083	7.80113	1081.31392	8.44998	0.00000	42.30700	8.25422
54.84162	10.25828	9.88550	0.21235	49.06714	5.65555	69.67639	8.43381	41.29444	6.29857	8.61163	11.25528	9.14055	1063.64075	5.83187	1.00000	59.68020	9.67081
49.23040	9.53853	9.30195	1.00017	59.50047	10.23309	-77.37331	8.87485	37.60876	5.64810	8.42849	18.84312	10.03662	1150.57002	9.32591	1.00000	81.53350	7.97648
47.19597	6.32946	8.29551	0.14143	51.95872		112.23109	6.59632	-7.57897	7.90406	6.68160	7.90236	8.80434	1177.99503	6.09677	1.00000	49.10676	7.97461
62.03721	6.30781	9.60770	0.20494	59.87144	9.31629	46.04833	8.87510	51.40944	8.96609	6.68837	26.98728	7.74091	1071.42674	7.01001	0.00000	36.17171	8.86737
56.57929	11.53063	7.13886	0.29120	43.97634	7.79465	-105.36369	8.22985	22.49396	12.44167	9.41314	9.95757	9.03507	1142.74353	7.39175	0.00000	73.90734	8.88924
33.38961	6.42826	7.78927	0.26593	53.60444	11.02237	99.1625	10.02664	3.3285	9.75855	6.36693	9.48856	8.89663	1122.37081	7.33222	0.00000	64.55214	10.13994
61.19957	5.67043	7.26384	0.21174	62.54894	9.11200	-58.44417	8.73049	-3.14306	7.57125	6.39031	20.46813	8.26536	1166.08470	6.01503	1.00000	50.17639	8.42793
50.58738	9.88762	6.77815	0.12511	49.72933	7.55780	121.06761	6.82509	12.35275	9.53266	10.19309	20.78379	8.60244	1111.09182	5.86943	0.00000	55.02631	7.70314
51.17320	7.20792	9.40200	0.39134	82.38459	10.33919	107.60389	8.28684	-7.01833	6.90540	8.00233	28.29133	8.32364	1117.46605	7.71784	1.00000	44.62925	9.09677
38.19691	12.38776	10.26243	0.79013	40.73451	7.37062	-66.8499	8.75357	18.03496	11.29520	13.09517	8.45973	8.23817	1078.58204	9.00218	1.00000	57.64282	8.42643
51.84461	7.32668	8.30125	0.39731	50.13142	8.91407	-2.09814	6.79264	57.14369	6.56332	7.79875	1.24323	8.59550	1195.50516	8.07443	1.00000	37.22552	6.65668
44.90177	10.43426	11.98960	0.25442	57.96050	8.06841	29.41824	6.50317	45.99194	11.18864	5.61656	5.61370	8.30822	1140.92104	7.25429	0.00000	44.96335	8.39472
56.21634	11.42681	7.99823	0.32697	51.05045	7.98005	-35.03333	7.51459	-8.28333	8.08866	9.60814	7.00704	9.54025	1190.11346	7.36949	1.00000	38.68878	9.53567
46.02739	6.22259	10.36286	7.01334	65.18316	5.21961	-65.61427	10.61974	-27.4338	6.90405	9.69775	20.52159	8.53132	1075.24400	11.32914	1.00000	63.06172	7.35909
47.89524	7.09079	9.45349	0.19015	61.59887	8.24678	48.87498	8.50051	38.45598	7.11851	6.73248	0.89472	9.76628	1177.86094	6.20907	1.00000	54.88685	8.43537
62.01332	10.57523	10.74537	0.14155	77.63848	10.51089	-75.87877	7.36328	5.6561	6.84404	11.39222	-0.97466	8.08553	1138.90510	4.55475	1.00000	72.20191	7.60381
61.30435	11.16280	10.18327	0.19275	65.88363	7.56143	-42.19667	8.82695	-21.41222	6.68532	10.27438	21.26038	8.71352	1095.87802	5.15516	1.00000	48.83546	7.95488
35.51724	10.89458	11.09639	0.20371	48.19564	8.39554	97.01124	7.85080	17.30858	10.89218	7.89911	9.79239	8.50317	1071.59921	5.06060	0.00000	61.26272	9.18787
64.69999	7.31837	10.34988	0.23191	51.51134	9.93472	60.8019	8.84404	56.9083	6.78361	7.14691	20.66919	9.03671	1147.36116	7.05490	1.00000	47.34312	7.42487
48.90364	11.08387	9.29520	0.34544	69.30770	7.57019	73.66633	8.12113	25.92493	11.84291	7.43600	14.79983	8.78698	1140.33383	7.81590	0.00000	48.84824	7.90488
53.72154	6.67571	10.95057	0.17527	38.35464	8.74378	-74.07764	6.26487	40.72816	9.48340	4.68367	6.92099	10.40810	1118.60079	6.71963	0.00000	39.23199	8.31684
81.49424	10.34042	8.65652	0.10768	44.75305	6.68607	27.06365	9.88286	50.18545	5.73696	8.40965	18.91623	9.41930	1103.28261	6.05167	1.00000	33.38410	9.57592
62.14431	10.58630	9.54372	0.29221	33.18755	3.59704	-89.64066	7.95419	40.56754	9.24308	6.58886	2.28372	8.62501	1161.68295	7.11438	1.00000	23.81179	6.80712
32.77650	11.64641	10.40290	0.14604	50.65491	8.96671	9.00472	9.74528	4.2475	12.04597	8.44178	9.31279	7.53346	1088.11894	4.88078	0.00000	94.57806	7.44511
64.68059	7.31073	8.16130	0.35414	74.21314	10.90884	-87.70172	6.58725	41.72059	9.85929	9.79964	18.01544	7.75064	1050.30461	8.01926	0.00000	34.03306	7.08492
49.73752	11.32487	10.90900	0.18698	34.65544	9.23816	-61.4867	8.11473	-31.25033	10.94614	8.03174	5.33012	8.42163	1096.47014	6.12042	0.00000	46.54870	8.28693
58.01114	9.29433	9.96895	0.26145	51.12177	6.80582	139.6853	8.38430	35.815	6.76150	9.82709	9.34964	9.91522	1099.27526	7.53542	1.00000	43.26053	8.59280
32.30703	8.23050	8.52857	1.06066	46.58366	10.41309	4.08282	7.12720	36.61954	6.00297	7.80582		7.19340	1166.20447	9.23543	1.00000	42.09317	8.58487
53.12224	7.28919	9.58886	0.24079	46.39696	10.67908	-121.74052	7.63429	38.54491	10.27937	8.34806	13.37774	7.15264	1108.43326	6.51262	0.00000	68.40925	7.42981
47.00033	5.60477	8.83105	0.16915	60.00673	10.71735	-52.2	7.85586	-28.44917	8.80114	6.89459	4.14770	8.68230	1133.88416	5.43885	1.00000	69.13255	9.35822
57.53384	5.73605	8.84371	0.12086	67.81105		6.83042	7.72824	6.15038	8.98155	6.12359	-0.39677	8.59443	1149.00986	5.24185	1.00000	75.48412	9.29581
27.18171	7.37787	11.32179	0.27745	52.97122	10.72859	123.17306	7.96707	41.27194	7.43276	5.97477	19.39658	9.85934	1052.06018	7.22266	1.00000	42.92024	8.47502
61.94822	10.66426	10.70211	0.20672	71.26026	5.80789	-70.6996	9.35198	-33.59217	8.56734	10.01277	16.54056	8.02521	1164.36977	7.05399	1.00000	53.72666	8.94255
55.18721	7.27744	11.34628	0.25753	27.72969	7.46656	113.82465	8.87792	23.29549	3.17715	12.08812	2.68910	7.59864	1085.38580	7.60955	1.00000	59.04241	9.25591
41.98112	7.55277	11.32925	0.38402	12.24741	8.91563	13.44275	9.00034	38.07789	9.24567	5.28819	5.29884	7.79275	1063.23051	8.01921	0.00000	53.34131	9.05206
57.78156	10.30581	13.08705	0.14632	58.35917	6.47827	78.55757	7.44525	17.34769	6.66664	12.87733	20.89341	9.77813	1101.46093	5.70997	1.00000	45.87695	8.44584
65.09569	10.75675	7.05095	0.40073	43.50180	7.96095	4.25633	7.34047	51.21187	10.07957	9.76898	16.46420	7.70531	1056.67342	8.23590	0.00000	41.01545	7.01052
47.79296	8.21966	12.71076	0.52985	70.69656	7.64124	107.60389	9.15341	-7.01833	8.71612	5.17498	14.73132	7.77190	1054.90840	8.36208	0.00000	52.33127	8.76335
63.23271	10.02195	7.07016	0.13591	56.29016	9.14007	-9.24671	8.42982	38.72706	9.10839	11.49180	20.60689	9.99390	1112.25760	4.78856	0.00000	38.62595	8.72111
63.98816	11.20512	10.19406	0.27058	45.04062	8.67387	-95.63079	7.16845	31.76212	11.25973	7.73494	4.84281	6.99097	1178.91876	6.66362	0.00000	83.38801	7.35782
54.67561	9.31331	11.88462	0.35385	69.87437	6.01140	139.55722	6.43928	36	5.60711	6.33885	7.38279	7.18564	1163.48905	7.93970	1.00000	68.59534	11.06275
32.90350	7.00968	10.38083	0.20981	37.78686	8.73942	-79.62098	7.22582	9.15093		8.94749	17.42962	8.86947	1135.79920	6.21427	0.00000	51.31298	5.82147
33.17643	7.31958	8.78790	0.54698	69.79007	10.66183	69.49015	6.85824	56.11281	6.42270	10.03805	3.69614	7.39232	1101.55009	8.44029	1.00000	44.98942	8.82327
47.70561	9.93198	8.42480	0.23329	44.33095	4.57835	126.665	9.32585	36.6009	5.09286	6.58307	17.18247	8.70988	1131.54430	6.01804	1.00000	66.27783	8.20854
66.53643	7.04827	11.93921	0.25866	43.16324	12.10749	8.63333	9.09314	52.2	8.07328	5.71928	18.94430	8.64261	1163.38836	5.04264	1.00000	60.52290	9.47460
27.36178	11.52043	7.16265	0.31211	37.64663	7.41896	-96.39774	10.49196	30.16688	7.57785	8.47404	23.50536	7.59528	1082.22971	7.20014	1.00000	63.61873	9.99488
57.05287	9.57175	7.81494	0.72926	51.23433	6.35119	10.98461	8.45536	48.35693	9.78803	7.55657	8.19093	7.89756	1140.11684	8.90851	0.00000	34.14052	8.98418
45.43445	6.79148	9.45066	0.25003	24.97962	9.62337	-117.23991	6.88792	47.64995	9.72510	8.47325	27.12221	7.64939	1192.91454	6.63769	0.00000	57.31383	8.33068
52.54122	7.51881	10.52721	0.19396	48.50426	5.12186	13.57661	8.66386	37.31065	4.42197	8.75848	28.44555	9.23242	1072.77772	7.41070	1.00000	54.15496	9.45789
55.79071	9.13487	9.56776	0.26486	34.57474	6.81541	18.84	7.55718	42.28639	8.94670	7.42971	18.63264	7.77400	1072.02541	6.45292	0.00000	56.59305	7.13445
52.94579	11.69016	11.46312	0.16312	61.51236	11.46042	-2.16	10.05656	34.31	9.32260	13.05603	11.75327	8.59796	1119.96251	4.95351	1.00000	37.71528	10.53126
23.11729	8.55293	10.69977	0.91297	56.42274	9.77912	-66.8499	8.53054	18.03496	5.79660	8.32994	30.49306	9.48455	1075.53271	9.07229	1.00000	62.55772	9.57335
55.80620	7.38311	8.69490	0.28573	48.00494	9.95499	123.33471	8.27267	8.56697	6.99491	7.99871	20.36247	9.57284	1128.03779	7.56695	1.00000	47.85364	9.00344
39.20822	7.73761	12.52359	0.81677	71.74547	7.87884	-73.25383	8.71599	-3.74912	9.63783	4.69377	30.21751	9.36653	1094.78056	8.96552	0.00000	45.34996	8.35059
45.95685	5.38675	7.74734	0.43519	49.00710	10.90952	15.46667	8.51276	47.05	9.94559	8.27432	17.18917	6.98484	1166.41681	7.93711	0.00000	71.41299	8.87257
75.86719	11.18515	8.99020	0.25095	19.28006	9.99284	39.85331	8.42939	57.30185	7.86673	11.64055	2.13040	8.07880	1141.83369	6.98069	1.00000	38.27133	6.78178
46.98497	5.92478	9.77260	0.13871	33.35705	9.25613	86.68363	7.08439	23.49668	8.42430	6.25086	23.25168	5.57620	1169.96866	4.24852	1.00000	21.27966	7.99084
58.45622	7.35722	9.65045	0.26251	30.43816	9.56473	4.62744	8.83534	36.06386	10.61541	7.31342	29.26734	9.12691	1094.35720	7.35637	0.00000	68.41033	8.96029
51.67119	6.86258	9.99523	0.26270	61.31944	8.70631	39.85331	7.61464	57.30185	8.09535	7.68403	10.16532	6.50223	1154.94107	7.14065	1.00000	70.63667	8.81312
31.16000	6.76193	10.84397	0.15511	31.73300	11.92304	-82.00919	9.32980	23.04419	8.41191	4.58896	0.92254	6.85260	1161.38066	5.22664	1.00000	30.15802	8.72706
50.21691	8.57545	9.75919	0.17616	51.67552	7.43283	145.13643	8.40537	-38.16604	8.68152	7.91015	22.16827	9.02699	1086.73227	4.78599	0.00000	43.38213	7.38833
30.79284	8.77473	10.10731	0.55318	54.28186	7.45265	43.38531	7.18784	9.89206	5.21695	6.82935	12.43528	6.72877	1116.40618	8.48569	1.00000	48.87102	8.29174
46.96369	4.55861	5.96735	0.48396	43.58326	11.80367	-95.44744	8.62045	29.53885	9.65180	6.49902	11.91150	7.68926	1155.14252	7.95619	0.00000	38.29469	6.40197
62.46688	11.56454	10.14907	0.24169	54.68276	6.09857	72.93924	8.41470	18.87813	10.10316	8.81393	12.63188	7.62629	1116.89497	6.43454	1.00000	43.78857	8.46234
65.07637	10.40265	12.51070	0.28981	32.12244	6.32547	12.6723	9.63975	41.72063	11.11007	4.89871	27.05718	10.40687	1197.22625	6.85923	0.00000	49.38078	8.93935
44.18709	6.66608	10.31589	0.16177	35.48141	9.58305	-15.58602	6.98960	27.76056	9.44663	6.89053	17.64030	9.41115	1056.01198	5.48610	0.00000	65.30673	9.26598
42.74262	6.52931	7.99090	0.16726	41.24728	11.20354	-97.92977	7.53068	38.06084	9.91854	8.84280	21.14173	6.60025	1092.77281	6.45104	0.00000	61.92684	8.52179
48.41712	7.15915	10.68443	0.44237	35.10831	5.61871	139.55722		36	6.68202	5.42963	14.52854	8.78187	1185.40009	8.21015	0.00000	55.73361	8.74807
46.79611	11.30995	10.38292	0.21032	53.67081	9.31253	74.85849	9.12917	31.28092	7.59475	12.05180	23.84006	7.26894	1057.36290	5.89307	1.00000	55.73270	8.41715
51.01449	6.92040	9.35503	2.37138	56.08352	6.36995	120.03308	8.61363	28.88162	6.34456	9.22453	7.43396	10.11733	1162.88483	10.21950	1.00000	63.37234	6.93467
42.04491	6.38315	9.30480	0.13179	92.21618	10.22047	-105.11221	8.09972	39.57582	7.80900	5.71370	12.11801	8.37595	1150.91525	5.53813	1.00000	76.26369	8.16631
65.79063	6.50412	11.64138	0.09466		9.32762	42.54536	8.74709	-0.35817	7.79884	6.77449	15.42668	9.23744	1194.77561	5.54786	1.00000	53.04853	9.27765
49.11215	11.12720	9.33853	1.10240	64.42730	7.60814	104.64992	7.83841	14.64056	11.92637	6.78334	26.91572	9.35239	1089.29190	9.38074	0.00000	70.83515	8.15131
32.75262	10.29386	8.93757	0.29815	64.94387	8.56865	-15.6	10.48109	13.56667	7.60143	10.20702	17.22450	9.61654	1077.07119	7.48319	1.00000	61.21550	8.55245
67.28170	10.33148	9.78103	0.18291	46.73469	8.87700	-75.87877	7.09511	5.6561	9.23889	8.70879	14.11475	8.99597	1058.44113	6.35750	0.00000	38.06110	10.33926
53.31900	7.34020	9.33292	0.17877	41.25218	7.91541	34.3869	7.55036	11.8659	7.03074	7.54556	25.50047	8.47741	1094.96409	6.99174	1.00000	55.46861	9.02325
42.83226	7.70343	9.66572	0.31055	45.44607	8.21566	-61.4867	7.70317	-31.25033	6.67146	4.09627	18.33953	9.40812	1152.29914	7.30871	1.00000	37.45479	6.24480
56.94591	5.73102	12.02241	0.25411	60.99097	7.69201	-91.06177	9.59935	33.41012	10.37262	5.32289	11.59843	8.63714	1101.25775	6.79040	0.00000	64.20813	9.78067
