C2H3NO5	PM2.5	CFCs	CH4	TEMP	PAHs	PM10	Pb	longitude	latitude	SO2	warning	PRES	O3	CO	NOx	H2CO	NH3
3.12246	10.94239		7.73689	18.80578	9.79726	8.66545	45.34442	10.58082	35.72917	11.04627	1.00000	1108.77334	9.19019	11.20920	8.36307	39.45075	7.94425
2.43020	9.16157	57.11499	6.65917	16.51867	11.75945	8.43721	63.21300	-1.06667	53.78333	10.92925	0.00000	1184.29001	13.41709	5.65076	8.38760	34.88702	7.15431
5.32566	6.26699	76.08964	9.42750	20.12841	7.24697	9.42517	51.10715	-105.11221	39.57582	8.73620	0.00000	1174.81137	8.61596	9.83136	9.11759	70.49958	9.16210
6.44477	8.84906	31.70262	7.17742	17.97198	8.85475	9.60958	74.58645	-40.7475	-4.16694	10.93613	0.00000	1181.37467	10.42854	8.11058	7.14059	31.34850	8.98185
3.47037	8.59324	48.27404	7.50636	25.33384	9.49455	8.92981	62.14611	38.2739	46.7055	10.65672	0.00000	1073.05193	8.30611	8.55220	9.90599	51.28311	8.71406
3.16905	10.12901	73.16086	8.76613	8.65845	10.00906	8.88882	34.39896	137.36215	36.75965	9.49251	1.00000	1111.01788	7.07384	10.94306	10.27255	48.23132	7.93006
2.24014	9.48264	40.47909	5.94079	27.06541	7.62342	8.37037	36.95195	11.18709	48.73218	8.08230	1.00000	1127.56205	10.54612	10.90482	9.16584	54.40353	7.10911
2.96930	8.09343	54.47615	7.07689	18.81921	8.69772	8.76268	41.41121	-39.25	-12.91667	7.93670	1.00000	1165.68828	9.91876	8.39252	9.85241	46.27699	9.15855
3.22815	9.70261	18.74055	8.37120	22.29994	10.24667	8.75592	33.01778	43.91385	54.03876	12.37598	0.00000	1114.28095	13.83022	4.22069	9.03478	47.26332	8.69854
3.02463	11.05008	45.83672	6.24824	-1.94471	7.89795	8.65666	42.58045	30.4347	-1.9487	8.42332	1.00000	1068.51607	8.70440	12.04053	8.37175	60.77093	10.22580
8.50260	6.79269	50.34155	6.78064	29.61819	8.81447	9.86222	39.41687	38.94324	44.98901	9.88340	0.00000	1078.40760	6.37251	7.20470	8.01674	45.42307	9.30579
4.37774	7.37566	46.93958	7.06208	2.15611	9.93081	9.15152	66.38471	-1.325	38.47917	9.48980	0.00000	1132.13695	9.46652	8.18994	7.90899	40.89786	8.08252
1.01511	11.50614	38.09929	6.24327	32.41568	5.82705	7.33074	42.26067	-52.35558	-14.66463	3.16425	1.00000	1175.56544	8.13424	10.23158	8.83685	32.81055	9.46292
1.78506	10.92964	45.26685	7.66414	20.96033	9.74655	7.95277	52.76218	-100.44843	20.74122	9.97136	1.00000	1070.74621	6.85705	10.80256	10.48777	47.10611	9.05141
2.54739	7.01533	56.43239	8.32459	13.52367	10.77992	8.65726	49.82281	-1.325	38.47917	9.78238	0.00000	1070.68520	10.91359	8.48119	7.74652	31.85063	6.93034
2.76984	6.35012	46.50005	7.61217	17.15519	7.91722	8.73181	62.34098	-73.75335	45.4473	9.47469	0.00000	1117.81243	7.02538	10.15812	9.46018	69.81153	8.32470
2.34456	10.91439	38.60214	7.35770	8.89040	10.08720	8.43874	25.69467	34.37389	40.1675	9.17020	1.00000	1101.17279	5.97829	10.25997	9.74843	62.86074	8.69377
0.94416	8.39881	57.87593	6.91364	17.48026	8.33947	7.31586	37.32296	-1.4001	7.06273	8.13578	1.00000	1130.50914	9.73906	8.89842	9.62766	42.87546	
4.32724	8.41568	62.68107	6.68805	5.20579	7.95114	9.13478	69.50312	88.28637	23.07492	10.32216	1.00000	1063.09960	11.30324	10.79833	9.06069	36.25534	7.80901
1.80917	7.04337	59.42052	7.88790	7.36628	10.87518	7.88289	66.55394	69.67639	41.29444	9.81274	0.00000	1126.17133	10.60323	7.77898	9.15755	66.89859	6.28524
3.56301	10.47187	71.33440	5.62813	36.63748	11.25071	8.89017	62.96346	20.91361	41.92361	11.94779	1.00000	1183.14602	8.97335	9.30577	5.48969	41.49206	9.35524
6.68793	12.01229	41.78838	8.90836	13.08103	10.10963	9.61100	43.48742	122.22833	40.66482	9.23356	1.00000	1151.53745	6.48986	12.24638	8.62619	47.45886	7.75355
10.76897	8.74735	64.64988	8.50003	32.31214	6.73277	10.09902	26.76377	11.34046	50.72043	8.48486	1.00000	1195.90985	9.48312	9.25063	9.32115	62.39572	9.87150
4.25193	9.41382	44.22304	7.85558	12.54682	6.45394	9.13771	34.60464	10.03988	53.6052	10.66724	0.00000	1085.03933	6.11922	6.72240	9.23034	67.82639	8.04688
2.85358	6.67725	18.99813	8.64196	14.13389	9.60252	8.82770	54.89484	-116.21677	33.7207	8.85984	0.00000	1080.54453	11.36375	7.36966	6.92259	40.84975	9.08132
1.69847	8.88102	35.17257	5.52264	15.50603	10.03874	7.62507	45.79323	123.17306	41.27194	8.94511	1.00000	1143.08072	10.37396	10.17883	8.68049	34.05366	7.26612
1.29869	9.92418	33.57701	8.22490	17.99057	6.91297	7.30861	77.24410	51.49621	36.64852	6.75216	1.00000	1166.14914	9.17784	9.28685	11.11295	51.05437	7.13087
1.58665	9.59819	24.26532	5.87728	0.21612	7.53088	7.97478	76.49581	3.55665	36.72544	10.17270	1.00000	1087.18641	8.21130	8.89374	8.03837	41.50407	6.93199
0.89182	6.39753	47.18044	8.32314	16.60479	8.86654	6.73518	84.33046	5.4584	43.32393	9.34644	0.00000	1100.39501	5.67895	9.46496	9.48866	30.32756	9.78481
9.98333	11.13474	56.15180	7.95303	28.58146	7.27380	10.07142	40.34226	73.38333	31.71667	7.90576	1.00000	1172.65476	11.47754	11.25209	9.52310	61.01018	8.81754
7.31472	10.02945	54.18885	8.66971	23.50819	6.90498	9.72730	59.86250	18.69303	12.18441	6.15870	1.00000	1068.43135	11.71296	8.74506	8.53521	64.16090	7.48774
1.43925	7.62161	49.42890	7.62276	-5.68691	10.45845	7.89827	55.02064	24.6522	60.2052	10.48786	0.00000	1094.50238	8.55428	8.25847	10.17807	37.57908	8.20127
1.42727	7.32564	66.41616	8.34211	3.29788	12.09388	8.03336	47.86388	74.4818	30.21121	10.71485	1.00000	1124.16478	11.08506	7.43013	7.77617	53.83903	9.63997
2.01459	9.09607	37.07974	5.58055	13.37522	13.80788	8.17690	62.92003	6.92917	52.31333	11.44599	0.00000	1086.69797	12.43409	6.24246	10.35395	40.68378	9.85716
5.39015	9.81418	68.41212	8.39312	17.81052	7.71839	9.33305	48.22473	21.32778	42	5.04614	1.00000	1122.41491	11.02339	7.80208	7.71848	45.35629	8.50902
1.04275	6.48617	45.39762	9.34991	12.35947	7.50191	7.84772	43.52232	77.40858	24.05979	11.18964	0.00000	1050.98343	5.35569	8.70018	8.92390	50.91297	9.11882
5.22572	7.64943	64.27719	6.20894	15.04638	5.66813	9.37630	68.88185	115.88782	-32.05251	8.69337	0.00000	1197.60370	7.46758	5.01167	8.18737	51.49368	9.00595
2.77534	10.49470	46.36180	8.81525	26.42515	11.90013	8.56573	70.05938	-97.90308	31.12406	9.50439	1.00000	1094.79118	7.34641	10.76844	7.33543	56.79909	9.38582
1.93638	8.32144	50.49478	6.55066	23.09134	7.92432	8.03046	28.32600	-72.22625	18.57677	10.10433	0.00000	1108.13250	10.92473	5.65596	9.31533	42.23655	9.51867
6.00235	10.52912	57.59770	4.08014	9.34141	8.69409	9.54228	51.11351	-72.86843	41.27621	11.29480	1.00000	1059.84749	7.91803	8.30376	8.93963	70.51286	6.33815
0.80887	10.83040	62.74693	7.10255	22.95679	10.10469	7.06600	58.41362	-82.00919	23.04419	9.93686	1.00000	1090.43650	7.02178	10.16602	7.90671	45.24149	9.46592
1.65937	9.92804	46.50140	4.51899	15.33009	10.38751	7.84641	31.73278	13.58357	-1.63333	11.88301	1.00000	1181.46596	8.23775	8.21000	9.50481	56.16423	8.85648
1.84731	10.71221	41.65774	8.44991		10.41771	7.94085	51.60336	89.20083	55.54028	9.57578	1.00000	1103.35214	7.76616	10.92410	7.18998	76.35659	8.88975
9.86213	13.23619	66.88109	7.80578	24.11942	11.47265	9.98999	55.66882	-48.62789	-17.74431	9.88006	1.00000	1080.34318	7.13145	12.06611	8.23326	36.73306	8.58892
10.95454	10.50194	51.47586	9.32521	27.37415	11.03256	10.12964	22.16436	-0.18333	38.96667	9.18377	1.00000	1164.26085	6.27202	11.41462	8.49300	25.06851	8.68182
10.00104	10.12832	59.13538	6.94753	20.29571	10.43798	10.03229	51.26444	-0.76667	53.38333	9.38292	1.00000	1187.79151	6.45434	9.28927	8.74366	33.66883	9.40416
5.46960	7.63766	39.67367	7.42723	11.11854	8.19841	9.45090	23.40622	-75.64963	40.24537	9.72712	0.00000	1116.25759	8.16434	8.52077	8.11191	34.13796	7.94270
13.74775	9.34788	34.55542	5.83956	15.74247	10.41060	10.37041	55.87287	4.08282	36.61954	11.69898	1.00000	1067.95212	8.68998	8.82107	8.33876	66.57683	8.97324
11.70802		58.43104	10.00678	21.10968	11.18432	10.17754	47.84069	-95.63079	31.76212	9.55145	1.00000	1188.86046	7.48357	11.15382	8.06173	78.74734	7.39597
4.32785	4.77466	61.95158	9.42948	16.45232	8.81680	9.14902	37.28616	12.87117	50.23271	6.96071	0.00000	1061.82164	9.09583	9.26189	6.13989	59.98091	9.24391
2.79807	4.06831	67.03578	9.44015	21.63468	8.64047	8.66508	59.65298	99.1625	3.3285	6.89951	0.00000	1093.68668	7.00940	9.46373	10.57100	24.09889	9.43657
1.20992	6.48978	39.30288	7.79702	5.69121	6.04387	7.31044	43.93378	33.9162	51.67822	9.84496	1.00000	1197.95000	6.97305	7.06968	8.73717	40.61552	9.77228
3.29335	10.85058	39.33959	6.60722	10.37225	10.17391	8.83262	66.26616	-75.69947	8.79577	10.76874	1.00000	1075.46638	8.27913	10.00171	9.24046	54.54329	8.61545
6.19600	6.43749	55.09957	8.34845	12.98517	6.80477	9.52212	48.78127	120.4861	16.0438	9.73445	0.00000	1181.88132	8.62894	6.76766	7.79751	51.31900	9.69912
10.01502	7.37682	62.19182	6.52856	-9.07883	10.27099	10.03303	63.05303	-89.99038	38.58894	9.32337	0.00000	1071.19259	11.38786	4.35595	9.42248	51.58205	9.04458
4.88865	10.16024	65.55424	7.26340	-1.62549	10.30945	9.21721	53.81060	-52.35558	-14.66463	10.74417	1.00000	1198.68757	7.94574	10.18169	10.00015	66.29083	7.78569
7.55272	8.09731	52.20989	5.02262	20.94388	13.15015	9.72935	67.66686	30.38167	59.80917	11.75535	1.00000	1095.04307	7.52486	6.83273	9.19239	64.59344	9.49060
10.43801	11.17102	53.08593	7.91096	14.13830	9.42077	10.09127	53.58598	-69.96533	43.91452	9.54744	1.00000	1076.74725	7.48745	10.92447	7.24426	31.82389	8.02769
1.96948	8.85229	64.80319	7.43965	13.02087	11.61314	8.35935	28.92308	14.34085	40.87363	12.39674	0.00000	1080.22278	9.34395	10.44393	7.45430	65.69401	8.78717
1.79798	8.19987	77.80678	9.29490	8.77150	11.05797	8.23357	70.44580	-34.88111	-8.05389	9.93049	1.00000	1102.51080	7.28166	10.07745	6.04914	66.22857	9.23351
6.35052	10.56958	64.54625	8.19988	8.53970	7.87030	9.59666	28.18412	5.51978	51.44889	6.38105	1.00000	1054.55947	9.44665	9.31572	7.95067	38.66440	8.93716
13.96817	11.52572	66.96310	8.43166	28.03904	12.68515	10.38678	57.40707	-74.73584	5.20856	10.16030	1.00000	1192.00168	7.96592	11.32913	8.25298	45.89600	8.82173
2.41695	9.09864	50.35992	9.56836	4.05807	9.88433	8.04671	52.68450	-74.07764	40.72816	8.88020	1.00000	1168.14898	6.52890	10.66197	8.93470	20.72256	9.64358
1.44026	5.24318	34.37099	6.95178	26.36723	8.45029	7.63717	59.59907	-86.99666	33.45122	8.92935	0.00000	1065.24499	6.92923	8.06415	8.14617	52.20452	7.92359
7.72395	8.10996	49.03976	4.69384	13.75230	13.55537	9.79194	23.48808	78.15794	12.1277	10.16155	0.00000	1199.06815	9.63064	5.65489	8.17892	26.55645	6.69304
1.11105	9.98179	52.68567	6.25219	22.08972	9.45796	7.45832	28.59396	150.99292	-33.75881	10.62360	1.00000	1083.71507	7.82403	9.33333	9.92111	25.68469	9.20557
3.23327	11.91982	42.49439	7.35115	29.79654	10.01652	8.89319	53.87302	-74.73584	5.20856	10.30399	1.00000	1093.22533	7.94083	11.27330	9.91885	68.28312	8.62961
1.47223	10.01109	63.98840	7.94671	8.85315	8.40085	7.88678	38.80603	24.14662	65.84811	5.81913	1.00000	1135.99568	11.54188	8.60113	8.40493	48.11217	7.54408
1.51974	8.83297	51.16905	4.51584	1.87577	10.24535	8.02784	52.23888	76.0586	16.06213	12.81467	1.00000	1160.58036	8.79177	8.00436	9.75198	32.08741	8.20632
1.18591	7.91797	66.83758	8.05441	27.32405		8.00890	40.10194	116.10146	5.90702	9.74920	0.00000	1175.53412	5.25699	7.33641	8.53909	64.20285	7.49635
1.80590	8.36888	34.60623	9.13009	7.46895	9.38501	7.56138	76.21868	-83.48216	42.30865	12.04127	0.00000	1101.79581	9.12179	10.73777	9.98203	62.09333	10.16824
3.11031	11.93447	58.34100	8.24071	18.14870	9.62982	8.68187	35.01565	24.6522	60.2052	8.80807	1.00000	1127.31370	6.46040	11.43373	9.03767	26.20102	8.44548
0.53433	6.93985	43.79766	6.83870	6.80159	10.05423	6.90847	44.41891	-71.06616	42.4251	9.38598	0.00000	1167.93438	9.04475	8.54690	9.02212	24.37391	7.68608
2.96033	8.68484	41.49150	7.56898	11.90666	10.25093	8.66923	23.65603	-75.64963	40.24537	11.91074	0.00000	1146.71903	9.72121	9.12907	6.89183	65.98255	8.96002
7.49347	11.38660	49.68172	6.20865	12.47911	9.39094	9.73858	72.26098	-6.90656	33.92866	10.29050	1.00000	1068.41223	7.84059	10.05509	8.24097	66.40299	10.21506
2.54266	9.62155	68.61271	6.93618	16.01978	8.22926	8.44227	44.69301	-87.70172	41.72059	8.24199	1.00000	1126.99890	10.42374	10.24989	8.88617	53.83347	8.62438
1.11124	8.96611	60.16400	7.44917	15.66972	9.81230	7.33550	45.82257	-65.61427	-27.4338	11.97768	0.00000	1156.21791	7.97275	8.31418	7.55875	54.77755	9.01157
5.92472	11.48567	74.48350	3.44663	16.88738	11.51267	9.50179	32.85123	0.75	52.41667	13.05694	0.00000	1100.30920	10.59351	6.87795	8.85057	59.63966	8.48400
9.67138	7.48042	44.21808	7.02545	12.66168	7.70762	10.02036	50.88731	3.20639	50.74497	9.46275	0.00000	1149.51173	7.91937	6.96221	8.96794	51.27008	7.95419
11.55147	10.49782	60.47950	7.89504	27.85653	6.18023	10.18948	56.25763	-86.99666	33.45122	6.43182	1.00000	1074.94377	12.02891	10.23760	7.95144	39.37985	8.76542
1.78265	9.34482	43.85387	7.64169	1.55239	8.17793	8.16225	55.79879	115.70111	37.73222	10.75936	0.00000	1089.74498	6.47159	7.89744	10.98262	34.40271	8.22834
2.30546	11.43818	48.75435	5.06785	9.50789	9.90423	8.23211	40.75907	72.68533	22.75218	11.46129	1.00000	1070.97904	8.57687	9.52273	7.10809	63.33160	8.78112
2.74562	5.37526	57.37811	7.46178	15.80480	5.60546	8.69546	62.72461	-100.44843	20.74122	11.57443	0.00000	1055.97268	8.54297	5.87289	9.10459	27.94132	7.86603
2.14701	9.12717	47.43104	7.09488	20.46869	7.45062	8.39160	62.36233	105.75635	10.29085	8.90113	0.00000	1188.50485		6.54152	10.69166	36.94389	8.73047
36.20704	9.81480	53.12091	8.86001	11.98000	9.63909	11.36102	53.09306	39.28333	-10.33333	8.61614	1.00000	1176.20771	6.60749	10.38641	9.85693	46.90362	8.04262
5.65922	7.42696	73.00880	8.68525	26.17391	13.00485	9.37873	43.78989	-111.99633	40.65995	11.23853	0.00000	1154.44915	11.43604	8.87086	6.83688	47.15571	9.14198
3.79407	10.44213	31.09377	6.62321	34.04432	8.67031	8.96920	44.47004	8.91229	49.13645	10.25547	1.00000	1153.61676	8.16177	9.78892	9.53891	40.78575	10.04817
1.57976	3.45606	33.95840	7.09539	16.84208	4.93404	8.03637	56.85577	79.883	6.9909	10.41487	0.00000	1055.48427	10.04494	5.97082	7.25129	45.40148	9.17789
2.72353	7.72667	53.50120	9.41555	15.68045	8.50979	8.52534	48.46593	139.55722	36	11.29945	0.00000	1100.75258	10.06855	8.23263	10.02153	60.35961	9.27917
5.69301	8.37523	40.36764	8.06892	26.94848	8.51777	9.45835	52.15857	11.04979	44.59445	8.41296	0.00000	1108.91890	6.46097	9.13477	9.65179	40.19796	8.35754
4.94371	10.08060	44.17974	6.73469	4.16176	11.66440	9.23684	34.20284	139.55722	36	10.51128	1.00000	1183.79691	7.36186	9.26554	9.41856	53.15576	8.23832
2.12209	10.61073	45.30749	7.96618	12.69954	8.25923	8.21530	64.38898	-116.56346	43.54072	6.38054	1.00000	1124.77404	10.86757	9.30489	9.43136	52.54004	9.76846
2.26820	9.59464	62.11377	6.31435	9.97943	6.40890	8.19276	71.23414	122.9666	10.7375	8.81279	1.00000	1109.19251	10.22460	11.66515	8.74288	44.80241	8.49685
3.29713	10.19268	60.48770	10.10998	16.79958	9.28568	8.75118	47.99385	123.50266	41.94175	11.30713	1.00000	1116.09906	12.11389	10.14986	8.86520	41.13433	8.87022
2.34520	7.59914	48.78708	5.98886	33.24369	6.56257	8.63065	35.29599	9.17702	48.78232	9.06493	0.00000	1087.43379	9.18254		6.30094	41.39758	8.52689
0.58105	9.78350	49.34265	7.74729	15.11137	11.47903	6.55237	65.68050	-15.58602	27.76056	10.07162	1.00000	1187.21401	7.93168	9.73778	7.71881	54.89872	9.59297
8.90156	9.29914	31.02483	7.09236	-9.06118	10.77875	9.90607	45.43716	-4.22398	57.47908	10.75807	1.00000	1057.35995	7.69223	9.38593	7.65918	63.14768	7.03763
3.44389	10.44868	68.77808	5.54067	14.21472	10.53233	8.96916	53.65219	-7.32097	41.1053	11.36676	1.00000	1059.66017	7.63098	9.24222	10.25843	15.71776	8.54229
0.60594	11.61777	71.79858	6.19097	23.40083	10.09003	6.42802	50.05247	37.55	6.03333	11.23487	1.00000	1165.76740	8.63170	10.45538	8.22985	58.34845	9.44311
3.12673	9.57280	70.75087	6.84380		11.14193	8.88881	64.39272	76.03889	18.18158	10.77722	1.00000	1111.88139	7.50344	9.34205	9.36248	61.93444	8.56022
7.71788	11.52915	68.65588	8.45069	29.25705	7.13230	9.72337	37.69922	-100.88023	20.21322	8.22816	1.00000	1171.41920	12.63783	11.35729	9.58971	47.09484	8.79774
1.41599	10.35620	46.21077	8.35454	0.38346	6.77599	7.75228	79.35826	-73.75513	40.60538	9.88955	0.00000	1178.82150	7.85830	7.96883	8.19286	69.77913	8.87451
5.91716	8.97861	62.54017	7.23189	15.61049	10.47350	9.45711	51.70835	85.83334	20.88197	11.67088	1.00000	1124.13284	8.33226	9.83202	7.92458	32.25143	8.20077
2.22722	9.91726	34.41219	4.81174	5.66204	10.59611	8.23453	83.95713	10.58082	35.72917	12.40203	1.00000	1075.04511	8.74060	8.62773	7.49847	61.31439	8.44648
1.22773	10.84184	49.03557	4.05331	8.73924	10.25576	7.62636	41.66869	24.43973	0.76755	12.44898	0.00000	1140.39433	11.07847	6.59160	9.69540	79.82821	8.83264
3.22390	5.80763	48.93569	8.49688	15.80991	10.46730	8.92156	62.03892	6.92917	52.31333	8.84085	0.00000	1127.69895	8.93278		8.54782	29.47294	7.60755
8.92832	5.93809	63.15906	6.55772	10.43907	5.21065	9.94204	47.35617	36.25361	47.48444	9.59231	0.00000	1099.10263	8.61724	5.55088	9.42842	40.20709	10.32113
5.13045	9.69972	57.71398	5.71673	-14.10909	5.90500	9.31673	55.65077	-120.93549	37.73604	6.74316	1.00000	1143.18644	8.71990	11.17093	10.09830	52.12028	8.05969
9.11785	9.59293	51.83464	7.99858	26.33654	12.17499	9.93844	44.99180	24.6522	60.2052	10.82335	1.00000	1134.19643	8.00593	10.06237	8.34543	53.36079	10.01047
3.78029	6.13995	56.20865	6.32779	38.70933	4.03561	8.90802	65.64734	71.21169	21.59983	10.19123	0.00000	1180.16804	7.06581	3.00886	10.17647	69.87050	9.38961
2.35161	8.64407	55.41292	8.63407	12.42183	12.33637	8.44307	51.02429	-83.55521	41.66394	11.02466	1.00000	1152.55035	7.98202	10.16828	10.97171	57.24859	9.86237
6.63848	11.18041	42.48540	8.82408	28.90856	8.51249	9.61018	49.72192	-1.29243	53.49389	8.93390	1.00000	1187.49286	7.35349	11.62487	8.97065	34.57989	7.94282
9.71688	8.21846	80.13032	7.89099	2.89248	10.68607	10.00787	62.65477	106.92667	-6.91806	11.68123	0.00000	1051.15628	10.37498	6.84974	9.25260	61.07863	7.78003
4.71172	7.06069	61.90745	6.07626	19.01331	7.75555	9.23020	58.41068	27.18052	39.12074	9.64340	0.00000	1073.19185	7.96476	6.13968	8.80092	59.38809	8.86213
5.45273	10.14064	68.94897	4.85469	24.28628	8.84438	9.34065	58.61761	16.50104	41.24264	11.64689	1.00000	1182.59028	8.44346	8.76615	9.76884	57.95715	9.24558
2.27268	8.71823	37.41142	7.43973		11.62225	8.57299	36.96632	137.36215	36.75965	10.66259	0.00000	1184.05529	13.34525	6.30681	8.95681	39.16377	10.55120
5.05554	12.95761	43.07178	10.68268	15.10700	10.58870	9.28593	37.79580	-84.13722	9.92787	7.86538	1.00000	1060.15666	6.16835	13.50677	9.84081	34.90163	10.50251
2.47029	11.35644	43.90072	7.77983	17.76612	7.63497	8.48937	43.11856	-71.29144	41.54566	4.67925	1.00000	1155.53653	9.64644	9.35302	7.87730	51.46369	9.72472
2.21645	7.97578	41.64193	5.34319	13.00354	7.50679	8.43638	56.66493	48.87498	38.45598	8.78585	1.00000	1137.42654	11.60183	10.45712	8.15972	57.40376	7.47836
5.23325	10.43538	63.21269	8.61823	-6.38486	5.53189	9.41866	55.15243	102.3278	2.2139	7.60591	1.00000	1054.84135	12.03092	10.70303	9.46226	50.61175	8.88953
3.95164	8.80215	41.92201	5.76077	15.66327	7.67862	8.99303	41.15952	-82.07842	26.91756	10.66989	0.00000	1196.69475	7.95425	5.55062	6.90112	48.62392	9.14817
2.66762	9.34611	50.84239	7.91093	24.10622	8.66084	8.70535	45.79164	4.52529	50.71229	9.32906	1.00000	1149.77202	11.20053	9.84472	8.37915	43.32912	8.69770
9.40835	9.26273	45.86283	6.83760	9.09880	9.97001	9.94867	27.34808	153.10236	-27.50578	9.16176	1.00000	1165.47388	11.24285	9.77540	8.87893	49.42439	10.03557
6.77707	9.51348	50.54454	9.27168	8.50606	7.10334	9.60124	46.47115	-74.38987	40.65538	6.80808	1.00000	1081.84944	10.75769	8.37522	9.63293	55.36243	8.61107
5.13032	9.83798	51.33760	10.60727	7.39461	6.80702	9.30094	51.29739	122.20488	29.98869	7.50833	1.00000	1183.06387	11.93226	8.22989	9.36219	58.12006	8.53760
17.99150	7.78938	35.84955	6.67814	7.22678	4.85871	10.63907	50.46358	71.21169	21.59983	8.80972	0.00000	1183.49758	9.23951	4.60559	10.16324	61.10755	8.87367
3.56011	10.83062	56.55802	9.11233	4.64918	8.43932	8.98594	50.66832	-73.0515	41.55815	9.59366	1.00000	1167.32039	8.58656	10.42975	9.51223	47.28984	7.82054
1.76871	10.87849	51.15434	3.31118	1.81929	12.01382	7.78067	47.75319	73.08333	19.21667	13.00531	0.00000	1074.48943	9.96463	7.51188	8.69243	79.65797	9.27751
3.99563	9.45306	60.78200	8.16133	14.37866	11.45573	9.05982	60.33519	2.29275	48.79325	10.23541	1.00000	1129.50367	7.58977	9.98700	8.75171	57.49294	10.21317
4.69652	9.89836	51.23542	5.55815	35.65008	7.63014	9.26330	50.90484	107.60627	51.82721	10.77165	0.00000	1133.52017	11.48388	5.77022	7.83700	61.24417	7.13415
9.16681	7.83063	35.60398	5.98288	23.68553	8.78218	9.92789	60.98313	51.3452	53.37596	10.15867	0.00000	1178.79052	9.86127	5.10711	9.78199	30.41844	9.18306
3.27975	11.28546	52.58116	9.53081	14.49754	8.59777	8.85217	50.26302	76.56719	24.41288	5.99151	1.00000	1131.09587	10.85903	8.54001	9.93988	38.60568	8.44002
3.53767	7.39889	62.72522	7.39000	17.43489	8.30113	8.94966	29.10677	76.11996	11.12018	11.75753	1.00000	1158.01136	9.06178	10.01232	8.18138	58.46944	9.71916
4.37063	11.49569	34.17816	9.21329	17.22051	6.22372	9.11545	45.53410	10.98461	48.35693	6.35347	1.00000	1134.47595	9.99443	10.10554	9.35141	42.30916	11.01079
9.98567	10.72762	61.20246	6.28648	-4.64335	8.54289	10.04334	48.98916	-15.58602	27.76056	11.17327	1.00000	1187.58409	8.56116	10.23106	9.70425	29.86552	6.18087
10.96963	7.20526	19.58863	7.98874	6.22917	8.29108	10.14094	61.48668	3.55665	36.72544	8.62727	0.00000	1191.98995	12.36849	3.54036	9.81742	42.13384	9.57354
19.74161	8.31718	46.82876	8.32251	15.89713	10.65696	10.73678	39.06706	27.46153	-21.44236	10.60202	1.00000	1064.20253	7.82213	9.72288	7.81834	49.15245	9.79195
11.53836	7.74071	59.40761	5.75884	13.01204	8.53396	10.18040	48.68077	8.73812	41.91886	7.58150	1.00000	1175.31773	10.63760	8.91347	7.42446	42.78579	10.25500
1.74532	8.08822	33.89737	7.03328	17.28033	6.47839	8.15456	57.56290	8.88104	45.79377	8.92082	0.00000	1112.07542	8.37128	6.55283	9.73130	43.76789	9.11927
6.69299	4.99257	48.90320	8.20602	17.98433	8.73274	9.63246	41.38107	10.58082	35.72917	11.27607	0.00000	1170.66166	5.24507	9.28709	7.47811	66.29624	8.83580
9.37057	10.83585	47.48099	6.81208	8.29625	7.34391	9.97484	41.22267	137.23333	35.8	7.78853	1.00000	1068.02479	9.71973	11.47397	7.37511	70.81284	8.53576
2.32589	11.81988	62.37788	7.66938	18.96086	6.10661	8.30538	51.27083	2.08333	48.86667	9.54269	1.00000	1094.16854	8.07072	11.83559	8.71683	54.94708	9.72818
2.37738	10.83429	67.02883	7.33695	5.23685	10.03403	8.34297	80.04535	7.02238	52.21099	10.23439	1.00000	1158.84241	8.02415	10.42196	7.90956	45.20335	8.09965
4.23414	9.54012	36.29519	6.90312	12.45204	9.27212	9.10997	63.87496	-79.62603	8.88988	7.64731	0.00000	1195.45898	7.97185	8.38905	8.56600	64.77842	9.23985
2.79643	11.32082	48.85121	9.65812	3.84105	7.76376	8.74021	56.12819	120.5875	16.455	8.38127	1.00000	1057.78177	10.14884	10.27273	9.89191	47.17269	8.08429
3.84854	6.49413	64.83343	6.95526	19.62979	6.38095	9.01305	71.87590	16.86194	54.58048	8.92518	0.00000	1185.87211	5.78188	5.52788	8.66713	33.94941	7.84086
3.50909	6.83135	42.59316	8.93675	15.59494	8.83415	8.93274	52.94790	-3.52751	50.7236	9.83705	1.00000	1081.47352	11.04233	6.17264	8.98879	59.09926	7.40930
4.52972	11.17484	53.58592	7.58024	5.68704	9.20518	9.15979	50.44542	-95.44744	29.53885	9.11701	1.00000	1152.85151	6.99366	10.58695	8.10103	73.64291	9.20485
1.50460	6.77311	41.04146	7.45960	7.42698	8.93698	7.84745	49.33787	9.29109	45.39402	9.83862	0.00000	1066.37702	7.47448	7.88944	8.06672	18.11837	9.00693
9.54108	7.72497	54.96469	7.05719	25.05988	9.99231	9.96627	20.65884	136.13108	34.75856	9.54361	0.00000	1130.54621	8.08219	9.05448	8.78060	74.13551	8.25882
1.84997	7.84903	44.43953	6.14446	5.63787	8.97004	8.13121	75.82459	-96.39774	30.16688	9.62199	0.00000	1199.33491	7.44030	9.48465	8.29695	69.90507	9.28599
1.62290	9.78413	62.32450	7.48436	13.63798	9.74720	7.73408	32.28707	-103.5687	20.22816	9.97632	1.00000	1151.02511		10.29433	9.17048	31.68155	9.00288
