revision	latitude	longitude	QoS	station	code
2020-01-24	-34.64167	-60.47389	accep	Chacabuco	AR
2022/02/19	6.03333	37.55	good	Arba Minch	ET
2015/04/09	-23.7975	-48.59278	excellent	Buri	BR
25 Sep 2014	53.59782	34.33825	accep	Dyat’kovo	RU
17 Oct 2013	-3.20333	-52.20639	excellent	Altamira	BR
2017/10/11	36.27462	4.85668	accep	Bordj Zemoura	DZ
2018-06-06	9.91861	-68.30472	maintenance	Tinaquillo	VE
09 Sep 2022	13.65805	102.56365	maintenance	Paoy Paet	KH
2014/04/08	3.3285	99.1625	average	Tebingtinggi	ID
2015/05/19	23.73333	114.68333	excellent	Heyuan	CN
01/29/2015, 00:00:00	27.9247	78.40102	accep	Chharra	IN
2017-01-09	42.50729	1.53414	good	les Escaldes	AD
05/29/2014, 00:00:00	37.05944	37.3825	good	Gaziantep	TR
2018/05/25	35.72917	10.58082	building	Msaken	TN
12 Feb 2017	-6.8	39.25	excellent	Magomeni	TZ
2016/04/23	-8.28333	-35.03333	excellent	Cabo	BR
2013-02-07	20.74122	-100.44843	average	Santa Rosa Jauregui	MX
22 Jul 2016	-22.97056	-46.99583	building	Valinhos	BR
07/03/2021, 00:00:00	60.02427	30.28491	building	Kolomyagi	RU
04/22/2020, 00:00:00	42.62833	20.89389	accep	Glogovac	XK
31 Dec 2019	48.90472	2.2469	average	La Garenne-Colombes	FR
2018/10/01	49.07866	30.96755	maintenance	Zvenihorodka	UA
15 Aug 2013	35.88264	-80.08199	average	Thomasville	US
2015/05/24	43.61058	1.33467	excellent	Colomiers	FR
07/15/2018, 00:00:00	14.53767	46.83187	average	Ataq	YE
18 Nov 2015	50.86079	17.4674	excellent	Brzeg	PL
2015/04/02	46.32313	-0.45877	average	Niort	FR
2018/12/20	43.41949	77.0202	average	Otegen Batyra	KZ
03/15/2013, 00:00:00	68.79833	16.54165	accep	Harstad	NO
2022-02-24	13.56667	-15.6	good	Farafenni	GM
02/03/2020, 00:00:00	55.67938	12.53463	average	Frederiksberg	DK
06/25/2019, 00:00:00	5.90702	116.10146	average	Donggongon	MY
2021/06/12	45.47885	133.42825	excellent	Lesozavodsk	RU
2017/06/25	11.12018	76.11996	maintenance	Manjeri	IN
2016-08-04	37.13548	-3.67029	accep	Las Gabias	ES
01/05/2019, 00:00:00	6.03333	37.55	excellent	Arba Minch	ET
26 Mar 2016	38.47917	-1.325	good	Jumilla	ES
04/20/2022, 00:00:00	32.65246	51.67462	average	Isfahan	IR
07/28/2016, 00:00:00	36.81667	117.81667	building	Zhoucun	CN
2018-09-07	51.03427	5.37429	good	Houthalen	BE
06/14/2020, 00:00:00	54.8421	46.5813	good	Alatyr’	RU
2014-01-24	-1.9487	30.4347	good	Rwamagana	RW
07/02/2019, 00:00:00	6.9909	79.883	good	Hendala	LK
22 Jun 2014	33.08014	-83.2321	accep	Milledgeville	US
02/08/2019, 00:00:00	35.8	137.23333	good	Gero	JP
2015-10-31	41.14676	-73.49484	excellent	New Canaan	US
2012/11/25	-44.39672	171.25364	accep	Timaru	NZ
2018-12-02	-15.675	-38.94722	excellent	Canavieiras	BR
19 May 2013	16.455	120.5875	accep	La Trinidad	PH
28 Jul 2018	27.85	112.9	good	Xiangtan	CN
01/09/2018, 00:00:00	53.83333	-2.98333	accep	Poulton-le-Fylde	GB
07 Jan 2014	34.21639	-119.0376	accep	Camarillo	US
2020/03/31	37.35813	-6.03731	average	San Juan de Aznalfarache	ES
2013-04-25	32.9156	-117.14392	accep	Mira Mesa	US
2017-07-14	41.91886	8.73812	excellent	Ajaccio	FR
08/01/2020, 00:00:00	51.40944	46.04833	good	Privolzhskiy	RU
17 Feb 2015	-6.8048	110.8405	average	Kudus	ID
02/10/2019, 00:00:00	55.54028	89.20083	maitennce	Sharypovo	RU
15 Aug 2021	43.48961	-8.2194	building	Ferrol	ES
2017-08-22	38.68712	-4.10734	good	Puertollano	ES
2020/07/19	53.7446	-0.33525	good	Kingston upon Hull	GB
07/11/2015, 00:00:00	5.27247	-3.59625	excellent	Bonoua	CI
28 Nov 2020	37.49223	15.07041	good	Catania	IT
2013-12-26	51.67822	33.9162	good	Hlukhiv	UA
2018-07-07	41.54566	-71.29144	average	Middletown	US
2015/03/03	30.21121	74.4818	accep	Malaut	IN
2015-07-12	20.21322	-100.88023	accep	Salvatierra	MX
2020/10/18	30.16688	-96.39774	accep	Brenham	US
11 May 2013	42.28639	18.84	building	Budva	ME
2016/01/07	50.8	3.16667	maintenance	Wevelgem	BE
16 Mar 2019	-7.60361	37.00438	excellent	Kidodi	TZ
12/01/2020, 00:00:00	5.20856	-74.73584	average	Honda	CO
06/06/2022, 00:00:00	18.42745	-67.15407	average	Aguadilla	PR
11 Aug 2016	28.98002	77.70636	good	Meerut	IN
28 May 2015	30.76468	74.12286	good	Kanganpur	PK
2017-03-12	31.20176	29.91582	building	Alexandria	EG
30 Oct 2020	20.14298	-77.43532	maintenance	Media Luna	CU
11 Apr 2013	13.56667	-15.6	accep	Farafenni	GM
12 Feb 2015	-28.81833	-52.51028	good	Soledade	BR
06/05/2013, 00:00:00	46.09273	-88.64235	accep	Iron River	US
09/29/2014, 00:00:00	43.61062	-72.97261	average	Rutland	US
13 Nov 2015	-20.25333	-43.80139	excellent	Itabirito	BR
2013-10-24	48.43174	17.8031	accep	Hlohovec	SK
17 Jan 2017	22.98212	-80.58556	good	Corralillo	CU
01/24/2019, 00:00:00	-1.26424	104.09701	average	Simpang	ID
2021/02/07	48.07667	8.64409	accep	Trossingen	DE
01 Jul 2016	18.87813	72.93924	good	Uran	IN
2014-02-28	51.12794	4.21372	building	Temse	BE
2015/04/23	4.94273	15.87735	excellent	Carnot	CF
2019/08/07	33.45122	-86.99666	average	Hueytown	US
06/12/2022, 00:00:00	-31.95224	115.8614	maintenance	Perth	AU
2015/05/19	-6.8048	110.8405	building	Kudus	ID
2014-08-17	0.51667	101.44167	accep	Pekanbaru	ID
2014/10/02	36.20389	127.08472	maintenance	Nonsan	KR
2022/02/17	54.52156	9.5586	average	Schleswig	DE
26 Mar 2021	55.54028	89.20083	building	Sharypovo	RU
2016/10/06	12.97389	123.99333	excellent	Sorsogon	PH
2019/05/27	44.80477	-0.59543	maintenance	Talence	FR
2019-12-28	52.09	5.23333	building	Zeist	NL
2013/10/13	16.0438	120.4861	average	Manaoag	PH
2014/05/02	43.32393	5.4584	average	Les Olives	FR
19 Feb 2020	43.2907	5.4384	building	Marseille 11	FR
17 Mar 2020	35.06544	1.04945	building	Frenda	DZ
2017-11-03	38.70734	-77.02303	average	Fort Washington	US
30 Oct 2013	40.57788	-73.95958	good	Brighton Beach	US
09/24/2020, 00:00:00	5.84752	-5.682	maintenance	Lakota	CI
02 Jun 2014	10.66668	-61.51889	average	Port of Spain	TT
2017-01-05	58.63667	59.80222	accep	Lesnoy	RU
2014-07-14	0.51667	101.44167	good	Pekanbaru	ID
09/02/2020, 00:00:00	-17.74431	-48.62789	good	Caldas Novas	BR
11/15/2013, 00:00:00	-10.95817	-38.79084	good	Tucano	BR
2018/10/30	12.37169	123.62494	maintenance	Masbate	PH
2017/04/05	51.21187	4.25633	excellent	Beveren	BE
04 Nov 2013	15.46063	99.89166	excellent	Thap Than	TH
2019/05/22	57.47908	-4.22398	average	Inverness	GB
09/23/2013, 00:00:00	51.168	7.973	good	Finnentrop	DE
29 Apr 2018	29.69221	72.54566	maintenance	Hasilpur	PK
2015/08/31	40.65995	-111.99633	good	Kearns	US
2013-09-28	42.4251	-71.06616	excellent	Malden	US
2014-11-12	29.98869	122.20488	good	Zhoushan	CN
2018/06/23	53.77166	38.12408	average	Bogoroditsk	RU
2012-12-13	68.79833	16.54165	excellent	Harstad	NO
2022-07-18	41.72063	12.6723	good	Ariccia	IT
2021/08/01	40.82232	-74.15987	accep	Nutley	US
09 Dec 2021	35.21222	2.31889	accep	Ksar Chellala	DZ
2013-06-01	39.57582	-105.11221	excellent	Ken Caryl	US
16 Feb 2020	33.54428	-84.23381	good	Stockbridge	US
24 Oct 2014	53.53041	43.67663	accep	Nizhniy Lomov	RU
01/10/2020, 00:00:00	31.76212	-95.63079	accep	Palestine	US
2021/10/30	51.955	5.22778	accep	Culemborg	NL
09/18/2014, 00:00:00	-5.41667	38.01667	good	Chanika	TZ
2013-03-29	19.32889	-99.32556	accep	San Lorenzo Acopilco	MX
11 Dec 2013	51.42708	-0.91979	maintenance	Lower Earley	GB
2021/01/10	13.48082	-86.58208	excellent	Somoto	NI
2020/11/05	50.74497	3.20639	average	Mouscron	BE
2021/12/27	45.39402	9.29109	average	San Giuliano Milanese	IT
07 Dec 2017	35.05266	-78.87836	average	Fayetteville	US
08/21/2022, 00:00:00	52.68333	0.93333	excellent	East Dereham	GB
04 Jan 2021	17.54907	82.85749	accep	Elamanchili	IN
2017-07-09	45.53929	-122.38731	building	Troutdale	US
2020-03-08	23.02677	113.13148	good	Foshan	CN
2022/06/16	-28.44917	-52.2	maintenance	Marau	BR
2019-02-27	36.6009	126.665	good	Hongseong	KR
2014/07/13	-8.43333	114.33333	excellent	Muncar	ID
04/09/2016, 00:00:00	41.29444	69.67639	maintenance	Parkent	UZ
2016-06-03	43.83125	5.03586	accep	Cavaillon	FR
04/01/2016, 00:00:00	40.78206	72.34424	excellent	Andijon	UZ
14 Dec 2013	26.67319	31.4976	accep	Juhaynah	EG
24 Jan 2022	42.24113	-88.3162	average	Crystal Lake	US
2016-12-19	17.06542	-96.72365	building	Oaxaca	MX
19 Jun 2020	33.7207	-116.21677	maintenance	Indio	US
01/20/2022, 00:00:00	34.85	117.33333	excellent	Taozhuang	CN
08/16/2020, 00:00:00	55.1904	30.2049	average	Vitebsk	BY
2013-06-20	50.23271	12.87117	accep	Karlovy Vary	CZ
2020/10/27	30.21121	74.4818	accep	Malaut	IN
06/24/2014, 00:00:00	34.25628	-78.04471	good	Leland	US
2021-07-15	18.20854	-71.10077	good	Santa Cruz de Barahona	DO
03/10/2019, 00:00:00	6.33444	124.95278	average	Tupi	PH
28 Jun 2014	-22.97056	-46.99583	average	Valinhos	BR
2022-03-04	7.65649	4.92235	average	Efon-Alaaye	NG
04/11/2015, 00:00:00	19.21667	73.08333	good	Dombivli	IN
2016/07/04	34.09668	-117.71978	excellent	Claremont	US
07/01/2020, 00:00:00	29.53885	-95.44744	good	Fresno	US
2017-11-01	52.14	5.58472	good	Barneveld	NL
09 Sep 2016	51.14942	15.00835	good	Zgorzelec	PL
07/01/2021, 00:00:00	51.88333	8.51667	building	Verl	DE
12/04/2018, 00:00:00	50.88506	4.07601	accep	Denderleeuw	BE
23 Oct 2019	51.04962	12.1369	accep	Zeitz	DE
2021/10/06	35.48199	137.02166	accep	Minokamo	JP
11/20/2020, 00:00:00	56.56317	-2.58736	excellent	Arbroath	GB
05/24/2017, 00:00:00	40.66482	122.22833	accep	Yingkou	CN
2020/11/29	30.81383	75.16878	average	Moga	IN
2020-01-28	29.21399	78.95693	excellent	Kashipur	IN
05 Jan 2014	36.61954	4.08282	accep	Beni Douala	DZ
2017-10-08	40.53123	17.58522	building	Francavilla Fontana	IT
2021-11-06	44.27804	-88.27205	average	Kaukauna	US
2022/03/28	41.55838	-81.56929	good	Collinwood	US
07/09/2018, 00:00:00	38.54491	-121.74052	average	Davis	US
2022/03/11	50.71229	4.52529	average	Rixensart	BE
2019-06-15	8.35122	-62.64102	maintenance	Ciudad Guayana	VE
24 Feb 2016	46.7055	38.2739	excellent	Yeysk	RU
01/10/2020, 00:00:00	20.28527	-103.42897	average	Jocotepec	MX
01 Nov 2018	27.76056	-15.58602	average	Maspalomas	ES
2022-09-06	42.4251	-71.06616	average	Malden	US
2016-04-23	51.955	5.22778	building	Culemborg	NL
07/12/2021, 00:00:00	45.4473	-73.75335	maintenance	Dorval	CA
2013-12-09	34.85	117.33333	good	Taozhuang	CN
2021-06-27	49.13645	8.91229	accep	Eppingen	DE
2013/11/28	37.1759	128.9889	maintenance	T’aebaek	KR
2019-04-23	25.80565	68.49143	average	Bhit Shah	PK
11/21/2017, 00:00:00	38.96667	-0.18333	average	Gandia	ES
2015-09-27	51.78771	56.36091	average	Saraktash	RU
04/26/2013, 00:00:00	34.25628	-78.04471	average	Leland	US
03/23/2020, 00:00:00	36.72544	3.55665	good	Thenia	DZ
07/21/2021, 00:00:00	42.7	27.25	maitennce	Aytos	BG
09/14/2022, 00:00:00	5.6561	-75.87877	good	Andes	CO
10/11/2013, 00:00:00	0.03813	36.36339	accep	Nyahururu	KE
2020-11-01	-32.05251	115.88782	good	Willetton	AU
2012/10/10	8.79577	-75.69947	good	San Carlos	CO
02 Nov 2018	34.63915	-120.45794	accep	Lompoc	US
15 Dec 2014	46.65581	32.6178	good	Kherson	UA
19 Oct 2013	28.88162	120.03308	average	Guli	CN
2015-11-08	48.77275	5.16108	maintenance	Bar-le-Duc	FR
2014/07/25	26.68451	-80.66756	building	Belle Glade	US
01/04/2021, 00:00:00	-34.74785	-58.70072	accep	Pontevedra	AR
